Orthogroup	Prbh	Prbl
OG0000538	Prbh.g_00329	Prbl.g_00536
OG0000539	Prbh.g_00328	Prbl.g_00806
OG0000540	Prbh.g_00327	Prbl.g_00805
OG0000541	Prbh.g_00326	Prbl.g_00804
OG0000542	Prbh.g_00325	Prbl.g_00801
OG0000543	Prbh.g_00323	Prbl.g_00799
OG0000544	Prbh.g_00322	Prbl.g_00798
OG0000545	Prbh.g_00320	Prbl.g_00797
OG0000546	Prbh.g_00317	Prbl.g_00794
OG0000547	Prbh.g_00315	Prbl.g_00792
OG0000548	Prbh.g_00314	Prbl.g_00791
OG0000549	Prbh.g_00311	Prbl.g_00785
OG0000550	Prbh.g_00306	Prbl.g_00780
OG0000551	Prbh.g_00303	Prbl.g_00776
OG0000552	Prbh.g_00302	Prbl.g_00775
OG0000553	Prbh.g_00301	Prbl.g_00770
OG0000554	Prbh.g_00295	Prbl.g_00765
OG0000555	Prbh.g_00288	Prbl.g_00747
OG0000556	Prbh.g_00286	Prbl.g_02645
OG0000557	Prbh.g_00285	Prbl.g_01878
OG0000558	Prbh.g_00283	Prbl.g_01881
OG0000559	Prbh.g_00279	Prbl.g_01885
OG0000560	Prbh.g_00276	Prbl.g_01888
OG0000561	Prbh.g_00275	Prbl.g_01889
OG0000562	Prbh.g_00274	Prbl.g_01890
OG0000563	Prbh.g_00273	Prbl.g_01891
OG0000564	Prbh.g_00272	Prbl.g_01892
OG0000565	Prbh.g_00269	Prbl.g_01895
OG0000566	Prbh.g_00265	Prbl.g_01899
OG0000567	Prbh.g_00261	Prbl.g_01903
OG0000568	Prbh.g_00260	Prbl.g_01905
OG0000569	Prbh.g_00259	Prbl.g_01801
OG0000570	Prbh.g_00258	Prbl.g_01800
OG0000571	Prbh.g_00256	Prbl.g_01797
OG0000572	Prbh.g_00244	Prbl.g_01781
OG0000573	Prbh.g_00238	Prbl.g_01774
OG0000574	Prbh.g_00237	Prbl.g_01773
OG0000575	Prbh.g_00233	Prbl.g_01764
OG0000576	Prbh.g_00231	Prbl.g_01762
OG0000577	Prbh.g_00230	Prbl.g_01761
OG0000578	Prbh.g_00229	Prbl.g_01760
OG0000579	Prbh.g_00228	Prbl.g_01759
OG0000580	Prbh.g_00227	Prbl.g_01758
OG0000581	Prbh.g_00224	Prbl.g_01754
OG0000582	Prbh.g_00221	Prbl.g_01750
OG0000583	Prbh.g_00220	Prbl.g_01749
OG0000584	Prbh.g_00219	Prbl.g_01748
OG0000585	Prbh.g_00217	Prbl.g_01746
OG0000586	Prbh.g_00216	Prbl.g_01744
OG0000587	Prbh.g_00215	Prbl.g_01742
OG0000588	Prbh.g_01465	Prbl.g_01613
OG0000589	Prbh.g_01462	Prbl.g_01616
OG0000590	Prbh.g_01461	Prbl.g_01617
OG0000591	Prbh.g_01457	Prbl.g_01624
OG0000592	Prbh.g_01456	Prbl.g_01625
OG0000593	Prbh.g_01221	Prbl.g_01635
OG0000594	Prbh.g_01220	Prbl.g_01636
OG0000595	Prbh.g_01219	Prbl.g_01637
OG0000596	Prbh.g_01216	Prbl.g_01642
OG0000597	Prbh.g_01213	Prbl.g_01645
OG0000598	Prbh.g_01212	Prbl.g_01646
OG0000599	Prbh.g_01209	Prbl.g_01656
OG0000600	Prbh.g_01208	Prbl.g_01657
OG0000601	Prbh.g_01207	Prbl.g_01658
OG0000602	Prbh.g_01205	Prbl.g_01662
OG0000603	Prbh.g_01204	Prbl.g_01663
OG0000604	Prbh.g_01203	Prbl.g_01664
OG0000605	Prbh.g_01202	Prbl.g_01043
OG0000606	Prbh.g_01199	Prbl.g_01032
OG0000607	Prbh.g_01196	Prbl.g_01412
OG0000608	Prbh.g_01195	Prbl.g_01411
OG0000609	Prbh.g_01194	Prbl.g_01409
OG0000610	Prbh.g_01188	Prbl.g_01401
OG0000611	Prbh.g_01185	Prbl.g_01398
OG0000612	Prbh.g_01184	Prbl.g_01397
OG0000613	Prbh.g_00907	Prbl.g_00891
OG0000614	Prbh.g_00928	Prbl.g_01872
OG0000615	Prbh.g_00939	Prbl.g_02373
OG0000616	Prbh.g_01487	Prbl.g_02137
OG0000617	Prbh.g_01167	Prbl.g_02561
OG0000618	Prbh.g_01166	Prbl.g_02560
OG0000619	Prbh.g_01165	Prbl.g_02559
OG0000620	Prbh.g_01162	Prbl.g_02555
OG0000621	Prbh.g_01161	Prbl.g_02554
OG0000622	Prbh.g_01160	Prbl.g_02553
OG0000623	Prbh.g_01159	Prbl.g_02552
OG0000624	Prbh.g_01157	Prbl.g_02551
OG0000625	Prbh.g_01156	Prbl.g_02550
OG0000626	Prbh.g_01155	Prbl.g_02549
OG0000627	Prbh.g_01154	Prbl.g_02426
OG0000628	Prbh.g_01153	Prbl.g_02427
OG0000629	Prbh.g_01151	Prbl.g_02430
OG0000630	Prbh.g_01148	Prbl.g_02434
OG0000631	Prbh.g_01056	Prbl.g_02440
OG0000632	Prbh.g_01057	Prbl.g_02441
OG0000633	Prbh.g_01058	Prbl.g_02442
OG0000634	Prbh.g_00949	Prbl.g_02339
OG0000635	Prbh.g_00950	Prbl.g_02338
OG0000636	Prbh.g_00952	Prbl.g_02336
OG0000637	Prbh.g_00954	Prbl.g_02334
OG0000638	Prbh.g_00955	Prbl.g_02333
OG0000639	Prbh.g_00956	Prbl.g_02332
OG0000640	Prbh.g_00957	Prbl.g_02331
OG0000641	Prbh.g_00961	Prbl.g_02327
OG0000642	Prbh.g_00962	Prbl.g_02326
OG0000643	Prbh.g_00963	Prbl.g_02325
OG0000644	Prbh.g_00964	Prbl.g_02324
OG0000645	Prbh.g_00965	Prbl.g_02323
OG0000646	Prbh.g_00967	Prbl.g_02320
OG0000647	Prbh.g_00969	Prbl.g_02317
OG0000648	Prbh.g_00971	Prbl.g_02315
OG0000649	Prbh.g_00972	Prbl.g_02314
OG0000650	Prbh.g_00973	Prbl.g_02313
OG0000651	Prbh.g_00974	Prbl.g_02312
OG0000652	Prbh.g_00975	Prbl.g_02311
OG0000653	Prbh.g_00977	Prbl.g_02309
OG0000654	Prbh.g_00978	Prbl.g_02308
OG0000655	Prbh.g_00979	Prbl.g_02307
OG0000656	Prbh.g_00982	Prbl.g_02304
OG0000657	Prbh.g_00989	Prbl.g_01540
OG0000658	Prbh.g_00991	Prbl.g_01542
OG0000659	Prbh.g_00992	Prbl.g_01543
OG0000660	Prbh.g_00996	Prbl.g_01547
OG0000661	Prbh.g_00998	Prbl.g_01549
OG0000662	Prbh.g_01001	Prbl.g_01551
OG0000663	Prbh.g_01003	Prbl.g_01554
OG0000664	Prbh.g_01004	Prbl.g_01555
OG0000665	Prbh.g_01010	Prbl.g_01568
OG0000666	Prbh.g_01011	Prbl.g_01571
OG0000667	Prbh.g_01015	Prbl.g_01579
OG0000668	Prbh.g_00857	Prbl.g_02530
OG0000669	Prbh.g_00868	Prbl.g_01588
OG0000670	Prbh.g_00871	Prbl.g_01078
OG0000671	Prbh.g_00873	Prbl.g_02412
OG0000672	Prbh.g_00876	Prbl.g_02409
OG0000673	Prbh.g_00879	Prbl.g_02406
OG0000674	Prbh.g_00881	Prbl.g_02404
OG0000675	Prbh.g_00882	Prbl.g_02403
OG0000676	Prbh.g_00884	Prbl.g_02395
OG0000677	Prbh.g_00885	Prbl.g_02393
OG0000678	Prbh.g_00887	Prbl.g_02388
OG0000679	Prbh.g_00891	Prbl.g_02368
OG0000680	Prbh.g_00892	Prbl.g_02367
OG0000681	Prbh.g_00895	Prbl.g_02365
OG0000682	Prbh.g_00896	Prbl.g_02364
OG0000683	Prbh.g_00897	Prbl.g_02363
OG0000684	Prbh.g_00898	Prbl.g_02350
OG0000685	Prbh.g_00900	Prbl.g_02352
OG0000686	Prbh.g_00901	Prbl.g_02353
OG0000687	Prbh.g_00902	Prbl.g_02354
OG0000688	Prbh.g_01179	Prbl.g_02348
OG0000689	Prbh.g_01178	Prbl.g_02347
OG0000690	Prbh.g_01177	Prbl.g_02346
OG0000691	Prbh.g_01176	Prbl.g_02345
OG0000692	Prbh.g_01174	Prbl.g_02344
OG0000693	Prbh.g_01173	Prbl.g_02343
OG0000694	Prbh.g_01172	Prbl.g_02342
OG0000695	Prbh.g_01060	Prbl.g_02444
OG0000696	Prbh.g_01061	Prbl.g_02445
OG0000697	Prbh.g_01062	Prbl.g_02447
OG0000698	Prbh.g_01065	Prbl.g_02450
OG0000699	Prbh.g_01066	Prbl.g_02452
OG0000700	Prbh.g_01067	Prbl.g_02453
OG0000701	Prbh.g_01068	Prbl.g_02454
OG0000702	Prbh.g_01070	Prbl.g_02462
OG0000703	Prbh.g_01071	Prbl.g_02463
OG0000704	Prbh.g_01073	Prbl.g_02465
OG0000705	Prbh.g_01079	Prbl.g_02471
OG0000706	Prbh.g_01080	Prbl.g_02472
OG0000707	Prbh.g_01081	Prbl.g_02473
OG0000708	Prbh.g_01083	Prbl.g_02475
OG0000709	Prbh.g_01087	Prbl.g_02482
OG0000710	Prbh.g_01090	Prbl.g_02486
OG0000711	Prbh.g_01106	Prbl.g_02508
OG0000712	Prbh.g_01107	Prbl.g_02509
OG0000713	Prbh.g_01108	Prbl.g_02510
OG0000714	Prbh.g_01109	Prbl.g_02514
OG0000715	Prbh.g_01111	Prbl.g_02516
OG0000716	Prbh.g_01113	Prbl.g_02520
OG0000717	Prbh.g_01114	Prbl.g_02521
OG0000718	Prbh.g_01116	Prbl.g_02526
OG0000719	Prbh.g_01118	Prbl.g_02528
OG0000720	Prbh.g_01129	Prbl.g_02541
OG0000721	Prbh.g_01133	Prbl.g_02542
OG0000722	Prbh.g_01134	Prbl.g_02543
OG0000723	Prbh.g_01138	Prbl.g_02547
OG0000724	Prbh.g_01036	Prbl.g_00932
OG0000725	Prbh.g_01030	Prbl.g_00925
OG0000726	Prbh.g_01029	Prbl.g_00924
OG0000727	Prbh.g_01028	Prbl.g_00923
OG0000728	Prbh.g_01026	Prbl.g_00922
OG0000729	Prbh.g_01351	Prbl.g_02062
OG0000730	Prbh.g_01325	Prbl.g_01199
OG0000731	Prbh.g_00432	Prbl.g_01208
OG0000733	Prbh.g_01867	Prbl.g_02197
OG0000734	Prbh.g_01299	Prbl.g_00545
OG0000735	Prbh.g_01297	Prbl.g_02066
OG0000736	Prbh.g_01296	Prbl.g_02067
OG0000737	Prbh.g_01295	Prbl.g_02068
OG0000738	Prbh.g_01291	Prbl.g_02075
OG0000739	Prbh.g_01290	Prbl.g_02077
OG0000740	Prbh.g_01289	Prbl.g_02078
OG0000741	Prbh.g_01287	Prbl.g_02081
OG0000742	Prbh.g_01284	Prbl.g_02083
OG0000743	Prbh.g_01282	Prbl.g_02085
OG0000744	Prbh.g_01280	Prbl.g_02086
OG0000745	Prbh.g_01279	Prbl.g_02088
OG0000746	Prbh.g_01277	Prbl.g_02090
OG0000747	Prbh.g_01276	Prbl.g_02091
OG0000748	Prbh.g_01272	Prbl.g_02103
OG0000749	Prbh.g_01271	Prbl.g_02104
OG0000750	Prbh.g_01270	Prbl.g_02105
OG0000751	Prbh.g_01267	Prbl.g_00179
OG0000752	Prbh.g_01265	Prbl.g_00181
OG0000753	Prbh.g_01262	Prbl.g_00184
OG0000754	Prbh.g_01260	Prbl.g_01379
OG0000755	Prbh.g_01254	Prbl.g_01120
OG0000756	Prbh.g_01253	Prbl.g_01119
OG0000757	Prbh.g_01246	Prbl.g_01112
OG0000758	Prbh.g_01245	Prbl.g_01111
OG0000759	Prbh.g_01244	Prbl.g_01110
OG0000760	Prbh.g_01243	Prbl.g_01109
OG0000761	Prbh.g_01242	Prbl.g_01108
OG0000762	Prbh.g_01241	Prbl.g_01377
OG0000763	Prbh.g_01239	Prbl.g_01375
OG0000764	Prbh.g_01238	Prbl.g_01374
OG0000765	Prbh.g_01230	Prbl.g_02590
OG0000766	Prbh.g_01229	Prbl.g_02591
OG0000767	Prbh.g_01227	Prbl.g_02593
OG0000768	Prbh.g_01226	Prbl.g_02594
OG0000769	Prbh.g_01224	Prbl.g_00186
OG0000770	Prbh.g_01451	Prbl.g_01103
OG0000771	Prbh.g_01397	Prbl.g_00937
OG0000772	Prbh.g_01845	Prbl.g_00461
OG0000773	Prbh.g_01364	Prbl.g_00113
OG0000774	Prbh.g_01366	Prbl.g_01713
OG0000775	Prbh.g_01368	Prbl.g_01715
OG0000776	Prbh.g_01369	Prbl.g_01716
OG0000777	Prbh.g_01370	Prbl.g_01717
OG0000778	Prbh.g_01371	Prbl.g_01718
OG0000779	Prbh.g_01375	Prbl.g_01723
OG0000780	Prbh.g_01376	Prbl.g_01726
OG0000781	Prbh.g_01379	Prbl.g_01730
OG0000782	Prbh.g_01380	Prbl.g_01731
OG0000783	Prbh.g_01381	Prbl.g_01732
OG0000784	Prbh.g_01382	Prbl.g_01733
OG0000785	Prbh.g_01384	Prbl.g_01735
OG0000786	Prbh.g_01387	Prbl.g_01738
OG0000787	Prbh.g_01388	Prbl.g_01739
OG0000788	Prbh.g_00206	Prbl.g_00658
OG0000789	Prbh.g_00196	Prbl.g_01695
OG0000790	Prbh.g_00014	Prbl.g_00498
OG0000791	Prbh.g_00016	Prbl.g_00496
OG0000792	Prbh.g_00017	Prbl.g_00495
OG0000793	Prbh.g_00021	Prbl.g_00491
OG0000794	Prbh.g_00022	Prbl.g_00490
OG0000795	Prbh.g_00023	Prbl.g_00489
OG0000796	Prbh.g_00027	Prbl.g_00485
OG0000797	Prbh.g_00028	Prbl.g_00484
OG0000798	Prbh.g_00033	Prbl.g_01456
OG0000799	Prbh.g_00079	Prbl.g_00152
OG0000800	Prbh.g_00080	Prbl.g_00153
OG0000801	Prbh.g_00081	Prbl.g_00154
OG0000802	Prbh.g_00083	Prbl.g_00161
OG0000803	Prbh.g_00085	Prbl.g_00257
OG0000804	Prbh.g_00086	Prbl.g_00255
OG0000805	Prbh.g_00088	Prbl.g_00253
OG0000806	Prbh.g_00090	Prbl.g_00251
OG0000807	Prbh.g_00091	Prbl.g_00249
OG0000808	Prbh.g_00092	Prbl.g_00248
OG0000809	Prbh.g_00094	Prbl.g_00244
OG0000810	Prbh.g_00095	Prbl.g_00243
OG0000811	Prbh.g_00102	Prbl.g_00231
OG0000812	Prbh.g_00104	Prbl.g_00229
OG0000813	Prbh.g_00105	Prbl.g_00228
OG0000814	Prbh.g_00107	Prbl.g_00226
OG0000815	Prbh.g_00108	Prbl.g_00225
OG0000816	Prbh.g_00110	Prbl.g_00223
OG0000817	Prbh.g_00111	Prbl.g_00222
OG0000818	Prbh.g_00116	Prbl.g_00684
OG0000819	Prbh.g_00117	Prbl.g_00685
OG0000820	Prbh.g_00118	Prbl.g_00686
OG0000821	Prbh.g_00122	Prbl.g_00693
OG0000822	Prbh.g_00123	Prbl.g_00695
OG0000823	Prbh.g_00124	Prbl.g_00696
OG0000824	Prbh.g_00127	Prbl.g_00700
OG0000825	Prbh.g_00128	Prbl.g_00701
OG0000826	Prbh.g_00129	Prbl.g_00702
OG0000827	Prbh.g_00130	Prbl.g_00703
OG0000828	Prbh.g_00133	Prbl.g_00706
OG0000829	Prbh.g_00134	Prbl.g_00707
OG0000830	Prbh.g_00135	Prbl.g_00708
OG0000831	Prbh.g_00137	Prbl.g_00710
OG0000832	Prbh.g_00147	Prbl.g_00456
OG0000833	Prbh.g_00156	Prbl.g_00448
OG0000834	Prbh.g_00157	Prbl.g_00447
OG0000835	Prbh.g_00158	Prbl.g_00446
OG0000836	Prbh.g_00159	Prbl.g_00444
OG0000837	Prbh.g_00160	Prbl.g_00443
OG0000838	Prbh.g_00163	Prbl.g_00440
OG0000839	Prbh.g_00164	Prbl.g_00439
OG0000840	Prbh.g_00165	Prbl.g_00438
OG0000841	Prbh.g_00166	Prbl.g_00437
OG0000842	Prbh.g_00167	Prbl.g_00436
OG0000843	Prbh.g_00168	Prbl.g_00435
OG0000844	Prbh.g_00169	Prbl.g_00433
OG0000845	Prbh.g_00170	Prbl.g_00432
OG0000846	Prbh.g_00171	Prbl.g_00431
OG0000847	Prbh.g_00172	Prbl.g_00430
OG0000848	Prbh.g_00173	Prbl.g_00429
OG0000849	Prbh.g_00174	Prbl.g_00428
OG0000850	Prbh.g_00176	Prbl.g_00427
OG0000851	Prbh.g_00177	Prbl.g_00423
OG0000852	Prbh.g_00178	Prbl.g_00422
OG0000853	Prbh.g_00183	Prbl.g_00418
OG0000854	Prbh.g_00185	Prbl.g_00416
OG0000855	Prbh.g_00186	Prbl.g_00415
OG0000856	Prbh.g_01454	Prbl.g_01627
OG0000857	Prbh.g_00968	Prbl.g_02318
OG0000858	Prbh.g_01789	Prbl.g_00404
OG0000859	Prbh.g_01788	Prbl.g_00403
OG0000860	Prbh.g_01780	Prbl.g_00392
OG0000861	Prbh.g_01779	Prbl.g_00391
OG0000862	Prbh.g_01778	Prbl.g_00389
OG0000863	Prbh.g_01776	Prbl.g_00385
OG0000864	Prbh.g_01775	Prbl.g_00383
OG0000865	Prbh.g_01774	Prbl.g_00382
OG0000866	Prbh.g_01773	Prbl.g_00381
OG0000867	Prbh.g_01772	Prbl.g_00380
OG0000868	Prbh.g_01770	Prbl.g_00378
OG0000869	Prbh.g_01767	Prbl.g_00375
OG0000870	Prbh.g_01762	Prbl.g_00370
OG0000871	Prbh.g_01761	Prbl.g_00369
OG0000872	Prbh.g_01760	Prbl.g_00367
OG0000873	Prbh.g_01757	Prbl.g_00364
OG0000874	Prbh.g_01754	Prbl.g_00360
OG0000875	Prbh.g_01752	Prbl.g_00359
OG0000876	Prbh.g_01751	Prbl.g_00358
OG0000877	Prbh.g_01749	Prbl.g_00355
OG0000878	Prbh.g_01748	Prbl.g_00354
OG0000879	Prbh.g_01747	Prbl.g_00353
OG0000880	Prbh.g_01746	Prbl.g_00352
OG0000881	Prbh.g_01742	Prbl.g_00347
OG0000882	Prbh.g_01737	Prbl.g_00342
OG0000883	Prbh.g_01735	Prbl.g_00340
OG0000884	Prbh.g_01733	Prbl.g_00338
OG0000885	Prbh.g_01732	Prbl.g_00337
OG0000886	Prbh.g_01731	Prbl.g_00336
OG0000887	Prbh.g_01730	Prbl.g_00335
OG0000888	Prbh.g_01728	Prbl.g_00333
OG0000889	Prbh.g_01726	Prbl.g_00331
OG0000890	Prbh.g_01725	Prbl.g_00317
OG0000891	Prbh.g_01724	Prbl.g_00316
OG0000892	Prbh.g_01723	Prbl.g_02620
OG0000893	Prbh.g_01719	Prbl.g_02680
OG0000894	Prbh.g_01716	Prbl.g_02684
OG0000895	Prbh.g_01712	Prbl.g_01061
OG0000896	Prbh.g_01711	Prbl.g_01060
OG0000897	Prbh.g_01709	Prbl.g_01058
OG0000898	Prbh.g_01708	Prbl.g_01057
OG0000899	Prbh.g_01707	Prbl.g_01056
OG0000900	Prbh.g_01706	Prbl.g_01055
OG0000901	Prbh.g_01703	Prbl.g_01051
OG0000902	Prbh.g_01701	Prbl.g_01049
OG0000903	Prbh.g_01697	Prbl.g_00954
OG0000904	Prbh.g_01692	Prbl.g_00949
OG0000905	Prbh.g_01699	Prbl.g_00947
OG0000906	Prbh.g_01700	Prbl.g_01045
OG0000907	Prbh.g_01687	Prbl.g_00956
OG0000908	Prbh.g_01684	Prbl.g_00959
OG0000909	Prbh.g_01683	Prbl.g_00960
OG0000910	Prbh.g_01682	Prbl.g_00961
OG0000911	Prbh.g_01680	Prbl.g_00963
OG0000912	Prbh.g_01679	Prbl.g_00964
OG0000913	Prbh.g_01678	Prbl.g_00965
OG0000914	Prbh.g_01677	Prbl.g_00966
OG0000915	Prbh.g_01676	Prbl.g_00967
OG0000916	Prbh.g_01675	Prbl.g_00968
OG0000917	Prbh.g_01674	Prbl.g_00969
OG0000918	Prbh.g_01673	Prbl.g_00970
OG0000919	Prbh.g_01672	Prbl.g_00971
OG0000920	Prbh.g_01671	Prbl.g_00972
OG0000921	Prbh.g_01670	Prbl.g_00973
OG0000922	Prbh.g_01669	Prbl.g_00974
OG0000923	Prbh.g_01665	Prbl.g_00978
OG0000924	Prbh.g_01664	Prbl.g_00979
OG0000925	Prbh.g_01663	Prbl.g_00980
OG0000926	Prbh.g_01662	Prbl.g_00981
OG0000927	Prbh.g_01660	Prbl.g_00983
OG0000928	Prbh.g_01659	Prbl.g_00984
OG0000929	Prbh.g_01658	Prbl.g_00985
OG0000930	Prbh.g_01657	Prbl.g_00986
OG0000931	Prbh.g_01656	Prbl.g_00987
OG0000932	Prbh.g_01655	Prbl.g_00988
OG0000933	Prbh.g_01651	Prbl.g_00993
OG0000934	Prbh.g_01649	Prbl.g_00995
OG0000935	Prbh.g_01648	Prbl.g_00996
OG0000936	Prbh.g_01647	Prbl.g_00997
OG0000937	Prbh.g_01646	Prbl.g_00998
OG0000938	Prbh.g_01643	Prbl.g_01127
OG0000939	Prbh.g_01642	Prbl.g_01128
OG0000940	Prbh.g_01635	Prbl.g_01137
OG0000941	Prbh.g_01633	Prbl.g_01139
OG0000942	Prbh.g_01631	Prbl.g_01141
OG0000943	Prbh.g_01630	Prbl.g_01142
OG0000944	Prbh.g_01628	Prbl.g_01144
OG0000945	Prbh.g_01627	Prbl.g_01146
OG0000946	Prbh.g_01621	Prbl.g_01174
OG0000947	Prbh.g_01619	Prbl.g_01177
OG0000948	Prbh.g_01618	Prbl.g_01178
OG0000949	Prbh.g_01615	Prbl.g_01181
OG0000950	Prbh.g_01608	Prbl.g_00856
OG0000951	Prbh.g_01604	Prbl.g_00851
OG0000952	Prbh.g_01600	Prbl.g_00844
OG0000953	Prbh.g_01596	Prbl.g_00840
OG0000954	Prbh.g_01592	Prbl.g_01306
OG0000955	Prbh.g_01591	Prbl.g_01305
OG0000956	Prbh.g_01589	Prbl.g_01303
OG0000957	Prbh.g_01583	Prbl.g_01287
OG0000958	Prbh.g_01582	Prbl.g_01286
OG0000959	Prbh.g_01578	Prbl.g_02638
OG0000960	Prbh.g_01577	Prbl.g_02637
OG0000961	Prbh.g_01574	Prbl.g_01235
OG0000962	Prbh.g_01572	Prbl.g_02063
OG0000963	Prbh.g_01568	Prbl.g_02058
OG0000964	Prbh.g_01567	Prbl.g_02057
OG0000965	Prbh.g_01566	Prbl.g_02056
OG0000966	Prbh.g_01560	Prbl.g_02023
OG0000967	Prbh.g_01556	Prbl.g_02017
OG0000968	Prbh.g_01554	Prbl.g_02014
OG0000969	Prbh.g_01553	Prbl.g_02012
OG0000970	Prbh.g_01552	Prbl.g_02011
OG0000971	Prbh.g_01551	Prbl.g_02009
OG0000972	Prbh.g_01550	Prbl.g_02008
OG0000973	Prbh.g_01549	Prbl.g_02007
OG0000974	Prbh.g_01548	Prbl.g_02006
OG0000975	Prbh.g_01547	Prbl.g_02005
OG0000976	Prbh.g_01546	Prbl.g_02004
OG0000977	Prbh.g_01545	Prbl.g_02002
OG0000978	Prbh.g_01544	Prbl.g_02001
OG0000979	Prbh.g_01541	Prbl.g_01998
OG0000980	Prbh.g_01539	Prbl.g_01994
OG0000981	Prbh.g_01536	Prbl.g_01991
OG0000982	Prbh.g_01534	Prbl.g_02238
OG0000983	Prbh.g_01533	Prbl.g_02237
OG0000984	Prbh.g_01532	Prbl.g_02236
OG0000985	Prbh.g_01529	Prbl.g_02232
OG0000986	Prbh.g_01527	Prbl.g_02230
OG0000987	Prbh.g_01526	Prbl.g_02228
OG0000988	Prbh.g_01523	Prbl.g_02224
OG0000989	Prbh.g_01519	Prbl.g_02214
OG0000990	Prbh.g_01514	Prbl.g_02192
OG0000991	Prbh.g_01513	Prbl.g_02189
OG0000992	Prbh.g_01510	Prbl.g_02186
OG0000993	Prbh.g_01509	Prbl.g_02185
OG0000994	Prbh.g_01508	Prbl.g_02182
OG0000995	Prbh.g_01504	Prbl.g_02173
OG0000996	Prbh.g_01503	Prbl.g_02160
OG0000997	Prbh.g_01501	Prbl.g_02151
OG0000998	Prbh.g_01499	Prbl.g_02149
OG0000999	Prbh.g_01498	Prbl.g_02148
OG0001000	Prbh.g_01495	Prbl.g_02145
OG0001001	Prbh.g_01490	Prbl.g_02141
OG0001002	Prbh.g_01485	Prbl.g_02134
OG0001003	Prbh.g_01484	Prbl.g_02132
OG0001004	Prbh.g_01483	Prbl.g_02131
OG0001005	Prbh.g_01482	Prbl.g_02129
OG0001006	Prbh.g_01478	Prbl.g_02123
OG0001007	Prbh.g_01476	Prbl.g_02121
OG0001008	Prbh.g_00395	Prbl.g_00651
OG0001009	Prbh.g_00753	Prbl.g_01972
OG0001010	Prbh.g_00752	Prbl.g_01973
OG0001011	Prbh.g_00751	Prbl.g_01975
OG0001012	Prbh.g_00739	Prbl.g_02241
OG0001013	Prbh.g_00732	Prbl.g_02266
OG0001014	Prbh.g_00729	Prbl.g_02275
OG0001015	Prbh.g_00728	Prbl.g_02276
OG0001016	Prbh.g_00709	Prbl.g_00603
OG0001017	Prbh.g_00705	Prbl.g_00597
OG0001018	Prbh.g_00703	Prbl.g_00595
OG0001019	Prbh.g_00694	Prbl.g_00582
OG0001020	Prbh.g_00693	Prbl.g_00576
OG0001021	Prbh.g_00692	Prbl.g_00572
OG0001022	Prbh.g_00689	Prbl.g_00567
OG0001023	Prbh.g_00688	Prbl.g_00566
OG0001024	Prbh.g_00685	Prbl.g_00562
OG0001025	Prbh.g_00678	Prbl.g_00555
OG0001026	Prbh.g_00670	Prbl.g_00542
OG0001027	Prbh.g_00669	Prbl.g_01332
OG0001028	Prbh.g_00667	Prbl.g_01330
OG0001029	Prbh.g_00666	Prbl.g_01328
OG0001030	Prbh.g_00650	Prbl.g_00822
OG0001031	Prbh.g_00596	Prbl.g_00074
OG0001032	Prbh.g_00595	Prbl.g_00077
OG0001033	Prbh.g_00574	Prbl.g_01281
OG0001034	Prbh.g_00544	Prbl.g_00199
OG0001035	Prbh.g_00524	Prbl.g_01498
OG0001036	Prbh.g_00520	Prbl.g_01494
OG0001037	Prbh.g_00519	Prbl.g_01492
OG0001038	Prbh.g_00501	Prbl.g_01455
OG0001039	Prbh.g_00498	Prbl.g_01452
OG0001040	Prbh.g_00496	Prbl.g_01449
OG0001041	Prbh.g_00491	Prbl.g_01444
OG0001042	Prbh.g_00474	Prbl.g_01419
OG0001043	Prbh.g_00473	Prbl.g_01417
OG0001044	Prbh.g_00440	Prbl.g_01200
OG0001045	Prbh.g_00430	Prbl.g_01211
OG0001046	Prbh.g_01877	Prbl.g_00410
OG0001047	Prbh.g_00393	Prbl.g_00649
OG0001048	Prbh.g_00392	Prbl.g_00648
OG0001049	Prbh.g_00390	Prbl.g_00645
OG0001050	Prbh.g_00389	Prbl.g_00644
OG0001051	Prbh.g_00388	Prbl.g_00643
OG0001052	Prbh.g_00360	Prbl.g_01344
OG0001053	Prbh.g_00348	Prbl.g_00514
OG0001054	Prbh.g_00333	Prbl.g_00532
OG0001055	Prbh.g_00313	Prbl.g_00790
OG0001056	Prbh.g_00293	Prbl.g_00761
OG0001057	Prbh.g_00289	Prbl.g_00749
OG0001058	Prbh.g_00281	Prbl.g_01883
OG0001059	Prbh.g_00277	Prbl.g_01887
OG0001060	Prbh.g_00270	Prbl.g_01894
OG0001061	Prbh.g_00255	Prbl.g_01796
OG0001062	Prbh.g_00253	Prbl.g_01794
OG0001063	Prbh.g_00251	Prbl.g_01790
OG0001064	Prbh.g_00250	Prbl.g_01789
OG0001065	Prbh.g_00249	Prbl.g_01788
OG0001066	Prbh.g_00248	Prbl.g_01787
OG0001067	Prbh.g_00247	Prbl.g_01786
OG0001068	Prbh.g_00246	Prbl.g_01785
OG0001069	Prbh.g_00245	Prbl.g_01784
OG0001070	Prbh.g_00243	Prbl.g_01780
OG0001071	Prbh.g_00242	Prbl.g_01779
OG0001072	Prbh.g_00240	Prbl.g_01776
OG0001073	Prbh.g_00226	Prbl.g_01757
OG0001074	Prbh.g_00214	Prbl.g_01610
OG0001075	Prbh.g_00213	Prbl.g_01611
