Orthogroup	Prbh	Prbm
OG0000514	Prbh.g_00401	Prbm.g_00440
OG0000515	Prbh.g_00400	Prbm.g_00441
OG0000516	Prbh.g_00399	Prbm.g_00442
OG0000517	Prbh.g_00397	Prbm.g_00445
OG0000518	Prbh.g_00386	Prbm.g_00456
OG0000519	Prbh.g_00385	Prbm.g_00457
OG0000520	Prbh.g_00384	Prbm.g_00458
OG0000521	Prbh.g_00374	Prbm.g_00480
OG0000522	Prbh.g_00372	Prbm.g_00482
OG0000523	Prbh.g_00371	Prbm.g_00483
OG0000524	Prbh.g_00367	Prbm.g_00490
OG0000525	Prbh.g_00363	Prbm.g_00494
OG0000526	Prbh.g_00361	Prbm.g_00495
OG0000527	Prbh.g_00358	Prbm.g_00498
OG0000528	Prbh.g_00353	Prbm.g_00504
OG0000529	Prbh.g_00350	Prbm.g_00507
OG0000530	Prbh.g_00347	Prbm.g_00510
OG0000531	Prbh.g_00346	Prbm.g_00511
OG0000532	Prbh.g_00344	Prbm.g_00512
OG0000533	Prbh.g_00343	Prbm.g_00513
OG0000534	Prbh.g_00342	Prbm.g_00514
OG0000535	Prbh.g_00341	Prbm.g_00515
OG0000536	Prbh.g_00340	Prbm.g_00516
OG0000537	Prbh.g_00339	Prbm.g_00517
OG0000538	Prbh.g_00329	Prbm.g_00534
OG0000539	Prbh.g_00328	Prbm.g_00535
OG0000540	Prbh.g_00327	Prbm.g_00536
OG0000541	Prbh.g_00326	Prbm.g_00537
OG0000542	Prbh.g_00325	Prbm.g_00539
OG0000543	Prbh.g_00323	Prbm.g_00541
OG0000544	Prbh.g_00322	Prbm.g_00542
OG0000545	Prbh.g_00320	Prbm.g_00544
OG0000546	Prbh.g_00317	Prbm.g_00547
OG0000547	Prbh.g_00315	Prbm.g_00549
OG0000548	Prbh.g_00314	Prbm.g_00550
OG0000549	Prbh.g_00311	Prbm.g_00553
OG0000550	Prbh.g_00306	Prbm.g_00557
OG0000551	Prbh.g_00303	Prbm.g_00560
OG0000552	Prbh.g_00302	Prbm.g_00561
OG0000553	Prbh.g_00301	Prbm.g_00562
OG0000554	Prbh.g_00295	Prbm.g_00567
OG0000555	Prbh.g_00288	Prbm.g_00575
OG0000556	Prbh.g_00286	Prbm.g_00577
OG0000557	Prbh.g_00285	Prbm.g_00578
OG0000558	Prbh.g_00283	Prbm.g_00580
OG0000559	Prbh.g_00279	Prbm.g_00584
OG0000560	Prbh.g_00276	Prbm.g_00587
OG0000561	Prbh.g_00275	Prbm.g_00588
OG0000562	Prbh.g_00274	Prbm.g_00589
OG0000563	Prbh.g_00273	Prbm.g_00590
OG0000564	Prbh.g_00272	Prbm.g_00591
OG0000565	Prbh.g_00269	Prbm.g_00594
OG0000566	Prbh.g_00265	Prbm.g_00596
OG0000567	Prbh.g_00261	Prbm.g_00600
OG0000568	Prbh.g_00260	Prbm.g_00601
OG0000569	Prbh.g_00259	Prbm.g_00602
OG0000570	Prbh.g_00258	Prbm.g_00603
OG0000571	Prbh.g_00256	Prbm.g_00605
OG0000572	Prbh.g_00244	Prbm.g_00616
OG0000573	Prbh.g_00238	Prbm.g_00621
OG0000574	Prbh.g_00237	Prbm.g_00624
OG0000575	Prbh.g_00233	Prbm.g_00627
OG0000576	Prbh.g_00231	Prbm.g_00629
OG0000577	Prbh.g_00230	Prbm.g_00630
OG0000578	Prbh.g_00229	Prbm.g_00631
OG0000579	Prbh.g_00228	Prbm.g_00632
OG0000580	Prbh.g_00227	Prbm.g_00633
OG0000581	Prbh.g_00224	Prbm.g_00636
OG0000582	Prbh.g_00221	Prbm.g_00639
OG0000583	Prbh.g_00220	Prbm.g_00640
OG0000584	Prbh.g_00219	Prbm.g_00641
OG0000585	Prbh.g_00217	Prbm.g_00643
OG0000586	Prbh.g_00216	Prbm.g_00644
OG0000587	Prbh.g_00215	Prbm.g_00645
OG0000588	Prbh.g_01465	Prbm.g_00649
OG0000589	Prbh.g_01462	Prbm.g_00652
OG0000590	Prbh.g_01461	Prbm.g_00653
OG0000591	Prbh.g_01457	Prbm.g_00656
OG0000592	Prbh.g_01456	Prbm.g_00657
OG0000593	Prbh.g_01221	Prbm.g_00663
OG0000594	Prbh.g_01220	Prbm.g_00664
OG0000595	Prbh.g_01219	Prbm.g_00665
OG0000596	Prbh.g_01216	Prbm.g_00669
OG0000597	Prbh.g_01213	Prbm.g_00671
OG0000598	Prbh.g_01212	Prbm.g_00672
OG0000599	Prbh.g_01209	Prbm.g_00675
OG0000600	Prbh.g_01208	Prbm.g_00676
OG0000601	Prbh.g_01207	Prbm.g_00677
OG0000602	Prbh.g_01205	Prbm.g_00679
OG0000603	Prbh.g_01204	Prbm.g_00680
OG0000604	Prbh.g_01203	Prbm.g_00681
OG0000605	Prbh.g_01202	Prbm.g_00682
OG0000606	Prbh.g_01199	Prbm.g_00685
OG0000607	Prbh.g_01196	Prbm.g_00688
OG0000608	Prbh.g_01195	Prbm.g_00689
OG0000609	Prbh.g_01194	Prbm.g_00690
OG0000610	Prbh.g_01188	Prbm.g_00696
OG0000611	Prbh.g_01185	Prbm.g_00699
OG0000612	Prbh.g_01184	Prbm.g_00700
OG0000613	Prbh.g_00907	Prbm.g_00706
OG0000614	Prbh.g_00928	Prbm.g_00730
OG0000615	Prbh.g_00939	Prbm.g_00737
OG0000616	Prbh.g_01487	Prbm.g_02220
OG0000617	Prbh.g_01167	Prbm.g_00748
OG0000618	Prbh.g_01166	Prbm.g_00749
OG0000619	Prbh.g_01165	Prbm.g_00750
OG0000620	Prbh.g_01162	Prbm.g_00753
OG0000621	Prbh.g_01161	Prbm.g_00754
OG0000622	Prbh.g_01160	Prbm.g_00755
OG0000623	Prbh.g_01159	Prbm.g_00756
OG0000624	Prbh.g_01157	Prbm.g_00758
OG0000625	Prbh.g_01156	Prbm.g_00759
OG0000626	Prbh.g_01155	Prbm.g_00760
OG0000627	Prbh.g_01154	Prbm.g_00762
OG0000628	Prbh.g_01153	Prbm.g_00763
OG0000629	Prbh.g_01151	Prbm.g_00764
OG0000630	Prbh.g_01148	Prbm.g_00767
OG0000631	Prbh.g_01056	Prbm.g_00959
OG0000632	Prbh.g_01057	Prbm.g_00960
OG0000633	Prbh.g_01058	Prbm.g_00961
OG0000634	Prbh.g_00949	Prbm.g_00810
OG0000635	Prbh.g_00950	Prbm.g_00811
OG0000636	Prbh.g_00952	Prbm.g_00813
OG0000637	Prbh.g_00954	Prbm.g_00815
OG0000638	Prbh.g_00955	Prbm.g_00816
OG0000639	Prbh.g_00956	Prbm.g_00817
OG0000640	Prbh.g_00957	Prbm.g_00818
OG0000641	Prbh.g_00961	Prbm.g_00822
OG0000642	Prbh.g_00962	Prbm.g_00823
OG0000643	Prbh.g_00963	Prbm.g_00824
OG0000644	Prbh.g_00964	Prbm.g_00825
OG0000645	Prbh.g_00965	Prbm.g_00826
OG0000646	Prbh.g_00967	Prbm.g_00829
OG0000647	Prbh.g_00969	Prbm.g_00831
OG0000648	Prbh.g_00971	Prbm.g_00833
OG0000649	Prbh.g_00972	Prbm.g_00834
OG0000650	Prbh.g_00973	Prbm.g_00835
OG0000651	Prbh.g_00974	Prbm.g_00836
OG0000652	Prbh.g_00975	Prbm.g_00837
OG0000653	Prbh.g_00977	Prbm.g_00839
OG0000654	Prbh.g_00978	Prbm.g_00840
OG0000655	Prbh.g_00979	Prbm.g_00841
OG0000656	Prbh.g_00982	Prbm.g_00844
OG0000657	Prbh.g_00989	Prbm.g_00850
OG0000658	Prbh.g_00991	Prbm.g_00852
OG0000659	Prbh.g_00992	Prbm.g_00853
OG0000660	Prbh.g_00996	Prbm.g_00857
OG0000661	Prbh.g_00998	Prbm.g_00859
OG0000662	Prbh.g_01001	Prbm.g_00861
OG0000663	Prbh.g_01003	Prbm.g_00863
OG0000664	Prbh.g_01004	Prbm.g_00864
OG0000665	Prbh.g_01010	Prbm.g_00868
OG0000666	Prbh.g_01011	Prbm.g_00869
OG0000667	Prbh.g_01015	Prbm.g_00873
OG0000668	Prbh.g_00857	Prbm.g_00911
OG0000669	Prbh.g_00868	Prbm.g_00919
OG0000670	Prbh.g_00871	Prbm.g_00922
OG0000671	Prbh.g_00873	Prbm.g_00924
OG0000672	Prbh.g_00876	Prbm.g_00927
OG0000673	Prbh.g_00879	Prbm.g_00930
OG0000674	Prbh.g_00881	Prbm.g_00932
OG0000675	Prbh.g_00882	Prbm.g_00933
OG0000676	Prbh.g_00884	Prbm.g_00935
OG0000677	Prbh.g_00885	Prbm.g_00936
OG0000678	Prbh.g_00887	Prbm.g_00939
OG0000679	Prbh.g_00891	Prbm.g_00943
OG0000680	Prbh.g_00892	Prbm.g_00944
OG0000681	Prbh.g_00895	Prbm.g_00946
OG0000682	Prbh.g_00896	Prbm.g_00947
OG0000683	Prbh.g_00897	Prbm.g_00948
OG0000684	Prbh.g_00898	Prbm.g_00793
OG0000685	Prbh.g_00900	Prbm.g_00795
OG0000686	Prbh.g_00901	Prbm.g_00796
OG0000687	Prbh.g_00902	Prbm.g_00797
OG0000688	Prbh.g_01179	Prbm.g_00800
OG0000689	Prbh.g_01178	Prbm.g_00801
OG0000690	Prbh.g_01177	Prbm.g_00802
OG0000691	Prbh.g_01176	Prbm.g_00803
OG0000692	Prbh.g_01174	Prbm.g_00805
OG0000693	Prbh.g_01173	Prbm.g_00806
OG0000694	Prbh.g_01172	Prbm.g_00807
OG0000695	Prbh.g_01060	Prbm.g_00963
OG0000696	Prbh.g_01061	Prbm.g_00964
OG0000697	Prbh.g_01062	Prbm.g_00965
OG0000698	Prbh.g_01065	Prbm.g_00968
OG0000699	Prbh.g_01066	Prbm.g_00969
OG0000700	Prbh.g_01067	Prbm.g_00970
OG0000701	Prbh.g_01068	Prbm.g_00971
OG0000702	Prbh.g_01070	Prbm.g_00973
OG0000703	Prbh.g_01071	Prbm.g_00974
OG0000704	Prbh.g_01073	Prbm.g_00975
OG0000705	Prbh.g_01079	Prbm.g_00981
OG0000706	Prbh.g_01080	Prbm.g_00982
OG0000707	Prbh.g_01081	Prbm.g_00983
OG0000708	Prbh.g_01083	Prbm.g_00985
OG0000709	Prbh.g_01087	Prbm.g_00989
OG0000710	Prbh.g_01090	Prbm.g_00992
OG0000711	Prbh.g_01106	Prbm.g_01007
OG0000712	Prbh.g_01107	Prbm.g_01009
OG0000713	Prbh.g_01108	Prbm.g_01010
OG0000714	Prbh.g_01109	Prbm.g_01011
OG0000715	Prbh.g_01111	Prbm.g_01013
OG0000716	Prbh.g_01113	Prbm.g_01014
OG0000717	Prbh.g_01114	Prbm.g_01015
OG0000718	Prbh.g_01116	Prbm.g_01031
OG0000719	Prbh.g_01118	Prbm.g_01032
OG0000720	Prbh.g_01129	Prbm.g_01042
OG0000721	Prbh.g_01133	Prbm.g_01043
OG0000722	Prbh.g_01134	Prbm.g_01044
OG0000723	Prbh.g_01138	Prbm.g_01048
OG0000724	Prbh.g_01036	Prbm.g_01059
OG0000725	Prbh.g_01030	Prbm.g_00887
OG0000726	Prbh.g_01029	Prbm.g_00886
OG0000727	Prbh.g_01028	Prbm.g_00885
OG0000728	Prbh.g_01026	Prbm.g_00883
OG0000729	Prbh.g_01351	Prbm.g_02104
OG0000730	Prbh.g_01325	Prbm.g_00398
OG0000731	Prbh.g_00432	Prbm.g_00406
OG0000733	Prbh.g_01867	Prbm.g_01911
OG0000734	Prbh.g_01299	Prbm.g_01565
OG0000735	Prbh.g_01297	Prbm.g_01563
OG0000736	Prbh.g_01296	Prbm.g_01562
OG0000737	Prbh.g_01295	Prbm.g_01561
OG0000738	Prbh.g_01291	Prbm.g_01557
OG0000739	Prbh.g_01290	Prbm.g_01556
OG0000740	Prbh.g_01289	Prbm.g_01555
OG0000741	Prbh.g_01287	Prbm.g_01553
OG0000742	Prbh.g_01284	Prbm.g_01550
OG0000743	Prbh.g_01282	Prbm.g_01548
OG0000744	Prbh.g_01280	Prbm.g_01547
OG0000745	Prbh.g_01279	Prbm.g_01545
OG0000746	Prbh.g_01277	Prbm.g_01543
OG0000747	Prbh.g_01276	Prbm.g_01542
OG0000748	Prbh.g_01272	Prbm.g_01538
OG0000749	Prbh.g_01271	Prbm.g_01537
OG0000750	Prbh.g_01270	Prbm.g_01536
OG0000751	Prbh.g_01267	Prbm.g_01533
OG0000752	Prbh.g_01265	Prbm.g_01531
OG0000753	Prbh.g_01262	Prbm.g_01529
OG0000754	Prbh.g_01260	Prbm.g_01525
OG0000755	Prbh.g_01254	Prbm.g_01520
OG0000756	Prbh.g_01253	Prbm.g_01519
OG0000757	Prbh.g_01246	Prbm.g_01512
OG0000758	Prbh.g_01245	Prbm.g_01511
OG0000759	Prbh.g_01244	Prbm.g_01510
OG0000760	Prbh.g_01243	Prbm.g_01509
OG0000761	Prbh.g_01242	Prbm.g_01508
OG0000762	Prbh.g_01241	Prbm.g_01507
OG0000763	Prbh.g_01239	Prbm.g_01505
OG0000764	Prbh.g_01238	Prbm.g_01504
OG0000765	Prbh.g_01230	Prbm.g_01496
OG0000766	Prbh.g_01229	Prbm.g_01495
OG0000767	Prbh.g_01227	Prbm.g_01494
OG0000768	Prbh.g_01226	Prbm.g_01493
OG0000769	Prbh.g_01224	Prbm.g_01491
OG0000770	Prbh.g_01451	Prbm.g_01490
OG0000771	Prbh.g_01397	Prbm.g_01054
OG0000772	Prbh.g_01845	Prbm.g_01356
OG0000773	Prbh.g_01364	Prbm.g_01602
OG0000774	Prbh.g_01366	Prbm.g_01605
OG0000775	Prbh.g_01368	Prbm.g_01606
OG0000776	Prbh.g_01369	Prbm.g_01607
OG0000777	Prbh.g_01370	Prbm.g_01608
OG0000778	Prbh.g_01371	Prbm.g_01609
OG0000779	Prbh.g_01375	Prbm.g_01613
OG0000780	Prbh.g_01376	Prbm.g_01614
OG0000781	Prbh.g_01379	Prbm.g_01616
OG0000782	Prbh.g_01380	Prbm.g_01617
OG0000783	Prbh.g_01381	Prbm.g_01618
OG0000784	Prbh.g_01382	Prbm.g_01619
OG0000785	Prbh.g_01384	Prbm.g_01621
OG0000786	Prbh.g_01387	Prbm.g_01624
OG0000787	Prbh.g_01388	Prbm.g_01625
OG0000788	Prbh.g_00206	Prbm.g_00777
OG0000789	Prbh.g_00196	Prbm.g_01051
OG0000790	Prbh.g_00014	Prbm.g_01665
OG0000791	Prbh.g_00016	Prbm.g_01667
OG0000792	Prbh.g_00017	Prbm.g_01668
OG0000793	Prbh.g_00021	Prbm.g_01671
OG0000794	Prbh.g_00022	Prbm.g_01672
OG0000795	Prbh.g_00023	Prbm.g_01673
OG0000796	Prbh.g_00027	Prbm.g_01677
OG0000797	Prbh.g_00028	Prbm.g_01678
OG0000799	Prbh.g_00079	Prbm.g_01691
OG0000800	Prbh.g_00080	Prbm.g_01692
OG0000801	Prbh.g_00081	Prbm.g_01693
OG0000802	Prbh.g_00083	Prbm.g_01695
OG0000803	Prbh.g_00085	Prbm.g_01697
OG0000804	Prbh.g_00086	Prbm.g_01698
OG0000805	Prbh.g_00088	Prbm.g_01700
OG0000806	Prbh.g_00090	Prbm.g_01702
OG0000807	Prbh.g_00091	Prbm.g_01703
OG0000808	Prbh.g_00092	Prbm.g_01704
OG0000809	Prbh.g_00094	Prbm.g_01708
OG0000810	Prbh.g_00095	Prbm.g_01709
OG0000811	Prbh.g_00102	Prbm.g_01713
OG0000812	Prbh.g_00104	Prbm.g_01715
OG0000813	Prbh.g_00105	Prbm.g_01716
OG0000814	Prbh.g_00107	Prbm.g_01718
OG0000815	Prbh.g_00108	Prbm.g_01719
OG0000816	Prbh.g_00110	Prbm.g_01721
OG0000817	Prbh.g_00111	Prbm.g_01722
OG0000818	Prbh.g_00116	Prbm.g_01726
OG0000819	Prbh.g_00117	Prbm.g_01727
OG0000820	Prbh.g_00118	Prbm.g_01728
OG0000821	Prbh.g_00122	Prbm.g_01731
OG0000822	Prbh.g_00123	Prbm.g_01732
OG0000823	Prbh.g_00124	Prbm.g_01733
OG0000824	Prbh.g_00127	Prbm.g_01736
OG0000825	Prbh.g_00128	Prbm.g_01737
OG0000826	Prbh.g_00129	Prbm.g_01738
OG0000827	Prbh.g_00130	Prbm.g_01739
OG0000828	Prbh.g_00133	Prbm.g_01742
OG0000829	Prbh.g_00134	Prbm.g_01743
OG0000830	Prbh.g_00135	Prbm.g_01744
OG0000831	Prbh.g_00137	Prbm.g_01746
OG0000832	Prbh.g_00147	Prbm.g_01756
OG0000833	Prbh.g_00156	Prbm.g_01764
OG0000834	Prbh.g_00157	Prbm.g_01765
OG0000835	Prbh.g_00158	Prbm.g_01766
OG0000836	Prbh.g_00159	Prbm.g_01768
OG0000837	Prbh.g_00160	Prbm.g_01769
OG0000838	Prbh.g_00163	Prbm.g_01771
OG0000839	Prbh.g_00164	Prbm.g_01772
OG0000840	Prbh.g_00165	Prbm.g_01773
OG0000841	Prbh.g_00166	Prbm.g_01774
OG0000842	Prbh.g_00167	Prbm.g_01775
OG0000843	Prbh.g_00168	Prbm.g_01776
OG0000844	Prbh.g_00169	Prbm.g_01777
OG0000845	Prbh.g_00170	Prbm.g_01778
OG0000846	Prbh.g_00171	Prbm.g_01779
OG0000847	Prbh.g_00172	Prbm.g_01780
OG0000848	Prbh.g_00173	Prbm.g_01781
OG0000849	Prbh.g_00174	Prbm.g_01782
OG0000850	Prbh.g_00176	Prbm.g_01784
OG0000851	Prbh.g_00177	Prbm.g_01785
OG0000852	Prbh.g_00178	Prbm.g_01786
OG0000853	Prbh.g_00183	Prbm.g_01791
OG0000854	Prbh.g_00185	Prbm.g_01793
OG0000855	Prbh.g_00186	Prbm.g_01794
OG0000856	Prbh.g_01454	Prbm.g_01685
OG0000857	Prbh.g_00968	Prbm.g_00830
OG0000858	Prbh.g_01789	Prbm.g_01835
OG0000859	Prbh.g_01788	Prbm.g_01836
OG0000860	Prbh.g_01780	Prbm.g_01843
OG0000861	Prbh.g_01779	Prbm.g_01844
OG0000862	Prbh.g_01778	Prbm.g_01845
OG0000863	Prbh.g_01776	Prbm.g_01846
OG0000864	Prbh.g_01775	Prbm.g_01847
OG0000865	Prbh.g_01774	Prbm.g_01848
OG0000866	Prbh.g_01773	Prbm.g_01849
OG0000867	Prbh.g_01772	Prbm.g_01850
OG0000868	Prbh.g_01770	Prbm.g_01851
OG0000869	Prbh.g_01767	Prbm.g_01854
OG0000870	Prbh.g_01762	Prbm.g_01859
OG0000871	Prbh.g_01761	Prbm.g_01860
OG0000872	Prbh.g_01760	Prbm.g_01861
OG0000873	Prbh.g_01757	Prbm.g_01864
OG0000874	Prbh.g_01754	Prbm.g_01867
OG0000875	Prbh.g_01752	Prbm.g_01869
OG0000876	Prbh.g_01751	Prbm.g_01870
OG0000877	Prbh.g_01749	Prbm.g_01872
OG0000878	Prbh.g_01748	Prbm.g_01873
OG0000879	Prbh.g_01747	Prbm.g_01874
OG0000880	Prbh.g_01746	Prbm.g_01875
OG0000881	Prbh.g_01742	Prbm.g_01878
OG0000882	Prbh.g_01737	Prbm.g_01883
OG0000883	Prbh.g_01735	Prbm.g_01885
OG0000884	Prbh.g_01733	Prbm.g_01887
OG0000885	Prbh.g_01732	Prbm.g_01888
OG0000886	Prbh.g_01731	Prbm.g_01889
OG0000887	Prbh.g_01730	Prbm.g_01890
OG0000888	Prbh.g_01728	Prbm.g_01892
OG0000889	Prbh.g_01726	Prbm.g_01894
OG0000890	Prbh.g_01725	Prbm.g_01895
OG0000891	Prbh.g_01724	Prbm.g_01896
OG0000892	Prbh.g_01723	Prbm.g_01898
OG0000893	Prbh.g_01719	Prbm.g_01948
OG0000894	Prbh.g_01716	Prbm.g_01951
OG0000895	Prbh.g_01712	Prbm.g_01954
OG0000896	Prbh.g_01711	Prbm.g_01955
OG0000897	Prbh.g_01709	Prbm.g_01957
OG0000898	Prbh.g_01708	Prbm.g_01958
OG0000899	Prbh.g_01707	Prbm.g_01959
OG0000900	Prbh.g_01706	Prbm.g_01960
OG0000901	Prbh.g_01703	Prbm.g_01963
OG0000902	Prbh.g_01701	Prbm.g_01965
OG0000903	Prbh.g_01697	Prbm.g_01975
OG0000904	Prbh.g_01692	Prbm.g_01970
OG0000905	Prbh.g_01699	Prbm.g_01967
OG0000906	Prbh.g_01700	Prbm.g_01966
OG0000907	Prbh.g_01687	Prbm.g_01990
OG0000908	Prbh.g_01684	Prbm.g_01993
OG0000909	Prbh.g_01683	Prbm.g_01994
OG0000910	Prbh.g_01682	Prbm.g_01995
OG0000911	Prbh.g_01680	Prbm.g_01997
OG0000912	Prbh.g_01679	Prbm.g_01998
OG0000913	Prbh.g_01678	Prbm.g_01999
OG0000914	Prbh.g_01677	Prbm.g_02000
OG0000915	Prbh.g_01676	Prbm.g_02001
OG0000916	Prbh.g_01675	Prbm.g_02002
OG0000917	Prbh.g_01674	Prbm.g_02003
OG0000918	Prbh.g_01673	Prbm.g_02004
OG0000919	Prbh.g_01672	Prbm.g_02005
OG0000920	Prbh.g_01671	Prbm.g_02006
OG0000921	Prbh.g_01670	Prbm.g_02007
OG0000922	Prbh.g_01669	Prbm.g_02008
OG0000923	Prbh.g_01665	Prbm.g_02012
OG0000924	Prbh.g_01664	Prbm.g_02013
OG0000925	Prbh.g_01663	Prbm.g_02014
OG0000926	Prbh.g_01662	Prbm.g_02015
OG0000927	Prbh.g_01660	Prbm.g_02017
OG0000928	Prbh.g_01659	Prbm.g_02018
OG0000929	Prbh.g_01658	Prbm.g_02019
OG0000930	Prbh.g_01657	Prbm.g_02020
OG0000931	Prbh.g_01656	Prbm.g_02021
OG0000932	Prbh.g_01655	Prbm.g_02022
OG0000933	Prbh.g_01651	Prbm.g_02026
OG0000934	Prbh.g_01649	Prbm.g_02028
OG0000935	Prbh.g_01648	Prbm.g_02029
OG0000936	Prbh.g_01647	Prbm.g_02030
OG0000937	Prbh.g_01646	Prbm.g_02031
OG0000938	Prbh.g_01643	Prbm.g_02034
OG0000939	Prbh.g_01642	Prbm.g_02035
OG0000940	Prbh.g_01635	Prbm.g_02042
OG0000941	Prbh.g_01633	Prbm.g_02044
OG0000942	Prbh.g_01631	Prbm.g_02046
OG0000943	Prbh.g_01630	Prbm.g_02048
OG0000944	Prbh.g_01628	Prbm.g_02050
OG0000945	Prbh.g_01627	Prbm.g_02051
OG0000946	Prbh.g_01621	Prbm.g_02057
OG0000947	Prbh.g_01619	Prbm.g_02059
OG0000948	Prbh.g_01618	Prbm.g_02060
OG0000949	Prbh.g_01615	Prbm.g_02063
OG0000950	Prbh.g_01608	Prbm.g_02068
OG0000951	Prbh.g_01604	Prbm.g_02072
OG0000952	Prbh.g_01600	Prbm.g_02076
OG0000953	Prbh.g_01596	Prbm.g_02080
OG0000954	Prbh.g_01592	Prbm.g_02084
OG0000955	Prbh.g_01591	Prbm.g_02085
OG0000956	Prbh.g_01589	Prbm.g_02087
OG0000957	Prbh.g_01583	Prbm.g_02092
OG0000958	Prbh.g_01582	Prbm.g_02093
OG0000959	Prbh.g_01578	Prbm.g_02097
OG0000960	Prbh.g_01577	Prbm.g_02098
OG0000961	Prbh.g_01574	Prbm.g_02101
OG0000962	Prbh.g_01572	Prbm.g_02103
OG0000963	Prbh.g_01568	Prbm.g_02107
OG0000964	Prbh.g_01567	Prbm.g_02108
OG0000965	Prbh.g_01566	Prbm.g_02109
OG0000966	Prbh.g_01560	Prbm.g_02144
OG0000967	Prbh.g_01556	Prbm.g_02148
OG0000968	Prbh.g_01554	Prbm.g_02150
OG0000969	Prbh.g_01553	Prbm.g_02151
OG0000970	Prbh.g_01552	Prbm.g_02152
OG0000971	Prbh.g_01551	Prbm.g_02153
OG0000972	Prbh.g_01550	Prbm.g_02154
OG0000973	Prbh.g_01549	Prbm.g_02155
OG0000974	Prbh.g_01548	Prbm.g_02156
OG0000975	Prbh.g_01547	Prbm.g_02157
OG0000976	Prbh.g_01546	Prbm.g_02158
OG0000977	Prbh.g_01545	Prbm.g_02159
OG0000978	Prbh.g_01544	Prbm.g_02160
OG0000979	Prbh.g_01541	Prbm.g_02163
OG0000980	Prbh.g_01539	Prbm.g_02165
OG0000981	Prbh.g_01536	Prbm.g_02168
OG0000982	Prbh.g_01534	Prbm.g_02170
OG0000983	Prbh.g_01533	Prbm.g_02171
OG0000984	Prbh.g_01532	Prbm.g_02172
OG0000985	Prbh.g_01529	Prbm.g_02175
OG0000986	Prbh.g_01527	Prbm.g_02177
OG0000987	Prbh.g_01526	Prbm.g_02178
OG0000988	Prbh.g_01523	Prbm.g_02181
OG0000989	Prbh.g_01519	Prbm.g_02185
OG0000990	Prbh.g_01514	Prbm.g_02190
OG0000991	Prbh.g_01513	Prbm.g_02191
OG0000992	Prbh.g_01510	Prbm.g_02194
OG0000993	Prbh.g_01509	Prbm.g_02195
OG0000994	Prbh.g_01508	Prbm.g_02196
OG0000995	Prbh.g_01504	Prbm.g_02200
OG0000996	Prbh.g_01503	Prbm.g_02201
OG0000997	Prbh.g_01501	Prbm.g_02208
OG0000998	Prbh.g_01499	Prbm.g_02210
OG0000999	Prbh.g_01498	Prbm.g_02211
OG0001000	Prbh.g_01495	Prbm.g_02214
OG0001001	Prbh.g_01490	Prbm.g_02217
OG0001002	Prbh.g_01485	Prbm.g_02222
OG0001003	Prbh.g_01484	Prbm.g_02225
OG0001004	Prbh.g_01483	Prbm.g_02226
OG0001005	Prbh.g_01482	Prbm.g_02227
OG0001006	Prbh.g_01478	Prbm.g_02231
OG0001007	Prbh.g_01476	Prbm.g_02233
OG0001008	Prbh.g_00395	Prbm.g_00447
OG0001009	Prbh.g_00753	Prbm.g_00027
OG0001010	Prbh.g_00752	Prbm.g_00028
OG0001011	Prbh.g_00751	Prbm.g_00029
OG0001012	Prbh.g_00739	Prbm.g_00052
OG0001013	Prbh.g_00732	Prbm.g_00057
OG0001014	Prbh.g_00729	Prbm.g_00060
OG0001015	Prbh.g_00728	Prbm.g_00061
OG0001016	Prbh.g_00709	Prbm.g_00130
OG0001017	Prbh.g_00705	Prbm.g_00134
OG0001018	Prbh.g_00703	Prbm.g_00137
OG0001019	Prbh.g_00694	Prbm.g_00146
OG0001020	Prbh.g_00693	Prbm.g_00147
OG0001021	Prbh.g_00692	Prbm.g_00148
OG0001022	Prbh.g_00689	Prbm.g_00151
OG0001023	Prbh.g_00688	Prbm.g_00152
OG0001024	Prbh.g_00685	Prbm.g_00155
OG0001025	Prbh.g_00678	Prbm.g_00162
OG0001026	Prbh.g_00670	Prbm.g_00170
OG0001027	Prbh.g_00669	Prbm.g_00171
OG0001028	Prbh.g_00667	Prbm.g_00173
OG0001029	Prbh.g_00666	Prbm.g_00175
OG0001030	Prbh.g_00650	Prbm.g_00191
OG0001031	Prbh.g_00596	Prbm.g_00246
OG0001032	Prbh.g_00595	Prbm.g_00247
OG0001033	Prbh.g_00574	Prbm.g_00267
OG0001034	Prbh.g_00544	Prbm.g_00296
OG0001035	Prbh.g_00524	Prbm.g_00313
OG0001036	Prbh.g_00520	Prbm.g_00318
OG0001037	Prbh.g_00519	Prbm.g_00319
OG0001038	Prbh.g_00501	Prbm.g_00335
OG0001039	Prbh.g_00498	Prbm.g_00337
OG0001040	Prbh.g_00496	Prbm.g_00340
OG0001041	Prbh.g_00491	Prbm.g_00344
OG0001042	Prbh.g_00474	Prbm.g_00360
OG0001043	Prbh.g_00473	Prbm.g_00361
OG0001044	Prbh.g_00440	Prbm.g_00399
OG0001045	Prbh.g_00430	Prbm.g_00408
OG0001046	Prbh.g_01877	Prbm.g_01121
OG0001047	Prbh.g_00393	Prbm.g_00449
OG0001048	Prbh.g_00392	Prbm.g_00450
OG0001049	Prbh.g_00390	Prbm.g_00452
OG0001050	Prbh.g_00389	Prbm.g_00453
OG0001051	Prbh.g_00388	Prbm.g_00454
OG0001052	Prbh.g_00360	Prbm.g_00497
