Orthogroup	Prbh	Prbb
OG0000516	Prbh.g_00399	Prbb.g_00438
OG0000517	Prbh.g_00397	Prbb.g_00440
OG0000518	Prbh.g_00386	Prbb.g_00451
OG0000519	Prbh.g_00385	Prbb.g_00452
OG0000520	Prbh.g_00384	Prbb.g_00453
OG0000521	Prbh.g_00374	Prbb.g_00458
OG0000522	Prbh.g_00372	Prbb.g_00460
OG0000523	Prbh.g_00371	Prbb.g_00461
OG0000524	Prbh.g_00367	Prbb.g_00468
OG0000525	Prbh.g_00363	Prbb.g_00472
OG0000526	Prbh.g_00361	Prbb.g_00473
OG0000527	Prbh.g_00358	Prbb.g_00476
OG0000528	Prbh.g_00353	Prbb.g_00482
OG0000529	Prbh.g_00350	Prbb.g_00486
OG0000530	Prbh.g_00347	Prbb.g_00489
OG0000531	Prbh.g_00346	Prbb.g_00490
OG0000532	Prbh.g_00344	Prbb.g_00491
OG0000533	Prbh.g_00343	Prbb.g_00492
OG0000534	Prbh.g_00342	Prbb.g_00493
OG0000535	Prbh.g_00341	Prbb.g_00494
OG0000536	Prbh.g_00340	Prbb.g_00495
OG0000537	Prbh.g_00339	Prbb.g_00496
OG0000538	Prbh.g_00329	Prbb.g_00504
OG0000539	Prbh.g_00328	Prbb.g_00505
OG0000540	Prbh.g_00327	Prbb.g_00506
OG0000541	Prbh.g_00326	Prbb.g_00507
OG0000542	Prbh.g_00325	Prbb.g_00509
OG0000543	Prbh.g_00323	Prbb.g_00511
OG0000544	Prbh.g_00322	Prbb.g_00512
OG0000545	Prbh.g_00320	Prbb.g_00514
OG0000546	Prbh.g_00317	Prbb.g_00517
OG0000547	Prbh.g_00315	Prbb.g_00519
OG0000548	Prbh.g_00314	Prbb.g_00520
OG0000549	Prbh.g_00311	Prbb.g_00523
OG0000550	Prbh.g_00306	Prbb.g_00527
OG0000551	Prbh.g_00303	Prbb.g_00530
OG0000552	Prbh.g_00302	Prbb.g_00531
OG0000553	Prbh.g_00301	Prbb.g_00532
OG0000554	Prbh.g_00295	Prbb.g_00537
OG0000555	Prbh.g_00288	Prbb.g_00545
OG0000556	Prbh.g_00286	Prbb.g_00547
OG0000557	Prbh.g_00285	Prbb.g_00548
OG0000558	Prbh.g_00283	Prbb.g_00551
OG0000559	Prbh.g_00279	Prbb.g_00555
OG0000560	Prbh.g_00276	Prbb.g_00558
OG0000561	Prbh.g_00275	Prbb.g_00559
OG0000562	Prbh.g_00274	Prbb.g_00560
OG0000563	Prbh.g_00273	Prbb.g_00561
OG0000564	Prbh.g_00272	Prbb.g_00562
OG0000565	Prbh.g_00269	Prbb.g_00565
OG0000566	Prbh.g_00265	Prbb.g_00567
OG0000567	Prbh.g_00261	Prbb.g_00571
OG0000568	Prbh.g_00260	Prbb.g_00572
OG0000569	Prbh.g_00259	Prbb.g_00573
OG0000570	Prbh.g_00258	Prbb.g_00574
OG0000571	Prbh.g_00256	Prbb.g_00576
OG0000572	Prbh.g_00244	Prbb.g_00587
OG0000573	Prbh.g_00238	Prbb.g_00592
OG0000574	Prbh.g_00237	Prbb.g_00594
OG0000575	Prbh.g_00233	Prbb.g_00597
OG0000576	Prbh.g_00231	Prbb.g_00599
OG0000577	Prbh.g_00230	Prbb.g_00600
OG0000578	Prbh.g_00229	Prbb.g_00601
OG0000579	Prbh.g_00228	Prbb.g_00602
OG0000580	Prbh.g_00227	Prbb.g_00603
OG0000581	Prbh.g_00224	Prbb.g_00606
OG0000582	Prbh.g_00221	Prbb.g_00609
OG0000583	Prbh.g_00220	Prbb.g_00610
OG0000584	Prbh.g_00219	Prbb.g_00611
OG0000585	Prbh.g_00217	Prbb.g_00613
OG0000586	Prbh.g_00216	Prbb.g_00614
OG0000587	Prbh.g_00215	Prbb.g_00615
OG0000588	Prbh.g_01465	Prbb.g_00619
OG0000589	Prbh.g_01462	Prbb.g_00622
OG0000590	Prbh.g_01461	Prbb.g_00623
OG0000591	Prbh.g_01457	Prbb.g_00626
OG0000592	Prbh.g_01456	Prbb.g_00627
OG0000593	Prbh.g_01221	Prbb.g_00633
OG0000594	Prbh.g_01220	Prbb.g_00634
OG0000595	Prbh.g_01219	Prbb.g_00635
OG0000596	Prbh.g_01216	Prbb.g_00639
OG0000597	Prbh.g_01213	Prbb.g_00641
OG0000598	Prbh.g_01212	Prbb.g_00642
OG0000599	Prbh.g_01209	Prbb.g_00645
OG0000600	Prbh.g_01208	Prbb.g_00646
OG0000601	Prbh.g_01207	Prbb.g_00647
OG0000602	Prbh.g_01205	Prbb.g_00649
OG0000603	Prbh.g_01204	Prbb.g_00650
OG0000604	Prbh.g_01203	Prbb.g_00651
OG0000605	Prbh.g_01202	Prbb.g_00652
OG0000606	Prbh.g_01199	Prbb.g_00655
OG0000607	Prbh.g_01196	Prbb.g_00658
OG0000608	Prbh.g_01195	Prbb.g_00659
OG0000609	Prbh.g_01194	Prbb.g_00660
OG0000610	Prbh.g_01188	Prbb.g_00667
OG0000611	Prbh.g_01185	Prbb.g_00670
OG0000612	Prbh.g_01184	Prbb.g_00671
OG0000613	Prbh.g_00907	Prbb.g_00677
OG0000614	Prbh.g_00928	Prbb.g_00700
OG0000615	Prbh.g_00939	Prbb.g_00708
OG0000616	Prbh.g_01487	Prbb.g_02176
OG0000617	Prbh.g_01167	Prbb.g_00719
OG0000618	Prbh.g_01166	Prbb.g_00720
OG0000619	Prbh.g_01165	Prbb.g_00721
OG0000620	Prbh.g_01162	Prbb.g_00724
OG0000621	Prbh.g_01161	Prbb.g_00725
OG0000622	Prbh.g_01160	Prbb.g_00726
OG0000623	Prbh.g_01159	Prbb.g_00727
OG0000624	Prbh.g_01157	Prbb.g_00729
OG0000625	Prbh.g_01156	Prbb.g_00730
OG0000626	Prbh.g_01155	Prbb.g_00731
OG0000627	Prbh.g_01154	Prbb.g_00733
OG0000628	Prbh.g_01153	Prbb.g_00734
OG0000629	Prbh.g_01151	Prbb.g_00735
OG0000630	Prbh.g_01148	Prbb.g_00738
OG0000631	Prbh.g_01056	Prbb.g_00962
OG0000632	Prbh.g_01057	Prbb.g_00963
OG0000633	Prbh.g_01058	Prbb.g_00964
OG0000634	Prbh.g_00949	Prbb.g_00779
OG0000635	Prbh.g_00950	Prbb.g_00780
OG0000636	Prbh.g_00952	Prbb.g_00782
OG0000637	Prbh.g_00954	Prbb.g_00784
OG0000638	Prbh.g_00955	Prbb.g_00785
OG0000639	Prbh.g_00956	Prbb.g_00786
OG0000640	Prbh.g_00957	Prbb.g_00787
OG0000641	Prbh.g_00961	Prbb.g_00791
OG0000642	Prbh.g_00962	Prbb.g_00792
OG0000643	Prbh.g_00963	Prbb.g_00793
OG0000644	Prbh.g_00964	Prbb.g_00794
OG0000645	Prbh.g_00965	Prbb.g_00795
OG0000646	Prbh.g_00967	Prbb.g_00798
OG0000647	Prbh.g_00969	Prbb.g_00800
OG0000648	Prbh.g_00971	Prbb.g_00802
OG0000649	Prbh.g_00972	Prbb.g_00803
OG0000650	Prbh.g_00973	Prbb.g_00804
OG0000651	Prbh.g_00974	Prbb.g_00805
OG0000652	Prbh.g_00975	Prbb.g_00806
OG0000653	Prbh.g_00977	Prbb.g_00808
OG0000654	Prbh.g_00978	Prbb.g_00809
OG0000655	Prbh.g_00979	Prbb.g_00810
OG0000656	Prbh.g_00982	Prbb.g_00813
OG0000657	Prbh.g_00989	Prbb.g_00819
OG0000658	Prbh.g_00991	Prbb.g_00821
OG0000659	Prbh.g_00992	Prbb.g_00822
OG0000660	Prbh.g_00996	Prbb.g_00827
OG0000661	Prbh.g_00998	Prbb.g_00829
OG0000662	Prbh.g_01001	Prbb.g_00831
OG0000663	Prbh.g_01003	Prbb.g_00833
OG0000664	Prbh.g_01004	Prbb.g_00834
OG0000665	Prbh.g_01010	Prbb.g_00838
OG0000666	Prbh.g_01011	Prbb.g_00839
OG0000667	Prbh.g_01015	Prbb.g_00843
OG0000668	Prbh.g_00857	Prbb.g_00914
OG0000669	Prbh.g_00868	Prbb.g_00922
OG0000670	Prbh.g_00871	Prbb.g_00925
OG0000671	Prbh.g_00873	Prbb.g_00927
OG0000672	Prbh.g_00876	Prbb.g_00930
OG0000673	Prbh.g_00879	Prbb.g_00933
OG0000674	Prbh.g_00881	Prbb.g_00935
OG0000675	Prbh.g_00882	Prbb.g_00936
OG0000676	Prbh.g_00884	Prbb.g_00938
OG0000677	Prbh.g_00885	Prbb.g_00939
OG0000678	Prbh.g_00887	Prbb.g_00942
OG0000679	Prbh.g_00891	Prbb.g_00946
OG0000680	Prbh.g_00892	Prbb.g_00947
OG0000681	Prbh.g_00895	Prbb.g_00950
OG0000682	Prbh.g_00896	Prbb.g_00951
OG0000683	Prbh.g_00897	Prbb.g_00952
OG0000684	Prbh.g_00898	Prbb.g_00762
OG0000685	Prbh.g_00900	Prbb.g_00764
OG0000686	Prbh.g_00901	Prbb.g_00765
OG0000687	Prbh.g_00902	Prbb.g_00766
OG0000688	Prbh.g_01179	Prbb.g_00769
OG0000689	Prbh.g_01178	Prbb.g_00770
OG0000690	Prbh.g_01177	Prbb.g_00771
OG0000691	Prbh.g_01176	Prbb.g_00772
OG0000692	Prbh.g_01174	Prbb.g_00774
OG0000693	Prbh.g_01173	Prbb.g_00775
OG0000694	Prbh.g_01172	Prbb.g_00776
OG0000695	Prbh.g_01060	Prbb.g_00966
OG0000696	Prbh.g_01061	Prbb.g_00967
OG0000697	Prbh.g_01062	Prbb.g_00968
OG0000698	Prbh.g_01065	Prbb.g_00971
OG0000699	Prbh.g_01066	Prbb.g_00972
OG0000700	Prbh.g_01067	Prbb.g_00973
OG0000701	Prbh.g_01068	Prbb.g_00974
OG0000702	Prbh.g_01070	Prbb.g_00976
OG0000703	Prbh.g_01071	Prbb.g_00977
OG0000704	Prbh.g_01073	Prbb.g_00978
OG0000705	Prbh.g_01079	Prbb.g_00984
OG0000706	Prbh.g_01080	Prbb.g_00985
OG0000707	Prbh.g_01081	Prbb.g_00986
OG0000708	Prbh.g_01083	Prbb.g_00988
OG0000709	Prbh.g_01087	Prbb.g_00992
OG0000710	Prbh.g_01090	Prbb.g_00995
OG0000711	Prbh.g_01106	Prbb.g_01010
OG0000712	Prbh.g_01107	Prbb.g_01012
OG0000713	Prbh.g_01108	Prbb.g_01013
OG0000714	Prbh.g_01109	Prbb.g_01014
OG0000715	Prbh.g_01111	Prbb.g_01016
OG0000716	Prbh.g_01113	Prbb.g_01017
OG0000717	Prbh.g_01114	Prbb.g_01018
OG0000718	Prbh.g_01116	Prbb.g_01036
OG0000719	Prbh.g_01118	Prbb.g_01037
OG0000720	Prbh.g_01129	Prbb.g_01048
OG0000721	Prbh.g_01133	Prbb.g_01049
OG0000722	Prbh.g_01134	Prbb.g_01050
OG0000723	Prbh.g_01138	Prbb.g_01054
OG0000724	Prbh.g_01036	Prbb.g_01065
OG0000725	Prbh.g_01030	Prbb.g_00891
OG0000726	Prbh.g_01029	Prbb.g_00890
OG0000727	Prbh.g_01028	Prbb.g_00889
OG0000728	Prbh.g_01026	Prbb.g_00887
OG0000729	Prbh.g_01351	Prbb.g_02071
OG0000730	Prbh.g_01325	Prbb.g_00392
OG0000731	Prbh.g_00432	Prbb.g_00400
OG0000733	Prbh.g_01867	Prbb.g_01888
OG0000734	Prbh.g_01299	Prbb.g_01533
OG0000735	Prbh.g_01297	Prbb.g_01531
OG0000736	Prbh.g_01296	Prbb.g_01530
OG0000737	Prbh.g_01295	Prbb.g_01529
OG0000738	Prbh.g_01291	Prbb.g_01525
OG0000739	Prbh.g_01290	Prbb.g_01524
OG0000740	Prbh.g_01289	Prbb.g_01523
OG0000741	Prbh.g_01287	Prbb.g_01521
OG0000742	Prbh.g_01284	Prbb.g_01518
OG0000743	Prbh.g_01282	Prbb.g_01516
OG0000744	Prbh.g_01280	Prbb.g_01515
OG0000745	Prbh.g_01279	Prbb.g_01513
OG0000746	Prbh.g_01277	Prbb.g_01511
OG0000747	Prbh.g_01276	Prbb.g_01510
OG0000748	Prbh.g_01272	Prbb.g_01506
OG0000749	Prbh.g_01271	Prbb.g_01505
OG0000750	Prbh.g_01270	Prbb.g_01504
OG0000751	Prbh.g_01267	Prbb.g_01501
OG0000752	Prbh.g_01265	Prbb.g_01499
OG0000753	Prbh.g_01262	Prbb.g_01497
OG0000754	Prbh.g_01260	Prbb.g_01493
OG0000755	Prbh.g_01254	Prbb.g_01488
OG0000756	Prbh.g_01253	Prbb.g_01487
OG0000757	Prbh.g_01246	Prbb.g_01480
OG0000758	Prbh.g_01245	Prbb.g_01479
OG0000759	Prbh.g_01244	Prbb.g_01478
OG0000760	Prbh.g_01243	Prbb.g_01477
OG0000761	Prbh.g_01242	Prbb.g_01476
OG0000762	Prbh.g_01241	Prbb.g_01475
OG0000763	Prbh.g_01239	Prbb.g_01473
OG0000764	Prbh.g_01238	Prbb.g_01472
OG0000765	Prbh.g_01230	Prbb.g_01463
OG0000766	Prbh.g_01229	Prbb.g_01462
OG0000767	Prbh.g_01227	Prbb.g_01461
OG0000768	Prbh.g_01226	Prbb.g_01460
OG0000769	Prbh.g_01224	Prbb.g_01458
OG0000770	Prbh.g_01451	Prbb.g_01457
OG0000771	Prbh.g_01397	Prbb.g_01060
OG0000772	Prbh.g_01845	Prbb.g_01291
OG0000773	Prbh.g_01364	Prbb.g_01577
OG0000774	Prbh.g_01366	Prbb.g_01580
OG0000775	Prbh.g_01368	Prbb.g_01581
OG0000776	Prbh.g_01369	Prbb.g_01582
OG0000777	Prbh.g_01370	Prbb.g_01583
OG0000778	Prbh.g_01371	Prbb.g_01584
OG0000779	Prbh.g_01375	Prbb.g_01588
OG0000780	Prbh.g_01376	Prbb.g_01589
OG0000781	Prbh.g_01379	Prbb.g_01592
OG0000782	Prbh.g_01380	Prbb.g_01593
OG0000783	Prbh.g_01381	Prbb.g_01594
OG0000784	Prbh.g_01382	Prbb.g_01595
OG0000785	Prbh.g_01384	Prbb.g_01597
OG0000786	Prbh.g_01387	Prbb.g_01600
OG0000787	Prbh.g_01388	Prbb.g_01601
OG0000788	Prbh.g_00206	Prbb.g_00746
OG0000789	Prbh.g_00196	Prbb.g_01057
OG0000790	Prbh.g_00014	Prbb.g_01644
OG0000791	Prbh.g_00016	Prbb.g_01646
OG0000792	Prbh.g_00017	Prbb.g_01647
OG0000793	Prbh.g_00021	Prbb.g_01650
OG0000794	Prbh.g_00022	Prbb.g_01651
OG0000795	Prbh.g_00023	Prbb.g_01652
OG0000796	Prbh.g_00027	Prbb.g_01656
OG0000797	Prbh.g_00028	Prbb.g_01657
OG0000798	Prbh.g_00062	Prbb.g_00858
OG0000799	Prbh.g_00079	Prbb.g_01668
OG0000800	Prbh.g_00080	Prbb.g_01669
OG0000801	Prbh.g_00081	Prbb.g_01670
OG0000802	Prbh.g_00083	Prbb.g_01672
OG0000803	Prbh.g_00085	Prbb.g_01674
OG0000804	Prbh.g_00086	Prbb.g_01675
OG0000805	Prbh.g_00088	Prbb.g_01677
OG0000806	Prbh.g_00090	Prbb.g_01679
OG0000807	Prbh.g_00091	Prbb.g_01680
OG0000808	Prbh.g_00092	Prbb.g_01681
OG0000809	Prbh.g_00094	Prbb.g_01684
OG0000810	Prbh.g_00095	Prbb.g_01685
OG0000811	Prbh.g_00102	Prbb.g_01689
OG0000812	Prbh.g_00104	Prbb.g_01691
OG0000813	Prbh.g_00105	Prbb.g_01692
OG0000814	Prbh.g_00107	Prbb.g_01694
OG0000815	Prbh.g_00108	Prbb.g_01695
OG0000816	Prbh.g_00110	Prbb.g_01697
OG0000817	Prbh.g_00111	Prbb.g_01698
OG0000818	Prbh.g_00116	Prbb.g_01702
OG0000819	Prbh.g_00117	Prbb.g_01703
OG0000820	Prbh.g_00118	Prbb.g_01704
OG0000821	Prbh.g_00122	Prbb.g_01707
OG0000822	Prbh.g_00123	Prbb.g_01708
OG0000823	Prbh.g_00124	Prbb.g_01709
OG0000824	Prbh.g_00127	Prbb.g_01712
OG0000825	Prbh.g_00128	Prbb.g_01713
OG0000826	Prbh.g_00129	Prbb.g_01714
OG0000827	Prbh.g_00130	Prbb.g_01715
OG0000828	Prbh.g_00133	Prbb.g_01718
OG0000829	Prbh.g_00134	Prbb.g_01719
OG0000830	Prbh.g_00135	Prbb.g_01720
OG0000831	Prbh.g_00137	Prbb.g_01722
OG0000832	Prbh.g_00147	Prbb.g_01732
OG0000833	Prbh.g_00156	Prbb.g_01740
OG0000834	Prbh.g_00157	Prbb.g_01741
OG0000835	Prbh.g_00158	Prbb.g_01742
OG0000836	Prbh.g_00159	Prbb.g_01744
OG0000837	Prbh.g_00160	Prbb.g_01745
OG0000838	Prbh.g_00163	Prbb.g_01747
OG0000839	Prbh.g_00164	Prbb.g_01748
OG0000840	Prbh.g_00165	Prbb.g_01749
OG0000841	Prbh.g_00166	Prbb.g_01750
OG0000842	Prbh.g_00167	Prbb.g_01751
OG0000843	Prbh.g_00168	Prbb.g_01752
OG0000844	Prbh.g_00169	Prbb.g_01753
OG0000845	Prbh.g_00170	Prbb.g_01754
OG0000846	Prbh.g_00171	Prbb.g_01755
OG0000847	Prbh.g_00172	Prbb.g_01756
OG0000848	Prbh.g_00173	Prbb.g_01757
OG0000849	Prbh.g_00174	Prbb.g_01758
OG0000850	Prbh.g_00176	Prbb.g_01760
OG0000851	Prbh.g_00177	Prbb.g_01761
OG0000852	Prbh.g_00178	Prbb.g_01762
OG0000853	Prbh.g_00183	Prbb.g_01767
OG0000854	Prbh.g_00185	Prbb.g_01769
OG0000855	Prbh.g_00186	Prbb.g_01770
OG0000856	Prbh.g_01454	Prbb.g_01659
OG0000857	Prbh.g_00968	Prbb.g_00799
OG0000858	Prbh.g_01789	Prbb.g_01817
OG0000859	Prbh.g_01788	Prbb.g_01818
OG0000860	Prbh.g_01780	Prbb.g_01825
OG0000861	Prbh.g_01779	Prbb.g_01826
OG0000862	Prbh.g_01778	Prbb.g_01827
OG0000863	Prbh.g_01776	Prbb.g_01828
OG0000864	Prbh.g_01775	Prbb.g_01829
OG0000865	Prbh.g_01774	Prbb.g_01830
OG0000866	Prbh.g_01773	Prbb.g_01831
OG0000867	Prbh.g_01772	Prbb.g_01832
OG0000868	Prbh.g_01770	Prbb.g_01833
OG0000869	Prbh.g_01767	Prbb.g_01836
OG0000870	Prbh.g_01762	Prbb.g_01841
OG0000871	Prbh.g_01761	Prbb.g_01842
OG0000872	Prbh.g_01760	Prbb.g_01843
OG0000873	Prbh.g_01757	Prbb.g_01846
OG0000874	Prbh.g_01754	Prbb.g_01849
OG0000875	Prbh.g_01752	Prbb.g_01851
OG0000876	Prbh.g_01751	Prbb.g_01852
OG0000877	Prbh.g_01749	Prbb.g_01854
OG0000878	Prbh.g_01748	Prbb.g_01855
OG0000879	Prbh.g_01747	Prbb.g_01856
OG0000880	Prbh.g_01746	Prbb.g_01857
OG0000881	Prbh.g_01742	Prbb.g_01860
OG0000882	Prbh.g_01737	Prbb.g_01865
OG0000883	Prbh.g_01735	Prbb.g_01867
OG0000884	Prbh.g_01733	Prbb.g_01869
OG0000885	Prbh.g_01732	Prbb.g_01870
OG0000886	Prbh.g_01731	Prbb.g_01871
OG0000887	Prbh.g_01730	Prbb.g_01872
OG0000888	Prbh.g_01728	Prbb.g_01874
OG0000889	Prbh.g_01726	Prbb.g_01876
OG0000890	Prbh.g_01725	Prbb.g_01877
OG0000891	Prbh.g_01724	Prbb.g_01878
OG0000892	Prbh.g_01723	Prbb.g_01880
OG0000893	Prbh.g_01719	Prbb.g_01922
OG0000894	Prbh.g_01716	Prbb.g_01925
OG0000895	Prbh.g_01712	Prbb.g_01928
OG0000896	Prbh.g_01711	Prbb.g_01929
OG0000897	Prbh.g_01709	Prbb.g_01931
OG0000898	Prbh.g_01708	Prbb.g_01932
OG0000899	Prbh.g_01707	Prbb.g_01933
OG0000900	Prbh.g_01706	Prbb.g_01934
OG0000901	Prbh.g_01703	Prbb.g_01937
OG0000902	Prbh.g_01701	Prbb.g_01939
OG0000903	Prbh.g_01697	Prbb.g_01948
OG0000904	Prbh.g_01692	Prbb.g_01943
OG0000905	Prbh.g_01699	Prbb.g_01941
OG0000906	Prbh.g_01700	Prbb.g_01940
OG0000907	Prbh.g_01687	Prbb.g_01958
OG0000908	Prbh.g_01684	Prbb.g_01961
OG0000909	Prbh.g_01683	Prbb.g_01962
OG0000910	Prbh.g_01682	Prbb.g_01963
OG0000911	Prbh.g_01680	Prbb.g_01965
OG0000912	Prbh.g_01679	Prbb.g_01966
OG0000913	Prbh.g_01678	Prbb.g_01967
OG0000914	Prbh.g_01677	Prbb.g_01968
OG0000915	Prbh.g_01676	Prbb.g_01969
OG0000916	Prbh.g_01675	Prbb.g_01970
OG0000917	Prbh.g_01674	Prbb.g_01971
OG0000918	Prbh.g_01673	Prbb.g_01972
OG0000919	Prbh.g_01672	Prbb.g_01973
OG0000920	Prbh.g_01671	Prbb.g_01974
OG0000921	Prbh.g_01670	Prbb.g_01975
OG0000922	Prbh.g_01669	Prbb.g_01976
OG0000923	Prbh.g_01665	Prbb.g_01980
OG0000924	Prbh.g_01664	Prbb.g_01981
OG0000925	Prbh.g_01663	Prbb.g_01982
OG0000926	Prbh.g_01662	Prbb.g_01983
OG0000927	Prbh.g_01660	Prbb.g_01985
OG0000928	Prbh.g_01659	Prbb.g_01986
OG0000929	Prbh.g_01658	Prbb.g_01987
OG0000930	Prbh.g_01657	Prbb.g_01988
OG0000931	Prbh.g_01656	Prbb.g_01989
OG0000932	Prbh.g_01655	Prbb.g_01990
OG0000933	Prbh.g_01651	Prbb.g_01994
OG0000934	Prbh.g_01649	Prbb.g_01996
OG0000935	Prbh.g_01648	Prbb.g_01997
OG0000936	Prbh.g_01647	Prbb.g_01998
OG0000937	Prbh.g_01646	Prbb.g_01999
OG0000938	Prbh.g_01643	Prbb.g_02002
OG0000939	Prbh.g_01642	Prbb.g_02003
OG0000940	Prbh.g_01635	Prbb.g_02010
OG0000941	Prbh.g_01633	Prbb.g_02012
OG0000942	Prbh.g_01631	Prbb.g_02014
OG0000943	Prbh.g_01630	Prbb.g_02015
OG0000944	Prbh.g_01628	Prbb.g_02017
OG0000945	Prbh.g_01627	Prbb.g_02018
OG0000946	Prbh.g_01621	Prbb.g_02024
OG0000947	Prbh.g_01619	Prbb.g_02026
OG0000948	Prbh.g_01618	Prbb.g_02027
OG0000949	Prbh.g_01615	Prbb.g_02030
OG0000950	Prbh.g_01608	Prbb.g_02035
OG0000951	Prbh.g_01604	Prbb.g_02039
OG0000952	Prbh.g_01600	Prbb.g_02043
OG0000953	Prbh.g_01596	Prbb.g_02047
OG0000954	Prbh.g_01592	Prbb.g_02051
OG0000955	Prbh.g_01591	Prbb.g_02052
OG0000956	Prbh.g_01589	Prbb.g_02054
OG0000957	Prbh.g_01583	Prbb.g_02059
OG0000958	Prbh.g_01582	Prbb.g_02060
OG0000959	Prbh.g_01578	Prbb.g_02064
OG0000960	Prbh.g_01577	Prbb.g_02065
OG0000961	Prbh.g_01574	Prbb.g_02068
OG0000962	Prbh.g_01572	Prbb.g_02070
OG0000963	Prbh.g_01568	Prbb.g_02075
OG0000964	Prbh.g_01567	Prbb.g_02076
OG0000965	Prbh.g_01566	Prbb.g_02077
OG0000966	Prbh.g_01560	Prbb.g_02099
OG0000967	Prbh.g_01556	Prbb.g_02103
OG0000968	Prbh.g_01554	Prbb.g_02105
OG0000969	Prbh.g_01553	Prbb.g_02106
OG0000970	Prbh.g_01552	Prbb.g_02107
OG0000971	Prbh.g_01551	Prbb.g_02108
OG0000972	Prbh.g_01550	Prbb.g_02109
OG0000973	Prbh.g_01549	Prbb.g_02110
OG0000974	Prbh.g_01548	Prbb.g_02111
OG0000975	Prbh.g_01547	Prbb.g_02112
OG0000976	Prbh.g_01546	Prbb.g_02113
OG0000977	Prbh.g_01545	Prbb.g_02114
OG0000978	Prbh.g_01544	Prbb.g_02115
OG0000979	Prbh.g_01541	Prbb.g_02118
OG0000980	Prbh.g_01539	Prbb.g_02120
OG0000981	Prbh.g_01536	Prbb.g_02123
OG0000982	Prbh.g_01534	Prbb.g_02125
OG0000983	Prbh.g_01533	Prbb.g_02126
OG0000984	Prbh.g_01532	Prbb.g_02127
OG0000985	Prbh.g_01529	Prbb.g_02130
OG0000986	Prbh.g_01527	Prbb.g_02132
OG0000987	Prbh.g_01526	Prbb.g_02133
OG0000988	Prbh.g_01523	Prbb.g_02136
OG0000989	Prbh.g_01519	Prbb.g_02140
OG0000990	Prbh.g_01514	Prbb.g_02145
OG0000991	Prbh.g_01513	Prbb.g_02146
OG0000992	Prbh.g_01510	Prbb.g_02149
OG0000993	Prbh.g_01509	Prbb.g_02150
OG0000994	Prbh.g_01508	Prbb.g_02151
OG0000995	Prbh.g_01504	Prbb.g_02155
OG0000996	Prbh.g_01503	Prbb.g_02156
OG0000997	Prbh.g_01501	Prbb.g_02164
OG0000998	Prbh.g_01499	Prbb.g_02166
OG0000999	Prbh.g_01498	Prbb.g_02167
OG0001000	Prbh.g_01495	Prbb.g_02170
OG0001001	Prbh.g_01490	Prbb.g_02173
OG0001002	Prbh.g_01485	Prbb.g_02178
OG0001003	Prbh.g_01484	Prbb.g_02180
OG0001004	Prbh.g_01483	Prbb.g_02181
OG0001005	Prbh.g_01482	Prbb.g_02182
OG0001006	Prbh.g_01478	Prbb.g_02187
OG0001007	Prbh.g_01476	Prbb.g_02189
OG0001008	Prbh.g_00395	Prbb.g_00442
OG0001009	Prbh.g_00753	Prbb.g_00028
OG0001010	Prbh.g_00752	Prbb.g_00029
OG0001011	Prbh.g_00751	Prbb.g_00030
OG0001012	Prbh.g_00739	Prbb.g_00058
OG0001013	Prbh.g_00732	Prbb.g_00063
OG0001014	Prbh.g_00729	Prbb.g_00066
OG0001015	Prbh.g_00728	Prbb.g_00067
OG0001016	Prbh.g_00709	Prbb.g_00128
OG0001017	Prbh.g_00705	Prbb.g_00132
OG0001018	Prbh.g_00703	Prbb.g_00135
OG0001019	Prbh.g_00694	Prbb.g_00144
OG0001020	Prbh.g_00693	Prbb.g_00145
OG0001021	Prbh.g_00692	Prbb.g_00146
OG0001022	Prbh.g_00689	Prbb.g_00149
OG0001023	Prbh.g_00688	Prbb.g_00150
OG0001024	Prbh.g_00685	Prbb.g_00153
OG0001025	Prbh.g_00678	Prbb.g_00160
OG0001026	Prbh.g_00670	Prbb.g_00168
OG0001027	Prbh.g_00669	Prbb.g_00169
OG0001028	Prbh.g_00667	Prbb.g_00171
OG0001029	Prbh.g_00666	Prbb.g_00173
OG0001030	Prbh.g_00650	Prbb.g_00189
OG0001031	Prbh.g_00596	Prbb.g_00243
OG0001032	Prbh.g_00595	Prbb.g_00244
OG0001033	Prbh.g_00574	Prbb.g_00264
OG0001034	Prbh.g_00544	Prbb.g_00293
OG0001035	Prbh.g_00524	Prbb.g_00310
OG0001036	Prbh.g_00520	Prbb.g_00314
OG0001037	Prbh.g_00519	Prbb.g_00315
OG0001038	Prbh.g_00501	Prbb.g_00331
OG0001040	Prbh.g_00496	Prbb.g_00335
OG0001041	Prbh.g_00491	Prbb.g_00339
OG0001042	Prbh.g_00474	Prbb.g_00355
OG0001043	Prbh.g_00473	Prbb.g_00356
OG0001044	Prbh.g_00440	Prbb.g_00393
OG0001045	Prbh.g_00430	Prbb.g_00402
OG0001046	Prbh.g_01877	Prbb.g_01124
OG0001047	Prbh.g_00393	Prbb.g_00444
OG0001048	Prbh.g_00392	Prbb.g_00445
OG0001049	Prbh.g_00390	Prbb.g_00447
OG0001050	Prbh.g_00389	Prbb.g_00448
OG0001051	Prbh.g_00388	Prbb.g_00449
OG0001052	Prbh.g_00360	Prbb.g_00475
OG0001053	Prbh.g_00348	Prbb.g_00488
OG0001054	Prbh.g_00333	Prbb.g_00502
