Orthogroup	Prbh	Syao
OG0000566	Prbh.g_00265	Syao.g_00845
OG0000567	Prbh.g_00261	Syao.g_00841
OG0000568	Prbh.g_00260	Syao.g_00839
OG0000569	Prbh.g_00259	Syao.g_00838
OG0000570	Prbh.g_00258	Syao.g_00837
OG0000571	Prbh.g_00256	Syao.g_00834
OG0000572	Prbh.g_00244	Syao.g_01033
OG0000573	Prbh.g_00238	Syao.g_01022
OG0000574	Prbh.g_00237	Syao.g_01021
OG0000575	Prbh.g_00233	Syao.g_01000
OG0000576	Prbh.g_00231	Syao.g_00996
OG0000577	Prbh.g_00230	Syao.g_00995
OG0000578	Prbh.g_00229	Syao.g_00994
OG0000579	Prbh.g_00228	Syao.g_00993
OG0000580	Prbh.g_00227	Syao.g_00992
OG0000581	Prbh.g_00224	Syao.g_01059
OG0000582	Prbh.g_00221	Syao.g_01204
OG0000583	Prbh.g_00220	Syao.g_01205
OG0000584	Prbh.g_00219	Syao.g_01206
OG0000585	Prbh.g_00217	Syao.g_01054
OG0000586	Prbh.g_00216	Syao.g_01055
OG0000587	Prbh.g_00215	Syao.g_01057
OG0000588	Prbh.g_01465	Syao.g_00406
OG0000589	Prbh.g_01462	Syao.g_01342
OG0000590	Prbh.g_01461	Syao.g_01341
OG0000591	Prbh.g_01457	Syao.g_01330
OG0000592	Prbh.g_01456	Syao.g_01329
OG0000593	Prbh.g_01221	Syao.g_00890
OG0000594	Prbh.g_01220	Syao.g_00891
OG0000595	Prbh.g_01219	Syao.g_00892
OG0000596	Prbh.g_01216	Syao.g_00897
OG0000597	Prbh.g_01213	Syao.g_00900
OG0000598	Prbh.g_01212	Syao.g_00901
OG0000599	Prbh.g_01209	Syao.g_00908
OG0000600	Prbh.g_01208	Syao.g_00909
OG0000601	Prbh.g_01207	Syao.g_00910
OG0000602	Prbh.g_01205	Syao.g_00914
OG0000603	Prbh.g_01204	Syao.g_00915
OG0000604	Prbh.g_01203	Syao.g_00918
OG0000606	Prbh.g_01199	Syao.g_00924
OG0000607	Prbh.g_01196	Syao.g_00927
OG0000608	Prbh.g_01195	Syao.g_00928
OG0000609	Prbh.g_01194	Syao.g_00930
OG0000610	Prbh.g_01188	Syao.g_00940
OG0000611	Prbh.g_01185	Syao.g_00943
OG0000612	Prbh.g_01184	Syao.g_00944
OG0000613	Prbh.g_00907	Syao.g_01979
OG0000614	Prbh.g_00928	Syao.g_00375
OG0000615	Prbh.g_00939	Syao.g_00978
OG0000616	Prbh.g_01487	Syao.g_02342
OG0000617	Prbh.g_01167	Syao.g_00486
OG0000618	Prbh.g_01166	Syao.g_00485
OG0000619	Prbh.g_01165	Syao.g_00484
OG0000620	Prbh.g_01162	Syao.g_00479
OG0000621	Prbh.g_01161	Syao.g_00478
OG0000622	Prbh.g_01160	Syao.g_00476
OG0000623	Prbh.g_01159	Syao.g_00475
OG0000624	Prbh.g_01157	Syao.g_00473
OG0000625	Prbh.g_01156	Syao.g_00472
OG0000626	Prbh.g_01155	Syao.g_00471
OG0000627	Prbh.g_01154	Syao.g_00567
OG0000628	Prbh.g_01153	Syao.g_00566
OG0000629	Prbh.g_01151	Syao.g_00590
OG0000630	Prbh.g_01148	Syao.g_00585
OG0000631	Prbh.g_01056	Syao.g_00644
OG0000632	Prbh.g_01057	Syao.g_00643
OG0000633	Prbh.g_01058	Syao.g_00642
OG0000634	Prbh.g_00949	Syao.g_00752
OG0000635	Prbh.g_00950	Syao.g_00753
OG0000636	Prbh.g_00952	Syao.g_00755
OG0000637	Prbh.g_00954	Syao.g_00757
OG0000638	Prbh.g_00955	Syao.g_00758
OG0000639	Prbh.g_00956	Syao.g_00759
OG0000640	Prbh.g_00957	Syao.g_00760
OG0000641	Prbh.g_00961	Syao.g_00764
OG0000642	Prbh.g_00962	Syao.g_00765
OG0000643	Prbh.g_00963	Syao.g_00767
OG0000644	Prbh.g_00964	Syao.g_00768
OG0000645	Prbh.g_00965	Syao.g_00770
OG0000646	Prbh.g_00967	Syao.g_00773
OG0000647	Prbh.g_00969	Syao.g_00775
OG0000648	Prbh.g_00971	Syao.g_00777
OG0000649	Prbh.g_00972	Syao.g_00778
OG0000650	Prbh.g_00973	Syao.g_00779
OG0000651	Prbh.g_00974	Syao.g_00780
OG0000652	Prbh.g_00975	Syao.g_00781
OG0000653	Prbh.g_00977	Syao.g_00783
OG0000654	Prbh.g_00978	Syao.g_00784
OG0000655	Prbh.g_00979	Syao.g_00785
OG0000656	Prbh.g_00982	Syao.g_00789
OG0000657	Prbh.g_00989	Syao.g_00435
OG0000658	Prbh.g_00991	Syao.g_00560
OG0000659	Prbh.g_00992	Syao.g_00559
OG0000660	Prbh.g_00996	Syao.g_00555
OG0000661	Prbh.g_00998	Syao.g_00553
OG0000662	Prbh.g_01001	Syao.g_00535
OG0000663	Prbh.g_01003	Syao.g_00532
OG0000664	Prbh.g_01004	Syao.g_00530
OG0000665	Prbh.g_01010	Syao.g_01436
OG0000666	Prbh.g_01011	Syao.g_02120
OG0000667	Prbh.g_01015	Syao.g_01375
OG0000668	Prbh.g_00857	Syao.g_02678
OG0000669	Prbh.g_00868	Syao.g_00955
OG0000670	Prbh.g_00871	Syao.g_00958
OG0000671	Prbh.g_00873	Syao.g_00960
OG0000672	Prbh.g_00876	Syao.g_00963
OG0000673	Prbh.g_00879	Syao.g_00966
OG0000674	Prbh.g_00881	Syao.g_00968
OG0000675	Prbh.g_00882	Syao.g_00969
OG0000676	Prbh.g_00884	Syao.g_00971
OG0000677	Prbh.g_00885	Syao.g_00972
OG0000678	Prbh.g_00887	Syao.g_00974
OG0000679	Prbh.g_00891	Syao.g_00981
OG0000680	Prbh.g_00892	Syao.g_00982
OG0000681	Prbh.g_00895	Syao.g_00985
OG0000682	Prbh.g_00896	Syao.g_00986
OG0000683	Prbh.g_00897	Syao.g_00987
OG0000684	Prbh.g_00898	Syao.g_00990
OG0000685	Prbh.g_00900	Syao.g_00733
OG0000686	Prbh.g_00901	Syao.g_00734
OG0000687	Prbh.g_00902	Syao.g_00735
OG0000688	Prbh.g_01179	Syao.g_00741
OG0000689	Prbh.g_01178	Syao.g_00743
OG0000690	Prbh.g_01177	Syao.g_00744
OG0000691	Prbh.g_01176	Syao.g_00745
OG0000692	Prbh.g_01174	Syao.g_00747
OG0000693	Prbh.g_01173	Syao.g_00748
OG0000694	Prbh.g_01172	Syao.g_00749
OG0000695	Prbh.g_01060	Syao.g_00639
OG0000696	Prbh.g_01061	Syao.g_00638
OG0000697	Prbh.g_01062	Syao.g_00636
OG0000698	Prbh.g_01065	Syao.g_00633
OG0000699	Prbh.g_01066	Syao.g_00631
OG0000700	Prbh.g_01067	Syao.g_00630
OG0000701	Prbh.g_01068	Syao.g_00629
OG0000702	Prbh.g_01070	Syao.g_00705
OG0000703	Prbh.g_01071	Syao.g_00693
OG0000704	Prbh.g_01073	Syao.g_00689
OG0000705	Prbh.g_01079	Syao.g_00682
OG0000706	Prbh.g_01080	Syao.g_00681
OG0000707	Prbh.g_01081	Syao.g_00680
OG0000708	Prbh.g_01083	Syao.g_00677
OG0000709	Prbh.g_01087	Syao.g_00670
OG0000710	Prbh.g_01090	Syao.g_00666
OG0000711	Prbh.g_01106	Syao.g_00815
OG0000712	Prbh.g_01107	Syao.g_00813
OG0000713	Prbh.g_01108	Syao.g_00812
OG0000714	Prbh.g_01109	Syao.g_00810
OG0000715	Prbh.g_01111	Syao.g_00808
OG0000716	Prbh.g_01113	Syao.g_00804
OG0000717	Prbh.g_01114	Syao.g_00803
OG0000718	Prbh.g_01116	Syao.g_00794
OG0000719	Prbh.g_01118	Syao.g_00444
OG0000720	Prbh.g_01129	Syao.g_00457
OG0000721	Prbh.g_01133	Syao.g_00459
OG0000722	Prbh.g_01134	Syao.g_00460
OG0000723	Prbh.g_01138	Syao.g_00469
OG0000724	Prbh.g_01036	Syao.g_00513
OG0000725	Prbh.g_01030	Syao.g_00385
OG0000726	Prbh.g_01029	Syao.g_00384
OG0000727	Prbh.g_01028	Syao.g_00383
OG0000728	Prbh.g_01026	Syao.g_00381
OG0000729	Prbh.g_01351	Syao.g_02190
OG0000730	Prbh.g_01325	Syao.g_01880
OG0000731	Prbh.g_00432	Syao.g_01868
OG0000733	Prbh.g_01867	Syao.g_01427
OG0000734	Prbh.g_01299	Syao.g_02592
OG0000735	Prbh.g_01297	Syao.g_00140
OG0000736	Prbh.g_01296	Syao.g_00139
OG0000737	Prbh.g_01295	Syao.g_00138
OG0000738	Prbh.g_01291	Syao.g_00132
OG0000739	Prbh.g_01290	Syao.g_00131
OG0000740	Prbh.g_01289	Syao.g_00130
OG0000741	Prbh.g_01287	Syao.g_00127
OG0000742	Prbh.g_01284	Syao.g_00124
OG0000743	Prbh.g_01282	Syao.g_00217
OG0000744	Prbh.g_01280	Syao.g_00216
OG0000745	Prbh.g_01279	Syao.g_00213
OG0000746	Prbh.g_01277	Syao.g_00210
OG0000747	Prbh.g_01276	Syao.g_00208
OG0000748	Prbh.g_01272	Syao.g_00193
OG0000749	Prbh.g_01271	Syao.g_00192
OG0000750	Prbh.g_01270	Syao.g_00191
OG0000751	Prbh.g_01267	Syao.g_00185
OG0000752	Prbh.g_01265	Syao.g_00183
OG0000753	Prbh.g_01262	Syao.g_00180
OG0000754	Prbh.g_01260	Syao.g_00175
OG0000755	Prbh.g_01254	Syao.g_00021
OG0000756	Prbh.g_01253	Syao.g_00229
OG0000757	Prbh.g_01246	Syao.g_00252
OG0000758	Prbh.g_01245	Syao.g_00251
OG0000759	Prbh.g_01244	Syao.g_00250
OG0000760	Prbh.g_01243	Syao.g_00249
OG0000761	Prbh.g_01242	Syao.g_00248
OG0000762	Prbh.g_01241	Syao.g_00246
OG0000763	Prbh.g_01239	Syao.g_00242
OG0000764	Prbh.g_01238	Syao.g_00241
OG0000765	Prbh.g_01230	Syao.g_00267
OG0000766	Prbh.g_01229	Syao.g_00266
OG0000767	Prbh.g_01227	Syao.g_00264
OG0000768	Prbh.g_01226	Syao.g_00263
OG0000769	Prbh.g_01224	Syao.g_00261
OG0000770	Prbh.g_01451	Syao.g_00257
OG0000771	Prbh.g_01397	Syao.g_00506
OG0000772	Prbh.g_01845	Syao.g_01523
OG0000773	Prbh.g_01364	Syao.g_01447
OG0000774	Prbh.g_01366	Syao.g_01442
OG0000775	Prbh.g_01368	Syao.g_01440
OG0000776	Prbh.g_01369	Syao.g_01439
OG0000777	Prbh.g_01370	Syao.g_01438
OG0000778	Prbh.g_01371	Syao.g_01437
OG0000779	Prbh.g_01375	Syao.g_01469
OG0000780	Prbh.g_01376	Syao.g_01456
OG0000781	Prbh.g_01379	Syao.g_01452
OG0000782	Prbh.g_01380	Syao.g_01451
OG0000783	Prbh.g_01381	Syao.g_01450
OG0000784	Prbh.g_01382	Syao.g_01449
OG0000785	Prbh.g_01384	Syao.g_01481
OG0000786	Prbh.g_01387	Syao.g_01473
OG0000787	Prbh.g_01388	Syao.g_01472
OG0000788	Prbh.g_00206	Syao.g_00870
OG0000789	Prbh.g_00196	Syao.g_00623
OG0000790	Prbh.g_00014	Syao.g_00041, Syao.g_00315
OG0000791	Prbh.g_00016	Syao.g_00043
OG0000792	Prbh.g_00017	Syao.g_00044
OG0000793	Prbh.g_00021	Syao.g_02700
OG0000794	Prbh.g_00022	Syao.g_02703
OG0000795	Prbh.g_00023	Syao.g_02704
OG0000796	Prbh.g_00027	Syao.g_02708
OG0000797	Prbh.g_00028	Syao.g_02709
OG0000798	Prbh.g_00033	Syao.g_02066
OG0000799	Prbh.g_00079	Syao.g_01525
OG0000800	Prbh.g_00080	Syao.g_01526
OG0000801	Prbh.g_00081	Syao.g_01527
OG0000802	Prbh.g_00083	Syao.g_01531
OG0000803	Prbh.g_00085	Syao.g_01534
OG0000804	Prbh.g_00086	Syao.g_01537
OG0000805	Prbh.g_00088	Syao.g_01502
OG0000806	Prbh.g_00090	Syao.g_01504
OG0000807	Prbh.g_00091	Syao.g_01506
OG0000808	Prbh.g_00092	Syao.g_01507
OG0000809	Prbh.g_00094	Syao.g_01511
OG0000810	Prbh.g_00095	Syao.g_01482
OG0000811	Prbh.g_00102	Syao.g_01490
OG0000812	Prbh.g_00104	Syao.g_01492
OG0000813	Prbh.g_00105	Syao.g_01493
OG0000814	Prbh.g_00107	Syao.g_01495
OG0000815	Prbh.g_00108	Syao.g_01499
OG0000816	Prbh.g_00110	Syao.g_01471
OG0000817	Prbh.g_00111	Syao.g_01519
OG0000818	Prbh.g_00116	Syao.g_00062
OG0000819	Prbh.g_00117	Syao.g_00063
OG0000820	Prbh.g_00118	Syao.g_00064
OG0000821	Prbh.g_00122	Syao.g_00070
OG0000822	Prbh.g_00123	Syao.g_00072
OG0000823	Prbh.g_00124	Syao.g_00073
OG0000824	Prbh.g_00127	Syao.g_00079
OG0000825	Prbh.g_00128	Syao.g_00080
OG0000826	Prbh.g_00129	Syao.g_00081
OG0000827	Prbh.g_00130	Syao.g_00082
OG0000828	Prbh.g_00133	Syao.g_00085
OG0000829	Prbh.g_00134	Syao.g_00086
OG0000830	Prbh.g_00135	Syao.g_00087
OG0000831	Prbh.g_00137	Syao.g_00089
OG0000832	Prbh.g_00147	Syao.g_01696
OG0000833	Prbh.g_00156	Syao.g_01612
OG0000834	Prbh.g_00157	Syao.g_01610
OG0000835	Prbh.g_00158	Syao.g_01609
OG0000836	Prbh.g_00159	Syao.g_01606
OG0000837	Prbh.g_00160	Syao.g_01605
OG0000838	Prbh.g_00163	Syao.g_01601
OG0000839	Prbh.g_00164	Syao.g_01600
OG0000840	Prbh.g_00165	Syao.g_01599
OG0000841	Prbh.g_00166	Syao.g_01598
OG0000842	Prbh.g_00167	Syao.g_01597
OG0000843	Prbh.g_00168	Syao.g_01596
OG0000844	Prbh.g_00169	Syao.g_01594
OG0000845	Prbh.g_00170	Syao.g_01593
OG0000846	Prbh.g_00171	Syao.g_01592
OG0000847	Prbh.g_00172	Syao.g_01591
OG0000848	Prbh.g_00173	Syao.g_01589
OG0000849	Prbh.g_00174	Syao.g_01588
OG0000850	Prbh.g_00176	Syao.g_01585
OG0000851	Prbh.g_00177	Syao.g_01582
OG0000852	Prbh.g_00178	Syao.g_01581
OG0000853	Prbh.g_00183	Syao.g_01577
OG0000854	Prbh.g_00185	Syao.g_01575
OG0000855	Prbh.g_00186	Syao.g_01574
OG0000856	Prbh.g_01454	Syao.g_01327
OG0000857	Prbh.g_00968	Syao.g_00774
OG0000858	Prbh.g_01789	Syao.g_01567
OG0000859	Prbh.g_01788	Syao.g_01566
OG0000860	Prbh.g_01780	Syao.g_01552
OG0000861	Prbh.g_01779	Syao.g_01551
OG0000862	Prbh.g_01778	Syao.g_01542
OG0000863	Prbh.g_01776	Syao.g_01540
OG0000864	Prbh.g_01775	Syao.g_01017
OG0000866	Prbh.g_01773	Syao.g_01686
OG0000867	Prbh.g_01772	Syao.g_01685
OG0000868	Prbh.g_01770	Syao.g_01682
OG0000869	Prbh.g_01767	Syao.g_01677
OG0000870	Prbh.g_01762	Syao.g_01672
OG0000871	Prbh.g_01761	Syao.g_01671
OG0000872	Prbh.g_01760	Syao.g_01665
OG0000873	Prbh.g_01757	Syao.g_01662
OG0000874	Prbh.g_01754	Syao.g_01660
OG0000875	Prbh.g_01752	Syao.g_01658
OG0000876	Prbh.g_01751	Syao.g_00536
OG0000877	Prbh.g_01749	Syao.g_01654
OG0000878	Prbh.g_01748	Syao.g_01653
OG0000879	Prbh.g_01747	Syao.g_01652
OG0000880	Prbh.g_01746	Syao.g_01651
OG0000881	Prbh.g_01742	Syao.g_01647
OG0000882	Prbh.g_01737	Syao.g_01642
OG0000883	Prbh.g_01735	Syao.g_01638
OG0000884	Prbh.g_01733	Syao.g_01636
OG0000885	Prbh.g_01732	Syao.g_01635
OG0000886	Prbh.g_01731	Syao.g_01634
OG0000887	Prbh.g_01730	Syao.g_01633
OG0000888	Prbh.g_01728	Syao.g_01631
OG0000889	Prbh.g_01726	Syao.g_01629
OG0000890	Prbh.g_01725	Syao.g_01626
OG0000891	Prbh.g_01724	Syao.g_01625
OG0000892	Prbh.g_01723	Syao.g_01695
OG0000893	Prbh.g_01719	Syao.g_01934
OG0000894	Prbh.g_01716	Syao.g_01937
OG0000895	Prbh.g_01712	Syao.g_01916
OG0000896	Prbh.g_01711	Syao.g_01917
OG0000897	Prbh.g_01709	Syao.g_01919
OG0000898	Prbh.g_01708	Syao.g_01920
OG0000899	Prbh.g_01707	Syao.g_01921
OG0000900	Prbh.g_01706	Syao.g_01922
OG0000901	Prbh.g_01703	Syao.g_01927
OG0000902	Prbh.g_01701	Syao.g_01929
OG0000903	Prbh.g_01697	Syao.g_01798
OG0000904	Prbh.g_01692	Syao.g_01804
OG0000905	Prbh.g_01699	Syao.g_01862
OG0000906	Prbh.g_01700	Syao.g_01931
OG0000907	Prbh.g_01687	Syao.g_01796
OG0000908	Prbh.g_01684	Syao.g_01793
OG0000909	Prbh.g_01683	Syao.g_01792
OG0000910	Prbh.g_01682	Syao.g_01791
OG0000911	Prbh.g_01680	Syao.g_01789
OG0000912	Prbh.g_01679	Syao.g_01788
OG0000913	Prbh.g_01678	Syao.g_01787
OG0000914	Prbh.g_01677	Syao.g_01786
OG0000915	Prbh.g_01676	Syao.g_01784
OG0000916	Prbh.g_01675	Syao.g_01783
OG0000917	Prbh.g_01674	Syao.g_01782
OG0000918	Prbh.g_01673	Syao.g_01781
OG0000919	Prbh.g_01672	Syao.g_01780
OG0000920	Prbh.g_01671	Syao.g_01779
OG0000921	Prbh.g_01670	Syao.g_01778
OG0000922	Prbh.g_01669	Syao.g_01777
OG0000923	Prbh.g_01665	Syao.g_01772
OG0000924	Prbh.g_01664	Syao.g_01771
OG0000925	Prbh.g_01663	Syao.g_01770
OG0000926	Prbh.g_01662	Syao.g_01769
OG0000927	Prbh.g_01660	Syao.g_01767
OG0000928	Prbh.g_01659	Syao.g_01766
OG0000929	Prbh.g_01658	Syao.g_01765
OG0000930	Prbh.g_01657	Syao.g_01764
OG0000931	Prbh.g_01656	Syao.g_01763
OG0000932	Prbh.g_01655	Syao.g_01762
OG0000933	Prbh.g_01651	Syao.g_01811
OG0000934	Prbh.g_01649	Syao.g_01809
OG0000935	Prbh.g_01648	Syao.g_01808
OG0000936	Prbh.g_01647	Syao.g_01843
OG0000937	Prbh.g_01646	Syao.g_01842
OG0000938	Prbh.g_01643	Syao.g_01839
OG0000939	Prbh.g_01642	Syao.g_01838
OG0000940	Prbh.g_01635	Syao.g_01830
OG0000941	Prbh.g_01633	Syao.g_01828
OG0000942	Prbh.g_01631	Syao.g_01826
OG0000943	Prbh.g_01630	Syao.g_01824
OG0000944	Prbh.g_01628	Syao.g_01822
OG0000945	Prbh.g_01627	Syao.g_01821
OG0000946	Prbh.g_01621	Syao.g_01852
OG0000947	Prbh.g_01619	Syao.g_01849
OG0000948	Prbh.g_01618	Syao.g_01848
OG0000949	Prbh.g_01615	Syao.g_01970
OG0000950	Prbh.g_01608	Syao.g_01957
OG0000951	Prbh.g_01604	Syao.g_02262
OG0000952	Prbh.g_01600	Syao.g_02266
OG0000953	Prbh.g_01596	Syao.g_02130
OG0000954	Prbh.g_01592	Syao.g_02135
OG0000955	Prbh.g_01591	Syao.g_02136
OG0000956	Prbh.g_01589	Syao.g_02138
OG0000957	Prbh.g_01583	Syao.g_01951
OG0000958	Prbh.g_01582	Syao.g_01950
OG0000959	Prbh.g_01578	Syao.g_01947
OG0000960	Prbh.g_01577	Syao.g_01946
OG0000961	Prbh.g_01574	Syao.g_02496
OG0000962	Prbh.g_01572	Syao.g_02191
OG0000963	Prbh.g_01568	Syao.g_02186
OG0000964	Prbh.g_01567	Syao.g_02185
OG0000965	Prbh.g_01566	Syao.g_02184
OG0000966	Prbh.g_01560	Syao.g_02172
OG0000967	Prbh.g_01556	Syao.g_02167
OG0000968	Prbh.g_01554	Syao.g_02199
OG0000969	Prbh.g_01553	Syao.g_02200
OG0000970	Prbh.g_01552	Syao.g_02201
OG0000971	Prbh.g_01551	Syao.g_02203
OG0000972	Prbh.g_01550	Syao.g_02204
OG0000973	Prbh.g_01549	Syao.g_02205
OG0000974	Prbh.g_01548	Syao.g_02206
OG0000975	Prbh.g_01547	Syao.g_02207
OG0000976	Prbh.g_01546	Syao.g_02208
OG0000977	Prbh.g_01545	Syao.g_02210
OG0000978	Prbh.g_01544	Syao.g_02211
OG0000979	Prbh.g_01541	Syao.g_02214
OG0000980	Prbh.g_01539	Syao.g_02217
OG0000981	Prbh.g_01536	Syao.g_02220
OG0000982	Prbh.g_01534	Syao.g_02437
OG0000983	Prbh.g_01533	Syao.g_02438
OG0000984	Prbh.g_01532	Syao.g_02439
OG0000985	Prbh.g_01529	Syao.g_02443
OG0000986	Prbh.g_01527	Syao.g_02445
OG0000987	Prbh.g_01526	Syao.g_02447
OG0000988	Prbh.g_01523	Syao.g_02452
OG0000989	Prbh.g_01519	Syao.g_02368
OG0000990	Prbh.g_01514	Syao.g_02362
OG0000991	Prbh.g_01513	Syao.g_02354
OG0000992	Prbh.g_01510	Syao.g_02279
OG0000993	Prbh.g_01509	Syao.g_02280
OG0000994	Prbh.g_01508	Syao.g_02283
OG0000995	Prbh.g_01504	Syao.g_02287
OG0000996	Prbh.g_01503	Syao.g_02305
OG0000997	Prbh.g_01501	Syao.g_02326
OG0000998	Prbh.g_01499	Syao.g_02328
OG0000999	Prbh.g_01498	Syao.g_02329
OG0001000	Prbh.g_01495	Syao.g_02333
OG0001001	Prbh.g_01490	Syao.g_02338
OG0001002	Prbh.g_01485	Syao.g_02345
OG0001003	Prbh.g_01484	Syao.g_02347
OG0001004	Prbh.g_01483	Syao.g_02348
OG0001005	Prbh.g_01482	Syao.g_02194
OG0001006	Prbh.g_01478	Syao.g_02159
OG0001007	Prbh.g_01476	Syao.g_02161
OG0001008	Prbh.g_00395	Syao.g_01737
OG0001009	Prbh.g_00753	Syao.g_02239
OG0001010	Prbh.g_00752	Syao.g_02238
OG0001011	Prbh.g_00751	Syao.g_02236
OG0001012	Prbh.g_00739	Syao.g_00322
OG0001013	Prbh.g_00732	Syao.g_02413
OG0001014	Prbh.g_00729	Syao.g_02407
OG0001015	Prbh.g_00728	Syao.g_02406
OG0001016	Prbh.g_00709	Syao.g_02622
OG0001017	Prbh.g_00705	Syao.g_02628
OG0001018	Prbh.g_00703	Syao.g_02630
OG0001019	Prbh.g_00694	Syao.g_02654
OG0001020	Prbh.g_00693	Syao.g_02663
OG0001021	Prbh.g_00692	Syao.g_02666
OG0001022	Prbh.g_00689	Syao.g_02670
OG0001023	Prbh.g_00688	Syao.g_02671
OG0001024	Prbh.g_00685	Syao.g_01018
OG0001025	Prbh.g_00678	Syao.g_02597
OG0001026	Prbh.g_00670	Syao.g_02594
OG0001027	Prbh.g_00669	Syao.g_02564
OG0001028	Prbh.g_00667	Syao.g_02568
OG0001029	Prbh.g_00666	Syao.g_02570
OG0001030	Prbh.g_00650	Syao.g_02545
OG0001031	Prbh.g_00596	Syao.g_02528
OG0001032	Prbh.g_00595	Syao.g_02530
OG0001033	Prbh.g_00574	Syao.g_01016
OG0001034	Prbh.g_00544	Syao.g_01704
OG0001035	Prbh.g_00524	Syao.g_02101
OG0001036	Prbh.g_00520	Syao.g_02096
OG0001037	Prbh.g_00519	Syao.g_02094
OG0001038	Prbh.g_00501	Syao.g_02065
OG0001039	Prbh.g_00498	Syao.g_02062
OG0001040	Prbh.g_00496	Syao.g_02059
OG0001041	Prbh.g_00491	Syao.g_02055
OG0001042	Prbh.g_00474	Syao.g_02032
OG0001043	Prbh.g_00473	Syao.g_02028
OG0001044	Prbh.g_00440	Syao.g_01878
OG0001045	Prbh.g_00430	Syao.g_01865
OG0001046	Prbh.g_01877	Syao.g_00827
OG0001047	Prbh.g_00393	Syao.g_01739
OG0001048	Prbh.g_00392	Syao.g_01740
OG0001049	Prbh.g_00390	Syao.g_01616
OG0001050	Prbh.g_00389	Syao.g_01618
OG0001051	Prbh.g_00388	Syao.g_01619
OG0001052	Prbh.g_00360	Syao.g_02686
OG0001053	Prbh.g_00348	Syao.g_00025
OG0001054	Prbh.g_00333	Syao.g_00104
OG0001055	Prbh.g_00313	Syao.g_00156
OG0001056	Prbh.g_00293	Syao.g_01417
OG0001057	Prbh.g_00289	Syao.g_00879
OG0001058	Prbh.g_00281	Syao.g_00862
OG0001059	Prbh.g_00277	Syao.g_00858
OG0001060	Prbh.g_00270	Syao.g_00852
OG0001062	Prbh.g_00253	Syao.g_01050
OG0001063	Prbh.g_00251	Syao.g_01042
OG0001064	Prbh.g_00250	Syao.g_01041
OG0001065	Prbh.g_00249	Syao.g_01040
OG0001066	Prbh.g_00248	Syao.g_01039
OG0001067	Prbh.g_00247	Syao.g_01038
OG0001068	Prbh.g_00246	Syao.g_01037
OG0001069	Prbh.g_00245	Syao.g_01036
OG0001070	Prbh.g_00243	Syao.g_01032
OG0001071	Prbh.g_00242	Syao.g_01031
OG0001072	Prbh.g_00240	Syao.g_01027
OG0001073	Prbh.g_00226	Syao.g_00991
OG0001074	Prbh.g_00214	Syao.g_00392
OG0001075	Prbh.g_00213	Syao.g_00391
OG0001076	Prbh.g_01459	Syao.g_01339
OG0001077	Prbh.g_01453	Syao.g_01323
OG0001078	Prbh.g_01217	Syao.g_00895
OG0001079	Prbh.g_01206	Syao.g_00911
OG0001081	Prbh.g_01198	Syao.g_00925
OG0001082	Prbh.g_01197	Syao.g_00926
OG0001083	Prbh.g_01192	Syao.g_00934
OG0001084	Prbh.g_01191	Syao.g_00935
OG0001085	Prbh.g_00904	Syao.g_00947
OG0001086	Prbh.g_00905	Syao.g_00949
OG0001087	Prbh.g_00923	Syao.g_01419
OG0001088	Prbh.g_00924	Syao.g_00211
OG0001089	Prbh.g_00935	Syao.g_00376
OG0001090	Prbh.g_00946	Syao.g_00494
OG0001091	Prbh.g_01170	Syao.g_00491
OG0001092	Prbh.g_01169	Syao.g_00489
OG0001093	Prbh.g_01164	Syao.g_00482
OG0001094	Prbh.g_01171	Syao.g_00750
OG0001095	Prbh.g_00966	Syao.g_00771
OG0001096	Prbh.g_00980	Syao.g_00786
OG0001097	Prbh.g_00999	Syao.g_00552
OG0001098	Prbh.g_01019	Syao.g_00731
OG0001099	Prbh.g_00861	Syao.g_02569
OG0001100	Prbh.g_00870	Syao.g_00957
OG0001101	Prbh.g_00872	Syao.g_00959
OG0001102	Prbh.g_00875	Syao.g_00962
OG0001103	Prbh.g_00877	Syao.g_00964
OG0001105	Prbh.g_00903	Syao.g_00736
OG0001106	Prbh.g_01074	Syao.g_00688
OG0001107	Prbh.g_01084	Syao.g_00676
OG0001108	Prbh.g_01088	Syao.g_00669
OG0001109	Prbh.g_01089	Syao.g_00667
OG0001110	Prbh.g_01091	Syao.g_00665
OG0001111	Prbh.g_01092	Syao.g_00663
OG0001112	Prbh.g_01093	Syao.g_00661
OG0001113	Prbh.g_01094	Syao.g_00660
OG0001114	Prbh.g_01095	Syao.g_00659
OG0001115	Prbh.g_01097	Syao.g_00832
OG0001116	Prbh.g_01098	Syao.g_00830
OG0001117	Prbh.g_01099	Syao.g_00829
OG0001118	Prbh.g_01100	Syao.g_00828
OG0001119	Prbh.g_01101	Syao.g_00826
OG0001120	Prbh.g_01102	Syao.g_00822
OG0001122	Prbh.g_01119	Syao.g_00445
OG0001123	Prbh.g_01124	Syao.g_00451
OG0001124	Prbh.g_01126	Syao.g_00453
OG0001125	Prbh.g_01128	Syao.g_00456
OG0001126	Prbh.g_01042	Syao.g_00504
OG0001127	Prbh.g_01041	Syao.g_00505
OG0001128	Prbh.g_01039	Syao.g_00508
OG0001129	Prbh.g_01038	Syao.g_00510
OG0001130	Prbh.g_01037	Syao.g_00511
OG0001131	Prbh.g_00411	Syao.g_01387
