Orthogroup	Prbh	Pray
OG0000555	Prbh.g_00288	Pray.g_01219
OG0000556	Prbh.g_00286	Pray.g_01217
OG0000557	Prbh.g_00285	Pray.g_01216
OG0000558	Prbh.g_00283	Pray.g_01214
OG0000559	Prbh.g_00279	Pray.g_01210
OG0000560	Prbh.g_00276	Pray.g_01207
OG0000561	Prbh.g_00275	Pray.g_01206
OG0000562	Prbh.g_00274	Pray.g_01205
OG0000563	Prbh.g_00273	Pray.g_01204
OG0000564	Prbh.g_00272	Pray.g_01203
OG0000565	Prbh.g_00269	Pray.g_01200
OG0000566	Prbh.g_00265	Pray.g_01198
OG0000567	Prbh.g_00261	Pray.g_01194
OG0000568	Prbh.g_00260	Pray.g_01193
OG0000569	Prbh.g_00259	Pray.g_01192
OG0000570	Prbh.g_00258	Pray.g_01191
OG0000571	Prbh.g_00256	Pray.g_01189
OG0000572	Prbh.g_00244	Pray.g_01176
OG0000573	Prbh.g_00238	Pray.g_01171
OG0000574	Prbh.g_00237	Pray.g_01170
OG0000575	Prbh.g_00233	Pray.g_01166
OG0000576	Prbh.g_00231	Pray.g_01164
OG0000577	Prbh.g_00230	Pray.g_01163
OG0000578	Prbh.g_00229	Pray.g_01162
OG0000579	Prbh.g_00228	Pray.g_01161
OG0000580	Prbh.g_00227	Pray.g_01160
OG0000581	Prbh.g_00224	Pray.g_01158
OG0000582	Prbh.g_00221	Pray.g_01155
OG0000583	Prbh.g_00220	Pray.g_01154
OG0000584	Prbh.g_00219	Pray.g_01153
OG0000585	Prbh.g_00217	Pray.g_01151
OG0000586	Prbh.g_00216	Pray.g_01150
OG0000587	Prbh.g_00215	Pray.g_01149
OG0000588	Prbh.g_01465	Pray.g_01145
OG0000589	Prbh.g_01462	Pray.g_01142
OG0000590	Prbh.g_01461	Pray.g_01141
OG0000591	Prbh.g_01457	Pray.g_01138
OG0000592	Prbh.g_01456	Pray.g_01137
OG0000593	Prbh.g_01221	Pray.g_01131
OG0000594	Prbh.g_01220	Pray.g_01130
OG0000595	Prbh.g_01219	Pray.g_01129
OG0000596	Prbh.g_01216	Pray.g_01125
OG0000597	Prbh.g_01213	Pray.g_01123
OG0000598	Prbh.g_01212	Pray.g_01122
OG0000599	Prbh.g_01209	Pray.g_01119
OG0000600	Prbh.g_01208	Pray.g_01118
OG0000601	Prbh.g_01207	Pray.g_01117
OG0000602	Prbh.g_01205	Pray.g_01115
OG0000603	Prbh.g_01204	Pray.g_01114
OG0000604	Prbh.g_01203	Pray.g_01113
OG0000605	Prbh.g_01202	Pray.g_01112
OG0000606	Prbh.g_01199	Pray.g_01109
OG0000607	Prbh.g_01196	Pray.g_01106
OG0000608	Prbh.g_01195	Pray.g_01105
OG0000609	Prbh.g_01194	Pray.g_01104
OG0000610	Prbh.g_01188	Pray.g_01099
OG0000611	Prbh.g_01185	Pray.g_01096
OG0000612	Prbh.g_01184	Pray.g_01095
OG0000613	Prbh.g_00907	Pray.g_01090
OG0000614	Prbh.g_00928	Pray.g_01071
OG0000615	Prbh.g_00939	Pray.g_01063
OG0000616	Prbh.g_01487	Pray.g_01059
OG0000617	Prbh.g_01167	Pray.g_01034
OG0000618	Prbh.g_01166	Pray.g_01033
OG0000619	Prbh.g_01165	Pray.g_01032
OG0000620	Prbh.g_01162	Pray.g_01029
OG0000621	Prbh.g_01161	Pray.g_01028
OG0000622	Prbh.g_01160	Pray.g_01027
OG0000623	Prbh.g_01159	Pray.g_01026
OG0000624	Prbh.g_01157	Pray.g_01025
OG0000625	Prbh.g_01156	Pray.g_00269
OG0000626	Prbh.g_01155	Pray.g_00270
OG0000627	Prbh.g_01154	Pray.g_00271
OG0000628	Prbh.g_01153	Pray.g_00272
OG0000629	Prbh.g_01151	Pray.g_00273
OG0000630	Prbh.g_01148	Pray.g_00276
OG0000631	Prbh.g_01056	Pray.g_00339
OG0000632	Prbh.g_01057	Pray.g_00340
OG0000633	Prbh.g_01058	Pray.g_00341
OG0000634	Prbh.g_00949	Pray.g_00344
OG0000635	Prbh.g_00950	Pray.g_00345
OG0000636	Prbh.g_00952	Pray.g_00347
OG0000637	Prbh.g_00954	Pray.g_00349
OG0000638	Prbh.g_00955	Pray.g_00350
OG0000639	Prbh.g_00956	Pray.g_00351
OG0000640	Prbh.g_00957	Pray.g_00352
OG0000641	Prbh.g_00961	Pray.g_00356
OG0000642	Prbh.g_00962	Pray.g_00357
OG0000643	Prbh.g_00963	Pray.g_00358
OG0000644	Prbh.g_00964	Pray.g_00359
OG0000645	Prbh.g_00965	Pray.g_00360
OG0000646	Prbh.g_00967	Pray.g_00362
OG0000647	Prbh.g_00969	Pray.g_00363
OG0000648	Prbh.g_00971	Pray.g_00365
OG0000649	Prbh.g_00972	Pray.g_00366
OG0000650	Prbh.g_00973	Pray.g_00367
OG0000651	Prbh.g_00974	Pray.g_00368
OG0000652	Prbh.g_00975	Pray.g_00369
OG0000653	Prbh.g_00977	Pray.g_00371
OG0000654	Prbh.g_00978	Pray.g_00372
OG0000655	Prbh.g_00979	Pray.g_00373
OG0000656	Prbh.g_00982	Pray.g_00376
OG0000657	Prbh.g_00989	Pray.g_00384
OG0000658	Prbh.g_00991	Pray.g_00385
OG0000659	Prbh.g_00992	Pray.g_00386
OG0000660	Prbh.g_00996	Pray.g_00390
OG0000661	Prbh.g_00998	Pray.g_00392
OG0000662	Prbh.g_01001	Pray.g_00394
OG0000663	Prbh.g_01003	Pray.g_00396
OG0000664	Prbh.g_01004	Pray.g_00397
OG0000665	Prbh.g_01010	Pray.g_00401
OG0000666	Prbh.g_01011	Pray.g_00402
OG0000667	Prbh.g_01015	Pray.g_00406
OG0000668	Prbh.g_00857	Pray.g_00436
OG0000669	Prbh.g_00868	Pray.g_00443
OG0000670	Prbh.g_00871	Pray.g_00445
OG0000671	Prbh.g_00873	Pray.g_00447
OG0000672	Prbh.g_00876	Pray.g_00450
OG0000673	Prbh.g_00879	Pray.g_00453
OG0000674	Prbh.g_00881	Pray.g_00455
OG0000675	Prbh.g_00882	Pray.g_00456
OG0000676	Prbh.g_00884	Pray.g_00458
OG0000677	Prbh.g_00885	Pray.g_00459
OG0000678	Prbh.g_00887	Pray.g_00461
OG0000679	Prbh.g_00891	Pray.g_00465
OG0000680	Prbh.g_00892	Pray.g_00466
OG0000681	Prbh.g_00895	Pray.g_00469
OG0000682	Prbh.g_00896	Pray.g_00470
OG0000683	Prbh.g_00897	Pray.g_00471
OG0000684	Prbh.g_00898	Pray.g_00473
OG0000685	Prbh.g_00900	Pray.g_00475
OG0000686	Prbh.g_00901	Pray.g_00476
OG0000687	Prbh.g_00902	Pray.g_00477
OG0000688	Prbh.g_01179	Pray.g_00480
OG0000689	Prbh.g_01178	Pray.g_00481
OG0000690	Prbh.g_01177	Pray.g_00482
OG0000691	Prbh.g_01176	Pray.g_00483
OG0000692	Prbh.g_01174	Pray.g_00485
OG0000693	Prbh.g_01173	Pray.g_00486
OG0000694	Prbh.g_01172	Pray.g_00487
OG0000695	Prbh.g_01060	Pray.g_00489
OG0000696	Prbh.g_01061	Pray.g_00490
OG0000697	Prbh.g_01062	Pray.g_00491
OG0000698	Prbh.g_01065	Pray.g_00494
OG0000699	Prbh.g_01066	Pray.g_00495
OG0000700	Prbh.g_01067	Pray.g_00496
OG0000701	Prbh.g_01068	Pray.g_00497
OG0000702	Prbh.g_01070	Pray.g_00499
OG0000703	Prbh.g_01071	Pray.g_00500
OG0000704	Prbh.g_01073	Pray.g_00501
OG0000705	Prbh.g_01079	Pray.g_00505
OG0000706	Prbh.g_01080	Pray.g_00506
OG0000707	Prbh.g_01081	Pray.g_00507
OG0000708	Prbh.g_01083	Pray.g_00508
OG0000709	Prbh.g_01087	Pray.g_00512
OG0000710	Prbh.g_01090	Pray.g_00515
OG0000711	Prbh.g_01106	Pray.g_00532
OG0000712	Prbh.g_01107	Pray.g_00534
OG0000713	Prbh.g_01108	Pray.g_00535
OG0000714	Prbh.g_01109	Pray.g_00536
OG0000715	Prbh.g_01111	Pray.g_00538
OG0000716	Prbh.g_01113	Pray.g_00540
OG0000717	Prbh.g_01114	Pray.g_00541
OG0000718	Prbh.g_01116	Pray.g_00553
OG0000719	Prbh.g_01118	Pray.g_00555
OG0000720	Prbh.g_01129	Pray.g_00564
OG0000721	Prbh.g_01133	Pray.g_00566
OG0000722	Prbh.g_01134	Pray.g_00567
OG0000723	Prbh.g_01138	Pray.g_00570
OG0000724	Prbh.g_01036	Pray.g_00579
OG0000725	Prbh.g_01030	Pray.g_00585
OG0000726	Prbh.g_01029	Pray.g_00586
OG0000727	Prbh.g_01028	Pray.g_00587
OG0000728	Prbh.g_01026	Pray.g_00589
OG0000729	Prbh.g_01351	Pray.g_00634
OG0000730	Prbh.g_01325	Pray.g_00132
OG0000731	Prbh.g_00432	Pray.g_00128
OG0000733	Prbh.g_01867	Pray.g_00096
OG0000734	Prbh.g_01299	Pray.g_00079
OG0000735	Prbh.g_01297	Pray.g_00077
OG0000736	Prbh.g_01296	Pray.g_00076
OG0000737	Prbh.g_01295	Pray.g_00075
OG0000738	Prbh.g_01291	Pray.g_00071
OG0000739	Prbh.g_01290	Pray.g_00070
OG0000740	Prbh.g_01289	Pray.g_00069
OG0000741	Prbh.g_01287	Pray.g_00068
OG0000742	Prbh.g_01284	Pray.g_00065
OG0000743	Prbh.g_01282	Pray.g_00063
OG0000744	Prbh.g_01280	Pray.g_00062
OG0000745	Prbh.g_01279	Pray.g_00060
OG0000746	Prbh.g_01277	Pray.g_00058
OG0000747	Prbh.g_01276	Pray.g_00057
OG0000748	Prbh.g_01272	Pray.g_00054
OG0000749	Prbh.g_01271	Pray.g_00053
OG0000750	Prbh.g_01270	Pray.g_00052
OG0000751	Prbh.g_01267	Pray.g_00050
OG0000752	Prbh.g_01265	Pray.g_00048
OG0000753	Prbh.g_01262	Pray.g_00045
OG0000754	Prbh.g_01260	Pray.g_00042
OG0000755	Prbh.g_01254	Pray.g_00039
OG0000756	Prbh.g_01253	Pray.g_00038
OG0000757	Prbh.g_01246	Pray.g_00032
OG0000758	Prbh.g_01245	Pray.g_00031
OG0000759	Prbh.g_01244	Pray.g_00030
OG0000760	Prbh.g_01243	Pray.g_00029
OG0000761	Prbh.g_01242	Pray.g_00028
OG0000762	Prbh.g_01241	Pray.g_00027
OG0000763	Prbh.g_01239	Pray.g_00025
OG0000764	Prbh.g_01238	Pray.g_00024
OG0000765	Prbh.g_01230	Pray.g_00015
OG0000766	Prbh.g_01229	Pray.g_00014
OG0000767	Prbh.g_01227	Pray.g_00012
OG0000768	Prbh.g_01226	Pray.g_00011
OG0000769	Prbh.g_01224	Pray.g_00009
OG0000770	Prbh.g_01451	Pray.g_00007
OG0000771	Prbh.g_01397	Pray.g_00250
OG0000772	Prbh.g_01845	Pray.g_01895
OG0000773	Prbh.g_01364	Pray.g_01879
OG0000774	Prbh.g_01366	Pray.g_01877
OG0000775	Prbh.g_01368	Pray.g_01875
OG0000776	Prbh.g_01369	Pray.g_01874
OG0000777	Prbh.g_01370	Pray.g_01873
OG0000778	Prbh.g_01371	Pray.g_01872
OG0000779	Prbh.g_01375	Pray.g_01868
OG0000780	Prbh.g_01376	Pray.g_01867
OG0000781	Prbh.g_01379	Pray.g_01864
OG0000782	Prbh.g_01380	Pray.g_01863
OG0000783	Prbh.g_01381	Pray.g_01862
OG0000784	Prbh.g_01382	Pray.g_01861
OG0000785	Prbh.g_01384	Pray.g_01859
OG0000786	Prbh.g_01387	Pray.g_01857
OG0000787	Prbh.g_01388	Pray.g_01856
OG0000788	Prbh.g_00206	Pray.g_01842
OG0000789	Prbh.g_00196	Pray.g_01839
OG0000790	Prbh.g_00014	Pray.g_01824
OG0000791	Prbh.g_00016	Pray.g_01822
OG0000792	Prbh.g_00017	Pray.g_01821
OG0000793	Prbh.g_00021	Pray.g_01818
OG0000794	Prbh.g_00022	Pray.g_01817
OG0000795	Prbh.g_00023	Pray.g_01816
OG0000796	Prbh.g_00027	Pray.g_01812
OG0000797	Prbh.g_00028	Pray.g_01811
OG0000798	Prbh.g_00062	Pray.g_01799
OG0000799	Prbh.g_00079	Pray.g_01740
OG0000800	Prbh.g_00080	Pray.g_01739
OG0000801	Prbh.g_00081	Pray.g_01738
OG0000802	Prbh.g_00083	Pray.g_01736
OG0000803	Prbh.g_00085	Pray.g_01734
OG0000804	Prbh.g_00086	Pray.g_01733
OG0000805	Prbh.g_00088	Pray.g_01731
OG0000806	Prbh.g_00090	Pray.g_01729
OG0000807	Prbh.g_00091	Pray.g_01728
OG0000808	Prbh.g_00092	Pray.g_01727
OG0000809	Prbh.g_00094	Pray.g_01724
OG0000810	Prbh.g_00095	Pray.g_01723
OG0000811	Prbh.g_00102	Pray.g_01719
OG0000812	Prbh.g_00104	Pray.g_01717
OG0000813	Prbh.g_00105	Pray.g_01716
OG0000814	Prbh.g_00107	Pray.g_01714
OG0000815	Prbh.g_00108	Pray.g_01713
OG0000816	Prbh.g_00110	Pray.g_01711
OG0000817	Prbh.g_00111	Pray.g_01710
OG0000818	Prbh.g_00116	Pray.g_01705
OG0000819	Prbh.g_00117	Pray.g_01704
OG0000820	Prbh.g_00118	Pray.g_01703
OG0000821	Prbh.g_00122	Pray.g_01699
OG0000822	Prbh.g_00123	Pray.g_01698
OG0000823	Prbh.g_00124	Pray.g_01697
OG0000824	Prbh.g_00127	Pray.g_01694
OG0000825	Prbh.g_00128	Pray.g_01693
OG0000826	Prbh.g_00129	Pray.g_01692
OG0000827	Prbh.g_00130	Pray.g_01691
OG0000828	Prbh.g_00133	Pray.g_01688
OG0000829	Prbh.g_00134	Pray.g_01687
OG0000830	Prbh.g_00135	Pray.g_01686
OG0000831	Prbh.g_00137	Pray.g_01684
OG0000832	Prbh.g_00147	Pray.g_01678
OG0000833	Prbh.g_00156	Pray.g_01670
OG0000834	Prbh.g_00157	Pray.g_01669
OG0000835	Prbh.g_00158	Pray.g_01668
OG0000836	Prbh.g_00159	Pray.g_01667
OG0000837	Prbh.g_00160	Pray.g_01666
OG0000838	Prbh.g_00163	Pray.g_01664
OG0000839	Prbh.g_00164	Pray.g_01663
OG0000840	Prbh.g_00165	Pray.g_01662
OG0000841	Prbh.g_00166	Pray.g_01661
OG0000842	Prbh.g_00167	Pray.g_01660
OG0000843	Prbh.g_00168	Pray.g_01659
OG0000844	Prbh.g_00169	Pray.g_01658
OG0000845	Prbh.g_00170	Pray.g_01657
OG0000846	Prbh.g_00171	Pray.g_01656
OG0000847	Prbh.g_00172	Pray.g_01655
OG0000848	Prbh.g_00173	Pray.g_01654
OG0000849	Prbh.g_00174	Pray.g_01653
OG0000850	Prbh.g_00176	Pray.g_01651
OG0000851	Prbh.g_00177	Pray.g_01650
OG0000852	Prbh.g_00178	Pray.g_01649
OG0000853	Prbh.g_00183	Pray.g_01645
OG0000854	Prbh.g_00185	Pray.g_01643
OG0000855	Prbh.g_00186	Pray.g_01642
OG0000856	Prbh.g_01454	Pray.g_01627
OG0000857	Prbh.g_00968	Pray.g_01600
OG0000858	Prbh.g_01789	Pray.g_01565
OG0000859	Prbh.g_01788	Pray.g_01564
OG0000860	Prbh.g_01780	Pray.g_01557
OG0000861	Prbh.g_01779	Pray.g_01556
OG0000862	Prbh.g_01778	Pray.g_01555
OG0000863	Prbh.g_01776	Pray.g_01553
OG0000864	Prbh.g_01775	Pray.g_01552
OG0000865	Prbh.g_01774	Pray.g_01551
OG0000866	Prbh.g_01773	Pray.g_01550
OG0000867	Prbh.g_01772	Pray.g_01549
OG0000868	Prbh.g_01770	Pray.g_01548
OG0000869	Prbh.g_01767	Pray.g_01544
OG0000870	Prbh.g_01762	Pray.g_01539
OG0000871	Prbh.g_01761	Pray.g_01538
OG0000872	Prbh.g_01760	Pray.g_01537
OG0000873	Prbh.g_01757	Pray.g_01534
OG0000874	Prbh.g_01754	Pray.g_01531
OG0000875	Prbh.g_01752	Pray.g_01530
OG0000876	Prbh.g_01751	Pray.g_01529
OG0000877	Prbh.g_01749	Pray.g_01527
OG0000878	Prbh.g_01748	Pray.g_01526
OG0000879	Prbh.g_01747	Pray.g_01525
OG0000880	Prbh.g_01746	Pray.g_01524
OG0000881	Prbh.g_01742	Pray.g_01520
OG0000882	Prbh.g_01737	Pray.g_01515
OG0000883	Prbh.g_01735	Pray.g_01513
OG0000884	Prbh.g_01733	Pray.g_01512
OG0000885	Prbh.g_01732	Pray.g_01511
OG0000886	Prbh.g_01731	Pray.g_01510
OG0000887	Prbh.g_01730	Pray.g_01509
OG0000888	Prbh.g_01728	Pray.g_01507
OG0000889	Prbh.g_01726	Pray.g_01505
OG0000890	Prbh.g_01725	Pray.g_01504
OG0000891	Prbh.g_01724	Pray.g_01503
OG0000892	Prbh.g_01723	Pray.g_01229
OG0000893	Prbh.g_01719	Pray.g_01234
OG0000894	Prbh.g_01716	Pray.g_01236
OG0000895	Prbh.g_01712	Pray.g_01239
OG0000896	Prbh.g_01711	Pray.g_01240
OG0000897	Prbh.g_01709	Pray.g_01242
OG0000898	Prbh.g_01708	Pray.g_01243
OG0000899	Prbh.g_01707	Pray.g_01244
OG0000900	Prbh.g_01706	Pray.g_01245
OG0000901	Prbh.g_01703	Pray.g_01248
OG0000902	Prbh.g_01701	Pray.g_01250
OG0000903	Prbh.g_01697	Pray.g_01253
OG0000904	Prbh.g_01692	Pray.g_01255
OG0000905	Prbh.g_01699	Pray.g_01260
OG0000906	Prbh.g_01700	Pray.g_01261
OG0000907	Prbh.g_01687	Pray.g_01264
OG0000908	Prbh.g_01684	Pray.g_01267
OG0000909	Prbh.g_01683	Pray.g_01268
OG0000910	Prbh.g_01682	Pray.g_01269
OG0000911	Prbh.g_01680	Pray.g_01271
OG0000912	Prbh.g_01679	Pray.g_01272
OG0000913	Prbh.g_01678	Pray.g_01273
OG0000914	Prbh.g_01677	Pray.g_01274
OG0000915	Prbh.g_01676	Pray.g_01275
OG0000916	Prbh.g_01675	Pray.g_01276
OG0000917	Prbh.g_01674	Pray.g_01277
OG0000918	Prbh.g_01673	Pray.g_01278
OG0000919	Prbh.g_01672	Pray.g_01279
OG0000920	Prbh.g_01671	Pray.g_01280
OG0000921	Prbh.g_01670	Pray.g_01281
OG0000922	Prbh.g_01669	Pray.g_01282
OG0000923	Prbh.g_01665	Pray.g_01286
OG0000924	Prbh.g_01664	Pray.g_01287
OG0000925	Prbh.g_01663	Pray.g_01288
OG0000926	Prbh.g_01662	Pray.g_01289
OG0000927	Prbh.g_01660	Pray.g_01291
OG0000928	Prbh.g_01659	Pray.g_01292
OG0000929	Prbh.g_01658	Pray.g_01293
OG0000930	Prbh.g_01657	Pray.g_01294
OG0000931	Prbh.g_01656	Pray.g_01295
OG0000932	Prbh.g_01655	Pray.g_01296
OG0000933	Prbh.g_01651	Pray.g_01300
OG0000934	Prbh.g_01649	Pray.g_01302
OG0000935	Prbh.g_01648	Pray.g_01303
OG0000936	Prbh.g_01647	Pray.g_01304
OG0000937	Prbh.g_01646	Pray.g_01305
OG0000938	Prbh.g_01643	Pray.g_01307
OG0000939	Prbh.g_01642	Pray.g_01308
OG0000940	Prbh.g_01635	Pray.g_01315
OG0000941	Prbh.g_01633	Pray.g_01317
OG0000942	Prbh.g_01631	Pray.g_01319
OG0000943	Prbh.g_01630	Pray.g_01320
OG0000944	Prbh.g_01628	Pray.g_01321
OG0000945	Prbh.g_01627	Pray.g_01322
OG0000946	Prbh.g_01621	Pray.g_01327
OG0000947	Prbh.g_01619	Pray.g_01329
OG0000948	Prbh.g_01618	Pray.g_01330
OG0000949	Prbh.g_01615	Pray.g_01333
OG0000950	Prbh.g_01608	Pray.g_01338
OG0000951	Prbh.g_01604	Pray.g_01342
OG0000952	Prbh.g_01600	Pray.g_01346
OG0000953	Prbh.g_01596	Pray.g_01349
OG0000954	Prbh.g_01592	Pray.g_01353
OG0000955	Prbh.g_01591	Pray.g_01354
OG0000956	Prbh.g_01589	Pray.g_01356
OG0000957	Prbh.g_01583	Pray.g_01362
OG0000958	Prbh.g_01582	Pray.g_01363
OG0000959	Prbh.g_01578	Pray.g_01367
OG0000960	Prbh.g_01577	Pray.g_01368
OG0000961	Prbh.g_01574	Pray.g_01370
OG0000962	Prbh.g_01572	Pray.g_01372
OG0000963	Prbh.g_01568	Pray.g_01376
OG0000964	Prbh.g_01567	Pray.g_01377
OG0000965	Prbh.g_01566	Pray.g_01378
OG0000966	Prbh.g_01560	Pray.g_01385
OG0000967	Prbh.g_01556	Pray.g_01390
OG0000968	Prbh.g_01554	Pray.g_01392
OG0000969	Prbh.g_01553	Pray.g_01393
OG0000970	Prbh.g_01552	Pray.g_01394
OG0000971	Prbh.g_01551	Pray.g_01395
OG0000972	Prbh.g_01550	Pray.g_01396
OG0000973	Prbh.g_01549	Pray.g_01397
OG0000974	Prbh.g_01548	Pray.g_01398
OG0000975	Prbh.g_01547	Pray.g_01399
OG0000976	Prbh.g_01546	Pray.g_01400
OG0000977	Prbh.g_01545	Pray.g_01401
OG0000978	Prbh.g_01544	Pray.g_01402
OG0000979	Prbh.g_01541	Pray.g_01405
OG0000980	Prbh.g_01539	Pray.g_01407
OG0000981	Prbh.g_01536	Pray.g_01409
OG0000982	Prbh.g_01534	Pray.g_01411
OG0000983	Prbh.g_01533	Pray.g_01412
OG0000984	Prbh.g_01532	Pray.g_01413
OG0000985	Prbh.g_01529	Pray.g_01416
OG0000986	Prbh.g_01527	Pray.g_01418
OG0000987	Prbh.g_01526	Pray.g_01419
OG0000988	Prbh.g_01523	Pray.g_01422
OG0000989	Prbh.g_01519	Pray.g_01426
OG0000990	Prbh.g_01514	Pray.g_01429
OG0000991	Prbh.g_01513	Pray.g_01430
OG0000992	Prbh.g_01510	Pray.g_01432
OG0000993	Prbh.g_01509	Pray.g_01433
OG0000994	Prbh.g_01508	Pray.g_01434
OG0000995	Prbh.g_01504	Pray.g_01438
OG0000996	Prbh.g_01503	Pray.g_01439
OG0000997	Prbh.g_01501	Pray.g_01440
OG0000998	Prbh.g_01499	Pray.g_01442
OG0000999	Prbh.g_01498	Pray.g_01443
OG0001000	Prbh.g_01495	Pray.g_01446
OG0001001	Prbh.g_01490	Pray.g_01448
OG0001002	Prbh.g_01485	Pray.g_01452
OG0001003	Prbh.g_01484	Pray.g_01453
OG0001004	Prbh.g_01483	Pray.g_01454
OG0001005	Prbh.g_01482	Pray.g_01455
OG0001006	Prbh.g_01478	Pray.g_01459
OG0001007	Prbh.g_01476	Pray.g_01461
OG0001008	Prbh.g_00395	Pray.g_00927
OG0001009	Prbh.g_00753	Pray.g_01489
OG0001010	Prbh.g_00752	Pray.g_01490
OG0001011	Prbh.g_00751	Pray.g_01491
OG0001012	Prbh.g_00739	Pray.g_00240
OG0001013	Prbh.g_00732	Pray.g_00235
OG0001014	Prbh.g_00729	Pray.g_00232
OG0001015	Prbh.g_00728	Pray.g_00231
OG0001016	Prbh.g_00709	Pray.g_00216
OG0001017	Prbh.g_00705	Pray.g_00212
OG0001018	Prbh.g_00703	Pray.g_00209
OG0001019	Prbh.g_00694	Pray.g_00200
OG0001020	Prbh.g_00693	Pray.g_00199
OG0001021	Prbh.g_00692	Pray.g_00198
OG0001022	Prbh.g_00689	Pray.g_00195
OG0001023	Prbh.g_00688	Pray.g_00194
OG0001024	Prbh.g_00685	Pray.g_00191
OG0001025	Prbh.g_00678	Pray.g_00185
OG0001026	Prbh.g_00670	Pray.g_00178
OG0001027	Prbh.g_00669	Pray.g_00177
OG0001028	Prbh.g_00667	Pray.g_00175
OG0001029	Prbh.g_00666	Pray.g_00174
OG0001030	Prbh.g_00650	Pray.g_00159
OG0001031	Prbh.g_00596	Pray.g_00667
OG0001032	Prbh.g_00595	Pray.g_00668
OG0001033	Prbh.g_00574	Pray.g_00689
OG0001034	Prbh.g_00544	Pray.g_00717
OG0001035	Prbh.g_00524	Pray.g_00735
OG0001036	Prbh.g_00520	Pray.g_00739
OG0001037	Prbh.g_00519	Pray.g_00740
OG0001038	Prbh.g_00501	Pray.g_00757
OG0001039	Prbh.g_00498	Pray.g_00760
OG0001040	Prbh.g_00496	Pray.g_00762
OG0001041	Prbh.g_00491	Pray.g_00766
OG0001042	Prbh.g_00474	Pray.g_00782
OG0001043	Prbh.g_00473	Pray.g_00783
OG0001044	Prbh.g_00440	Pray.g_00811
OG0001045	Prbh.g_00430	Pray.g_00820
OG0001046	Prbh.g_01877	Pray.g_00857
OG0001047	Prbh.g_00393	Pray.g_00929
OG0001048	Prbh.g_00392	Pray.g_00930
OG0001049	Prbh.g_00390	Pray.g_00932
OG0001050	Prbh.g_00389	Pray.g_00933
OG0001051	Prbh.g_00388	Pray.g_00934
OG0001052	Prbh.g_00360	Pray.g_00961
OG0001053	Prbh.g_00348	Pray.g_00973
OG0001054	Prbh.g_00333	Pray.g_00989
OG0001055	Prbh.g_00313	Pray.g_01008
OG0001056	Prbh.g_00293	Pray.g_01225
OG0001057	Prbh.g_00289	Pray.g_01220
OG0001058	Prbh.g_00281	Pray.g_01212
OG0001059	Prbh.g_00277	Pray.g_01208
OG0001060	Prbh.g_00270	Pray.g_01201
OG0001061	Prbh.g_00255	Pray.g_01188
OG0001062	Prbh.g_00253	Pray.g_01186
OG0001063	Prbh.g_00251	Pray.g_01184
OG0001064	Prbh.g_00250	Pray.g_01183
OG0001065	Prbh.g_00249	Pray.g_01182
OG0001066	Prbh.g_00248	Pray.g_01181
OG0001067	Prbh.g_00247	Pray.g_01180
OG0001068	Prbh.g_00246	Pray.g_01179
OG0001069	Prbh.g_00245	Pray.g_01178
OG0001070	Prbh.g_00243	Pray.g_01175
OG0001071	Prbh.g_00242	Pray.g_01174
OG0001072	Prbh.g_00240	Pray.g_01173
OG0001073	Prbh.g_00226	Pray.g_01159
OG0001074	Prbh.g_00214	Pray.g_01148
OG0001075	Prbh.g_00213	Pray.g_01147
OG0001076	Prbh.g_01459	Pray.g_01139
OG0001077	Prbh.g_01453	Pray.g_01135
OG0001078	Prbh.g_01217	Pray.g_01127
OG0001079	Prbh.g_01206	Pray.g_01116
OG0001080	Prbh.g_01200	Pray.g_01110
OG0001081	Prbh.g_01198	Pray.g_01108
OG0001082	Prbh.g_01197	Pray.g_01107
OG0001083	Prbh.g_01192	Pray.g_01102
OG0001084	Prbh.g_01191	Pray.g_01101
OG0001085	Prbh.g_00904	Pray.g_01093
OG0001086	Prbh.g_00905	Pray.g_01092
OG0001087	Prbh.g_00923	Pray.g_01075
OG0001088	Prbh.g_00924	Pray.g_01074
OG0001089	Prbh.g_00935	Pray.g_01066
OG0001090	Prbh.g_00946	Pray.g_01039
OG0001091	Prbh.g_01170	Pray.g_01037
OG0001092	Prbh.g_01169	Pray.g_01036
OG0001093	Prbh.g_01164	Pray.g_01031
OG0001094	Prbh.g_01171	Pray.g_00342
OG0001095	Prbh.g_00966	Pray.g_00361
OG0001096	Prbh.g_00980	Pray.g_00374
OG0001097	Prbh.g_00999	Pray.g_00393
OG0001098	Prbh.g_01019	Pray.g_00408
OG0001099	Prbh.g_00861	Pray.g_00440
OG0001100	Prbh.g_00870	Pray.g_00444
OG0001101	Prbh.g_00872	Pray.g_00446
OG0001102	Prbh.g_00875	Pray.g_00449
OG0001103	Prbh.g_00877	Pray.g_00451
OG0001104	Prbh.g_00899	Pray.g_00474
OG0001105	Prbh.g_00903	Pray.g_00478
OG0001106	Prbh.g_01074	Pray.g_00502
OG0001107	Prbh.g_01084	Pray.g_00509
OG0001108	Prbh.g_01088	Pray.g_00513
OG0001109	Prbh.g_01089	Pray.g_00514
OG0001110	Prbh.g_01091	Pray.g_00516
OG0001111	Prbh.g_01092	Pray.g_00517
OG0001112	Prbh.g_01093	Pray.g_00518
OG0001113	Prbh.g_01094	Pray.g_00519
OG0001114	Prbh.g_01095	Pray.g_00520
