Orthogroup	Pray	Prbk
OG0000574	Pray.g_01109	Prbk.g_00729
OG0000575	Pray.g_01108	Prbk.g_00728
OG0000576	Pray.g_01107	Prbk.g_00727
OG0000577	Pray.g_01106	Prbk.g_00726
OG0000578	Pray.g_01105	Prbk.g_00725
OG0000579	Pray.g_01104	Prbk.g_00723
OG0000580	Pray.g_01103	Prbk.g_00720
OG0000581	Pray.g_01102	Prbk.g_00719
OG0000582	Pray.g_01101	Prbk.g_00718
OG0000583	Pray.g_01100	Prbk.g_00717
OG0000584	Pray.g_01099	Prbk.g_00715
OG0000585	Pray.g_01098	Prbk.g_00714
OG0000586	Pray.g_01096	Prbk.g_00712
OG0000587	Pray.g_01095	Prbk.g_00711
OG0000588	Pray.g_01093	Prbk.g_00708
OG0000589	Pray.g_01092	Prbk.g_00706
OG0000590	Pray.g_01090	Prbk.g_00478
OG0000591	Pray.g_01084	Prbk.g_01361
OG0000592	Pray.g_01083	Prbk.g_01767
OG0000593	Pray.g_01082	Prbk.g_00672
OG0000594	Pray.g_01080	Prbk.g_02509
OG0000595	Pray.g_01079	Prbk.g_01925
OG0000596	Pray.g_01078	Prbk.g_01805
OG0000597	Pray.g_01076	Prbk.g_01827
OG0000598	Pray.g_01075	Prbk.g_01821
OG0000599	Pray.g_01074	Prbk.g_01817
OG0000600	Pray.g_01073	Prbk.g_01816
OG0000601	Pray.g_01071	Prbk.g_01802
OG0000602	Pray.g_01070	Prbk.g_01801
OG0000603	Pray.g_01069	Prbk.g_01800
OG0000604	Pray.g_01068	Prbk.g_01760
OG0000605	Pray.g_01067	Prbk.g_01761
OG0000606	Pray.g_01066	Prbk.g_01764
OG0000607	Pray.g_01064	Prbk.g_01766
OG0000608	Pray.g_01063	Prbk.g_02429
OG0000609	Pray.g_01059	Prbk.g_02262
OG0000610	Pray.g_01058	Prbk.g_00169
OG0000611	Pray.g_01039	Prbk.g_00617
OG0000612	Pray.g_01038	Prbk.g_00616
OG0000613	Pray.g_01037	Prbk.g_00615
OG0000614	Pray.g_01036	Prbk.g_00614
OG0000615	Pray.g_01034	Prbk.g_00613
OG0000616	Pray.g_01033	Prbk.g_00612
OG0000617	Pray.g_01032	Prbk.g_00611
OG0000618	Pray.g_01031	Prbk.g_00610
OG0000619	Pray.g_01030	Prbk.g_00608
OG0000620	Pray.g_01029	Prbk.g_00607
OG0000621	Pray.g_01028	Prbk.g_00606
OG0000622	Pray.g_01027	Prbk.g_00605
OG0000623	Pray.g_01026	Prbk.g_00604
OG0000624	Pray.g_01025	Prbk.g_00603
OG0000625	Pray.g_00269	Prbk.g_00602
OG0000626	Pray.g_00270	Prbk.g_00601
OG0000627	Pray.g_00271	Prbk.g_02376
OG0000628	Pray.g_00272	Prbk.g_02375
OG0000629	Pray.g_00273	Prbk.g_02372
OG0000630	Pray.g_00274	Prbk.g_02371
OG0000631	Pray.g_00276	Prbk.g_02368
OG0000632	Pray.g_00289	Prbk.g_01780
OG0000633	Pray.g_00293	Prbk.g_01872
OG0000634	Pray.g_00306	Prbk.g_01863
OG0000635	Pray.g_00313	Prbk.g_02332
OG0000636	Pray.g_00314	Prbk.g_02333
OG0000637	Pray.g_00315	Prbk.g_02334
OG0000638	Pray.g_00326	Prbk.g_00865
OG0000639	Pray.g_00335	Prbk.g_01455
OG0000640	Pray.g_00337	Prbk.g_02367
OG0000641	Pray.g_00339	Prbk.g_02362
OG0000642	Pray.g_00340	Prbk.g_02361
OG0000643	Pray.g_00341	Prbk.g_02360
OG0000644	Pray.g_00342	Prbk.g_02462
OG0000645	Pray.g_00343	Prbk.g_02463
OG0000646	Pray.g_00344	Prbk.g_02464
OG0000647	Pray.g_00345	Prbk.g_02465
OG0000648	Pray.g_00347	Prbk.g_02467
OG0000649	Pray.g_00348	Prbk.g_02468
OG0000650	Pray.g_00349	Prbk.g_02469
OG0000651	Pray.g_00350	Prbk.g_02470
OG0000652	Pray.g_00351	Prbk.g_02471
OG0000653	Pray.g_00352	Prbk.g_02472
OG0000654	Pray.g_00354	Prbk.g_02474
OG0000655	Pray.g_00356	Prbk.g_02476
OG0000656	Pray.g_00357	Prbk.g_02477
OG0000657	Pray.g_00358	Prbk.g_02478
OG0000658	Pray.g_00359	Prbk.g_02479
OG0000659	Pray.g_00360	Prbk.g_02480
OG0000660	Pray.g_00361	Prbk.g_02481
OG0000661	Pray.g_00362	Prbk.g_02483
OG0000662	Pray.g_00363	Prbk.g_02486
OG0000663	Pray.g_00364	Prbk.g_02487
OG0000664	Pray.g_00365	Prbk.g_02488
OG0000665	Pray.g_00366	Prbk.g_02489
OG0000666	Pray.g_00367	Prbk.g_02490
OG0000667	Pray.g_00368	Prbk.g_02491
OG0000668	Pray.g_00369	Prbk.g_02492
OG0000669	Pray.g_00371	Prbk.g_02494
OG0000670	Pray.g_00372	Prbk.g_02495
OG0000671	Pray.g_00373	Prbk.g_02496
OG0000672	Pray.g_00374	Prbk.g_02497
OG0000673	Pray.g_00375	Prbk.g_02498
OG0000674	Pray.g_00376	Prbk.g_02499
OG0000675	Pray.g_00378	Prbk.g_02526
OG0000676	Pray.g_00379	Prbk.g_02527
OG0000677	Pray.g_00382	Prbk.g_02530
OG0000678	Pray.g_00384	Prbk.g_02532
OG0000679	Pray.g_00385	Prbk.g_02534
OG0000680	Pray.g_00386	Prbk.g_02535
OG0000681	Pray.g_00387	Prbk.g_02536
OG0000682	Pray.g_00388	Prbk.g_02537
OG0000683	Pray.g_00390	Prbk.g_02539
OG0000684	Pray.g_00391	Prbk.g_02540
OG0000685	Pray.g_00392	Prbk.g_02541
OG0000686	Pray.g_00393	Prbk.g_02542
OG0000687	Pray.g_00394	Prbk.g_02543
OG0000688	Pray.g_00395	Prbk.g_02544
OG0000689	Pray.g_00396	Prbk.g_02546
OG0000690	Pray.g_00397	Prbk.g_02547
OG0000691	Pray.g_00398	Prbk.g_02548
OG0000692	Pray.g_00400	Prbk.g_02559
OG0000693	Pray.g_00401	Prbk.g_02560
OG0000694	Pray.g_00402	Prbk.g_02563
OG0000695	Pray.g_00403	Prbk.g_02567
OG0000696	Pray.g_00404	Prbk.g_02568
OG0000697	Pray.g_00406	Prbk.g_02570
OG0000698	Pray.g_00408	Prbk.g_02379
OG0000699	Pray.g_00409	Prbk.g_00598
OG0000700	Pray.g_00436	Prbk.g_00582
OG0000701	Pray.g_00440	Prbk.g_00193
OG0000702	Pray.g_00443	Prbk.g_02580
OG0000703	Pray.g_00444	Prbk.g_02389
OG0000704	Pray.g_00445	Prbk.g_01662
OG0000705	Pray.g_00446	Prbk.g_02390
OG0000706	Pray.g_00447	Prbk.g_02391
OG0000707	Pray.g_00449	Prbk.g_02393
OG0000708	Pray.g_00450	Prbk.g_02394
OG0000709	Pray.g_00452	Prbk.g_02396
OG0000710	Pray.g_00453	Prbk.g_02397
OG0000711	Pray.g_00454	Prbk.g_02398
OG0000712	Pray.g_00455	Prbk.g_02399
OG0000713	Pray.g_00456	Prbk.g_02400
OG0000714	Pray.g_00458	Prbk.g_02408
OG0000715	Pray.g_00459	Prbk.g_02410
OG0000716	Pray.g_00461	Prbk.g_02415
OG0000717	Pray.g_00462	Prbk.g_02417
OG0000718	Pray.g_00463	Prbk.g_02420
OG0000719	Pray.g_00465	Prbk.g_02435
OG0000720	Pray.g_00466	Prbk.g_02436
OG0000721	Pray.g_00469	Prbk.g_02438
OG0000722	Pray.g_00470	Prbk.g_02439
OG0000723	Pray.g_00471	Prbk.g_02440
OG0000724	Pray.g_00473	Prbk.g_02453
OG0000725	Pray.g_00474	Prbk.g_02452
OG0000726	Pray.g_00475	Prbk.g_02451
OG0000727	Pray.g_00476	Prbk.g_02450
OG0000728	Pray.g_00477	Prbk.g_02449
OG0000729	Pray.g_00478	Prbk.g_02447
OG0000730	Pray.g_00479	Prbk.g_02444
OG0000731	Pray.g_00480	Prbk.g_02455
OG0000732	Pray.g_00481	Prbk.g_02456
OG0000733	Pray.g_00482	Prbk.g_02457
OG0000734	Pray.g_00483	Prbk.g_02458
OG0000735	Pray.g_00485	Prbk.g_02459
OG0000736	Pray.g_00486	Prbk.g_02460
OG0000737	Pray.g_00487	Prbk.g_02461
OG0000738	Pray.g_00488	Prbk.g_02359
OG0000739	Pray.g_00489	Prbk.g_02358
OG0000740	Pray.g_00490	Prbk.g_02357
OG0000741	Pray.g_00491	Prbk.g_02355
OG0000742	Pray.g_00493	Prbk.g_02353
OG0000743	Pray.g_00494	Prbk.g_02352
OG0000744	Pray.g_00495	Prbk.g_02350
OG0000745	Pray.g_00496	Prbk.g_02349
OG0000746	Pray.g_00497	Prbk.g_02348
OG0000747	Pray.g_00498	Prbk.g_01698
OG0000748	Pray.g_00499	Prbk.g_02340
OG0000749	Pray.g_00500	Prbk.g_02339
OG0000750	Pray.g_00501	Prbk.g_02337
OG0000751	Pray.g_00502	Prbk.g_02336
OG0000752	Pray.g_00503	Prbk.g_02189
OG0000753	Pray.g_00505	Prbk.g_02331
OG0000754	Pray.g_00506	Prbk.g_02330
OG0000755	Pray.g_00507	Prbk.g_02329
OG0000756	Pray.g_00508	Prbk.g_02327
OG0000757	Pray.g_00509	Prbk.g_02326
OG0000758	Pray.g_00510	Prbk.g_02325
OG0000759	Pray.g_00512	Prbk.g_02320
OG0000760	Pray.g_00513	Prbk.g_02319
OG0000761	Pray.g_00514	Prbk.g_02317
OG0000762	Pray.g_00516	Prbk.g_02315
OG0000763	Pray.g_00517	Prbk.g_02313
OG0000764	Pray.g_00518	Prbk.g_02311
OG0000765	Pray.g_00519	Prbk.g_02310
OG0000766	Pray.g_00520	Prbk.g_02309
OG0000767	Pray.g_00522	Prbk.g_02307
OG0000768	Pray.g_00523	Prbk.g_02306
OG0000769	Pray.g_00524	Prbk.g_02305
OG0000770	Pray.g_00525	Prbk.g_02304
OG0000771	Pray.g_00526	Prbk.g_02303
OG0000772	Pray.g_00527	Prbk.g_01728
OG0000773	Pray.g_00528	Prbk.g_02301
OG0000774	Pray.g_00529	Prbk.g_02299
OG0000775	Pray.g_00530	Prbk.g_02297
OG0000776	Pray.g_00532	Prbk.g_02293
OG0000777	Pray.g_00534	Prbk.g_02292
OG0000778	Pray.g_00535	Prbk.g_00562
OG0000779	Pray.g_00536	Prbk.g_00566
OG0000780	Pray.g_00538	Prbk.g_00568
OG0000781	Pray.g_00540	Prbk.g_00572
OG0000782	Pray.g_00541	Prbk.g_00573
OG0000783	Pray.g_00553	Prbk.g_00578
OG0000784	Pray.g_00555	Prbk.g_00580
OG0000785	Pray.g_00556	Prbk.g_00581
OG0000786	Pray.g_00557	Prbk.g_00583
OG0000787	Pray.g_00558	Prbk.g_00584
OG0000788	Pray.g_00562	Prbk.g_00590
OG0000789	Pray.g_00564	Prbk.g_00593
OG0000790	Pray.g_00565	Prbk.g_02190
OG0000791	Pray.g_00566	Prbk.g_00594
OG0000792	Pray.g_00567	Prbk.g_00595
OG0000793	Pray.g_00568	Prbk.g_00596
OG0000794	Pray.g_00570	Prbk.g_00599
OG0000795	Pray.g_00573	Prbk.g_00068
OG0000796	Pray.g_00574	Prbk.g_00067
OG0000797	Pray.g_00576	Prbk.g_00064
OG0000798	Pray.g_00577	Prbk.g_00063
OG0000799	Pray.g_00578	Prbk.g_00062
OG0000800	Pray.g_00579	Prbk.g_00061
OG0000801	Pray.g_00582	Prbk.g_00058
OG0000802	Pray.g_00583	Prbk.g_00057
OG0000803	Pray.g_00585	Prbk.g_00054
OG0000804	Pray.g_00586	Prbk.g_00053
OG0000805	Pray.g_00587	Prbk.g_00052
OG0000806	Pray.g_00589	Prbk.g_00051
OG0000807	Pray.g_00614	Prbk.g_00627
OG0000808	Pray.g_00623	Prbk.g_02595
OG0000809	Pray.g_00626	Prbk.g_02022
OG0000810	Pray.g_00627	Prbk.g_01700
OG0000811	Pray.g_00634	Prbk.g_01531
OG0000812	Pray.g_00132	Prbk.g_00869
OG0000813	Pray.g_00128	Prbk.g_00879
OG0000814	Pray.g_00126	Prbk.g_01234
OG0000815	Pray.g_00112	Prbk.g_02613
OG0000816	Pray.g_00096	Prbk.g_02202
OG0000817	Pray.g_00095	Prbk.g_02196
OG0000818	Pray.g_00090	Prbk.g_01456
OG0000819	Pray.g_00083	Prbk.g_01227
OG0000820	Pray.g_00079	Prbk.g_00004
OG0000821	Pray.g_00077	Prbk.g_01037
OG0000822	Pray.g_00076	Prbk.g_01036
OG0000823	Pray.g_00075	Prbk.g_01035
OG0000824	Pray.g_00074	Prbk.g_01034
OG0000825	Pray.g_00073	Prbk.g_01032
OG0000826	Pray.g_00072	Prbk.g_01031
OG0000827	Pray.g_00071	Prbk.g_01028
OG0000828	Pray.g_00070	Prbk.g_01026
OG0000829	Pray.g_00069	Prbk.g_01025
OG0000830	Pray.g_00068	Prbk.g_01022
OG0000831	Pray.g_00065	Prbk.g_01020
OG0000832	Pray.g_00063	Prbk.g_01018
OG0000833	Pray.g_00062	Prbk.g_01017
OG0000834	Pray.g_00060	Prbk.g_00141
OG0000835	Pray.g_00059	Prbk.g_00142
OG0000836	Pray.g_00058	Prbk.g_00143
OG0000837	Pray.g_00056	Prbk.g_00153
OG0000838	Pray.g_00055	Prbk.g_00155
OG0000839	Pray.g_00054	Prbk.g_00156
OG0000840	Pray.g_00053	Prbk.g_00157
OG0000841	Pray.g_00052	Prbk.g_00158
OG0000842	Pray.g_00051	Prbk.g_00106
OG0000843	Pray.g_00050	Prbk.g_00105
OG0000844	Pray.g_00049	Prbk.g_00104
OG0000845	Pray.g_00048	Prbk.g_00103
OG0000846	Pray.g_00045	Prbk.g_00100
OG0000847	Pray.g_00043	Prbk.g_00099
OG0000848	Pray.g_00042	Prbk.g_01501
OG0000849	Pray.g_00041	Prbk.g_01498
OG0000850	Pray.g_00040	Prbk.g_01497
OG0000851	Pray.g_00039	Prbk.g_00139
OG0000852	Pray.g_00037	Prbk.g_00137
OG0000853	Pray.g_00036	Prbk.g_00135
OG0000854	Pray.g_00034	Prbk.g_00133
OG0000855	Pray.g_00033	Prbk.g_00132
OG0000856	Pray.g_00032	Prbk.g_00131
OG0000857	Pray.g_00031	Prbk.g_00130
OG0000858	Pray.g_00030	Prbk.g_00129
OG0000859	Pray.g_00029	Prbk.g_00128
OG0000860	Pray.g_00028	Prbk.g_00127
OG0000861	Pray.g_00027	Prbk.g_01503
OG0000862	Pray.g_00026	Prbk.g_01504
OG0000863	Pray.g_00025	Prbk.g_01505
OG0000864	Pray.g_00024	Prbk.g_01506
OG0000865	Pray.g_00023	Prbk.g_01508
OG0000866	Pray.g_00022	Prbk.g_00189
OG0000867	Pray.g_00021	Prbk.g_00188
OG0000868	Pray.g_00020	Prbk.g_00186
OG0000869	Pray.g_00018	Prbk.g_00183
OG0000870	Pray.g_00017	Prbk.g_00182
OG0000871	Pray.g_00015	Prbk.g_00178
OG0000872	Pray.g_00014	Prbk.g_00177
OG0000873	Pray.g_00012	Prbk.g_00175
OG0000874	Pray.g_00011	Prbk.g_00174
OG0000875	Pray.g_00010	Prbk.g_00097
OG0000876	Pray.g_00009	Prbk.g_00098
OG0000877	Pray.g_00007	Prbk.g_00122
OG0000878	Pray.g_01895	Prbk.g_02011
OG0000879	Pray.g_01881	Prbk.g_00164
OG0000880	Pray.g_01880	Prbk.g_00163
OG0000881	Pray.g_01879	Prbk.g_00162
OG0000882	Pray.g_01878	Prbk.g_01194
OG0000883	Pray.g_01877	Prbk.g_01192
OG0000884	Pray.g_01875	Prbk.g_01190
OG0000885	Pray.g_01874	Prbk.g_01189
OG0000886	Pray.g_01873	Prbk.g_01188
OG0000887	Pray.g_01872	Prbk.g_01187
OG0000888	Pray.g_01871	Prbk.g_01186
OG0000889	Pray.g_01868	Prbk.g_01182
OG0000890	Pray.g_01867	Prbk.g_01179
OG0000891	Pray.g_01866	Prbk.g_01178
OG0000892	Pray.g_01864	Prbk.g_01175
OG0000893	Pray.g_01863	Prbk.g_01174
OG0000894	Pray.g_01862	Prbk.g_01173
OG0000895	Pray.g_01861	Prbk.g_01172
OG0000896	Pray.g_01860	Prbk.g_01171
OG0000897	Pray.g_01859	Prbk.g_01170
OG0000898	Pray.g_01857	Prbk.g_01167
OG0000899	Pray.g_01856	Prbk.g_01166
OG0000900	Pray.g_01847	Prbk.g_01199
OG0000901	Pray.g_01843	Prbk.g_02120
OG0000902	Pray.g_01842	Prbk.g_00334
OG0000903	Pray.g_01841	Prbk.g_02564
OG0000904	Pray.g_01839	Prbk.g_01691
OG0000905	Pray.g_01837	Prbk.g_00055
OG0000906	Pray.g_01835	Prbk.g_00629
OG0000907	Pray.g_01834	Prbk.g_02578
OG0000908	Pray.g_01831	Prbk.g_00923
OG0000909	Pray.g_01827	Prbk.g_02051
OG0000910	Pray.g_01826	Prbk.g_02050
OG0000911	Pray.g_01825	Prbk.g_02049
OG0000912	Pray.g_01824	Prbk.g_02048
OG0000913	Pray.g_01823	Prbk.g_02047
OG0000914	Pray.g_01822	Prbk.g_02046
OG0000915	Pray.g_01821	Prbk.g_02045
OG0000916	Pray.g_01820	Prbk.g_02044
OG0000917	Pray.g_01819	Prbk.g_02042
OG0000918	Pray.g_01818	Prbk.g_02041
OG0000919	Pray.g_01817	Prbk.g_02040
OG0000920	Pray.g_01816	Prbk.g_02039
OG0000921	Pray.g_01815	Prbk.g_02038
OG0000922	Pray.g_01814	Prbk.g_02037
OG0000923	Pray.g_01813	Prbk.g_02036
OG0000924	Pray.g_01812	Prbk.g_02035
OG0000925	Pray.g_01811	Prbk.g_02034
OG0000926	Pray.g_01787	Prbk.g_00526
OG0000927	Pray.g_01740	Prbk.g_01929
OG0000928	Pray.g_01739	Prbk.g_01930
OG0000929	Pray.g_01738	Prbk.g_01931
OG0000930	Pray.g_01737	Prbk.g_01937
OG0000931	Pray.g_01736	Prbk.g_01938
OG0000932	Pray.g_01734	Prbk.g_00244
OG0000933	Pray.g_01733	Prbk.g_00246
OG0000934	Pray.g_01732	Prbk.g_00247
OG0000935	Pray.g_01731	Prbk.g_00248
OG0000936	Pray.g_01730	Prbk.g_00249
OG0000937	Pray.g_01729	Prbk.g_00250
OG0000938	Pray.g_01728	Prbk.g_00252
OG0000939	Pray.g_01727	Prbk.g_00253
OG0000940	Pray.g_01726	Prbk.g_00255
OG0000941	Pray.g_01724	Prbk.g_00257
OG0000942	Pray.g_01723	Prbk.g_00258
OG0000943	Pray.g_01720	Prbk.g_00261
OG0000944	Pray.g_01719	Prbk.g_00270
OG0000945	Pray.g_01718	Prbk.g_00271
OG0000946	Pray.g_01717	Prbk.g_00272
OG0000947	Pray.g_01716	Prbk.g_00273
OG0000948	Pray.g_01715	Prbk.g_00274
OG0000949	Pray.g_01714	Prbk.g_00275
OG0000950	Pray.g_01713	Prbk.g_00276
OG0000951	Pray.g_01712	Prbk.g_00277
OG0000952	Pray.g_01711	Prbk.g_00278
OG0000953	Pray.g_01710	Prbk.g_00279
OG0000954	Pray.g_01709	Prbk.g_00280
OG0000955	Pray.g_01708	Prbk.g_00281
OG0000956	Pray.g_01707	Prbk.g_00282
OG0000957	Pray.g_01706	Prbk.g_00283
OG0000958	Pray.g_01705	Prbk.g_01237
OG0000959	Pray.g_01704	Prbk.g_01236
OG0000960	Pray.g_01703	Prbk.g_01235
OG0000961	Pray.g_01699	Prbk.g_01228
OG0000962	Pray.g_01698	Prbk.g_01226
OG0000963	Pray.g_01697	Prbk.g_01225
OG0000964	Pray.g_01695	Prbk.g_01222
OG0000965	Pray.g_01694	Prbk.g_01221
OG0000966	Pray.g_01693	Prbk.g_01220
OG0000967	Pray.g_01692	Prbk.g_01219
OG0000968	Pray.g_01691	Prbk.g_01218
OG0000969	Pray.g_01690	Prbk.g_01217
OG0000970	Pray.g_01689	Prbk.g_01216
OG0000971	Pray.g_01688	Prbk.g_01215
OG0000972	Pray.g_01687	Prbk.g_01214
OG0000973	Pray.g_01686	Prbk.g_01213
OG0000974	Pray.g_01684	Prbk.g_01211
OG0000975	Pray.g_01681	Prbk.g_01654
OG0000976	Pray.g_01679	Prbk.g_02016
OG0000977	Pray.g_01678	Prbk.g_02006
OG0000978	Pray.g_01677	Prbk.g_02004
OG0000979	Pray.g_01675	Prbk.g_02002
OG0000980	Pray.g_01674	Prbk.g_02001
OG0000981	Pray.g_01673	Prbk.g_02596
OG0000982	Pray.g_01672	Prbk.g_02000
OG0000983	Pray.g_01670	Prbk.g_01998
OG0000984	Pray.g_01669	Prbk.g_01997
OG0000985	Pray.g_01668	Prbk.g_01996
OG0000986	Pray.g_01667	Prbk.g_01994
OG0000987	Pray.g_01666	Prbk.g_01993
OG0000988	Pray.g_01665	Prbk.g_01991
OG0000989	Pray.g_01664	Prbk.g_01990
OG0000990	Pray.g_01663	Prbk.g_01989
OG0000991	Pray.g_01662	Prbk.g_01988
OG0000992	Pray.g_01661	Prbk.g_01987
OG0000993	Pray.g_01660	Prbk.g_01986
OG0000994	Pray.g_01659	Prbk.g_01985
OG0000995	Pray.g_01658	Prbk.g_01983
OG0000996	Pray.g_01657	Prbk.g_01982
OG0000997	Pray.g_01656	Prbk.g_01981
OG0000998	Pray.g_01655	Prbk.g_01980
OG0000999	Pray.g_01654	Prbk.g_01979
OG0001000	Pray.g_01653	Prbk.g_01978
OG0001001	Pray.g_01651	Prbk.g_01977
OG0001002	Pray.g_01650	Prbk.g_00937
OG0001003	Pray.g_01649	Prbk.g_00936
OG0001004	Pray.g_01648	Prbk.g_01360
OG0001005	Pray.g_01647	Prbk.g_00934
OG0001006	Pray.g_01646	Prbk.g_00933
OG0001007	Pray.g_01645	Prbk.g_00932
OG0001008	Pray.g_01643	Prbk.g_00930
OG0001009	Pray.g_01642	Prbk.g_00929
OG0001010	Pray.g_01634	Prbk.g_02593
OG0001011	Pray.g_01627	Prbk.g_02619
OG0001012	Pray.g_01600	Prbk.g_02485
OG0001013	Pray.g_01565	Prbk.g_00918
OG0001014	Pray.g_01564	Prbk.g_00917
OG0001015	Pray.g_01558	Prbk.g_00906
OG0001016	Pray.g_01557	Prbk.g_00905
OG0001017	Pray.g_01556	Prbk.g_00904
OG0001018	Pray.g_01555	Prbk.g_00902
OG0001019	Pray.g_01553	Prbk.g_01451
OG0001020	Pray.g_01552	Prbk.g_01450
OG0001021	Pray.g_01551	Prbk.g_01449
OG0001022	Pray.g_01550	Prbk.g_01448
OG0001023	Pray.g_01549	Prbk.g_01447
OG0001024	Pray.g_01548	Prbk.g_01445
OG0001025	Pray.g_01547	Prbk.g_01444
OG0001026	Pray.g_01545	Prbk.g_01443
OG0001027	Pray.g_01544	Prbk.g_01442
OG0001028	Pray.g_01543	Prbk.g_01441
OG0001029	Pray.g_01542	Prbk.g_01440
OG0001030	Pray.g_01541	Prbk.g_01439
OG0001031	Pray.g_01540	Prbk.g_01438
OG0001032	Pray.g_01539	Prbk.g_01437
OG0001033	Pray.g_01538	Prbk.g_01436
OG0001034	Pray.g_01537	Prbk.g_01434
OG0001035	Pray.g_01535	Prbk.g_01432
OG0001036	Pray.g_01534	Prbk.g_01431
OG0001037	Pray.g_01533	Prbk.g_01429
OG0001038	Pray.g_01532	Prbk.g_01428
OG0001039	Pray.g_01531	Prbk.g_01427
OG0001040	Pray.g_01530	Prbk.g_01426
OG0001041	Pray.g_01529	Prbk.g_01425
OG0001042	Pray.g_01528	Prbk.g_01423
OG0001043	Pray.g_01527	Prbk.g_01422
OG0001044	Pray.g_01526	Prbk.g_01421
OG0001045	Pray.g_01525	Prbk.g_01420
OG0001046	Pray.g_01524	Prbk.g_01419
OG0001047	Pray.g_01521	Prbk.g_01415
OG0001048	Pray.g_01519	Prbk.g_01413
OG0001049	Pray.g_01518	Prbk.g_01412
OG0001050	Pray.g_01517	Prbk.g_01411
OG0001051	Pray.g_01516	Prbk.g_01410
OG0001052	Pray.g_01515	Prbk.g_01409
OG0001053	Pray.g_01513	Prbk.g_01407
OG0001054	Pray.g_01512	Prbk.g_01405
OG0001055	Pray.g_01511	Prbk.g_01404
OG0001056	Pray.g_01510	Prbk.g_01403
OG0001057	Pray.g_01509	Prbk.g_01402
OG0001058	Pray.g_01508	Prbk.g_01401
OG0001059	Pray.g_01507	Prbk.g_01400
OG0001060	Pray.g_01506	Prbk.g_01399
OG0001061	Pray.g_01505	Prbk.g_01398
OG0001062	Pray.g_01504	Prbk.g_01384
OG0001063	Pray.g_01503	Prbk.g_01383
OG0001064	Pray.g_01229	Prbk.g_01381
OG0001065	Pray.g_01234	Prbk.g_01901
OG0001066	Pray.g_01235	Prbk.g_01904
OG0001067	Pray.g_01236	Prbk.g_01905
OG0001068	Pray.g_01238	Prbk.g_01909
OG0001069	Pray.g_01239	Prbk.g_01910
OG0001070	Pray.g_01240	Prbk.g_01911
OG0001071	Pray.g_01241	Prbk.g_01912
OG0001072	Pray.g_01242	Prbk.g_01913
OG0001073	Pray.g_01243	Prbk.g_01914
OG0001074	Pray.g_01244	Prbk.g_01915
OG0001075	Pray.g_01245	Prbk.g_01916
OG0001076	Pray.g_01246	Prbk.g_01917
OG0001077	Pray.g_01247	Prbk.g_01918
OG0001078	Pray.g_01248	Prbk.g_01920
OG0001079	Pray.g_01249	Prbk.g_01921
OG0001080	Pray.g_01250	Prbk.g_01922
OG0001081	Pray.g_01253	Prbk.g_00990
OG0001082	Pray.g_01254	Prbk.g_00991
OG0001083	Pray.g_01255	Prbk.g_00995
OG0001084	Pray.g_01257	Prbk.g_00993
OG0001085	Pray.g_01258	Prbk.g_00992
OG0001086	Pray.g_01259	Prbk.g_00996
OG0001087	Pray.g_01260	Prbk.g_00997
OG0001088	Pray.g_01261	Prbk.g_01926
OG0001089	Pray.g_01264	Prbk.g_00988
OG0001090	Pray.g_01266	Prbk.g_00986
OG0001091	Pray.g_01267	Prbk.g_00985
OG0001092	Pray.g_01268	Prbk.g_00984
OG0001093	Pray.g_01269	Prbk.g_00983
OG0001094	Pray.g_01270	Prbk.g_00982
OG0001095	Pray.g_01271	Prbk.g_00981
OG0001096	Pray.g_01272	Prbk.g_00980
OG0001097	Pray.g_01273	Prbk.g_00979
OG0001098	Pray.g_01274	Prbk.g_00978
OG0001099	Pray.g_01275	Prbk.g_00977
OG0001100	Pray.g_01276	Prbk.g_00976
OG0001101	Pray.g_01277	Prbk.g_00975
OG0001102	Pray.g_01278	Prbk.g_00974
OG0001103	Pray.g_01279	Prbk.g_00973
OG0001104	Pray.g_01280	Prbk.g_00972
OG0001105	Pray.g_01281	Prbk.g_00971
OG0001106	Pray.g_01282	Prbk.g_00970
OG0001107	Pray.g_01283	Prbk.g_00969
OG0001108	Pray.g_01284	Prbk.g_00968
OG0001109	Pray.g_01285	Prbk.g_00967
OG0001110	Pray.g_01286	Prbk.g_00966
OG0001111	Pray.g_01287	Prbk.g_00965
OG0001112	Pray.g_01288	Prbk.g_00964
OG0001113	Pray.g_01289	Prbk.g_00963
OG0001114	Pray.g_01290	Prbk.g_00962
OG0001115	Pray.g_01291	Prbk.g_00961
OG0001116	Pray.g_01292	Prbk.g_00960
OG0001117	Pray.g_01293	Prbk.g_00959
OG0001118	Pray.g_01294	Prbk.g_00958
OG0001119	Pray.g_01295	Prbk.g_00957
OG0001120	Pray.g_01296	Prbk.g_00956
OG0001121	Pray.g_01298	Prbk.g_00953
OG0001122	Pray.g_01299	Prbk.g_00952
OG0001123	Pray.g_01300	Prbk.g_00951
OG0001124	Pray.g_01302	Prbk.g_00949
OG0001125	Pray.g_01304	Prbk.g_00947
OG0001126	Pray.g_01305	Prbk.g_00946
OG0001127	Pray.g_01307	Prbk.g_00797
OG0001128	Pray.g_01308	Prbk.g_00798
OG0001129	Pray.g_01309	Prbk.g_00801
OG0001130	Pray.g_01312	Prbk.g_00804
OG0001131	Pray.g_01313	Prbk.g_00805
OG0001132	Pray.g_01314	Prbk.g_00806
