Orthogroup	Pray	Prbm
OG0000536	Pray.g_01153	Prbm.g_00641
OG0000537	Pray.g_01152	Prbm.g_00642
OG0000538	Pray.g_01151	Prbm.g_00643
OG0000539	Pray.g_01150	Prbm.g_00644
OG0000540	Pray.g_01149	Prbm.g_00645
OG0000541	Pray.g_01148	Prbm.g_00646
OG0000542	Pray.g_01147	Prbm.g_00647
OG0000543	Pray.g_01146	Prbm.g_00648
OG0000544	Pray.g_01145	Prbm.g_00649
OG0000545	Pray.g_01142	Prbm.g_00652
OG0000546	Pray.g_01141	Prbm.g_00653
OG0000547	Pray.g_01139	Prbm.g_00654
OG0000548	Pray.g_01138	Prbm.g_00656
OG0000549	Pray.g_01137	Prbm.g_00657
OG0000550	Pray.g_01136	Prbm.g_00658
OG0000551	Pray.g_01135	Prbm.g_00659
OG0000552	Pray.g_01134	Prbm.g_00660
OG0000553	Pray.g_01133	Prbm.g_00661
OG0000554	Pray.g_01132	Prbm.g_00662
OG0000555	Pray.g_01131	Prbm.g_00663
OG0000556	Pray.g_01130	Prbm.g_00664
OG0000557	Pray.g_01129	Prbm.g_00665
OG0000558	Pray.g_01128	Prbm.g_00666
OG0000559	Pray.g_01127	Prbm.g_00667
OG0000560	Pray.g_01125	Prbm.g_00669
OG0000561	Pray.g_01124	Prbm.g_00670
OG0000562	Pray.g_01123	Prbm.g_00671
OG0000563	Pray.g_01122	Prbm.g_00672
OG0000564	Pray.g_01121	Prbm.g_00673
OG0000565	Pray.g_01120	Prbm.g_00674
OG0000566	Pray.g_01119	Prbm.g_00675
OG0000567	Pray.g_01118	Prbm.g_00676
OG0000568	Pray.g_01117	Prbm.g_00677
OG0000569	Pray.g_01116	Prbm.g_00678
OG0000570	Pray.g_01115	Prbm.g_00679
OG0000571	Pray.g_01114	Prbm.g_00680
OG0000572	Pray.g_01113	Prbm.g_00681
OG0000573	Pray.g_01110	Prbm.g_00684
OG0000574	Pray.g_01109	Prbm.g_00685
OG0000575	Pray.g_01108	Prbm.g_00686
OG0000576	Pray.g_01107	Prbm.g_00687
OG0000577	Pray.g_01106	Prbm.g_00688
OG0000578	Pray.g_01105	Prbm.g_00689
OG0000579	Pray.g_01104	Prbm.g_00690
OG0000580	Pray.g_01103	Prbm.g_00691
OG0000581	Pray.g_01102	Prbm.g_00692
OG0000582	Pray.g_01101	Prbm.g_00693
OG0000583	Pray.g_01100	Prbm.g_00694
OG0000584	Pray.g_01099	Prbm.g_00696
OG0000585	Pray.g_01098	Prbm.g_00697
OG0000586	Pray.g_01096	Prbm.g_00699
OG0000587	Pray.g_01095	Prbm.g_00700
OG0000588	Pray.g_01093	Prbm.g_00703
OG0000589	Pray.g_01092	Prbm.g_00704
OG0000590	Pray.g_01090	Prbm.g_00706
OG0000591	Pray.g_01084	Prbm.g_00713
OG0000592	Pray.g_01083	Prbm.g_00714
OG0000593	Pray.g_01082	Prbm.g_00716
OG0000594	Pray.g_01080	Prbm.g_00719
OG0000595	Pray.g_01079	Prbm.g_00720
OG0000596	Pray.g_01078	Prbm.g_00722
OG0000597	Pray.g_01076	Prbm.g_00724
OG0000598	Pray.g_01075	Prbm.g_00725
OG0000599	Pray.g_01074	Prbm.g_00726
OG0000600	Pray.g_01073	Prbm.g_00727
OG0000601	Pray.g_01071	Prbm.g_00730
OG0000602	Pray.g_01070	Prbm.g_00731
OG0000603	Pray.g_01069	Prbm.g_00732
OG0000604	Pray.g_01068	Prbm.g_01483
OG0000605	Pray.g_01067	Prbm.g_00733
OG0000606	Pray.g_01066	Prbm.g_00734
OG0000607	Pray.g_01064	Prbm.g_00736
OG0000608	Pray.g_01063	Prbm.g_00737
OG0000609	Pray.g_01059	Prbm.g_02220
OG0000610	Pray.g_01058	Prbm.g_01326
OG0000611	Pray.g_01039	Prbm.g_00743
OG0000612	Pray.g_01038	Prbm.g_00744
OG0000613	Pray.g_01037	Prbm.g_00745
OG0000614	Pray.g_01036	Prbm.g_00746
OG0000615	Pray.g_01034	Prbm.g_00748
OG0000616	Pray.g_01033	Prbm.g_00749
OG0000617	Pray.g_01032	Prbm.g_00750
OG0000618	Pray.g_01031	Prbm.g_00751
OG0000619	Pray.g_01030	Prbm.g_00752
OG0000620	Pray.g_01029	Prbm.g_00753
OG0000621	Pray.g_01028	Prbm.g_00754
OG0000622	Pray.g_01027	Prbm.g_00755
OG0000623	Pray.g_01026	Prbm.g_00756
OG0000624	Pray.g_01025	Prbm.g_00758
OG0000625	Pray.g_00269	Prbm.g_00759
OG0000626	Pray.g_00270	Prbm.g_00760
OG0000627	Pray.g_00271	Prbm.g_00762
OG0000628	Pray.g_00272	Prbm.g_00763
OG0000629	Pray.g_00273	Prbm.g_00764
OG0000630	Pray.g_00274	Prbm.g_00765
OG0000631	Pray.g_00276	Prbm.g_00767
OG0000632	Pray.g_00289	Prbm.g_01151
OG0000633	Pray.g_00293	Prbm.g_00111
OG0000634	Pray.g_00306	Prbm.g_01094
OG0000635	Pray.g_00313	Prbm.g_00980
OG0000636	Pray.g_00314	Prbm.g_00979
OG0000637	Pray.g_00315	Prbm.g_00978
OG0000638	Pray.g_00326	Prbm.g_00395
OG0000639	Pray.g_00335	Prbm.g_00955
OG0000640	Pray.g_00337	Prbm.g_00957
OG0000641	Pray.g_00339	Prbm.g_00959
OG0000642	Pray.g_00340	Prbm.g_00960
OG0000643	Pray.g_00341	Prbm.g_00961
OG0000644	Pray.g_00342	Prbm.g_00808
OG0000645	Pray.g_00343	Prbm.g_00809
OG0000646	Pray.g_00344	Prbm.g_00810
OG0000647	Pray.g_00345	Prbm.g_00811
OG0000648	Pray.g_00347	Prbm.g_00813
OG0000649	Pray.g_00348	Prbm.g_00814
OG0000650	Pray.g_00349	Prbm.g_00815
OG0000651	Pray.g_00350	Prbm.g_00816
OG0000652	Pray.g_00351	Prbm.g_00817
OG0000653	Pray.g_00352	Prbm.g_00818
OG0000654	Pray.g_00354	Prbm.g_00820
OG0000655	Pray.g_00356	Prbm.g_00822
OG0000656	Pray.g_00357	Prbm.g_00823
OG0000657	Pray.g_00358	Prbm.g_00824
OG0000658	Pray.g_00359	Prbm.g_00825
OG0000659	Pray.g_00360	Prbm.g_00826
OG0000660	Pray.g_00361	Prbm.g_00827
OG0000661	Pray.g_00362	Prbm.g_00829
OG0000662	Pray.g_00363	Prbm.g_00831
OG0000663	Pray.g_00364	Prbm.g_00832
OG0000664	Pray.g_00365	Prbm.g_00833
OG0000665	Pray.g_00366	Prbm.g_00834
OG0000666	Pray.g_00367	Prbm.g_00835
OG0000667	Pray.g_00368	Prbm.g_00836
OG0000668	Pray.g_00369	Prbm.g_00837
OG0000669	Pray.g_00371	Prbm.g_00839
OG0000670	Pray.g_00372	Prbm.g_00840
OG0000671	Pray.g_00373	Prbm.g_00841
OG0000672	Pray.g_00374	Prbm.g_00842
OG0000673	Pray.g_00375	Prbm.g_00843
OG0000674	Pray.g_00376	Prbm.g_00844
OG0000675	Pray.g_00378	Prbm.g_00845
OG0000676	Pray.g_00379	Prbm.g_00846
OG0000677	Pray.g_00382	Prbm.g_00848
OG0000678	Pray.g_00384	Prbm.g_00850
OG0000679	Pray.g_00385	Prbm.g_00852
OG0000680	Pray.g_00386	Prbm.g_00853
OG0000681	Pray.g_00387	Prbm.g_00854
OG0000682	Pray.g_00388	Prbm.g_00855
OG0000683	Pray.g_00390	Prbm.g_00857
OG0000684	Pray.g_00391	Prbm.g_00858
OG0000685	Pray.g_00392	Prbm.g_00859
OG0000686	Pray.g_00393	Prbm.g_00860
OG0000687	Pray.g_00394	Prbm.g_00861
OG0000688	Pray.g_00395	Prbm.g_00862
OG0000689	Pray.g_00396	Prbm.g_00863
OG0000690	Pray.g_00397	Prbm.g_00864
OG0000691	Pray.g_00398	Prbm.g_00865
OG0000692	Pray.g_00400	Prbm.g_00867
OG0000693	Pray.g_00401	Prbm.g_00868
OG0000694	Pray.g_00402	Prbm.g_00869
OG0000695	Pray.g_00403	Prbm.g_00870
OG0000696	Pray.g_00404	Prbm.g_00871
OG0000697	Pray.g_00406	Prbm.g_00873
OG0000698	Pray.g_00408	Prbm.g_00877
OG0000699	Pray.g_00409	Prbm.g_00878
OG0000700	Pray.g_00436	Prbm.g_00911
OG0000701	Pray.g_00440	Prbm.g_00914
OG0000702	Pray.g_00443	Prbm.g_00919
OG0000703	Pray.g_00444	Prbm.g_00921
OG0000704	Pray.g_00445	Prbm.g_00922
OG0000705	Pray.g_00446	Prbm.g_00923
OG0000706	Pray.g_00447	Prbm.g_00924
OG0000707	Pray.g_00449	Prbm.g_00926
OG0000708	Pray.g_00450	Prbm.g_00927
OG0000709	Pray.g_00452	Prbm.g_00929
OG0000710	Pray.g_00453	Prbm.g_00930
OG0000711	Pray.g_00454	Prbm.g_00931
OG0000712	Pray.g_00455	Prbm.g_00932
OG0000713	Pray.g_00456	Prbm.g_00933
OG0000714	Pray.g_00458	Prbm.g_00935
OG0000715	Pray.g_00459	Prbm.g_00936
OG0000716	Pray.g_00461	Prbm.g_00939
OG0000717	Pray.g_00462	Prbm.g_00940
OG0000718	Pray.g_00463	Prbm.g_00941
OG0000719	Pray.g_00465	Prbm.g_00943
OG0000720	Pray.g_00466	Prbm.g_00944
OG0000721	Pray.g_00469	Prbm.g_00946
OG0000722	Pray.g_00470	Prbm.g_00947
OG0000723	Pray.g_00471	Prbm.g_00948
OG0000724	Pray.g_00473	Prbm.g_00793
OG0000725	Pray.g_00474	Prbm.g_00794
OG0000726	Pray.g_00475	Prbm.g_00795
OG0000727	Pray.g_00476	Prbm.g_00796
OG0000728	Pray.g_00477	Prbm.g_00797
OG0000729	Pray.g_00478	Prbm.g_00798
OG0000730	Pray.g_00479	Prbm.g_00799
OG0000731	Pray.g_00480	Prbm.g_00800
OG0000732	Pray.g_00481	Prbm.g_00801
OG0000733	Pray.g_00482	Prbm.g_00802
OG0000734	Pray.g_00483	Prbm.g_00803
OG0000735	Pray.g_00485	Prbm.g_00805
OG0000736	Pray.g_00486	Prbm.g_00806
OG0000737	Pray.g_00487	Prbm.g_00807
OG0000738	Pray.g_00488	Prbm.g_00962
OG0000739	Pray.g_00489	Prbm.g_00963
OG0000740	Pray.g_00490	Prbm.g_00964
OG0000741	Pray.g_00491	Prbm.g_00965
OG0000742	Pray.g_00493	Prbm.g_00967
OG0000743	Pray.g_00494	Prbm.g_00968
OG0000744	Pray.g_00495	Prbm.g_00969
OG0000745	Pray.g_00496	Prbm.g_00970
OG0000746	Pray.g_00497	Prbm.g_00971
OG0000747	Pray.g_00498	Prbm.g_00972
OG0000748	Pray.g_00499	Prbm.g_00973
OG0000749	Pray.g_00500	Prbm.g_00974
OG0000750	Pray.g_00501	Prbm.g_00975
OG0000751	Pray.g_00502	Prbm.g_00976
OG0000752	Pray.g_00503	Prbm.g_00889
OG0000753	Pray.g_00505	Prbm.g_00981
OG0000754	Pray.g_00506	Prbm.g_00982
OG0000755	Pray.g_00507	Prbm.g_00983
OG0000756	Pray.g_00508	Prbm.g_00985
OG0000757	Pray.g_00509	Prbm.g_00986
OG0000758	Pray.g_00510	Prbm.g_00987
OG0000759	Pray.g_00512	Prbm.g_00989
OG0000760	Pray.g_00513	Prbm.g_00990
OG0000761	Pray.g_00514	Prbm.g_00991
OG0000762	Pray.g_00516	Prbm.g_00993
OG0000763	Pray.g_00517	Prbm.g_00994
OG0000764	Pray.g_00518	Prbm.g_00995
OG0000765	Pray.g_00519	Prbm.g_00996
OG0000766	Pray.g_00520	Prbm.g_00997
OG0000767	Pray.g_00522	Prbm.g_00999
OG0000768	Pray.g_00523	Prbm.g_01000
OG0000769	Pray.g_00524	Prbm.g_01001
OG0000770	Pray.g_00525	Prbm.g_01002
OG0000771	Pray.g_00526	Prbm.g_01003
OG0000772	Pray.g_00527	Prbm.g_00102
OG0000773	Pray.g_00528	Prbm.g_01004
OG0000774	Pray.g_00529	Prbm.g_01005
OG0000775	Pray.g_00530	Prbm.g_01006
OG0000776	Pray.g_00532	Prbm.g_01007
OG0000777	Pray.g_00534	Prbm.g_01009
OG0000778	Pray.g_00535	Prbm.g_01010
OG0000779	Pray.g_00536	Prbm.g_01011
OG0000780	Pray.g_00538	Prbm.g_01013
OG0000781	Pray.g_00540	Prbm.g_01014
OG0000782	Pray.g_00541	Prbm.g_01015
OG0000783	Pray.g_00553	Prbm.g_01031
OG0000784	Pray.g_00555	Prbm.g_01032
OG0000785	Pray.g_00556	Prbm.g_01033
OG0000786	Pray.g_00557	Prbm.g_01034
OG0000787	Pray.g_00558	Prbm.g_01035
OG0000788	Pray.g_00562	Prbm.g_01039
OG0000789	Pray.g_00564	Prbm.g_01042
OG0000790	Pray.g_00565	Prbm.g_00888
OG0000791	Pray.g_00566	Prbm.g_01043
OG0000792	Pray.g_00567	Prbm.g_01044
OG0000793	Pray.g_00568	Prbm.g_01045
OG0000794	Pray.g_00570	Prbm.g_01048
OG0000795	Pray.g_00573	Prbm.g_01052
OG0000796	Pray.g_00574	Prbm.g_01053
OG0000797	Pray.g_00576	Prbm.g_01056
OG0000798	Pray.g_00577	Prbm.g_01057
OG0000799	Pray.g_00578	Prbm.g_01058
OG0000800	Pray.g_00579	Prbm.g_01059
OG0000801	Pray.g_00582	Prbm.g_01062
OG0000802	Pray.g_00583	Prbm.g_01063
OG0000803	Pray.g_00585	Prbm.g_00887
OG0000804	Pray.g_00586	Prbm.g_00886
OG0000805	Pray.g_00587	Prbm.g_00885
OG0000806	Pray.g_00589	Prbm.g_00883
OG0000807	Pray.g_00614	Prbm.g_00894
OG0000808	Pray.g_00623	Prbm.g_01103
OG0000809	Pray.g_00626	Prbm.g_01085
OG0000810	Pray.g_00627	Prbm.g_01806
OG0000811	Pray.g_00634	Prbm.g_02104
OG0000812	Pray.g_00132	Prbm.g_00398
OG0000813	Pray.g_00128	Prbm.g_00406
OG0000814	Pray.g_00126	Prbm.g_01803
OG0000815	Pray.g_00112	Prbm.g_01079
OG0000816	Pray.g_00096	Prbm.g_01911
OG0000817	Pray.g_00095	Prbm.g_01912
OG0000818	Pray.g_00090	Prbm.g_01123
OG0000819	Pray.g_00083	Prbm.g_01571
OG0000820	Pray.g_00079	Prbm.g_01565
OG0000821	Pray.g_00077	Prbm.g_01563
OG0000822	Pray.g_00076	Prbm.g_01562
OG0000823	Pray.g_00075	Prbm.g_01561
OG0000824	Pray.g_00074	Prbm.g_01560
OG0000825	Pray.g_00073	Prbm.g_01559
OG0000826	Pray.g_00072	Prbm.g_01558
OG0000827	Pray.g_00071	Prbm.g_01557
OG0000828	Pray.g_00070	Prbm.g_01556
OG0000829	Pray.g_00069	Prbm.g_01555
OG0000830	Pray.g_00068	Prbm.g_01553
OG0000831	Pray.g_00065	Prbm.g_01550
OG0000832	Pray.g_00063	Prbm.g_01548
OG0000833	Pray.g_00062	Prbm.g_01547
OG0000834	Pray.g_00060	Prbm.g_01545
OG0000835	Pray.g_00059	Prbm.g_01544
OG0000836	Pray.g_00058	Prbm.g_01543
OG0000837	Pray.g_00056	Prbm.g_01540
OG0000838	Pray.g_00055	Prbm.g_01539
OG0000839	Pray.g_00054	Prbm.g_01538
OG0000840	Pray.g_00053	Prbm.g_01537
OG0000841	Pray.g_00052	Prbm.g_01536
OG0000842	Pray.g_00051	Prbm.g_01534
OG0000843	Pray.g_00050	Prbm.g_01533
OG0000844	Pray.g_00049	Prbm.g_01532
OG0000845	Pray.g_00048	Prbm.g_01531
OG0000846	Pray.g_00045	Prbm.g_01529
OG0000847	Pray.g_00043	Prbm.g_01527
OG0000848	Pray.g_00042	Prbm.g_01525
OG0000849	Pray.g_00041	Prbm.g_01524
OG0000850	Pray.g_00040	Prbm.g_01523
OG0000851	Pray.g_00039	Prbm.g_01520
OG0000852	Pray.g_00037	Prbm.g_01518
OG0000853	Pray.g_00036	Prbm.g_01516
OG0000854	Pray.g_00034	Prbm.g_01514
OG0000855	Pray.g_00033	Prbm.g_01513
OG0000856	Pray.g_00032	Prbm.g_01512
OG0000857	Pray.g_00031	Prbm.g_01511
OG0000858	Pray.g_00030	Prbm.g_01510
OG0000859	Pray.g_00029	Prbm.g_01509
OG0000860	Pray.g_00028	Prbm.g_01508
OG0000861	Pray.g_00027	Prbm.g_01507
OG0000862	Pray.g_00026	Prbm.g_01506
OG0000863	Pray.g_00025	Prbm.g_01505
OG0000864	Pray.g_00024	Prbm.g_01504
OG0000865	Pray.g_00023	Prbm.g_01503
OG0000866	Pray.g_00022	Prbm.g_01502
OG0000867	Pray.g_00021	Prbm.g_01501
OG0000868	Pray.g_00020	Prbm.g_01500
OG0000869	Pray.g_00018	Prbm.g_01498
OG0000870	Pray.g_00017	Prbm.g_01497
OG0000871	Pray.g_00015	Prbm.g_01496
OG0000872	Pray.g_00014	Prbm.g_01495
OG0000873	Pray.g_00012	Prbm.g_01494
OG0000874	Pray.g_00011	Prbm.g_01493
OG0000875	Pray.g_00010	Prbm.g_01492
OG0000876	Pray.g_00009	Prbm.g_01491
OG0000877	Pray.g_00007	Prbm.g_01490
OG0000878	Pray.g_01895	Prbm.g_01356
OG0000879	Pray.g_01881	Prbm.g_01600
OG0000880	Pray.g_01880	Prbm.g_01601
OG0000881	Pray.g_01879	Prbm.g_01602
OG0000882	Pray.g_01878	Prbm.g_01603
OG0000883	Pray.g_01877	Prbm.g_01605
OG0000884	Pray.g_01875	Prbm.g_01606
OG0000885	Pray.g_01874	Prbm.g_01607
OG0000886	Pray.g_01873	Prbm.g_01608
OG0000887	Pray.g_01872	Prbm.g_01609
OG0000888	Pray.g_01871	Prbm.g_01610
OG0000889	Pray.g_01868	Prbm.g_01613
OG0000890	Pray.g_01867	Prbm.g_01614
OG0000891	Pray.g_01866	Prbm.g_01615
OG0000892	Pray.g_01864	Prbm.g_01616
OG0000893	Pray.g_01863	Prbm.g_01617
OG0000894	Pray.g_01862	Prbm.g_01618
OG0000895	Pray.g_01861	Prbm.g_01619
OG0000896	Pray.g_01860	Prbm.g_01620
OG0000897	Pray.g_01859	Prbm.g_01621
OG0000898	Pray.g_01857	Prbm.g_01624
OG0000899	Pray.g_01856	Prbm.g_01625
OG0000900	Pray.g_01847	Prbm.g_01630
OG0000901	Pray.g_01843	Prbm.g_01634
OG0000902	Pray.g_01842	Prbm.g_00777
OG0000903	Pray.g_01841	Prbm.g_01573
OG0000904	Pray.g_01839	Prbm.g_01051
OG0000905	Pray.g_01837	Prbm.g_01812
OG0000906	Pray.g_01835	Prbm.g_01658
OG0000907	Pray.g_01834	Prbm.g_00875
OG0000908	Pray.g_01831	Prbm.g_01176
OG0000909	Pray.g_01827	Prbm.g_01662
OG0000910	Pray.g_01826	Prbm.g_01663
OG0000911	Pray.g_01825	Prbm.g_01664
OG0000912	Pray.g_01824	Prbm.g_01665
OG0000913	Pray.g_01823	Prbm.g_01666
OG0000914	Pray.g_01822	Prbm.g_01667
OG0000915	Pray.g_01821	Prbm.g_01668
OG0000916	Pray.g_01820	Prbm.g_01669
OG0000917	Pray.g_01819	Prbm.g_01670
OG0000918	Pray.g_01818	Prbm.g_01671
OG0000919	Pray.g_01817	Prbm.g_01672
OG0000920	Pray.g_01816	Prbm.g_01673
OG0000921	Pray.g_01815	Prbm.g_01674
OG0000922	Pray.g_01814	Prbm.g_01675
OG0000923	Pray.g_01813	Prbm.g_01676
OG0000924	Pray.g_01812	Prbm.g_01677
OG0000925	Pray.g_01811	Prbm.g_01678
OG0000926	Pray.g_01787	Prbm.g_02077
OG0000927	Pray.g_01740	Prbm.g_01691
OG0000928	Pray.g_01739	Prbm.g_01692
OG0000929	Pray.g_01738	Prbm.g_01693
OG0000930	Pray.g_01737	Prbm.g_01694
OG0000931	Pray.g_01736	Prbm.g_01695
OG0000932	Pray.g_01734	Prbm.g_01697
OG0000933	Pray.g_01733	Prbm.g_01698
OG0000934	Pray.g_01732	Prbm.g_01699
OG0000935	Pray.g_01731	Prbm.g_01700
OG0000936	Pray.g_01730	Prbm.g_01701
OG0000937	Pray.g_01729	Prbm.g_01702
OG0000938	Pray.g_01728	Prbm.g_01703
OG0000939	Pray.g_01727	Prbm.g_01704
OG0000940	Pray.g_01726	Prbm.g_01706
OG0000941	Pray.g_01724	Prbm.g_01708
OG0000942	Pray.g_01723	Prbm.g_01709
OG0000943	Pray.g_01720	Prbm.g_01712
OG0000944	Pray.g_01719	Prbm.g_01713
OG0000945	Pray.g_01718	Prbm.g_01714
OG0000946	Pray.g_01717	Prbm.g_01715
OG0000947	Pray.g_01716	Prbm.g_01716
OG0000948	Pray.g_01715	Prbm.g_01717
OG0000949	Pray.g_01714	Prbm.g_01718
OG0000950	Pray.g_01713	Prbm.g_01719
OG0000951	Pray.g_01712	Prbm.g_01720
OG0000952	Pray.g_01711	Prbm.g_01721
OG0000953	Pray.g_01710	Prbm.g_01722
OG0000954	Pray.g_01709	Prbm.g_01723
OG0000955	Pray.g_01708	Prbm.g_01724
OG0000956	Pray.g_01707	Prbm.g_01725
OG0000957	Pray.g_01706	Prbm.g_00487
OG0000958	Pray.g_01705	Prbm.g_01726
OG0000959	Pray.g_01704	Prbm.g_01727
OG0000960	Pray.g_01703	Prbm.g_01728
OG0000961	Pray.g_01699	Prbm.g_01731
OG0000962	Pray.g_01698	Prbm.g_01732
OG0000963	Pray.g_01697	Prbm.g_01733
OG0000964	Pray.g_01695	Prbm.g_01735
OG0000965	Pray.g_01694	Prbm.g_01736
OG0000966	Pray.g_01693	Prbm.g_01737
OG0000967	Pray.g_01692	Prbm.g_01738
OG0000968	Pray.g_01691	Prbm.g_01739
OG0000969	Pray.g_01690	Prbm.g_01740
OG0000970	Pray.g_01689	Prbm.g_01741
OG0000971	Pray.g_01688	Prbm.g_01742
OG0000972	Pray.g_01687	Prbm.g_01743
OG0000973	Pray.g_01686	Prbm.g_01744
OG0000974	Pray.g_01684	Prbm.g_01746
OG0000975	Pray.g_01681	Prbm.g_01752
OG0000976	Pray.g_01679	Prbm.g_01755
OG0000977	Pray.g_01678	Prbm.g_01756
OG0000978	Pray.g_01677	Prbm.g_01757
OG0000979	Pray.g_01675	Prbm.g_01759
OG0000980	Pray.g_01674	Prbm.g_01760
OG0000981	Pray.g_01673	Prbm.g_01761
OG0000982	Pray.g_01672	Prbm.g_01762
OG0000983	Pray.g_01670	Prbm.g_01764
OG0000984	Pray.g_01669	Prbm.g_01765
OG0000985	Pray.g_01668	Prbm.g_01766
OG0000986	Pray.g_01667	Prbm.g_01768
OG0000987	Pray.g_01666	Prbm.g_01769
OG0000988	Pray.g_01665	Prbm.g_01770
OG0000989	Pray.g_01664	Prbm.g_01771
OG0000990	Pray.g_01663	Prbm.g_01772
OG0000991	Pray.g_01662	Prbm.g_01773
OG0000992	Pray.g_01661	Prbm.g_01774
OG0000993	Pray.g_01660	Prbm.g_01775
OG0000994	Pray.g_01659	Prbm.g_01776
OG0000995	Pray.g_01658	Prbm.g_01777
OG0000996	Pray.g_01657	Prbm.g_01778
OG0000997	Pray.g_01656	Prbm.g_01779
OG0000998	Pray.g_01655	Prbm.g_01780
OG0000999	Pray.g_01654	Prbm.g_01781
OG0001000	Pray.g_01653	Prbm.g_01782
OG0001001	Pray.g_01651	Prbm.g_01784
OG0001002	Pray.g_01650	Prbm.g_01785
OG0001003	Pray.g_01649	Prbm.g_01786
OG0001004	Pray.g_01648	Prbm.g_01787
OG0001005	Pray.g_01647	Prbm.g_01789
OG0001006	Pray.g_01646	Prbm.g_01790
OG0001007	Pray.g_01645	Prbm.g_01791
OG0001008	Pray.g_01643	Prbm.g_01793
OG0001009	Pray.g_01642	Prbm.g_01794
OG0001010	Pray.g_01634	Prbm.g_01586
OG0001011	Pray.g_01627	Prbm.g_01685
OG0001012	Pray.g_01600	Prbm.g_00830
OG0001013	Pray.g_01565	Prbm.g_01835
OG0001014	Pray.g_01564	Prbm.g_01836
OG0001015	Pray.g_01558	Prbm.g_01842
OG0001016	Pray.g_01557	Prbm.g_01843
OG0001017	Pray.g_01556	Prbm.g_01844
OG0001018	Pray.g_01555	Prbm.g_01845
OG0001019	Pray.g_01553	Prbm.g_01846
OG0001020	Pray.g_01552	Prbm.g_01847
OG0001021	Pray.g_01551	Prbm.g_01848
OG0001022	Pray.g_01550	Prbm.g_01849
OG0001023	Pray.g_01549	Prbm.g_01850
OG0001024	Pray.g_01548	Prbm.g_01851
OG0001025	Pray.g_01547	Prbm.g_01852
OG0001026	Pray.g_01545	Prbm.g_01853
OG0001027	Pray.g_01544	Prbm.g_01854
OG0001028	Pray.g_01543	Prbm.g_01855
OG0001029	Pray.g_01542	Prbm.g_01856
OG0001030	Pray.g_01541	Prbm.g_01857
OG0001031	Pray.g_01540	Prbm.g_01858
OG0001032	Pray.g_01539	Prbm.g_01859
OG0001033	Pray.g_01538	Prbm.g_01860
OG0001034	Pray.g_01537	Prbm.g_01861
OG0001035	Pray.g_01535	Prbm.g_01863
OG0001036	Pray.g_01534	Prbm.g_01864
OG0001037	Pray.g_01533	Prbm.g_01865
OG0001038	Pray.g_01532	Prbm.g_01866
OG0001039	Pray.g_01531	Prbm.g_01867
OG0001040	Pray.g_01530	Prbm.g_01869
OG0001041	Pray.g_01529	Prbm.g_01870
OG0001042	Pray.g_01528	Prbm.g_01871
OG0001043	Pray.g_01527	Prbm.g_01872
OG0001044	Pray.g_01526	Prbm.g_01873
OG0001045	Pray.g_01525	Prbm.g_01874
OG0001046	Pray.g_01524	Prbm.g_01875
OG0001047	Pray.g_01521	Prbm.g_01877
OG0001048	Pray.g_01519	Prbm.g_01879
OG0001049	Pray.g_01518	Prbm.g_01880
OG0001050	Pray.g_01517	Prbm.g_01881
OG0001051	Pray.g_01516	Prbm.g_01882
OG0001052	Pray.g_01515	Prbm.g_01883
OG0001053	Pray.g_01513	Prbm.g_01885
OG0001054	Pray.g_01512	Prbm.g_01887
OG0001055	Pray.g_01511	Prbm.g_01888
OG0001056	Pray.g_01510	Prbm.g_01889
OG0001057	Pray.g_01509	Prbm.g_01890
OG0001058	Pray.g_01508	Prbm.g_01891
OG0001059	Pray.g_01507	Prbm.g_01892
OG0001060	Pray.g_01506	Prbm.g_01893
OG0001061	Pray.g_01505	Prbm.g_01894
OG0001062	Pray.g_01504	Prbm.g_01895
OG0001063	Pray.g_01503	Prbm.g_01896
OG0001064	Pray.g_01229	Prbm.g_01898
OG0001065	Pray.g_01234	Prbm.g_01948
OG0001066	Pray.g_01235	Prbm.g_01950
OG0001067	Pray.g_01236	Prbm.g_01951
OG0001068	Pray.g_01238	Prbm.g_01953
OG0001069	Pray.g_01239	Prbm.g_01954
OG0001070	Pray.g_01240	Prbm.g_01955
OG0001071	Pray.g_01241	Prbm.g_01956
OG0001072	Pray.g_01242	Prbm.g_01957
OG0001073	Pray.g_01243	Prbm.g_01958
OG0001074	Pray.g_01244	Prbm.g_01959
OG0001075	Pray.g_01245	Prbm.g_01960
OG0001076	Pray.g_01246	Prbm.g_01961
OG0001077	Pray.g_01247	Prbm.g_01962
OG0001078	Pray.g_01248	Prbm.g_01963
OG0001079	Pray.g_01249	Prbm.g_01964
OG0001080	Pray.g_01250	Prbm.g_01965
OG0001081	Pray.g_01253	Prbm.g_01975
OG0001082	Pray.g_01254	Prbm.g_01974
OG0001083	Pray.g_01255	Prbm.g_01970
OG0001084	Pray.g_01257	Prbm.g_01972
OG0001085	Pray.g_01258	Prbm.g_01973
OG0001086	Pray.g_01259	Prbm.g_01968
OG0001087	Pray.g_01260	Prbm.g_01967
OG0001088	Pray.g_01261	Prbm.g_01966
OG0001089	Pray.g_01264	Prbm.g_01990
OG0001090	Pray.g_01266	Prbm.g_01992
OG0001091	Pray.g_01267	Prbm.g_01993
OG0001092	Pray.g_01268	Prbm.g_01994
OG0001093	Pray.g_01269	Prbm.g_01995
OG0001094	Pray.g_01270	Prbm.g_01996
