Orthogroup	Pray	Prap
OG0000586	Pray.g_01096	Prap.g_00358
OG0000587	Pray.g_01095	Prap.g_00357
OG0000588	Pray.g_01093	Prap.g_00831
OG0000589	Pray.g_01092	Prap.g_00830
OG0000590	Pray.g_01090	Prap.g_00828
OG0000591	Pray.g_01084	Prap.g_00822
OG0000592	Pray.g_01083	Prap.g_00821
OG0000593	Pray.g_01082	Prap.g_00820
OG0000594	Pray.g_01080	Prap.g_00817
OG0000595	Pray.g_01079	Prap.g_00816
OG0000596	Pray.g_01078	Prap.g_00815
OG0000597	Pray.g_01076	Prap.g_00813
OG0000598	Pray.g_01075	Prap.g_00812
OG0000599	Pray.g_01074	Prap.g_00811
OG0000600	Pray.g_01073	Prap.g_00810
OG0000601	Pray.g_01071	Prap.g_00807
OG0000602	Pray.g_01070	Prap.g_00806
OG0000603	Pray.g_01069	Prap.g_00805
OG0000604	Pray.g_01068	Prap.g_00802
OG0000605	Pray.g_01067	Prap.g_00801
OG0000606	Pray.g_01066	Prap.g_00800
OG0000607	Pray.g_01064	Prap.g_00798
OG0000608	Pray.g_01063	Prap.g_00796
OG0000609	Pray.g_01059	Prap.g_01489
OG0000610	Pray.g_01058	Prap.g_00872
OG0000611	Pray.g_01039	Prap.g_00790
OG0000612	Pray.g_01038	Prap.g_00789
OG0000613	Pray.g_01037	Prap.g_00344
OG0000614	Pray.g_01036	Prap.g_00343
OG0000615	Pray.g_01034	Prap.g_00341
OG0000616	Pray.g_01033	Prap.g_00340
OG0000617	Pray.g_01032	Prap.g_00339
OG0000618	Pray.g_01031	Prap.g_00338
OG0000619	Pray.g_01030	Prap.g_00337
OG0000620	Pray.g_01029	Prap.g_00336
OG0000621	Pray.g_01028	Prap.g_00335
OG0000622	Pray.g_01027	Prap.g_00334
OG0000623	Pray.g_01026	Prap.g_00333
OG0000624	Pray.g_01025	Prap.g_00331
OG0000625	Pray.g_00269	Prap.g_00330
OG0000626	Pray.g_00270	Prap.g_00329
OG0000627	Pray.g_00271	Prap.g_00328
OG0000628	Pray.g_00272	Prap.g_00327
OG0000629	Pray.g_00273	Prap.g_00326
OG0000630	Pray.g_00274	Prap.g_00325
OG0000631	Pray.g_00276	Prap.g_00323
OG0000632	Pray.g_00289	Prap.g_00322
OG0000633	Pray.g_00293	Prap.g_00036
OG0000634	Pray.g_00306	Prap.g_00545
OG0000635	Pray.g_00313	Prap.g_01121
OG0000636	Pray.g_00314	Prap.g_01122
OG0000637	Pray.g_00315	Prap.g_01123
OG0000638	Pray.g_00326	Prap.g_01375
OG0000639	Pray.g_00335	Prap.g_00688
OG0000640	Pray.g_00337	Prap.g_00685
OG0000641	Pray.g_00339	Prap.g_00683
OG0000642	Pray.g_00340	Prap.g_00682
OG0000643	Pray.g_00341	Prap.g_00681
OG0000644	Pray.g_00342	Prap.g_00345
OG0000645	Pray.g_00343	Prap.g_00788
OG0000646	Pray.g_00344	Prap.g_00787
OG0000647	Pray.g_00345	Prap.g_00786
OG0000648	Pray.g_00347	Prap.g_00784
OG0000649	Pray.g_00348	Prap.g_00783
OG0000650	Pray.g_00349	Prap.g_00782
OG0000651	Pray.g_00350	Prap.g_00781
OG0000652	Pray.g_00351	Prap.g_00780
OG0000653	Pray.g_00352	Prap.g_00779
OG0000654	Pray.g_00354	Prap.g_00777
OG0000655	Pray.g_00356	Prap.g_00775
OG0000656	Pray.g_00357	Prap.g_00774
OG0000657	Pray.g_00358	Prap.g_00773
OG0000658	Pray.g_00359	Prap.g_00772
OG0000659	Pray.g_00360	Prap.g_00771
OG0000660	Pray.g_00361	Prap.g_00770
OG0000661	Pray.g_00362	Prap.g_00769
OG0000662	Pray.g_00363	Prap.g_00767
OG0000663	Pray.g_00364	Prap.g_00766
OG0000664	Pray.g_00365	Prap.g_00765
OG0000665	Pray.g_00366	Prap.g_00764
OG0000666	Pray.g_00367	Prap.g_00763
OG0000667	Pray.g_00368	Prap.g_00762
OG0000668	Pray.g_00369	Prap.g_00761
OG0000669	Pray.g_00371	Prap.g_00759
OG0000670	Pray.g_00372	Prap.g_00758
OG0000671	Pray.g_00373	Prap.g_00757
OG0000672	Pray.g_00374	Prap.g_00756
OG0000673	Pray.g_00375	Prap.g_00755
OG0000674	Pray.g_00376	Prap.g_00754
OG0000675	Pray.g_00378	Prap.g_00752
OG0000676	Pray.g_00379	Prap.g_00751
OG0000677	Pray.g_00382	Prap.g_00748
OG0000678	Pray.g_00384	Prap.g_00746
OG0000679	Pray.g_00385	Prap.g_00744
OG0000680	Pray.g_00386	Prap.g_00743
OG0000681	Pray.g_00387	Prap.g_00742
OG0000682	Pray.g_00388	Prap.g_00741
OG0000683	Pray.g_00390	Prap.g_00739
OG0000684	Pray.g_00391	Prap.g_00738
OG0000685	Pray.g_00392	Prap.g_00737
OG0000686	Pray.g_00393	Prap.g_00736
OG0000687	Pray.g_00394	Prap.g_00735
OG0000688	Pray.g_00395	Prap.g_00734
OG0000689	Pray.g_00396	Prap.g_00733
OG0000690	Pray.g_00397	Prap.g_00732
OG0000691	Pray.g_00398	Prap.g_00731
OG0000692	Pray.g_00400	Prap.g_00727
OG0000693	Pray.g_00401	Prap.g_00726
OG0000694	Pray.g_00402	Prap.g_00725
OG0000695	Pray.g_00403	Prap.g_00724
OG0000696	Pray.g_00404	Prap.g_00723
OG0000697	Pray.g_00406	Prap.g_00721
OG0000698	Pray.g_00408	Prap.g_00717
OG0000699	Pray.g_00409	Prap.g_00716
OG0000700	Pray.g_00436	Prap.g_00660
OG0000701	Pray.g_00440	Prap.g_00655
OG0000702	Pray.g_00443	Prap.g_00869
OG0000703	Pray.g_00444	Prap.g_00867
OG0000704	Pray.g_00445	Prap.g_00866
OG0000705	Pray.g_00446	Prap.g_00864
OG0000706	Pray.g_00447	Prap.g_00863
OG0000707	Pray.g_00449	Prap.g_00861
OG0000708	Pray.g_00450	Prap.g_00860
OG0000709	Pray.g_00452	Prap.g_00858
OG0000710	Pray.g_00453	Prap.g_00857
OG0000711	Pray.g_00454	Prap.g_00856
OG0000712	Pray.g_00455	Prap.g_00855
OG0000713	Pray.g_00456	Prap.g_00854
OG0000714	Pray.g_00458	Prap.g_00852
OG0000715	Pray.g_00459	Prap.g_00851
OG0000716	Pray.g_00461	Prap.g_00849
OG0000717	Pray.g_00462	Prap.g_00848
OG0000718	Pray.g_00463	Prap.g_00847
OG0000719	Pray.g_00465	Prap.g_00845
OG0000720	Pray.g_00466	Prap.g_00844
OG0000721	Pray.g_00469	Prap.g_00841
OG0000722	Pray.g_00470	Prap.g_00840
OG0000723	Pray.g_00471	Prap.g_00839
OG0000724	Pray.g_00473	Prap.g_00837
OG0000725	Pray.g_00474	Prap.g_00836
OG0000726	Pray.g_00475	Prap.g_00835
OG0000727	Pray.g_00476	Prap.g_00834
OG0000728	Pray.g_00477	Prap.g_00833
OG0000729	Pray.g_00478	Prap.g_00832
OG0000730	Pray.g_00479	Prap.g_00355
OG0000731	Pray.g_00480	Prap.g_00353
OG0000732	Pray.g_00481	Prap.g_00352
OG0000733	Pray.g_00482	Prap.g_00351
OG0000734	Pray.g_00483	Prap.g_00350
OG0000735	Pray.g_00485	Prap.g_00348
OG0000736	Pray.g_00486	Prap.g_00347
OG0000737	Pray.g_00487	Prap.g_00346
OG0000738	Pray.g_00488	Prap.g_00680
OG0000739	Pray.g_00489	Prap.g_00679
OG0000740	Pray.g_00490	Prap.g_00678
OG0000741	Pray.g_00491	Prap.g_00677
OG0000742	Pray.g_00493	Prap.g_00675
OG0000743	Pray.g_00494	Prap.g_00239
OG0000744	Pray.g_00495	Prap.g_00240
OG0000745	Pray.g_00496	Prap.g_00241
OG0000746	Pray.g_00497	Prap.g_00242
OG0000747	Pray.g_00498	Prap.g_00243
OG0000748	Pray.g_00499	Prap.g_00244
OG0000749	Pray.g_00500	Prap.g_00245
OG0000750	Pray.g_00501	Prap.g_00247
OG0000751	Pray.g_00502	Prap.g_00248
OG0000752	Pray.g_00503	Prap.g_00307
OG0000753	Pray.g_00505	Prap.g_00250
OG0000754	Pray.g_00506	Prap.g_00251
OG0000755	Pray.g_00507	Prap.g_00252
OG0000756	Pray.g_00508	Prap.g_00254
OG0000757	Pray.g_00509	Prap.g_00255
OG0000758	Pray.g_00510	Prap.g_00256
OG0000759	Pray.g_00512	Prap.g_00258
OG0000760	Pray.g_00513	Prap.g_00259
OG0000761	Pray.g_00514	Prap.g_00260
OG0000762	Pray.g_00516	Prap.g_00262
OG0000763	Pray.g_00517	Prap.g_00263
OG0000764	Pray.g_00518	Prap.g_00264
OG0000765	Pray.g_00519	Prap.g_00265
OG0000766	Pray.g_00520	Prap.g_00266
OG0000767	Pray.g_00522	Prap.g_00268
OG0000768	Pray.g_00523	Prap.g_00269
OG0000769	Pray.g_00524	Prap.g_00270
OG0000770	Pray.g_00525	Prap.g_00271
OG0000771	Pray.g_00526	Prap.g_00272
OG0000772	Pray.g_00527	Prap.g_00522
OG0000773	Pray.g_00528	Prap.g_00274
OG0000774	Pray.g_00529	Prap.g_00275
OG0000775	Pray.g_00530	Prap.g_00276
OG0000776	Pray.g_00532	Prap.g_00279
OG0000777	Pray.g_00534	Prap.g_00280
OG0000778	Pray.g_00535	Prap.g_00281
OG0000779	Pray.g_00536	Prap.g_00282
OG0000780	Pray.g_00538	Prap.g_00284
OG0000781	Pray.g_00540	Prap.g_00286
OG0000782	Pray.g_00541	Prap.g_00287
OG0000783	Pray.g_00553	Prap.g_00291
OG0000784	Pray.g_00555	Prap.g_00293
OG0000785	Pray.g_00556	Prap.g_00294
OG0000786	Pray.g_00557	Prap.g_00295
OG0000787	Pray.g_00558	Prap.g_00296
OG0000788	Pray.g_00562	Prap.g_00302
OG0000789	Pray.g_00564	Prap.g_00305
OG0000790	Pray.g_00565	Prap.g_00306
OG0000791	Pray.g_00566	Prap.g_00309
OG0000792	Pray.g_00567	Prap.g_00310
OG0000793	Pray.g_00568	Prap.g_00311
OG0000794	Pray.g_00570	Prap.g_00314
OG0000795	Pray.g_00573	Prap.g_00697
OG0000796	Pray.g_00574	Prap.g_00698
OG0000797	Pray.g_00576	Prap.g_00700
OG0000798	Pray.g_00577	Prap.g_00701
OG0000799	Pray.g_00578	Prap.g_00702
OG0000800	Pray.g_00579	Prap.g_00703
OG0000801	Pray.g_00582	Prap.g_00706
OG0000802	Pray.g_00583	Prap.g_00707
OG0000803	Pray.g_00585	Prap.g_00709
OG0000804	Pray.g_00586	Prap.g_00710
OG0000805	Pray.g_00587	Prap.g_00711
OG0000806	Pray.g_00589	Prap.g_00713
OG0000807	Pray.g_00614	Prap.g_01345
OG0000808	Pray.g_00623	Prap.g_00020
OG0000809	Pray.g_00626	Prap.g_00504
OG0000810	Pray.g_00627	Prap.g_01126
OG0000811	Pray.g_00634	Prap.g_00539
OG0000812	Pray.g_00132	Prap.g_00498
OG0000813	Pray.g_00128	Prap.g_01366
OG0000814	Pray.g_00126	Prap.g_00525
OG0000815	Pray.g_00112	Prap.g_00058
OG0000816	Pray.g_00096	Prap.g_01882
OG0000817	Pray.g_00095	Prap.g_01881
OG0000818	Pray.g_00090	Prap.g_00031
OG0000819	Pray.g_00083	Prap.g_00478
OG0000820	Pray.g_00079	Prap.g_00472
OG0000821	Pray.g_00077	Prap.g_00470
OG0000822	Pray.g_00076	Prap.g_00469
OG0000823	Pray.g_00075	Prap.g_00468
OG0000824	Pray.g_00074	Prap.g_00467
OG0000825	Pray.g_00073	Prap.g_00466
OG0000826	Pray.g_00072	Prap.g_00465
OG0000827	Pray.g_00071	Prap.g_00464
OG0000828	Pray.g_00070	Prap.g_00463
OG0000829	Pray.g_00069	Prap.g_00462
OG0000830	Pray.g_00068	Prap.g_00460
OG0000831	Pray.g_00065	Prap.g_00457
OG0000832	Pray.g_00063	Prap.g_00455
OG0000833	Pray.g_00062	Prap.g_00454
OG0000834	Pray.g_00060	Prap.g_00453
OG0000835	Pray.g_00059	Prap.g_00452
OG0000836	Pray.g_00058	Prap.g_00451
OG0000837	Pray.g_00056	Prap.g_00448
OG0000838	Pray.g_00055	Prap.g_00447
OG0000839	Pray.g_00054	Prap.g_00446
OG0000840	Pray.g_00053	Prap.g_00445
OG0000841	Pray.g_00052	Prap.g_00444
OG0000842	Pray.g_00051	Prap.g_00442
OG0000843	Pray.g_00050	Prap.g_00441
OG0000844	Pray.g_00049	Prap.g_00440
OG0000845	Pray.g_00048	Prap.g_00439
OG0000846	Pray.g_00045	Prap.g_00437
OG0000847	Pray.g_00043	Prap.g_00435
OG0000848	Pray.g_00042	Prap.g_00434
OG0000849	Pray.g_00041	Prap.g_00431
OG0000850	Pray.g_00040	Prap.g_00430
OG0000851	Pray.g_00039	Prap.g_00428
OG0000852	Pray.g_00037	Prap.g_00426
OG0000853	Pray.g_00036	Prap.g_00424
OG0000854	Pray.g_00034	Prap.g_00422
OG0000855	Pray.g_00033	Prap.g_00421
OG0000856	Pray.g_00032	Prap.g_00420
OG0000857	Pray.g_00031	Prap.g_00419
OG0000858	Pray.g_00030	Prap.g_00418
OG0000859	Pray.g_00029	Prap.g_00417
OG0000860	Pray.g_00028	Prap.g_00416
OG0000861	Pray.g_00027	Prap.g_00415
OG0000862	Pray.g_00026	Prap.g_00414
OG0000863	Pray.g_00025	Prap.g_00413
OG0000864	Pray.g_00024	Prap.g_00412
OG0000865	Pray.g_00023	Prap.g_00411
OG0000866	Pray.g_00022	Prap.g_00410
OG0000867	Pray.g_00021	Prap.g_00409
OG0000868	Pray.g_00020	Prap.g_00408
OG0000869	Pray.g_00018	Prap.g_00406
OG0000870	Pray.g_00017	Prap.g_00405
OG0000871	Pray.g_00015	Prap.g_00404
OG0000872	Pray.g_00014	Prap.g_00403
OG0000873	Pray.g_00012	Prap.g_00401
OG0000874	Pray.g_00011	Prap.g_00400
OG0000875	Pray.g_00010	Prap.g_00399
OG0000876	Pray.g_00009	Prap.g_00398
OG0000877	Pray.g_00007	Prap.g_01136
OG0000878	Pray.g_01895	Prap.g_01853
OG0000879	Pray.g_01881	Prap.g_00550
OG0000880	Pray.g_01880	Prap.g_00551
OG0000881	Pray.g_01879	Prap.g_00552
OG0000882	Pray.g_01878	Prap.g_00553
OG0000883	Pray.g_01877	Prap.g_00554
OG0000884	Pray.g_01875	Prap.g_00556
OG0000885	Pray.g_01874	Prap.g_00557
OG0000886	Pray.g_01873	Prap.g_00558
OG0000887	Pray.g_01872	Prap.g_00559
OG0000888	Pray.g_01871	Prap.g_00560
OG0000889	Pray.g_01868	Prap.g_00563
OG0000890	Pray.g_01867	Prap.g_00564
OG0000891	Pray.g_01866	Prap.g_00565
OG0000892	Pray.g_01864	Prap.g_00568
OG0000893	Pray.g_01863	Prap.g_00569
OG0000894	Pray.g_01862	Prap.g_00570
OG0000895	Pray.g_01861	Prap.g_00571
OG0000896	Pray.g_01860	Prap.g_00572
OG0000897	Pray.g_01859	Prap.g_00573
OG0000898	Pray.g_01857	Prap.g_00576
OG0000899	Pray.g_01856	Prap.g_00577
OG0000900	Pray.g_01847	Prap.g_01928
OG0000901	Pray.g_01843	Prap.g_00585
OG0000902	Pray.g_01842	Prap.g_01268
OG0000903	Pray.g_01841	Prap.g_00521
OG0000904	Pray.g_01839	Prap.g_00220
OG0000905	Pray.g_01837	Prap.g_00499
OG0000906	Pray.g_01835	Prap.g_00481
OG0000907	Pray.g_01834	Prap.g_00719
OG0000908	Pray.g_01831	Prap.g_00518
OG0000909	Pray.g_01827	Prap.g_00061
OG0000910	Pray.g_01826	Prap.g_00062
OG0000911	Pray.g_01825	Prap.g_00063
OG0000912	Pray.g_01824	Prap.g_00064
OG0000913	Pray.g_01823	Prap.g_00065
OG0000914	Pray.g_01822	Prap.g_00066
OG0000915	Pray.g_01821	Prap.g_00067
OG0000916	Pray.g_01820	Prap.g_00068
OG0000917	Pray.g_01819	Prap.g_00069
OG0000918	Pray.g_01818	Prap.g_00070
OG0000919	Pray.g_01817	Prap.g_00071
OG0000920	Pray.g_01816	Prap.g_00072
OG0000921	Pray.g_01815	Prap.g_00073
OG0000922	Pray.g_01814	Prap.g_00074
OG0000923	Pray.g_01813	Prap.g_00075
OG0000924	Pray.g_01812	Prap.g_00076
OG0000925	Pray.g_01811	Prap.g_00077
OG0000926	Pray.g_01787	Prap.g_01598
OG0000927	Pray.g_01740	Prap.g_00104
OG0000928	Pray.g_01739	Prap.g_00105
OG0000929	Pray.g_01738	Prap.g_00106
OG0000930	Pray.g_01737	Prap.g_00107
OG0000931	Pray.g_01736	Prap.g_00108
OG0000932	Pray.g_01734	Prap.g_00110
OG0000933	Pray.g_01733	Prap.g_00111
OG0000934	Pray.g_01732	Prap.g_00112
OG0000935	Pray.g_01731	Prap.g_00113
OG0000936	Pray.g_01730	Prap.g_00114
OG0000937	Pray.g_01729	Prap.g_00115
OG0000938	Pray.g_01728	Prap.g_00116
OG0000939	Pray.g_01727	Prap.g_00117
OG0000940	Pray.g_01726	Prap.g_00118
OG0000941	Pray.g_01724	Prap.g_00119
OG0000942	Pray.g_01723	Prap.g_00120
OG0000943	Pray.g_01720	Prap.g_00123
OG0000944	Pray.g_01719	Prap.g_00124
OG0000945	Pray.g_01718	Prap.g_00125
OG0000946	Pray.g_01717	Prap.g_00126
OG0000947	Pray.g_01716	Prap.g_00127
OG0000948	Pray.g_01715	Prap.g_00128
OG0000949	Pray.g_01714	Prap.g_00129
OG0000950	Pray.g_01713	Prap.g_00130
OG0000951	Pray.g_01712	Prap.g_00131
OG0000952	Pray.g_01711	Prap.g_00132
OG0000953	Pray.g_01710	Prap.g_00133
OG0000954	Pray.g_01709	Prap.g_00134
OG0000955	Pray.g_01708	Prap.g_00135
OG0000956	Pray.g_01707	Prap.g_00136
OG0000957	Pray.g_01706	Prap.g_00137
OG0000958	Pray.g_01705	Prap.g_00138
OG0000959	Pray.g_01704	Prap.g_00139
OG0000960	Pray.g_01703	Prap.g_00140
OG0000961	Pray.g_01699	Prap.g_00144
OG0000962	Pray.g_01698	Prap.g_00145
OG0000963	Pray.g_01697	Prap.g_00146
OG0000964	Pray.g_01695	Prap.g_00148
OG0000965	Pray.g_01694	Prap.g_00149
OG0000966	Pray.g_01693	Prap.g_00150
OG0000967	Pray.g_01692	Prap.g_00151
OG0000968	Pray.g_01691	Prap.g_00152
OG0000969	Pray.g_01690	Prap.g_00153
OG0000970	Pray.g_01689	Prap.g_00154
OG0000971	Pray.g_01688	Prap.g_00155
OG0000972	Pray.g_01687	Prap.g_00156
OG0000973	Pray.g_01686	Prap.g_00157
OG0000974	Pray.g_01684	Prap.g_00159
OG0000975	Pray.g_01681	Prap.g_00165
OG0000976	Pray.g_01679	Prap.g_00167
OG0000977	Pray.g_01678	Prap.g_00169
OG0000978	Pray.g_01677	Prap.g_00171
OG0000979	Pray.g_01675	Prap.g_00173
OG0000980	Pray.g_01674	Prap.g_00174
OG0000981	Pray.g_01673	Prap.g_00175
OG0000982	Pray.g_01672	Prap.g_00176
OG0000983	Pray.g_01670	Prap.g_00178
OG0000984	Pray.g_01669	Prap.g_00179
OG0000985	Pray.g_01668	Prap.g_00180
OG0000986	Pray.g_01667	Prap.g_00181
OG0000987	Pray.g_01666	Prap.g_00182
OG0000988	Pray.g_01665	Prap.g_00183
OG0000989	Pray.g_01664	Prap.g_00184
OG0000990	Pray.g_01663	Prap.g_00185
OG0000991	Pray.g_01662	Prap.g_00186
OG0000992	Pray.g_01661	Prap.g_00187
OG0000993	Pray.g_01660	Prap.g_00188
OG0000994	Pray.g_01659	Prap.g_00189
OG0000995	Pray.g_01658	Prap.g_00190
OG0000996	Pray.g_01657	Prap.g_00191
OG0000997	Pray.g_01656	Prap.g_00192
OG0000998	Pray.g_01655	Prap.g_00193
OG0000999	Pray.g_01654	Prap.g_00194
OG0001000	Pray.g_01653	Prap.g_00195
OG0001001	Pray.g_01651	Prap.g_00197
OG0001002	Pray.g_01650	Prap.g_00198
OG0001003	Pray.g_01649	Prap.g_00199
OG0001004	Pray.g_01648	Prap.g_00200
OG0001005	Pray.g_01647	Prap.g_00203
OG0001006	Pray.g_01646	Prap.g_00204
OG0001007	Pray.g_01645	Prap.g_00205
OG0001008	Pray.g_01643	Prap.g_00207
OG0001009	Pray.g_01642	Prap.g_00208
OG0001010	Pray.g_01634	Prap.g_01836
OG0001011	Pray.g_01627	Prap.g_01139
OG0001012	Pray.g_01600	Prap.g_00768
OG0001013	Pray.g_01565	Prap.g_01786
OG0001014	Pray.g_01564	Prap.g_01785
OG0001015	Pray.g_01558	Prap.g_01778
OG0001016	Pray.g_01557	Prap.g_01777
OG0001017	Pray.g_01556	Prap.g_01776
OG0001018	Pray.g_01555	Prap.g_01775
OG0001019	Pray.g_01553	Prap.g_01773
OG0001020	Pray.g_01552	Prap.g_01772
OG0001021	Pray.g_01551	Prap.g_01771
OG0001022	Pray.g_01550	Prap.g_01770
OG0001023	Pray.g_01549	Prap.g_01769
OG0001024	Pray.g_01548	Prap.g_01767
OG0001025	Pray.g_01547	Prap.g_01766
OG0001026	Pray.g_01545	Prap.g_01765
OG0001027	Pray.g_01544	Prap.g_01764
OG0001028	Pray.g_01543	Prap.g_01763
OG0001029	Pray.g_01542	Prap.g_01762
OG0001030	Pray.g_01541	Prap.g_01761
OG0001031	Pray.g_01540	Prap.g_01760
OG0001032	Pray.g_01539	Prap.g_01759
OG0001033	Pray.g_01538	Prap.g_01758
OG0001034	Pray.g_01537	Prap.g_01757
OG0001035	Pray.g_01535	Prap.g_01754
OG0001036	Pray.g_01534	Prap.g_01753
OG0001037	Pray.g_01533	Prap.g_01752
OG0001038	Pray.g_01532	Prap.g_01751
OG0001039	Pray.g_01531	Prap.g_01750
OG0001040	Pray.g_01530	Prap.g_01749
OG0001041	Pray.g_01529	Prap.g_01748
OG0001042	Pray.g_01528	Prap.g_01747
OG0001043	Pray.g_01527	Prap.g_01746
OG0001044	Pray.g_01526	Prap.g_01745
OG0001045	Pray.g_01525	Prap.g_01744
OG0001046	Pray.g_01524	Prap.g_01743
OG0001047	Pray.g_01521	Prap.g_01740
OG0001048	Pray.g_01519	Prap.g_01738
OG0001049	Pray.g_01518	Prap.g_01737
OG0001050	Pray.g_01517	Prap.g_01736
OG0001051	Pray.g_01516	Prap.g_01735
OG0001052	Pray.g_01515	Prap.g_01734
OG0001053	Pray.g_01513	Prap.g_01732
OG0001054	Pray.g_01512	Prap.g_01730
OG0001055	Pray.g_01511	Prap.g_01729
OG0001056	Pray.g_01510	Prap.g_01728
OG0001057	Pray.g_01509	Prap.g_01727
OG0001058	Pray.g_01508	Prap.g_01726
OG0001059	Pray.g_01507	Prap.g_01725
OG0001060	Pray.g_01506	Prap.g_01724
OG0001061	Pray.g_01505	Prap.g_01723
OG0001062	Pray.g_01504	Prap.g_01722
OG0001063	Pray.g_01503	Prap.g_01721
OG0001064	Pray.g_01229	Prap.g_01719
OG0001065	Pray.g_01234	Prap.g_01715
OG0001066	Pray.g_01235	Prap.g_01713
OG0001067	Pray.g_01236	Prap.g_01712
OG0001068	Pray.g_01238	Prap.g_01709
OG0001069	Pray.g_01239	Prap.g_01708
OG0001070	Pray.g_01240	Prap.g_01707
OG0001071	Pray.g_01241	Prap.g_01706
OG0001072	Pray.g_01242	Prap.g_01705
OG0001073	Pray.g_01243	Prap.g_01704
OG0001074	Pray.g_01244	Prap.g_01703
OG0001075	Pray.g_01245	Prap.g_01702
OG0001076	Pray.g_01246	Prap.g_01701
OG0001077	Pray.g_01247	Prap.g_01700
OG0001078	Pray.g_01248	Prap.g_01699
OG0001079	Pray.g_01249	Prap.g_01698
OG0001080	Pray.g_01250	Prap.g_01697
OG0001081	Pray.g_01253	Prap.g_01693
OG0001082	Pray.g_01254	Prap.g_01692
OG0001083	Pray.g_01255	Prap.g_01689
OG0001084	Pray.g_01257	Prap.g_01690
OG0001085	Pray.g_01258	Prap.g_01691
OG0001086	Pray.g_01259	Prap.g_01694
OG0001087	Pray.g_01260	Prap.g_01695
OG0001088	Pray.g_01261	Prap.g_01696
OG0001089	Pray.g_01264	Prap.g_01686
OG0001090	Pray.g_01266	Prap.g_01684
OG0001091	Pray.g_01267	Prap.g_01683
OG0001092	Pray.g_01268	Prap.g_01682
OG0001093	Pray.g_01269	Prap.g_01681
OG0001094	Pray.g_01270	Prap.g_01680
OG0001095	Pray.g_01271	Prap.g_01679
OG0001096	Pray.g_01272	Prap.g_01678
OG0001097	Pray.g_01273	Prap.g_01677
OG0001098	Pray.g_01274	Prap.g_01676
OG0001099	Pray.g_01275	Prap.g_01675
OG0001100	Pray.g_01276	Prap.g_01674
OG0001101	Pray.g_01277	Prap.g_01673
OG0001102	Pray.g_01278	Prap.g_01672
OG0001103	Pray.g_01279	Prap.g_01671
OG0001104	Pray.g_01280	Prap.g_01670
OG0001105	Pray.g_01281	Prap.g_01669
OG0001106	Pray.g_01282	Prap.g_01668
OG0001107	Pray.g_01283	Prap.g_01667
OG0001108	Pray.g_01284	Prap.g_01666
OG0001109	Pray.g_01285	Prap.g_01665
OG0001110	Pray.g_01286	Prap.g_01664
OG0001111	Pray.g_01287	Prap.g_01663
OG0001112	Pray.g_01288	Prap.g_01662
OG0001113	Pray.g_01289	Prap.g_01661
OG0001114	Pray.g_01290	Prap.g_01660
OG0001115	Pray.g_01291	Prap.g_01659
OG0001116	Pray.g_01292	Prap.g_01658
OG0001117	Pray.g_01293	Prap.g_01657
OG0001118	Pray.g_01294	Prap.g_01656
OG0001119	Pray.g_01295	Prap.g_01655
OG0001120	Pray.g_01296	Prap.g_01654
OG0001121	Pray.g_01298	Prap.g_01652
OG0001122	Pray.g_01299	Prap.g_01651
OG0001123	Pray.g_01300	Prap.g_01650
OG0001124	Pray.g_01302	Prap.g_01647
OG0001125	Pray.g_01304	Prap.g_01645
OG0001126	Pray.g_01305	Prap.g_01644
OG0001127	Pray.g_01307	Prap.g_01641
OG0001128	Pray.g_01308	Prap.g_01640
OG0001129	Pray.g_01309	Prap.g_01639
OG0001130	Pray.g_01312	Prap.g_01636
OG0001131	Pray.g_01313	Prap.g_01635
OG0001132	Pray.g_01314	Prap.g_01634
OG0001133	Pray.g_01315	Prap.g_01633
OG0001134	Pray.g_01316	Prap.g_01632
OG0001135	Pray.g_01317	Prap.g_01631
OG0001136	Pray.g_01318	Prap.g_01630
OG0001137	Pray.g_01319	Prap.g_01629
OG0001138	Pray.g_01320	Prap.g_01628
OG0001139	Pray.g_01321	Prap.g_01626
OG0001140	Pray.g_01322	Prap.g_01625
OG0001141	Pray.g_01323	Prap.g_01624
OG0001142	Pray.g_01327	Prap.g_01620
OG0001143	Pray.g_01328	Prap.g_01619
OG0001144	Pray.g_01329	Prap.g_01618
OG0001145	Pray.g_01330	Prap.g_01617
OG0001146	Pray.g_01331	Prap.g_01616
OG0001147	Pray.g_01332	Prap.g_01615
OG0001148	Pray.g_01333	Prap.g_01614
OG0001149	Pray.g_01335	Prap.g_01612
OG0001150	Pray.g_01336	Prap.g_01611
OG0001151	Pray.g_01338	Prap.g_01607
OG0001152	Pray.g_01339	Prap.g_01606
OG0001153	Pray.g_01340	Prap.g_01605
OG0001154	Pray.g_01342	Prap.g_01603
OG0001155	Pray.g_01344	Prap.g_01601
OG0001156	Pray.g_01346	Prap.g_01599
OG0001157	Pray.g_01347	Prap.g_01597
OG0001158	Pray.g_01349	Prap.g_01595
OG0001159	Pray.g_01350	Prap.g_01594
OG0001160	Pray.g_01351	Prap.g_01593
OG0001161	Pray.g_01352	Prap.g_01592
OG0001162	Pray.g_01353	Prap.g_01591
OG0001163	Pray.g_01354	Prap.g_01590
OG0001164	Pray.g_01355	Prap.g_01589
OG0001165	Pray.g_01356	Prap.g_01588
OG0001166	Pray.g_01357	Prap.g_01587
OG0001167	Pray.g_01358	Prap.g_01585
