Orthogroup	Prag	Prap
OG0000584	Prag.g_00588	Prap.g_01157
OG0000585	Prag.g_00590	Prap.g_01155
OG0000586	Prag.g_00591	Prap.g_01154
OG0000587	Prag.g_00592	Prap.g_01153
OG0000588	Prag.g_00596	Prap.g_01149
OG0000589	Prag.g_00599	Prap.g_01147
OG0000590	Prag.g_00600	Prap.g_01146
OG0000591	Prag.g_00603	Prap.g_01142
OG0000592	Prag.g_00604	Prap.g_01141
OG0000593	Prag.g_00610	Prap.g_00395
OG0000594	Prag.g_00611	Prap.g_00394
OG0000595	Prag.g_00612	Prap.g_00393
OG0000596	Prag.g_00616	Prap.g_00389
OG0000597	Prag.g_00618	Prap.g_00386
OG0000598	Prag.g_00619	Prap.g_00385
OG0000599	Prag.g_00622	Prap.g_00382
OG0000600	Prag.g_00623	Prap.g_00381
OG0000601	Prag.g_00624	Prap.g_00380
OG0000602	Prag.g_00626	Prap.g_00378
OG0000603	Prag.g_00627	Prap.g_00377
OG0000604	Prag.g_00628	Prap.g_00376
OG0000605	Prag.g_00629	Prap.g_00375
OG0000606	Prag.g_00632	Prap.g_00372
OG0000607	Prag.g_00635	Prap.g_00369
OG0000608	Prag.g_00636	Prap.g_00368
OG0000609	Prag.g_00637	Prap.g_00367
OG0000610	Prag.g_00642	Prap.g_00361
OG0000611	Prag.g_00645	Prap.g_00358
OG0000612	Prag.g_00646	Prap.g_00357
OG0000613	Prag.g_00651	Prap.g_00828
OG0000614	Prag.g_00670	Prap.g_00807
OG0000615	Prag.g_00678	Prap.g_00796
OG0000616	Prag.g_00682	Prap.g_01489
OG0000617	Prag.g_00698	Prap.g_00341
OG0000618	Prag.g_00699	Prap.g_00340
OG0000619	Prag.g_00700	Prap.g_00339
OG0000620	Prag.g_00703	Prap.g_00336
OG0000621	Prag.g_00704	Prap.g_00335
OG0000622	Prag.g_00705	Prap.g_00334
OG0000623	Prag.g_00706	Prap.g_00333
OG0000624	Prag.g_00707	Prap.g_00331
OG0000625	Prag.g_00708	Prap.g_00330
OG0000626	Prag.g_00709	Prap.g_00329
OG0000627	Prag.g_00710	Prap.g_00328
OG0000628	Prag.g_00711	Prap.g_00327
OG0000629	Prag.g_00712	Prap.g_00326
OG0000630	Prag.g_00715	Prap.g_00323
OG0000631	Prag.g_00797	Prap.g_00683
OG0000632	Prag.g_00798	Prap.g_00682
OG0000633	Prag.g_00799	Prap.g_00681
OG0000634	Prag.g_00802	Prap.g_00787
OG0000635	Prag.g_00803	Prap.g_00786
OG0000636	Prag.g_00805	Prap.g_00784
OG0000637	Prag.g_00807	Prap.g_00782
OG0000638	Prag.g_00808	Prap.g_00781
OG0000639	Prag.g_00809	Prap.g_00780
OG0000640	Prag.g_00810	Prap.g_00779
OG0000641	Prag.g_00814	Prap.g_00775
OG0000642	Prag.g_00815	Prap.g_00774
OG0000643	Prag.g_00816	Prap.g_00773
OG0000644	Prag.g_00817	Prap.g_00772
OG0000645	Prag.g_00818	Prap.g_00771
OG0000646	Prag.g_00820	Prap.g_00769
OG0000647	Prag.g_00821	Prap.g_00767
OG0000648	Prag.g_00823	Prap.g_00765
OG0000649	Prag.g_00824	Prap.g_00764
OG0000650	Prag.g_00825	Prap.g_00763
OG0000651	Prag.g_00826	Prap.g_00762
OG0000652	Prag.g_00827	Prap.g_00761
OG0000653	Prag.g_00829	Prap.g_00759
OG0000654	Prag.g_00830	Prap.g_00758
OG0000655	Prag.g_00831	Prap.g_00757
OG0000656	Prag.g_00834	Prap.g_00754
OG0000657	Prag.g_00840	Prap.g_00746
OG0000658	Prag.g_00841	Prap.g_00744
OG0000659	Prag.g_00842	Prap.g_00743
OG0000660	Prag.g_00846	Prap.g_00739
OG0000661	Prag.g_00848	Prap.g_00737
OG0000662	Prag.g_00850	Prap.g_00735
OG0000663	Prag.g_00852	Prap.g_00733
OG0000664	Prag.g_00853	Prap.g_00732
OG0000665	Prag.g_00857	Prap.g_00726
OG0000666	Prag.g_00858	Prap.g_00725
OG0000667	Prag.g_00862	Prap.g_00721
OG0000668	Prag.g_00892	Prap.g_00660
OG0000669	Prag.g_00898	Prap.g_00869
OG0000670	Prag.g_00900	Prap.g_00866
OG0000671	Prag.g_00902	Prap.g_00863
OG0000672	Prag.g_00904	Prap.g_00860
OG0000673	Prag.g_00907	Prap.g_00857
OG0000674	Prag.g_00909	Prap.g_00855
OG0000675	Prag.g_00910	Prap.g_00854
OG0000676	Prag.g_00912	Prap.g_00852
OG0000677	Prag.g_00913	Prap.g_00851
OG0000678	Prag.g_00915	Prap.g_00849
OG0000679	Prag.g_00919	Prap.g_00845
OG0000680	Prag.g_00920	Prap.g_00844
OG0000681	Prag.g_00922	Prap.g_00841
OG0000682	Prag.g_00923	Prap.g_00840
OG0000683	Prag.g_00924	Prap.g_00839
OG0000684	Prag.g_00926	Prap.g_00837
OG0000685	Prag.g_00928	Prap.g_00835
OG0000686	Prag.g_00929	Prap.g_00834
OG0000687	Prag.g_00930	Prap.g_00833
OG0000688	Prag.g_00933	Prap.g_00353
OG0000689	Prag.g_00934	Prap.g_00352
OG0000690	Prag.g_00935	Prap.g_00351
OG0000691	Prag.g_00936	Prap.g_00350
OG0000692	Prag.g_00938	Prap.g_00348
OG0000693	Prag.g_00939	Prap.g_00347
OG0000694	Prag.g_00940	Prap.g_00346
OG0000695	Prag.g_00942	Prap.g_00679
OG0000696	Prag.g_00943	Prap.g_00678
OG0000697	Prag.g_00944	Prap.g_00677
OG0000698	Prag.g_00947	Prap.g_00239
OG0000699	Prag.g_00948	Prap.g_00240
OG0000700	Prag.g_00949	Prap.g_00241
OG0000701	Prag.g_00950	Prap.g_00242
OG0000702	Prag.g_00952	Prap.g_00244
OG0000703	Prag.g_00953	Prap.g_00245
OG0000704	Prag.g_00954	Prap.g_00247
OG0000705	Prag.g_00958	Prap.g_00250
OG0000706	Prag.g_00959	Prap.g_00251
OG0000707	Prag.g_00960	Prap.g_00252
OG0000708	Prag.g_00961	Prap.g_00254
OG0000709	Prag.g_00965	Prap.g_00258
OG0000710	Prag.g_00968	Prap.g_00261
OG0000711	Prag.g_00985	Prap.g_00279
OG0000712	Prag.g_00987	Prap.g_00280
OG0000713	Prag.g_00988	Prap.g_00281
OG0000714	Prag.g_00989	Prap.g_00282
OG0000715	Prag.g_00991	Prap.g_00284
OG0000716	Prag.g_00993	Prap.g_00286
OG0000717	Prag.g_00994	Prap.g_00287
OG0000718	Prag.g_01005	Prap.g_00291
OG0000719	Prag.g_01007	Prap.g_00293
OG0000720	Prag.g_01016	Prap.g_00305
OG0000721	Prag.g_01018	Prap.g_00309
OG0000722	Prag.g_01019	Prap.g_00310
OG0000723	Prag.g_01022	Prap.g_00314
OG0000724	Prag.g_01031	Prap.g_00703
OG0000725	Prag.g_01037	Prap.g_00709
OG0000726	Prag.g_01038	Prap.g_00710
OG0000727	Prag.g_01039	Prap.g_00711
OG0000728	Prag.g_01041	Prap.g_00713
OG0000729	Prag.g_01087	Prap.g_00539
OG0000730	Prag.g_01091	Prap.g_00498
OG0000731	Prag.g_01095	Prap.g_01366
OG0000732	Prag.g_01102	Prap.g_01538
OG0000733	Prag.g_01121	Prap.g_01882
OG0000734	Prag.g_01138	Prap.g_00472
OG0000735	Prag.g_01140	Prap.g_00470
OG0000736	Prag.g_01141	Prap.g_00469
OG0000737	Prag.g_01142	Prap.g_00468
OG0000738	Prag.g_01146	Prap.g_00464
OG0000739	Prag.g_01147	Prap.g_00463
OG0000740	Prag.g_01148	Prap.g_00462
OG0000741	Prag.g_01149	Prap.g_00460
OG0000742	Prag.g_01152	Prap.g_00457
OG0000743	Prag.g_01154	Prap.g_00455
OG0000744	Prag.g_01155	Prap.g_00454
OG0000745	Prag.g_01156	Prap.g_00453
OG0000746	Prag.g_01158	Prap.g_00451
OG0000747	Prag.g_01159	Prap.g_00450
OG0000748	Prag.g_01162	Prap.g_00446
OG0000749	Prag.g_01163	Prap.g_00445
OG0000750	Prag.g_01164	Prap.g_00444
OG0000751	Prag.g_01166	Prap.g_00441
OG0000752	Prag.g_01168	Prap.g_00439
OG0000753	Prag.g_01171	Prap.g_00437
OG0000754	Prag.g_01174	Prap.g_00434
OG0000755	Prag.g_01177	Prap.g_00428
OG0000756	Prag.g_01178	Prap.g_00427
OG0000757	Prag.g_01184	Prap.g_00420
OG0000758	Prag.g_01185	Prap.g_00419
OG0000759	Prag.g_01186	Prap.g_00418
OG0000760	Prag.g_01187	Prap.g_00417
OG0000761	Prag.g_01188	Prap.g_00416
OG0000762	Prag.g_01189	Prap.g_00415
OG0000763	Prag.g_01191	Prap.g_00413
OG0000764	Prag.g_01192	Prap.g_00412
OG0000765	Prag.g_01201	Prap.g_00404
OG0000766	Prag.g_01202	Prap.g_00403
OG0000767	Prag.g_01204	Prap.g_00401
OG0000768	Prag.g_01205	Prap.g_00400
OG0000769	Prag.g_01207	Prap.g_00398
OG0000770	Prag.g_01209	Prap.g_01136
OG0000771	Prag.g_01219	Prap.g_00217
OG0000772	Prag.g_01328	Prap.g_01853
OG0000773	Prag.g_01344	Prap.g_00552
OG0000774	Prag.g_01346	Prap.g_00554
OG0000775	Prag.g_01350	Prap.g_00556
OG0000776	Prag.g_01351	Prap.g_00557
OG0000777	Prag.g_01352	Prap.g_00558
OG0000778	Prag.g_01353	Prap.g_00559
OG0000779	Prag.g_01357	Prap.g_00563
OG0000780	Prag.g_01358	Prap.g_00564
OG0000781	Prag.g_01361	Prap.g_00568
OG0000782	Prag.g_01362	Prap.g_00569
OG0000783	Prag.g_01363	Prap.g_00570
OG0000784	Prag.g_01364	Prap.g_00571
OG0000785	Prag.g_01366	Prap.g_00573
OG0000786	Prag.g_01368	Prap.g_00576
OG0000787	Prag.g_01369	Prap.g_00577
OG0000788	Prag.g_01376	Prap.g_01268
OG0000789	Prag.g_01379	Prap.g_00220
OG0000790	Prag.g_01394	Prap.g_00064
OG0000791	Prag.g_01396	Prap.g_00066
OG0000792	Prag.g_01397	Prap.g_00067
OG0000793	Prag.g_01400	Prap.g_00070
OG0000794	Prag.g_01401	Prap.g_00071
OG0000795	Prag.g_01402	Prap.g_00072
OG0000796	Prag.g_01406	Prap.g_00076
OG0000797	Prag.g_01407	Prap.g_00077
OG0000798	Prag.g_01430	Prap.g_00004
OG0000799	Prag.g_01470	Prap.g_00104
OG0000800	Prag.g_01471	Prap.g_00105
OG0000801	Prag.g_01472	Prap.g_00106
OG0000802	Prag.g_01474	Prap.g_00108
OG0000803	Prag.g_01476	Prap.g_00110
OG0000804	Prag.g_01477	Prap.g_00111
OG0000805	Prag.g_01479	Prap.g_00113
OG0000806	Prag.g_01481	Prap.g_00115
OG0000807	Prag.g_01482	Prap.g_00116
OG0000808	Prag.g_01483	Prap.g_00117
OG0000809	Prag.g_01486	Prap.g_00119
OG0000810	Prag.g_01487	Prap.g_00120
OG0000811	Prag.g_01493	Prap.g_00124
OG0000812	Prag.g_01495	Prap.g_00126
OG0000813	Prag.g_01496	Prap.g_00127
OG0000814	Prag.g_01498	Prap.g_00129
OG0000815	Prag.g_01499	Prap.g_00130
OG0000816	Prag.g_01501	Prap.g_00132
OG0000817	Prag.g_01502	Prap.g_00133
OG0000818	Prag.g_01507	Prap.g_00138
OG0000819	Prag.g_01508	Prap.g_00139
OG0000820	Prag.g_01509	Prap.g_00140
OG0000821	Prag.g_01512	Prap.g_00144
OG0000822	Prag.g_01513	Prap.g_00145
OG0000823	Prag.g_01514	Prap.g_00146
OG0000824	Prag.g_01517	Prap.g_00149
OG0000825	Prag.g_01518	Prap.g_00150
OG0000826	Prag.g_01519	Prap.g_00151
OG0000827	Prag.g_01520	Prap.g_00152
OG0000828	Prag.g_01524	Prap.g_00155
OG0000829	Prag.g_01525	Prap.g_00156
OG0000830	Prag.g_01526	Prap.g_00157
OG0000831	Prag.g_01528	Prap.g_00159
OG0000832	Prag.g_01534	Prap.g_00169
OG0000833	Prag.g_01542	Prap.g_00178
OG0000834	Prag.g_01543	Prap.g_00179
OG0000835	Prag.g_01544	Prap.g_00180
OG0000836	Prag.g_01545	Prap.g_00181
OG0000837	Prag.g_01546	Prap.g_00182
OG0000838	Prag.g_01548	Prap.g_00184
OG0000839	Prag.g_01549	Prap.g_00185
OG0000840	Prag.g_01550	Prap.g_00186
OG0000841	Prag.g_01551	Prap.g_00187
OG0000842	Prag.g_01552	Prap.g_00188
OG0000843	Prag.g_01553	Prap.g_00189
OG0000844	Prag.g_01554	Prap.g_00190
OG0000845	Prag.g_01555	Prap.g_00191
OG0000846	Prag.g_01556	Prap.g_00192
OG0000847	Prag.g_01557	Prap.g_00193
OG0000848	Prag.g_01558	Prap.g_00194
OG0000849	Prag.g_01559	Prap.g_00195
OG0000850	Prag.g_01561	Prap.g_00197
OG0000851	Prag.g_01562	Prap.g_00198
OG0000852	Prag.g_01563	Prap.g_00199
OG0000853	Prag.g_01567	Prap.g_00205
OG0000854	Prag.g_01569	Prap.g_00207
OG0000855	Prag.g_01570	Prap.g_00208
OG0000856	Prag.g_01583	Prap.g_01139
OG0000857	Prag.g_01611	Prap.g_00768
OG0000858	Prag.g_01663	Prap.g_01786
OG0000859	Prag.g_01664	Prap.g_01785
OG0000860	Prag.g_01671	Prap.g_01777
OG0000861	Prag.g_01672	Prap.g_01776
OG0000862	Prag.g_01673	Prap.g_01775
OG0000863	Prag.g_01675	Prap.g_01773
OG0000864	Prag.g_01676	Prap.g_01772
OG0000865	Prag.g_01677	Prap.g_01771
OG0000866	Prag.g_01678	Prap.g_01770
OG0000867	Prag.g_01679	Prap.g_01769
OG0000868	Prag.g_01680	Prap.g_01767
OG0000869	Prag.g_01684	Prap.g_01764
OG0000870	Prag.g_01689	Prap.g_01759
OG0000871	Prag.g_01690	Prap.g_01758
OG0000872	Prag.g_01691	Prap.g_01757
OG0000873	Prag.g_01694	Prap.g_01753
OG0000874	Prag.g_01697	Prap.g_01750
OG0000875	Prag.g_01698	Prap.g_01749
OG0000876	Prag.g_01699	Prap.g_01748
OG0000877	Prag.g_01701	Prap.g_01746
OG0000878	Prag.g_01702	Prap.g_01745
OG0000879	Prag.g_01703	Prap.g_01744
OG0000880	Prag.g_01704	Prap.g_01743
OG0000881	Prag.g_01708	Prap.g_01739
OG0000882	Prag.g_01713	Prap.g_01734
OG0000883	Prag.g_01715	Prap.g_01732
OG0000884	Prag.g_01717	Prap.g_01730
OG0000885	Prag.g_01718	Prap.g_01729
OG0000886	Prag.g_01719	Prap.g_01728
OG0000887	Prag.g_01720	Prap.g_01727
OG0000888	Prag.g_01722	Prap.g_01725
OG0000889	Prag.g_01724	Prap.g_01723
OG0000890	Prag.g_01725	Prap.g_01722
OG0000891	Prag.g_01726	Prap.g_01721
OG0000892	Prag.g_01728	Prap.g_01719
OG0000893	Prag.g_01732	Prap.g_01715
OG0000894	Prag.g_01734	Prap.g_01712
OG0000895	Prag.g_01737	Prap.g_01708
OG0000896	Prag.g_01738	Prap.g_01707
OG0000897	Prag.g_01740	Prap.g_01705
OG0000898	Prag.g_01741	Prap.g_01704
OG0000899	Prag.g_01742	Prap.g_01703
OG0000900	Prag.g_01743	Prap.g_01702
OG0000901	Prag.g_01746	Prap.g_01699
OG0000902	Prag.g_01748	Prap.g_01697
OG0000903	Prag.g_01751	Prap.g_01693
OG0000904	Prag.g_01753	Prap.g_01689
OG0000905	Prag.g_01757	Prap.g_01695
OG0000906	Prag.g_01758	Prap.g_01696
OG0000907	Prag.g_01762	Prap.g_01686
OG0000908	Prag.g_01765	Prap.g_01683
OG0000909	Prag.g_01766	Prap.g_01682
OG0000910	Prag.g_01767	Prap.g_01681
OG0000911	Prag.g_01769	Prap.g_01679
OG0000912	Prag.g_01770	Prap.g_01678
OG0000913	Prag.g_01771	Prap.g_01677
OG0000914	Prag.g_01772	Prap.g_01676
OG0000915	Prag.g_01773	Prap.g_01675
OG0000916	Prag.g_01774	Prap.g_01674
OG0000917	Prag.g_01775	Prap.g_01673
OG0000918	Prag.g_01776	Prap.g_01672
OG0000919	Prag.g_01777	Prap.g_01671
OG0000920	Prag.g_01778	Prap.g_01670
OG0000921	Prag.g_01779	Prap.g_01669
OG0000922	Prag.g_01780	Prap.g_01668
OG0000923	Prag.g_01784	Prap.g_01664
OG0000924	Prag.g_01785	Prap.g_01663
OG0000925	Prag.g_01786	Prap.g_01662
OG0000926	Prag.g_01787	Prap.g_01661
OG0000927	Prag.g_01789	Prap.g_01659
OG0000928	Prag.g_01790	Prap.g_01658
OG0000929	Prag.g_01791	Prap.g_01657
OG0000930	Prag.g_01792	Prap.g_01656
OG0000931	Prag.g_01793	Prap.g_01655
OG0000932	Prag.g_01794	Prap.g_01654
OG0000933	Prag.g_01798	Prap.g_01650
OG0000934	Prag.g_01800	Prap.g_01647
OG0000935	Prag.g_01801	Prap.g_01646
OG0000936	Prag.g_01802	Prap.g_01645
OG0000937	Prag.g_01803	Prap.g_01644
OG0000938	Prag.g_01805	Prap.g_01641
OG0000939	Prag.g_01806	Prap.g_01640
OG0000940	Prag.g_01813	Prap.g_01633
OG0000941	Prag.g_01815	Prap.g_01631
OG0000942	Prag.g_01817	Prap.g_01629
OG0000943	Prag.g_01818	Prap.g_01628
OG0000944	Prag.g_01819	Prap.g_01626
OG0000945	Prag.g_01820	Prap.g_01625
OG0000946	Prag.g_01824	Prap.g_01620
OG0000947	Prag.g_01826	Prap.g_01618
OG0000948	Prag.g_01827	Prap.g_01617
OG0000949	Prag.g_01830	Prap.g_01614
OG0000950	Prag.g_01835	Prap.g_01607
OG0000951	Prag.g_01839	Prap.g_01603
OG0000952	Prag.g_01843	Prap.g_01599
OG0000953	Prag.g_01846	Prap.g_01595
OG0000954	Prag.g_01850	Prap.g_01591
OG0000955	Prag.g_01851	Prap.g_01590
OG0000956	Prag.g_01853	Prap.g_01588
OG0000957	Prag.g_01859	Prap.g_01582
OG0000958	Prag.g_01860	Prap.g_01581
OG0000959	Prag.g_01864	Prap.g_01577
OG0000960	Prag.g_01865	Prap.g_01576
OG0000961	Prag.g_01867	Prap.g_01573
OG0000962	Prag.g_01869	Prap.g_01571
OG0000963	Prag.g_01873	Prap.g_01567
OG0000964	Prag.g_01874	Prap.g_01566
OG0000965	Prag.g_01875	Prap.g_01565
OG0000966	Prag.g_01882	Prap.g_01559
OG0000967	Prag.g_01886	Prap.g_01555
OG0000968	Prag.g_01888	Prap.g_01553
OG0000969	Prag.g_01889	Prap.g_01552
OG0000970	Prag.g_01890	Prap.g_01551
OG0000971	Prag.g_01891	Prap.g_01550
OG0000972	Prag.g_01892	Prap.g_01549
OG0000973	Prag.g_01893	Prap.g_01548
OG0000974	Prag.g_01894	Prap.g_01547
OG0000975	Prag.g_01895	Prap.g_01546
OG0000976	Prag.g_01896	Prap.g_01545
OG0000977	Prag.g_01897	Prap.g_01544
OG0000978	Prag.g_01898	Prap.g_01543
OG0000979	Prag.g_01901	Prap.g_01541
OG0000980	Prag.g_01903	Prap.g_01539
OG0000981	Prag.g_01905	Prap.g_01536
OG0000982	Prag.g_01907	Prap.g_01534
OG0000983	Prag.g_01908	Prap.g_01533
OG0000984	Prag.g_01909	Prap.g_01532
OG0000985	Prag.g_01912	Prap.g_01529
OG0000986	Prag.g_01914	Prap.g_01527
OG0000987	Prag.g_01915	Prap.g_01526
OG0000988	Prag.g_01918	Prap.g_01523
OG0000989	Prag.g_01922	Prap.g_01519
OG0000990	Prag.g_01925	Prap.g_01515
OG0000991	Prag.g_01926	Prap.g_01514
OG0000992	Prag.g_01928	Prap.g_01511
OG0000993	Prag.g_01929	Prap.g_01510
OG0000994	Prag.g_01930	Prap.g_01509
OG0000995	Prag.g_01934	Prap.g_01505
OG0000996	Prag.g_01935	Prap.g_01504
OG0000997	Prag.g_01936	Prap.g_01501
OG0000998	Prag.g_01938	Prap.g_01499
OG0000999	Prag.g_01939	Prap.g_01498
OG0001000	Prag.g_01942	Prap.g_01495
OG0001001	Prag.g_01944	Prap.g_01492
OG0001002	Prag.g_01948	Prap.g_01874
OG0001003	Prag.g_01949	Prap.g_01873
OG0001004	Prag.g_01950	Prap.g_01872
OG0001005	Prag.g_01951	Prap.g_01871
OG0001006	Prag.g_01955	Prap.g_00056
OG0001007	Prag.g_01957	Prap.g_00054
OG0001008	Prag.g_00416	Prap.g_01329
OG0001009	Prag.g_00027	Prap.g_00928
OG0001010	Prag.g_00028	Prap.g_00927
OG0001011	Prag.g_00029	Prap.g_00925
OG0001012	Prag.g_00043	Prap.g_00911
OG0001013	Prag.g_00048	Prap.g_00904
OG0001014	Prag.g_00051	Prap.g_00901
OG0001015	Prag.g_00052	Prap.g_00899
OG0001016	Prag.g_00067	Prap.g_00877
OG0001017	Prag.g_00071	Prap.g_01100
OG0001018	Prag.g_00074	Prap.g_01098
OG0001019	Prag.g_00083	Prap.g_01089
OG0001020	Prag.g_00084	Prap.g_01088
OG0001021	Prag.g_00085	Prap.g_01087
OG0001022	Prag.g_00087	Prap.g_01084
OG0001023	Prag.g_00088	Prap.g_01083
OG0001024	Prag.g_00091	Prap.g_01079
OG0001025	Prag.g_00097	Prap.g_01072
OG0001026	Prag.g_00104	Prap.g_01063
OG0001027	Prag.g_00105	Prap.g_01062
OG0001028	Prag.g_00107	Prap.g_01060
OG0001029	Prag.g_00108	Prap.g_01059
OG0001030	Prag.g_00123	Prap.g_01043
OG0001031	Prag.g_00179	Prap.g_00983
OG0001032	Prag.g_00180	Prap.g_00982
OG0001033	Prag.g_00201	Prap.g_00961
OG0001034	Prag.g_00229	Prap.g_01476
OG0001035	Prag.g_00246	Prap.g_01456
OG0001036	Prag.g_00250	Prap.g_01452
OG0001037	Prag.g_00251	Prap.g_01451
OG0001038	Prag.g_00269	Prap.g_01432
OG0001039	Prag.g_00272	Prap.g_01429
OG0001040	Prag.g_00274	Prap.g_01427
OG0001041	Prag.g_00278	Prap.g_01422
OG0001042	Prag.g_00295	Prap.g_01405
OG0001043	Prag.g_00296	Prap.g_01404
OG0001044	Prag.g_00328	Prap.g_01373
OG0001045	Prag.g_00337	Prap.g_01364
OG0001046	Prag.g_00372	Prap.g_01827
OG0001047	Prag.g_00418	Prap.g_01327
OG0001048	Prag.g_00419	Prap.g_01326
OG0001049	Prag.g_00421	Prap.g_01324
OG0001050	Prag.g_00422	Prap.g_01323
OG0001051	Prag.g_00423	Prap.g_01322
OG0001052	Prag.g_00450	Prap.g_01296
OG0001053	Prag.g_00462	Prap.g_01284
OG0001054	Prag.g_00477	Prap.g_01269
OG0001055	Prag.g_00496	Prap.g_01250
OG0001056	Prag.g_00515	Prap.g_01233
OG0001057	Prag.g_00520	Prap.g_01228
OG0001058	Prag.g_00528	Prap.g_01220
OG0001059	Prag.g_00532	Prap.g_01216
OG0001060	Prag.g_00539	Prap.g_01210
OG0001061	Prag.g_00552	Prap.g_01195
OG0001062	Prag.g_00554	Prap.g_01193
OG0001063	Prag.g_00556	Prap.g_01191
OG0001064	Prag.g_00557	Prap.g_01190
OG0001065	Prag.g_00558	Prap.g_01189
OG0001066	Prag.g_00559	Prap.g_01188
OG0001067	Prag.g_00560	Prap.g_01187
OG0001068	Prag.g_00561	Prap.g_01186
OG0001069	Prag.g_00562	Prap.g_01185
OG0001070	Prag.g_00565	Prap.g_01181
OG0001071	Prag.g_00566	Prap.g_01180
OG0001072	Prag.g_00568	Prap.g_01178
OG0001073	Prag.g_00582	Prap.g_01164
OG0001074	Prag.g_00593	Prap.g_01152
OG0001075	Prag.g_00594	Prap.g_01151
OG0001076	Prag.g_00602	Prap.g_01144
OG0001077	Prag.g_00606	Prap.g_01138
OG0001078	Prag.g_00614	Prap.g_00391
OG0001079	Prag.g_00625	Prap.g_00379
OG0001080	Prag.g_00631	Prap.g_00373
OG0001081	Prag.g_00633	Prap.g_00371
OG0001082	Prag.g_00634	Prap.g_00370
OG0001083	Prag.g_00639	Prap.g_00365
OG0001084	Prag.g_00640	Prap.g_00364
OG0001085	Prag.g_00648	Prap.g_00831
OG0001086	Prag.g_00649	Prap.g_00830
OG0001087	Prag.g_00666	Prap.g_00812
OG0001088	Prag.g_00667	Prap.g_00811
OG0001089	Prag.g_00675	Prap.g_00800
OG0001090	Prag.g_00693	Prap.g_00790
OG0001091	Prag.g_00695	Prap.g_00344
OG0001092	Prag.g_00696	Prap.g_00343
OG0001093	Prag.g_00701	Prap.g_00338
OG0001094	Prag.g_00800	Prap.g_00345
OG0001095	Prag.g_00819	Prap.g_00770
OG0001096	Prag.g_00832	Prap.g_00756
OG0001097	Prag.g_00849	Prap.g_00736
OG0001098	Prag.g_00864	Prap.g_00717
OG0001099	Prag.g_00895	Prap.g_00655
OG0001100	Prag.g_00899	Prap.g_00867
OG0001101	Prag.g_00901	Prap.g_00864
OG0001102	Prag.g_00903	Prap.g_00861
OG0001103	Prag.g_00905	Prap.g_00859
OG0001104	Prag.g_00927	Prap.g_00836
OG0001105	Prag.g_00931	Prap.g_00832
OG0001106	Prag.g_00955	Prap.g_00248
OG0001107	Prag.g_00962	Prap.g_00255
OG0001108	Prag.g_00966	Prap.g_00259
OG0001109	Prag.g_00967	Prap.g_00260
OG0001110	Prag.g_00969	Prap.g_00262
OG0001111	Prag.g_00970	Prap.g_00263
OG0001112	Prag.g_00971	Prap.g_00264
OG0001113	Prag.g_00972	Prap.g_00265
OG0001114	Prag.g_00973	Prap.g_00266
OG0001115	Prag.g_00975	Prap.g_00268
OG0001116	Prag.g_00976	Prap.g_00269
OG0001117	Prag.g_00977	Prap.g_00270
OG0001118	Prag.g_00978	Prap.g_00271
OG0001119	Prag.g_00979	Prap.g_00272
OG0001120	Prag.g_00981	Prap.g_00274
OG0001122	Prag.g_01008	Prap.g_00294
OG0001123	Prag.g_01012	Prap.g_00300
OG0001124	Prag.g_01014	Prap.g_00302
OG0001125	Prag.g_01015	Prap.g_00304
OG0001126	Prag.g_01025	Prap.g_00697
OG0001127	Prag.g_01026	Prap.g_00698
OG0001128	Prag.g_01028	Prap.g_00700
OG0001129	Prag.g_01029	Prap.g_00701
OG0001130	Prag.g_01030	Prap.g_00702
OG0001131	Prag.g_01066	Prap.g_01345
OG0001132	Prag.g_01076	Prap.g_00020
OG0001133	Prag.g_01106	Prap.g_00058
OG0001134	Prag.g_01120	Prap.g_01883
OG0001135	Prag.g_01123	Prap.g_01880
OG0001136	Prag.g_01150	Prap.g_00459
OG0001137	Prag.g_01161	Prap.g_00447
OG0001138	Prag.g_01179	Prap.g_00426
OG0001139	Prag.g_01180	Prap.g_00424
OG0001140	Prag.g_01181	Prap.g_00423
OG0001141	Prag.g_01182	Prap.g_00422
OG0001142	Prag.g_01183	Prap.g_00421
OG0001143	Prag.g_01190	Prap.g_00414
OG0001144	Prag.g_01195	Prap.g_00409
OG0001145	Prag.g_01345	Prap.g_00553
OG0001146	Prag.g_01359	Prap.g_00565
OG0001147	Prag.g_01375	Prap.g_00585
OG0001148	Prag.g_01391	Prap.g_00061
OG0001149	Prag.g_01392	Prap.g_00062
OG0001150	Prag.g_01393	Prap.g_00063
OG0001151	Prag.g_01404	Prap.g_00074
OG0001152	Prag.g_01405	Prap.g_00075
OG0001153	Prag.g_01521	Prap.g_00153
OG0001154	Prag.g_01523	Prap.g_00154
OG0001155	Prag.g_01535	Prap.g_00171
OG0001156	Prag.g_01538	Prap.g_00174
OG0001157	Prag.g_01539	Prap.g_00175
OG0001158	Prag.g_01540	Prap.g_00176
OG0001159	Prag.g_01541	Prap.g_00177
OG0001160	Prag.g_01565	Prap.g_00203
OG0001161	Prag.g_01576	Prap.g_01836
OG0001162	Prag.g_01587	Prap.g_01907
OG0001163	Prag.g_01661	Prap.g_01788
OG0001164	Prag.g_01665	Prap.g_01784
OG0001165	Prag.g_01668	Prap.g_01781
OG0001166	Prag.g_01688	Prap.g_01760
