Orthogroup	Prag	Syaq
OG0000582	Prag.g_00586	Syaq.g_02012
OG0000583	Prag.g_00587	Syaq.g_02013
OG0000584	Prag.g_00588	Syaq.g_02014
OG0000585	Prag.g_00590	Syaq.g_02017
OG0000586	Prag.g_00591	Syaq.g_02018
OG0000587	Prag.g_00592	Syaq.g_02020
OG0000588	Prag.g_00596	Syaq.g_02043
OG0000589	Prag.g_00599	Syaq.g_02057
OG0000590	Prag.g_00600	Syaq.g_02058
OG0000591	Prag.g_00603	Syaq.g_02066
OG0000592	Prag.g_00604	Syaq.g_02067
OG0000593	Prag.g_00610	Syaq.g_02078
OG0000594	Prag.g_00611	Syaq.g_02079
OG0000595	Prag.g_00612	Syaq.g_02080
OG0000596	Prag.g_00616	Syaq.g_02085
OG0000597	Prag.g_00618	Syaq.g_02088
OG0000598	Prag.g_00619	Syaq.g_02089
OG0000599	Prag.g_00622	Syaq.g_02096
OG0000600	Prag.g_00623	Syaq.g_02097
OG0000601	Prag.g_00624	Syaq.g_02098
OG0000602	Prag.g_00626	Syaq.g_02104
OG0000603	Prag.g_00627	Syaq.g_02105
OG0000604	Prag.g_00628	Syaq.g_02107
OG0000605	Prag.g_00629	Syaq.g_02151
OG0000606	Prag.g_00632	Syaq.g_02231
OG0000607	Prag.g_00635	Syaq.g_02234
OG0000608	Prag.g_00636	Syaq.g_02235
OG0000609	Prag.g_00637	Syaq.g_02237
OG0000610	Prag.g_00642	Syaq.g_02244
OG0000611	Prag.g_00645	Syaq.g_02247
OG0000612	Prag.g_00646	Syaq.g_02248
OG0000613	Prag.g_00651	Syaq.g_00885
OG0000614	Prag.g_00670	Syaq.g_02588
OG0000615	Prag.g_00678	Syaq.g_02302
OG0000616	Prag.g_00682	Syaq.g_01168
OG0000617	Prag.g_00698	Syaq.g_00031
OG0000618	Prag.g_00699	Syaq.g_00032
OG0000619	Prag.g_00700	Syaq.g_00033
OG0000620	Prag.g_00703	Syaq.g_00038
OG0000621	Prag.g_00704	Syaq.g_00039
OG0000622	Prag.g_00705	Syaq.g_00040
OG0000623	Prag.g_00706	Syaq.g_00041
OG0000624	Prag.g_00707	Syaq.g_00042
OG0000625	Prag.g_00708	Syaq.g_00043
OG0000626	Prag.g_00709	Syaq.g_00044
OG0000627	Prag.g_00710	Syaq.g_02425
OG0000628	Prag.g_00711	Syaq.g_02426
OG0000629	Prag.g_00712	Syaq.g_02429
OG0000630	Prag.g_00715	Syaq.g_02433
OG0000631	Prag.g_00797	Syaq.g_02441
OG0000632	Prag.g_00798	Syaq.g_02442
OG0000633	Prag.g_00799	Syaq.g_02444
OG0000634	Prag.g_00802	Syaq.g_02336
OG0000635	Prag.g_00803	Syaq.g_02337
OG0000636	Prag.g_00805	Syaq.g_02339
OG0000637	Prag.g_00807	Syaq.g_02341
OG0000638	Prag.g_00808	Syaq.g_02342
OG0000639	Prag.g_00809	Syaq.g_02343
OG0000640	Prag.g_00810	Syaq.g_02344
OG0000641	Prag.g_00814	Syaq.g_02348
OG0000642	Prag.g_00815	Syaq.g_02349
OG0000643	Prag.g_00816	Syaq.g_02350
OG0000644	Prag.g_00817	Syaq.g_02351
OG0000645	Prag.g_00818	Syaq.g_02353
OG0000646	Prag.g_00820	Syaq.g_02356
OG0000647	Prag.g_00821	Syaq.g_02358
OG0000648	Prag.g_00823	Syaq.g_02360
OG0000649	Prag.g_00824	Syaq.g_02361
OG0000650	Prag.g_00825	Syaq.g_02362
OG0000651	Prag.g_00826	Syaq.g_02363
OG0000652	Prag.g_00827	Syaq.g_02364
OG0000653	Prag.g_00829	Syaq.g_02367
OG0000654	Prag.g_00830	Syaq.g_02368
OG0000655	Prag.g_00831	Syaq.g_02369
OG0000656	Prag.g_00834	Syaq.g_02372
OG0000657	Prag.g_00840	Syaq.g_02382
OG0000658	Prag.g_00841	Syaq.g_02385
OG0000659	Prag.g_00842	Syaq.g_02386
OG0000660	Prag.g_00846	Syaq.g_02390
OG0000661	Prag.g_00848	Syaq.g_02392
OG0000662	Prag.g_00850	Syaq.g_02394
OG0000663	Prag.g_00852	Syaq.g_02397
OG0000664	Prag.g_00853	Syaq.g_02400
OG0000665	Prag.g_00857	Syaq.g_02124
OG0000666	Prag.g_00858	Syaq.g_02117
OG0000667	Prag.g_00862	Syaq.g_02222
OG0000668	Prag.g_00892	Syaq.g_00068
OG0000669	Prag.g_00898	Syaq.g_02260
OG0000670	Prag.g_00900	Syaq.g_00079
OG0000671	Prag.g_00902	Syaq.g_02264
OG0000672	Prag.g_00904	Syaq.g_02267
OG0000673	Prag.g_00907	Syaq.g_02270
OG0000674	Prag.g_00909	Syaq.g_02272
OG0000675	Prag.g_00910	Syaq.g_02273
OG0000676	Prag.g_00912	Syaq.g_02275
OG0000677	Prag.g_00913	Syaq.g_02276
OG0000678	Prag.g_00915	Syaq.g_02282
OG0000679	Prag.g_00919	Syaq.g_02305
OG0000680	Prag.g_00920	Syaq.g_02306
OG0000681	Prag.g_00922	Syaq.g_02309
OG0000682	Prag.g_00923	Syaq.g_02310
OG0000683	Prag.g_00924	Syaq.g_02311
OG0000684	Prag.g_00926	Syaq.g_02315
OG0000685	Prag.g_00928	Syaq.g_02317
OG0000686	Prag.g_00929	Syaq.g_02318
OG0000687	Prag.g_00930	Syaq.g_02319
OG0000688	Prag.g_00933	Syaq.g_02325
OG0000689	Prag.g_00934	Syaq.g_02327
OG0000690	Prag.g_00935	Syaq.g_02328
OG0000691	Prag.g_00936	Syaq.g_02329
OG0000692	Prag.g_00938	Syaq.g_02330
OG0000693	Prag.g_00939	Syaq.g_02332
OG0000694	Prag.g_00940	Syaq.g_02333
OG0000695	Prag.g_00942	Syaq.g_02446
OG0000696	Prag.g_00943	Syaq.g_02447
OG0000697	Prag.g_00944	Syaq.g_02448
OG0000698	Prag.g_00947	Syaq.g_02451
OG0000699	Prag.g_00948	Syaq.g_02452
OG0000700	Prag.g_00949	Syaq.g_02453
OG0000701	Prag.g_00950	Syaq.g_02454
OG0000702	Prag.g_00952	Syaq.g_02467
OG0000703	Prag.g_00953	Syaq.g_02468
OG0000704	Prag.g_00954	Syaq.g_02470
OG0000705	Prag.g_00958	Syaq.g_02477
OG0000706	Prag.g_00959	Syaq.g_02478
OG0000707	Prag.g_00960	Syaq.g_02479
OG0000708	Prag.g_00961	Syaq.g_02482
OG0000709	Prag.g_00965	Syaq.g_02490
OG0000710	Prag.g_00968	Syaq.g_02494
OG0000711	Prag.g_00985	Syaq.g_02521
OG0000712	Prag.g_00987	Syaq.g_02523
OG0000713	Prag.g_00988	Syaq.g_02524
OG0000714	Prag.g_00989	Syaq.g_02527
OG0000715	Prag.g_00991	Syaq.g_02529
OG0000716	Prag.g_00993	Syaq.g_02533
OG0000717	Prag.g_00994	Syaq.g_02534
OG0000718	Prag.g_01005	Syaq.g_00072
OG0000719	Prag.g_01007	Syaq.g_00070
OG0000720	Prag.g_01016	Syaq.g_00057
OG0000721	Prag.g_01018	Syaq.g_00055
OG0000722	Prag.g_01019	Syaq.g_00054
OG0000723	Prag.g_01022	Syaq.g_00046
OG0000724	Prag.g_01031	Syaq.g_02685
OG0000725	Prag.g_01037	Syaq.g_02676
OG0000726	Prag.g_01038	Syaq.g_02675
OG0000727	Prag.g_01039	Syaq.g_02674
OG0000728	Prag.g_01041	Syaq.g_02672
OG0000729	Prag.g_01087	Syaq.g_01046
OG0000730	Prag.g_01091	Syaq.g_00561
OG0000731	Prag.g_01095	Syaq.g_00550
OG0000732	Prag.g_01102	Syaq.g_01098
OG0000733	Prag.g_01121	Syaq.g_01232
OG0000734	Prag.g_01138	Syaq.g_01479
OG0000735	Prag.g_01140	Syaq.g_00266
OG0000736	Prag.g_01141	Syaq.g_00265
OG0000737	Prag.g_01142	Syaq.g_00264
OG0000738	Prag.g_01146	Syaq.g_00258
OG0000739	Prag.g_01147	Syaq.g_00257
OG0000740	Prag.g_01148	Syaq.g_00256
OG0000741	Prag.g_01149	Syaq.g_00253
OG0000742	Prag.g_01152	Syaq.g_00250
OG0000743	Prag.g_01154	Syaq.g_00248
OG0000744	Prag.g_01155	Syaq.g_00247
OG0000745	Prag.g_01156	Syaq.g_00245
OG0000746	Prag.g_01158	Syaq.g_00242
OG0000747	Prag.g_01159	Syaq.g_00241
OG0000748	Prag.g_01162	Syaq.g_00227
OG0000749	Prag.g_01163	Syaq.g_00226
OG0000750	Prag.g_01164	Syaq.g_00225
OG0000751	Prag.g_01166	Syaq.g_00219
OG0000752	Prag.g_01168	Syaq.g_00217
OG0000753	Prag.g_01171	Syaq.g_00214
OG0000754	Prag.g_01174	Syaq.g_00209
OG0000755	Prag.g_01177	Syaq.g_00198
OG0000756	Prag.g_01178	Syaq.g_00197
OG0000757	Prag.g_01184	Syaq.g_00190
OG0000758	Prag.g_01185	Syaq.g_00189
OG0000759	Prag.g_01186	Syaq.g_00188
OG0000760	Prag.g_01187	Syaq.g_00187
OG0000761	Prag.g_01188	Syaq.g_00186
OG0000762	Prag.g_01189	Syaq.g_00183
OG0000763	Prag.g_01191	Syaq.g_00181
OG0000764	Prag.g_01192	Syaq.g_00180
OG0000765	Prag.g_01201	Syaq.g_00157
OG0000766	Prag.g_01202	Syaq.g_00156
OG0000767	Prag.g_01204	Syaq.g_00154
OG0000768	Prag.g_01205	Syaq.g_00153
OG0000769	Prag.g_01207	Syaq.g_00151
OG0000770	Prag.g_01209	Syaq.g_00148
OG0000771	Prag.g_01219	Syaq.g_02691
OG0000772	Prag.g_01328	Syaq.g_01887
OG0000773	Prag.g_01344	Syaq.g_00283
OG0000774	Prag.g_01346	Syaq.g_00288
OG0000775	Prag.g_01350	Syaq.g_00290
OG0000776	Prag.g_01351	Syaq.g_00291
OG0000777	Prag.g_01352	Syaq.g_00292
OG0000778	Prag.g_01353	Syaq.g_00293
OG0000779	Prag.g_01357	Syaq.g_00299
OG0000780	Prag.g_01358	Syaq.g_00304
OG0000781	Prag.g_01361	Syaq.g_00308
OG0000782	Prag.g_01362	Syaq.g_00309
OG0000783	Prag.g_01363	Syaq.g_00310
OG0000784	Prag.g_01364	Syaq.g_00311
OG0000785	Prag.g_01366	Syaq.g_00313
OG0000786	Prag.g_01368	Syaq.g_00328
OG0000787	Prag.g_01369	Syaq.g_00329
OG0000788	Prag.g_01376	Syaq.g_02099
OG0000789	Prag.g_01379	Syaq.g_02123
OG0000790	Prag.g_01394	Syaq.g_01758
OG0000791	Prag.g_01396	Syaq.g_01756
OG0000792	Prag.g_01397	Syaq.g_01755
OG0000793	Prag.g_01400	Syaq.g_01750
OG0000794	Prag.g_01401	Syaq.g_01749
OG0000795	Prag.g_01402	Syaq.g_01748
OG0000796	Prag.g_01406	Syaq.g_01744
OG0000797	Prag.g_01407	Syaq.g_01743
OG0000798	Prag.g_01430	Syaq.g_00760
OG0000799	Prag.g_01470	Syaq.g_00341
OG0000800	Prag.g_01471	Syaq.g_00342
OG0000801	Prag.g_01472	Syaq.g_00343
OG0000802	Prag.g_01474	Syaq.g_00350
OG0000803	Prag.g_01476	Syaq.g_00353
OG0000804	Prag.g_01477	Syaq.g_00358
OG0000805	Prag.g_01479	Syaq.g_00360
OG0000806	Prag.g_01481	Syaq.g_00362
OG0000807	Prag.g_01482	Syaq.g_00364
OG0000808	Prag.g_01483	Syaq.g_00365
OG0000809	Prag.g_01486	Syaq.g_00369
OG0000810	Prag.g_01487	Syaq.g_00370
OG0000811	Prag.g_01493	Syaq.g_00378
OG0000812	Prag.g_01495	Syaq.g_00380
OG0000813	Prag.g_01496	Syaq.g_00381
OG0000814	Prag.g_01498	Syaq.g_00383
OG0000815	Prag.g_01499	Syaq.g_00384
OG0000816	Prag.g_01501	Syaq.g_00386
OG0000817	Prag.g_01502	Syaq.g_00387
OG0000818	Prag.g_01507	Syaq.g_00392
OG0000819	Prag.g_01508	Syaq.g_00393
OG0000820	Prag.g_01509	Syaq.g_00394
OG0000821	Prag.g_01512	Syaq.g_00400
OG0000822	Prag.g_01513	Syaq.g_00402
OG0000823	Prag.g_01514	Syaq.g_00403
OG0000824	Prag.g_01517	Syaq.g_00409
OG0000825	Prag.g_01518	Syaq.g_00410
OG0000826	Prag.g_01519	Syaq.g_00411
OG0000827	Prag.g_01520	Syaq.g_00412
OG0000828	Prag.g_01524	Syaq.g_00415
OG0000829	Prag.g_01525	Syaq.g_00416
OG0000830	Prag.g_01526	Syaq.g_00417
OG0000831	Prag.g_01528	Syaq.g_00419
OG0000832	Prag.g_01534	Syaq.g_01737
OG0000833	Prag.g_01542	Syaq.g_01725
OG0000834	Prag.g_01543	Syaq.g_01724
OG0000835	Prag.g_01544	Syaq.g_01723
OG0000836	Prag.g_01545	Syaq.g_01720
OG0000837	Prag.g_01546	Syaq.g_01719
OG0000838	Prag.g_01548	Syaq.g_01715
OG0000839	Prag.g_01549	Syaq.g_01714
OG0000840	Prag.g_01550	Syaq.g_01713
OG0000841	Prag.g_01551	Syaq.g_01712
OG0000842	Prag.g_01552	Syaq.g_01711
OG0000843	Prag.g_01553	Syaq.g_01710
OG0000844	Prag.g_01554	Syaq.g_01708
OG0000845	Prag.g_01555	Syaq.g_01707
OG0000846	Prag.g_01556	Syaq.g_01706
OG0000847	Prag.g_01557	Syaq.g_01705
OG0000848	Prag.g_01558	Syaq.g_01703
OG0000849	Prag.g_01559	Syaq.g_01702
OG0000850	Prag.g_01561	Syaq.g_01699
OG0000851	Prag.g_01562	Syaq.g_01696
OG0000852	Prag.g_01563	Syaq.g_01695
OG0000853	Prag.g_01567	Syaq.g_01691
OG0000854	Prag.g_01569	Syaq.g_01689
OG0000855	Prag.g_01570	Syaq.g_01688
OG0000856	Prag.g_01583	Syaq.g_02069
OG0000857	Prag.g_01611	Syaq.g_02357
OG0000858	Prag.g_01663	Syaq.g_01682
OG0000859	Prag.g_01664	Syaq.g_01681
OG0000860	Prag.g_01671	Syaq.g_01671
OG0000861	Prag.g_01672	Syaq.g_01670
OG0000862	Prag.g_01673	Syaq.g_01668
OG0000863	Prag.g_01675	Syaq.g_01665
OG0000864	Prag.g_01676	Syaq.g_01664
OG0000865	Prag.g_01677	Syaq.g_01663
OG0000866	Prag.g_01678	Syaq.g_01662
OG0000867	Prag.g_01679	Syaq.g_01661
OG0000868	Prag.g_01680	Syaq.g_01659
OG0000869	Prag.g_01684	Syaq.g_01656
OG0000870	Prag.g_01689	Syaq.g_01651
OG0000871	Prag.g_01690	Syaq.g_01650
OG0000872	Prag.g_01691	Syaq.g_01644
OG0000873	Prag.g_01694	Syaq.g_01641
OG0000874	Prag.g_01697	Syaq.g_01637
OG0000875	Prag.g_01698	Syaq.g_01633
OG0000876	Prag.g_01699	Syaq.g_01631
OG0000877	Prag.g_01701	Syaq.g_01628
OG0000878	Prag.g_01702	Syaq.g_01627
OG0000879	Prag.g_01703	Syaq.g_01626
OG0000880	Prag.g_01704	Syaq.g_01625
OG0000881	Prag.g_01708	Syaq.g_01621
OG0000882	Prag.g_01713	Syaq.g_01616
OG0000883	Prag.g_01715	Syaq.g_01613
OG0000884	Prag.g_01717	Syaq.g_01611
OG0000885	Prag.g_01718	Syaq.g_01610
OG0000886	Prag.g_01719	Syaq.g_01609
OG0000887	Prag.g_01720	Syaq.g_01608
OG0000888	Prag.g_01722	Syaq.g_01606
OG0000889	Prag.g_01724	Syaq.g_01604
OG0000890	Prag.g_01725	Syaq.g_01597
OG0000891	Prag.g_01726	Syaq.g_01596
OG0000892	Prag.g_01728	Syaq.g_01594
OG0000893	Prag.g_01732	Syaq.g_00695
OG0000894	Prag.g_01734	Syaq.g_00692
OG0000895	Prag.g_01737	Syaq.g_00688
OG0000896	Prag.g_01738	Syaq.g_00687
OG0000897	Prag.g_01740	Syaq.g_00685
OG0000898	Prag.g_01741	Syaq.g_00684
OG0000899	Prag.g_01742	Syaq.g_00683
OG0000900	Prag.g_01743	Syaq.g_00682
OG0000901	Prag.g_01746	Syaq.g_00677
OG0000902	Prag.g_01748	Syaq.g_00671
OG0000903	Prag.g_01751	Syaq.g_00655
OG0000904	Prag.g_01753	Syaq.g_00660
OG0000905	Prag.g_01757	Syaq.g_00666
OG0000906	Prag.g_01758	Syaq.g_00669
OG0000907	Prag.g_01762	Syaq.g_00653
OG0000908	Prag.g_01765	Syaq.g_00650
OG0000909	Prag.g_01766	Syaq.g_00649
OG0000910	Prag.g_01767	Syaq.g_00648
OG0000911	Prag.g_01769	Syaq.g_00646
OG0000912	Prag.g_01770	Syaq.g_00645
OG0000913	Prag.g_01771	Syaq.g_00644
OG0000914	Prag.g_01772	Syaq.g_00643
OG0000915	Prag.g_01773	Syaq.g_00641
OG0000916	Prag.g_01774	Syaq.g_00640
OG0000917	Prag.g_01775	Syaq.g_00639
OG0000918	Prag.g_01776	Syaq.g_00638
OG0000919	Prag.g_01777	Syaq.g_00637
OG0000920	Prag.g_01778	Syaq.g_00636
OG0000921	Prag.g_01779	Syaq.g_00635
OG0000922	Prag.g_01780	Syaq.g_00634
OG0000923	Prag.g_01784	Syaq.g_00630
OG0000924	Prag.g_01785	Syaq.g_00629
OG0000925	Prag.g_01786	Syaq.g_00628
OG0000926	Prag.g_01787	Syaq.g_00627
OG0000927	Prag.g_01789	Syaq.g_00625
OG0000928	Prag.g_01790	Syaq.g_00624
OG0000929	Prag.g_01791	Syaq.g_00623
OG0000930	Prag.g_01792	Syaq.g_00622
OG0000931	Prag.g_01793	Syaq.g_00621
OG0000932	Prag.g_01794	Syaq.g_00620
OG0000933	Prag.g_01798	Syaq.g_00614
OG0000934	Prag.g_01800	Syaq.g_00612
OG0000935	Prag.g_01801	Syaq.g_00611
OG0000936	Prag.g_01802	Syaq.g_00610
OG0000937	Prag.g_01803	Syaq.g_00609
OG0000938	Prag.g_01805	Syaq.g_00606
OG0000939	Prag.g_01806	Syaq.g_00604
OG0000940	Prag.g_01813	Syaq.g_00597
OG0000941	Prag.g_01815	Syaq.g_00595
OG0000942	Prag.g_01817	Syaq.g_00593
OG0000943	Prag.g_01818	Syaq.g_00592
OG0000944	Prag.g_01819	Syaq.g_00590
OG0000945	Prag.g_01820	Syaq.g_00588
OG0000946	Prag.g_01824	Syaq.g_00580
OG0000947	Prag.g_01826	Syaq.g_00577
OG0000948	Prag.g_01827	Syaq.g_00576
OG0000949	Prag.g_01830	Syaq.g_00971
OG0000950	Prag.g_01835	Syaq.g_00984
OG0000951	Prag.g_01839	Syaq.g_00991
OG0000952	Prag.g_01843	Syaq.g_01002
OG0000953	Prag.g_01846	Syaq.g_01006
OG0000954	Prag.g_01850	Syaq.g_01012
OG0000955	Prag.g_01851	Syaq.g_01013
OG0000956	Prag.g_01853	Syaq.g_01015
OG0000957	Prag.g_01859	Syaq.g_01026
OG0000958	Prag.g_01860	Syaq.g_01027
OG0000959	Prag.g_01864	Syaq.g_01031
OG0000960	Prag.g_01865	Syaq.g_01032
OG0000961	Prag.g_01867	Syaq.g_01043
OG0000962	Prag.g_01869	Syaq.g_01045
OG0000963	Prag.g_01873	Syaq.g_01049
OG0000964	Prag.g_01874	Syaq.g_01050
OG0000965	Prag.g_01875	Syaq.g_01051
OG0000966	Prag.g_01882	Syaq.g_01060
OG0000967	Prag.g_01886	Syaq.g_01067
OG0000968	Prag.g_01888	Syaq.g_01071
OG0000969	Prag.g_01889	Syaq.g_01078
OG0000970	Prag.g_01890	Syaq.g_01079
OG0000971	Prag.g_01891	Syaq.g_01081
OG0000972	Prag.g_01892	Syaq.g_01082
OG0000973	Prag.g_01893	Syaq.g_01083
OG0000974	Prag.g_01894	Syaq.g_01084
OG0000975	Prag.g_01895	Syaq.g_01085
OG0000976	Prag.g_01896	Syaq.g_01086
OG0000977	Prag.g_01897	Syaq.g_01088
OG0000978	Prag.g_01898	Syaq.g_01091
OG0000979	Prag.g_01901	Syaq.g_01094
OG0000980	Prag.g_01903	Syaq.g_01097
OG0000981	Prag.g_01905	Syaq.g_01100
OG0000982	Prag.g_01907	Syaq.g_01263
OG0000983	Prag.g_01908	Syaq.g_01262
OG0000984	Prag.g_01909	Syaq.g_01261
OG0000985	Prag.g_01912	Syaq.g_01257
OG0000986	Prag.g_01914	Syaq.g_01253
OG0000987	Prag.g_01915	Syaq.g_01251
OG0000988	Prag.g_01918	Syaq.g_01245
OG0000989	Prag.g_01922	Syaq.g_01239
OG0000990	Prag.g_01925	Syaq.g_01229
OG0000991	Prag.g_01926	Syaq.g_01225
OG0000992	Prag.g_01928	Syaq.g_01222
OG0000993	Prag.g_01929	Syaq.g_01221
OG0000994	Prag.g_01930	Syaq.g_01218
OG0000995	Prag.g_01934	Syaq.g_01212
OG0000996	Prag.g_01935	Syaq.g_01193
OG0000997	Prag.g_01936	Syaq.g_01184
OG0000998	Prag.g_01938	Syaq.g_01182
OG0000999	Prag.g_01939	Syaq.g_01181
OG0001000	Prag.g_01942	Syaq.g_01177
OG0001001	Prag.g_01944	Syaq.g_01172
OG0001002	Prag.g_01948	Syaq.g_01165
OG0001003	Prag.g_01949	Syaq.g_01163
OG0001004	Prag.g_01950	Syaq.g_01162
OG0001005	Prag.g_01951	Syaq.g_01161
OG0001006	Prag.g_01955	Syaq.g_01152
OG0001007	Prag.g_01957	Syaq.g_01150
OG0001008	Prag.g_00416	Syaq.g_00500
OG0001009	Prag.g_00027	Syaq.g_01118
OG0001010	Prag.g_00028	Syaq.g_01117
OG0001011	Prag.g_00029	Syaq.g_01115
OG0001012	Prag.g_00043	Syaq.g_01267
OG0001013	Prag.g_00048	Syaq.g_01289
OG0001014	Prag.g_00051	Syaq.g_01295
OG0001015	Prag.g_00052	Syaq.g_01296
OG0001016	Prag.g_00067	Syaq.g_01554
OG0001017	Prag.g_00071	Syaq.g_01548
OG0001018	Prag.g_00074	Syaq.g_01546
OG0001019	Prag.g_00083	Syaq.g_01524
OG0001020	Prag.g_00084	Syaq.g_01510
OG0001021	Prag.g_00085	Syaq.g_01506
OG0001022	Prag.g_00087	Syaq.g_01501
OG0001023	Prag.g_00088	Syaq.g_01500
OG0001024	Prag.g_00091	Syaq.g_01496
OG0001025	Prag.g_00097	Syaq.g_01490
OG0001026	Prag.g_00104	Syaq.g_01477
OG0001027	Prag.g_00105	Syaq.g_01474
OG0001028	Prag.g_00107	Syaq.g_01472
OG0001029	Prag.g_00108	Syaq.g_01470
OG0001030	Prag.g_00123	Syaq.g_01450
OG0001031	Prag.g_00179	Syaq.g_01378
OG0001032	Prag.g_00180	Syaq.g_01376
OG0001033	Prag.g_00201	Syaq.g_01344
OG0001034	Prag.g_00229	Syaq.g_01579
OG0001035	Prag.g_00246	Syaq.g_00726
OG0001036	Prag.g_00250	Syaq.g_00731
OG0001037	Prag.g_00251	Syaq.g_00733
OG0001038	Prag.g_00269	Syaq.g_00761
OG0001039	Prag.g_00272	Syaq.g_00764
OG0001040	Prag.g_00274	Syaq.g_00767
OG0001041	Prag.g_00278	Syaq.g_00772
OG0001042	Prag.g_00295	Syaq.g_00858
OG0001044	Prag.g_00328	Syaq.g_00560
OG0001045	Prag.g_00337	Syaq.g_00547
OG0001046	Prag.g_00372	Syaq.g_02509
OG0001047	Prag.g_00418	Syaq.g_00498
OG0001048	Prag.g_00419	Syaq.g_00497
OG0001049	Prag.g_00421	Syaq.g_00494
OG0001050	Prag.g_00422	Syaq.g_00493
OG0001051	Prag.g_00423	Syaq.g_00492
OG0001052	Prag.g_00450	Syaq.g_00446
OG0001053	Prag.g_00462	Syaq.g_01775
OG0001054	Prag.g_00477	Syaq.g_01794
OG0001055	Prag.g_00496	Syaq.g_01815
OG0001056	Prag.g_00515	Syaq.g_01843
OG0001057	Prag.g_00520	Syaq.g_00334
OG0001058	Prag.g_00528	Syaq.g_01931
OG0001059	Prag.g_00532	Syaq.g_01935
OG0001060	Prag.g_00539	Syaq.g_01941
OG0001061	Prag.g_00552	Syaq.g_01961
OG0001062	Prag.g_00554	Syaq.g_01963
OG0001063	Prag.g_00556	Syaq.g_01968
OG0001064	Prag.g_00557	Syaq.g_01969
OG0001065	Prag.g_00558	Syaq.g_01970
OG0001066	Prag.g_00559	Syaq.g_01971
OG0001067	Prag.g_00560	Syaq.g_01972
OG0001068	Prag.g_00561	Syaq.g_01973
OG0001069	Prag.g_00562	Syaq.g_01974
OG0001070	Prag.g_00565	Syaq.g_01978
OG0001071	Prag.g_00566	Syaq.g_01979
OG0001072	Prag.g_00568	Syaq.g_01983
OG0001073	Prag.g_00582	Syaq.g_01998
OG0001074	Prag.g_00593	Syaq.g_02132
OG0001075	Prag.g_00594	Syaq.g_02025
OG0001076	Prag.g_00602	Syaq.g_02060
OG0001077	Prag.g_00606	Syaq.g_02071
OG0001078	Prag.g_00614	Syaq.g_02083
OG0001079	Prag.g_00625	Syaq.g_02100
OG0001080	Prag.g_00631	Syaq.g_02161
OG0001081	Prag.g_00633	Syaq.g_02232
OG0001082	Prag.g_00634	Syaq.g_02233
OG0001083	Prag.g_00639	Syaq.g_02240
OG0001084	Prag.g_00640	Syaq.g_02241
OG0001085	Prag.g_00648	Syaq.g_02251
OG0001086	Prag.g_00649	Syaq.g_02253
OG0001087	Prag.g_00666	Syaq.g_02574
OG0001088	Prag.g_00667	Syaq.g_02576
OG0001089	Prag.g_00675	Syaq.g_02604
OG0001090	Prag.g_00693	Syaq.g_00024
OG0001091	Prag.g_00695	Syaq.g_00027
OG0001092	Prag.g_00696	Syaq.g_00029
OG0001093	Prag.g_00701	Syaq.g_00035
OG0001094	Prag.g_00800	Syaq.g_02334
OG0001095	Prag.g_00819	Syaq.g_02354
OG0001096	Prag.g_00832	Syaq.g_02370
OG0001097	Prag.g_00849	Syaq.g_02393
OG0001098	Prag.g_00864	Syaq.g_02415
OG0001099	Prag.g_00895	Syaq.g_01471
OG0001100	Prag.g_00899	Syaq.g_02262
OG0001101	Prag.g_00901	Syaq.g_02263
OG0001102	Prag.g_00903	Syaq.g_02266
OG0001103	Prag.g_00905	Syaq.g_02268
OG0001104	Prag.g_00927	Syaq.g_02316
OG0001105	Prag.g_00931	Syaq.g_02320
OG0001106	Prag.g_00955	Syaq.g_02471
OG0001108	Prag.g_00966	Syaq.g_02491
OG0001109	Prag.g_00967	Syaq.g_02493
OG0001110	Prag.g_00969	Syaq.g_02495
OG0001111	Prag.g_00970	Syaq.g_02497
OG0001112	Prag.g_00971	Syaq.g_02499
OG0001113	Prag.g_00972	Syaq.g_02539
OG0001114	Prag.g_00973	Syaq.g_02500
OG0001115	Prag.g_00975	Syaq.g_02504
OG0001116	Prag.g_00976	Syaq.g_02506
OG0001117	Prag.g_00977	Syaq.g_02507
OG0001118	Prag.g_00978	Syaq.g_02508
OG0001119	Prag.g_00979	Syaq.g_02510
OG0001120	Prag.g_00981	Syaq.g_02514
OG0001121	Prag.g_01118, Prag.g_00984	Syaq.g_01919
OG0001122	Prag.g_01008	Syaq.g_00069
OG0001123	Prag.g_01012	Syaq.g_00061
OG0001124	Prag.g_01014	Syaq.g_00060
OG0001125	Prag.g_01015	Syaq.g_00058
OG0001126	Prag.g_01025	Syaq.g_02693
OG0001127	Prag.g_01026	Syaq.g_02692
OG0001128	Prag.g_01028	Syaq.g_02689
OG0001129	Prag.g_01029	Syaq.g_02687
OG0001130	Prag.g_01030	Syaq.g_02686
OG0001131	Prag.g_01066	Syaq.g_02284
OG0001132	Prag.g_01076	Syaq.g_01872
OG0001133	Prag.g_01106	Syaq.g_02063
OG0001134	Prag.g_01120	Syaq.g_02213
OG0001136	Prag.g_01150	Syaq.g_00252
OG0001137	Prag.g_01161	Syaq.g_00228
OG0001138	Prag.g_01179	Syaq.g_00196
OG0001139	Prag.g_01180	Syaq.g_00194
OG0001140	Prag.g_01181	Syaq.g_00193
OG0001141	Prag.g_01182	Syaq.g_00192
OG0001142	Prag.g_01183	Syaq.g_00191
OG0001143	Prag.g_01190	Syaq.g_00182
