Orthogroup	Prag	Syai
OG0000589	Prag.g_00599	Syai.g_01066
OG0000590	Prag.g_00600	Syai.g_01067
OG0000591	Prag.g_00603	Syai.g_01075
OG0000592	Prag.g_00604	Syai.g_01076
OG0000593	Prag.g_00610	Syai.g_01100
OG0000594	Prag.g_00611	Syai.g_01101
OG0000595	Prag.g_00612	Syai.g_01102
OG0000596	Prag.g_00616	Syai.g_01107
OG0000597	Prag.g_00618	Syai.g_01110
OG0000598	Prag.g_00619	Syai.g_01111
OG0000599	Prag.g_00622	Syai.g_01114
OG0000600	Prag.g_00623	Syai.g_01115
OG0000601	Prag.g_00624	Syai.g_01116
OG0000602	Prag.g_00626	Syai.g_01121
OG0000603	Prag.g_00627	Syai.g_01122
OG0000604	Prag.g_00628	Syai.g_01125
OG0000605	Prag.g_00629	Syai.g_01609
OG0000606	Prag.g_00632	Syai.g_01221
OG0000607	Prag.g_00635	Syai.g_01224
OG0000608	Prag.g_00636	Syai.g_01225
OG0000609	Prag.g_00637	Syai.g_01227
OG0000610	Prag.g_00642	Syai.g_01234
OG0000611	Prag.g_00645	Syai.g_01237
OG0000612	Prag.g_00646	Syai.g_01238
OG0000613	Prag.g_00651	Syai.g_00196
OG0000614	Prag.g_00670	Syai.g_01981
OG0000615	Prag.g_00678	Syai.g_01286
OG0000616	Prag.g_00682	Syai.g_02914
OG0000617	Prag.g_00698	Syai.g_01393
OG0000618	Prag.g_00699	Syai.g_01394
OG0000619	Prag.g_00700	Syai.g_01395
OG0000620	Prag.g_00703	Syai.g_01402
OG0000621	Prag.g_00704	Syai.g_01403
OG0000622	Prag.g_00705	Syai.g_01404
OG0000623	Prag.g_00706	Syai.g_01405
OG0000624	Prag.g_00707	Syai.g_01407
OG0000625	Prag.g_00708	Syai.g_01408
OG0000626	Prag.g_00709	Syai.g_01409
OG0000627	Prag.g_00710	Syai.g_01575
OG0000628	Prag.g_00711	Syai.g_01573
OG0000629	Prag.g_00712	Syai.g_01570
OG0000630	Prag.g_00715	Syai.g_01566
OG0000631	Prag.g_00797	Syai.g_01557
OG0000632	Prag.g_00798	Syai.g_01556
OG0000633	Prag.g_00799	Syai.g_01555
OG0000634	Prag.g_00802	Syai.g_01317
OG0000635	Prag.g_00803	Syai.g_01318
OG0000636	Prag.g_00805	Syai.g_01320
OG0000637	Prag.g_00807	Syai.g_01322
OG0000638	Prag.g_00808	Syai.g_01323
OG0000639	Prag.g_00809	Syai.g_01324
OG0000640	Prag.g_00810	Syai.g_01325
OG0000641	Prag.g_00814	Syai.g_01329
OG0000642	Prag.g_00815	Syai.g_01330
OG0000643	Prag.g_00816	Syai.g_01349
OG0000644	Prag.g_00817	Syai.g_01350
OG0000645	Prag.g_00818	Syai.g_01352
OG0000646	Prag.g_00820	Syai.g_01355
OG0000647	Prag.g_00821	Syai.g_01357
OG0000648	Prag.g_00823	Syai.g_01362
OG0000649	Prag.g_00824	Syai.g_01363
OG0000650	Prag.g_00825	Syai.g_01364
OG0000651	Prag.g_00826	Syai.g_01365
OG0000652	Prag.g_00827	Syai.g_01366
OG0000653	Prag.g_00829	Syai.g_01368
OG0000654	Prag.g_00830	Syai.g_01369
OG0000655	Prag.g_00831	Syai.g_01370
OG0000656	Prag.g_00834	Syai.g_01373
OG0000657	Prag.g_00840	Syai.g_02045
OG0000658	Prag.g_00841	Syai.g_02049
OG0000659	Prag.g_00842	Syai.g_02050
OG0000660	Prag.g_00846	Syai.g_02054
OG0000661	Prag.g_00848	Syai.g_02056
OG0000662	Prag.g_00850	Syai.g_02058
OG0000663	Prag.g_00852	Syai.g_02061
OG0000664	Prag.g_00853	Syai.g_02062
OG0000665	Prag.g_00857	Syai.g_02431
OG0000666	Prag.g_00858	Syai.g_01610
OG0000667	Prag.g_00862	Syai.g_01724
OG0000668	Prag.g_00892	Syai.g_01436
OG0000669	Prag.g_00898	Syai.g_01251
OG0000670	Prag.g_00900	Syai.g_00561
OG0000671	Prag.g_00902	Syai.g_01255
OG0000672	Prag.g_00904	Syai.g_01259
OG0000673	Prag.g_00907	Syai.g_01262
OG0000674	Prag.g_00909	Syai.g_01264
OG0000675	Prag.g_00910	Syai.g_01265
OG0000676	Prag.g_00912	Syai.g_01275
OG0000677	Prag.g_00913	Syai.g_01276
OG0000678	Prag.g_00915	Syai.g_01279
OG0000679	Prag.g_00919	Syai.g_01288
OG0000680	Prag.g_00920	Syai.g_01289
OG0000681	Prag.g_00922	Syai.g_01292
OG0000682	Prag.g_00923	Syai.g_01293
OG0000683	Prag.g_00924	Syai.g_01294
OG0000684	Prag.g_00926	Syai.g_01299
OG0000685	Prag.g_00928	Syai.g_01301
OG0000686	Prag.g_00929	Syai.g_01302
OG0000687	Prag.g_00930	Syai.g_01303
OG0000688	Prag.g_00933	Syai.g_01307
OG0000689	Prag.g_00934	Syai.g_01309
OG0000690	Prag.g_00935	Syai.g_01310
OG0000691	Prag.g_00936	Syai.g_01311
OG0000692	Prag.g_00938	Syai.g_01312
OG0000693	Prag.g_00939	Syai.g_01313
OG0000694	Prag.g_00940	Syai.g_01314
OG0000695	Prag.g_00942	Syai.g_01553
OG0000696	Prag.g_00943	Syai.g_01552
OG0000697	Prag.g_00944	Syai.g_01550
OG0000698	Prag.g_00947	Syai.g_01547
OG0000699	Prag.g_00948	Syai.g_01545
OG0000700	Prag.g_00949	Syai.g_01544
OG0000701	Prag.g_00950	Syai.g_01543
OG0000702	Prag.g_00952	Syai.g_01521
OG0000703	Prag.g_00953	Syai.g_01520
OG0000704	Prag.g_00954	Syai.g_01518
OG0000705	Prag.g_00958	Syai.g_01511
OG0000706	Prag.g_00959	Syai.g_01510
OG0000707	Prag.g_00960	Syai.g_01509
OG0000708	Prag.g_00961	Syai.g_01506
OG0000709	Prag.g_00965	Syai.g_01497
OG0000710	Prag.g_00968	Syai.g_01487
OG0000711	Prag.g_00985	Syai.g_01456
OG0000712	Prag.g_00987	Syai.g_01454
OG0000713	Prag.g_00988	Syai.g_01453
OG0000714	Prag.g_00989	Syai.g_01451
OG0000715	Prag.g_00991	Syai.g_01449
OG0000716	Prag.g_00993	Syai.g_01445
OG0000717	Prag.g_00994	Syai.g_01444
OG0000718	Prag.g_01005	Syai.g_01440
OG0000719	Prag.g_01007	Syai.g_01438
OG0000720	Prag.g_01016	Syai.g_01425
OG0000721	Prag.g_01018	Syai.g_01423
OG0000722	Prag.g_01019	Syai.g_01422
OG0000723	Prag.g_01022	Syai.g_01411
OG0000724	Prag.g_01031	Syai.g_02013
OG0000725	Prag.g_01037	Syai.g_02004
OG0000726	Prag.g_01038	Syai.g_02003
OG0000727	Prag.g_01039	Syai.g_02002
OG0000728	Prag.g_01041	Syai.g_02000
OG0000729	Prag.g_01087	Syai.g_00097
OG0000730	Prag.g_01091	Syai.g_00483
OG0000731	Prag.g_01095	Syai.g_00495
OG0000732	Prag.g_01102	Syai.g_00058
OG0000733	Prag.g_01121	Syai.g_02805
OG0000734	Prag.g_01138	Syai.g_02548
OG0000735	Prag.g_01140	Syai.g_02159
OG0000736	Prag.g_01141	Syai.g_02158
OG0000737	Prag.g_01142	Syai.g_02157
OG0000738	Prag.g_01146	Syai.g_02152
OG0000739	Prag.g_01147	Syai.g_02151
OG0000740	Prag.g_01148	Syai.g_02150
OG0000741	Prag.g_01149	Syai.g_02147
OG0000742	Prag.g_01152	Syai.g_02145
OG0000743	Prag.g_01154	Syai.g_02143
OG0000744	Prag.g_01155	Syai.g_02142
OG0000745	Prag.g_01156	Syai.g_02140
OG0000746	Prag.g_01158	Syai.g_02138
OG0000747	Prag.g_01159	Syai.g_02137
OG0000748	Prag.g_01162	Syai.g_02125
OG0000749	Prag.g_01163	Syai.g_02123
OG0000750	Prag.g_01164	Syai.g_02122
OG0000751	Prag.g_01166	Syai.g_02116
OG0000752	Prag.g_01168	Syai.g_02114
OG0000753	Prag.g_01171	Syai.g_02111
OG0000754	Prag.g_01174	Syai.g_01750
OG0000755	Prag.g_01177	Syai.g_01760
OG0000756	Prag.g_01178	Syai.g_01761
OG0000757	Prag.g_01184	Syai.g_01769
OG0000758	Prag.g_01185	Syai.g_01770
OG0000759	Prag.g_01186	Syai.g_01771
OG0000760	Prag.g_01187	Syai.g_01772
OG0000761	Prag.g_01188	Syai.g_01775
OG0000762	Prag.g_01189	Syai.g_01777
OG0000763	Prag.g_01191	Syai.g_01779
OG0000764	Prag.g_01192	Syai.g_01780
OG0000765	Prag.g_01201	Syai.g_01797
OG0000766	Prag.g_01202	Syai.g_01798
OG0000767	Prag.g_01204	Syai.g_01800
OG0000768	Prag.g_01205	Syai.g_01801
OG0000769	Prag.g_01207	Syai.g_01803
OG0000770	Prag.g_01209	Syai.g_01822
OG0000771	Prag.g_01219	Syai.g_02019
OG0000772	Prag.g_01328	Syai.g_01639
OG0000773	Prag.g_01344	Syai.g_02164
OG0000774	Prag.g_01346	Syai.g_02168
OG0000775	Prag.g_01350	Syai.g_02172
OG0000776	Prag.g_01351	Syai.g_02173
OG0000777	Prag.g_01352	Syai.g_02174
OG0000778	Prag.g_01353	Syai.g_02175
OG0000779	Prag.g_01357	Syai.g_02181
OG0000780	Prag.g_01358	Syai.g_02184
OG0000781	Prag.g_01361	Syai.g_02188
OG0000782	Prag.g_01362	Syai.g_02189
OG0000783	Prag.g_01363	Syai.g_02190
OG0000784	Prag.g_01364	Syai.g_02191
OG0000785	Prag.g_01366	Syai.g_02193
OG0000786	Prag.g_01368	Syai.g_00816
OG0000787	Prag.g_01369	Syai.g_00815
OG0000788	Prag.g_01376	Syai.g_01117
OG0000789	Prag.g_01379	Syai.g_01596
OG0000790	Prag.g_01394	Syai.g_00623
OG0000791	Prag.g_01396	Syai.g_00621
OG0000792	Prag.g_01397	Syai.g_00620
OG0000793	Prag.g_01400	Syai.g_00615
OG0000794	Prag.g_01401	Syai.g_00614
OG0000795	Prag.g_01402	Syai.g_00613
OG0000796	Prag.g_01406	Syai.g_00609
OG0000797	Prag.g_01407	Syai.g_00608
OG0000798	Prag.g_01430	Syai.g_00262
OG0000799	Prag.g_01470	Syai.g_00996
OG0000800	Prag.g_01471	Syai.g_00993
OG0000801	Prag.g_01472	Syai.g_00992
OG0000802	Prag.g_01474	Syai.g_00988
OG0000803	Prag.g_01476	Syai.g_00983
OG0000804	Prag.g_01477	Syai.g_00980
OG0000805	Prag.g_01479	Syai.g_00965
OG0000806	Prag.g_01481	Syai.g_00963
OG0000807	Prag.g_01482	Syai.g_00961
OG0000808	Prag.g_01483	Syai.g_00960
OG0000809	Prag.g_01486	Syai.g_00957
OG0000810	Prag.g_01487	Syai.g_00956
OG0000811	Prag.g_01493	Syai.g_00950
OG0000812	Prag.g_01495	Syai.g_00948
OG0000813	Prag.g_01496	Syai.g_00947
OG0000814	Prag.g_01498	Syai.g_00945
OG0000815	Prag.g_01499	Syai.g_00944
OG0000816	Prag.g_01501	Syai.g_00942
OG0000817	Prag.g_01502	Syai.g_00941
OG0000818	Prag.g_01507	Syai.g_00935
OG0000819	Prag.g_01508	Syai.g_00934
OG0000820	Prag.g_01509	Syai.g_00933
OG0000821	Prag.g_01512	Syai.g_00916
OG0000822	Prag.g_01513	Syai.g_00914
OG0000823	Prag.g_01514	Syai.g_00913
OG0000824	Prag.g_01517	Syai.g_00907
OG0000825	Prag.g_01518	Syai.g_00906
OG0000826	Prag.g_01519	Syai.g_00905
OG0000827	Prag.g_01520	Syai.g_00904
OG0000828	Prag.g_01524	Syai.g_00900
OG0000829	Prag.g_01525	Syai.g_00899
OG0000830	Prag.g_01526	Syai.g_00898
OG0000831	Prag.g_01528	Syai.g_00896
OG0000832	Prag.g_01534	Syai.g_02296
OG0000833	Prag.g_01542	Syai.g_02305
OG0000834	Prag.g_01543	Syai.g_02307
OG0000835	Prag.g_01544	Syai.g_02308
OG0000836	Prag.g_01545	Syai.g_02312
OG0000837	Prag.g_01546	Syai.g_02313
OG0000838	Prag.g_01548	Syai.g_02323
OG0000839	Prag.g_01549	Syai.g_02324
OG0000840	Prag.g_01550	Syai.g_02325
OG0000841	Prag.g_01551	Syai.g_02326
OG0000842	Prag.g_01552	Syai.g_02327
OG0000843	Prag.g_01553	Syai.g_02328
OG0000844	Prag.g_01554	Syai.g_02330
OG0000845	Prag.g_01555	Syai.g_02331
OG0000846	Prag.g_01556	Syai.g_02332
OG0000847	Prag.g_01557	Syai.g_02333
OG0000848	Prag.g_01558	Syai.g_02335
OG0000849	Prag.g_01559	Syai.g_02336
OG0000850	Prag.g_01561	Syai.g_02339
OG0000851	Prag.g_01562	Syai.g_02352
OG0000852	Prag.g_01563	Syai.g_02353
OG0000853	Prag.g_01567	Syai.g_02357
OG0000854	Prag.g_01569	Syai.g_02359
OG0000855	Prag.g_01570	Syai.g_02360
OG0000856	Prag.g_01583	Syai.g_01078
OG0000857	Prag.g_01611	Syai.g_01356
OG0000858	Prag.g_01663	Syai.g_02366
OG0000859	Prag.g_01664	Syai.g_02367
OG0000860	Prag.g_01671	Syai.g_02380
OG0000861	Prag.g_01672	Syai.g_02381
OG0000862	Prag.g_01673	Syai.g_02382
OG0000863	Prag.g_01675	Syai.g_02385
OG0000864	Prag.g_01676	Syai.g_02386
OG0000865	Prag.g_01677	Syai.g_02387
OG0000866	Prag.g_01678	Syai.g_02388
OG0000867	Prag.g_01679	Syai.g_02389
OG0000868	Prag.g_01680	Syai.g_02392
OG0000869	Prag.g_01684	Syai.g_02396
OG0000870	Prag.g_01689	Syai.g_02401
OG0000871	Prag.g_01690	Syai.g_02402
OG0000872	Prag.g_01691	Syai.g_02409
OG0000873	Prag.g_01694	Syai.g_02412
OG0000874	Prag.g_01697	Syai.g_02408
OG0000875	Prag.g_01698	Syai.g_02416
OG0000876	Prag.g_01699	Syai.g_02243
OG0000877	Prag.g_01701	Syai.g_02250
OG0000878	Prag.g_01702	Syai.g_02251
OG0000879	Prag.g_01703	Syai.g_02252
OG0000880	Prag.g_01704	Syai.g_02253
OG0000881	Prag.g_01708	Syai.g_02257
OG0000882	Prag.g_01713	Syai.g_02262
OG0000883	Prag.g_01715	Syai.g_02264
OG0000884	Prag.g_01717	Syai.g_02266
OG0000885	Prag.g_01718	Syai.g_02267
OG0000886	Prag.g_01719	Syai.g_02268
OG0000887	Prag.g_01720	Syai.g_02269
OG0000888	Prag.g_01722	Syai.g_02271
OG0000889	Prag.g_01724	Syai.g_02273
OG0000890	Prag.g_01725	Syai.g_02279
OG0000891	Prag.g_01726	Syai.g_02280
OG0000892	Prag.g_01728	Syai.g_02282
OG0000893	Prag.g_01732	Syai.g_00318
OG0000894	Prag.g_01734	Syai.g_00321
OG0000895	Prag.g_01737	Syai.g_00325
OG0000896	Prag.g_01738	Syai.g_00326
OG0000897	Prag.g_01740	Syai.g_00328
OG0000898	Prag.g_01741	Syai.g_00329
OG0000899	Prag.g_01742	Syai.g_00330
OG0000900	Prag.g_01743	Syai.g_00331
OG0000901	Prag.g_01746	Syai.g_00336
OG0000902	Prag.g_01748	Syai.g_00338
OG0000903	Prag.g_01751	Syai.g_00353
OG0000904	Prag.g_01753	Syai.g_00348
OG0000905	Prag.g_01757	Syai.g_00342
OG0000906	Prag.g_01758	Syai.g_00340
OG0000907	Prag.g_01762	Syai.g_00358
OG0000908	Prag.g_01765	Syai.g_00361
OG0000909	Prag.g_01766	Syai.g_00362
OG0000910	Prag.g_01767	Syai.g_00363
OG0000911	Prag.g_01769	Syai.g_00365
OG0000912	Prag.g_01770	Syai.g_00366
OG0000913	Prag.g_01771	Syai.g_00367
OG0000914	Prag.g_01772	Syai.g_00368
OG0000915	Prag.g_01773	Syai.g_00370
OG0000916	Prag.g_01774	Syai.g_00371
OG0000917	Prag.g_01775	Syai.g_00372
OG0000918	Prag.g_01776	Syai.g_00373
OG0000919	Prag.g_01777	Syai.g_00374
OG0000920	Prag.g_01778	Syai.g_00375
OG0000921	Prag.g_01779	Syai.g_00376
OG0000922	Prag.g_01780	Syai.g_00377
OG0000923	Prag.g_01784	Syai.g_00381
OG0000924	Prag.g_01785	Syai.g_00382
OG0000925	Prag.g_01786	Syai.g_00383
OG0000926	Prag.g_01787	Syai.g_00384
OG0000927	Prag.g_01789	Syai.g_00386
OG0000928	Prag.g_01790	Syai.g_00387
OG0000929	Prag.g_01791	Syai.g_00388
OG0000930	Prag.g_01792	Syai.g_00389
OG0000931	Prag.g_01793	Syai.g_00390
OG0000932	Prag.g_01794	Syai.g_00391
OG0000933	Prag.g_01798	Syai.g_00397
OG0000934	Prag.g_01800	Syai.g_00399
OG0000935	Prag.g_01801	Syai.g_00400
OG0000936	Prag.g_01802	Syai.g_00401
OG0000937	Prag.g_01803	Syai.g_00402
OG0000938	Prag.g_01805	Syai.g_00405
OG0000939	Prag.g_01806	Syai.g_00406
OG0000940	Prag.g_01813	Syai.g_00413
OG0000941	Prag.g_01815	Syai.g_00415
OG0000942	Prag.g_01817	Syai.g_00417
OG0000943	Prag.g_01818	Syai.g_00418
OG0000944	Prag.g_01819	Syai.g_00420
OG0000945	Prag.g_01820	Syai.g_00422
OG0000946	Prag.g_01824	Syai.g_00428
OG0000947	Prag.g_01826	Syai.g_00431
OG0000948	Prag.g_01827	Syai.g_00432
OG0000949	Prag.g_01830	Syai.g_00174
OG0000950	Prag.g_01835	Syai.g_00163
OG0000951	Prag.g_01839	Syai.g_00158
OG0000952	Prag.g_01843	Syai.g_00136
OG0000953	Prag.g_01846	Syai.g_00132
OG0000954	Prag.g_01850	Syai.g_00127
OG0000955	Prag.g_01851	Syai.g_00126
OG0000956	Prag.g_01853	Syai.g_00124
OG0000957	Prag.g_01859	Syai.g_00113
OG0000958	Prag.g_01860	Syai.g_00112
OG0000959	Prag.g_01864	Syai.g_00108
OG0000960	Prag.g_01865	Syai.g_00107
OG0000961	Prag.g_01867	Syai.g_00100
OG0000962	Prag.g_01869	Syai.g_00098
OG0000963	Prag.g_01873	Syai.g_00094
OG0000964	Prag.g_01874	Syai.g_00093
OG0000965	Prag.g_01875	Syai.g_00092
OG0000966	Prag.g_01882	Syai.g_00082
OG0000967	Prag.g_01886	Syai.g_00077
OG0000968	Prag.g_01888	Syai.g_00085
OG0000969	Prag.g_01889	Syai.g_00080
OG0000970	Prag.g_01890	Syai.g_00079
OG0000971	Prag.g_01891	Syai.g_00074
OG0000972	Prag.g_01892	Syai.g_00073
OG0000973	Prag.g_01893	Syai.g_00072
OG0000974	Prag.g_01894	Syai.g_00071
OG0000975	Prag.g_01895	Syai.g_00070
OG0000976	Prag.g_01896	Syai.g_00069
OG0000977	Prag.g_01897	Syai.g_00067
OG0000978	Prag.g_01898	Syai.g_00065
OG0000979	Prag.g_01901	Syai.g_00062
OG0000980	Prag.g_01903	Syai.g_00059
OG0000981	Prag.g_01905	Syai.g_00056
OG0000982	Prag.g_01907	Syai.g_02777
OG0000983	Prag.g_01908	Syai.g_02778
OG0000984	Prag.g_01909	Syai.g_02779
OG0000985	Prag.g_01912	Syai.g_02781
OG0000986	Prag.g_01914	Syai.g_02784
OG0000987	Prag.g_01915	Syai.g_02786
OG0000988	Prag.g_01918	Syai.g_02790
OG0000989	Prag.g_01922	Syai.g_02797
OG0000990	Prag.g_01925	Syai.g_02825
OG0000991	Prag.g_01926	Syai.g_02827
OG0000992	Prag.g_01928	Syai.g_02830
OG0000993	Prag.g_01929	Syai.g_02831
OG0000994	Prag.g_01930	Syai.g_02834
OG0000995	Prag.g_01934	Syai.g_02840
OG0000996	Prag.g_01935	Syai.g_02891
OG0000997	Prag.g_01936	Syai.g_02900
OG0000998	Prag.g_01938	Syai.g_02902
OG0000999	Prag.g_01939	Syai.g_02903
OG0001000	Prag.g_01942	Syai.g_02906
OG0001001	Prag.g_01944	Syai.g_02911
OG0001002	Prag.g_01948	Syai.g_02918
OG0001003	Prag.g_01949	Syai.g_02919
OG0001004	Prag.g_01950	Syai.g_02920
OG0001005	Prag.g_01951	Syai.g_02921
OG0001006	Prag.g_01955	Syai.g_02931
OG0001007	Prag.g_01957	Syai.g_02933
OG0001008	Prag.g_00416	Syai.g_02227
OG0001009	Prag.g_00027	Syai.g_00034
OG0001010	Prag.g_00028	Syai.g_00035
OG0001011	Prag.g_00029	Syai.g_00037
OG0001012	Prag.g_00043	Syai.g_02773
OG0001013	Prag.g_00048	Syai.g_02750
OG0001014	Prag.g_00051	Syai.g_02726
OG0001015	Prag.g_00052	Syai.g_02725
OG0001016	Prag.g_00067	Syai.g_02479
OG0001017	Prag.g_00071	Syai.g_02485
OG0001018	Prag.g_00074	Syai.g_02487
OG0001019	Prag.g_00083	Syai.g_02508
OG0001020	Prag.g_00084	Syai.g_02516
OG0001021	Prag.g_00085	Syai.g_02523
OG0001022	Prag.g_00087	Syai.g_02528
OG0001023	Prag.g_00088	Syai.g_02529
OG0001024	Prag.g_00091	Syai.g_02533
OG0001025	Prag.g_00097	Syai.g_02540
OG0001026	Prag.g_00104	Syai.g_02550
OG0001027	Prag.g_00105	Syai.g_02555
OG0001028	Prag.g_00107	Syai.g_02557
OG0001029	Prag.g_00108	Syai.g_02559
OG0001030	Prag.g_00123	Syai.g_02580
OG0001031	Prag.g_00179	Syai.g_02656
OG0001032	Prag.g_00180	Syai.g_02658
OG0001033	Prag.g_00201	Syai.g_02685
OG0001034	Prag.g_00229	Syai.g_00537
OG0001035	Prag.g_00246	Syai.g_00295
OG0001036	Prag.g_00250	Syai.g_00290
OG0001037	Prag.g_00251	Syai.g_00288
OG0001038	Prag.g_00269	Syai.g_00261
OG0001039	Prag.g_00272	Syai.g_00258
OG0001040	Prag.g_00274	Syai.g_00255
OG0001041	Prag.g_00278	Syai.g_00250
OG0001042	Prag.g_00295	Syai.g_00225
OG0001043	Prag.g_00296	Syai.g_00221
OG0001044	Prag.g_00328	Syai.g_00485
OG0001045	Prag.g_00337	Syai.g_00498
OG0001046	Prag.g_00372	Syai.g_01471
OG0001047	Prag.g_00418	Syai.g_02225
OG0001048	Prag.g_00419	Syai.g_02224
OG0001049	Prag.g_00421	Syai.g_02215
OG0001050	Prag.g_00422	Syai.g_02214
OG0001051	Prag.g_00423	Syai.g_02213
OG0001052	Prag.g_00450	Syai.g_00861
OG0001053	Prag.g_00462	Syai.g_00641
OG0001054	Prag.g_00477	Syai.g_00658
OG0001055	Prag.g_00496	Syai.g_00679
OG0001056	Prag.g_00515	Syai.g_00713
OG0001057	Prag.g_00520	Syai.g_00721
OG0001058	Prag.g_00528	Syai.g_00734
OG0001059	Prag.g_00532	Syai.g_00738
OG0001060	Prag.g_00539	Syai.g_00744
OG0001061	Prag.g_00552	Syai.g_00765
OG0001062	Prag.g_00554	Syai.g_00767
OG0001063	Prag.g_00556	Syai.g_00774
OG0001064	Prag.g_00557	Syai.g_00775
OG0001065	Prag.g_00558	Syai.g_00776
OG0001066	Prag.g_00559	Syai.g_00777
OG0001067	Prag.g_00560	Syai.g_00778
OG0001068	Prag.g_00561	Syai.g_00779
OG0001069	Prag.g_00562	Syai.g_00780
OG0001070	Prag.g_00565	Syai.g_00783
OG0001071	Prag.g_00566	Syai.g_00784
OG0001072	Prag.g_00568	Syai.g_00788
OG0001073	Prag.g_00582	Syai.g_00807
OG0001074	Prag.g_00593	Syai.g_01051
OG0001075	Prag.g_00594	Syai.g_01053
OG0001076	Prag.g_00602	Syai.g_01069
OG0001077	Prag.g_00606	Syai.g_01081
OG0001078	Prag.g_00614	Syai.g_01105
OG0001079	Prag.g_00625	Syai.g_01118
OG0001080	Prag.g_00631	Syai.g_01606
OG0001081	Prag.g_00633	Syai.g_01222
OG0001082	Prag.g_00634	Syai.g_01223
OG0001083	Prag.g_00639	Syai.g_01230
OG0001084	Prag.g_00640	Syai.g_01231
OG0001085	Prag.g_00648	Syai.g_01241
OG0001086	Prag.g_00649	Syai.g_01243
OG0001087	Prag.g_00666	Syai.g_01953
OG0001088	Prag.g_00667	Syai.g_01957
OG0001089	Prag.g_00675	Syai.g_01996
OG0001090	Prag.g_00693	Syai.g_01387
OG0001091	Prag.g_00695	Syai.g_01389
OG0001092	Prag.g_00696	Syai.g_01391
OG0001093	Prag.g_00701	Syai.g_01397
OG0001094	Prag.g_00800	Syai.g_01315
OG0001096	Prag.g_00832	Syai.g_01371
OG0001097	Prag.g_00849	Syai.g_02057
OG0001098	Prag.g_00864	Syai.g_01603
OG0001099	Prag.g_00895	Syai.g_02558
OG0001100	Prag.g_00899	Syai.g_01253
OG0001101	Prag.g_00901	Syai.g_01254
OG0001102	Prag.g_00903	Syai.g_01257
OG0001103	Prag.g_00905	Syai.g_01260
OG0001104	Prag.g_00927	Syai.g_01300
OG0001105	Prag.g_00931	Syai.g_01304
OG0001106	Prag.g_00955	Syai.g_01517
OG0001107	Prag.g_00962	Syai.g_01505
OG0001108	Prag.g_00966	Syai.g_01496
OG0001109	Prag.g_00967	Syai.g_01488
OG0001110	Prag.g_00969	Syai.g_01486
OG0001111	Prag.g_00970	Syai.g_01484
OG0001112	Prag.g_00971	Syai.g_01482
OG0001113	Prag.g_00972	Syai.g_01481
OG0001114	Prag.g_00973	Syai.g_01480
OG0001115	Prag.g_00975	Syai.g_01476
OG0001116	Prag.g_00976	Syai.g_01474
OG0001117	Prag.g_00977	Syai.g_01473
OG0001118	Prag.g_00978	Syai.g_01472
OG0001119	Prag.g_00979	Syai.g_01470
OG0001120	Prag.g_00981	Syai.g_01466
OG0001121	Prag.g_01118, Prag.g_00984	Syai.g_01676
OG0001122	Prag.g_01008	Syai.g_01437
OG0001123	Prag.g_01012	Syai.g_01430
OG0001124	Prag.g_01014	Syai.g_01428
OG0001125	Prag.g_01015	Syai.g_01426
OG0001126	Prag.g_01025	Syai.g_02021
OG0001127	Prag.g_01026	Syai.g_02020
OG0001128	Prag.g_01028	Syai.g_02017
OG0001129	Prag.g_01029	Syai.g_02015
OG0001130	Prag.g_01030	Syai.g_02014
OG0001131	Prag.g_01066	Syai.g_01281
OG0001132	Prag.g_01076	Syai.g_01620
OG0001133	Prag.g_01106	Syai.g_01072
OG0001134	Prag.g_01120	Syai.g_01745
OG0001136	Prag.g_01150	Syai.g_02146
OG0001137	Prag.g_01161	Syai.g_02126
OG0001138	Prag.g_01179	Syai.g_01763
OG0001139	Prag.g_01180	Syai.g_01765
OG0001140	Prag.g_01181	Syai.g_01766
OG0001141	Prag.g_01182	Syai.g_01767
OG0001142	Prag.g_01183	Syai.g_01768
OG0001143	Prag.g_01190	Syai.g_01778
OG0001144	Prag.g_01195	Syai.g_01788
OG0001145	Prag.g_01345	Syai.g_02165
OG0001146	Prag.g_01359	Syai.g_02185
OG0001147	Prag.g_01375	Syai.g_00869
OG0001148	Prag.g_01391	Syai.g_00626
OG0001149	Prag.g_01392	Syai.g_00625
OG0001150	Prag.g_01393	Syai.g_00624
OG0001151	Prag.g_01404	Syai.g_00611
OG0001152	Prag.g_01405	Syai.g_00610
OG0001153	Prag.g_01521	Syai.g_00903
OG0001154	Prag.g_01523	Syai.g_00901
OG0001155	Prag.g_01535	Syai.g_02298
OG0001156	Prag.g_01538	Syai.g_02301
OG0001157	Prag.g_01539	Syai.g_02302
OG0001158	Prag.g_01540	Syai.g_02303
OG0001159	Prag.g_01541	Syai.g_02304
OG0001160	Prag.g_01565	Syai.g_02355
OG0001161	Prag.g_01576	Syai.g_02803
OG0001162	Prag.g_01587	Syai.g_01374
OG0001163	Prag.g_01661	Syai.g_02363
OG0001164	Prag.g_01665	Syai.g_02369
OG0001165	Prag.g_01668	Syai.g_02374
OG0001166	Prag.g_01688	Syai.g_02400
OG0001167	Prag.g_01705	Syai.g_02254
OG0001168	Prag.g_01707	Syai.g_02256
OG0001169	Prag.g_01709	Syai.g_02258
OG0001170	Prag.g_01711	Syai.g_02260
OG0001171	Prag.g_01721	Syai.g_02270
OG0001172	Prag.g_01735	Syai.g_00323
