Orthogroup	Prag	Prbf
OG0000561	Prag.g_00534	Prbf.g_01836
OG0000562	Prag.g_00535	Prbf.g_01837
OG0000563	Prag.g_00536	Prbf.g_01838
OG0000564	Prag.g_00537	Prbf.g_01839
OG0000565	Prag.g_00540	Prbf.g_01841
OG0000566	Prag.g_00542	Prbf.g_01845
OG0000567	Prag.g_00546	Prbf.g_01849
OG0000568	Prag.g_00547	Prbf.g_01850
OG0000569	Prag.g_00548	Prbf.g_01851
OG0000570	Prag.g_00549	Prbf.g_01852
OG0000571	Prag.g_00551	Prbf.g_01854
OG0000572	Prag.g_00564	Prbf.g_01868
OG0000573	Prag.g_00570	Prbf.g_01874
OG0000574	Prag.g_00571	Prbf.g_01875
OG0000575	Prag.g_00575	Prbf.g_01879
OG0000576	Prag.g_00577	Prbf.g_01881
OG0000577	Prag.g_00578	Prbf.g_01882
OG0000578	Prag.g_00579	Prbf.g_01883
OG0000579	Prag.g_00580	Prbf.g_01884
OG0000580	Prag.g_00581	Prbf.g_01885
OG0000581	Prag.g_00583	Prbf.g_01888
OG0000582	Prag.g_00586	Prbf.g_01891
OG0000583	Prag.g_00587	Prbf.g_01892
OG0000584	Prag.g_00588	Prbf.g_01893
OG0000585	Prag.g_00590	Prbf.g_01895
OG0000586	Prag.g_00591	Prbf.g_01896
OG0000587	Prag.g_00592	Prbf.g_01897
OG0000588	Prag.g_00596	Prbf.g_01901
OG0000589	Prag.g_00599	Prbf.g_01903
OG0000590	Prag.g_00600	Prbf.g_01904
OG0000591	Prag.g_00603	Prbf.g_01908
OG0000592	Prag.g_00604	Prbf.g_01909
OG0000593	Prag.g_00610	Prbf.g_00979
OG0000594	Prag.g_00611	Prbf.g_00980
OG0000595	Prag.g_00612	Prbf.g_00981
OG0000596	Prag.g_00616	Prbf.g_00985
OG0000597	Prag.g_00618	Prbf.g_00988
OG0000598	Prag.g_00619	Prbf.g_00989
OG0000599	Prag.g_00622	Prbf.g_00992
OG0000600	Prag.g_00623	Prbf.g_00993
OG0000601	Prag.g_00624	Prbf.g_00994
OG0000602	Prag.g_00626	Prbf.g_00996
OG0000603	Prag.g_00627	Prbf.g_00997
OG0000604	Prag.g_00628	Prbf.g_00998
OG0000605	Prag.g_00629	Prbf.g_00999
OG0000606	Prag.g_00632	Prbf.g_01002
OG0000607	Prag.g_00635	Prbf.g_01005
OG0000608	Prag.g_00636	Prbf.g_01006
OG0000609	Prag.g_00637	Prbf.g_01007
OG0000610	Prag.g_00642	Prbf.g_01013
OG0000611	Prag.g_00645	Prbf.g_01016
OG0000612	Prag.g_00646	Prbf.g_01017
OG0000613	Prag.g_00651	Prbf.g_01290
OG0000614	Prag.g_00670	Prbf.g_01269
OG0000615	Prag.g_00678	Prbf.g_01258
OG0000616	Prag.g_00682	Prbf.g_00404
OG0000617	Prag.g_00698	Prbf.g_01033
OG0000618	Prag.g_00699	Prbf.g_01034
OG0000619	Prag.g_00700	Prbf.g_01035
OG0000620	Prag.g_00703	Prbf.g_01038
OG0000621	Prag.g_00704	Prbf.g_01039
OG0000622	Prag.g_00705	Prbf.g_01040
OG0000623	Prag.g_00706	Prbf.g_01041
OG0000624	Prag.g_00707	Prbf.g_01043
OG0000625	Prag.g_00708	Prbf.g_01044
OG0000626	Prag.g_00709	Prbf.g_01045
OG0000627	Prag.g_00710	Prbf.g_01046
OG0000628	Prag.g_00711	Prbf.g_01047
OG0000629	Prag.g_00712	Prbf.g_01048
OG0000630	Prag.g_00715	Prbf.g_01051
OG0000631	Prag.g_00797	Prbf.g_01144
OG0000632	Prag.g_00798	Prbf.g_01143
OG0000633	Prag.g_00799	Prbf.g_01142
OG0000634	Prag.g_00802	Prbf.g_01249
OG0000635	Prag.g_00803	Prbf.g_01248
OG0000636	Prag.g_00805	Prbf.g_01246
OG0000637	Prag.g_00807	Prbf.g_01244
OG0000638	Prag.g_00808	Prbf.g_01243
OG0000639	Prag.g_00809	Prbf.g_01242
OG0000640	Prag.g_00810	Prbf.g_01241
OG0000641	Prag.g_00814	Prbf.g_01237
OG0000642	Prag.g_00815	Prbf.g_01236
OG0000643	Prag.g_00816	Prbf.g_01235
OG0000644	Prag.g_00817	Prbf.g_01234
OG0000645	Prag.g_00818	Prbf.g_01233
OG0000646	Prag.g_00820	Prbf.g_01231
OG0000647	Prag.g_00821	Prbf.g_01229
OG0000648	Prag.g_00823	Prbf.g_01227
OG0000649	Prag.g_00824	Prbf.g_01226
OG0000650	Prag.g_00825	Prbf.g_01225
OG0000651	Prag.g_00826	Prbf.g_01224
OG0000652	Prag.g_00827	Prbf.g_01223
OG0000653	Prag.g_00829	Prbf.g_01221
OG0000654	Prag.g_00830	Prbf.g_01220
OG0000655	Prag.g_00831	Prbf.g_01219
OG0000656	Prag.g_00834	Prbf.g_01216
OG0000657	Prag.g_00840	Prbf.g_01208
OG0000658	Prag.g_00841	Prbf.g_01206
OG0000659	Prag.g_00842	Prbf.g_01205
OG0000660	Prag.g_00846	Prbf.g_01201
OG0000661	Prag.g_00848	Prbf.g_01199
OG0000662	Prag.g_00850	Prbf.g_01197
OG0000663	Prag.g_00852	Prbf.g_01195
OG0000664	Prag.g_00853	Prbf.g_01194
OG0000665	Prag.g_00857	Prbf.g_01188
OG0000666	Prag.g_00858	Prbf.g_01187
OG0000667	Prag.g_00862	Prbf.g_01183
OG0000668	Prag.g_00892	Prbf.g_00838
OG0000669	Prag.g_00898	Prbf.g_01331
OG0000670	Prag.g_00900	Prbf.g_01328
OG0000671	Prag.g_00902	Prbf.g_01325
OG0000672	Prag.g_00904	Prbf.g_01322
OG0000673	Prag.g_00907	Prbf.g_01319
OG0000674	Prag.g_00909	Prbf.g_01317
OG0000675	Prag.g_00910	Prbf.g_01316
OG0000676	Prag.g_00912	Prbf.g_01314
OG0000677	Prag.g_00913	Prbf.g_01313
OG0000678	Prag.g_00915	Prbf.g_01311
OG0000679	Prag.g_00919	Prbf.g_01307
OG0000680	Prag.g_00920	Prbf.g_01306
OG0000681	Prag.g_00922	Prbf.g_01303
OG0000682	Prag.g_00923	Prbf.g_01302
OG0000683	Prag.g_00924	Prbf.g_01301
OG0000684	Prag.g_00926	Prbf.g_01299
OG0000685	Prag.g_00928	Prbf.g_01297
OG0000686	Prag.g_00929	Prbf.g_01296
OG0000687	Prag.g_00930	Prbf.g_01295
OG0000688	Prag.g_00933	Prbf.g_01021
OG0000689	Prag.g_00934	Prbf.g_01022
OG0000690	Prag.g_00935	Prbf.g_01023
OG0000691	Prag.g_00936	Prbf.g_01024
OG0000692	Prag.g_00938	Prbf.g_01026
OG0000693	Prag.g_00939	Prbf.g_01027
OG0000694	Prag.g_00940	Prbf.g_01028
OG0000695	Prag.g_00942	Prbf.g_01140
OG0000696	Prag.g_00943	Prbf.g_01139
OG0000697	Prag.g_00944	Prbf.g_01138
OG0000698	Prag.g_00947	Prbf.g_01135
OG0000699	Prag.g_00948	Prbf.g_01134
OG0000700	Prag.g_00949	Prbf.g_01133
OG0000701	Prag.g_00950	Prbf.g_01132
OG0000702	Prag.g_00952	Prbf.g_01130
OG0000703	Prag.g_00953	Prbf.g_01129
OG0000704	Prag.g_00954	Prbf.g_01127
OG0000705	Prag.g_00958	Prbf.g_01124
OG0000706	Prag.g_00959	Prbf.g_01123
OG0000707	Prag.g_00960	Prbf.g_01122
OG0000708	Prag.g_00961	Prbf.g_01120
OG0000709	Prag.g_00965	Prbf.g_01116
OG0000710	Prag.g_00968	Prbf.g_01113
OG0000711	Prag.g_00985	Prbf.g_01095
OG0000712	Prag.g_00987	Prbf.g_01094
OG0000713	Prag.g_00988	Prbf.g_01093
OG0000714	Prag.g_00989	Prbf.g_01092
OG0000715	Prag.g_00991	Prbf.g_01090
OG0000716	Prag.g_00993	Prbf.g_01088
OG0000717	Prag.g_00994	Prbf.g_01087
OG0000718	Prag.g_01005	Prbf.g_01083
OG0000719	Prag.g_01007	Prbf.g_01081
OG0000720	Prag.g_01016	Prbf.g_01069
OG0000721	Prag.g_01018	Prbf.g_01065
OG0000722	Prag.g_01019	Prbf.g_01064
OG0000723	Prag.g_01022	Prbf.g_01060
OG0000724	Prag.g_01031	Prbf.g_01165
OG0000725	Prag.g_01037	Prbf.g_01171
OG0000726	Prag.g_01038	Prbf.g_01172
OG0000727	Prag.g_01039	Prbf.g_01173
OG0000728	Prag.g_01041	Prbf.g_01175
OG0000729	Prag.g_01087	Prbf.g_00048
OG0000730	Prag.g_01091	Prbf.g_00876
OG0000731	Prag.g_01095	Prbf.g_01684
OG0000732	Prag.g_01102	Prbf.g_00453
OG0000733	Prag.g_01121	Prbf.g_00787
OG0000734	Prag.g_01138	Prbf.g_00902
OG0000735	Prag.g_01140	Prbf.g_00904
OG0000736	Prag.g_01141	Prbf.g_00905
OG0000737	Prag.g_01142	Prbf.g_00906
OG0000738	Prag.g_01146	Prbf.g_00910
OG0000739	Prag.g_01147	Prbf.g_00911
OG0000740	Prag.g_01148	Prbf.g_00912
OG0000741	Prag.g_01149	Prbf.g_00914
OG0000742	Prag.g_01152	Prbf.g_00917
OG0000743	Prag.g_01154	Prbf.g_00919
OG0000744	Prag.g_01155	Prbf.g_00920
OG0000745	Prag.g_01156	Prbf.g_00921
OG0000746	Prag.g_01158	Prbf.g_00923
OG0000747	Prag.g_01159	Prbf.g_00924
OG0000748	Prag.g_01162	Prbf.g_00928
OG0000749	Prag.g_01163	Prbf.g_00929
OG0000750	Prag.g_01164	Prbf.g_00930
OG0000751	Prag.g_01166	Prbf.g_00933
OG0000752	Prag.g_01168	Prbf.g_00935
OG0000753	Prag.g_01171	Prbf.g_00937
OG0000754	Prag.g_01174	Prbf.g_00940
OG0000755	Prag.g_01177	Prbf.g_00946
OG0000756	Prag.g_01178	Prbf.g_00947
OG0000757	Prag.g_01184	Prbf.g_00954
OG0000758	Prag.g_01185	Prbf.g_00955
OG0000759	Prag.g_01186	Prbf.g_00956
OG0000760	Prag.g_01187	Prbf.g_00957
OG0000761	Prag.g_01188	Prbf.g_00958
OG0000762	Prag.g_01189	Prbf.g_00959
OG0000763	Prag.g_01191	Prbf.g_00961
OG0000764	Prag.g_01192	Prbf.g_00962
OG0000765	Prag.g_01201	Prbf.g_00970
OG0000766	Prag.g_01202	Prbf.g_00971
OG0000767	Prag.g_01204	Prbf.g_00973
OG0000768	Prag.g_01205	Prbf.g_00974
OG0000769	Prag.g_01207	Prbf.g_00976
OG0000770	Prag.g_01209	Prbf.g_01914
OG0000771	Prag.g_01219	Prbf.g_00253
OG0000772	Prag.g_01328	Prbf.g_00767
OG0000773	Prag.g_01344	Prbf.g_00035
OG0000774	Prag.g_01346	Prbf.g_00033
OG0000775	Prag.g_01350	Prbf.g_00031
OG0000776	Prag.g_01351	Prbf.g_00030
OG0000777	Prag.g_01352	Prbf.g_00029
OG0000778	Prag.g_01353	Prbf.g_00028
OG0000779	Prag.g_01357	Prbf.g_00024
OG0000780	Prag.g_01358	Prbf.g_00023
OG0000781	Prag.g_01361	Prbf.g_00019
OG0000782	Prag.g_01362	Prbf.g_00018
OG0000783	Prag.g_01363	Prbf.g_00017
OG0000784	Prag.g_01364	Prbf.g_00016
OG0000785	Prag.g_01366	Prbf.g_00014
OG0000786	Prag.g_01368	Prbf.g_00011
OG0000787	Prag.g_01369	Prbf.g_00010
OG0000788	Prag.g_01376	Prbf.g_01782
OG0000789	Prag.g_01379	Prbf.g_00256
OG0000790	Prag.g_01394	Prbf.g_00100
OG0000791	Prag.g_01396	Prbf.g_00102
OG0000792	Prag.g_01397	Prbf.g_00103
OG0000793	Prag.g_01400	Prbf.g_00106
OG0000794	Prag.g_01401	Prbf.g_00107
OG0000795	Prag.g_01402	Prbf.g_00108
OG0000796	Prag.g_01406	Prbf.g_00112
OG0000797	Prag.g_01407	Prbf.g_00113
OG0000798	Prag.g_01430	Prbf.g_00312
OG0000799	Prag.g_01470	Prbf.g_00140
OG0000800	Prag.g_01471	Prbf.g_00141
OG0000801	Prag.g_01472	Prbf.g_00142
OG0000802	Prag.g_01474	Prbf.g_00144
OG0000803	Prag.g_01476	Prbf.g_00146
OG0000804	Prag.g_01477	Prbf.g_00147
OG0000805	Prag.g_01479	Prbf.g_00149
OG0000806	Prag.g_01481	Prbf.g_00151
OG0000807	Prag.g_01482	Prbf.g_00152
OG0000808	Prag.g_01483	Prbf.g_00153
OG0000809	Prag.g_01486	Prbf.g_00155
OG0000810	Prag.g_01487	Prbf.g_00156
OG0000811	Prag.g_01493	Prbf.g_00160
OG0000812	Prag.g_01495	Prbf.g_00162
OG0000813	Prag.g_01496	Prbf.g_00163
OG0000814	Prag.g_01498	Prbf.g_00165
OG0000815	Prag.g_01499	Prbf.g_00166
OG0000816	Prag.g_01501	Prbf.g_00168
OG0000817	Prag.g_01502	Prbf.g_00169
OG0000818	Prag.g_01507	Prbf.g_00174
OG0000819	Prag.g_01508	Prbf.g_00175
OG0000820	Prag.g_01509	Prbf.g_00176
OG0000821	Prag.g_01512	Prbf.g_00180
OG0000822	Prag.g_01513	Prbf.g_00181
OG0000823	Prag.g_01514	Prbf.g_00182
OG0000824	Prag.g_01517	Prbf.g_00185
OG0000825	Prag.g_01518	Prbf.g_00186
OG0000826	Prag.g_01519	Prbf.g_00187
OG0000827	Prag.g_01520	Prbf.g_00188
OG0000828	Prag.g_01524	Prbf.g_00191
OG0000829	Prag.g_01525	Prbf.g_00192
OG0000830	Prag.g_01526	Prbf.g_00193
OG0000831	Prag.g_01528	Prbf.g_00195
OG0000832	Prag.g_01534	Prbf.g_00205
OG0000833	Prag.g_01542	Prbf.g_00214
OG0000834	Prag.g_01543	Prbf.g_00215
OG0000835	Prag.g_01544	Prbf.g_00216
OG0000836	Prag.g_01545	Prbf.g_00217
OG0000837	Prag.g_01546	Prbf.g_00218
OG0000838	Prag.g_01548	Prbf.g_00220
OG0000839	Prag.g_01549	Prbf.g_00221
OG0000840	Prag.g_01550	Prbf.g_00222
OG0000841	Prag.g_01551	Prbf.g_00223
OG0000842	Prag.g_01552	Prbf.g_00224
OG0000843	Prag.g_01553	Prbf.g_00225
OG0000844	Prag.g_01554	Prbf.g_00226
OG0000845	Prag.g_01555	Prbf.g_00227
OG0000846	Prag.g_01556	Prbf.g_00228
OG0000847	Prag.g_01557	Prbf.g_00229
OG0000848	Prag.g_01558	Prbf.g_00230
OG0000849	Prag.g_01559	Prbf.g_00231
OG0000850	Prag.g_01561	Prbf.g_00233
OG0000851	Prag.g_01562	Prbf.g_00234
OG0000852	Prag.g_01563	Prbf.g_00235
OG0000853	Prag.g_01567	Prbf.g_00241
OG0000854	Prag.g_01569	Prbf.g_00243
OG0000855	Prag.g_01570	Prbf.g_00244
OG0000856	Prag.g_01583	Prbf.g_01911
OG0000857	Prag.g_01611	Prbf.g_01230
OG0000858	Prag.g_01663	Prbf.g_00700
OG0000859	Prag.g_01664	Prbf.g_00699
OG0000860	Prag.g_01671	Prbf.g_00691
OG0000861	Prag.g_01672	Prbf.g_00690
OG0000862	Prag.g_01673	Prbf.g_00689
OG0000863	Prag.g_01675	Prbf.g_00687
OG0000864	Prag.g_01676	Prbf.g_00686
OG0000865	Prag.g_01677	Prbf.g_00685
OG0000866	Prag.g_01678	Prbf.g_00684
OG0000867	Prag.g_01679	Prbf.g_00683
OG0000868	Prag.g_01680	Prbf.g_00681
OG0000869	Prag.g_01684	Prbf.g_00678
OG0000870	Prag.g_01689	Prbf.g_00673
OG0000871	Prag.g_01690	Prbf.g_00672
OG0000872	Prag.g_01691	Prbf.g_00671
OG0000873	Prag.g_01694	Prbf.g_00668
OG0000874	Prag.g_01697	Prbf.g_00665
OG0000875	Prag.g_01698	Prbf.g_00664
OG0000876	Prag.g_01699	Prbf.g_00663
OG0000877	Prag.g_01701	Prbf.g_00661
OG0000878	Prag.g_01702	Prbf.g_00660
OG0000879	Prag.g_01703	Prbf.g_00659
OG0000880	Prag.g_01704	Prbf.g_00658
OG0000881	Prag.g_01708	Prbf.g_00654
OG0000882	Prag.g_01713	Prbf.g_00649
OG0000883	Prag.g_01715	Prbf.g_00647
OG0000884	Prag.g_01717	Prbf.g_00645
OG0000885	Prag.g_01718	Prbf.g_00644
OG0000886	Prag.g_01719	Prbf.g_00643
OG0000887	Prag.g_01720	Prbf.g_00642
OG0000888	Prag.g_01722	Prbf.g_00640
OG0000889	Prag.g_01724	Prbf.g_00638
OG0000890	Prag.g_01725	Prbf.g_00637
OG0000891	Prag.g_01726	Prbf.g_00636
OG0000892	Prag.g_01728	Prbf.g_00634
OG0000893	Prag.g_01732	Prbf.g_00630
OG0000894	Prag.g_01734	Prbf.g_00627
OG0000895	Prag.g_01737	Prbf.g_00623
OG0000896	Prag.g_01738	Prbf.g_00622
OG0000897	Prag.g_01740	Prbf.g_00620
OG0000898	Prag.g_01741	Prbf.g_00619
OG0000899	Prag.g_01742	Prbf.g_00618
OG0000900	Prag.g_01743	Prbf.g_00617
OG0000901	Prag.g_01746	Prbf.g_00614
OG0000902	Prag.g_01748	Prbf.g_00612
OG0000903	Prag.g_01751	Prbf.g_00608
OG0000904	Prag.g_01753	Prbf.g_00604
OG0000905	Prag.g_01757	Prbf.g_00610
OG0000906	Prag.g_01758	Prbf.g_00611
OG0000907	Prag.g_01762	Prbf.g_00601
OG0000908	Prag.g_01765	Prbf.g_00598
OG0000909	Prag.g_01766	Prbf.g_00597
OG0000910	Prag.g_01767	Prbf.g_00596
OG0000911	Prag.g_01769	Prbf.g_00594
OG0000912	Prag.g_01770	Prbf.g_00593
OG0000913	Prag.g_01771	Prbf.g_00592
OG0000914	Prag.g_01772	Prbf.g_00591
OG0000915	Prag.g_01773	Prbf.g_00590
OG0000916	Prag.g_01774	Prbf.g_00589
OG0000917	Prag.g_01775	Prbf.g_00588
OG0000918	Prag.g_01776	Prbf.g_00587
OG0000919	Prag.g_01777	Prbf.g_00586
OG0000920	Prag.g_01778	Prbf.g_00585
OG0000921	Prag.g_01779	Prbf.g_00584
OG0000922	Prag.g_01780	Prbf.g_00583
OG0000923	Prag.g_01784	Prbf.g_00579
OG0000924	Prag.g_01785	Prbf.g_00578
OG0000925	Prag.g_01786	Prbf.g_00577
OG0000926	Prag.g_01787	Prbf.g_00576
OG0000927	Prag.g_01789	Prbf.g_00574
OG0000928	Prag.g_01790	Prbf.g_00573
OG0000929	Prag.g_01791	Prbf.g_00572
OG0000930	Prag.g_01792	Prbf.g_00571
OG0000931	Prag.g_01793	Prbf.g_00570
OG0000932	Prag.g_01794	Prbf.g_00569
OG0000933	Prag.g_01798	Prbf.g_00565
OG0000934	Prag.g_01800	Prbf.g_00563
OG0000935	Prag.g_01801	Prbf.g_00562
OG0000936	Prag.g_01802	Prbf.g_00561
OG0000937	Prag.g_01803	Prbf.g_00560
OG0000938	Prag.g_01805	Prbf.g_00557
OG0000939	Prag.g_01806	Prbf.g_00556
OG0000940	Prag.g_01813	Prbf.g_00549
OG0000941	Prag.g_01815	Prbf.g_00547
OG0000942	Prag.g_01817	Prbf.g_00545
OG0000943	Prag.g_01818	Prbf.g_00544
OG0000944	Prag.g_01819	Prbf.g_00542
OG0000945	Prag.g_01820	Prbf.g_00541
OG0000946	Prag.g_01824	Prbf.g_00536
OG0000947	Prag.g_01826	Prbf.g_00534
OG0000948	Prag.g_01827	Prbf.g_00533
OG0000949	Prag.g_01830	Prbf.g_00530
OG0000950	Prag.g_01835	Prbf.g_00523
OG0000951	Prag.g_01839	Prbf.g_00519
OG0000952	Prag.g_01843	Prbf.g_00515
OG0000953	Prag.g_01846	Prbf.g_00511
OG0000954	Prag.g_01850	Prbf.g_00507
OG0000955	Prag.g_01851	Prbf.g_00506
OG0000956	Prag.g_01853	Prbf.g_00504
OG0000957	Prag.g_01859	Prbf.g_00498
OG0000958	Prag.g_01860	Prbf.g_00497
OG0000959	Prag.g_01864	Prbf.g_00493
OG0000960	Prag.g_01865	Prbf.g_00492
OG0000961	Prag.g_01867	Prbf.g_00488
OG0000962	Prag.g_01869	Prbf.g_00486
OG0000963	Prag.g_01873	Prbf.g_00482
OG0000964	Prag.g_01874	Prbf.g_00481
OG0000965	Prag.g_01875	Prbf.g_00480
OG0000966	Prag.g_01882	Prbf.g_00474
OG0000967	Prag.g_01886	Prbf.g_00470
OG0000968	Prag.g_01888	Prbf.g_00468
OG0000969	Prag.g_01889	Prbf.g_00467
OG0000970	Prag.g_01890	Prbf.g_00466
OG0000971	Prag.g_01891	Prbf.g_00465
OG0000972	Prag.g_01892	Prbf.g_00464
OG0000973	Prag.g_01893	Prbf.g_00463
OG0000974	Prag.g_01894	Prbf.g_00462
OG0000975	Prag.g_01895	Prbf.g_00461
OG0000976	Prag.g_01896	Prbf.g_00460
OG0000977	Prag.g_01897	Prbf.g_00459
OG0000978	Prag.g_01898	Prbf.g_00458
OG0000979	Prag.g_01901	Prbf.g_00456
OG0000980	Prag.g_01903	Prbf.g_00454
OG0000981	Prag.g_01905	Prbf.g_00451
OG0000982	Prag.g_01907	Prbf.g_00449
OG0000983	Prag.g_01908	Prbf.g_00448
OG0000984	Prag.g_01909	Prbf.g_00447
OG0000985	Prag.g_01912	Prbf.g_00444
OG0000986	Prag.g_01914	Prbf.g_00442
OG0000987	Prag.g_01915	Prbf.g_00441
OG0000988	Prag.g_01918	Prbf.g_00438
OG0000989	Prag.g_01922	Prbf.g_00434
OG0000990	Prag.g_01925	Prbf.g_00430
OG0000991	Prag.g_01926	Prbf.g_00429
OG0000992	Prag.g_01928	Prbf.g_00426
OG0000993	Prag.g_01929	Prbf.g_00425
OG0000994	Prag.g_01930	Prbf.g_00424
OG0000995	Prag.g_01934	Prbf.g_00420
OG0000996	Prag.g_01935	Prbf.g_00419
OG0000997	Prag.g_01936	Prbf.g_00416
OG0000998	Prag.g_01938	Prbf.g_00414
OG0000999	Prag.g_01939	Prbf.g_00413
OG0001000	Prag.g_01942	Prbf.g_00410
OG0001001	Prag.g_01944	Prbf.g_00407
OG0001002	Prag.g_01948	Prbf.g_00402
OG0001003	Prag.g_01949	Prbf.g_00401
OG0001004	Prag.g_01950	Prbf.g_00400
OG0001005	Prag.g_01951	Prbf.g_00399
OG0001006	Prag.g_01955	Prbf.g_00395
OG0001007	Prag.g_01957	Prbf.g_00393
OG0001008	Prag.g_00416	Prbf.g_01721
OG0001009	Prag.g_00027	Prbf.g_01349
OG0001010	Prag.g_00028	Prbf.g_01350
OG0001011	Prag.g_00029	Prbf.g_01352
OG0001012	Prag.g_00043	Prbf.g_01366
OG0001013	Prag.g_00048	Prbf.g_01373
OG0001014	Prag.g_00051	Prbf.g_01376
OG0001015	Prag.g_00052	Prbf.g_01378
OG0001016	Prag.g_00067	Prbf.g_01400
OG0001017	Prag.g_00071	Prbf.g_01404
OG0001018	Prag.g_00074	Prbf.g_01406
OG0001019	Prag.g_00083	Prbf.g_01415
OG0001020	Prag.g_00084	Prbf.g_01416
OG0001021	Prag.g_00085	Prbf.g_01417
OG0001022	Prag.g_00087	Prbf.g_01420
OG0001023	Prag.g_00088	Prbf.g_01421
OG0001024	Prag.g_00091	Prbf.g_01425
OG0001025	Prag.g_00097	Prbf.g_01432
OG0001026	Prag.g_00104	Prbf.g_01441
OG0001027	Prag.g_00105	Prbf.g_01442
OG0001028	Prag.g_00107	Prbf.g_01444
OG0001029	Prag.g_00108	Prbf.g_01445
OG0001030	Prag.g_00123	Prbf.g_01461
OG0001031	Prag.g_00179	Prbf.g_01521
OG0001032	Prag.g_00180	Prbf.g_01522
OG0001033	Prag.g_00201	Prbf.g_01543
OG0001034	Prag.g_00229	Prbf.g_01574
OG0001035	Prag.g_00246	Prbf.g_01594
OG0001036	Prag.g_00250	Prbf.g_01598
OG0001037	Prag.g_00251	Prbf.g_01599
OG0001038	Prag.g_00269	Prbf.g_01618
OG0001039	Prag.g_00272	Prbf.g_01621
OG0001040	Prag.g_00274	Prbf.g_01623
OG0001041	Prag.g_00278	Prbf.g_01628
OG0001042	Prag.g_00295	Prbf.g_01645
OG0001043	Prag.g_00296	Prbf.g_01646
OG0001044	Prag.g_00328	Prbf.g_01677
OG0001045	Prag.g_00337	Prbf.g_01686
OG0001046	Prag.g_00372	Prbf.g_00741
OG0001047	Prag.g_00418	Prbf.g_01723
OG0001048	Prag.g_00419	Prbf.g_01724
OG0001049	Prag.g_00421	Prbf.g_01726
OG0001050	Prag.g_00422	Prbf.g_01727
OG0001051	Prag.g_00423	Prbf.g_01728
OG0001052	Prag.g_00450	Prbf.g_01754
OG0001053	Prag.g_00462	Prbf.g_01766
OG0001054	Prag.g_00477	Prbf.g_01781
OG0001055	Prag.g_00496	Prbf.g_01800
OG0001056	Prag.g_00515	Prbf.g_01817
OG0001057	Prag.g_00520	Prbf.g_01822
OG0001058	Prag.g_00528	Prbf.g_01830
OG0001059	Prag.g_00532	Prbf.g_01834
OG0001060	Prag.g_00539	Prbf.g_01840
OG0001061	Prag.g_00552	Prbf.g_01855
OG0001062	Prag.g_00554	Prbf.g_01857
OG0001063	Prag.g_00556	Prbf.g_01859
OG0001064	Prag.g_00557	Prbf.g_01860
OG0001065	Prag.g_00558	Prbf.g_01861
OG0001066	Prag.g_00559	Prbf.g_01862
OG0001067	Prag.g_00560	Prbf.g_01863
OG0001068	Prag.g_00561	Prbf.g_01864
OG0001069	Prag.g_00562	Prbf.g_01865
OG0001070	Prag.g_00565	Prbf.g_01869
OG0001071	Prag.g_00566	Prbf.g_01870
OG0001072	Prag.g_00568	Prbf.g_01872
OG0001073	Prag.g_00582	Prbf.g_01886
OG0001074	Prag.g_00593	Prbf.g_01898
OG0001075	Prag.g_00594	Prbf.g_01899
OG0001076	Prag.g_00602	Prbf.g_01906
OG0001077	Prag.g_00606	Prbf.g_01912
OG0001078	Prag.g_00614	Prbf.g_00983
OG0001079	Prag.g_00625	Prbf.g_00995
OG0001080	Prag.g_00631	Prbf.g_01001
OG0001081	Prag.g_00633	Prbf.g_01003
OG0001082	Prag.g_00634	Prbf.g_01004
OG0001083	Prag.g_00639	Prbf.g_01009
OG0001084	Prag.g_00640	Prbf.g_01010
OG0001085	Prag.g_00648	Prbf.g_01293
OG0001086	Prag.g_00649	Prbf.g_01292
OG0001087	Prag.g_00666	Prbf.g_01274
OG0001088	Prag.g_00667	Prbf.g_01273
OG0001089	Prag.g_00675	Prbf.g_01262
OG0001090	Prag.g_00693	Prbf.g_01252
OG0001091	Prag.g_00695	Prbf.g_01030
OG0001092	Prag.g_00696	Prbf.g_01031
OG0001093	Prag.g_00701	Prbf.g_01036
OG0001094	Prag.g_00800	Prbf.g_01029
OG0001095	Prag.g_00819	Prbf.g_01232
OG0001096	Prag.g_00832	Prbf.g_01218
OG0001097	Prag.g_00849	Prbf.g_01198
OG0001098	Prag.g_00864	Prbf.g_01179
OG0001099	Prag.g_00895	Prbf.g_00833
OG0001100	Prag.g_00899	Prbf.g_01329
OG0001101	Prag.g_00901	Prbf.g_01326
OG0001102	Prag.g_00903	Prbf.g_01323
OG0001103	Prag.g_00905	Prbf.g_01321
OG0001104	Prag.g_00927	Prbf.g_01298
OG0001105	Prag.g_00931	Prbf.g_01294
OG0001106	Prag.g_00955	Prbf.g_01126
OG0001107	Prag.g_00962	Prbf.g_01119
OG0001108	Prag.g_00966	Prbf.g_01115
OG0001109	Prag.g_00967	Prbf.g_01114
OG0001110	Prag.g_00969	Prbf.g_01112
OG0001111	Prag.g_00970	Prbf.g_01111
OG0001112	Prag.g_00971	Prbf.g_01110
OG0001113	Prag.g_00972	Prbf.g_01109
OG0001114	Prag.g_00973	Prbf.g_01108
OG0001115	Prag.g_00975	Prbf.g_01106
OG0001116	Prag.g_00976	Prbf.g_01105
OG0001117	Prag.g_00977	Prbf.g_01104
OG0001118	Prag.g_00978	Prbf.g_01103
OG0001119	Prag.g_00979	Prbf.g_01102
