Orthogroup	Prag	Syad
OG0000589	Prag.g_00599	Syad.g_02178
OG0000590	Prag.g_00600	Syad.g_02177
OG0000591	Prag.g_00603	Syad.g_02169
OG0000592	Prag.g_00604	Syad.g_02168
OG0000593	Prag.g_00610	Syad.g_02156
OG0000594	Prag.g_00611	Syad.g_02155
OG0000595	Prag.g_00612	Syad.g_02154
OG0000596	Prag.g_00616	Syad.g_02149
OG0000597	Prag.g_00618	Syad.g_02146
OG0000598	Prag.g_00619	Syad.g_02145
OG0000599	Prag.g_00622	Syad.g_02142
OG0000600	Prag.g_00623	Syad.g_02141
OG0000601	Prag.g_00624	Syad.g_02140
OG0000602	Prag.g_00626	Syad.g_02135
OG0000603	Prag.g_00627	Syad.g_02134
OG0000604	Prag.g_00628	Syad.g_02131
OG0000605	Prag.g_00629	Syad.g_02026
OG0000606	Prag.g_00632	Syad.g_01567
OG0000607	Prag.g_00635	Syad.g_01571
OG0000608	Prag.g_00636	Syad.g_01572
OG0000609	Prag.g_00637	Syad.g_01574
OG0000610	Prag.g_00642	Syad.g_01589
OG0000611	Prag.g_00645	Syad.g_01592
OG0000612	Prag.g_00646	Syad.g_01593
OG0000613	Prag.g_00651	Syad.g_00457
OG0000614	Prag.g_00670	Syad.g_01340
OG0000615	Prag.g_00678	Syad.g_01948
OG0000616	Prag.g_00682	Syad.g_00145
OG0000617	Prag.g_00698	Syad.g_01810
OG0000618	Prag.g_00699	Syad.g_01809
OG0000619	Prag.g_00700	Syad.g_01808
OG0000620	Prag.g_00703	Syad.g_01803
OG0000621	Prag.g_00704	Syad.g_01802
OG0000622	Prag.g_00705	Syad.g_01801
OG0000623	Prag.g_00706	Syad.g_01800
OG0000624	Prag.g_00707	Syad.g_01798
OG0000625	Prag.g_00708	Syad.g_01797
OG0000626	Prag.g_00709	Syad.g_01796
OG0000627	Prag.g_00710	Syad.g_01640
OG0000628	Prag.g_00711	Syad.g_01641
OG0000629	Prag.g_00712	Syad.g_01644
OG0000630	Prag.g_00715	Syad.g_01648
OG0000631	Prag.g_00797	Syad.g_01658
OG0000632	Prag.g_00798	Syad.g_01659
OG0000633	Prag.g_00799	Syad.g_01660
OG0000634	Prag.g_00802	Syad.g_01893
OG0000635	Prag.g_00803	Syad.g_01892
OG0000636	Prag.g_00805	Syad.g_01890
OG0000637	Prag.g_00807	Syad.g_01888
OG0000638	Prag.g_00808	Syad.g_01887
OG0000639	Prag.g_00809	Syad.g_01886
OG0000640	Prag.g_00810	Syad.g_01885
OG0000641	Prag.g_00814	Syad.g_01881
OG0000642	Prag.g_00815	Syad.g_01880
OG0000643	Prag.g_00816	Syad.g_01878
OG0000644	Prag.g_00817	Syad.g_01877
OG0000645	Prag.g_00818	Syad.g_01875
OG0000646	Prag.g_00820	Syad.g_01872
OG0000647	Prag.g_00821	Syad.g_01870
OG0000648	Prag.g_00823	Syad.g_01860
OG0000649	Prag.g_00824	Syad.g_01859
OG0000650	Prag.g_00825	Syad.g_01858
OG0000651	Prag.g_00826	Syad.g_01857
OG0000652	Prag.g_00827	Syad.g_01856
OG0000653	Prag.g_00829	Syad.g_01850
OG0000654	Prag.g_00830	Syad.g_01849
OG0000655	Prag.g_00831	Syad.g_01848
OG0000656	Prag.g_00834	Syad.g_01845
OG0000657	Prag.g_00840	Syad.g_01240
OG0000658	Prag.g_00841	Syad.g_01231
OG0000659	Prag.g_00842	Syad.g_01230
OG0000660	Prag.g_00846	Syad.g_01226
OG0000661	Prag.g_00848	Syad.g_01224
OG0000662	Prag.g_00850	Syad.g_01222
OG0000663	Prag.g_00852	Syad.g_01219
OG0000664	Prag.g_00853	Syad.g_01209
OG0000665	Prag.g_00857	Syad.g_02115
OG0000666	Prag.g_00858	Syad.g_02027
OG0000667	Prag.g_00862	Syad.g_00612
OG0000668	Prag.g_00892	Syad.g_01688
OG0000669	Prag.g_00898	Syad.g_01606
OG0000670	Prag.g_00900	Syad.g_01609
OG0000671	Prag.g_00902	Syad.g_01611
OG0000672	Prag.g_00904	Syad.g_01615
OG0000673	Prag.g_00907	Syad.g_01618
OG0000674	Prag.g_00909	Syad.g_01620
OG0000675	Prag.g_00910	Syad.g_01633
OG0000676	Prag.g_00912	Syad.g_01635
OG0000677	Prag.g_00913	Syad.g_01636
OG0000678	Prag.g_00915	Syad.g_01957
OG0000679	Prag.g_00919	Syad.g_01922
OG0000680	Prag.g_00920	Syad.g_01921
OG0000681	Prag.g_00922	Syad.g_01919
OG0000682	Prag.g_00923	Syad.g_01918
OG0000683	Prag.g_00924	Syad.g_01917
OG0000684	Prag.g_00926	Syad.g_01912
OG0000685	Prag.g_00928	Syad.g_01910
OG0000686	Prag.g_00929	Syad.g_01909
OG0000687	Prag.g_00930	Syad.g_01908
OG0000688	Prag.g_00933	Syad.g_01904
OG0000689	Prag.g_00934	Syad.g_01902
OG0000690	Prag.g_00935	Syad.g_01901
OG0000691	Prag.g_00936	Syad.g_01900
OG0000692	Prag.g_00938	Syad.g_01899
OG0000693	Prag.g_00939	Syad.g_01897
OG0000694	Prag.g_00940	Syad.g_01896
OG0000695	Prag.g_00942	Syad.g_01662
OG0000696	Prag.g_00943	Syad.g_01663
OG0000697	Prag.g_00944	Syad.g_01789
OG0000698	Prag.g_00947	Syad.g_01786
OG0000699	Prag.g_00948	Syad.g_01785
OG0000700	Prag.g_00949	Syad.g_01784
OG0000701	Prag.g_00950	Syad.g_01783
OG0000702	Prag.g_00952	Syad.g_01775
OG0000703	Prag.g_00953	Syad.g_01774
OG0000704	Prag.g_00954	Syad.g_01772
OG0000705	Prag.g_00958	Syad.g_01765
OG0000706	Prag.g_00959	Syad.g_01764
OG0000707	Prag.g_00960	Syad.g_01763
OG0000708	Prag.g_00961	Syad.g_01760
OG0000709	Prag.g_00965	Syad.g_01745
OG0000710	Prag.g_00968	Syad.g_01738
OG0000711	Prag.g_00985	Syad.g_01710
OG0000712	Prag.g_00987	Syad.g_01708
OG0000713	Prag.g_00988	Syad.g_01707
OG0000714	Prag.g_00989	Syad.g_01705
OG0000715	Prag.g_00991	Syad.g_01703
OG0000716	Prag.g_00993	Syad.g_01697
OG0000717	Prag.g_00994	Syad.g_01696
OG0000718	Prag.g_01005	Syad.g_01692
OG0000719	Prag.g_01007	Syad.g_01690
OG0000720	Prag.g_01016	Syad.g_01677
OG0000721	Prag.g_01018	Syad.g_01675
OG0000722	Prag.g_01019	Syad.g_01674
OG0000723	Prag.g_01022	Syad.g_01791
OG0000724	Prag.g_01031	Syad.g_01284
OG0000725	Prag.g_01037	Syad.g_01293
OG0000726	Prag.g_01038	Syad.g_01294
OG0000727	Prag.g_01039	Syad.g_01295
OG0000728	Prag.g_01041	Syad.g_01297
OG0000729	Prag.g_01087	Syad.g_00331
OG0000730	Prag.g_01091	Syad.g_00758
OG0000731	Prag.g_01095	Syad.g_00770
OG0000732	Prag.g_01102	Syad.g_00214
OG0000733	Prag.g_01121	Syad.g_00028
OG0000734	Prag.g_01138	Syad.g_02809
OG0000735	Prag.g_01140	Syad.g_01120
OG0000736	Prag.g_01141	Syad.g_01121
OG0000737	Prag.g_01142	Syad.g_01122
OG0000738	Prag.g_01146	Syad.g_01127
OG0000739	Prag.g_01147	Syad.g_01145
OG0000740	Prag.g_01148	Syad.g_01146
OG0000741	Prag.g_01149	Syad.g_01149
OG0000742	Prag.g_01152	Syad.g_01151
OG0000743	Prag.g_01154	Syad.g_01153
OG0000744	Prag.g_01155	Syad.g_01154
OG0000745	Prag.g_01156	Syad.g_01156
OG0000746	Prag.g_01158	Syad.g_01158
OG0000747	Prag.g_01159	Syad.g_01159
OG0000748	Prag.g_01162	Syad.g_01170
OG0000749	Prag.g_01163	Syad.g_01173
OG0000750	Prag.g_01164	Syad.g_01174
OG0000751	Prag.g_01166	Syad.g_01182
OG0000752	Prag.g_01168	Syad.g_01184
OG0000753	Prag.g_01171	Syad.g_01187
OG0000754	Prag.g_01174	Syad.g_01516
OG0000755	Prag.g_01177	Syad.g_01504
OG0000756	Prag.g_01178	Syad.g_01498
OG0000757	Prag.g_01184	Syad.g_01487
OG0000758	Prag.g_01185	Syad.g_01486
OG0000759	Prag.g_01186	Syad.g_01485
OG0000760	Prag.g_01187	Syad.g_01484
OG0000761	Prag.g_01188	Syad.g_01480
OG0000762	Prag.g_01189	Syad.g_01474
OG0000763	Prag.g_01191	Syad.g_01468
OG0000764	Prag.g_01192	Syad.g_01467
OG0000765	Prag.g_01201	Syad.g_01447
OG0000766	Prag.g_01202	Syad.g_01446
OG0000767	Prag.g_01204	Syad.g_01444
OG0000768	Prag.g_01205	Syad.g_01443
OG0000769	Prag.g_01207	Syad.g_01441
OG0000770	Prag.g_01209	Syad.g_01437
OG0000771	Prag.g_01219	Syad.g_01278
OG0000772	Prag.g_01328	Syad.g_02078
OG0000773	Prag.g_01344	Syad.g_01114
OG0000774	Prag.g_01346	Syad.g_02396
OG0000775	Prag.g_01350	Syad.g_02398
OG0000776	Prag.g_01351	Syad.g_02399
OG0000777	Prag.g_01352	Syad.g_02400
OG0000778	Prag.g_01353	Syad.g_02401
OG0000779	Prag.g_01357	Syad.g_02407
OG0000780	Prag.g_01358	Syad.g_02411
OG0000781	Prag.g_01361	Syad.g_02415
OG0000782	Prag.g_01362	Syad.g_02416
OG0000783	Prag.g_01363	Syad.g_02418
OG0000784	Prag.g_01364	Syad.g_02419
OG0000785	Prag.g_01366	Syad.g_02421
OG0000786	Prag.g_01368	Syad.g_01101
OG0000787	Prag.g_01369	Syad.g_01100
OG0000788	Prag.g_01376	Syad.g_02139
OG0000789	Prag.g_01379	Syad.g_01982
OG0000790	Prag.g_01394	Syad.g_00886
OG0000791	Prag.g_01396	Syad.g_00885
OG0000792	Prag.g_01397	Syad.g_00884
OG0000793	Prag.g_01400	Syad.g_00879
OG0000794	Prag.g_01401	Syad.g_00878
OG0000795	Prag.g_01402	Syad.g_00877
OG0000796	Prag.g_01406	Syad.g_00871
OG0000797	Prag.g_01407	Syad.g_00870
OG0000798	Prag.g_01430	Syad.g_00525
OG0000799	Prag.g_01470	Syad.g_02243
OG0000800	Prag.g_01471	Syad.g_02245
OG0000801	Prag.g_01472	Syad.g_02246
OG0000802	Prag.g_01474	Syad.g_02251
OG0000803	Prag.g_01476	Syad.g_02255
OG0000804	Prag.g_01477	Syad.g_02260
OG0000805	Prag.g_01479	Syad.g_02266
OG0000806	Prag.g_01481	Syad.g_02267
OG0000807	Prag.g_01482	Syad.g_02269
OG0000808	Prag.g_01483	Syad.g_02270
OG0000809	Prag.g_01486	Syad.g_02273
OG0000810	Prag.g_01487	Syad.g_02274
OG0000811	Prag.g_01493	Syad.g_02283
OG0000812	Prag.g_01495	Syad.g_02285
OG0000813	Prag.g_01496	Syad.g_02286
OG0000814	Prag.g_01498	Syad.g_02288
OG0000815	Prag.g_01499	Syad.g_02289
OG0000816	Prag.g_01501	Syad.g_02290
OG0000817	Prag.g_01502	Syad.g_02291
OG0000818	Prag.g_01507	Syad.g_02297
OG0000819	Prag.g_01508	Syad.g_02298
OG0000820	Prag.g_01509	Syad.g_02299
OG0000821	Prag.g_01512	Syad.g_02305
OG0000822	Prag.g_01513	Syad.g_02307
OG0000823	Prag.g_01514	Syad.g_02308
OG0000824	Prag.g_01517	Syad.g_02314
OG0000825	Prag.g_01518	Syad.g_02315
OG0000826	Prag.g_01519	Syad.g_02316
OG0000827	Prag.g_01520	Syad.g_02317
OG0000828	Prag.g_01524	Syad.g_02320
OG0000829	Prag.g_01525	Syad.g_02321
OG0000830	Prag.g_01526	Syad.g_02322
OG0000831	Prag.g_01528	Syad.g_02325
OG0000832	Prag.g_01534	Syad.g_02538
OG0000833	Prag.g_01542	Syad.g_02550
OG0000834	Prag.g_01543	Syad.g_02552
OG0000835	Prag.g_01544	Syad.g_02553
OG0000836	Prag.g_01545	Syad.g_02557
OG0000837	Prag.g_01546	Syad.g_02561
OG0000838	Prag.g_01548	Syad.g_02565
OG0000839	Prag.g_01549	Syad.g_02566
OG0000840	Prag.g_01550	Syad.g_02567
OG0000841	Prag.g_01551	Syad.g_02568
OG0000842	Prag.g_01552	Syad.g_02569
OG0000843	Prag.g_01553	Syad.g_02570
OG0000844	Prag.g_01554	Syad.g_02577
OG0000845	Prag.g_01555	Syad.g_02578
OG0000846	Prag.g_01556	Syad.g_02579
OG0000847	Prag.g_01557	Syad.g_02580
OG0000848	Prag.g_01558	Syad.g_02582
OG0000849	Prag.g_01559	Syad.g_02583
OG0000850	Prag.g_01561	Syad.g_02586
OG0000851	Prag.g_01562	Syad.g_02592
OG0000852	Prag.g_01563	Syad.g_02593
OG0000853	Prag.g_01567	Syad.g_02597
OG0000854	Prag.g_01569	Syad.g_02606
OG0000855	Prag.g_01570	Syad.g_02607
OG0000856	Prag.g_01583	Syad.g_02166
OG0000857	Prag.g_01611	Syad.g_01871
OG0000858	Prag.g_01663	Syad.g_02613
OG0000859	Prag.g_01664	Syad.g_02614
OG0000860	Prag.g_01671	Syad.g_02625
OG0000861	Prag.g_01672	Syad.g_02626
OG0000862	Prag.g_01673	Syad.g_02628
OG0000863	Prag.g_01675	Syad.g_02631
OG0000864	Prag.g_01676	Syad.g_02632
OG0000865	Prag.g_01677	Syad.g_02633
OG0000866	Prag.g_01678	Syad.g_02634
OG0000867	Prag.g_01679	Syad.g_02635
OG0000868	Prag.g_01680	Syad.g_02637
OG0000869	Prag.g_01684	Syad.g_02643
OG0000870	Prag.g_01689	Syad.g_02648
OG0000871	Prag.g_01690	Syad.g_02649
OG0000872	Prag.g_01691	Syad.g_02657
OG0000873	Prag.g_01694	Syad.g_02660
OG0000874	Prag.g_01697	Syad.g_02655
OG0000875	Prag.g_01698	Syad.g_02662
OG0000876	Prag.g_01699	Syad.g_03003
OG0000877	Prag.g_01701	Syad.g_02480
OG0000878	Prag.g_01702	Syad.g_02481
OG0000879	Prag.g_01703	Syad.g_02482
OG0000880	Prag.g_01704	Syad.g_02483
OG0000881	Prag.g_01708	Syad.g_02489
OG0000882	Prag.g_01713	Syad.g_02494
OG0000883	Prag.g_01715	Syad.g_02497
OG0000884	Prag.g_01717	Syad.g_02499
OG0000885	Prag.g_01718	Syad.g_02500
OG0000886	Prag.g_01719	Syad.g_02501
OG0000887	Prag.g_01720	Syad.g_02502
OG0000888	Prag.g_01722	Syad.g_02504
OG0000889	Prag.g_01724	Syad.g_02506
OG0000890	Prag.g_01725	Syad.g_02512
OG0000891	Prag.g_01726	Syad.g_02513
OG0000892	Prag.g_01728	Syad.g_02517
OG0000893	Prag.g_01732	Syad.g_00589
OG0000894	Prag.g_01734	Syad.g_00592
OG0000895	Prag.g_01737	Syad.g_00596
OG0000896	Prag.g_01738	Syad.g_00597
OG0000897	Prag.g_01740	Syad.g_00599
OG0000898	Prag.g_01741	Syad.g_00600
OG0000899	Prag.g_01742	Syad.g_00601
OG0000900	Prag.g_01743	Syad.g_00602
OG0000901	Prag.g_01746	Syad.g_00607
OG0000902	Prag.g_01748	Syad.g_00609
OG0000903	Prag.g_01751	Syad.g_00645
OG0000904	Prag.g_01753	Syad.g_00640
OG0000905	Prag.g_01757	Syad.g_00632
OG0000906	Prag.g_01758	Syad.g_00630
OG0000907	Prag.g_01762	Syad.g_00648
OG0000908	Prag.g_01765	Syad.g_00651
OG0000909	Prag.g_01766	Syad.g_00652
OG0000910	Prag.g_01767	Syad.g_00653
OG0000911	Prag.g_01769	Syad.g_00655
OG0000912	Prag.g_01770	Syad.g_00656
OG0000913	Prag.g_01771	Syad.g_00657
OG0000914	Prag.g_01772	Syad.g_00658
OG0000915	Prag.g_01773	Syad.g_00660
OG0000916	Prag.g_01774	Syad.g_00661
OG0000917	Prag.g_01775	Syad.g_00662
OG0000918	Prag.g_01776	Syad.g_00663
OG0000919	Prag.g_01777	Syad.g_00664
OG0000920	Prag.g_01778	Syad.g_00665
OG0000921	Prag.g_01779	Syad.g_00666
OG0000922	Prag.g_01780	Syad.g_00667
OG0000923	Prag.g_01784	Syad.g_00671
OG0000924	Prag.g_01785	Syad.g_00672
OG0000925	Prag.g_01786	Syad.g_00673
OG0000926	Prag.g_01787	Syad.g_00674
OG0000927	Prag.g_01789	Syad.g_00676
OG0000928	Prag.g_01790	Syad.g_00677
OG0000929	Prag.g_01791	Syad.g_00678
OG0000930	Prag.g_01792	Syad.g_00679
OG0000931	Prag.g_01793	Syad.g_00680
OG0000932	Prag.g_01794	Syad.g_00681
OG0000933	Prag.g_01798	Syad.g_00687
OG0000934	Prag.g_01800	Syad.g_00689
OG0000935	Prag.g_01801	Syad.g_00690
OG0000936	Prag.g_01802	Syad.g_00691
OG0000937	Prag.g_01803	Syad.g_00692
OG0000938	Prag.g_01805	Syad.g_00695
OG0000939	Prag.g_01806	Syad.g_00696
OG0000940	Prag.g_01813	Syad.g_00703
OG0000941	Prag.g_01815	Syad.g_00705
OG0000942	Prag.g_01817	Syad.g_00707
OG0000943	Prag.g_01818	Syad.g_00708
OG0000944	Prag.g_01819	Syad.g_00710
OG0000945	Prag.g_01820	Syad.g_00711
OG0000946	Prag.g_01824	Syad.g_00716
OG0000947	Prag.g_01826	Syad.g_00719
OG0000948	Prag.g_01827	Syad.g_00720
OG0000949	Prag.g_01830	Syad.g_00432
OG0000950	Prag.g_01835	Syad.g_00418
OG0000951	Prag.g_01839	Syad.g_00411
OG0000952	Prag.g_01843	Syad.g_00375
OG0000953	Prag.g_01846	Syad.g_00369
OG0000954	Prag.g_01850	Syad.g_00364
OG0000955	Prag.g_01851	Syad.g_00363
OG0000956	Prag.g_01853	Syad.g_00361
OG0000957	Prag.g_01859	Syad.g_00350
OG0000958	Prag.g_01860	Syad.g_00349
OG0000959	Prag.g_01864	Syad.g_00345
OG0000960	Prag.g_01865	Syad.g_00344
OG0000961	Prag.g_01867	Syad.g_00335
OG0000962	Prag.g_01869	Syad.g_00332
OG0000963	Prag.g_01873	Syad.g_00325
OG0000964	Prag.g_01874	Syad.g_00324
OG0000965	Prag.g_01875	Syad.g_00323
OG0000966	Prag.g_01882	Syad.g_00246
OG0000967	Prag.g_01886	Syad.g_00234
OG0000968	Prag.g_01888	Syad.g_00243
OG0000969	Prag.g_01889	Syad.g_00240
OG0000970	Prag.g_01890	Syad.g_00239
OG0000971	Prag.g_01891	Syad.g_00229
OG0000972	Prag.g_01892	Syad.g_00228
OG0000973	Prag.g_01893	Syad.g_00227
OG0000974	Prag.g_01894	Syad.g_00226
OG0000975	Prag.g_01895	Syad.g_00225
OG0000976	Prag.g_01896	Syad.g_00224
OG0000977	Prag.g_01897	Syad.g_00222
OG0000978	Prag.g_01898	Syad.g_00221
OG0000979	Prag.g_01901	Syad.g_00218
OG0000980	Prag.g_01903	Syad.g_00215
OG0000981	Prag.g_01905	Syad.g_00212
OG0000982	Prag.g_01907	Syad.g_03035
OG0000983	Prag.g_01908	Syad.g_03036
OG0000984	Prag.g_01909	Syad.g_03037
OG0000985	Prag.g_01912	Syad.g_03039
OG0000986	Prag.g_01914	Syad.g_03049
OG0000987	Prag.g_01915	Syad.g_00002
OG0000988	Prag.g_01918	Syad.g_00008
OG0000989	Prag.g_01922	Syad.g_00020
OG0000990	Prag.g_01925	Syad.g_00061
OG0000991	Prag.g_01926	Syad.g_00064
OG0000992	Prag.g_01928	Syad.g_00067
OG0000993	Prag.g_01929	Syad.g_00069
OG0000994	Prag.g_01930	Syad.g_00071
OG0000995	Prag.g_01934	Syad.g_00077
OG0000996	Prag.g_01935	Syad.g_00121
OG0000997	Prag.g_01936	Syad.g_00128
OG0000998	Prag.g_01938	Syad.g_00130
OG0000999	Prag.g_01939	Syad.g_00131
OG0001000	Prag.g_01942	Syad.g_00136
OG0001001	Prag.g_01944	Syad.g_00141
OG0001002	Prag.g_01948	Syad.g_00148
OG0001003	Prag.g_01949	Syad.g_00150
OG0001004	Prag.g_01950	Syad.g_00151
OG0001005	Prag.g_01951	Syad.g_00152
OG0001006	Prag.g_01955	Syad.g_00160
OG0001007	Prag.g_01957	Syad.g_00162
OG0001008	Prag.g_00416	Syad.g_02449
OG0001009	Prag.g_00027	Syad.g_00194
OG0001010	Prag.g_00028	Syad.g_00195
OG0001011	Prag.g_00029	Syad.g_00196
OG0001012	Prag.g_00043	Syad.g_03030
OG0001013	Prag.g_00048	Syad.g_03011
OG0001014	Prag.g_00051	Syad.g_03002
OG0001015	Prag.g_00052	Syad.g_03001
OG0001016	Prag.g_00067	Syad.g_02734
OG0001017	Prag.g_00071	Syad.g_02740
OG0001018	Prag.g_00074	Syad.g_02742
OG0001019	Prag.g_00083	Syad.g_02771
OG0001020	Prag.g_00084	Syad.g_02777
OG0001021	Prag.g_00085	Syad.g_02781
OG0001022	Prag.g_00087	Syad.g_02786
OG0001023	Prag.g_00088	Syad.g_02787
OG0001024	Prag.g_00091	Syad.g_02791
OG0001025	Prag.g_00097	Syad.g_02798
OG0001026	Prag.g_00104	Syad.g_02811
OG0001027	Prag.g_00105	Syad.g_02817
OG0001028	Prag.g_00107	Syad.g_02819
OG0001029	Prag.g_00108	Syad.g_02821
OG0001030	Prag.g_00123	Syad.g_02848
OG0001031	Prag.g_00179	Syad.g_02925
OG0001032	Prag.g_00180	Syad.g_02928
OG0001033	Prag.g_00201	Syad.g_02956
OG0001034	Prag.g_00229	Syad.g_00819
OG0001035	Prag.g_00246	Syad.g_00559
OG0001036	Prag.g_00250	Syad.g_00554
OG0001037	Prag.g_00251	Syad.g_00552
OG0001039	Prag.g_00272	Syad.g_00522
OG0001040	Prag.g_00274	Syad.g_00519
OG0001041	Prag.g_00278	Syad.g_00514
OG0001042	Prag.g_00295	Syad.g_00485
OG0001043	Prag.g_00296	Syad.g_00481
OG0001044	Prag.g_00328	Syad.g_00760
OG0001045	Prag.g_00337	Syad.g_00773
OG0001046	Prag.g_00372	Syad.g_01722
OG0001047	Prag.g_00418	Syad.g_02447
OG0001048	Prag.g_00419	Syad.g_02446
OG0001049	Prag.g_00421	Syad.g_02443
OG0001050	Prag.g_00422	Syad.g_02442
OG0001051	Prag.g_00423	Syad.g_02441
OG0001052	Prag.g_00450	Syad.g_02357
OG0001054	Prag.g_00477	Syad.g_00925
OG0001055	Prag.g_00496	Syad.g_00946
OG0001056	Prag.g_00515	Syad.g_00982
OG0001057	Prag.g_00520	Syad.g_00996
OG0001058	Prag.g_00528	Syad.g_01015
OG0001059	Prag.g_00532	Syad.g_01018
OG0001060	Prag.g_00539	Syad.g_01025
OG0001061	Prag.g_00552	Syad.g_01047
OG0001062	Prag.g_00554	Syad.g_01049
OG0001063	Prag.g_00556	Syad.g_01056
OG0001064	Prag.g_00557	Syad.g_01057
OG0001065	Prag.g_00558	Syad.g_01058
OG0001066	Prag.g_00559	Syad.g_01059
OG0001067	Prag.g_00560	Syad.g_01060
OG0001068	Prag.g_00561	Syad.g_01061
OG0001069	Prag.g_00562	Syad.g_01062
OG0001070	Prag.g_00565	Syad.g_01065
OG0001071	Prag.g_00566	Syad.g_01066
OG0001072	Prag.g_00568	Syad.g_01070
OG0001073	Prag.g_00582	Syad.g_01090
OG0001074	Prag.g_00593	Syad.g_02197
OG0001075	Prag.g_00594	Syad.g_02196
OG0001076	Prag.g_00602	Syad.g_02175
OG0001077	Prag.g_00606	Syad.g_02164
OG0001078	Prag.g_00614	Syad.g_02151
OG0001079	Prag.g_00625	Syad.g_02138
OG0001080	Prag.g_00631	Syad.g_02008
OG0001081	Prag.g_00633	Syad.g_01568
OG0001082	Prag.g_00634	Syad.g_01569
OG0001083	Prag.g_00639	Syad.g_01578
OG0001084	Prag.g_00640	Syad.g_01586
OG0001085	Prag.g_00648	Syad.g_01596
OG0001086	Prag.g_00649	Syad.g_01598
OG0001087	Prag.g_00666	Syad.g_01372
OG0001088	Prag.g_00667	Syad.g_01368
OG0001089	Prag.g_00675	Syad.g_01302
OG0001090	Prag.g_00693	Syad.g_01817
OG0001091	Prag.g_00695	Syad.g_01815
OG0001092	Prag.g_00696	Syad.g_01812
OG0001093	Prag.g_00701	Syad.g_01806
OG0001094	Prag.g_00800	Syad.g_01895
OG0001095	Prag.g_00819	Syad.g_01874
OG0001096	Prag.g_00832	Syad.g_01847
OG0001097	Prag.g_00849	Syad.g_01223
OG0001098	Prag.g_00864	Syad.g_02005, Syad.g_01995
OG0001099	Prag.g_00895	Syad.g_02820
OG0001100	Prag.g_00899	Syad.g_01608
OG0001101	Prag.g_00901	Syad.g_01610
OG0001102	Prag.g_00903	Syad.g_01613
OG0001103	Prag.g_00905	Syad.g_01616
OG0001104	Prag.g_00927	Syad.g_01911
OG0001105	Prag.g_00931	Syad.g_01907
OG0001106	Prag.g_00955	Syad.g_01771
OG0001107	Prag.g_00962	Syad.g_01759
OG0001108	Prag.g_00966	Syad.g_01744
OG0001109	Prag.g_00967	Syad.g_01739
OG0001110	Prag.g_00969	Syad.g_01737
OG0001111	Prag.g_00970	Syad.g_01735
OG0001112	Prag.g_00971	Syad.g_01733
OG0001113	Prag.g_00972	Syad.g_01732
OG0001114	Prag.g_00973	Syad.g_01731
OG0001115	Prag.g_00975	Syad.g_01727
OG0001116	Prag.g_00976	Syad.g_01725
OG0001117	Prag.g_00977	Syad.g_01724
OG0001118	Prag.g_00978	Syad.g_01723
OG0001119	Prag.g_00979	Syad.g_01721
OG0001120	Prag.g_00981	Syad.g_01717
OG0001121	Prag.g_01118, Prag.g_00984	Syad.g_01503
OG0001122	Prag.g_01008	Syad.g_01689
OG0001123	Prag.g_01012	Syad.g_01682
OG0001124	Prag.g_01014	Syad.g_01680
OG0001125	Prag.g_01015	Syad.g_01678
OG0001126	Prag.g_01025	Syad.g_01276
OG0001127	Prag.g_01026	Syad.g_01277
OG0001128	Prag.g_01028	Syad.g_01280
OG0001129	Prag.g_01029	Syad.g_01282
OG0001130	Prag.g_01030	Syad.g_01283
OG0001131	Prag.g_01066	Syad.g_01953
OG0001132	Prag.g_01076	Syad.g_02038
OG0001133	Prag.g_01106	Syad.g_02172
OG0001134	Prag.g_01120	Syad.g_01527
OG0001136	Prag.g_01150	Syad.g_01150
OG0001137	Prag.g_01161	Syad.g_01169
OG0001138	Prag.g_01179	Syad.g_01493
OG0001139	Prag.g_01180	Syad.g_01491
OG0001140	Prag.g_01181	Syad.g_01490
OG0001141	Prag.g_01182	Syad.g_01489
OG0001142	Prag.g_01183	Syad.g_01488
OG0001143	Prag.g_01190	Syad.g_01473
OG0001144	Prag.g_01195	Syad.g_01457
OG0001145	Prag.g_01345	Syad.g_01112
OG0001146	Prag.g_01359	Syad.g_02412
OG0001147	Prag.g_01375	Syad.g_02349
OG0001148	Prag.g_01391	Syad.g_00889
OG0001149	Prag.g_01392	Syad.g_00888
OG0001150	Prag.g_01393	Syad.g_00887
OG0001151	Prag.g_01404	Syad.g_00875
OG0001152	Prag.g_01405	Syad.g_00872
OG0001153	Prag.g_01521	Syad.g_02318
OG0001154	Prag.g_01523	Syad.g_02319
OG0001155	Prag.g_01535	Syad.g_02540
OG0001156	Prag.g_01538	Syad.g_02543
OG0001157	Prag.g_01539	Syad.g_02544
OG0001158	Prag.g_01540	Syad.g_02546
OG0001159	Prag.g_01541	Syad.g_02547
OG0001160	Prag.g_01565	Syad.g_02595
OG0001161	Prag.g_01576	Syad.g_00026
OG0001162	Prag.g_01587	Syad.g_01844
OG0001163	Prag.g_01661	Syad.g_02610
OG0001164	Prag.g_01665	Syad.g_02616
OG0001165	Prag.g_01668	Syad.g_02621
OG0001166	Prag.g_01688	Syad.g_02647
OG0001167	Prag.g_01705	Syad.g_02486
OG0001168	Prag.g_01707	Syad.g_02488
OG0001169	Prag.g_01709	Syad.g_02490
OG0001170	Prag.g_01711	Syad.g_02492
OG0001171	Prag.g_01721	Syad.g_02503
OG0001172	Prag.g_01735	Syad.g_00594
