Orthogroup	Prag	Syae
OG0000591	Prag.g_00603	Syae.g_00056
OG0000592	Prag.g_00604	Syae.g_00057
OG0000593	Prag.g_00610	Syae.g_00070
OG0000594	Prag.g_00611	Syae.g_00071
OG0000595	Prag.g_00612	Syae.g_00072
OG0000596	Prag.g_00616	Syae.g_00077
OG0000597	Prag.g_00618	Syae.g_00080
OG0000598	Prag.g_00619	Syae.g_00081
OG0000599	Prag.g_00622	Syae.g_00084
OG0000600	Prag.g_00623	Syae.g_00085
OG0000601	Prag.g_00624	Syae.g_00086
OG0000602	Prag.g_00626	Syae.g_00091
OG0000603	Prag.g_00627	Syae.g_00092
OG0000604	Prag.g_00628	Syae.g_00095
OG0000605	Prag.g_00629	Syae.g_00260
OG0000606	Prag.g_00632	Syae.g_00616
OG0000607	Prag.g_00635	Syae.g_00613
OG0000608	Prag.g_00636	Syae.g_00612
OG0000609	Prag.g_00637	Syae.g_00610
OG0000610	Prag.g_00642	Syae.g_00601
OG0000611	Prag.g_00645	Syae.g_00598
OG0000612	Prag.g_00646	Syae.g_00597
OG0000613	Prag.g_00651	Syae.g_01910
OG0000614	Prag.g_00670	Syae.g_00765
OG0000615	Prag.g_00678	Syae.g_00557
OG0000616	Prag.g_00682	Syae.g_01696
OG0000617	Prag.g_00698	Syae.g_00464
OG0000618	Prag.g_00699	Syae.g_00463
OG0000619	Prag.g_00700	Syae.g_00462
OG0000620	Prag.g_00703	Syae.g_00456
OG0000621	Prag.g_00704	Syae.g_00455
OG0000622	Prag.g_00705	Syae.g_00454
OG0000623	Prag.g_00706	Syae.g_00453
OG0000624	Prag.g_00707	Syae.g_00451
OG0000625	Prag.g_00708	Syae.g_00450
OG0000626	Prag.g_00709	Syae.g_00449
OG0000627	Prag.g_00710	Syae.g_00299
OG0000628	Prag.g_00711	Syae.g_00300
OG0000629	Prag.g_00712	Syae.g_00303
OG0000630	Prag.g_00715	Syae.g_00310
OG0000631	Prag.g_00797	Syae.g_00317
OG0000632	Prag.g_00798	Syae.g_00318
OG0000633	Prag.g_00799	Syae.g_00320
OG0000634	Prag.g_00802	Syae.g_00525
OG0000635	Prag.g_00803	Syae.g_00524
OG0000636	Prag.g_00805	Syae.g_00522
OG0000637	Prag.g_00807	Syae.g_00520
OG0000638	Prag.g_00808	Syae.g_00519
OG0000639	Prag.g_00809	Syae.g_00518
OG0000640	Prag.g_00810	Syae.g_00517
OG0000641	Prag.g_00814	Syae.g_00513
OG0000642	Prag.g_00815	Syae.g_00512
OG0000643	Prag.g_00816	Syae.g_00510
OG0000644	Prag.g_00817	Syae.g_00509
OG0000645	Prag.g_00818	Syae.g_00507
OG0000646	Prag.g_00820	Syae.g_00504
OG0000647	Prag.g_00821	Syae.g_00502
OG0000648	Prag.g_00823	Syae.g_00499
OG0000649	Prag.g_00824	Syae.g_00498
OG0000650	Prag.g_00825	Syae.g_00497
OG0000651	Prag.g_00826	Syae.g_00496
OG0000652	Prag.g_00827	Syae.g_00495
OG0000653	Prag.g_00829	Syae.g_00493
OG0000654	Prag.g_00830	Syae.g_00492
OG0000655	Prag.g_00831	Syae.g_00491
OG0000656	Prag.g_00834	Syae.g_00488
OG0000657	Prag.g_00840	Syae.g_00834
OG0000658	Prag.g_00841	Syae.g_00837
OG0000659	Prag.g_00842	Syae.g_00838
OG0000660	Prag.g_00846	Syae.g_00842
OG0000661	Prag.g_00848	Syae.g_00844
OG0000662	Prag.g_00850	Syae.g_00846
OG0000663	Prag.g_00852	Syae.g_00849
OG0000664	Prag.g_00853	Syae.g_00850
OG0000665	Prag.g_00857	Syae.g_00121
OG0000666	Prag.g_00858	Syae.g_00258
OG0000667	Prag.g_00862	Syae.g_02056
OG0000668	Prag.g_00892	Syae.g_00418
OG0000669	Prag.g_00898	Syae.g_00585
OG0000670	Prag.g_00900	Syae.g_00582
OG0000671	Prag.g_00902	Syae.g_00580
OG0000672	Prag.g_00904	Syae.g_00577
OG0000673	Prag.g_00907	Syae.g_00574
OG0000674	Prag.g_00909	Syae.g_00572
OG0000675	Prag.g_00910	Syae.g_00571
OG0000676	Prag.g_00912	Syae.g_00569
OG0000677	Prag.g_00913	Syae.g_00568
OG0000678	Prag.g_00915	Syae.g_00564
OG0000679	Prag.g_00919	Syae.g_00555
OG0000680	Prag.g_00920	Syae.g_00554
OG0000681	Prag.g_00922	Syae.g_00551
OG0000682	Prag.g_00923	Syae.g_00550
OG0000683	Prag.g_00924	Syae.g_00549
OG0000684	Prag.g_00926	Syae.g_00545
OG0000685	Prag.g_00928	Syae.g_00543
OG0000686	Prag.g_00929	Syae.g_00542
OG0000687	Prag.g_00930	Syae.g_00541
OG0000688	Prag.g_00933	Syae.g_00536
OG0000689	Prag.g_00934	Syae.g_00534
OG0000690	Prag.g_00935	Syae.g_00533
OG0000691	Prag.g_00936	Syae.g_00532
OG0000692	Prag.g_00938	Syae.g_00531
OG0000693	Prag.g_00939	Syae.g_00529
OG0000694	Prag.g_00940	Syae.g_00528
OG0000695	Prag.g_00942	Syae.g_00322
OG0000696	Prag.g_00943	Syae.g_00323
OG0000697	Prag.g_00944	Syae.g_00325
OG0000698	Prag.g_00947	Syae.g_00328
OG0000699	Prag.g_00948	Syae.g_00330
OG0000700	Prag.g_00949	Syae.g_00331
OG0000701	Prag.g_00950	Syae.g_00332
OG0000702	Prag.g_00952	Syae.g_00341
OG0000703	Prag.g_00953	Syae.g_00342
OG0000704	Prag.g_00954	Syae.g_00345
OG0000705	Prag.g_00958	Syae.g_00352
OG0000706	Prag.g_00959	Syae.g_00353
OG0000707	Prag.g_00960	Syae.g_00354
OG0000708	Prag.g_00961	Syae.g_00357
OG0000709	Prag.g_00965	Syae.g_00365
OG0000710	Prag.g_00968	Syae.g_00369
OG0000711	Prag.g_00985	Syae.g_00398
OG0000712	Prag.g_00987	Syae.g_00400
OG0000713	Prag.g_00988	Syae.g_00401
OG0000714	Prag.g_00989	Syae.g_00403
OG0000715	Prag.g_00991	Syae.g_00405
OG0000716	Prag.g_00993	Syae.g_00409
OG0000717	Prag.g_00994	Syae.g_00410
OG0000718	Prag.g_01005	Syae.g_00414
OG0000719	Prag.g_01007	Syae.g_00416
OG0000720	Prag.g_01016	Syae.g_00429
OG0000721	Prag.g_01018	Syae.g_00431
OG0000722	Prag.g_01019	Syae.g_00432
OG0000723	Prag.g_01022	Syae.g_00445
OG0000724	Prag.g_01031	Syae.g_00799
OG0000725	Prag.g_01037	Syae.g_00789
OG0000726	Prag.g_01038	Syae.g_00788
OG0000727	Prag.g_01039	Syae.g_00787
OG0000728	Prag.g_01041	Syae.g_00785
OG0000729	Prag.g_01087	Syae.g_01819
OG0000730	Prag.g_01091	Syae.g_02189
OG0000731	Prag.g_01095	Syae.g_02201
OG0000732	Prag.g_01102	Syae.g_01764
OG0000733	Prag.g_01121	Syae.g_01599
OG0000734	Prag.g_01138	Syae.g_01371
OG0000735	Prag.g_01140	Syae.g_00942
OG0000736	Prag.g_01141	Syae.g_00941
OG0000737	Prag.g_01142	Syae.g_00940
OG0000738	Prag.g_01146	Syae.g_00935
OG0000739	Prag.g_01147	Syae.g_00928
OG0000740	Prag.g_01148	Syae.g_00927
OG0000741	Prag.g_01149	Syae.g_00924
OG0000742	Prag.g_01152	Syae.g_00922
OG0000743	Prag.g_01154	Syae.g_00920
OG0000744	Prag.g_01155	Syae.g_00919
OG0000745	Prag.g_01156	Syae.g_00917
OG0000746	Prag.g_01158	Syae.g_00915
OG0000747	Prag.g_01159	Syae.g_00914
OG0000748	Prag.g_01162	Syae.g_00902
OG0000749	Prag.g_01163	Syae.g_00900
OG0000750	Prag.g_01164	Syae.g_00899
OG0000751	Prag.g_01166	Syae.g_00892
OG0000752	Prag.g_01168	Syae.g_00890
OG0000753	Prag.g_01171	Syae.g_00887
OG0000754	Prag.g_01174	Syae.g_00641
OG0000755	Prag.g_01177	Syae.g_00651
OG0000756	Prag.g_01178	Syae.g_00652
OG0000757	Prag.g_01184	Syae.g_00661
OG0000758	Prag.g_01185	Syae.g_00662
OG0000759	Prag.g_01186	Syae.g_00663
OG0000760	Prag.g_01187	Syae.g_00664
OG0000761	Prag.g_01188	Syae.g_00668
OG0000762	Prag.g_01189	Syae.g_00672
OG0000763	Prag.g_01191	Syae.g_00676
OG0000764	Prag.g_01192	Syae.g_00677
OG0000765	Prag.g_01201	Syae.g_00695
OG0000766	Prag.g_01202	Syae.g_00696
OG0000767	Prag.g_01204	Syae.g_00698
OG0000768	Prag.g_01205	Syae.g_00699
OG0000769	Prag.g_01207	Syae.g_00701
OG0000770	Prag.g_01209	Syae.g_00704
OG0000771	Prag.g_01219	Syae.g_00805
OG0000772	Prag.g_01328	Syae.g_00168
OG0000773	Prag.g_01344	Syae.g_00947
OG0000774	Prag.g_01346	Syae.g_00951
OG0000775	Prag.g_01350	Syae.g_00954
OG0000776	Prag.g_01351	Syae.g_00955
OG0000777	Prag.g_01352	Syae.g_00956
OG0000778	Prag.g_01353	Syae.g_00957
OG0000779	Prag.g_01357	Syae.g_00963
OG0000780	Prag.g_01358	Syae.g_00967
OG0000781	Prag.g_01361	Syae.g_00971
OG0000782	Prag.g_01362	Syae.g_00972
OG0000783	Prag.g_01363	Syae.g_00973
OG0000784	Prag.g_01364	Syae.g_00974
OG0000785	Prag.g_01366	Syae.g_00976
OG0000786	Prag.g_01368	Syae.g_02477
OG0000787	Prag.g_01369	Syae.g_02476
OG0000788	Prag.g_01376	Syae.g_00087
OG0000789	Prag.g_01379	Syae.g_00281
OG0000790	Prag.g_01394	Syae.g_02294
OG0000791	Prag.g_01396	Syae.g_02292
OG0000792	Prag.g_01397	Syae.g_02291
OG0000793	Prag.g_01400	Syae.g_02286
OG0000794	Prag.g_01401	Syae.g_02285
OG0000795	Prag.g_01402	Syae.g_02284
OG0000796	Prag.g_01406	Syae.g_02280
OG0000797	Prag.g_01407	Syae.g_02279
OG0000798	Prag.g_01430	Syae.g_01972, Syae.g_01205
OG0000799	Prag.g_01470	Syae.g_00010
OG0000800	Prag.g_01471	Syae.g_00009
OG0000801	Prag.g_01472	Syae.g_00008
OG0000802	Prag.g_01474	Syae.g_02686
OG0000803	Prag.g_01476	Syae.g_02680
OG0000804	Prag.g_01477	Syae.g_02677
OG0000805	Prag.g_01479	Syae.g_02663
OG0000806	Prag.g_01481	Syae.g_02661
OG0000807	Prag.g_01482	Syae.g_02659
OG0000808	Prag.g_01483	Syae.g_02658
OG0000809	Prag.g_01486	Syae.g_02655
OG0000810	Prag.g_01487	Syae.g_02654
OG0000811	Prag.g_01493	Syae.g_02648
OG0000812	Prag.g_01495	Syae.g_02646
OG0000813	Prag.g_01496	Syae.g_02645
OG0000814	Prag.g_01498	Syae.g_02643
OG0000815	Prag.g_01499	Syae.g_02642
OG0000816	Prag.g_01501	Syae.g_02641
OG0000817	Prag.g_01502	Syae.g_02640
OG0000818	Prag.g_01507	Syae.g_02634
OG0000819	Prag.g_01508	Syae.g_02633
OG0000820	Prag.g_01509	Syae.g_02632
OG0000821	Prag.g_01512	Syae.g_02626
OG0000822	Prag.g_01513	Syae.g_02624
OG0000823	Prag.g_01514	Syae.g_02623
OG0000824	Prag.g_01517	Syae.g_02617
OG0000825	Prag.g_01518	Syae.g_02616
OG0000826	Prag.g_01519	Syae.g_02615
OG0000827	Prag.g_01520	Syae.g_02614
OG0000828	Prag.g_01524	Syae.g_02612
OG0000829	Prag.g_01525	Syae.g_02611
OG0000830	Prag.g_01526	Syae.g_02610
OG0000831	Prag.g_01528	Syae.g_02608
OG0000832	Prag.g_01534	Syae.g_01081
OG0000833	Prag.g_01542	Syae.g_01106
OG0000834	Prag.g_01543	Syae.g_01108
OG0000835	Prag.g_01544	Syae.g_01109
OG0000836	Prag.g_01545	Syae.g_01113
OG0000837	Prag.g_01546	Syae.g_01115
OG0000838	Prag.g_01548	Syae.g_01119
OG0000839	Prag.g_01549	Syae.g_01120
OG0000840	Prag.g_01550	Syae.g_01121
OG0000841	Prag.g_01551	Syae.g_01122
OG0000842	Prag.g_01552	Syae.g_01123
OG0000843	Prag.g_01553	Syae.g_01124
OG0000844	Prag.g_01554	Syae.g_01125
OG0000845	Prag.g_01555	Syae.g_01126
OG0000846	Prag.g_01556	Syae.g_01127
OG0000847	Prag.g_01557	Syae.g_01128
OG0000848	Prag.g_01558	Syae.g_01130
OG0000849	Prag.g_01559	Syae.g_01131
OG0000850	Prag.g_01561	Syae.g_01133
OG0000851	Prag.g_01562	Syae.g_01139
OG0000852	Prag.g_01563	Syae.g_01140
OG0000853	Prag.g_01567	Syae.g_01144
OG0000854	Prag.g_01569	Syae.g_01146
OG0000855	Prag.g_01570	Syae.g_01147
OG0000856	Prag.g_01583	Syae.g_00059
OG0000857	Prag.g_01611	Syae.g_00503
OG0000858	Prag.g_01663	Syae.g_01153
OG0000859	Prag.g_01664	Syae.g_01154
OG0000860	Prag.g_01671	Syae.g_01165
OG0000861	Prag.g_01672	Syae.g_01166
OG0000862	Prag.g_01673	Syae.g_01167
OG0000863	Prag.g_01675	Syae.g_01170
OG0000864	Prag.g_01676	Syae.g_01171
OG0000865	Prag.g_01677	Syae.g_01172
OG0000866	Prag.g_01678	Syae.g_01173
OG0000867	Prag.g_01679	Syae.g_01174
OG0000868	Prag.g_01680	Syae.g_01177
OG0000869	Prag.g_01684	Syae.g_01182
OG0000870	Prag.g_01689	Syae.g_01187
OG0000871	Prag.g_01690	Syae.g_01188
OG0000872	Prag.g_01691	Syae.g_01196
OG0000873	Prag.g_01694	Syae.g_01199
OG0000874	Prag.g_01697	Syae.g_01194
OG0000875	Prag.g_01698	Syae.g_01244
OG0000876	Prag.g_01699	Syae.g_01020
OG0000877	Prag.g_01701	Syae.g_01025
OG0000878	Prag.g_01702	Syae.g_01026
OG0000879	Prag.g_01703	Syae.g_01027
OG0000880	Prag.g_01704	Syae.g_01028
OG0000881	Prag.g_01708	Syae.g_01034
OG0000882	Prag.g_01713	Syae.g_01039
OG0000883	Prag.g_01715	Syae.g_01041
OG0000884	Prag.g_01717	Syae.g_01043
OG0000885	Prag.g_01718	Syae.g_01044
OG0000886	Prag.g_01719	Syae.g_01045
OG0000887	Prag.g_01720	Syae.g_01046
OG0000888	Prag.g_01722	Syae.g_01048
OG0000889	Prag.g_01724	Syae.g_01050
OG0000890	Prag.g_01725	Syae.g_01056
OG0000891	Prag.g_01726	Syae.g_01057
OG0000892	Prag.g_01728	Syae.g_01059
OG0000893	Prag.g_01732	Syae.g_02031
OG0000894	Prag.g_01734	Syae.g_02034
OG0000895	Prag.g_01737	Syae.g_02038
OG0000896	Prag.g_01738	Syae.g_02039
OG0000897	Prag.g_01740	Syae.g_02041
OG0000898	Prag.g_01741	Syae.g_02042
OG0000899	Prag.g_01742	Syae.g_02043
OG0000900	Prag.g_01743	Syae.g_02044
OG0000901	Prag.g_01746	Syae.g_02049
OG0000902	Prag.g_01748	Syae.g_02051
OG0000903	Prag.g_01751	Syae.g_02077
OG0000904	Prag.g_01753	Syae.g_02071
OG0000905	Prag.g_01757	Syae.g_02065
OG0000906	Prag.g_01758	Syae.g_02063
OG0000907	Prag.g_01762	Syae.g_02079
OG0000908	Prag.g_01765	Syae.g_02082
OG0000909	Prag.g_01766	Syae.g_02083
OG0000910	Prag.g_01767	Syae.g_02084
OG0000911	Prag.g_01769	Syae.g_02086
OG0000912	Prag.g_01770	Syae.g_02087
OG0000913	Prag.g_01771	Syae.g_02088
OG0000914	Prag.g_01772	Syae.g_02089
OG0000915	Prag.g_01773	Syae.g_02091
OG0000916	Prag.g_01774	Syae.g_02092
OG0000917	Prag.g_01775	Syae.g_02093
OG0000918	Prag.g_01776	Syae.g_02094
OG0000919	Prag.g_01777	Syae.g_02095
OG0000920	Prag.g_01778	Syae.g_02096
OG0000921	Prag.g_01779	Syae.g_02097
OG0000922	Prag.g_01780	Syae.g_02098
OG0000923	Prag.g_01784	Syae.g_02102
OG0000924	Prag.g_01785	Syae.g_02103
OG0000925	Prag.g_01786	Syae.g_02104
OG0000926	Prag.g_01787	Syae.g_02105
OG0000927	Prag.g_01789	Syae.g_02107
OG0000928	Prag.g_01790	Syae.g_02108
OG0000929	Prag.g_01791	Syae.g_02109
OG0000930	Prag.g_01792	Syae.g_02110
OG0000931	Prag.g_01793	Syae.g_02111
OG0000932	Prag.g_01794	Syae.g_02112
OG0000933	Prag.g_01798	Syae.g_02118
OG0000934	Prag.g_01800	Syae.g_02120
OG0000935	Prag.g_01801	Syae.g_02121
OG0000936	Prag.g_01802	Syae.g_02122
OG0000937	Prag.g_01803	Syae.g_02123
OG0000938	Prag.g_01805	Syae.g_02126
OG0000939	Prag.g_01806	Syae.g_02127
OG0000940	Prag.g_01813	Syae.g_02133
OG0000941	Prag.g_01815	Syae.g_02135
OG0000942	Prag.g_01817	Syae.g_02137
OG0000943	Prag.g_01818	Syae.g_02138
OG0000944	Prag.g_01819	Syae.g_02140
OG0000945	Prag.g_01820	Syae.g_02142
OG0000946	Prag.g_01824	Syae.g_02146
OG0000947	Prag.g_01826	Syae.g_02149
OG0000948	Prag.g_01827	Syae.g_02150
OG0000949	Prag.g_01830	Syae.g_01884
OG0000950	Prag.g_01835	Syae.g_01873
OG0000951	Prag.g_01839	Syae.g_01866
OG0000952	Prag.g_01843	Syae.g_01859
OG0000953	Prag.g_01846	Syae.g_01854
OG0000954	Prag.g_01850	Syae.g_01845
OG0000955	Prag.g_01851	Syae.g_01844
OG0000956	Prag.g_01853	Syae.g_01842
OG0000957	Prag.g_01859	Syae.g_01831
OG0000958	Prag.g_01860	Syae.g_01830
OG0000959	Prag.g_01864	Syae.g_01826
OG0000960	Prag.g_01865	Syae.g_01825
OG0000961	Prag.g_01867	Syae.g_01822
OG0000962	Prag.g_01869	Syae.g_01820
OG0000963	Prag.g_01873	Syae.g_01814
OG0000964	Prag.g_01874	Syae.g_01813
OG0000965	Prag.g_01875	Syae.g_01812
OG0000966	Prag.g_01882	Syae.g_01789
OG0000967	Prag.g_01886	Syae.g_01782
OG0000968	Prag.g_01888	Syae.g_01787
OG0000969	Prag.g_01889	Syae.g_01785
OG0000970	Prag.g_01890	Syae.g_01784
OG0000971	Prag.g_01891	Syae.g_01779
OG0000972	Prag.g_01892	Syae.g_01778
OG0000973	Prag.g_01893	Syae.g_01777
OG0000974	Prag.g_01894	Syae.g_01776
OG0000975	Prag.g_01895	Syae.g_01775
OG0000976	Prag.g_01896	Syae.g_01774
OG0000977	Prag.g_01897	Syae.g_01772
OG0000978	Prag.g_01898	Syae.g_01771
OG0000979	Prag.g_01901	Syae.g_01768
OG0000980	Prag.g_01903	Syae.g_01765
OG0000981	Prag.g_01905	Syae.g_01762
OG0000982	Prag.g_01907	Syae.g_01568
OG0000983	Prag.g_01908	Syae.g_01569
OG0000984	Prag.g_01909	Syae.g_01570
OG0000985	Prag.g_01912	Syae.g_01572
OG0000986	Prag.g_01914	Syae.g_01575
OG0000987	Prag.g_01915	Syae.g_01577
OG0000988	Prag.g_01918	Syae.g_01583
OG0000989	Prag.g_01922	Syae.g_01591
OG0000990	Prag.g_01925	Syae.g_01606
OG0000991	Prag.g_01926	Syae.g_01609
OG0000992	Prag.g_01928	Syae.g_01612
OG0000993	Prag.g_01929	Syae.g_01613
OG0000994	Prag.g_01930	Syae.g_01616
OG0000995	Prag.g_01934	Syae.g_01627
OG0000996	Prag.g_01935	Syae.g_01667
OG0000997	Prag.g_01936	Syae.g_01678
OG0000998	Prag.g_01938	Syae.g_01680
OG0000999	Prag.g_01939	Syae.g_01683
OG0001000	Prag.g_01942	Syae.g_01686
OG0001001	Prag.g_01944	Syae.g_01692
OG0001002	Prag.g_01948	Syae.g_01699
OG0001003	Prag.g_01949	Syae.g_01701
OG0001004	Prag.g_01950	Syae.g_01702
OG0001005	Prag.g_01951	Syae.g_01703
OG0001006	Prag.g_01955	Syae.g_01710
OG0001007	Prag.g_01957	Syae.g_01712
OG0001008	Prag.g_00416	Syae.g_00993
OG0001009	Prag.g_00027	Syae.g_01744
OG0001010	Prag.g_00028	Syae.g_01745
OG0001011	Prag.g_00029	Syae.g_01747
OG0001012	Prag.g_00043	Syae.g_01564
OG0001013	Prag.g_00048	Syae.g_01552
OG0001014	Prag.g_00051	Syae.g_01548
OG0001015	Prag.g_00052	Syae.g_01547
OG0001016	Prag.g_00067	Syae.g_01290
OG0001017	Prag.g_00071	Syae.g_01296
OG0001018	Prag.g_00074	Syae.g_01298
OG0001019	Prag.g_00083	Syae.g_01334
OG0001020	Prag.g_00084	Syae.g_01340
OG0001021	Prag.g_00085	Syae.g_01344
OG0001022	Prag.g_00087	Syae.g_01348
OG0001023	Prag.g_00088	Syae.g_01349
OG0001024	Prag.g_00091	Syae.g_01353
OG0001025	Prag.g_00097	Syae.g_01360
OG0001026	Prag.g_00104	Syae.g_01373
OG0001027	Prag.g_00105	Syae.g_01377
OG0001028	Prag.g_00107	Syae.g_01379
OG0001029	Prag.g_00108	Syae.g_01381
OG0001030	Prag.g_00123	Syae.g_01403
OG0001031	Prag.g_00179	Syae.g_01475
OG0001032	Prag.g_00180	Syae.g_01479
OG0001033	Prag.g_00201	Syae.g_01505
OG0001034	Prag.g_00229	Syae.g_02238
OG0001035	Prag.g_00246	Syae.g_02006
OG0001036	Prag.g_00250	Syae.g_02001
OG0001037	Prag.g_00251	Syae.g_01999
OG0001038	Prag.g_00269	Syae.g_01971
OG0001039	Prag.g_00272	Syae.g_01968
OG0001040	Prag.g_00274	Syae.g_01965
OG0001041	Prag.g_00278	Syae.g_01960
OG0001042	Prag.g_00295	Syae.g_01935
OG0001043	Prag.g_00296	Syae.g_01931
OG0001044	Prag.g_00328	Syae.g_02191
OG0001045	Prag.g_00337	Syae.g_02204
OG0001046	Prag.g_00372	Syae.g_00385
OG0001047	Prag.g_00418	Syae.g_00991
OG0001048	Prag.g_00419	Syae.g_00990
OG0001049	Prag.g_00421	Syae.g_00987
OG0001050	Prag.g_00422	Syae.g_00986
OG0001051	Prag.g_00423	Syae.g_00985
OG0001052	Prag.g_00450	Syae.g_02526
OG0001053	Prag.g_00462	Syae.g_02312
OG0001054	Prag.g_00477	Syae.g_02329
OG0001055	Prag.g_00496	Syae.g_02350
OG0001056	Prag.g_00515	Syae.g_02379
OG0001057	Prag.g_00520	Syae.g_02388
OG0001058	Prag.g_00528	Syae.g_02402
OG0001059	Prag.g_00532	Syae.g_02406
OG0001060	Prag.g_00539	Syae.g_02412
OG0001061	Prag.g_00552	Syae.g_02434
OG0001062	Prag.g_00554	Syae.g_02436
OG0001063	Prag.g_00556	Syae.g_02440
OG0001064	Prag.g_00557	Syae.g_02441
OG0001065	Prag.g_00558	Syae.g_02442
OG0001066	Prag.g_00559	Syae.g_02443
OG0001067	Prag.g_00560	Syae.g_02444
OG0001068	Prag.g_00561	Syae.g_02445
OG0001069	Prag.g_00562	Syae.g_02446
OG0001070	Prag.g_00565	Syae.g_02449
OG0001071	Prag.g_00566	Syae.g_02450
OG0001072	Prag.g_00568	Syae.g_02454
OG0001073	Prag.g_00582	Syae.g_02468
OG0001074	Prag.g_00593	Syae.g_00027
OG0001075	Prag.g_00594	Syae.g_00029
OG0001076	Prag.g_00602	Syae.g_00050
OG0001077	Prag.g_00606	Syae.g_00061
OG0001078	Prag.g_00614	Syae.g_00075
OG0001079	Prag.g_00625	Syae.g_00088
OG0001080	Prag.g_00631	Syae.g_00267
OG0001081	Prag.g_00633	Syae.g_00615
OG0001082	Prag.g_00634	Syae.g_00614
OG0001083	Prag.g_00639	Syae.g_00605
OG0001084	Prag.g_00640	Syae.g_00604
OG0001085	Prag.g_00648	Syae.g_00594
OG0001086	Prag.g_00649	Syae.g_00592
OG0001087	Prag.g_00666	Syae.g_00751
OG0001088	Prag.g_00667	Syae.g_00755
OG0001089	Prag.g_00675	Syae.g_00781
OG0001090	Prag.g_00693	Syae.g_00471
OG0001091	Prag.g_00695	Syae.g_00469
OG0001092	Prag.g_00696	Syae.g_00466
OG0001093	Prag.g_00701	Syae.g_00460
OG0001094	Prag.g_00800	Syae.g_00527
OG0001095	Prag.g_00819	Syae.g_00506
OG0001096	Prag.g_00832	Syae.g_00490
OG0001097	Prag.g_00849	Syae.g_00845
OG0001098	Prag.g_00864	Syae.g_00269
OG0001099	Prag.g_00895	Syae.g_01380
OG0001100	Prag.g_00899	Syae.g_00583
OG0001101	Prag.g_00901	Syae.g_00581
OG0001102	Prag.g_00903	Syae.g_00578
OG0001103	Prag.g_00905	Syae.g_00576
OG0001104	Prag.g_00927	Syae.g_00544
OG0001105	Prag.g_00931	Syae.g_00540
OG0001106	Prag.g_00955	Syae.g_00346
OG0001107	Prag.g_00962	Syae.g_00358
OG0001108	Prag.g_00966	Syae.g_00366
OG0001109	Prag.g_00967	Syae.g_00368
OG0001110	Prag.g_00969	Syae.g_00370
OG0001111	Prag.g_00970	Syae.g_00372
OG0001112	Prag.g_00971	Syae.g_00374
OG0001113	Prag.g_00972	Syae.g_00375
OG0001114	Prag.g_00973	Syae.g_00376
OG0001115	Prag.g_00975	Syae.g_00380
OG0001116	Prag.g_00976	Syae.g_00382
OG0001117	Prag.g_00977	Syae.g_00383
OG0001118	Prag.g_00978	Syae.g_00384
OG0001119	Prag.g_00979	Syae.g_00386
OG0001120	Prag.g_00981	Syae.g_00390
OG0001121	Prag.g_01118, Prag.g_00984	Syae.g_00133
OG0001122	Prag.g_01008	Syae.g_00417
OG0001123	Prag.g_01012	Syae.g_00424
OG0001124	Prag.g_01014	Syae.g_00426
OG0001125	Prag.g_01015	Syae.g_00428
OG0001126	Prag.g_01025	Syae.g_00807
OG0001127	Prag.g_01026	Syae.g_00806
OG0001128	Prag.g_01028	Syae.g_00803
OG0001129	Prag.g_01029	Syae.g_00801
OG0001130	Prag.g_01030	Syae.g_00800
OG0001131	Prag.g_01066	Syae.g_00562
OG0001132	Prag.g_01076	Syae.g_00242
OG0001133	Prag.g_01106	Syae.g_00053
OG0001134	Prag.g_01120	Syae.g_00638
OG0001136	Prag.g_01150	Syae.g_00923
OG0001137	Prag.g_01161	Syae.g_00903
OG0001138	Prag.g_01179	Syae.g_00654
OG0001139	Prag.g_01180	Syae.g_00656
OG0001140	Prag.g_01181	Syae.g_00657
OG0001141	Prag.g_01182	Syae.g_00658
OG0001142	Prag.g_01183	Syae.g_00660
OG0001143	Prag.g_01190	Syae.g_00673
OG0001144	Prag.g_01195	Syae.g_00684
OG0001145	Prag.g_01345	Syae.g_00948
OG0001146	Prag.g_01359	Syae.g_00968
OG0001147	Prag.g_01375	Syae.g_02536
OG0001148	Prag.g_01391	Syae.g_02297
OG0001149	Prag.g_01392	Syae.g_02296
OG0001150	Prag.g_01393	Syae.g_02295
OG0001151	Prag.g_01404	Syae.g_02282
OG0001152	Prag.g_01405	Syae.g_02281
OG0001153	Prag.g_01521	Syae.g_02613
OG0001155	Prag.g_01535	Syae.g_01083
OG0001156	Prag.g_01538	Syae.g_01093
OG0001157	Prag.g_01539	Syae.g_01094
OG0001158	Prag.g_01540	Syae.g_01100
OG0001159	Prag.g_01541	Syae.g_01103
OG0001160	Prag.g_01565	Syae.g_01142
OG0001161	Prag.g_01576	Syae.g_01597
OG0001162	Prag.g_01587	Syae.g_00487
OG0001163	Prag.g_01661	Syae.g_01150
OG0001164	Prag.g_01665	Syae.g_01156
OG0001165	Prag.g_01668	Syae.g_01161
OG0001166	Prag.g_01688	Syae.g_01186
OG0001167	Prag.g_01705	Syae.g_01031
OG0001168	Prag.g_01707	Syae.g_01033
OG0001169	Prag.g_01709	Syae.g_01035
OG0001170	Prag.g_01711	Syae.g_01037
OG0001171	Prag.g_01721	Syae.g_01047
OG0001172	Prag.g_01735	Syae.g_02036
OG0001173	Prag.g_01736	Syae.g_02037
