Orthogroup	Prag	Prbn
OG0000560	Prag.g_00533	Prbn.g_00562
OG0000561	Prag.g_00534	Prbn.g_00561
OG0000562	Prag.g_00535	Prbn.g_00560
OG0000563	Prag.g_00536	Prbn.g_00559
OG0000564	Prag.g_00537	Prbn.g_00558
OG0000565	Prag.g_00540	Prbn.g_00556
OG0000566	Prag.g_00542	Prbn.g_00552
OG0000567	Prag.g_00546	Prbn.g_00548
OG0000568	Prag.g_00547	Prbn.g_00547
OG0000569	Prag.g_00548	Prbn.g_00546
OG0000570	Prag.g_00549	Prbn.g_00545
OG0000571	Prag.g_00551	Prbn.g_00543
OG0000572	Prag.g_00564	Prbn.g_00529
OG0000573	Prag.g_00570	Prbn.g_00523
OG0000574	Prag.g_00571	Prbn.g_00522
OG0000575	Prag.g_00575	Prbn.g_00518
OG0000576	Prag.g_00577	Prbn.g_00516
OG0000577	Prag.g_00578	Prbn.g_00515
OG0000578	Prag.g_00579	Prbn.g_00514
OG0000579	Prag.g_00580	Prbn.g_00513
OG0000580	Prag.g_00581	Prbn.g_00512
OG0000581	Prag.g_00583	Prbn.g_00509
OG0000582	Prag.g_00586	Prbn.g_00506
OG0000583	Prag.g_00587	Prbn.g_00505
OG0000584	Prag.g_00588	Prbn.g_00504
OG0000585	Prag.g_00590	Prbn.g_00502
OG0000586	Prag.g_00591	Prbn.g_00501
OG0000587	Prag.g_00592	Prbn.g_00500
OG0000588	Prag.g_00596	Prbn.g_00496
OG0000589	Prag.g_00599	Prbn.g_00494
OG0000590	Prag.g_00600	Prbn.g_00493
OG0000591	Prag.g_00603	Prbn.g_00489
OG0000592	Prag.g_00604	Prbn.g_00488
OG0000593	Prag.g_00610	Prbn.g_00423
OG0000594	Prag.g_00611	Prbn.g_00424
OG0000595	Prag.g_00612	Prbn.g_00425
OG0000596	Prag.g_00616	Prbn.g_00429
OG0000597	Prag.g_00618	Prbn.g_00432
OG0000598	Prag.g_00619	Prbn.g_00433
OG0000599	Prag.g_00622	Prbn.g_00436
OG0000600	Prag.g_00623	Prbn.g_00437
OG0000601	Prag.g_00624	Prbn.g_00438
OG0000602	Prag.g_00626	Prbn.g_00440
OG0000603	Prag.g_00627	Prbn.g_00441
OG0000604	Prag.g_00628	Prbn.g_00442
OG0000605	Prag.g_00629	Prbn.g_00443
OG0000606	Prag.g_00632	Prbn.g_00446
OG0000607	Prag.g_00635	Prbn.g_00449
OG0000608	Prag.g_00636	Prbn.g_00450
OG0000609	Prag.g_00637	Prbn.g_00834
OG0000610	Prag.g_00642	Prbn.g_00840
OG0000611	Prag.g_00645	Prbn.g_00843
OG0000612	Prag.g_00646	Prbn.g_00844
OG0000613	Prag.g_00651	Prbn.g_01591
OG0000614	Prag.g_00670	Prbn.g_01570
OG0000615	Prag.g_00678	Prbn.g_01559
OG0000616	Prag.g_00682	Prbn.g_00905
OG0000617	Prag.g_00698	Prbn.g_00860
OG0000618	Prag.g_00699	Prbn.g_00861
OG0000619	Prag.g_00700	Prbn.g_00862
OG0000620	Prag.g_00703	Prbn.g_01947
OG0000621	Prag.g_00704	Prbn.g_01948
OG0000622	Prag.g_00705	Prbn.g_01949
OG0000623	Prag.g_00706	Prbn.g_01950
OG0000624	Prag.g_00707	Prbn.g_01952
OG0000625	Prag.g_00708	Prbn.g_01345
OG0000626	Prag.g_00709	Prbn.g_01346
OG0000627	Prag.g_00710	Prbn.g_01347
OG0000628	Prag.g_00711	Prbn.g_01348
OG0000629	Prag.g_00712	Prbn.g_01349
OG0000630	Prag.g_00715	Prbn.g_01352
OG0000631	Prag.g_00797	Prbn.g_01445
OG0000632	Prag.g_00798	Prbn.g_01444
OG0000633	Prag.g_00799	Prbn.g_01443
OG0000634	Prag.g_00802	Prbn.g_01550
OG0000635	Prag.g_00803	Prbn.g_01549
OG0000636	Prag.g_00805	Prbn.g_01547
OG0000637	Prag.g_00807	Prbn.g_01545
OG0000638	Prag.g_00808	Prbn.g_01544
OG0000639	Prag.g_00809	Prbn.g_01543
OG0000640	Prag.g_00810	Prbn.g_01542
OG0000641	Prag.g_00814	Prbn.g_01538
OG0000642	Prag.g_00815	Prbn.g_01537
OG0000643	Prag.g_00816	Prbn.g_01536
OG0000644	Prag.g_00817	Prbn.g_01535
OG0000645	Prag.g_00818	Prbn.g_01534
OG0000646	Prag.g_00820	Prbn.g_01532
OG0000647	Prag.g_00821	Prbn.g_01530
OG0000648	Prag.g_00823	Prbn.g_01528
OG0000649	Prag.g_00824	Prbn.g_01527
OG0000650	Prag.g_00825	Prbn.g_01526
OG0000651	Prag.g_00826	Prbn.g_01525
OG0000652	Prag.g_00827	Prbn.g_01524
OG0000653	Prag.g_00829	Prbn.g_01522
OG0000654	Prag.g_00830	Prbn.g_01521
OG0000655	Prag.g_00831	Prbn.g_01520
OG0000656	Prag.g_00834	Prbn.g_01517
OG0000657	Prag.g_00840	Prbn.g_01509
OG0000658	Prag.g_00841	Prbn.g_01507
OG0000659	Prag.g_00842	Prbn.g_01506
OG0000660	Prag.g_00846	Prbn.g_01502
OG0000661	Prag.g_00848	Prbn.g_01500
OG0000662	Prag.g_00850	Prbn.g_01498
OG0000663	Prag.g_00852	Prbn.g_01496
OG0000664	Prag.g_00853	Prbn.g_01495
OG0000665	Prag.g_00857	Prbn.g_01489
OG0000666	Prag.g_00858	Prbn.g_01488
OG0000667	Prag.g_00862	Prbn.g_01484
OG0000668	Prag.g_00892	Prbn.g_01930
OG0000669	Prag.g_00898	Prbn.g_01632
OG0000670	Prag.g_00900	Prbn.g_01629
OG0000671	Prag.g_00902	Prbn.g_01626
OG0000672	Prag.g_00904	Prbn.g_01623
OG0000673	Prag.g_00907	Prbn.g_01620
OG0000674	Prag.g_00909	Prbn.g_01618
OG0000675	Prag.g_00910	Prbn.g_01617
OG0000676	Prag.g_00912	Prbn.g_01615
OG0000677	Prag.g_00913	Prbn.g_01614
OG0000678	Prag.g_00915	Prbn.g_01612
OG0000679	Prag.g_00919	Prbn.g_01608
OG0000680	Prag.g_00920	Prbn.g_01607
OG0000681	Prag.g_00922	Prbn.g_01604
OG0000682	Prag.g_00923	Prbn.g_01603
OG0000683	Prag.g_00924	Prbn.g_01602
OG0000684	Prag.g_00926	Prbn.g_01600
OG0000685	Prag.g_00928	Prbn.g_01598
OG0000686	Prag.g_00929	Prbn.g_01597
OG0000687	Prag.g_00930	Prbn.g_01596
OG0000688	Prag.g_00933	Prbn.g_00848
OG0000689	Prag.g_00934	Prbn.g_00849
OG0000690	Prag.g_00935	Prbn.g_00850
OG0000691	Prag.g_00936	Prbn.g_00851
OG0000692	Prag.g_00938	Prbn.g_00853
OG0000693	Prag.g_00939	Prbn.g_00854
OG0000694	Prag.g_00940	Prbn.g_00855
OG0000695	Prag.g_00942	Prbn.g_01441
OG0000696	Prag.g_00943	Prbn.g_01440
OG0000697	Prag.g_00944	Prbn.g_01439
OG0000698	Prag.g_00947	Prbn.g_01436
OG0000699	Prag.g_00948	Prbn.g_01435
OG0000700	Prag.g_00949	Prbn.g_01434
OG0000701	Prag.g_00950	Prbn.g_01433
OG0000702	Prag.g_00952	Prbn.g_01431
OG0000703	Prag.g_00953	Prbn.g_01430
OG0000704	Prag.g_00954	Prbn.g_01428
OG0000705	Prag.g_00958	Prbn.g_01425
OG0000706	Prag.g_00959	Prbn.g_01424
OG0000707	Prag.g_00960	Prbn.g_01423
OG0000708	Prag.g_00961	Prbn.g_01421
OG0000709	Prag.g_00965	Prbn.g_01417
OG0000710	Prag.g_00968	Prbn.g_01414
OG0000711	Prag.g_00985	Prbn.g_01396
OG0000712	Prag.g_00987	Prbn.g_01395
OG0000713	Prag.g_00988	Prbn.g_01394
OG0000714	Prag.g_00989	Prbn.g_01393
OG0000715	Prag.g_00991	Prbn.g_01391
OG0000716	Prag.g_00993	Prbn.g_01389
OG0000717	Prag.g_00994	Prbn.g_01388
OG0000718	Prag.g_01005	Prbn.g_01384
OG0000719	Prag.g_01007	Prbn.g_01382
OG0000720	Prag.g_01016	Prbn.g_01370
OG0000721	Prag.g_01018	Prbn.g_01366
OG0000722	Prag.g_01019	Prbn.g_01365
OG0000723	Prag.g_01022	Prbn.g_01361
OG0000724	Prag.g_01031	Prbn.g_01466
OG0000725	Prag.g_01037	Prbn.g_01472
OG0000726	Prag.g_01038	Prbn.g_01473
OG0000727	Prag.g_01039	Prbn.g_01474
OG0000728	Prag.g_01041	Prbn.g_01476
OG0000729	Prag.g_01087	Prbn.g_01106
OG0000730	Prag.g_01091	Prbn.g_01147
OG0000731	Prag.g_01095	Prbn.g_00111
OG0000732	Prag.g_01102	Prbn.g_00954
OG0000733	Prag.g_01121	Prbn.g_01651
OG0000734	Prag.g_01138	Prbn.g_01173
OG0000735	Prag.g_01140	Prbn.g_01175
OG0000736	Prag.g_01141	Prbn.g_01176
OG0000737	Prag.g_01142	Prbn.g_01177
OG0000738	Prag.g_01146	Prbn.g_01181
OG0000739	Prag.g_01147	Prbn.g_01182
OG0000740	Prag.g_01148	Prbn.g_01183
OG0000741	Prag.g_01149	Prbn.g_01185
OG0000742	Prag.g_01152	Prbn.g_01188
OG0000743	Prag.g_01154	Prbn.g_01190
OG0000744	Prag.g_01155	Prbn.g_01191
OG0000745	Prag.g_01156	Prbn.g_01192
OG0000746	Prag.g_01158	Prbn.g_01194
OG0000747	Prag.g_01159	Prbn.g_01195
OG0000748	Prag.g_01162	Prbn.g_01199
OG0000749	Prag.g_01163	Prbn.g_01200
OG0000750	Prag.g_01164	Prbn.g_01201
OG0000751	Prag.g_01166	Prbn.g_01204
OG0000752	Prag.g_01168	Prbn.g_01206
OG0000753	Prag.g_01171	Prbn.g_01208
OG0000754	Prag.g_01174	Prbn.g_01211
OG0000755	Prag.g_01177	Prbn.g_00390
OG0000756	Prag.g_01178	Prbn.g_00391
OG0000757	Prag.g_01184	Prbn.g_00398
OG0000758	Prag.g_01185	Prbn.g_00399
OG0000759	Prag.g_01186	Prbn.g_00400
OG0000760	Prag.g_01187	Prbn.g_00401
OG0000761	Prag.g_01188	Prbn.g_00402
OG0000762	Prag.g_01189	Prbn.g_00403
OG0000763	Prag.g_01191	Prbn.g_00405
OG0000764	Prag.g_01192	Prbn.g_00406
OG0000765	Prag.g_01201	Prbn.g_00414
OG0000766	Prag.g_01202	Prbn.g_00415
OG0000767	Prag.g_01204	Prbn.g_00417
OG0000768	Prag.g_01205	Prbn.g_00418
OG0000769	Prag.g_01207	Prbn.g_00420
OG0000770	Prag.g_01209	Prbn.g_00483
OG0000771	Prag.g_01219	Prbn.g_00886
OG0000772	Prag.g_01328	Prbn.g_01671
OG0000773	Prag.g_01344	Prbn.g_01093
OG0000774	Prag.g_01346	Prbn.g_01091
OG0000775	Prag.g_01350	Prbn.g_01089
OG0000776	Prag.g_01351	Prbn.g_01088
OG0000777	Prag.g_01352	Prbn.g_01087
OG0000778	Prag.g_01353	Prbn.g_01086
OG0000779	Prag.g_01357	Prbn.g_01082
OG0000780	Prag.g_01358	Prbn.g_01081
OG0000781	Prag.g_01361	Prbn.g_01077
OG0000782	Prag.g_01362	Prbn.g_01076
OG0000783	Prag.g_01363	Prbn.g_01075
OG0000784	Prag.g_01364	Prbn.g_01074
OG0000785	Prag.g_01366	Prbn.g_01072
OG0000786	Prag.g_01368	Prbn.g_01069
OG0000787	Prag.g_01369	Prbn.g_01068
OG0000788	Prag.g_01376	Prbn.g_00615
OG0000789	Prag.g_01379	Prbn.g_00883
OG0000790	Prag.g_01394	Prbn.g_00155
OG0000791	Prag.g_01396	Prbn.g_00157
OG0000792	Prag.g_01397	Prbn.g_00158
OG0000793	Prag.g_01400	Prbn.g_00161
OG0000794	Prag.g_01401	Prbn.g_00162
OG0000795	Prag.g_01402	Prbn.g_00163
OG0000796	Prag.g_01406	Prbn.g_00167
OG0000797	Prag.g_01407	Prbn.g_00168
OG0000798	Prag.g_01430	Prbn.g_01055
OG0000799	Prag.g_01470	Prbn.g_00195
OG0000800	Prag.g_01471	Prbn.g_00196
OG0000801	Prag.g_01472	Prbn.g_00197
OG0000802	Prag.g_01474	Prbn.g_00199
OG0000803	Prag.g_01476	Prbn.g_00201
OG0000804	Prag.g_01477	Prbn.g_00202
OG0000805	Prag.g_01479	Prbn.g_00204
OG0000806	Prag.g_01481	Prbn.g_00206
OG0000807	Prag.g_01482	Prbn.g_00207
OG0000808	Prag.g_01483	Prbn.g_00208
OG0000809	Prag.g_01486	Prbn.g_00210
OG0000810	Prag.g_01487	Prbn.g_00211
OG0000811	Prag.g_01493	Prbn.g_00215
OG0000812	Prag.g_01495	Prbn.g_00217
OG0000813	Prag.g_01496	Prbn.g_00218
OG0000814	Prag.g_01498	Prbn.g_00220
OG0000815	Prag.g_01499	Prbn.g_00221
OG0000816	Prag.g_01501	Prbn.g_00223
OG0000817	Prag.g_01502	Prbn.g_00224
OG0000818	Prag.g_01507	Prbn.g_00229
OG0000819	Prag.g_01508	Prbn.g_00230
OG0000820	Prag.g_01509	Prbn.g_00231
OG0000821	Prag.g_01512	Prbn.g_00235
OG0000822	Prag.g_01513	Prbn.g_00236
OG0000823	Prag.g_01514	Prbn.g_00237
OG0000824	Prag.g_01517	Prbn.g_00240
OG0000825	Prag.g_01518	Prbn.g_00241
OG0000826	Prag.g_01519	Prbn.g_00242
OG0000827	Prag.g_01520	Prbn.g_00243
OG0000828	Prag.g_01524	Prbn.g_00246
OG0000829	Prag.g_01525	Prbn.g_00247
OG0000830	Prag.g_01526	Prbn.g_00248
OG0000831	Prag.g_01528	Prbn.g_00250
OG0000832	Prag.g_01534	Prbn.g_00260
OG0000833	Prag.g_01542	Prbn.g_00269
OG0000834	Prag.g_01543	Prbn.g_00270
OG0000835	Prag.g_01544	Prbn.g_00271
OG0000836	Prag.g_01545	Prbn.g_00272
OG0000837	Prag.g_01546	Prbn.g_00273
OG0000838	Prag.g_01548	Prbn.g_00275
OG0000839	Prag.g_01549	Prbn.g_00276
OG0000840	Prag.g_01550	Prbn.g_00277
OG0000841	Prag.g_01551	Prbn.g_00278
OG0000842	Prag.g_01552	Prbn.g_00279
OG0000843	Prag.g_01553	Prbn.g_00280
OG0000844	Prag.g_01554	Prbn.g_00281
OG0000845	Prag.g_01555	Prbn.g_00282
OG0000846	Prag.g_01556	Prbn.g_00283
OG0000847	Prag.g_01557	Prbn.g_00284
OG0000848	Prag.g_01558	Prbn.g_00285
OG0000849	Prag.g_01559	Prbn.g_00286
OG0000850	Prag.g_01561	Prbn.g_00288
OG0000851	Prag.g_01562	Prbn.g_00289
OG0000852	Prag.g_01563	Prbn.g_00904
OG0000853	Prag.g_01567	Prbn.g_00898
OG0000854	Prag.g_01569	Prbn.g_00896
OG0000855	Prag.g_01570	Prbn.g_00895
OG0000856	Prag.g_01583	Prbn.g_00486
OG0000857	Prag.g_01611	Prbn.g_01531
OG0000858	Prag.g_01663	Prbn.g_01738
OG0000859	Prag.g_01664	Prbn.g_01739
OG0000860	Prag.g_01671	Prbn.g_01747
OG0000861	Prag.g_01672	Prbn.g_01748
OG0000862	Prag.g_01673	Prbn.g_01749
OG0000863	Prag.g_01675	Prbn.g_01751
OG0000864	Prag.g_01676	Prbn.g_01752
OG0000865	Prag.g_01677	Prbn.g_01753
OG0000866	Prag.g_01678	Prbn.g_01754
OG0000867	Prag.g_01679	Prbn.g_01755
OG0000868	Prag.g_01680	Prbn.g_01757
OG0000869	Prag.g_01684	Prbn.g_01760
OG0000870	Prag.g_01689	Prbn.g_01765
OG0000871	Prag.g_01690	Prbn.g_01766
OG0000872	Prag.g_01691	Prbn.g_01767
OG0000873	Prag.g_01694	Prbn.g_01771
OG0000874	Prag.g_01697	Prbn.g_01774
OG0000875	Prag.g_01698	Prbn.g_01775
OG0000876	Prag.g_01699	Prbn.g_01776
OG0000877	Prag.g_01701	Prbn.g_01778
OG0000878	Prag.g_01702	Prbn.g_01779
OG0000879	Prag.g_01703	Prbn.g_01780
OG0000880	Prag.g_01704	Prbn.g_01781
OG0000881	Prag.g_01708	Prbn.g_01785
OG0000882	Prag.g_01713	Prbn.g_01790
OG0000883	Prag.g_01715	Prbn.g_01792
OG0000884	Prag.g_01717	Prbn.g_01794
OG0000885	Prag.g_01718	Prbn.g_01795
OG0000886	Prag.g_01719	Prbn.g_01796
OG0000887	Prag.g_01720	Prbn.g_01797
OG0000888	Prag.g_01722	Prbn.g_01799
OG0000889	Prag.g_01724	Prbn.g_01801
OG0000890	Prag.g_01725	Prbn.g_01802
OG0000891	Prag.g_01726	Prbn.g_01803
OG0000892	Prag.g_01728	Prbn.g_01805
OG0000893	Prag.g_01732	Prbn.g_01809
OG0000894	Prag.g_01734	Prbn.g_01812
OG0000895	Prag.g_01737	Prbn.g_01816
OG0000896	Prag.g_01738	Prbn.g_01817
OG0000897	Prag.g_01740	Prbn.g_01819
OG0000898	Prag.g_01741	Prbn.g_01820
OG0000899	Prag.g_01742	Prbn.g_01821
OG0000900	Prag.g_01743	Prbn.g_01822
OG0000901	Prag.g_01746	Prbn.g_01825
OG0000902	Prag.g_01748	Prbn.g_01827
OG0000903	Prag.g_01751	Prbn.g_01831
OG0000904	Prag.g_01753	Prbn.g_01835
OG0000905	Prag.g_01757	Prbn.g_01829
OG0000906	Prag.g_01758	Prbn.g_01828
OG0000907	Prag.g_01762	Prbn.g_01838
OG0000908	Prag.g_01765	Prbn.g_01841
OG0000909	Prag.g_01766	Prbn.g_01842
OG0000910	Prag.g_01767	Prbn.g_01843
OG0000911	Prag.g_01769	Prbn.g_01845
OG0000912	Prag.g_01770	Prbn.g_01846
OG0000913	Prag.g_01771	Prbn.g_01847
OG0000914	Prag.g_01772	Prbn.g_01848
OG0000915	Prag.g_01773	Prbn.g_01849
OG0000916	Prag.g_01774	Prbn.g_01850
OG0000917	Prag.g_01775	Prbn.g_01851
OG0000918	Prag.g_01776	Prbn.g_01852
OG0000919	Prag.g_01777	Prbn.g_01853
OG0000920	Prag.g_01778	Prbn.g_01854
OG0000921	Prag.g_01779	Prbn.g_01855
OG0000922	Prag.g_01780	Prbn.g_01856
OG0000923	Prag.g_01784	Prbn.g_01860
OG0000924	Prag.g_01785	Prbn.g_01861
OG0000925	Prag.g_01786	Prbn.g_01862
OG0000926	Prag.g_01787	Prbn.g_01863
OG0000927	Prag.g_01789	Prbn.g_01865
OG0000928	Prag.g_01790	Prbn.g_01866
OG0000929	Prag.g_01791	Prbn.g_01867
OG0000930	Prag.g_01792	Prbn.g_01868
OG0000931	Prag.g_01793	Prbn.g_01869
OG0000932	Prag.g_01794	Prbn.g_01870
OG0000933	Prag.g_01798	Prbn.g_01874
OG0000934	Prag.g_01800	Prbn.g_01876
OG0000935	Prag.g_01801	Prbn.g_01877
OG0000936	Prag.g_01802	Prbn.g_01878
OG0000937	Prag.g_01803	Prbn.g_01879
OG0000938	Prag.g_01805	Prbn.g_01882
OG0000939	Prag.g_01806	Prbn.g_01883
OG0000940	Prag.g_01813	Prbn.g_01890
OG0000941	Prag.g_01815	Prbn.g_01892
OG0000942	Prag.g_01817	Prbn.g_01894
OG0000943	Prag.g_01818	Prbn.g_01895
OG0000944	Prag.g_01819	Prbn.g_01897
OG0000945	Prag.g_01820	Prbn.g_01898
OG0000946	Prag.g_01824	Prbn.g_01903
OG0000947	Prag.g_01826	Prbn.g_01905
OG0000948	Prag.g_01827	Prbn.g_01906
OG0000949	Prag.g_01830	Prbn.g_01909
OG0000950	Prag.g_01835	Prbn.g_01916
OG0000951	Prag.g_01839	Prbn.g_01920
OG0000952	Prag.g_01843	Prbn.g_01015
OG0000953	Prag.g_01846	Prbn.g_01011
OG0000954	Prag.g_01850	Prbn.g_01007
OG0000955	Prag.g_01851	Prbn.g_01006
OG0000956	Prag.g_01853	Prbn.g_01004
OG0000957	Prag.g_01859	Prbn.g_00998
OG0000958	Prag.g_01860	Prbn.g_00997
OG0000959	Prag.g_01864	Prbn.g_00993
OG0000960	Prag.g_01865	Prbn.g_00992
OG0000961	Prag.g_01867	Prbn.g_00989
OG0000962	Prag.g_01869	Prbn.g_00987
OG0000963	Prag.g_01873	Prbn.g_00983
OG0000964	Prag.g_01874	Prbn.g_00982
OG0000965	Prag.g_01875	Prbn.g_00981
OG0000966	Prag.g_01882	Prbn.g_00975
OG0000967	Prag.g_01886	Prbn.g_00971
OG0000968	Prag.g_01888	Prbn.g_00969
OG0000969	Prag.g_01889	Prbn.g_00968
OG0000970	Prag.g_01890	Prbn.g_00967
OG0000971	Prag.g_01891	Prbn.g_00966
OG0000972	Prag.g_01892	Prbn.g_00965
OG0000973	Prag.g_01893	Prbn.g_00964
OG0000974	Prag.g_01894	Prbn.g_00963
OG0000975	Prag.g_01895	Prbn.g_00962
OG0000976	Prag.g_01896	Prbn.g_00961
OG0000977	Prag.g_01897	Prbn.g_00960
OG0000978	Prag.g_01898	Prbn.g_00959
OG0000979	Prag.g_01901	Prbn.g_00957
OG0000980	Prag.g_01903	Prbn.g_00955
OG0000981	Prag.g_01905	Prbn.g_00952
OG0000982	Prag.g_01907	Prbn.g_00950
OG0000983	Prag.g_01908	Prbn.g_00949
OG0000984	Prag.g_01909	Prbn.g_00948
OG0000985	Prag.g_01912	Prbn.g_00945
OG0000986	Prag.g_01914	Prbn.g_00943
OG0000987	Prag.g_01915	Prbn.g_00942
OG0000988	Prag.g_01918	Prbn.g_00939
OG0000989	Prag.g_01922	Prbn.g_00935
OG0000990	Prag.g_01925	Prbn.g_00931
OG0000991	Prag.g_01926	Prbn.g_00930
OG0000992	Prag.g_01928	Prbn.g_00927
OG0000993	Prag.g_01929	Prbn.g_00926
OG0000994	Prag.g_01930	Prbn.g_00925
OG0000995	Prag.g_01934	Prbn.g_00921
OG0000996	Prag.g_01935	Prbn.g_00920
OG0000997	Prag.g_01936	Prbn.g_00917
OG0000998	Prag.g_01938	Prbn.g_00915
OG0000999	Prag.g_01939	Prbn.g_00914
OG0001000	Prag.g_01942	Prbn.g_00911
OG0001001	Prag.g_01944	Prbn.g_00908
OG0001002	Prag.g_01948	Prbn.g_00291
OG0001003	Prag.g_01949	Prbn.g_00292
OG0001004	Prag.g_01950	Prbn.g_00293
OG0001005	Prag.g_01951	Prbn.g_00294
OG0001006	Prag.g_01955	Prbn.g_00298
OG0001007	Prag.g_01957	Prbn.g_00300
OG0001008	Prag.g_00416	Prbn.g_00676
OG0001009	Prag.g_00027	Prbn.g_00755
OG0001010	Prag.g_00028	Prbn.g_00754
OG0001011	Prag.g_00029	Prbn.g_00752
OG0001012	Prag.g_00043	Prbn.g_00738
OG0001013	Prag.g_00048	Prbn.g_00731
OG0001014	Prag.g_00051	Prbn.g_00728
OG0001015	Prag.g_00052	Prbn.g_00726
OG0001016	Prag.g_00067	Prbn.g_00704
OG0001017	Prag.g_00071	Prbn.g_01343
OG0001018	Prag.g_00074	Prbn.g_01341
OG0001019	Prag.g_00083	Prbn.g_01332
OG0001020	Prag.g_00084	Prbn.g_01331
OG0001021	Prag.g_00085	Prbn.g_01330
OG0001022	Prag.g_00087	Prbn.g_01327
OG0001023	Prag.g_00088	Prbn.g_01326
OG0001024	Prag.g_00091	Prbn.g_01322
OG0001025	Prag.g_00097	Prbn.g_01315
OG0001026	Prag.g_00104	Prbn.g_01306
OG0001027	Prag.g_00105	Prbn.g_01305
OG0001028	Prag.g_00107	Prbn.g_01303
OG0001029	Prag.g_00108	Prbn.g_01302
OG0001030	Prag.g_00123	Prbn.g_01286
OG0001031	Prag.g_00179	Prbn.g_00367
OG0001032	Prag.g_00180	Prbn.g_00366
OG0001033	Prag.g_00201	Prbn.g_00345
OG0001034	Prag.g_00229	Prbn.g_00314
OG0001035	Prag.g_00246	Prbn.g_00021
OG0001036	Prag.g_00250	Prbn.g_00025
OG0001037	Prag.g_00251	Prbn.g_00026
OG0001038	Prag.g_00269	Prbn.g_00045
OG0001039	Prag.g_00272	Prbn.g_00048
OG0001040	Prag.g_00274	Prbn.g_00050
OG0001041	Prag.g_00278	Prbn.g_00055
OG0001042	Prag.g_00295	Prbn.g_00072
OG0001043	Prag.g_00296	Prbn.g_00073
OG0001044	Prag.g_00328	Prbn.g_00104
OG0001045	Prag.g_00337	Prbn.g_00113
OG0001046	Prag.g_00372	Prbn.g_01697
OG0001047	Prag.g_00418	Prbn.g_00674
OG0001048	Prag.g_00419	Prbn.g_00673
OG0001049	Prag.g_00421	Prbn.g_00671
OG0001050	Prag.g_00422	Prbn.g_00670
OG0001051	Prag.g_00423	Prbn.g_00669
OG0001052	Prag.g_00450	Prbn.g_00643
OG0001053	Prag.g_00462	Prbn.g_00631
OG0001054	Prag.g_00477	Prbn.g_00616
OG0001055	Prag.g_00496	Prbn.g_00597
OG0001056	Prag.g_00515	Prbn.g_00580
OG0001057	Prag.g_00520	Prbn.g_00575
OG0001058	Prag.g_00528	Prbn.g_00567
OG0001059	Prag.g_00532	Prbn.g_00563
OG0001060	Prag.g_00539	Prbn.g_00557
OG0001061	Prag.g_00552	Prbn.g_00542
OG0001062	Prag.g_00554	Prbn.g_00540
OG0001063	Prag.g_00556	Prbn.g_00538
OG0001064	Prag.g_00557	Prbn.g_00537
OG0001065	Prag.g_00558	Prbn.g_00536
OG0001066	Prag.g_00559	Prbn.g_00535
OG0001067	Prag.g_00560	Prbn.g_00534
OG0001068	Prag.g_00561	Prbn.g_00533
OG0001069	Prag.g_00562	Prbn.g_00532
OG0001070	Prag.g_00565	Prbn.g_00528
OG0001071	Prag.g_00566	Prbn.g_00527
OG0001072	Prag.g_00568	Prbn.g_00525
OG0001073	Prag.g_00582	Prbn.g_00511
OG0001074	Prag.g_00593	Prbn.g_00499
OG0001075	Prag.g_00594	Prbn.g_00498
OG0001076	Prag.g_00602	Prbn.g_00491
OG0001077	Prag.g_00606	Prbn.g_00485
OG0001078	Prag.g_00614	Prbn.g_00427
OG0001079	Prag.g_00625	Prbn.g_00439
OG0001080	Prag.g_00631	Prbn.g_00445
OG0001081	Prag.g_00633	Prbn.g_00447
OG0001082	Prag.g_00634	Prbn.g_00448
OG0001083	Prag.g_00639	Prbn.g_00836
OG0001084	Prag.g_00640	Prbn.g_00837
OG0001085	Prag.g_00648	Prbn.g_01594
OG0001086	Prag.g_00649	Prbn.g_01593
OG0001087	Prag.g_00666	Prbn.g_01575
OG0001088	Prag.g_00667	Prbn.g_01574
OG0001089	Prag.g_00675	Prbn.g_01563
OG0001090	Prag.g_00693	Prbn.g_01553
OG0001091	Prag.g_00695	Prbn.g_00857
OG0001092	Prag.g_00696	Prbn.g_00858
OG0001093	Prag.g_00701	Prbn.g_00863
OG0001094	Prag.g_00800	Prbn.g_00856
OG0001095	Prag.g_00819	Prbn.g_01533
OG0001096	Prag.g_00832	Prbn.g_01519
OG0001097	Prag.g_00849	Prbn.g_01499
OG0001098	Prag.g_00864	Prbn.g_01480
OG0001099	Prag.g_00895	Prbn.g_01925
OG0001100	Prag.g_00899	Prbn.g_01630
OG0001101	Prag.g_00901	Prbn.g_01627
OG0001102	Prag.g_00903	Prbn.g_01624
OG0001103	Prag.g_00905	Prbn.g_01622
OG0001104	Prag.g_00927	Prbn.g_01599
OG0001105	Prag.g_00931	Prbn.g_01595
OG0001106	Prag.g_00955	Prbn.g_01427
OG0001107	Prag.g_00962	Prbn.g_01420
OG0001108	Prag.g_00966	Prbn.g_01416
OG0001109	Prag.g_00967	Prbn.g_01415
OG0001110	Prag.g_00969	Prbn.g_01413
OG0001111	Prag.g_00970	Prbn.g_01412
OG0001112	Prag.g_00971	Prbn.g_01411
OG0001113	Prag.g_00972	Prbn.g_01410
OG0001114	Prag.g_00973	Prbn.g_01409
OG0001115	Prag.g_00975	Prbn.g_01407
OG0001116	Prag.g_00976	Prbn.g_01406
OG0001117	Prag.g_00977	Prbn.g_01405
OG0001118	Prag.g_00978	Prbn.g_01404
