Orthogroup	Syak	Prbh
OG0000565	Syak.g_02679	Prbh.g_00269
OG0000566	Syak.g_02683	Prbh.g_00265
OG0000567	Syak.g_02687	Prbh.g_00261
OG0000568	Syak.g_02690	Prbh.g_00260
OG0000569	Syak.g_02691	Prbh.g_00259
OG0000570	Syak.g_02692	Prbh.g_00258
OG0000571	Syak.g_02696	Prbh.g_00256
OG0000572	Syak.g_02713	Prbh.g_00244
OG0000573	Syak.g_02723	Prbh.g_00238
OG0000574	Syak.g_02724	Prbh.g_00237
OG0000575	Syak.g_02729	Prbh.g_00233
OG0000576	Syak.g_02731	Prbh.g_00231
OG0000577	Syak.g_02732	Prbh.g_00230
OG0000578	Syak.g_02733	Prbh.g_00229
OG0000579	Syak.g_02734	Prbh.g_00228
OG0000580	Syak.g_02735	Prbh.g_00227
OG0000581	Syak.g_02742	Prbh.g_00224
OG0000582	Syak.g_02748	Prbh.g_00221
OG0000583	Syak.g_02749	Prbh.g_00220
OG0000584	Syak.g_02750	Prbh.g_00219
OG0000585	Syak.g_02753	Prbh.g_00217
OG0000586	Syak.g_02754	Prbh.g_00216
OG0000587	Syak.g_02756	Prbh.g_00215
OG0000588	Syak.g_00004	Prbh.g_01465
OG0000589	Syak.g_00008	Prbh.g_01462
OG0000590	Syak.g_00009	Prbh.g_01461
OG0000591	Syak.g_00017	Prbh.g_01457
OG0000592	Syak.g_00018	Prbh.g_01456
OG0000593	Syak.g_00031	Prbh.g_01221
OG0000594	Syak.g_00032	Prbh.g_01220
OG0000595	Syak.g_00033	Prbh.g_01219
OG0000596	Syak.g_00038	Prbh.g_01216
OG0000597	Syak.g_00041	Prbh.g_01213
OG0000598	Syak.g_00042	Prbh.g_01212
OG0000599	Syak.g_00045	Prbh.g_01209
OG0000600	Syak.g_00046	Prbh.g_01208
OG0000601	Syak.g_00047	Prbh.g_01207
OG0000602	Syak.g_00053	Prbh.g_01205
OG0000603	Syak.g_00054	Prbh.g_01204
OG0000604	Syak.g_00056	Prbh.g_01203
OG0000605	Syak.g_00259	Prbh.g_01202
OG0000606	Syak.g_00326	Prbh.g_01199
OG0000607	Syak.g_00329	Prbh.g_01196
OG0000608	Syak.g_00330	Prbh.g_01195
OG0000609	Syak.g_00332	Prbh.g_01194
OG0000610	Syak.g_00347	Prbh.g_01188
OG0000611	Syak.g_00350	Prbh.g_01185
OG0000612	Syak.g_00351	Prbh.g_01184
OG0000613	Syak.g_01525	Prbh.g_00907
OG0000614	Syak.g_00705	Prbh.g_00928
OG0000615	Syak.g_00393	Prbh.g_00939
OG0000616	Syak.g_01810	Prbh.g_01487
OG0000617	Syak.g_00799	Prbh.g_01167
OG0000618	Syak.g_00798	Prbh.g_01166
OG0000619	Syak.g_00797	Prbh.g_01165
OG0000620	Syak.g_00779	Prbh.g_01162
OG0000621	Syak.g_00780	Prbh.g_01161
OG0000622	Syak.g_00781	Prbh.g_01160
OG0000623	Syak.g_00782	Prbh.g_01159
OG0000624	Syak.g_00784	Prbh.g_01157
OG0000625	Syak.g_00785	Prbh.g_01156
OG0000626	Syak.g_00786	Prbh.g_01155
OG0000627	Syak.g_00561	Prbh.g_01154
OG0000628	Syak.g_00560	Prbh.g_01153
OG0000629	Syak.g_00556	Prbh.g_01151
OG0000630	Syak.g_00552	Prbh.g_01148
OG0000631	Syak.g_00545	Prbh.g_01056
OG0000632	Syak.g_00544	Prbh.g_01057
OG0000633	Syak.g_00542	Prbh.g_01058
OG0000634	Syak.g_00430	Prbh.g_00949
OG0000635	Syak.g_00431	Prbh.g_00950
OG0000636	Syak.g_00433	Prbh.g_00952
OG0000637	Syak.g_00435	Prbh.g_00954
OG0000638	Syak.g_00436	Prbh.g_00955
OG0000639	Syak.g_00437	Prbh.g_00956
OG0000640	Syak.g_00438	Prbh.g_00957
OG0000641	Syak.g_00442	Prbh.g_00961
OG0000642	Syak.g_00443	Prbh.g_00962
OG0000643	Syak.g_00444	Prbh.g_00963
OG0000644	Syak.g_00445	Prbh.g_00964
OG0000645	Syak.g_00447	Prbh.g_00965
OG0000646	Syak.g_00450	Prbh.g_00967
OG0000647	Syak.g_00452	Prbh.g_00969
OG0000648	Syak.g_00456	Prbh.g_00971
OG0000649	Syak.g_00457	Prbh.g_00972
OG0000650	Syak.g_00458	Prbh.g_00973
OG0000651	Syak.g_00459	Prbh.g_00974
OG0000652	Syak.g_00460	Prbh.g_00975
OG0000653	Syak.g_00462	Prbh.g_00977
OG0000654	Syak.g_00625	Prbh.g_00978
OG0000655	Syak.g_00624	Prbh.g_00979
OG0000656	Syak.g_00621	Prbh.g_00982
OG0000657	Syak.g_00609	Prbh.g_00989
OG0000658	Syak.g_00606	Prbh.g_00991
OG0000659	Syak.g_00605	Prbh.g_00992
OG0000660	Syak.g_00601	Prbh.g_00996
OG0000661	Syak.g_00599	Prbh.g_00998
OG0000662	Syak.g_00597	Prbh.g_01001
OG0000663	Syak.g_00594	Prbh.g_01003
OG0000664	Syak.g_00593	Prbh.g_01004
OG0000665	Syak.g_00086	Prbh.g_01010
OG0000666	Syak.g_00078	Prbh.g_01011
OG0000667	Syak.g_00340	Prbh.g_01015
OG0000668	Syak.g_00643	Prbh.g_00857
OG0000669	Syak.g_00363	Prbh.g_00868
OG0000670	Syak.g_00366	Prbh.g_00871
OG0000671	Syak.g_00368	Prbh.g_00873
OG0000672	Syak.g_00371	Prbh.g_00876
OG0000673	Syak.g_00374	Prbh.g_00879
OG0000674	Syak.g_00376	Prbh.g_00881
OG0000675	Syak.g_00377	Prbh.g_00882
OG0000676	Syak.g_00379	Prbh.g_00884
OG0000677	Syak.g_00380	Prbh.g_00885
OG0000678	Syak.g_00386	Prbh.g_00887
OG0000679	Syak.g_00397	Prbh.g_00891
OG0000680	Syak.g_00398	Prbh.g_00892
OG0000681	Syak.g_00401	Prbh.g_00895
OG0000682	Syak.g_00402	Prbh.g_00896
OG0000683	Syak.g_00403	Prbh.g_00897
OG0000684	Syak.g_00409	Prbh.g_00898
OG0000685	Syak.g_00411	Prbh.g_00900
OG0000686	Syak.g_00412	Prbh.g_00901
OG0000687	Syak.g_00413	Prbh.g_00902
OG0000688	Syak.g_00418	Prbh.g_01179
OG0000689	Syak.g_00421	Prbh.g_01178
OG0000690	Syak.g_00422	Prbh.g_01177
OG0000691	Syak.g_00423	Prbh.g_01176
OG0000692	Syak.g_00424	Prbh.g_01174
OG0000693	Syak.g_00426	Prbh.g_01173
OG0000694	Syak.g_00427	Prbh.g_01172
OG0000695	Syak.g_00540	Prbh.g_01060
OG0000696	Syak.g_00539	Prbh.g_01061
OG0000697	Syak.g_00538	Prbh.g_01062
OG0000698	Syak.g_00535	Prbh.g_01065
OG0000699	Syak.g_00534	Prbh.g_01066
OG0000700	Syak.g_00533	Prbh.g_01067
OG0000701	Syak.g_00532	Prbh.g_01068
OG0000702	Syak.g_00522	Prbh.g_01070
OG0000703	Syak.g_00521	Prbh.g_01071
OG0000704	Syak.g_00519	Prbh.g_01073
OG0000705	Syak.g_00511	Prbh.g_01079
OG0000706	Syak.g_00510	Prbh.g_01080
OG0000707	Syak.g_00509	Prbh.g_01081
OG0000708	Syak.g_00506	Prbh.g_01083
OG0000709	Syak.g_00498	Prbh.g_01087
OG0000710	Syak.g_00494	Prbh.g_01090
OG0000711	Syak.g_00466	Prbh.g_01106
OG0000712	Syak.g_00464	Prbh.g_01107
OG0000713	Syak.g_00463	Prbh.g_01108
OG0000714	Syak.g_00629	Prbh.g_01109
OG0000715	Syak.g_00631	Prbh.g_01111
OG0000716	Syak.g_00635	Prbh.g_01113
OG0000717	Syak.g_00636	Prbh.g_01114
OG0000718	Syak.g_00640	Prbh.g_01116
OG0000719	Syak.g_00642	Prbh.g_01118
OG0000720	Syak.g_00655	Prbh.g_01129
OG0000721	Syak.g_00657	Prbh.g_01133
OG0000722	Syak.g_00658	Prbh.g_01134
OG0000723	Syak.g_00790	Prbh.g_01138
OG0000724	Syak.g_00749	Prbh.g_01036
OG0000725	Syak.g_00731	Prbh.g_01030
OG0000726	Syak.g_00730	Prbh.g_01029
OG0000727	Syak.g_00729	Prbh.g_01028
OG0000728	Syak.g_00727	Prbh.g_01026
OG0000729	Syak.g_01683	Prbh.g_01351
OG0000730	Syak.g_01248	Prbh.g_01325
OG0000731	Syak.g_01237	Prbh.g_00432
OG0000733	Syak.g_01905	Prbh.g_01867
OG0000734	Syak.g_02184	Prbh.g_01299
OG0000735	Syak.g_00914	Prbh.g_01297
OG0000736	Syak.g_00913	Prbh.g_01296
OG0000737	Syak.g_00912	Prbh.g_01295
OG0000738	Syak.g_00907	Prbh.g_01291
OG0000739	Syak.g_00906	Prbh.g_01290
OG0000740	Syak.g_00905	Prbh.g_01289
OG0000741	Syak.g_00902	Prbh.g_01287
OG0000742	Syak.g_00899	Prbh.g_01284
OG0000743	Syak.g_00897	Prbh.g_01282
OG0000744	Syak.g_00896	Prbh.g_01280
OG0000745	Syak.g_00894	Prbh.g_01279
OG0000746	Syak.g_00892	Prbh.g_01277
OG0000747	Syak.g_00891	Prbh.g_01276
OG0000748	Syak.g_00875	Prbh.g_01272
OG0000749	Syak.g_00874	Prbh.g_01271
OG0000750	Syak.g_00873	Prbh.g_01270
OG0000751	Syak.g_00862	Prbh.g_01267
OG0000752	Syak.g_00860	Prbh.g_01265
OG0000753	Syak.g_00857	Prbh.g_01262
OG0000754	Syak.g_00852	Prbh.g_01260
OG0000755	Syak.g_00841	Prbh.g_01254
OG0000756	Syak.g_00840	Prbh.g_01253
OG0000757	Syak.g_00833	Prbh.g_01246
OG0000758	Syak.g_00832	Prbh.g_01245
OG0000759	Syak.g_00831	Prbh.g_01244
OG0000760	Syak.g_00830	Prbh.g_01243
OG0000761	Syak.g_00829	Prbh.g_01242
OG0000762	Syak.g_00827	Prbh.g_01241
OG0000763	Syak.g_00825	Prbh.g_01239
OG0000764	Syak.g_00824	Prbh.g_01238
OG0000765	Syak.g_00669	Prbh.g_01230
OG0000766	Syak.g_00670	Prbh.g_01229
OG0000767	Syak.g_00672	Prbh.g_01227
OG0000768	Syak.g_00673	Prbh.g_01226
OG0000769	Syak.g_00675	Prbh.g_01224
OG0000770	Syak.g_00678	Prbh.g_01451
OG0000771	Syak.g_00755	Prbh.g_01397
OG0000772	Syak.g_02048	Prbh.g_01845
OG0000773	Syak.g_00921	Prbh.g_01364
OG0000774	Syak.g_00926	Prbh.g_01366
OG0000775	Syak.g_00929	Prbh.g_01368
OG0000776	Syak.g_00930	Prbh.g_01369
OG0000777	Syak.g_00931	Prbh.g_01370
OG0000778	Syak.g_00932	Prbh.g_01371
OG0000779	Syak.g_00938	Prbh.g_01375
OG0000780	Syak.g_00942	Prbh.g_01376
OG0000781	Syak.g_00946	Prbh.g_01379
OG0000782	Syak.g_00947	Prbh.g_01380
OG0000783	Syak.g_00948	Prbh.g_01381
OG0000784	Syak.g_00949	Prbh.g_01382
OG0000785	Syak.g_00951	Prbh.g_01384
OG0000786	Syak.g_00956	Prbh.g_01387
OG0000787	Syak.g_00957	Prbh.g_01388
OG0000788	Syak.g_00048	Prbh.g_00206
OG0000789	Syak.g_00085	Prbh.g_00196
OG0000790	Syak.g_02560	Prbh.g_00014
OG0000791	Syak.g_02558	Prbh.g_00016
OG0000792	Syak.g_02557	Prbh.g_00017
OG0000793	Syak.g_02552	Prbh.g_00021
OG0000794	Syak.g_02551	Prbh.g_00022
OG0000795	Syak.g_02550	Prbh.g_00023
OG0000796	Syak.g_02547	Prbh.g_00027
OG0000797	Syak.g_02546	Prbh.g_00028
OG0000798	Syak.g_01456	Prbh.g_00033
OG0000799	Syak.g_00981	Prbh.g_00079
OG0000800	Syak.g_00989	Prbh.g_00080
OG0000801	Syak.g_00990	Prbh.g_00081
OG0000802	Syak.g_00995	Prbh.g_00083
OG0000803	Syak.g_01021	Prbh.g_00085
OG0000804	Syak.g_01026	Prbh.g_00086
OG0000805	Syak.g_01029	Prbh.g_00088
OG0000806	Syak.g_01031	Prbh.g_00090
OG0000807	Syak.g_01033	Prbh.g_00091
OG0000808	Syak.g_01034	Prbh.g_00092
OG0000809	Syak.g_01038	Prbh.g_00094
OG0000810	Syak.g_01039	Prbh.g_00095
OG0000811	Syak.g_01045	Prbh.g_00102
OG0000812	Syak.g_01047	Prbh.g_00104
OG0000813	Syak.g_01048	Prbh.g_00105
OG0000814	Syak.g_01051	Prbh.g_00107
OG0000815	Syak.g_01053	Prbh.g_00108
OG0000816	Syak.g_01055	Prbh.g_00110
OG0000817	Syak.g_01056	Prbh.g_00111
OG0000818	Syak.g_01060	Prbh.g_00116
OG0000819	Syak.g_01064	Prbh.g_00117
OG0000820	Syak.g_01065	Prbh.g_00118
OG0000821	Syak.g_01071	Prbh.g_00122
OG0000822	Syak.g_01073	Prbh.g_00123
OG0000823	Syak.g_01074	Prbh.g_00124
OG0000824	Syak.g_01080	Prbh.g_00127
OG0000825	Syak.g_01081	Prbh.g_00128
OG0000826	Syak.g_01082	Prbh.g_00129
OG0000827	Syak.g_01083	Prbh.g_00130
OG0000828	Syak.g_01086	Prbh.g_00133
OG0000829	Syak.g_01087	Prbh.g_00134
OG0000830	Syak.g_01088	Prbh.g_00135
OG0000831	Syak.g_01091	Prbh.g_00137
OG0000832	Syak.g_02482	Prbh.g_00147
OG0000833	Syak.g_02473	Prbh.g_00156
OG0000834	Syak.g_02470	Prbh.g_00157
OG0000835	Syak.g_02469	Prbh.g_00158
OG0000836	Syak.g_02466	Prbh.g_00159
OG0000837	Syak.g_02465	Prbh.g_00160
OG0000838	Syak.g_02461	Prbh.g_00163
OG0000839	Syak.g_02460	Prbh.g_00164
OG0000840	Syak.g_02459	Prbh.g_00165
OG0000841	Syak.g_02458	Prbh.g_00166
OG0000842	Syak.g_02457	Prbh.g_00167
OG0000843	Syak.g_02456	Prbh.g_00168
OG0000844	Syak.g_02454	Prbh.g_00169
OG0000845	Syak.g_02453	Prbh.g_00170
OG0000846	Syak.g_02452	Prbh.g_00171
OG0000847	Syak.g_02451	Prbh.g_00172
OG0000848	Syak.g_02449	Prbh.g_00173
OG0000849	Syak.g_02448	Prbh.g_00174
OG0000850	Syak.g_02445	Prbh.g_00176
OG0000851	Syak.g_02440	Prbh.g_00177
OG0000852	Syak.g_02439	Prbh.g_00178
OG0000853	Syak.g_02435	Prbh.g_00183
OG0000854	Syak.g_02433	Prbh.g_00185
OG0000855	Syak.g_02432	Prbh.g_00186
OG0000856	Syak.g_00021	Prbh.g_01454
OG0000857	Syak.g_00451	Prbh.g_00968
OG0000858	Syak.g_02426	Prbh.g_01789
OG0000859	Syak.g_02425	Prbh.g_01788
OG0000860	Syak.g_02414	Prbh.g_01780
OG0000861	Syak.g_02413	Prbh.g_01779
OG0000862	Syak.g_02412	Prbh.g_01778
OG0000863	Syak.g_02409	Prbh.g_01776
OG0000864	Syak.g_02408	Prbh.g_01775
OG0000865	Syak.g_02407	Prbh.g_01774
OG0000866	Syak.g_02406	Prbh.g_01773
OG0000867	Syak.g_02405	Prbh.g_01772
OG0000868	Syak.g_02402	Prbh.g_01770
OG0000869	Syak.g_02398	Prbh.g_01767
OG0000870	Syak.g_02393	Prbh.g_01762
OG0000871	Syak.g_02392	Prbh.g_01761
OG0000872	Syak.g_02386	Prbh.g_01760
OG0000873	Syak.g_02383	Prbh.g_01757
OG0000874	Syak.g_02379	Prbh.g_01754
OG0000875	Syak.g_02377	Prbh.g_01752
OG0000876	Syak.g_02375	Prbh.g_01751
OG0000877	Syak.g_02372	Prbh.g_01749
OG0000878	Syak.g_02371	Prbh.g_01748
OG0000879	Syak.g_02370	Prbh.g_01747
OG0000880	Syak.g_02369	Prbh.g_01746
OG0000881	Syak.g_02363	Prbh.g_01742
OG0000882	Syak.g_02358	Prbh.g_01737
OG0000883	Syak.g_02355	Prbh.g_01735
OG0000884	Syak.g_02353	Prbh.g_01733
OG0000885	Syak.g_02352	Prbh.g_01732
OG0000886	Syak.g_02351	Prbh.g_01731
OG0000887	Syak.g_02350	Prbh.g_01730
OG0000888	Syak.g_02348	Prbh.g_01728
OG0000889	Syak.g_02346	Prbh.g_01726
OG0000890	Syak.g_02334	Prbh.g_01725
OG0000891	Syak.g_02333	Prbh.g_01724
OG0000892	Syak.g_02329	Prbh.g_01723
OG0000893	Syak.g_01393	Prbh.g_01719
OG0000894	Syak.g_01390	Prbh.g_01716
OG0000895	Syak.g_01386	Prbh.g_01712
OG0000896	Syak.g_01385	Prbh.g_01711
OG0000897	Syak.g_01383	Prbh.g_01709
OG0000898	Syak.g_01382	Prbh.g_01708
OG0000899	Syak.g_01381	Prbh.g_01707
OG0000900	Syak.g_01380	Prbh.g_01706
OG0000901	Syak.g_01375	Prbh.g_01703
OG0000902	Syak.g_01368	Prbh.g_01701
OG0000903	Syak.g_01353	Prbh.g_01697
OG0000904	Syak.g_01358	Prbh.g_01692
OG0000905	Syak.g_01363	Prbh.g_01699
OG0000906	Syak.g_01366	Prbh.g_01700
OG0000907	Syak.g_01351	Prbh.g_01687
OG0000908	Syak.g_01348	Prbh.g_01684
OG0000909	Syak.g_01347	Prbh.g_01683
OG0000910	Syak.g_01346	Prbh.g_01682
OG0000911	Syak.g_01344	Prbh.g_01680
OG0000912	Syak.g_01343	Prbh.g_01679
OG0000913	Syak.g_01342	Prbh.g_01678
OG0000914	Syak.g_01341	Prbh.g_01677
OG0000915	Syak.g_01339	Prbh.g_01676
OG0000916	Syak.g_01338	Prbh.g_01675
OG0000917	Syak.g_01337	Prbh.g_01674
OG0000918	Syak.g_01336	Prbh.g_01673
OG0000919	Syak.g_01335	Prbh.g_01672
OG0000920	Syak.g_01334	Prbh.g_01671
OG0000921	Syak.g_01333	Prbh.g_01670
OG0000922	Syak.g_01332	Prbh.g_01669
OG0000923	Syak.g_01328	Prbh.g_01665
OG0000924	Syak.g_01327	Prbh.g_01664
OG0000925	Syak.g_01326	Prbh.g_01663
OG0000926	Syak.g_01325	Prbh.g_01662
OG0000927	Syak.g_01323	Prbh.g_01660
OG0000928	Syak.g_01322	Prbh.g_01659
OG0000929	Syak.g_01321	Prbh.g_01658
OG0000930	Syak.g_01320	Prbh.g_01657
OG0000931	Syak.g_01319	Prbh.g_01656
OG0000932	Syak.g_01318	Prbh.g_01655
OG0000933	Syak.g_01312	Prbh.g_01651
OG0000934	Syak.g_01310	Prbh.g_01649
OG0000935	Syak.g_01309	Prbh.g_01648
OG0000936	Syak.g_01308	Prbh.g_01647
OG0000937	Syak.g_01307	Prbh.g_01646
OG0000938	Syak.g_01304	Prbh.g_01643
OG0000939	Syak.g_01303	Prbh.g_01642
OG0000940	Syak.g_01297	Prbh.g_01635
OG0000941	Syak.g_01295	Prbh.g_01633
OG0000942	Syak.g_01293	Prbh.g_01631
OG0000943	Syak.g_01292	Prbh.g_01630
OG0000944	Syak.g_01290	Prbh.g_01628
OG0000945	Syak.g_01288	Prbh.g_01627
OG0000946	Syak.g_01283	Prbh.g_01621
OG0000947	Syak.g_01280	Prbh.g_01619
OG0000948	Syak.g_01279	Prbh.g_01618
OG0000949	Syak.g_01551	Prbh.g_01615
OG0000950	Syak.g_01562	Prbh.g_01608
OG0000951	Syak.g_01569	Prbh.g_01604
OG0000952	Syak.g_01574	Prbh.g_01600
OG0000953	Syak.g_01627	Prbh.g_01596
OG0000954	Syak.g_01633	Prbh.g_01592
OG0000955	Syak.g_01634	Prbh.g_01591
OG0000956	Syak.g_01636	Prbh.g_01589
OG0000957	Syak.g_01648	Prbh.g_01583
OG0000958	Syak.g_01649	Prbh.g_01582
OG0000959	Syak.g_01653	Prbh.g_01578
OG0000960	Syak.g_01654	Prbh.g_01577
OG0000961	Syak.g_01679	Prbh.g_01574
OG0000962	Syak.g_01682	Prbh.g_01572
OG0000963	Syak.g_01687	Prbh.g_01568
OG0000964	Syak.g_01688	Prbh.g_01567
OG0000965	Syak.g_01689	Prbh.g_01566
OG0000966	Syak.g_01711	Prbh.g_01560
OG0000967	Syak.g_01715	Prbh.g_01556
OG0000968	Syak.g_01719	Prbh.g_01554
OG0000969	Syak.g_01721	Prbh.g_01553
OG0000970	Syak.g_01722	Prbh.g_01552
OG0000971	Syak.g_01724	Prbh.g_01551
OG0000972	Syak.g_01725	Prbh.g_01550
OG0000973	Syak.g_01726	Prbh.g_01549
OG0000974	Syak.g_01727	Prbh.g_01548
OG0000975	Syak.g_01728	Prbh.g_01547
OG0000976	Syak.g_01729	Prbh.g_01546
OG0000977	Syak.g_01731	Prbh.g_01545
OG0000978	Syak.g_01732	Prbh.g_01544
OG0000979	Syak.g_01735	Prbh.g_01541
OG0000980	Syak.g_01738	Prbh.g_01539
OG0000981	Syak.g_01741	Prbh.g_01536
OG0000982	Syak.g_01941	Prbh.g_01534
OG0000983	Syak.g_01940	Prbh.g_01533
OG0000984	Syak.g_01939	Prbh.g_01532
OG0000985	Syak.g_01935	Prbh.g_01529
OG0000986	Syak.g_01933	Prbh.g_01527
OG0000987	Syak.g_01931	Prbh.g_01526
OG0000988	Syak.g_01925	Prbh.g_01523
OG0000989	Syak.g_01912	Prbh.g_01519
OG0000990	Syak.g_01900	Prbh.g_01514
OG0000991	Syak.g_01896	Prbh.g_01513
OG0000992	Syak.g_01893	Prbh.g_01510
OG0000993	Syak.g_01892	Prbh.g_01509
OG0000994	Syak.g_01889	Prbh.g_01508
OG0000995	Syak.g_01880	Prbh.g_01504
OG0000996	Syak.g_01839	Prbh.g_01503
OG0000997	Syak.g_01828	Prbh.g_01501
OG0000998	Syak.g_01826	Prbh.g_01499
OG0000999	Syak.g_01825	Prbh.g_01498
OG0001000	Syak.g_01821	Prbh.g_01495
OG0001001	Syak.g_01814	Prbh.g_01490
OG0001002	Syak.g_01807	Prbh.g_01485
OG0001003	Syak.g_01806	Prbh.g_01484
OG0001004	Syak.g_01805	Prbh.g_01483
OG0001005	Syak.g_01804	Prbh.g_01482
OG0001006	Syak.g_01797	Prbh.g_01478
OG0001007	Syak.g_01795	Prbh.g_01476
OG0001008	Syak.g_01190	Prbh.g_00395
OG0001009	Syak.g_01762	Prbh.g_00753
OG0001010	Syak.g_01761	Prbh.g_00752
OG0001011	Syak.g_01759	Prbh.g_00751
OG0001012	Syak.g_01946	Prbh.g_00739
OG0001013	Syak.g_01969	Prbh.g_00732
OG0001014	Syak.g_01975	Prbh.g_00729
OG0001015	Syak.g_01976	Prbh.g_00728
OG0001016	Syak.g_02250	Prbh.g_00709
OG0001017	Syak.g_02244	Prbh.g_00705
OG0001018	Syak.g_02242	Prbh.g_00703
OG0001019	Syak.g_02218	Prbh.g_00694
OG0001020	Syak.g_02214	Prbh.g_00693
OG0001021	Syak.g_02210	Prbh.g_00692
OG0001022	Syak.g_02205	Prbh.g_00689
OG0001023	Syak.g_02204	Prbh.g_00688
OG0001024	Syak.g_02201	Prbh.g_00685
OG0001025	Syak.g_02195	Prbh.g_00678
OG0001026	Syak.g_02182	Prbh.g_00670
OG0001027	Syak.g_02178	Prbh.g_00669
OG0001028	Syak.g_02176	Prbh.g_00667
OG0001029	Syak.g_02174	Prbh.g_00666
OG0001030	Syak.g_02153	Prbh.g_00650
OG0001031	Syak.g_02079	Prbh.g_00596
OG0001032	Syak.g_02077	Prbh.g_00595
OG0001033	Syak.g_02037	Prbh.g_00574
OG0001034	Syak.g_02305	Prbh.g_00544
OG0001035	Syak.g_01422	Prbh.g_00524
OG0001036	Syak.g_01427	Prbh.g_00520
OG0001037	Syak.g_01429	Prbh.g_00519
OG0001038	Syak.g_01457	Prbh.g_00501
OG0001039	Syak.g_01460	Prbh.g_00498
OG0001040	Syak.g_01463	Prbh.g_00496
OG0001041	Syak.g_01468	Prbh.g_00491
OG0001042	Syak.g_01500	Prbh.g_00474
OG0001043	Syak.g_01504	Prbh.g_00473
OG0001044	Syak.g_01247	Prbh.g_00440
OG0001045	Syak.g_01234	Prbh.g_00430
OG0001046	Syak.g_00479	Prbh.g_01877
OG0001047	Syak.g_01188	Prbh.g_00393
OG0001048	Syak.g_01187	Prbh.g_00392
OG0001049	Syak.g_01184	Prbh.g_00390
OG0001050	Syak.g_01183	Prbh.g_00389
OG0001051	Syak.g_01182	Prbh.g_00388
OG0001052	Syak.g_01122	Prbh.g_00360
OG0001053	Syak.g_02577	Prbh.g_00348
OG0001054	Syak.g_02596	Prbh.g_00333
OG0001055	Syak.g_02617	Prbh.g_00313
OG0001056	Syak.g_02645	Prbh.g_00293
OG0001057	Syak.g_00964	Prbh.g_00289
OG0001058	Syak.g_02668	Prbh.g_00281
OG0001060	Syak.g_02677	Prbh.g_00270
OG0001061	Syak.g_02697	Prbh.g_00255
OG0001062	Syak.g_02699	Prbh.g_00253
OG0001063	Syak.g_02704	Prbh.g_00251
OG0001064	Syak.g_02705	Prbh.g_00250
OG0001065	Syak.g_02706	Prbh.g_00249
OG0001066	Syak.g_02707	Prbh.g_00248
OG0001067	Syak.g_02708	Prbh.g_00247
OG0001068	Syak.g_02709	Prbh.g_00246
OG0001069	Syak.g_02710	Prbh.g_00245
OG0001070	Syak.g_02714	Prbh.g_00243
OG0001071	Syak.g_02715	Prbh.g_00242
OG0001072	Syak.g_02721	Prbh.g_00240
OG0001073	Syak.g_02736	Prbh.g_00226
OG0001074	Syak.g_00098	Prbh.g_00214
OG0001075	Syak.g_02760	Prbh.g_00213
OG0001076	Syak.g_00011	Prbh.g_01459
OG0001077	Syak.g_00024	Prbh.g_01453
OG0001078	Syak.g_00036	Prbh.g_01217
OG0001079	Syak.g_00049	Prbh.g_01206
OG0001080	Syak.g_00264	Prbh.g_01200
OG0001081	Syak.g_00327	Prbh.g_01198
OG0001082	Syak.g_00328	Prbh.g_01197
OG0001083	Syak.g_00336	Prbh.g_01192
OG0001084	Syak.g_00337	Prbh.g_01191
OG0001085	Syak.g_00354	Prbh.g_00904
OG0001086	Syak.g_00356	Prbh.g_00905
OG0001087	Syak.g_00691	Prbh.g_00923
OG0001088	Syak.g_00694	Prbh.g_00924
OG0001089	Syak.g_00722	Prbh.g_00935
OG0001090	Syak.g_00806	Prbh.g_00946
OG0001091	Syak.g_00804	Prbh.g_01170
OG0001092	Syak.g_00801	Prbh.g_01169
OG0001093	Syak.g_00794	Prbh.g_01164
OG0001094	Syak.g_00428	Prbh.g_01171
OG0001095	Syak.g_00448	Prbh.g_00966
OG0001096	Syak.g_00623	Prbh.g_00980
OG0001097	Syak.g_00598	Prbh.g_00999
OG0001098	Syak.g_00578	Prbh.g_01019
OG0001099	Syak.g_02175	Prbh.g_00861
OG0001100	Syak.g_00365	Prbh.g_00870
OG0001101	Syak.g_00367	Prbh.g_00872
OG0001102	Syak.g_00370	Prbh.g_00875
OG0001103	Syak.g_00372	Prbh.g_00877
OG0001104	Syak.g_00410	Prbh.g_00899
OG0001105	Syak.g_00414	Prbh.g_00903
OG0001106	Syak.g_00518	Prbh.g_01074
OG0001107	Syak.g_00505	Prbh.g_01084
OG0001108	Syak.g_00497	Prbh.g_01088
OG0001109	Syak.g_00495	Prbh.g_01089
OG0001110	Syak.g_00493	Prbh.g_01091
OG0001111	Syak.g_00491	Prbh.g_01092
OG0001112	Syak.g_00489	Prbh.g_01093
OG0001113	Syak.g_00406	Prbh.g_01094
OG0001114	Syak.g_00488	Prbh.g_01095
OG0001115	Syak.g_00484	Prbh.g_01097
OG0001116	Syak.g_00482	Prbh.g_01098
OG0001117	Syak.g_00481	Prbh.g_01099
OG0001118	Syak.g_00480	Prbh.g_01100
OG0001119	Syak.g_00478	Prbh.g_01101
OG0001120	Syak.g_00474	Prbh.g_01102
OG0001123	Syak.g_00650	Prbh.g_01124
OG0001124	Syak.g_00652	Prbh.g_01126
OG0001125	Syak.g_00654	Prbh.g_01128
OG0001126	Syak.g_00757	Prbh.g_01042
OG0001127	Syak.g_00756	Prbh.g_01041
