Orthogroup	Syak	Pran
OG0000595	Syak.g_00033	Pran.g_01544
OG0000596	Syak.g_00038	Pran.g_01540
OG0000597	Syak.g_00041	Pran.g_01538
OG0000598	Syak.g_00042	Pran.g_01537
OG0000599	Syak.g_00045	Pran.g_01534
OG0000600	Syak.g_00046	Pran.g_01533
OG0000601	Syak.g_00047	Pran.g_01532
OG0000602	Syak.g_00053	Pran.g_01530
OG0000603	Syak.g_00054	Pran.g_01529
OG0000604	Syak.g_00056	Pran.g_01528
OG0000605	Syak.g_00259	Pran.g_01527
OG0000606	Syak.g_00326	Pran.g_01524
OG0000607	Syak.g_00329	Pran.g_01521
OG0000608	Syak.g_00330	Pran.g_01520
OG0000609	Syak.g_00332	Pran.g_01519
OG0000610	Syak.g_00347	Pran.g_01514
OG0000611	Syak.g_00350	Pran.g_01511
OG0000612	Syak.g_00351	Pran.g_01510
OG0000613	Syak.g_01525	Pran.g_01505
OG0000614	Syak.g_00705	Pran.g_01486
OG0000615	Syak.g_00393	Pran.g_01478
OG0000616	Syak.g_01810	Pran.g_01472
OG0000617	Syak.g_00799	Pran.g_01454
OG0000618	Syak.g_00798	Pran.g_01453
OG0000619	Syak.g_00797	Pran.g_01452
OG0000620	Syak.g_00779	Pran.g_01449
OG0000621	Syak.g_00780	Pran.g_01448
OG0000622	Syak.g_00781	Pran.g_01447
OG0000623	Syak.g_00782	Pran.g_01446
OG0000624	Syak.g_00784	Pran.g_01445
OG0000625	Syak.g_00785	Pran.g_01444
OG0000626	Syak.g_00786	Pran.g_01443
OG0000627	Syak.g_00561	Pran.g_01442
OG0000628	Syak.g_00560	Pran.g_01441
OG0000629	Syak.g_00556	Pran.g_01440
OG0000630	Syak.g_00552	Pran.g_01437
OG0000631	Syak.g_00545	Pran.g_01352
OG0000632	Syak.g_00544	Pran.g_01351
OG0000633	Syak.g_00542	Pran.g_01350
OG0000634	Syak.g_00430	Pran.g_01347
OG0000635	Syak.g_00431	Pran.g_01346
OG0000636	Syak.g_00433	Pran.g_01344
OG0000637	Syak.g_00435	Pran.g_01342
OG0000638	Syak.g_00436	Pran.g_01341
OG0000639	Syak.g_00437	Pran.g_01340
OG0000640	Syak.g_00438	Pran.g_01339
OG0000641	Syak.g_00442	Pran.g_01335
OG0000642	Syak.g_00443	Pran.g_01334
OG0000643	Syak.g_00444	Pran.g_01333
OG0000644	Syak.g_00445	Pran.g_01332
OG0000645	Syak.g_00447	Pran.g_01331
OG0000646	Syak.g_00450	Pran.g_01329
OG0000647	Syak.g_00452	Pran.g_01328
OG0000648	Syak.g_00456	Pran.g_01326
OG0000649	Syak.g_00457	Pran.g_01325
OG0000650	Syak.g_00458	Pran.g_01324
OG0000651	Syak.g_00459	Pran.g_01323
OG0000652	Syak.g_00460	Pran.g_01322
OG0000653	Syak.g_00462	Pran.g_01320
OG0000654	Syak.g_00625	Pran.g_01319
OG0000655	Syak.g_00624	Pran.g_01318
OG0000656	Syak.g_00621	Pran.g_01315
OG0000657	Syak.g_00609	Pran.g_01308
OG0000658	Syak.g_00606	Pran.g_01307
OG0000659	Syak.g_00605	Pran.g_01306
OG0000660	Syak.g_00601	Pran.g_01302
OG0000661	Syak.g_00599	Pran.g_01300
OG0000662	Syak.g_00597	Pran.g_01298
OG0000663	Syak.g_00594	Pran.g_01296
OG0000664	Syak.g_00593	Pran.g_01295
OG0000665	Syak.g_00086	Pran.g_01291
OG0000666	Syak.g_00078	Pran.g_01290
OG0000667	Syak.g_00340	Pran.g_01285
OG0000668	Syak.g_00643	Pran.g_00413
OG0000669	Syak.g_00363	Pran.g_00421
OG0000670	Syak.g_00366	Pran.g_00423
OG0000671	Syak.g_00368	Pran.g_00425
OG0000672	Syak.g_00371	Pran.g_00427
OG0000673	Syak.g_00374	Pran.g_00430
OG0000674	Syak.g_00376	Pran.g_00432
OG0000675	Syak.g_00377	Pran.g_00433
OG0000676	Syak.g_00379	Pran.g_00435
OG0000677	Syak.g_00380	Pran.g_00436
OG0000678	Syak.g_00386	Pran.g_00438
OG0000679	Syak.g_00397	Pran.g_00442
OG0000680	Syak.g_00398	Pran.g_00443
OG0000681	Syak.g_00401	Pran.g_00445
OG0000682	Syak.g_00402	Pran.g_00446
OG0000683	Syak.g_00403	Pran.g_00447
OG0000684	Syak.g_00409	Pran.g_00449
OG0000685	Syak.g_00411	Pran.g_00451
OG0000686	Syak.g_00412	Pran.g_00452
OG0000687	Syak.g_00413	Pran.g_00453
OG0000688	Syak.g_00418	Pran.g_00456
OG0000689	Syak.g_00421	Pran.g_00457
OG0000690	Syak.g_00422	Pran.g_00458
OG0000691	Syak.g_00423	Pran.g_00459
OG0000692	Syak.g_00424	Pran.g_00461
OG0000693	Syak.g_00426	Pran.g_00462
OG0000694	Syak.g_00427	Pran.g_00463
OG0000695	Syak.g_00540	Pran.g_00465
OG0000696	Syak.g_00539	Pran.g_00466
OG0000697	Syak.g_00538	Pran.g_00467
OG0000698	Syak.g_00535	Pran.g_00470
OG0000699	Syak.g_00534	Pran.g_00471
OG0000700	Syak.g_00533	Pran.g_00472
OG0000701	Syak.g_00532	Pran.g_00473
OG0000702	Syak.g_00522	Pran.g_00475
OG0000703	Syak.g_00521	Pran.g_00476
OG0000704	Syak.g_00519	Pran.g_00477
OG0000705	Syak.g_00511	Pran.g_00481
OG0000706	Syak.g_00510	Pran.g_00482
OG0000707	Syak.g_00509	Pran.g_00483
OG0000708	Syak.g_00506	Pran.g_00484
OG0000709	Syak.g_00498	Pran.g_00488
OG0000710	Syak.g_00494	Pran.g_00491
OG0000711	Syak.g_00466	Pran.g_00508
OG0000712	Syak.g_00464	Pran.g_00510
OG0000713	Syak.g_00463	Pran.g_00511
OG0000714	Syak.g_00629	Pran.g_00512
OG0000715	Syak.g_00631	Pran.g_00514
OG0000716	Syak.g_00635	Pran.g_00516
OG0000717	Syak.g_00636	Pran.g_00517
OG0000718	Syak.g_00640	Pran.g_00537
OG0000719	Syak.g_00642	Pran.g_00539
OG0000720	Syak.g_00655	Pran.g_00548
OG0000721	Syak.g_00657	Pran.g_00550
OG0000722	Syak.g_00658	Pran.g_00551
OG0000723	Syak.g_00790	Pran.g_00554
OG0000724	Syak.g_00749	Pran.g_00563
OG0000725	Syak.g_00731	Pran.g_00569
OG0000726	Syak.g_00730	Pran.g_00570
OG0000727	Syak.g_00729	Pran.g_00571
OG0000728	Syak.g_00727	Pran.g_00573
OG0000729	Syak.g_01683	Pran.g_00133
OG0000730	Syak.g_01248	Pran.g_00129
OG0000731	Syak.g_01237	Pran.g_00125
OG0000732	Syak.g_01739	Pran.g_00115
OG0000733	Syak.g_01905	Pran.g_00092
OG0000734	Syak.g_02184	Pran.g_00075
OG0000735	Syak.g_00914	Pran.g_00073
OG0000736	Syak.g_00913	Pran.g_00072
OG0000737	Syak.g_00912	Pran.g_00071
OG0000738	Syak.g_00907	Pran.g_00067
OG0000739	Syak.g_00906	Pran.g_00066
OG0000740	Syak.g_00905	Pran.g_00065
OG0000741	Syak.g_00902	Pran.g_00064
OG0000742	Syak.g_00899	Pran.g_00061
OG0000743	Syak.g_00897	Pran.g_00059
OG0000744	Syak.g_00896	Pran.g_00058
OG0000745	Syak.g_00894	Pran.g_00057
OG0000746	Syak.g_00892	Pran.g_00055
OG0000747	Syak.g_00891	Pran.g_00054
OG0000748	Syak.g_00875	Pran.g_00051
OG0000749	Syak.g_00874	Pran.g_00050
OG0000750	Syak.g_00873	Pran.g_00049
OG0000751	Syak.g_00862	Pran.g_00047
OG0000752	Syak.g_00860	Pran.g_00045
OG0000753	Syak.g_00857	Pran.g_00042
OG0000754	Syak.g_00852	Pran.g_00039
OG0000755	Syak.g_00841	Pran.g_00036
OG0000756	Syak.g_00840	Pran.g_00035
OG0000757	Syak.g_00833	Pran.g_00029
OG0000758	Syak.g_00832	Pran.g_00028
OG0000759	Syak.g_00831	Pran.g_00027
OG0000760	Syak.g_00830	Pran.g_00026
OG0000761	Syak.g_00829	Pran.g_00025
OG0000762	Syak.g_00827	Pran.g_00024
OG0000763	Syak.g_00825	Pran.g_00022
OG0000764	Syak.g_00824	Pran.g_00021
OG0000765	Syak.g_00669	Pran.g_00012
OG0000766	Syak.g_00670	Pran.g_00011
OG0000767	Syak.g_00672	Pran.g_00009
OG0000768	Syak.g_00673	Pran.g_00008
OG0000769	Syak.g_00675	Pran.g_00006
OG0000770	Syak.g_00678	Pran.g_00004
OG0000771	Syak.g_00755	Pran.g_00918
OG0000772	Syak.g_02048	Pran.g_00899
OG0000773	Syak.g_00921	Pran.g_00885
OG0000774	Syak.g_00926	Pran.g_00883
OG0000775	Syak.g_00929	Pran.g_00881
OG0000776	Syak.g_00930	Pran.g_00880
OG0000777	Syak.g_00931	Pran.g_00879
OG0000778	Syak.g_00932	Pran.g_00878
OG0000779	Syak.g_00938	Pran.g_00874
OG0000780	Syak.g_00942	Pran.g_00873
OG0000781	Syak.g_00946	Pran.g_00870
OG0000782	Syak.g_00947	Pran.g_00869
OG0000783	Syak.g_00948	Pran.g_00868
OG0000784	Syak.g_00949	Pran.g_00867
OG0000785	Syak.g_00951	Pran.g_00865
OG0000786	Syak.g_00956	Pran.g_00863
OG0000787	Syak.g_00957	Pran.g_00862
OG0000788	Syak.g_00048	Pran.g_00853
OG0000789	Syak.g_00085	Pran.g_00850
OG0000790	Syak.g_02560	Pran.g_00836
OG0000791	Syak.g_02558	Pran.g_00834
OG0000792	Syak.g_02557	Pran.g_00833
OG0000793	Syak.g_02552	Pran.g_00830
OG0000794	Syak.g_02551	Pran.g_00829
OG0000795	Syak.g_02550	Pran.g_00828
OG0000796	Syak.g_02547	Pran.g_00824
OG0000797	Syak.g_02546	Pran.g_00823
OG0000798	Syak.g_01456	Pran.g_00789
OG0000799	Syak.g_00981	Pran.g_00751
OG0000800	Syak.g_00989	Pran.g_00750
OG0000801	Syak.g_00990	Pran.g_00749
OG0000802	Syak.g_00995	Pran.g_00747
OG0000803	Syak.g_01021	Pran.g_00745
OG0000804	Syak.g_01026	Pran.g_00744
OG0000805	Syak.g_01029	Pran.g_00742
OG0000806	Syak.g_01031	Pran.g_00740
OG0000807	Syak.g_01033	Pran.g_00739
OG0000808	Syak.g_01034	Pran.g_00738
OG0000809	Syak.g_01038	Pran.g_00735
OG0000810	Syak.g_01039	Pran.g_00734
OG0000811	Syak.g_01045	Pran.g_00730
OG0000812	Syak.g_01047	Pran.g_00728
OG0000813	Syak.g_01048	Pran.g_00727
OG0000814	Syak.g_01051	Pran.g_00725
OG0000815	Syak.g_01053	Pran.g_00724
OG0000816	Syak.g_01055	Pran.g_00722
OG0000817	Syak.g_01056	Pran.g_00721
OG0000818	Syak.g_01060	Pran.g_00716
OG0000819	Syak.g_01064	Pran.g_00715
OG0000820	Syak.g_01065	Pran.g_00714
OG0000821	Syak.g_01071	Pran.g_00710
OG0000822	Syak.g_01073	Pran.g_00709
OG0000823	Syak.g_01074	Pran.g_00708
OG0000824	Syak.g_01080	Pran.g_00705
OG0000825	Syak.g_01081	Pran.g_00704
OG0000826	Syak.g_01082	Pran.g_00703
OG0000827	Syak.g_01083	Pran.g_00702
OG0000828	Syak.g_01086	Pran.g_00699
OG0000829	Syak.g_01087	Pran.g_00698
OG0000830	Syak.g_01088	Pran.g_00697
OG0000831	Syak.g_01091	Pran.g_00695
OG0000832	Syak.g_02482	Pran.g_00689
OG0000833	Syak.g_02473	Pran.g_00681
OG0000834	Syak.g_02470	Pran.g_00680
OG0000835	Syak.g_02469	Pran.g_00679
OG0000836	Syak.g_02466	Pran.g_00678
OG0000837	Syak.g_02465	Pran.g_00677
OG0000838	Syak.g_02461	Pran.g_00675
OG0000839	Syak.g_02460	Pran.g_00674
OG0000840	Syak.g_02459	Pran.g_00673
OG0000841	Syak.g_02458	Pran.g_00672
OG0000842	Syak.g_02457	Pran.g_00671
OG0000843	Syak.g_02456	Pran.g_00670
OG0000844	Syak.g_02454	Pran.g_00669
OG0000845	Syak.g_02453	Pran.g_00668
OG0000846	Syak.g_02452	Pran.g_00667
OG0000847	Syak.g_02451	Pran.g_00666
OG0000848	Syak.g_02449	Pran.g_00665
OG0000849	Syak.g_02448	Pran.g_00664
OG0000850	Syak.g_02445	Pran.g_00662
OG0000851	Syak.g_02440	Pran.g_00661
OG0000852	Syak.g_02439	Pran.g_00660
OG0000853	Syak.g_02435	Pran.g_00656
OG0000854	Syak.g_02433	Pran.g_00654
OG0000855	Syak.g_02432	Pran.g_00653
OG0000856	Syak.g_00021	Pran.g_00636
OG0000857	Syak.g_00451	Pran.g_00598
OG0000858	Syak.g_02426	Pran.g_00964
OG0000859	Syak.g_02425	Pran.g_00965
OG0000860	Syak.g_02414	Pran.g_00972
OG0000861	Syak.g_02413	Pran.g_00973
OG0000862	Syak.g_02412	Pran.g_00974
OG0000863	Syak.g_02409	Pran.g_00976
OG0000864	Syak.g_02408	Pran.g_00977
OG0000865	Syak.g_02407	Pran.g_00978
OG0000866	Syak.g_02406	Pran.g_00979
OG0000867	Syak.g_02405	Pran.g_00980
OG0000868	Syak.g_02402	Pran.g_00981
OG0000869	Syak.g_02398	Pran.g_00985
OG0000870	Syak.g_02393	Pran.g_00990
OG0000871	Syak.g_02392	Pran.g_00991
OG0000872	Syak.g_02386	Pran.g_00992
OG0000873	Syak.g_02383	Pran.g_00995
OG0000874	Syak.g_02379	Pran.g_00998
OG0000875	Syak.g_02377	Pran.g_00999
OG0000876	Syak.g_02375	Pran.g_01000
OG0000877	Syak.g_02372	Pran.g_01002
OG0000878	Syak.g_02371	Pran.g_01003
OG0000879	Syak.g_02370	Pran.g_01004
OG0000880	Syak.g_02369	Pran.g_01005
OG0000881	Syak.g_02363	Pran.g_01009
OG0000882	Syak.g_02358	Pran.g_01014
OG0000883	Syak.g_02355	Pran.g_01015
OG0000884	Syak.g_02353	Pran.g_01017
OG0000885	Syak.g_02352	Pran.g_01018
OG0000886	Syak.g_02351	Pran.g_01019
OG0000887	Syak.g_02350	Pran.g_01020
OG0000888	Syak.g_02348	Pran.g_01022
OG0000889	Syak.g_02346	Pran.g_01024
OG0000890	Syak.g_02334	Pran.g_01025
OG0000891	Syak.g_02333	Pran.g_01026
OG0000892	Syak.g_02329	Pran.g_01028
OG0000893	Syak.g_01393	Pran.g_01032
OG0000894	Syak.g_01390	Pran.g_01034
OG0000895	Syak.g_01386	Pran.g_01037
OG0000896	Syak.g_01385	Pran.g_01038
OG0000897	Syak.g_01383	Pran.g_01040
OG0000898	Syak.g_01382	Pran.g_01041
OG0000899	Syak.g_01381	Pran.g_01042
OG0000900	Syak.g_01380	Pran.g_01044
OG0000901	Syak.g_01375	Pran.g_01047
OG0000902	Syak.g_01368	Pran.g_01049
OG0000903	Syak.g_01353	Pran.g_01052
OG0000904	Syak.g_01358	Pran.g_01054
OG0000905	Syak.g_01363	Pran.g_01058
OG0000906	Syak.g_01366	Pran.g_01059
OG0000907	Syak.g_01351	Pran.g_01062
OG0000908	Syak.g_01348	Pran.g_01065
OG0000909	Syak.g_01347	Pran.g_01066
OG0000910	Syak.g_01346	Pran.g_01067
OG0000911	Syak.g_01344	Pran.g_01070
OG0000912	Syak.g_01343	Pran.g_01071
OG0000913	Syak.g_01342	Pran.g_01072
OG0000914	Syak.g_01341	Pran.g_01073
OG0000915	Syak.g_01339	Pran.g_01074
OG0000916	Syak.g_01338	Pran.g_01075
OG0000917	Syak.g_01337	Pran.g_01076
OG0000918	Syak.g_01336	Pran.g_01077
OG0000919	Syak.g_01335	Pran.g_01078
OG0000920	Syak.g_01334	Pran.g_01079
OG0000921	Syak.g_01333	Pran.g_01080
OG0000922	Syak.g_01332	Pran.g_01081
OG0000923	Syak.g_01328	Pran.g_01085
OG0000924	Syak.g_01327	Pran.g_01086
OG0000925	Syak.g_01326	Pran.g_01087
OG0000926	Syak.g_01325	Pran.g_01088
OG0000927	Syak.g_01323	Pran.g_01090
OG0000928	Syak.g_01322	Pran.g_01091
OG0000929	Syak.g_01321	Pran.g_01092
OG0000930	Syak.g_01320	Pran.g_01093
OG0000931	Syak.g_01319	Pran.g_01094
OG0000932	Syak.g_01318	Pran.g_01095
OG0000933	Syak.g_01312	Pran.g_01099
OG0000934	Syak.g_01310	Pran.g_01101
OG0000935	Syak.g_01309	Pran.g_01102
OG0000936	Syak.g_01308	Pran.g_01103
OG0000937	Syak.g_01307	Pran.g_01104
OG0000938	Syak.g_01304	Pran.g_01106
OG0000939	Syak.g_01303	Pran.g_01107
OG0000940	Syak.g_01297	Pran.g_01114
OG0000941	Syak.g_01295	Pran.g_01116
OG0000942	Syak.g_01293	Pran.g_01118
OG0000943	Syak.g_01292	Pran.g_01119
OG0000944	Syak.g_01290	Pran.g_01120
OG0000945	Syak.g_01288	Pran.g_01121
OG0000946	Syak.g_01283	Pran.g_01125
OG0000947	Syak.g_01280	Pran.g_01127
OG0000948	Syak.g_01279	Pran.g_01128
OG0000949	Syak.g_01551	Pran.g_01131
OG0000950	Syak.g_01562	Pran.g_01136
OG0000951	Syak.g_01569	Pran.g_01139
OG0000952	Syak.g_01574	Pran.g_01143
OG0000953	Syak.g_01627	Pran.g_01146
OG0000954	Syak.g_01633	Pran.g_01150
OG0000955	Syak.g_01634	Pran.g_01151
OG0000956	Syak.g_01636	Pran.g_01153
OG0000957	Syak.g_01648	Pran.g_01158
OG0000958	Syak.g_01649	Pran.g_01159
OG0000959	Syak.g_01653	Pran.g_01163
OG0000960	Syak.g_01654	Pran.g_01164
OG0000961	Syak.g_01679	Pran.g_01166
OG0000962	Syak.g_01682	Pran.g_01168
OG0000963	Syak.g_01687	Pran.g_01172
OG0000964	Syak.g_01688	Pran.g_01173
OG0000965	Syak.g_01689	Pran.g_01174
OG0000966	Syak.g_01711	Pran.g_01182
OG0000967	Syak.g_01715	Pran.g_01186
OG0000968	Syak.g_01719	Pran.g_01188
OG0000969	Syak.g_01721	Pran.g_01189
OG0000970	Syak.g_01722	Pran.g_01190
OG0000971	Syak.g_01724	Pran.g_01191
OG0000972	Syak.g_01725	Pran.g_01192
OG0000973	Syak.g_01726	Pran.g_01193
OG0000974	Syak.g_01727	Pran.g_01194
OG0000975	Syak.g_01728	Pran.g_01195
OG0000976	Syak.g_01729	Pran.g_01196
OG0000977	Syak.g_01731	Pran.g_01197
OG0000978	Syak.g_01732	Pran.g_01198
OG0000979	Syak.g_01735	Pran.g_01201
OG0000980	Syak.g_01738	Pran.g_01202
OG0000981	Syak.g_01741	Pran.g_01204
OG0000982	Syak.g_01941	Pran.g_01206
OG0000983	Syak.g_01940	Pran.g_01207
OG0000984	Syak.g_01939	Pran.g_01208
OG0000985	Syak.g_01935	Pran.g_01211
OG0000986	Syak.g_01933	Pran.g_01213
OG0000987	Syak.g_01931	Pran.g_01214
OG0000988	Syak.g_01925	Pran.g_01217
OG0000989	Syak.g_01912	Pran.g_01221
OG0000990	Syak.g_01900	Pran.g_01224
OG0000991	Syak.g_01896	Pran.g_01225
OG0000992	Syak.g_01893	Pran.g_01227
OG0000993	Syak.g_01892	Pran.g_01228
OG0000994	Syak.g_01889	Pran.g_01229
OG0000995	Syak.g_01880	Pran.g_01233
OG0000996	Syak.g_01839	Pran.g_01234
OG0000997	Syak.g_01828	Pran.g_01235
OG0000998	Syak.g_01826	Pran.g_01237
OG0000999	Syak.g_01825	Pran.g_01238
OG0001000	Syak.g_01821	Pran.g_01241
OG0001001	Syak.g_01814	Pran.g_01243
OG0001002	Syak.g_01807	Pran.g_01247
OG0001003	Syak.g_01806	Pran.g_01249
OG0001004	Syak.g_01805	Pran.g_01250
OG0001005	Syak.g_01804	Pran.g_01251
OG0001006	Syak.g_01797	Pran.g_01255
OG0001007	Syak.g_01795	Pran.g_01257
OG0001008	Syak.g_01190	Pran.g_01743
OG0001009	Syak.g_01762	Pran.g_00397
OG0001010	Syak.g_01761	Pran.g_00396
OG0001011	Syak.g_01759	Pran.g_00395
OG0001012	Syak.g_01946	Pran.g_00382
OG0001013	Syak.g_01969	Pran.g_00377
OG0001014	Syak.g_01975	Pran.g_00374
OG0001015	Syak.g_01976	Pran.g_00373
OG0001016	Syak.g_02250	Pran.g_00359
OG0001017	Syak.g_02244	Pran.g_00355
OG0001018	Syak.g_02242	Pran.g_00352
OG0001019	Syak.g_02218	Pran.g_00343
OG0001020	Syak.g_02214	Pran.g_00342
OG0001021	Syak.g_02210	Pran.g_00341
OG0001022	Syak.g_02205	Pran.g_00339
OG0001023	Syak.g_02204	Pran.g_00338
OG0001024	Syak.g_02201	Pran.g_00335
OG0001025	Syak.g_02195	Pran.g_00329
OG0001026	Syak.g_02182	Pran.g_00322
OG0001027	Syak.g_02178	Pran.g_00321
OG0001028	Syak.g_02176	Pran.g_00319
OG0001029	Syak.g_02174	Pran.g_00318
OG0001030	Syak.g_02153	Pran.g_00304
OG0001031	Syak.g_02079	Pran.g_00246
OG0001032	Syak.g_02077	Pran.g_00245
OG0001033	Syak.g_02037	Pran.g_00224
OG0001034	Syak.g_02305	Pran.g_00196
OG0001035	Syak.g_01422	Pran.g_01938
OG0001036	Syak.g_01427	Pran.g_01934
OG0001037	Syak.g_01429	Pran.g_01933
OG0001038	Syak.g_01457	Pran.g_01916
OG0001039	Syak.g_01460	Pran.g_01913
OG0001040	Syak.g_01463	Pran.g_01911
OG0001041	Syak.g_01468	Pran.g_01907
OG0001042	Syak.g_01500	Pran.g_01890
OG0001043	Syak.g_01504	Pran.g_01889
OG0001044	Syak.g_01247	Pran.g_01861
OG0001045	Syak.g_01234	Pran.g_01853
OG0001046	Syak.g_00479	Pran.g_01816
OG0001047	Syak.g_01188	Pran.g_01741
OG0001048	Syak.g_01187	Pran.g_01740
OG0001049	Syak.g_01184	Pran.g_01738
OG0001050	Syak.g_01183	Pran.g_01737
OG0001051	Syak.g_01182	Pran.g_01736
OG0001052	Syak.g_01122	Pran.g_01707
OG0001053	Syak.g_02577	Pran.g_01695
OG0001054	Syak.g_02596	Pran.g_01680
OG0001055	Syak.g_02617	Pran.g_01661
OG0001056	Syak.g_02645	Pran.g_01642
OG0001057	Syak.g_00964	Pran.g_01637
OG0001058	Syak.g_02668	Pran.g_01629
OG0001060	Syak.g_02677	Pran.g_01618
OG0001061	Syak.g_02697	Pran.g_01604
OG0001062	Syak.g_02699	Pran.g_01602
OG0001063	Syak.g_02704	Pran.g_01600
OG0001064	Syak.g_02705	Pran.g_01599
OG0001065	Syak.g_02706	Pran.g_01598
OG0001066	Syak.g_02707	Pran.g_01597
OG0001067	Syak.g_02708	Pran.g_01596
OG0001068	Syak.g_02709	Pran.g_01595
OG0001069	Syak.g_02710	Pran.g_01594
OG0001070	Syak.g_02714	Pran.g_01591
OG0001071	Syak.g_02715	Pran.g_01590
OG0001072	Syak.g_02721	Pran.g_01588
OG0001073	Syak.g_02736	Pran.g_01574
OG0001074	Syak.g_00098	Pran.g_01563
OG0001075	Syak.g_02760	Pran.g_01562
OG0001076	Syak.g_00011	Pran.g_01554
OG0001077	Syak.g_00024	Pran.g_01550
OG0001078	Syak.g_00036	Pran.g_01542
OG0001079	Syak.g_00049	Pran.g_01531
OG0001080	Syak.g_00264	Pran.g_01525
OG0001081	Syak.g_00327	Pran.g_01523
OG0001082	Syak.g_00328	Pran.g_01522
OG0001083	Syak.g_00336	Pran.g_01517
OG0001084	Syak.g_00337	Pran.g_01516
OG0001085	Syak.g_00354	Pran.g_01508
OG0001086	Syak.g_00356	Pran.g_01507
OG0001087	Syak.g_00691	Pran.g_01490
OG0001088	Syak.g_00694	Pran.g_01489
OG0001089	Syak.g_00722	Pran.g_01481
OG0001090	Syak.g_00806	Pran.g_01459
OG0001091	Syak.g_00804	Pran.g_01457
OG0001092	Syak.g_00801	Pran.g_01456
OG0001093	Syak.g_00794	Pran.g_01451
OG0001094	Syak.g_00428	Pran.g_01349
OG0001095	Syak.g_00448	Pran.g_01330
OG0001096	Syak.g_00623	Pran.g_01317
OG0001097	Syak.g_00598	Pran.g_01299
OG0001098	Syak.g_00578	Pran.g_01283
OG0001099	Syak.g_02175	Pran.g_00418
OG0001100	Syak.g_00365	Pran.g_00422
OG0001101	Syak.g_00367	Pran.g_00424
OG0001102	Syak.g_00370	Pran.g_00426
OG0001103	Syak.g_00372	Pran.g_00428
OG0001104	Syak.g_00410	Pran.g_00450
OG0001105	Syak.g_00414	Pran.g_00454
OG0001106	Syak.g_00518	Pran.g_00478
OG0001107	Syak.g_00505	Pran.g_00485
OG0001108	Syak.g_00497	Pran.g_00489
OG0001109	Syak.g_00495	Pran.g_00490
OG0001110	Syak.g_00493	Pran.g_00492
OG0001111	Syak.g_00491	Pran.g_00493
OG0001112	Syak.g_00489	Pran.g_00494
OG0001113	Syak.g_00406	Pran.g_00495
OG0001114	Syak.g_00488	Pran.g_00496
OG0001115	Syak.g_00484	Pran.g_00498
OG0001116	Syak.g_00482	Pran.g_00499
OG0001117	Syak.g_00481	Pran.g_00500
OG0001118	Syak.g_00480	Pran.g_00501
OG0001119	Syak.g_00478	Pran.g_00502
OG0001120	Syak.g_00474	Pran.g_00504
OG0001121	Syak.g_00114	Pran.g_00095, Pran.g_00507
OG0001123	Syak.g_00650	Pran.g_00544
OG0001124	Syak.g_00652	Pran.g_00546
OG0001125	Syak.g_00654	Pran.g_00547
OG0001126	Syak.g_00757	Pran.g_00557
OG0001127	Syak.g_00756	Pran.g_00558
OG0001128	Syak.g_00753	Pran.g_00560
OG0001129	Syak.g_00751	Pran.g_00561
OG0001130	Syak.g_00750	Pran.g_00562
OG0001131	Syak.g_00389	Pran.g_00154
OG0001132	Syak.g_00120	Pran.g_00144
OG0001133	Syak.g_00014	Pran.g_00110
OG0001134	Syak.g_00273	Pran.g_00093
OG0001136	Syak.g_00901	Pran.g_00063
OG0001137	Syak.g_00876	Pran.g_00052
OG0001138	Syak.g_00839	Pran.g_00034
OG0001139	Syak.g_00837	Pran.g_00033
OG0001140	Syak.g_00836	Pran.g_00032
OG0001141	Syak.g_00835	Pran.g_00031
OG0001142	Syak.g_00834	Pran.g_00030
OG0001143	Syak.g_00826	Pran.g_00023
OG0001144	Syak.g_00815	Pran.g_00018
OG0001145	Syak.g_00922	Pran.g_00884
OG0001146	Syak.g_00943	Pran.g_00872
OG0001147	Syak.g_01113	Pran.g_00854
OG0001148	Syak.g_02563	Pran.g_00839
OG0001149	Syak.g_02562	Pran.g_00838
OG0001150	Syak.g_02561	Pran.g_00837
OG0001151	Syak.g_02548	Pran.g_00826
OG0001153	Syak.g_01084	Pran.g_00701
OG0001154	Syak.g_01085	Pran.g_00700
OG0001155	Syak.g_02480	Pran.g_00688
OG0001156	Syak.g_02477	Pran.g_00685
OG0001157	Syak.g_02476	Pran.g_00684
OG0001158	Syak.g_02475	Pran.g_00683
OG0001159	Syak.g_02474	Pran.g_00682
OG0001160	Syak.g_02437	Pran.g_00658
OG0001161	Syak.g_01906	Pran.g_00646
OG0001162	Syak.g_00959	Pran.g_00632
OG0001163	Syak.g_02429	Pran.g_00962
OG0001164	Syak.g_02423	Pran.g_00966
OG0001165	Syak.g_02418	Pran.g_00969
OG0001166	Syak.g_02394	Pran.g_00989
OG0001167	Syak.g_02366	Pran.g_01006
OG0001168	Syak.g_02364	Pran.g_01008
OG0001169	Syak.g_02362	Pran.g_01010
OG0001170	Syak.g_02360	Pran.g_01012
OG0001171	Syak.g_02349	Pran.g_01021
OG0001172	Syak.g_01388	Pran.g_01035
OG0001173	Syak.g_01387	Pran.g_01036
OG0001174	Syak.g_01379	Pran.g_01045
OG0001175	Syak.g_01378	Pran.g_01046
OG0001176	Syak.g_01354	Pran.g_01053
OG0001177	Syak.g_01356	Pran.g_01055
OG0001178	Syak.g_02411	Pran.g_01060
OG0001179	Syak.g_01324	Pran.g_01089
OG0001181	Syak.g_01296	Pran.g_01115
