Orthogroup	Syak	Prai
OG0000593	Syak.g_00031	Prai.g_00661
OG0000594	Syak.g_00032	Prai.g_00662
OG0000595	Syak.g_00033	Prai.g_00663
OG0000596	Syak.g_00038	Prai.g_00667
OG0000597	Syak.g_00041	Prai.g_00669
OG0000598	Syak.g_00042	Prai.g_00670
OG0000599	Syak.g_00045	Prai.g_00673
OG0000600	Syak.g_00046	Prai.g_00674
OG0000601	Syak.g_00047	Prai.g_00675
OG0000602	Syak.g_00053	Prai.g_00677
OG0000603	Syak.g_00054	Prai.g_00678
OG0000604	Syak.g_00056	Prai.g_00679
OG0000605	Syak.g_00259	Prai.g_00680
OG0000606	Syak.g_00326	Prai.g_00683
OG0000607	Syak.g_00329	Prai.g_00686
OG0000608	Syak.g_00330	Prai.g_00687
OG0000609	Syak.g_00332	Prai.g_00688
OG0000610	Syak.g_00347	Prai.g_00693
OG0000611	Syak.g_00350	Prai.g_00696
OG0000612	Syak.g_00351	Prai.g_00697
OG0000613	Syak.g_01525	Prai.g_00702
OG0000614	Syak.g_00705	Prai.g_00721
OG0000615	Syak.g_00393	Prai.g_00729
OG0000616	Syak.g_01810	Prai.g_00732
OG0000617	Syak.g_00799	Prai.g_00754
OG0000618	Syak.g_00798	Prai.g_00755
OG0000619	Syak.g_00797	Prai.g_00756
OG0000620	Syak.g_00779	Prai.g_00759
OG0000621	Syak.g_00780	Prai.g_00760
OG0000622	Syak.g_00781	Prai.g_00761
OG0000623	Syak.g_00782	Prai.g_00762
OG0000624	Syak.g_00784	Prai.g_00763
OG0000625	Syak.g_00785	Prai.g_00764
OG0000626	Syak.g_00786	Prai.g_00765
OG0000627	Syak.g_00561	Prai.g_00766
OG0000628	Syak.g_00560	Prai.g_00767
OG0000629	Syak.g_00556	Prai.g_00768
OG0000630	Syak.g_00552	Prai.g_00771
OG0000631	Syak.g_00545	Prai.g_00857
OG0000632	Syak.g_00544	Prai.g_00856
OG0000633	Syak.g_00542	Prai.g_00855
OG0000634	Syak.g_00430	Prai.g_00852
OG0000635	Syak.g_00431	Prai.g_00851
OG0000636	Syak.g_00433	Prai.g_00849
OG0000637	Syak.g_00435	Prai.g_00847
OG0000638	Syak.g_00436	Prai.g_00846
OG0000639	Syak.g_00437	Prai.g_00845
OG0000640	Syak.g_00438	Prai.g_00844
OG0000641	Syak.g_00442	Prai.g_00839
OG0000642	Syak.g_00443	Prai.g_00838
OG0000643	Syak.g_00444	Prai.g_00837
OG0000644	Syak.g_00445	Prai.g_00836
OG0000645	Syak.g_00447	Prai.g_00835
OG0000646	Syak.g_00450	Prai.g_00833
OG0000647	Syak.g_00452	Prai.g_00832
OG0000648	Syak.g_00456	Prai.g_00830
OG0000649	Syak.g_00457	Prai.g_00829
OG0000650	Syak.g_00458	Prai.g_00828
OG0000651	Syak.g_00459	Prai.g_00827
OG0000652	Syak.g_00460	Prai.g_00826
OG0000653	Syak.g_00462	Prai.g_00824
OG0000654	Syak.g_00625	Prai.g_00823
OG0000655	Syak.g_00624	Prai.g_00822
OG0000656	Syak.g_00621	Prai.g_00819
OG0000657	Syak.g_00609	Prai.g_00811
OG0000658	Syak.g_00606	Prai.g_00810
OG0000659	Syak.g_00605	Prai.g_00809
OG0000660	Syak.g_00601	Prai.g_00805
OG0000661	Syak.g_00599	Prai.g_00803
OG0000662	Syak.g_00597	Prai.g_00801
OG0000663	Syak.g_00594	Prai.g_00799
OG0000664	Syak.g_00593	Prai.g_00798
OG0000665	Syak.g_00086	Prai.g_00794
OG0000666	Syak.g_00078	Prai.g_00793
OG0000667	Syak.g_00340	Prai.g_00789
OG0000668	Syak.g_00643	Prai.g_01060
OG0000669	Syak.g_00363	Prai.g_01054
OG0000670	Syak.g_00366	Prai.g_01052
OG0000671	Syak.g_00368	Prai.g_01050
OG0000672	Syak.g_00371	Prai.g_01048
OG0000673	Syak.g_00374	Prai.g_01045
OG0000674	Syak.g_00376	Prai.g_01043
OG0000675	Syak.g_00377	Prai.g_01042
OG0000676	Syak.g_00379	Prai.g_01040
OG0000677	Syak.g_00380	Prai.g_01039
OG0000678	Syak.g_00386	Prai.g_01037
OG0000679	Syak.g_00397	Prai.g_01033
OG0000680	Syak.g_00398	Prai.g_01032
OG0000681	Syak.g_00401	Prai.g_01030
OG0000682	Syak.g_00402	Prai.g_01029
OG0000683	Syak.g_00403	Prai.g_01028
OG0000684	Syak.g_00409	Prai.g_01027
OG0000685	Syak.g_00411	Prai.g_01025
OG0000686	Syak.g_00412	Prai.g_01024
OG0000687	Syak.g_00413	Prai.g_01023
OG0000688	Syak.g_00418	Prai.g_01020
OG0000689	Syak.g_00421	Prai.g_01019
OG0000690	Syak.g_00422	Prai.g_01018
OG0000691	Syak.g_00423	Prai.g_01017
OG0000692	Syak.g_00424	Prai.g_01015
OG0000693	Syak.g_00426	Prai.g_01014
OG0000694	Syak.g_00427	Prai.g_01013
OG0000695	Syak.g_00540	Prai.g_01011
OG0000696	Syak.g_00539	Prai.g_01010
OG0000697	Syak.g_00538	Prai.g_01009
OG0000698	Syak.g_00535	Prai.g_01006
OG0000699	Syak.g_00534	Prai.g_01005
OG0000700	Syak.g_00533	Prai.g_01004
OG0000701	Syak.g_00532	Prai.g_01003
OG0000702	Syak.g_00522	Prai.g_01001
OG0000703	Syak.g_00521	Prai.g_01000
OG0000704	Syak.g_00519	Prai.g_00999
OG0000705	Syak.g_00511	Prai.g_00995
OG0000706	Syak.g_00510	Prai.g_00994
OG0000707	Syak.g_00509	Prai.g_00993
OG0000708	Syak.g_00506	Prai.g_00992
OG0000709	Syak.g_00498	Prai.g_00988
OG0000710	Syak.g_00494	Prai.g_00985
OG0000711	Syak.g_00466	Prai.g_00968
OG0000712	Syak.g_00464	Prai.g_00966
OG0000713	Syak.g_00463	Prai.g_00965
OG0000714	Syak.g_00629	Prai.g_00964
OG0000715	Syak.g_00631	Prai.g_00962
OG0000716	Syak.g_00635	Prai.g_00960
OG0000717	Syak.g_00636	Prai.g_00959
OG0000718	Syak.g_00640	Prai.g_00948
OG0000719	Syak.g_00642	Prai.g_00946
OG0000720	Syak.g_00655	Prai.g_00938
OG0000721	Syak.g_00657	Prai.g_00936
OG0000722	Syak.g_00658	Prai.g_00935
OG0000723	Syak.g_00790	Prai.g_00932
OG0000724	Syak.g_00749	Prai.g_00923
OG0000725	Syak.g_00731	Prai.g_00917
OG0000726	Syak.g_00730	Prai.g_00916
OG0000727	Syak.g_00729	Prai.g_00915
OG0000728	Syak.g_00727	Prai.g_00913
OG0000729	Syak.g_01683	Prai.g_01109
OG0000730	Syak.g_01248	Prai.g_01113
OG0000731	Syak.g_01237	Prai.g_01117
OG0000732	Syak.g_01739	Prai.g_01126
OG0000733	Syak.g_01905	Prai.g_01144
OG0000734	Syak.g_02184	Prai.g_01157
OG0000735	Syak.g_00914	Prai.g_01159
OG0000736	Syak.g_00913	Prai.g_01160
OG0000737	Syak.g_00912	Prai.g_01161
OG0000738	Syak.g_00907	Prai.g_01165
OG0000739	Syak.g_00906	Prai.g_01166
OG0000740	Syak.g_00905	Prai.g_01167
OG0000741	Syak.g_00902	Prai.g_01168
OG0000742	Syak.g_00899	Prai.g_01170
OG0000743	Syak.g_00897	Prai.g_01172
OG0000744	Syak.g_00896	Prai.g_01173
OG0000745	Syak.g_00894	Prai.g_01174
OG0000746	Syak.g_00892	Prai.g_01176
OG0000747	Syak.g_00891	Prai.g_01177
OG0000748	Syak.g_00875	Prai.g_01180
OG0000749	Syak.g_00874	Prai.g_01181
OG0000750	Syak.g_00873	Prai.g_01182
OG0000751	Syak.g_00862	Prai.g_01184
OG0000752	Syak.g_00860	Prai.g_01186
OG0000753	Syak.g_00857	Prai.g_01189
OG0000754	Syak.g_00852	Prai.g_01192
OG0000755	Syak.g_00841	Prai.g_01196
OG0000756	Syak.g_00840	Prai.g_01197
OG0000757	Syak.g_00833	Prai.g_01204
OG0000758	Syak.g_00832	Prai.g_01205
OG0000759	Syak.g_00831	Prai.g_01206
OG0000760	Syak.g_00830	Prai.g_01207
OG0000761	Syak.g_00829	Prai.g_01208
OG0000762	Syak.g_00827	Prai.g_01209
OG0000763	Syak.g_00825	Prai.g_01211
OG0000764	Syak.g_00824	Prai.g_01212
OG0000765	Syak.g_00669	Prai.g_01221
OG0000766	Syak.g_00670	Prai.g_01222
OG0000767	Syak.g_00672	Prai.g_01224
OG0000768	Syak.g_00673	Prai.g_01225
OG0000769	Syak.g_00675	Prai.g_01227
OG0000770	Syak.g_00678	Prai.g_01229
OG0000771	Syak.g_00755	Prai.g_01238
OG0000772	Syak.g_02048	Prai.g_01310
OG0000773	Syak.g_00921	Prai.g_01325
OG0000774	Syak.g_00926	Prai.g_01327
OG0000775	Syak.g_00929	Prai.g_01330
OG0000776	Syak.g_00930	Prai.g_01331
OG0000777	Syak.g_00931	Prai.g_01332
OG0000778	Syak.g_00932	Prai.g_01333
OG0000779	Syak.g_00938	Prai.g_01337
OG0000780	Syak.g_00942	Prai.g_01338
OG0000781	Syak.g_00946	Prai.g_01341
OG0000782	Syak.g_00947	Prai.g_01342
OG0000783	Syak.g_00948	Prai.g_01343
OG0000784	Syak.g_00949	Prai.g_01344
OG0000785	Syak.g_00951	Prai.g_01346
OG0000786	Syak.g_00956	Prai.g_01348
OG0000787	Syak.g_00957	Prai.g_01349
OG0000788	Syak.g_00048	Prai.g_01358
OG0000789	Syak.g_00085	Prai.g_01360
OG0000790	Syak.g_02560	Prai.g_01375
OG0000791	Syak.g_02558	Prai.g_01377
OG0000792	Syak.g_02557	Prai.g_01378
OG0000793	Syak.g_02552	Prai.g_01381
OG0000794	Syak.g_02551	Prai.g_01382
OG0000795	Syak.g_02550	Prai.g_01383
OG0000796	Syak.g_02547	Prai.g_01387
OG0000797	Syak.g_02546	Prai.g_01388
OG0000799	Syak.g_00981	Prai.g_01445
OG0000800	Syak.g_00989	Prai.g_01446
OG0000801	Syak.g_00990	Prai.g_01447
OG0000802	Syak.g_00995	Prai.g_01449
OG0000803	Syak.g_01021	Prai.g_01451
OG0000804	Syak.g_01026	Prai.g_01452
OG0000805	Syak.g_01029	Prai.g_01454
OG0000806	Syak.g_01031	Prai.g_01456
OG0000807	Syak.g_01033	Prai.g_01457
OG0000808	Syak.g_01034	Prai.g_01458
OG0000809	Syak.g_01038	Prai.g_01461
OG0000810	Syak.g_01039	Prai.g_01462
OG0000811	Syak.g_01045	Prai.g_01466
OG0000812	Syak.g_01047	Prai.g_01468
OG0000813	Syak.g_01048	Prai.g_01469
OG0000814	Syak.g_01051	Prai.g_01471
OG0000815	Syak.g_01053	Prai.g_01472
OG0000816	Syak.g_01055	Prai.g_01474
OG0000817	Syak.g_01056	Prai.g_01475
OG0000818	Syak.g_01060	Prai.g_01480
OG0000819	Syak.g_01064	Prai.g_01481
OG0000820	Syak.g_01065	Prai.g_01482
OG0000821	Syak.g_01071	Prai.g_01485
OG0000822	Syak.g_01073	Prai.g_01486
OG0000823	Syak.g_01074	Prai.g_01487
OG0000824	Syak.g_01080	Prai.g_01490
OG0000825	Syak.g_01081	Prai.g_01491
OG0000826	Syak.g_01082	Prai.g_01492
OG0000827	Syak.g_01083	Prai.g_01493
OG0000828	Syak.g_01086	Prai.g_01496
OG0000829	Syak.g_01087	Prai.g_01497
OG0000830	Syak.g_01088	Prai.g_01498
OG0000831	Syak.g_01091	Prai.g_01500
OG0000832	Syak.g_02482	Prai.g_01505
OG0000833	Syak.g_02473	Prai.g_01514
OG0000834	Syak.g_02470	Prai.g_01515
OG0000835	Syak.g_02469	Prai.g_01516
OG0000836	Syak.g_02466	Prai.g_01517
OG0000837	Syak.g_02465	Prai.g_01518
OG0000838	Syak.g_02461	Prai.g_01520
OG0000839	Syak.g_02460	Prai.g_01521
OG0000840	Syak.g_02459	Prai.g_01522
OG0000841	Syak.g_02458	Prai.g_01523
OG0000842	Syak.g_02457	Prai.g_01524
OG0000843	Syak.g_02456	Prai.g_01525
OG0000844	Syak.g_02454	Prai.g_01526
OG0000845	Syak.g_02453	Prai.g_01527
OG0000846	Syak.g_02452	Prai.g_01528
OG0000847	Syak.g_02451	Prai.g_01529
OG0000848	Syak.g_02449	Prai.g_01530
OG0000849	Syak.g_02448	Prai.g_01531
OG0000850	Syak.g_02445	Prai.g_01533
OG0000851	Syak.g_02440	Prai.g_01534
OG0000852	Syak.g_02439	Prai.g_01535
OG0000853	Syak.g_02435	Prai.g_01539
OG0000854	Syak.g_02433	Prai.g_01541
OG0000855	Syak.g_02432	Prai.g_01542
OG0000856	Syak.g_00021	Prai.g_01558
OG0000857	Syak.g_00451	Prai.g_01597
OG0000858	Syak.g_02426	Prai.g_01632
OG0000859	Syak.g_02425	Prai.g_01633
OG0000860	Syak.g_02414	Prai.g_01640
OG0000861	Syak.g_02413	Prai.g_01641
OG0000862	Syak.g_02412	Prai.g_01642
OG0000863	Syak.g_02409	Prai.g_01644
OG0000864	Syak.g_02408	Prai.g_01645
OG0000865	Syak.g_02407	Prai.g_01646
OG0000866	Syak.g_02406	Prai.g_01647
OG0000867	Syak.g_02405	Prai.g_01648
OG0000868	Syak.g_02402	Prai.g_01649
OG0000869	Syak.g_02398	Prai.g_01653
OG0000870	Syak.g_02393	Prai.g_01658
OG0000871	Syak.g_02392	Prai.g_01659
OG0000872	Syak.g_02386	Prai.g_01660
OG0000873	Syak.g_02383	Prai.g_01663
OG0000874	Syak.g_02379	Prai.g_01666
OG0000875	Syak.g_02377	Prai.g_01667
OG0000876	Syak.g_02375	Prai.g_01668
OG0000877	Syak.g_02372	Prai.g_01670
OG0000878	Syak.g_02371	Prai.g_01671
OG0000879	Syak.g_02370	Prai.g_01672
OG0000880	Syak.g_02369	Prai.g_01673
OG0000881	Syak.g_02363	Prai.g_01677
OG0000882	Syak.g_02358	Prai.g_01682
OG0000883	Syak.g_02355	Prai.g_01683
OG0000884	Syak.g_02353	Prai.g_01685
OG0000885	Syak.g_02352	Prai.g_01686
OG0000886	Syak.g_02351	Prai.g_01687
OG0000887	Syak.g_02350	Prai.g_01688
OG0000888	Syak.g_02348	Prai.g_01690
OG0000889	Syak.g_02346	Prai.g_01692
OG0000890	Syak.g_02334	Prai.g_01693
OG0000891	Syak.g_02333	Prai.g_01694
OG0000892	Syak.g_02329	Prai.g_01696
OG0000893	Syak.g_01393	Prai.g_01701
OG0000894	Syak.g_01390	Prai.g_01703
OG0000895	Syak.g_01386	Prai.g_01706
OG0000896	Syak.g_01385	Prai.g_01707
OG0000897	Syak.g_01383	Prai.g_01709
OG0000898	Syak.g_01382	Prai.g_01710
OG0000899	Syak.g_01381	Prai.g_01711
OG0000900	Syak.g_01380	Prai.g_01712
OG0000901	Syak.g_01375	Prai.g_01715
OG0000902	Syak.g_01368	Prai.g_01717
OG0000903	Syak.g_01353	Prai.g_01720
OG0000904	Syak.g_01358	Prai.g_01722
OG0000905	Syak.g_01363	Prai.g_01727
OG0000906	Syak.g_01366	Prai.g_01728
OG0000907	Syak.g_01351	Prai.g_01734
OG0000908	Syak.g_01348	Prai.g_01737
OG0000909	Syak.g_01347	Prai.g_01738
OG0000910	Syak.g_01346	Prai.g_01739
OG0000911	Syak.g_01344	Prai.g_01741
OG0000912	Syak.g_01343	Prai.g_01742
OG0000913	Syak.g_01342	Prai.g_01743
OG0000914	Syak.g_01341	Prai.g_01744
OG0000915	Syak.g_01339	Prai.g_01746
OG0000916	Syak.g_01338	Prai.g_01747
OG0000917	Syak.g_01337	Prai.g_01748
OG0000918	Syak.g_01336	Prai.g_01749
OG0000919	Syak.g_01335	Prai.g_01750
OG0000920	Syak.g_01334	Prai.g_01751
OG0000921	Syak.g_01333	Prai.g_01752
OG0000922	Syak.g_01332	Prai.g_01753
OG0000923	Syak.g_01328	Prai.g_01757
OG0000924	Syak.g_01327	Prai.g_01758
OG0000925	Syak.g_01326	Prai.g_01759
OG0000926	Syak.g_01325	Prai.g_01760
OG0000927	Syak.g_01323	Prai.g_01762
OG0000928	Syak.g_01322	Prai.g_01763
OG0000929	Syak.g_01321	Prai.g_01764
OG0000930	Syak.g_01320	Prai.g_01765
OG0000931	Syak.g_01319	Prai.g_01766
OG0000932	Syak.g_01318	Prai.g_01767
OG0000933	Syak.g_01312	Prai.g_01776
OG0000934	Syak.g_01310	Prai.g_01778
OG0000935	Syak.g_01309	Prai.g_01779
OG0000936	Syak.g_01308	Prai.g_01780
OG0000937	Syak.g_01307	Prai.g_01781
OG0000938	Syak.g_01304	Prai.g_01783
OG0000939	Syak.g_01303	Prai.g_01784
OG0000940	Syak.g_01297	Prai.g_01791
OG0000941	Syak.g_01295	Prai.g_01793
OG0000942	Syak.g_01293	Prai.g_01795
OG0000943	Syak.g_01292	Prai.g_01796
OG0000944	Syak.g_01290	Prai.g_01797
OG0000945	Syak.g_01288	Prai.g_01798
OG0000946	Syak.g_01283	Prai.g_01802
OG0000947	Syak.g_01280	Prai.g_01804
OG0000948	Syak.g_01279	Prai.g_01805
OG0000949	Syak.g_01551	Prai.g_01808
OG0000950	Syak.g_01562	Prai.g_01813
OG0000951	Syak.g_01569	Prai.g_01817
OG0000952	Syak.g_01574	Prai.g_01821
OG0000953	Syak.g_01627	Prai.g_01824
OG0000954	Syak.g_01633	Prai.g_01828
OG0000955	Syak.g_01634	Prai.g_01829
OG0000956	Syak.g_01636	Prai.g_01831
OG0000957	Syak.g_01648	Prai.g_01836
OG0000958	Syak.g_01649	Prai.g_01837
OG0000959	Syak.g_01653	Prai.g_01841
OG0000960	Syak.g_01654	Prai.g_01842
OG0000961	Syak.g_01679	Prai.g_01844
OG0000962	Syak.g_01682	Prai.g_01846
OG0000963	Syak.g_01687	Prai.g_01850
OG0000964	Syak.g_01688	Prai.g_01851
OG0000965	Syak.g_01689	Prai.g_01852
OG0000966	Syak.g_01711	Prai.g_01861
OG0000967	Syak.g_01715	Prai.g_01865
OG0000968	Syak.g_01719	Prai.g_01867
OG0000969	Syak.g_01721	Prai.g_01868
OG0000970	Syak.g_01722	Prai.g_01869
OG0000971	Syak.g_01724	Prai.g_01870
OG0000972	Syak.g_01725	Prai.g_01871
OG0000973	Syak.g_01726	Prai.g_01872
OG0000974	Syak.g_01727	Prai.g_01873
OG0000975	Syak.g_01728	Prai.g_01874
OG0000976	Syak.g_01729	Prai.g_01875
OG0000977	Syak.g_01731	Prai.g_01876
OG0000978	Syak.g_01732	Prai.g_01877
OG0000979	Syak.g_01735	Prai.g_01880
OG0000980	Syak.g_01738	Prai.g_01882
OG0000981	Syak.g_01741	Prai.g_01884
OG0000982	Syak.g_01941	Prai.g_01886
OG0000983	Syak.g_01940	Prai.g_01887
OG0000984	Syak.g_01939	Prai.g_01888
OG0000985	Syak.g_01935	Prai.g_01891
OG0000986	Syak.g_01933	Prai.g_01893
OG0000987	Syak.g_01931	Prai.g_01894
OG0000988	Syak.g_01925	Prai.g_01897
OG0000989	Syak.g_01912	Prai.g_01900
OG0000990	Syak.g_01900	Prai.g_01903
OG0000991	Syak.g_01896	Prai.g_01904
OG0000992	Syak.g_01893	Prai.g_01906
OG0000993	Syak.g_01892	Prai.g_01907
OG0000994	Syak.g_01889	Prai.g_01908
OG0000995	Syak.g_01880	Prai.g_01912
OG0000996	Syak.g_01839	Prai.g_01913
OG0000997	Syak.g_01828	Prai.g_01914
OG0000998	Syak.g_01826	Prai.g_01916
OG0000999	Syak.g_01825	Prai.g_01917
OG0001000	Syak.g_01821	Prai.g_01920
OG0001001	Syak.g_01814	Prai.g_01922
OG0001002	Syak.g_01807	Prai.g_01926
OG0001003	Syak.g_01806	Prai.g_01928
OG0001004	Syak.g_01805	Prai.g_01929
OG0001005	Syak.g_01804	Prai.g_01930
OG0001006	Syak.g_01797	Prai.g_01934
OG0001007	Syak.g_01795	Prai.g_01936
OG0001008	Syak.g_01190	Prai.g_00468
OG0001009	Syak.g_01762	Prai.g_00027
OG0001010	Syak.g_01761	Prai.g_00028
OG0001011	Syak.g_01759	Prai.g_00029
OG0001012	Syak.g_01946	Prai.g_00050
OG0001013	Syak.g_01969	Prai.g_00055
OG0001014	Syak.g_01975	Prai.g_00058
OG0001015	Syak.g_01976	Prai.g_00059
OG0001016	Syak.g_02250	Prai.g_00073
OG0001017	Syak.g_02244	Prai.g_00077
OG0001018	Syak.g_02242	Prai.g_00080
OG0001019	Syak.g_02218	Prai.g_00089
OG0001020	Syak.g_02214	Prai.g_00090
OG0001021	Syak.g_02210	Prai.g_00091
OG0001022	Syak.g_02205	Prai.g_00094
OG0001023	Syak.g_02204	Prai.g_00095
OG0001024	Syak.g_02201	Prai.g_00098
OG0001025	Syak.g_02195	Prai.g_00104
OG0001026	Syak.g_02182	Prai.g_00111
OG0001027	Syak.g_02178	Prai.g_00112
OG0001028	Syak.g_02176	Prai.g_00114
OG0001029	Syak.g_02174	Prai.g_00115
OG0001030	Syak.g_02153	Prai.g_00130
OG0001031	Syak.g_02079	Prai.g_00197
OG0001032	Syak.g_02077	Prai.g_00198
OG0001033	Syak.g_02037	Prai.g_00219
OG0001034	Syak.g_02305	Prai.g_00247
OG0001035	Syak.g_01422	Prai.g_00267
OG0001036	Syak.g_01427	Prai.g_00272
OG0001037	Syak.g_01429	Prai.g_00273
OG0001038	Syak.g_01457	Prai.g_00291
OG0001039	Syak.g_01460	Prai.g_00294
OG0001040	Syak.g_01463	Prai.g_00296
OG0001041	Syak.g_01468	Prai.g_00300
OG0001042	Syak.g_01500	Prai.g_00317
OG0001043	Syak.g_01504	Prai.g_00318
OG0001045	Syak.g_01234	Prai.g_00355
OG0001046	Syak.g_00479	Prai.g_00390
OG0001047	Syak.g_01188	Prai.g_00470
OG0001048	Syak.g_01187	Prai.g_00471
OG0001049	Syak.g_01184	Prai.g_00473
OG0001050	Syak.g_01183	Prai.g_00474
OG0001051	Syak.g_01182	Prai.g_00475
OG0001052	Syak.g_01122	Prai.g_00501
OG0001053	Syak.g_02577	Prai.g_00513
OG0001054	Syak.g_02596	Prai.g_00528
OG0001055	Syak.g_02617	Prai.g_00546
OG0001056	Syak.g_02645	Prai.g_00564
OG0001057	Syak.g_00964	Prai.g_00569
OG0001058	Syak.g_02668	Prai.g_00577
OG0001060	Syak.g_02677	Prai.g_00588
OG0001061	Syak.g_02697	Prai.g_00602
OG0001062	Syak.g_02699	Prai.g_00604
OG0001063	Syak.g_02704	Prai.g_00606
OG0001064	Syak.g_02705	Prai.g_00607
OG0001065	Syak.g_02706	Prai.g_00608
OG0001066	Syak.g_02707	Prai.g_00609
OG0001067	Syak.g_02708	Prai.g_00610
OG0001068	Syak.g_02709	Prai.g_00611
OG0001069	Syak.g_02710	Prai.g_00612
OG0001070	Syak.g_02714	Prai.g_00615
OG0001071	Syak.g_02715	Prai.g_00616
OG0001072	Syak.g_02721	Prai.g_00618
OG0001073	Syak.g_02736	Prai.g_00632
OG0001074	Syak.g_00098	Prai.g_00643
OG0001075	Syak.g_02760	Prai.g_00644
OG0001076	Syak.g_00011	Prai.g_00653
OG0001077	Syak.g_00024	Prai.g_00657
OG0001078	Syak.g_00036	Prai.g_00665
OG0001079	Syak.g_00049	Prai.g_00676
OG0001080	Syak.g_00264	Prai.g_00682
OG0001081	Syak.g_00327	Prai.g_00684
OG0001082	Syak.g_00328	Prai.g_00685
OG0001083	Syak.g_00336	Prai.g_00690
OG0001084	Syak.g_00337	Prai.g_00691
OG0001085	Syak.g_00354	Prai.g_00699
OG0001086	Syak.g_00356	Prai.g_00700
OG0001087	Syak.g_00691	Prai.g_00717
OG0001088	Syak.g_00694	Prai.g_00718
OG0001089	Syak.g_00722	Prai.g_00726
OG0001090	Syak.g_00806	Prai.g_00749
OG0001091	Syak.g_00804	Prai.g_00751
OG0001092	Syak.g_00801	Prai.g_00752
OG0001093	Syak.g_00794	Prai.g_00757
OG0001094	Syak.g_00428	Prai.g_00854
OG0001095	Syak.g_00448	Prai.g_00834
OG0001096	Syak.g_00623	Prai.g_00821
OG0001097	Syak.g_00598	Prai.g_00802
OG0001098	Syak.g_00578	Prai.g_00787
OG0001099	Syak.g_02175	Prai.g_01057
OG0001100	Syak.g_00365	Prai.g_01053
OG0001101	Syak.g_00367	Prai.g_01051
OG0001102	Syak.g_00370	Prai.g_01049
OG0001103	Syak.g_00372	Prai.g_01047
OG0001104	Syak.g_00410	Prai.g_01026
OG0001105	Syak.g_00414	Prai.g_01022
OG0001106	Syak.g_00518	Prai.g_00998
OG0001107	Syak.g_00505	Prai.g_00991
OG0001108	Syak.g_00497	Prai.g_00987
OG0001109	Syak.g_00495	Prai.g_00986
OG0001110	Syak.g_00493	Prai.g_00984
OG0001111	Syak.g_00491	Prai.g_00983
OG0001112	Syak.g_00489	Prai.g_00982
OG0001113	Syak.g_00406	Prai.g_00981
OG0001114	Syak.g_00488	Prai.g_00980
OG0001115	Syak.g_00484	Prai.g_00978
OG0001116	Syak.g_00482	Prai.g_00977
OG0001117	Syak.g_00481	Prai.g_00976
OG0001118	Syak.g_00480	Prai.g_00975
OG0001119	Syak.g_00478	Prai.g_00974
OG0001120	Syak.g_00474	Prai.g_00972
OG0001121	Syak.g_00114	Prai.g_01141, Prai.g_00969
OG0001124	Syak.g_00652	Prai.g_00940
OG0001125	Syak.g_00654	Prai.g_00939
OG0001126	Syak.g_00757	Prai.g_00929
OG0001127	Syak.g_00756	Prai.g_00928
OG0001128	Syak.g_00753	Prai.g_00926
OG0001129	Syak.g_00751	Prai.g_00925
OG0001130	Syak.g_00750	Prai.g_00924
OG0001131	Syak.g_00389	Prai.g_01088
OG0001132	Syak.g_00120	Prai.g_01098
OG0001133	Syak.g_00014	Prai.g_01130
OG0001134	Syak.g_00273	Prai.g_01143
OG0001137	Syak.g_00876	Prai.g_01179
OG0001138	Syak.g_00839	Prai.g_01198
OG0001139	Syak.g_00837	Prai.g_01200
OG0001140	Syak.g_00836	Prai.g_01201
OG0001141	Syak.g_00835	Prai.g_01202
OG0001142	Syak.g_00834	Prai.g_01203
OG0001143	Syak.g_00826	Prai.g_01210
OG0001144	Syak.g_00815	Prai.g_01215
OG0001145	Syak.g_00922	Prai.g_01326
OG0001146	Syak.g_00943	Prai.g_01339
OG0001147	Syak.g_01113	Prai.g_01357
OG0001148	Syak.g_02563	Prai.g_01372
OG0001149	Syak.g_02562	Prai.g_01373
OG0001150	Syak.g_02561	Prai.g_01374
OG0001151	Syak.g_02548	Prai.g_01385
OG0001153	Syak.g_01084	Prai.g_01494
OG0001154	Syak.g_01085	Prai.g_01495
OG0001155	Syak.g_02480	Prai.g_01507
OG0001156	Syak.g_02477	Prai.g_01510
OG0001157	Syak.g_02476	Prai.g_01511
OG0001158	Syak.g_02475	Prai.g_01512
OG0001159	Syak.g_02474	Prai.g_01513
OG0001160	Syak.g_02437	Prai.g_01537
OG0001161	Syak.g_01906	Prai.g_01550
OG0001162	Syak.g_00959	Prai.g_01563
OG0001163	Syak.g_02429	Prai.g_01630
OG0001164	Syak.g_02423	Prai.g_01634
OG0001165	Syak.g_02418	Prai.g_01637
OG0001166	Syak.g_02394	Prai.g_01657
OG0001167	Syak.g_02366	Prai.g_01674
OG0001168	Syak.g_02364	Prai.g_01676
OG0001169	Syak.g_02362	Prai.g_01678
OG0001170	Syak.g_02360	Prai.g_01680
OG0001171	Syak.g_02349	Prai.g_01689
OG0001172	Syak.g_01388	Prai.g_01704
OG0001173	Syak.g_01387	Prai.g_01705
OG0001174	Syak.g_01379	Prai.g_01713
OG0001175	Syak.g_01378	Prai.g_01714
OG0001176	Syak.g_01354	Prai.g_01721
OG0001177	Syak.g_01356	Prai.g_01724
OG0001178	Syak.g_02411	Prai.g_01729
OG0001179	Syak.g_01324	Prai.g_01761
OG0001181	Syak.g_01296	Prai.g_01792
OG0001182	Syak.g_01287	Prai.g_01799
OG0001183	Syak.g_01282	Prai.g_01803
