Orthogroup	Syak	Prao
OG0000598	Syak.g_00042	Prao.g_00080
OG0000599	Syak.g_00045	Prao.g_00083
OG0000600	Syak.g_00046	Prao.g_00084
OG0000601	Syak.g_00047	Prao.g_00085
OG0000602	Syak.g_00053	Prao.g_00087
OG0000603	Syak.g_00054	Prao.g_00088
OG0000604	Syak.g_00056	Prao.g_00089
OG0000605	Syak.g_00259	Prao.g_00090
OG0000606	Syak.g_00326	Prao.g_00093
OG0000607	Syak.g_00329	Prao.g_00096
OG0000608	Syak.g_00330	Prao.g_00097
OG0000609	Syak.g_00332	Prao.g_00098
OG0000610	Syak.g_00347	Prao.g_00103
OG0000611	Syak.g_00350	Prao.g_00106
OG0000612	Syak.g_00351	Prao.g_00107
OG0000613	Syak.g_01525	Prao.g_00112
OG0000614	Syak.g_00705	Prao.g_00130
OG0000615	Syak.g_00393	Prao.g_00138
OG0000616	Syak.g_01810	Prao.g_00142
OG0000617	Syak.g_00799	Prao.g_00654
OG0000618	Syak.g_00798	Prao.g_00655
OG0000619	Syak.g_00797	Prao.g_00656
OG0000620	Syak.g_00779	Prao.g_00659
OG0000621	Syak.g_00780	Prao.g_00660
OG0000622	Syak.g_00781	Prao.g_00661
OG0000623	Syak.g_00782	Prao.g_00662
OG0000624	Syak.g_00784	Prao.g_00663
OG0000625	Syak.g_00785	Prao.g_00664
OG0000626	Syak.g_00786	Prao.g_00665
OG0000627	Syak.g_00561	Prao.g_00666
OG0000628	Syak.g_00560	Prao.g_00667
OG0000629	Syak.g_00556	Prao.g_00668
OG0000630	Syak.g_00552	Prao.g_00671
OG0000631	Syak.g_00545	Prao.g_00732
OG0000632	Syak.g_00544	Prao.g_00733
OG0000633	Syak.g_00542	Prao.g_00734
OG0000634	Syak.g_00430	Prao.g_00737
OG0000635	Syak.g_00431	Prao.g_00738
OG0000636	Syak.g_00433	Prao.g_00740
OG0000637	Syak.g_00435	Prao.g_00742
OG0000638	Syak.g_00436	Prao.g_00743
OG0000639	Syak.g_00437	Prao.g_00744
OG0000640	Syak.g_00438	Prao.g_00745
OG0000641	Syak.g_00442	Prao.g_00749
OG0000642	Syak.g_00443	Prao.g_00750
OG0000643	Syak.g_00444	Prao.g_00751
OG0000644	Syak.g_00445	Prao.g_00752
OG0000645	Syak.g_00447	Prao.g_00753
OG0000646	Syak.g_00450	Prao.g_00755
OG0000647	Syak.g_00452	Prao.g_00756
OG0000648	Syak.g_00456	Prao.g_00758
OG0000649	Syak.g_00457	Prao.g_00759
OG0000650	Syak.g_00458	Prao.g_00760
OG0000651	Syak.g_00459	Prao.g_00761
OG0000652	Syak.g_00460	Prao.g_00762
OG0000653	Syak.g_00462	Prao.g_00764
OG0000654	Syak.g_00625	Prao.g_00765
OG0000655	Syak.g_00624	Prao.g_00766
OG0000656	Syak.g_00621	Prao.g_00769
OG0000657	Syak.g_00609	Prao.g_00777
OG0000658	Syak.g_00606	Prao.g_00778
OG0000659	Syak.g_00605	Prao.g_00779
OG0000660	Syak.g_00601	Prao.g_00783
OG0000661	Syak.g_00599	Prao.g_00785
OG0000662	Syak.g_00597	Prao.g_00787
OG0000663	Syak.g_00594	Prao.g_00789
OG0000664	Syak.g_00593	Prao.g_00790
OG0000665	Syak.g_00086	Prao.g_00794
OG0000666	Syak.g_00078	Prao.g_00795
OG0000667	Syak.g_00340	Prao.g_00799
OG0000668	Syak.g_00643	Prao.g_00829
OG0000669	Syak.g_00363	Prao.g_00837
OG0000670	Syak.g_00366	Prao.g_00839
OG0000671	Syak.g_00368	Prao.g_00841
OG0000672	Syak.g_00371	Prao.g_00843
OG0000673	Syak.g_00374	Prao.g_00846
OG0000674	Syak.g_00376	Prao.g_00848
OG0000675	Syak.g_00377	Prao.g_00849
OG0000676	Syak.g_00379	Prao.g_00851
OG0000677	Syak.g_00380	Prao.g_00852
OG0000678	Syak.g_00386	Prao.g_00854
OG0000679	Syak.g_00397	Prao.g_00858
OG0000680	Syak.g_00398	Prao.g_00859
OG0000681	Syak.g_00401	Prao.g_00861
OG0000682	Syak.g_00402	Prao.g_00862
OG0000683	Syak.g_00403	Prao.g_00863
OG0000684	Syak.g_00409	Prao.g_00864
OG0000685	Syak.g_00411	Prao.g_00866
OG0000686	Syak.g_00412	Prao.g_00867
OG0000687	Syak.g_00413	Prao.g_00868
OG0000688	Syak.g_00418	Prao.g_00871
OG0000689	Syak.g_00421	Prao.g_00872
OG0000690	Syak.g_00422	Prao.g_00873
OG0000691	Syak.g_00423	Prao.g_00874
OG0000692	Syak.g_00424	Prao.g_00876
OG0000693	Syak.g_00426	Prao.g_00877
OG0000694	Syak.g_00427	Prao.g_00878
OG0000695	Syak.g_00540	Prao.g_00880
OG0000696	Syak.g_00539	Prao.g_00881
OG0000697	Syak.g_00538	Prao.g_00882
OG0000698	Syak.g_00535	Prao.g_00885
OG0000699	Syak.g_00534	Prao.g_00886
OG0000700	Syak.g_00533	Prao.g_00887
OG0000701	Syak.g_00532	Prao.g_00888
OG0000702	Syak.g_00522	Prao.g_00890
OG0000703	Syak.g_00521	Prao.g_00891
OG0000704	Syak.g_00519	Prao.g_00892
OG0000705	Syak.g_00511	Prao.g_00896
OG0000706	Syak.g_00510	Prao.g_00897
OG0000707	Syak.g_00509	Prao.g_00898
OG0000708	Syak.g_00506	Prao.g_00899
OG0000709	Syak.g_00498	Prao.g_00903
OG0000710	Syak.g_00494	Prao.g_00906
OG0000711	Syak.g_00466	Prao.g_00923
OG0000712	Syak.g_00464	Prao.g_00925
OG0000713	Syak.g_00463	Prao.g_00926
OG0000714	Syak.g_00629	Prao.g_00927
OG0000715	Syak.g_00631	Prao.g_00929
OG0000716	Syak.g_00635	Prao.g_00931
OG0000717	Syak.g_00636	Prao.g_00932
OG0000718	Syak.g_00640	Prao.g_00943
OG0000719	Syak.g_00642	Prao.g_00945
OG0000720	Syak.g_00655	Prao.g_00954
OG0000721	Syak.g_00657	Prao.g_00956
OG0000722	Syak.g_00658	Prao.g_00957
OG0000723	Syak.g_00790	Prao.g_00960
OG0000724	Syak.g_00749	Prao.g_00969
OG0000725	Syak.g_00731	Prao.g_00975
OG0000726	Syak.g_00730	Prao.g_00976
OG0000727	Syak.g_00729	Prao.g_00977
OG0000728	Syak.g_00727	Prao.g_00979
OG0000729	Syak.g_01683	Prao.g_01027
OG0000730	Syak.g_01248	Prao.g_01156
OG0000731	Syak.g_01237	Prao.g_01152
OG0000732	Syak.g_01739	Prao.g_01143
OG0000733	Syak.g_01905	Prao.g_01121
OG0000734	Syak.g_02184	Prao.g_01104
OG0000735	Syak.g_00914	Prao.g_01102
OG0000736	Syak.g_00913	Prao.g_01101
OG0000737	Syak.g_00912	Prao.g_01100
OG0000738	Syak.g_00907	Prao.g_01096
OG0000739	Syak.g_00906	Prao.g_01095
OG0000740	Syak.g_00905	Prao.g_01094
OG0000741	Syak.g_00902	Prao.g_01093
OG0000742	Syak.g_00899	Prao.g_01090
OG0000743	Syak.g_00897	Prao.g_01088
OG0000744	Syak.g_00896	Prao.g_01087
OG0000745	Syak.g_00894	Prao.g_01086
OG0000746	Syak.g_00892	Prao.g_01084
OG0000747	Syak.g_00891	Prao.g_01083
OG0000748	Syak.g_00875	Prao.g_01080
OG0000749	Syak.g_00874	Prao.g_01079
OG0000750	Syak.g_00873	Prao.g_01078
OG0000751	Syak.g_00862	Prao.g_01076
OG0000752	Syak.g_00860	Prao.g_01074
OG0000753	Syak.g_00857	Prao.g_01071
OG0000754	Syak.g_00852	Prao.g_01068
OG0000755	Syak.g_00841	Prao.g_01065
OG0000756	Syak.g_00840	Prao.g_01064
OG0000757	Syak.g_00833	Prao.g_01058
OG0000758	Syak.g_00832	Prao.g_01057
OG0000759	Syak.g_00831	Prao.g_01056
OG0000760	Syak.g_00830	Prao.g_01055
OG0000761	Syak.g_00829	Prao.g_01054
OG0000762	Syak.g_00827	Prao.g_01053
OG0000763	Syak.g_00825	Prao.g_01051
OG0000764	Syak.g_00824	Prao.g_01050
OG0000765	Syak.g_00669	Prao.g_01041
OG0000766	Syak.g_00670	Prao.g_01040
OG0000767	Syak.g_00672	Prao.g_01038
OG0000768	Syak.g_00673	Prao.g_01037
OG0000769	Syak.g_00675	Prao.g_01035
OG0000770	Syak.g_00678	Prao.g_01033
OG0000771	Syak.g_00755	Prao.g_00014
OG0000772	Syak.g_02048	Prao.g_01305
OG0000773	Syak.g_00921	Prao.g_01285
OG0000774	Syak.g_00926	Prao.g_01283
OG0000775	Syak.g_00929	Prao.g_01281
OG0000776	Syak.g_00930	Prao.g_01280
OG0000777	Syak.g_00931	Prao.g_01279
OG0000778	Syak.g_00932	Prao.g_01278
OG0000779	Syak.g_00938	Prao.g_01274
OG0000780	Syak.g_00942	Prao.g_01273
OG0000781	Syak.g_00946	Prao.g_01270
OG0000782	Syak.g_00947	Prao.g_01269
OG0000783	Syak.g_00948	Prao.g_01268
OG0000784	Syak.g_00949	Prao.g_01267
OG0000785	Syak.g_00951	Prao.g_01265
OG0000786	Syak.g_00956	Prao.g_01263
OG0000787	Syak.g_00957	Prao.g_01262
OG0000788	Syak.g_00048	Prao.g_01252
OG0000789	Syak.g_00085	Prao.g_01249
OG0000790	Syak.g_02560	Prao.g_01234
OG0000791	Syak.g_02558	Prao.g_01232
OG0000792	Syak.g_02557	Prao.g_01231
OG0000793	Syak.g_02552	Prao.g_01228
OG0000794	Syak.g_02551	Prao.g_01227
OG0000795	Syak.g_02550	Prao.g_01226
OG0000796	Syak.g_02547	Prao.g_01222
OG0000797	Syak.g_02546	Prao.g_01221
OG0000799	Syak.g_00981	Prao.g_01379
OG0000800	Syak.g_00989	Prao.g_01380
OG0000801	Syak.g_00990	Prao.g_01381
OG0000802	Syak.g_00995	Prao.g_01383
OG0000803	Syak.g_01021	Prao.g_01385
OG0000804	Syak.g_01026	Prao.g_01386
OG0000805	Syak.g_01029	Prao.g_01388
OG0000806	Syak.g_01031	Prao.g_01390
OG0000807	Syak.g_01033	Prao.g_01391
OG0000808	Syak.g_01034	Prao.g_01392
OG0000809	Syak.g_01038	Prao.g_01395
OG0000810	Syak.g_01039	Prao.g_01396
OG0000811	Syak.g_01045	Prao.g_01400
OG0000812	Syak.g_01047	Prao.g_01402
OG0000813	Syak.g_01048	Prao.g_01403
OG0000814	Syak.g_01051	Prao.g_01405
OG0000815	Syak.g_01053	Prao.g_01406
OG0000816	Syak.g_01055	Prao.g_01408
OG0000817	Syak.g_01056	Prao.g_01409
OG0000818	Syak.g_01060	Prao.g_01414
OG0000819	Syak.g_01064	Prao.g_01415
OG0000820	Syak.g_01065	Prao.g_01416
OG0000821	Syak.g_01071	Prao.g_01419
OG0000822	Syak.g_01073	Prao.g_01420
OG0000823	Syak.g_01074	Prao.g_01421
OG0000824	Syak.g_01080	Prao.g_01424
OG0000825	Syak.g_01081	Prao.g_01425
OG0000826	Syak.g_01082	Prao.g_01426
OG0000827	Syak.g_01083	Prao.g_01427
OG0000828	Syak.g_01086	Prao.g_01430
OG0000829	Syak.g_01087	Prao.g_01431
OG0000830	Syak.g_01088	Prao.g_01432
OG0000831	Syak.g_01091	Prao.g_01434
OG0000832	Syak.g_02482	Prao.g_01440
OG0000833	Syak.g_02473	Prao.g_01448
OG0000834	Syak.g_02470	Prao.g_01449
OG0000835	Syak.g_02469	Prao.g_01450
OG0000836	Syak.g_02466	Prao.g_01451
OG0000837	Syak.g_02465	Prao.g_01452
OG0000838	Syak.g_02461	Prao.g_01454
OG0000839	Syak.g_02460	Prao.g_01455
OG0000840	Syak.g_02459	Prao.g_01456
OG0000841	Syak.g_02458	Prao.g_01457
OG0000842	Syak.g_02457	Prao.g_01458
OG0000843	Syak.g_02456	Prao.g_01459
OG0000844	Syak.g_02454	Prao.g_01460
OG0000845	Syak.g_02453	Prao.g_01461
OG0000846	Syak.g_02452	Prao.g_01462
OG0000847	Syak.g_02451	Prao.g_01463
OG0000848	Syak.g_02449	Prao.g_01464
OG0000849	Syak.g_02448	Prao.g_01465
OG0000850	Syak.g_02445	Prao.g_01467
OG0000851	Syak.g_02440	Prao.g_01468
OG0000852	Syak.g_02439	Prao.g_01469
OG0000853	Syak.g_02435	Prao.g_01473
OG0000854	Syak.g_02433	Prao.g_01475
OG0000855	Syak.g_02432	Prao.g_01476
OG0000856	Syak.g_00021	Prao.g_01491
OG0000857	Syak.g_00451	Prao.g_01519
OG0000858	Syak.g_02426	Prao.g_01546
OG0000859	Syak.g_02425	Prao.g_01547
OG0000860	Syak.g_02414	Prao.g_01554
OG0000861	Syak.g_02413	Prao.g_01555
OG0000862	Syak.g_02412	Prao.g_01556
OG0000863	Syak.g_02409	Prao.g_01558
OG0000864	Syak.g_02408	Prao.g_01559
OG0000865	Syak.g_02407	Prao.g_01560
OG0000866	Syak.g_02406	Prao.g_01561
OG0000867	Syak.g_02405	Prao.g_01562
OG0000868	Syak.g_02402	Prao.g_01563
OG0000869	Syak.g_02398	Prao.g_01567
OG0000870	Syak.g_02393	Prao.g_01572
OG0000871	Syak.g_02392	Prao.g_01573
OG0000872	Syak.g_02386	Prao.g_01574
OG0000873	Syak.g_02383	Prao.g_01577
OG0000874	Syak.g_02379	Prao.g_01580
OG0000875	Syak.g_02377	Prao.g_01581
OG0000876	Syak.g_02375	Prao.g_01582
OG0000877	Syak.g_02372	Prao.g_01584
OG0000878	Syak.g_02371	Prao.g_01585
OG0000879	Syak.g_02370	Prao.g_01586
OG0000880	Syak.g_02369	Prao.g_01587
OG0000881	Syak.g_02363	Prao.g_01591
OG0000882	Syak.g_02358	Prao.g_01596
OG0000883	Syak.g_02355	Prao.g_01597
OG0000884	Syak.g_02353	Prao.g_01599
OG0000885	Syak.g_02352	Prao.g_01600
OG0000886	Syak.g_02351	Prao.g_01601
OG0000887	Syak.g_02350	Prao.g_01602
OG0000888	Syak.g_02348	Prao.g_01604
OG0000889	Syak.g_02346	Prao.g_01606
OG0000890	Syak.g_02334	Prao.g_01607
OG0000891	Syak.g_02333	Prao.g_01608
OG0000892	Syak.g_02329	Prao.g_01610
OG0000893	Syak.g_01393	Prao.g_01615
OG0000894	Syak.g_01390	Prao.g_01617
OG0000895	Syak.g_01386	Prao.g_01620
OG0000896	Syak.g_01385	Prao.g_01621
OG0000897	Syak.g_01383	Prao.g_01623
OG0000898	Syak.g_01382	Prao.g_01624
OG0000899	Syak.g_01381	Prao.g_01625
OG0000900	Syak.g_01380	Prao.g_01626
OG0000901	Syak.g_01375	Prao.g_01629
OG0000902	Syak.g_01368	Prao.g_01631
OG0000903	Syak.g_01353	Prao.g_01634
OG0000904	Syak.g_01358	Prao.g_01636
OG0000905	Syak.g_01363	Prao.g_01641
OG0000906	Syak.g_01366	Prao.g_01642
OG0000907	Syak.g_01351	Prao.g_01645
OG0000908	Syak.g_01348	Prao.g_01648
OG0000909	Syak.g_01347	Prao.g_01649
OG0000910	Syak.g_01346	Prao.g_01650
OG0000911	Syak.g_01344	Prao.g_01652
OG0000912	Syak.g_01343	Prao.g_01653
OG0000913	Syak.g_01342	Prao.g_01654
OG0000914	Syak.g_01341	Prao.g_01655
OG0000915	Syak.g_01339	Prao.g_01656
OG0000916	Syak.g_01338	Prao.g_01657
OG0000917	Syak.g_01337	Prao.g_01658
OG0000918	Syak.g_01336	Prao.g_01659
OG0000919	Syak.g_01335	Prao.g_01660
OG0000920	Syak.g_01334	Prao.g_01661
OG0000921	Syak.g_01333	Prao.g_01662
OG0000922	Syak.g_01332	Prao.g_01663
OG0000923	Syak.g_01328	Prao.g_01667
OG0000924	Syak.g_01327	Prao.g_01668
OG0000925	Syak.g_01326	Prao.g_01669
OG0000926	Syak.g_01325	Prao.g_01670
OG0000927	Syak.g_01323	Prao.g_01672
OG0000928	Syak.g_01322	Prao.g_01673
OG0000929	Syak.g_01321	Prao.g_01674
OG0000930	Syak.g_01320	Prao.g_01675
OG0000931	Syak.g_01319	Prao.g_01676
OG0000932	Syak.g_01318	Prao.g_01677
OG0000933	Syak.g_01312	Prao.g_01681
OG0000934	Syak.g_01310	Prao.g_01683
OG0000935	Syak.g_01309	Prao.g_01684
OG0000936	Syak.g_01308	Prao.g_01685
OG0000937	Syak.g_01307	Prao.g_01686
OG0000938	Syak.g_01304	Prao.g_01688
OG0000939	Syak.g_01303	Prao.g_01689
OG0000940	Syak.g_01297	Prao.g_01696
OG0000941	Syak.g_01295	Prao.g_01698
OG0000942	Syak.g_01293	Prao.g_01700
OG0000943	Syak.g_01292	Prao.g_01701
OG0000944	Syak.g_01290	Prao.g_01702
OG0000945	Syak.g_01288	Prao.g_01703
OG0000946	Syak.g_01283	Prao.g_01707
OG0000947	Syak.g_01280	Prao.g_01709
OG0000948	Syak.g_01279	Prao.g_01710
OG0000949	Syak.g_01551	Prao.g_01713
OG0000950	Syak.g_01562	Prao.g_01718
OG0000951	Syak.g_01569	Prao.g_01722
OG0000952	Syak.g_01574	Prao.g_01726
OG0000953	Syak.g_01627	Prao.g_01729
OG0000954	Syak.g_01633	Prao.g_01733
OG0000955	Syak.g_01634	Prao.g_01734
OG0000956	Syak.g_01636	Prao.g_01736
OG0000957	Syak.g_01648	Prao.g_01741
OG0000958	Syak.g_01649	Prao.g_01742
OG0000959	Syak.g_01653	Prao.g_01746
OG0000960	Syak.g_01654	Prao.g_01747
OG0000961	Syak.g_01679	Prao.g_01749
OG0000962	Syak.g_01682	Prao.g_01751
OG0000963	Syak.g_01687	Prao.g_01755
OG0000964	Syak.g_01688	Prao.g_01756
OG0000965	Syak.g_01689	Prao.g_01757
OG0000966	Syak.g_01711	Prao.g_01764
OG0000967	Syak.g_01715	Prao.g_01769
OG0000968	Syak.g_01719	Prao.g_01771
OG0000969	Syak.g_01721	Prao.g_01772
OG0000970	Syak.g_01722	Prao.g_01773
OG0000971	Syak.g_01724	Prao.g_01774
OG0000972	Syak.g_01725	Prao.g_01775
OG0000973	Syak.g_01726	Prao.g_01776
OG0000974	Syak.g_01727	Prao.g_01777
OG0000975	Syak.g_01728	Prao.g_01778
OG0000976	Syak.g_01729	Prao.g_01779
OG0000977	Syak.g_01731	Prao.g_01780
OG0000978	Syak.g_01732	Prao.g_01781
OG0000979	Syak.g_01735	Prao.g_01784
OG0000980	Syak.g_01738	Prao.g_01786
OG0000981	Syak.g_01741	Prao.g_01788
OG0000982	Syak.g_01941	Prao.g_01790
OG0000983	Syak.g_01940	Prao.g_01791
OG0000984	Syak.g_01939	Prao.g_01792
OG0000985	Syak.g_01935	Prao.g_01795
OG0000986	Syak.g_01933	Prao.g_01797
OG0000987	Syak.g_01931	Prao.g_01798
OG0000988	Syak.g_01925	Prao.g_01801
OG0000989	Syak.g_01912	Prao.g_01805
OG0000990	Syak.g_01900	Prao.g_01808
OG0000991	Syak.g_01896	Prao.g_01809
OG0000992	Syak.g_01893	Prao.g_01811
OG0000993	Syak.g_01892	Prao.g_01812
OG0000994	Syak.g_01889	Prao.g_01813
OG0000995	Syak.g_01880	Prao.g_01817
OG0000996	Syak.g_01839	Prao.g_01818
OG0000997	Syak.g_01828	Prao.g_01819
OG0000998	Syak.g_01826	Prao.g_01821
OG0000999	Syak.g_01825	Prao.g_01822
OG0001000	Syak.g_01821	Prao.g_01825
OG0001001	Syak.g_01814	Prao.g_01827
OG0001002	Syak.g_01807	Prao.g_01831
OG0001003	Syak.g_01806	Prao.g_01833
OG0001004	Syak.g_01805	Prao.g_01834
OG0001005	Syak.g_01804	Prao.g_01835
OG0001006	Syak.g_01797	Prao.g_01839
OG0001007	Syak.g_01795	Prao.g_01841
OG0001008	Syak.g_01190	Prao.g_00541
OG0001009	Syak.g_01762	Prao.g_00174
OG0001010	Syak.g_01761	Prao.g_00175
OG0001011	Syak.g_01759	Prao.g_00176
OG0001012	Syak.g_01946	Prao.g_00189
OG0001013	Syak.g_01969	Prao.g_00194
OG0001014	Syak.g_01975	Prao.g_00197
OG0001015	Syak.g_01976	Prao.g_00198
OG0001016	Syak.g_02250	Prao.g_00212
OG0001017	Syak.g_02244	Prao.g_00216
OG0001018	Syak.g_02242	Prao.g_00219
OG0001019	Syak.g_02218	Prao.g_00228
OG0001020	Syak.g_02214	Prao.g_00229
OG0001021	Syak.g_02210	Prao.g_00230
OG0001022	Syak.g_02205	Prao.g_00233
OG0001023	Syak.g_02204	Prao.g_00234
OG0001024	Syak.g_02201	Prao.g_00237
OG0001025	Syak.g_02195	Prao.g_00243
OG0001026	Syak.g_02182	Prao.g_00249
OG0001027	Syak.g_02178	Prao.g_00250
OG0001028	Syak.g_02176	Prao.g_00252
OG0001029	Syak.g_02174	Prao.g_00254
OG0001030	Syak.g_02153	Prao.g_00269
OG0001031	Syak.g_02079	Prao.g_00324
OG0001032	Syak.g_02077	Prao.g_00325
OG0001033	Syak.g_02037	Prao.g_00346
OG0001034	Syak.g_02305	Prao.g_00374
OG0001035	Syak.g_01422	Prao.g_00392
OG0001036	Syak.g_01427	Prao.g_00397
OG0001037	Syak.g_01429	Prao.g_00398
OG0001038	Syak.g_01457	Prao.g_00415
OG0001039	Syak.g_01460	Prao.g_00418
OG0001040	Syak.g_01463	Prao.g_00420
OG0001041	Syak.g_01468	Prao.g_00424
OG0001042	Syak.g_01500	Prao.g_00441
OG0001043	Syak.g_01504	Prao.g_00442
OG0001044	Syak.g_01247	Prao.g_00469
OG0001045	Syak.g_01234	Prao.g_00477
OG0001046	Syak.g_00479	Prao.g_00513
OG0001047	Syak.g_01188	Prao.g_00543
OG0001048	Syak.g_01187	Prao.g_00544
OG0001049	Syak.g_01184	Prao.g_00546
OG0001050	Syak.g_01183	Prao.g_00547
OG0001051	Syak.g_01182	Prao.g_00548
OG0001052	Syak.g_01122	Prao.g_00577
OG0001053	Syak.g_02577	Prao.g_00589
OG0001054	Syak.g_02596	Prao.g_00604
OG0001055	Syak.g_02617	Prao.g_00623
OG0001056	Syak.g_02645	Prao.g_01855
OG0001057	Syak.g_00964	Prao.g_01160
OG0001058	Syak.g_02668	Prao.g_01168
OG0001060	Syak.g_02677	Prao.g_01179
OG0001061	Syak.g_02697	Prao.g_01866
OG0001062	Syak.g_02699	Prao.g_01868
OG0001063	Syak.g_02704	Prao.g_01870
OG0001064	Syak.g_02705	Prao.g_00018
OG0001065	Syak.g_02706	Prao.g_00019
OG0001066	Syak.g_02707	Prao.g_00020
OG0001067	Syak.g_02708	Prao.g_00021
OG0001068	Syak.g_02709	Prao.g_00022
OG0001069	Syak.g_02710	Prao.g_00023
OG0001070	Syak.g_02714	Prao.g_00026
OG0001071	Syak.g_02715	Prao.g_00027
OG0001072	Syak.g_02721	Prao.g_00028
OG0001073	Syak.g_02736	Prao.g_00042
OG0001074	Syak.g_00098	Prao.g_00053
OG0001075	Syak.g_02760	Prao.g_00054
OG0001076	Syak.g_00011	Prao.g_00063
OG0001077	Syak.g_00024	Prao.g_00067
OG0001078	Syak.g_00036	Prao.g_00075
OG0001079	Syak.g_00049	Prao.g_00086
OG0001080	Syak.g_00264	Prao.g_00092
OG0001081	Syak.g_00327	Prao.g_00094
OG0001082	Syak.g_00328	Prao.g_00095
OG0001083	Syak.g_00336	Prao.g_00100
OG0001084	Syak.g_00337	Prao.g_00101
OG0001085	Syak.g_00354	Prao.g_00109
OG0001086	Syak.g_00356	Prao.g_00110
OG0001087	Syak.g_00691	Prao.g_00126
OG0001088	Syak.g_00694	Prao.g_00127
OG0001089	Syak.g_00722	Prao.g_00135
OG0001090	Syak.g_00806	Prao.g_00649
OG0001091	Syak.g_00804	Prao.g_00651
OG0001092	Syak.g_00801	Prao.g_00652
OG0001093	Syak.g_00794	Prao.g_00657
OG0001094	Syak.g_00428	Prao.g_00735
OG0001095	Syak.g_00448	Prao.g_00754
OG0001096	Syak.g_00623	Prao.g_00767
OG0001097	Syak.g_00598	Prao.g_00786
OG0001098	Syak.g_00578	Prao.g_00801
OG0001099	Syak.g_02175	Prao.g_00834
OG0001100	Syak.g_00365	Prao.g_00838
OG0001101	Syak.g_00367	Prao.g_00840
OG0001102	Syak.g_00370	Prao.g_00842
OG0001103	Syak.g_00372	Prao.g_00844
OG0001104	Syak.g_00410	Prao.g_00865
OG0001105	Syak.g_00414	Prao.g_00869
OG0001106	Syak.g_00518	Prao.g_00893
OG0001107	Syak.g_00505	Prao.g_00900
OG0001108	Syak.g_00497	Prao.g_00904
OG0001109	Syak.g_00495	Prao.g_00905
OG0001110	Syak.g_00493	Prao.g_00907
OG0001111	Syak.g_00491	Prao.g_00908
OG0001112	Syak.g_00489	Prao.g_00909
OG0001113	Syak.g_00406	Prao.g_00910
OG0001114	Syak.g_00488	Prao.g_00911
OG0001115	Syak.g_00484	Prao.g_00913
OG0001116	Syak.g_00482	Prao.g_00914
OG0001117	Syak.g_00481	Prao.g_00915
OG0001118	Syak.g_00480	Prao.g_00916
OG0001119	Syak.g_00478	Prao.g_00917
OG0001120	Syak.g_00474	Prao.g_00919
OG0001121	Syak.g_00114	Prao.g_01124, Prao.g_00922
OG0001123	Syak.g_00650	Prao.g_00950
OG0001124	Syak.g_00652	Prao.g_00952
OG0001125	Syak.g_00654	Prao.g_00953
OG0001126	Syak.g_00757	Prao.g_00963
OG0001127	Syak.g_00756	Prao.g_00964
OG0001128	Syak.g_00753	Prao.g_00966
OG0001129	Syak.g_00751	Prao.g_00967
OG0001130	Syak.g_00750	Prao.g_00968
OG0001131	Syak.g_00389	Prao.g_01007
OG0001132	Syak.g_00120	Prao.g_01016
OG0001133	Syak.g_00014	Prao.g_01137
OG0001134	Syak.g_00273	Prao.g_01122
OG0001136	Syak.g_00901	Prao.g_01092
OG0001137	Syak.g_00876	Prao.g_01081
OG0001138	Syak.g_00839	Prao.g_01063
OG0001139	Syak.g_00837	Prao.g_01062
OG0001140	Syak.g_00836	Prao.g_01061
OG0001141	Syak.g_00835	Prao.g_01060
OG0001142	Syak.g_00834	Prao.g_01059
OG0001143	Syak.g_00826	Prao.g_01052
OG0001144	Syak.g_00815	Prao.g_01047
OG0001145	Syak.g_00922	Prao.g_01284
OG0001146	Syak.g_00943	Prao.g_01272
OG0001147	Syak.g_01113	Prao.g_01253
OG0001148	Syak.g_02563	Prao.g_01237
OG0001149	Syak.g_02562	Prao.g_01236
OG0001150	Syak.g_02561	Prao.g_01235
OG0001151	Syak.g_02548	Prao.g_01224
OG0001153	Syak.g_01084	Prao.g_01428
OG0001154	Syak.g_01085	Prao.g_01429
OG0001155	Syak.g_02480	Prao.g_01441
OG0001156	Syak.g_02477	Prao.g_01444
OG0001157	Syak.g_02476	Prao.g_01445
OG0001158	Syak.g_02475	Prao.g_01446
OG0001159	Syak.g_02474	Prao.g_01447
OG0001160	Syak.g_02437	Prao.g_01471
OG0001161	Syak.g_01906	Prao.g_01484
OG0001162	Syak.g_00959	Prao.g_01495
OG0001163	Syak.g_02429	Prao.g_01544
OG0001164	Syak.g_02423	Prao.g_01548
OG0001165	Syak.g_02418	Prao.g_01551
OG0001166	Syak.g_02394	Prao.g_01571
OG0001167	Syak.g_02366	Prao.g_01588
OG0001168	Syak.g_02364	Prao.g_01590
OG0001169	Syak.g_02362	Prao.g_01592
OG0001170	Syak.g_02360	Prao.g_01594
OG0001171	Syak.g_02349	Prao.g_01603
OG0001172	Syak.g_01388	Prao.g_01618
OG0001173	Syak.g_01387	Prao.g_01619
OG0001174	Syak.g_01379	Prao.g_01627
OG0001175	Syak.g_01378	Prao.g_01628
OG0001176	Syak.g_01354	Prao.g_01635
OG0001177	Syak.g_01356	Prao.g_01638
OG0001178	Syak.g_02411	Prao.g_01643
OG0001179	Syak.g_01324	Prao.g_01671
OG0001181	Syak.g_01296	Prao.g_01697
OG0001182	Syak.g_01287	Prao.g_01704
OG0001183	Syak.g_01282	Prao.g_01708
OG0001184	Syak.g_01571	Prao.g_01724
OG0001185	Syak.g_01643	Prao.g_01738
