Orthogroup	Syak	Prac
OG0000595	Syak.g_00033	Prac.g_00737
OG0000596	Syak.g_00038	Prac.g_00733
OG0000597	Syak.g_00041	Prac.g_00731
OG0000598	Syak.g_00042	Prac.g_00730
OG0000599	Syak.g_00045	Prac.g_00727
OG0000600	Syak.g_00046	Prac.g_00726
OG0000601	Syak.g_00047	Prac.g_00725
OG0000602	Syak.g_00053	Prac.g_00723
OG0000603	Syak.g_00054	Prac.g_00722
OG0000604	Syak.g_00056	Prac.g_00721
OG0000605	Syak.g_00259	Prac.g_00720
OG0000606	Syak.g_00326	Prac.g_00717
OG0000607	Syak.g_00329	Prac.g_00714
OG0000608	Syak.g_00330	Prac.g_00713
OG0000609	Syak.g_00332	Prac.g_00712
OG0000610	Syak.g_00347	Prac.g_00707
OG0000611	Syak.g_00350	Prac.g_00704
OG0000612	Syak.g_00351	Prac.g_00703
OG0000613	Syak.g_01525	Prac.g_00698
OG0000614	Syak.g_00705	Prac.g_00679
OG0000615	Syak.g_00393	Prac.g_00671
OG0000616	Syak.g_01810	Prac.g_00667
OG0000617	Syak.g_00799	Prac.g_01554
OG0000618	Syak.g_00798	Prac.g_01553
OG0000619	Syak.g_00797	Prac.g_01552
OG0000620	Syak.g_00779	Prac.g_01549
OG0000621	Syak.g_00780	Prac.g_01548
OG0000622	Syak.g_00781	Prac.g_01547
OG0000623	Syak.g_00782	Prac.g_01546
OG0000624	Syak.g_00784	Prac.g_01545
OG0000625	Syak.g_00785	Prac.g_01544
OG0000626	Syak.g_00786	Prac.g_01543
OG0000627	Syak.g_00561	Prac.g_01542
OG0000628	Syak.g_00560	Prac.g_01541
OG0000629	Syak.g_00556	Prac.g_01540
OG0000630	Syak.g_00552	Prac.g_01537
OG0000631	Syak.g_00545	Prac.g_01484
OG0000632	Syak.g_00544	Prac.g_01483
OG0000633	Syak.g_00542	Prac.g_01482
OG0000634	Syak.g_00430	Prac.g_01479
OG0000635	Syak.g_00431	Prac.g_01478
OG0000636	Syak.g_00433	Prac.g_01476
OG0000637	Syak.g_00435	Prac.g_01474
OG0000638	Syak.g_00436	Prac.g_01473
OG0000639	Syak.g_00437	Prac.g_01472
OG0000640	Syak.g_00438	Prac.g_01471
OG0000641	Syak.g_00442	Prac.g_01467
OG0000642	Syak.g_00443	Prac.g_01466
OG0000643	Syak.g_00444	Prac.g_01465
OG0000644	Syak.g_00445	Prac.g_01464
OG0000645	Syak.g_00447	Prac.g_01463
OG0000646	Syak.g_00450	Prac.g_01461
OG0000647	Syak.g_00452	Prac.g_01460
OG0000648	Syak.g_00456	Prac.g_01458
OG0000649	Syak.g_00457	Prac.g_01457
OG0000650	Syak.g_00458	Prac.g_01456
OG0000651	Syak.g_00459	Prac.g_01455
OG0000652	Syak.g_00460	Prac.g_01454
OG0000653	Syak.g_00462	Prac.g_01452
OG0000654	Syak.g_00625	Prac.g_01451
OG0000655	Syak.g_00624	Prac.g_01450
OG0000656	Syak.g_00621	Prac.g_01447
OG0000657	Syak.g_00609	Prac.g_01440
OG0000658	Syak.g_00606	Prac.g_01439
OG0000659	Syak.g_00605	Prac.g_01438
OG0000660	Syak.g_00601	Prac.g_01434
OG0000661	Syak.g_00599	Prac.g_01432
OG0000662	Syak.g_00597	Prac.g_01430
OG0000663	Syak.g_00594	Prac.g_01428
OG0000664	Syak.g_00593	Prac.g_01427
OG0000665	Syak.g_00086	Prac.g_01423
OG0000666	Syak.g_00078	Prac.g_01422
OG0000667	Syak.g_00340	Prac.g_01418
OG0000668	Syak.g_00643	Prac.g_01401
OG0000669	Syak.g_00363	Prac.g_01393
OG0000670	Syak.g_00366	Prac.g_01391
OG0000671	Syak.g_00368	Prac.g_01389
OG0000672	Syak.g_00371	Prac.g_01386
OG0000673	Syak.g_00374	Prac.g_01383
OG0000674	Syak.g_00376	Prac.g_01381
OG0000675	Syak.g_00377	Prac.g_01380
OG0000676	Syak.g_00379	Prac.g_01378
OG0000677	Syak.g_00380	Prac.g_01377
OG0000678	Syak.g_00386	Prac.g_01375
OG0000679	Syak.g_00397	Prac.g_01371
OG0000680	Syak.g_00398	Prac.g_01370
OG0000681	Syak.g_00401	Prac.g_01368
OG0000682	Syak.g_00402	Prac.g_01367
OG0000683	Syak.g_00403	Prac.g_01366
OG0000684	Syak.g_00409	Prac.g_01365
OG0000685	Syak.g_00411	Prac.g_01363
OG0000686	Syak.g_00412	Prac.g_01362
OG0000687	Syak.g_00413	Prac.g_01361
OG0000688	Syak.g_00418	Prac.g_01358
OG0000689	Syak.g_00421	Prac.g_01357
OG0000690	Syak.g_00422	Prac.g_01356
OG0000691	Syak.g_00423	Prac.g_01355
OG0000692	Syak.g_00424	Prac.g_01353
OG0000693	Syak.g_00426	Prac.g_01352
OG0000694	Syak.g_00427	Prac.g_01351
OG0000695	Syak.g_00540	Prac.g_01349
OG0000696	Syak.g_00539	Prac.g_01348
OG0000697	Syak.g_00538	Prac.g_01347
OG0000698	Syak.g_00535	Prac.g_01344
OG0000699	Syak.g_00534	Prac.g_01343
OG0000700	Syak.g_00533	Prac.g_01342
OG0000701	Syak.g_00532	Prac.g_01341
OG0000702	Syak.g_00522	Prac.g_01339
OG0000703	Syak.g_00521	Prac.g_01338
OG0000704	Syak.g_00519	Prac.g_01337
OG0000705	Syak.g_00511	Prac.g_01333
OG0000706	Syak.g_00510	Prac.g_01332
OG0000707	Syak.g_00509	Prac.g_01331
OG0000708	Syak.g_00506	Prac.g_01330
OG0000709	Syak.g_00498	Prac.g_01326
OG0000710	Syak.g_00494	Prac.g_01323
OG0000711	Syak.g_00466	Prac.g_01307
OG0000712	Syak.g_00464	Prac.g_01305
OG0000713	Syak.g_00463	Prac.g_01304
OG0000714	Syak.g_00629	Prac.g_01303
OG0000715	Syak.g_00631	Prac.g_01301
OG0000716	Syak.g_00635	Prac.g_01299
OG0000717	Syak.g_00636	Prac.g_01298
OG0000718	Syak.g_00640	Prac.g_01287
OG0000719	Syak.g_00642	Prac.g_01285
OG0000720	Syak.g_00655	Prac.g_01276
OG0000721	Syak.g_00657	Prac.g_01274
OG0000722	Syak.g_00658	Prac.g_01273
OG0000723	Syak.g_00790	Prac.g_01270
OG0000724	Syak.g_00749	Prac.g_01261
OG0000725	Syak.g_00731	Prac.g_01255
OG0000726	Syak.g_00730	Prac.g_01254
OG0000727	Syak.g_00729	Prac.g_01253
OG0000728	Syak.g_00727	Prac.g_01251
OG0000729	Syak.g_01683	Prac.g_01205
OG0000730	Syak.g_01248	Prac.g_01046
OG0000731	Syak.g_01237	Prac.g_01042
OG0000732	Syak.g_01739	Prac.g_01036
OG0000733	Syak.g_01905	Prac.g_01017
OG0000734	Syak.g_02184	Prac.g_01000
OG0000735	Syak.g_00914	Prac.g_00998
OG0000736	Syak.g_00913	Prac.g_00997
OG0000737	Syak.g_00912	Prac.g_00996
OG0000738	Syak.g_00907	Prac.g_00992
OG0000739	Syak.g_00906	Prac.g_00991
OG0000740	Syak.g_00905	Prac.g_00990
OG0000741	Syak.g_00902	Prac.g_00989
OG0000742	Syak.g_00899	Prac.g_00986
OG0000743	Syak.g_00897	Prac.g_00984
OG0000744	Syak.g_00896	Prac.g_00983
OG0000745	Syak.g_00894	Prac.g_00982
OG0000746	Syak.g_00892	Prac.g_00980
OG0000747	Syak.g_00891	Prac.g_00979
OG0000748	Syak.g_00875	Prac.g_00976
OG0000749	Syak.g_00874	Prac.g_00975
OG0000750	Syak.g_00873	Prac.g_00974
OG0000751	Syak.g_00862	Prac.g_00972
OG0000752	Syak.g_00860	Prac.g_00970
OG0000753	Syak.g_00857	Prac.g_00967
OG0000754	Syak.g_00852	Prac.g_00964
OG0000755	Syak.g_00841	Prac.g_00961
OG0000756	Syak.g_00840	Prac.g_00960
OG0000757	Syak.g_00833	Prac.g_00954
OG0000758	Syak.g_00832	Prac.g_00953
OG0000759	Syak.g_00831	Prac.g_00952
OG0000760	Syak.g_00830	Prac.g_00951
OG0000761	Syak.g_00829	Prac.g_00950
OG0000762	Syak.g_00827	Prac.g_00949
OG0000763	Syak.g_00825	Prac.g_00947
OG0000764	Syak.g_00824	Prac.g_00946
OG0000765	Syak.g_00669	Prac.g_00937
OG0000766	Syak.g_00670	Prac.g_00936
OG0000767	Syak.g_00672	Prac.g_00934
OG0000768	Syak.g_00673	Prac.g_00933
OG0000769	Syak.g_00675	Prac.g_00931
OG0000770	Syak.g_00678	Prac.g_00929
OG0000771	Syak.g_00755	Prac.g_00448
OG0000772	Syak.g_02048	Prac.g_00154
OG0000773	Syak.g_00921	Prac.g_00166
OG0000774	Syak.g_00926	Prac.g_00168
OG0000775	Syak.g_00929	Prac.g_00170
OG0000776	Syak.g_00930	Prac.g_00171
OG0000777	Syak.g_00931	Prac.g_00172
OG0000778	Syak.g_00932	Prac.g_00173
OG0000779	Syak.g_00938	Prac.g_00177
OG0000780	Syak.g_00942	Prac.g_00178
OG0000781	Syak.g_00946	Prac.g_00181
OG0000782	Syak.g_00947	Prac.g_00182
OG0000783	Syak.g_00948	Prac.g_00183
OG0000784	Syak.g_00949	Prac.g_00184
OG0000785	Syak.g_00951	Prac.g_00186
OG0000786	Syak.g_00956	Prac.g_00188
OG0000787	Syak.g_00957	Prac.g_00189
OG0000788	Syak.g_00048	Prac.g_00204
OG0000789	Syak.g_00085	Prac.g_00207
OG0000790	Syak.g_02560	Prac.g_00222
OG0000791	Syak.g_02558	Prac.g_00224
OG0000792	Syak.g_02557	Prac.g_00225
OG0000793	Syak.g_02552	Prac.g_00228
OG0000794	Syak.g_02551	Prac.g_00229
OG0000795	Syak.g_02550	Prac.g_00230
OG0000796	Syak.g_02547	Prac.g_00234
OG0000797	Syak.g_02546	Prac.g_00235
OG0000798	Syak.g_01456	Prac.g_00262
OG0000799	Syak.g_00981	Prac.g_00429
OG0000800	Syak.g_00989	Prac.g_00428
OG0000801	Syak.g_00990	Prac.g_00427
OG0000802	Syak.g_00995	Prac.g_00425
OG0000803	Syak.g_01021	Prac.g_00423
OG0000804	Syak.g_01026	Prac.g_00422
OG0000805	Syak.g_01029	Prac.g_00420
OG0000806	Syak.g_01031	Prac.g_00418
OG0000807	Syak.g_01033	Prac.g_00417
OG0000808	Syak.g_01034	Prac.g_00416
OG0000809	Syak.g_01038	Prac.g_00413
OG0000810	Syak.g_01039	Prac.g_00412
OG0000811	Syak.g_01045	Prac.g_00408
OG0000812	Syak.g_01047	Prac.g_00406
OG0000813	Syak.g_01048	Prac.g_00405
OG0000814	Syak.g_01051	Prac.g_00403
OG0000815	Syak.g_01053	Prac.g_00402
OG0000816	Syak.g_01055	Prac.g_00400
OG0000817	Syak.g_01056	Prac.g_00399
OG0000818	Syak.g_01060	Prac.g_00394
OG0000819	Syak.g_01064	Prac.g_00393
OG0000820	Syak.g_01065	Prac.g_00392
OG0000821	Syak.g_01071	Prac.g_00388
OG0000822	Syak.g_01073	Prac.g_00387
OG0000823	Syak.g_01074	Prac.g_00386
OG0000824	Syak.g_01080	Prac.g_00383
OG0000825	Syak.g_01081	Prac.g_00382
OG0000826	Syak.g_01082	Prac.g_00381
OG0000827	Syak.g_01083	Prac.g_00380
OG0000828	Syak.g_01086	Prac.g_00377
OG0000829	Syak.g_01087	Prac.g_00376
OG0000830	Syak.g_01088	Prac.g_00375
OG0000831	Syak.g_01091	Prac.g_00373
OG0000832	Syak.g_02482	Prac.g_00367
OG0000833	Syak.g_02473	Prac.g_00359
OG0000834	Syak.g_02470	Prac.g_00358
OG0000835	Syak.g_02469	Prac.g_00357
OG0000836	Syak.g_02466	Prac.g_00356
OG0000837	Syak.g_02465	Prac.g_00355
OG0000838	Syak.g_02461	Prac.g_00353
OG0000839	Syak.g_02460	Prac.g_00352
OG0000840	Syak.g_02459	Prac.g_00351
OG0000841	Syak.g_02458	Prac.g_00350
OG0000842	Syak.g_02457	Prac.g_00349
OG0000843	Syak.g_02456	Prac.g_00348
OG0000844	Syak.g_02454	Prac.g_00347
OG0000845	Syak.g_02453	Prac.g_00346
OG0000846	Syak.g_02452	Prac.g_00345
OG0000847	Syak.g_02451	Prac.g_00344
OG0000848	Syak.g_02449	Prac.g_00343
OG0000849	Syak.g_02448	Prac.g_00342
OG0000850	Syak.g_02445	Prac.g_00340
OG0000851	Syak.g_02440	Prac.g_00339
OG0000852	Syak.g_02439	Prac.g_00338
OG0000853	Syak.g_02435	Prac.g_00334
OG0000854	Syak.g_02433	Prac.g_00332
OG0000855	Syak.g_02432	Prac.g_00331
OG0000856	Syak.g_00021	Prac.g_00317
OG0000857	Syak.g_00451	Prac.g_00288
OG0000858	Syak.g_02426	Prac.g_00631
OG0000859	Syak.g_02425	Prac.g_00630
OG0000860	Syak.g_02414	Prac.g_00623
OG0000861	Syak.g_02413	Prac.g_00622
OG0000862	Syak.g_02412	Prac.g_00621
OG0000863	Syak.g_02409	Prac.g_00619
OG0000864	Syak.g_02408	Prac.g_00618
OG0000865	Syak.g_02407	Prac.g_00617
OG0000866	Syak.g_02406	Prac.g_00616
OG0000867	Syak.g_02405	Prac.g_00615
OG0000868	Syak.g_02402	Prac.g_00614
OG0000869	Syak.g_02398	Prac.g_00610
OG0000870	Syak.g_02393	Prac.g_00605
OG0000871	Syak.g_02392	Prac.g_00604
OG0000872	Syak.g_02386	Prac.g_00603
OG0000873	Syak.g_02383	Prac.g_00600
OG0000874	Syak.g_02379	Prac.g_00597
OG0000875	Syak.g_02377	Prac.g_00596
OG0000876	Syak.g_02375	Prac.g_00595
OG0000877	Syak.g_02372	Prac.g_00593
OG0000878	Syak.g_02371	Prac.g_00592
OG0000879	Syak.g_02370	Prac.g_00591
OG0000880	Syak.g_02369	Prac.g_00590
OG0000881	Syak.g_02363	Prac.g_00586
OG0000882	Syak.g_02358	Prac.g_00581
OG0000883	Syak.g_02355	Prac.g_00580
OG0000884	Syak.g_02353	Prac.g_00578
OG0000885	Syak.g_02352	Prac.g_00577
OG0000886	Syak.g_02351	Prac.g_00576
OG0000887	Syak.g_02350	Prac.g_00575
OG0000888	Syak.g_02348	Prac.g_00573
OG0000889	Syak.g_02346	Prac.g_00571
OG0000890	Syak.g_02334	Prac.g_00570
OG0000891	Syak.g_02333	Prac.g_00569
OG0000892	Syak.g_02329	Prac.g_00471
OG0000893	Syak.g_01393	Prac.g_00476
OG0000894	Syak.g_01390	Prac.g_00478
OG0000895	Syak.g_01386	Prac.g_00481
OG0000896	Syak.g_01385	Prac.g_00482
OG0000897	Syak.g_01383	Prac.g_00484
OG0000898	Syak.g_01382	Prac.g_00485
OG0000899	Syak.g_01381	Prac.g_00486
OG0000900	Syak.g_01380	Prac.g_00487
OG0000901	Syak.g_01375	Prac.g_00490
OG0000902	Syak.g_01368	Prac.g_00492
OG0000903	Syak.g_01353	Prac.g_00495
OG0000904	Syak.g_01358	Prac.g_00497
OG0000905	Syak.g_01363	Prac.g_00502
OG0000906	Syak.g_01366	Prac.g_00503
OG0000907	Syak.g_01351	Prac.g_00506
OG0000908	Syak.g_01348	Prac.g_00509
OG0000909	Syak.g_01347	Prac.g_00510
OG0000910	Syak.g_01346	Prac.g_00511
OG0000911	Syak.g_01344	Prac.g_00513
OG0000912	Syak.g_01343	Prac.g_00514
OG0000913	Syak.g_01342	Prac.g_00515
OG0000914	Syak.g_01341	Prac.g_00516
OG0000915	Syak.g_01339	Prac.g_00517
OG0000916	Syak.g_01338	Prac.g_00518
OG0000917	Syak.g_01337	Prac.g_00519
OG0000918	Syak.g_01336	Prac.g_00520
OG0000919	Syak.g_01335	Prac.g_00521
OG0000920	Syak.g_01334	Prac.g_00522
OG0000921	Syak.g_01333	Prac.g_00523
OG0000922	Syak.g_01332	Prac.g_00524
OG0000923	Syak.g_01328	Prac.g_00528
OG0000924	Syak.g_01327	Prac.g_00529
OG0000925	Syak.g_01326	Prac.g_00530
OG0000926	Syak.g_01325	Prac.g_00531
OG0000927	Syak.g_01323	Prac.g_00533
OG0000928	Syak.g_01322	Prac.g_00534
OG0000929	Syak.g_01321	Prac.g_00535
OG0000930	Syak.g_01320	Prac.g_00536
OG0000931	Syak.g_01319	Prac.g_00537
OG0000932	Syak.g_01318	Prac.g_00538
OG0000933	Syak.g_01312	Prac.g_00542
OG0000934	Syak.g_01310	Prac.g_00544
OG0000935	Syak.g_01309	Prac.g_00545
OG0000936	Syak.g_01308	Prac.g_00546
OG0000937	Syak.g_01307	Prac.g_00547
OG0000938	Syak.g_01304	Prac.g_00549
OG0000939	Syak.g_01303	Prac.g_00550
OG0000940	Syak.g_01297	Prac.g_00556
OG0000941	Syak.g_01295	Prac.g_00558
OG0000942	Syak.g_01293	Prac.g_00560
OG0000943	Syak.g_01292	Prac.g_00561
OG0000944	Syak.g_01290	Prac.g_00562
OG0000945	Syak.g_01288	Prac.g_00563
OG0000946	Syak.g_01283	Prac.g_00005
OG0000947	Syak.g_01280	Prac.g_00007
OG0000948	Syak.g_01279	Prac.g_00008
OG0000949	Syak.g_01551	Prac.g_00011
OG0000950	Syak.g_01562	Prac.g_00016
OG0000951	Syak.g_01569	Prac.g_00020
OG0000952	Syak.g_01574	Prac.g_00024
OG0000953	Syak.g_01627	Prac.g_00027
OG0000954	Syak.g_01633	Prac.g_00031
OG0000955	Syak.g_01634	Prac.g_00032
OG0000956	Syak.g_01636	Prac.g_00034
OG0000957	Syak.g_01648	Prac.g_00039
OG0000958	Syak.g_01649	Prac.g_00040
OG0000959	Syak.g_01653	Prac.g_00044
OG0000960	Syak.g_01654	Prac.g_00045
OG0000961	Syak.g_01679	Prac.g_00047
OG0000962	Syak.g_01682	Prac.g_00049
OG0000963	Syak.g_01687	Prac.g_00052
OG0000964	Syak.g_01688	Prac.g_00053
OG0000965	Syak.g_01689	Prac.g_00054
OG0000966	Syak.g_01711	Prac.g_00061
OG0000967	Syak.g_01715	Prac.g_00065
OG0000968	Syak.g_01719	Prac.g_00067
OG0000969	Syak.g_01721	Prac.g_00068
OG0000970	Syak.g_01722	Prac.g_00069
OG0000971	Syak.g_01724	Prac.g_00070
OG0000972	Syak.g_01725	Prac.g_00071
OG0000973	Syak.g_01726	Prac.g_00072
OG0000974	Syak.g_01727	Prac.g_00073
OG0000975	Syak.g_01728	Prac.g_00074
OG0000976	Syak.g_01729	Prac.g_00075
OG0000977	Syak.g_01731	Prac.g_00076
OG0000978	Syak.g_01732	Prac.g_00077
OG0000979	Syak.g_01735	Prac.g_00080
OG0000980	Syak.g_01738	Prac.g_00082
OG0000981	Syak.g_01741	Prac.g_00084
OG0000982	Syak.g_01941	Prac.g_00086
OG0000983	Syak.g_01940	Prac.g_00087
OG0000984	Syak.g_01939	Prac.g_00088
OG0000985	Syak.g_01935	Prac.g_00091
OG0000986	Syak.g_01933	Prac.g_00093
OG0000987	Syak.g_01931	Prac.g_00094
OG0000988	Syak.g_01925	Prac.g_00097
OG0000989	Syak.g_01912	Prac.g_00100
OG0000990	Syak.g_01900	Prac.g_00103
OG0000991	Syak.g_01896	Prac.g_00104
OG0000992	Syak.g_01893	Prac.g_00106
OG0000993	Syak.g_01892	Prac.g_00107
OG0000994	Syak.g_01889	Prac.g_00108
OG0000995	Syak.g_01880	Prac.g_00112
OG0000996	Syak.g_01839	Prac.g_00113
OG0000997	Syak.g_01828	Prac.g_00114
OG0000998	Syak.g_01826	Prac.g_00116
OG0000999	Syak.g_01825	Prac.g_00117
OG0001000	Syak.g_01821	Prac.g_00120
OG0001001	Syak.g_01814	Prac.g_00122
OG0001002	Syak.g_01807	Prac.g_00126
OG0001003	Syak.g_01806	Prac.g_00127
OG0001004	Syak.g_01805	Prac.g_00128
OG0001005	Syak.g_01804	Prac.g_00129
OG0001006	Syak.g_01797	Prac.g_01949
OG0001007	Syak.g_01795	Prac.g_01947
OG0001008	Syak.g_01190	Prac.g_01110
OG0001009	Syak.g_01762	Prac.g_01920
OG0001010	Syak.g_01761	Prac.g_01919
OG0001011	Syak.g_01759	Prac.g_01918
OG0001012	Syak.g_01946	Prac.g_01889
OG0001013	Syak.g_01969	Prac.g_01883
OG0001014	Syak.g_01975	Prac.g_01880
OG0001015	Syak.g_01976	Prac.g_01879
OG0001016	Syak.g_02250	Prac.g_01858
OG0001017	Syak.g_02244	Prac.g_01854
OG0001018	Syak.g_02242	Prac.g_01851
OG0001019	Syak.g_02218	Prac.g_01842
OG0001020	Syak.g_02214	Prac.g_01841
OG0001021	Syak.g_02210	Prac.g_01840
OG0001022	Syak.g_02205	Prac.g_01837
OG0001023	Syak.g_02204	Prac.g_01836
OG0001024	Syak.g_02201	Prac.g_01833
OG0001025	Syak.g_02195	Prac.g_01827
OG0001026	Syak.g_02182	Prac.g_01820
OG0001027	Syak.g_02178	Prac.g_01819
OG0001028	Syak.g_02176	Prac.g_01817
OG0001029	Syak.g_02174	Prac.g_01816
OG0001030	Syak.g_02153	Prac.g_01801
OG0001031	Syak.g_02079	Prac.g_01744
OG0001032	Syak.g_02077	Prac.g_01743
OG0001033	Syak.g_02037	Prac.g_01722
OG0001034	Syak.g_02305	Prac.g_01694
OG0001035	Syak.g_01422	Prac.g_01677
OG0001036	Syak.g_01427	Prac.g_01672
OG0001037	Syak.g_01429	Prac.g_01671
OG0001038	Syak.g_01457	Prac.g_01653
OG0001039	Syak.g_01460	Prac.g_01650
OG0001040	Syak.g_01463	Prac.g_01648
OG0001041	Syak.g_01468	Prac.g_01644
OG0001042	Syak.g_01500	Prac.g_01627
OG0001043	Syak.g_01504	Prac.g_01626
OG0001044	Syak.g_01247	Prac.g_01201
OG0001045	Syak.g_01234	Prac.g_01192
OG0001046	Syak.g_00479	Prac.g_01154
OG0001047	Syak.g_01188	Prac.g_01108
OG0001048	Syak.g_01187	Prac.g_01107
OG0001049	Syak.g_01184	Prac.g_01105
OG0001050	Syak.g_01183	Prac.g_01104
OG0001051	Syak.g_01182	Prac.g_01103
OG0001052	Syak.g_01122	Prac.g_01073
OG0001053	Syak.g_02577	Prac.g_01061
OG0001054	Syak.g_02596	Prac.g_00873
OG0001055	Syak.g_02617	Prac.g_00855
OG0001056	Syak.g_02645	Prac.g_00836
OG0001057	Syak.g_00964	Prac.g_00831
OG0001058	Syak.g_02668	Prac.g_00823
OG0001060	Syak.g_02677	Prac.g_00812
OG0001061	Syak.g_02697	Prac.g_00799
OG0001062	Syak.g_02699	Prac.g_00797
OG0001063	Syak.g_02704	Prac.g_00795
OG0001064	Syak.g_02705	Prac.g_00794
OG0001065	Syak.g_02706	Prac.g_00793
OG0001066	Syak.g_02707	Prac.g_00792
OG0001067	Syak.g_02708	Prac.g_00791
OG0001068	Syak.g_02709	Prac.g_00790
OG0001069	Syak.g_02710	Prac.g_00789
OG0001070	Syak.g_02714	Prac.g_00786
OG0001071	Syak.g_02715	Prac.g_00785
OG0001072	Syak.g_02721	Prac.g_00783
OG0001073	Syak.g_02736	Prac.g_00767
OG0001074	Syak.g_00098	Prac.g_00756
OG0001075	Syak.g_02760	Prac.g_00755
OG0001076	Syak.g_00011	Prac.g_00747
OG0001077	Syak.g_00024	Prac.g_00743
OG0001078	Syak.g_00036	Prac.g_00735
OG0001079	Syak.g_00049	Prac.g_00724
OG0001080	Syak.g_00264	Prac.g_00718
OG0001081	Syak.g_00327	Prac.g_00716
OG0001082	Syak.g_00328	Prac.g_00715
OG0001083	Syak.g_00336	Prac.g_00710
OG0001084	Syak.g_00337	Prac.g_00709
OG0001085	Syak.g_00354	Prac.g_00701
OG0001086	Syak.g_00356	Prac.g_00700
OG0001087	Syak.g_00691	Prac.g_00683
OG0001088	Syak.g_00694	Prac.g_00682
OG0001089	Syak.g_00722	Prac.g_00674
OG0001090	Syak.g_00806	Prac.g_01559
OG0001091	Syak.g_00804	Prac.g_01557
OG0001092	Syak.g_00801	Prac.g_01556
OG0001093	Syak.g_00794	Prac.g_01551
OG0001094	Syak.g_00428	Prac.g_01481
OG0001095	Syak.g_00448	Prac.g_01462
OG0001096	Syak.g_00623	Prac.g_01449
OG0001097	Syak.g_00598	Prac.g_01431
OG0001098	Syak.g_00578	Prac.g_01416
OG0001099	Syak.g_02175	Prac.g_01396
OG0001100	Syak.g_00365	Prac.g_01392
OG0001101	Syak.g_00367	Prac.g_01390
OG0001102	Syak.g_00370	Prac.g_01387
OG0001103	Syak.g_00372	Prac.g_01385
OG0001104	Syak.g_00410	Prac.g_01364
OG0001105	Syak.g_00414	Prac.g_01360
OG0001106	Syak.g_00518	Prac.g_01336
OG0001107	Syak.g_00505	Prac.g_01329
OG0001108	Syak.g_00497	Prac.g_01325
OG0001109	Syak.g_00495	Prac.g_01324
OG0001110	Syak.g_00493	Prac.g_01322
OG0001111	Syak.g_00491	Prac.g_01321
OG0001112	Syak.g_00489	Prac.g_01320
OG0001113	Syak.g_00406	Prac.g_01319
OG0001114	Syak.g_00488	Prac.g_01318
OG0001115	Syak.g_00484	Prac.g_01316
OG0001116	Syak.g_00482	Prac.g_01315
OG0001117	Syak.g_00481	Prac.g_01314
OG0001118	Syak.g_00480	Prac.g_01313
OG0001119	Syak.g_00478	Prac.g_01312
OG0001120	Syak.g_00474	Prac.g_01310
OG0001121	Syak.g_00114	Prac.g_01020
OG0001123	Syak.g_00650	Prac.g_01280
OG0001124	Syak.g_00652	Prac.g_01278
OG0001125	Syak.g_00654	Prac.g_01277
OG0001126	Syak.g_00757	Prac.g_01267
OG0001127	Syak.g_00756	Prac.g_01266
OG0001128	Syak.g_00753	Prac.g_01264
OG0001129	Syak.g_00751	Prac.g_01263
OG0001130	Syak.g_00750	Prac.g_01262
OG0001131	Syak.g_00389	Prac.g_01225
OG0001132	Syak.g_00120	Prac.g_01216
OG0001133	Syak.g_00014	Prac.g_01031
OG0001134	Syak.g_00273	Prac.g_01018
OG0001136	Syak.g_00901	Prac.g_00988
OG0001137	Syak.g_00876	Prac.g_00977
OG0001138	Syak.g_00839	Prac.g_00959
OG0001139	Syak.g_00837	Prac.g_00958
OG0001140	Syak.g_00836	Prac.g_00957
OG0001141	Syak.g_00835	Prac.g_00956
OG0001142	Syak.g_00834	Prac.g_00955
OG0001143	Syak.g_00826	Prac.g_00948
OG0001144	Syak.g_00815	Prac.g_00943
OG0001145	Syak.g_00922	Prac.g_00167
OG0001146	Syak.g_00943	Prac.g_00179
OG0001147	Syak.g_01113	Prac.g_00203
OG0001148	Syak.g_02563	Prac.g_00219
OG0001149	Syak.g_02562	Prac.g_00220
OG0001150	Syak.g_02561	Prac.g_00221
OG0001151	Syak.g_02548	Prac.g_00232
OG0001153	Syak.g_01084	Prac.g_00379
OG0001154	Syak.g_01085	Prac.g_00378
OG0001155	Syak.g_02480	Prac.g_00366
OG0001156	Syak.g_02477	Prac.g_00363
OG0001157	Syak.g_02476	Prac.g_00362
OG0001158	Syak.g_02475	Prac.g_00361
OG0001159	Syak.g_02474	Prac.g_00360
OG0001160	Syak.g_02437	Prac.g_00336
OG0001161	Syak.g_01906	Prac.g_00324
OG0001162	Syak.g_00959	Prac.g_00313
OG0001163	Syak.g_02429	Prac.g_00633
OG0001164	Syak.g_02423	Prac.g_00629
OG0001165	Syak.g_02418	Prac.g_00626
OG0001166	Syak.g_02394	Prac.g_00606
OG0001167	Syak.g_02366	Prac.g_00589
OG0001168	Syak.g_02364	Prac.g_00587
OG0001169	Syak.g_02362	Prac.g_00585
OG0001170	Syak.g_02360	Prac.g_00583
OG0001171	Syak.g_02349	Prac.g_00574
OG0001172	Syak.g_01388	Prac.g_00479
OG0001173	Syak.g_01387	Prac.g_00480
OG0001174	Syak.g_01379	Prac.g_00488
OG0001175	Syak.g_01378	Prac.g_00489
OG0001176	Syak.g_01354	Prac.g_00496
OG0001177	Syak.g_01356	Prac.g_00499
OG0001178	Syak.g_02411	Prac.g_00504
OG0001179	Syak.g_01324	Prac.g_00532
OG0001181	Syak.g_01296	Prac.g_00557
