Orthogroup	Syak	Pras
OG0000591	Syak.g_00017	Pras.g_01501
OG0000592	Syak.g_00018	Pras.g_01502
OG0000593	Syak.g_00031	Pras.g_01508
OG0000594	Syak.g_00032	Pras.g_01509
OG0000595	Syak.g_00033	Pras.g_01510
OG0000596	Syak.g_00038	Pras.g_01514
OG0000597	Syak.g_00041	Pras.g_01516
OG0000598	Syak.g_00042	Pras.g_01517
OG0000599	Syak.g_00045	Pras.g_01520
OG0000600	Syak.g_00046	Pras.g_01521
OG0000601	Syak.g_00047	Pras.g_01522
OG0000602	Syak.g_00053	Pras.g_01524
OG0000603	Syak.g_00054	Pras.g_01525
OG0000604	Syak.g_00056	Pras.g_01526
OG0000605	Syak.g_00259	Pras.g_01527
OG0000606	Syak.g_00326	Pras.g_01530
OG0000607	Syak.g_00329	Pras.g_01533
OG0000608	Syak.g_00330	Pras.g_01534
OG0000609	Syak.g_00332	Pras.g_01535
OG0000610	Syak.g_00347	Pras.g_01540
OG0000611	Syak.g_00350	Pras.g_01543
OG0000612	Syak.g_00351	Pras.g_01544
OG0000613	Syak.g_01525	Pras.g_01549
OG0000614	Syak.g_00705	Pras.g_01568
OG0000615	Syak.g_00393	Pras.g_01576
OG0000616	Syak.g_01810	Pras.g_01580
OG0000617	Syak.g_00799	Pras.g_01612
OG0000618	Syak.g_00798	Pras.g_01613
OG0000619	Syak.g_00797	Pras.g_01614
OG0000620	Syak.g_00779	Pras.g_01617
OG0000621	Syak.g_00780	Pras.g_01618
OG0000622	Syak.g_00781	Pras.g_01619
OG0000623	Syak.g_00782	Pras.g_01620
OG0000624	Syak.g_00784	Pras.g_01621
OG0000625	Syak.g_00785	Pras.g_01622
OG0000626	Syak.g_00786	Pras.g_01623
OG0000627	Syak.g_00561	Pras.g_01624
OG0000628	Syak.g_00560	Pras.g_01625
OG0000629	Syak.g_00556	Pras.g_01626
OG0000630	Syak.g_00552	Pras.g_01629
OG0000631	Syak.g_00545	Pras.g_01692
OG0000632	Syak.g_00544	Pras.g_01693
OG0000633	Syak.g_00542	Pras.g_01694
OG0000634	Syak.g_00430	Pras.g_01697
OG0000635	Syak.g_00431	Pras.g_01698
OG0000636	Syak.g_00433	Pras.g_01700
OG0000637	Syak.g_00435	Pras.g_01702
OG0000638	Syak.g_00436	Pras.g_01703
OG0000639	Syak.g_00437	Pras.g_01704
OG0000640	Syak.g_00438	Pras.g_01705
OG0000641	Syak.g_00442	Pras.g_01709
OG0000642	Syak.g_00443	Pras.g_01710
OG0000643	Syak.g_00444	Pras.g_01711
OG0000644	Syak.g_00445	Pras.g_01712
OG0000645	Syak.g_00447	Pras.g_01713
OG0000646	Syak.g_00450	Pras.g_01715
OG0000647	Syak.g_00452	Pras.g_01716
OG0000648	Syak.g_00456	Pras.g_01718
OG0000649	Syak.g_00457	Pras.g_01719
OG0000650	Syak.g_00458	Pras.g_01720
OG0000651	Syak.g_00459	Pras.g_01721
OG0000652	Syak.g_00460	Pras.g_01722
OG0000653	Syak.g_00462	Pras.g_01724
OG0000654	Syak.g_00625	Pras.g_01725
OG0000655	Syak.g_00624	Pras.g_01726
OG0000656	Syak.g_00621	Pras.g_01729
OG0000657	Syak.g_00609	Pras.g_01736
OG0000658	Syak.g_00606	Pras.g_01737
OG0000659	Syak.g_00605	Pras.g_01738
OG0000660	Syak.g_00601	Pras.g_01742
OG0000661	Syak.g_00599	Pras.g_01744
OG0000662	Syak.g_00597	Pras.g_01746
OG0000663	Syak.g_00594	Pras.g_01748
OG0000664	Syak.g_00593	Pras.g_01749
OG0000665	Syak.g_00086	Pras.g_01753
OG0000666	Syak.g_00078	Pras.g_01754
OG0000667	Syak.g_00340	Pras.g_01758
OG0000668	Syak.g_00643	Pras.g_01788
OG0000669	Syak.g_00363	Pras.g_01792
OG0000670	Syak.g_00366	Pras.g_01794
OG0000671	Syak.g_00368	Pras.g_01796
OG0000672	Syak.g_00371	Pras.g_01799
OG0000673	Syak.g_00374	Pras.g_01802
OG0000674	Syak.g_00376	Pras.g_01804
OG0000675	Syak.g_00377	Pras.g_01805
OG0000676	Syak.g_00379	Pras.g_01807
OG0000677	Syak.g_00380	Pras.g_01808
OG0000678	Syak.g_00386	Pras.g_01810
OG0000679	Syak.g_00397	Pras.g_01814
OG0000680	Syak.g_00398	Pras.g_01815
OG0000681	Syak.g_00401	Pras.g_01818
OG0000682	Syak.g_00402	Pras.g_01819
OG0000683	Syak.g_00403	Pras.g_01820
OG0000684	Syak.g_00409	Pras.g_01821
OG0000685	Syak.g_00411	Pras.g_01823
OG0000686	Syak.g_00412	Pras.g_01824
OG0000687	Syak.g_00413	Pras.g_01825
OG0000688	Syak.g_00418	Pras.g_01828
OG0000689	Syak.g_00421	Pras.g_01829
OG0000690	Syak.g_00422	Pras.g_01830
OG0000691	Syak.g_00423	Pras.g_01831
OG0000692	Syak.g_00424	Pras.g_01833
OG0000693	Syak.g_00426	Pras.g_01834
OG0000694	Syak.g_00427	Pras.g_01835
OG0000695	Syak.g_00540	Pras.g_01837
OG0000696	Syak.g_00539	Pras.g_01838
OG0000697	Syak.g_00538	Pras.g_01839
OG0000698	Syak.g_00535	Pras.g_01842
OG0000699	Syak.g_00534	Pras.g_01843
OG0000700	Syak.g_00533	Pras.g_01844
OG0000701	Syak.g_00532	Pras.g_01845
OG0000702	Syak.g_00522	Pras.g_01847
OG0000703	Syak.g_00521	Pras.g_01848
OG0000704	Syak.g_00519	Pras.g_01849
OG0000705	Syak.g_00511	Pras.g_01853
OG0000706	Syak.g_00510	Pras.g_01854
OG0000707	Syak.g_00509	Pras.g_01855
OG0000708	Syak.g_00506	Pras.g_01856
OG0000709	Syak.g_00498	Pras.g_01860
OG0000710	Syak.g_00494	Pras.g_01863
OG0000711	Syak.g_00466	Pras.g_01881
OG0000712	Syak.g_00464	Pras.g_01883
OG0000713	Syak.g_00463	Pras.g_01884
OG0000714	Syak.g_00629	Pras.g_01885
OG0000715	Syak.g_00631	Pras.g_01887
OG0000716	Syak.g_00635	Pras.g_01889
OG0000717	Syak.g_00636	Pras.g_01890
OG0000718	Syak.g_00640	Pras.g_01903
OG0000719	Syak.g_00642	Pras.g_01905
OG0000720	Syak.g_00655	Pras.g_01914
OG0000721	Syak.g_00657	Pras.g_01916
OG0000722	Syak.g_00658	Pras.g_01917
OG0000723	Syak.g_00790	Pras.g_01920
OG0000724	Syak.g_00749	Pras.g_01929
OG0000725	Syak.g_00731	Pras.g_01935
OG0000726	Syak.g_00730	Pras.g_01936
OG0000727	Syak.g_00729	Pras.g_01937
OG0000728	Syak.g_00727	Pras.g_01939
OG0000729	Syak.g_01683	Pras.g_01984
OG0000730	Syak.g_01248	Pras.g_01988
OG0000731	Syak.g_01237	Pras.g_01992
OG0000732	Syak.g_01739	Pras.g_00003
OG0000733	Syak.g_01905	Pras.g_00024
OG0000734	Syak.g_02184	Pras.g_00041
OG0000735	Syak.g_00914	Pras.g_00043
OG0000736	Syak.g_00913	Pras.g_00044
OG0000737	Syak.g_00912	Pras.g_00045
OG0000738	Syak.g_00907	Pras.g_00049
OG0000739	Syak.g_00906	Pras.g_00050
OG0000740	Syak.g_00905	Pras.g_00051
OG0000741	Syak.g_00902	Pras.g_00052
OG0000742	Syak.g_00899	Pras.g_00055
OG0000743	Syak.g_00897	Pras.g_00057
OG0000744	Syak.g_00896	Pras.g_00058
OG0000745	Syak.g_00894	Pras.g_00059
OG0000746	Syak.g_00892	Pras.g_00061
OG0000747	Syak.g_00891	Pras.g_00062
OG0000748	Syak.g_00875	Pras.g_00065
OG0000749	Syak.g_00874	Pras.g_00066
OG0000750	Syak.g_00873	Pras.g_00067
OG0000751	Syak.g_00862	Pras.g_00069
OG0000752	Syak.g_00860	Pras.g_00071
OG0000753	Syak.g_00857	Pras.g_00074
OG0000754	Syak.g_00852	Pras.g_00077
OG0000755	Syak.g_00841	Pras.g_00080
OG0000756	Syak.g_00840	Pras.g_00081
OG0000757	Syak.g_00833	Pras.g_00087
OG0000758	Syak.g_00832	Pras.g_00088
OG0000759	Syak.g_00831	Pras.g_00089
OG0000760	Syak.g_00830	Pras.g_00090
OG0000761	Syak.g_00829	Pras.g_00091
OG0000762	Syak.g_00827	Pras.g_00092
OG0000763	Syak.g_00825	Pras.g_00094
OG0000764	Syak.g_00824	Pras.g_00095
OG0000765	Syak.g_00669	Pras.g_00105
OG0000766	Syak.g_00670	Pras.g_00106
OG0000767	Syak.g_00672	Pras.g_00108
OG0000768	Syak.g_00673	Pras.g_00109
OG0000769	Syak.g_00675	Pras.g_00111
OG0000770	Syak.g_00678	Pras.g_00113
OG0000771	Syak.g_00755	Pras.g_00122
OG0000772	Syak.g_02048	Pras.g_00178
OG0000773	Syak.g_00921	Pras.g_00199
OG0000774	Syak.g_00926	Pras.g_00201
OG0000775	Syak.g_00929	Pras.g_00204
OG0000776	Syak.g_00930	Pras.g_00205
OG0000777	Syak.g_00931	Pras.g_00206
OG0000778	Syak.g_00932	Pras.g_00207
OG0000779	Syak.g_00938	Pras.g_00211
OG0000780	Syak.g_00942	Pras.g_00212
OG0000781	Syak.g_00946	Pras.g_00214
OG0000782	Syak.g_00947	Pras.g_00216
OG0000783	Syak.g_00948	Pras.g_00217
OG0000784	Syak.g_00949	Pras.g_00218
OG0000785	Syak.g_00951	Pras.g_00220
OG0000786	Syak.g_00956	Pras.g_00223
OG0000787	Syak.g_00957	Pras.g_00224
OG0000788	Syak.g_00048	Pras.g_00237
OG0000789	Syak.g_00085	Pras.g_00240
OG0000790	Syak.g_02560	Pras.g_00255
OG0000791	Syak.g_02558	Pras.g_00257
OG0000792	Syak.g_02557	Pras.g_00258
OG0000793	Syak.g_02552	Pras.g_00261
OG0000794	Syak.g_02551	Pras.g_00262
OG0000795	Syak.g_02550	Pras.g_00263
OG0000796	Syak.g_02547	Pras.g_00267
OG0000797	Syak.g_02546	Pras.g_00268
OG0000798	Syak.g_01456	Pras.g_00286
OG0000799	Syak.g_00981	Pras.g_00332
OG0000800	Syak.g_00989	Pras.g_00333
OG0000801	Syak.g_00990	Pras.g_00334
OG0000802	Syak.g_00995	Pras.g_00336
OG0000803	Syak.g_01021	Pras.g_00338
OG0000804	Syak.g_01026	Pras.g_00339
OG0000805	Syak.g_01029	Pras.g_00341
OG0000806	Syak.g_01031	Pras.g_00343
OG0000807	Syak.g_01033	Pras.g_00344
OG0000808	Syak.g_01034	Pras.g_00345
OG0000809	Syak.g_01038	Pras.g_00348
OG0000810	Syak.g_01039	Pras.g_00349
OG0000811	Syak.g_01045	Pras.g_00353
OG0000812	Syak.g_01047	Pras.g_00355
OG0000813	Syak.g_01048	Pras.g_00356
OG0000814	Syak.g_01051	Pras.g_00358
OG0000815	Syak.g_01053	Pras.g_00359
OG0000816	Syak.g_01055	Pras.g_00361
OG0000817	Syak.g_01056	Pras.g_00362
OG0000818	Syak.g_01060	Pras.g_00367
OG0000819	Syak.g_01064	Pras.g_00368
OG0000820	Syak.g_01065	Pras.g_00369
OG0000821	Syak.g_01071	Pras.g_00373
OG0000822	Syak.g_01073	Pras.g_00374
OG0000823	Syak.g_01074	Pras.g_00375
OG0000824	Syak.g_01080	Pras.g_00378
OG0000825	Syak.g_01081	Pras.g_00379
OG0000826	Syak.g_01082	Pras.g_00380
OG0000827	Syak.g_01083	Pras.g_00381
OG0000828	Syak.g_01086	Pras.g_00385
OG0000829	Syak.g_01087	Pras.g_00386
OG0000830	Syak.g_01088	Pras.g_00387
OG0000831	Syak.g_01091	Pras.g_00389
OG0000832	Syak.g_02482	Pras.g_00395
OG0000833	Syak.g_02473	Pras.g_00405
OG0000834	Syak.g_02470	Pras.g_00406
OG0000835	Syak.g_02469	Pras.g_00407
OG0000836	Syak.g_02466	Pras.g_00408
OG0000837	Syak.g_02465	Pras.g_00409
OG0000838	Syak.g_02461	Pras.g_00411
OG0000839	Syak.g_02460	Pras.g_00412
OG0000840	Syak.g_02459	Pras.g_00413
OG0000841	Syak.g_02458	Pras.g_00414
OG0000842	Syak.g_02457	Pras.g_00415
OG0000843	Syak.g_02456	Pras.g_00416
OG0000844	Syak.g_02454	Pras.g_00417
OG0000845	Syak.g_02453	Pras.g_00418
OG0000846	Syak.g_02452	Pras.g_00419
OG0000847	Syak.g_02451	Pras.g_00420
OG0000848	Syak.g_02449	Pras.g_00421
OG0000849	Syak.g_02448	Pras.g_00422
OG0000850	Syak.g_02445	Pras.g_00424
OG0000851	Syak.g_02440	Pras.g_00425
OG0000852	Syak.g_02439	Pras.g_00426
OG0000853	Syak.g_02435	Pras.g_00430
OG0000854	Syak.g_02433	Pras.g_00432
OG0000855	Syak.g_02432	Pras.g_00433
OG0000856	Syak.g_00021	Pras.g_00448
OG0000857	Syak.g_00451	Pras.g_00473
OG0000858	Syak.g_02426	Pras.g_00544
OG0000859	Syak.g_02425	Pras.g_00545
OG0000860	Syak.g_02414	Pras.g_00552
OG0000861	Syak.g_02413	Pras.g_00553
OG0000862	Syak.g_02412	Pras.g_00554
OG0000863	Syak.g_02409	Pras.g_00556
OG0000864	Syak.g_02408	Pras.g_00557
OG0000865	Syak.g_02407	Pras.g_00558
OG0000866	Syak.g_02406	Pras.g_00559
OG0000867	Syak.g_02405	Pras.g_00560
OG0000868	Syak.g_02402	Pras.g_00561
OG0000869	Syak.g_02398	Pras.g_00565
OG0000870	Syak.g_02393	Pras.g_00570
OG0000871	Syak.g_02392	Pras.g_00571
OG0000872	Syak.g_02386	Pras.g_00572
OG0000873	Syak.g_02383	Pras.g_00575
OG0000874	Syak.g_02379	Pras.g_00578
OG0000875	Syak.g_02377	Pras.g_00579
OG0000876	Syak.g_02375	Pras.g_00580
OG0000877	Syak.g_02372	Pras.g_00582
OG0000878	Syak.g_02371	Pras.g_00583
OG0000879	Syak.g_02370	Pras.g_00584
OG0000880	Syak.g_02369	Pras.g_00585
OG0000881	Syak.g_02363	Pras.g_00589
OG0000882	Syak.g_02358	Pras.g_00594
OG0000883	Syak.g_02355	Pras.g_00596
OG0000884	Syak.g_02353	Pras.g_00598
OG0000885	Syak.g_02352	Pras.g_00599
OG0000886	Syak.g_02351	Pras.g_00600
OG0000887	Syak.g_02350	Pras.g_00601
OG0000888	Syak.g_02348	Pras.g_00603
OG0000889	Syak.g_02346	Pras.g_00605
OG0000890	Syak.g_02334	Pras.g_00606
OG0000891	Syak.g_02333	Pras.g_00607
OG0000892	Syak.g_02329	Pras.g_00609
OG0000893	Syak.g_01393	Pras.g_00613
OG0000894	Syak.g_01390	Pras.g_00615
OG0000895	Syak.g_01386	Pras.g_00618
OG0000896	Syak.g_01385	Pras.g_00619
OG0000897	Syak.g_01383	Pras.g_00621
OG0000898	Syak.g_01382	Pras.g_00622
OG0000899	Syak.g_01381	Pras.g_00623
OG0000900	Syak.g_01380	Pras.g_00624
OG0000901	Syak.g_01375	Pras.g_00627
OG0000902	Syak.g_01368	Pras.g_00629
OG0000903	Syak.g_01353	Pras.g_00632
OG0000904	Syak.g_01358	Pras.g_00634
OG0000905	Syak.g_01363	Pras.g_00639
OG0000906	Syak.g_01366	Pras.g_00640
OG0000907	Syak.g_01351	Pras.g_00645
OG0000908	Syak.g_01348	Pras.g_00648
OG0000909	Syak.g_01347	Pras.g_00649
OG0000910	Syak.g_01346	Pras.g_00650
OG0000911	Syak.g_01344	Pras.g_00652
OG0000912	Syak.g_01343	Pras.g_00653
OG0000913	Syak.g_01342	Pras.g_00654
OG0000914	Syak.g_01341	Pras.g_00655
OG0000915	Syak.g_01339	Pras.g_00656
OG0000916	Syak.g_01338	Pras.g_00657
OG0000917	Syak.g_01337	Pras.g_00658
OG0000918	Syak.g_01336	Pras.g_00659
OG0000919	Syak.g_01335	Pras.g_00660
OG0000920	Syak.g_01334	Pras.g_00661
OG0000921	Syak.g_01333	Pras.g_00662
OG0000922	Syak.g_01332	Pras.g_00663
OG0000923	Syak.g_01328	Pras.g_00667
OG0000924	Syak.g_01327	Pras.g_00668
OG0000925	Syak.g_01326	Pras.g_00669
OG0000926	Syak.g_01325	Pras.g_00670
OG0000927	Syak.g_01323	Pras.g_00672
OG0000928	Syak.g_01322	Pras.g_00673
OG0000929	Syak.g_01321	Pras.g_00674
OG0000930	Syak.g_01320	Pras.g_00675
OG0000931	Syak.g_01319	Pras.g_00676
OG0000932	Syak.g_01318	Pras.g_00677
OG0000933	Syak.g_01312	Pras.g_00681
OG0000934	Syak.g_01310	Pras.g_00683
OG0000935	Syak.g_01309	Pras.g_00684
OG0000936	Syak.g_01308	Pras.g_00685
OG0000937	Syak.g_01307	Pras.g_00686
OG0000938	Syak.g_01304	Pras.g_00688
OG0000939	Syak.g_01303	Pras.g_00689
OG0000940	Syak.g_01297	Pras.g_00696
OG0000941	Syak.g_01295	Pras.g_00698
OG0000942	Syak.g_01293	Pras.g_00700
OG0000943	Syak.g_01292	Pras.g_00701
OG0000944	Syak.g_01290	Pras.g_00702
OG0000945	Syak.g_01288	Pras.g_00703
OG0000946	Syak.g_01283	Pras.g_00707
OG0000947	Syak.g_01280	Pras.g_00709
OG0000948	Syak.g_01279	Pras.g_00710
OG0000949	Syak.g_01551	Pras.g_00713
OG0000950	Syak.g_01562	Pras.g_00718
OG0000951	Syak.g_01569	Pras.g_00722
OG0000952	Syak.g_01574	Pras.g_00726
OG0000953	Syak.g_01627	Pras.g_00729
OG0000954	Syak.g_01633	Pras.g_00733
OG0000955	Syak.g_01634	Pras.g_00734
OG0000956	Syak.g_01636	Pras.g_00736
OG0000957	Syak.g_01648	Pras.g_00741
OG0000958	Syak.g_01649	Pras.g_00742
OG0000959	Syak.g_01653	Pras.g_00746
OG0000960	Syak.g_01654	Pras.g_00747
OG0000961	Syak.g_01679	Pras.g_00749
OG0000962	Syak.g_01682	Pras.g_00751
OG0000963	Syak.g_01687	Pras.g_00755
OG0000964	Syak.g_01688	Pras.g_00756
OG0000965	Syak.g_01689	Pras.g_00757
OG0000966	Syak.g_01711	Pras.g_00765
OG0000967	Syak.g_01715	Pras.g_00770
OG0000968	Syak.g_01719	Pras.g_00772
OG0000969	Syak.g_01721	Pras.g_00773
OG0000970	Syak.g_01722	Pras.g_00774
OG0000971	Syak.g_01724	Pras.g_00775
OG0000972	Syak.g_01725	Pras.g_00776
OG0000973	Syak.g_01726	Pras.g_00777
OG0000974	Syak.g_01727	Pras.g_00778
OG0000975	Syak.g_01728	Pras.g_00779
OG0000976	Syak.g_01729	Pras.g_00780
OG0000977	Syak.g_01731	Pras.g_00781
OG0000978	Syak.g_01732	Pras.g_00782
OG0000979	Syak.g_01735	Pras.g_00785
OG0000980	Syak.g_01738	Pras.g_00787
OG0000981	Syak.g_01741	Pras.g_00789
OG0000982	Syak.g_01941	Pras.g_00791
OG0000983	Syak.g_01940	Pras.g_00792
OG0000984	Syak.g_01939	Pras.g_00793
OG0000985	Syak.g_01935	Pras.g_00796
OG0000986	Syak.g_01933	Pras.g_00798
OG0000987	Syak.g_01931	Pras.g_00799
OG0000988	Syak.g_01925	Pras.g_00802
OG0000989	Syak.g_01912	Pras.g_00805
OG0000990	Syak.g_01900	Pras.g_00808
OG0000991	Syak.g_01896	Pras.g_00809
OG0000992	Syak.g_01893	Pras.g_00812
OG0000993	Syak.g_01892	Pras.g_00813
OG0000994	Syak.g_01889	Pras.g_00814
OG0000995	Syak.g_01880	Pras.g_00818
OG0000996	Syak.g_01839	Pras.g_00819
OG0000997	Syak.g_01828	Pras.g_00820
OG0000998	Syak.g_01826	Pras.g_00822
OG0000999	Syak.g_01825	Pras.g_00823
OG0001000	Syak.g_01821	Pras.g_00826
OG0001001	Syak.g_01814	Pras.g_00828
OG0001002	Syak.g_01807	Pras.g_00832
OG0001003	Syak.g_01806	Pras.g_00834
OG0001004	Syak.g_01805	Pras.g_00835
OG0001005	Syak.g_01804	Pras.g_00836
OG0001006	Syak.g_01797	Pras.g_00840
OG0001007	Syak.g_01795	Pras.g_00842
OG0001008	Syak.g_01190	Pras.g_01315
OG0001009	Syak.g_01762	Pras.g_00869
OG0001010	Syak.g_01761	Pras.g_00870
OG0001011	Syak.g_01759	Pras.g_00871
OG0001012	Syak.g_01946	Pras.g_00896
OG0001013	Syak.g_01969	Pras.g_00901
OG0001014	Syak.g_01975	Pras.g_00904
OG0001015	Syak.g_01976	Pras.g_00905
OG0001016	Syak.g_02250	Pras.g_00924
OG0001017	Syak.g_02244	Pras.g_00928
OG0001018	Syak.g_02242	Pras.g_00931
OG0001019	Syak.g_02218	Pras.g_00940
OG0001020	Syak.g_02214	Pras.g_00941
OG0001021	Syak.g_02210	Pras.g_00942
OG0001022	Syak.g_02205	Pras.g_00945
OG0001023	Syak.g_02204	Pras.g_00946
OG0001024	Syak.g_02201	Pras.g_00949
OG0001025	Syak.g_02195	Pras.g_00955
OG0001026	Syak.g_02182	Pras.g_00962
OG0001027	Syak.g_02178	Pras.g_00963
OG0001028	Syak.g_02176	Pras.g_00965
OG0001029	Syak.g_02174	Pras.g_00966
OG0001030	Syak.g_02153	Pras.g_00981
OG0001031	Syak.g_02079	Pras.g_01037
OG0001032	Syak.g_02077	Pras.g_01038
OG0001033	Syak.g_02037	Pras.g_01060
OG0001034	Syak.g_02305	Pras.g_01088
OG0001035	Syak.g_01422	Pras.g_01106
OG0001036	Syak.g_01427	Pras.g_01111
OG0001037	Syak.g_01429	Pras.g_01112
OG0001038	Syak.g_01457	Pras.g_01130
OG0001039	Syak.g_01460	Pras.g_01133
OG0001040	Syak.g_01463	Pras.g_01135
OG0001041	Syak.g_01468	Pras.g_01139
OG0001042	Syak.g_01500	Pras.g_01156
OG0001043	Syak.g_01504	Pras.g_01157
OG0001044	Syak.g_01247	Pras.g_01186
OG0001045	Syak.g_01234	Pras.g_01195
OG0001046	Syak.g_00479	Pras.g_01232
OG0001047	Syak.g_01188	Pras.g_01317
OG0001048	Syak.g_01187	Pras.g_01318
OG0001049	Syak.g_01184	Pras.g_01320
OG0001050	Syak.g_01183	Pras.g_01321
OG0001051	Syak.g_01182	Pras.g_01322
OG0001052	Syak.g_01122	Pras.g_01349
OG0001053	Syak.g_02577	Pras.g_01361
OG0001054	Syak.g_02596	Pras.g_01376
OG0001055	Syak.g_02617	Pras.g_01395
OG0001056	Syak.g_02645	Pras.g_01413
OG0001057	Syak.g_00964	Pras.g_01418
OG0001058	Syak.g_02668	Pras.g_01426
OG0001060	Syak.g_02677	Pras.g_01437
OG0001061	Syak.g_02697	Pras.g_01450
OG0001062	Syak.g_02699	Pras.g_01452
OG0001063	Syak.g_02704	Pras.g_01454
OG0001064	Syak.g_02705	Pras.g_01455
OG0001065	Syak.g_02706	Pras.g_01456
OG0001066	Syak.g_02707	Pras.g_01457
OG0001067	Syak.g_02708	Pras.g_01459
OG0001068	Syak.g_02709	Pras.g_01460
OG0001069	Syak.g_02710	Pras.g_01461
OG0001070	Syak.g_02714	Pras.g_01464
OG0001071	Syak.g_02715	Pras.g_01465
OG0001072	Syak.g_02721	Pras.g_01466
OG0001073	Syak.g_02736	Pras.g_01480
OG0001074	Syak.g_00098	Pras.g_01491
OG0001075	Syak.g_02760	Pras.g_01492
OG0001076	Syak.g_00011	Pras.g_01500
OG0001077	Syak.g_00024	Pras.g_01504
OG0001078	Syak.g_00036	Pras.g_01512
OG0001079	Syak.g_00049	Pras.g_01523
OG0001080	Syak.g_00264	Pras.g_01529
OG0001081	Syak.g_00327	Pras.g_01531
OG0001082	Syak.g_00328	Pras.g_01532
OG0001083	Syak.g_00336	Pras.g_01537
OG0001084	Syak.g_00337	Pras.g_01538
OG0001085	Syak.g_00354	Pras.g_01546
OG0001086	Syak.g_00356	Pras.g_01547
OG0001087	Syak.g_00691	Pras.g_01564
OG0001088	Syak.g_00694	Pras.g_01565
OG0001089	Syak.g_00722	Pras.g_01573
OG0001090	Syak.g_00806	Pras.g_01607
OG0001091	Syak.g_00804	Pras.g_01609
OG0001092	Syak.g_00801	Pras.g_01610
OG0001093	Syak.g_00794	Pras.g_01615
OG0001094	Syak.g_00428	Pras.g_01695
OG0001095	Syak.g_00448	Pras.g_01714
OG0001096	Syak.g_00623	Pras.g_01727
OG0001097	Syak.g_00598	Pras.g_01745
OG0001098	Syak.g_00578	Pras.g_01760
OG0001099	Syak.g_02175	Pras.g_01791
OG0001100	Syak.g_00365	Pras.g_01793
OG0001101	Syak.g_00367	Pras.g_01795
OG0001102	Syak.g_00370	Pras.g_01798
OG0001103	Syak.g_00372	Pras.g_01800
OG0001104	Syak.g_00410	Pras.g_01822
OG0001105	Syak.g_00414	Pras.g_01826
OG0001106	Syak.g_00518	Pras.g_01850
OG0001107	Syak.g_00505	Pras.g_01857
OG0001108	Syak.g_00497	Pras.g_01861
OG0001109	Syak.g_00495	Pras.g_01862
OG0001110	Syak.g_00493	Pras.g_01864
OG0001111	Syak.g_00491	Pras.g_01865
OG0001112	Syak.g_00489	Pras.g_01866
OG0001113	Syak.g_00406	Pras.g_01867
OG0001114	Syak.g_00488	Pras.g_01868
OG0001115	Syak.g_00484	Pras.g_01870
OG0001116	Syak.g_00482	Pras.g_01871
OG0001117	Syak.g_00481	Pras.g_01872
OG0001118	Syak.g_00480	Pras.g_01873
OG0001119	Syak.g_00478	Pras.g_01874
OG0001120	Syak.g_00474	Pras.g_01876
OG0001121	Syak.g_00114	Pras.g_00021, Pras.g_01880
OG0001123	Syak.g_00650	Pras.g_01910
OG0001124	Syak.g_00652	Pras.g_01912
OG0001125	Syak.g_00654	Pras.g_01913
OG0001126	Syak.g_00757	Pras.g_01923
OG0001127	Syak.g_00756	Pras.g_01924
OG0001128	Syak.g_00753	Pras.g_01926
OG0001129	Syak.g_00751	Pras.g_01927
OG0001130	Syak.g_00750	Pras.g_01928
OG0001131	Syak.g_00389	Pras.g_01964
OG0001132	Syak.g_00120	Pras.g_01973
OG0001133	Syak.g_00014	Pras.g_00009
OG0001134	Syak.g_00273	Pras.g_00023
OG0001136	Syak.g_00901	Pras.g_00053
OG0001137	Syak.g_00876	Pras.g_00064
OG0001138	Syak.g_00839	Pras.g_00082
OG0001139	Syak.g_00837	Pras.g_00083
OG0001140	Syak.g_00836	Pras.g_00084
OG0001141	Syak.g_00835	Pras.g_00085
OG0001142	Syak.g_00834	Pras.g_00086
OG0001143	Syak.g_00826	Pras.g_00093
OG0001144	Syak.g_00815	Pras.g_00099
OG0001145	Syak.g_00922	Pras.g_00200
OG0001146	Syak.g_00943	Pras.g_00213
OG0001147	Syak.g_01113	Pras.g_00236
OG0001148	Syak.g_02563	Pras.g_00252
OG0001149	Syak.g_02562	Pras.g_00253
OG0001150	Syak.g_02561	Pras.g_00254
OG0001151	Syak.g_02548	Pras.g_00265
OG0001153	Syak.g_01084	Pras.g_00382
OG0001154	Syak.g_01085	Pras.g_00384
OG0001155	Syak.g_02480	Pras.g_00396, Pras.g_00397
OG0001156	Syak.g_02477	Pras.g_00400
OG0001157	Syak.g_02476	Pras.g_00401
OG0001158	Syak.g_02475	Pras.g_00402
OG0001160	Syak.g_02437	Pras.g_00428
OG0001161	Syak.g_01906	Pras.g_00441
OG0001162	Syak.g_00959	Pras.g_00452
OG0001163	Syak.g_02429	Pras.g_00542
OG0001164	Syak.g_02423	Pras.g_00546
OG0001165	Syak.g_02418	Pras.g_00549
OG0001166	Syak.g_02394	Pras.g_00569
OG0001167	Syak.g_02366	Pras.g_00586
OG0001168	Syak.g_02364	Pras.g_00588
OG0001169	Syak.g_02362	Pras.g_00590
OG0001170	Syak.g_02360	Pras.g_00592
OG0001171	Syak.g_02349	Pras.g_00602
OG0001172	Syak.g_01388	Pras.g_00616
OG0001173	Syak.g_01387	Pras.g_00617
OG0001174	Syak.g_01379	Pras.g_00625
OG0001175	Syak.g_01378	Pras.g_00626
OG0001176	Syak.g_01354	Pras.g_00633
