Orthogroup	Syak	Prbb
OG0000566	Syak.g_02683	Prbb.g_00567
OG0000567	Syak.g_02687	Prbb.g_00571
OG0000568	Syak.g_02690	Prbb.g_00572
OG0000569	Syak.g_02691	Prbb.g_00573
OG0000570	Syak.g_02692	Prbb.g_00574
OG0000571	Syak.g_02696	Prbb.g_00576
OG0000572	Syak.g_02713	Prbb.g_00587
OG0000573	Syak.g_02723	Prbb.g_00592
OG0000574	Syak.g_02724	Prbb.g_00594
OG0000575	Syak.g_02729	Prbb.g_00597
OG0000576	Syak.g_02731	Prbb.g_00599
OG0000577	Syak.g_02732	Prbb.g_00600
OG0000578	Syak.g_02733	Prbb.g_00601
OG0000579	Syak.g_02734	Prbb.g_00602
OG0000580	Syak.g_02735	Prbb.g_00603
OG0000581	Syak.g_02742	Prbb.g_00606
OG0000582	Syak.g_02748	Prbb.g_00609
OG0000583	Syak.g_02749	Prbb.g_00610
OG0000584	Syak.g_02750	Prbb.g_00611
OG0000585	Syak.g_02753	Prbb.g_00613
OG0000586	Syak.g_02754	Prbb.g_00614
OG0000587	Syak.g_02756	Prbb.g_00615
OG0000588	Syak.g_00004	Prbb.g_00619
OG0000589	Syak.g_00008	Prbb.g_00622
OG0000590	Syak.g_00009	Prbb.g_00623
OG0000591	Syak.g_00017	Prbb.g_00626
OG0000592	Syak.g_00018	Prbb.g_00627
OG0000593	Syak.g_00031	Prbb.g_00633
OG0000594	Syak.g_00032	Prbb.g_00634
OG0000595	Syak.g_00033	Prbb.g_00635
OG0000596	Syak.g_00038	Prbb.g_00639
OG0000597	Syak.g_00041	Prbb.g_00641
OG0000598	Syak.g_00042	Prbb.g_00642
OG0000599	Syak.g_00045	Prbb.g_00645
OG0000600	Syak.g_00046	Prbb.g_00646
OG0000601	Syak.g_00047	Prbb.g_00647
OG0000602	Syak.g_00053	Prbb.g_00649
OG0000603	Syak.g_00054	Prbb.g_00650
OG0000604	Syak.g_00056	Prbb.g_00651
OG0000605	Syak.g_00259	Prbb.g_00652
OG0000606	Syak.g_00326	Prbb.g_00655
OG0000607	Syak.g_00329	Prbb.g_00658
OG0000608	Syak.g_00330	Prbb.g_00659
OG0000609	Syak.g_00332	Prbb.g_00660
OG0000610	Syak.g_00347	Prbb.g_00667
OG0000611	Syak.g_00350	Prbb.g_00670
OG0000612	Syak.g_00351	Prbb.g_00671
OG0000613	Syak.g_01525	Prbb.g_00677
OG0000614	Syak.g_00705	Prbb.g_00700
OG0000615	Syak.g_00393	Prbb.g_00708
OG0000616	Syak.g_01810	Prbb.g_02176
OG0000617	Syak.g_00799	Prbb.g_00719
OG0000618	Syak.g_00798	Prbb.g_00720
OG0000619	Syak.g_00797	Prbb.g_00721
OG0000620	Syak.g_00779	Prbb.g_00724
OG0000621	Syak.g_00780	Prbb.g_00725
OG0000622	Syak.g_00781	Prbb.g_00726
OG0000623	Syak.g_00782	Prbb.g_00727
OG0000624	Syak.g_00784	Prbb.g_00729
OG0000625	Syak.g_00785	Prbb.g_00730
OG0000626	Syak.g_00786	Prbb.g_00731
OG0000627	Syak.g_00561	Prbb.g_00733
OG0000628	Syak.g_00560	Prbb.g_00734
OG0000629	Syak.g_00556	Prbb.g_00735
OG0000630	Syak.g_00552	Prbb.g_00738
OG0000631	Syak.g_00545	Prbb.g_00962
OG0000632	Syak.g_00544	Prbb.g_00963
OG0000633	Syak.g_00542	Prbb.g_00964
OG0000634	Syak.g_00430	Prbb.g_00779
OG0000635	Syak.g_00431	Prbb.g_00780
OG0000636	Syak.g_00433	Prbb.g_00782
OG0000637	Syak.g_00435	Prbb.g_00784
OG0000638	Syak.g_00436	Prbb.g_00785
OG0000639	Syak.g_00437	Prbb.g_00786
OG0000640	Syak.g_00438	Prbb.g_00787
OG0000641	Syak.g_00442	Prbb.g_00791
OG0000642	Syak.g_00443	Prbb.g_00792
OG0000643	Syak.g_00444	Prbb.g_00793
OG0000644	Syak.g_00445	Prbb.g_00794
OG0000645	Syak.g_00447	Prbb.g_00795
OG0000646	Syak.g_00450	Prbb.g_00798
OG0000647	Syak.g_00452	Prbb.g_00800
OG0000648	Syak.g_00456	Prbb.g_00802
OG0000649	Syak.g_00457	Prbb.g_00803
OG0000650	Syak.g_00458	Prbb.g_00804
OG0000651	Syak.g_00459	Prbb.g_00805
OG0000652	Syak.g_00460	Prbb.g_00806
OG0000653	Syak.g_00462	Prbb.g_00808
OG0000654	Syak.g_00625	Prbb.g_00809
OG0000655	Syak.g_00624	Prbb.g_00810
OG0000656	Syak.g_00621	Prbb.g_00813
OG0000657	Syak.g_00609	Prbb.g_00819
OG0000658	Syak.g_00606	Prbb.g_00821
OG0000659	Syak.g_00605	Prbb.g_00822
OG0000660	Syak.g_00601	Prbb.g_00827
OG0000661	Syak.g_00599	Prbb.g_00829
OG0000662	Syak.g_00597	Prbb.g_00831
OG0000663	Syak.g_00594	Prbb.g_00833
OG0000664	Syak.g_00593	Prbb.g_00834
OG0000665	Syak.g_00086	Prbb.g_00838
OG0000666	Syak.g_00078	Prbb.g_00839
OG0000667	Syak.g_00340	Prbb.g_00843
OG0000668	Syak.g_00643	Prbb.g_00914
OG0000669	Syak.g_00363	Prbb.g_00922
OG0000670	Syak.g_00366	Prbb.g_00925
OG0000671	Syak.g_00368	Prbb.g_00927
OG0000672	Syak.g_00371	Prbb.g_00930
OG0000673	Syak.g_00374	Prbb.g_00933
OG0000674	Syak.g_00376	Prbb.g_00935
OG0000675	Syak.g_00377	Prbb.g_00936
OG0000676	Syak.g_00379	Prbb.g_00938
OG0000677	Syak.g_00380	Prbb.g_00939
OG0000678	Syak.g_00386	Prbb.g_00942
OG0000679	Syak.g_00397	Prbb.g_00946
OG0000680	Syak.g_00398	Prbb.g_00947
OG0000681	Syak.g_00401	Prbb.g_00950
OG0000682	Syak.g_00402	Prbb.g_00951
OG0000683	Syak.g_00403	Prbb.g_00952
OG0000684	Syak.g_00409	Prbb.g_00762
OG0000685	Syak.g_00411	Prbb.g_00764
OG0000686	Syak.g_00412	Prbb.g_00765
OG0000687	Syak.g_00413	Prbb.g_00766
OG0000688	Syak.g_00418	Prbb.g_00769
OG0000689	Syak.g_00421	Prbb.g_00770
OG0000690	Syak.g_00422	Prbb.g_00771
OG0000691	Syak.g_00423	Prbb.g_00772
OG0000692	Syak.g_00424	Prbb.g_00774
OG0000693	Syak.g_00426	Prbb.g_00775
OG0000694	Syak.g_00427	Prbb.g_00776
OG0000695	Syak.g_00540	Prbb.g_00966
OG0000696	Syak.g_00539	Prbb.g_00967
OG0000697	Syak.g_00538	Prbb.g_00968
OG0000698	Syak.g_00535	Prbb.g_00971
OG0000699	Syak.g_00534	Prbb.g_00972
OG0000700	Syak.g_00533	Prbb.g_00973
OG0000701	Syak.g_00532	Prbb.g_00974
OG0000702	Syak.g_00522	Prbb.g_00976
OG0000703	Syak.g_00521	Prbb.g_00977
OG0000704	Syak.g_00519	Prbb.g_00978
OG0000705	Syak.g_00511	Prbb.g_00984
OG0000706	Syak.g_00510	Prbb.g_00985
OG0000707	Syak.g_00509	Prbb.g_00986
OG0000708	Syak.g_00506	Prbb.g_00988
OG0000709	Syak.g_00498	Prbb.g_00992
OG0000710	Syak.g_00494	Prbb.g_00995
OG0000711	Syak.g_00466	Prbb.g_01010
OG0000712	Syak.g_00464	Prbb.g_01012
OG0000713	Syak.g_00463	Prbb.g_01013
OG0000714	Syak.g_00629	Prbb.g_01014
OG0000715	Syak.g_00631	Prbb.g_01016
OG0000716	Syak.g_00635	Prbb.g_01017
OG0000717	Syak.g_00636	Prbb.g_01018
OG0000718	Syak.g_00640	Prbb.g_01036
OG0000719	Syak.g_00642	Prbb.g_01037
OG0000720	Syak.g_00655	Prbb.g_01048
OG0000721	Syak.g_00657	Prbb.g_01049
OG0000722	Syak.g_00658	Prbb.g_01050
OG0000723	Syak.g_00790	Prbb.g_01054
OG0000724	Syak.g_00749	Prbb.g_01065
OG0000725	Syak.g_00731	Prbb.g_00891
OG0000726	Syak.g_00730	Prbb.g_00890
OG0000727	Syak.g_00729	Prbb.g_00889
OG0000728	Syak.g_00727	Prbb.g_00887
OG0000729	Syak.g_01683	Prbb.g_02071
OG0000730	Syak.g_01248	Prbb.g_00392
OG0000731	Syak.g_01237	Prbb.g_00400
OG0000732	Syak.g_01739	Prbb.g_02121
OG0000733	Syak.g_01905	Prbb.g_01888
OG0000734	Syak.g_02184	Prbb.g_01533
OG0000735	Syak.g_00914	Prbb.g_01531
OG0000736	Syak.g_00913	Prbb.g_01530
OG0000737	Syak.g_00912	Prbb.g_01529
OG0000738	Syak.g_00907	Prbb.g_01525
OG0000739	Syak.g_00906	Prbb.g_01524
OG0000740	Syak.g_00905	Prbb.g_01523
OG0000741	Syak.g_00902	Prbb.g_01521
OG0000742	Syak.g_00899	Prbb.g_01518
OG0000743	Syak.g_00897	Prbb.g_01516
OG0000744	Syak.g_00896	Prbb.g_01515
OG0000745	Syak.g_00894	Prbb.g_01513
OG0000746	Syak.g_00892	Prbb.g_01511
OG0000747	Syak.g_00891	Prbb.g_01510
OG0000748	Syak.g_00875	Prbb.g_01506
OG0000749	Syak.g_00874	Prbb.g_01505
OG0000750	Syak.g_00873	Prbb.g_01504
OG0000751	Syak.g_00862	Prbb.g_01501
OG0000752	Syak.g_00860	Prbb.g_01499
OG0000753	Syak.g_00857	Prbb.g_01497
OG0000754	Syak.g_00852	Prbb.g_01493
OG0000755	Syak.g_00841	Prbb.g_01488
OG0000756	Syak.g_00840	Prbb.g_01487
OG0000757	Syak.g_00833	Prbb.g_01480
OG0000758	Syak.g_00832	Prbb.g_01479
OG0000759	Syak.g_00831	Prbb.g_01478
OG0000760	Syak.g_00830	Prbb.g_01477
OG0000761	Syak.g_00829	Prbb.g_01476
OG0000762	Syak.g_00827	Prbb.g_01475
OG0000763	Syak.g_00825	Prbb.g_01473
OG0000764	Syak.g_00824	Prbb.g_01472
OG0000765	Syak.g_00669	Prbb.g_01463
OG0000766	Syak.g_00670	Prbb.g_01462
OG0000767	Syak.g_00672	Prbb.g_01461
OG0000768	Syak.g_00673	Prbb.g_01460
OG0000769	Syak.g_00675	Prbb.g_01458
OG0000770	Syak.g_00678	Prbb.g_01457
OG0000771	Syak.g_00755	Prbb.g_01060
OG0000772	Syak.g_02048	Prbb.g_01291
OG0000773	Syak.g_00921	Prbb.g_01577
OG0000774	Syak.g_00926	Prbb.g_01580
OG0000775	Syak.g_00929	Prbb.g_01581
OG0000776	Syak.g_00930	Prbb.g_01582
OG0000777	Syak.g_00931	Prbb.g_01583
OG0000778	Syak.g_00932	Prbb.g_01584
OG0000779	Syak.g_00938	Prbb.g_01588
OG0000780	Syak.g_00942	Prbb.g_01589
OG0000781	Syak.g_00946	Prbb.g_01592
OG0000782	Syak.g_00947	Prbb.g_01593
OG0000783	Syak.g_00948	Prbb.g_01594
OG0000784	Syak.g_00949	Prbb.g_01595
OG0000785	Syak.g_00951	Prbb.g_01597
OG0000786	Syak.g_00956	Prbb.g_01600
OG0000787	Syak.g_00957	Prbb.g_01601
OG0000788	Syak.g_00048	Prbb.g_00746
OG0000789	Syak.g_00085	Prbb.g_01057
OG0000790	Syak.g_02560	Prbb.g_01644
OG0000791	Syak.g_02558	Prbb.g_01646
OG0000792	Syak.g_02557	Prbb.g_01647
OG0000793	Syak.g_02552	Prbb.g_01650
OG0000794	Syak.g_02551	Prbb.g_01651
OG0000795	Syak.g_02550	Prbb.g_01652
OG0000796	Syak.g_02547	Prbb.g_01656
OG0000797	Syak.g_02546	Prbb.g_01657
OG0000799	Syak.g_00981	Prbb.g_01668
OG0000800	Syak.g_00989	Prbb.g_01669
OG0000801	Syak.g_00990	Prbb.g_01670
OG0000802	Syak.g_00995	Prbb.g_01672
OG0000803	Syak.g_01021	Prbb.g_01674
OG0000804	Syak.g_01026	Prbb.g_01675
OG0000805	Syak.g_01029	Prbb.g_01677
OG0000806	Syak.g_01031	Prbb.g_01679
OG0000807	Syak.g_01033	Prbb.g_01680
OG0000808	Syak.g_01034	Prbb.g_01681
OG0000809	Syak.g_01038	Prbb.g_01684
OG0000810	Syak.g_01039	Prbb.g_01685
OG0000811	Syak.g_01045	Prbb.g_01689
OG0000812	Syak.g_01047	Prbb.g_01691
OG0000813	Syak.g_01048	Prbb.g_01692
OG0000814	Syak.g_01051	Prbb.g_01694
OG0000815	Syak.g_01053	Prbb.g_01695
OG0000816	Syak.g_01055	Prbb.g_01697
OG0000817	Syak.g_01056	Prbb.g_01698
OG0000818	Syak.g_01060	Prbb.g_01702
OG0000819	Syak.g_01064	Prbb.g_01703
OG0000820	Syak.g_01065	Prbb.g_01704
OG0000821	Syak.g_01071	Prbb.g_01707
OG0000822	Syak.g_01073	Prbb.g_01708
OG0000823	Syak.g_01074	Prbb.g_01709
OG0000824	Syak.g_01080	Prbb.g_01712
OG0000825	Syak.g_01081	Prbb.g_01713
OG0000826	Syak.g_01082	Prbb.g_01714
OG0000827	Syak.g_01083	Prbb.g_01715
OG0000828	Syak.g_01086	Prbb.g_01718
OG0000829	Syak.g_01087	Prbb.g_01719
OG0000830	Syak.g_01088	Prbb.g_01720
OG0000831	Syak.g_01091	Prbb.g_01722
OG0000832	Syak.g_02482	Prbb.g_01732
OG0000833	Syak.g_02473	Prbb.g_01740
OG0000834	Syak.g_02470	Prbb.g_01741
OG0000835	Syak.g_02469	Prbb.g_01742
OG0000836	Syak.g_02466	Prbb.g_01744
OG0000837	Syak.g_02465	Prbb.g_01745
OG0000838	Syak.g_02461	Prbb.g_01747
OG0000839	Syak.g_02460	Prbb.g_01748
OG0000840	Syak.g_02459	Prbb.g_01749
OG0000841	Syak.g_02458	Prbb.g_01750
OG0000842	Syak.g_02457	Prbb.g_01751
OG0000843	Syak.g_02456	Prbb.g_01752
OG0000844	Syak.g_02454	Prbb.g_01753
OG0000845	Syak.g_02453	Prbb.g_01754
OG0000846	Syak.g_02452	Prbb.g_01755
OG0000847	Syak.g_02451	Prbb.g_01756
OG0000848	Syak.g_02449	Prbb.g_01757
OG0000849	Syak.g_02448	Prbb.g_01758
OG0000850	Syak.g_02445	Prbb.g_01760
OG0000851	Syak.g_02440	Prbb.g_01761
OG0000852	Syak.g_02439	Prbb.g_01762
OG0000853	Syak.g_02435	Prbb.g_01767
OG0000854	Syak.g_02433	Prbb.g_01769
OG0000855	Syak.g_02432	Prbb.g_01770
OG0000856	Syak.g_00021	Prbb.g_01659
OG0000857	Syak.g_00451	Prbb.g_00799
OG0000858	Syak.g_02426	Prbb.g_01817
OG0000859	Syak.g_02425	Prbb.g_01818
OG0000860	Syak.g_02414	Prbb.g_01825
OG0000861	Syak.g_02413	Prbb.g_01826
OG0000862	Syak.g_02412	Prbb.g_01827
OG0000863	Syak.g_02409	Prbb.g_01828
OG0000864	Syak.g_02408	Prbb.g_01829
OG0000865	Syak.g_02407	Prbb.g_01830
OG0000866	Syak.g_02406	Prbb.g_01831
OG0000867	Syak.g_02405	Prbb.g_01832
OG0000868	Syak.g_02402	Prbb.g_01833
OG0000869	Syak.g_02398	Prbb.g_01836
OG0000870	Syak.g_02393	Prbb.g_01841
OG0000871	Syak.g_02392	Prbb.g_01842
OG0000872	Syak.g_02386	Prbb.g_01843
OG0000873	Syak.g_02383	Prbb.g_01846
OG0000874	Syak.g_02379	Prbb.g_01849
OG0000875	Syak.g_02377	Prbb.g_01851
OG0000876	Syak.g_02375	Prbb.g_01852
OG0000877	Syak.g_02372	Prbb.g_01854
OG0000878	Syak.g_02371	Prbb.g_01855
OG0000879	Syak.g_02370	Prbb.g_01856
OG0000880	Syak.g_02369	Prbb.g_01857
OG0000881	Syak.g_02363	Prbb.g_01860
OG0000882	Syak.g_02358	Prbb.g_01865
OG0000883	Syak.g_02355	Prbb.g_01867
OG0000884	Syak.g_02353	Prbb.g_01869
OG0000885	Syak.g_02352	Prbb.g_01870
OG0000886	Syak.g_02351	Prbb.g_01871
OG0000887	Syak.g_02350	Prbb.g_01872
OG0000888	Syak.g_02348	Prbb.g_01874
OG0000889	Syak.g_02346	Prbb.g_01876
OG0000890	Syak.g_02334	Prbb.g_01877
OG0000891	Syak.g_02333	Prbb.g_01878
OG0000892	Syak.g_02329	Prbb.g_01880
OG0000893	Syak.g_01393	Prbb.g_01922
OG0000894	Syak.g_01390	Prbb.g_01925
OG0000895	Syak.g_01386	Prbb.g_01928
OG0000896	Syak.g_01385	Prbb.g_01929
OG0000897	Syak.g_01383	Prbb.g_01931
OG0000898	Syak.g_01382	Prbb.g_01932
OG0000899	Syak.g_01381	Prbb.g_01933
OG0000900	Syak.g_01380	Prbb.g_01934
OG0000901	Syak.g_01375	Prbb.g_01937
OG0000902	Syak.g_01368	Prbb.g_01939
OG0000903	Syak.g_01353	Prbb.g_01948
OG0000904	Syak.g_01358	Prbb.g_01943
OG0000905	Syak.g_01363	Prbb.g_01941
OG0000906	Syak.g_01366	Prbb.g_01940
OG0000907	Syak.g_01351	Prbb.g_01958
OG0000908	Syak.g_01348	Prbb.g_01961
OG0000909	Syak.g_01347	Prbb.g_01962
OG0000910	Syak.g_01346	Prbb.g_01963
OG0000911	Syak.g_01344	Prbb.g_01965
OG0000912	Syak.g_01343	Prbb.g_01966
OG0000913	Syak.g_01342	Prbb.g_01967
OG0000914	Syak.g_01341	Prbb.g_01968
OG0000915	Syak.g_01339	Prbb.g_01969
OG0000916	Syak.g_01338	Prbb.g_01970
OG0000917	Syak.g_01337	Prbb.g_01971
OG0000918	Syak.g_01336	Prbb.g_01972
OG0000919	Syak.g_01335	Prbb.g_01973
OG0000920	Syak.g_01334	Prbb.g_01974
OG0000921	Syak.g_01333	Prbb.g_01975
OG0000922	Syak.g_01332	Prbb.g_01976
OG0000923	Syak.g_01328	Prbb.g_01980
OG0000924	Syak.g_01327	Prbb.g_01981
OG0000925	Syak.g_01326	Prbb.g_01982
OG0000926	Syak.g_01325	Prbb.g_01983
OG0000927	Syak.g_01323	Prbb.g_01985
OG0000928	Syak.g_01322	Prbb.g_01986
OG0000929	Syak.g_01321	Prbb.g_01987
OG0000930	Syak.g_01320	Prbb.g_01988
OG0000931	Syak.g_01319	Prbb.g_01989
OG0000932	Syak.g_01318	Prbb.g_01990
OG0000933	Syak.g_01312	Prbb.g_01994
OG0000934	Syak.g_01310	Prbb.g_01996
OG0000935	Syak.g_01309	Prbb.g_01997
OG0000936	Syak.g_01308	Prbb.g_01998
OG0000937	Syak.g_01307	Prbb.g_01999
OG0000938	Syak.g_01304	Prbb.g_02002
OG0000939	Syak.g_01303	Prbb.g_02003
OG0000940	Syak.g_01297	Prbb.g_02010
OG0000941	Syak.g_01295	Prbb.g_02012
OG0000942	Syak.g_01293	Prbb.g_02014
OG0000943	Syak.g_01292	Prbb.g_02015
OG0000944	Syak.g_01290	Prbb.g_02017
OG0000945	Syak.g_01288	Prbb.g_02018
OG0000946	Syak.g_01283	Prbb.g_02024
OG0000947	Syak.g_01280	Prbb.g_02026
OG0000948	Syak.g_01279	Prbb.g_02027
OG0000949	Syak.g_01551	Prbb.g_02030
OG0000950	Syak.g_01562	Prbb.g_02035
OG0000951	Syak.g_01569	Prbb.g_02039
OG0000952	Syak.g_01574	Prbb.g_02043
OG0000953	Syak.g_01627	Prbb.g_02047
OG0000954	Syak.g_01633	Prbb.g_02051
OG0000955	Syak.g_01634	Prbb.g_02052
OG0000956	Syak.g_01636	Prbb.g_02054
OG0000957	Syak.g_01648	Prbb.g_02059
OG0000958	Syak.g_01649	Prbb.g_02060
OG0000959	Syak.g_01653	Prbb.g_02064
OG0000960	Syak.g_01654	Prbb.g_02065
OG0000961	Syak.g_01679	Prbb.g_02068
OG0000962	Syak.g_01682	Prbb.g_02070
OG0000963	Syak.g_01687	Prbb.g_02075
OG0000964	Syak.g_01688	Prbb.g_02076
OG0000965	Syak.g_01689	Prbb.g_02077
OG0000966	Syak.g_01711	Prbb.g_02099
OG0000967	Syak.g_01715	Prbb.g_02103
OG0000968	Syak.g_01719	Prbb.g_02105
OG0000969	Syak.g_01721	Prbb.g_02106
OG0000970	Syak.g_01722	Prbb.g_02107
OG0000971	Syak.g_01724	Prbb.g_02108
OG0000972	Syak.g_01725	Prbb.g_02109
OG0000973	Syak.g_01726	Prbb.g_02110
OG0000974	Syak.g_01727	Prbb.g_02111
OG0000975	Syak.g_01728	Prbb.g_02112
OG0000976	Syak.g_01729	Prbb.g_02113
OG0000977	Syak.g_01731	Prbb.g_02114
OG0000978	Syak.g_01732	Prbb.g_02115
OG0000979	Syak.g_01735	Prbb.g_02118
OG0000980	Syak.g_01738	Prbb.g_02120
OG0000981	Syak.g_01741	Prbb.g_02123
OG0000982	Syak.g_01941	Prbb.g_02125
OG0000983	Syak.g_01940	Prbb.g_02126
OG0000984	Syak.g_01939	Prbb.g_02127
OG0000985	Syak.g_01935	Prbb.g_02130
OG0000986	Syak.g_01933	Prbb.g_02132
OG0000987	Syak.g_01931	Prbb.g_02133
OG0000988	Syak.g_01925	Prbb.g_02136
OG0000989	Syak.g_01912	Prbb.g_02140
OG0000990	Syak.g_01900	Prbb.g_02145
OG0000991	Syak.g_01896	Prbb.g_02146
OG0000992	Syak.g_01893	Prbb.g_02149
OG0000993	Syak.g_01892	Prbb.g_02150
OG0000994	Syak.g_01889	Prbb.g_02151
OG0000995	Syak.g_01880	Prbb.g_02155
OG0000996	Syak.g_01839	Prbb.g_02156
OG0000997	Syak.g_01828	Prbb.g_02164
OG0000998	Syak.g_01826	Prbb.g_02166
OG0000999	Syak.g_01825	Prbb.g_02167
OG0001000	Syak.g_01821	Prbb.g_02170
OG0001001	Syak.g_01814	Prbb.g_02173
OG0001002	Syak.g_01807	Prbb.g_02178
OG0001003	Syak.g_01806	Prbb.g_02180
OG0001004	Syak.g_01805	Prbb.g_02181
OG0001005	Syak.g_01804	Prbb.g_02182
OG0001006	Syak.g_01797	Prbb.g_02187
OG0001007	Syak.g_01795	Prbb.g_02189
OG0001008	Syak.g_01190	Prbb.g_00442
OG0001009	Syak.g_01762	Prbb.g_00028
OG0001010	Syak.g_01761	Prbb.g_00029
OG0001011	Syak.g_01759	Prbb.g_00030
OG0001012	Syak.g_01946	Prbb.g_00058
OG0001013	Syak.g_01969	Prbb.g_00063
OG0001014	Syak.g_01975	Prbb.g_00066
OG0001015	Syak.g_01976	Prbb.g_00067
OG0001016	Syak.g_02250	Prbb.g_00128
OG0001017	Syak.g_02244	Prbb.g_00132
OG0001018	Syak.g_02242	Prbb.g_00135
OG0001019	Syak.g_02218	Prbb.g_00144
OG0001020	Syak.g_02214	Prbb.g_00145
OG0001021	Syak.g_02210	Prbb.g_00146
OG0001022	Syak.g_02205	Prbb.g_00149
OG0001023	Syak.g_02204	Prbb.g_00150
OG0001024	Syak.g_02201	Prbb.g_00153
OG0001025	Syak.g_02195	Prbb.g_00160
OG0001026	Syak.g_02182	Prbb.g_00168
OG0001027	Syak.g_02178	Prbb.g_00169
OG0001028	Syak.g_02176	Prbb.g_00171
OG0001029	Syak.g_02174	Prbb.g_00173
OG0001030	Syak.g_02153	Prbb.g_00189
OG0001031	Syak.g_02079	Prbb.g_00243
OG0001032	Syak.g_02077	Prbb.g_00244
OG0001033	Syak.g_02037	Prbb.g_00264
OG0001034	Syak.g_02305	Prbb.g_00293
OG0001035	Syak.g_01422	Prbb.g_00310
OG0001036	Syak.g_01427	Prbb.g_00314
OG0001037	Syak.g_01429	Prbb.g_00315
OG0001038	Syak.g_01457	Prbb.g_00331
OG0001040	Syak.g_01463	Prbb.g_00335
OG0001041	Syak.g_01468	Prbb.g_00339
OG0001042	Syak.g_01500	Prbb.g_00355
OG0001043	Syak.g_01504	Prbb.g_00356
OG0001044	Syak.g_01247	Prbb.g_00393
OG0001045	Syak.g_01234	Prbb.g_00402
OG0001046	Syak.g_00479	Prbb.g_01124
OG0001047	Syak.g_01188	Prbb.g_00444
OG0001048	Syak.g_01187	Prbb.g_00445
OG0001049	Syak.g_01184	Prbb.g_00447
OG0001050	Syak.g_01183	Prbb.g_00448
OG0001051	Syak.g_01182	Prbb.g_00449
OG0001052	Syak.g_01122	Prbb.g_00475
OG0001053	Syak.g_02577	Prbb.g_00488
OG0001054	Syak.g_02596	Prbb.g_00502
OG0001055	Syak.g_02617	Prbb.g_00521
OG0001056	Syak.g_02645	Prbb.g_00539
OG0001057	Syak.g_00964	Prbb.g_00544
OG0001058	Syak.g_02668	Prbb.g_00553
OG0001060	Syak.g_02677	Prbb.g_00564
OG0001061	Syak.g_02697	Prbb.g_00577
OG0001062	Syak.g_02699	Prbb.g_00579
OG0001063	Syak.g_02704	Prbb.g_00580
OG0001064	Syak.g_02705	Prbb.g_00581
OG0001065	Syak.g_02706	Prbb.g_00582
OG0001066	Syak.g_02707	Prbb.g_00583
OG0001067	Syak.g_02708	Prbb.g_00584
OG0001068	Syak.g_02709	Prbb.g_00585
OG0001069	Syak.g_02710	Prbb.g_00586
OG0001070	Syak.g_02714	Prbb.g_00588
OG0001071	Syak.g_02715	Prbb.g_00589
OG0001072	Syak.g_02721	Prbb.g_00590
OG0001073	Syak.g_02736	Prbb.g_00604
OG0001074	Syak.g_00098	Prbb.g_00616
OG0001075	Syak.g_02760	Prbb.g_00617
OG0001076	Syak.g_00011	Prbb.g_00624
OG0001077	Syak.g_00024	Prbb.g_00629
OG0001078	Syak.g_00036	Prbb.g_00637
OG0001079	Syak.g_00049	Prbb.g_00648
OG0001080	Syak.g_00264	Prbb.g_00654
OG0001081	Syak.g_00327	Prbb.g_00656
OG0001082	Syak.g_00328	Prbb.g_00657
OG0001083	Syak.g_00336	Prbb.g_00662
OG0001084	Syak.g_00337	Prbb.g_00664
OG0001085	Syak.g_00354	Prbb.g_00674
OG0001086	Syak.g_00356	Prbb.g_00675
OG0001087	Syak.g_00691	Prbb.g_00694
OG0001088	Syak.g_00694	Prbb.g_00695
OG0001089	Syak.g_00722	Prbb.g_00705
OG0001090	Syak.g_00806	Prbb.g_00714
OG0001091	Syak.g_00804	Prbb.g_00716
OG0001092	Syak.g_00801	Prbb.g_00717
OG0001093	Syak.g_00794	Prbb.g_00722
OG0001094	Syak.g_00428	Prbb.g_00777
OG0001095	Syak.g_00448	Prbb.g_00796
OG0001096	Syak.g_00623	Prbb.g_00811
OG0001097	Syak.g_00598	Prbb.g_00830
OG0001098	Syak.g_00578	Prbb.g_00847
OG0001099	Syak.g_02175	Prbb.g_00917
OG0001100	Syak.g_00365	Prbb.g_00924
OG0001101	Syak.g_00367	Prbb.g_00926
OG0001102	Syak.g_00370	Prbb.g_00929
OG0001103	Syak.g_00372	Prbb.g_00931
OG0001104	Syak.g_00410	Prbb.g_00763
OG0001105	Syak.g_00414	Prbb.g_00767
OG0001106	Syak.g_00518	Prbb.g_00979
OG0001107	Syak.g_00505	Prbb.g_00989
OG0001108	Syak.g_00497	Prbb.g_00993
OG0001109	Syak.g_00495	Prbb.g_00994
OG0001110	Syak.g_00493	Prbb.g_00996
OG0001111	Syak.g_00491	Prbb.g_00997
OG0001112	Syak.g_00489	Prbb.g_00998
OG0001113	Syak.g_00406	Prbb.g_00999
OG0001114	Syak.g_00488	Prbb.g_01000
OG0001115	Syak.g_00484	Prbb.g_01002
OG0001116	Syak.g_00482	Prbb.g_01003
OG0001117	Syak.g_00481	Prbb.g_01004
OG0001118	Syak.g_00480	Prbb.g_01005
OG0001119	Syak.g_00478	Prbb.g_01006
OG0001120	Syak.g_00474	Prbb.g_01007
OG0001121	Syak.g_00114	Prbb.g_01627
OG0001123	Syak.g_00650	Prbb.g_01043
OG0001124	Syak.g_00652	Prbb.g_01045
OG0001125	Syak.g_00654	Prbb.g_01047
OG0001126	Syak.g_00757	Prbb.g_01058
OG0001127	Syak.g_00756	Prbb.g_01059
OG0001128	Syak.g_00753	Prbb.g_01062
