Orthogroup	Syak	Praz
OG0000593	Syak.g_00031	Praz.g_01698
OG0000594	Syak.g_00032	Praz.g_01697
OG0000595	Syak.g_00033	Praz.g_01696
OG0000596	Syak.g_00038	Praz.g_01692
OG0000597	Syak.g_00041	Praz.g_01690
OG0000598	Syak.g_00042	Praz.g_01689
OG0000599	Syak.g_00045	Praz.g_01686
OG0000600	Syak.g_00046	Praz.g_01685
OG0000601	Syak.g_00047	Praz.g_01684
OG0000602	Syak.g_00053	Praz.g_01682
OG0000603	Syak.g_00054	Praz.g_01681
OG0000604	Syak.g_00056	Praz.g_01680
OG0000605	Syak.g_00259	Praz.g_01679
OG0000606	Syak.g_00326	Praz.g_01676
OG0000607	Syak.g_00329	Praz.g_01673
OG0000608	Syak.g_00330	Praz.g_01672
OG0000609	Syak.g_00332	Praz.g_01671
OG0000610	Syak.g_00347	Praz.g_01666
OG0000611	Syak.g_00350	Praz.g_01663
OG0000612	Syak.g_00351	Praz.g_01662
OG0000613	Syak.g_01525	Praz.g_01657
OG0000614	Syak.g_00705	Praz.g_01638
OG0000615	Syak.g_00393	Praz.g_01630
OG0000616	Syak.g_01810	Praz.g_01626
OG0000617	Syak.g_00799	Praz.g_01601
OG0000618	Syak.g_00798	Praz.g_01600
OG0000619	Syak.g_00797	Praz.g_01599
OG0000620	Syak.g_00779	Praz.g_01596
OG0000621	Syak.g_00780	Praz.g_01595
OG0000622	Syak.g_00781	Praz.g_01594
OG0000623	Syak.g_00782	Praz.g_01593
OG0000624	Syak.g_00784	Praz.g_01592
OG0000625	Syak.g_00785	Praz.g_01591
OG0000626	Syak.g_00786	Praz.g_01590
OG0000627	Syak.g_00561	Praz.g_01589
OG0000628	Syak.g_00560	Praz.g_01588
OG0000629	Syak.g_00556	Praz.g_01587
OG0000630	Syak.g_00552	Praz.g_01584
OG0000631	Syak.g_00545	Praz.g_01521
OG0000632	Syak.g_00544	Praz.g_01520
OG0000633	Syak.g_00542	Praz.g_01519
OG0000634	Syak.g_00430	Praz.g_01516
OG0000635	Syak.g_00431	Praz.g_01515
OG0000636	Syak.g_00433	Praz.g_01513
OG0000637	Syak.g_00435	Praz.g_01511
OG0000638	Syak.g_00436	Praz.g_01510
OG0000639	Syak.g_00437	Praz.g_01509
OG0000640	Syak.g_00438	Praz.g_01508
OG0000641	Syak.g_00442	Praz.g_01504
OG0000642	Syak.g_00443	Praz.g_01503
OG0000643	Syak.g_00444	Praz.g_01502
OG0000644	Syak.g_00445	Praz.g_01501
OG0000645	Syak.g_00447	Praz.g_01500
OG0000646	Syak.g_00450	Praz.g_01498
OG0000647	Syak.g_00452	Praz.g_01497
OG0000648	Syak.g_00456	Praz.g_01495
OG0000649	Syak.g_00457	Praz.g_01494
OG0000650	Syak.g_00458	Praz.g_01493
OG0000651	Syak.g_00459	Praz.g_01492
OG0000652	Syak.g_00460	Praz.g_01491
OG0000653	Syak.g_00462	Praz.g_01489
OG0000654	Syak.g_00625	Praz.g_01488
OG0000655	Syak.g_00624	Praz.g_01487
OG0000656	Syak.g_00621	Praz.g_01484
OG0000657	Syak.g_00609	Praz.g_01476
OG0000658	Syak.g_00606	Praz.g_01475
OG0000659	Syak.g_00605	Praz.g_01474
OG0000660	Syak.g_00601	Praz.g_01470
OG0000661	Syak.g_00599	Praz.g_01468
OG0000662	Syak.g_00597	Praz.g_01466
OG0000663	Syak.g_00594	Praz.g_01464
OG0000664	Syak.g_00593	Praz.g_01463
OG0000665	Syak.g_00086	Praz.g_01459
OG0000666	Syak.g_00078	Praz.g_01458
OG0000667	Syak.g_00340	Praz.g_01454
OG0000668	Syak.g_00643	Praz.g_01424
OG0000669	Syak.g_00363	Praz.g_01417
OG0000670	Syak.g_00366	Praz.g_01415
OG0000671	Syak.g_00368	Praz.g_01413
OG0000672	Syak.g_00371	Praz.g_01410
OG0000673	Syak.g_00374	Praz.g_01407
OG0000674	Syak.g_00376	Praz.g_01405
OG0000675	Syak.g_00377	Praz.g_01404
OG0000676	Syak.g_00379	Praz.g_01402
OG0000677	Syak.g_00380	Praz.g_01401
OG0000678	Syak.g_00386	Praz.g_01399
OG0000679	Syak.g_00397	Praz.g_01395
OG0000680	Syak.g_00398	Praz.g_01394
OG0000681	Syak.g_00401	Praz.g_01392
OG0000682	Syak.g_00402	Praz.g_01391
OG0000683	Syak.g_00403	Praz.g_01390
OG0000684	Syak.g_00409	Praz.g_01388
OG0000685	Syak.g_00411	Praz.g_01386
OG0000686	Syak.g_00412	Praz.g_01385
OG0000687	Syak.g_00413	Praz.g_01384
OG0000688	Syak.g_00418	Praz.g_01381
OG0000689	Syak.g_00421	Praz.g_01380
OG0000690	Syak.g_00422	Praz.g_01379
OG0000691	Syak.g_00423	Praz.g_01378
OG0000692	Syak.g_00424	Praz.g_01376
OG0000693	Syak.g_00426	Praz.g_01375
OG0000694	Syak.g_00427	Praz.g_01374
OG0000695	Syak.g_00540	Praz.g_01372
OG0000696	Syak.g_00539	Praz.g_01371
OG0000697	Syak.g_00538	Praz.g_01370
OG0000698	Syak.g_00535	Praz.g_01367
OG0000699	Syak.g_00534	Praz.g_01366
OG0000700	Syak.g_00533	Praz.g_01365
OG0000701	Syak.g_00532	Praz.g_01364
OG0000702	Syak.g_00522	Praz.g_01362
OG0000703	Syak.g_00521	Praz.g_01361
OG0000704	Syak.g_00519	Praz.g_01360
OG0000705	Syak.g_00511	Praz.g_01356
OG0000706	Syak.g_00510	Praz.g_01355
OG0000707	Syak.g_00509	Praz.g_01354
OG0000708	Syak.g_00506	Praz.g_01353
OG0000709	Syak.g_00498	Praz.g_01349
OG0000710	Syak.g_00494	Praz.g_01346
OG0000711	Syak.g_00466	Praz.g_01329
OG0000712	Syak.g_00464	Praz.g_01327
OG0000713	Syak.g_00463	Praz.g_01326
OG0000714	Syak.g_00629	Praz.g_01325
OG0000715	Syak.g_00631	Praz.g_01323
OG0000716	Syak.g_00635	Praz.g_01321
OG0000717	Syak.g_00636	Praz.g_01320
OG0000718	Syak.g_00640	Praz.g_01308
OG0000719	Syak.g_00642	Praz.g_01306
OG0000720	Syak.g_00655	Praz.g_01297
OG0000721	Syak.g_00657	Praz.g_01294
OG0000722	Syak.g_00658	Praz.g_01293
OG0000723	Syak.g_00790	Praz.g_01290
OG0000724	Syak.g_00749	Praz.g_01281
OG0000725	Syak.g_00731	Praz.g_00067
OG0000726	Syak.g_00730	Praz.g_00068
OG0000727	Syak.g_00729	Praz.g_00069
OG0000728	Syak.g_00727	Praz.g_00071
OG0000729	Syak.g_01683	Praz.g_00116
OG0000730	Syak.g_01248	Praz.g_00060
OG0000731	Syak.g_01237	Praz.g_00056
OG0000732	Syak.g_01739	Praz.g_00046
OG0000733	Syak.g_01905	Praz.g_00024
OG0000734	Syak.g_02184	Praz.g_00007
OG0000735	Syak.g_00914	Praz.g_00005
OG0000736	Syak.g_00913	Praz.g_00004
OG0000737	Syak.g_00912	Praz.g_00003
OG0000738	Syak.g_00907	Praz.g_00762
OG0000739	Syak.g_00906	Praz.g_00761
OG0000740	Syak.g_00905	Praz.g_00760
OG0000741	Syak.g_00902	Praz.g_00759
OG0000742	Syak.g_00899	Praz.g_00756
OG0000743	Syak.g_00897	Praz.g_00754
OG0000744	Syak.g_00896	Praz.g_00753
OG0000745	Syak.g_00894	Praz.g_00751
OG0000746	Syak.g_00892	Praz.g_00749
OG0000747	Syak.g_00891	Praz.g_00748
OG0000748	Syak.g_00875	Praz.g_00745
OG0000749	Syak.g_00874	Praz.g_00744
OG0000750	Syak.g_00873	Praz.g_00743
OG0000751	Syak.g_00862	Praz.g_00741
OG0000752	Syak.g_00860	Praz.g_00739
OG0000753	Syak.g_00857	Praz.g_00736
OG0000754	Syak.g_00852	Praz.g_00733
OG0000755	Syak.g_00841	Praz.g_00730
OG0000756	Syak.g_00840	Praz.g_00729
OG0000757	Syak.g_00833	Praz.g_00723
OG0000758	Syak.g_00832	Praz.g_00722
OG0000759	Syak.g_00831	Praz.g_00721
OG0000760	Syak.g_00830	Praz.g_00720
OG0000761	Syak.g_00829	Praz.g_00719
OG0000762	Syak.g_00827	Praz.g_00718
OG0000763	Syak.g_00825	Praz.g_00716
OG0000764	Syak.g_00824	Praz.g_00715
OG0000765	Syak.g_00669	Praz.g_00706
OG0000766	Syak.g_00670	Praz.g_00705
OG0000767	Syak.g_00672	Praz.g_00703
OG0000768	Syak.g_00673	Praz.g_00702
OG0000769	Syak.g_00675	Praz.g_00700
OG0000770	Syak.g_00678	Praz.g_00698
OG0000771	Syak.g_00755	Praz.g_01936
OG0000772	Syak.g_02048	Praz.g_01205
OG0000773	Syak.g_00921	Praz.g_01189
OG0000774	Syak.g_00926	Praz.g_01187
OG0000775	Syak.g_00929	Praz.g_01185
OG0000776	Syak.g_00930	Praz.g_01184
OG0000777	Syak.g_00931	Praz.g_01183
OG0000778	Syak.g_00932	Praz.g_01182
OG0000779	Syak.g_00938	Praz.g_01178
OG0000780	Syak.g_00942	Praz.g_01177
OG0000781	Syak.g_00946	Praz.g_01174
OG0000782	Syak.g_00947	Praz.g_01173
OG0000783	Syak.g_00948	Praz.g_01172
OG0000784	Syak.g_00949	Praz.g_01171
OG0000785	Syak.g_00951	Praz.g_01169
OG0000786	Syak.g_00956	Praz.g_01167
OG0000787	Syak.g_00957	Praz.g_01166
OG0000788	Syak.g_00048	Praz.g_01152
OG0000789	Syak.g_00085	Praz.g_01149
OG0000790	Syak.g_02560	Praz.g_01134
OG0000791	Syak.g_02558	Praz.g_01132
OG0000792	Syak.g_02557	Praz.g_01131
OG0000793	Syak.g_02552	Praz.g_01128
OG0000794	Syak.g_02551	Praz.g_01127
OG0000795	Syak.g_02550	Praz.g_01126
OG0000796	Syak.g_02547	Praz.g_01122
OG0000797	Syak.g_02546	Praz.g_01121
OG0000799	Syak.g_00981	Praz.g_01059
OG0000800	Syak.g_00989	Praz.g_01058
OG0000801	Syak.g_00990	Praz.g_01057
OG0000802	Syak.g_00995	Praz.g_01055
OG0000803	Syak.g_01021	Praz.g_01053
OG0000804	Syak.g_01026	Praz.g_01052
OG0000805	Syak.g_01029	Praz.g_01050
OG0000806	Syak.g_01031	Praz.g_01048
OG0000807	Syak.g_01033	Praz.g_01047
OG0000808	Syak.g_01034	Praz.g_01046
OG0000809	Syak.g_01038	Praz.g_01043
OG0000810	Syak.g_01039	Praz.g_01042
OG0000811	Syak.g_01045	Praz.g_01038
OG0000812	Syak.g_01047	Praz.g_01036
OG0000813	Syak.g_01048	Praz.g_01035
OG0000814	Syak.g_01051	Praz.g_01033
OG0000815	Syak.g_01053	Praz.g_01032
OG0000816	Syak.g_01055	Praz.g_01030
OG0000817	Syak.g_01056	Praz.g_01029
OG0000818	Syak.g_01060	Praz.g_01024
OG0000819	Syak.g_01064	Praz.g_01023
OG0000820	Syak.g_01065	Praz.g_01022
OG0000821	Syak.g_01071	Praz.g_01018
OG0000822	Syak.g_01073	Praz.g_01017
OG0000823	Syak.g_01074	Praz.g_01016
OG0000824	Syak.g_01080	Praz.g_01013
OG0000825	Syak.g_01081	Praz.g_01012
OG0000826	Syak.g_01082	Praz.g_01011
OG0000827	Syak.g_01083	Praz.g_01010
OG0000828	Syak.g_01086	Praz.g_01007
OG0000829	Syak.g_01087	Praz.g_01006
OG0000830	Syak.g_01088	Praz.g_01005
OG0000831	Syak.g_01091	Praz.g_01003
OG0000832	Syak.g_02482	Praz.g_00997
OG0000833	Syak.g_02473	Praz.g_00989
OG0000834	Syak.g_02470	Praz.g_00988
OG0000835	Syak.g_02469	Praz.g_00987
OG0000836	Syak.g_02466	Praz.g_00986
OG0000837	Syak.g_02465	Praz.g_00985
OG0000838	Syak.g_02461	Praz.g_00983
OG0000839	Syak.g_02460	Praz.g_00982
OG0000840	Syak.g_02459	Praz.g_00981
OG0000841	Syak.g_02458	Praz.g_00980
OG0000842	Syak.g_02457	Praz.g_00979
OG0000843	Syak.g_02456	Praz.g_00978
OG0000844	Syak.g_02454	Praz.g_00977
OG0000845	Syak.g_02453	Praz.g_00976
OG0000846	Syak.g_02452	Praz.g_00975
OG0000847	Syak.g_02451	Praz.g_00974
OG0000848	Syak.g_02449	Praz.g_00973
OG0000849	Syak.g_02448	Praz.g_00972
OG0000850	Syak.g_02445	Praz.g_00970
OG0000851	Syak.g_02440	Praz.g_00969
OG0000852	Syak.g_02439	Praz.g_00968
OG0000853	Syak.g_02435	Praz.g_00964
OG0000854	Syak.g_02433	Praz.g_00962
OG0000855	Syak.g_02432	Praz.g_00961
OG0000856	Syak.g_00021	Praz.g_00946
OG0000857	Syak.g_00451	Praz.g_00918
OG0000858	Syak.g_02426	Praz.g_00883
OG0000859	Syak.g_02425	Praz.g_00882
OG0000860	Syak.g_02414	Praz.g_00875
OG0000861	Syak.g_02413	Praz.g_00874
OG0000862	Syak.g_02412	Praz.g_00873
OG0000863	Syak.g_02409	Praz.g_00871
OG0000864	Syak.g_02408	Praz.g_00870
OG0000865	Syak.g_02407	Praz.g_00869
OG0000866	Syak.g_02406	Praz.g_00868
OG0000867	Syak.g_02405	Praz.g_00867
OG0000868	Syak.g_02402	Praz.g_00866
OG0000869	Syak.g_02398	Praz.g_00862
OG0000870	Syak.g_02393	Praz.g_00857
OG0000871	Syak.g_02392	Praz.g_00856
OG0000872	Syak.g_02386	Praz.g_00855
OG0000873	Syak.g_02383	Praz.g_00852
OG0000874	Syak.g_02379	Praz.g_00849
OG0000875	Syak.g_02377	Praz.g_00848
OG0000876	Syak.g_02375	Praz.g_00847
OG0000877	Syak.g_02372	Praz.g_00845
OG0000878	Syak.g_02371	Praz.g_00844
OG0000879	Syak.g_02370	Praz.g_00843
OG0000880	Syak.g_02369	Praz.g_00842
OG0000881	Syak.g_02363	Praz.g_00838
OG0000882	Syak.g_02358	Praz.g_00833
OG0000883	Syak.g_02355	Praz.g_00831
OG0000884	Syak.g_02353	Praz.g_00830
OG0000885	Syak.g_02352	Praz.g_00829
OG0000886	Syak.g_02351	Praz.g_00828
OG0000887	Syak.g_02350	Praz.g_00827
OG0000888	Syak.g_02348	Praz.g_00825
OG0000889	Syak.g_02346	Praz.g_00823
OG0000890	Syak.g_02334	Praz.g_00822
OG0000891	Syak.g_02333	Praz.g_00821
OG0000892	Syak.g_02329	Praz.g_00340
OG0000893	Syak.g_01393	Praz.g_00335
OG0000894	Syak.g_01390	Praz.g_00333
OG0000895	Syak.g_01386	Praz.g_00330
OG0000896	Syak.g_01385	Praz.g_00329
OG0000897	Syak.g_01383	Praz.g_00327
OG0000898	Syak.g_01382	Praz.g_00326
OG0000899	Syak.g_01381	Praz.g_00325
OG0000900	Syak.g_01380	Praz.g_00324
OG0000901	Syak.g_01375	Praz.g_00321
OG0000902	Syak.g_01368	Praz.g_00319
OG0000903	Syak.g_01353	Praz.g_00316
OG0000904	Syak.g_01358	Praz.g_00314
OG0000905	Syak.g_01363	Praz.g_00309
OG0000906	Syak.g_01366	Praz.g_00308
OG0000907	Syak.g_01351	Praz.g_00305
OG0000908	Syak.g_01348	Praz.g_00302
OG0000909	Syak.g_01347	Praz.g_00301
OG0000910	Syak.g_01346	Praz.g_00300
OG0000911	Syak.g_01344	Praz.g_00298
OG0000912	Syak.g_01343	Praz.g_00297
OG0000913	Syak.g_01342	Praz.g_00296
OG0000914	Syak.g_01341	Praz.g_00295
OG0000915	Syak.g_01339	Praz.g_00294
OG0000916	Syak.g_01338	Praz.g_00293
OG0000917	Syak.g_01337	Praz.g_00292
OG0000918	Syak.g_01336	Praz.g_00291
OG0000919	Syak.g_01335	Praz.g_00290
OG0000920	Syak.g_01334	Praz.g_00289
OG0000921	Syak.g_01333	Praz.g_00288
OG0000922	Syak.g_01332	Praz.g_00287
OG0000923	Syak.g_01328	Praz.g_00283
OG0000924	Syak.g_01327	Praz.g_00282
OG0000925	Syak.g_01326	Praz.g_00281
OG0000926	Syak.g_01325	Praz.g_00280
OG0000927	Syak.g_01323	Praz.g_00278
OG0000928	Syak.g_01322	Praz.g_00277
OG0000929	Syak.g_01321	Praz.g_00276
OG0000930	Syak.g_01320	Praz.g_00275
OG0000931	Syak.g_01319	Praz.g_00274
OG0000932	Syak.g_01318	Praz.g_00273
OG0000933	Syak.g_01312	Praz.g_00269
OG0000934	Syak.g_01310	Praz.g_00267
OG0000935	Syak.g_01309	Praz.g_00266
OG0000936	Syak.g_01308	Praz.g_00265
OG0000937	Syak.g_01307	Praz.g_00264
OG0000938	Syak.g_01304	Praz.g_00262
OG0000939	Syak.g_01303	Praz.g_00261
OG0000940	Syak.g_01297	Praz.g_00254
OG0000941	Syak.g_01295	Praz.g_00252
OG0000942	Syak.g_01293	Praz.g_00250
OG0000943	Syak.g_01292	Praz.g_00249
OG0000944	Syak.g_01290	Praz.g_00248
OG0000945	Syak.g_01288	Praz.g_00247
OG0000946	Syak.g_01283	Praz.g_00242
OG0000947	Syak.g_01280	Praz.g_00240
OG0000948	Syak.g_01279	Praz.g_00239
OG0000949	Syak.g_01551	Praz.g_00236
OG0000950	Syak.g_01562	Praz.g_00231
OG0000951	Syak.g_01569	Praz.g_00227
OG0000952	Syak.g_01574	Praz.g_00223
OG0000953	Syak.g_01627	Praz.g_00220
OG0000954	Syak.g_01633	Praz.g_00216
OG0000955	Syak.g_01634	Praz.g_00215
OG0000956	Syak.g_01636	Praz.g_00213
OG0000957	Syak.g_01648	Praz.g_00207
OG0000958	Syak.g_01649	Praz.g_00206
OG0000959	Syak.g_01653	Praz.g_00202
OG0000960	Syak.g_01654	Praz.g_00201
OG0000961	Syak.g_01679	Praz.g_00199
OG0000962	Syak.g_01682	Praz.g_00197
OG0000963	Syak.g_01687	Praz.g_00193
OG0000964	Syak.g_01688	Praz.g_00192
OG0000965	Syak.g_01689	Praz.g_00191
OG0000966	Syak.g_01711	Praz.g_00184
OG0000967	Syak.g_01715	Praz.g_00179
OG0000968	Syak.g_01719	Praz.g_00177
OG0000969	Syak.g_01721	Praz.g_00176
OG0000970	Syak.g_01722	Praz.g_00175
OG0000971	Syak.g_01724	Praz.g_00174
OG0000972	Syak.g_01725	Praz.g_00173
OG0000973	Syak.g_01726	Praz.g_00172
OG0000974	Syak.g_01727	Praz.g_00171
OG0000975	Syak.g_01728	Praz.g_00170
OG0000976	Syak.g_01729	Praz.g_00169
OG0000977	Syak.g_01731	Praz.g_00168
OG0000978	Syak.g_01732	Praz.g_00167
OG0000979	Syak.g_01735	Praz.g_00164
OG0000980	Syak.g_01738	Praz.g_00162
OG0000981	Syak.g_01741	Praz.g_00160
OG0000982	Syak.g_01941	Praz.g_00158
OG0000983	Syak.g_01940	Praz.g_00157
OG0000984	Syak.g_01939	Praz.g_00156
OG0000985	Syak.g_01935	Praz.g_00153
OG0000986	Syak.g_01933	Praz.g_00151
OG0000987	Syak.g_01931	Praz.g_00150
OG0000988	Syak.g_01925	Praz.g_00147
OG0000989	Syak.g_01912	Praz.g_00143
OG0000990	Syak.g_01900	Praz.g_00140
OG0000991	Syak.g_01896	Praz.g_00139
OG0000992	Syak.g_01893	Praz.g_00137
OG0000993	Syak.g_01892	Praz.g_00136
OG0000994	Syak.g_01889	Praz.g_00135
OG0000995	Syak.g_01880	Praz.g_00131
OG0000996	Syak.g_01839	Praz.g_00130
OG0000997	Syak.g_01828	Praz.g_00129
OG0000998	Syak.g_01826	Praz.g_00127
OG0000999	Syak.g_01825	Praz.g_00126
OG0001000	Syak.g_01821	Praz.g_00123
OG0001001	Syak.g_01814	Praz.g_00121
OG0001002	Syak.g_01807	Praz.g_00117
OG0001003	Syak.g_01806	Praz.g_00357
OG0001004	Syak.g_01805	Praz.g_00358
OG0001005	Syak.g_01804	Praz.g_00359
OG0001006	Syak.g_01797	Praz.g_00363
OG0001007	Syak.g_01795	Praz.g_00365
OG0001008	Syak.g_01190	Praz.g_01891
OG0001009	Syak.g_01762	Praz.g_00392
OG0001010	Syak.g_01761	Praz.g_00393
OG0001011	Syak.g_01759	Praz.g_00394
OG0001012	Syak.g_01946	Praz.g_00409
OG0001013	Syak.g_01969	Praz.g_00414
OG0001014	Syak.g_01975	Praz.g_00417
OG0001015	Syak.g_01976	Praz.g_00418
OG0001016	Syak.g_02250	Praz.g_00433
OG0001017	Syak.g_02244	Praz.g_00437
OG0001018	Syak.g_02242	Praz.g_00440
OG0001019	Syak.g_02218	Praz.g_00449
OG0001020	Syak.g_02214	Praz.g_00450
OG0001021	Syak.g_02210	Praz.g_00451
OG0001022	Syak.g_02205	Praz.g_00454
OG0001023	Syak.g_02204	Praz.g_00455
OG0001024	Syak.g_02201	Praz.g_00458
OG0001025	Syak.g_02195	Praz.g_00464
OG0001026	Syak.g_02182	Praz.g_00471
OG0001027	Syak.g_02178	Praz.g_00472
OG0001028	Syak.g_02176	Praz.g_00474
OG0001029	Syak.g_02174	Praz.g_00475
OG0001030	Syak.g_02153	Praz.g_00490
OG0001031	Syak.g_02079	Praz.g_00546
OG0001032	Syak.g_02077	Praz.g_00547
OG0001033	Syak.g_02037	Praz.g_00568
OG0001034	Syak.g_02305	Praz.g_00596
OG0001035	Syak.g_01422	Praz.g_00614
OG0001036	Syak.g_01427	Praz.g_00618
OG0001037	Syak.g_01429	Praz.g_00619
OG0001038	Syak.g_01457	Praz.g_00636
OG0001039	Syak.g_01460	Praz.g_00639
OG0001040	Syak.g_01463	Praz.g_00641
OG0001041	Syak.g_01468	Praz.g_00645
OG0001042	Syak.g_01500	Praz.g_00661
OG0001043	Syak.g_01504	Praz.g_00662
OG0001044	Syak.g_01247	Praz.g_00690
OG0001045	Syak.g_01234	Praz.g_00344
OG0001046	Syak.g_00479	Praz.g_00795
OG0001047	Syak.g_01188	Praz.g_01889
OG0001048	Syak.g_01187	Praz.g_01888
OG0001049	Syak.g_01184	Praz.g_01886
OG0001050	Syak.g_01183	Praz.g_01885
OG0001051	Syak.g_01182	Praz.g_01884
OG0001052	Syak.g_01122	Praz.g_01857
OG0001053	Syak.g_02577	Praz.g_01845
OG0001054	Syak.g_02596	Praz.g_01830
OG0001055	Syak.g_02617	Praz.g_01811
OG0001056	Syak.g_02645	Praz.g_01792
OG0001057	Syak.g_00964	Praz.g_01787
OG0001058	Syak.g_02668	Praz.g_01779
OG0001060	Syak.g_02677	Praz.g_01768
OG0001061	Syak.g_02697	Praz.g_01755
OG0001062	Syak.g_02699	Praz.g_01753
OG0001063	Syak.g_02704	Praz.g_01751
OG0001064	Syak.g_02705	Praz.g_01750
OG0001065	Syak.g_02706	Praz.g_01749
OG0001066	Syak.g_02707	Praz.g_01748
OG0001067	Syak.g_02708	Praz.g_01747
OG0001068	Syak.g_02709	Praz.g_01746
OG0001069	Syak.g_02710	Praz.g_01745
OG0001070	Syak.g_02714	Praz.g_01742
OG0001071	Syak.g_02715	Praz.g_01741
OG0001072	Syak.g_02721	Praz.g_01740
OG0001073	Syak.g_02736	Praz.g_01726
OG0001074	Syak.g_00098	Praz.g_01715
OG0001075	Syak.g_02760	Praz.g_01714
OG0001076	Syak.g_00011	Praz.g_01706
OG0001077	Syak.g_00024	Praz.g_01702
OG0001078	Syak.g_00036	Praz.g_01694
OG0001079	Syak.g_00049	Praz.g_01683
OG0001080	Syak.g_00264	Praz.g_01677
OG0001081	Syak.g_00327	Praz.g_01675
OG0001082	Syak.g_00328	Praz.g_01674
OG0001083	Syak.g_00336	Praz.g_01669
OG0001084	Syak.g_00337	Praz.g_01668
OG0001085	Syak.g_00354	Praz.g_01660
OG0001086	Syak.g_00356	Praz.g_01659
OG0001087	Syak.g_00691	Praz.g_01642
OG0001088	Syak.g_00694	Praz.g_01641
OG0001089	Syak.g_00722	Praz.g_01633
OG0001090	Syak.g_00806	Praz.g_01606
OG0001091	Syak.g_00804	Praz.g_01604
OG0001092	Syak.g_00801	Praz.g_01603
OG0001093	Syak.g_00794	Praz.g_01598
OG0001094	Syak.g_00428	Praz.g_01518
OG0001095	Syak.g_00448	Praz.g_01499
OG0001096	Syak.g_00623	Praz.g_01486
OG0001097	Syak.g_00598	Praz.g_01467
OG0001098	Syak.g_00578	Praz.g_01452
OG0001099	Syak.g_02175	Praz.g_01420
OG0001100	Syak.g_00365	Praz.g_01416
OG0001101	Syak.g_00367	Praz.g_01414
OG0001102	Syak.g_00370	Praz.g_01411
OG0001103	Syak.g_00372	Praz.g_01409
OG0001104	Syak.g_00410	Praz.g_01387
OG0001105	Syak.g_00414	Praz.g_01383
OG0001106	Syak.g_00518	Praz.g_01359
OG0001107	Syak.g_00505	Praz.g_01352
OG0001108	Syak.g_00497	Praz.g_01348
OG0001109	Syak.g_00495	Praz.g_01347
OG0001110	Syak.g_00493	Praz.g_01345
OG0001111	Syak.g_00491	Praz.g_01344
OG0001112	Syak.g_00489	Praz.g_01343
OG0001113	Syak.g_00406	Praz.g_01342
OG0001114	Syak.g_00488	Praz.g_01341
OG0001115	Syak.g_00484	Praz.g_01339
OG0001116	Syak.g_00482	Praz.g_01338
OG0001117	Syak.g_00481	Praz.g_01337
OG0001118	Syak.g_00480	Praz.g_01336
OG0001119	Syak.g_00478	Praz.g_01335
OG0001120	Syak.g_00474	Praz.g_01333
OG0001121	Syak.g_00114	Praz.g_00027, Praz.g_01330
OG0001123	Syak.g_00650	Praz.g_01301
OG0001124	Syak.g_00652	Praz.g_01299
OG0001125	Syak.g_00654	Praz.g_01298
OG0001126	Syak.g_00757	Praz.g_01287
OG0001127	Syak.g_00756	Praz.g_01286
OG0001128	Syak.g_00753	Praz.g_01284
OG0001129	Syak.g_00751	Praz.g_01283
OG0001130	Syak.g_00750	Praz.g_01282
OG0001131	Syak.g_00389	Praz.g_00096
OG0001132	Syak.g_00120	Praz.g_00105
OG0001133	Syak.g_00014	Praz.g_00040
OG0001134	Syak.g_00273	Praz.g_00025
OG0001136	Syak.g_00901	Praz.g_00758
OG0001137	Syak.g_00876	Praz.g_00746
OG0001138	Syak.g_00839	Praz.g_00728
OG0001139	Syak.g_00837	Praz.g_00727
OG0001140	Syak.g_00836	Praz.g_00726
OG0001141	Syak.g_00835	Praz.g_00725
OG0001142	Syak.g_00834	Praz.g_00724
OG0001143	Syak.g_00826	Praz.g_00717
OG0001144	Syak.g_00815	Praz.g_00712
OG0001145	Syak.g_00922	Praz.g_01188
OG0001146	Syak.g_00943	Praz.g_01176
OG0001147	Syak.g_01113	Praz.g_01153
OG0001148	Syak.g_02563	Praz.g_01137
OG0001149	Syak.g_02562	Praz.g_01136
OG0001150	Syak.g_02561	Praz.g_01135
OG0001151	Syak.g_02548	Praz.g_01124
OG0001153	Syak.g_01084	Praz.g_01009
OG0001154	Syak.g_01085	Praz.g_01008
OG0001155	Syak.g_02480	Praz.g_00996
OG0001156	Syak.g_02477	Praz.g_00993
OG0001157	Syak.g_02476	Praz.g_00992
OG0001158	Syak.g_02475	Praz.g_00991
OG0001159	Syak.g_02474	Praz.g_00990
OG0001160	Syak.g_02437	Praz.g_00966
OG0001161	Syak.g_01906	Praz.g_00953
OG0001162	Syak.g_00959	Praz.g_00942
OG0001163	Syak.g_02429	Praz.g_00885
OG0001164	Syak.g_02423	Praz.g_00881
OG0001165	Syak.g_02418	Praz.g_00878
OG0001166	Syak.g_02394	Praz.g_00858
OG0001167	Syak.g_02366	Praz.g_00841
OG0001168	Syak.g_02364	Praz.g_00839
OG0001169	Syak.g_02362	Praz.g_00837
OG0001170	Syak.g_02360	Praz.g_00835
OG0001171	Syak.g_02349	Praz.g_00826
OG0001172	Syak.g_01388	Praz.g_00332
OG0001173	Syak.g_01387	Praz.g_00331
OG0001174	Syak.g_01379	Praz.g_00323
OG0001175	Syak.g_01378	Praz.g_00322
OG0001176	Syak.g_01354	Praz.g_00315
OG0001177	Syak.g_01356	Praz.g_00312
OG0001178	Syak.g_02411	Praz.g_00307
OG0001179	Syak.g_01324	Praz.g_00279
