Orthogroup	Syak	Prbl
OG0000568	Syak.g_02690	Prbl.g_01905
OG0000569	Syak.g_02691	Prbl.g_01801
OG0000570	Syak.g_02692	Prbl.g_01800
OG0000571	Syak.g_02696	Prbl.g_01797
OG0000572	Syak.g_02713	Prbl.g_01781
OG0000573	Syak.g_02723	Prbl.g_01774
OG0000574	Syak.g_02724	Prbl.g_01773
OG0000575	Syak.g_02729	Prbl.g_01764
OG0000576	Syak.g_02731	Prbl.g_01762
OG0000577	Syak.g_02732	Prbl.g_01761
OG0000578	Syak.g_02733	Prbl.g_01760
OG0000579	Syak.g_02734	Prbl.g_01759
OG0000580	Syak.g_02735	Prbl.g_01758
OG0000581	Syak.g_02742	Prbl.g_01754
OG0000582	Syak.g_02748	Prbl.g_01750
OG0000583	Syak.g_02749	Prbl.g_01749
OG0000584	Syak.g_02750	Prbl.g_01748
OG0000585	Syak.g_02753	Prbl.g_01746
OG0000586	Syak.g_02754	Prbl.g_01744
OG0000587	Syak.g_02756	Prbl.g_01742
OG0000588	Syak.g_00004	Prbl.g_01613
OG0000589	Syak.g_00008	Prbl.g_01616
OG0000590	Syak.g_00009	Prbl.g_01617
OG0000591	Syak.g_00017	Prbl.g_01624
OG0000592	Syak.g_00018	Prbl.g_01625
OG0000593	Syak.g_00031	Prbl.g_01635
OG0000594	Syak.g_00032	Prbl.g_01636
OG0000595	Syak.g_00033	Prbl.g_01637
OG0000596	Syak.g_00038	Prbl.g_01642
OG0000597	Syak.g_00041	Prbl.g_01645
OG0000598	Syak.g_00042	Prbl.g_01646
OG0000599	Syak.g_00045	Prbl.g_01656
OG0000600	Syak.g_00046	Prbl.g_01657
OG0000601	Syak.g_00047	Prbl.g_01658
OG0000602	Syak.g_00053	Prbl.g_01662
OG0000603	Syak.g_00054	Prbl.g_01663
OG0000604	Syak.g_00056	Prbl.g_01664
OG0000605	Syak.g_00259	Prbl.g_01043
OG0000606	Syak.g_00326	Prbl.g_01032
OG0000607	Syak.g_00329	Prbl.g_01412
OG0000608	Syak.g_00330	Prbl.g_01411
OG0000609	Syak.g_00332	Prbl.g_01409
OG0000610	Syak.g_00347	Prbl.g_01401
OG0000611	Syak.g_00350	Prbl.g_01398
OG0000612	Syak.g_00351	Prbl.g_01397
OG0000613	Syak.g_01525	Prbl.g_00891
OG0000614	Syak.g_00705	Prbl.g_01872
OG0000615	Syak.g_00393	Prbl.g_02373
OG0000616	Syak.g_01810	Prbl.g_02137
OG0000617	Syak.g_00799	Prbl.g_02561
OG0000618	Syak.g_00798	Prbl.g_02560
OG0000619	Syak.g_00797	Prbl.g_02559
OG0000620	Syak.g_00779	Prbl.g_02555
OG0000621	Syak.g_00780	Prbl.g_02554
OG0000622	Syak.g_00781	Prbl.g_02553
OG0000623	Syak.g_00782	Prbl.g_02552
OG0000624	Syak.g_00784	Prbl.g_02551
OG0000625	Syak.g_00785	Prbl.g_02550
OG0000626	Syak.g_00786	Prbl.g_02549
OG0000627	Syak.g_00561	Prbl.g_02426
OG0000628	Syak.g_00560	Prbl.g_02427
OG0000629	Syak.g_00556	Prbl.g_02430
OG0000630	Syak.g_00552	Prbl.g_02434
OG0000631	Syak.g_00545	Prbl.g_02440
OG0000632	Syak.g_00544	Prbl.g_02441
OG0000633	Syak.g_00542	Prbl.g_02442
OG0000634	Syak.g_00430	Prbl.g_02339
OG0000635	Syak.g_00431	Prbl.g_02338
OG0000636	Syak.g_00433	Prbl.g_02336
OG0000637	Syak.g_00435	Prbl.g_02334
OG0000638	Syak.g_00436	Prbl.g_02333
OG0000639	Syak.g_00437	Prbl.g_02332
OG0000640	Syak.g_00438	Prbl.g_02331
OG0000641	Syak.g_00442	Prbl.g_02327
OG0000642	Syak.g_00443	Prbl.g_02326
OG0000643	Syak.g_00444	Prbl.g_02325
OG0000644	Syak.g_00445	Prbl.g_02324
OG0000645	Syak.g_00447	Prbl.g_02323
OG0000646	Syak.g_00450	Prbl.g_02320
OG0000647	Syak.g_00452	Prbl.g_02317
OG0000648	Syak.g_00456	Prbl.g_02315
OG0000649	Syak.g_00457	Prbl.g_02314
OG0000650	Syak.g_00458	Prbl.g_02313
OG0000651	Syak.g_00459	Prbl.g_02312
OG0000652	Syak.g_00460	Prbl.g_02311
OG0000653	Syak.g_00462	Prbl.g_02309
OG0000654	Syak.g_00625	Prbl.g_02308
OG0000655	Syak.g_00624	Prbl.g_02307
OG0000656	Syak.g_00621	Prbl.g_02304
OG0000657	Syak.g_00609	Prbl.g_01540
OG0000658	Syak.g_00606	Prbl.g_01542
OG0000659	Syak.g_00605	Prbl.g_01543
OG0000660	Syak.g_00601	Prbl.g_01547
OG0000661	Syak.g_00599	Prbl.g_01549
OG0000662	Syak.g_00597	Prbl.g_01551
OG0000663	Syak.g_00594	Prbl.g_01554
OG0000664	Syak.g_00593	Prbl.g_01555
OG0000665	Syak.g_00086	Prbl.g_01568
OG0000666	Syak.g_00078	Prbl.g_01571
OG0000667	Syak.g_00340	Prbl.g_01579
OG0000668	Syak.g_00643	Prbl.g_02530
OG0000669	Syak.g_00363	Prbl.g_01588
OG0000670	Syak.g_00366	Prbl.g_01078
OG0000671	Syak.g_00368	Prbl.g_02412
OG0000672	Syak.g_00371	Prbl.g_02409
OG0000673	Syak.g_00374	Prbl.g_02406
OG0000674	Syak.g_00376	Prbl.g_02404
OG0000675	Syak.g_00377	Prbl.g_02403
OG0000676	Syak.g_00379	Prbl.g_02395
OG0000677	Syak.g_00380	Prbl.g_02393
OG0000678	Syak.g_00386	Prbl.g_02388
OG0000679	Syak.g_00397	Prbl.g_02368
OG0000680	Syak.g_00398	Prbl.g_02367
OG0000681	Syak.g_00401	Prbl.g_02365
OG0000682	Syak.g_00402	Prbl.g_02364
OG0000683	Syak.g_00403	Prbl.g_02363
OG0000684	Syak.g_00409	Prbl.g_02350
OG0000685	Syak.g_00411	Prbl.g_02352
OG0000686	Syak.g_00412	Prbl.g_02353
OG0000687	Syak.g_00413	Prbl.g_02354
OG0000688	Syak.g_00418	Prbl.g_02348
OG0000689	Syak.g_00421	Prbl.g_02347
OG0000690	Syak.g_00422	Prbl.g_02346
OG0000691	Syak.g_00423	Prbl.g_02345
OG0000692	Syak.g_00424	Prbl.g_02344
OG0000693	Syak.g_00426	Prbl.g_02343
OG0000694	Syak.g_00427	Prbl.g_02342
OG0000695	Syak.g_00540	Prbl.g_02444
OG0000696	Syak.g_00539	Prbl.g_02445
OG0000697	Syak.g_00538	Prbl.g_02447
OG0000698	Syak.g_00535	Prbl.g_02450
OG0000699	Syak.g_00534	Prbl.g_02452
OG0000700	Syak.g_00533	Prbl.g_02453
OG0000701	Syak.g_00532	Prbl.g_02454
OG0000702	Syak.g_00522	Prbl.g_02462
OG0000703	Syak.g_00521	Prbl.g_02463
OG0000704	Syak.g_00519	Prbl.g_02465
OG0000705	Syak.g_00511	Prbl.g_02471
OG0000706	Syak.g_00510	Prbl.g_02472
OG0000707	Syak.g_00509	Prbl.g_02473
OG0000708	Syak.g_00506	Prbl.g_02475
OG0000709	Syak.g_00498	Prbl.g_02482
OG0000710	Syak.g_00494	Prbl.g_02486
OG0000711	Syak.g_00466	Prbl.g_02508
OG0000712	Syak.g_00464	Prbl.g_02509
OG0000713	Syak.g_00463	Prbl.g_02510
OG0000714	Syak.g_00629	Prbl.g_02514
OG0000715	Syak.g_00631	Prbl.g_02516
OG0000716	Syak.g_00635	Prbl.g_02520
OG0000717	Syak.g_00636	Prbl.g_02521
OG0000718	Syak.g_00640	Prbl.g_02526
OG0000719	Syak.g_00642	Prbl.g_02528
OG0000720	Syak.g_00655	Prbl.g_02541
OG0000721	Syak.g_00657	Prbl.g_02542
OG0000722	Syak.g_00658	Prbl.g_02543
OG0000723	Syak.g_00790	Prbl.g_02547
OG0000724	Syak.g_00749	Prbl.g_00932
OG0000725	Syak.g_00731	Prbl.g_00925
OG0000726	Syak.g_00730	Prbl.g_00924
OG0000727	Syak.g_00729	Prbl.g_00923
OG0000728	Syak.g_00727	Prbl.g_00922
OG0000729	Syak.g_01683	Prbl.g_02062
OG0000730	Syak.g_01248	Prbl.g_01199
OG0000731	Syak.g_01237	Prbl.g_01208
OG0000732	Syak.g_01739	Prbl.g_01993
OG0000733	Syak.g_01905	Prbl.g_02197
OG0000734	Syak.g_02184	Prbl.g_00545
OG0000735	Syak.g_00914	Prbl.g_02066
OG0000736	Syak.g_00913	Prbl.g_02067
OG0000737	Syak.g_00912	Prbl.g_02068
OG0000738	Syak.g_00907	Prbl.g_02075
OG0000739	Syak.g_00906	Prbl.g_02077
OG0000740	Syak.g_00905	Prbl.g_02078
OG0000741	Syak.g_00902	Prbl.g_02081
OG0000742	Syak.g_00899	Prbl.g_02083
OG0000743	Syak.g_00897	Prbl.g_02085
OG0000744	Syak.g_00896	Prbl.g_02086
OG0000745	Syak.g_00894	Prbl.g_02088
OG0000746	Syak.g_00892	Prbl.g_02090
OG0000747	Syak.g_00891	Prbl.g_02091
OG0000748	Syak.g_00875	Prbl.g_02103
OG0000749	Syak.g_00874	Prbl.g_02104
OG0000750	Syak.g_00873	Prbl.g_02105
OG0000751	Syak.g_00862	Prbl.g_00179
OG0000752	Syak.g_00860	Prbl.g_00181
OG0000753	Syak.g_00857	Prbl.g_00184
OG0000754	Syak.g_00852	Prbl.g_01379
OG0000755	Syak.g_00841	Prbl.g_01120
OG0000756	Syak.g_00840	Prbl.g_01119
OG0000757	Syak.g_00833	Prbl.g_01112
OG0000758	Syak.g_00832	Prbl.g_01111
OG0000759	Syak.g_00831	Prbl.g_01110
OG0000760	Syak.g_00830	Prbl.g_01109
OG0000761	Syak.g_00829	Prbl.g_01108
OG0000762	Syak.g_00827	Prbl.g_01377
OG0000763	Syak.g_00825	Prbl.g_01375
OG0000764	Syak.g_00824	Prbl.g_01374
OG0000765	Syak.g_00669	Prbl.g_02590
OG0000766	Syak.g_00670	Prbl.g_02591
OG0000767	Syak.g_00672	Prbl.g_02593
OG0000768	Syak.g_00673	Prbl.g_02594
OG0000769	Syak.g_00675	Prbl.g_00186
OG0000770	Syak.g_00678	Prbl.g_01103
OG0000771	Syak.g_00755	Prbl.g_00937
OG0000772	Syak.g_02048	Prbl.g_00461
OG0000773	Syak.g_00921	Prbl.g_00113
OG0000774	Syak.g_00926	Prbl.g_01713
OG0000775	Syak.g_00929	Prbl.g_01715
OG0000776	Syak.g_00930	Prbl.g_01716
OG0000777	Syak.g_00931	Prbl.g_01717
OG0000778	Syak.g_00932	Prbl.g_01718
OG0000779	Syak.g_00938	Prbl.g_01723
OG0000780	Syak.g_00942	Prbl.g_01726
OG0000781	Syak.g_00946	Prbl.g_01730
OG0000782	Syak.g_00947	Prbl.g_01731
OG0000783	Syak.g_00948	Prbl.g_01732
OG0000784	Syak.g_00949	Prbl.g_01733
OG0000785	Syak.g_00951	Prbl.g_01735
OG0000786	Syak.g_00956	Prbl.g_01738
OG0000787	Syak.g_00957	Prbl.g_01739
OG0000788	Syak.g_00048	Prbl.g_00658
OG0000789	Syak.g_00085	Prbl.g_01695
OG0000790	Syak.g_02560	Prbl.g_00498
OG0000791	Syak.g_02558	Prbl.g_00496
OG0000792	Syak.g_02557	Prbl.g_00495
OG0000793	Syak.g_02552	Prbl.g_00491
OG0000794	Syak.g_02551	Prbl.g_00490
OG0000795	Syak.g_02550	Prbl.g_00489
OG0000796	Syak.g_02547	Prbl.g_00485
OG0000797	Syak.g_02546	Prbl.g_00484
OG0000798	Syak.g_01456	Prbl.g_01456
OG0000799	Syak.g_00981	Prbl.g_00152
OG0000800	Syak.g_00989	Prbl.g_00153
OG0000801	Syak.g_00990	Prbl.g_00154
OG0000802	Syak.g_00995	Prbl.g_00161
OG0000803	Syak.g_01021	Prbl.g_00257
OG0000804	Syak.g_01026	Prbl.g_00255
OG0000805	Syak.g_01029	Prbl.g_00253
OG0000806	Syak.g_01031	Prbl.g_00251
OG0000807	Syak.g_01033	Prbl.g_00249
OG0000808	Syak.g_01034	Prbl.g_00248
OG0000809	Syak.g_01038	Prbl.g_00244
OG0000810	Syak.g_01039	Prbl.g_00243
OG0000811	Syak.g_01045	Prbl.g_00231
OG0000812	Syak.g_01047	Prbl.g_00229
OG0000813	Syak.g_01048	Prbl.g_00228
OG0000814	Syak.g_01051	Prbl.g_00226
OG0000815	Syak.g_01053	Prbl.g_00225
OG0000816	Syak.g_01055	Prbl.g_00223
OG0000817	Syak.g_01056	Prbl.g_00222
OG0000818	Syak.g_01060	Prbl.g_00684
OG0000819	Syak.g_01064	Prbl.g_00685
OG0000820	Syak.g_01065	Prbl.g_00686
OG0000821	Syak.g_01071	Prbl.g_00693
OG0000822	Syak.g_01073	Prbl.g_00695
OG0000823	Syak.g_01074	Prbl.g_00696
OG0000824	Syak.g_01080	Prbl.g_00700
OG0000825	Syak.g_01081	Prbl.g_00701
OG0000826	Syak.g_01082	Prbl.g_00702
OG0000827	Syak.g_01083	Prbl.g_00703
OG0000828	Syak.g_01086	Prbl.g_00706
OG0000829	Syak.g_01087	Prbl.g_00707
OG0000830	Syak.g_01088	Prbl.g_00708
OG0000831	Syak.g_01091	Prbl.g_00710
OG0000832	Syak.g_02482	Prbl.g_00456
OG0000833	Syak.g_02473	Prbl.g_00448
OG0000834	Syak.g_02470	Prbl.g_00447
OG0000835	Syak.g_02469	Prbl.g_00446
OG0000836	Syak.g_02466	Prbl.g_00444
OG0000837	Syak.g_02465	Prbl.g_00443
OG0000838	Syak.g_02461	Prbl.g_00440
OG0000839	Syak.g_02460	Prbl.g_00439
OG0000840	Syak.g_02459	Prbl.g_00438
OG0000841	Syak.g_02458	Prbl.g_00437
OG0000842	Syak.g_02457	Prbl.g_00436
OG0000843	Syak.g_02456	Prbl.g_00435
OG0000844	Syak.g_02454	Prbl.g_00433
OG0000845	Syak.g_02453	Prbl.g_00432
OG0000846	Syak.g_02452	Prbl.g_00431
OG0000847	Syak.g_02451	Prbl.g_00430
OG0000848	Syak.g_02449	Prbl.g_00429
OG0000849	Syak.g_02448	Prbl.g_00428
OG0000850	Syak.g_02445	Prbl.g_00427
OG0000851	Syak.g_02440	Prbl.g_00423
OG0000852	Syak.g_02439	Prbl.g_00422
OG0000853	Syak.g_02435	Prbl.g_00418
OG0000854	Syak.g_02433	Prbl.g_00416
OG0000855	Syak.g_02432	Prbl.g_00415
OG0000856	Syak.g_00021	Prbl.g_01627
OG0000857	Syak.g_00451	Prbl.g_02318
OG0000858	Syak.g_02426	Prbl.g_00404
OG0000859	Syak.g_02425	Prbl.g_00403
OG0000860	Syak.g_02414	Prbl.g_00392
OG0000861	Syak.g_02413	Prbl.g_00391
OG0000862	Syak.g_02412	Prbl.g_00389
OG0000863	Syak.g_02409	Prbl.g_00385
OG0000864	Syak.g_02408	Prbl.g_00383
OG0000865	Syak.g_02407	Prbl.g_00382
OG0000866	Syak.g_02406	Prbl.g_00381
OG0000867	Syak.g_02405	Prbl.g_00380
OG0000868	Syak.g_02402	Prbl.g_00378
OG0000869	Syak.g_02398	Prbl.g_00375
OG0000870	Syak.g_02393	Prbl.g_00370
OG0000871	Syak.g_02392	Prbl.g_00369
OG0000872	Syak.g_02386	Prbl.g_00367
OG0000873	Syak.g_02383	Prbl.g_00364
OG0000874	Syak.g_02379	Prbl.g_00360
OG0000875	Syak.g_02377	Prbl.g_00359
OG0000876	Syak.g_02375	Prbl.g_00358
OG0000877	Syak.g_02372	Prbl.g_00355
OG0000878	Syak.g_02371	Prbl.g_00354
OG0000879	Syak.g_02370	Prbl.g_00353
OG0000880	Syak.g_02369	Prbl.g_00352
OG0000881	Syak.g_02363	Prbl.g_00347
OG0000882	Syak.g_02358	Prbl.g_00342
OG0000883	Syak.g_02355	Prbl.g_00340
OG0000884	Syak.g_02353	Prbl.g_00338
OG0000885	Syak.g_02352	Prbl.g_00337
OG0000886	Syak.g_02351	Prbl.g_00336
OG0000887	Syak.g_02350	Prbl.g_00335
OG0000888	Syak.g_02348	Prbl.g_00333
OG0000889	Syak.g_02346	Prbl.g_00331
OG0000890	Syak.g_02334	Prbl.g_00317
OG0000891	Syak.g_02333	Prbl.g_00316
OG0000892	Syak.g_02329	Prbl.g_02620
OG0000893	Syak.g_01393	Prbl.g_02680
OG0000894	Syak.g_01390	Prbl.g_02684
OG0000895	Syak.g_01386	Prbl.g_01061
OG0000896	Syak.g_01385	Prbl.g_01060
OG0000897	Syak.g_01383	Prbl.g_01058
OG0000898	Syak.g_01382	Prbl.g_01057
OG0000899	Syak.g_01381	Prbl.g_01056
OG0000900	Syak.g_01380	Prbl.g_01055
OG0000901	Syak.g_01375	Prbl.g_01051
OG0000902	Syak.g_01368	Prbl.g_01049
OG0000903	Syak.g_01353	Prbl.g_00954
OG0000904	Syak.g_01358	Prbl.g_00949
OG0000905	Syak.g_01363	Prbl.g_00947
OG0000906	Syak.g_01366	Prbl.g_01045
OG0000907	Syak.g_01351	Prbl.g_00956
OG0000908	Syak.g_01348	Prbl.g_00959
OG0000909	Syak.g_01347	Prbl.g_00960
OG0000910	Syak.g_01346	Prbl.g_00961
OG0000911	Syak.g_01344	Prbl.g_00963
OG0000912	Syak.g_01343	Prbl.g_00964
OG0000913	Syak.g_01342	Prbl.g_00965
OG0000914	Syak.g_01341	Prbl.g_00966
OG0000915	Syak.g_01339	Prbl.g_00967
OG0000916	Syak.g_01338	Prbl.g_00968
OG0000917	Syak.g_01337	Prbl.g_00969
OG0000918	Syak.g_01336	Prbl.g_00970
OG0000919	Syak.g_01335	Prbl.g_00971
OG0000920	Syak.g_01334	Prbl.g_00972
OG0000921	Syak.g_01333	Prbl.g_00973
OG0000922	Syak.g_01332	Prbl.g_00974
OG0000923	Syak.g_01328	Prbl.g_00978
OG0000924	Syak.g_01327	Prbl.g_00979
OG0000925	Syak.g_01326	Prbl.g_00980
OG0000926	Syak.g_01325	Prbl.g_00981
OG0000927	Syak.g_01323	Prbl.g_00983
OG0000928	Syak.g_01322	Prbl.g_00984
OG0000929	Syak.g_01321	Prbl.g_00985
OG0000930	Syak.g_01320	Prbl.g_00986
OG0000931	Syak.g_01319	Prbl.g_00987
OG0000932	Syak.g_01318	Prbl.g_00988
OG0000933	Syak.g_01312	Prbl.g_00993
OG0000934	Syak.g_01310	Prbl.g_00995
OG0000935	Syak.g_01309	Prbl.g_00996
OG0000936	Syak.g_01308	Prbl.g_00997
OG0000937	Syak.g_01307	Prbl.g_00998
OG0000938	Syak.g_01304	Prbl.g_01127
OG0000939	Syak.g_01303	Prbl.g_01128
OG0000940	Syak.g_01297	Prbl.g_01137
OG0000941	Syak.g_01295	Prbl.g_01139
OG0000942	Syak.g_01293	Prbl.g_01141
OG0000943	Syak.g_01292	Prbl.g_01142
OG0000944	Syak.g_01290	Prbl.g_01144
OG0000945	Syak.g_01288	Prbl.g_01146
OG0000946	Syak.g_01283	Prbl.g_01174
OG0000947	Syak.g_01280	Prbl.g_01177
OG0000948	Syak.g_01279	Prbl.g_01178
OG0000949	Syak.g_01551	Prbl.g_01181
OG0000950	Syak.g_01562	Prbl.g_00856
OG0000951	Syak.g_01569	Prbl.g_00851
OG0000952	Syak.g_01574	Prbl.g_00844
OG0000953	Syak.g_01627	Prbl.g_00840
OG0000954	Syak.g_01633	Prbl.g_01306
OG0000955	Syak.g_01634	Prbl.g_01305
OG0000956	Syak.g_01636	Prbl.g_01303
OG0000957	Syak.g_01648	Prbl.g_01287
OG0000958	Syak.g_01649	Prbl.g_01286
OG0000959	Syak.g_01653	Prbl.g_02638
OG0000960	Syak.g_01654	Prbl.g_02637
OG0000961	Syak.g_01679	Prbl.g_01235
OG0000962	Syak.g_01682	Prbl.g_02063
OG0000963	Syak.g_01687	Prbl.g_02058
OG0000964	Syak.g_01688	Prbl.g_02057
OG0000965	Syak.g_01689	Prbl.g_02056
OG0000966	Syak.g_01711	Prbl.g_02023
OG0000967	Syak.g_01715	Prbl.g_02017
OG0000968	Syak.g_01719	Prbl.g_02014
OG0000969	Syak.g_01721	Prbl.g_02012
OG0000970	Syak.g_01722	Prbl.g_02011
OG0000971	Syak.g_01724	Prbl.g_02009
OG0000972	Syak.g_01725	Prbl.g_02008
OG0000973	Syak.g_01726	Prbl.g_02007
OG0000974	Syak.g_01727	Prbl.g_02006
OG0000975	Syak.g_01728	Prbl.g_02005
OG0000976	Syak.g_01729	Prbl.g_02004
OG0000977	Syak.g_01731	Prbl.g_02002
OG0000978	Syak.g_01732	Prbl.g_02001
OG0000979	Syak.g_01735	Prbl.g_01998
OG0000980	Syak.g_01738	Prbl.g_01994
OG0000981	Syak.g_01741	Prbl.g_01991
OG0000982	Syak.g_01941	Prbl.g_02238
OG0000983	Syak.g_01940	Prbl.g_02237
OG0000984	Syak.g_01939	Prbl.g_02236
OG0000985	Syak.g_01935	Prbl.g_02232
OG0000986	Syak.g_01933	Prbl.g_02230
OG0000987	Syak.g_01931	Prbl.g_02228
OG0000988	Syak.g_01925	Prbl.g_02224
OG0000989	Syak.g_01912	Prbl.g_02214
OG0000990	Syak.g_01900	Prbl.g_02192
OG0000991	Syak.g_01896	Prbl.g_02189
OG0000992	Syak.g_01893	Prbl.g_02186
OG0000993	Syak.g_01892	Prbl.g_02185
OG0000994	Syak.g_01889	Prbl.g_02182
OG0000995	Syak.g_01880	Prbl.g_02173
OG0000996	Syak.g_01839	Prbl.g_02160
OG0000997	Syak.g_01828	Prbl.g_02151
OG0000998	Syak.g_01826	Prbl.g_02149
OG0000999	Syak.g_01825	Prbl.g_02148
OG0001000	Syak.g_01821	Prbl.g_02145
OG0001001	Syak.g_01814	Prbl.g_02141
OG0001002	Syak.g_01807	Prbl.g_02134
OG0001003	Syak.g_01806	Prbl.g_02132
OG0001004	Syak.g_01805	Prbl.g_02131
OG0001005	Syak.g_01804	Prbl.g_02129
OG0001006	Syak.g_01797	Prbl.g_02123
OG0001007	Syak.g_01795	Prbl.g_02121
OG0001008	Syak.g_01190	Prbl.g_00651
OG0001009	Syak.g_01762	Prbl.g_01972
OG0001010	Syak.g_01761	Prbl.g_01973
OG0001011	Syak.g_01759	Prbl.g_01975
OG0001012	Syak.g_01946	Prbl.g_02241
OG0001013	Syak.g_01969	Prbl.g_02266
OG0001014	Syak.g_01975	Prbl.g_02275
OG0001015	Syak.g_01976	Prbl.g_02276
OG0001016	Syak.g_02250	Prbl.g_00603
OG0001017	Syak.g_02244	Prbl.g_00597
OG0001018	Syak.g_02242	Prbl.g_00595
OG0001019	Syak.g_02218	Prbl.g_00582
OG0001020	Syak.g_02214	Prbl.g_00576
OG0001021	Syak.g_02210	Prbl.g_00572
OG0001022	Syak.g_02205	Prbl.g_00567
OG0001023	Syak.g_02204	Prbl.g_00566
OG0001024	Syak.g_02201	Prbl.g_00562
OG0001025	Syak.g_02195	Prbl.g_00555
OG0001026	Syak.g_02182	Prbl.g_00542
OG0001027	Syak.g_02178	Prbl.g_01332
OG0001028	Syak.g_02176	Prbl.g_01330
OG0001029	Syak.g_02174	Prbl.g_01328
OG0001030	Syak.g_02153	Prbl.g_00822
OG0001031	Syak.g_02079	Prbl.g_00074
OG0001032	Syak.g_02077	Prbl.g_00077
OG0001033	Syak.g_02037	Prbl.g_01281
OG0001034	Syak.g_02305	Prbl.g_00199
OG0001035	Syak.g_01422	Prbl.g_01498
OG0001036	Syak.g_01427	Prbl.g_01494
OG0001037	Syak.g_01429	Prbl.g_01492
OG0001038	Syak.g_01457	Prbl.g_01455
OG0001039	Syak.g_01460	Prbl.g_01452
OG0001040	Syak.g_01463	Prbl.g_01449
OG0001041	Syak.g_01468	Prbl.g_01444
OG0001042	Syak.g_01500	Prbl.g_01419
OG0001043	Syak.g_01504	Prbl.g_01417
OG0001044	Syak.g_01247	Prbl.g_01200
OG0001045	Syak.g_01234	Prbl.g_01211
OG0001046	Syak.g_00479	Prbl.g_00410
OG0001047	Syak.g_01188	Prbl.g_00649
OG0001048	Syak.g_01187	Prbl.g_00648
OG0001049	Syak.g_01184	Prbl.g_00645
OG0001050	Syak.g_01183	Prbl.g_00644
OG0001051	Syak.g_01182	Prbl.g_00643
OG0001052	Syak.g_01122	Prbl.g_01344
OG0001053	Syak.g_02577	Prbl.g_00514
OG0001054	Syak.g_02596	Prbl.g_00532
OG0001055	Syak.g_02617	Prbl.g_00790
OG0001056	Syak.g_02645	Prbl.g_00761
OG0001057	Syak.g_00964	Prbl.g_00749
OG0001058	Syak.g_02668	Prbl.g_01883
OG0001060	Syak.g_02677	Prbl.g_01894
OG0001061	Syak.g_02697	Prbl.g_01796
OG0001062	Syak.g_02699	Prbl.g_01794
OG0001063	Syak.g_02704	Prbl.g_01790
OG0001064	Syak.g_02705	Prbl.g_01789
OG0001065	Syak.g_02706	Prbl.g_01788
OG0001066	Syak.g_02707	Prbl.g_01787
OG0001067	Syak.g_02708	Prbl.g_01786
OG0001068	Syak.g_02709	Prbl.g_01785
OG0001069	Syak.g_02710	Prbl.g_01784
OG0001070	Syak.g_02714	Prbl.g_01780
OG0001071	Syak.g_02715	Prbl.g_01779
OG0001072	Syak.g_02721	Prbl.g_01776
OG0001073	Syak.g_02736	Prbl.g_01757
OG0001074	Syak.g_00098	Prbl.g_01610
OG0001075	Syak.g_02760	Prbl.g_01611
OG0001076	Syak.g_00011	Prbl.g_01619
OG0001077	Syak.g_00024	Prbl.g_01629
OG0001078	Syak.g_00036	Prbl.g_01640
OG0001079	Syak.g_00049	Prbl.g_01659
OG0001080	Syak.g_00264	Prbl.g_01041
OG0001081	Syak.g_00327	Prbl.g_01031
OG0001082	Syak.g_00328	Prbl.g_01030
OG0001083	Syak.g_00336	Prbl.g_01405
OG0001084	Syak.g_00337	Prbl.g_01404
OG0001085	Syak.g_00354	Prbl.g_01394
OG0001086	Syak.g_00356	Prbl.g_01392
OG0001087	Syak.g_00691	Prbl.g_01853
OG0001088	Syak.g_00694	Prbl.g_01857
OG0001089	Syak.g_00722	Prbl.g_00024
OG0001090	Syak.g_00806	Prbl.g_02565
OG0001091	Syak.g_00804	Prbl.g_02563
OG0001092	Syak.g_00801	Prbl.g_02562
OG0001093	Syak.g_00794	Prbl.g_02558
OG0001094	Syak.g_00428	Prbl.g_02341
OG0001095	Syak.g_00448	Prbl.g_02322
OG0001096	Syak.g_00623	Prbl.g_02306
OG0001097	Syak.g_00598	Prbl.g_01550
OG0001098	Syak.g_00578	Prbl.g_02423
OG0001099	Syak.g_02175	Prbl.g_01329
OG0001100	Syak.g_00365	Prbl.g_02414
OG0001101	Syak.g_00367	Prbl.g_02413
OG0001102	Syak.g_00370	Prbl.g_02410
OG0001103	Syak.g_00372	Prbl.g_02408
OG0001104	Syak.g_00410	Prbl.g_02351
OG0001105	Syak.g_00414	Prbl.g_02356
OG0001106	Syak.g_00518	Prbl.g_02466
OG0001107	Syak.g_00505	Prbl.g_02476
OG0001108	Syak.g_00497	Prbl.g_02483
OG0001109	Syak.g_00495	Prbl.g_02485
OG0001110	Syak.g_00493	Prbl.g_02487
OG0001111	Syak.g_00491	Prbl.g_02489
OG0001112	Syak.g_00489	Prbl.g_02491
OG0001113	Syak.g_00406	Prbl.g_02492
OG0001114	Syak.g_00488	Prbl.g_02493
OG0001115	Syak.g_00484	Prbl.g_02495
OG0001116	Syak.g_00482	Prbl.g_02496
OG0001117	Syak.g_00481	Prbl.g_02497
OG0001118	Syak.g_00480	Prbl.g_02498
OG0001119	Syak.g_00478	Prbl.g_02499
OG0001120	Syak.g_00474	Prbl.g_02501
OG0001123	Syak.g_00650	Prbl.g_02536
OG0001124	Syak.g_00652	Prbl.g_02538
OG0001125	Syak.g_00654	Prbl.g_02540
OG0001126	Syak.g_00757	Prbl.g_00939
OG0001127	Syak.g_00756	Prbl.g_00938
OG0001128	Syak.g_00753	Prbl.g_00935
OG0001129	Syak.g_00751	Prbl.g_00934
