Orthogroup	Syak	Syab
OG0000564	Syak.g_02676	Syab.g_02005
OG0000565	Syak.g_02679	Syab.g_02001
OG0000566	Syak.g_02683	Syab.g_01997
OG0000567	Syak.g_02687	Syab.g_01993
OG0000568	Syak.g_02690	Syab.g_01991
OG0000569	Syak.g_02691	Syab.g_01990
OG0000570	Syak.g_02692	Syab.g_01989
OG0000571	Syak.g_02696	Syab.g_01986
OG0000572	Syak.g_02713	Syab.g_01969
OG0000573	Syak.g_02723	Syab.g_01960
OG0000574	Syak.g_02724	Syab.g_01959
OG0000575	Syak.g_02729	Syab.g_01954
OG0000576	Syak.g_02731	Syab.g_01952
OG0000577	Syak.g_02732	Syab.g_01951
OG0000578	Syak.g_02733	Syab.g_01950
OG0000579	Syak.g_02734	Syab.g_01949
OG0000580	Syak.g_02735	Syab.g_01948
OG0000581	Syak.g_02742	Syab.g_01934
OG0000582	Syak.g_02748	Syab.g_01929
OG0000583	Syak.g_02749	Syab.g_01928
OG0000584	Syak.g_02750	Syab.g_01927
OG0000585	Syak.g_02753	Syab.g_01924
OG0000586	Syak.g_02754	Syab.g_01923
OG0000587	Syak.g_02756	Syab.g_01921
OG0000588	Syak.g_00004	Syab.g_01910
OG0000589	Syak.g_00008	Syab.g_01899
OG0000590	Syak.g_00009	Syab.g_01898
OG0000591	Syak.g_00017	Syab.g_01892
OG0000592	Syak.g_00018	Syab.g_01891
OG0000593	Syak.g_00031	Syab.g_01877
OG0000594	Syak.g_00032	Syab.g_01876
OG0000595	Syak.g_00033	Syab.g_01875
OG0000596	Syak.g_00038	Syab.g_01871
OG0000597	Syak.g_00041	Syab.g_01868
OG0000598	Syak.g_00042	Syab.g_01867
OG0000599	Syak.g_00045	Syab.g_01860
OG0000600	Syak.g_00046	Syab.g_01859
OG0000601	Syak.g_00047	Syab.g_01858
OG0000602	Syak.g_00053	Syab.g_01853
OG0000603	Syak.g_00054	Syab.g_01852
OG0000604	Syak.g_00056	Syab.g_01850
OG0000605	Syak.g_00259	Syab.g_01758
OG0000606	Syak.g_00326	Syab.g_01529
OG0000607	Syak.g_00329	Syab.g_01533
OG0000608	Syak.g_00330	Syab.g_01534
OG0000609	Syak.g_00332	Syab.g_01536
OG0000610	Syak.g_00347	Syab.g_01555
OG0000611	Syak.g_00350	Syab.g_01558
OG0000612	Syak.g_00351	Syab.g_01559
OG0000613	Syak.g_01525	Syab.g_00228
OG0000614	Syak.g_00705	Syab.g_01179
OG0000615	Syak.g_00393	Syab.g_01605
OG0000616	Syak.g_01810	Syab.g_02897
OG0000617	Syak.g_00799	Syab.g_01274
OG0000618	Syak.g_00798	Syab.g_01275
OG0000619	Syak.g_00797	Syab.g_01662
OG0000620	Syak.g_00779	Syab.g_01668
OG0000621	Syak.g_00780	Syab.g_01669
OG0000622	Syak.g_00781	Syab.g_01670
OG0000623	Syak.g_00782	Syab.g_01671
OG0000624	Syak.g_00784	Syab.g_01673
OG0000625	Syak.g_00785	Syab.g_01674
OG0000626	Syak.g_00786	Syab.g_01675
OG0000627	Syak.g_00561	Syab.g_01438
OG0000628	Syak.g_00560	Syab.g_01437
OG0000629	Syak.g_00556	Syab.g_01434
OG0000630	Syak.g_00552	Syab.g_01430
OG0000631	Syak.g_00545	Syab.g_01421
OG0000632	Syak.g_00544	Syab.g_01420
OG0000633	Syak.g_00542	Syab.g_01419
OG0000634	Syak.g_00430	Syab.g_01651
OG0000635	Syak.g_00431	Syab.g_01656
OG0000636	Syak.g_00433	Syab.g_01658
OG0000637	Syak.g_00435	Syab.g_01660
OG0000638	Syak.g_00436	Syab.g_01661
OG0000639	Syak.g_00437	Syab.g_01276
OG0000640	Syak.g_00438	Syab.g_01277
OG0000641	Syak.g_00442	Syab.g_01281
OG0000642	Syak.g_00443	Syab.g_01282
OG0000643	Syak.g_00444	Syab.g_01283
OG0000644	Syak.g_00445	Syab.g_01284
OG0000645	Syak.g_00447	Syab.g_01286
OG0000646	Syak.g_00450	Syab.g_01289
OG0000647	Syak.g_00452	Syab.g_01291
OG0000648	Syak.g_00456	Syab.g_01684
OG0000649	Syak.g_00457	Syab.g_01685
OG0000650	Syak.g_00458	Syab.g_01686
OG0000651	Syak.g_00459	Syab.g_01687
OG0000652	Syak.g_00460	Syab.g_01688
OG0000653	Syak.g_00462	Syab.g_01690
OG0000654	Syak.g_00625	Syab.g_01691
OG0000655	Syak.g_00624	Syab.g_01692
OG0000656	Syak.g_00621	Syab.g_01695
OG0000657	Syak.g_00609	Syab.g_01706
OG0000658	Syak.g_00606	Syab.g_01710
OG0000659	Syak.g_00605	Syab.g_01711
OG0000660	Syak.g_00601	Syab.g_01715
OG0000661	Syak.g_00599	Syab.g_01717
OG0000662	Syak.g_00597	Syab.g_01719
OG0000663	Syak.g_00594	Syab.g_01722
OG0000664	Syak.g_00593	Syab.g_01723
OG0000665	Syak.g_00086	Syab.g_01829
OG0000666	Syak.g_00078	Syab.g_01842
OG0000667	Syak.g_00340	Syab.g_01548
OG0000668	Syak.g_00643	Syab.g_01319
OG0000669	Syak.g_00363	Syab.g_01642
OG0000670	Syak.g_00366	Syab.g_02156
OG0000671	Syak.g_00368	Syab.g_01638
OG0000672	Syak.g_00371	Syab.g_01635
OG0000673	Syak.g_00374	Syab.g_01632
OG0000674	Syak.g_00376	Syab.g_01630
OG0000675	Syak.g_00377	Syab.g_01629
OG0000676	Syak.g_00379	Syab.g_01620
OG0000677	Syak.g_00380	Syab.g_01619
OG0000678	Syak.g_00386	Syab.g_01613
OG0000679	Syak.g_00397	Syab.g_01601
OG0000680	Syak.g_00398	Syab.g_01600
OG0000681	Syak.g_00401	Syab.g_01597
OG0000682	Syak.g_00402	Syab.g_01596
OG0000683	Syak.g_00403	Syab.g_01595
OG0000684	Syak.g_00409	Syab.g_01591
OG0000685	Syak.g_00411	Syab.g_01589
OG0000686	Syak.g_00412	Syab.g_01588
OG0000687	Syak.g_00413	Syab.g_01586
OG0000688	Syak.g_00418	Syab.g_01576
OG0000689	Syak.g_00421	Syab.g_01574
OG0000690	Syak.g_00422	Syab.g_01573
OG0000691	Syak.g_00423	Syab.g_01572
OG0000692	Syak.g_00424	Syab.g_01571
OG0000693	Syak.g_00426	Syab.g_01569
OG0000694	Syak.g_00427	Syab.g_01568
OG0000695	Syak.g_00540	Syab.g_01417
OG0000696	Syak.g_00539	Syab.g_01416
OG0000697	Syak.g_00538	Syab.g_01415
OG0000698	Syak.g_00535	Syab.g_01412
OG0000699	Syak.g_00534	Syab.g_01411
OG0000700	Syak.g_00533	Syab.g_01410
OG0000701	Syak.g_00532	Syab.g_01409
OG0000702	Syak.g_00522	Syab.g_01401
OG0000703	Syak.g_00521	Syab.g_01400
OG0000704	Syak.g_00519	Syab.g_01398
OG0000705	Syak.g_00511	Syab.g_01391
OG0000706	Syak.g_00510	Syab.g_01390
OG0000707	Syak.g_00509	Syab.g_01389
OG0000708	Syak.g_00506	Syab.g_01386
OG0000709	Syak.g_00498	Syab.g_01378
OG0000710	Syak.g_00494	Syab.g_01367
OG0000711	Syak.g_00466	Syab.g_01340
OG0000712	Syak.g_00464	Syab.g_01338
OG0000713	Syak.g_00463	Syab.g_01337
OG0000714	Syak.g_00629	Syab.g_01334
OG0000715	Syak.g_00631	Syab.g_01332
OG0000716	Syak.g_00635	Syab.g_01328
OG0000717	Syak.g_00636	Syab.g_01327
OG0000718	Syak.g_00640	Syab.g_01323
OG0000719	Syak.g_00642	Syab.g_01321
OG0000720	Syak.g_00655	Syab.g_01307
OG0000721	Syak.g_00657	Syab.g_01305
OG0000722	Syak.g_00658	Syab.g_01304
OG0000723	Syak.g_00790	Syab.g_01678
OG0000724	Syak.g_00749	Syab.g_01223
OG0000725	Syak.g_00731	Syab.g_01207
OG0000726	Syak.g_00730	Syab.g_01206
OG0000727	Syak.g_00729	Syab.g_01205
OG0000728	Syak.g_00727	Syab.g_01203
OG0000729	Syak.g_01683	Syab.g_00097
OG0000730	Syak.g_01248	Syab.g_00521
OG0000731	Syak.g_01237	Syab.g_00531
OG0000732	Syak.g_01739	Syab.g_00055
OG0000733	Syak.g_01905	Syab.g_02798
OG0000734	Syak.g_02184	Syab.g_02508
OG0000735	Syak.g_00914	Syab.g_00942
OG0000736	Syak.g_00913	Syab.g_00943
OG0000737	Syak.g_00912	Syab.g_00944
OG0000738	Syak.g_00907	Syab.g_00949
OG0000739	Syak.g_00906	Syab.g_00961
OG0000740	Syak.g_00905	Syab.g_00962
OG0000741	Syak.g_00902	Syab.g_00965
OG0000742	Syak.g_00899	Syab.g_00968
OG0000743	Syak.g_00897	Syab.g_00970
OG0000744	Syak.g_00896	Syab.g_00971
OG0000745	Syak.g_00894	Syab.g_00973
OG0000746	Syak.g_00892	Syab.g_00975
OG0000747	Syak.g_00891	Syab.g_00976
OG0000748	Syak.g_00875	Syab.g_00991
OG0000749	Syak.g_00874	Syab.g_00992
OG0000750	Syak.g_00873	Syab.g_00993
OG0000751	Syak.g_00862	Syab.g_01002
OG0000752	Syak.g_00860	Syab.g_01004
OG0000753	Syak.g_00857	Syab.g_01007
OG0000754	Syak.g_00852	Syab.g_01012
OG0000755	Syak.g_00841	Syab.g_01021
OG0000756	Syak.g_00840	Syab.g_01022
OG0000757	Syak.g_00833	Syab.g_01029
OG0000758	Syak.g_00832	Syab.g_01030
OG0000759	Syak.g_00831	Syab.g_01031
OG0000760	Syak.g_00830	Syab.g_01032
OG0000761	Syak.g_00829	Syab.g_01034
OG0000762	Syak.g_00827	Syab.g_01036
OG0000763	Syak.g_00825	Syab.g_01038
OG0000764	Syak.g_00824	Syab.g_01039
OG0000765	Syak.g_00669	Syab.g_01154
OG0000766	Syak.g_00670	Syab.g_01153
OG0000767	Syak.g_00672	Syab.g_01151
OG0000768	Syak.g_00673	Syab.g_01150
OG0000769	Syak.g_00675	Syab.g_01148
OG0000770	Syak.g_00678	Syab.g_01145
OG0000771	Syak.g_00755	Syab.g_01229
OG0000772	Syak.g_02048	Syab.g_00957
OG0000773	Syak.g_00921	Syab.g_00931
OG0000774	Syak.g_00926	Syab.g_00924
OG0000775	Syak.g_00929	Syab.g_00922
OG0000776	Syak.g_00930	Syab.g_00921
OG0000777	Syak.g_00931	Syab.g_00920
OG0000778	Syak.g_00932	Syab.g_00919
OG0000779	Syak.g_00938	Syab.g_00913
OG0000780	Syak.g_00942	Syab.g_00908
OG0000781	Syak.g_00946	Syab.g_00904
OG0000782	Syak.g_00947	Syab.g_00903
OG0000783	Syak.g_00948	Syab.g_00902
OG0000784	Syak.g_00949	Syab.g_00901
OG0000785	Syak.g_00951	Syab.g_00899
OG0000786	Syak.g_00956	Syab.g_00895
OG0000787	Syak.g_00957	Syab.g_00894
OG0000788	Syak.g_00048	Syab.g_01857
OG0000789	Syak.g_00085	Syab.g_01835
OG0000790	Syak.g_02560	Syab.g_02082
OG0000791	Syak.g_02558	Syab.g_02080
OG0000792	Syak.g_02557	Syab.g_02079
OG0000793	Syak.g_02552	Syab.g_02074
OG0000794	Syak.g_02551	Syab.g_02073
OG0000795	Syak.g_02550	Syab.g_02072
OG0000796	Syak.g_02547	Syab.g_02068
OG0000797	Syak.g_02546	Syab.g_02067
OG0000798	Syak.g_01456	Syab.g_00298
OG0000799	Syak.g_00981	Syab.g_00826
OG0000800	Syak.g_00989	Syab.g_00821
OG0000801	Syak.g_00990	Syab.g_00820
OG0000802	Syak.g_00995	Syab.g_00816
OG0000803	Syak.g_01021	Syab.g_00806
OG0000804	Syak.g_01026	Syab.g_00802
OG0000805	Syak.g_01029	Syab.g_00792
OG0000806	Syak.g_01031	Syab.g_00790
OG0000807	Syak.g_01033	Syab.g_00788
OG0000808	Syak.g_01034	Syab.g_00783
OG0000809	Syak.g_01038	Syab.g_00780
OG0000810	Syak.g_01039	Syab.g_00779
OG0000811	Syak.g_01045	Syab.g_00770
OG0000812	Syak.g_01047	Syab.g_00768
OG0000813	Syak.g_01048	Syab.g_00767
OG0000814	Syak.g_01051	Syab.g_00765
OG0000815	Syak.g_01053	Syab.g_00760
OG0000816	Syak.g_01055	Syab.g_00758
OG0000817	Syak.g_01056	Syab.g_00757
OG0000818	Syak.g_01060	Syab.g_00751
OG0000819	Syak.g_01064	Syab.g_00750
OG0000820	Syak.g_01065	Syab.g_00749
OG0000821	Syak.g_01071	Syab.g_00743
OG0000822	Syak.g_01073	Syab.g_00741
OG0000823	Syak.g_01074	Syab.g_00740
OG0000824	Syak.g_01080	Syab.g_00735
OG0000825	Syak.g_01081	Syab.g_00734
OG0000826	Syak.g_01082	Syab.g_00733
OG0000827	Syak.g_01083	Syab.g_00732
OG0000828	Syak.g_01086	Syab.g_00729
OG0000829	Syak.g_01087	Syab.g_00728
OG0000830	Syak.g_01088	Syab.g_00727
OG0000831	Syak.g_01091	Syab.g_00725
OG0000832	Syak.g_02482	Syab.g_02169
OG0000833	Syak.g_02473	Syab.g_02178
OG0000834	Syak.g_02470	Syab.g_02181
OG0000835	Syak.g_02469	Syab.g_02182
OG0000836	Syak.g_02466	Syab.g_02185
OG0000837	Syak.g_02465	Syab.g_02186
OG0000838	Syak.g_02461	Syab.g_02190
OG0000839	Syak.g_02460	Syab.g_02191
OG0000840	Syak.g_02459	Syab.g_02192
OG0000841	Syak.g_02458	Syab.g_02193
OG0000842	Syak.g_02457	Syab.g_02194
OG0000843	Syak.g_02456	Syab.g_02195
OG0000844	Syak.g_02454	Syab.g_02197
OG0000845	Syak.g_02453	Syab.g_02198
OG0000846	Syak.g_02452	Syab.g_02199
OG0000847	Syak.g_02451	Syab.g_02200
OG0000848	Syak.g_02449	Syab.g_02202
OG0000849	Syak.g_02448	Syab.g_02203
OG0000850	Syak.g_02445	Syab.g_02212
OG0000851	Syak.g_02440	Syab.g_02226
OG0000852	Syak.g_02439	Syab.g_02227
OG0000853	Syak.g_02435	Syab.g_02233
OG0000854	Syak.g_02433	Syab.g_02235
OG0000855	Syak.g_02432	Syab.g_02236
OG0000856	Syak.g_00021	Syab.g_01889
OG0000857	Syak.g_00451	Syab.g_01290
OG0000858	Syak.g_02426	Syab.g_02244
OG0000859	Syak.g_02425	Syab.g_02245
OG0000860	Syak.g_02414	Syab.g_02258
OG0000861	Syak.g_02413	Syab.g_02259
OG0000862	Syak.g_02412	Syab.g_02261
OG0000863	Syak.g_02409	Syab.g_02265
OG0000864	Syak.g_02408	Syab.g_02266
OG0000865	Syak.g_02407	Syab.g_02267
OG0000866	Syak.g_02406	Syab.g_02268
OG0000867	Syak.g_02405	Syab.g_02269
OG0000868	Syak.g_02402	Syab.g_02287
OG0000869	Syak.g_02398	Syab.g_02292
OG0000870	Syak.g_02393	Syab.g_02297
OG0000871	Syak.g_02392	Syab.g_02298
OG0000872	Syak.g_02386	Syab.g_02305
OG0000873	Syak.g_02383	Syab.g_02308
OG0000874	Syak.g_02379	Syab.g_02311
OG0000875	Syak.g_02377	Syab.g_02313
OG0000876	Syak.g_02375	Syab.g_02315
OG0000877	Syak.g_02372	Syab.g_02317
OG0000878	Syak.g_02371	Syab.g_02318
OG0000879	Syak.g_02370	Syab.g_02319
OG0000880	Syak.g_02369	Syab.g_02320
OG0000881	Syak.g_02363	Syab.g_02325
OG0000882	Syak.g_02358	Syab.g_02330
OG0000883	Syak.g_02355	Syab.g_02332
OG0000884	Syak.g_02353	Syab.g_02334
OG0000885	Syak.g_02352	Syab.g_02335
OG0000886	Syak.g_02351	Syab.g_02336
OG0000887	Syak.g_02350	Syab.g_02338
OG0000888	Syak.g_02348	Syab.g_02340
OG0000889	Syak.g_02346	Syab.g_02342
OG0000890	Syak.g_02334	Syab.g_02348
OG0000891	Syak.g_02333	Syab.g_02349
OG0000892	Syak.g_02329	Syab.g_02353
OG0000893	Syak.g_01393	Syab.g_00366
OG0000894	Syak.g_01390	Syab.g_00369
OG0000895	Syak.g_01386	Syab.g_00373
OG0000896	Syak.g_01385	Syab.g_00374
OG0000897	Syak.g_01383	Syab.g_00376
OG0000898	Syak.g_01382	Syab.g_00377
OG0000899	Syak.g_01381	Syab.g_00378
OG0000900	Syak.g_01380	Syab.g_00379
OG0000901	Syak.g_01375	Syab.g_00384
OG0000902	Syak.g_01368	Syab.g_00386
OG0000903	Syak.g_01353	Syab.g_00399
OG0000904	Syak.g_01358	Syab.g_00395
OG0000905	Syak.g_01363	Syab.g_00390
OG0000906	Syak.g_01366	Syab.g_00388
OG0000907	Syak.g_01351	Syab.g_00401
OG0000908	Syak.g_01348	Syab.g_00404
OG0000909	Syak.g_01347	Syab.g_00405
OG0000910	Syak.g_01346	Syab.g_00406
OG0000911	Syak.g_01344	Syab.g_00408
OG0000912	Syak.g_01343	Syab.g_00409
OG0000913	Syak.g_01342	Syab.g_00410
OG0000914	Syak.g_01341	Syab.g_00411
OG0000915	Syak.g_01339	Syab.g_00412
OG0000916	Syak.g_01338	Syab.g_00413
OG0000917	Syak.g_01337	Syab.g_00414
OG0000918	Syak.g_01336	Syab.g_00415
OG0000919	Syak.g_01335	Syab.g_00416
OG0000920	Syak.g_01334	Syab.g_00417
OG0000921	Syak.g_01333	Syab.g_00418
OG0000922	Syak.g_01332	Syab.g_00419
OG0000923	Syak.g_01328	Syab.g_00423
OG0000924	Syak.g_01327	Syab.g_00424
OG0000925	Syak.g_01326	Syab.g_00425
OG0000926	Syak.g_01325	Syab.g_00426
OG0000927	Syak.g_01323	Syab.g_00428
OG0000928	Syak.g_01322	Syab.g_00429
OG0000929	Syak.g_01321	Syab.g_00430
OG0000930	Syak.g_01320	Syab.g_00431
OG0000931	Syak.g_01319	Syab.g_00432
OG0000932	Syak.g_01318	Syab.g_00433
OG0000933	Syak.g_01312	Syab.g_00439
OG0000934	Syak.g_01310	Syab.g_00441
OG0000935	Syak.g_01309	Syab.g_00442
OG0000936	Syak.g_01308	Syab.g_00443
OG0000937	Syak.g_01307	Syab.g_00444
OG0000938	Syak.g_01304	Syab.g_00447
OG0000939	Syak.g_01303	Syab.g_00448
OG0000940	Syak.g_01297	Syab.g_00456
OG0000941	Syak.g_01295	Syab.g_00458
OG0000942	Syak.g_01293	Syab.g_00460
OG0000943	Syak.g_01292	Syab.g_00461
OG0000944	Syak.g_01290	Syab.g_00463
OG0000945	Syak.g_01288	Syab.g_00466
OG0000946	Syak.g_01283	Syab.g_00473
OG0000947	Syak.g_01280	Syab.g_00476
OG0000948	Syak.g_01279	Syab.g_00477
OG0000949	Syak.g_01551	Syab.g_00212
OG0000950	Syak.g_01562	Syab.g_00204
OG0000951	Syak.g_01569	Syab.g_00199
OG0000952	Syak.g_01574	Syab.g_00191
OG0000953	Syak.g_01627	Syab.g_00134
OG0000954	Syak.g_01633	Syab.g_00129
OG0000955	Syak.g_01634	Syab.g_00128
OG0000956	Syak.g_01636	Syab.g_00126
OG0000957	Syak.g_01648	Syab.g_00115
OG0000958	Syak.g_01649	Syab.g_00114
OG0000959	Syak.g_01653	Syab.g_00110
OG0000960	Syak.g_01654	Syab.g_00109
OG0000961	Syak.g_01679	Syab.g_00100
OG0000962	Syak.g_01682	Syab.g_00098
OG0000963	Syak.g_01687	Syab.g_00093
OG0000964	Syak.g_01688	Syab.g_00092
OG0000965	Syak.g_01689	Syab.g_00091
OG0000966	Syak.g_01711	Syab.g_00082
OG0000967	Syak.g_01715	Syab.g_00078
OG0000968	Syak.g_01719	Syab.g_00075
OG0000969	Syak.g_01721	Syab.g_00073
OG0000970	Syak.g_01722	Syab.g_00072
OG0000971	Syak.g_01724	Syab.g_00070
OG0000972	Syak.g_01725	Syab.g_00069
OG0000973	Syak.g_01726	Syab.g_00068
OG0000974	Syak.g_01727	Syab.g_00067
OG0000975	Syak.g_01728	Syab.g_00066
OG0000976	Syak.g_01729	Syab.g_00065
OG0000977	Syak.g_01731	Syab.g_00063
OG0000978	Syak.g_01732	Syab.g_00062
OG0000979	Syak.g_01735	Syab.g_00059
OG0000980	Syak.g_01738	Syab.g_00056
OG0000981	Syak.g_01741	Syab.g_00053
OG0000982	Syak.g_01941	Syab.g_02756
OG0000983	Syak.g_01940	Syab.g_02757
OG0000984	Syak.g_01939	Syab.g_02758
OG0000985	Syak.g_01935	Syab.g_02762
OG0000986	Syak.g_01933	Syab.g_02764
OG0000987	Syak.g_01931	Syab.g_02768
OG0000988	Syak.g_01925	Syab.g_02774
OG0000989	Syak.g_01912	Syab.g_02792
OG0000990	Syak.g_01900	Syab.g_02811
OG0000991	Syak.g_01896	Syab.g_02818
OG0000992	Syak.g_01893	Syab.g_02821
OG0000993	Syak.g_01892	Syab.g_02822
OG0000994	Syak.g_01889	Syab.g_02826
OG0000995	Syak.g_01880	Syab.g_02835
OG0000996	Syak.g_01839	Syab.g_02866
OG0000997	Syak.g_01828	Syab.g_02875
OG0000998	Syak.g_01826	Syab.g_02877
OG0000999	Syak.g_01825	Syab.g_02878
OG0001000	Syak.g_01821	Syab.g_02881
OG0001001	Syak.g_01814	Syab.g_02888
OG0001002	Syak.g_01807	Syab.g_02900
OG0001003	Syak.g_01806	Syab.g_02902
OG0001004	Syak.g_01805	Syab.g_02903
OG0001005	Syak.g_01804	Syab.g_02905
OG0001006	Syak.g_01797	Syab.g_02912
OG0001007	Syak.g_01795	Syab.g_02914
OG0001008	Syak.g_01190	Syab.g_00584
OG0001009	Syak.g_01762	Syab.g_00033
OG0001010	Syak.g_01761	Syab.g_00034
OG0001011	Syak.g_01759	Syab.g_00035
OG0001012	Syak.g_01946	Syab.g_02752
OG0001013	Syak.g_01969	Syab.g_02716
OG0001014	Syak.g_01975	Syab.g_02712
OG0001015	Syak.g_01976	Syab.g_02711
OG0001016	Syak.g_02250	Syab.g_02439
OG0001017	Syak.g_02244	Syab.g_02445
OG0001018	Syak.g_02242	Syab.g_02447
OG0001019	Syak.g_02218	Syab.g_02469
OG0001020	Syak.g_02214	Syab.g_02477
OG0001021	Syak.g_02210	Syab.g_02481
OG0001022	Syak.g_02205	Syab.g_02485
OG0001023	Syak.g_02204	Syab.g_02486
OG0001024	Syak.g_02201	Syab.g_02490
OG0001025	Syak.g_02195	Syab.g_02497
OG0001026	Syak.g_02182	Syab.g_02510
OG0001027	Syak.g_02178	Syab.g_02515
OG0001028	Syak.g_02176	Syab.g_02517
OG0001029	Syak.g_02174	Syab.g_02519
OG0001030	Syak.g_02153	Syab.g_02540
OG0001031	Syak.g_02079	Syab.g_02615
OG0001032	Syak.g_02077	Syab.g_02617
OG0001033	Syak.g_02037	Syab.g_02675
OG0001034	Syak.g_02305	Syab.g_02370
OG0001035	Syak.g_01422	Syab.g_00335
OG0001036	Syak.g_01427	Syab.g_00327
OG0001037	Syak.g_01429	Syab.g_00325
OG0001038	Syak.g_01457	Syab.g_00297
OG0001039	Syak.g_01460	Syab.g_00294
OG0001040	Syak.g_01463	Syab.g_00291
OG0001041	Syak.g_01468	Syab.g_00286
OG0001042	Syak.g_01500	Syab.g_00254
OG0001043	Syak.g_01504	Syab.g_00250
OG0001044	Syak.g_01247	Syab.g_00522
OG0001045	Syak.g_01234	Syab.g_00534
OG0001046	Syak.g_00479	Syab.g_01352
OG0001047	Syak.g_01188	Syab.g_00586
OG0001048	Syak.g_01187	Syab.g_00587
OG0001049	Syak.g_01184	Syab.g_00590
OG0001050	Syak.g_01183	Syab.g_00591
OG0001051	Syak.g_01182	Syab.g_00592
OG0001052	Syak.g_01122	Syab.g_00693
OG0001053	Syak.g_02577	Syab.g_02099
OG0001054	Syak.g_02596	Syab.g_02118
OG0001055	Syak.g_02617	Syab.g_02139
OG0001056	Syak.g_02645	Syab.g_02036
OG0001057	Syak.g_00964	Syab.g_00882
OG0001058	Syak.g_02668	Syab.g_02014
OG0001060	Syak.g_02677	Syab.g_02003
OG0001061	Syak.g_02697	Syab.g_01985
OG0001062	Syak.g_02699	Syab.g_01983
OG0001063	Syak.g_02704	Syab.g_01979
OG0001064	Syak.g_02705	Syab.g_01978
OG0001065	Syak.g_02706	Syab.g_01976
OG0001066	Syak.g_02707	Syab.g_01975
OG0001067	Syak.g_02708	Syab.g_01974
OG0001068	Syak.g_02709	Syab.g_01973
OG0001069	Syak.g_02710	Syab.g_01972
OG0001070	Syak.g_02714	Syab.g_01968
OG0001071	Syak.g_02715	Syab.g_01967
OG0001072	Syak.g_02721	Syab.g_01962
OG0001073	Syak.g_02736	Syab.g_01947
OG0001074	Syak.g_00098	Syab.g_01815
OG0001075	Syak.g_02760	Syab.g_01919
OG0001076	Syak.g_00011	Syab.g_01897
OG0001077	Syak.g_00024	Syab.g_01887
OG0001079	Syak.g_00049	Syab.g_01856
OG0001080	Syak.g_00264	Syab.g_01756
OG0001081	Syak.g_00327	Syab.g_01530
OG0001082	Syak.g_00328	Syab.g_01531
OG0001083	Syak.g_00336	Syab.g_01540
OG0001084	Syak.g_00337	Syab.g_01543
OG0001085	Syak.g_00354	Syab.g_01563
OG0001086	Syak.g_00356	Syab.g_01565
OG0001087	Syak.g_00691	Syab.g_01167
OG0001088	Syak.g_00694	Syab.g_01170
OG0001089	Syak.g_00722	Syab.g_01198
OG0001090	Syak.g_00806	Syab.g_01267
OG0001091	Syak.g_00804	Syab.g_01270
OG0001092	Syak.g_00801	Syab.g_01272
OG0001093	Syak.g_00794	Syab.g_01664
OG0001094	Syak.g_00428	Syab.g_01567
OG0001095	Syak.g_00448	Syab.g_01287
OG0001096	Syak.g_00623	Syab.g_01693
OG0001097	Syak.g_00598	Syab.g_01718
OG0001098	Syak.g_00578	Syab.g_01497
OG0001099	Syak.g_02175	Syab.g_02518
OG0001100	Syak.g_00365	Syab.g_01640
OG0001101	Syak.g_00367	Syab.g_01639
OG0001102	Syak.g_00370	Syab.g_01636
OG0001103	Syak.g_00372	Syab.g_01634
OG0001104	Syak.g_00410	Syab.g_01590
OG0001105	Syak.g_00414	Syab.g_01585
OG0001106	Syak.g_00518	Syab.g_01397
OG0001107	Syak.g_00505	Syab.g_01385
OG0001108	Syak.g_00497	Syab.g_01377
OG0001109	Syak.g_00495	Syab.g_01368
OG0001110	Syak.g_00493	Syab.g_01366
OG0001111	Syak.g_00491	Syab.g_01364
OG0001112	Syak.g_00489	Syab.g_01362
OG0001113	Syak.g_00406	Syab.g_01593
OG0001114	Syak.g_00488	Syab.g_01361
OG0001115	Syak.g_00484	Syab.g_01357
OG0001116	Syak.g_00482	Syab.g_01355
OG0001117	Syak.g_00481	Syab.g_01354
OG0001118	Syak.g_00480	Syab.g_01353
OG0001119	Syak.g_00478	Syab.g_01351
OG0001120	Syak.g_00474	Syab.g_01347
OG0001121	Syak.g_00114	Syab.g_02159
OG0001123	Syak.g_00650	Syab.g_01312
OG0001124	Syak.g_00652	Syab.g_01310
OG0001125	Syak.g_00654	Syab.g_01308
OG0001126	Syak.g_00757	Syab.g_01231
OG0001127	Syak.g_00756	Syab.g_01230
OG0001128	Syak.g_00753	Syab.g_01227
OG0001129	Syak.g_00751	Syab.g_01225
OG0001130	Syak.g_00750	Syab.g_01224
OG0001131	Syak.g_00389	Syab.g_01609
OG0001132	Syak.g_00120	Syab.g_01790
OG0001133	Syak.g_00014	Syab.g_01895
OG0001134	Syak.g_00273	Syab.g_01748
OG0001135	Syak.g_00274	Syab.g_01747
OG0001136	Syak.g_00901	Syab.g_00966
OG0001137	Syak.g_00876	Syab.g_00990
OG0001138	Syak.g_00839	Syab.g_01023
OG0001139	Syak.g_00837	Syab.g_01025
OG0001140	Syak.g_00836	Syab.g_00642, Syab.g_01026
OG0001141	Syak.g_00835	Syab.g_01027
OG0001142	Syak.g_00834	Syab.g_01028
OG0001143	Syak.g_00826	Syab.g_01037
OG0001144	Syak.g_00815	Syab.g_01052
OG0001145	Syak.g_00922	Syab.g_00928
OG0001146	Syak.g_00943	Syab.g_00907
OG0001147	Syak.g_01113	Syab.g_00716
OG0001148	Syak.g_02563	Syab.g_02085
