Orthogroup	Syak	Pray
OG0000593	Syak.g_00031	Pray.g_01131
OG0000594	Syak.g_00032	Pray.g_01130
OG0000595	Syak.g_00033	Pray.g_01129
OG0000596	Syak.g_00038	Pray.g_01125
OG0000597	Syak.g_00041	Pray.g_01123
OG0000598	Syak.g_00042	Pray.g_01122
OG0000599	Syak.g_00045	Pray.g_01119
OG0000600	Syak.g_00046	Pray.g_01118
OG0000601	Syak.g_00047	Pray.g_01117
OG0000602	Syak.g_00053	Pray.g_01115
OG0000603	Syak.g_00054	Pray.g_01114
OG0000604	Syak.g_00056	Pray.g_01113
OG0000605	Syak.g_00259	Pray.g_01112
OG0000606	Syak.g_00326	Pray.g_01109
OG0000607	Syak.g_00329	Pray.g_01106
OG0000608	Syak.g_00330	Pray.g_01105
OG0000609	Syak.g_00332	Pray.g_01104
OG0000610	Syak.g_00347	Pray.g_01099
OG0000611	Syak.g_00350	Pray.g_01096
OG0000612	Syak.g_00351	Pray.g_01095
OG0000613	Syak.g_01525	Pray.g_01090
OG0000614	Syak.g_00705	Pray.g_01071
OG0000615	Syak.g_00393	Pray.g_01063
OG0000616	Syak.g_01810	Pray.g_01059
OG0000617	Syak.g_00799	Pray.g_01034
OG0000618	Syak.g_00798	Pray.g_01033
OG0000619	Syak.g_00797	Pray.g_01032
OG0000620	Syak.g_00779	Pray.g_01029
OG0000621	Syak.g_00780	Pray.g_01028
OG0000622	Syak.g_00781	Pray.g_01027
OG0000623	Syak.g_00782	Pray.g_01026
OG0000624	Syak.g_00784	Pray.g_01025
OG0000625	Syak.g_00785	Pray.g_00269
OG0000626	Syak.g_00786	Pray.g_00270
OG0000627	Syak.g_00561	Pray.g_00271
OG0000628	Syak.g_00560	Pray.g_00272
OG0000629	Syak.g_00556	Pray.g_00273
OG0000630	Syak.g_00552	Pray.g_00276
OG0000631	Syak.g_00545	Pray.g_00339
OG0000632	Syak.g_00544	Pray.g_00340
OG0000633	Syak.g_00542	Pray.g_00341
OG0000634	Syak.g_00430	Pray.g_00344
OG0000635	Syak.g_00431	Pray.g_00345
OG0000636	Syak.g_00433	Pray.g_00347
OG0000637	Syak.g_00435	Pray.g_00349
OG0000638	Syak.g_00436	Pray.g_00350
OG0000639	Syak.g_00437	Pray.g_00351
OG0000640	Syak.g_00438	Pray.g_00352
OG0000641	Syak.g_00442	Pray.g_00356
OG0000642	Syak.g_00443	Pray.g_00357
OG0000643	Syak.g_00444	Pray.g_00358
OG0000644	Syak.g_00445	Pray.g_00359
OG0000645	Syak.g_00447	Pray.g_00360
OG0000646	Syak.g_00450	Pray.g_00362
OG0000647	Syak.g_00452	Pray.g_00363
OG0000648	Syak.g_00456	Pray.g_00365
OG0000649	Syak.g_00457	Pray.g_00366
OG0000650	Syak.g_00458	Pray.g_00367
OG0000651	Syak.g_00459	Pray.g_00368
OG0000652	Syak.g_00460	Pray.g_00369
OG0000653	Syak.g_00462	Pray.g_00371
OG0000654	Syak.g_00625	Pray.g_00372
OG0000655	Syak.g_00624	Pray.g_00373
OG0000656	Syak.g_00621	Pray.g_00376
OG0000657	Syak.g_00609	Pray.g_00384
OG0000658	Syak.g_00606	Pray.g_00385
OG0000659	Syak.g_00605	Pray.g_00386
OG0000660	Syak.g_00601	Pray.g_00390
OG0000661	Syak.g_00599	Pray.g_00392
OG0000662	Syak.g_00597	Pray.g_00394
OG0000663	Syak.g_00594	Pray.g_00396
OG0000664	Syak.g_00593	Pray.g_00397
OG0000665	Syak.g_00086	Pray.g_00401
OG0000666	Syak.g_00078	Pray.g_00402
OG0000667	Syak.g_00340	Pray.g_00406
OG0000668	Syak.g_00643	Pray.g_00436
OG0000669	Syak.g_00363	Pray.g_00443
OG0000670	Syak.g_00366	Pray.g_00445
OG0000671	Syak.g_00368	Pray.g_00447
OG0000672	Syak.g_00371	Pray.g_00450
OG0000673	Syak.g_00374	Pray.g_00453
OG0000674	Syak.g_00376	Pray.g_00455
OG0000675	Syak.g_00377	Pray.g_00456
OG0000676	Syak.g_00379	Pray.g_00458
OG0000677	Syak.g_00380	Pray.g_00459
OG0000678	Syak.g_00386	Pray.g_00461
OG0000679	Syak.g_00397	Pray.g_00465
OG0000680	Syak.g_00398	Pray.g_00466
OG0000681	Syak.g_00401	Pray.g_00469
OG0000682	Syak.g_00402	Pray.g_00470
OG0000683	Syak.g_00403	Pray.g_00471
OG0000684	Syak.g_00409	Pray.g_00473
OG0000685	Syak.g_00411	Pray.g_00475
OG0000686	Syak.g_00412	Pray.g_00476
OG0000687	Syak.g_00413	Pray.g_00477
OG0000688	Syak.g_00418	Pray.g_00480
OG0000689	Syak.g_00421	Pray.g_00481
OG0000690	Syak.g_00422	Pray.g_00482
OG0000691	Syak.g_00423	Pray.g_00483
OG0000692	Syak.g_00424	Pray.g_00485
OG0000693	Syak.g_00426	Pray.g_00486
OG0000694	Syak.g_00427	Pray.g_00487
OG0000695	Syak.g_00540	Pray.g_00489
OG0000696	Syak.g_00539	Pray.g_00490
OG0000697	Syak.g_00538	Pray.g_00491
OG0000698	Syak.g_00535	Pray.g_00494
OG0000699	Syak.g_00534	Pray.g_00495
OG0000700	Syak.g_00533	Pray.g_00496
OG0000701	Syak.g_00532	Pray.g_00497
OG0000702	Syak.g_00522	Pray.g_00499
OG0000703	Syak.g_00521	Pray.g_00500
OG0000704	Syak.g_00519	Pray.g_00501
OG0000705	Syak.g_00511	Pray.g_00505
OG0000706	Syak.g_00510	Pray.g_00506
OG0000707	Syak.g_00509	Pray.g_00507
OG0000708	Syak.g_00506	Pray.g_00508
OG0000709	Syak.g_00498	Pray.g_00512
OG0000710	Syak.g_00494	Pray.g_00515
OG0000711	Syak.g_00466	Pray.g_00532
OG0000712	Syak.g_00464	Pray.g_00534
OG0000713	Syak.g_00463	Pray.g_00535
OG0000714	Syak.g_00629	Pray.g_00536
OG0000715	Syak.g_00631	Pray.g_00538
OG0000716	Syak.g_00635	Pray.g_00540
OG0000717	Syak.g_00636	Pray.g_00541
OG0000718	Syak.g_00640	Pray.g_00553
OG0000719	Syak.g_00642	Pray.g_00555
OG0000720	Syak.g_00655	Pray.g_00564
OG0000721	Syak.g_00657	Pray.g_00566
OG0000722	Syak.g_00658	Pray.g_00567
OG0000723	Syak.g_00790	Pray.g_00570
OG0000724	Syak.g_00749	Pray.g_00579
OG0000725	Syak.g_00731	Pray.g_00585
OG0000726	Syak.g_00730	Pray.g_00586
OG0000727	Syak.g_00729	Pray.g_00587
OG0000728	Syak.g_00727	Pray.g_00589
OG0000729	Syak.g_01683	Pray.g_00634
OG0000730	Syak.g_01248	Pray.g_00132
OG0000731	Syak.g_01237	Pray.g_00128
OG0000732	Syak.g_01739	Pray.g_00118
OG0000733	Syak.g_01905	Pray.g_00096
OG0000734	Syak.g_02184	Pray.g_00079
OG0000735	Syak.g_00914	Pray.g_00077
OG0000736	Syak.g_00913	Pray.g_00076
OG0000737	Syak.g_00912	Pray.g_00075
OG0000738	Syak.g_00907	Pray.g_00071
OG0000739	Syak.g_00906	Pray.g_00070
OG0000740	Syak.g_00905	Pray.g_00069
OG0000741	Syak.g_00902	Pray.g_00068
OG0000742	Syak.g_00899	Pray.g_00065
OG0000743	Syak.g_00897	Pray.g_00063
OG0000744	Syak.g_00896	Pray.g_00062
OG0000745	Syak.g_00894	Pray.g_00060
OG0000746	Syak.g_00892	Pray.g_00058
OG0000747	Syak.g_00891	Pray.g_00057
OG0000748	Syak.g_00875	Pray.g_00054
OG0000749	Syak.g_00874	Pray.g_00053
OG0000750	Syak.g_00873	Pray.g_00052
OG0000751	Syak.g_00862	Pray.g_00050
OG0000752	Syak.g_00860	Pray.g_00048
OG0000753	Syak.g_00857	Pray.g_00045
OG0000754	Syak.g_00852	Pray.g_00042
OG0000755	Syak.g_00841	Pray.g_00039
OG0000756	Syak.g_00840	Pray.g_00038
OG0000757	Syak.g_00833	Pray.g_00032
OG0000758	Syak.g_00832	Pray.g_00031
OG0000759	Syak.g_00831	Pray.g_00030
OG0000760	Syak.g_00830	Pray.g_00029
OG0000761	Syak.g_00829	Pray.g_00028
OG0000762	Syak.g_00827	Pray.g_00027
OG0000763	Syak.g_00825	Pray.g_00025
OG0000764	Syak.g_00824	Pray.g_00024
OG0000765	Syak.g_00669	Pray.g_00015
OG0000766	Syak.g_00670	Pray.g_00014
OG0000767	Syak.g_00672	Pray.g_00012
OG0000768	Syak.g_00673	Pray.g_00011
OG0000769	Syak.g_00675	Pray.g_00009
OG0000770	Syak.g_00678	Pray.g_00007
OG0000771	Syak.g_00755	Pray.g_00250
OG0000772	Syak.g_02048	Pray.g_01895
OG0000773	Syak.g_00921	Pray.g_01879
OG0000774	Syak.g_00926	Pray.g_01877
OG0000775	Syak.g_00929	Pray.g_01875
OG0000776	Syak.g_00930	Pray.g_01874
OG0000777	Syak.g_00931	Pray.g_01873
OG0000778	Syak.g_00932	Pray.g_01872
OG0000779	Syak.g_00938	Pray.g_01868
OG0000780	Syak.g_00942	Pray.g_01867
OG0000781	Syak.g_00946	Pray.g_01864
OG0000782	Syak.g_00947	Pray.g_01863
OG0000783	Syak.g_00948	Pray.g_01862
OG0000784	Syak.g_00949	Pray.g_01861
OG0000785	Syak.g_00951	Pray.g_01859
OG0000786	Syak.g_00956	Pray.g_01857
OG0000787	Syak.g_00957	Pray.g_01856
OG0000788	Syak.g_00048	Pray.g_01842
OG0000789	Syak.g_00085	Pray.g_01839
OG0000790	Syak.g_02560	Pray.g_01824
OG0000791	Syak.g_02558	Pray.g_01822
OG0000792	Syak.g_02557	Pray.g_01821
OG0000793	Syak.g_02552	Pray.g_01818
OG0000794	Syak.g_02551	Pray.g_01817
OG0000795	Syak.g_02550	Pray.g_01816
OG0000796	Syak.g_02547	Pray.g_01812
OG0000797	Syak.g_02546	Pray.g_01811
OG0000799	Syak.g_00981	Pray.g_01740
OG0000800	Syak.g_00989	Pray.g_01739
OG0000801	Syak.g_00990	Pray.g_01738
OG0000802	Syak.g_00995	Pray.g_01736
OG0000803	Syak.g_01021	Pray.g_01734
OG0000804	Syak.g_01026	Pray.g_01733
OG0000805	Syak.g_01029	Pray.g_01731
OG0000806	Syak.g_01031	Pray.g_01729
OG0000807	Syak.g_01033	Pray.g_01728
OG0000808	Syak.g_01034	Pray.g_01727
OG0000809	Syak.g_01038	Pray.g_01724
OG0000810	Syak.g_01039	Pray.g_01723
OG0000811	Syak.g_01045	Pray.g_01719
OG0000812	Syak.g_01047	Pray.g_01717
OG0000813	Syak.g_01048	Pray.g_01716
OG0000814	Syak.g_01051	Pray.g_01714
OG0000815	Syak.g_01053	Pray.g_01713
OG0000816	Syak.g_01055	Pray.g_01711
OG0000817	Syak.g_01056	Pray.g_01710
OG0000818	Syak.g_01060	Pray.g_01705
OG0000819	Syak.g_01064	Pray.g_01704
OG0000820	Syak.g_01065	Pray.g_01703
OG0000821	Syak.g_01071	Pray.g_01699
OG0000822	Syak.g_01073	Pray.g_01698
OG0000823	Syak.g_01074	Pray.g_01697
OG0000824	Syak.g_01080	Pray.g_01694
OG0000825	Syak.g_01081	Pray.g_01693
OG0000826	Syak.g_01082	Pray.g_01692
OG0000827	Syak.g_01083	Pray.g_01691
OG0000828	Syak.g_01086	Pray.g_01688
OG0000829	Syak.g_01087	Pray.g_01687
OG0000830	Syak.g_01088	Pray.g_01686
OG0000831	Syak.g_01091	Pray.g_01684
OG0000832	Syak.g_02482	Pray.g_01678
OG0000833	Syak.g_02473	Pray.g_01670
OG0000834	Syak.g_02470	Pray.g_01669
OG0000835	Syak.g_02469	Pray.g_01668
OG0000836	Syak.g_02466	Pray.g_01667
OG0000837	Syak.g_02465	Pray.g_01666
OG0000838	Syak.g_02461	Pray.g_01664
OG0000839	Syak.g_02460	Pray.g_01663
OG0000840	Syak.g_02459	Pray.g_01662
OG0000841	Syak.g_02458	Pray.g_01661
OG0000842	Syak.g_02457	Pray.g_01660
OG0000843	Syak.g_02456	Pray.g_01659
OG0000844	Syak.g_02454	Pray.g_01658
OG0000845	Syak.g_02453	Pray.g_01657
OG0000846	Syak.g_02452	Pray.g_01656
OG0000847	Syak.g_02451	Pray.g_01655
OG0000848	Syak.g_02449	Pray.g_01654
OG0000849	Syak.g_02448	Pray.g_01653
OG0000850	Syak.g_02445	Pray.g_01651
OG0000851	Syak.g_02440	Pray.g_01650
OG0000852	Syak.g_02439	Pray.g_01649
OG0000853	Syak.g_02435	Pray.g_01645
OG0000854	Syak.g_02433	Pray.g_01643
OG0000855	Syak.g_02432	Pray.g_01642
OG0000856	Syak.g_00021	Pray.g_01627
OG0000857	Syak.g_00451	Pray.g_01600
OG0000858	Syak.g_02426	Pray.g_01565
OG0000859	Syak.g_02425	Pray.g_01564
OG0000860	Syak.g_02414	Pray.g_01557
OG0000861	Syak.g_02413	Pray.g_01556
OG0000862	Syak.g_02412	Pray.g_01555
OG0000863	Syak.g_02409	Pray.g_01553
OG0000864	Syak.g_02408	Pray.g_01552
OG0000865	Syak.g_02407	Pray.g_01551
OG0000866	Syak.g_02406	Pray.g_01550
OG0000867	Syak.g_02405	Pray.g_01549
OG0000868	Syak.g_02402	Pray.g_01548
OG0000869	Syak.g_02398	Pray.g_01544
OG0000870	Syak.g_02393	Pray.g_01539
OG0000871	Syak.g_02392	Pray.g_01538
OG0000872	Syak.g_02386	Pray.g_01537
OG0000873	Syak.g_02383	Pray.g_01534
OG0000874	Syak.g_02379	Pray.g_01531
OG0000875	Syak.g_02377	Pray.g_01530
OG0000876	Syak.g_02375	Pray.g_01529
OG0000877	Syak.g_02372	Pray.g_01527
OG0000878	Syak.g_02371	Pray.g_01526
OG0000879	Syak.g_02370	Pray.g_01525
OG0000880	Syak.g_02369	Pray.g_01524
OG0000881	Syak.g_02363	Pray.g_01520
OG0000882	Syak.g_02358	Pray.g_01515
OG0000883	Syak.g_02355	Pray.g_01513
OG0000884	Syak.g_02353	Pray.g_01512
OG0000885	Syak.g_02352	Pray.g_01511
OG0000886	Syak.g_02351	Pray.g_01510
OG0000887	Syak.g_02350	Pray.g_01509
OG0000888	Syak.g_02348	Pray.g_01507
OG0000889	Syak.g_02346	Pray.g_01505
OG0000890	Syak.g_02334	Pray.g_01504
OG0000891	Syak.g_02333	Pray.g_01503
OG0000892	Syak.g_02329	Pray.g_01229
OG0000893	Syak.g_01393	Pray.g_01234
OG0000894	Syak.g_01390	Pray.g_01236
OG0000895	Syak.g_01386	Pray.g_01239
OG0000896	Syak.g_01385	Pray.g_01240
OG0000897	Syak.g_01383	Pray.g_01242
OG0000898	Syak.g_01382	Pray.g_01243
OG0000899	Syak.g_01381	Pray.g_01244
OG0000900	Syak.g_01380	Pray.g_01245
OG0000901	Syak.g_01375	Pray.g_01248
OG0000902	Syak.g_01368	Pray.g_01250
OG0000903	Syak.g_01353	Pray.g_01253
OG0000904	Syak.g_01358	Pray.g_01255
OG0000905	Syak.g_01363	Pray.g_01260
OG0000906	Syak.g_01366	Pray.g_01261
OG0000907	Syak.g_01351	Pray.g_01264
OG0000908	Syak.g_01348	Pray.g_01267
OG0000909	Syak.g_01347	Pray.g_01268
OG0000910	Syak.g_01346	Pray.g_01269
OG0000911	Syak.g_01344	Pray.g_01271
OG0000912	Syak.g_01343	Pray.g_01272
OG0000913	Syak.g_01342	Pray.g_01273
OG0000914	Syak.g_01341	Pray.g_01274
OG0000915	Syak.g_01339	Pray.g_01275
OG0000916	Syak.g_01338	Pray.g_01276
OG0000917	Syak.g_01337	Pray.g_01277
OG0000918	Syak.g_01336	Pray.g_01278
OG0000919	Syak.g_01335	Pray.g_01279
OG0000920	Syak.g_01334	Pray.g_01280
OG0000921	Syak.g_01333	Pray.g_01281
OG0000922	Syak.g_01332	Pray.g_01282
OG0000923	Syak.g_01328	Pray.g_01286
OG0000924	Syak.g_01327	Pray.g_01287
OG0000925	Syak.g_01326	Pray.g_01288
OG0000926	Syak.g_01325	Pray.g_01289
OG0000927	Syak.g_01323	Pray.g_01291
OG0000928	Syak.g_01322	Pray.g_01292
OG0000929	Syak.g_01321	Pray.g_01293
OG0000930	Syak.g_01320	Pray.g_01294
OG0000931	Syak.g_01319	Pray.g_01295
OG0000932	Syak.g_01318	Pray.g_01296
OG0000933	Syak.g_01312	Pray.g_01300
OG0000934	Syak.g_01310	Pray.g_01302
OG0000935	Syak.g_01309	Pray.g_01303
OG0000936	Syak.g_01308	Pray.g_01304
OG0000937	Syak.g_01307	Pray.g_01305
OG0000938	Syak.g_01304	Pray.g_01307
OG0000939	Syak.g_01303	Pray.g_01308
OG0000940	Syak.g_01297	Pray.g_01315
OG0000941	Syak.g_01295	Pray.g_01317
OG0000942	Syak.g_01293	Pray.g_01319
OG0000943	Syak.g_01292	Pray.g_01320
OG0000944	Syak.g_01290	Pray.g_01321
OG0000945	Syak.g_01288	Pray.g_01322
OG0000946	Syak.g_01283	Pray.g_01327
OG0000947	Syak.g_01280	Pray.g_01329
OG0000948	Syak.g_01279	Pray.g_01330
OG0000949	Syak.g_01551	Pray.g_01333
OG0000950	Syak.g_01562	Pray.g_01338
OG0000951	Syak.g_01569	Pray.g_01342
OG0000952	Syak.g_01574	Pray.g_01346
OG0000953	Syak.g_01627	Pray.g_01349
OG0000954	Syak.g_01633	Pray.g_01353
OG0000955	Syak.g_01634	Pray.g_01354
OG0000956	Syak.g_01636	Pray.g_01356
OG0000957	Syak.g_01648	Pray.g_01362
OG0000958	Syak.g_01649	Pray.g_01363
OG0000959	Syak.g_01653	Pray.g_01367
OG0000960	Syak.g_01654	Pray.g_01368
OG0000961	Syak.g_01679	Pray.g_01370
OG0000962	Syak.g_01682	Pray.g_01372
OG0000963	Syak.g_01687	Pray.g_01376
OG0000964	Syak.g_01688	Pray.g_01377
OG0000965	Syak.g_01689	Pray.g_01378
OG0000966	Syak.g_01711	Pray.g_01385
OG0000967	Syak.g_01715	Pray.g_01390
OG0000968	Syak.g_01719	Pray.g_01392
OG0000969	Syak.g_01721	Pray.g_01393
OG0000970	Syak.g_01722	Pray.g_01394
OG0000971	Syak.g_01724	Pray.g_01395
OG0000972	Syak.g_01725	Pray.g_01396
OG0000973	Syak.g_01726	Pray.g_01397
OG0000974	Syak.g_01727	Pray.g_01398
OG0000975	Syak.g_01728	Pray.g_01399
OG0000976	Syak.g_01729	Pray.g_01400
OG0000977	Syak.g_01731	Pray.g_01401
OG0000978	Syak.g_01732	Pray.g_01402
OG0000979	Syak.g_01735	Pray.g_01405
OG0000980	Syak.g_01738	Pray.g_01407
OG0000981	Syak.g_01741	Pray.g_01409
OG0000982	Syak.g_01941	Pray.g_01411
OG0000983	Syak.g_01940	Pray.g_01412
OG0000984	Syak.g_01939	Pray.g_01413
OG0000985	Syak.g_01935	Pray.g_01416
OG0000986	Syak.g_01933	Pray.g_01418
OG0000987	Syak.g_01931	Pray.g_01419
OG0000988	Syak.g_01925	Pray.g_01422
OG0000989	Syak.g_01912	Pray.g_01426
OG0000990	Syak.g_01900	Pray.g_01429
OG0000991	Syak.g_01896	Pray.g_01430
OG0000992	Syak.g_01893	Pray.g_01432
OG0000993	Syak.g_01892	Pray.g_01433
OG0000994	Syak.g_01889	Pray.g_01434
OG0000995	Syak.g_01880	Pray.g_01438
OG0000996	Syak.g_01839	Pray.g_01439
OG0000997	Syak.g_01828	Pray.g_01440
OG0000998	Syak.g_01826	Pray.g_01442
OG0000999	Syak.g_01825	Pray.g_01443
OG0001000	Syak.g_01821	Pray.g_01446
OG0001001	Syak.g_01814	Pray.g_01448
OG0001002	Syak.g_01807	Pray.g_01452
OG0001003	Syak.g_01806	Pray.g_01453
OG0001004	Syak.g_01805	Pray.g_01454
OG0001005	Syak.g_01804	Pray.g_01455
OG0001006	Syak.g_01797	Pray.g_01459
OG0001007	Syak.g_01795	Pray.g_01461
OG0001008	Syak.g_01190	Pray.g_00927
OG0001009	Syak.g_01762	Pray.g_01489
OG0001010	Syak.g_01761	Pray.g_01490
OG0001011	Syak.g_01759	Pray.g_01491
OG0001012	Syak.g_01946	Pray.g_00240
OG0001013	Syak.g_01969	Pray.g_00235
OG0001014	Syak.g_01975	Pray.g_00232
OG0001015	Syak.g_01976	Pray.g_00231
OG0001016	Syak.g_02250	Pray.g_00216
OG0001017	Syak.g_02244	Pray.g_00212
OG0001018	Syak.g_02242	Pray.g_00209
OG0001019	Syak.g_02218	Pray.g_00200
OG0001020	Syak.g_02214	Pray.g_00199
OG0001021	Syak.g_02210	Pray.g_00198
OG0001022	Syak.g_02205	Pray.g_00195
OG0001023	Syak.g_02204	Pray.g_00194
OG0001024	Syak.g_02201	Pray.g_00191
OG0001025	Syak.g_02195	Pray.g_00185
OG0001026	Syak.g_02182	Pray.g_00178
OG0001027	Syak.g_02178	Pray.g_00177
OG0001028	Syak.g_02176	Pray.g_00175
OG0001029	Syak.g_02174	Pray.g_00174
OG0001030	Syak.g_02153	Pray.g_00159
OG0001031	Syak.g_02079	Pray.g_00667
OG0001032	Syak.g_02077	Pray.g_00668
OG0001033	Syak.g_02037	Pray.g_00689
OG0001034	Syak.g_02305	Pray.g_00717
OG0001035	Syak.g_01422	Pray.g_00735
OG0001036	Syak.g_01427	Pray.g_00739
OG0001037	Syak.g_01429	Pray.g_00740
OG0001038	Syak.g_01457	Pray.g_00757
OG0001039	Syak.g_01460	Pray.g_00760
OG0001040	Syak.g_01463	Pray.g_00762
OG0001041	Syak.g_01468	Pray.g_00766
OG0001042	Syak.g_01500	Pray.g_00782
OG0001043	Syak.g_01504	Pray.g_00783
OG0001044	Syak.g_01247	Pray.g_00811
OG0001045	Syak.g_01234	Pray.g_00820
OG0001046	Syak.g_00479	Pray.g_00857
OG0001047	Syak.g_01188	Pray.g_00929
OG0001048	Syak.g_01187	Pray.g_00930
OG0001049	Syak.g_01184	Pray.g_00932
OG0001050	Syak.g_01183	Pray.g_00933
OG0001051	Syak.g_01182	Pray.g_00934
OG0001052	Syak.g_01122	Pray.g_00961
OG0001053	Syak.g_02577	Pray.g_00973
OG0001054	Syak.g_02596	Pray.g_00989
OG0001055	Syak.g_02617	Pray.g_01008
OG0001056	Syak.g_02645	Pray.g_01225
OG0001057	Syak.g_00964	Pray.g_01220
OG0001058	Syak.g_02668	Pray.g_01212
OG0001060	Syak.g_02677	Pray.g_01201
OG0001061	Syak.g_02697	Pray.g_01188
OG0001062	Syak.g_02699	Pray.g_01186
OG0001063	Syak.g_02704	Pray.g_01184
OG0001064	Syak.g_02705	Pray.g_01183
OG0001065	Syak.g_02706	Pray.g_01182
OG0001066	Syak.g_02707	Pray.g_01181
OG0001067	Syak.g_02708	Pray.g_01180
OG0001068	Syak.g_02709	Pray.g_01179
OG0001069	Syak.g_02710	Pray.g_01178
OG0001070	Syak.g_02714	Pray.g_01175
OG0001071	Syak.g_02715	Pray.g_01174
OG0001072	Syak.g_02721	Pray.g_01173
OG0001073	Syak.g_02736	Pray.g_01159
OG0001074	Syak.g_00098	Pray.g_01148
OG0001075	Syak.g_02760	Pray.g_01147
OG0001076	Syak.g_00011	Pray.g_01139
OG0001077	Syak.g_00024	Pray.g_01135
OG0001078	Syak.g_00036	Pray.g_01127
OG0001079	Syak.g_00049	Pray.g_01116
OG0001080	Syak.g_00264	Pray.g_01110
OG0001081	Syak.g_00327	Pray.g_01108
OG0001082	Syak.g_00328	Pray.g_01107
OG0001083	Syak.g_00336	Pray.g_01102
OG0001084	Syak.g_00337	Pray.g_01101
OG0001085	Syak.g_00354	Pray.g_01093
OG0001086	Syak.g_00356	Pray.g_01092
OG0001087	Syak.g_00691	Pray.g_01075
OG0001088	Syak.g_00694	Pray.g_01074
OG0001089	Syak.g_00722	Pray.g_01066
OG0001090	Syak.g_00806	Pray.g_01039
OG0001091	Syak.g_00804	Pray.g_01037
OG0001092	Syak.g_00801	Pray.g_01036
OG0001093	Syak.g_00794	Pray.g_01031
OG0001094	Syak.g_00428	Pray.g_00342
OG0001095	Syak.g_00448	Pray.g_00361
OG0001096	Syak.g_00623	Pray.g_00374
OG0001097	Syak.g_00598	Pray.g_00393
OG0001098	Syak.g_00578	Pray.g_00408
OG0001099	Syak.g_02175	Pray.g_00440
OG0001100	Syak.g_00365	Pray.g_00444
OG0001101	Syak.g_00367	Pray.g_00446
OG0001102	Syak.g_00370	Pray.g_00449
OG0001103	Syak.g_00372	Pray.g_00451
OG0001104	Syak.g_00410	Pray.g_00474
OG0001105	Syak.g_00414	Pray.g_00478
OG0001106	Syak.g_00518	Pray.g_00502
OG0001107	Syak.g_00505	Pray.g_00509
OG0001108	Syak.g_00497	Pray.g_00513
OG0001109	Syak.g_00495	Pray.g_00514
OG0001110	Syak.g_00493	Pray.g_00516
OG0001111	Syak.g_00491	Pray.g_00517
OG0001112	Syak.g_00489	Pray.g_00518
OG0001113	Syak.g_00406	Pray.g_00519
OG0001114	Syak.g_00488	Pray.g_00520
OG0001115	Syak.g_00484	Pray.g_00522
OG0001116	Syak.g_00482	Pray.g_00523
OG0001117	Syak.g_00481	Pray.g_00524
OG0001118	Syak.g_00480	Pray.g_00525
OG0001119	Syak.g_00478	Pray.g_00526
OG0001120	Syak.g_00474	Pray.g_00528
OG0001121	Syak.g_00114	Pray.g_00099, Pray.g_00531
OG0001123	Syak.g_00650	Pray.g_00560
OG0001124	Syak.g_00652	Pray.g_00562
OG0001125	Syak.g_00654	Pray.g_00563
OG0001126	Syak.g_00757	Pray.g_00573
OG0001127	Syak.g_00756	Pray.g_00574
OG0001128	Syak.g_00753	Pray.g_00576
OG0001129	Syak.g_00751	Pray.g_00577
OG0001130	Syak.g_00750	Pray.g_00578
OG0001131	Syak.g_00389	Pray.g_00614
OG0001132	Syak.g_00120	Pray.g_00623
OG0001133	Syak.g_00014	Pray.g_00112
OG0001134	Syak.g_00273	Pray.g_00097
OG0001136	Syak.g_00901	Pray.g_00067
OG0001137	Syak.g_00876	Pray.g_00055
OG0001138	Syak.g_00839	Pray.g_00037
OG0001139	Syak.g_00837	Pray.g_00036
OG0001140	Syak.g_00836	Pray.g_00035
OG0001141	Syak.g_00835	Pray.g_00034
OG0001142	Syak.g_00834	Pray.g_00033
OG0001143	Syak.g_00826	Pray.g_00026
OG0001144	Syak.g_00815	Pray.g_00021
OG0001145	Syak.g_00922	Pray.g_01878
OG0001146	Syak.g_00943	Pray.g_01866
OG0001147	Syak.g_01113	Pray.g_01843
OG0001148	Syak.g_02563	Pray.g_01827
OG0001149	Syak.g_02562	Pray.g_01826
OG0001150	Syak.g_02561	Pray.g_01825
OG0001151	Syak.g_02548	Pray.g_01814
OG0001153	Syak.g_01084	Pray.g_01690
OG0001154	Syak.g_01085	Pray.g_01689
OG0001155	Syak.g_02480	Pray.g_01677
OG0001156	Syak.g_02477	Pray.g_01674
OG0001157	Syak.g_02476	Pray.g_01673
OG0001158	Syak.g_02475	Pray.g_01672
OG0001159	Syak.g_02474	Pray.g_01671
OG0001160	Syak.g_02437	Pray.g_01647
OG0001161	Syak.g_01906	Pray.g_01634
OG0001162	Syak.g_00959	Pray.g_01623
OG0001163	Syak.g_02429	Pray.g_01567
OG0001164	Syak.g_02423	Pray.g_01563
OG0001165	Syak.g_02418	Pray.g_01560
OG0001166	Syak.g_02394	Pray.g_01540
OG0001167	Syak.g_02366	Pray.g_01523
OG0001168	Syak.g_02364	Pray.g_01521
OG0001169	Syak.g_02362	Pray.g_01519
OG0001170	Syak.g_02360	Pray.g_01517
OG0001171	Syak.g_02349	Pray.g_01508
OG0001172	Syak.g_01388	Pray.g_01237
OG0001173	Syak.g_01387	Pray.g_01238
OG0001174	Syak.g_01379	Pray.g_01246
OG0001175	Syak.g_01378	Pray.g_01247
OG0001176	Syak.g_01354	Pray.g_01254
OG0001177	Syak.g_01356	Pray.g_01257
OG0001178	Syak.g_02411	Pray.g_01262
OG0001179	Syak.g_01324	Pray.g_01290
