Orthogroup	Syak	Prar
OG0000594	Syak.g_00032	Prar.g_01463
OG0000595	Syak.g_00033	Prar.g_01464
OG0000596	Syak.g_00038	Prar.g_01468
OG0000597	Syak.g_00041	Prar.g_01470
OG0000598	Syak.g_00042	Prar.g_01471
OG0000599	Syak.g_00045	Prar.g_01474
OG0000600	Syak.g_00046	Prar.g_01475
OG0000601	Syak.g_00047	Prar.g_01476
OG0000602	Syak.g_00053	Prar.g_01478
OG0000603	Syak.g_00054	Prar.g_01479
OG0000604	Syak.g_00056	Prar.g_01480
OG0000605	Syak.g_00259	Prar.g_01481
OG0000606	Syak.g_00326	Prar.g_01484
OG0000607	Syak.g_00329	Prar.g_01487
OG0000608	Syak.g_00330	Prar.g_01488
OG0000609	Syak.g_00332	Prar.g_01489
OG0000610	Syak.g_00347	Prar.g_01494
OG0000611	Syak.g_00350	Prar.g_01497
OG0000612	Syak.g_00351	Prar.g_01498
OG0000613	Syak.g_01525	Prar.g_01503
OG0000614	Syak.g_00705	Prar.g_01522
OG0000615	Syak.g_00393	Prar.g_01530
OG0000616	Syak.g_01810	Prar.g_01534
OG0000617	Syak.g_00799	Prar.g_01605
OG0000618	Syak.g_00798	Prar.g_01606
OG0000619	Syak.g_00797	Prar.g_01607
OG0000620	Syak.g_00779	Prar.g_01610
OG0000621	Syak.g_00780	Prar.g_01611
OG0000622	Syak.g_00781	Prar.g_01612
OG0000623	Syak.g_00782	Prar.g_01613
OG0000624	Syak.g_00784	Prar.g_01614
OG0000625	Syak.g_00785	Prar.g_01615
OG0000626	Syak.g_00786	Prar.g_01616
OG0000627	Syak.g_00561	Prar.g_01617
OG0000628	Syak.g_00560	Prar.g_01618
OG0000629	Syak.g_00556	Prar.g_01619
OG0000630	Syak.g_00552	Prar.g_01622
OG0000631	Syak.g_00545	Prar.g_01675
OG0000632	Syak.g_00544	Prar.g_01676
OG0000633	Syak.g_00542	Prar.g_01677
OG0000634	Syak.g_00430	Prar.g_01680
OG0000635	Syak.g_00431	Prar.g_01681
OG0000636	Syak.g_00433	Prar.g_01683
OG0000637	Syak.g_00435	Prar.g_01685
OG0000638	Syak.g_00436	Prar.g_01686
OG0000639	Syak.g_00437	Prar.g_01687
OG0000640	Syak.g_00438	Prar.g_01688
OG0000641	Syak.g_00442	Prar.g_01692
OG0000642	Syak.g_00443	Prar.g_01693
OG0000643	Syak.g_00444	Prar.g_01694
OG0000644	Syak.g_00445	Prar.g_01695
OG0000645	Syak.g_00447	Prar.g_01696
OG0000646	Syak.g_00450	Prar.g_01698
OG0000647	Syak.g_00452	Prar.g_01699
OG0000648	Syak.g_00456	Prar.g_01701
OG0000649	Syak.g_00457	Prar.g_01702
OG0000650	Syak.g_00458	Prar.g_01703
OG0000651	Syak.g_00459	Prar.g_01704
OG0000652	Syak.g_00460	Prar.g_01705
OG0000653	Syak.g_00462	Prar.g_01707
OG0000654	Syak.g_00625	Prar.g_01708
OG0000655	Syak.g_00624	Prar.g_01709
OG0000656	Syak.g_00621	Prar.g_01712
OG0000657	Syak.g_00609	Prar.g_01719
OG0000658	Syak.g_00606	Prar.g_01720
OG0000659	Syak.g_00605	Prar.g_01721
OG0000660	Syak.g_00601	Prar.g_01725
OG0000661	Syak.g_00599	Prar.g_01727
OG0000662	Syak.g_00597	Prar.g_01729
OG0000663	Syak.g_00594	Prar.g_01731
OG0000664	Syak.g_00593	Prar.g_01732
OG0000665	Syak.g_00086	Prar.g_01736
OG0000666	Syak.g_00078	Prar.g_01737
OG0000667	Syak.g_00340	Prar.g_01742
OG0000668	Syak.g_00643	Prar.g_01759
OG0000669	Syak.g_00363	Prar.g_01767
OG0000670	Syak.g_00366	Prar.g_01769
OG0000671	Syak.g_00368	Prar.g_01771
OG0000672	Syak.g_00371	Prar.g_01774
OG0000673	Syak.g_00374	Prar.g_01777
OG0000674	Syak.g_00376	Prar.g_01779
OG0000675	Syak.g_00377	Prar.g_01780
OG0000676	Syak.g_00379	Prar.g_01782
OG0000677	Syak.g_00380	Prar.g_01783
OG0000678	Syak.g_00386	Prar.g_01785
OG0000679	Syak.g_00397	Prar.g_01789
OG0000680	Syak.g_00398	Prar.g_01790
OG0000681	Syak.g_00401	Prar.g_01792
OG0000682	Syak.g_00402	Prar.g_01793
OG0000683	Syak.g_00403	Prar.g_01794
OG0000684	Syak.g_00409	Prar.g_01795
OG0000685	Syak.g_00411	Prar.g_01797
OG0000686	Syak.g_00412	Prar.g_01798
OG0000687	Syak.g_00413	Prar.g_01799
OG0000688	Syak.g_00418	Prar.g_01802
OG0000689	Syak.g_00421	Prar.g_01803
OG0000690	Syak.g_00422	Prar.g_01804
OG0000691	Syak.g_00423	Prar.g_01805
OG0000692	Syak.g_00424	Prar.g_01807
OG0000693	Syak.g_00426	Prar.g_01808
OG0000694	Syak.g_00427	Prar.g_01809
OG0000695	Syak.g_00540	Prar.g_01811
OG0000696	Syak.g_00539	Prar.g_01812
OG0000697	Syak.g_00538	Prar.g_01813
OG0000698	Syak.g_00535	Prar.g_01816
OG0000699	Syak.g_00534	Prar.g_01817
OG0000700	Syak.g_00533	Prar.g_01818
OG0000701	Syak.g_00532	Prar.g_01819
OG0000702	Syak.g_00522	Prar.g_01821
OG0000703	Syak.g_00521	Prar.g_01822
OG0000704	Syak.g_00519	Prar.g_01823
OG0000705	Syak.g_00511	Prar.g_01827
OG0000706	Syak.g_00510	Prar.g_01828
OG0000707	Syak.g_00509	Prar.g_01829
OG0000708	Syak.g_00506	Prar.g_01830
OG0000709	Syak.g_00498	Prar.g_01834
OG0000710	Syak.g_00494	Prar.g_01837
OG0000711	Syak.g_00466	Prar.g_01853
OG0000712	Syak.g_00464	Prar.g_01855
OG0000713	Syak.g_00463	Prar.g_01856
OG0000714	Syak.g_00629	Prar.g_01857
OG0000715	Syak.g_00631	Prar.g_01859
OG0000716	Syak.g_00635	Prar.g_01861
OG0000717	Syak.g_00636	Prar.g_01862
OG0000718	Syak.g_00640	Prar.g_01873
OG0000719	Syak.g_00642	Prar.g_01875
OG0000720	Syak.g_00655	Prar.g_01884
OG0000721	Syak.g_00657	Prar.g_01886
OG0000722	Syak.g_00658	Prar.g_01887
OG0000723	Syak.g_00790	Prar.g_01890
OG0000724	Syak.g_00749	Prar.g_01899
OG0000725	Syak.g_00731	Prar.g_01905
OG0000726	Syak.g_00730	Prar.g_01906
OG0000727	Syak.g_00729	Prar.g_01907
OG0000728	Syak.g_00727	Prar.g_01909
OG0000729	Syak.g_01683	Prar.g_01955
OG0000730	Syak.g_01248	Prar.g_01324
OG0000731	Syak.g_01237	Prar.g_01320
OG0000732	Syak.g_01739	Prar.g_01314
OG0000733	Syak.g_01905	Prar.g_01295
OG0000734	Syak.g_02184	Prar.g_01278
OG0000735	Syak.g_00914	Prar.g_01276
OG0000736	Syak.g_00913	Prar.g_01275
OG0000737	Syak.g_00912	Prar.g_01274
OG0000738	Syak.g_00907	Prar.g_01270
OG0000739	Syak.g_00906	Prar.g_01269
OG0000740	Syak.g_00905	Prar.g_01268
OG0000741	Syak.g_00902	Prar.g_01267
OG0000742	Syak.g_00899	Prar.g_01264
OG0000743	Syak.g_00897	Prar.g_01262
OG0000744	Syak.g_00896	Prar.g_01261
OG0000745	Syak.g_00894	Prar.g_01260
OG0000746	Syak.g_00892	Prar.g_01258
OG0000747	Syak.g_00891	Prar.g_01257
OG0000748	Syak.g_00875	Prar.g_01254
OG0000749	Syak.g_00874	Prar.g_01253
OG0000750	Syak.g_00873	Prar.g_01252
OG0000751	Syak.g_00862	Prar.g_01250
OG0000752	Syak.g_00860	Prar.g_01248
OG0000753	Syak.g_00857	Prar.g_01245
OG0000754	Syak.g_00852	Prar.g_01242
OG0000755	Syak.g_00841	Prar.g_01239
OG0000756	Syak.g_00840	Prar.g_01238
OG0000757	Syak.g_00833	Prar.g_01232
OG0000758	Syak.g_00832	Prar.g_01231
OG0000759	Syak.g_00831	Prar.g_01230
OG0000760	Syak.g_00830	Prar.g_01229
OG0000761	Syak.g_00829	Prar.g_01228
OG0000762	Syak.g_00827	Prar.g_01227
OG0000763	Syak.g_00825	Prar.g_01225
OG0000764	Syak.g_00824	Prar.g_01224
OG0000765	Syak.g_00669	Prar.g_01215
OG0000766	Syak.g_00670	Prar.g_01214
OG0000767	Syak.g_00672	Prar.g_01212
OG0000768	Syak.g_00673	Prar.g_01211
OG0000769	Syak.g_00675	Prar.g_01209
OG0000770	Syak.g_00678	Prar.g_01207
OG0000771	Syak.g_00755	Prar.g_00376
OG0000772	Syak.g_02048	Prar.g_00976
OG0000773	Syak.g_00921	Prar.g_00964
OG0000774	Syak.g_00926	Prar.g_00962
OG0000775	Syak.g_00929	Prar.g_00960
OG0000776	Syak.g_00930	Prar.g_00959
OG0000777	Syak.g_00931	Prar.g_00958
OG0000778	Syak.g_00932	Prar.g_00957
OG0000779	Syak.g_00938	Prar.g_00953
OG0000780	Syak.g_00942	Prar.g_00952
OG0000781	Syak.g_00946	Prar.g_00949
OG0000782	Syak.g_00947	Prar.g_00948
OG0000783	Syak.g_00948	Prar.g_00947
OG0000784	Syak.g_00949	Prar.g_00946
OG0000785	Syak.g_00951	Prar.g_00944
OG0000786	Syak.g_00956	Prar.g_00942
OG0000787	Syak.g_00957	Prar.g_00941
OG0000788	Syak.g_00048	Prar.g_00924
OG0000789	Syak.g_00085	Prar.g_00921
OG0000790	Syak.g_02560	Prar.g_00906
OG0000791	Syak.g_02558	Prar.g_00904
OG0000792	Syak.g_02557	Prar.g_00903
OG0000793	Syak.g_02552	Prar.g_00900
OG0000794	Syak.g_02551	Prar.g_00899
OG0000795	Syak.g_02550	Prar.g_00898
OG0000796	Syak.g_02547	Prar.g_00894
OG0000797	Syak.g_02546	Prar.g_00893
OG0000798	Syak.g_01456	Prar.g_00866
OG0000799	Syak.g_00981	Prar.g_00357
OG0000800	Syak.g_00989	Prar.g_00356
OG0000801	Syak.g_00990	Prar.g_00355
OG0000802	Syak.g_00995	Prar.g_00353
OG0000803	Syak.g_01021	Prar.g_00351
OG0000804	Syak.g_01026	Prar.g_00350
OG0000805	Syak.g_01029	Prar.g_00348
OG0000806	Syak.g_01031	Prar.g_00346
OG0000807	Syak.g_01033	Prar.g_00345
OG0000808	Syak.g_01034	Prar.g_00344
OG0000809	Syak.g_01038	Prar.g_00341
OG0000810	Syak.g_01039	Prar.g_00340
OG0000811	Syak.g_01045	Prar.g_00336
OG0000812	Syak.g_01047	Prar.g_00842
OG0000813	Syak.g_01048	Prar.g_00841
OG0000814	Syak.g_01051	Prar.g_00839
OG0000815	Syak.g_01053	Prar.g_00838
OG0000816	Syak.g_01055	Prar.g_00836
OG0000817	Syak.g_01056	Prar.g_00835
OG0000818	Syak.g_01060	Prar.g_00830
OG0000819	Syak.g_01064	Prar.g_00829
OG0000820	Syak.g_01065	Prar.g_00828
OG0000821	Syak.g_01071	Prar.g_00824
OG0000822	Syak.g_01073	Prar.g_00823
OG0000823	Syak.g_01074	Prar.g_00822
OG0000824	Syak.g_01080	Prar.g_00819
OG0000825	Syak.g_01081	Prar.g_00818
OG0000826	Syak.g_01082	Prar.g_00817
OG0000827	Syak.g_01083	Prar.g_00816
OG0000828	Syak.g_01086	Prar.g_00813
OG0000829	Syak.g_01087	Prar.g_00812
OG0000830	Syak.g_01088	Prar.g_00811
OG0000831	Syak.g_01091	Prar.g_00809
OG0000832	Syak.g_02482	Prar.g_00803
OG0000833	Syak.g_02473	Prar.g_00795
OG0000834	Syak.g_02470	Prar.g_00794
OG0000835	Syak.g_02469	Prar.g_00793
OG0000836	Syak.g_02466	Prar.g_00792
OG0000837	Syak.g_02465	Prar.g_00791
OG0000838	Syak.g_02461	Prar.g_00789
OG0000839	Syak.g_02460	Prar.g_00788
OG0000840	Syak.g_02459	Prar.g_00787
OG0000841	Syak.g_02458	Prar.g_00786
OG0000842	Syak.g_02457	Prar.g_00785
OG0000843	Syak.g_02456	Prar.g_00784
OG0000844	Syak.g_02454	Prar.g_00783
OG0000845	Syak.g_02453	Prar.g_00782
OG0000846	Syak.g_02452	Prar.g_00781
OG0000847	Syak.g_02451	Prar.g_00780
OG0000848	Syak.g_02449	Prar.g_00779
OG0000849	Syak.g_02448	Prar.g_00778
OG0000850	Syak.g_02445	Prar.g_00776
OG0000851	Syak.g_02440	Prar.g_00775
OG0000852	Syak.g_02439	Prar.g_00774
OG0000853	Syak.g_02435	Prar.g_00770
OG0000854	Syak.g_02433	Prar.g_00768
OG0000855	Syak.g_02432	Prar.g_00767
OG0000856	Syak.g_00021	Prar.g_00753
OG0000857	Syak.g_00451	Prar.g_00725
OG0000858	Syak.g_02426	Prar.g_01149
OG0000859	Syak.g_02425	Prar.g_01148
OG0000860	Syak.g_02414	Prar.g_01141
OG0000861	Syak.g_02413	Prar.g_01140
OG0000862	Syak.g_02412	Prar.g_01139
OG0000863	Syak.g_02409	Prar.g_01137
OG0000864	Syak.g_02408	Prar.g_01136
OG0000865	Syak.g_02407	Prar.g_01135
OG0000866	Syak.g_02406	Prar.g_01134
OG0000867	Syak.g_02405	Prar.g_01133
OG0000868	Syak.g_02402	Prar.g_01132
OG0000869	Syak.g_02398	Prar.g_01128
OG0000870	Syak.g_02393	Prar.g_01123
OG0000871	Syak.g_02392	Prar.g_01122
OG0000872	Syak.g_02386	Prar.g_01121
OG0000873	Syak.g_02383	Prar.g_01965
OG0000874	Syak.g_02379	Prar.g_01968
OG0000875	Syak.g_02377	Prar.g_01969
OG0000876	Syak.g_02375	Prar.g_01970
OG0000877	Syak.g_02372	Prar.g_01963
OG0000878	Syak.g_02371	Prar.g_01962
OG0000879	Syak.g_02370	Prar.g_01961
OG0000880	Syak.g_02369	Prar.g_01960
OG0000881	Syak.g_02363	Prar.g_00595, Prar.g_01956
OG0000882	Syak.g_02358	Prar.g_00600
OG0000883	Syak.g_02355	Prar.g_00601
OG0000884	Syak.g_02353	Prar.g_00603
OG0000885	Syak.g_02352	Prar.g_00604
OG0000886	Syak.g_02351	Prar.g_00605
OG0000887	Syak.g_02350	Prar.g_00606
OG0000888	Syak.g_02348	Prar.g_00608
OG0000889	Syak.g_02346	Prar.g_00610
OG0000890	Syak.g_02334	Prar.g_00611
OG0000891	Syak.g_02333	Prar.g_00612
OG0000892	Syak.g_02329	Prar.g_01119
OG0000893	Syak.g_01393	Prar.g_01114
OG0000894	Syak.g_01390	Prar.g_01112
OG0000895	Syak.g_01386	Prar.g_01109
OG0000896	Syak.g_01385	Prar.g_01108
OG0000897	Syak.g_01383	Prar.g_01106
OG0000898	Syak.g_01382	Prar.g_01105
OG0000899	Syak.g_01381	Prar.g_01104
OG0000900	Syak.g_01380	Prar.g_01103
OG0000901	Syak.g_01375	Prar.g_01100
OG0000902	Syak.g_01368	Prar.g_01098
OG0000903	Syak.g_01353	Prar.g_01095
OG0000904	Syak.g_01358	Prar.g_01093
OG0000905	Syak.g_01363	Prar.g_01088
OG0000906	Syak.g_01366	Prar.g_01087
OG0000907	Syak.g_01351	Prar.g_01069
OG0000908	Syak.g_01348	Prar.g_01066
OG0000909	Syak.g_01347	Prar.g_01065
OG0000910	Syak.g_01346	Prar.g_01064
OG0000911	Syak.g_01344	Prar.g_01062
OG0000912	Syak.g_01343	Prar.g_01061
OG0000913	Syak.g_01342	Prar.g_01060
OG0000914	Syak.g_01341	Prar.g_01059
OG0000915	Syak.g_01339	Prar.g_01058
OG0000916	Syak.g_01338	Prar.g_01057
OG0000917	Syak.g_01337	Prar.g_01056
OG0000918	Syak.g_01336	Prar.g_01055
OG0000919	Syak.g_01335	Prar.g_01054
OG0000920	Syak.g_01334	Prar.g_01053
OG0000921	Syak.g_01333	Prar.g_01052
OG0000922	Syak.g_01332	Prar.g_01051
OG0000923	Syak.g_01328	Prar.g_01047
OG0000924	Syak.g_01327	Prar.g_01046
OG0000925	Syak.g_01326	Prar.g_01045
OG0000926	Syak.g_01325	Prar.g_01044
OG0000927	Syak.g_01323	Prar.g_01042
OG0000928	Syak.g_01322	Prar.g_01041
OG0000929	Syak.g_01321	Prar.g_01040
OG0000930	Syak.g_01320	Prar.g_01039
OG0000931	Syak.g_01319	Prar.g_01038
OG0000932	Syak.g_01318	Prar.g_01037
OG0000933	Syak.g_01312	Prar.g_01033
OG0000934	Syak.g_01310	Prar.g_01031
OG0000935	Syak.g_01309	Prar.g_01030
OG0000936	Syak.g_01308	Prar.g_01029
OG0000937	Syak.g_01307	Prar.g_01028
OG0000938	Syak.g_01304	Prar.g_01026
OG0000939	Syak.g_01303	Prar.g_01025
OG0000940	Syak.g_01297	Prar.g_01019
OG0000941	Syak.g_01295	Prar.g_01017
OG0000942	Syak.g_01293	Prar.g_01015
OG0000943	Syak.g_01292	Prar.g_01014
OG0000944	Syak.g_01290	Prar.g_01013
OG0000945	Syak.g_01288	Prar.g_01012
OG0000946	Syak.g_01283	Prar.g_00617
OG0000947	Syak.g_01280	Prar.g_00619
OG0000948	Syak.g_01279	Prar.g_00620
OG0000949	Syak.g_01551	Prar.g_00623
OG0000950	Syak.g_01562	Prar.g_00628
OG0000951	Syak.g_01569	Prar.g_00632
OG0000952	Syak.g_01574	Prar.g_00636
OG0000953	Syak.g_01627	Prar.g_00639
OG0000954	Syak.g_01633	Prar.g_00643
OG0000955	Syak.g_01634	Prar.g_00644
OG0000956	Syak.g_01636	Prar.g_00646
OG0000957	Syak.g_01648	Prar.g_00651
OG0000958	Syak.g_01649	Prar.g_00652
OG0000959	Syak.g_01653	Prar.g_00656
OG0000960	Syak.g_01654	Prar.g_00657
OG0000961	Syak.g_01679	Prar.g_00659
OG0000962	Syak.g_01682	Prar.g_00661
OG0000963	Syak.g_01687	Prar.g_00664
OG0000964	Syak.g_01688	Prar.g_00665
OG0000965	Syak.g_01689	Prar.g_00666
OG0000966	Syak.g_01711	Prar.g_00673
OG0000967	Syak.g_01715	Prar.g_00677
OG0000968	Syak.g_01719	Prar.g_00679
OG0000969	Syak.g_01721	Prar.g_00680
OG0000970	Syak.g_01722	Prar.g_00681
OG0000971	Syak.g_01724	Prar.g_00682
OG0000972	Syak.g_01725	Prar.g_00683
OG0000973	Syak.g_01726	Prar.g_00684
OG0000974	Syak.g_01727	Prar.g_00685
OG0000975	Syak.g_01728	Prar.g_00686
OG0000976	Syak.g_01729	Prar.g_00687
OG0000977	Syak.g_01731	Prar.g_00688
OG0000978	Syak.g_01732	Prar.g_00689
OG0000979	Syak.g_01735	Prar.g_00692
OG0000980	Syak.g_01738	Prar.g_00694
OG0000981	Syak.g_01741	Prar.g_00696
OG0000982	Syak.g_01941	Prar.g_00698
OG0000983	Syak.g_01940	Prar.g_00699
OG0000984	Syak.g_01939	Prar.g_00700
OG0000985	Syak.g_01935	Prar.g_00703
OG0000986	Syak.g_01933	Prar.g_00705
OG0000987	Syak.g_01931	Prar.g_00706
OG0000988	Syak.g_01925	Prar.g_00709
OG0000989	Syak.g_01912	Prar.g_00073
OG0000990	Syak.g_01900	Prar.g_00070
OG0000991	Syak.g_01896	Prar.g_00069
OG0000992	Syak.g_01893	Prar.g_00067
OG0000993	Syak.g_01892	Prar.g_00066
OG0000994	Syak.g_01889	Prar.g_00065
OG0000995	Syak.g_01880	Prar.g_00061
OG0000996	Syak.g_01839	Prar.g_00060
OG0000997	Syak.g_01828	Prar.g_00059
OG0000998	Syak.g_01826	Prar.g_00057
OG0000999	Syak.g_01825	Prar.g_00056
OG0001000	Syak.g_01821	Prar.g_00053
OG0001001	Syak.g_01814	Prar.g_00051
OG0001002	Syak.g_01807	Prar.g_00047
OG0001003	Syak.g_01806	Prar.g_00046
OG0001004	Syak.g_01805	Prar.g_00045
OG0001005	Syak.g_01804	Prar.g_00044
OG0001006	Syak.g_01797	Prar.g_00040
OG0001007	Syak.g_01795	Prar.g_00038
OG0001008	Syak.g_01190	Prar.g_00485
OG0001009	Syak.g_01762	Prar.g_00011
OG0001010	Syak.g_01761	Prar.g_00010
OG0001011	Syak.g_01759	Prar.g_00009
OG0001012	Syak.g_01946	Prar.g_00577
OG0001013	Syak.g_01969	Prar.g_00571
OG0001014	Syak.g_01975	Prar.g_00568
OG0001015	Syak.g_01976	Prar.g_00567
OG0001016	Syak.g_02250	Prar.g_00255
OG0001017	Syak.g_02244	Prar.g_00251
OG0001018	Syak.g_02242	Prar.g_00248
OG0001019	Syak.g_02218	Prar.g_00239
OG0001020	Syak.g_02214	Prar.g_00238
OG0001021	Syak.g_02210	Prar.g_00237
OG0001022	Syak.g_02205	Prar.g_00234
OG0001023	Syak.g_02204	Prar.g_00233
OG0001024	Syak.g_02201	Prar.g_00230
OG0001025	Syak.g_02195	Prar.g_00224
OG0001026	Syak.g_02182	Prar.g_00217
OG0001027	Syak.g_02178	Prar.g_00216
OG0001028	Syak.g_02176	Prar.g_00214
OG0001029	Syak.g_02174	Prar.g_00213
OG0001030	Syak.g_02153	Prar.g_00198
OG0001031	Syak.g_02079	Prar.g_00141
OG0001032	Syak.g_02077	Prar.g_00140
OG0001033	Syak.g_02037	Prar.g_00119
OG0001034	Syak.g_02305	Prar.g_00091
OG0001035	Syak.g_01422	Prar.g_00333
OG0001036	Syak.g_01427	Prar.g_00328
OG0001037	Syak.g_01429	Prar.g_00327
OG0001038	Syak.g_01457	Prar.g_00309
OG0001039	Syak.g_01460	Prar.g_00306
OG0001040	Syak.g_01463	Prar.g_00304
OG0001041	Syak.g_01468	Prar.g_00300
OG0001042	Syak.g_01500	Prar.g_00283
OG0001043	Syak.g_01504	Prar.g_00282
OG0001044	Syak.g_01247	Prar.g_00393
OG0001045	Syak.g_01234	Prar.g_00402
OG0001046	Syak.g_00479	Prar.g_00440
OG0001047	Syak.g_01188	Prar.g_00487
OG0001048	Syak.g_01187	Prar.g_00488
OG0001049	Syak.g_01184	Prar.g_00490
OG0001050	Syak.g_01183	Prar.g_00491
OG0001051	Syak.g_01182	Prar.g_00492
OG0001052	Syak.g_01122	Prar.g_00521
OG0001053	Syak.g_02577	Prar.g_00533
OG0001054	Syak.g_02596	Prar.g_01329
OG0001055	Syak.g_02617	Prar.g_01347
OG0001056	Syak.g_02645	Prar.g_01366
OG0001057	Syak.g_00964	Prar.g_01371
OG0001058	Syak.g_02668	Prar.g_01379
OG0001060	Syak.g_02677	Prar.g_01390
OG0001061	Syak.g_02697	Prar.g_01403
OG0001062	Syak.g_02699	Prar.g_01405
OG0001063	Syak.g_02704	Prar.g_01407
OG0001064	Syak.g_02705	Prar.g_01408
OG0001065	Syak.g_02706	Prar.g_01409
OG0001066	Syak.g_02707	Prar.g_01410
OG0001067	Syak.g_02708	Prar.g_01411
OG0001068	Syak.g_02709	Prar.g_01412
OG0001069	Syak.g_02710	Prar.g_01413
OG0001070	Syak.g_02714	Prar.g_01416
OG0001071	Syak.g_02715	Prar.g_01417
OG0001072	Syak.g_02721	Prar.g_01419
OG0001073	Syak.g_02736	Prar.g_01434
OG0001074	Syak.g_00098	Prar.g_01445
OG0001075	Syak.g_02760	Prar.g_01446
OG0001076	Syak.g_00011	Prar.g_01454
OG0001077	Syak.g_00024	Prar.g_01458
OG0001078	Syak.g_00036	Prar.g_01466
OG0001079	Syak.g_00049	Prar.g_01477
OG0001080	Syak.g_00264	Prar.g_01483
OG0001081	Syak.g_00327	Prar.g_01485
OG0001082	Syak.g_00328	Prar.g_01486
OG0001083	Syak.g_00336	Prar.g_01491
OG0001084	Syak.g_00337	Prar.g_01492
OG0001085	Syak.g_00354	Prar.g_01500
OG0001086	Syak.g_00356	Prar.g_01501
OG0001087	Syak.g_00691	Prar.g_01518
OG0001088	Syak.g_00694	Prar.g_01519
OG0001089	Syak.g_00722	Prar.g_01527
OG0001090	Syak.g_00806	Prar.g_01600
OG0001091	Syak.g_00804	Prar.g_01602
OG0001092	Syak.g_00801	Prar.g_01603
OG0001093	Syak.g_00794	Prar.g_01608
OG0001094	Syak.g_00428	Prar.g_01678
OG0001095	Syak.g_00448	Prar.g_01697
OG0001096	Syak.g_00623	Prar.g_01710
OG0001097	Syak.g_00598	Prar.g_01728
OG0001098	Syak.g_00578	Prar.g_01744
OG0001099	Syak.g_02175	Prar.g_01764
OG0001100	Syak.g_00365	Prar.g_01768
OG0001101	Syak.g_00367	Prar.g_01770
OG0001102	Syak.g_00370	Prar.g_01773
OG0001103	Syak.g_00372	Prar.g_01775
OG0001104	Syak.g_00410	Prar.g_01796
OG0001105	Syak.g_00414	Prar.g_01800
OG0001106	Syak.g_00518	Prar.g_01824
OG0001107	Syak.g_00505	Prar.g_01831
OG0001108	Syak.g_00497	Prar.g_01835
OG0001109	Syak.g_00495	Prar.g_01836
OG0001110	Syak.g_00493	Prar.g_01838
OG0001111	Syak.g_00491	Prar.g_01839
OG0001112	Syak.g_00489	Prar.g_01840
OG0001113	Syak.g_00406	Prar.g_01841
OG0001114	Syak.g_00488	Prar.g_01842
OG0001115	Syak.g_00484	Prar.g_01844
OG0001116	Syak.g_00482	Prar.g_01845
OG0001117	Syak.g_00481	Prar.g_01846
OG0001118	Syak.g_00480	Prar.g_01847
OG0001119	Syak.g_00478	Prar.g_01848
OG0001120	Syak.g_00474	Prar.g_01850
OG0001121	Syak.g_00114	Prar.g_01298
OG0001123	Syak.g_00650	Prar.g_01880
OG0001124	Syak.g_00652	Prar.g_01882
OG0001125	Syak.g_00654	Prar.g_01883
OG0001126	Syak.g_00757	Prar.g_01893
OG0001127	Syak.g_00756	Prar.g_01894
OG0001128	Syak.g_00753	Prar.g_01896
OG0001129	Syak.g_00751	Prar.g_01897
OG0001130	Syak.g_00750	Prar.g_01898
OG0001131	Syak.g_00389	Prar.g_01935
OG0001132	Syak.g_00120	Prar.g_01944
OG0001133	Syak.g_00014	Prar.g_01309
OG0001134	Syak.g_00273	Prar.g_01296
OG0001136	Syak.g_00901	Prar.g_01266
OG0001137	Syak.g_00876	Prar.g_01255
OG0001138	Syak.g_00839	Prar.g_01237
OG0001139	Syak.g_00837	Prar.g_01236
OG0001140	Syak.g_00836	Prar.g_01235
OG0001141	Syak.g_00835	Prar.g_01234
OG0001142	Syak.g_00834	Prar.g_01233
OG0001143	Syak.g_00826	Prar.g_01226
OG0001144	Syak.g_00815	Prar.g_01221
OG0001145	Syak.g_00922	Prar.g_00963
OG0001146	Syak.g_00943	Prar.g_00951
OG0001147	Syak.g_01113	Prar.g_00925
OG0001148	Syak.g_02563	Prar.g_00909
OG0001149	Syak.g_02562	Prar.g_00908
OG0001150	Syak.g_02561	Prar.g_00907
OG0001151	Syak.g_02548	Prar.g_00896
OG0001153	Syak.g_01084	Prar.g_00815
OG0001154	Syak.g_01085	Prar.g_00814
OG0001155	Syak.g_02480	Prar.g_00802
OG0001156	Syak.g_02477	Prar.g_00799
OG0001157	Syak.g_02476	Prar.g_00798
OG0001158	Syak.g_02475	Prar.g_00797
OG0001159	Syak.g_02474	Prar.g_00796
OG0001160	Syak.g_02437	Prar.g_00772
OG0001161	Syak.g_01906	Prar.g_00760
OG0001162	Syak.g_00959	Prar.g_00749
OG0001163	Syak.g_02429	Prar.g_01151
OG0001164	Syak.g_02423	Prar.g_01147
OG0001165	Syak.g_02418	Prar.g_01144
OG0001166	Syak.g_02394	Prar.g_01124
OG0001167	Syak.g_02366	Prar.g_01959
OG0001168	Syak.g_02364	Prar.g_01957
OG0001169	Syak.g_02362	Prar.g_00596
OG0001170	Syak.g_02360	Prar.g_00598
OG0001171	Syak.g_02349	Prar.g_00607
OG0001172	Syak.g_01388	Prar.g_01111
OG0001173	Syak.g_01387	Prar.g_01110
OG0001174	Syak.g_01379	Prar.g_01102
OG0001175	Syak.g_01378	Prar.g_01101
OG0001176	Syak.g_01354	Prar.g_01094
OG0001177	Syak.g_01356	Prar.g_01091
OG0001178	Syak.g_02411	Prar.g_01086
OG0001179	Syak.g_01324	Prar.g_01043
