Orthogroup	Syak	Pral
OG0000589	Syak.g_00008	Pral.g_00466
OG0000590	Syak.g_00009	Pral.g_00465
OG0000591	Syak.g_00017	Pral.g_00462
OG0000592	Syak.g_00018	Pral.g_00461
OG0000593	Syak.g_00031	Pral.g_01433
OG0000594	Syak.g_00032	Pral.g_01434
OG0000595	Syak.g_00033	Pral.g_01435
OG0000596	Syak.g_00038	Pral.g_01439
OG0000597	Syak.g_00041	Pral.g_01441
OG0000598	Syak.g_00042	Pral.g_01442
OG0000599	Syak.g_00045	Pral.g_01445
OG0000600	Syak.g_00046	Pral.g_01446
OG0000601	Syak.g_00047	Pral.g_01447
OG0000602	Syak.g_00053	Pral.g_01449
OG0000603	Syak.g_00054	Pral.g_01450
OG0000604	Syak.g_00056	Pral.g_01451
OG0000605	Syak.g_00259	Pral.g_01452
OG0000606	Syak.g_00326	Pral.g_01455
OG0000607	Syak.g_00329	Pral.g_01458
OG0000608	Syak.g_00330	Pral.g_01459
OG0000609	Syak.g_00332	Pral.g_01460
OG0000610	Syak.g_00347	Pral.g_01466
OG0000611	Syak.g_00350	Pral.g_01469
OG0000612	Syak.g_00351	Pral.g_01470
OG0000613	Syak.g_01525	Pral.g_01769
OG0000614	Syak.g_00705	Pral.g_01748
OG0000615	Syak.g_00393	Pral.g_01737
OG0000616	Syak.g_01810	Pral.g_00399
OG0000617	Syak.g_00799	Pral.g_01723
OG0000618	Syak.g_00798	Pral.g_01722
OG0000619	Syak.g_00797	Pral.g_01721
OG0000620	Syak.g_00779	Pral.g_01718
OG0000621	Syak.g_00780	Pral.g_01717
OG0000622	Syak.g_00781	Pral.g_01716
OG0000623	Syak.g_00782	Pral.g_01715
OG0000624	Syak.g_00784	Pral.g_01713
OG0000625	Syak.g_00785	Pral.g_01712
OG0000626	Syak.g_00786	Pral.g_01711
OG0000627	Syak.g_00561	Pral.g_01709
OG0000628	Syak.g_00560	Pral.g_01708
OG0000629	Syak.g_00556	Pral.g_01707
OG0000630	Syak.g_00552	Pral.g_01704
OG0000631	Syak.g_00545	Pral.g_01658
OG0000632	Syak.g_00544	Pral.g_01657
OG0000633	Syak.g_00542	Pral.g_01656
OG0000634	Syak.g_00430	Pral.g_01484
OG0000635	Syak.g_00431	Pral.g_01485
OG0000636	Syak.g_00433	Pral.g_01487
OG0000637	Syak.g_00435	Pral.g_01489
OG0000638	Syak.g_00436	Pral.g_01490
OG0000639	Syak.g_00437	Pral.g_01491
OG0000640	Syak.g_00438	Pral.g_01492
OG0000641	Syak.g_00442	Pral.g_01496
OG0000642	Syak.g_00443	Pral.g_01497
OG0000643	Syak.g_00444	Pral.g_01498
OG0000644	Syak.g_00445	Pral.g_01499
OG0000645	Syak.g_00447	Pral.g_01500
OG0000646	Syak.g_00450	Pral.g_01502
OG0000647	Syak.g_00452	Pral.g_01504
OG0000648	Syak.g_00456	Pral.g_01506
OG0000649	Syak.g_00457	Pral.g_01507
OG0000650	Syak.g_00458	Pral.g_01508
OG0000651	Syak.g_00459	Pral.g_01509
OG0000652	Syak.g_00460	Pral.g_01510
OG0000653	Syak.g_00462	Pral.g_01512
OG0000654	Syak.g_00625	Pral.g_01513
OG0000655	Syak.g_00624	Pral.g_01514
OG0000656	Syak.g_00621	Pral.g_01517
OG0000657	Syak.g_00609	Pral.g_01524
OG0000658	Syak.g_00606	Pral.g_01525
OG0000659	Syak.g_00605	Pral.g_01526
OG0000660	Syak.g_00601	Pral.g_01530
OG0000661	Syak.g_00599	Pral.g_01532
OG0000662	Syak.g_00597	Pral.g_01534
OG0000663	Syak.g_00594	Pral.g_01536
OG0000664	Syak.g_00593	Pral.g_01537
OG0000665	Syak.g_00086	Pral.g_01543
OG0000666	Syak.g_00078	Pral.g_01544
OG0000667	Syak.g_00340	Pral.g_01548
OG0000668	Syak.g_00643	Pral.g_01820
OG0000669	Syak.g_00363	Pral.g_01809
OG0000670	Syak.g_00366	Pral.g_01806
OG0000671	Syak.g_00368	Pral.g_01804
OG0000672	Syak.g_00371	Pral.g_01801
OG0000673	Syak.g_00374	Pral.g_01798
OG0000674	Syak.g_00376	Pral.g_01796
OG0000675	Syak.g_00377	Pral.g_01795
OG0000676	Syak.g_00379	Pral.g_01793
OG0000677	Syak.g_00380	Pral.g_01792
OG0000678	Syak.g_00386	Pral.g_01790
OG0000679	Syak.g_00397	Pral.g_01786
OG0000680	Syak.g_00398	Pral.g_01785
OG0000681	Syak.g_00401	Pral.g_01782
OG0000682	Syak.g_00402	Pral.g_01781
OG0000683	Syak.g_00403	Pral.g_01780
OG0000684	Syak.g_00409	Pral.g_01778
OG0000685	Syak.g_00411	Pral.g_01776
OG0000686	Syak.g_00412	Pral.g_01775
OG0000687	Syak.g_00413	Pral.g_01774
OG0000688	Syak.g_00418	Pral.g_01474
OG0000689	Syak.g_00421	Pral.g_01475
OG0000690	Syak.g_00422	Pral.g_01476
OG0000691	Syak.g_00423	Pral.g_01477
OG0000692	Syak.g_00424	Pral.g_01479
OG0000693	Syak.g_00426	Pral.g_01480
OG0000694	Syak.g_00427	Pral.g_01481
OG0000695	Syak.g_00540	Pral.g_01654
OG0000696	Syak.g_00539	Pral.g_01653
OG0000697	Syak.g_00538	Pral.g_01652
OG0000698	Syak.g_00535	Pral.g_01649
OG0000699	Syak.g_00534	Pral.g_01647
OG0000700	Syak.g_00533	Pral.g_01646
OG0000701	Syak.g_00532	Pral.g_01645
OG0000702	Syak.g_00522	Pral.g_01643
OG0000703	Syak.g_00521	Pral.g_01642
OG0000704	Syak.g_00519	Pral.g_01640
OG0000705	Syak.g_00511	Pral.g_01634
OG0000706	Syak.g_00510	Pral.g_01633
OG0000707	Syak.g_00509	Pral.g_01632
OG0000708	Syak.g_00506	Pral.g_01630
OG0000709	Syak.g_00498	Pral.g_01626
OG0000710	Syak.g_00494	Pral.g_01623
OG0000711	Syak.g_00466	Pral.g_01579
OG0000712	Syak.g_00464	Pral.g_01580
OG0000713	Syak.g_00463	Pral.g_01581
OG0000714	Syak.g_00629	Pral.g_01582
OG0000715	Syak.g_00631	Pral.g_01584
OG0000716	Syak.g_00635	Pral.g_01586
OG0000717	Syak.g_00636	Pral.g_01587
OG0000718	Syak.g_00640	Pral.g_01590
OG0000719	Syak.g_00642	Pral.g_01592
OG0000720	Syak.g_00655	Pral.g_01603
OG0000721	Syak.g_00657	Pral.g_01607
OG0000722	Syak.g_00658	Pral.g_01608
OG0000723	Syak.g_00790	Pral.g_01575
OG0000724	Syak.g_00749	Pral.g_01566
OG0000725	Syak.g_00731	Pral.g_01560
OG0000726	Syak.g_00730	Pral.g_01559
OG0000727	Syak.g_00729	Pral.g_01558
OG0000728	Syak.g_00727	Pral.g_01556
OG0000729	Syak.g_01683	Pral.g_01311
OG0000730	Syak.g_01248	Pral.g_01324
OG0000731	Syak.g_01237	Pral.g_00692
OG0000732	Syak.g_01739	Pral.g_00348
OG0000733	Syak.g_01905	Pral.g_00077
OG0000734	Syak.g_02184	Pral.g_01351
OG0000735	Syak.g_00914	Pral.g_01353
OG0000736	Syak.g_00913	Pral.g_01354
OG0000737	Syak.g_00912	Pral.g_01355
OG0000738	Syak.g_00907	Pral.g_01359
OG0000739	Syak.g_00906	Pral.g_01360
OG0000740	Syak.g_00905	Pral.g_01361
OG0000741	Syak.g_00902	Pral.g_01363
OG0000742	Syak.g_00899	Pral.g_01366
OG0000743	Syak.g_00897	Pral.g_01368
OG0000744	Syak.g_00896	Pral.g_01369
OG0000745	Syak.g_00894	Pral.g_01370
OG0000746	Syak.g_00892	Pral.g_01372
OG0000747	Syak.g_00891	Pral.g_01373
OG0000748	Syak.g_00875	Pral.g_01378
OG0000749	Syak.g_00874	Pral.g_01379
OG0000750	Syak.g_00873	Pral.g_01380
OG0000751	Syak.g_00862	Pral.g_01383
OG0000752	Syak.g_00860	Pral.g_01385
OG0000753	Syak.g_00857	Pral.g_01388
OG0000754	Syak.g_00852	Pral.g_01391
OG0000755	Syak.g_00841	Pral.g_01399
OG0000756	Syak.g_00840	Pral.g_01400
OG0000757	Syak.g_00833	Pral.g_01406
OG0000758	Syak.g_00832	Pral.g_01407
OG0000759	Syak.g_00831	Pral.g_01408
OG0000760	Syak.g_00830	Pral.g_01409
OG0000761	Syak.g_00829	Pral.g_01410
OG0000762	Syak.g_00827	Pral.g_01411
OG0000763	Syak.g_00825	Pral.g_01413
OG0000764	Syak.g_00824	Pral.g_01414
OG0000765	Syak.g_00669	Pral.g_01423
OG0000766	Syak.g_00670	Pral.g_01424
OG0000767	Syak.g_00672	Pral.g_01426
OG0000768	Syak.g_00673	Pral.g_01427
OG0000769	Syak.g_00675	Pral.g_01429
OG0000770	Syak.g_00678	Pral.g_00456
OG0000771	Syak.g_00755	Pral.g_01064
OG0000772	Syak.g_02048	Pral.g_01893
OG0000773	Syak.g_00921	Pral.g_01290
OG0000774	Syak.g_00926	Pral.g_01288
OG0000775	Syak.g_00929	Pral.g_01286
OG0000776	Syak.g_00930	Pral.g_01285
OG0000777	Syak.g_00931	Pral.g_01284
OG0000778	Syak.g_00932	Pral.g_01283
OG0000779	Syak.g_00938	Pral.g_01279
OG0000780	Syak.g_00942	Pral.g_01278
OG0000781	Syak.g_00946	Pral.g_01275
OG0000782	Syak.g_00947	Pral.g_01274
OG0000783	Syak.g_00948	Pral.g_01273
OG0000784	Syak.g_00949	Pral.g_01272
OG0000785	Syak.g_00951	Pral.g_01270
OG0000786	Syak.g_00956	Pral.g_01267
OG0000787	Syak.g_00957	Pral.g_01266
OG0000788	Syak.g_00048	Pral.g_00440
OG0000789	Syak.g_00085	Pral.g_01060
OG0000790	Syak.g_02560	Pral.g_01217
OG0000791	Syak.g_02558	Pral.g_01215
OG0000792	Syak.g_02557	Pral.g_01214
OG0000793	Syak.g_02552	Pral.g_01211
OG0000794	Syak.g_02551	Pral.g_01210
OG0000795	Syak.g_02550	Pral.g_01209
OG0000796	Syak.g_02547	Pral.g_01205
OG0000797	Syak.g_02546	Pral.g_01204
OG0000799	Syak.g_00981	Pral.g_01184
OG0000800	Syak.g_00989	Pral.g_01183
OG0000801	Syak.g_00990	Pral.g_01182
OG0000802	Syak.g_00995	Pral.g_01180
OG0000803	Syak.g_01021	Pral.g_01178
OG0000804	Syak.g_01026	Pral.g_01177
OG0000805	Syak.g_01029	Pral.g_01175
OG0000806	Syak.g_01031	Pral.g_01173
OG0000807	Syak.g_01033	Pral.g_01172
OG0000808	Syak.g_01034	Pral.g_01171
OG0000809	Syak.g_01038	Pral.g_01167
OG0000810	Syak.g_01039	Pral.g_01166
OG0000811	Syak.g_01045	Pral.g_01158
OG0000812	Syak.g_01047	Pral.g_01156
OG0000813	Syak.g_01048	Pral.g_01155
OG0000814	Syak.g_01051	Pral.g_01153
OG0000815	Syak.g_01053	Pral.g_01152
OG0000816	Syak.g_01055	Pral.g_01150
OG0000817	Syak.g_01056	Pral.g_01149
OG0000818	Syak.g_01060	Pral.g_01144
OG0000819	Syak.g_01064	Pral.g_01143
OG0000820	Syak.g_01065	Pral.g_01142
OG0000821	Syak.g_01071	Pral.g_01137
OG0000822	Syak.g_01073	Pral.g_01136
OG0000823	Syak.g_01074	Pral.g_01135
OG0000824	Syak.g_01080	Pral.g_01132
OG0000825	Syak.g_01081	Pral.g_01131
OG0000826	Syak.g_01082	Pral.g_01130
OG0000827	Syak.g_01083	Pral.g_01129
OG0000828	Syak.g_01086	Pral.g_01126
OG0000829	Syak.g_01087	Pral.g_01125
OG0000830	Syak.g_01088	Pral.g_01124
OG0000831	Syak.g_01091	Pral.g_01122
OG0000832	Syak.g_02482	Pral.g_01110
OG0000833	Syak.g_02473	Pral.g_01101
OG0000834	Syak.g_02470	Pral.g_01100
OG0000835	Syak.g_02469	Pral.g_01099
OG0000836	Syak.g_02466	Pral.g_01098
OG0000837	Syak.g_02465	Pral.g_01097
OG0000838	Syak.g_02461	Pral.g_01094
OG0000839	Syak.g_02460	Pral.g_01093
OG0000840	Syak.g_02459	Pral.g_01092
OG0000841	Syak.g_02458	Pral.g_01091
OG0000842	Syak.g_02457	Pral.g_01090
OG0000843	Syak.g_02456	Pral.g_01089
OG0000844	Syak.g_02454	Pral.g_01088
OG0000845	Syak.g_02453	Pral.g_01087
OG0000846	Syak.g_02452	Pral.g_01086
OG0000847	Syak.g_02451	Pral.g_01085
OG0000848	Syak.g_02449	Pral.g_01084
OG0000849	Syak.g_02448	Pral.g_01083
OG0000850	Syak.g_02445	Pral.g_01081
OG0000851	Syak.g_02440	Pral.g_01080
OG0000852	Syak.g_02439	Pral.g_01079
OG0000853	Syak.g_02435	Pral.g_01074
OG0000854	Syak.g_02433	Pral.g_01072
OG0000855	Syak.g_02432	Pral.g_01071
OG0000856	Syak.g_00021	Pral.g_01058
OG0000857	Syak.g_00451	Pral.g_01503
OG0000858	Syak.g_02426	Pral.g_00100
OG0000859	Syak.g_02425	Pral.g_00101
OG0000860	Syak.g_02414	Pral.g_00109
OG0000861	Syak.g_02413	Pral.g_00110
OG0000862	Syak.g_02412	Pral.g_00111
OG0000863	Syak.g_02409	Pral.g_00113
OG0000864	Syak.g_02408	Pral.g_00114
OG0000865	Syak.g_02407	Pral.g_00115
OG0000866	Syak.g_02406	Pral.g_00116
OG0000867	Syak.g_02405	Pral.g_00117
OG0000868	Syak.g_02402	Pral.g_00119
OG0000869	Syak.g_02398	Pral.g_00122
OG0000870	Syak.g_02393	Pral.g_00127
OG0000871	Syak.g_02392	Pral.g_00128
OG0000872	Syak.g_02386	Pral.g_00129
OG0000873	Syak.g_02383	Pral.g_00132
OG0000874	Syak.g_02379	Pral.g_00135
OG0000875	Syak.g_02377	Pral.g_00136
OG0000876	Syak.g_02375	Pral.g_00137
OG0000877	Syak.g_02372	Pral.g_00139
OG0000878	Syak.g_02371	Pral.g_00140
OG0000879	Syak.g_02370	Pral.g_00141
OG0000880	Syak.g_02369	Pral.g_00142
OG0000881	Syak.g_02363	Pral.g_00146
OG0000882	Syak.g_02358	Pral.g_00151
OG0000883	Syak.g_02355	Pral.g_00154
OG0000884	Syak.g_02353	Pral.g_00156
OG0000885	Syak.g_02352	Pral.g_00157
OG0000886	Syak.g_02351	Pral.g_00158
OG0000887	Syak.g_02350	Pral.g_00159
OG0000888	Syak.g_02348	Pral.g_00161
OG0000889	Syak.g_02346	Pral.g_00163
OG0000890	Syak.g_02334	Pral.g_00164
OG0000891	Syak.g_02333	Pral.g_00165
OG0000892	Syak.g_02329	Pral.g_00167
OG0000893	Syak.g_01393	Pral.g_00170
OG0000894	Syak.g_01390	Pral.g_00173
OG0000895	Syak.g_01386	Pral.g_00177
OG0000896	Syak.g_01385	Pral.g_00178
OG0000897	Syak.g_01383	Pral.g_00180
OG0000898	Syak.g_01382	Pral.g_00181
OG0000899	Syak.g_01381	Pral.g_00182
OG0000900	Syak.g_01380	Pral.g_00183
OG0000901	Syak.g_01375	Pral.g_00187
OG0000902	Syak.g_01368	Pral.g_00189
OG0000903	Syak.g_01353	Pral.g_00193
OG0000904	Syak.g_01358	Pral.g_00198
OG0000905	Syak.g_01363	Pral.g_00191
OG0000906	Syak.g_01366	Pral.g_00190
OG0000907	Syak.g_01351	Pral.g_00200
OG0000908	Syak.g_01348	Pral.g_00203
OG0000909	Syak.g_01347	Pral.g_00204
OG0000910	Syak.g_01346	Pral.g_00205
OG0000911	Syak.g_01344	Pral.g_00207
OG0000912	Syak.g_01343	Pral.g_00208
OG0000913	Syak.g_01342	Pral.g_00209
OG0000914	Syak.g_01341	Pral.g_00210
OG0000915	Syak.g_01339	Pral.g_00211
OG0000916	Syak.g_01338	Pral.g_00212
OG0000917	Syak.g_01337	Pral.g_00213
OG0000918	Syak.g_01336	Pral.g_00214
OG0000919	Syak.g_01335	Pral.g_00215
OG0000920	Syak.g_01334	Pral.g_00216
OG0000921	Syak.g_01333	Pral.g_00217
OG0000922	Syak.g_01332	Pral.g_00218
OG0000923	Syak.g_01328	Pral.g_00222
OG0000924	Syak.g_01327	Pral.g_00223
OG0000925	Syak.g_01326	Pral.g_00224
OG0000926	Syak.g_01325	Pral.g_00225
OG0000927	Syak.g_01323	Pral.g_00227
OG0000928	Syak.g_01322	Pral.g_00228
OG0000929	Syak.g_01321	Pral.g_00229
OG0000930	Syak.g_01320	Pral.g_00230
OG0000931	Syak.g_01319	Pral.g_00232
OG0000932	Syak.g_01318	Pral.g_01190
OG0000933	Syak.g_01312	Pral.g_00236
OG0000934	Syak.g_01310	Pral.g_00238
OG0000935	Syak.g_01309	Pral.g_00239
OG0000936	Syak.g_01308	Pral.g_00240
OG0000937	Syak.g_01307	Pral.g_00241
OG0000938	Syak.g_01304	Pral.g_00244
OG0000939	Syak.g_01303	Pral.g_00245
OG0000940	Syak.g_01297	Pral.g_00252
OG0000941	Syak.g_01295	Pral.g_00254
OG0000942	Syak.g_01293	Pral.g_00256
OG0000943	Syak.g_01292	Pral.g_00257
OG0000944	Syak.g_01290	Pral.g_00259
OG0000945	Syak.g_01288	Pral.g_00260
OG0000946	Syak.g_01283	Pral.g_00266
OG0000947	Syak.g_01280	Pral.g_00268
OG0000948	Syak.g_01279	Pral.g_00269
OG0000949	Syak.g_01551	Pral.g_00272
OG0000950	Syak.g_01562	Pral.g_00278
OG0000951	Syak.g_01569	Pral.g_00282
OG0000952	Syak.g_01574	Pral.g_00286
OG0000953	Syak.g_01627	Pral.g_00290
OG0000954	Syak.g_01633	Pral.g_00294
OG0000955	Syak.g_01634	Pral.g_00295
OG0000956	Syak.g_01636	Pral.g_00297
OG0000957	Syak.g_01648	Pral.g_00303
OG0000958	Syak.g_01649	Pral.g_00304
OG0000959	Syak.g_01653	Pral.g_00308
OG0000960	Syak.g_01654	Pral.g_00309
OG0000961	Syak.g_01679	Pral.g_00312
OG0000962	Syak.g_01682	Pral.g_00314
OG0000963	Syak.g_01687	Pral.g_00318
OG0000964	Syak.g_01688	Pral.g_00319
OG0000965	Syak.g_01689	Pral.g_00320
OG0000966	Syak.g_01711	Pral.g_00326
OG0000967	Syak.g_01715	Pral.g_00330
OG0000968	Syak.g_01719	Pral.g_00332
OG0000969	Syak.g_01721	Pral.g_00333
OG0000970	Syak.g_01722	Pral.g_00334
OG0000971	Syak.g_01724	Pral.g_00335
OG0000972	Syak.g_01725	Pral.g_00336
OG0000973	Syak.g_01726	Pral.g_00337
OG0000974	Syak.g_01727	Pral.g_00338
OG0000975	Syak.g_01728	Pral.g_00339
OG0000976	Syak.g_01729	Pral.g_00340
OG0000977	Syak.g_01731	Pral.g_00341
OG0000978	Syak.g_01732	Pral.g_00342
OG0000979	Syak.g_01735	Pral.g_00345
OG0000980	Syak.g_01738	Pral.g_00347
OG0000981	Syak.g_01741	Pral.g_00350
OG0000982	Syak.g_01941	Pral.g_00352
OG0000983	Syak.g_01940	Pral.g_00353
OG0000984	Syak.g_01939	Pral.g_00354
OG0000985	Syak.g_01935	Pral.g_00357
OG0000986	Syak.g_01933	Pral.g_00359
OG0000987	Syak.g_01931	Pral.g_00360
OG0000988	Syak.g_01925	Pral.g_00363
OG0000989	Syak.g_01912	Pral.g_00367
OG0000990	Syak.g_01900	Pral.g_00373
OG0000991	Syak.g_01896	Pral.g_00374
OG0000992	Syak.g_01893	Pral.g_00377
OG0000993	Syak.g_01892	Pral.g_00378
OG0000994	Syak.g_01889	Pral.g_00379
OG0000995	Syak.g_01880	Pral.g_00383
OG0000996	Syak.g_01839	Pral.g_00384
OG0000997	Syak.g_01828	Pral.g_00386
OG0000998	Syak.g_01826	Pral.g_00388
OG0000999	Syak.g_01825	Pral.g_00389
OG0001000	Syak.g_01821	Pral.g_00392
OG0001001	Syak.g_01814	Pral.g_00396
OG0001002	Syak.g_01807	Pral.g_00401
OG0001003	Syak.g_01806	Pral.g_00402
OG0001004	Syak.g_01805	Pral.g_00403
OG0001005	Syak.g_01804	Pral.g_00404
OG0001006	Syak.g_01797	Pral.g_00408
OG0001007	Syak.g_01795	Pral.g_00410
OG0001008	Syak.g_01190	Pral.g_00657
OG0001009	Syak.g_01762	Pral.g_01017
OG0001010	Syak.g_01761	Pral.g_01016
OG0001011	Syak.g_01759	Pral.g_01014
OG0001012	Syak.g_01946	Pral.g_01001
OG0001013	Syak.g_01969	Pral.g_00994
OG0001014	Syak.g_01975	Pral.g_00991
OG0001015	Syak.g_01976	Pral.g_00990
OG0001016	Syak.g_02250	Pral.g_00974
OG0001017	Syak.g_02244	Pral.g_00970
OG0001018	Syak.g_02242	Pral.g_00968
OG0001019	Syak.g_02218	Pral.g_00958
OG0001020	Syak.g_02214	Pral.g_00957
OG0001021	Syak.g_02210	Pral.g_00956
OG0001022	Syak.g_02205	Pral.g_00953
OG0001023	Syak.g_02204	Pral.g_00952
OG0001024	Syak.g_02201	Pral.g_00949
OG0001025	Syak.g_02195	Pral.g_00942
OG0001026	Syak.g_02182	Pral.g_00934
OG0001027	Syak.g_02178	Pral.g_00933
OG0001028	Syak.g_02176	Pral.g_00931
OG0001029	Syak.g_02174	Pral.g_00930
OG0001030	Syak.g_02153	Pral.g_00914
OG0001031	Syak.g_02079	Pral.g_00857
OG0001032	Syak.g_02077	Pral.g_00856
OG0001033	Syak.g_02037	Pral.g_00836
OG0001034	Syak.g_02305	Pral.g_00804
OG0001035	Syak.g_01422	Pral.g_00784
OG0001036	Syak.g_01427	Pral.g_00780
OG0001037	Syak.g_01429	Pral.g_00779
OG0001038	Syak.g_01457	Pral.g_00761
OG0001039	Syak.g_01460	Pral.g_00758
OG0001040	Syak.g_01463	Pral.g_00755
OG0001041	Syak.g_01468	Pral.g_00751
OG0001042	Syak.g_01500	Pral.g_00734
OG0001043	Syak.g_01504	Pral.g_00733
OG0001044	Syak.g_01247	Pral.g_00699
OG0001045	Syak.g_01234	Pral.g_00690
OG0001046	Syak.g_00479	Pral.g_01039
OG0001047	Syak.g_01188	Pral.g_00655
OG0001048	Syak.g_01187	Pral.g_00654
OG0001049	Syak.g_01184	Pral.g_00651
OG0001050	Syak.g_01183	Pral.g_00650
OG0001051	Syak.g_01182	Pral.g_00649
OG0001052	Syak.g_01122	Pral.g_00621
OG0001053	Syak.g_02577	Pral.g_00608
OG0001055	Syak.g_02617	Pral.g_00573
OG0001056	Syak.g_02645	Pral.g_00554
OG0001057	Syak.g_00964	Pral.g_00549
OG0001058	Syak.g_02668	Pral.g_00541
OG0001060	Syak.g_02677	Pral.g_00530
OG0001061	Syak.g_02697	Pral.g_00514
OG0001062	Syak.g_02699	Pral.g_00512
OG0001063	Syak.g_02704	Pral.g_00510
OG0001064	Syak.g_02705	Pral.g_00509
OG0001065	Syak.g_02706	Pral.g_00508
OG0001066	Syak.g_02707	Pral.g_00507
OG0001067	Syak.g_02708	Pral.g_00506
OG0001068	Syak.g_02709	Pral.g_00505
OG0001069	Syak.g_02710	Pral.g_00504
OG0001070	Syak.g_02714	Pral.g_00502
OG0001071	Syak.g_02715	Pral.g_00501
OG0001072	Syak.g_02721	Pral.g_00499
OG0001073	Syak.g_02736	Pral.g_00485
OG0001074	Syak.g_00098	Pral.g_00472
OG0001075	Syak.g_02760	Pral.g_00471
OG0001076	Syak.g_00011	Pral.g_00464
OG0001077	Syak.g_00024	Pral.g_00459
OG0001078	Syak.g_00036	Pral.g_01437
OG0001079	Syak.g_00049	Pral.g_01448
OG0001080	Syak.g_00264	Pral.g_01454
OG0001081	Syak.g_00327	Pral.g_01456
OG0001082	Syak.g_00328	Pral.g_01457
OG0001083	Syak.g_00336	Pral.g_01462
OG0001084	Syak.g_00337	Pral.g_01463
OG0001085	Syak.g_00354	Pral.g_01772
OG0001086	Syak.g_00356	Pral.g_01771
OG0001087	Syak.g_00691	Pral.g_01753
OG0001088	Syak.g_00694	Pral.g_01752
OG0001089	Syak.g_00722	Pral.g_01741
OG0001090	Syak.g_00806	Pral.g_01728
OG0001091	Syak.g_00804	Pral.g_01726
OG0001092	Syak.g_00801	Pral.g_01725
OG0001093	Syak.g_00794	Pral.g_01720
OG0001094	Syak.g_00428	Pral.g_01482
OG0001095	Syak.g_00448	Pral.g_01501
OG0001096	Syak.g_00623	Pral.g_01515
OG0001097	Syak.g_00598	Pral.g_01533
OG0001098	Syak.g_00578	Pral.g_01552
OG0001099	Syak.g_02175	Pral.g_01815
OG0001100	Syak.g_00365	Pral.g_01807
OG0001101	Syak.g_00367	Pral.g_01805
OG0001102	Syak.g_00370	Pral.g_01802
OG0001103	Syak.g_00372	Pral.g_01800
OG0001104	Syak.g_00410	Pral.g_01777
OG0001105	Syak.g_00414	Pral.g_01773
OG0001106	Syak.g_00518	Pral.g_01639
OG0001107	Syak.g_00505	Pral.g_01629
OG0001108	Syak.g_00497	Pral.g_01625
OG0001109	Syak.g_00495	Pral.g_01624
OG0001110	Syak.g_00493	Pral.g_01622
OG0001111	Syak.g_00491	Pral.g_01621
OG0001112	Syak.g_00489	Pral.g_01620
OG0001113	Syak.g_00406	Pral.g_01619
OG0001114	Syak.g_00488	Pral.g_01618
OG0001115	Syak.g_00484	Pral.g_01616
OG0001116	Syak.g_00482	Pral.g_01615
OG0001117	Syak.g_00481	Pral.g_01614
OG0001118	Syak.g_00480	Pral.g_01613
OG0001119	Syak.g_00478	Pral.g_01612
OG0001120	Syak.g_00474	Pral.g_01611
OG0001123	Syak.g_00650	Pral.g_01598
OG0001124	Syak.g_00652	Pral.g_01600
OG0001125	Syak.g_00654	Pral.g_01602
OG0001126	Syak.g_00757	Pral.g_01571
OG0001127	Syak.g_00756	Pral.g_01570
OG0001128	Syak.g_00753	Pral.g_01569
OG0001129	Syak.g_00751	Pral.g_01568
OG0001130	Syak.g_00750	Pral.g_01567
OG0001131	Syak.g_00389	Pral.g_01321
OG0001132	Syak.g_00120	Pral.g_01033
OG0001133	Syak.g_00014	Pral.g_01314
OG0001134	Syak.g_00273	Pral.g_00056, Pral.g_00078
OG0001136	Syak.g_00901	Pral.g_01364
OG0001137	Syak.g_00876	Pral.g_01377
OG0001138	Syak.g_00839	Pral.g_01401
OG0001139	Syak.g_00837	Pral.g_01403
OG0001141	Syak.g_00835	Pral.g_01404
OG0001142	Syak.g_00834	Pral.g_01405
OG0001143	Syak.g_00826	Pral.g_01412
OG0001144	Syak.g_00815	Pral.g_01417
OG0001145	Syak.g_00922	Pral.g_01289
OG0001146	Syak.g_00943	Pral.g_01277
OG0001147	Syak.g_01113	Pral.g_01235
OG0001148	Syak.g_02563	Pral.g_01220
OG0001149	Syak.g_02562	Pral.g_01219
OG0001150	Syak.g_02561	Pral.g_01218
OG0001151	Syak.g_02548	Pral.g_01207
OG0001153	Syak.g_01084	Pral.g_01128
OG0001154	Syak.g_01085	Pral.g_01127
OG0001155	Syak.g_02480	Pral.g_01108
OG0001156	Syak.g_02477	Pral.g_01105
OG0001157	Syak.g_02476	Pral.g_01104
OG0001158	Syak.g_02475	Pral.g_01103
OG0001159	Syak.g_02474	Pral.g_01102
OG0001160	Syak.g_02437	Pral.g_01076
OG0001161	Syak.g_01906	Pral.g_00045
OG0001163	Syak.g_02429	Pral.g_00098
OG0001164	Syak.g_02423	Pral.g_00102
OG0001165	Syak.g_02418	Pral.g_00105
OG0001166	Syak.g_02394	Pral.g_00126
OG0001167	Syak.g_02366	Pral.g_00143
OG0001168	Syak.g_02364	Pral.g_00145
OG0001169	Syak.g_02362	Pral.g_00147
OG0001170	Syak.g_02360	Pral.g_00149
OG0001171	Syak.g_02349	Pral.g_00160
OG0001172	Syak.g_01388	Pral.g_00175
OG0001173	Syak.g_01387	Pral.g_00176
OG0001174	Syak.g_01379	Pral.g_00184
OG0001175	Syak.g_01378	Pral.g_00185
OG0001176	Syak.g_01354	Pral.g_00194
OG0001177	Syak.g_01356	Pral.g_00196
OG0001178	Syak.g_02411	Pral.g_00112
OG0001179	Syak.g_01324	Pral.g_00226
