Orthogroup	Syak	Prak
OG0000587	Syak.g_02756	Prak.g_00576
OG0000588	Syak.g_00004	Prak.g_00580
OG0000589	Syak.g_00008	Prak.g_00582
OG0000590	Syak.g_00009	Prak.g_00583
OG0000591	Syak.g_00017	Prak.g_00587
OG0000592	Syak.g_00018	Prak.g_00588
OG0000593	Syak.g_00031	Prak.g_01111
OG0000594	Syak.g_00032	Prak.g_01110
OG0000595	Syak.g_00033	Prak.g_01109
OG0000596	Syak.g_00038	Prak.g_01105
OG0000597	Syak.g_00041	Prak.g_01102
OG0000598	Syak.g_00042	Prak.g_01101
OG0000599	Syak.g_00045	Prak.g_01098
OG0000600	Syak.g_00046	Prak.g_01097
OG0000601	Syak.g_00047	Prak.g_01096
OG0000602	Syak.g_00053	Prak.g_01094
OG0000603	Syak.g_00054	Prak.g_01093
OG0000604	Syak.g_00056	Prak.g_01092
OG0000605	Syak.g_00259	Prak.g_01091
OG0000606	Syak.g_00326	Prak.g_01088
OG0000607	Syak.g_00329	Prak.g_01085
OG0000608	Syak.g_00330	Prak.g_01084
OG0000609	Syak.g_00332	Prak.g_01083
OG0000610	Syak.g_00347	Prak.g_01077
OG0000611	Syak.g_00350	Prak.g_01074
OG0000612	Syak.g_00351	Prak.g_01073
OG0000613	Syak.g_01525	Prak.g_00800
OG0000614	Syak.g_00705	Prak.g_00821
OG0000615	Syak.g_00393	Prak.g_00832
OG0000616	Syak.g_01810	Prak.g_01934
OG0000617	Syak.g_00799	Prak.g_01057
OG0000618	Syak.g_00798	Prak.g_01056
OG0000619	Syak.g_00797	Prak.g_01055
OG0000620	Syak.g_00779	Prak.g_01052
OG0000621	Syak.g_00780	Prak.g_01051
OG0000622	Syak.g_00781	Prak.g_01050
OG0000623	Syak.g_00782	Prak.g_01049
OG0000624	Syak.g_00784	Prak.g_01047
OG0000625	Syak.g_00785	Prak.g_01046
OG0000626	Syak.g_00786	Prak.g_01045
OG0000627	Syak.g_00561	Prak.g_01044
OG0000628	Syak.g_00560	Prak.g_01043
OG0000629	Syak.g_00556	Prak.g_01042
OG0000630	Syak.g_00552	Prak.g_01039
OG0000631	Syak.g_00545	Prak.g_00946
OG0000632	Syak.g_00544	Prak.g_00947
OG0000633	Syak.g_00542	Prak.g_00948
OG0000634	Syak.g_00430	Prak.g_00841
OG0000635	Syak.g_00431	Prak.g_00842
OG0000636	Syak.g_00433	Prak.g_00844
OG0000637	Syak.g_00435	Prak.g_00846
OG0000638	Syak.g_00436	Prak.g_00847
OG0000639	Syak.g_00437	Prak.g_00848
OG0000640	Syak.g_00438	Prak.g_00849
OG0000641	Syak.g_00442	Prak.g_00853
OG0000642	Syak.g_00443	Prak.g_00854
OG0000643	Syak.g_00444	Prak.g_00855
OG0000644	Syak.g_00445	Prak.g_00856
OG0000645	Syak.g_00447	Prak.g_00857
OG0000646	Syak.g_00450	Prak.g_00859
OG0000647	Syak.g_00452	Prak.g_00861
OG0000648	Syak.g_00456	Prak.g_00863
OG0000649	Syak.g_00457	Prak.g_00864
OG0000650	Syak.g_00458	Prak.g_00865
OG0000651	Syak.g_00459	Prak.g_00866
OG0000652	Syak.g_00460	Prak.g_00867
OG0000653	Syak.g_00462	Prak.g_00869
OG0000654	Syak.g_00625	Prak.g_00870
OG0000655	Syak.g_00624	Prak.g_00871
OG0000656	Syak.g_00621	Prak.g_00874
OG0000657	Syak.g_00609	Prak.g_00882
OG0000658	Syak.g_00606	Prak.g_00884
OG0000659	Syak.g_00605	Prak.g_00885
OG0000660	Syak.g_00601	Prak.g_00889
OG0000661	Syak.g_00599	Prak.g_00891
OG0000662	Syak.g_00597	Prak.g_00893
OG0000663	Syak.g_00594	Prak.g_00895
OG0000664	Syak.g_00593	Prak.g_00896
OG0000665	Syak.g_00086	Prak.g_00902
OG0000666	Syak.g_00078	Prak.g_00903
OG0000667	Syak.g_00340	Prak.g_00907
OG0000668	Syak.g_00643	Prak.g_00748
OG0000669	Syak.g_00363	Prak.g_00759
OG0000670	Syak.g_00366	Prak.g_00762
OG0000671	Syak.g_00368	Prak.g_00765
OG0000672	Syak.g_00371	Prak.g_00768
OG0000673	Syak.g_00374	Prak.g_00771
OG0000674	Syak.g_00376	Prak.g_00773
OG0000675	Syak.g_00377	Prak.g_00774
OG0000676	Syak.g_00379	Prak.g_00776
OG0000677	Syak.g_00380	Prak.g_00777
OG0000678	Syak.g_00386	Prak.g_00779
OG0000679	Syak.g_00397	Prak.g_00783
OG0000680	Syak.g_00398	Prak.g_00784
OG0000681	Syak.g_00401	Prak.g_00787
OG0000682	Syak.g_00402	Prak.g_00788
OG0000683	Syak.g_00403	Prak.g_00789
OG0000684	Syak.g_00409	Prak.g_00791
OG0000685	Syak.g_00411	Prak.g_00793
OG0000686	Syak.g_00412	Prak.g_00794
OG0000687	Syak.g_00413	Prak.g_00795
OG0000688	Syak.g_00418	Prak.g_01069
OG0000689	Syak.g_00421	Prak.g_01068
OG0000690	Syak.g_00422	Prak.g_01067
OG0000691	Syak.g_00423	Prak.g_01066
OG0000692	Syak.g_00424	Prak.g_01064
OG0000693	Syak.g_00426	Prak.g_01063
OG0000694	Syak.g_00427	Prak.g_01062
OG0000695	Syak.g_00540	Prak.g_00950
OG0000696	Syak.g_00539	Prak.g_00951
OG0000697	Syak.g_00538	Prak.g_00952
OG0000698	Syak.g_00535	Prak.g_00955
OG0000699	Syak.g_00534	Prak.g_00956
OG0000700	Syak.g_00533	Prak.g_00957
OG0000701	Syak.g_00532	Prak.g_00958
OG0000702	Syak.g_00522	Prak.g_00960
OG0000703	Syak.g_00521	Prak.g_00961
OG0000704	Syak.g_00519	Prak.g_00963
OG0000705	Syak.g_00511	Prak.g_00966
OG0000706	Syak.g_00510	Prak.g_00967
OG0000707	Syak.g_00509	Prak.g_00968
OG0000708	Syak.g_00506	Prak.g_00970
OG0000709	Syak.g_00498	Prak.g_00974
OG0000710	Syak.g_00494	Prak.g_00977
OG0000711	Syak.g_00466	Prak.g_00995
OG0000712	Syak.g_00464	Prak.g_00996
OG0000713	Syak.g_00463	Prak.g_00997
OG0000714	Syak.g_00629	Prak.g_00998
OG0000715	Syak.g_00631	Prak.g_01000
OG0000716	Syak.g_00635	Prak.g_01002
OG0000717	Syak.g_00636	Prak.g_01003
OG0000718	Syak.g_00640	Prak.g_01007
OG0000719	Syak.g_00642	Prak.g_01009
OG0000720	Syak.g_00655	Prak.g_01021
OG0000721	Syak.g_00657	Prak.g_01025
OG0000722	Syak.g_00658	Prak.g_01026
OG0000723	Syak.g_00790	Prak.g_01030
OG0000724	Syak.g_00749	Prak.g_00925
OG0000725	Syak.g_00731	Prak.g_00919
OG0000726	Syak.g_00730	Prak.g_00918
OG0000727	Syak.g_00729	Prak.g_00917
OG0000728	Syak.g_00727	Prak.g_00915
OG0000729	Syak.g_01683	Prak.g_01255
OG0000730	Syak.g_01248	Prak.g_01214
OG0000731	Syak.g_01237	Prak.g_00362
OG0000732	Syak.g_01739	Prak.g_01885
OG0000733	Syak.g_01905	Prak.g_01551
OG0000734	Syak.g_02184	Prak.g_01188
OG0000735	Syak.g_00914	Prak.g_01186
OG0000736	Syak.g_00913	Prak.g_01185
OG0000737	Syak.g_00912	Prak.g_01184
OG0000738	Syak.g_00907	Prak.g_01180
OG0000739	Syak.g_00906	Prak.g_01179
OG0000740	Syak.g_00905	Prak.g_01178
OG0000741	Syak.g_00902	Prak.g_01176
OG0000742	Syak.g_00899	Prak.g_01173
OG0000743	Syak.g_00897	Prak.g_01171
OG0000744	Syak.g_00896	Prak.g_01170
OG0000745	Syak.g_00894	Prak.g_01169
OG0000746	Syak.g_00892	Prak.g_01167
OG0000747	Syak.g_00891	Prak.g_01166
OG0000748	Syak.g_00875	Prak.g_01162
OG0000749	Syak.g_00874	Prak.g_01161
OG0000750	Syak.g_00873	Prak.g_01160
OG0000751	Syak.g_00862	Prak.g_01157
OG0000752	Syak.g_00860	Prak.g_01155
OG0000753	Syak.g_00857	Prak.g_01153
OG0000754	Syak.g_00852	Prak.g_01150
OG0000755	Syak.g_00841	Prak.g_01144
OG0000756	Syak.g_00840	Prak.g_01143
OG0000757	Syak.g_00833	Prak.g_01136
OG0000758	Syak.g_00832	Prak.g_01135
OG0000759	Syak.g_00831	Prak.g_01134
OG0000760	Syak.g_00830	Prak.g_01133
OG0000761	Syak.g_00829	Prak.g_01132
OG0000762	Syak.g_00827	Prak.g_01131
OG0000763	Syak.g_00825	Prak.g_01129
OG0000764	Syak.g_00824	Prak.g_01128
OG0000765	Syak.g_00669	Prak.g_01120
OG0000766	Syak.g_00670	Prak.g_01119
OG0000767	Syak.g_00672	Prak.g_01117
OG0000768	Syak.g_00673	Prak.g_01116
OG0000769	Syak.g_00675	Prak.g_01114
OG0000770	Syak.g_00678	Prak.g_00593
OG0000771	Syak.g_00755	Prak.g_01487
OG0000772	Syak.g_02048	Prak.g_01571
OG0000773	Syak.g_00921	Prak.g_01268
OG0000774	Syak.g_00926	Prak.g_01270
OG0000775	Syak.g_00929	Prak.g_01272
OG0000776	Syak.g_00930	Prak.g_01273
OG0000777	Syak.g_00931	Prak.g_01274
OG0000778	Syak.g_00932	Prak.g_01275
OG0000779	Syak.g_00938	Prak.g_01279
OG0000780	Syak.g_00942	Prak.g_01280
OG0000781	Syak.g_00946	Prak.g_01284
OG0000782	Syak.g_00947	Prak.g_01285
OG0000783	Syak.g_00948	Prak.g_01286
OG0000784	Syak.g_00949	Prak.g_01287
OG0000785	Syak.g_00951	Prak.g_01289
OG0000786	Syak.g_00956	Prak.g_01292
OG0000787	Syak.g_00957	Prak.g_01293
OG0000788	Syak.g_00048	Prak.g_00460
OG0000789	Syak.g_00085	Prak.g_01490
OG0000790	Syak.g_02560	Prak.g_01334
OG0000791	Syak.g_02558	Prak.g_01336
OG0000792	Syak.g_02557	Prak.g_01337
OG0000793	Syak.g_02552	Prak.g_01340
OG0000794	Syak.g_02551	Prak.g_01341
OG0000795	Syak.g_02550	Prak.g_01342
OG0000796	Syak.g_02547	Prak.g_01346
OG0000797	Syak.g_02546	Prak.g_01347
OG0000799	Syak.g_00981	Prak.g_01374
OG0000800	Syak.g_00989	Prak.g_01375
OG0000801	Syak.g_00990	Prak.g_01376
OG0000802	Syak.g_00995	Prak.g_01378
OG0000803	Syak.g_01021	Prak.g_01380
OG0000804	Syak.g_01026	Prak.g_01381
OG0000805	Syak.g_01029	Prak.g_01383
OG0000806	Syak.g_01031	Prak.g_01385
OG0000807	Syak.g_01033	Prak.g_01386
OG0000808	Syak.g_01034	Prak.g_01387
OG0000809	Syak.g_01038	Prak.g_01389
OG0000810	Syak.g_01039	Prak.g_01390
OG0000811	Syak.g_01045	Prak.g_01394
OG0000812	Syak.g_01047	Prak.g_01396
OG0000813	Syak.g_01048	Prak.g_01397
OG0000814	Syak.g_01051	Prak.g_01399
OG0000815	Syak.g_01053	Prak.g_01400
OG0000816	Syak.g_01055	Prak.g_01402
OG0000817	Syak.g_01056	Prak.g_01403
OG0000818	Syak.g_01060	Prak.g_01408
OG0000819	Syak.g_01064	Prak.g_01409
OG0000820	Syak.g_01065	Prak.g_01410
OG0000821	Syak.g_01071	Prak.g_01414
OG0000822	Syak.g_01073	Prak.g_01415
OG0000823	Syak.g_01074	Prak.g_01416
OG0000824	Syak.g_01080	Prak.g_01419
OG0000825	Syak.g_01081	Prak.g_01420
OG0000826	Syak.g_01082	Prak.g_01421
OG0000827	Syak.g_01083	Prak.g_01422
OG0000828	Syak.g_01086	Prak.g_01425
OG0000829	Syak.g_01087	Prak.g_01426
OG0000830	Syak.g_01088	Prak.g_01427
OG0000831	Syak.g_01091	Prak.g_01429
OG0000832	Syak.g_02482	Prak.g_01439
OG0000833	Syak.g_02473	Prak.g_01448
OG0000834	Syak.g_02470	Prak.g_01449
OG0000835	Syak.g_02469	Prak.g_01450
OG0000836	Syak.g_02466	Prak.g_01451
OG0000837	Syak.g_02465	Prak.g_01452
OG0000838	Syak.g_02461	Prak.g_01454
OG0000839	Syak.g_02460	Prak.g_01455
OG0000840	Syak.g_02459	Prak.g_01456
OG0000841	Syak.g_02458	Prak.g_01457
OG0000842	Syak.g_02457	Prak.g_01458
OG0000843	Syak.g_02456	Prak.g_01459
OG0000844	Syak.g_02454	Prak.g_01460
OG0000845	Syak.g_02453	Prak.g_01461
OG0000846	Syak.g_02452	Prak.g_01462
OG0000847	Syak.g_02451	Prak.g_01463
OG0000848	Syak.g_02449	Prak.g_01464
OG0000849	Syak.g_02448	Prak.g_01465
OG0000850	Syak.g_02445	Prak.g_01467
OG0000851	Syak.g_02440	Prak.g_01468
OG0000852	Syak.g_02439	Prak.g_01469
OG0000853	Syak.g_02435	Prak.g_01475
OG0000854	Syak.g_02433	Prak.g_01477
OG0000855	Syak.g_02432	Prak.g_01478
OG0000856	Syak.g_00021	Prak.g_00590
OG0000857	Syak.g_00451	Prak.g_00860
OG0000858	Syak.g_02426	Prak.g_01638
OG0000859	Syak.g_02425	Prak.g_01639
OG0000860	Syak.g_02414	Prak.g_01647
OG0000861	Syak.g_02413	Prak.g_01648
OG0000862	Syak.g_02412	Prak.g_01649
OG0000863	Syak.g_02409	Prak.g_01651
OG0000864	Syak.g_02408	Prak.g_01652
OG0000865	Syak.g_02407	Prak.g_01653
OG0000866	Syak.g_02406	Prak.g_01654
OG0000867	Syak.g_02405	Prak.g_01655
OG0000868	Syak.g_02402	Prak.g_01657
OG0000869	Syak.g_02398	Prak.g_01660
OG0000870	Syak.g_02393	Prak.g_01665
OG0000871	Syak.g_02392	Prak.g_01666
OG0000872	Syak.g_02386	Prak.g_01667
OG0000873	Syak.g_02383	Prak.g_01670
OG0000874	Syak.g_02379	Prak.g_01673
OG0000875	Syak.g_02377	Prak.g_01674
OG0000876	Syak.g_02375	Prak.g_01675
OG0000877	Syak.g_02372	Prak.g_01677
OG0000878	Syak.g_02371	Prak.g_01678
OG0000879	Syak.g_02370	Prak.g_01679
OG0000880	Syak.g_02369	Prak.g_01680
OG0000881	Syak.g_02363	Prak.g_01684
OG0000882	Syak.g_02358	Prak.g_01689
OG0000883	Syak.g_02355	Prak.g_01691
OG0000884	Syak.g_02353	Prak.g_01693
OG0000885	Syak.g_02352	Prak.g_01694
OG0000886	Syak.g_02351	Prak.g_01695
OG0000887	Syak.g_02350	Prak.g_01696
OG0000888	Syak.g_02348	Prak.g_01698
OG0000889	Syak.g_02346	Prak.g_01700
OG0000890	Syak.g_02334	Prak.g_01701
OG0000891	Syak.g_02333	Prak.g_01702
OG0000892	Syak.g_02329	Prak.g_01704
OG0000893	Syak.g_01393	Prak.g_01708
OG0000894	Syak.g_01390	Prak.g_01711
OG0000895	Syak.g_01386	Prak.g_01715
OG0000896	Syak.g_01385	Prak.g_01716
OG0000897	Syak.g_01383	Prak.g_01718
OG0000898	Syak.g_01382	Prak.g_01719
OG0000899	Syak.g_01381	Prak.g_01720
OG0000900	Syak.g_01380	Prak.g_01721
OG0000901	Syak.g_01375	Prak.g_01724
OG0000902	Syak.g_01368	Prak.g_01726
OG0000903	Syak.g_01353	Prak.g_01730
OG0000904	Syak.g_01358	Prak.g_01734
OG0000905	Syak.g_01363	Prak.g_01728
OG0000906	Syak.g_01366	Prak.g_01727
OG0000907	Syak.g_01351	Prak.g_01737
OG0000908	Syak.g_01348	Prak.g_01740
OG0000909	Syak.g_01347	Prak.g_01741
OG0000910	Syak.g_01346	Prak.g_01742
OG0000911	Syak.g_01344	Prak.g_01744
OG0000912	Syak.g_01343	Prak.g_01745
OG0000913	Syak.g_01342	Prak.g_01746
OG0000914	Syak.g_01341	Prak.g_01747
OG0000915	Syak.g_01339	Prak.g_01748
OG0000916	Syak.g_01338	Prak.g_01749
OG0000917	Syak.g_01337	Prak.g_01750
OG0000918	Syak.g_01336	Prak.g_01751
OG0000919	Syak.g_01335	Prak.g_01752
OG0000920	Syak.g_01334	Prak.g_01753
OG0000921	Syak.g_01333	Prak.g_01754
OG0000922	Syak.g_01332	Prak.g_01755
OG0000923	Syak.g_01328	Prak.g_01759
OG0000924	Syak.g_01327	Prak.g_01760
OG0000925	Syak.g_01326	Prak.g_01761
OG0000926	Syak.g_01325	Prak.g_01762
OG0000927	Syak.g_01323	Prak.g_01764
OG0000928	Syak.g_01322	Prak.g_01765
OG0000929	Syak.g_01321	Prak.g_01766
OG0000930	Syak.g_01320	Prak.g_01767
OG0000931	Syak.g_01319	Prak.g_01768
OG0000932	Syak.g_01318	Prak.g_01769
OG0000933	Syak.g_01312	Prak.g_01773
OG0000934	Syak.g_01310	Prak.g_01775
OG0000935	Syak.g_01309	Prak.g_01776
OG0000936	Syak.g_01308	Prak.g_01777
OG0000937	Syak.g_01307	Prak.g_01778
OG0000938	Syak.g_01304	Prak.g_01781
OG0000939	Syak.g_01303	Prak.g_01782
OG0000940	Syak.g_01297	Prak.g_01789
OG0000941	Syak.g_01295	Prak.g_01791
OG0000942	Syak.g_01293	Prak.g_01793
OG0000943	Syak.g_01292	Prak.g_01794
OG0000944	Syak.g_01290	Prak.g_01796
OG0000945	Syak.g_01288	Prak.g_01797
OG0000946	Syak.g_01283	Prak.g_01802
OG0000947	Syak.g_01280	Prak.g_01804
OG0000948	Syak.g_01279	Prak.g_01805
OG0000949	Syak.g_01551	Prak.g_01808
OG0000950	Syak.g_01562	Prak.g_01815
OG0000951	Syak.g_01569	Prak.g_01819
OG0000952	Syak.g_01574	Prak.g_01823
OG0000953	Syak.g_01627	Prak.g_01827
OG0000954	Syak.g_01633	Prak.g_01831
OG0000955	Syak.g_01634	Prak.g_01832
OG0000956	Syak.g_01636	Prak.g_01834
OG0000957	Syak.g_01648	Prak.g_01840
OG0000958	Syak.g_01649	Prak.g_01841
OG0000959	Syak.g_01653	Prak.g_01845
OG0000960	Syak.g_01654	Prak.g_01846
OG0000961	Syak.g_01679	Prak.g_01849
OG0000962	Syak.g_01682	Prak.g_01851
OG0000963	Syak.g_01687	Prak.g_01855
OG0000964	Syak.g_01688	Prak.g_01856
OG0000965	Syak.g_01689	Prak.g_01857
OG0000966	Syak.g_01711	Prak.g_01863
OG0000967	Syak.g_01715	Prak.g_01867
OG0000968	Syak.g_01719	Prak.g_01869
OG0000969	Syak.g_01721	Prak.g_01870
OG0000970	Syak.g_01722	Prak.g_01871
OG0000971	Syak.g_01724	Prak.g_01872
OG0000972	Syak.g_01725	Prak.g_01873
OG0000973	Syak.g_01726	Prak.g_01874
OG0000974	Syak.g_01727	Prak.g_01875
OG0000975	Syak.g_01728	Prak.g_01876
OG0000976	Syak.g_01729	Prak.g_01877
OG0000977	Syak.g_01731	Prak.g_01878
OG0000978	Syak.g_01732	Prak.g_01879
OG0000979	Syak.g_01735	Prak.g_01882
OG0000980	Syak.g_01738	Prak.g_01884
OG0000981	Syak.g_01741	Prak.g_01887
OG0000982	Syak.g_01941	Prak.g_01889
OG0000983	Syak.g_01940	Prak.g_01890
OG0000984	Syak.g_01939	Prak.g_01891
OG0000985	Syak.g_01935	Prak.g_01894
OG0000986	Syak.g_01933	Prak.g_01896
OG0000987	Syak.g_01931	Prak.g_01897
OG0000988	Syak.g_01925	Prak.g_01900
OG0000989	Syak.g_01912	Prak.g_01904
OG0000990	Syak.g_01900	Prak.g_01908
OG0000991	Syak.g_01896	Prak.g_01909
OG0000992	Syak.g_01893	Prak.g_01912
OG0000993	Syak.g_01892	Prak.g_01913
OG0000994	Syak.g_01889	Prak.g_01914
OG0000995	Syak.g_01880	Prak.g_01918
OG0000996	Syak.g_01839	Prak.g_01919
OG0000997	Syak.g_01828	Prak.g_01922
OG0000998	Syak.g_01826	Prak.g_01924
OG0000999	Syak.g_01825	Prak.g_01925
OG0001000	Syak.g_01821	Prak.g_01928
OG0001001	Syak.g_01814	Prak.g_01931
OG0001002	Syak.g_01807	Prak.g_01936
OG0001003	Syak.g_01806	Prak.g_01937
OG0001004	Syak.g_01805	Prak.g_01938
OG0001005	Syak.g_01804	Prak.g_01939
OG0001006	Syak.g_01797	Prak.g_01943
OG0001007	Syak.g_01795	Prak.g_01945
OG0001008	Syak.g_01190	Prak.g_00399
OG0001009	Syak.g_01762	Prak.g_00027
OG0001010	Syak.g_01761	Prak.g_00028
OG0001011	Syak.g_01759	Prak.g_00030
OG0001012	Syak.g_01946	Prak.g_00044
OG0001013	Syak.g_01969	Prak.g_00051
OG0001014	Syak.g_01975	Prak.g_00054
OG0001015	Syak.g_01976	Prak.g_00056
OG0001016	Syak.g_02250	Prak.g_00078
OG0001017	Syak.g_02244	Prak.g_00082
OG0001018	Syak.g_02242	Prak.g_00084
OG0001019	Syak.g_02218	Prak.g_00093
OG0001020	Syak.g_02214	Prak.g_00094
OG0001021	Syak.g_02210	Prak.g_00095
OG0001022	Syak.g_02205	Prak.g_00098
OG0001023	Syak.g_02204	Prak.g_00099
OG0001024	Syak.g_02201	Prak.g_00103
OG0001025	Syak.g_02195	Prak.g_00110
OG0001026	Syak.g_02182	Prak.g_00119
OG0001027	Syak.g_02178	Prak.g_00120
OG0001028	Syak.g_02176	Prak.g_00122
OG0001029	Syak.g_02174	Prak.g_00123
OG0001030	Syak.g_02153	Prak.g_00139
OG0001031	Syak.g_02079	Prak.g_00199
OG0001032	Syak.g_02077	Prak.g_00200
OG0001033	Syak.g_02037	Prak.g_00221
OG0001034	Syak.g_02305	Prak.g_00252
OG0001035	Syak.g_01422	Prak.g_00272
OG0001036	Syak.g_01427	Prak.g_00276
OG0001037	Syak.g_01429	Prak.g_00277
OG0001038	Syak.g_01457	Prak.g_00296
OG0001039	Syak.g_01460	Prak.g_00299
OG0001040	Syak.g_01463	Prak.g_00301
OG0001041	Syak.g_01468	Prak.g_00306
OG0001042	Syak.g_01500	Prak.g_00323
OG0001043	Syak.g_01504	Prak.g_00324
OG0001044	Syak.g_01247	Prak.g_00355
OG0001045	Syak.g_01234	Prak.g_00364
OG0001046	Syak.g_00479	Prak.g_01597
OG0001047	Syak.g_01188	Prak.g_00401
OG0001048	Syak.g_01187	Prak.g_00402
OG0001049	Syak.g_01184	Prak.g_00404
OG0001050	Syak.g_01183	Prak.g_00405
OG0001051	Syak.g_01182	Prak.g_00406
OG0001052	Syak.g_01122	Prak.g_00432
OG0001053	Syak.g_02577	Prak.g_00444
OG0001054	Syak.g_02596	Prak.g_00459
OG0001055	Syak.g_02617	Prak.g_00478
OG0001056	Syak.g_02645	Prak.g_00495
OG0001057	Syak.g_00964	Prak.g_00500
OG0001058	Syak.g_02668	Prak.g_00509
OG0001060	Syak.g_02677	Prak.g_00519
OG0001061	Syak.g_02697	Prak.g_00534
OG0001062	Syak.g_02699	Prak.g_00536
OG0001063	Syak.g_02704	Prak.g_00538
OG0001064	Syak.g_02705	Prak.g_00539
OG0001065	Syak.g_02706	Prak.g_00540
OG0001066	Syak.g_02707	Prak.g_00541
OG0001067	Syak.g_02708	Prak.g_00542
OG0001068	Syak.g_02709	Prak.g_00543
OG0001069	Syak.g_02710	Prak.g_00544
OG0001070	Syak.g_02714	Prak.g_00548
OG0001071	Syak.g_02715	Prak.g_00549
OG0001072	Syak.g_02721	Prak.g_00551
OG0001073	Syak.g_02736	Prak.g_00565
OG0001074	Syak.g_00098	Prak.g_00577
OG0001075	Syak.g_02760	Prak.g_00578
OG0001076	Syak.g_00011	Prak.g_00585
OG0001077	Syak.g_00024	Prak.g_00591
OG0001078	Syak.g_00036	Prak.g_01107
OG0001079	Syak.g_00049	Prak.g_01095
OG0001080	Syak.g_00264	Prak.g_01089
OG0001081	Syak.g_00327	Prak.g_01087
OG0001082	Syak.g_00328	Prak.g_01086
OG0001083	Syak.g_00336	Prak.g_01081
OG0001084	Syak.g_00337	Prak.g_01080
OG0001085	Syak.g_00354	Prak.g_00797
OG0001086	Syak.g_00356	Prak.g_00798
OG0001087	Syak.g_00691	Prak.g_00816
OG0001088	Syak.g_00694	Prak.g_00817
OG0001089	Syak.g_00722	Prak.g_00828
OG0001090	Syak.g_00806	Prak.g_00838
OG0001091	Syak.g_00804	Prak.g_01060
OG0001092	Syak.g_00801	Prak.g_01059
OG0001093	Syak.g_00794	Prak.g_01054
OG0001094	Syak.g_00428	Prak.g_01061
OG0001095	Syak.g_00448	Prak.g_00858
OG0001096	Syak.g_00623	Prak.g_00872
OG0001097	Syak.g_00598	Prak.g_00892
OG0001098	Syak.g_00578	Prak.g_00911
OG0001099	Syak.g_02175	Prak.g_00753
OG0001100	Syak.g_00365	Prak.g_00761
OG0001101	Syak.g_00367	Prak.g_00764
OG0001102	Syak.g_00370	Prak.g_00767
OG0001103	Syak.g_00372	Prak.g_00769
OG0001104	Syak.g_00410	Prak.g_00792
OG0001105	Syak.g_00414	Prak.g_00796
OG0001106	Syak.g_00518	Prak.g_00964
OG0001107	Syak.g_00505	Prak.g_00971
OG0001108	Syak.g_00497	Prak.g_00975
OG0001109	Syak.g_00495	Prak.g_00976
OG0001110	Syak.g_00493	Prak.g_00978
OG0001111	Syak.g_00491	Prak.g_00979
OG0001112	Syak.g_00489	Prak.g_00980
OG0001113	Syak.g_00406	Prak.g_00981
OG0001114	Syak.g_00488	Prak.g_00982
OG0001115	Syak.g_00484	Prak.g_00984
OG0001116	Syak.g_00482	Prak.g_00985
OG0001117	Syak.g_00481	Prak.g_00986
OG0001118	Syak.g_00480	Prak.g_00987
OG0001119	Syak.g_00478	Prak.g_00988
OG0001120	Syak.g_00474	Prak.g_00990
OG0001123	Syak.g_00650	Prak.g_01016
OG0001124	Syak.g_00652	Prak.g_01018
OG0001125	Syak.g_00654	Prak.g_01020
OG0001126	Syak.g_00757	Prak.g_00931
OG0001127	Syak.g_00756	Prak.g_00930
OG0001128	Syak.g_00753	Prak.g_00928
OG0001129	Syak.g_00751	Prak.g_00927
OG0001130	Syak.g_00750	Prak.g_00926
OG0001131	Syak.g_00389	Prak.g_00383
OG0001132	Syak.g_00120	Prak.g_00712
OG0001133	Syak.g_00014	Prak.g_01328
OG0001134	Syak.g_00273	Prak.g_01550
OG0001136	Syak.g_00901	Prak.g_01175
OG0001137	Syak.g_00876	Prak.g_01163
OG0001138	Syak.g_00839	Prak.g_01142
OG0001139	Syak.g_00837	Prak.g_01140
OG0001140	Syak.g_00836	Prak.g_01139
OG0001141	Syak.g_00835	Prak.g_01138
OG0001142	Syak.g_00834	Prak.g_01137
OG0001143	Syak.g_00826	Prak.g_01130
OG0001144	Syak.g_00815	Prak.g_01125
OG0001145	Syak.g_00922	Prak.g_01269
OG0001146	Syak.g_00943	Prak.g_01281
OG0001147	Syak.g_01113	Prak.g_01301
OG0001148	Syak.g_02563	Prak.g_01331
OG0001149	Syak.g_02562	Prak.g_01332
OG0001150	Syak.g_02561	Prak.g_01333
OG0001151	Syak.g_02548	Prak.g_01344
OG0001153	Syak.g_01084	Prak.g_01423
OG0001154	Syak.g_01085	Prak.g_01424
OG0001155	Syak.g_02480	Prak.g_01441
OG0001156	Syak.g_02477	Prak.g_01444
OG0001157	Syak.g_02476	Prak.g_01445
OG0001158	Syak.g_02475	Prak.g_01446
OG0001159	Syak.g_02474	Prak.g_01447
OG0001160	Syak.g_02437	Prak.g_01473
OG0001161	Syak.g_01906	Prak.g_01588
OG0001162	Syak.g_00959	Prak.g_01526
OG0001163	Syak.g_02429	Prak.g_01636
OG0001164	Syak.g_02423	Prak.g_01640
OG0001165	Syak.g_02418	Prak.g_01643
OG0001166	Syak.g_02394	Prak.g_01664
OG0001167	Syak.g_02366	Prak.g_01681
OG0001168	Syak.g_02364	Prak.g_01683
OG0001169	Syak.g_02362	Prak.g_01685
OG0001170	Syak.g_02360	Prak.g_01687
OG0001171	Syak.g_02349	Prak.g_01697
OG0001172	Syak.g_01388	Prak.g_01713
OG0001173	Syak.g_01387	Prak.g_01714
OG0001174	Syak.g_01379	Prak.g_01722
