Orthogroup	Pral	Prbn
OG0000541	Pral.g_00587	Prbn.g_00610
OG0000542	Pral.g_00585	Prbn.g_00609
OG0000543	Pral.g_00583	Prbn.g_00607
OG0000544	Pral.g_00582	Prbn.g_00606
OG0000545	Pral.g_00580	Prbn.g_00604
OG0000546	Pral.g_00577	Prbn.g_00601
OG0000547	Pral.g_00575	Prbn.g_00599
OG0000548	Pral.g_00574	Prbn.g_00598
OG0000549	Pral.g_00571	Prbn.g_00596
OG0000550	Pral.g_00566	Prbn.g_00592
OG0000551	Pral.g_00563	Prbn.g_00589
OG0000552	Pral.g_00562	Prbn.g_00588
OG0000553	Pral.g_00561	Prbn.g_00587
OG0000554	Pral.g_00556	Prbn.g_00582
OG0000555	Pral.g_00548	Prbn.g_00574
OG0000556	Pral.g_00546	Prbn.g_00572
OG0000557	Pral.g_00545	Prbn.g_00571
OG0000558	Pral.g_00543	Prbn.g_00569
OG0000559	Pral.g_00539	Prbn.g_00565
OG0000560	Pral.g_00536	Prbn.g_00562
OG0000561	Pral.g_00535	Prbn.g_00561
OG0000562	Pral.g_00534	Prbn.g_00560
OG0000563	Pral.g_00533	Prbn.g_00559
OG0000564	Pral.g_00532	Prbn.g_00558
OG0000565	Pral.g_00529	Prbn.g_00556
OG0000566	Pral.g_00525	Prbn.g_00552
OG0000567	Pral.g_00521	Prbn.g_00548
OG0000568	Pral.g_00520	Prbn.g_00547
OG0000569	Pral.g_00519	Prbn.g_00546
OG0000570	Pral.g_00518	Prbn.g_00545
OG0000571	Pral.g_00515	Prbn.g_00543
OG0000572	Pral.g_00503	Prbn.g_00529
OG0000573	Pral.g_00497	Prbn.g_00523
OG0000574	Pral.g_00496	Prbn.g_00522
OG0000575	Pral.g_00492	Prbn.g_00518
OG0000576	Pral.g_00490	Prbn.g_00516
OG0000577	Pral.g_00489	Prbn.g_00515
OG0000578	Pral.g_00488	Prbn.g_00514
OG0000579	Pral.g_00487	Prbn.g_00513
OG0000580	Pral.g_00486	Prbn.g_00512
OG0000581	Pral.g_00483	Prbn.g_00509
OG0000582	Pral.g_00480	Prbn.g_00506
OG0000583	Pral.g_00479	Prbn.g_00505
OG0000584	Pral.g_00478	Prbn.g_00504
OG0000585	Pral.g_00476	Prbn.g_00502
OG0000586	Pral.g_00475	Prbn.g_00501
OG0000587	Pral.g_00474	Prbn.g_00500
OG0000588	Pral.g_00469	Prbn.g_00496
OG0000589	Pral.g_00466	Prbn.g_00494
OG0000590	Pral.g_00465	Prbn.g_00493
OG0000591	Pral.g_00462	Prbn.g_00489
OG0000592	Pral.g_00461	Prbn.g_00488
OG0000593	Pral.g_01433	Prbn.g_00423
OG0000594	Pral.g_01434	Prbn.g_00424
OG0000595	Pral.g_01435	Prbn.g_00425
OG0000596	Pral.g_01439	Prbn.g_00429
OG0000597	Pral.g_01441	Prbn.g_00432
OG0000598	Pral.g_01442	Prbn.g_00433
OG0000599	Pral.g_01445	Prbn.g_00436
OG0000600	Pral.g_01446	Prbn.g_00437
OG0000601	Pral.g_01447	Prbn.g_00438
OG0000602	Pral.g_01449	Prbn.g_00440
OG0000603	Pral.g_01450	Prbn.g_00441
OG0000604	Pral.g_01451	Prbn.g_00442
OG0000605	Pral.g_01452	Prbn.g_00443
OG0000606	Pral.g_01455	Prbn.g_00446
OG0000607	Pral.g_01458	Prbn.g_00449
OG0000608	Pral.g_01459	Prbn.g_00450
OG0000609	Pral.g_01460	Prbn.g_00834
OG0000610	Pral.g_01466	Prbn.g_00840
OG0000611	Pral.g_01469	Prbn.g_00843
OG0000612	Pral.g_01470	Prbn.g_00844
OG0000613	Pral.g_01769	Prbn.g_01591
OG0000614	Pral.g_01748	Prbn.g_01570
OG0000615	Pral.g_01737	Prbn.g_01559
OG0000616	Pral.g_00399	Prbn.g_00905
OG0000617	Pral.g_01723	Prbn.g_00860
OG0000618	Pral.g_01722	Prbn.g_00861
OG0000619	Pral.g_01721	Prbn.g_00862
OG0000620	Pral.g_01718	Prbn.g_01947
OG0000621	Pral.g_01717	Prbn.g_01948
OG0000622	Pral.g_01716	Prbn.g_01949
OG0000623	Pral.g_01715	Prbn.g_01950
OG0000624	Pral.g_01713	Prbn.g_01952
OG0000625	Pral.g_01712	Prbn.g_01345
OG0000626	Pral.g_01711	Prbn.g_01346
OG0000627	Pral.g_01709	Prbn.g_01347
OG0000628	Pral.g_01708	Prbn.g_01348
OG0000629	Pral.g_01707	Prbn.g_01349
OG0000630	Pral.g_01704	Prbn.g_01352
OG0000631	Pral.g_01658	Prbn.g_01445
OG0000632	Pral.g_01657	Prbn.g_01444
OG0000633	Pral.g_01656	Prbn.g_01443
OG0000634	Pral.g_01484	Prbn.g_01550
OG0000635	Pral.g_01485	Prbn.g_01549
OG0000636	Pral.g_01487	Prbn.g_01547
OG0000637	Pral.g_01489	Prbn.g_01545
OG0000638	Pral.g_01490	Prbn.g_01544
OG0000639	Pral.g_01491	Prbn.g_01543
OG0000640	Pral.g_01492	Prbn.g_01542
OG0000641	Pral.g_01496	Prbn.g_01538
OG0000642	Pral.g_01497	Prbn.g_01537
OG0000643	Pral.g_01498	Prbn.g_01536
OG0000644	Pral.g_01499	Prbn.g_01535
OG0000645	Pral.g_01500	Prbn.g_01534
OG0000646	Pral.g_01502	Prbn.g_01532
OG0000647	Pral.g_01504	Prbn.g_01530
OG0000648	Pral.g_01506	Prbn.g_01528
OG0000649	Pral.g_01507	Prbn.g_01527
OG0000650	Pral.g_01508	Prbn.g_01526
OG0000651	Pral.g_01509	Prbn.g_01525
OG0000652	Pral.g_01510	Prbn.g_01524
OG0000653	Pral.g_01512	Prbn.g_01522
OG0000654	Pral.g_01513	Prbn.g_01521
OG0000655	Pral.g_01514	Prbn.g_01520
OG0000656	Pral.g_01517	Prbn.g_01517
OG0000657	Pral.g_01524	Prbn.g_01509
OG0000658	Pral.g_01525	Prbn.g_01507
OG0000659	Pral.g_01526	Prbn.g_01506
OG0000660	Pral.g_01530	Prbn.g_01502
OG0000661	Pral.g_01532	Prbn.g_01500
OG0000662	Pral.g_01534	Prbn.g_01498
OG0000663	Pral.g_01536	Prbn.g_01496
OG0000664	Pral.g_01537	Prbn.g_01495
OG0000665	Pral.g_01543	Prbn.g_01489
OG0000666	Pral.g_01544	Prbn.g_01488
OG0000667	Pral.g_01548	Prbn.g_01484
OG0000668	Pral.g_01820	Prbn.g_01930
OG0000669	Pral.g_01809	Prbn.g_01632
OG0000670	Pral.g_01806	Prbn.g_01629
OG0000671	Pral.g_01804	Prbn.g_01626
OG0000672	Pral.g_01801	Prbn.g_01623
OG0000673	Pral.g_01798	Prbn.g_01620
OG0000674	Pral.g_01796	Prbn.g_01618
OG0000675	Pral.g_01795	Prbn.g_01617
OG0000676	Pral.g_01793	Prbn.g_01615
OG0000677	Pral.g_01792	Prbn.g_01614
OG0000678	Pral.g_01790	Prbn.g_01612
OG0000679	Pral.g_01786	Prbn.g_01608
OG0000680	Pral.g_01785	Prbn.g_01607
OG0000681	Pral.g_01782	Prbn.g_01604
OG0000682	Pral.g_01781	Prbn.g_01603
OG0000683	Pral.g_01780	Prbn.g_01602
OG0000684	Pral.g_01778	Prbn.g_01600
OG0000685	Pral.g_01776	Prbn.g_01598
OG0000686	Pral.g_01775	Prbn.g_01597
OG0000687	Pral.g_01774	Prbn.g_01596
OG0000688	Pral.g_01474	Prbn.g_00848
OG0000689	Pral.g_01475	Prbn.g_00849
OG0000690	Pral.g_01476	Prbn.g_00850
OG0000691	Pral.g_01477	Prbn.g_00851
OG0000692	Pral.g_01479	Prbn.g_00853
OG0000693	Pral.g_01480	Prbn.g_00854
OG0000694	Pral.g_01481	Prbn.g_00855
OG0000695	Pral.g_01654	Prbn.g_01441
OG0000696	Pral.g_01653	Prbn.g_01440
OG0000697	Pral.g_01652	Prbn.g_01439
OG0000698	Pral.g_01649	Prbn.g_01436
OG0000699	Pral.g_01647	Prbn.g_01435
OG0000700	Pral.g_01646	Prbn.g_01434
OG0000701	Pral.g_01645	Prbn.g_01433
OG0000702	Pral.g_01643	Prbn.g_01431
OG0000703	Pral.g_01642	Prbn.g_01430
OG0000704	Pral.g_01640	Prbn.g_01428
OG0000705	Pral.g_01634	Prbn.g_01425
OG0000706	Pral.g_01633	Prbn.g_01424
OG0000707	Pral.g_01632	Prbn.g_01423
OG0000708	Pral.g_01630	Prbn.g_01421
OG0000709	Pral.g_01626	Prbn.g_01417
OG0000710	Pral.g_01623	Prbn.g_01414
OG0000711	Pral.g_01579	Prbn.g_01396
OG0000712	Pral.g_01580	Prbn.g_01395
OG0000713	Pral.g_01581	Prbn.g_01394
OG0000714	Pral.g_01582	Prbn.g_01393
OG0000715	Pral.g_01584	Prbn.g_01391
OG0000716	Pral.g_01586	Prbn.g_01389
OG0000717	Pral.g_01587	Prbn.g_01388
OG0000718	Pral.g_01590	Prbn.g_01384
OG0000719	Pral.g_01592	Prbn.g_01382
OG0000720	Pral.g_01603	Prbn.g_01370
OG0000721	Pral.g_01607	Prbn.g_01366
OG0000722	Pral.g_01608	Prbn.g_01365
OG0000723	Pral.g_01575	Prbn.g_01361
OG0000724	Pral.g_01566	Prbn.g_01466
OG0000725	Pral.g_01560	Prbn.g_01472
OG0000726	Pral.g_01559	Prbn.g_01473
OG0000727	Pral.g_01558	Prbn.g_01474
OG0000728	Pral.g_01556	Prbn.g_01476
OG0000729	Pral.g_01311	Prbn.g_01106
OG0000730	Pral.g_01324	Prbn.g_01147
OG0000731	Pral.g_00692	Prbn.g_00111
OG0000732	Pral.g_00348	Prbn.g_00954
OG0000733	Pral.g_00077	Prbn.g_01651
OG0000734	Pral.g_01351	Prbn.g_01173
OG0000735	Pral.g_01353	Prbn.g_01175
OG0000736	Pral.g_01354	Prbn.g_01176
OG0000737	Pral.g_01355	Prbn.g_01177
OG0000738	Pral.g_01359	Prbn.g_01181
OG0000739	Pral.g_01360	Prbn.g_01182
OG0000740	Pral.g_01361	Prbn.g_01183
OG0000741	Pral.g_01363	Prbn.g_01185
OG0000742	Pral.g_01366	Prbn.g_01188
OG0000743	Pral.g_01368	Prbn.g_01190
OG0000744	Pral.g_01369	Prbn.g_01191
OG0000745	Pral.g_01370	Prbn.g_01192
OG0000746	Pral.g_01372	Prbn.g_01194
OG0000747	Pral.g_01373	Prbn.g_01195
OG0000748	Pral.g_01378	Prbn.g_01199
OG0000749	Pral.g_01379	Prbn.g_01200
OG0000750	Pral.g_01380	Prbn.g_01201
OG0000751	Pral.g_01383	Prbn.g_01204
OG0000752	Pral.g_01385	Prbn.g_01206
OG0000753	Pral.g_01388	Prbn.g_01208
OG0000754	Pral.g_01391	Prbn.g_01211
OG0000755	Pral.g_01399	Prbn.g_00390
OG0000756	Pral.g_01400	Prbn.g_00391
OG0000757	Pral.g_01406	Prbn.g_00398
OG0000758	Pral.g_01407	Prbn.g_00399
OG0000759	Pral.g_01408	Prbn.g_00400
OG0000760	Pral.g_01409	Prbn.g_00401
OG0000761	Pral.g_01410	Prbn.g_00402
OG0000762	Pral.g_01411	Prbn.g_00403
OG0000763	Pral.g_01413	Prbn.g_00405
OG0000764	Pral.g_01414	Prbn.g_00406
OG0000765	Pral.g_01423	Prbn.g_00414
OG0000766	Pral.g_01424	Prbn.g_00415
OG0000767	Pral.g_01426	Prbn.g_00417
OG0000768	Pral.g_01427	Prbn.g_00418
OG0000769	Pral.g_01429	Prbn.g_00420
OG0000770	Pral.g_00456	Prbn.g_00483
OG0000771	Pral.g_01064	Prbn.g_00886
OG0000772	Pral.g_01893	Prbn.g_01671
OG0000773	Pral.g_01290	Prbn.g_01093
OG0000774	Pral.g_01288	Prbn.g_01091
OG0000775	Pral.g_01286	Prbn.g_01089
OG0000776	Pral.g_01285	Prbn.g_01088
OG0000777	Pral.g_01284	Prbn.g_01087
OG0000778	Pral.g_01283	Prbn.g_01086
OG0000779	Pral.g_01279	Prbn.g_01082
OG0000780	Pral.g_01278	Prbn.g_01081
OG0000781	Pral.g_01275	Prbn.g_01077
OG0000782	Pral.g_01274	Prbn.g_01076
OG0000783	Pral.g_01273	Prbn.g_01075
OG0000784	Pral.g_01272	Prbn.g_01074
OG0000785	Pral.g_01270	Prbn.g_01072
OG0000786	Pral.g_01267	Prbn.g_01069
OG0000787	Pral.g_01266	Prbn.g_01068
OG0000788	Pral.g_00440	Prbn.g_00615
OG0000789	Pral.g_01060	Prbn.g_00883
OG0000790	Pral.g_01217	Prbn.g_00155
OG0000791	Pral.g_01215	Prbn.g_00157
OG0000792	Pral.g_01214	Prbn.g_00158
OG0000793	Pral.g_01211	Prbn.g_00161
OG0000794	Pral.g_01210	Prbn.g_00162
OG0000795	Pral.g_01209	Prbn.g_00163
OG0000796	Pral.g_01205	Prbn.g_00167
OG0000797	Pral.g_01204	Prbn.g_00168
OG0000799	Pral.g_01184	Prbn.g_00195
OG0000800	Pral.g_01183	Prbn.g_00196
OG0000801	Pral.g_01182	Prbn.g_00197
OG0000802	Pral.g_01180	Prbn.g_00199
OG0000803	Pral.g_01178	Prbn.g_00201
OG0000804	Pral.g_01177	Prbn.g_00202
OG0000805	Pral.g_01175	Prbn.g_00204
OG0000806	Pral.g_01173	Prbn.g_00206
OG0000807	Pral.g_01172	Prbn.g_00207
OG0000808	Pral.g_01171	Prbn.g_00208
OG0000809	Pral.g_01167	Prbn.g_00210
OG0000810	Pral.g_01166	Prbn.g_00211
OG0000811	Pral.g_01158	Prbn.g_00215
OG0000812	Pral.g_01156	Prbn.g_00217
OG0000813	Pral.g_01155	Prbn.g_00218
OG0000814	Pral.g_01153	Prbn.g_00220
OG0000815	Pral.g_01152	Prbn.g_00221
OG0000816	Pral.g_01150	Prbn.g_00223
OG0000817	Pral.g_01149	Prbn.g_00224
OG0000818	Pral.g_01144	Prbn.g_00229
OG0000819	Pral.g_01143	Prbn.g_00230
OG0000820	Pral.g_01142	Prbn.g_00231
OG0000821	Pral.g_01137	Prbn.g_00235
OG0000822	Pral.g_01136	Prbn.g_00236
OG0000823	Pral.g_01135	Prbn.g_00237
OG0000824	Pral.g_01132	Prbn.g_00240
OG0000825	Pral.g_01131	Prbn.g_00241
OG0000826	Pral.g_01130	Prbn.g_00242
OG0000827	Pral.g_01129	Prbn.g_00243
OG0000828	Pral.g_01126	Prbn.g_00246
OG0000829	Pral.g_01125	Prbn.g_00247
OG0000830	Pral.g_01124	Prbn.g_00248
OG0000831	Pral.g_01122	Prbn.g_00250
OG0000832	Pral.g_01110	Prbn.g_00260
OG0000833	Pral.g_01101	Prbn.g_00269
OG0000834	Pral.g_01100	Prbn.g_00270
OG0000835	Pral.g_01099	Prbn.g_00271
OG0000836	Pral.g_01098	Prbn.g_00272
OG0000837	Pral.g_01097	Prbn.g_00273
OG0000838	Pral.g_01094	Prbn.g_00275
OG0000839	Pral.g_01093	Prbn.g_00276
OG0000840	Pral.g_01092	Prbn.g_00277
OG0000841	Pral.g_01091	Prbn.g_00278
OG0000842	Pral.g_01090	Prbn.g_00279
OG0000843	Pral.g_01089	Prbn.g_00280
OG0000844	Pral.g_01088	Prbn.g_00281
OG0000845	Pral.g_01087	Prbn.g_00282
OG0000846	Pral.g_01086	Prbn.g_00283
OG0000847	Pral.g_01085	Prbn.g_00284
OG0000848	Pral.g_01084	Prbn.g_00285
OG0000849	Pral.g_01083	Prbn.g_00286
OG0000850	Pral.g_01081	Prbn.g_00288
OG0000851	Pral.g_01080	Prbn.g_00289
OG0000852	Pral.g_01079	Prbn.g_00904
OG0000853	Pral.g_01074	Prbn.g_00898
OG0000854	Pral.g_01072	Prbn.g_00896
OG0000855	Pral.g_01071	Prbn.g_00895
OG0000856	Pral.g_01058	Prbn.g_00486
OG0000857	Pral.g_01503	Prbn.g_01531
OG0000858	Pral.g_00100	Prbn.g_01738
OG0000859	Pral.g_00101	Prbn.g_01739
OG0000860	Pral.g_00109	Prbn.g_01747
OG0000861	Pral.g_00110	Prbn.g_01748
OG0000862	Pral.g_00111	Prbn.g_01749
OG0000863	Pral.g_00113	Prbn.g_01751
OG0000864	Pral.g_00114	Prbn.g_01752
OG0000865	Pral.g_00115	Prbn.g_01753
OG0000866	Pral.g_00116	Prbn.g_01754
OG0000867	Pral.g_00117	Prbn.g_01755
OG0000868	Pral.g_00119	Prbn.g_01757
OG0000869	Pral.g_00122	Prbn.g_01760
OG0000870	Pral.g_00127	Prbn.g_01765
OG0000871	Pral.g_00128	Prbn.g_01766
OG0000872	Pral.g_00129	Prbn.g_01767
OG0000873	Pral.g_00132	Prbn.g_01771
OG0000874	Pral.g_00135	Prbn.g_01774
OG0000875	Pral.g_00136	Prbn.g_01775
OG0000876	Pral.g_00137	Prbn.g_01776
OG0000877	Pral.g_00139	Prbn.g_01778
OG0000878	Pral.g_00140	Prbn.g_01779
OG0000879	Pral.g_00141	Prbn.g_01780
OG0000880	Pral.g_00142	Prbn.g_01781
OG0000881	Pral.g_00146	Prbn.g_01785
OG0000882	Pral.g_00151	Prbn.g_01790
OG0000883	Pral.g_00154	Prbn.g_01792
OG0000884	Pral.g_00156	Prbn.g_01794
OG0000885	Pral.g_00157	Prbn.g_01795
OG0000886	Pral.g_00158	Prbn.g_01796
OG0000887	Pral.g_00159	Prbn.g_01797
OG0000888	Pral.g_00161	Prbn.g_01799
OG0000889	Pral.g_00163	Prbn.g_01801
OG0000890	Pral.g_00164	Prbn.g_01802
OG0000891	Pral.g_00165	Prbn.g_01803
OG0000892	Pral.g_00167	Prbn.g_01805
OG0000893	Pral.g_00170	Prbn.g_01809
OG0000894	Pral.g_00173	Prbn.g_01812
OG0000895	Pral.g_00177	Prbn.g_01816
OG0000896	Pral.g_00178	Prbn.g_01817
OG0000897	Pral.g_00180	Prbn.g_01819
OG0000898	Pral.g_00181	Prbn.g_01820
OG0000899	Pral.g_00182	Prbn.g_01821
OG0000900	Pral.g_00183	Prbn.g_01822
OG0000901	Pral.g_00187	Prbn.g_01825
OG0000902	Pral.g_00189	Prbn.g_01827
OG0000903	Pral.g_00193	Prbn.g_01831
OG0000904	Pral.g_00198	Prbn.g_01835
OG0000905	Pral.g_00191	Prbn.g_01829
OG0000906	Pral.g_00190	Prbn.g_01828
OG0000907	Pral.g_00200	Prbn.g_01838
OG0000908	Pral.g_00203	Prbn.g_01841
OG0000909	Pral.g_00204	Prbn.g_01842
OG0000910	Pral.g_00205	Prbn.g_01843
OG0000911	Pral.g_00207	Prbn.g_01845
OG0000912	Pral.g_00208	Prbn.g_01846
OG0000913	Pral.g_00209	Prbn.g_01847
OG0000914	Pral.g_00210	Prbn.g_01848
OG0000915	Pral.g_00211	Prbn.g_01849
OG0000916	Pral.g_00212	Prbn.g_01850
OG0000917	Pral.g_00213	Prbn.g_01851
OG0000918	Pral.g_00214	Prbn.g_01852
OG0000919	Pral.g_00215	Prbn.g_01853
OG0000920	Pral.g_00216	Prbn.g_01854
OG0000921	Pral.g_00217	Prbn.g_01855
OG0000922	Pral.g_00218	Prbn.g_01856
OG0000923	Pral.g_00222	Prbn.g_01860
OG0000924	Pral.g_00223	Prbn.g_01861
OG0000925	Pral.g_00224	Prbn.g_01862
OG0000926	Pral.g_00225	Prbn.g_01863
OG0000927	Pral.g_00227	Prbn.g_01865
OG0000928	Pral.g_00228	Prbn.g_01866
OG0000929	Pral.g_00229	Prbn.g_01867
OG0000930	Pral.g_00230	Prbn.g_01868
OG0000931	Pral.g_00232	Prbn.g_01869
OG0000932	Pral.g_01190	Prbn.g_01870
OG0000933	Pral.g_00236	Prbn.g_01874
OG0000934	Pral.g_00238	Prbn.g_01876
OG0000935	Pral.g_00239	Prbn.g_01877
OG0000936	Pral.g_00240	Prbn.g_01878
OG0000937	Pral.g_00241	Prbn.g_01879
OG0000938	Pral.g_00244	Prbn.g_01882
OG0000939	Pral.g_00245	Prbn.g_01883
OG0000940	Pral.g_00252	Prbn.g_01890
OG0000941	Pral.g_00254	Prbn.g_01892
OG0000942	Pral.g_00256	Prbn.g_01894
OG0000943	Pral.g_00257	Prbn.g_01895
OG0000944	Pral.g_00259	Prbn.g_01897
OG0000945	Pral.g_00260	Prbn.g_01898
OG0000946	Pral.g_00266	Prbn.g_01903
OG0000947	Pral.g_00268	Prbn.g_01905
OG0000948	Pral.g_00269	Prbn.g_01906
OG0000949	Pral.g_00272	Prbn.g_01909
OG0000950	Pral.g_00278	Prbn.g_01916
OG0000951	Pral.g_00282	Prbn.g_01920
OG0000952	Pral.g_00286	Prbn.g_01015
OG0000953	Pral.g_00290	Prbn.g_01011
OG0000954	Pral.g_00294	Prbn.g_01007
OG0000955	Pral.g_00295	Prbn.g_01006
OG0000956	Pral.g_00297	Prbn.g_01004
OG0000957	Pral.g_00303	Prbn.g_00998
OG0000958	Pral.g_00304	Prbn.g_00997
OG0000959	Pral.g_00308	Prbn.g_00993
OG0000960	Pral.g_00309	Prbn.g_00992
OG0000961	Pral.g_00312	Prbn.g_00989
OG0000962	Pral.g_00314	Prbn.g_00987
OG0000963	Pral.g_00318	Prbn.g_00983
OG0000964	Pral.g_00319	Prbn.g_00982
OG0000965	Pral.g_00320	Prbn.g_00981
OG0000966	Pral.g_00326	Prbn.g_00975
OG0000967	Pral.g_00330	Prbn.g_00971
OG0000968	Pral.g_00332	Prbn.g_00969
OG0000969	Pral.g_00333	Prbn.g_00968
OG0000970	Pral.g_00334	Prbn.g_00967
OG0000971	Pral.g_00335	Prbn.g_00966
OG0000972	Pral.g_00336	Prbn.g_00965
OG0000973	Pral.g_00337	Prbn.g_00964
OG0000974	Pral.g_00338	Prbn.g_00963
OG0000975	Pral.g_00339	Prbn.g_00962
OG0000976	Pral.g_00340	Prbn.g_00961
OG0000977	Pral.g_00341	Prbn.g_00960
OG0000978	Pral.g_00342	Prbn.g_00959
OG0000979	Pral.g_00345	Prbn.g_00957
OG0000980	Pral.g_00347	Prbn.g_00955
OG0000981	Pral.g_00350	Prbn.g_00952
OG0000982	Pral.g_00352	Prbn.g_00950
OG0000983	Pral.g_00353	Prbn.g_00949
OG0000984	Pral.g_00354	Prbn.g_00948
OG0000985	Pral.g_00357	Prbn.g_00945
OG0000986	Pral.g_00359	Prbn.g_00943
OG0000987	Pral.g_00360	Prbn.g_00942
OG0000988	Pral.g_00363	Prbn.g_00939
OG0000989	Pral.g_00367	Prbn.g_00935
OG0000990	Pral.g_00373	Prbn.g_00931
OG0000991	Pral.g_00374	Prbn.g_00930
OG0000992	Pral.g_00377	Prbn.g_00927
OG0000993	Pral.g_00378	Prbn.g_00926
OG0000994	Pral.g_00379	Prbn.g_00925
OG0000995	Pral.g_00383	Prbn.g_00921
OG0000996	Pral.g_00384	Prbn.g_00920
OG0000997	Pral.g_00386	Prbn.g_00917
OG0000998	Pral.g_00388	Prbn.g_00915
OG0000999	Pral.g_00389	Prbn.g_00914
OG0001000	Pral.g_00392	Prbn.g_00911
OG0001001	Pral.g_00396	Prbn.g_00908
OG0001002	Pral.g_00401	Prbn.g_00291
OG0001003	Pral.g_00402	Prbn.g_00292
OG0001004	Pral.g_00403	Prbn.g_00293
OG0001005	Pral.g_00404	Prbn.g_00294
OG0001006	Pral.g_00408	Prbn.g_00298
OG0001007	Pral.g_00410	Prbn.g_00300
OG0001008	Pral.g_00657	Prbn.g_00676
OG0001009	Pral.g_01017	Prbn.g_00755
OG0001010	Pral.g_01016	Prbn.g_00754
OG0001011	Pral.g_01014	Prbn.g_00752
OG0001012	Pral.g_01001	Prbn.g_00738
OG0001013	Pral.g_00994	Prbn.g_00731
OG0001014	Pral.g_00991	Prbn.g_00728
OG0001015	Pral.g_00990	Prbn.g_00726
OG0001016	Pral.g_00974	Prbn.g_00704
OG0001017	Pral.g_00970	Prbn.g_01343
OG0001018	Pral.g_00968	Prbn.g_01341
OG0001019	Pral.g_00958	Prbn.g_01332
OG0001020	Pral.g_00957	Prbn.g_01331
OG0001021	Pral.g_00956	Prbn.g_01330
OG0001022	Pral.g_00953	Prbn.g_01327
OG0001023	Pral.g_00952	Prbn.g_01326
OG0001024	Pral.g_00949	Prbn.g_01322
OG0001025	Pral.g_00942	Prbn.g_01315
OG0001026	Pral.g_00934	Prbn.g_01306
OG0001027	Pral.g_00933	Prbn.g_01305
OG0001028	Pral.g_00931	Prbn.g_01303
OG0001029	Pral.g_00930	Prbn.g_01302
OG0001030	Pral.g_00914	Prbn.g_01286
OG0001031	Pral.g_00857	Prbn.g_00367
OG0001032	Pral.g_00856	Prbn.g_00366
OG0001033	Pral.g_00836	Prbn.g_00345
OG0001034	Pral.g_00804	Prbn.g_00314
OG0001035	Pral.g_00784	Prbn.g_00021
OG0001036	Pral.g_00780	Prbn.g_00025
OG0001037	Pral.g_00779	Prbn.g_00026
OG0001038	Pral.g_00761	Prbn.g_00045
OG0001039	Pral.g_00758	Prbn.g_00048
OG0001040	Pral.g_00755	Prbn.g_00050
OG0001041	Pral.g_00751	Prbn.g_00055
OG0001042	Pral.g_00734	Prbn.g_00072
OG0001043	Pral.g_00733	Prbn.g_00073
OG0001044	Pral.g_00699	Prbn.g_00104
OG0001045	Pral.g_00690	Prbn.g_00113
OG0001046	Pral.g_01039	Prbn.g_01697
OG0001047	Pral.g_00655	Prbn.g_00674
OG0001048	Pral.g_00654	Prbn.g_00673
OG0001049	Pral.g_00651	Prbn.g_00671
OG0001050	Pral.g_00650	Prbn.g_00670
OG0001051	Pral.g_00649	Prbn.g_00669
OG0001052	Pral.g_00621	Prbn.g_00643
OG0001053	Pral.g_00608	Prbn.g_00631
OG0001055	Pral.g_00573	Prbn.g_00597
OG0001056	Pral.g_00554	Prbn.g_00580
OG0001057	Pral.g_00549	Prbn.g_00575
OG0001058	Pral.g_00541	Prbn.g_00567
OG0001059	Pral.g_00537	Prbn.g_00563
OG0001060	Pral.g_00530	Prbn.g_00557
OG0001061	Pral.g_00514	Prbn.g_00542
OG0001062	Pral.g_00512	Prbn.g_00540
OG0001063	Pral.g_00510	Prbn.g_00538
OG0001064	Pral.g_00509	Prbn.g_00537
OG0001065	Pral.g_00508	Prbn.g_00536
OG0001066	Pral.g_00507	Prbn.g_00535
OG0001067	Pral.g_00506	Prbn.g_00534
OG0001068	Pral.g_00505	Prbn.g_00533
OG0001069	Pral.g_00504	Prbn.g_00532
OG0001070	Pral.g_00502	Prbn.g_00528
OG0001071	Pral.g_00501	Prbn.g_00527
OG0001072	Pral.g_00499	Prbn.g_00525
OG0001073	Pral.g_00485	Prbn.g_00511
OG0001074	Pral.g_00472	Prbn.g_00499
OG0001075	Pral.g_00471	Prbn.g_00498
OG0001076	Pral.g_00464	Prbn.g_00491
OG0001077	Pral.g_00459	Prbn.g_00485
OG0001078	Pral.g_01437	Prbn.g_00427
OG0001079	Pral.g_01448	Prbn.g_00439
OG0001080	Pral.g_01454	Prbn.g_00445
OG0001081	Pral.g_01456	Prbn.g_00447
OG0001082	Pral.g_01457	Prbn.g_00448
OG0001083	Pral.g_01462	Prbn.g_00836
OG0001084	Pral.g_01463	Prbn.g_00837
OG0001085	Pral.g_01772	Prbn.g_01594
OG0001086	Pral.g_01771	Prbn.g_01593
OG0001087	Pral.g_01753	Prbn.g_01575
OG0001088	Pral.g_01752	Prbn.g_01574
OG0001089	Pral.g_01741	Prbn.g_01563
OG0001090	Pral.g_01728	Prbn.g_01553
OG0001091	Pral.g_01726	Prbn.g_00857
OG0001092	Pral.g_01725	Prbn.g_00858
OG0001093	Pral.g_01720	Prbn.g_00863
OG0001094	Pral.g_01482	Prbn.g_00856
OG0001095	Pral.g_01501	Prbn.g_01533
OG0001096	Pral.g_01515	Prbn.g_01519
OG0001097	Pral.g_01533	Prbn.g_01499
OG0001098	Pral.g_01552	Prbn.g_01480
OG0001099	Pral.g_01815	Prbn.g_01925
OG0001100	Pral.g_01807	Prbn.g_01630
OG0001101	Pral.g_01805	Prbn.g_01627
