Orthogroup	Pral	Syah
OG0000588	Pral.g_00469	Syah.g_01966
OG0000589	Pral.g_00466	Syah.g_01962
OG0000590	Pral.g_00465	Syah.g_01961
OG0000591	Pral.g_00462	Syah.g_01954
OG0000592	Pral.g_00461	Syah.g_01953
OG0000593	Pral.g_01433	Syah.g_01939
OG0000594	Pral.g_01434	Syah.g_01938
OG0000595	Pral.g_01435	Syah.g_01937
OG0000596	Pral.g_01439	Syah.g_01932
OG0000597	Pral.g_01441	Syah.g_01929
OG0000598	Pral.g_01442	Syah.g_01928
OG0000599	Pral.g_01445	Syah.g_01925
OG0000600	Pral.g_01446	Syah.g_01924
OG0000601	Pral.g_01447	Syah.g_01923
OG0000602	Pral.g_01449	Syah.g_01917
OG0000603	Pral.g_01450	Syah.g_01916
OG0000604	Pral.g_01451	Syah.g_01913
OG0000605	Pral.g_01452	Syah.g_01825
OG0000606	Pral.g_01455	Syah.g_01485
OG0000607	Pral.g_01458	Syah.g_01489
OG0000608	Pral.g_01459	Syah.g_01490
OG0000609	Pral.g_01460	Syah.g_01492
OG0000610	Pral.g_01466	Syah.g_01499
OG0000611	Pral.g_01469	Syah.g_01502
OG0000612	Pral.g_01470	Syah.g_01503
OG0000613	Pral.g_01769	Syah.g_00147
OG0000614	Pral.g_01748	Syah.g_02004
OG0000615	Pral.g_01737	Syah.g_01814
OG0000616	Pral.g_00399	Syah.g_00389
OG0000617	Pral.g_01723	Syah.g_01722
OG0000618	Pral.g_01722	Syah.g_01721
OG0000619	Pral.g_01721	Syah.g_01720
OG0000620	Pral.g_01718	Syah.g_01713
OG0000621	Pral.g_01717	Syah.g_01712
OG0000622	Pral.g_01716	Syah.g_01711
OG0000623	Pral.g_01715	Syah.g_01710
OG0000624	Pral.g_01713	Syah.g_01708
OG0000625	Pral.g_01712	Syah.g_01707
OG0000626	Pral.g_01711	Syah.g_01706
OG0000627	Pral.g_01709	Syah.g_01569
OG0000628	Pral.g_01708	Syah.g_01570
OG0000629	Pral.g_01707	Syah.g_01573
OG0000630	Pral.g_01704	Syah.g_01577
OG0000631	Pral.g_01658	Syah.g_01582
OG0000632	Pral.g_01657	Syah.g_01583
OG0000633	Pral.g_01656	Syah.g_01584
OG0000634	Pral.g_01484	Syah.g_01783
OG0000635	Pral.g_01485	Syah.g_01782
OG0000636	Pral.g_01487	Syah.g_01780
OG0000637	Pral.g_01489	Syah.g_01778
OG0000638	Pral.g_01490	Syah.g_01777
OG0000639	Pral.g_01491	Syah.g_01776
OG0000640	Pral.g_01492	Syah.g_01775
OG0000641	Pral.g_01496	Syah.g_01771
OG0000642	Pral.g_01497	Syah.g_01770
OG0000643	Pral.g_01498	Syah.g_01768
OG0000644	Pral.g_01499	Syah.g_01767
OG0000645	Pral.g_01500	Syah.g_01765
OG0000646	Pral.g_01502	Syah.g_01762
OG0000647	Pral.g_01504	Syah.g_01760
OG0000648	Pral.g_01506	Syah.g_01757
OG0000649	Pral.g_01507	Syah.g_01756
OG0000650	Pral.g_01508	Syah.g_01755
OG0000651	Pral.g_01509	Syah.g_01754
OG0000652	Pral.g_01510	Syah.g_01753
OG0000653	Pral.g_01512	Syah.g_01751
OG0000654	Pral.g_01513	Syah.g_01750
OG0000655	Pral.g_01514	Syah.g_01749
OG0000656	Pral.g_01517	Syah.g_01746
OG0000657	Pral.g_01524	Syah.g_02083
OG0000658	Pral.g_01525	Syah.g_02086
OG0000659	Pral.g_01526	Syah.g_02087
OG0000660	Pral.g_01530	Syah.g_02091
OG0000661	Pral.g_01532	Syah.g_02093
OG0000662	Pral.g_01534	Syah.g_02095
OG0000663	Pral.g_01536	Syah.g_02098
OG0000664	Pral.g_01537	Syah.g_02099
OG0000665	Pral.g_01543	Syah.g_01895
OG0000666	Pral.g_01544	Syah.g_01826
OG0000667	Pral.g_01548	Syah.g_00714
OG0000668	Pral.g_01820	Syah.g_01680
OG0000669	Pral.g_01809	Syah.g_01520
OG0000670	Pral.g_01806	Syah.g_02352
OG0000671	Pral.g_01804	Syah.g_01524
OG0000672	Pral.g_01801	Syah.g_01527
OG0000673	Pral.g_01798	Syah.g_01530
OG0000674	Pral.g_01796	Syah.g_01532
OG0000675	Pral.g_01795	Syah.g_01533
OG0000676	Pral.g_01793	Syah.g_01535
OG0000677	Pral.g_01792	Syah.g_01536
OG0000678	Pral.g_01790	Syah.g_01821
OG0000679	Pral.g_01786	Syah.g_01812
OG0000680	Pral.g_01785	Syah.g_01811
OG0000681	Pral.g_01782	Syah.g_01808
OG0000682	Pral.g_01781	Syah.g_01807
OG0000683	Pral.g_01780	Syah.g_01806
OG0000684	Pral.g_01778	Syah.g_01802
OG0000685	Pral.g_01776	Syah.g_01800
OG0000686	Pral.g_01775	Syah.g_01799
OG0000687	Pral.g_01774	Syah.g_01798
OG0000688	Pral.g_01474	Syah.g_01793
OG0000689	Pral.g_01475	Syah.g_01791
OG0000690	Pral.g_01476	Syah.g_01790
OG0000691	Pral.g_01477	Syah.g_01789
OG0000692	Pral.g_01479	Syah.g_01788
OG0000693	Pral.g_01480	Syah.g_01787
OG0000694	Pral.g_01481	Syah.g_01786
OG0000695	Pral.g_01654	Syah.g_01586
OG0000696	Pral.g_01653	Syah.g_01587
OG0000697	Pral.g_01652	Syah.g_01589
OG0000698	Pral.g_01649	Syah.g_01592
OG0000699	Pral.g_01647	Syah.g_01594
OG0000700	Pral.g_01646	Syah.g_01595
OG0000701	Pral.g_01645	Syah.g_01596
OG0000702	Pral.g_01643	Syah.g_01604
OG0000703	Pral.g_01642	Syah.g_01605
OG0000704	Pral.g_01640	Syah.g_01608
OG0000705	Pral.g_01634	Syah.g_01614
OG0000706	Pral.g_01633	Syah.g_01615
OG0000707	Pral.g_01632	Syah.g_01616
OG0000708	Pral.g_01630	Syah.g_01619
OG0000709	Pral.g_01626	Syah.g_01627
OG0000710	Pral.g_01623	Syah.g_01631
OG0000711	Pral.g_01579	Syah.g_01661
OG0000712	Pral.g_01580	Syah.g_01662
OG0000713	Pral.g_01581	Syah.g_01663
OG0000714	Pral.g_01582	Syah.g_01665
OG0000715	Pral.g_01584	Syah.g_01667
OG0000716	Pral.g_01586	Syah.g_01671
OG0000717	Pral.g_01587	Syah.g_01672
OG0000718	Pral.g_01590	Syah.g_01676
OG0000719	Pral.g_01592	Syah.g_01678
OG0000720	Pral.g_01603	Syah.g_01691
OG0000721	Pral.g_01607	Syah.g_01693
OG0000722	Pral.g_01608	Syah.g_01694
OG0000723	Pral.g_01575	Syah.g_01704
OG0000724	Pral.g_01566	Syah.g_02036
OG0000725	Pral.g_01560	Syah.g_02027
OG0000726	Pral.g_01559	Syah.g_02026
OG0000727	Pral.g_01558	Syah.g_02025
OG0000728	Pral.g_01556	Syah.g_02023
OG0000729	Pral.g_01311	Syah.g_00263
OG0000730	Pral.g_01324	Syah.g_00855
OG0000731	Pral.g_00692	Syah.g_00867
OG0000732	Pral.g_00348	Syah.g_00319
OG0000733	Pral.g_00077	Syah.g_00473
OG0000734	Pral.g_01351	Syah.g_02545
OG0000735	Pral.g_01353	Syah.g_02178
OG0000736	Pral.g_01354	Syah.g_02177
OG0000737	Pral.g_01355	Syah.g_02176
OG0000738	Pral.g_01359	Syah.g_02170
OG0000739	Pral.g_01360	Syah.g_02165
OG0000740	Pral.g_01361	Syah.g_02164
OG0000741	Pral.g_01363	Syah.g_02161
OG0000742	Pral.g_01366	Syah.g_02159
OG0000743	Pral.g_01368	Syah.g_02157
OG0000744	Pral.g_01369	Syah.g_02156
OG0000745	Pral.g_01370	Syah.g_02154
OG0000746	Pral.g_01372	Syah.g_02151
OG0000747	Pral.g_01373	Syah.g_02150
OG0000748	Pral.g_01378	Syah.g_02140
OG0000749	Pral.g_01379	Syah.g_02138
OG0000750	Pral.g_01380	Syah.g_02137
OG0000751	Pral.g_01383	Syah.g_02130
OG0000752	Pral.g_01385	Syah.g_02128
OG0000753	Pral.g_01388	Syah.g_02125
OG0000754	Pral.g_01391	Syah.g_01431
OG0000755	Pral.g_01399	Syah.g_01423
OG0000756	Pral.g_01400	Syah.g_01422
OG0000757	Pral.g_01406	Syah.g_01415
OG0000758	Pral.g_01407	Syah.g_01414
OG0000759	Pral.g_01408	Syah.g_01413
OG0000760	Pral.g_01409	Syah.g_01412
OG0000761	Pral.g_01410	Syah.g_01411
OG0000762	Pral.g_01411	Syah.g_01409
OG0000763	Pral.g_01413	Syah.g_01407
OG0000764	Pral.g_01414	Syah.g_01406
OG0000765	Pral.g_01423	Syah.g_01392
OG0000766	Pral.g_01424	Syah.g_01391
OG0000767	Pral.g_01426	Syah.g_01389
OG0000768	Pral.g_01427	Syah.g_01388
OG0000769	Pral.g_01429	Syah.g_01386
OG0000770	Pral.g_00456	Syah.g_01383
OG0000771	Pral.g_01064	Syah.g_02042
OG0000772	Pral.g_01893	Syah.g_01351
OG0000773	Pral.g_01290	Syah.g_02187
OG0000774	Pral.g_01288	Syah.g_02191
OG0000775	Pral.g_01286	Syah.g_02193
OG0000776	Pral.g_01285	Syah.g_02194
OG0000777	Pral.g_01284	Syah.g_02195
OG0000778	Pral.g_01283	Syah.g_02196
OG0000779	Pral.g_01279	Syah.g_02201
OG0000780	Pral.g_01278	Syah.g_02205
OG0000781	Pral.g_01275	Syah.g_02209
OG0000782	Pral.g_01274	Syah.g_02210
OG0000783	Pral.g_01273	Syah.g_02211
OG0000784	Pral.g_01272	Syah.g_02212
OG0000785	Pral.g_01270	Syah.g_02214
OG0000786	Pral.g_01267	Syah.g_01171
OG0000787	Pral.g_01266	Syah.g_01170
OG0000788	Pral.g_00440	Syah.g_01922
OG0000789	Pral.g_01060	Syah.g_01556
OG0000790	Pral.g_01217	Syah.g_00981
OG0000791	Pral.g_01215	Syah.g_00980
OG0000792	Pral.g_01214	Syah.g_00979
OG0000793	Pral.g_01211	Syah.g_00974
OG0000794	Pral.g_01210	Syah.g_00973
OG0000795	Pral.g_01209	Syah.g_00972
OG0000796	Pral.g_01205	Syah.g_00968
OG0000797	Pral.g_01204	Syah.g_00967
OG0000799	Pral.g_01184	Syah.g_01326
OG0000800	Pral.g_01183	Syah.g_01325
OG0000801	Pral.g_01182	Syah.g_01324
OG0000802	Pral.g_01180	Syah.g_01320
OG0000803	Pral.g_01178	Syah.g_01315
OG0000804	Pral.g_01177	Syah.g_01312
OG0000805	Pral.g_01175	Syah.g_01303
OG0000806	Pral.g_01173	Syah.g_01301
OG0000807	Pral.g_01172	Syah.g_01299
OG0000808	Pral.g_01171	Syah.g_01298
OG0000809	Pral.g_01167	Syah.g_01295
OG0000810	Pral.g_01166	Syah.g_01294
OG0000811	Pral.g_01158	Syah.g_01286
OG0000812	Pral.g_01156	Syah.g_01284
OG0000813	Pral.g_01155	Syah.g_01283
OG0000814	Pral.g_01153	Syah.g_01281
OG0000815	Pral.g_01152	Syah.g_01280
OG0000816	Pral.g_01150	Syah.g_01279
OG0000817	Pral.g_01149	Syah.g_01278
OG0000818	Pral.g_01144	Syah.g_01272
OG0000819	Pral.g_01143	Syah.g_01271
OG0000820	Pral.g_01142	Syah.g_01270
OG0000821	Pral.g_01137	Syah.g_01265
OG0000822	Pral.g_01136	Syah.g_01263
OG0000823	Pral.g_01135	Syah.g_01262
OG0000824	Pral.g_01132	Syah.g_01258
OG0000825	Pral.g_01131	Syah.g_01257
OG0000826	Pral.g_01130	Syah.g_01256
OG0000827	Pral.g_01129	Syah.g_01254
OG0000828	Pral.g_01126	Syah.g_01251
OG0000829	Pral.g_01125	Syah.g_01250
OG0000830	Pral.g_01124	Syah.g_01249
OG0000831	Pral.g_01122	Syah.g_01247
OG0000832	Pral.g_01110	Syah.g_02311
OG0000833	Pral.g_01101	Syah.g_02322
OG0000834	Pral.g_01100	Syah.g_02324
OG0000835	Pral.g_01099	Syah.g_02325
OG0000836	Pral.g_01098	Syah.g_02329
OG0000837	Pral.g_01097	Syah.g_02330
OG0000838	Pral.g_01094	Syah.g_02334
OG0000839	Pral.g_01093	Syah.g_02335
OG0000840	Pral.g_01092	Syah.g_02336
OG0000841	Pral.g_01091	Syah.g_02337
OG0000842	Pral.g_01090	Syah.g_02338
OG0000843	Pral.g_01089	Syah.g_02339
OG0000844	Pral.g_01088	Syah.g_02341
OG0000845	Pral.g_01087	Syah.g_02342
OG0000846	Pral.g_01086	Syah.g_02343
OG0000847	Pral.g_01085	Syah.g_02344
OG0000848	Pral.g_01084	Syah.g_02346
OG0000849	Pral.g_01083	Syah.g_02347
OG0000850	Pral.g_01081	Syah.g_02349
OG0000851	Pral.g_01080	Syah.g_02359
OG0000852	Pral.g_01079	Syah.g_02360
OG0000853	Pral.g_01074	Syah.g_02364
OG0000854	Pral.g_01072	Syah.g_02366
OG0000855	Pral.g_01071	Syah.g_02367
OG0000856	Pral.g_01058	Syah.g_01951
OG0000857	Pral.g_01503	Syah.g_01761
OG0000858	Pral.g_00100	Syah.g_02373
OG0000859	Pral.g_00101	Syah.g_02374
OG0000860	Pral.g_00109	Syah.g_02386
OG0000861	Pral.g_00110	Syah.g_02387
OG0000862	Pral.g_00111	Syah.g_02389
OG0000863	Pral.g_00113	Syah.g_02391
OG0000864	Pral.g_00114	Syah.g_02392
OG0000865	Pral.g_00115	Syah.g_02396
OG0000866	Pral.g_00116	Syah.g_02397
OG0000867	Pral.g_00117	Syah.g_02398
OG0000868	Pral.g_00119	Syah.g_02401
OG0000869	Pral.g_00122	Syah.g_02406
OG0000870	Pral.g_00127	Syah.g_02411
OG0000871	Pral.g_00128	Syah.g_02412
OG0000872	Pral.g_00129	Syah.g_02421
OG0000873	Pral.g_00132	Syah.g_02424
OG0000874	Pral.g_00135	Syah.g_02420
OG0000875	Pral.g_00136	Syah.g_02426
OG0000876	Pral.g_00137	Syah.g_02250
OG0000877	Pral.g_00139	Syah.g_02254
OG0000878	Pral.g_00140	Syah.g_02255
OG0000879	Pral.g_00141	Syah.g_02256
OG0000880	Pral.g_00142	Syah.g_02257
OG0000881	Pral.g_00146	Syah.g_02262
OG0000882	Pral.g_00151	Syah.g_02267
OG0000883	Pral.g_00154	Syah.g_02270
OG0000884	Pral.g_00156	Syah.g_02272
OG0000885	Pral.g_00157	Syah.g_02273
OG0000886	Pral.g_00158	Syah.g_02274
OG0000887	Pral.g_00159	Syah.g_02275
OG0000888	Pral.g_00161	Syah.g_02277
OG0000889	Pral.g_00163	Syah.g_02279
OG0000890	Pral.g_00164	Syah.g_02284
OG0000891	Pral.g_00165	Syah.g_02285
OG0000892	Pral.g_00167	Syah.g_02288
OG0000893	Pral.g_00170	Syah.g_00684
OG0000894	Pral.g_00173	Syah.g_00690
OG0000895	Pral.g_00177	Syah.g_00694
OG0000896	Pral.g_00178	Syah.g_00695
OG0000897	Pral.g_00180	Syah.g_00697
OG0000898	Pral.g_00181	Syah.g_00698
OG0000899	Pral.g_00182	Syah.g_00699
OG0000900	Pral.g_00183	Syah.g_00700
OG0000901	Pral.g_00187	Syah.g_00705
OG0000902	Pral.g_00189	Syah.g_00707
OG0000903	Pral.g_00193	Syah.g_00739
OG0000904	Pral.g_00198	Syah.g_00734
OG0000905	Pral.g_00191	Syah.g_00731
OG0000906	Pral.g_00190	Syah.g_00729
OG0000907	Pral.g_00200	Syah.g_00741
OG0000908	Pral.g_00203	Syah.g_00744
OG0000909	Pral.g_00204	Syah.g_00745
OG0000910	Pral.g_00205	Syah.g_00746
OG0000911	Pral.g_00207	Syah.g_00748
OG0000912	Pral.g_00208	Syah.g_00749
OG0000913	Pral.g_00209	Syah.g_00750
OG0000914	Pral.g_00210	Syah.g_00751
OG0000915	Pral.g_00211	Syah.g_00752
OG0000916	Pral.g_00212	Syah.g_00753
OG0000917	Pral.g_00213	Syah.g_00754
OG0000918	Pral.g_00214	Syah.g_00755
OG0000919	Pral.g_00215	Syah.g_00756
OG0000920	Pral.g_00216	Syah.g_00757
OG0000921	Pral.g_00217	Syah.g_00758
OG0000922	Pral.g_00218	Syah.g_00759
OG0000923	Pral.g_00222	Syah.g_00763
OG0000924	Pral.g_00223	Syah.g_00764
OG0000925	Pral.g_00224	Syah.g_00765
OG0000926	Pral.g_00225	Syah.g_00766
OG0000927	Pral.g_00227	Syah.g_00768
OG0000928	Pral.g_00228	Syah.g_00769
OG0000929	Pral.g_00229	Syah.g_00770
OG0000930	Pral.g_00230	Syah.g_00771
OG0000931	Pral.g_00232	Syah.g_00772
OG0000932	Pral.g_01190	Syah.g_00773
OG0000933	Pral.g_00236	Syah.g_00778
OG0000934	Pral.g_00238	Syah.g_00780
OG0000935	Pral.g_00239	Syah.g_00781
OG0000936	Pral.g_00240	Syah.g_00782
OG0000937	Pral.g_00241	Syah.g_00783
OG0000938	Pral.g_00244	Syah.g_00787
OG0000939	Pral.g_00245	Syah.g_00788
OG0000940	Pral.g_00252	Syah.g_00795
OG0000941	Pral.g_00254	Syah.g_00797
OG0000942	Pral.g_00256	Syah.g_00799
OG0000943	Pral.g_00257	Syah.g_00800
OG0000944	Pral.g_00259	Syah.g_00802
OG0000945	Pral.g_00260	Syah.g_00804
OG0000946	Pral.g_00266	Syah.g_00809
OG0000947	Pral.g_00268	Syah.g_00812
OG0000948	Pral.g_00269	Syah.g_00813
OG0000949	Pral.g_00272	Syah.g_00173
OG0000950	Pral.g_00278	Syah.g_00184
OG0000951	Pral.g_00282	Syah.g_00190
OG0000952	Pral.g_00286	Syah.g_00202
OG0000953	Pral.g_00290	Syah.g_00207
OG0000954	Pral.g_00294	Syah.g_00233
OG0000955	Pral.g_00295	Syah.g_00234
OG0000956	Pral.g_00297	Syah.g_00236
OG0000957	Pral.g_00303	Syah.g_00248
OG0000958	Pral.g_00304	Syah.g_00249
OG0000959	Pral.g_00308	Syah.g_00253
OG0000960	Pral.g_00309	Syah.g_00254
OG0000961	Pral.g_00312	Syah.g_00259
OG0000962	Pral.g_00314	Syah.g_00262
OG0000963	Pral.g_00318	Syah.g_00267
OG0000964	Pral.g_00319	Syah.g_00268
OG0000965	Pral.g_00320	Syah.g_00269
OG0000966	Pral.g_00326	Syah.g_00288
OG0000967	Pral.g_00330	Syah.g_00300
OG0000968	Pral.g_00332	Syah.g_00295
OG0000969	Pral.g_00333	Syah.g_00297
OG0000970	Pral.g_00334	Syah.g_00298
OG0000971	Pral.g_00335	Syah.g_00303
OG0000972	Pral.g_00336	Syah.g_00304
OG0000973	Pral.g_00337	Syah.g_00305
OG0000974	Pral.g_00338	Syah.g_00306
OG0000975	Pral.g_00339	Syah.g_00307
OG0000976	Pral.g_00340	Syah.g_00308
OG0000977	Pral.g_00341	Syah.g_00310
OG0000978	Pral.g_00342	Syah.g_00312
OG0000979	Pral.g_00345	Syah.g_00315
OG0000980	Pral.g_00347	Syah.g_00318
OG0000981	Pral.g_00350	Syah.g_00321
OG0000982	Pral.g_00352	Syah.g_00511
OG0000983	Pral.g_00353	Syah.g_00510
OG0000984	Pral.g_00354	Syah.g_00509
OG0000985	Pral.g_00357	Syah.g_00505
OG0000986	Pral.g_00359	Syah.g_00496
OG0000987	Pral.g_00360	Syah.g_00494
OG0000988	Pral.g_00363	Syah.g_00489
OG0000989	Pral.g_00367	Syah.g_00481
OG0000990	Pral.g_00373	Syah.g_00466
OG0000991	Pral.g_00374	Syah.g_00462
OG0000992	Pral.g_00377	Syah.g_00460
OG0000993	Pral.g_00378	Syah.g_00459
OG0000994	Pral.g_00379	Syah.g_00457
OG0000995	Pral.g_00383	Syah.g_00452
OG0000996	Pral.g_00384	Syah.g_00412
OG0000997	Pral.g_00386	Syah.g_00403
OG0000998	Pral.g_00388	Syah.g_00401
OG0000999	Pral.g_00389	Syah.g_00400
OG0001000	Pral.g_00392	Syah.g_00397
OG0001001	Pral.g_00396	Syah.g_00392
OG0001002	Pral.g_00401	Syah.g_00386
OG0001003	Pral.g_00402	Syah.g_00384
OG0001004	Pral.g_00403	Syah.g_00383
OG0001005	Pral.g_00404	Syah.g_00382
OG0001006	Pral.g_00408	Syah.g_00375
OG0001007	Pral.g_00410	Syah.g_00373
OG0001008	Pral.g_00657	Syah.g_02235
OG0001009	Pral.g_01017	Syah.g_00344
OG0001010	Pral.g_01016	Syah.g_00343
OG0001011	Pral.g_01014	Syah.g_00342
OG0001012	Pral.g_01001	Syah.g_00514
OG0001013	Pral.g_00994	Syah.g_00527
OG0001014	Pral.g_00991	Syah.g_00531
OG0001015	Pral.g_00990	Syah.g_00532
OG0001016	Pral.g_00974	Syah.g_02487
OG0001017	Pral.g_00970	Syah.g_02493
OG0001018	Pral.g_00968	Syah.g_02495
OG0001019	Pral.g_00958	Syah.g_02512
OG0001020	Pral.g_00957	Syah.g_02517
OG0001021	Pral.g_00956	Syah.g_02521
OG0001022	Pral.g_00953	Syah.g_02524
OG0001023	Pral.g_00952	Syah.g_02525
OG0001024	Pral.g_00949	Syah.g_02529
OG0001025	Pral.g_00942	Syah.g_02534
OG0001026	Pral.g_00934	Syah.g_02547
OG0001027	Pral.g_00933	Syah.g_00001
OG0001028	Pral.g_00931	Syah.g_00003
OG0001029	Pral.g_00930	Syah.g_00005
OG0001030	Pral.g_00914	Syah.g_00025
OG0001031	Pral.g_00857	Syah.g_00611
OG0001032	Pral.g_00856	Syah.g_00609
OG0001033	Pral.g_00836	Syah.g_00577
OG0001034	Pral.g_00804	Syah.g_00908
OG0001035	Pral.g_00784	Syah.g_00660
OG0001036	Pral.g_00780	Syah.g_00655
OG0001037	Pral.g_00779	Syah.g_00653
OG0001038	Pral.g_00761	Syah.g_00626
OG0001039	Pral.g_00758	Syah.g_00623
OG0001040	Pral.g_00755	Syah.g_00090
OG0001042	Pral.g_00734	Syah.g_00122
OG0001043	Pral.g_00733	Syah.g_00126
OG0001044	Pral.g_00699	Syah.g_00857
OG0001045	Pral.g_00690	Syah.g_00870
OG0001046	Pral.g_01039	Syah.g_01647
OG0001047	Pral.g_00655	Syah.g_02233
OG0001048	Pral.g_00654	Syah.g_02232
OG0001049	Pral.g_00651	Syah.g_02225
OG0001050	Pral.g_00650	Syah.g_02224
OG0001051	Pral.g_00649	Syah.g_02223
OG0001052	Pral.g_00621	Syah.g_01217
OG0001053	Pral.g_00608	Syah.g_01000
OG0001055	Pral.g_00573	Syah.g_01037
OG0001056	Pral.g_00554	Syah.g_01069
OG0001057	Pral.g_00549	Syah.g_01075
OG0001058	Pral.g_00541	Syah.g_01091
OG0001059	Pral.g_00537	Syah.g_01095
OG0001060	Pral.g_00530	Syah.g_01102
OG0001061	Pral.g_00514	Syah.g_01123
OG0001062	Pral.g_00512	Syah.g_01125
OG0001063	Pral.g_00510	Syah.g_01129
OG0001064	Pral.g_00509	Syah.g_01130
OG0001065	Pral.g_00508	Syah.g_01131
OG0001066	Pral.g_00507	Syah.g_01132
OG0001067	Pral.g_00506	Syah.g_01133
OG0001068	Pral.g_00505	Syah.g_01134
OG0001069	Pral.g_00504	Syah.g_01135
OG0001070	Pral.g_00502	Syah.g_01138
OG0001071	Pral.g_00501	Syah.g_01139
OG0001072	Pral.g_00499	Syah.g_01144
OG0001074	Pral.g_00472	Syah.g_01970
OG0001075	Pral.g_00471	Syah.g_01969
OG0001076	Pral.g_00464	Syah.g_01959
OG0001077	Pral.g_00459	Syah.g_01948
OG0001078	Pral.g_01437	Syah.g_01934
OG0001079	Pral.g_01448	Syah.g_01921
OG0001080	Pral.g_01454	Syah.g_01538
OG0001081	Pral.g_01456	Syah.g_01487
OG0001082	Pral.g_01457	Syah.g_01488
OG0001083	Pral.g_01462	Syah.g_01495
OG0001084	Pral.g_01463	Syah.g_01496
OG0001085	Pral.g_01772	Syah.g_01506
OG0001086	Pral.g_01771	Syah.g_01508
OG0001087	Pral.g_01753	Syah.g_01992
OG0001088	Pral.g_01752	Syah.g_01995
OG0001089	Pral.g_01741	Syah.g_02019
OG0001090	Pral.g_01728	Syah.g_01728
OG0001091	Pral.g_01726	Syah.g_01726
OG0001092	Pral.g_01725	Syah.g_01724
OG0001093	Pral.g_01720	Syah.g_01718
OG0001094	Pral.g_01482	Syah.g_01785
OG0001095	Pral.g_01501	Syah.g_01764
OG0001096	Pral.g_01515	Syah.g_01748
OG0001097	Pral.g_01533	Syah.g_02094
OG0001098	Pral.g_01552	Syah.g_01542
OG0001099	Pral.g_01815	Syah.g_00004
OG0001100	Pral.g_01807	Syah.g_01522
OG0001101	Pral.g_01805	Syah.g_01523
OG0001102	Pral.g_01802	Syah.g_01526
OG0001103	Pral.g_01800	Syah.g_01528
OG0001104	Pral.g_01777	Syah.g_01801
OG0001105	Pral.g_01773	Syah.g_01797
OG0001106	Pral.g_01639	Syah.g_01609
OG0001107	Pral.g_01629	Syah.g_01620
OG0001108	Pral.g_01625	Syah.g_01628
OG0001109	Pral.g_01624	Syah.g_01630
OG0001110	Pral.g_01622	Syah.g_01632
OG0001111	Pral.g_01621	Syah.g_01634
OG0001112	Pral.g_01620	Syah.g_01636
OG0001113	Pral.g_01619	Syah.g_01637
OG0001114	Pral.g_01618	Syah.g_01638
OG0001115	Pral.g_01616	Syah.g_01642
OG0001116	Pral.g_01615	Syah.g_01644
OG0001117	Pral.g_01614	Syah.g_01645
OG0001118	Pral.g_01613	Syah.g_01646
OG0001119	Pral.g_01612	Syah.g_01648
OG0001120	Pral.g_01611	Syah.g_01652
OG0001122	Pral.g_01593	Syah.g_01679
OG0001123	Pral.g_01598	Syah.g_01686
OG0001124	Pral.g_01600	Syah.g_01688
OG0001125	Pral.g_01602	Syah.g_01690
OG0001126	Pral.g_01571	Syah.g_02058
OG0001127	Pral.g_01570	Syah.g_02057
OG0001128	Pral.g_01569	Syah.g_02040
OG0001129	Pral.g_01568	Syah.g_02038
OG0001130	Pral.g_01567	Syah.g_02037
OG0001131	Pral.g_01321	Syah.g_01819
OG0001132	Pral.g_01033	Syah.g_01850
OG0001133	Pral.g_01314	Syah.g_01957
OG0001134	Pral.g_00056, Pral.g_00078	Syah.g_01437
OG0001136	Pral.g_01364	Syah.g_02160
OG0001137	Pral.g_01377	Syah.g_02141
OG0001138	Pral.g_01401	Syah.g_01421
OG0001139	Pral.g_01403	Syah.g_01419
OG0001141	Pral.g_01404	Syah.g_01417
OG0001142	Pral.g_01405	Syah.g_01416
OG0001143	Pral.g_01412	Syah.g_01408
OG0001144	Pral.g_01417	Syah.g_01399
OG0001145	Pral.g_01289	Syah.g_02188
OG0001146	Pral.g_01277	Syah.g_02206
OG0001147	Pral.g_01235	Syah.g_01234
OG0001148	Pral.g_01220	Syah.g_00984
OG0001149	Pral.g_01219	Syah.g_00983
OG0001150	Pral.g_01218	Syah.g_00982
OG0001151	Pral.g_01207	Syah.g_00970
OG0001152	Pral.g_01206	Syah.g_00969
OG0001153	Pral.g_01128	Syah.g_01253
OG0001154	Pral.g_01127	Syah.g_01252
OG0001155	Pral.g_01108	Syah.g_02313
OG0001156	Pral.g_01105	Syah.g_02316
OG0001157	Pral.g_01104	Syah.g_02317
OG0001158	Pral.g_01103	Syah.g_02318
OG0001159	Pral.g_01102	Syah.g_02319
OG0001161	Pral.g_00045	Syah.g_00475
OG0001163	Pral.g_00098	Syah.g_02370
OG0001164	Pral.g_00102	Syah.g_02376
OG0001165	Pral.g_00105	Syah.g_02381
OG0001166	Pral.g_00126	Syah.g_02410
OG0001167	Pral.g_00143	Syah.g_02259
OG0001168	Pral.g_00145	Syah.g_02261
OG0001169	Pral.g_00147	Syah.g_02263
OG0001170	Pral.g_00149	Syah.g_02265
OG0001171	Pral.g_00160	Syah.g_02276
OG0001172	Pral.g_00175	Syah.g_00692
OG0001173	Pral.g_00176	Syah.g_00693
OG0001174	Pral.g_00184	Syah.g_00701
OG0001175	Pral.g_00185	Syah.g_00702
OG0001176	Pral.g_00194	Syah.g_00738
OG0001177	Pral.g_00196	Syah.g_00736
OG0001178	Pral.g_00112	Syah.g_02390
