Orthogroup	Pral	Syaj
OG0000559	Pral.g_00539	Syaj.g_00185
OG0000560	Pral.g_00536	Syaj.g_00188
OG0000561	Pral.g_00535	Syaj.g_00189
OG0000562	Pral.g_00534	Syaj.g_00190
OG0000563	Pral.g_00533	Syaj.g_00191
OG0000564	Pral.g_00532	Syaj.g_00192
OG0000565	Pral.g_00529	Syaj.g_00195
OG0000566	Pral.g_00525	Syaj.g_00199
OG0000567	Pral.g_00521	Syaj.g_00203
OG0000568	Pral.g_00520	Syaj.g_00207
OG0000569	Pral.g_00519	Syaj.g_00208
OG0000570	Pral.g_00518	Syaj.g_00209
OG0000571	Pral.g_00515	Syaj.g_00213
OG0000572	Pral.g_00503	Syaj.g_00230
OG0000573	Pral.g_00497	Syaj.g_00238
OG0000574	Pral.g_00496	Syaj.g_00242
OG0000575	Pral.g_00492	Syaj.g_00247
OG0000576	Pral.g_00490	Syaj.g_00249
OG0000577	Pral.g_00489	Syaj.g_00250
OG0000578	Pral.g_00488	Syaj.g_00251
OG0000579	Pral.g_00487	Syaj.g_00252
OG0000580	Pral.g_00486	Syaj.g_00253
OG0000581	Pral.g_00483	Syaj.g_00261
OG0000582	Pral.g_00480	Syaj.g_01338
OG0000583	Pral.g_00479	Syaj.g_01337
OG0000584	Pral.g_00478	Syaj.g_01336
OG0000585	Pral.g_00476	Syaj.g_01334
OG0000586	Pral.g_00475	Syaj.g_01333
OG0000587	Pral.g_00474	Syaj.g_01331
OG0000588	Pral.g_00469	Syaj.g_01313
OG0000589	Pral.g_00466	Syaj.g_01308
OG0000590	Pral.g_00465	Syaj.g_01307
OG0000591	Pral.g_00462	Syaj.g_01299
OG0000592	Pral.g_00461	Syaj.g_01298
OG0000593	Pral.g_01433	Syaj.g_01287
OG0000594	Pral.g_01434	Syaj.g_01286
OG0000595	Pral.g_01435	Syaj.g_01285
OG0000596	Pral.g_01439	Syaj.g_01280
OG0000597	Pral.g_01441	Syaj.g_01277
OG0000598	Pral.g_01442	Syaj.g_01276
OG0000599	Pral.g_01445	Syaj.g_01273
OG0000600	Pral.g_01446	Syaj.g_01272
OG0000601	Pral.g_01447	Syaj.g_01271
OG0000602	Pral.g_01449	Syaj.g_01266
OG0000603	Pral.g_01450	Syaj.g_01265
OG0000604	Pral.g_01451	Syaj.g_01262
OG0000605	Pral.g_01452	Syaj.g_01153
OG0000606	Pral.g_01455	Syaj.g_00698
OG0000607	Pral.g_01458	Syaj.g_00702
OG0000608	Pral.g_01459	Syaj.g_00703
OG0000609	Pral.g_01460	Syaj.g_00705
OG0000610	Pral.g_01466	Syaj.g_00714
OG0000611	Pral.g_01469	Syaj.g_00717
OG0000612	Pral.g_01470	Syaj.g_00718
OG0000613	Pral.g_01769	Syaj.g_02500
OG0000614	Pral.g_01748	Syaj.g_00480
OG0000615	Pral.g_01737	Syaj.g_01065
OG0000616	Pral.g_00399	Syaj.g_02245
OG0000617	Pral.g_01723	Syaj.g_00952
OG0000618	Pral.g_01722	Syaj.g_00951
OG0000619	Pral.g_01721	Syaj.g_00950
OG0000620	Pral.g_01718	Syaj.g_00945
OG0000621	Pral.g_01717	Syaj.g_00944
OG0000622	Pral.g_01716	Syaj.g_00943
OG0000623	Pral.g_01715	Syaj.g_00942
OG0000624	Pral.g_01713	Syaj.g_00940
OG0000625	Pral.g_01712	Syaj.g_00939
OG0000626	Pral.g_01711	Syaj.g_00938
OG0000627	Pral.g_01709	Syaj.g_00765
OG0000628	Pral.g_01708	Syaj.g_00766
OG0000629	Pral.g_01707	Syaj.g_00769
OG0000630	Pral.g_01704	Syaj.g_00773
OG0000631	Pral.g_01658	Syaj.g_00786
OG0000632	Pral.g_01657	Syaj.g_00787
OG0000633	Pral.g_01656	Syaj.g_00789
OG0000634	Pral.g_01484	Syaj.g_01030
OG0000635	Pral.g_01485	Syaj.g_01029
OG0000636	Pral.g_01487	Syaj.g_01024
OG0000637	Pral.g_01489	Syaj.g_01022
OG0000638	Pral.g_01490	Syaj.g_01021
OG0000639	Pral.g_01491	Syaj.g_01020
OG0000640	Pral.g_01492	Syaj.g_01019
OG0000641	Pral.g_01496	Syaj.g_01015
OG0000642	Pral.g_01497	Syaj.g_01014
OG0000643	Pral.g_01498	Syaj.g_01012
OG0000644	Pral.g_01499	Syaj.g_01011
OG0000645	Pral.g_01500	Syaj.g_01009
OG0000646	Pral.g_01502	Syaj.g_01006
OG0000647	Pral.g_01504	Syaj.g_01004
OG0000648	Pral.g_01506	Syaj.g_01001
OG0000649	Pral.g_01507	Syaj.g_01000
OG0000650	Pral.g_01508	Syaj.g_00999
OG0000651	Pral.g_01509	Syaj.g_00998
OG0000652	Pral.g_01510	Syaj.g_00997
OG0000653	Pral.g_01512	Syaj.g_00991
OG0000654	Pral.g_01513	Syaj.g_00990
OG0000655	Pral.g_01514	Syaj.g_00989
OG0000656	Pral.g_01517	Syaj.g_00986
OG0000657	Pral.g_01524	Syaj.g_00382
OG0000658	Pral.g_01525	Syaj.g_00379
OG0000659	Pral.g_01526	Syaj.g_00378
OG0000660	Pral.g_01530	Syaj.g_00374
OG0000661	Pral.g_01532	Syaj.g_00372
OG0000662	Pral.g_01534	Syaj.g_00370
OG0000663	Pral.g_01536	Syaj.g_00367
OG0000664	Pral.g_01537	Syaj.g_00358
OG0000665	Pral.g_01543	Syaj.g_01243
OG0000666	Pral.g_01544	Syaj.g_01154
OG0000667	Pral.g_01548	Syaj.g_02661
OG0000668	Pral.g_01820	Syaj.g_00816
OG0000669	Pral.g_01809	Syaj.g_00730
OG0000670	Pral.g_01806	Syaj.g_00733
OG0000671	Pral.g_01804	Syaj.g_00735
OG0000672	Pral.g_01801	Syaj.g_00739
OG0000673	Pral.g_01798	Syaj.g_00742
OG0000674	Pral.g_01796	Syaj.g_00744
OG0000675	Pral.g_01795	Syaj.g_00757
OG0000676	Pral.g_01793	Syaj.g_00759
OG0000677	Pral.g_01792	Syaj.g_00760
OG0000678	Pral.g_01790	Syaj.g_01075
OG0000679	Pral.g_01786	Syaj.g_01061
OG0000680	Pral.g_01785	Syaj.g_01060
OG0000681	Pral.g_01782	Syaj.g_01057
OG0000682	Pral.g_01781	Syaj.g_01056
OG0000683	Pral.g_01780	Syaj.g_01055
OG0000684	Pral.g_01778	Syaj.g_01051
OG0000685	Pral.g_01776	Syaj.g_01049
OG0000686	Pral.g_01775	Syaj.g_01048
OG0000687	Pral.g_01774	Syaj.g_01047
OG0000688	Pral.g_01474	Syaj.g_01041
OG0000689	Pral.g_01475	Syaj.g_01039
OG0000690	Pral.g_01476	Syaj.g_01038
OG0000691	Pral.g_01477	Syaj.g_01037
OG0000692	Pral.g_01479	Syaj.g_01036
OG0000693	Pral.g_01480	Syaj.g_01034
OG0000694	Pral.g_01481	Syaj.g_01033
OG0000695	Pral.g_01654	Syaj.g_00791
OG0000696	Pral.g_01653	Syaj.g_00792
OG0000697	Pral.g_01652	Syaj.g_00932
OG0000698	Pral.g_01649	Syaj.g_00929
OG0000699	Pral.g_01647	Syaj.g_00928
OG0000700	Pral.g_01646	Syaj.g_00927
OG0000701	Pral.g_01645	Syaj.g_00926
OG0000702	Pral.g_01643	Syaj.g_00916
OG0000703	Pral.g_01642	Syaj.g_00915
OG0000704	Pral.g_01640	Syaj.g_00913
OG0000705	Pral.g_01634	Syaj.g_00906
OG0000706	Pral.g_01633	Syaj.g_00905
OG0000707	Pral.g_01632	Syaj.g_00904
OG0000708	Pral.g_01630	Syaj.g_00901
OG0000709	Pral.g_01626	Syaj.g_00872
OG0000710	Pral.g_01623	Syaj.g_00867
OG0000711	Pral.g_01579	Syaj.g_00839
OG0000712	Pral.g_01580	Syaj.g_00837
OG0000713	Pral.g_01581	Syaj.g_00836
OG0000714	Pral.g_01582	Syaj.g_00834
OG0000715	Pral.g_01584	Syaj.g_00832
OG0000716	Pral.g_01586	Syaj.g_00825
OG0000717	Pral.g_01587	Syaj.g_00824
OG0000718	Pral.g_01590	Syaj.g_00820
OG0000719	Pral.g_01592	Syaj.g_00818
OG0000720	Pral.g_01603	Syaj.g_00805
OG0000721	Pral.g_01607	Syaj.g_00803
OG0000722	Pral.g_01608	Syaj.g_00802
OG0000723	Pral.g_01575	Syaj.g_00934
OG0000724	Pral.g_01566	Syaj.g_00421
OG0000725	Pral.g_01560	Syaj.g_00430
OG0000726	Pral.g_01559	Syaj.g_00431
OG0000727	Pral.g_01558	Syaj.g_00432
OG0000728	Pral.g_01556	Syaj.g_00434
OG0000729	Pral.g_01311	Syaj.g_02397
OG0000730	Pral.g_01324	Syaj.g_02802
OG0000731	Pral.g_00692	Syaj.g_02814
OG0000732	Pral.g_00348	Syaj.g_02315
OG0000733	Pral.g_00077	Syaj.g_02151
OG0000734	Pral.g_01351	Syaj.g_01895
OG0000735	Pral.g_01353	Syaj.g_00286
OG0000736	Pral.g_01354	Syaj.g_00287
OG0000737	Pral.g_01355	Syaj.g_00288
OG0000738	Pral.g_01359	Syaj.g_00293
OG0000739	Pral.g_01360	Syaj.g_00295
OG0000740	Pral.g_01361	Syaj.g_00296
OG0000741	Pral.g_01363	Syaj.g_00299
OG0000742	Pral.g_01366	Syaj.g_00301
OG0000743	Pral.g_01368	Syaj.g_00303
OG0000744	Pral.g_01369	Syaj.g_00304
OG0000745	Pral.g_01370	Syaj.g_00306
OG0000746	Pral.g_01372	Syaj.g_00308
OG0000747	Pral.g_01373	Syaj.g_00309
OG0000748	Pral.g_01378	Syaj.g_00319
OG0000749	Pral.g_01379	Syaj.g_00322
OG0000750	Pral.g_01380	Syaj.g_00323
OG0000751	Pral.g_01383	Syaj.g_00331
OG0000752	Pral.g_01385	Syaj.g_00333
OG0000753	Pral.g_01388	Syaj.g_00336
OG0000754	Pral.g_01391	Syaj.g_00643
OG0000755	Pral.g_01399	Syaj.g_00631
OG0000756	Pral.g_01400	Syaj.g_00625
OG0000757	Pral.g_01406	Syaj.g_00614
OG0000758	Pral.g_01407	Syaj.g_00613
OG0000759	Pral.g_01408	Syaj.g_00612
OG0000760	Pral.g_01409	Syaj.g_00611
OG0000761	Pral.g_01410	Syaj.g_00609
OG0000762	Pral.g_01411	Syaj.g_00603
OG0000763	Pral.g_01413	Syaj.g_00597
OG0000764	Pral.g_01414	Syaj.g_00596
OG0000765	Pral.g_01423	Syaj.g_00577
OG0000766	Pral.g_01424	Syaj.g_00576
OG0000767	Pral.g_01426	Syaj.g_00574
OG0000768	Pral.g_01427	Syaj.g_00573
OG0000769	Pral.g_01429	Syaj.g_00571
OG0000770	Pral.g_00456	Syaj.g_00567
OG0000771	Pral.g_01064	Syaj.g_00415
OG0000772	Pral.g_01893	Syaj.g_01208
OG0000773	Pral.g_01290	Syaj.g_00280
OG0000774	Pral.g_01288	Syaj.g_01502
OG0000775	Pral.g_01286	Syaj.g_01504
OG0000776	Pral.g_01285	Syaj.g_01505
OG0000777	Pral.g_01284	Syaj.g_01506
OG0000778	Pral.g_01283	Syaj.g_01507
OG0000779	Pral.g_01279	Syaj.g_01513
OG0000780	Pral.g_01278	Syaj.g_01517
OG0000781	Pral.g_01275	Syaj.g_01521
OG0000782	Pral.g_01274	Syaj.g_01522
OG0000783	Pral.g_01273	Syaj.g_01524
OG0000784	Pral.g_01272	Syaj.g_01525
OG0000785	Pral.g_01270	Syaj.g_01526
OG0000786	Pral.g_01267	Syaj.g_00265
OG0000787	Pral.g_01266	Syaj.g_00264
OG0000788	Pral.g_00440	Syaj.g_01270
OG0000789	Pral.g_01060	Syaj.g_01121
OG0000790	Pral.g_01217	Syaj.g_00054
OG0000791	Pral.g_01215	Syaj.g_00053
OG0000792	Pral.g_01214	Syaj.g_00052
OG0000793	Pral.g_01211	Syaj.g_00047
OG0000794	Pral.g_01210	Syaj.g_00046
OG0000795	Pral.g_01209	Syaj.g_00045
OG0000796	Pral.g_01205	Syaj.g_00039
OG0000797	Pral.g_01204	Syaj.g_00038
OG0000799	Pral.g_01184	Syaj.g_01352
OG0000800	Pral.g_01183	Syaj.g_01354
OG0000801	Pral.g_01182	Syaj.g_01355
OG0000802	Pral.g_01180	Syaj.g_01359
OG0000803	Pral.g_01178	Syaj.g_01363
OG0000804	Pral.g_01177	Syaj.g_01366
OG0000805	Pral.g_01175	Syaj.g_01369
OG0000806	Pral.g_01173	Syaj.g_01370
OG0000807	Pral.g_01172	Syaj.g_01372
OG0000808	Pral.g_01171	Syaj.g_01373
OG0000809	Pral.g_01167	Syaj.g_01376
OG0000810	Pral.g_01166	Syaj.g_01377
OG0000811	Pral.g_01158	Syaj.g_01385
OG0000812	Pral.g_01156	Syaj.g_01387
OG0000813	Pral.g_01155	Syaj.g_01388
OG0000814	Pral.g_01153	Syaj.g_01390
OG0000815	Pral.g_01152	Syaj.g_01391
OG0000816	Pral.g_01150	Syaj.g_01392
OG0000817	Pral.g_01149	Syaj.g_01393
OG0000818	Pral.g_01144	Syaj.g_01399
OG0000819	Pral.g_01143	Syaj.g_01400
OG0000820	Pral.g_01142	Syaj.g_01401
OG0000821	Pral.g_01137	Syaj.g_01412
OG0000822	Pral.g_01136	Syaj.g_01414
OG0000823	Pral.g_01135	Syaj.g_01415
OG0000824	Pral.g_01132	Syaj.g_01421
OG0000825	Pral.g_01131	Syaj.g_01422
OG0000826	Pral.g_01130	Syaj.g_01423
OG0000827	Pral.g_01129	Syaj.g_01424
OG0000828	Pral.g_01126	Syaj.g_01427
OG0000829	Pral.g_01125	Syaj.g_01428
OG0000830	Pral.g_01124	Syaj.g_01429
OG0000831	Pral.g_01122	Syaj.g_01431
OG0000832	Pral.g_01110	Syaj.g_01635
OG0000833	Pral.g_01101	Syaj.g_01647
OG0000834	Pral.g_01100	Syaj.g_01649
OG0000835	Pral.g_01099	Syaj.g_01650
OG0000836	Pral.g_01098	Syaj.g_01654
OG0000837	Pral.g_01097	Syaj.g_01661
OG0000838	Pral.g_01094	Syaj.g_01665
OG0000839	Pral.g_01093	Syaj.g_01666
OG0000840	Pral.g_01092	Syaj.g_01667
OG0000841	Pral.g_01091	Syaj.g_01668
OG0000842	Pral.g_01090	Syaj.g_01669
OG0000843	Pral.g_01089	Syaj.g_01670
OG0000844	Pral.g_01088	Syaj.g_01680
OG0000845	Pral.g_01087	Syaj.g_01681
OG0000846	Pral.g_01086	Syaj.g_01682
OG0000847	Pral.g_01085	Syaj.g_01683
OG0000848	Pral.g_01084	Syaj.g_01685
OG0000849	Pral.g_01083	Syaj.g_01686
OG0000850	Pral.g_01081	Syaj.g_01689
OG0000851	Pral.g_01080	Syaj.g_01694
OG0000852	Pral.g_01079	Syaj.g_01695
OG0000853	Pral.g_01074	Syaj.g_01699
OG0000854	Pral.g_01072	Syaj.g_01701
OG0000855	Pral.g_01071	Syaj.g_01702
OG0000856	Pral.g_01058	Syaj.g_01296
OG0000857	Pral.g_01503	Syaj.g_01005
OG0000858	Pral.g_00100	Syaj.g_01708
OG0000859	Pral.g_00101	Syaj.g_01709
OG0000860	Pral.g_00109	Syaj.g_01723
OG0000861	Pral.g_00110	Syaj.g_01724
OG0000862	Pral.g_00111	Syaj.g_01725
OG0000863	Pral.g_00113	Syaj.g_01728
OG0000864	Pral.g_00114	Syaj.g_01729
OG0000865	Pral.g_00115	Syaj.g_01730
OG0000866	Pral.g_00116	Syaj.g_01731
OG0000867	Pral.g_00117	Syaj.g_01732
OG0000868	Pral.g_00119	Syaj.g_01734
OG0000869	Pral.g_00122	Syaj.g_01742
OG0000870	Pral.g_00127	Syaj.g_01747
OG0000871	Pral.g_00128	Syaj.g_01748
OG0000872	Pral.g_00129	Syaj.g_01756
OG0000873	Pral.g_00132	Syaj.g_01759
OG0000874	Pral.g_00135	Syaj.g_01754
OG0000875	Pral.g_00136	Syaj.g_01762
OG0000876	Pral.g_00137	Syaj.g_02084
OG0000877	Pral.g_00139	Syaj.g_01586
OG0000878	Pral.g_00140	Syaj.g_01587
OG0000879	Pral.g_00141	Syaj.g_01588
OG0000880	Pral.g_00142	Syaj.g_01589
OG0000881	Pral.g_00146	Syaj.g_01595
OG0000882	Pral.g_00151	Syaj.g_01599
OG0000883	Pral.g_00154	Syaj.g_01601
OG0000884	Pral.g_00156	Syaj.g_01603
OG0000885	Pral.g_00157	Syaj.g_01604
OG0000886	Pral.g_00158	Syaj.g_01605
OG0000887	Pral.g_00159	Syaj.g_01606
OG0000888	Pral.g_00161	Syaj.g_01608
OG0000889	Pral.g_00163	Syaj.g_01610
OG0000890	Pral.g_00164	Syaj.g_01615
OG0000891	Pral.g_00165	Syaj.g_01616
OG0000892	Pral.g_00167	Syaj.g_01620
OG0000893	Pral.g_00170	Syaj.g_02636
OG0000894	Pral.g_00173	Syaj.g_02639
OG0000895	Pral.g_00177	Syaj.g_02643
OG0000896	Pral.g_00178	Syaj.g_02644
OG0000897	Pral.g_00180	Syaj.g_02646
OG0000898	Pral.g_00181	Syaj.g_02647
OG0000899	Pral.g_00182	Syaj.g_02648
OG0000900	Pral.g_00183	Syaj.g_02649
OG0000901	Pral.g_00187	Syaj.g_02654
OG0000902	Pral.g_00189	Syaj.g_02656
OG0000903	Pral.g_00193	Syaj.g_02689
OG0000904	Pral.g_00198	Syaj.g_02684
OG0000905	Pral.g_00191	Syaj.g_02678
OG0000906	Pral.g_00190	Syaj.g_02676
OG0000907	Pral.g_00200	Syaj.g_02692
OG0000908	Pral.g_00203	Syaj.g_02695
OG0000909	Pral.g_00204	Syaj.g_02696
OG0000910	Pral.g_00205	Syaj.g_02697
OG0000911	Pral.g_00207	Syaj.g_02699
OG0000912	Pral.g_00208	Syaj.g_02700
OG0000913	Pral.g_00209	Syaj.g_02701
OG0000914	Pral.g_00210	Syaj.g_02702
OG0000915	Pral.g_00211	Syaj.g_02704
OG0000916	Pral.g_00212	Syaj.g_02705
OG0000917	Pral.g_00213	Syaj.g_02706
OG0000918	Pral.g_00214	Syaj.g_02707
OG0000919	Pral.g_00215	Syaj.g_02708
OG0000920	Pral.g_00216	Syaj.g_02709
OG0000921	Pral.g_00217	Syaj.g_02710
OG0000922	Pral.g_00218	Syaj.g_02711
OG0000923	Pral.g_00222	Syaj.g_02715
OG0000924	Pral.g_00223	Syaj.g_02716
OG0000925	Pral.g_00224	Syaj.g_02717
OG0000926	Pral.g_00225	Syaj.g_02718
OG0000927	Pral.g_00227	Syaj.g_02720
OG0000928	Pral.g_00228	Syaj.g_02721
OG0000929	Pral.g_00229	Syaj.g_02722
OG0000930	Pral.g_00230	Syaj.g_02723
OG0000931	Pral.g_00232	Syaj.g_02724
OG0000932	Pral.g_01190	Syaj.g_02725
OG0000933	Pral.g_00236	Syaj.g_02731
OG0000934	Pral.g_00238	Syaj.g_02733
OG0000935	Pral.g_00239	Syaj.g_02734
OG0000936	Pral.g_00240	Syaj.g_02735
OG0000937	Pral.g_00241	Syaj.g_02736
OG0000938	Pral.g_00244	Syaj.g_02739
OG0000939	Pral.g_00245	Syaj.g_02740
OG0000940	Pral.g_00252	Syaj.g_02747
OG0000941	Pral.g_00254	Syaj.g_02749
OG0000942	Pral.g_00256	Syaj.g_02751
OG0000943	Pral.g_00257	Syaj.g_02752
OG0000944	Pral.g_00259	Syaj.g_02754
OG0000945	Pral.g_00260	Syaj.g_02756
OG0000946	Pral.g_00266	Syaj.g_02761
OG0000947	Pral.g_00268	Syaj.g_02764
OG0000948	Pral.g_00269	Syaj.g_02765
OG0000949	Pral.g_00272	Syaj.g_02474
OG0000950	Pral.g_00278	Syaj.g_02459
OG0000951	Pral.g_00282	Syaj.g_02452
OG0000952	Pral.g_00286	Syaj.g_02446
OG0000953	Pral.g_00290	Syaj.g_02442
OG0000954	Pral.g_00294	Syaj.g_02435
OG0000955	Pral.g_00295	Syaj.g_02434
OG0000956	Pral.g_00297	Syaj.g_02432
OG0000957	Pral.g_00303	Syaj.g_02419
OG0000958	Pral.g_00304	Syaj.g_02418
OG0000959	Pral.g_00308	Syaj.g_02413
OG0000960	Pral.g_00309	Syaj.g_02412
OG0000961	Pral.g_00312	Syaj.g_02402
OG0000962	Pral.g_00314	Syaj.g_02398
OG0000963	Pral.g_00318	Syaj.g_02393
OG0000964	Pral.g_00319	Syaj.g_02392
OG0000965	Pral.g_00320	Syaj.g_02391
OG0000966	Pral.g_00326	Syaj.g_02370
OG0000967	Pral.g_00330	Syaj.g_02334
OG0000968	Pral.g_00332	Syaj.g_02363
OG0000969	Pral.g_00333	Syaj.g_02338
OG0000970	Pral.g_00334	Syaj.g_02337
OG0000971	Pral.g_00335	Syaj.g_02331
OG0000972	Pral.g_00336	Syaj.g_02330
OG0000973	Pral.g_00337	Syaj.g_02329
OG0000974	Pral.g_00338	Syaj.g_02328
OG0000975	Pral.g_00339	Syaj.g_02327
OG0000976	Pral.g_00340	Syaj.g_02326
OG0000977	Pral.g_00341	Syaj.g_02324
OG0000978	Pral.g_00342	Syaj.g_02322
OG0000979	Pral.g_00345	Syaj.g_02319
OG0000980	Pral.g_00347	Syaj.g_02316
OG0000981	Pral.g_00350	Syaj.g_02313
OG0000982	Pral.g_00352	Syaj.g_02112
OG0000983	Pral.g_00353	Syaj.g_02113
OG0000984	Pral.g_00354	Syaj.g_02114
OG0000985	Pral.g_00357	Syaj.g_02116
OG0000986	Pral.g_00359	Syaj.g_02123
OG0000987	Pral.g_00360	Syaj.g_02125
OG0000988	Pral.g_00363	Syaj.g_02131
OG0000989	Pral.g_00367	Syaj.g_02142
OG0000990	Pral.g_00373	Syaj.g_02165
OG0000991	Pral.g_00374	Syaj.g_02168
OG0000992	Pral.g_00377	Syaj.g_02171
OG0000993	Pral.g_00378	Syaj.g_02173
OG0000994	Pral.g_00379	Syaj.g_02177
OG0000995	Pral.g_00383	Syaj.g_02182
OG0000996	Pral.g_00384	Syaj.g_02221
OG0000997	Pral.g_00386	Syaj.g_02228
OG0000998	Pral.g_00388	Syaj.g_02230
OG0000999	Pral.g_00389	Syaj.g_02231
OG0001000	Pral.g_00392	Syaj.g_02236
OG0001001	Pral.g_00396	Syaj.g_02241
OG0001002	Pral.g_00401	Syaj.g_02248
OG0001003	Pral.g_00402	Syaj.g_02250
OG0001004	Pral.g_00403	Syaj.g_02251
OG0001005	Pral.g_00404	Syaj.g_02252
OG0001006	Pral.g_00408	Syaj.g_02260
OG0001007	Pral.g_00410	Syaj.g_02262
OG0001008	Pral.g_00657	Syaj.g_01554
OG0001009	Pral.g_01017	Syaj.g_02294
OG0001010	Pral.g_01016	Syaj.g_02295
OG0001011	Pral.g_01014	Syaj.g_02296
OG0001012	Pral.g_01001	Syaj.g_02108
OG0001014	Pral.g_00991	Syaj.g_02083
OG0001015	Pral.g_00990	Syaj.g_02082
OG0001016	Pral.g_00974	Syaj.g_01824
OG0001017	Pral.g_00970	Syaj.g_01830
OG0001018	Pral.g_00968	Syaj.g_01832
OG0001019	Pral.g_00958	Syaj.g_01849
OG0001020	Pral.g_00957	Syaj.g_01862
OG0001021	Pral.g_00956	Syaj.g_01867
OG0001022	Pral.g_00953	Syaj.g_01872
OG0001023	Pral.g_00952	Syaj.g_01873
OG0001024	Pral.g_00949	Syaj.g_01877
OG0001025	Pral.g_00942	Syaj.g_01884
OG0001026	Pral.g_00934	Syaj.g_01897
OG0001027	Pral.g_00933	Syaj.g_01903
OG0001028	Pral.g_00931	Syaj.g_01905
OG0001029	Pral.g_00930	Syaj.g_01907
OG0001030	Pral.g_00914	Syaj.g_01933
OG0001031	Pral.g_00857	Syaj.g_02012
OG0001032	Pral.g_00856	Syaj.g_02015
OG0001033	Pral.g_00836	Syaj.g_02044
OG0001034	Pral.g_00804	Syaj.g_02875
OG0001035	Pral.g_00784	Syaj.g_02603
OG0001036	Pral.g_00780	Syaj.g_02599
OG0001037	Pral.g_00779	Syaj.g_02597
OG0001038	Pral.g_00761	Syaj.g_02567
OG0001039	Pral.g_00758	Syaj.g_02564
OG0001040	Pral.g_00755	Syaj.g_02561
OG0001041	Pral.g_00751	Syaj.g_02556
OG0001042	Pral.g_00734	Syaj.g_02527
OG0001043	Pral.g_00733	Syaj.g_02523
OG0001044	Pral.g_00699	Syaj.g_02804
OG0001045	Pral.g_00690	Syaj.g_02817
OG0001046	Pral.g_01039	Syaj.g_00851
OG0001047	Pral.g_00655	Syaj.g_01552
OG0001048	Pral.g_00654	Syaj.g_01551
OG0001049	Pral.g_00651	Syaj.g_01548
OG0001050	Pral.g_00650	Syaj.g_01547
OG0001051	Pral.g_00649	Syaj.g_01546
OG0001052	Pral.g_00621	Syaj.g_01448
OG0001053	Pral.g_00608	Syaj.g_00075
OG0001055	Pral.g_00573	Syaj.g_00113
OG0001056	Pral.g_00554	Syaj.g_00149
OG0001057	Pral.g_00549	Syaj.g_00160
OG0001058	Pral.g_00541	Syaj.g_00183
OG0001059	Pral.g_00537	Syaj.g_00187
OG0001060	Pral.g_00530	Syaj.g_00193
OG0001061	Pral.g_00514	Syaj.g_00214
OG0001062	Pral.g_00512	Syaj.g_00216
OG0001063	Pral.g_00510	Syaj.g_00222
OG0001064	Pral.g_00509	Syaj.g_00223
OG0001065	Pral.g_00508	Syaj.g_00224
OG0001066	Pral.g_00507	Syaj.g_00225
OG0001067	Pral.g_00506	Syaj.g_00226
OG0001068	Pral.g_00505	Syaj.g_00227
OG0001069	Pral.g_00504	Syaj.g_00228
OG0001070	Pral.g_00502	Syaj.g_00231
OG0001071	Pral.g_00501	Syaj.g_00232
OG0001072	Pral.g_00499	Syaj.g_00236
OG0001073	Pral.g_00485	Syaj.g_00254
OG0001074	Pral.g_00472	Syaj.g_01327
OG0001075	Pral.g_00471	Syaj.g_01325
OG0001076	Pral.g_00464	Syaj.g_01305
OG0001077	Pral.g_00459	Syaj.g_01294
OG0001078	Pral.g_01437	Syaj.g_01282
OG0001079	Pral.g_01448	Syaj.g_01269
OG0001080	Pral.g_01454	Syaj.g_01135
OG0001081	Pral.g_01456	Syaj.g_00699
OG0001082	Pral.g_01457	Syaj.g_00700
OG0001083	Pral.g_01462	Syaj.g_00709
OG0001084	Pral.g_01463	Syaj.g_00711
OG0001085	Pral.g_01772	Syaj.g_00721
OG0001086	Pral.g_01771	Syaj.g_00723
OG0001087	Pral.g_01753	Syaj.g_00498
OG0001088	Pral.g_01752	Syaj.g_00494
OG0001089	Pral.g_01741	Syaj.g_00439
OG0001090	Pral.g_01728	Syaj.g_00959
OG0001091	Pral.g_01726	Syaj.g_00957
OG0001092	Pral.g_01725	Syaj.g_00954
OG0001093	Pral.g_01720	Syaj.g_00948
OG0001094	Pral.g_01482	Syaj.g_01032
OG0001095	Pral.g_01501	Syaj.g_01008
OG0001096	Pral.g_01515	Syaj.g_00988
OG0001097	Pral.g_01533	Syaj.g_00371
OG0001098	Pral.g_01552	Syaj.g_01132
OG0001099	Pral.g_01815	Syaj.g_01906
OG0001100	Pral.g_01807	Syaj.g_00732
OG0001101	Pral.g_01805	Syaj.g_00734
OG0001102	Pral.g_01802	Syaj.g_00737
OG0001103	Pral.g_01800	Syaj.g_00740
OG0001104	Pral.g_01777	Syaj.g_01050
OG0001105	Pral.g_01773	Syaj.g_01046
OG0001106	Pral.g_01639	Syaj.g_00912
OG0001107	Pral.g_01629	Syaj.g_00900
OG0001108	Pral.g_01625	Syaj.g_00870
OG0001109	Pral.g_01624	Syaj.g_00868
OG0001110	Pral.g_01622	Syaj.g_00866
OG0001111	Pral.g_01621	Syaj.g_00864
OG0001112	Pral.g_01620	Syaj.g_00862
OG0001113	Pral.g_01619	Syaj.g_00861
OG0001114	Pral.g_01618	Syaj.g_00860
OG0001115	Pral.g_01616	Syaj.g_00856
OG0001116	Pral.g_01615	Syaj.g_00854
OG0001117	Pral.g_01614	Syaj.g_00853
OG0001118	Pral.g_01613	Syaj.g_00852
OG0001119	Pral.g_01612	Syaj.g_00850
OG0001120	Pral.g_01611	Syaj.g_00846
