Orthogroup	Pral	Syas
OG0000607	Pral.g_01458	Syas.g_00713
OG0000608	Pral.g_01459	Syas.g_00712
OG0000609	Pral.g_01460	Syas.g_00710
OG0000610	Pral.g_01466	Syas.g_00702
OG0000611	Pral.g_01469	Syas.g_00699
OG0000612	Pral.g_01470	Syas.g_00698
OG0000613	Pral.g_01769	Syas.g_01825
OG0000614	Pral.g_01748	Syas.g_01044
OG0000615	Pral.g_01737	Syas.g_00650
OG0000616	Pral.g_00399	Syas.g_02011
OG0000617	Pral.g_01723	Syas.g_00180
OG0000618	Pral.g_01722	Syas.g_00181
OG0000619	Pral.g_01721	Syas.g_00182
OG0000620	Pral.g_01718	Syas.g_00188
OG0000621	Pral.g_01717	Syas.g_00189
OG0000622	Pral.g_01716	Syas.g_00190
OG0000623	Pral.g_01715	Syas.g_00191
OG0000624	Pral.g_01713	Syas.g_00192
OG0000625	Pral.g_01712	Syas.g_00193
OG0000626	Pral.g_01711	Syas.g_00194
OG0000627	Pral.g_01709	Syas.g_00372
OG0000628	Pral.g_01708	Syas.g_00373
OG0000629	Pral.g_01707	Syas.g_00376
OG0000630	Pral.g_01704	Syas.g_00397
OG0000631	Pral.g_01658	Syas.g_00405
OG0000632	Pral.g_01657	Syas.g_00406
OG0000633	Pral.g_01656	Syas.g_00407
OG0000634	Pral.g_01484	Syas.g_00600
OG0000635	Pral.g_01485	Syas.g_00599
OG0000636	Pral.g_01487	Syas.g_00597
OG0000637	Pral.g_01489	Syas.g_00595
OG0000638	Pral.g_01490	Syas.g_00594
OG0000639	Pral.g_01491	Syas.g_00593
OG0000640	Pral.g_01492	Syas.g_00592
OG0000641	Pral.g_01496	Syas.g_00587
OG0000642	Pral.g_01497	Syas.g_00586
OG0000643	Pral.g_01498	Syas.g_00585
OG0000644	Pral.g_01499	Syas.g_00584
OG0000645	Pral.g_01500	Syas.g_00583
OG0000646	Pral.g_01502	Syas.g_00580
OG0000647	Pral.g_01504	Syas.g_00578
OG0000648	Pral.g_01506	Syas.g_00576
OG0000649	Pral.g_01507	Syas.g_00575
OG0000650	Pral.g_01508	Syas.g_00574
OG0000651	Pral.g_01509	Syas.g_00573
OG0000652	Pral.g_01510	Syas.g_00572
OG0000653	Pral.g_01512	Syas.g_00570
OG0000654	Pral.g_01513	Syas.g_00569
OG0000655	Pral.g_01514	Syas.g_00568
OG0000656	Pral.g_01517	Syas.g_00565
OG0000657	Pral.g_01524	Syas.g_00232
OG0000658	Pral.g_01525	Syas.g_00235
OG0000659	Pral.g_01526	Syas.g_00236
OG0000660	Pral.g_01530	Syas.g_00240
OG0000661	Pral.g_01532	Syas.g_00242
OG0000662	Pral.g_01534	Syas.g_00281
OG0000663	Pral.g_01536	Syas.g_00284
OG0000664	Pral.g_01537	Syas.g_00287
OG0000665	Pral.g_01543	Syas.g_00385
OG0000666	Pral.g_01544	Syas.g_01362
OG0000667	Pral.g_01548	Syas.g_00088
OG0000668	Pral.g_01820	Syas.g_00221
OG0000669	Pral.g_01809	Syas.g_00684
OG0000670	Pral.g_01806	Syas.g_00681
OG0000671	Pral.g_01804	Syas.g_00679
OG0000672	Pral.g_01801	Syas.g_00676
OG0000673	Pral.g_01798	Syas.g_00673
OG0000674	Pral.g_01796	Syas.g_00671
OG0000675	Pral.g_01795	Syas.g_00670
OG0000676	Pral.g_01793	Syas.g_00668
OG0000677	Pral.g_01792	Syas.g_00667
OG0000678	Pral.g_01790	Syas.g_00660
OG0000679	Pral.g_01786	Syas.g_00629
OG0000680	Pral.g_01785	Syas.g_00628
OG0000681	Pral.g_01782	Syas.g_00625
OG0000682	Pral.g_01781	Syas.g_00624
OG0000683	Pral.g_01780	Syas.g_00623
OG0000684	Pral.g_01778	Syas.g_00621
OG0000685	Pral.g_01776	Syas.g_00187
OG0000686	Pral.g_01775	Syas.g_00619
OG0000687	Pral.g_01774	Syas.g_00618
OG0000688	Pral.g_01474	Syas.g_00612
OG0000689	Pral.g_01475	Syas.g_00610
OG0000690	Pral.g_01476	Syas.g_00609
OG0000691	Pral.g_01477	Syas.g_00608
OG0000692	Pral.g_01479	Syas.g_00606
OG0000693	Pral.g_01480	Syas.g_00604
OG0000694	Pral.g_01481	Syas.g_00603
OG0000695	Pral.g_01654	Syas.g_00410
OG0000696	Pral.g_01653	Syas.g_00411
OG0000697	Pral.g_01652	Syas.g_00413
OG0000698	Pral.g_01649	Syas.g_00417
OG0000699	Pral.g_01647	Syas.g_00419
OG0000700	Pral.g_01646	Syas.g_00420
OG0000701	Pral.g_01645	Syas.g_00421
OG0000702	Pral.g_01643	Syas.g_00437
OG0000703	Pral.g_01642	Syas.g_00438
OG0000704	Pral.g_01640	Syas.g_00446
OG0000705	Pral.g_01634	Syas.g_00453
OG0000706	Pral.g_01633	Syas.g_00454
OG0000707	Pral.g_01632	Syas.g_00455
OG0000708	Pral.g_01630	Syas.g_00458
OG0000709	Pral.g_01626	Syas.g_00466
OG0000710	Pral.g_01623	Syas.g_00497
OG0000711	Pral.g_01579	Syas.g_00546
OG0000712	Pral.g_01580	Syas.g_00548
OG0000713	Pral.g_01581	Syas.g_00549
OG0000714	Pral.g_01582	Syas.g_00551
OG0000715	Pral.g_01584	Syas.g_00553
OG0000716	Pral.g_01586	Syas.g_00556
OG0000717	Pral.g_01587	Syas.g_00557
OG0000718	Pral.g_01590	Syas.g_00561
OG0000719	Pral.g_01592	Syas.g_00223
OG0000720	Pral.g_01603	Syas.g_00209
OG0000721	Pral.g_01607	Syas.g_00207
OG0000722	Pral.g_01608	Syas.g_00206
OG0000723	Pral.g_01575	Syas.g_00196
OG0000724	Pral.g_01566	Syas.g_00999
OG0000725	Pral.g_01560	Syas.g_01024
OG0000726	Pral.g_01559	Syas.g_01025
OG0000727	Pral.g_01558	Syas.g_01026
OG0000728	Pral.g_01556	Syas.g_01028
OG0000729	Pral.g_01311	Syas.g_02145
OG0000730	Pral.g_01324	Syas.g_01544
OG0000731	Pral.g_00692	Syas.g_01532
OG0000732	Pral.g_00348	Syas.g_02086
OG0000733	Pral.g_00077	Syas.g_00096
OG0000734	Pral.g_01351	Syas.g_02414
OG0000735	Pral.g_01353	Syas.g_01201
OG0000736	Pral.g_01354	Syas.g_01200
OG0000737	Pral.g_01355	Syas.g_01199
OG0000738	Pral.g_01359	Syas.g_01193
OG0000739	Pral.g_01360	Syas.g_01192
OG0000740	Pral.g_01361	Syas.g_01191
OG0000741	Pral.g_01363	Syas.g_01188
OG0000742	Pral.g_01366	Syas.g_01185
OG0000743	Pral.g_01368	Syas.g_01182
OG0000744	Pral.g_01369	Syas.g_01181
OG0000745	Pral.g_01370	Syas.g_01178
OG0000746	Pral.g_01372	Syas.g_01176
OG0000747	Pral.g_01373	Syas.g_01174
OG0000748	Pral.g_01378	Syas.g_01146
OG0000749	Pral.g_01379	Syas.g_01144
OG0000750	Pral.g_01380	Syas.g_01143
OG0000751	Pral.g_01383	Syas.g_01138
OG0000752	Pral.g_01385	Syas.g_01136
OG0000753	Pral.g_01388	Syas.g_01133
OG0000754	Pral.g_01391	Syas.g_01128
OG0000755	Pral.g_01399	Syas.g_01117
OG0000756	Pral.g_01400	Syas.g_01116
OG0000757	Pral.g_01406	Syas.g_01108
OG0000758	Pral.g_01407	Syas.g_01107
OG0000759	Pral.g_01408	Syas.g_01106
OG0000760	Pral.g_01409	Syas.g_01105
OG0000761	Pral.g_01410	Syas.g_01104
OG0000762	Pral.g_01411	Syas.g_01102
OG0000763	Pral.g_01413	Syas.g_01091
OG0000764	Pral.g_01414	Syas.g_01090
OG0000765	Pral.g_01423	Syas.g_01076
OG0000766	Pral.g_01424	Syas.g_01075
OG0000767	Pral.g_01426	Syas.g_01073
OG0000768	Pral.g_01427	Syas.g_01072
OG0000769	Pral.g_01429	Syas.g_01070
OG0000770	Pral.g_00456	Syas.g_01067
OG0000771	Pral.g_01064	Syas.g_00993
OG0000772	Pral.g_01893	Syas.g_01461
OG0000773	Pral.g_01290	Syas.g_00002
OG0000774	Pral.g_01288	Syas.g_02862
OG0000775	Pral.g_01286	Syas.g_02860
OG0000776	Pral.g_01285	Syas.g_02859
OG0000777	Pral.g_01284	Syas.g_02858
OG0000778	Pral.g_01283	Syas.g_02857
OG0000779	Pral.g_01279	Syas.g_02852
OG0000780	Pral.g_01278	Syas.g_02847
OG0000781	Pral.g_01275	Syas.g_02842
OG0000782	Pral.g_01274	Syas.g_02841
OG0000783	Pral.g_01273	Syas.g_02840
OG0000784	Pral.g_01272	Syas.g_02839
OG0000785	Pral.g_01270	Syas.g_02837
OG0000786	Pral.g_01267	Syas.g_02833
OG0000787	Pral.g_01266	Syas.g_02832
OG0000788	Pral.g_00440	Syas.g_00782
OG0000789	Pral.g_01060	Syas.g_01507
OG0000790	Pral.g_01217	Syas.g_01266
OG0000791	Pral.g_01215	Syas.g_01268
OG0000792	Pral.g_01214	Syas.g_01269
OG0000793	Pral.g_01211	Syas.g_01359
OG0000794	Pral.g_01210	Syas.g_01361
OG0000795	Pral.g_01209	Syas.g_01363
OG0000796	Pral.g_01205	Syas.g_01368
OG0000797	Pral.g_01204	Syas.g_01369
OG0000799	Pral.g_01184	Syas.g_02789
OG0000800	Pral.g_01183	Syas.g_02790
OG0000801	Pral.g_01182	Syas.g_02791
OG0000802	Pral.g_01180	Syas.g_02797
OG0000803	Pral.g_01178	Syas.g_02800
OG0000804	Pral.g_01177	Syas.g_02803
OG0000805	Pral.g_01175	Syas.g_02805
OG0000806	Pral.g_01173	Syas.g_02807
OG0000807	Pral.g_01172	Syas.g_02808
OG0000808	Pral.g_01171	Syas.g_02809
OG0000809	Pral.g_01167	Syas.g_02811
OG0000810	Pral.g_01166	Syas.g_02813
OG0000811	Pral.g_01158	Syas.g_02822
OG0000812	Pral.g_01156	Syas.g_02824
OG0000813	Pral.g_01155	Syas.g_02825
OG0000814	Pral.g_01153	Syas.g_02827
OG0000815	Pral.g_01152	Syas.g_02829
OG0000816	Pral.g_01150	Syas.g_02831
OG0000817	Pral.g_01149	Syas.g_02753
OG0000818	Pral.g_01144	Syas.g_01282
OG0000819	Pral.g_01143	Syas.g_01283
OG0000820	Pral.g_01142	Syas.g_01284
OG0000821	Pral.g_01137	Syas.g_01289
OG0000822	Pral.g_01136	Syas.g_01291
OG0000823	Pral.g_01135	Syas.g_01292
OG0000824	Pral.g_01132	Syas.g_01297
OG0000825	Pral.g_01131	Syas.g_01298
OG0000826	Pral.g_01130	Syas.g_01299
OG0000827	Pral.g_01129	Syas.g_01300
OG0000828	Pral.g_01126	Syas.g_01303
OG0000829	Pral.g_01125	Syas.g_01304
OG0000830	Pral.g_01124	Syas.g_01305
OG0000831	Pral.g_01122	Syas.g_01308
OG0000832	Pral.g_01110	Syas.g_01476
OG0000833	Pral.g_01101	Syas.g_02738
OG0000834	Pral.g_01100	Syas.g_02737
OG0000835	Pral.g_01099	Syas.g_02736
OG0000836	Pral.g_01098	Syas.g_02732
OG0000837	Pral.g_01097	Syas.g_02731
OG0000838	Pral.g_01094	Syas.g_02727
OG0000839	Pral.g_01093	Syas.g_02726
OG0000840	Pral.g_01092	Syas.g_02725
OG0000841	Pral.g_01091	Syas.g_02724
OG0000842	Pral.g_01090	Syas.g_02723
OG0000843	Pral.g_01089	Syas.g_02722
OG0000844	Pral.g_01088	Syas.g_02720
OG0000845	Pral.g_01087	Syas.g_02719
OG0000846	Pral.g_01086	Syas.g_02718
OG0000847	Pral.g_01085	Syas.g_02717
OG0000848	Pral.g_01084	Syas.g_02715
OG0000849	Pral.g_01083	Syas.g_02714
OG0000850	Pral.g_01081	Syas.g_02711
OG0000851	Pral.g_01080	Syas.g_02708
OG0000852	Pral.g_01079	Syas.g_02707
OG0000853	Pral.g_01074	Syas.g_02703
OG0000854	Pral.g_01072	Syas.g_02701
OG0000855	Pral.g_01071	Syas.g_02700
OG0000856	Pral.g_01058	Syas.g_00103
OG0000857	Pral.g_01503	Syas.g_00579
OG0000858	Pral.g_00100	Syas.g_02693
OG0000859	Pral.g_00101	Syas.g_02692
OG0000860	Pral.g_00109	Syas.g_02679
OG0000861	Pral.g_00110	Syas.g_02678
OG0000862	Pral.g_00111	Syas.g_02677
OG0000863	Pral.g_00113	Syas.g_02675
OG0000864	Pral.g_00114	Syas.g_02674
OG0000865	Pral.g_00115	Syas.g_02673
OG0000866	Pral.g_00116	Syas.g_02672
OG0000867	Pral.g_00117	Syas.g_02671
OG0000868	Pral.g_00119	Syas.g_02667
OG0000869	Pral.g_00122	Syas.g_02662
OG0000870	Pral.g_00127	Syas.g_02657
OG0000871	Pral.g_00128	Syas.g_02656
OG0000872	Pral.g_00129	Syas.g_02650
OG0000873	Pral.g_00132	Syas.g_02647
OG0000874	Pral.g_00135	Syas.g_02645
OG0000875	Pral.g_00136	Syas.g_02644
OG0000876	Pral.g_00137	Syas.g_00280
OG0000877	Pral.g_00139	Syas.g_02603
OG0000878	Pral.g_00140	Syas.g_02602
OG0000879	Pral.g_00141	Syas.g_02601
OG0000880	Pral.g_00142	Syas.g_02600
OG0000881	Pral.g_00146	Syas.g_02596
OG0000882	Pral.g_00151	Syas.g_02591
OG0000883	Pral.g_00154	Syas.g_02586
OG0000884	Pral.g_00156	Syas.g_02584
OG0000885	Pral.g_00157	Syas.g_02583
OG0000886	Pral.g_00158	Syas.g_02582
OG0000887	Pral.g_00159	Syas.g_02581
OG0000888	Pral.g_00161	Syas.g_02579
OG0000889	Pral.g_00163	Syas.g_02577
OG0000890	Pral.g_00164	Syas.g_02574
OG0000891	Pral.g_00165	Syas.g_02573
OG0000892	Pral.g_00167	Syas.g_02571
OG0000893	Pral.g_00170	Syas.g_01677
OG0000894	Pral.g_00173	Syas.g_01667
OG0000895	Pral.g_00177	Syas.g_01663
OG0000896	Pral.g_00178	Syas.g_01662
OG0000897	Pral.g_00180	Syas.g_01660
OG0000898	Pral.g_00181	Syas.g_01659
OG0000899	Pral.g_00182	Syas.g_01658
OG0000900	Pral.g_00183	Syas.g_01657
OG0000901	Pral.g_00187	Syas.g_01652
OG0000902	Pral.g_00189	Syas.g_01651
OG0000903	Pral.g_00193	Syas.g_01637
OG0000904	Pral.g_00198	Syas.g_01642
OG0000905	Pral.g_00191	Syas.g_01647
OG0000906	Pral.g_00190	Syas.g_01649
OG0000907	Pral.g_00200	Syas.g_01635
OG0000908	Pral.g_00203	Syas.g_01632
OG0000909	Pral.g_00204	Syas.g_01631
OG0000910	Pral.g_00205	Syas.g_01630
OG0000911	Pral.g_00207	Syas.g_01628
OG0000912	Pral.g_00208	Syas.g_01627
OG0000913	Pral.g_00209	Syas.g_01626
OG0000914	Pral.g_00210	Syas.g_01625
OG0000915	Pral.g_00211	Syas.g_01623
OG0000916	Pral.g_00212	Syas.g_01622
OG0000917	Pral.g_00213	Syas.g_01621
OG0000918	Pral.g_00214	Syas.g_01620
OG0000919	Pral.g_00215	Syas.g_01619
OG0000920	Pral.g_00216	Syas.g_01618
OG0000921	Pral.g_00217	Syas.g_01617
OG0000922	Pral.g_00218	Syas.g_01616
OG0000923	Pral.g_00222	Syas.g_01612
OG0000924	Pral.g_00223	Syas.g_01611
OG0000925	Pral.g_00224	Syas.g_01610
OG0000926	Pral.g_00225	Syas.g_01609
OG0000927	Pral.g_00227	Syas.g_01607
OG0000928	Pral.g_00228	Syas.g_01606
OG0000929	Pral.g_00229	Syas.g_01605
OG0000930	Pral.g_00230	Syas.g_01604
OG0000931	Pral.g_00232	Syas.g_01603
OG0000932	Pral.g_01190	Syas.g_01602
OG0000933	Pral.g_00236	Syas.g_01596
OG0000934	Pral.g_00238	Syas.g_01594
OG0000935	Pral.g_00239	Syas.g_01593
OG0000936	Pral.g_00240	Syas.g_01592
OG0000937	Pral.g_00241	Syas.g_01591
OG0000938	Pral.g_00244	Syas.g_01588
OG0000939	Pral.g_00245	Syas.g_01587
OG0000940	Pral.g_00252	Syas.g_01580
OG0000941	Pral.g_00254	Syas.g_01578
OG0000942	Pral.g_00256	Syas.g_01576
OG0000943	Pral.g_00257	Syas.g_01575
OG0000944	Pral.g_00259	Syas.g_01573
OG0000945	Pral.g_00260	Syas.g_01572
OG0000946	Pral.g_00266	Syas.g_01565
OG0000947	Pral.g_00268	Syas.g_01562
OG0000948	Pral.g_00269	Syas.g_01561
OG0000949	Pral.g_00272	Syas.g_02213
OG0000950	Pral.g_00278	Syas.g_02197
OG0000951	Pral.g_00282	Syas.g_02190
OG0000952	Pral.g_00286	Syas.g_02186
OG0000953	Pral.g_00290	Syas.g_02182
OG0000954	Pral.g_00294	Syas.g_02174
OG0000955	Pral.g_00295	Syas.g_02173
OG0000956	Pral.g_00297	Syas.g_02171
OG0000957	Pral.g_00303	Syas.g_02158
OG0000958	Pral.g_00304	Syas.g_02157
OG0000959	Pral.g_00308	Syas.g_02154
OG0000960	Pral.g_00309	Syas.g_02153
OG0000961	Pral.g_00312	Syas.g_02345
OG0000962	Pral.g_00314	Syas.g_02146
OG0000963	Pral.g_00318	Syas.g_02143
OG0000964	Pral.g_00319	Syas.g_02142
OG0000965	Pral.g_00320	Syas.g_02141
OG0000966	Pral.g_00326	Syas.g_02112
OG0000967	Pral.g_00330	Syas.g_02108
OG0000968	Pral.g_00332	Syas.g_02106
OG0000969	Pral.g_00333	Syas.g_02104
OG0000970	Pral.g_00334	Syas.g_02103
OG0000971	Pral.g_00335	Syas.g_02101
OG0000972	Pral.g_00336	Syas.g_02100
OG0000973	Pral.g_00337	Syas.g_02099
OG0000974	Pral.g_00338	Syas.g_02098
OG0000975	Pral.g_00339	Syas.g_02097
OG0000976	Pral.g_00340	Syas.g_02096
OG0000977	Pral.g_00341	Syas.g_02094
OG0000978	Pral.g_00342	Syas.g_02093
OG0000979	Pral.g_00345	Syas.g_02090
OG0000980	Pral.g_00347	Syas.g_02087
OG0000981	Pral.g_00350	Syas.g_02084
OG0000982	Pral.g_00352	Syas.g_01882
OG0000983	Pral.g_00353	Syas.g_01883
OG0000984	Pral.g_00354	Syas.g_01884
OG0000985	Pral.g_00357	Syas.g_01888
OG0000986	Pral.g_00359	Syas.g_01891
OG0000987	Pral.g_00360	Syas.g_01897
OG0000988	Pral.g_00363	Syas.g_01902
OG0000989	Pral.g_00367	Syas.g_01908
OG0000990	Pral.g_00373	Syas.g_01937
OG0000991	Pral.g_00374	Syas.g_01939
OG0000992	Pral.g_00377	Syas.g_01943
OG0000993	Pral.g_00378	Syas.g_01945
OG0000994	Pral.g_00379	Syas.g_01948
OG0000995	Pral.g_00383	Syas.g_01955
OG0000996	Pral.g_00384	Syas.g_01977
OG0000997	Pral.g_00386	Syas.g_01993
OG0000998	Pral.g_00388	Syas.g_01995
OG0000999	Pral.g_00389	Syas.g_01996
OG0001000	Pral.g_00392	Syas.g_02000
OG0001001	Pral.g_00396	Syas.g_02006
OG0001002	Pral.g_00401	Syas.g_02014
OG0001003	Pral.g_00402	Syas.g_02016
OG0001004	Pral.g_00403	Syas.g_02017
OG0001005	Pral.g_00404	Syas.g_02018
OG0001006	Pral.g_00408	Syas.g_02032
OG0001007	Pral.g_00410	Syas.g_02034
OG0001008	Pral.g_00657	Syas.g_01496
OG0001009	Pral.g_01017	Syas.g_02065
OG0001010	Pral.g_01016	Syas.g_02066
OG0001011	Pral.g_01014	Syas.g_02068
OG0001012	Pral.g_01001	Syas.g_00152
OG0001013	Pral.g_00994	Syas.g_01866
OG0001014	Pral.g_00991	Syas.g_01857
OG0001015	Pral.g_00990	Syas.g_01856
OG0001016	Pral.g_00974	Syas.g_02517
OG0001017	Pral.g_00970	Syas.g_02511
OG0001018	Pral.g_00968	Syas.g_02509
OG0001019	Pral.g_00958	Syas.g_02469
OG0001020	Pral.g_00957	Syas.g_02443
OG0001021	Pral.g_00956	Syas.g_02437
OG0001022	Pral.g_00953	Syas.g_02434
OG0001023	Pral.g_00952	Syas.g_02433
OG0001024	Pral.g_00949	Syas.g_00135
OG0001025	Pral.g_00942	Syas.g_02424
OG0001026	Pral.g_00934	Syas.g_02412
OG0001027	Pral.g_00933	Syas.g_02408
OG0001028	Pral.g_00931	Syas.g_02405
OG0001029	Pral.g_00930	Syas.g_02403
OG0001030	Pral.g_00914	Syas.g_02384
OG0001031	Pral.g_00857	Syas.g_02293
OG0001032	Pral.g_00856	Syas.g_02290
OG0001033	Pral.g_00836	Syas.g_02239
OG0001034	Pral.g_00804	Syas.g_02556
OG0001035	Pral.g_00784	Syas.g_01704
OG0001036	Pral.g_00780	Syas.g_01709
OG0001037	Pral.g_00779	Syas.g_01711
OG0001038	Pral.g_00761	Syas.g_01751
OG0001039	Pral.g_00758	Syas.g_01754
OG0001041	Pral.g_00751	Syas.g_01761
OG0001042	Pral.g_00734	Syas.g_01821
OG0001043	Pral.g_00733	Syas.g_01817
OG0001044	Pral.g_00699	Syas.g_01542
OG0001045	Pral.g_00690	Syas.g_01529
OG0001046	Pral.g_01039	Syas.g_00532
OG0001047	Pral.g_00655	Syas.g_01494
OG0001048	Pral.g_00654	Syas.g_01493
OG0001049	Pral.g_00651	Syas.g_02742
OG0001050	Pral.g_00650	Syas.g_02743
OG0001051	Pral.g_00649	Syas.g_02744
OG0001052	Pral.g_00621	Syas.g_01337
OG0001053	Pral.g_00608	Syas.g_01250
OG0001055	Pral.g_00573	Syas.g_01210
OG0001056	Pral.g_00554	Syas.g_00068
OG0001057	Pral.g_00549	Syas.g_00763
OG0001058	Pral.g_00541	Syas.g_00787
OG0001059	Pral.g_00537	Syas.g_00791
OG0001060	Pral.g_00530	Syas.g_00797
OG0001061	Pral.g_00514	Syas.g_00816
OG0001062	Pral.g_00512	Syas.g_00819
OG0001063	Pral.g_00510	Syas.g_00830
OG0001064	Pral.g_00509	Syas.g_00831
OG0001065	Pral.g_00508	Syas.g_00832
OG0001066	Pral.g_00507	Syas.g_00833
OG0001067	Pral.g_00506	Syas.g_00834
OG0001068	Pral.g_00505	Syas.g_00835
OG0001069	Pral.g_00504	Syas.g_00836
OG0001070	Pral.g_00502	Syas.g_00840
OG0001071	Pral.g_00501	Syas.g_00841
OG0001072	Pral.g_00499	Syas.g_00844
OG0001073	Pral.g_00485	Syas.g_00855
OG0001074	Pral.g_00472	Syas.g_00157
OG0001075	Pral.g_00471	Syas.g_00163
OG0001076	Pral.g_00464	Syas.g_00113
OG0001077	Pral.g_00459	Syas.g_00101
OG0001078	Pral.g_01437	Syas.g_00745
OG0001079	Pral.g_01448	Syas.g_00729
OG0001080	Pral.g_01454	Syas.g_00717
OG0001081	Pral.g_01456	Syas.g_00715
OG0001082	Pral.g_01457	Syas.g_00714
OG0001083	Pral.g_01462	Syas.g_00707
OG0001084	Pral.g_01463	Syas.g_00706
OG0001085	Pral.g_01772	Syas.g_00693
OG0001086	Pral.g_01771	Syas.g_00691
OG0001087	Pral.g_01753	Syas.g_00071
OG0001088	Pral.g_01752	Syas.g_01060
OG0001089	Pral.g_01741	Syas.g_01039
OG0001090	Pral.g_01728	Syas.g_00980
OG0001091	Pral.g_01726	Syas.g_00979
OG0001092	Pral.g_01725	Syas.g_00178
OG0001093	Pral.g_01720	Syas.g_00184
OG0001095	Pral.g_01501	Syas.g_00582
OG0001097	Pral.g_01533	Syas.g_00243
OG0001098	Pral.g_01552	Syas.g_00880
OG0001099	Pral.g_01815	Syas.g_02404
OG0001100	Pral.g_01807	Syas.g_00682
OG0001101	Pral.g_01805	Syas.g_00680
OG0001102	Pral.g_01802	Syas.g_00677
OG0001103	Pral.g_01800	Syas.g_00675
OG0001104	Pral.g_01777	Syas.g_00620
OG0001105	Pral.g_01773	Syas.g_00617
OG0001106	Pral.g_01639	Syas.g_00447
OG0001107	Pral.g_01629	Syas.g_00459
OG0001108	Pral.g_01625	Syas.g_00494
OG0001109	Pral.g_01624	Syas.g_00496
OG0001110	Pral.g_01622	Syas.g_00498
OG0001111	Pral.g_01621	Syas.g_00500
OG0001112	Pral.g_01620	Syas.g_00503
OG0001113	Pral.g_01619	Syas.g_00504
OG0001114	Pral.g_01618	Syas.g_00505
OG0001115	Pral.g_01616	Syas.g_00527
OG0001116	Pral.g_01615	Syas.g_00529
OG0001117	Pral.g_01614	Syas.g_00530
OG0001118	Pral.g_01613	Syas.g_00531
OG0001119	Pral.g_01612	Syas.g_00533
OG0001120	Pral.g_01611	Syas.g_00539
OG0001122	Pral.g_01593	Syas.g_00222
OG0001123	Pral.g_01598	Syas.g_00214
OG0001124	Pral.g_01600	Syas.g_00212
OG0001125	Pral.g_01602	Syas.g_00210
OG0001126	Pral.g_01571	Syas.g_00991
OG0001127	Pral.g_01570	Syas.g_00992
OG0001128	Pral.g_01569	Syas.g_00995
OG0001129	Pral.g_01568	Syas.g_00997
OG0001130	Pral.g_01567	Syas.g_00998
OG0001131	Pral.g_01321	Syas.g_01401
OG0001132	Pral.g_01033	Syas.g_00525
OG0001133	Pral.g_01314	Syas.g_00109
OG0001136	Pral.g_01364	Syas.g_01187
OG0001138	Pral.g_01401	Syas.g_01114
OG0001139	Pral.g_01403	Syas.g_01112
OG0001141	Pral.g_01404	Syas.g_01110
OG0001142	Pral.g_01405	Syas.g_01109
OG0001143	Pral.g_01412	Syas.g_01092
OG0001144	Pral.g_01417	Syas.g_01084
OG0001145	Pral.g_01289	Syas.g_02867
OG0001146	Pral.g_01277	Syas.g_02846
OG0001147	Pral.g_01235	Syas.g_01329
OG0001148	Pral.g_01220	Syas.g_01263
OG0001149	Pral.g_01219	Syas.g_01264
OG0001150	Pral.g_01218	Syas.g_01265
OG0001151	Pral.g_01207	Syas.g_01366
OG0001152	Pral.g_01206	Syas.g_01367
OG0001153	Pral.g_01128	Syas.g_01301
OG0001154	Pral.g_01127	Syas.g_01302
OG0001155	Pral.g_01108	Syas.g_01478
OG0001156	Pral.g_01105	Syas.g_01489
OG0001157	Pral.g_01104	Syas.g_01490
OG0001158	Pral.g_01103	Syas.g_01491
OG0001159	Pral.g_01102	Syas.g_01492
OG0001160	Pral.g_01076	Syas.g_02705
OG0001161	Pral.g_00045	Syas.g_02030
OG0001163	Pral.g_00098	Syas.g_02697
OG0001164	Pral.g_00102	Syas.g_02691
OG0001165	Pral.g_00105	Syas.g_02686
OG0001166	Pral.g_00126	Syas.g_02658
OG0001167	Pral.g_00143	Syas.g_01046
OG0001168	Pral.g_00145	Syas.g_02597
OG0001169	Pral.g_00147	Syas.g_02595
OG0001170	Pral.g_00149	Syas.g_02593
OG0001171	Pral.g_00160	Syas.g_02580
OG0001172	Pral.g_00175	Syas.g_01665
OG0001173	Pral.g_00176	Syas.g_01664
OG0001174	Pral.g_00184	Syas.g_01656
OG0001175	Pral.g_00185	Syas.g_01655
OG0001176	Pral.g_00194	Syas.g_01638
OG0001177	Pral.g_00196	Syas.g_01640
OG0001178	Pral.g_00112	Syas.g_02676
OG0001179	Pral.g_00226	Syas.g_01608
OG0001180	Pral.g_00249	Syas.g_01583
OG0001181	Pral.g_00253	Syas.g_01579
OG0001182	Pral.g_00261	Syas.g_01571
OG0001183	Pral.g_00267	Syas.g_01564
OG0001184	Pral.g_00284	Syas.g_02188
OG0001185	Pral.g_00300	Syas.g_02162
OG0001186	Pral.g_00324	Syas.g_02113
OG0001187	Pral.g_00327	Syas.g_02111
OG0001189	Pral.g_00346	Syas.g_02089
OG0001190	Pral.g_00351	Syas.g_01881
OG0001191	Pral.g_00361	Syas.g_01900
OG0001193	Pral.g_00380	Syas.g_01952
OG0001194	Pral.g_00381	Syas.g_01953
OG0001195	Pral.g_00382	Syas.g_01954
OG0001196	Pral.g_00398	Syas.g_02010
OG0001197	Pral.g_00400	Syas.g_02012
OG0001198	Pral.g_00407	Syas.g_02031
OG0001200	Pral.g_00971	Syas.g_02514
OG0001201	Pral.g_00939	Syas.g_02419
OG0001203	Pral.g_00802	Syas.g_02557
