Orthogroup	Pral	Syao
OG0000595	Pral.g_01435	Syao.g_00892
OG0000596	Pral.g_01439	Syao.g_00897
OG0000597	Pral.g_01441	Syao.g_00900
OG0000598	Pral.g_01442	Syao.g_00901
OG0000599	Pral.g_01445	Syao.g_00908
OG0000600	Pral.g_01446	Syao.g_00909
OG0000601	Pral.g_01447	Syao.g_00910
OG0000602	Pral.g_01449	Syao.g_00914
OG0000603	Pral.g_01450	Syao.g_00915
OG0000604	Pral.g_01451	Syao.g_00918
OG0000606	Pral.g_01455	Syao.g_00924
OG0000607	Pral.g_01458	Syao.g_00927
OG0000608	Pral.g_01459	Syao.g_00928
OG0000609	Pral.g_01460	Syao.g_00930
OG0000610	Pral.g_01466	Syao.g_00940
OG0000611	Pral.g_01469	Syao.g_00943
OG0000612	Pral.g_01470	Syao.g_00944
OG0000613	Pral.g_01769	Syao.g_01979
OG0000614	Pral.g_01748	Syao.g_00375
OG0000615	Pral.g_01737	Syao.g_00978
OG0000616	Pral.g_00399	Syao.g_02342
OG0000617	Pral.g_01723	Syao.g_00486
OG0000618	Pral.g_01722	Syao.g_00485
OG0000619	Pral.g_01721	Syao.g_00484
OG0000620	Pral.g_01718	Syao.g_00479
OG0000621	Pral.g_01717	Syao.g_00478
OG0000622	Pral.g_01716	Syao.g_00476
OG0000623	Pral.g_01715	Syao.g_00475
OG0000624	Pral.g_01713	Syao.g_00473
OG0000625	Pral.g_01712	Syao.g_00472
OG0000626	Pral.g_01711	Syao.g_00471
OG0000627	Pral.g_01709	Syao.g_00567
OG0000628	Pral.g_01708	Syao.g_00566
OG0000629	Pral.g_01707	Syao.g_00590
OG0000630	Pral.g_01704	Syao.g_00585
OG0000631	Pral.g_01658	Syao.g_00644
OG0000632	Pral.g_01657	Syao.g_00643
OG0000633	Pral.g_01656	Syao.g_00642
OG0000634	Pral.g_01484	Syao.g_00752
OG0000635	Pral.g_01485	Syao.g_00753
OG0000636	Pral.g_01487	Syao.g_00755
OG0000637	Pral.g_01489	Syao.g_00757
OG0000638	Pral.g_01490	Syao.g_00758
OG0000639	Pral.g_01491	Syao.g_00759
OG0000640	Pral.g_01492	Syao.g_00760
OG0000641	Pral.g_01496	Syao.g_00764
OG0000642	Pral.g_01497	Syao.g_00765
OG0000643	Pral.g_01498	Syao.g_00767
OG0000644	Pral.g_01499	Syao.g_00768
OG0000645	Pral.g_01500	Syao.g_00770
OG0000646	Pral.g_01502	Syao.g_00773
OG0000647	Pral.g_01504	Syao.g_00775
OG0000648	Pral.g_01506	Syao.g_00777
OG0000649	Pral.g_01507	Syao.g_00778
OG0000650	Pral.g_01508	Syao.g_00779
OG0000651	Pral.g_01509	Syao.g_00780
OG0000652	Pral.g_01510	Syao.g_00781
OG0000653	Pral.g_01512	Syao.g_00783
OG0000654	Pral.g_01513	Syao.g_00784
OG0000655	Pral.g_01514	Syao.g_00785
OG0000656	Pral.g_01517	Syao.g_00789
OG0000657	Pral.g_01524	Syao.g_00435
OG0000658	Pral.g_01525	Syao.g_00560
OG0000659	Pral.g_01526	Syao.g_00559
OG0000660	Pral.g_01530	Syao.g_00555
OG0000661	Pral.g_01532	Syao.g_00553
OG0000662	Pral.g_01534	Syao.g_00535
OG0000663	Pral.g_01536	Syao.g_00532
OG0000664	Pral.g_01537	Syao.g_00530
OG0000665	Pral.g_01543	Syao.g_01436
OG0000666	Pral.g_01544	Syao.g_02120
OG0000667	Pral.g_01548	Syao.g_01375
OG0000668	Pral.g_01820	Syao.g_02678
OG0000669	Pral.g_01809	Syao.g_00955
OG0000670	Pral.g_01806	Syao.g_00958
OG0000671	Pral.g_01804	Syao.g_00960
OG0000672	Pral.g_01801	Syao.g_00963
OG0000673	Pral.g_01798	Syao.g_00966
OG0000674	Pral.g_01796	Syao.g_00968
OG0000675	Pral.g_01795	Syao.g_00969
OG0000676	Pral.g_01793	Syao.g_00971
OG0000677	Pral.g_01792	Syao.g_00972
OG0000678	Pral.g_01790	Syao.g_00974
OG0000679	Pral.g_01786	Syao.g_00981
OG0000680	Pral.g_01785	Syao.g_00982
OG0000681	Pral.g_01782	Syao.g_00985
OG0000682	Pral.g_01781	Syao.g_00986
OG0000683	Pral.g_01780	Syao.g_00987
OG0000684	Pral.g_01778	Syao.g_00990
OG0000685	Pral.g_01776	Syao.g_00733
OG0000686	Pral.g_01775	Syao.g_00734
OG0000687	Pral.g_01774	Syao.g_00735
OG0000688	Pral.g_01474	Syao.g_00741
OG0000689	Pral.g_01475	Syao.g_00743
OG0000690	Pral.g_01476	Syao.g_00744
OG0000691	Pral.g_01477	Syao.g_00745
OG0000692	Pral.g_01479	Syao.g_00747
OG0000693	Pral.g_01480	Syao.g_00748
OG0000694	Pral.g_01481	Syao.g_00749
OG0000695	Pral.g_01654	Syao.g_00639
OG0000696	Pral.g_01653	Syao.g_00638
OG0000697	Pral.g_01652	Syao.g_00636
OG0000698	Pral.g_01649	Syao.g_00633
OG0000699	Pral.g_01647	Syao.g_00631
OG0000700	Pral.g_01646	Syao.g_00630
OG0000701	Pral.g_01645	Syao.g_00629
OG0000702	Pral.g_01643	Syao.g_00705
OG0000703	Pral.g_01642	Syao.g_00693
OG0000704	Pral.g_01640	Syao.g_00689
OG0000705	Pral.g_01634	Syao.g_00682
OG0000706	Pral.g_01633	Syao.g_00681
OG0000707	Pral.g_01632	Syao.g_00680
OG0000708	Pral.g_01630	Syao.g_00677
OG0000709	Pral.g_01626	Syao.g_00670
OG0000710	Pral.g_01623	Syao.g_00666
OG0000711	Pral.g_01579	Syao.g_00815
OG0000712	Pral.g_01580	Syao.g_00813
OG0000713	Pral.g_01581	Syao.g_00812
OG0000714	Pral.g_01582	Syao.g_00810
OG0000715	Pral.g_01584	Syao.g_00808
OG0000716	Pral.g_01586	Syao.g_00804
OG0000717	Pral.g_01587	Syao.g_00803
OG0000718	Pral.g_01590	Syao.g_00794
OG0000719	Pral.g_01592	Syao.g_00444
OG0000720	Pral.g_01603	Syao.g_00457
OG0000721	Pral.g_01607	Syao.g_00459
OG0000722	Pral.g_01608	Syao.g_00460
OG0000723	Pral.g_01575	Syao.g_00469
OG0000724	Pral.g_01566	Syao.g_00513
OG0000725	Pral.g_01560	Syao.g_00385
OG0000726	Pral.g_01559	Syao.g_00384
OG0000727	Pral.g_01558	Syao.g_00383
OG0000728	Pral.g_01556	Syao.g_00381
OG0000729	Pral.g_01311	Syao.g_02190
OG0000730	Pral.g_01324	Syao.g_01880
OG0000731	Pral.g_00692	Syao.g_01868
OG0000732	Pral.g_00348	Syao.g_02218
OG0000733	Pral.g_00077	Syao.g_01427
OG0000734	Pral.g_01351	Syao.g_02592
OG0000735	Pral.g_01353	Syao.g_00140
OG0000736	Pral.g_01354	Syao.g_00139
OG0000737	Pral.g_01355	Syao.g_00138
OG0000738	Pral.g_01359	Syao.g_00132
OG0000739	Pral.g_01360	Syao.g_00131
OG0000740	Pral.g_01361	Syao.g_00130
OG0000741	Pral.g_01363	Syao.g_00127
OG0000742	Pral.g_01366	Syao.g_00124
OG0000743	Pral.g_01368	Syao.g_00217
OG0000744	Pral.g_01369	Syao.g_00216
OG0000745	Pral.g_01370	Syao.g_00213
OG0000746	Pral.g_01372	Syao.g_00210
OG0000747	Pral.g_01373	Syao.g_00208
OG0000748	Pral.g_01378	Syao.g_00193
OG0000749	Pral.g_01379	Syao.g_00192
OG0000750	Pral.g_01380	Syao.g_00191
OG0000751	Pral.g_01383	Syao.g_00185
OG0000752	Pral.g_01385	Syao.g_00183
OG0000753	Pral.g_01388	Syao.g_00180
OG0000754	Pral.g_01391	Syao.g_00175
OG0000755	Pral.g_01399	Syao.g_00021
OG0000756	Pral.g_01400	Syao.g_00229
OG0000757	Pral.g_01406	Syao.g_00252
OG0000758	Pral.g_01407	Syao.g_00251
OG0000759	Pral.g_01408	Syao.g_00250
OG0000760	Pral.g_01409	Syao.g_00249
OG0000761	Pral.g_01410	Syao.g_00248
OG0000762	Pral.g_01411	Syao.g_00246
OG0000763	Pral.g_01413	Syao.g_00242
OG0000764	Pral.g_01414	Syao.g_00241
OG0000765	Pral.g_01423	Syao.g_00267
OG0000766	Pral.g_01424	Syao.g_00266
OG0000767	Pral.g_01426	Syao.g_00264
OG0000768	Pral.g_01427	Syao.g_00263
OG0000769	Pral.g_01429	Syao.g_00261
OG0000770	Pral.g_00456	Syao.g_00257
OG0000771	Pral.g_01064	Syao.g_00506
OG0000772	Pral.g_01893	Syao.g_01523
OG0000773	Pral.g_01290	Syao.g_01447
OG0000774	Pral.g_01288	Syao.g_01442
OG0000775	Pral.g_01286	Syao.g_01440
OG0000776	Pral.g_01285	Syao.g_01439
OG0000777	Pral.g_01284	Syao.g_01438
OG0000778	Pral.g_01283	Syao.g_01437
OG0000779	Pral.g_01279	Syao.g_01469
OG0000780	Pral.g_01278	Syao.g_01456
OG0000781	Pral.g_01275	Syao.g_01452
OG0000782	Pral.g_01274	Syao.g_01451
OG0000783	Pral.g_01273	Syao.g_01450
OG0000784	Pral.g_01272	Syao.g_01449
OG0000785	Pral.g_01270	Syao.g_01481
OG0000786	Pral.g_01267	Syao.g_01473
OG0000787	Pral.g_01266	Syao.g_01472
OG0000788	Pral.g_00440	Syao.g_00870
OG0000789	Pral.g_01060	Syao.g_00623
OG0000790	Pral.g_01217	Syao.g_00041, Syao.g_00315
OG0000791	Pral.g_01215	Syao.g_00043
OG0000792	Pral.g_01214	Syao.g_00044
OG0000793	Pral.g_01211	Syao.g_02700
OG0000794	Pral.g_01210	Syao.g_02703
OG0000795	Pral.g_01209	Syao.g_02704
OG0000796	Pral.g_01205	Syao.g_02708
OG0000797	Pral.g_01204	Syao.g_02709
OG0000799	Pral.g_01184	Syao.g_01525
OG0000800	Pral.g_01183	Syao.g_01526
OG0000801	Pral.g_01182	Syao.g_01527
OG0000802	Pral.g_01180	Syao.g_01531
OG0000803	Pral.g_01178	Syao.g_01534
OG0000804	Pral.g_01177	Syao.g_01537
OG0000805	Pral.g_01175	Syao.g_01502
OG0000806	Pral.g_01173	Syao.g_01504
OG0000807	Pral.g_01172	Syao.g_01506
OG0000808	Pral.g_01171	Syao.g_01507
OG0000809	Pral.g_01167	Syao.g_01511
OG0000810	Pral.g_01166	Syao.g_01482
OG0000811	Pral.g_01158	Syao.g_01490
OG0000812	Pral.g_01156	Syao.g_01492
OG0000813	Pral.g_01155	Syao.g_01493
OG0000814	Pral.g_01153	Syao.g_01495
OG0000815	Pral.g_01152	Syao.g_01499
OG0000816	Pral.g_01150	Syao.g_01471
OG0000817	Pral.g_01149	Syao.g_01519
OG0000818	Pral.g_01144	Syao.g_00062
OG0000819	Pral.g_01143	Syao.g_00063
OG0000820	Pral.g_01142	Syao.g_00064
OG0000821	Pral.g_01137	Syao.g_00070
OG0000822	Pral.g_01136	Syao.g_00072
OG0000823	Pral.g_01135	Syao.g_00073
OG0000824	Pral.g_01132	Syao.g_00079
OG0000825	Pral.g_01131	Syao.g_00080
OG0000826	Pral.g_01130	Syao.g_00081
OG0000827	Pral.g_01129	Syao.g_00082
OG0000828	Pral.g_01126	Syao.g_00085
OG0000829	Pral.g_01125	Syao.g_00086
OG0000830	Pral.g_01124	Syao.g_00087
OG0000831	Pral.g_01122	Syao.g_00089
OG0000832	Pral.g_01110	Syao.g_01696
OG0000833	Pral.g_01101	Syao.g_01612
OG0000834	Pral.g_01100	Syao.g_01610
OG0000835	Pral.g_01099	Syao.g_01609
OG0000836	Pral.g_01098	Syao.g_01606
OG0000837	Pral.g_01097	Syao.g_01605
OG0000838	Pral.g_01094	Syao.g_01601
OG0000839	Pral.g_01093	Syao.g_01600
OG0000840	Pral.g_01092	Syao.g_01599
OG0000841	Pral.g_01091	Syao.g_01598
OG0000842	Pral.g_01090	Syao.g_01597
OG0000843	Pral.g_01089	Syao.g_01596
OG0000844	Pral.g_01088	Syao.g_01594
OG0000845	Pral.g_01087	Syao.g_01593
OG0000846	Pral.g_01086	Syao.g_01592
OG0000847	Pral.g_01085	Syao.g_01591
OG0000848	Pral.g_01084	Syao.g_01589
OG0000849	Pral.g_01083	Syao.g_01588
OG0000850	Pral.g_01081	Syao.g_01585
OG0000851	Pral.g_01080	Syao.g_01582
OG0000852	Pral.g_01079	Syao.g_01581
OG0000853	Pral.g_01074	Syao.g_01577
OG0000854	Pral.g_01072	Syao.g_01575
OG0000855	Pral.g_01071	Syao.g_01574
OG0000856	Pral.g_01058	Syao.g_01327
OG0000857	Pral.g_01503	Syao.g_00774
OG0000858	Pral.g_00100	Syao.g_01567
OG0000859	Pral.g_00101	Syao.g_01566
OG0000860	Pral.g_00109	Syao.g_01552
OG0000861	Pral.g_00110	Syao.g_01551
OG0000862	Pral.g_00111	Syao.g_01542
OG0000863	Pral.g_00113	Syao.g_01540
OG0000864	Pral.g_00114	Syao.g_01017
OG0000866	Pral.g_00116	Syao.g_01686
OG0000867	Pral.g_00117	Syao.g_01685
OG0000868	Pral.g_00119	Syao.g_01682
OG0000869	Pral.g_00122	Syao.g_01677
OG0000870	Pral.g_00127	Syao.g_01672
OG0000871	Pral.g_00128	Syao.g_01671
OG0000872	Pral.g_00129	Syao.g_01665
OG0000873	Pral.g_00132	Syao.g_01662
OG0000874	Pral.g_00135	Syao.g_01660
OG0000875	Pral.g_00136	Syao.g_01658
OG0000876	Pral.g_00137	Syao.g_00536
OG0000877	Pral.g_00139	Syao.g_01654
OG0000878	Pral.g_00140	Syao.g_01653
OG0000879	Pral.g_00141	Syao.g_01652
OG0000880	Pral.g_00142	Syao.g_01651
OG0000881	Pral.g_00146	Syao.g_01647
OG0000882	Pral.g_00151	Syao.g_01642
OG0000883	Pral.g_00154	Syao.g_01638
OG0000884	Pral.g_00156	Syao.g_01636
OG0000885	Pral.g_00157	Syao.g_01635
OG0000886	Pral.g_00158	Syao.g_01634
OG0000887	Pral.g_00159	Syao.g_01633
OG0000888	Pral.g_00161	Syao.g_01631
OG0000889	Pral.g_00163	Syao.g_01629
OG0000890	Pral.g_00164	Syao.g_01626
OG0000891	Pral.g_00165	Syao.g_01625
OG0000892	Pral.g_00167	Syao.g_01695
OG0000893	Pral.g_00170	Syao.g_01934
OG0000894	Pral.g_00173	Syao.g_01937
OG0000895	Pral.g_00177	Syao.g_01916
OG0000896	Pral.g_00178	Syao.g_01917
OG0000897	Pral.g_00180	Syao.g_01919
OG0000898	Pral.g_00181	Syao.g_01920
OG0000899	Pral.g_00182	Syao.g_01921
OG0000900	Pral.g_00183	Syao.g_01922
OG0000901	Pral.g_00187	Syao.g_01927
OG0000902	Pral.g_00189	Syao.g_01929
OG0000903	Pral.g_00193	Syao.g_01798
OG0000904	Pral.g_00198	Syao.g_01804
OG0000905	Pral.g_00191	Syao.g_01862
OG0000906	Pral.g_00190	Syao.g_01931
OG0000907	Pral.g_00200	Syao.g_01796
OG0000908	Pral.g_00203	Syao.g_01793
OG0000909	Pral.g_00204	Syao.g_01792
OG0000910	Pral.g_00205	Syao.g_01791
OG0000911	Pral.g_00207	Syao.g_01789
OG0000912	Pral.g_00208	Syao.g_01788
OG0000913	Pral.g_00209	Syao.g_01787
OG0000914	Pral.g_00210	Syao.g_01786
OG0000915	Pral.g_00211	Syao.g_01784
OG0000916	Pral.g_00212	Syao.g_01783
OG0000917	Pral.g_00213	Syao.g_01782
OG0000918	Pral.g_00214	Syao.g_01781
OG0000919	Pral.g_00215	Syao.g_01780
OG0000920	Pral.g_00216	Syao.g_01779
OG0000921	Pral.g_00217	Syao.g_01778
OG0000922	Pral.g_00218	Syao.g_01777
OG0000923	Pral.g_00222	Syao.g_01772
OG0000924	Pral.g_00223	Syao.g_01771
OG0000925	Pral.g_00224	Syao.g_01770
OG0000926	Pral.g_00225	Syao.g_01769
OG0000927	Pral.g_00227	Syao.g_01767
OG0000928	Pral.g_00228	Syao.g_01766
OG0000929	Pral.g_00229	Syao.g_01765
OG0000930	Pral.g_00230	Syao.g_01764
OG0000931	Pral.g_00232	Syao.g_01763
OG0000932	Pral.g_01190	Syao.g_01762
OG0000933	Pral.g_00236	Syao.g_01811
OG0000934	Pral.g_00238	Syao.g_01809
OG0000935	Pral.g_00239	Syao.g_01808
OG0000936	Pral.g_00240	Syao.g_01843
OG0000937	Pral.g_00241	Syao.g_01842
OG0000938	Pral.g_00244	Syao.g_01839
OG0000939	Pral.g_00245	Syao.g_01838
OG0000940	Pral.g_00252	Syao.g_01830
OG0000941	Pral.g_00254	Syao.g_01828
OG0000942	Pral.g_00256	Syao.g_01826
OG0000943	Pral.g_00257	Syao.g_01824
OG0000944	Pral.g_00259	Syao.g_01822
OG0000945	Pral.g_00260	Syao.g_01821
OG0000946	Pral.g_00266	Syao.g_01852
OG0000947	Pral.g_00268	Syao.g_01849
OG0000948	Pral.g_00269	Syao.g_01848
OG0000949	Pral.g_00272	Syao.g_01970
OG0000950	Pral.g_00278	Syao.g_01957
OG0000951	Pral.g_00282	Syao.g_02262
OG0000952	Pral.g_00286	Syao.g_02266
OG0000953	Pral.g_00290	Syao.g_02130
OG0000954	Pral.g_00294	Syao.g_02135
OG0000955	Pral.g_00295	Syao.g_02136
OG0000956	Pral.g_00297	Syao.g_02138
OG0000957	Pral.g_00303	Syao.g_01951
OG0000958	Pral.g_00304	Syao.g_01950
OG0000959	Pral.g_00308	Syao.g_01947
OG0000960	Pral.g_00309	Syao.g_01946
OG0000961	Pral.g_00312	Syao.g_02496
OG0000962	Pral.g_00314	Syao.g_02191
OG0000963	Pral.g_00318	Syao.g_02186
OG0000964	Pral.g_00319	Syao.g_02185
OG0000965	Pral.g_00320	Syao.g_02184
OG0000966	Pral.g_00326	Syao.g_02172
OG0000967	Pral.g_00330	Syao.g_02167
OG0000968	Pral.g_00332	Syao.g_02199
OG0000969	Pral.g_00333	Syao.g_02200
OG0000970	Pral.g_00334	Syao.g_02201
OG0000971	Pral.g_00335	Syao.g_02203
OG0000972	Pral.g_00336	Syao.g_02204
OG0000973	Pral.g_00337	Syao.g_02205
OG0000974	Pral.g_00338	Syao.g_02206
OG0000975	Pral.g_00339	Syao.g_02207
OG0000976	Pral.g_00340	Syao.g_02208
OG0000977	Pral.g_00341	Syao.g_02210
OG0000978	Pral.g_00342	Syao.g_02211
OG0000979	Pral.g_00345	Syao.g_02214
OG0000980	Pral.g_00347	Syao.g_02217
OG0000981	Pral.g_00350	Syao.g_02220
OG0000982	Pral.g_00352	Syao.g_02437
OG0000983	Pral.g_00353	Syao.g_02438
OG0000984	Pral.g_00354	Syao.g_02439
OG0000985	Pral.g_00357	Syao.g_02443
OG0000986	Pral.g_00359	Syao.g_02445
OG0000987	Pral.g_00360	Syao.g_02447
OG0000988	Pral.g_00363	Syao.g_02452
OG0000989	Pral.g_00367	Syao.g_02368
OG0000990	Pral.g_00373	Syao.g_02362
OG0000991	Pral.g_00374	Syao.g_02354
OG0000992	Pral.g_00377	Syao.g_02279
OG0000993	Pral.g_00378	Syao.g_02280
OG0000994	Pral.g_00379	Syao.g_02283
OG0000995	Pral.g_00383	Syao.g_02287
OG0000996	Pral.g_00384	Syao.g_02305
OG0000997	Pral.g_00386	Syao.g_02326
OG0000998	Pral.g_00388	Syao.g_02328
OG0000999	Pral.g_00389	Syao.g_02329
OG0001000	Pral.g_00392	Syao.g_02333
OG0001001	Pral.g_00396	Syao.g_02338
OG0001002	Pral.g_00401	Syao.g_02345
OG0001003	Pral.g_00402	Syao.g_02347
OG0001004	Pral.g_00403	Syao.g_02348
OG0001005	Pral.g_00404	Syao.g_02194
OG0001006	Pral.g_00408	Syao.g_02159
OG0001007	Pral.g_00410	Syao.g_02161
OG0001008	Pral.g_00657	Syao.g_01737
OG0001009	Pral.g_01017	Syao.g_02239
OG0001010	Pral.g_01016	Syao.g_02238
OG0001011	Pral.g_01014	Syao.g_02236
OG0001012	Pral.g_01001	Syao.g_00322
OG0001013	Pral.g_00994	Syao.g_02413
OG0001014	Pral.g_00991	Syao.g_02407
OG0001015	Pral.g_00990	Syao.g_02406
OG0001016	Pral.g_00974	Syao.g_02622
OG0001017	Pral.g_00970	Syao.g_02628
OG0001018	Pral.g_00968	Syao.g_02630
OG0001019	Pral.g_00958	Syao.g_02654
OG0001020	Pral.g_00957	Syao.g_02663
OG0001021	Pral.g_00956	Syao.g_02666
OG0001022	Pral.g_00953	Syao.g_02670
OG0001023	Pral.g_00952	Syao.g_02671
OG0001024	Pral.g_00949	Syao.g_01018
OG0001025	Pral.g_00942	Syao.g_02597
OG0001026	Pral.g_00934	Syao.g_02594
OG0001027	Pral.g_00933	Syao.g_02564
OG0001028	Pral.g_00931	Syao.g_02568
OG0001029	Pral.g_00930	Syao.g_02570
OG0001030	Pral.g_00914	Syao.g_02545
OG0001031	Pral.g_00857	Syao.g_02528
OG0001032	Pral.g_00856	Syao.g_02530
OG0001033	Pral.g_00836	Syao.g_01016
OG0001034	Pral.g_00804	Syao.g_01704
OG0001035	Pral.g_00784	Syao.g_02101
OG0001036	Pral.g_00780	Syao.g_02096
OG0001037	Pral.g_00779	Syao.g_02094
OG0001038	Pral.g_00761	Syao.g_02065
OG0001039	Pral.g_00758	Syao.g_02062
OG0001040	Pral.g_00755	Syao.g_02059
OG0001041	Pral.g_00751	Syao.g_02055
OG0001042	Pral.g_00734	Syao.g_02032
OG0001043	Pral.g_00733	Syao.g_02028
OG0001044	Pral.g_00699	Syao.g_01878
OG0001045	Pral.g_00690	Syao.g_01865
OG0001046	Pral.g_01039	Syao.g_00827
OG0001047	Pral.g_00655	Syao.g_01739
OG0001048	Pral.g_00654	Syao.g_01740
OG0001049	Pral.g_00651	Syao.g_01616
OG0001050	Pral.g_00650	Syao.g_01618
OG0001051	Pral.g_00649	Syao.g_01619
OG0001052	Pral.g_00621	Syao.g_02686
OG0001053	Pral.g_00608	Syao.g_00025
OG0001055	Pral.g_00573	Syao.g_00156
OG0001056	Pral.g_00554	Syao.g_01417
OG0001057	Pral.g_00549	Syao.g_00879
OG0001058	Pral.g_00541	Syao.g_00862
OG0001059	Pral.g_00537	Syao.g_00858
OG0001060	Pral.g_00530	Syao.g_00852
OG0001062	Pral.g_00512	Syao.g_01050
OG0001063	Pral.g_00510	Syao.g_01042
OG0001064	Pral.g_00509	Syao.g_01041
OG0001065	Pral.g_00508	Syao.g_01040
OG0001066	Pral.g_00507	Syao.g_01039
OG0001067	Pral.g_00506	Syao.g_01038
OG0001068	Pral.g_00505	Syao.g_01037
OG0001069	Pral.g_00504	Syao.g_01036
OG0001070	Pral.g_00502	Syao.g_01032
OG0001071	Pral.g_00501	Syao.g_01031
OG0001072	Pral.g_00499	Syao.g_01027
OG0001073	Pral.g_00485	Syao.g_00991
OG0001074	Pral.g_00472	Syao.g_00392
OG0001075	Pral.g_00471	Syao.g_00391
OG0001076	Pral.g_00464	Syao.g_01339
OG0001077	Pral.g_00459	Syao.g_01323
OG0001078	Pral.g_01437	Syao.g_00895
OG0001079	Pral.g_01448	Syao.g_00911
OG0001081	Pral.g_01456	Syao.g_00925
OG0001082	Pral.g_01457	Syao.g_00926
OG0001083	Pral.g_01462	Syao.g_00934
OG0001084	Pral.g_01463	Syao.g_00935
OG0001085	Pral.g_01772	Syao.g_00947
OG0001086	Pral.g_01771	Syao.g_00949
OG0001087	Pral.g_01753	Syao.g_01419
OG0001088	Pral.g_01752	Syao.g_00211
OG0001089	Pral.g_01741	Syao.g_00376
OG0001090	Pral.g_01728	Syao.g_00494
OG0001091	Pral.g_01726	Syao.g_00491
OG0001092	Pral.g_01725	Syao.g_00489
OG0001093	Pral.g_01720	Syao.g_00482
OG0001094	Pral.g_01482	Syao.g_00750
OG0001095	Pral.g_01501	Syao.g_00771
OG0001096	Pral.g_01515	Syao.g_00786
OG0001097	Pral.g_01533	Syao.g_00552
OG0001098	Pral.g_01552	Syao.g_00731
OG0001099	Pral.g_01815	Syao.g_02569
OG0001100	Pral.g_01807	Syao.g_00957
OG0001101	Pral.g_01805	Syao.g_00959
OG0001102	Pral.g_01802	Syao.g_00962
OG0001103	Pral.g_01800	Syao.g_00964
OG0001105	Pral.g_01773	Syao.g_00736
OG0001106	Pral.g_01639	Syao.g_00688
OG0001107	Pral.g_01629	Syao.g_00676
OG0001108	Pral.g_01625	Syao.g_00669
OG0001109	Pral.g_01624	Syao.g_00667
OG0001110	Pral.g_01622	Syao.g_00665
OG0001111	Pral.g_01621	Syao.g_00663
OG0001112	Pral.g_01620	Syao.g_00661
OG0001113	Pral.g_01619	Syao.g_00660
OG0001114	Pral.g_01618	Syao.g_00659
OG0001115	Pral.g_01616	Syao.g_00832
OG0001116	Pral.g_01615	Syao.g_00830
OG0001117	Pral.g_01614	Syao.g_00829
OG0001118	Pral.g_01613	Syao.g_00828
OG0001119	Pral.g_01612	Syao.g_00826
OG0001120	Pral.g_01611	Syao.g_00822
OG0001122	Pral.g_01593	Syao.g_00445
OG0001123	Pral.g_01598	Syao.g_00451
OG0001124	Pral.g_01600	Syao.g_00453
OG0001125	Pral.g_01602	Syao.g_00456
OG0001126	Pral.g_01571	Syao.g_00504
OG0001127	Pral.g_01570	Syao.g_00505
OG0001128	Pral.g_01569	Syao.g_00508
OG0001129	Pral.g_01568	Syao.g_00510
OG0001130	Pral.g_01567	Syao.g_00511
OG0001131	Pral.g_01321	Syao.g_01387
OG0001132	Pral.g_01033	Syao.g_01221
OG0001133	Pral.g_01314	Syao.g_01333
OG0001134	Pral.g_00056, Pral.g_00078	Syao.g_01428
OG0001135	Pral.g_00075	Syao.g_01424
OG0001136	Pral.g_01364	Syao.g_00126
OG0001137	Pral.g_01377	Syao.g_00194
OG0001138	Pral.g_01401	Syao.g_00227
OG0001139	Pral.g_01403	Syao.g_00225
OG0001141	Pral.g_01404	Syao.g_00254
OG0001142	Pral.g_01405	Syao.g_00253
OG0001143	Pral.g_01412	Syao.g_00243
OG0001144	Pral.g_01417	Syao.g_00276
OG0001145	Pral.g_01289	Syao.g_01446
OG0001146	Pral.g_01277	Syao.g_01455
OG0001147	Pral.g_01235	Syao.g_00095
OG0001148	Pral.g_01220	Syao.g_00038
OG0001149	Pral.g_01219	Syao.g_00039
OG0001150	Pral.g_01218	Syao.g_00040
OG0001151	Pral.g_01207	Syao.g_02706
OG0001152	Pral.g_01206	Syao.g_02707
OG0001153	Pral.g_01128	Syao.g_00083
OG0001154	Pral.g_01127	Syao.g_00084
OG0001155	Pral.g_01108	Syao.g_01747
OG0001156	Pral.g_01105	Syao.g_01744
OG0001157	Pral.g_01104	Syao.g_01743
OG0001158	Pral.g_01103	Syao.g_01742
OG0001159	Pral.g_01102	Syao.g_01741
OG0001160	Pral.g_01076	Syao.g_01579
OG0001161	Pral.g_00045	Syao.g_02373
OG0001163	Pral.g_00098	Syao.g_01571
OG0001164	Pral.g_00102	Syao.g_01564
OG0001165	Pral.g_00105	Syao.g_01559
OG0001166	Pral.g_00126	Syao.g_01673
OG0001167	Pral.g_00143	Syao.g_01006
OG0001168	Pral.g_00145	Syao.g_01648
OG0001169	Pral.g_00147	Syao.g_01646
OG0001170	Pral.g_00149	Syao.g_01644
OG0001171	Pral.g_00160	Syao.g_01632
OG0001172	Pral.g_00175	Syao.g_01914
OG0001173	Pral.g_00176	Syao.g_01915
OG0001174	Pral.g_00184	Syao.g_01923
OG0001175	Pral.g_00185	Syao.g_01924
OG0001176	Pral.g_00194	Syao.g_01799
OG0001177	Pral.g_00196	Syao.g_01802
OG0001178	Pral.g_00112	Syao.g_01541
OG0001179	Pral.g_00226	Syao.g_01768
OG0001180	Pral.g_00249	Syao.g_01833
OG0001181	Pral.g_00253	Syao.g_01829
OG0001182	Pral.g_00261	Syao.g_01820
OG0001183	Pral.g_00267	Syao.g_01851
OG0001184	Pral.g_00284	Syao.g_02264
OG0001185	Pral.g_00300	Syao.g_02147
