Orthogroup	Pral	Praq
OG0000580	Pral.g_00486	Praq.g_00999
OG0000581	Pral.g_00483	Praq.g_00997
OG0000582	Pral.g_00480	Praq.g_00994
OG0000583	Pral.g_00479	Praq.g_00993
OG0000584	Pral.g_00478	Praq.g_00992
OG0000585	Pral.g_00476	Praq.g_00990
OG0000586	Pral.g_00475	Praq.g_00989
OG0000587	Pral.g_00474	Praq.g_00988
OG0000588	Pral.g_00469	Praq.g_00984
OG0000589	Pral.g_00466	Praq.g_00981
OG0000590	Pral.g_00465	Praq.g_00980
OG0000591	Pral.g_00462	Praq.g_00977
OG0000592	Pral.g_00461	Praq.g_00976
OG0000593	Pral.g_01433	Praq.g_00970
OG0000594	Pral.g_01434	Praq.g_00969
OG0000595	Pral.g_01435	Praq.g_00968
OG0000596	Pral.g_01439	Praq.g_00964
OG0000597	Pral.g_01441	Praq.g_00962
OG0000598	Pral.g_01442	Praq.g_00961
OG0000599	Pral.g_01445	Praq.g_00958
OG0000600	Pral.g_01446	Praq.g_00957
OG0000601	Pral.g_01447	Praq.g_00775
OG0000602	Pral.g_01449	Praq.g_00777
OG0000603	Pral.g_01450	Praq.g_00778
OG0000604	Pral.g_01451	Praq.g_00779
OG0000605	Pral.g_01452	Praq.g_00780
OG0000606	Pral.g_01455	Praq.g_00783
OG0000607	Pral.g_01458	Praq.g_00786
OG0000608	Pral.g_01459	Praq.g_00787
OG0000609	Pral.g_01460	Praq.g_00788
OG0000610	Pral.g_01466	Praq.g_00793
OG0000611	Pral.g_01469	Praq.g_00796
OG0000612	Pral.g_01470	Praq.g_00797
OG0000613	Pral.g_01769	Praq.g_00802
OG0000614	Pral.g_01748	Praq.g_00821
OG0000615	Pral.g_01737	Praq.g_00829
OG0000616	Pral.g_00399	Praq.g_00833
OG0000617	Pral.g_01723	Praq.g_00589
OG0000618	Pral.g_01722	Praq.g_00590
OG0000619	Pral.g_01721	Praq.g_00591
OG0000620	Pral.g_01718	Praq.g_00594
OG0000621	Pral.g_01717	Praq.g_00595
OG0000622	Pral.g_01716	Praq.g_00596
OG0000623	Pral.g_01715	Praq.g_00597
OG0000624	Pral.g_01713	Praq.g_00598
OG0000625	Pral.g_01712	Praq.g_00599
OG0000626	Pral.g_01711	Praq.g_00600
OG0000627	Pral.g_01709	Praq.g_00601
OG0000628	Pral.g_01708	Praq.g_00602
OG0000629	Pral.g_01707	Praq.g_00603
OG0000630	Pral.g_01704	Praq.g_00606
OG0000631	Pral.g_01658	Praq.g_00661
OG0000632	Pral.g_01657	Praq.g_00662
OG0000633	Pral.g_01656	Praq.g_00663
OG0000634	Pral.g_01484	Praq.g_00666
OG0000635	Pral.g_01485	Praq.g_00667
OG0000636	Pral.g_01487	Praq.g_00669
OG0000637	Pral.g_01489	Praq.g_00671
OG0000638	Pral.g_01490	Praq.g_00672
OG0000639	Pral.g_01491	Praq.g_00673
OG0000640	Pral.g_01492	Praq.g_00674
OG0000641	Pral.g_01496	Praq.g_00678
OG0000642	Pral.g_01497	Praq.g_01407
OG0000643	Pral.g_01498	Praq.g_01408
OG0000644	Pral.g_01499	Praq.g_01409
OG0000645	Pral.g_01500	Praq.g_01410
OG0000646	Pral.g_01502	Praq.g_01412
OG0000647	Pral.g_01504	Praq.g_01413
OG0000648	Pral.g_01506	Praq.g_01415
OG0000649	Pral.g_01507	Praq.g_01416
OG0000650	Pral.g_01508	Praq.g_01417
OG0000651	Pral.g_01509	Praq.g_01418
OG0000652	Pral.g_01510	Praq.g_01419
OG0000653	Pral.g_01512	Praq.g_01421
OG0000654	Pral.g_01513	Praq.g_01422
OG0000655	Pral.g_01514	Praq.g_01423
OG0000656	Pral.g_01517	Praq.g_01426
OG0000657	Pral.g_01524	Praq.g_01433
OG0000658	Pral.g_01525	Praq.g_01434
OG0000659	Pral.g_01526	Praq.g_01435
OG0000660	Pral.g_01530	Praq.g_01439
OG0000661	Pral.g_01532	Praq.g_01441
OG0000662	Pral.g_01534	Praq.g_01443
OG0000663	Pral.g_01536	Praq.g_01445
OG0000664	Pral.g_01537	Praq.g_01446
OG0000665	Pral.g_01543	Praq.g_01450
OG0000666	Pral.g_01544	Praq.g_01451
OG0000667	Pral.g_01548	Praq.g_01456
OG0000668	Pral.g_01820	Praq.g_01473
OG0000669	Pral.g_01809	Praq.g_01481
OG0000670	Pral.g_01806	Praq.g_01483
OG0000671	Pral.g_01804	Praq.g_01485
OG0000672	Pral.g_01801	Praq.g_01488
OG0000673	Pral.g_01798	Praq.g_01491
OG0000674	Pral.g_01796	Praq.g_01493
OG0000675	Pral.g_01795	Praq.g_01494
OG0000676	Pral.g_01793	Praq.g_01496
OG0000677	Pral.g_01792	Praq.g_01497
OG0000678	Pral.g_01790	Praq.g_01499
OG0000679	Pral.g_01786	Praq.g_01503
OG0000680	Pral.g_01785	Praq.g_01504
OG0000681	Pral.g_01782	Praq.g_01506
OG0000682	Pral.g_01781	Praq.g_01507
OG0000683	Pral.g_01780	Praq.g_01508
OG0000684	Pral.g_01778	Praq.g_01510
OG0000685	Pral.g_01776	Praq.g_01512
OG0000686	Pral.g_01775	Praq.g_01513
OG0000687	Pral.g_01774	Praq.g_01514
OG0000688	Pral.g_01474	Praq.g_01517
OG0000689	Pral.g_01475	Praq.g_01518
OG0000690	Pral.g_01476	Praq.g_01519
OG0000691	Pral.g_01477	Praq.g_01520
OG0000692	Pral.g_01479	Praq.g_01522
OG0000693	Pral.g_01480	Praq.g_01523
OG0000694	Pral.g_01481	Praq.g_01524
OG0000695	Pral.g_01654	Praq.g_01526
OG0000696	Pral.g_01653	Praq.g_01527
OG0000697	Pral.g_01652	Praq.g_01528
OG0000698	Pral.g_01649	Praq.g_01531
OG0000699	Pral.g_01647	Praq.g_01532
OG0000700	Pral.g_01646	Praq.g_01533
OG0000701	Pral.g_01645	Praq.g_01534
OG0000702	Pral.g_01643	Praq.g_01536
OG0000703	Pral.g_01642	Praq.g_01537
OG0000704	Pral.g_01640	Praq.g_01538
OG0000705	Pral.g_01634	Praq.g_01542
OG0000706	Pral.g_01633	Praq.g_01543
OG0000707	Pral.g_01632	Praq.g_01544
OG0000708	Pral.g_01630	Praq.g_01545
OG0000709	Pral.g_01626	Praq.g_01549
OG0000710	Pral.g_01623	Praq.g_01552
OG0000711	Pral.g_01579	Praq.g_01568
OG0000712	Pral.g_01580	Praq.g_01570
OG0000713	Pral.g_01581	Praq.g_01571
OG0000714	Pral.g_01582	Praq.g_01572
OG0000715	Pral.g_01584	Praq.g_01574
OG0000716	Pral.g_01586	Praq.g_01576
OG0000717	Pral.g_01587	Praq.g_01577
OG0000718	Pral.g_01590	Praq.g_01588
OG0000719	Pral.g_01592	Praq.g_01590
OG0000720	Pral.g_01603	Praq.g_01599
OG0000721	Pral.g_01607	Praq.g_01601
OG0000722	Pral.g_01608	Praq.g_01602
OG0000723	Pral.g_01575	Praq.g_01605
OG0000724	Pral.g_01566	Praq.g_01614
OG0000725	Pral.g_01560	Praq.g_01620
OG0000726	Pral.g_01559	Praq.g_01621
OG0000727	Pral.g_01558	Praq.g_01622
OG0000728	Pral.g_01556	Praq.g_01624
OG0000729	Pral.g_01311	Praq.g_01669
OG0000730	Pral.g_01324	Praq.g_01273
OG0000731	Pral.g_00692	Praq.g_01276
OG0000732	Pral.g_00348	Praq.g_01282
OG0000733	Pral.g_00077	Praq.g_01301
OG0000734	Pral.g_01351	Praq.g_01318
OG0000735	Pral.g_01353	Praq.g_01320
OG0000736	Pral.g_01354	Praq.g_01321
OG0000737	Pral.g_01355	Praq.g_01322
OG0000738	Pral.g_01359	Praq.g_01326
OG0000739	Pral.g_01360	Praq.g_01327
OG0000740	Pral.g_01361	Praq.g_01328
OG0000741	Pral.g_01363	Praq.g_01329
OG0000742	Pral.g_01366	Praq.g_01332
OG0000743	Pral.g_01368	Praq.g_01334
OG0000744	Pral.g_01369	Praq.g_01335
OG0000745	Pral.g_01370	Praq.g_01336
OG0000746	Pral.g_01372	Praq.g_01338
OG0000747	Pral.g_01373	Praq.g_01339
OG0000748	Pral.g_01378	Praq.g_01342
OG0000749	Pral.g_01379	Praq.g_01343
OG0000750	Pral.g_01380	Praq.g_01344
OG0000751	Pral.g_01383	Praq.g_01346
OG0000752	Pral.g_01385	Praq.g_01348
OG0000753	Pral.g_01388	Praq.g_01351
OG0000754	Pral.g_01391	Praq.g_01354
OG0000755	Pral.g_01399	Praq.g_01357
OG0000756	Pral.g_01400	Praq.g_01358
OG0000757	Pral.g_01406	Praq.g_01364
OG0000758	Pral.g_01407	Praq.g_01365
OG0000759	Pral.g_01408	Praq.g_01366
OG0000760	Pral.g_01409	Praq.g_01367
OG0000761	Pral.g_01410	Praq.g_01368
OG0000762	Pral.g_01411	Praq.g_01369
OG0000763	Pral.g_01413	Praq.g_01371
OG0000764	Pral.g_01414	Praq.g_01372
OG0000765	Pral.g_01423	Praq.g_01381
OG0000766	Pral.g_01424	Praq.g_01382
OG0000767	Pral.g_01426	Praq.g_01384
OG0000768	Pral.g_01427	Praq.g_01385
OG0000769	Pral.g_01429	Praq.g_01387
OG0000770	Pral.g_00456	Praq.g_01389
OG0000771	Pral.g_01064	Praq.g_00257
OG0000772	Pral.g_01893	Praq.g_00112
OG0000773	Pral.g_01290	Praq.g_00124
OG0000774	Pral.g_01288	Praq.g_00126
OG0000775	Pral.g_01286	Praq.g_00128
OG0000776	Pral.g_01285	Praq.g_00129
OG0000777	Pral.g_01284	Praq.g_00130
OG0000778	Pral.g_01283	Praq.g_00131
OG0000779	Pral.g_01279	Praq.g_00135
OG0000780	Pral.g_01278	Praq.g_00136
OG0000781	Pral.g_01275	Praq.g_00139
OG0000782	Pral.g_01274	Praq.g_00140
OG0000783	Pral.g_01273	Praq.g_00141
OG0000784	Pral.g_01272	Praq.g_00142
OG0000785	Pral.g_01270	Praq.g_00144
OG0000786	Pral.g_01267	Praq.g_00146
OG0000787	Pral.g_01266	Praq.g_00147
OG0000788	Pral.g_00440	Praq.g_00162
OG0000789	Pral.g_01060	Praq.g_00165
OG0000790	Pral.g_01217	Praq.g_00182
OG0000791	Pral.g_01215	Praq.g_00184
OG0000792	Pral.g_01214	Praq.g_00185
OG0000793	Pral.g_01211	Praq.g_00188
OG0000794	Pral.g_01210	Praq.g_00189
OG0000795	Pral.g_01209	Praq.g_00190
OG0000796	Pral.g_01205	Praq.g_00194
OG0000797	Pral.g_01204	Praq.g_00195
OG0000799	Pral.g_01184	Praq.g_00276
OG0000800	Pral.g_01183	Praq.g_00277
OG0000801	Pral.g_01182	Praq.g_00278
OG0000802	Pral.g_01180	Praq.g_00280
OG0000803	Pral.g_01178	Praq.g_00282
OG0000804	Pral.g_01177	Praq.g_00283
OG0000805	Pral.g_01175	Praq.g_00285
OG0000806	Pral.g_01173	Praq.g_00287
OG0000807	Pral.g_01172	Praq.g_00288
OG0000808	Pral.g_01171	Praq.g_00289
OG0000809	Pral.g_01167	Praq.g_00292
OG0000810	Pral.g_01166	Praq.g_00293
OG0000811	Pral.g_01158	Praq.g_00297
OG0000812	Pral.g_01156	Praq.g_00299
OG0000813	Pral.g_01155	Praq.g_00300
OG0000814	Pral.g_01153	Praq.g_00302
OG0000815	Pral.g_01152	Praq.g_00303
OG0000816	Pral.g_01150	Praq.g_00305
OG0000817	Pral.g_01149	Praq.g_00306
OG0000818	Pral.g_01144	Praq.g_00311
OG0000819	Pral.g_01143	Praq.g_00312
OG0000820	Pral.g_01142	Praq.g_00313
OG0000821	Pral.g_01137	Praq.g_00317
OG0000822	Pral.g_01136	Praq.g_00318
OG0000823	Pral.g_01135	Praq.g_00319
OG0000824	Pral.g_01132	Praq.g_00322
OG0000825	Pral.g_01131	Praq.g_00323
OG0000826	Pral.g_01130	Praq.g_00324
OG0000827	Pral.g_01129	Praq.g_00325
OG0000828	Pral.g_01126	Praq.g_00328
OG0000829	Pral.g_01125	Praq.g_00329
OG0000830	Pral.g_01124	Praq.g_00330
OG0000831	Pral.g_01122	Praq.g_00332
OG0000832	Pral.g_01110	Praq.g_00338
OG0000833	Pral.g_01101	Praq.g_00346
OG0000834	Pral.g_01100	Praq.g_00347
OG0000835	Pral.g_01099	Praq.g_00348
OG0000836	Pral.g_01098	Praq.g_00349
OG0000837	Pral.g_01097	Praq.g_00350
OG0000838	Pral.g_01094	Praq.g_00352
OG0000839	Pral.g_01093	Praq.g_00353
OG0000840	Pral.g_01092	Praq.g_00354
OG0000841	Pral.g_01091	Praq.g_00355
OG0000842	Pral.g_01090	Praq.g_00356
OG0000843	Pral.g_01089	Praq.g_00357
OG0000844	Pral.g_01088	Praq.g_00358
OG0000845	Pral.g_01087	Praq.g_00359
OG0000846	Pral.g_01086	Praq.g_00360
OG0000847	Pral.g_01085	Praq.g_00361
OG0000848	Pral.g_01084	Praq.g_00362
OG0000849	Pral.g_01083	Praq.g_00363
OG0000850	Pral.g_01081	Praq.g_00365
OG0000851	Pral.g_01080	Praq.g_00366
OG0000852	Pral.g_01079	Praq.g_00367
OG0000853	Pral.g_01074	Praq.g_00371
OG0000854	Pral.g_01072	Praq.g_00373
OG0000855	Pral.g_01071	Praq.g_00374
OG0000856	Pral.g_01058	Praq.g_00001
OG0000857	Pral.g_01503	Praq.g_00030
OG0000858	Pral.g_00100	Praq.g_01953
OG0000859	Pral.g_00101	Praq.g_01952
OG0000860	Pral.g_00109	Praq.g_00495
OG0000861	Pral.g_00110	Praq.g_00494
OG0000862	Pral.g_00111	Praq.g_00493
OG0000863	Pral.g_00113	Praq.g_00491
OG0000864	Pral.g_00114	Praq.g_00490
OG0000865	Pral.g_00115	Praq.g_00489
OG0000866	Pral.g_00116	Praq.g_00488
OG0000867	Pral.g_00117	Praq.g_00487
OG0000868	Pral.g_00119	Praq.g_00486
OG0000869	Pral.g_00122	Praq.g_00482
OG0000870	Pral.g_00127	Praq.g_00477
OG0000871	Pral.g_00128	Praq.g_00476
OG0000872	Pral.g_00129	Praq.g_00475
OG0000873	Pral.g_00132	Praq.g_00472
OG0000874	Pral.g_00135	Praq.g_00469
OG0000875	Pral.g_00136	Praq.g_00468
OG0000876	Pral.g_00137	Praq.g_00467
OG0000877	Pral.g_00139	Praq.g_00465
OG0000878	Pral.g_00140	Praq.g_00464
OG0000879	Pral.g_00141	Praq.g_00463
OG0000880	Pral.g_00142	Praq.g_00462
OG0000881	Pral.g_00146	Praq.g_00458
OG0000882	Pral.g_00151	Praq.g_00453
OG0000883	Pral.g_00154	Praq.g_00452
OG0000884	Pral.g_00156	Praq.g_00450
OG0000885	Pral.g_00157	Praq.g_00449
OG0000886	Pral.g_00158	Praq.g_00448
OG0000887	Pral.g_00159	Praq.g_00447
OG0000888	Pral.g_00161	Praq.g_00445
OG0000889	Pral.g_00163	Praq.g_00443
OG0000890	Pral.g_00164	Praq.g_00442
OG0000891	Pral.g_00165	Praq.g_00441
OG0000892	Pral.g_00167	Praq.g_00956
OG0000893	Pral.g_00170	Praq.g_00951
OG0000894	Pral.g_00173	Praq.g_00949
OG0000895	Pral.g_00177	Praq.g_00946
OG0000896	Pral.g_00178	Praq.g_00945
OG0000897	Pral.g_00180	Praq.g_00943
OG0000898	Pral.g_00181	Praq.g_00942
OG0000899	Pral.g_00182	Praq.g_00941
OG0000900	Pral.g_00183	Praq.g_00940
OG0000901	Pral.g_00187	Praq.g_00937
OG0000902	Pral.g_00189	Praq.g_00935
OG0000903	Pral.g_00193	Praq.g_00932
OG0000904	Pral.g_00198	Praq.g_00930
OG0000905	Pral.g_00191	Praq.g_00925
OG0000906	Pral.g_00190	Praq.g_00924
OG0000907	Pral.g_00200	Praq.g_00921
OG0000908	Pral.g_00203	Praq.g_00918
OG0000909	Pral.g_00204	Praq.g_00917
OG0000910	Pral.g_00205	Praq.g_00916
OG0000911	Pral.g_00207	Praq.g_00914
OG0000912	Pral.g_00208	Praq.g_00913
OG0000913	Pral.g_00209	Praq.g_00912
OG0000914	Pral.g_00210	Praq.g_00911
OG0000915	Pral.g_00211	Praq.g_00910
OG0000916	Pral.g_00212	Praq.g_00909
OG0000917	Pral.g_00213	Praq.g_00908
OG0000918	Pral.g_00214	Praq.g_00907
OG0000919	Pral.g_00215	Praq.g_00906
OG0000920	Pral.g_00216	Praq.g_00905
OG0000921	Pral.g_00217	Praq.g_00904
OG0000922	Pral.g_00218	Praq.g_00903
OG0000923	Pral.g_00222	Praq.g_00899
OG0000924	Pral.g_00223	Praq.g_00898
OG0000925	Pral.g_00224	Praq.g_00897
OG0000926	Pral.g_00225	Praq.g_00896
OG0000927	Pral.g_00227	Praq.g_00894
OG0000928	Pral.g_00228	Praq.g_00893
OG0000929	Pral.g_00229	Praq.g_00892
OG0000930	Pral.g_00230	Praq.g_00891
OG0000931	Pral.g_00232	Praq.g_00890
OG0000932	Pral.g_01190	Praq.g_00889
OG0000933	Pral.g_00236	Praq.g_00885
OG0000934	Pral.g_00238	Praq.g_00883
OG0000935	Pral.g_00239	Praq.g_00882
OG0000936	Pral.g_00240	Praq.g_00881
OG0000937	Pral.g_00241	Praq.g_00880
OG0000938	Pral.g_00244	Praq.g_00878
OG0000939	Pral.g_00245	Praq.g_00877
OG0000940	Pral.g_00252	Praq.g_00871
OG0000941	Pral.g_00254	Praq.g_00869
OG0000942	Pral.g_00256	Praq.g_00867
OG0000943	Pral.g_00257	Praq.g_00866
OG0000944	Pral.g_00259	Praq.g_00865
OG0000945	Pral.g_00260	Praq.g_00864
OG0000946	Pral.g_00266	Praq.g_00727
OG0000947	Pral.g_00268	Praq.g_00729
OG0000948	Pral.g_00269	Praq.g_00730
OG0000949	Pral.g_00272	Praq.g_00733
OG0000950	Pral.g_00278	Praq.g_00738
OG0000951	Pral.g_00282	Praq.g_00742
OG0000952	Pral.g_00286	Praq.g_00746
OG0000953	Pral.g_00290	Praq.g_00749
OG0000954	Pral.g_00294	Praq.g_00753
OG0000955	Pral.g_00295	Praq.g_00754
OG0000956	Pral.g_00297	Praq.g_00756
OG0000957	Pral.g_00303	Praq.g_00761
OG0000958	Pral.g_00304	Praq.g_00762
OG0000959	Pral.g_00308	Praq.g_00766
OG0000960	Pral.g_00309	Praq.g_00767
OG0000961	Pral.g_00312	Praq.g_00769
OG0000962	Pral.g_00314	Praq.g_00771
OG0000963	Pral.g_00318	Praq.g_00774
OG0000964	Pral.g_00319	Praq.g_00679
OG0000965	Pral.g_00320	Praq.g_00680
OG0000966	Pral.g_00326	Praq.g_00687
OG0000967	Pral.g_00330	Praq.g_00691
OG0000968	Pral.g_00332	Praq.g_00693
OG0000969	Pral.g_00333	Praq.g_00694
OG0000970	Pral.g_00334	Praq.g_00695
OG0000971	Pral.g_00335	Praq.g_00696
OG0000972	Pral.g_00336	Praq.g_00697
OG0000973	Pral.g_00337	Praq.g_00698
OG0000974	Pral.g_00338	Praq.g_00699
OG0000975	Pral.g_00339	Praq.g_00700
OG0000976	Pral.g_00340	Praq.g_00701
OG0000977	Pral.g_00341	Praq.g_00702
OG0000978	Pral.g_00342	Praq.g_00703
OG0000979	Pral.g_00345	Praq.g_00706
OG0000980	Pral.g_00347	Praq.g_00708
OG0000981	Pral.g_00350	Praq.g_00710
OG0000982	Pral.g_00352	Praq.g_00712
OG0000983	Pral.g_00353	Praq.g_00713
OG0000984	Pral.g_00354	Praq.g_00714
OG0000985	Pral.g_00357	Praq.g_00717
OG0000986	Pral.g_00359	Praq.g_00719
OG0000987	Pral.g_00360	Praq.g_00720
OG0000988	Pral.g_00363	Praq.g_00723
OG0000989	Pral.g_00367	Praq.g_00391
OG0000990	Pral.g_00373	Praq.g_00394
OG0000991	Pral.g_00374	Praq.g_00395
OG0000992	Pral.g_00377	Praq.g_00397
OG0000993	Pral.g_00378	Praq.g_00398
OG0000994	Pral.g_00379	Praq.g_00399
OG0000995	Pral.g_00383	Praq.g_00403
OG0000996	Pral.g_00384	Praq.g_00404
OG0000997	Pral.g_00386	Praq.g_00405
OG0000998	Pral.g_00388	Praq.g_00407
OG0000999	Pral.g_00389	Praq.g_00408
OG0001000	Pral.g_00392	Praq.g_00411
OG0001001	Pral.g_00396	Praq.g_00413
OG0001002	Pral.g_00401	Praq.g_00417
OG0001003	Pral.g_00402	Praq.g_00418
OG0001004	Pral.g_00403	Praq.g_00419
OG0001005	Pral.g_00404	Praq.g_00420
OG0001006	Pral.g_00408	Praq.g_00424
OG0001007	Pral.g_00410	Praq.g_00426
OG0001008	Pral.g_00657	Praq.g_01120
OG0001009	Pral.g_01017	Praq.g_01230
OG0001010	Pral.g_01016	Praq.g_01231
OG0001011	Pral.g_01014	Praq.g_01232
OG0001012	Pral.g_01001	Praq.g_01258
OG0001013	Pral.g_00994	Praq.g_01264
OG0001014	Pral.g_00991	Praq.g_01267
OG0001015	Pral.g_00990	Praq.g_01268
OG0001016	Pral.g_00974	Praq.g_01930
OG0001017	Pral.g_00970	Praq.g_01926
OG0001018	Pral.g_00968	Praq.g_01923
OG0001019	Pral.g_00958	Praq.g_01914
OG0001020	Pral.g_00957	Praq.g_01913
OG0001021	Pral.g_00956	Praq.g_01912
OG0001022	Pral.g_00953	Praq.g_01909
OG0001023	Pral.g_00952	Praq.g_01908
OG0001024	Pral.g_00949	Praq.g_01905
OG0001025	Pral.g_00942	Praq.g_01899
OG0001026	Pral.g_00934	Praq.g_01892
OG0001027	Pral.g_00933	Praq.g_01891
OG0001028	Pral.g_00931	Praq.g_01889
OG0001029	Pral.g_00930	Praq.g_01888
OG0001030	Pral.g_00914	Praq.g_01873
OG0001031	Pral.g_00857	Praq.g_01816
OG0001032	Pral.g_00856	Praq.g_01815
OG0001033	Pral.g_00836	Praq.g_01794
OG0001034	Pral.g_00804	Praq.g_01766
OG0001035	Pral.g_00784	Praq.g_01749
OG0001036	Pral.g_00780	Praq.g_01744
OG0001037	Pral.g_00779	Praq.g_01743
OG0001038	Pral.g_00761	Praq.g_01725
OG0001039	Pral.g_00758	Praq.g_01722
OG0001040	Pral.g_00755	Praq.g_01719
OG0001041	Pral.g_00751	Praq.g_01715
OG0001042	Pral.g_00734	Praq.g_01698
OG0001043	Pral.g_00733	Praq.g_01697
OG0001044	Pral.g_00699	Praq.g_01212
OG0001045	Pral.g_00690	Praq.g_01203
OG0001046	Pral.g_01039	Praq.g_01164
OG0001047	Pral.g_00655	Praq.g_01118
OG0001048	Pral.g_00654	Praq.g_01117
OG0001049	Pral.g_00651	Praq.g_01115
OG0001050	Pral.g_00650	Praq.g_01114
OG0001051	Pral.g_00649	Praq.g_01113
OG0001052	Pral.g_00621	Praq.g_00522
OG0001053	Pral.g_00608	Praq.g_00534
OG0001055	Pral.g_00573	Praq.g_01085
OG0001056	Pral.g_00554	Praq.g_01066
OG0001057	Pral.g_00549	Praq.g_01061
OG0001058	Pral.g_00541	Praq.g_01053
OG0001059	Pral.g_00537	Praq.g_01049
OG0001060	Pral.g_00530	Praq.g_01042
OG0001061	Pral.g_00514	Praq.g_01029
OG0001062	Pral.g_00512	Praq.g_01027
OG0001063	Pral.g_00510	Praq.g_01025
OG0001064	Pral.g_00509	Praq.g_01024
OG0001065	Pral.g_00508	Praq.g_01023
OG0001066	Pral.g_00507	Praq.g_01022
OG0001067	Pral.g_00506	Praq.g_01021
OG0001068	Pral.g_00505	Praq.g_01020
OG0001069	Pral.g_00504	Praq.g_01019
OG0001070	Pral.g_00502	Praq.g_01016
OG0001071	Pral.g_00501	Praq.g_01015
OG0001072	Pral.g_00499	Praq.g_01013
OG0001073	Pral.g_00485	Praq.g_00998
OG0001074	Pral.g_00472	Praq.g_00987
OG0001075	Pral.g_00471	Praq.g_00986
OG0001076	Pral.g_00464	Praq.g_00978
OG0001077	Pral.g_00459	Praq.g_00974
OG0001078	Pral.g_01437	Praq.g_00966
OG0001079	Pral.g_01448	Praq.g_00776
OG0001080	Pral.g_01454	Praq.g_00782
OG0001081	Pral.g_01456	Praq.g_00784
OG0001082	Pral.g_01457	Praq.g_00785
OG0001083	Pral.g_01462	Praq.g_00790
OG0001084	Pral.g_01463	Praq.g_00791
OG0001085	Pral.g_01772	Praq.g_00799
OG0001086	Pral.g_01771	Praq.g_00800
OG0001087	Pral.g_01753	Praq.g_00817
OG0001088	Pral.g_01752	Praq.g_00818
OG0001089	Pral.g_01741	Praq.g_00826
OG0001090	Pral.g_01728	Praq.g_00584
OG0001091	Pral.g_01726	Praq.g_00586
OG0001092	Pral.g_01725	Praq.g_00587
OG0001093	Pral.g_01720	Praq.g_00592
OG0001094	Pral.g_01482	Praq.g_00664
OG0001095	Pral.g_01501	Praq.g_01411
OG0001096	Pral.g_01515	Praq.g_01424
OG0001097	Pral.g_01533	Praq.g_01442
OG0001098	Pral.g_01552	Praq.g_01458
OG0001099	Pral.g_01815	Praq.g_01478
OG0001100	Pral.g_01807	Praq.g_01482
OG0001101	Pral.g_01805	Praq.g_01484
OG0001102	Pral.g_01802	Praq.g_01487
OG0001103	Pral.g_01800	Praq.g_01489
OG0001104	Pral.g_01777	Praq.g_01511
OG0001105	Pral.g_01773	Praq.g_01515
OG0001106	Pral.g_01639	Praq.g_01539
OG0001107	Pral.g_01629	Praq.g_01546
OG0001108	Pral.g_01625	Praq.g_01550
OG0001109	Pral.g_01624	Praq.g_01551
OG0001110	Pral.g_01622	Praq.g_01553
OG0001111	Pral.g_01621	Praq.g_01554
OG0001112	Pral.g_01620	Praq.g_01555
OG0001113	Pral.g_01619	Praq.g_01556
OG0001114	Pral.g_01618	Praq.g_01557
OG0001115	Pral.g_01616	Praq.g_01559
OG0001116	Pral.g_01615	Praq.g_01560
OG0001117	Pral.g_01614	Praq.g_01561
OG0001118	Pral.g_01613	Praq.g_01562
OG0001119	Pral.g_01612	Praq.g_01563
OG0001120	Pral.g_01611	Praq.g_01565
OG0001122	Pral.g_01593	Praq.g_01591
OG0001123	Pral.g_01598	Praq.g_01595
OG0001124	Pral.g_01600	Praq.g_01597
OG0001125	Pral.g_01602	Praq.g_01598
OG0001126	Pral.g_01571	Praq.g_01608
OG0001127	Pral.g_01570	Praq.g_01609
OG0001128	Pral.g_01569	Praq.g_01611
OG0001129	Pral.g_01568	Praq.g_01612
OG0001130	Pral.g_01567	Praq.g_01613
OG0001131	Pral.g_01321	Praq.g_01649
OG0001132	Pral.g_01033	Praq.g_01658
OG0001133	Pral.g_01314	Praq.g_01287
OG0001134	Pral.g_00056, Pral.g_00078	Praq.g_01300
OG0001135	Pral.g_00075	Praq.g_01303
OG0001136	Pral.g_01364	Praq.g_01330
OG0001137	Pral.g_01377	Praq.g_01341
OG0001138	Pral.g_01401	Praq.g_01359
OG0001139	Pral.g_01403	Praq.g_01360
OG0001141	Pral.g_01404	Praq.g_01362
OG0001142	Pral.g_01405	Praq.g_01363
OG0001143	Pral.g_01412	Praq.g_01370
OG0001144	Pral.g_01417	Praq.g_01375
OG0001145	Pral.g_01289	Praq.g_00125
OG0001146	Pral.g_01277	Praq.g_00137
OG0001147	Pral.g_01235	Praq.g_00161
OG0001148	Pral.g_01220	Praq.g_00179
OG0001149	Pral.g_01219	Praq.g_00180
OG0001150	Pral.g_01218	Praq.g_00181
OG0001151	Pral.g_01207	Praq.g_00192
OG0001152	Pral.g_01206	Praq.g_00193
OG0001153	Pral.g_01128	Praq.g_00326
OG0001154	Pral.g_01127	Praq.g_00327
OG0001155	Pral.g_01108	Praq.g_00339
OG0001156	Pral.g_01105	Praq.g_00342
OG0001157	Pral.g_01104	Praq.g_00343
OG0001158	Pral.g_01103	Praq.g_00344
OG0001159	Pral.g_01102	Praq.g_00345
OG0001160	Pral.g_01076	Praq.g_00369
OG0001161	Pral.g_00045	Praq.g_00382
OG0001165	Pral.g_00105	Praq.g_00498
OG0001166	Pral.g_00126	Praq.g_00478
OG0001167	Pral.g_00143	Praq.g_00461
OG0001168	Pral.g_00145	Praq.g_00459
