Orthogroup	Pral	Pray
OG0000579	Pral.g_00487	Pray.g_01161
OG0000580	Pral.g_00486	Pray.g_01160
OG0000581	Pral.g_00483	Pray.g_01158
OG0000582	Pral.g_00480	Pray.g_01155
OG0000583	Pral.g_00479	Pray.g_01154
OG0000584	Pral.g_00478	Pray.g_01153
OG0000585	Pral.g_00476	Pray.g_01151
OG0000586	Pral.g_00475	Pray.g_01150
OG0000587	Pral.g_00474	Pray.g_01149
OG0000588	Pral.g_00469	Pray.g_01145
OG0000589	Pral.g_00466	Pray.g_01142
OG0000590	Pral.g_00465	Pray.g_01141
OG0000591	Pral.g_00462	Pray.g_01138
OG0000592	Pral.g_00461	Pray.g_01137
OG0000593	Pral.g_01433	Pray.g_01131
OG0000594	Pral.g_01434	Pray.g_01130
OG0000595	Pral.g_01435	Pray.g_01129
OG0000596	Pral.g_01439	Pray.g_01125
OG0000597	Pral.g_01441	Pray.g_01123
OG0000598	Pral.g_01442	Pray.g_01122
OG0000599	Pral.g_01445	Pray.g_01119
OG0000600	Pral.g_01446	Pray.g_01118
OG0000601	Pral.g_01447	Pray.g_01117
OG0000602	Pral.g_01449	Pray.g_01115
OG0000603	Pral.g_01450	Pray.g_01114
OG0000604	Pral.g_01451	Pray.g_01113
OG0000605	Pral.g_01452	Pray.g_01112
OG0000606	Pral.g_01455	Pray.g_01109
OG0000607	Pral.g_01458	Pray.g_01106
OG0000608	Pral.g_01459	Pray.g_01105
OG0000609	Pral.g_01460	Pray.g_01104
OG0000610	Pral.g_01466	Pray.g_01099
OG0000611	Pral.g_01469	Pray.g_01096
OG0000612	Pral.g_01470	Pray.g_01095
OG0000613	Pral.g_01769	Pray.g_01090
OG0000614	Pral.g_01748	Pray.g_01071
OG0000615	Pral.g_01737	Pray.g_01063
OG0000616	Pral.g_00399	Pray.g_01059
OG0000617	Pral.g_01723	Pray.g_01034
OG0000618	Pral.g_01722	Pray.g_01033
OG0000619	Pral.g_01721	Pray.g_01032
OG0000620	Pral.g_01718	Pray.g_01029
OG0000621	Pral.g_01717	Pray.g_01028
OG0000622	Pral.g_01716	Pray.g_01027
OG0000623	Pral.g_01715	Pray.g_01026
OG0000624	Pral.g_01713	Pray.g_01025
OG0000625	Pral.g_01712	Pray.g_00269
OG0000626	Pral.g_01711	Pray.g_00270
OG0000627	Pral.g_01709	Pray.g_00271
OG0000628	Pral.g_01708	Pray.g_00272
OG0000629	Pral.g_01707	Pray.g_00273
OG0000630	Pral.g_01704	Pray.g_00276
OG0000631	Pral.g_01658	Pray.g_00339
OG0000632	Pral.g_01657	Pray.g_00340
OG0000633	Pral.g_01656	Pray.g_00341
OG0000634	Pral.g_01484	Pray.g_00344
OG0000635	Pral.g_01485	Pray.g_00345
OG0000636	Pral.g_01487	Pray.g_00347
OG0000637	Pral.g_01489	Pray.g_00349
OG0000638	Pral.g_01490	Pray.g_00350
OG0000639	Pral.g_01491	Pray.g_00351
OG0000640	Pral.g_01492	Pray.g_00352
OG0000641	Pral.g_01496	Pray.g_00356
OG0000642	Pral.g_01497	Pray.g_00357
OG0000643	Pral.g_01498	Pray.g_00358
OG0000644	Pral.g_01499	Pray.g_00359
OG0000645	Pral.g_01500	Pray.g_00360
OG0000646	Pral.g_01502	Pray.g_00362
OG0000647	Pral.g_01504	Pray.g_00363
OG0000648	Pral.g_01506	Pray.g_00365
OG0000649	Pral.g_01507	Pray.g_00366
OG0000650	Pral.g_01508	Pray.g_00367
OG0000651	Pral.g_01509	Pray.g_00368
OG0000652	Pral.g_01510	Pray.g_00369
OG0000653	Pral.g_01512	Pray.g_00371
OG0000654	Pral.g_01513	Pray.g_00372
OG0000655	Pral.g_01514	Pray.g_00373
OG0000656	Pral.g_01517	Pray.g_00376
OG0000657	Pral.g_01524	Pray.g_00384
OG0000658	Pral.g_01525	Pray.g_00385
OG0000659	Pral.g_01526	Pray.g_00386
OG0000660	Pral.g_01530	Pray.g_00390
OG0000661	Pral.g_01532	Pray.g_00392
OG0000662	Pral.g_01534	Pray.g_00394
OG0000663	Pral.g_01536	Pray.g_00396
OG0000664	Pral.g_01537	Pray.g_00397
OG0000665	Pral.g_01543	Pray.g_00401
OG0000666	Pral.g_01544	Pray.g_00402
OG0000667	Pral.g_01548	Pray.g_00406
OG0000668	Pral.g_01820	Pray.g_00436
OG0000669	Pral.g_01809	Pray.g_00443
OG0000670	Pral.g_01806	Pray.g_00445
OG0000671	Pral.g_01804	Pray.g_00447
OG0000672	Pral.g_01801	Pray.g_00450
OG0000673	Pral.g_01798	Pray.g_00453
OG0000674	Pral.g_01796	Pray.g_00455
OG0000675	Pral.g_01795	Pray.g_00456
OG0000676	Pral.g_01793	Pray.g_00458
OG0000677	Pral.g_01792	Pray.g_00459
OG0000678	Pral.g_01790	Pray.g_00461
OG0000679	Pral.g_01786	Pray.g_00465
OG0000680	Pral.g_01785	Pray.g_00466
OG0000681	Pral.g_01782	Pray.g_00469
OG0000682	Pral.g_01781	Pray.g_00470
OG0000683	Pral.g_01780	Pray.g_00471
OG0000684	Pral.g_01778	Pray.g_00473
OG0000685	Pral.g_01776	Pray.g_00475
OG0000686	Pral.g_01775	Pray.g_00476
OG0000687	Pral.g_01774	Pray.g_00477
OG0000688	Pral.g_01474	Pray.g_00480
OG0000689	Pral.g_01475	Pray.g_00481
OG0000690	Pral.g_01476	Pray.g_00482
OG0000691	Pral.g_01477	Pray.g_00483
OG0000692	Pral.g_01479	Pray.g_00485
OG0000693	Pral.g_01480	Pray.g_00486
OG0000694	Pral.g_01481	Pray.g_00487
OG0000695	Pral.g_01654	Pray.g_00489
OG0000696	Pral.g_01653	Pray.g_00490
OG0000697	Pral.g_01652	Pray.g_00491
OG0000698	Pral.g_01649	Pray.g_00494
OG0000699	Pral.g_01647	Pray.g_00495
OG0000700	Pral.g_01646	Pray.g_00496
OG0000701	Pral.g_01645	Pray.g_00497
OG0000702	Pral.g_01643	Pray.g_00499
OG0000703	Pral.g_01642	Pray.g_00500
OG0000704	Pral.g_01640	Pray.g_00501
OG0000705	Pral.g_01634	Pray.g_00505
OG0000706	Pral.g_01633	Pray.g_00506
OG0000707	Pral.g_01632	Pray.g_00507
OG0000708	Pral.g_01630	Pray.g_00508
OG0000709	Pral.g_01626	Pray.g_00512
OG0000710	Pral.g_01623	Pray.g_00515
OG0000711	Pral.g_01579	Pray.g_00532
OG0000712	Pral.g_01580	Pray.g_00534
OG0000713	Pral.g_01581	Pray.g_00535
OG0000714	Pral.g_01582	Pray.g_00536
OG0000715	Pral.g_01584	Pray.g_00538
OG0000716	Pral.g_01586	Pray.g_00540
OG0000717	Pral.g_01587	Pray.g_00541
OG0000718	Pral.g_01590	Pray.g_00553
OG0000719	Pral.g_01592	Pray.g_00555
OG0000720	Pral.g_01603	Pray.g_00564
OG0000721	Pral.g_01607	Pray.g_00566
OG0000722	Pral.g_01608	Pray.g_00567
OG0000723	Pral.g_01575	Pray.g_00570
OG0000724	Pral.g_01566	Pray.g_00579
OG0000725	Pral.g_01560	Pray.g_00585
OG0000726	Pral.g_01559	Pray.g_00586
OG0000727	Pral.g_01558	Pray.g_00587
OG0000728	Pral.g_01556	Pray.g_00589
OG0000729	Pral.g_01311	Pray.g_00634
OG0000730	Pral.g_01324	Pray.g_00132
OG0000731	Pral.g_00692	Pray.g_00128
OG0000732	Pral.g_00348	Pray.g_00118
OG0000733	Pral.g_00077	Pray.g_00096
OG0000734	Pral.g_01351	Pray.g_00079
OG0000735	Pral.g_01353	Pray.g_00077
OG0000736	Pral.g_01354	Pray.g_00076
OG0000737	Pral.g_01355	Pray.g_00075
OG0000738	Pral.g_01359	Pray.g_00071
OG0000739	Pral.g_01360	Pray.g_00070
OG0000740	Pral.g_01361	Pray.g_00069
OG0000741	Pral.g_01363	Pray.g_00068
OG0000742	Pral.g_01366	Pray.g_00065
OG0000743	Pral.g_01368	Pray.g_00063
OG0000744	Pral.g_01369	Pray.g_00062
OG0000745	Pral.g_01370	Pray.g_00060
OG0000746	Pral.g_01372	Pray.g_00058
OG0000747	Pral.g_01373	Pray.g_00057
OG0000748	Pral.g_01378	Pray.g_00054
OG0000749	Pral.g_01379	Pray.g_00053
OG0000750	Pral.g_01380	Pray.g_00052
OG0000751	Pral.g_01383	Pray.g_00050
OG0000752	Pral.g_01385	Pray.g_00048
OG0000753	Pral.g_01388	Pray.g_00045
OG0000754	Pral.g_01391	Pray.g_00042
OG0000755	Pral.g_01399	Pray.g_00039
OG0000756	Pral.g_01400	Pray.g_00038
OG0000757	Pral.g_01406	Pray.g_00032
OG0000758	Pral.g_01407	Pray.g_00031
OG0000759	Pral.g_01408	Pray.g_00030
OG0000760	Pral.g_01409	Pray.g_00029
OG0000761	Pral.g_01410	Pray.g_00028
OG0000762	Pral.g_01411	Pray.g_00027
OG0000763	Pral.g_01413	Pray.g_00025
OG0000764	Pral.g_01414	Pray.g_00024
OG0000765	Pral.g_01423	Pray.g_00015
OG0000766	Pral.g_01424	Pray.g_00014
OG0000767	Pral.g_01426	Pray.g_00012
OG0000768	Pral.g_01427	Pray.g_00011
OG0000769	Pral.g_01429	Pray.g_00009
OG0000770	Pral.g_00456	Pray.g_00007
OG0000771	Pral.g_01064	Pray.g_00250
OG0000772	Pral.g_01893	Pray.g_01895
OG0000773	Pral.g_01290	Pray.g_01879
OG0000774	Pral.g_01288	Pray.g_01877
OG0000775	Pral.g_01286	Pray.g_01875
OG0000776	Pral.g_01285	Pray.g_01874
OG0000777	Pral.g_01284	Pray.g_01873
OG0000778	Pral.g_01283	Pray.g_01872
OG0000779	Pral.g_01279	Pray.g_01868
OG0000780	Pral.g_01278	Pray.g_01867
OG0000781	Pral.g_01275	Pray.g_01864
OG0000782	Pral.g_01274	Pray.g_01863
OG0000783	Pral.g_01273	Pray.g_01862
OG0000784	Pral.g_01272	Pray.g_01861
OG0000785	Pral.g_01270	Pray.g_01859
OG0000786	Pral.g_01267	Pray.g_01857
OG0000787	Pral.g_01266	Pray.g_01856
OG0000788	Pral.g_00440	Pray.g_01842
OG0000789	Pral.g_01060	Pray.g_01839
OG0000790	Pral.g_01217	Pray.g_01824
OG0000791	Pral.g_01215	Pray.g_01822
OG0000792	Pral.g_01214	Pray.g_01821
OG0000793	Pral.g_01211	Pray.g_01818
OG0000794	Pral.g_01210	Pray.g_01817
OG0000795	Pral.g_01209	Pray.g_01816
OG0000796	Pral.g_01205	Pray.g_01812
OG0000797	Pral.g_01204	Pray.g_01811
OG0000799	Pral.g_01184	Pray.g_01740
OG0000800	Pral.g_01183	Pray.g_01739
OG0000801	Pral.g_01182	Pray.g_01738
OG0000802	Pral.g_01180	Pray.g_01736
OG0000803	Pral.g_01178	Pray.g_01734
OG0000804	Pral.g_01177	Pray.g_01733
OG0000805	Pral.g_01175	Pray.g_01731
OG0000806	Pral.g_01173	Pray.g_01729
OG0000807	Pral.g_01172	Pray.g_01728
OG0000808	Pral.g_01171	Pray.g_01727
OG0000809	Pral.g_01167	Pray.g_01724
OG0000810	Pral.g_01166	Pray.g_01723
OG0000811	Pral.g_01158	Pray.g_01719
OG0000812	Pral.g_01156	Pray.g_01717
OG0000813	Pral.g_01155	Pray.g_01716
OG0000814	Pral.g_01153	Pray.g_01714
OG0000815	Pral.g_01152	Pray.g_01713
OG0000816	Pral.g_01150	Pray.g_01711
OG0000817	Pral.g_01149	Pray.g_01710
OG0000818	Pral.g_01144	Pray.g_01705
OG0000819	Pral.g_01143	Pray.g_01704
OG0000820	Pral.g_01142	Pray.g_01703
OG0000821	Pral.g_01137	Pray.g_01699
OG0000822	Pral.g_01136	Pray.g_01698
OG0000823	Pral.g_01135	Pray.g_01697
OG0000824	Pral.g_01132	Pray.g_01694
OG0000825	Pral.g_01131	Pray.g_01693
OG0000826	Pral.g_01130	Pray.g_01692
OG0000827	Pral.g_01129	Pray.g_01691
OG0000828	Pral.g_01126	Pray.g_01688
OG0000829	Pral.g_01125	Pray.g_01687
OG0000830	Pral.g_01124	Pray.g_01686
OG0000831	Pral.g_01122	Pray.g_01684
OG0000832	Pral.g_01110	Pray.g_01678
OG0000833	Pral.g_01101	Pray.g_01670
OG0000834	Pral.g_01100	Pray.g_01669
OG0000835	Pral.g_01099	Pray.g_01668
OG0000836	Pral.g_01098	Pray.g_01667
OG0000837	Pral.g_01097	Pray.g_01666
OG0000838	Pral.g_01094	Pray.g_01664
OG0000839	Pral.g_01093	Pray.g_01663
OG0000840	Pral.g_01092	Pray.g_01662
OG0000841	Pral.g_01091	Pray.g_01661
OG0000842	Pral.g_01090	Pray.g_01660
OG0000843	Pral.g_01089	Pray.g_01659
OG0000844	Pral.g_01088	Pray.g_01658
OG0000845	Pral.g_01087	Pray.g_01657
OG0000846	Pral.g_01086	Pray.g_01656
OG0000847	Pral.g_01085	Pray.g_01655
OG0000848	Pral.g_01084	Pray.g_01654
OG0000849	Pral.g_01083	Pray.g_01653
OG0000850	Pral.g_01081	Pray.g_01651
OG0000851	Pral.g_01080	Pray.g_01650
OG0000852	Pral.g_01079	Pray.g_01649
OG0000853	Pral.g_01074	Pray.g_01645
OG0000854	Pral.g_01072	Pray.g_01643
OG0000855	Pral.g_01071	Pray.g_01642
OG0000856	Pral.g_01058	Pray.g_01627
OG0000857	Pral.g_01503	Pray.g_01600
OG0000858	Pral.g_00100	Pray.g_01565
OG0000859	Pral.g_00101	Pray.g_01564
OG0000860	Pral.g_00109	Pray.g_01557
OG0000861	Pral.g_00110	Pray.g_01556
OG0000862	Pral.g_00111	Pray.g_01555
OG0000863	Pral.g_00113	Pray.g_01553
OG0000864	Pral.g_00114	Pray.g_01552
OG0000865	Pral.g_00115	Pray.g_01551
OG0000866	Pral.g_00116	Pray.g_01550
OG0000867	Pral.g_00117	Pray.g_01549
OG0000868	Pral.g_00119	Pray.g_01548
OG0000869	Pral.g_00122	Pray.g_01544
OG0000870	Pral.g_00127	Pray.g_01539
OG0000871	Pral.g_00128	Pray.g_01538
OG0000872	Pral.g_00129	Pray.g_01537
OG0000873	Pral.g_00132	Pray.g_01534
OG0000874	Pral.g_00135	Pray.g_01531
OG0000875	Pral.g_00136	Pray.g_01530
OG0000876	Pral.g_00137	Pray.g_01529
OG0000877	Pral.g_00139	Pray.g_01527
OG0000878	Pral.g_00140	Pray.g_01526
OG0000879	Pral.g_00141	Pray.g_01525
OG0000880	Pral.g_00142	Pray.g_01524
OG0000881	Pral.g_00146	Pray.g_01520
OG0000882	Pral.g_00151	Pray.g_01515
OG0000883	Pral.g_00154	Pray.g_01513
OG0000884	Pral.g_00156	Pray.g_01512
OG0000885	Pral.g_00157	Pray.g_01511
OG0000886	Pral.g_00158	Pray.g_01510
OG0000887	Pral.g_00159	Pray.g_01509
OG0000888	Pral.g_00161	Pray.g_01507
OG0000889	Pral.g_00163	Pray.g_01505
OG0000890	Pral.g_00164	Pray.g_01504
OG0000891	Pral.g_00165	Pray.g_01503
OG0000892	Pral.g_00167	Pray.g_01229
OG0000893	Pral.g_00170	Pray.g_01234
OG0000894	Pral.g_00173	Pray.g_01236
OG0000895	Pral.g_00177	Pray.g_01239
OG0000896	Pral.g_00178	Pray.g_01240
OG0000897	Pral.g_00180	Pray.g_01242
OG0000898	Pral.g_00181	Pray.g_01243
OG0000899	Pral.g_00182	Pray.g_01244
OG0000900	Pral.g_00183	Pray.g_01245
OG0000901	Pral.g_00187	Pray.g_01248
OG0000902	Pral.g_00189	Pray.g_01250
OG0000903	Pral.g_00193	Pray.g_01253
OG0000904	Pral.g_00198	Pray.g_01255
OG0000905	Pral.g_00191	Pray.g_01260
OG0000906	Pral.g_00190	Pray.g_01261
OG0000907	Pral.g_00200	Pray.g_01264
OG0000908	Pral.g_00203	Pray.g_01267
OG0000909	Pral.g_00204	Pray.g_01268
OG0000910	Pral.g_00205	Pray.g_01269
OG0000911	Pral.g_00207	Pray.g_01271
OG0000912	Pral.g_00208	Pray.g_01272
OG0000913	Pral.g_00209	Pray.g_01273
OG0000914	Pral.g_00210	Pray.g_01274
OG0000915	Pral.g_00211	Pray.g_01275
OG0000916	Pral.g_00212	Pray.g_01276
OG0000917	Pral.g_00213	Pray.g_01277
OG0000918	Pral.g_00214	Pray.g_01278
OG0000919	Pral.g_00215	Pray.g_01279
OG0000920	Pral.g_00216	Pray.g_01280
OG0000921	Pral.g_00217	Pray.g_01281
OG0000922	Pral.g_00218	Pray.g_01282
OG0000923	Pral.g_00222	Pray.g_01286
OG0000924	Pral.g_00223	Pray.g_01287
OG0000925	Pral.g_00224	Pray.g_01288
OG0000926	Pral.g_00225	Pray.g_01289
OG0000927	Pral.g_00227	Pray.g_01291
OG0000928	Pral.g_00228	Pray.g_01292
OG0000929	Pral.g_00229	Pray.g_01293
OG0000930	Pral.g_00230	Pray.g_01294
OG0000931	Pral.g_00232	Pray.g_01295
OG0000932	Pral.g_01190	Pray.g_01296
OG0000933	Pral.g_00236	Pray.g_01300
OG0000934	Pral.g_00238	Pray.g_01302
OG0000935	Pral.g_00239	Pray.g_01303
OG0000936	Pral.g_00240	Pray.g_01304
OG0000937	Pral.g_00241	Pray.g_01305
OG0000938	Pral.g_00244	Pray.g_01307
OG0000939	Pral.g_00245	Pray.g_01308
OG0000940	Pral.g_00252	Pray.g_01315
OG0000941	Pral.g_00254	Pray.g_01317
OG0000942	Pral.g_00256	Pray.g_01319
OG0000943	Pral.g_00257	Pray.g_01320
OG0000944	Pral.g_00259	Pray.g_01321
OG0000945	Pral.g_00260	Pray.g_01322
OG0000946	Pral.g_00266	Pray.g_01327
OG0000947	Pral.g_00268	Pray.g_01329
OG0000948	Pral.g_00269	Pray.g_01330
OG0000949	Pral.g_00272	Pray.g_01333
OG0000950	Pral.g_00278	Pray.g_01338
OG0000951	Pral.g_00282	Pray.g_01342
OG0000952	Pral.g_00286	Pray.g_01346
OG0000953	Pral.g_00290	Pray.g_01349
OG0000954	Pral.g_00294	Pray.g_01353
OG0000955	Pral.g_00295	Pray.g_01354
OG0000956	Pral.g_00297	Pray.g_01356
OG0000957	Pral.g_00303	Pray.g_01362
OG0000958	Pral.g_00304	Pray.g_01363
OG0000959	Pral.g_00308	Pray.g_01367
OG0000960	Pral.g_00309	Pray.g_01368
OG0000961	Pral.g_00312	Pray.g_01370
OG0000962	Pral.g_00314	Pray.g_01372
OG0000963	Pral.g_00318	Pray.g_01376
OG0000964	Pral.g_00319	Pray.g_01377
OG0000965	Pral.g_00320	Pray.g_01378
OG0000966	Pral.g_00326	Pray.g_01385
OG0000967	Pral.g_00330	Pray.g_01390
OG0000968	Pral.g_00332	Pray.g_01392
OG0000969	Pral.g_00333	Pray.g_01393
OG0000970	Pral.g_00334	Pray.g_01394
OG0000971	Pral.g_00335	Pray.g_01395
OG0000972	Pral.g_00336	Pray.g_01396
OG0000973	Pral.g_00337	Pray.g_01397
OG0000974	Pral.g_00338	Pray.g_01398
OG0000975	Pral.g_00339	Pray.g_01399
OG0000976	Pral.g_00340	Pray.g_01400
OG0000977	Pral.g_00341	Pray.g_01401
OG0000978	Pral.g_00342	Pray.g_01402
OG0000979	Pral.g_00345	Pray.g_01405
OG0000980	Pral.g_00347	Pray.g_01407
OG0000981	Pral.g_00350	Pray.g_01409
OG0000982	Pral.g_00352	Pray.g_01411
OG0000983	Pral.g_00353	Pray.g_01412
OG0000984	Pral.g_00354	Pray.g_01413
OG0000985	Pral.g_00357	Pray.g_01416
OG0000986	Pral.g_00359	Pray.g_01418
OG0000987	Pral.g_00360	Pray.g_01419
OG0000988	Pral.g_00363	Pray.g_01422
OG0000989	Pral.g_00367	Pray.g_01426
OG0000990	Pral.g_00373	Pray.g_01429
OG0000991	Pral.g_00374	Pray.g_01430
OG0000992	Pral.g_00377	Pray.g_01432
OG0000993	Pral.g_00378	Pray.g_01433
OG0000994	Pral.g_00379	Pray.g_01434
OG0000995	Pral.g_00383	Pray.g_01438
OG0000996	Pral.g_00384	Pray.g_01439
OG0000997	Pral.g_00386	Pray.g_01440
OG0000998	Pral.g_00388	Pray.g_01442
OG0000999	Pral.g_00389	Pray.g_01443
OG0001000	Pral.g_00392	Pray.g_01446
OG0001001	Pral.g_00396	Pray.g_01448
OG0001002	Pral.g_00401	Pray.g_01452
OG0001003	Pral.g_00402	Pray.g_01453
OG0001004	Pral.g_00403	Pray.g_01454
OG0001005	Pral.g_00404	Pray.g_01455
OG0001006	Pral.g_00408	Pray.g_01459
OG0001007	Pral.g_00410	Pray.g_01461
OG0001008	Pral.g_00657	Pray.g_00927
OG0001009	Pral.g_01017	Pray.g_01489
OG0001010	Pral.g_01016	Pray.g_01490
OG0001011	Pral.g_01014	Pray.g_01491
OG0001012	Pral.g_01001	Pray.g_00240
OG0001013	Pral.g_00994	Pray.g_00235
OG0001014	Pral.g_00991	Pray.g_00232
OG0001015	Pral.g_00990	Pray.g_00231
OG0001016	Pral.g_00974	Pray.g_00216
OG0001017	Pral.g_00970	Pray.g_00212
OG0001018	Pral.g_00968	Pray.g_00209
OG0001019	Pral.g_00958	Pray.g_00200
OG0001020	Pral.g_00957	Pray.g_00199
OG0001021	Pral.g_00956	Pray.g_00198
OG0001022	Pral.g_00953	Pray.g_00195
OG0001023	Pral.g_00952	Pray.g_00194
OG0001024	Pral.g_00949	Pray.g_00191
OG0001025	Pral.g_00942	Pray.g_00185
OG0001026	Pral.g_00934	Pray.g_00178
OG0001027	Pral.g_00933	Pray.g_00177
OG0001028	Pral.g_00931	Pray.g_00175
OG0001029	Pral.g_00930	Pray.g_00174
OG0001030	Pral.g_00914	Pray.g_00159
OG0001031	Pral.g_00857	Pray.g_00667
OG0001032	Pral.g_00856	Pray.g_00668
OG0001033	Pral.g_00836	Pray.g_00689
OG0001034	Pral.g_00804	Pray.g_00717
OG0001035	Pral.g_00784	Pray.g_00735
OG0001036	Pral.g_00780	Pray.g_00739
OG0001037	Pral.g_00779	Pray.g_00740
OG0001038	Pral.g_00761	Pray.g_00757
OG0001039	Pral.g_00758	Pray.g_00760
OG0001040	Pral.g_00755	Pray.g_00762
OG0001041	Pral.g_00751	Pray.g_00766
OG0001042	Pral.g_00734	Pray.g_00782
OG0001043	Pral.g_00733	Pray.g_00783
OG0001044	Pral.g_00699	Pray.g_00811
OG0001045	Pral.g_00690	Pray.g_00820
OG0001046	Pral.g_01039	Pray.g_00857
OG0001047	Pral.g_00655	Pray.g_00929
OG0001048	Pral.g_00654	Pray.g_00930
OG0001049	Pral.g_00651	Pray.g_00932
OG0001050	Pral.g_00650	Pray.g_00933
OG0001051	Pral.g_00649	Pray.g_00934
OG0001052	Pral.g_00621	Pray.g_00961
OG0001053	Pral.g_00608	Pray.g_00973
OG0001055	Pral.g_00573	Pray.g_01008
OG0001056	Pral.g_00554	Pray.g_01225
OG0001057	Pral.g_00549	Pray.g_01220
OG0001058	Pral.g_00541	Pray.g_01212
OG0001059	Pral.g_00537	Pray.g_01208
OG0001060	Pral.g_00530	Pray.g_01201
OG0001061	Pral.g_00514	Pray.g_01188
OG0001062	Pral.g_00512	Pray.g_01186
OG0001063	Pral.g_00510	Pray.g_01184
OG0001064	Pral.g_00509	Pray.g_01183
OG0001065	Pral.g_00508	Pray.g_01182
OG0001066	Pral.g_00507	Pray.g_01181
OG0001067	Pral.g_00506	Pray.g_01180
OG0001068	Pral.g_00505	Pray.g_01179
OG0001069	Pral.g_00504	Pray.g_01178
OG0001070	Pral.g_00502	Pray.g_01175
OG0001071	Pral.g_00501	Pray.g_01174
OG0001072	Pral.g_00499	Pray.g_01173
OG0001073	Pral.g_00485	Pray.g_01159
OG0001074	Pral.g_00472	Pray.g_01148
OG0001075	Pral.g_00471	Pray.g_01147
OG0001076	Pral.g_00464	Pray.g_01139
OG0001077	Pral.g_00459	Pray.g_01135
OG0001078	Pral.g_01437	Pray.g_01127
OG0001079	Pral.g_01448	Pray.g_01116
OG0001080	Pral.g_01454	Pray.g_01110
OG0001081	Pral.g_01456	Pray.g_01108
OG0001082	Pral.g_01457	Pray.g_01107
OG0001083	Pral.g_01462	Pray.g_01102
OG0001084	Pral.g_01463	Pray.g_01101
OG0001085	Pral.g_01772	Pray.g_01093
OG0001086	Pral.g_01771	Pray.g_01092
OG0001087	Pral.g_01753	Pray.g_01075
OG0001088	Pral.g_01752	Pray.g_01074
OG0001089	Pral.g_01741	Pray.g_01066
OG0001090	Pral.g_01728	Pray.g_01039
OG0001091	Pral.g_01726	Pray.g_01037
OG0001092	Pral.g_01725	Pray.g_01036
OG0001093	Pral.g_01720	Pray.g_01031
OG0001094	Pral.g_01482	Pray.g_00342
OG0001095	Pral.g_01501	Pray.g_00361
OG0001096	Pral.g_01515	Pray.g_00374
OG0001097	Pral.g_01533	Pray.g_00393
OG0001098	Pral.g_01552	Pray.g_00408
OG0001099	Pral.g_01815	Pray.g_00440
OG0001100	Pral.g_01807	Pray.g_00444
OG0001101	Pral.g_01805	Pray.g_00446
OG0001102	Pral.g_01802	Pray.g_00449
OG0001103	Pral.g_01800	Pray.g_00451
OG0001104	Pral.g_01777	Pray.g_00474
OG0001105	Pral.g_01773	Pray.g_00478
OG0001106	Pral.g_01639	Pray.g_00502
OG0001107	Pral.g_01629	Pray.g_00509
OG0001108	Pral.g_01625	Pray.g_00513
OG0001109	Pral.g_01624	Pray.g_00514
OG0001110	Pral.g_01622	Pray.g_00516
OG0001111	Pral.g_01621	Pray.g_00517
OG0001112	Pral.g_01620	Pray.g_00518
OG0001113	Pral.g_01619	Pray.g_00519
OG0001114	Pral.g_01618	Pray.g_00520
OG0001115	Pral.g_01616	Pray.g_00522
OG0001116	Pral.g_01615	Pray.g_00523
OG0001117	Pral.g_01614	Pray.g_00524
OG0001118	Pral.g_01613	Pray.g_00525
OG0001119	Pral.g_01612	Pray.g_00526
OG0001120	Pral.g_01611	Pray.g_00528
OG0001122	Pral.g_01593	Pray.g_00556
OG0001123	Pral.g_01598	Pray.g_00560
OG0001124	Pral.g_01600	Pray.g_00562
OG0001125	Pral.g_01602	Pray.g_00563
OG0001126	Pral.g_01571	Pray.g_00573
OG0001127	Pral.g_01570	Pray.g_00574
OG0001128	Pral.g_01569	Pray.g_00576
OG0001129	Pral.g_01568	Pray.g_00577
OG0001130	Pral.g_01567	Pray.g_00578
OG0001131	Pral.g_01321	Pray.g_00614
OG0001132	Pral.g_01033	Pray.g_00623
OG0001133	Pral.g_01314	Pray.g_00112
OG0001134	Pral.g_00056, Pral.g_00078	Pray.g_00097
OG0001135	Pral.g_00075	Pray.g_00094
OG0001136	Pral.g_01364	Pray.g_00067
OG0001137	Pral.g_01377	Pray.g_00055
OG0001138	Pral.g_01401	Pray.g_00037
OG0001139	Pral.g_01403	Pray.g_00036
OG0001141	Pral.g_01404	Pray.g_00034
OG0001142	Pral.g_01405	Pray.g_00033
OG0001143	Pral.g_01412	Pray.g_00026
OG0001144	Pral.g_01417	Pray.g_00021
OG0001145	Pral.g_01289	Pray.g_01878
OG0001146	Pral.g_01277	Pray.g_01866
OG0001147	Pral.g_01235	Pray.g_01843
OG0001148	Pral.g_01220	Pray.g_01827
OG0001149	Pral.g_01219	Pray.g_01826
OG0001150	Pral.g_01218	Pray.g_01825
OG0001151	Pral.g_01207	Pray.g_01814
OG0001152	Pral.g_01206	Pray.g_01813
OG0001153	Pral.g_01128	Pray.g_01690
OG0001154	Pral.g_01127	Pray.g_01689
OG0001155	Pral.g_01108	Pray.g_01677
OG0001156	Pral.g_01105	Pray.g_01674
OG0001157	Pral.g_01104	Pray.g_01673
OG0001158	Pral.g_01103	Pray.g_01672
OG0001159	Pral.g_01102	Pray.g_01671
OG0001160	Pral.g_01076	Pray.g_01647
OG0001161	Pral.g_00045	Pray.g_01634
OG0001163	Pral.g_00098	Pray.g_01567
OG0001164	Pral.g_00102	Pray.g_01563
OG0001165	Pral.g_00105	Pray.g_01560
