Orthogroup	Pral	Prax
OG0000581	Pral.g_00483	Prax.g_00064
OG0000582	Pral.g_00480	Prax.g_00067
OG0000583	Pral.g_00479	Prax.g_00068
OG0000584	Pral.g_00478	Prax.g_00069
OG0000585	Pral.g_00476	Prax.g_00071
OG0000586	Pral.g_00475	Prax.g_00072
OG0000587	Pral.g_00474	Prax.g_00073
OG0000588	Pral.g_00469	Prax.g_00077
OG0000589	Pral.g_00466	Prax.g_00080
OG0000590	Pral.g_00465	Prax.g_00081
OG0000591	Pral.g_00462	Prax.g_00084
OG0000592	Pral.g_00461	Prax.g_00085
OG0000593	Pral.g_01433	Prax.g_00091
OG0000594	Pral.g_01434	Prax.g_00092
OG0000595	Pral.g_01435	Prax.g_00093
OG0000596	Pral.g_01439	Prax.g_00097
OG0000597	Pral.g_01441	Prax.g_00099
OG0000598	Pral.g_01442	Prax.g_00100
OG0000599	Pral.g_01445	Prax.g_00103
OG0000600	Pral.g_01446	Prax.g_00104
OG0000601	Pral.g_01447	Prax.g_00105
OG0000602	Pral.g_01449	Prax.g_00107
OG0000603	Pral.g_01450	Prax.g_00108
OG0000604	Pral.g_01451	Prax.g_00109
OG0000605	Pral.g_01452	Prax.g_00110
OG0000606	Pral.g_01455	Prax.g_00113
OG0000607	Pral.g_01458	Prax.g_00116
OG0000608	Pral.g_01459	Prax.g_00117
OG0000609	Pral.g_01460	Prax.g_00118
OG0000610	Pral.g_01466	Prax.g_00123
OG0000611	Pral.g_01469	Prax.g_00975
OG0000612	Pral.g_01470	Prax.g_00974
OG0000613	Pral.g_01769	Prax.g_00969
OG0000614	Pral.g_01748	Prax.g_00950
OG0000615	Pral.g_01737	Prax.g_00942
OG0000616	Pral.g_00399	Prax.g_00938
OG0000617	Pral.g_01723	Prax.g_00479
OG0000618	Pral.g_01722	Prax.g_00478
OG0000619	Pral.g_01721	Prax.g_00477
OG0000620	Pral.g_01718	Prax.g_00474
OG0000621	Pral.g_01717	Prax.g_00473
OG0000622	Pral.g_01716	Prax.g_00472
OG0000623	Pral.g_01715	Prax.g_00471
OG0000624	Pral.g_01713	Prax.g_00470
OG0000625	Pral.g_01712	Prax.g_00469
OG0000626	Pral.g_01711	Prax.g_00468
OG0000627	Pral.g_01709	Prax.g_00467
OG0000628	Pral.g_01708	Prax.g_00466
OG0000629	Pral.g_01707	Prax.g_00465
OG0000630	Pral.g_01704	Prax.g_00462
OG0000631	Pral.g_01658	Prax.g_00382
OG0000632	Pral.g_01657	Prax.g_00381
OG0000633	Pral.g_01656	Prax.g_00380
OG0000634	Pral.g_01484	Prax.g_00377
OG0000635	Pral.g_01485	Prax.g_00376
OG0000636	Pral.g_01487	Prax.g_00374
OG0000637	Pral.g_01489	Prax.g_00372
OG0000638	Pral.g_01490	Prax.g_00371
OG0000639	Pral.g_01491	Prax.g_00370
OG0000640	Pral.g_01492	Prax.g_00369
OG0000641	Pral.g_01496	Prax.g_00365
OG0000642	Pral.g_01497	Prax.g_00364
OG0000643	Pral.g_01498	Prax.g_00363
OG0000644	Pral.g_01499	Prax.g_00362
OG0000645	Pral.g_01500	Prax.g_00361
OG0000646	Pral.g_01502	Prax.g_00359
OG0000647	Pral.g_01504	Prax.g_00358
OG0000648	Pral.g_01506	Prax.g_00356
OG0000649	Pral.g_01507	Prax.g_00355
OG0000650	Pral.g_01508	Prax.g_00354
OG0000651	Pral.g_01509	Prax.g_00353
OG0000652	Pral.g_01510	Prax.g_00352
OG0000653	Pral.g_01512	Prax.g_00350
OG0000654	Pral.g_01513	Prax.g_00349
OG0000655	Pral.g_01514	Prax.g_00348
OG0000656	Pral.g_01517	Prax.g_00345
OG0000657	Pral.g_01524	Prax.g_00337
OG0000658	Pral.g_01525	Prax.g_00336
OG0000659	Pral.g_01526	Prax.g_00335
OG0000660	Pral.g_01530	Prax.g_00331
OG0000661	Pral.g_01532	Prax.g_00329
OG0000662	Pral.g_01534	Prax.g_00327
OG0000663	Pral.g_01536	Prax.g_00325
OG0000664	Pral.g_01537	Prax.g_00324
OG0000665	Pral.g_01543	Prax.g_00320
OG0000666	Pral.g_01544	Prax.g_00319
OG0000667	Pral.g_01548	Prax.g_00315
OG0000668	Pral.g_01820	Prax.g_00546
OG0000669	Pral.g_01809	Prax.g_00553
OG0000670	Pral.g_01806	Prax.g_00555
OG0000671	Pral.g_01804	Prax.g_00557
OG0000672	Pral.g_01801	Prax.g_00559
OG0000673	Pral.g_01798	Prax.g_00562
OG0000674	Pral.g_01796	Prax.g_00564
OG0000675	Pral.g_01795	Prax.g_00565
OG0000676	Pral.g_01793	Prax.g_00567
OG0000677	Pral.g_01792	Prax.g_00568
OG0000678	Pral.g_01790	Prax.g_00570
OG0000679	Pral.g_01786	Prax.g_00574
OG0000680	Pral.g_01785	Prax.g_00575
OG0000681	Pral.g_01782	Prax.g_00578
OG0000682	Pral.g_01781	Prax.g_00579
OG0000683	Pral.g_01780	Prax.g_00580
OG0000684	Pral.g_01778	Prax.g_00582
OG0000685	Pral.g_01776	Prax.g_00584
OG0000686	Pral.g_01775	Prax.g_00585
OG0000687	Pral.g_01774	Prax.g_00586
OG0000688	Pral.g_01474	Prax.g_00589
OG0000689	Pral.g_01475	Prax.g_00590
OG0000690	Pral.g_01476	Prax.g_00591
OG0000691	Pral.g_01477	Prax.g_00592
OG0000692	Pral.g_01479	Prax.g_00594
OG0000693	Pral.g_01480	Prax.g_00595
OG0000694	Pral.g_01481	Prax.g_00596
OG0000695	Pral.g_01654	Prax.g_00598
OG0000696	Pral.g_01653	Prax.g_00599
OG0000697	Pral.g_01652	Prax.g_00600
OG0000698	Pral.g_01649	Prax.g_00603
OG0000699	Pral.g_01647	Prax.g_00604
OG0000700	Pral.g_01646	Prax.g_00605
OG0000701	Pral.g_01645	Prax.g_00606
OG0000702	Pral.g_01643	Prax.g_00608
OG0000703	Pral.g_01642	Prax.g_00609
OG0000704	Pral.g_01640	Prax.g_00610
OG0000705	Pral.g_01634	Prax.g_00614
OG0000706	Pral.g_01633	Prax.g_00615
OG0000707	Pral.g_01632	Prax.g_00616
OG0000708	Pral.g_01630	Prax.g_00617
OG0000709	Pral.g_01626	Prax.g_01130
OG0000710	Pral.g_01623	Prax.g_01133
OG0000711	Pral.g_01579	Prax.g_01150
OG0000712	Pral.g_01580	Prax.g_01152
OG0000713	Pral.g_01581	Prax.g_01153
OG0000714	Pral.g_01582	Prax.g_01154
OG0000715	Pral.g_01584	Prax.g_01156
OG0000716	Pral.g_01586	Prax.g_01158
OG0000717	Pral.g_01587	Prax.g_01159
OG0000718	Pral.g_01590	Prax.g_01173
OG0000719	Pral.g_01592	Prax.g_01175
OG0000720	Pral.g_01603	Prax.g_01184
OG0000721	Pral.g_01607	Prax.g_01186
OG0000722	Pral.g_01608	Prax.g_01187
OG0000723	Pral.g_01575	Prax.g_01190
OG0000724	Pral.g_01566	Prax.g_01199
OG0000725	Pral.g_01560	Prax.g_01205
OG0000726	Pral.g_01559	Prax.g_01206
OG0000727	Pral.g_01558	Prax.g_01207
OG0000728	Pral.g_01556	Prax.g_01209
OG0000729	Pral.g_01311	Prax.g_01256
OG0000730	Pral.g_01324	Prax.g_00126
OG0000731	Pral.g_00692	Prax.g_00130
OG0000732	Pral.g_00348	Prax.g_00140
OG0000733	Pral.g_00077	Prax.g_00162
OG0000734	Pral.g_01351	Prax.g_00185
OG0000735	Pral.g_01353	Prax.g_00187
OG0000736	Pral.g_01354	Prax.g_00188
OG0000737	Pral.g_01355	Prax.g_00189
OG0000738	Pral.g_01359	Prax.g_00193
OG0000739	Pral.g_01360	Prax.g_00194
OG0000740	Pral.g_01361	Prax.g_00195
OG0000741	Pral.g_01363	Prax.g_00196
OG0000742	Pral.g_01366	Prax.g_00199
OG0000743	Pral.g_01368	Prax.g_00201
OG0000744	Pral.g_01369	Prax.g_00202
OG0000745	Pral.g_01370	Prax.g_00203
OG0000746	Pral.g_01372	Prax.g_00205
OG0000747	Pral.g_01373	Prax.g_00206
OG0000748	Pral.g_01378	Prax.g_00209
OG0000749	Pral.g_01379	Prax.g_00210
OG0000750	Pral.g_01380	Prax.g_00211
OG0000751	Pral.g_01383	Prax.g_00213
OG0000752	Pral.g_01385	Prax.g_00215
OG0000753	Pral.g_01388	Prax.g_00218
OG0000754	Pral.g_01391	Prax.g_00221
OG0000755	Pral.g_01399	Prax.g_00224
OG0000756	Pral.g_01400	Prax.g_00225
OG0000757	Pral.g_01406	Prax.g_00231
OG0000758	Pral.g_01407	Prax.g_00232
OG0000759	Pral.g_01408	Prax.g_00233
OG0000760	Pral.g_01409	Prax.g_00234
OG0000761	Pral.g_01410	Prax.g_00235
OG0000762	Pral.g_01411	Prax.g_00236
OG0000763	Pral.g_01413	Prax.g_00238
OG0000764	Pral.g_01414	Prax.g_00239
OG0000765	Pral.g_01423	Prax.g_00248
OG0000766	Pral.g_01424	Prax.g_00249
OG0000767	Pral.g_01426	Prax.g_00251
OG0000768	Pral.g_01427	Prax.g_00252
OG0000769	Pral.g_01429	Prax.g_00254
OG0000770	Pral.g_00456	Prax.g_00256
OG0000771	Pral.g_01064	Prax.g_01789
OG0000772	Pral.g_01893	Prax.g_01928
OG0000773	Pral.g_01290	Prax.g_01908
OG0000774	Pral.g_01288	Prax.g_01906
OG0000775	Pral.g_01286	Prax.g_01904
OG0000776	Pral.g_01285	Prax.g_01903
OG0000777	Pral.g_01284	Prax.g_01902
OG0000778	Pral.g_01283	Prax.g_01901
OG0000779	Pral.g_01279	Prax.g_01897
OG0000780	Pral.g_01278	Prax.g_01896
OG0000781	Pral.g_01275	Prax.g_01893
OG0000782	Pral.g_01274	Prax.g_01892
OG0000783	Pral.g_01273	Prax.g_01891
OG0000784	Pral.g_01272	Prax.g_01890
OG0000785	Pral.g_01270	Prax.g_01888
OG0000786	Pral.g_01267	Prax.g_01886
OG0000787	Pral.g_01266	Prax.g_01885
OG0000788	Pral.g_00440	Prax.g_01876
OG0000789	Pral.g_01060	Prax.g_01873
OG0000790	Pral.g_01217	Prax.g_01858
OG0000791	Pral.g_01215	Prax.g_01856
OG0000792	Pral.g_01214	Prax.g_01855
OG0000793	Pral.g_01211	Prax.g_01852
OG0000794	Pral.g_01210	Prax.g_01851
OG0000795	Pral.g_01209	Prax.g_01850
OG0000796	Pral.g_01205	Prax.g_01846
OG0000797	Pral.g_01204	Prax.g_01845
OG0000799	Pral.g_01184	Prax.g_01751
OG0000800	Pral.g_01183	Prax.g_01750
OG0000801	Pral.g_01182	Prax.g_01749
OG0000802	Pral.g_01180	Prax.g_01747
OG0000803	Pral.g_01178	Prax.g_01745
OG0000804	Pral.g_01177	Prax.g_01744
OG0000805	Pral.g_01175	Prax.g_01742
OG0000806	Pral.g_01173	Prax.g_01740
OG0000807	Pral.g_01172	Prax.g_01739
OG0000808	Pral.g_01171	Prax.g_01738
OG0000809	Pral.g_01167	Prax.g_01735
OG0000810	Pral.g_01166	Prax.g_01734
OG0000811	Pral.g_01158	Prax.g_01725
OG0000812	Pral.g_01156	Prax.g_01723
OG0000813	Pral.g_01155	Prax.g_01722
OG0000814	Pral.g_01153	Prax.g_01720
OG0000815	Pral.g_01152	Prax.g_01719
OG0000816	Pral.g_01150	Prax.g_01717
OG0000817	Pral.g_01149	Prax.g_01716
OG0000818	Pral.g_01144	Prax.g_01711
OG0000819	Pral.g_01143	Prax.g_01710
OG0000820	Pral.g_01142	Prax.g_01709
OG0000821	Pral.g_01137	Prax.g_01705
OG0000822	Pral.g_01136	Prax.g_01704
OG0000823	Pral.g_01135	Prax.g_01703
OG0000824	Pral.g_01132	Prax.g_01700
OG0000825	Pral.g_01131	Prax.g_01699
OG0000826	Pral.g_01130	Prax.g_01698
OG0000827	Pral.g_01129	Prax.g_01697
OG0000828	Pral.g_01126	Prax.g_01694
OG0000829	Pral.g_01125	Prax.g_01693
OG0000830	Pral.g_01124	Prax.g_01692
OG0000831	Pral.g_01122	Prax.g_01690
OG0000832	Pral.g_01110	Prax.g_01684
OG0000833	Pral.g_01101	Prax.g_01676
OG0000834	Pral.g_01100	Prax.g_01675
OG0000835	Pral.g_01099	Prax.g_01674
OG0000836	Pral.g_01098	Prax.g_01673
OG0000837	Pral.g_01097	Prax.g_01672
OG0000838	Pral.g_01094	Prax.g_01670
OG0000839	Pral.g_01093	Prax.g_01669
OG0000840	Pral.g_01092	Prax.g_01668
OG0000841	Pral.g_01091	Prax.g_01667
OG0000842	Pral.g_01090	Prax.g_01666
OG0000843	Pral.g_01089	Prax.g_01665
OG0000844	Pral.g_01088	Prax.g_01664
OG0000845	Pral.g_01087	Prax.g_01663
OG0000846	Pral.g_01086	Prax.g_01662
OG0000847	Pral.g_01085	Prax.g_01661
OG0000848	Pral.g_01084	Prax.g_01660
OG0000849	Pral.g_01083	Prax.g_01659
OG0000850	Pral.g_01081	Prax.g_01657
OG0000851	Pral.g_01080	Prax.g_01656
OG0000852	Pral.g_01079	Prax.g_01655
OG0000853	Pral.g_01074	Prax.g_01651
OG0000854	Pral.g_01072	Prax.g_01649
OG0000855	Pral.g_01071	Prax.g_01648
OG0000856	Pral.g_01058	Prax.g_01633
OG0000857	Pral.g_01503	Prax.g_01605
OG0000858	Pral.g_00100	Prax.g_01565
OG0000859	Pral.g_00101	Prax.g_01564
OG0000860	Pral.g_00109	Prax.g_01557
OG0000861	Pral.g_00110	Prax.g_01556
OG0000862	Pral.g_00111	Prax.g_01555
OG0000863	Pral.g_00113	Prax.g_01553
OG0000864	Pral.g_00114	Prax.g_01552
OG0000865	Pral.g_00115	Prax.g_01551
OG0000866	Pral.g_00116	Prax.g_01550
OG0000867	Pral.g_00117	Prax.g_01549
OG0000868	Pral.g_00119	Prax.g_01548
OG0000869	Pral.g_00122	Prax.g_01544
OG0000870	Pral.g_00127	Prax.g_01539
OG0000871	Pral.g_00128	Prax.g_01538
OG0000872	Pral.g_00129	Prax.g_01537
OG0000873	Pral.g_00132	Prax.g_01534
OG0000874	Pral.g_00135	Prax.g_01531
OG0000875	Pral.g_00136	Prax.g_01530
OG0000876	Pral.g_00137	Prax.g_01529
OG0000877	Pral.g_00139	Prax.g_01527
OG0000878	Pral.g_00140	Prax.g_01526
OG0000879	Pral.g_00141	Prax.g_01525
OG0000880	Pral.g_00142	Prax.g_01524
OG0000881	Pral.g_00146	Prax.g_01520
OG0000882	Pral.g_00151	Prax.g_01515
OG0000883	Pral.g_00154	Prax.g_01513
OG0000884	Pral.g_00156	Prax.g_01511
OG0000885	Pral.g_00157	Prax.g_01510
OG0000886	Pral.g_00158	Prax.g_01509
OG0000887	Pral.g_00159	Prax.g_01508
OG0000888	Pral.g_00161	Prax.g_01506
OG0000889	Pral.g_00163	Prax.g_01504
OG0000890	Pral.g_00164	Prax.g_01503
OG0000891	Pral.g_00165	Prax.g_01502
OG0000892	Pral.g_00167	Prax.g_01257
OG0000893	Pral.g_00170	Prax.g_01262
OG0000894	Pral.g_00173	Prax.g_01264
OG0000895	Pral.g_00177	Prax.g_01267
OG0000896	Pral.g_00178	Prax.g_01268
OG0000897	Pral.g_00180	Prax.g_01270
OG0000898	Pral.g_00181	Prax.g_01271
OG0000899	Pral.g_00182	Prax.g_01272
OG0000900	Pral.g_00183	Prax.g_01273
OG0000901	Pral.g_00187	Prax.g_01276
OG0000902	Pral.g_00189	Prax.g_01278
OG0000903	Pral.g_00193	Prax.g_01281
OG0000904	Pral.g_00198	Prax.g_01283
OG0000905	Pral.g_00191	Prax.g_01288
OG0000906	Pral.g_00190	Prax.g_01289
OG0000907	Pral.g_00200	Prax.g_01296
OG0000908	Pral.g_00203	Prax.g_01299
OG0000909	Pral.g_00204	Prax.g_01300
OG0000910	Pral.g_00205	Prax.g_01301
OG0000911	Pral.g_00207	Prax.g_01303
OG0000912	Pral.g_00208	Prax.g_01304
OG0000913	Pral.g_00209	Prax.g_01305
OG0000914	Pral.g_00210	Prax.g_01306
OG0000915	Pral.g_00211	Prax.g_01307
OG0000916	Pral.g_00212	Prax.g_01308
OG0000917	Pral.g_00213	Prax.g_01309
OG0000918	Pral.g_00214	Prax.g_01310
OG0000919	Pral.g_00215	Prax.g_01311
OG0000920	Pral.g_00216	Prax.g_01312
OG0000921	Pral.g_00217	Prax.g_01313
OG0000922	Pral.g_00218	Prax.g_01314
OG0000923	Pral.g_00222	Prax.g_01318
OG0000924	Pral.g_00223	Prax.g_01319
OG0000925	Pral.g_00224	Prax.g_01320
OG0000926	Pral.g_00225	Prax.g_01321
OG0000927	Pral.g_00227	Prax.g_01323
OG0000928	Pral.g_00228	Prax.g_01324
OG0000929	Pral.g_00229	Prax.g_01325
OG0000930	Pral.g_00230	Prax.g_01326
OG0000931	Pral.g_00232	Prax.g_01327
OG0000932	Pral.g_01190	Prax.g_01328
OG0000933	Pral.g_00236	Prax.g_01332
OG0000934	Pral.g_00238	Prax.g_01334
OG0000935	Pral.g_00239	Prax.g_01335
OG0000936	Pral.g_00240	Prax.g_01336
OG0000937	Pral.g_00241	Prax.g_01337
OG0000938	Pral.g_00244	Prax.g_01339
OG0000939	Pral.g_00245	Prax.g_01340
OG0000940	Pral.g_00252	Prax.g_01347
OG0000941	Pral.g_00254	Prax.g_01349
OG0000942	Pral.g_00256	Prax.g_01351
OG0000943	Pral.g_00257	Prax.g_01352
OG0000944	Pral.g_00259	Prax.g_01353
OG0000945	Pral.g_00260	Prax.g_01354
OG0000946	Pral.g_00266	Prax.g_01358
OG0000947	Pral.g_00268	Prax.g_01360
OG0000948	Pral.g_00269	Prax.g_01361
OG0000949	Pral.g_00272	Prax.g_01364
OG0000950	Pral.g_00278	Prax.g_01369
OG0000951	Pral.g_00282	Prax.g_01373
OG0000952	Pral.g_00286	Prax.g_01377
OG0000953	Pral.g_00290	Prax.g_01380
OG0000954	Pral.g_00294	Prax.g_01384
OG0000955	Pral.g_00295	Prax.g_01385
OG0000956	Pral.g_00297	Prax.g_01387
OG0000957	Pral.g_00303	Prax.g_01392
OG0000958	Pral.g_00304	Prax.g_01393
OG0000959	Pral.g_00308	Prax.g_01397
OG0000960	Pral.g_00309	Prax.g_01398
OG0000961	Pral.g_00312	Prax.g_01400
OG0000962	Pral.g_00314	Prax.g_01402
OG0000963	Pral.g_00318	Prax.g_01406
OG0000964	Pral.g_00319	Prax.g_01407
OG0000965	Pral.g_00320	Prax.g_01408
OG0000966	Pral.g_00326	Prax.g_01415
OG0000967	Pral.g_00330	Prax.g_01420
OG0000968	Pral.g_00332	Prax.g_01422
OG0000969	Pral.g_00333	Prax.g_01423
OG0000970	Pral.g_00334	Prax.g_01424
OG0000971	Pral.g_00335	Prax.g_01425
OG0000972	Pral.g_00336	Prax.g_01426
OG0000973	Pral.g_00337	Prax.g_01427
OG0000974	Pral.g_00338	Prax.g_01428
OG0000975	Pral.g_00339	Prax.g_01429
OG0000976	Pral.g_00340	Prax.g_01430
OG0000977	Pral.g_00341	Prax.g_01431
OG0000978	Pral.g_00342	Prax.g_01432
OG0000979	Pral.g_00345	Prax.g_01435
OG0000980	Pral.g_00347	Prax.g_01437
OG0000981	Pral.g_00350	Prax.g_01439
OG0000982	Pral.g_00352	Prax.g_01441
OG0000983	Pral.g_00353	Prax.g_01442
OG0000984	Pral.g_00354	Prax.g_01443
OG0000985	Pral.g_00357	Prax.g_01446
OG0000986	Pral.g_00359	Prax.g_01448
OG0000987	Pral.g_00360	Prax.g_01449
OG0000988	Pral.g_00363	Prax.g_01452
OG0000989	Pral.g_00367	Prax.g_01455
OG0000990	Pral.g_00373	Prax.g_01458
OG0000991	Pral.g_00374	Prax.g_01459
OG0000992	Pral.g_00377	Prax.g_01461
OG0000993	Pral.g_00378	Prax.g_01462
OG0000994	Pral.g_00379	Prax.g_01463
OG0000995	Pral.g_00383	Prax.g_01467
OG0000996	Pral.g_00384	Prax.g_01468
OG0000997	Pral.g_00386	Prax.g_01469
OG0000998	Pral.g_00388	Prax.g_01471
OG0000999	Pral.g_00389	Prax.g_01472
OG0001000	Pral.g_00392	Prax.g_01475
OG0001001	Pral.g_00396	Prax.g_01477
OG0001002	Pral.g_00401	Prax.g_01481
OG0001003	Pral.g_00402	Prax.g_01482
OG0001004	Pral.g_00403	Prax.g_01483
OG0001005	Pral.g_00404	Prax.g_01484
OG0001006	Pral.g_00408	Prax.g_01488
OG0001007	Pral.g_00410	Prax.g_01490
OG0001008	Pral.g_00657	Prax.g_00763
OG0001009	Pral.g_01017	Prax.g_00286
OG0001010	Pral.g_01016	Prax.g_00285
OG0001011	Pral.g_01014	Prax.g_00284
OG0001012	Pral.g_01001	Prax.g_00270
OG0001013	Pral.g_00994	Prax.g_00623
OG0001014	Pral.g_00991	Prax.g_00626
OG0001015	Pral.g_00990	Prax.g_00627
OG0001016	Pral.g_00974	Prax.g_00644
OG0001017	Pral.g_00970	Prax.g_00648
OG0001018	Pral.g_00968	Prax.g_00651
OG0001019	Pral.g_00958	Prax.g_00660
OG0001020	Pral.g_00957	Prax.g_01128
OG0001021	Pral.g_00956	Prax.g_01127
OG0001022	Pral.g_00953	Prax.g_01124
OG0001023	Pral.g_00952	Prax.g_01123
OG0001024	Pral.g_00949	Prax.g_01120
OG0001025	Pral.g_00942	Prax.g_01114
OG0001026	Pral.g_00934	Prax.g_01108
OG0001027	Pral.g_00933	Prax.g_01107
OG0001028	Pral.g_00931	Prax.g_01105
OG0001029	Pral.g_00930	Prax.g_01103
OG0001030	Pral.g_00914	Prax.g_01088
OG0001031	Pral.g_00857	Prax.g_01032
OG0001032	Pral.g_00856	Prax.g_01031
OG0001033	Pral.g_00836	Prax.g_01010
OG0001034	Pral.g_00804	Prax.g_00982
OG0001035	Pral.g_00784	Prax.g_00921
OG0001036	Pral.g_00780	Prax.g_00916
OG0001037	Pral.g_00779	Prax.g_00915
OG0001038	Pral.g_00761	Prax.g_00897
OG0001039	Pral.g_00758	Prax.g_00894
OG0001040	Pral.g_00755	Prax.g_00892
OG0001041	Pral.g_00751	Prax.g_00888
OG0001042	Pral.g_00734	Prax.g_00871
OG0001043	Pral.g_00733	Prax.g_00870
OG0001044	Pral.g_00699	Prax.g_00840
OG0001045	Pral.g_00690	Prax.g_00831
OG0001046	Pral.g_01039	Prax.g_00795
OG0001047	Pral.g_00655	Prax.g_00761
OG0001048	Pral.g_00654	Prax.g_00760
OG0001049	Pral.g_00651	Prax.g_00758
OG0001050	Pral.g_00650	Prax.g_00757
OG0001051	Pral.g_00649	Prax.g_00756
OG0001052	Pral.g_00621	Prax.g_00731
OG0001053	Pral.g_00608	Prax.g_00719
OG0001055	Pral.g_00573	Prax.g_00684
OG0001056	Pral.g_00554	Prax.g_00665
OG0001057	Pral.g_00549	Prax.g_00002
OG0001058	Pral.g_00541	Prax.g_00010
OG0001059	Pral.g_00537	Prax.g_00014
OG0001060	Pral.g_00530	Prax.g_00021
OG0001061	Pral.g_00514	Prax.g_00034
OG0001062	Pral.g_00512	Prax.g_00036
OG0001063	Pral.g_00510	Prax.g_00038
OG0001064	Pral.g_00509	Prax.g_00039
OG0001065	Pral.g_00508	Prax.g_00040
OG0001066	Pral.g_00507	Prax.g_00041
OG0001067	Pral.g_00506	Prax.g_00042
OG0001068	Pral.g_00505	Prax.g_00043
OG0001069	Pral.g_00504	Prax.g_00044
OG0001070	Pral.g_00502	Prax.g_00047
OG0001071	Pral.g_00501	Prax.g_00048
OG0001072	Pral.g_00499	Prax.g_00049
OG0001073	Pral.g_00485	Prax.g_00063
OG0001074	Pral.g_00472	Prax.g_00074
OG0001075	Pral.g_00471	Prax.g_00075
OG0001076	Pral.g_00464	Prax.g_00083
OG0001077	Pral.g_00459	Prax.g_00087
OG0001078	Pral.g_01437	Prax.g_00095
OG0001079	Pral.g_01448	Prax.g_00106
OG0001080	Pral.g_01454	Prax.g_00112
OG0001081	Pral.g_01456	Prax.g_00114
OG0001082	Pral.g_01457	Prax.g_00115
OG0001083	Pral.g_01462	Prax.g_00120
OG0001084	Pral.g_01463	Prax.g_00121
OG0001085	Pral.g_01772	Prax.g_00972
OG0001086	Pral.g_01771	Prax.g_00971
OG0001087	Pral.g_01753	Prax.g_00954
OG0001088	Pral.g_01752	Prax.g_00953
OG0001089	Pral.g_01741	Prax.g_00945
OG0001090	Pral.g_01728	Prax.g_00484
OG0001091	Pral.g_01726	Prax.g_00482
OG0001092	Pral.g_01725	Prax.g_00481
OG0001093	Pral.g_01720	Prax.g_00476
OG0001094	Pral.g_01482	Prax.g_00379
OG0001095	Pral.g_01501	Prax.g_00360
OG0001096	Pral.g_01515	Prax.g_00347
OG0001097	Pral.g_01533	Prax.g_00328
OG0001098	Pral.g_01552	Prax.g_00313
OG0001099	Pral.g_01815	Prax.g_00550
OG0001100	Pral.g_01807	Prax.g_00554
OG0001101	Pral.g_01805	Prax.g_00556
OG0001102	Pral.g_01802	Prax.g_00558
OG0001103	Pral.g_01800	Prax.g_00560
OG0001104	Pral.g_01777	Prax.g_00583
OG0001105	Pral.g_01773	Prax.g_00587
OG0001106	Pral.g_01639	Prax.g_00611
OG0001107	Pral.g_01629	Prax.g_00618
OG0001108	Pral.g_01625	Prax.g_01131
OG0001109	Pral.g_01624	Prax.g_01132
OG0001110	Pral.g_01622	Prax.g_01134
OG0001111	Pral.g_01621	Prax.g_01135
OG0001112	Pral.g_01620	Prax.g_01136
OG0001113	Pral.g_01619	Prax.g_01137
OG0001114	Pral.g_01618	Prax.g_01138
OG0001115	Pral.g_01616	Prax.g_01140
OG0001116	Pral.g_01615	Prax.g_01141
OG0001117	Pral.g_01614	Prax.g_01142
OG0001118	Pral.g_01613	Prax.g_01143
OG0001119	Pral.g_01612	Prax.g_01144
OG0001120	Pral.g_01611	Prax.g_01146
OG0001122	Pral.g_01593	Prax.g_01176
OG0001123	Pral.g_01598	Prax.g_01180
OG0001124	Pral.g_01600	Prax.g_01182
OG0001125	Pral.g_01602	Prax.g_01183
OG0001126	Pral.g_01571	Prax.g_01193
OG0001127	Pral.g_01570	Prax.g_01194
OG0001128	Pral.g_01569	Prax.g_01196
OG0001129	Pral.g_01568	Prax.g_01197
OG0001130	Pral.g_01567	Prax.g_01198
OG0001131	Pral.g_01321	Prax.g_01235
OG0001132	Pral.g_01033	Prax.g_01245
OG0001133	Pral.g_01314	Prax.g_00146
OG0001134	Pral.g_00056, Pral.g_00078	Prax.g_00161
OG0001135	Pral.g_00075	Prax.g_00164
OG0001136	Pral.g_01364	Prax.g_00197
OG0001137	Pral.g_01377	Prax.g_00208
OG0001138	Pral.g_01401	Prax.g_00226
OG0001139	Pral.g_01403	Prax.g_00227
OG0001141	Pral.g_01404	Prax.g_00229
OG0001142	Pral.g_01405	Prax.g_00230
OG0001143	Pral.g_01412	Prax.g_00237
OG0001144	Pral.g_01417	Prax.g_00242
OG0001145	Pral.g_01289	Prax.g_01907
OG0001146	Pral.g_01277	Prax.g_01895
OG0001147	Pral.g_01235	Prax.g_01877
OG0001148	Pral.g_01220	Prax.g_01861
OG0001149	Pral.g_01219	Prax.g_01860
OG0001150	Pral.g_01218	Prax.g_01859
OG0001151	Pral.g_01207	Prax.g_01848
OG0001152	Pral.g_01206	Prax.g_01847
OG0001153	Pral.g_01128	Prax.g_01696
OG0001154	Pral.g_01127	Prax.g_01695
OG0001155	Pral.g_01108	Prax.g_01683
OG0001156	Pral.g_01105	Prax.g_01680
OG0001157	Pral.g_01104	Prax.g_01679
OG0001158	Pral.g_01103	Prax.g_01678
OG0001159	Pral.g_01102	Prax.g_01677
OG0001160	Pral.g_01076	Prax.g_01653
OG0001161	Pral.g_00045	Prax.g_01640
OG0001163	Pral.g_00098	Prax.g_01567
OG0001164	Pral.g_00102	Prax.g_01563
OG0001165	Pral.g_00105	Prax.g_01560
OG0001166	Pral.g_00126	Prax.g_01540
OG0001167	Pral.g_00143	Prax.g_01523
