Orthogroup	Pral	Syag
OG0000589	Pral.g_00466	Syag.g_00375
OG0000590	Pral.g_00465	Syag.g_00376
OG0000591	Pral.g_00462	Syag.g_00383
OG0000592	Pral.g_00461	Syag.g_00384
OG0000593	Pral.g_01433	Syag.g_00406
OG0000594	Pral.g_01434	Syag.g_00407
OG0000595	Pral.g_01435	Syag.g_00408
OG0000596	Pral.g_01439	Syag.g_00413
OG0000597	Pral.g_01441	Syag.g_00416
OG0000598	Pral.g_01442	Syag.g_00417
OG0000599	Pral.g_01445	Syag.g_00424
OG0000600	Pral.g_01446	Syag.g_00425
OG0000601	Pral.g_01447	Syag.g_00426
OG0000602	Pral.g_01449	Syag.g_00431
OG0000603	Pral.g_01450	Syag.g_00432
OG0000604	Pral.g_01451	Syag.g_00434
OG0000605	Pral.g_01452	Syag.g_00522
OG0000606	Pral.g_01455	Syag.g_00550
OG0000607	Pral.g_01458	Syag.g_00553
OG0000608	Pral.g_01459	Syag.g_00554
OG0000609	Pral.g_01460	Syag.g_00556
OG0000610	Pral.g_01466	Syag.g_00580
OG0000611	Pral.g_01469	Syag.g_00583
OG0000612	Pral.g_01470	Syag.g_00584
OG0000613	Pral.g_01769	Syag.g_02533
OG0000614	Pral.g_01748	Syag.g_01004
OG0000615	Pral.g_01737	Syag.g_00630
OG0000616	Pral.g_00399	Syag.g_02255
OG0000617	Pral.g_01723	Syag.g_00915
OG0000618	Pral.g_01722	Syag.g_00914
OG0000619	Pral.g_01721	Syag.g_00913
OG0000620	Pral.g_01718	Syag.g_00906
OG0000621	Pral.g_01717	Syag.g_00905
OG0000622	Pral.g_01716	Syag.g_00904
OG0000623	Pral.g_01715	Syag.g_00903
OG0000624	Pral.g_01713	Syag.g_00901
OG0000625	Pral.g_01712	Syag.g_00900
OG0000626	Pral.g_01711	Syag.g_00899
OG0000627	Pral.g_01709	Syag.g_00756
OG0000628	Pral.g_01708	Syag.g_00757
OG0000629	Pral.g_01707	Syag.g_00761
OG0000630	Pral.g_01704	Syag.g_00765
OG0000631	Pral.g_01658	Syag.g_00772
OG0000632	Pral.g_01657	Syag.g_00773
OG0000633	Pral.g_01656	Syag.g_00774
OG0000634	Pral.g_01484	Syag.g_00663
OG0000635	Pral.g_01485	Syag.g_00664
OG0000636	Pral.g_01487	Syag.g_00666
OG0000637	Pral.g_01489	Syag.g_00668
OG0000638	Pral.g_01490	Syag.g_00669
OG0000639	Pral.g_01491	Syag.g_00670
OG0000640	Pral.g_01492	Syag.g_00671
OG0000641	Pral.g_01496	Syag.g_00675
OG0000642	Pral.g_01497	Syag.g_00676
OG0000643	Pral.g_01498	Syag.g_00677
OG0000644	Pral.g_01499	Syag.g_00678
OG0000645	Pral.g_01500	Syag.g_00680
OG0000646	Pral.g_01502	Syag.g_00683
OG0000647	Pral.g_01504	Syag.g_00685
OG0000648	Pral.g_01506	Syag.g_00694
OG0000649	Pral.g_01507	Syag.g_00695
OG0000650	Pral.g_01508	Syag.g_00696
OG0000651	Pral.g_01509	Syag.g_00697
OG0000652	Pral.g_01510	Syag.g_00698
OG0000653	Pral.g_01512	Syag.g_00700
OG0000654	Pral.g_01513	Syag.g_00701
OG0000655	Pral.g_01514	Syag.g_00702
OG0000656	Pral.g_01517	Syag.g_00705
OG0000657	Pral.g_01524	Syag.g_00719
OG0000658	Pral.g_01525	Syag.g_00721
OG0000659	Pral.g_01526	Syag.g_00722
OG0000660	Pral.g_01530	Syag.g_00726
OG0000661	Pral.g_01532	Syag.g_00728
OG0000662	Pral.g_01534	Syag.g_00730
OG0000663	Pral.g_01536	Syag.g_00733
OG0000664	Pral.g_01537	Syag.g_00734
OG0000665	Pral.g_01543	Syag.g_00456
OG0000666	Pral.g_01544	Syag.g_00445
OG0000667	Pral.g_01548	Syag.g_00574
OG0000668	Pral.g_01820	Syag.g_00868
OG0000669	Pral.g_01809	Syag.g_00600
OG0000670	Pral.g_01806	Syag.g_00399
OG0000671	Pral.g_01804	Syag.g_00604
OG0000672	Pral.g_01801	Syag.g_00607
OG0000673	Pral.g_01798	Syag.g_00610
OG0000674	Pral.g_01796	Syag.g_00612
OG0000675	Pral.g_01795	Syag.g_00613
OG0000676	Pral.g_01793	Syag.g_00615
OG0000677	Pral.g_01792	Syag.g_00616
OG0000678	Pral.g_01790	Syag.g_00622
OG0000679	Pral.g_01786	Syag.g_00633
OG0000680	Pral.g_01785	Syag.g_00634
OG0000681	Pral.g_01782	Syag.g_00637
OG0000682	Pral.g_01781	Syag.g_00638
OG0000683	Pral.g_01780	Syag.g_00639
OG0000684	Pral.g_01778	Syag.g_00641
OG0000685	Pral.g_01776	Syag.g_00643
OG0000686	Pral.g_01775	Syag.g_00644
OG0000687	Pral.g_01774	Syag.g_00645
OG0000688	Pral.g_01474	Syag.g_00651
OG0000689	Pral.g_01475	Syag.g_00653
OG0000690	Pral.g_01476	Syag.g_00654
OG0000691	Pral.g_01477	Syag.g_00655
OG0000692	Pral.g_01479	Syag.g_00656
OG0000693	Pral.g_01480	Syag.g_00658
OG0000694	Pral.g_01481	Syag.g_00659
OG0000695	Pral.g_01654	Syag.g_00776
OG0000696	Pral.g_01653	Syag.g_00777
OG0000697	Pral.g_01652	Syag.g_00778
OG0000698	Pral.g_01649	Syag.g_00781
OG0000699	Pral.g_01647	Syag.g_00782
OG0000700	Pral.g_01646	Syag.g_00783
OG0000701	Pral.g_01645	Syag.g_00784
OG0000702	Pral.g_01643	Syag.g_00792
OG0000703	Pral.g_01642	Syag.g_00793
OG0000704	Pral.g_01640	Syag.g_00795
OG0000705	Pral.g_01634	Syag.g_00802
OG0000706	Pral.g_01633	Syag.g_00803
OG0000707	Pral.g_01632	Syag.g_00804
OG0000708	Pral.g_01630	Syag.g_00807
OG0000709	Pral.g_01626	Syag.g_00816
OG0000710	Pral.g_01623	Syag.g_00820
OG0000711	Pral.g_01579	Syag.g_00848
OG0000712	Pral.g_01580	Syag.g_00850
OG0000713	Pral.g_01581	Syag.g_00851
OG0000714	Pral.g_01582	Syag.g_00853
OG0000715	Pral.g_01584	Syag.g_00855
OG0000716	Pral.g_01586	Syag.g_00859
OG0000717	Pral.g_01587	Syag.g_00860
OG0000718	Pral.g_01590	Syag.g_00864
OG0000719	Pral.g_01592	Syag.g_00866
OG0000720	Pral.g_01603	Syag.g_00880
OG0000721	Pral.g_01607	Syag.g_00882
OG0000722	Pral.g_01608	Syag.g_00883
OG0000723	Pral.g_01575	Syag.g_00897
OG0000724	Pral.g_01566	Syag.g_00967
OG0000725	Pral.g_01560	Syag.g_00978
OG0000726	Pral.g_01559	Syag.g_00979
OG0000727	Pral.g_01558	Syag.g_00980
OG0000728	Pral.g_01556	Syag.g_00982
OG0000729	Pral.g_01311	Syag.g_02376
OG0000730	Pral.g_01324	Syag.g_02840
OG0000731	Pral.g_00692	Syag.g_02853
OG0000732	Pral.g_00348	Syag.g_02331
OG0000733	Pral.g_00077	Syag.g_00145
OG0000734	Pral.g_01351	Syag.g_01892
OG0000735	Pral.g_01353	Syag.g_01159
OG0000736	Pral.g_01354	Syag.g_01158
OG0000737	Pral.g_01355	Syag.g_01157
OG0000738	Pral.g_01359	Syag.g_01152
OG0000739	Pral.g_01360	Syag.g_01149
OG0000740	Pral.g_01361	Syag.g_01148
OG0000741	Pral.g_01363	Syag.g_01145
OG0000742	Pral.g_01366	Syag.g_01142
OG0000743	Pral.g_01368	Syag.g_01140
OG0000744	Pral.g_01369	Syag.g_01139
OG0000745	Pral.g_01370	Syag.g_01137
OG0000746	Pral.g_01372	Syag.g_01135
OG0000747	Pral.g_01373	Syag.g_01134
OG0000748	Pral.g_01378	Syag.g_01122
OG0000749	Pral.g_01379	Syag.g_01121
OG0000750	Pral.g_01380	Syag.g_01120
OG0000751	Pral.g_01383	Syag.g_01114
OG0000752	Pral.g_01385	Syag.g_01112
OG0000753	Pral.g_01388	Syag.g_01109
OG0000754	Pral.g_01391	Syag.g_01103
OG0000755	Pral.g_01399	Syag.g_01092
OG0000756	Pral.g_01400	Syag.g_01091
OG0000757	Pral.g_01406	Syag.g_01084
OG0000758	Pral.g_01407	Syag.g_01083
OG0000759	Pral.g_01408	Syag.g_01082
OG0000760	Pral.g_01409	Syag.g_01081
OG0000761	Pral.g_01410	Syag.g_01080
OG0000762	Pral.g_01411	Syag.g_01078
OG0000763	Pral.g_01413	Syag.g_01076
OG0000764	Pral.g_01414	Syag.g_01075
OG0000765	Pral.g_01423	Syag.g_01056
OG0000766	Pral.g_01424	Syag.g_01055
OG0000767	Pral.g_01426	Syag.g_01053
OG0000768	Pral.g_01427	Syag.g_01052
OG0000769	Pral.g_01429	Syag.g_01047
OG0000770	Pral.g_00456	Syag.g_01043
OG0000771	Pral.g_01064	Syag.g_00959
OG0000772	Pral.g_01893	Syag.g_02043
OG0000773	Pral.g_01290	Syag.g_01168
OG0000774	Pral.g_01288	Syag.g_01182
OG0000775	Pral.g_01286	Syag.g_01185
OG0000776	Pral.g_01285	Syag.g_01186
OG0000777	Pral.g_01284	Syag.g_01187
OG0000778	Pral.g_01283	Syag.g_01188
OG0000779	Pral.g_01279	Syag.g_01194
OG0000780	Pral.g_01278	Syag.g_01217
OG0000781	Pral.g_01275	Syag.g_01221
OG0000782	Pral.g_01274	Syag.g_01222
OG0000783	Pral.g_01273	Syag.g_01223
OG0000784	Pral.g_01272	Syag.g_01224
OG0000785	Pral.g_01270	Syag.g_01226
OG0000786	Pral.g_01267	Syag.g_01235
OG0000787	Pral.g_01266	Syag.g_01236
OG0000788	Pral.g_00440	Syag.g_00427
OG0000789	Pral.g_01060	Syag.g_00453
OG0000790	Pral.g_01217	Syag.g_01542
OG0000791	Pral.g_01215	Syag.g_01544
OG0000792	Pral.g_01214	Syag.g_01545
OG0000793	Pral.g_01211	Syag.g_01550
OG0000794	Pral.g_01210	Syag.g_01551
OG0000795	Pral.g_01209	Syag.g_01552
OG0000796	Pral.g_01205	Syag.g_01556
OG0000797	Pral.g_01204	Syag.g_01557
OG0000799	Pral.g_01184	Syag.g_01278
OG0000800	Pral.g_01183	Syag.g_01280
OG0000801	Pral.g_01182	Syag.g_01285
OG0000802	Pral.g_01180	Syag.g_01293
OG0000803	Pral.g_01178	Syag.g_01321
OG0000804	Pral.g_01177	Syag.g_01438
OG0000805	Pral.g_01175	Syag.g_01433
OG0000806	Pral.g_01173	Syag.g_01429
OG0000807	Pral.g_01172	Syag.g_01428
OG0000808	Pral.g_01171	Syag.g_01427
OG0000809	Pral.g_01167	Syag.g_01423
OG0000810	Pral.g_01166	Syag.g_01422
OG0000811	Pral.g_01158	Syag.g_01413
OG0000812	Pral.g_01156	Syag.g_01411
OG0000813	Pral.g_01155	Syag.g_01410
OG0000814	Pral.g_01153	Syag.g_01408
OG0000815	Pral.g_01152	Syag.g_01407
OG0000816	Pral.g_01150	Syag.g_01405
OG0000817	Pral.g_01149	Syag.g_01404
OG0000818	Pral.g_01144	Syag.g_01400
OG0000819	Pral.g_01143	Syag.g_01399
OG0000820	Pral.g_01142	Syag.g_01398
OG0000821	Pral.g_01137	Syag.g_01388
OG0000822	Pral.g_01136	Syag.g_01386
OG0000823	Pral.g_01135	Syag.g_01385
OG0000824	Pral.g_01132	Syag.g_01379
OG0000825	Pral.g_01131	Syag.g_01378
OG0000826	Pral.g_01130	Syag.g_01377
OG0000827	Pral.g_01129	Syag.g_01376
OG0000828	Pral.g_01126	Syag.g_01373
OG0000829	Pral.g_01125	Syag.g_01372
OG0000830	Pral.g_01124	Syag.g_01371
OG0000831	Pral.g_01122	Syag.g_01367
OG0000832	Pral.g_01110	Syag.g_01614
OG0000833	Pral.g_01101	Syag.g_01628
OG0000834	Pral.g_01100	Syag.g_01632
OG0000835	Pral.g_01099	Syag.g_01633
OG0000836	Pral.g_01098	Syag.g_01637
OG0000837	Pral.g_01097	Syag.g_01638
OG0000838	Pral.g_01094	Syag.g_01642
OG0000839	Pral.g_01093	Syag.g_01643
OG0000840	Pral.g_01092	Syag.g_01644
OG0000841	Pral.g_01091	Syag.g_01645
OG0000842	Pral.g_01090	Syag.g_01646
OG0000843	Pral.g_01089	Syag.g_01647
OG0000844	Pral.g_01088	Syag.g_01649
OG0000845	Pral.g_01087	Syag.g_01650
OG0000846	Pral.g_01086	Syag.g_01651
OG0000847	Pral.g_01085	Syag.g_01652
OG0000848	Pral.g_01084	Syag.g_01654
OG0000849	Pral.g_01083	Syag.g_01655
OG0000850	Pral.g_01081	Syag.g_01657
OG0000851	Pral.g_01080	Syag.g_01663
OG0000852	Pral.g_01079	Syag.g_01664
OG0000853	Pral.g_01074	Syag.g_01668
OG0000854	Pral.g_01072	Syag.g_01670
OG0000855	Pral.g_01071	Syag.g_01671
OG0000856	Pral.g_01058	Syag.g_00386
OG0000857	Pral.g_01503	Syag.g_00684
OG0000858	Pral.g_00100	Syag.g_01677
OG0000859	Pral.g_00101	Syag.g_01678
OG0000860	Pral.g_00109	Syag.g_01689
OG0000861	Pral.g_00110	Syag.g_01690
OG0000862	Pral.g_00111	Syag.g_01693
OG0000863	Pral.g_00113	Syag.g_01695
OG0000864	Pral.g_00114	Syag.g_01696
OG0000865	Pral.g_00115	Syag.g_01697
OG0000866	Pral.g_00116	Syag.g_01698
OG0000867	Pral.g_00117	Syag.g_01699
OG0000868	Pral.g_00119	Syag.g_01707
OG0000869	Pral.g_00122	Syag.g_01711
OG0000870	Pral.g_00127	Syag.g_01716
OG0000871	Pral.g_00128	Syag.g_01717
OG0000872	Pral.g_00129	Syag.g_01723
OG0000873	Pral.g_00132	Syag.g_01726
OG0000874	Pral.g_00135	Syag.g_01729
OG0000875	Pral.g_00136	Syag.g_01731
OG0000876	Pral.g_00137	Syag.g_01732
OG0000877	Pral.g_00139	Syag.g_01734
OG0000878	Pral.g_00140	Syag.g_01735
OG0000879	Pral.g_00141	Syag.g_02356
OG0000880	Pral.g_00142	Syag.g_01736
OG0000881	Pral.g_00146	Syag.g_01741
OG0000882	Pral.g_00151	Syag.g_01746
OG0000883	Pral.g_00154	Syag.g_01749
OG0000884	Pral.g_00156	Syag.g_01751
OG0000885	Pral.g_00157	Syag.g_01752
OG0000886	Pral.g_00158	Syag.g_01753
OG0000887	Pral.g_00159	Syag.g_01754
OG0000888	Pral.g_00161	Syag.g_01756
OG0000889	Pral.g_00163	Syag.g_01758
OG0000890	Pral.g_00164	Syag.g_01761
OG0000891	Pral.g_00165	Syag.g_01762
OG0000892	Pral.g_00167	Syag.g_01765
OG0000893	Pral.g_00170	Syag.g_02688
OG0000894	Pral.g_00173	Syag.g_02691
OG0000895	Pral.g_00177	Syag.g_02695
OG0000896	Pral.g_00178	Syag.g_02696
OG0000897	Pral.g_00180	Syag.g_02699
OG0000898	Pral.g_00181	Syag.g_02700
OG0000899	Pral.g_00182	Syag.g_02701
OG0000900	Pral.g_00183	Syag.g_02702
OG0000901	Pral.g_00187	Syag.g_02707
OG0000902	Pral.g_00189	Syag.g_02709
OG0000903	Pral.g_00193	Syag.g_02724
OG0000904	Pral.g_00198	Syag.g_02718
OG0000905	Pral.g_00191	Syag.g_02714
OG0000906	Pral.g_00190	Syag.g_02711
OG0000907	Pral.g_00200	Syag.g_02727
OG0000908	Pral.g_00203	Syag.g_02730
OG0000909	Pral.g_00204	Syag.g_02731
OG0000910	Pral.g_00205	Syag.g_02732
OG0000911	Pral.g_00207	Syag.g_02734
OG0000912	Pral.g_00208	Syag.g_02735
OG0000913	Pral.g_00209	Syag.g_02736
OG0000914	Pral.g_00210	Syag.g_02737
OG0000915	Pral.g_00211	Syag.g_02739
OG0000916	Pral.g_00212	Syag.g_02740
OG0000917	Pral.g_00213	Syag.g_02741
OG0000918	Pral.g_00214	Syag.g_02742
OG0000919	Pral.g_00215	Syag.g_02743
OG0000920	Pral.g_00216	Syag.g_02744
OG0000921	Pral.g_00217	Syag.g_02745
OG0000922	Pral.g_00218	Syag.g_02746
OG0000923	Pral.g_00222	Syag.g_02750
OG0000924	Pral.g_00223	Syag.g_02751
OG0000925	Pral.g_00224	Syag.g_02752
OG0000926	Pral.g_00225	Syag.g_02753
OG0000927	Pral.g_00227	Syag.g_02755
OG0000928	Pral.g_00228	Syag.g_02756
OG0000929	Pral.g_00229	Syag.g_02757
OG0000930	Pral.g_00230	Syag.g_02758
OG0000931	Pral.g_00232	Syag.g_02759
OG0000932	Pral.g_01190	Syag.g_02760
OG0000933	Pral.g_00236	Syag.g_02766
OG0000934	Pral.g_00238	Syag.g_02768
OG0000935	Pral.g_00239	Syag.g_02769
OG0000936	Pral.g_00240	Syag.g_02770
OG0000937	Pral.g_00241	Syag.g_02771
OG0000938	Pral.g_00244	Syag.g_02774
OG0000939	Pral.g_00245	Syag.g_02775
OG0000940	Pral.g_00252	Syag.g_02783
OG0000941	Pral.g_00254	Syag.g_02785
OG0000942	Pral.g_00256	Syag.g_02787
OG0000943	Pral.g_00257	Syag.g_02788
OG0000944	Pral.g_00259	Syag.g_02790
OG0000945	Pral.g_00260	Syag.g_02792
OG0000946	Pral.g_00266	Syag.g_02797
OG0000947	Pral.g_00268	Syag.g_02801
OG0000948	Pral.g_00269	Syag.g_02802
OG0000949	Pral.g_00272	Syag.g_02449
OG0000950	Pral.g_00278	Syag.g_02436
OG0000951	Pral.g_00282	Syag.g_02431
OG0000952	Pral.g_00286	Syag.g_02423
OG0000953	Pral.g_00290	Syag.g_02415
OG0000954	Pral.g_00294	Syag.g_02409
OG0000955	Pral.g_00295	Syag.g_02408
OG0000956	Pral.g_00297	Syag.g_02406
OG0000957	Pral.g_00303	Syag.g_02395
OG0000958	Pral.g_00304	Syag.g_02394
OG0000959	Pral.g_00308	Syag.g_02389
OG0000960	Pral.g_00309	Syag.g_02388
OG0000961	Pral.g_00312	Syag.g_02379
OG0000962	Pral.g_00314	Syag.g_02377
OG0000963	Pral.g_00318	Syag.g_02372
OG0000964	Pral.g_00319	Syag.g_02371
OG0000965	Pral.g_00320	Syag.g_02370
OG0000966	Pral.g_00326	Syag.g_02362
OG0000967	Pral.g_00330	Syag.g_02358
OG0000968	Pral.g_00332	Syag.g_02355
OG0000969	Pral.g_00333	Syag.g_02354
OG0000970	Pral.g_00334	Syag.g_02353
OG0000971	Pral.g_00335	Syag.g_02348
OG0000972	Pral.g_00336	Syag.g_02347
OG0000973	Pral.g_00337	Syag.g_02346
OG0000974	Pral.g_00338	Syag.g_02345
OG0000975	Pral.g_00339	Syag.g_02344
OG0000976	Pral.g_00340	Syag.g_02343
OG0000977	Pral.g_00341	Syag.g_02340
OG0000978	Pral.g_00342	Syag.g_02338
OG0000979	Pral.g_00345	Syag.g_02335
OG0000980	Pral.g_00347	Syag.g_02332
OG0000981	Pral.g_00350	Syag.g_02329
OG0000982	Pral.g_00352	Syag.g_02127
OG0000983	Pral.g_00353	Syag.g_02128
OG0000984	Pral.g_00354	Syag.g_02129
OG0000985	Pral.g_00357	Syag.g_02133
OG0000986	Pral.g_00359	Syag.g_02138
OG0000987	Pral.g_00360	Syag.g_02140
OG0000988	Pral.g_00363	Syag.g_02145
OG0000989	Pral.g_00367	Syag.g_02156
OG0000990	Pral.g_00373	Syag.g_02169
OG0000991	Pral.g_00374	Syag.g_02174
OG0000992	Pral.g_00377	Syag.g_02177
OG0000993	Pral.g_00378	Syag.g_02178
OG0000994	Pral.g_00379	Syag.g_02181
OG0000995	Pral.g_00383	Syag.g_02187
OG0000996	Pral.g_00384	Syag.g_02229
OG0000997	Pral.g_00386	Syag.g_02239
OG0000998	Pral.g_00388	Syag.g_02241
OG0000999	Pral.g_00389	Syag.g_02242
OG0001000	Pral.g_00392	Syag.g_02246
OG0001001	Pral.g_00396	Syag.g_02251
OG0001002	Pral.g_00401	Syag.g_02258
OG0001003	Pral.g_00402	Syag.g_02260
OG0001004	Pral.g_00403	Syag.g_02261
OG0001005	Pral.g_00404	Syag.g_02263
OG0001006	Pral.g_00408	Syag.g_02270
OG0001007	Pral.g_00410	Syag.g_02272
OG0001008	Pral.g_00657	Syag.g_00034
OG0001009	Pral.g_01017	Syag.g_02304
OG0001010	Pral.g_01016	Syag.g_02305
OG0001011	Pral.g_01014	Syag.g_02307
OG0001012	Pral.g_01001	Syag.g_02123
OG0001013	Pral.g_00994	Syag.g_02098
OG0001014	Pral.g_00991	Syag.g_02084
OG0001015	Pral.g_00990	Syag.g_02083
OG0001016	Pral.g_00974	Syag.g_01824
OG0001017	Pral.g_00970	Syag.g_01830
OG0001018	Pral.g_00968	Syag.g_01832
OG0001019	Pral.g_00958	Syag.g_01854
OG0001020	Pral.g_00957	Syag.g_01861
OG0001021	Pral.g_00956	Syag.g_01865
OG0001022	Pral.g_00953	Syag.g_01870
OG0001023	Pral.g_00952	Syag.g_01871
OG0001024	Pral.g_00949	Syag.g_01875
OG0001025	Pral.g_00942	Syag.g_01882
OG0001026	Pral.g_00934	Syag.g_01894
OG0001027	Pral.g_00933	Syag.g_01902
OG0001028	Pral.g_00931	Syag.g_01904
OG0001029	Pral.g_00930	Syag.g_01906
OG0001030	Pral.g_00914	Syag.g_01927
OG0001031	Pral.g_00857	Syag.g_02000
OG0001032	Pral.g_00856	Syag.g_02005
OG0001033	Pral.g_00836	Syag.g_02048
OG0001034	Pral.g_00804	Syag.g_01784
OG0001035	Pral.g_00784	Syag.g_02635
OG0001036	Pral.g_00780	Syag.g_02630
OG0001037	Pral.g_00779	Syag.g_02628
OG0001038	Pral.g_00761	Syag.g_02600
OG0001039	Pral.g_00758	Syag.g_02597
OG0001040	Pral.g_00755	Syag.g_02594
OG0001041	Pral.g_00751	Syag.g_02589
OG0001042	Pral.g_00734	Syag.g_02564
OG0001043	Pral.g_00733	Syag.g_02560
OG0001044	Pral.g_00699	Syag.g_02842
OG0001045	Pral.g_00690	Syag.g_02856
OG0001046	Pral.g_01039	Syag.g_00836
OG0001047	Pral.g_00655	Syag.g_00036
OG0001048	Pral.g_00654	Syag.g_00037
OG0001049	Pral.g_00651	Syag.g_00040
OG0001050	Pral.g_00650	Syag.g_00041
OG0001051	Pral.g_00649	Syag.g_00042
OG0001052	Pral.g_00621	Syag.g_01352
OG0001053	Pral.g_00608	Syag.g_01525
OG0001055	Pral.g_00573	Syag.g_01485
OG0001056	Pral.g_00554	Syag.g_01449
OG0001057	Pral.g_00549	Syag.g_01241
OG0001058	Pral.g_00541	Syag.g_00271
OG0001059	Pral.g_00537	Syag.g_00275
OG0001060	Pral.g_00530	Syag.g_00282
OG0001061	Pral.g_00514	Syag.g_00302
OG0001062	Pral.g_00512	Syag.g_00304
OG0001063	Pral.g_00510	Syag.g_00310
OG0001064	Pral.g_00509	Syag.g_00311
OG0001065	Pral.g_00508	Syag.g_00312
OG0001066	Pral.g_00507	Syag.g_00313
OG0001067	Pral.g_00506	Syag.g_00314
OG0001068	Pral.g_00505	Syag.g_00315
OG0001069	Pral.g_00504	Syag.g_00317
OG0001070	Pral.g_00502	Syag.g_00321
OG0001071	Pral.g_00501	Syag.g_00322
OG0001072	Pral.g_00499	Syag.g_00327
OG0001073	Pral.g_00485	Syag.g_00342
OG0001074	Pral.g_00472	Syag.g_00467
OG0001075	Pral.g_00471	Syag.g_00362
OG0001076	Pral.g_00464	Syag.g_00378
OG0001077	Pral.g_00459	Syag.g_00388
OG0001078	Pral.g_01437	Syag.g_00411
OG0001079	Pral.g_01448	Syag.g_00428
OG0001080	Pral.g_01454	Syag.g_00495
OG0001081	Pral.g_01456	Syag.g_00551
OG0001082	Pral.g_01457	Syag.g_00552
OG0001083	Pral.g_01462	Syag.g_00565
OG0001084	Pral.g_01463	Syag.g_00569
OG0001085	Pral.g_01772	Syag.g_00592
OG0001086	Pral.g_01771	Syag.g_00594
OG0001087	Pral.g_01753	Syag.g_01018
OG0001088	Pral.g_01752	Syag.g_01016
OG0001089	Pral.g_01741	Syag.g_00986
OG0001090	Pral.g_01728	Syag.g_00922
OG0001091	Pral.g_01726	Syag.g_00919
OG0001092	Pral.g_01725	Syag.g_00917
OG0001093	Pral.g_01720	Syag.g_00910
OG0001094	Pral.g_01482	Syag.g_00661
OG0001095	Pral.g_01501	Syag.g_00681
OG0001096	Pral.g_01515	Syag.g_00703
OG0001097	Pral.g_01533	Syag.g_00729
OG0001098	Pral.g_01552	Syag.g_00744
OG0001099	Pral.g_01815	Syag.g_01905
OG0001101	Pral.g_01805	Syag.g_00603
OG0001102	Pral.g_01802	Syag.g_00606
OG0001103	Pral.g_01800	Syag.g_00608
OG0001104	Pral.g_01777	Syag.g_00642
OG0001105	Pral.g_01773	Syag.g_00646
OG0001106	Pral.g_01639	Syag.g_00796
OG0001107	Pral.g_01629	Syag.g_00808
OG0001108	Pral.g_01625	Syag.g_00817
OG0001109	Pral.g_01624	Syag.g_00819
OG0001110	Pral.g_01622	Syag.g_00821
OG0001111	Pral.g_01621	Syag.g_00823
OG0001112	Pral.g_01620	Syag.g_00825
OG0001113	Pral.g_01619	Syag.g_00826
OG0001114	Pral.g_01618	Syag.g_00827
OG0001115	Pral.g_01616	Syag.g_00831
OG0001116	Pral.g_01615	Syag.g_00833
OG0001117	Pral.g_01614	Syag.g_00834
OG0001118	Pral.g_01613	Syag.g_00835
OG0001119	Pral.g_01612	Syag.g_00837
OG0001120	Pral.g_01611	Syag.g_00841
OG0001122	Pral.g_01593	Syag.g_00867
OG0001123	Pral.g_01598	Syag.g_00875
OG0001124	Pral.g_01600	Syag.g_00877
OG0001125	Pral.g_01602	Syag.g_00879
OG0001126	Pral.g_01571	Syag.g_00957
OG0001127	Pral.g_01570	Syag.g_00958
OG0001128	Pral.g_01569	Syag.g_00961
OG0001129	Pral.g_01568	Syag.g_00963
OG0001130	Pral.g_01567	Syag.g_00964
OG0001131	Pral.g_01321	Syag.g_00624
OG0001132	Pral.g_01033	Syag.g_00096
OG0001133	Pral.g_01314	Syag.g_00380
OG0001134	Pral.g_00056, Pral.g_00078	Syag.g_02164
OG0001135	Pral.g_00075	Syag.g_00147
OG0001136	Pral.g_01364	Syag.g_01144
OG0001137	Pral.g_01377	Syag.g_01123
OG0001138	Pral.g_01401	Syag.g_01090
OG0001139	Pral.g_01403	Syag.g_01088
OG0001141	Pral.g_01404	Syag.g_01086
OG0001142	Pral.g_01405	Syag.g_01085
OG0001143	Pral.g_01412	Syag.g_01077
OG0001144	Pral.g_01417	Syag.g_01064
OG0001145	Pral.g_01289	Syag.g_01169
OG0001146	Pral.g_01277	Syag.g_01218
OG0001147	Pral.g_01235	Syag.g_01360
OG0001148	Pral.g_01220	Syag.g_01539
OG0001149	Pral.g_01219	Syag.g_01540
OG0001150	Pral.g_01218	Syag.g_01541
OG0001151	Pral.g_01207	Syag.g_01554
OG0001152	Pral.g_01206	Syag.g_01555
OG0001153	Pral.g_01128	Syag.g_01375
OG0001154	Pral.g_01127	Syag.g_01374
OG0001155	Pral.g_01108	Syag.g_01616
OG0001156	Pral.g_01105	Syag.g_01619
OG0001157	Pral.g_01104	Syag.g_01620
OG0001158	Pral.g_01103	Syag.g_01621
OG0001159	Pral.g_01102	Syag.g_01622, Syag.g_01625
OG0001160	Pral.g_01076	Syag.g_01666
OG0001161	Pral.g_00045	Syag.g_02163
OG0001163	Pral.g_00098	Syag.g_01674
OG0001164	Pral.g_00102	Syag.g_01680
OG0001165	Pral.g_00105	Syag.g_01685
OG0001166	Pral.g_00126	Syag.g_01715
OG0001167	Pral.g_00143	Syag.g_02383
OG0001168	Pral.g_00145	Syag.g_01740
OG0001169	Pral.g_00147	Syag.g_01742
OG0001170	Pral.g_00149	Syag.g_01744
OG0001171	Pral.g_00160	Syag.g_01755
OG0001172	Pral.g_00175	Syag.g_02693
OG0001173	Pral.g_00176	Syag.g_02694
OG0001174	Pral.g_00184	Syag.g_02703
OG0001175	Pral.g_00185	Syag.g_02704
