Orthogroup	Pral	Syae
OG0000588	Pral.g_00469	Syae.g_00043
OG0000589	Pral.g_00466	Syae.g_00047
OG0000590	Pral.g_00465	Syae.g_00048
OG0000591	Pral.g_00462	Syae.g_00056
OG0000592	Pral.g_00461	Syae.g_00057
OG0000593	Pral.g_01433	Syae.g_00070
OG0000594	Pral.g_01434	Syae.g_00071
OG0000595	Pral.g_01435	Syae.g_00072
OG0000596	Pral.g_01439	Syae.g_00077
OG0000597	Pral.g_01441	Syae.g_00080
OG0000598	Pral.g_01442	Syae.g_00081
OG0000599	Pral.g_01445	Syae.g_00084
OG0000600	Pral.g_01446	Syae.g_00085
OG0000601	Pral.g_01447	Syae.g_00086
OG0000602	Pral.g_01449	Syae.g_00091
OG0000603	Pral.g_01450	Syae.g_00092
OG0000604	Pral.g_01451	Syae.g_00095
OG0000605	Pral.g_01452	Syae.g_00260
OG0000606	Pral.g_01455	Syae.g_00616
OG0000607	Pral.g_01458	Syae.g_00613
OG0000608	Pral.g_01459	Syae.g_00612
OG0000609	Pral.g_01460	Syae.g_00610
OG0000610	Pral.g_01466	Syae.g_00601
OG0000611	Pral.g_01469	Syae.g_00598
OG0000612	Pral.g_01470	Syae.g_00597
OG0000613	Pral.g_01769	Syae.g_01910
OG0000614	Pral.g_01748	Syae.g_00765
OG0000615	Pral.g_01737	Syae.g_00557
OG0000616	Pral.g_00399	Syae.g_01696
OG0000617	Pral.g_01723	Syae.g_00464
OG0000618	Pral.g_01722	Syae.g_00463
OG0000619	Pral.g_01721	Syae.g_00462
OG0000620	Pral.g_01718	Syae.g_00456
OG0000621	Pral.g_01717	Syae.g_00455
OG0000622	Pral.g_01716	Syae.g_00454
OG0000623	Pral.g_01715	Syae.g_00453
OG0000624	Pral.g_01713	Syae.g_00451
OG0000625	Pral.g_01712	Syae.g_00450
OG0000626	Pral.g_01711	Syae.g_00449
OG0000627	Pral.g_01709	Syae.g_00299
OG0000628	Pral.g_01708	Syae.g_00300
OG0000629	Pral.g_01707	Syae.g_00303
OG0000630	Pral.g_01704	Syae.g_00310
OG0000631	Pral.g_01658	Syae.g_00317
OG0000632	Pral.g_01657	Syae.g_00318
OG0000633	Pral.g_01656	Syae.g_00320
OG0000634	Pral.g_01484	Syae.g_00525
OG0000635	Pral.g_01485	Syae.g_00524
OG0000636	Pral.g_01487	Syae.g_00522
OG0000637	Pral.g_01489	Syae.g_00520
OG0000638	Pral.g_01490	Syae.g_00519
OG0000639	Pral.g_01491	Syae.g_00518
OG0000640	Pral.g_01492	Syae.g_00517
OG0000641	Pral.g_01496	Syae.g_00513
OG0000642	Pral.g_01497	Syae.g_00512
OG0000643	Pral.g_01498	Syae.g_00510
OG0000644	Pral.g_01499	Syae.g_00509
OG0000645	Pral.g_01500	Syae.g_00507
OG0000646	Pral.g_01502	Syae.g_00504
OG0000647	Pral.g_01504	Syae.g_00502
OG0000648	Pral.g_01506	Syae.g_00499
OG0000649	Pral.g_01507	Syae.g_00498
OG0000650	Pral.g_01508	Syae.g_00497
OG0000651	Pral.g_01509	Syae.g_00496
OG0000652	Pral.g_01510	Syae.g_00495
OG0000653	Pral.g_01512	Syae.g_00493
OG0000654	Pral.g_01513	Syae.g_00492
OG0000655	Pral.g_01514	Syae.g_00491
OG0000656	Pral.g_01517	Syae.g_00488
OG0000657	Pral.g_01524	Syae.g_00834
OG0000658	Pral.g_01525	Syae.g_00837
OG0000659	Pral.g_01526	Syae.g_00838
OG0000660	Pral.g_01530	Syae.g_00842
OG0000661	Pral.g_01532	Syae.g_00844
OG0000662	Pral.g_01534	Syae.g_00846
OG0000663	Pral.g_01536	Syae.g_00849
OG0000664	Pral.g_01537	Syae.g_00850
OG0000665	Pral.g_01543	Syae.g_00121
OG0000666	Pral.g_01544	Syae.g_00258
OG0000667	Pral.g_01548	Syae.g_02056
OG0000668	Pral.g_01820	Syae.g_00418
OG0000669	Pral.g_01809	Syae.g_00585
OG0000670	Pral.g_01806	Syae.g_00582
OG0000671	Pral.g_01804	Syae.g_00580
OG0000672	Pral.g_01801	Syae.g_00577
OG0000673	Pral.g_01798	Syae.g_00574
OG0000674	Pral.g_01796	Syae.g_00572
OG0000675	Pral.g_01795	Syae.g_00571
OG0000676	Pral.g_01793	Syae.g_00569
OG0000677	Pral.g_01792	Syae.g_00568
OG0000678	Pral.g_01790	Syae.g_00564
OG0000679	Pral.g_01786	Syae.g_00555
OG0000680	Pral.g_01785	Syae.g_00554
OG0000681	Pral.g_01782	Syae.g_00551
OG0000682	Pral.g_01781	Syae.g_00550
OG0000683	Pral.g_01780	Syae.g_00549
OG0000684	Pral.g_01778	Syae.g_00545
OG0000685	Pral.g_01776	Syae.g_00543
OG0000686	Pral.g_01775	Syae.g_00542
OG0000687	Pral.g_01774	Syae.g_00541
OG0000688	Pral.g_01474	Syae.g_00536
OG0000689	Pral.g_01475	Syae.g_00534
OG0000690	Pral.g_01476	Syae.g_00533
OG0000691	Pral.g_01477	Syae.g_00532
OG0000692	Pral.g_01479	Syae.g_00531
OG0000693	Pral.g_01480	Syae.g_00529
OG0000694	Pral.g_01481	Syae.g_00528
OG0000695	Pral.g_01654	Syae.g_00322
OG0000696	Pral.g_01653	Syae.g_00323
OG0000697	Pral.g_01652	Syae.g_00325
OG0000698	Pral.g_01649	Syae.g_00328
OG0000699	Pral.g_01647	Syae.g_00330
OG0000700	Pral.g_01646	Syae.g_00331
OG0000701	Pral.g_01645	Syae.g_00332
OG0000702	Pral.g_01643	Syae.g_00341
OG0000703	Pral.g_01642	Syae.g_00342
OG0000704	Pral.g_01640	Syae.g_00345
OG0000705	Pral.g_01634	Syae.g_00352
OG0000706	Pral.g_01633	Syae.g_00353
OG0000707	Pral.g_01632	Syae.g_00354
OG0000708	Pral.g_01630	Syae.g_00357
OG0000709	Pral.g_01626	Syae.g_00365
OG0000710	Pral.g_01623	Syae.g_00369
OG0000711	Pral.g_01579	Syae.g_00398
OG0000712	Pral.g_01580	Syae.g_00400
OG0000713	Pral.g_01581	Syae.g_00401
OG0000714	Pral.g_01582	Syae.g_00403
OG0000715	Pral.g_01584	Syae.g_00405
OG0000716	Pral.g_01586	Syae.g_00409
OG0000717	Pral.g_01587	Syae.g_00410
OG0000718	Pral.g_01590	Syae.g_00414
OG0000719	Pral.g_01592	Syae.g_00416
OG0000720	Pral.g_01603	Syae.g_00429
OG0000721	Pral.g_01607	Syae.g_00431
OG0000722	Pral.g_01608	Syae.g_00432
OG0000723	Pral.g_01575	Syae.g_00445
OG0000724	Pral.g_01566	Syae.g_00799
OG0000725	Pral.g_01560	Syae.g_00789
OG0000726	Pral.g_01559	Syae.g_00788
OG0000727	Pral.g_01558	Syae.g_00787
OG0000728	Pral.g_01556	Syae.g_00785
OG0000729	Pral.g_01311	Syae.g_01819
OG0000730	Pral.g_01324	Syae.g_02189
OG0000731	Pral.g_00692	Syae.g_02201
OG0000732	Pral.g_00348	Syae.g_01764
OG0000733	Pral.g_00077	Syae.g_01599
OG0000734	Pral.g_01351	Syae.g_01371
OG0000735	Pral.g_01353	Syae.g_00942
OG0000736	Pral.g_01354	Syae.g_00941
OG0000737	Pral.g_01355	Syae.g_00940
OG0000738	Pral.g_01359	Syae.g_00935
OG0000739	Pral.g_01360	Syae.g_00928
OG0000740	Pral.g_01361	Syae.g_00927
OG0000741	Pral.g_01363	Syae.g_00924
OG0000742	Pral.g_01366	Syae.g_00922
OG0000743	Pral.g_01368	Syae.g_00920
OG0000744	Pral.g_01369	Syae.g_00919
OG0000745	Pral.g_01370	Syae.g_00917
OG0000746	Pral.g_01372	Syae.g_00915
OG0000747	Pral.g_01373	Syae.g_00914
OG0000748	Pral.g_01378	Syae.g_00902
OG0000749	Pral.g_01379	Syae.g_00900
OG0000750	Pral.g_01380	Syae.g_00899
OG0000751	Pral.g_01383	Syae.g_00892
OG0000752	Pral.g_01385	Syae.g_00890
OG0000753	Pral.g_01388	Syae.g_00887
OG0000754	Pral.g_01391	Syae.g_00641
OG0000755	Pral.g_01399	Syae.g_00651
OG0000756	Pral.g_01400	Syae.g_00652
OG0000757	Pral.g_01406	Syae.g_00661
OG0000758	Pral.g_01407	Syae.g_00662
OG0000759	Pral.g_01408	Syae.g_00663
OG0000760	Pral.g_01409	Syae.g_00664
OG0000761	Pral.g_01410	Syae.g_00668
OG0000762	Pral.g_01411	Syae.g_00672
OG0000763	Pral.g_01413	Syae.g_00676
OG0000764	Pral.g_01414	Syae.g_00677
OG0000765	Pral.g_01423	Syae.g_00695
OG0000766	Pral.g_01424	Syae.g_00696
OG0000767	Pral.g_01426	Syae.g_00698
OG0000768	Pral.g_01427	Syae.g_00699
OG0000769	Pral.g_01429	Syae.g_00701
OG0000770	Pral.g_00456	Syae.g_00704
OG0000771	Pral.g_01064	Syae.g_00805
OG0000772	Pral.g_01893	Syae.g_00168
OG0000773	Pral.g_01290	Syae.g_00947
OG0000774	Pral.g_01288	Syae.g_00951
OG0000775	Pral.g_01286	Syae.g_00954
OG0000776	Pral.g_01285	Syae.g_00955
OG0000777	Pral.g_01284	Syae.g_00956
OG0000778	Pral.g_01283	Syae.g_00957
OG0000779	Pral.g_01279	Syae.g_00963
OG0000780	Pral.g_01278	Syae.g_00967
OG0000781	Pral.g_01275	Syae.g_00971
OG0000782	Pral.g_01274	Syae.g_00972
OG0000783	Pral.g_01273	Syae.g_00973
OG0000784	Pral.g_01272	Syae.g_00974
OG0000785	Pral.g_01270	Syae.g_00976
OG0000786	Pral.g_01267	Syae.g_02477
OG0000787	Pral.g_01266	Syae.g_02476
OG0000788	Pral.g_00440	Syae.g_00087
OG0000789	Pral.g_01060	Syae.g_00281
OG0000790	Pral.g_01217	Syae.g_02294
OG0000791	Pral.g_01215	Syae.g_02292
OG0000792	Pral.g_01214	Syae.g_02291
OG0000793	Pral.g_01211	Syae.g_02286
OG0000794	Pral.g_01210	Syae.g_02285
OG0000795	Pral.g_01209	Syae.g_02284
OG0000796	Pral.g_01205	Syae.g_02280
OG0000797	Pral.g_01204	Syae.g_02279
OG0000799	Pral.g_01184	Syae.g_00010
OG0000800	Pral.g_01183	Syae.g_00009
OG0000801	Pral.g_01182	Syae.g_00008
OG0000802	Pral.g_01180	Syae.g_02686
OG0000803	Pral.g_01178	Syae.g_02680
OG0000804	Pral.g_01177	Syae.g_02677
OG0000805	Pral.g_01175	Syae.g_02663
OG0000806	Pral.g_01173	Syae.g_02661
OG0000807	Pral.g_01172	Syae.g_02659
OG0000808	Pral.g_01171	Syae.g_02658
OG0000809	Pral.g_01167	Syae.g_02655
OG0000810	Pral.g_01166	Syae.g_02654
OG0000811	Pral.g_01158	Syae.g_02648
OG0000812	Pral.g_01156	Syae.g_02646
OG0000813	Pral.g_01155	Syae.g_02645
OG0000814	Pral.g_01153	Syae.g_02643
OG0000815	Pral.g_01152	Syae.g_02642
OG0000816	Pral.g_01150	Syae.g_02641
OG0000817	Pral.g_01149	Syae.g_02640
OG0000818	Pral.g_01144	Syae.g_02634
OG0000819	Pral.g_01143	Syae.g_02633
OG0000820	Pral.g_01142	Syae.g_02632
OG0000821	Pral.g_01137	Syae.g_02626
OG0000822	Pral.g_01136	Syae.g_02624
OG0000823	Pral.g_01135	Syae.g_02623
OG0000824	Pral.g_01132	Syae.g_02617
OG0000825	Pral.g_01131	Syae.g_02616
OG0000826	Pral.g_01130	Syae.g_02615
OG0000827	Pral.g_01129	Syae.g_02614
OG0000828	Pral.g_01126	Syae.g_02612
OG0000829	Pral.g_01125	Syae.g_02611
OG0000830	Pral.g_01124	Syae.g_02610
OG0000831	Pral.g_01122	Syae.g_02608
OG0000832	Pral.g_01110	Syae.g_01081
OG0000833	Pral.g_01101	Syae.g_01106
OG0000834	Pral.g_01100	Syae.g_01108
OG0000835	Pral.g_01099	Syae.g_01109
OG0000836	Pral.g_01098	Syae.g_01113
OG0000837	Pral.g_01097	Syae.g_01115
OG0000838	Pral.g_01094	Syae.g_01119
OG0000839	Pral.g_01093	Syae.g_01120
OG0000840	Pral.g_01092	Syae.g_01121
OG0000841	Pral.g_01091	Syae.g_01122
OG0000842	Pral.g_01090	Syae.g_01123
OG0000843	Pral.g_01089	Syae.g_01124
OG0000844	Pral.g_01088	Syae.g_01125
OG0000845	Pral.g_01087	Syae.g_01126
OG0000846	Pral.g_01086	Syae.g_01127
OG0000847	Pral.g_01085	Syae.g_01128
OG0000848	Pral.g_01084	Syae.g_01130
OG0000849	Pral.g_01083	Syae.g_01131
OG0000850	Pral.g_01081	Syae.g_01133
OG0000851	Pral.g_01080	Syae.g_01139
OG0000852	Pral.g_01079	Syae.g_01140
OG0000853	Pral.g_01074	Syae.g_01144
OG0000854	Pral.g_01072	Syae.g_01146
OG0000855	Pral.g_01071	Syae.g_01147
OG0000856	Pral.g_01058	Syae.g_00059
OG0000857	Pral.g_01503	Syae.g_00503
OG0000858	Pral.g_00100	Syae.g_01153
OG0000859	Pral.g_00101	Syae.g_01154
OG0000860	Pral.g_00109	Syae.g_01165
OG0000861	Pral.g_00110	Syae.g_01166
OG0000862	Pral.g_00111	Syae.g_01167
OG0000863	Pral.g_00113	Syae.g_01170
OG0000864	Pral.g_00114	Syae.g_01171
OG0000865	Pral.g_00115	Syae.g_01172
OG0000866	Pral.g_00116	Syae.g_01173
OG0000867	Pral.g_00117	Syae.g_01174
OG0000868	Pral.g_00119	Syae.g_01177
OG0000869	Pral.g_00122	Syae.g_01182
OG0000870	Pral.g_00127	Syae.g_01187
OG0000871	Pral.g_00128	Syae.g_01188
OG0000872	Pral.g_00129	Syae.g_01196
OG0000873	Pral.g_00132	Syae.g_01199
OG0000874	Pral.g_00135	Syae.g_01194
OG0000875	Pral.g_00136	Syae.g_01244
OG0000876	Pral.g_00137	Syae.g_01020
OG0000877	Pral.g_00139	Syae.g_01025
OG0000878	Pral.g_00140	Syae.g_01026
OG0000879	Pral.g_00141	Syae.g_01027
OG0000880	Pral.g_00142	Syae.g_01028
OG0000881	Pral.g_00146	Syae.g_01034
OG0000882	Pral.g_00151	Syae.g_01039
OG0000883	Pral.g_00154	Syae.g_01041
OG0000884	Pral.g_00156	Syae.g_01043
OG0000885	Pral.g_00157	Syae.g_01044
OG0000886	Pral.g_00158	Syae.g_01045
OG0000887	Pral.g_00159	Syae.g_01046
OG0000888	Pral.g_00161	Syae.g_01048
OG0000889	Pral.g_00163	Syae.g_01050
OG0000890	Pral.g_00164	Syae.g_01056
OG0000891	Pral.g_00165	Syae.g_01057
OG0000892	Pral.g_00167	Syae.g_01059
OG0000893	Pral.g_00170	Syae.g_02031
OG0000894	Pral.g_00173	Syae.g_02034
OG0000895	Pral.g_00177	Syae.g_02038
OG0000896	Pral.g_00178	Syae.g_02039
OG0000897	Pral.g_00180	Syae.g_02041
OG0000898	Pral.g_00181	Syae.g_02042
OG0000899	Pral.g_00182	Syae.g_02043
OG0000900	Pral.g_00183	Syae.g_02044
OG0000901	Pral.g_00187	Syae.g_02049
OG0000902	Pral.g_00189	Syae.g_02051
OG0000903	Pral.g_00193	Syae.g_02077
OG0000904	Pral.g_00198	Syae.g_02071
OG0000905	Pral.g_00191	Syae.g_02065
OG0000906	Pral.g_00190	Syae.g_02063
OG0000907	Pral.g_00200	Syae.g_02079
OG0000908	Pral.g_00203	Syae.g_02082
OG0000909	Pral.g_00204	Syae.g_02083
OG0000910	Pral.g_00205	Syae.g_02084
OG0000911	Pral.g_00207	Syae.g_02086
OG0000912	Pral.g_00208	Syae.g_02087
OG0000913	Pral.g_00209	Syae.g_02088
OG0000914	Pral.g_00210	Syae.g_02089
OG0000915	Pral.g_00211	Syae.g_02091
OG0000916	Pral.g_00212	Syae.g_02092
OG0000917	Pral.g_00213	Syae.g_02093
OG0000918	Pral.g_00214	Syae.g_02094
OG0000919	Pral.g_00215	Syae.g_02095
OG0000920	Pral.g_00216	Syae.g_02096
OG0000921	Pral.g_00217	Syae.g_02097
OG0000922	Pral.g_00218	Syae.g_02098
OG0000923	Pral.g_00222	Syae.g_02102
OG0000924	Pral.g_00223	Syae.g_02103
OG0000925	Pral.g_00224	Syae.g_02104
OG0000926	Pral.g_00225	Syae.g_02105
OG0000927	Pral.g_00227	Syae.g_02107
OG0000928	Pral.g_00228	Syae.g_02108
OG0000929	Pral.g_00229	Syae.g_02109
OG0000930	Pral.g_00230	Syae.g_02110
OG0000931	Pral.g_00232	Syae.g_02111
OG0000932	Pral.g_01190	Syae.g_02112
OG0000933	Pral.g_00236	Syae.g_02118
OG0000934	Pral.g_00238	Syae.g_02120
OG0000935	Pral.g_00239	Syae.g_02121
OG0000936	Pral.g_00240	Syae.g_02122
OG0000937	Pral.g_00241	Syae.g_02123
OG0000938	Pral.g_00244	Syae.g_02126
OG0000939	Pral.g_00245	Syae.g_02127
OG0000940	Pral.g_00252	Syae.g_02133
OG0000941	Pral.g_00254	Syae.g_02135
OG0000942	Pral.g_00256	Syae.g_02137
OG0000943	Pral.g_00257	Syae.g_02138
OG0000944	Pral.g_00259	Syae.g_02140
OG0000945	Pral.g_00260	Syae.g_02142
OG0000946	Pral.g_00266	Syae.g_02146
OG0000947	Pral.g_00268	Syae.g_02149
OG0000948	Pral.g_00269	Syae.g_02150
OG0000949	Pral.g_00272	Syae.g_01884
OG0000950	Pral.g_00278	Syae.g_01873
OG0000951	Pral.g_00282	Syae.g_01866
OG0000952	Pral.g_00286	Syae.g_01859
OG0000953	Pral.g_00290	Syae.g_01854
OG0000954	Pral.g_00294	Syae.g_01845
OG0000955	Pral.g_00295	Syae.g_01844
OG0000956	Pral.g_00297	Syae.g_01842
OG0000957	Pral.g_00303	Syae.g_01831
OG0000958	Pral.g_00304	Syae.g_01830
OG0000959	Pral.g_00308	Syae.g_01826
OG0000960	Pral.g_00309	Syae.g_01825
OG0000961	Pral.g_00312	Syae.g_01822
OG0000962	Pral.g_00314	Syae.g_01820
OG0000963	Pral.g_00318	Syae.g_01814
OG0000964	Pral.g_00319	Syae.g_01813
OG0000965	Pral.g_00320	Syae.g_01812
OG0000966	Pral.g_00326	Syae.g_01789
OG0000967	Pral.g_00330	Syae.g_01782
OG0000968	Pral.g_00332	Syae.g_01787
OG0000969	Pral.g_00333	Syae.g_01785
OG0000970	Pral.g_00334	Syae.g_01784
OG0000971	Pral.g_00335	Syae.g_01779
OG0000972	Pral.g_00336	Syae.g_01778
OG0000973	Pral.g_00337	Syae.g_01777
OG0000974	Pral.g_00338	Syae.g_01776
OG0000975	Pral.g_00339	Syae.g_01775
OG0000976	Pral.g_00340	Syae.g_01774
OG0000977	Pral.g_00341	Syae.g_01772
OG0000978	Pral.g_00342	Syae.g_01771
OG0000979	Pral.g_00345	Syae.g_01768
OG0000980	Pral.g_00347	Syae.g_01765
OG0000981	Pral.g_00350	Syae.g_01762
OG0000982	Pral.g_00352	Syae.g_01568
OG0000983	Pral.g_00353	Syae.g_01569
OG0000984	Pral.g_00354	Syae.g_01570
OG0000985	Pral.g_00357	Syae.g_01572
OG0000986	Pral.g_00359	Syae.g_01575
OG0000987	Pral.g_00360	Syae.g_01577
OG0000988	Pral.g_00363	Syae.g_01583
OG0000989	Pral.g_00367	Syae.g_01591
OG0000990	Pral.g_00373	Syae.g_01606
OG0000991	Pral.g_00374	Syae.g_01609
OG0000992	Pral.g_00377	Syae.g_01612
OG0000993	Pral.g_00378	Syae.g_01613
OG0000994	Pral.g_00379	Syae.g_01616
OG0000995	Pral.g_00383	Syae.g_01627
OG0000996	Pral.g_00384	Syae.g_01667
OG0000997	Pral.g_00386	Syae.g_01678
OG0000998	Pral.g_00388	Syae.g_01680
OG0000999	Pral.g_00389	Syae.g_01683
OG0001000	Pral.g_00392	Syae.g_01686
OG0001001	Pral.g_00396	Syae.g_01692
OG0001002	Pral.g_00401	Syae.g_01699
OG0001003	Pral.g_00402	Syae.g_01701
OG0001004	Pral.g_00403	Syae.g_01702
OG0001005	Pral.g_00404	Syae.g_01703
OG0001006	Pral.g_00408	Syae.g_01710
OG0001007	Pral.g_00410	Syae.g_01712
OG0001008	Pral.g_00657	Syae.g_00993
OG0001009	Pral.g_01017	Syae.g_01744
OG0001010	Pral.g_01016	Syae.g_01745
OG0001011	Pral.g_01014	Syae.g_01747
OG0001012	Pral.g_01001	Syae.g_01564
OG0001013	Pral.g_00994	Syae.g_01552
OG0001014	Pral.g_00991	Syae.g_01548
OG0001015	Pral.g_00990	Syae.g_01547
OG0001016	Pral.g_00974	Syae.g_01290
OG0001017	Pral.g_00970	Syae.g_01296
OG0001018	Pral.g_00968	Syae.g_01298
OG0001019	Pral.g_00958	Syae.g_01334
OG0001020	Pral.g_00957	Syae.g_01340
OG0001021	Pral.g_00956	Syae.g_01344
OG0001022	Pral.g_00953	Syae.g_01348
OG0001023	Pral.g_00952	Syae.g_01349
OG0001024	Pral.g_00949	Syae.g_01353
OG0001025	Pral.g_00942	Syae.g_01360
OG0001026	Pral.g_00934	Syae.g_01373
OG0001027	Pral.g_00933	Syae.g_01377
OG0001028	Pral.g_00931	Syae.g_01379
OG0001029	Pral.g_00930	Syae.g_01381
OG0001030	Pral.g_00914	Syae.g_01403
OG0001031	Pral.g_00857	Syae.g_01475
OG0001032	Pral.g_00856	Syae.g_01479
OG0001033	Pral.g_00836	Syae.g_01505
OG0001034	Pral.g_00804	Syae.g_02238
OG0001035	Pral.g_00784	Syae.g_02006
OG0001036	Pral.g_00780	Syae.g_02001
OG0001037	Pral.g_00779	Syae.g_01999
OG0001038	Pral.g_00761	Syae.g_01971
OG0001039	Pral.g_00758	Syae.g_01968
OG0001040	Pral.g_00755	Syae.g_01965
OG0001041	Pral.g_00751	Syae.g_01960
OG0001042	Pral.g_00734	Syae.g_01935
OG0001043	Pral.g_00733	Syae.g_01931
OG0001044	Pral.g_00699	Syae.g_02191
OG0001045	Pral.g_00690	Syae.g_02204
OG0001046	Pral.g_01039	Syae.g_00385
OG0001047	Pral.g_00655	Syae.g_00991
OG0001048	Pral.g_00654	Syae.g_00990
OG0001049	Pral.g_00651	Syae.g_00987
OG0001050	Pral.g_00650	Syae.g_00986
OG0001051	Pral.g_00649	Syae.g_00985
OG0001052	Pral.g_00621	Syae.g_02526
OG0001053	Pral.g_00608	Syae.g_02312
OG0001055	Pral.g_00573	Syae.g_02350
OG0001056	Pral.g_00554	Syae.g_02379
OG0001057	Pral.g_00549	Syae.g_02388
OG0001058	Pral.g_00541	Syae.g_02402
OG0001059	Pral.g_00537	Syae.g_02406
OG0001060	Pral.g_00530	Syae.g_02412
OG0001061	Pral.g_00514	Syae.g_02434
OG0001062	Pral.g_00512	Syae.g_02436
OG0001063	Pral.g_00510	Syae.g_02440
OG0001064	Pral.g_00509	Syae.g_02441
OG0001065	Pral.g_00508	Syae.g_02442
OG0001066	Pral.g_00507	Syae.g_02443
OG0001067	Pral.g_00506	Syae.g_02444
OG0001068	Pral.g_00505	Syae.g_02445
OG0001069	Pral.g_00504	Syae.g_02446
OG0001070	Pral.g_00502	Syae.g_02449
OG0001071	Pral.g_00501	Syae.g_02450
OG0001072	Pral.g_00499	Syae.g_02454
OG0001073	Pral.g_00485	Syae.g_02468
OG0001074	Pral.g_00472	Syae.g_00027
OG0001075	Pral.g_00471	Syae.g_00029
OG0001076	Pral.g_00464	Syae.g_00050
OG0001077	Pral.g_00459	Syae.g_00061
OG0001078	Pral.g_01437	Syae.g_00075
OG0001079	Pral.g_01448	Syae.g_00088
OG0001080	Pral.g_01454	Syae.g_00267
OG0001081	Pral.g_01456	Syae.g_00615
OG0001082	Pral.g_01457	Syae.g_00614
OG0001083	Pral.g_01462	Syae.g_00605
OG0001084	Pral.g_01463	Syae.g_00604
OG0001085	Pral.g_01772	Syae.g_00594
OG0001086	Pral.g_01771	Syae.g_00592
OG0001087	Pral.g_01753	Syae.g_00751
OG0001088	Pral.g_01752	Syae.g_00755
OG0001089	Pral.g_01741	Syae.g_00781
OG0001090	Pral.g_01728	Syae.g_00471
OG0001091	Pral.g_01726	Syae.g_00469
OG0001092	Pral.g_01725	Syae.g_00466
OG0001093	Pral.g_01720	Syae.g_00460
OG0001094	Pral.g_01482	Syae.g_00527
OG0001095	Pral.g_01501	Syae.g_00506
OG0001096	Pral.g_01515	Syae.g_00490
OG0001097	Pral.g_01533	Syae.g_00845
OG0001098	Pral.g_01552	Syae.g_00269
OG0001099	Pral.g_01815	Syae.g_01380
OG0001100	Pral.g_01807	Syae.g_00583
OG0001101	Pral.g_01805	Syae.g_00581
OG0001102	Pral.g_01802	Syae.g_00578
OG0001103	Pral.g_01800	Syae.g_00576
OG0001104	Pral.g_01777	Syae.g_00544
OG0001105	Pral.g_01773	Syae.g_00540
OG0001106	Pral.g_01639	Syae.g_00346
OG0001107	Pral.g_01629	Syae.g_00358
OG0001108	Pral.g_01625	Syae.g_00366
OG0001109	Pral.g_01624	Syae.g_00368
OG0001110	Pral.g_01622	Syae.g_00370
OG0001111	Pral.g_01621	Syae.g_00372
OG0001112	Pral.g_01620	Syae.g_00374
OG0001113	Pral.g_01619	Syae.g_00375
OG0001114	Pral.g_01618	Syae.g_00376
OG0001115	Pral.g_01616	Syae.g_00380
OG0001116	Pral.g_01615	Syae.g_00382
OG0001117	Pral.g_01614	Syae.g_00383
OG0001118	Pral.g_01613	Syae.g_00384
OG0001119	Pral.g_01612	Syae.g_00386
OG0001120	Pral.g_01611	Syae.g_00390
OG0001122	Pral.g_01593	Syae.g_00417
OG0001123	Pral.g_01598	Syae.g_00424
OG0001124	Pral.g_01600	Syae.g_00426
OG0001125	Pral.g_01602	Syae.g_00428
OG0001126	Pral.g_01571	Syae.g_00807
OG0001127	Pral.g_01570	Syae.g_00806
OG0001128	Pral.g_01569	Syae.g_00803
OG0001129	Pral.g_01568	Syae.g_00801
OG0001130	Pral.g_01567	Syae.g_00800
OG0001131	Pral.g_01321	Syae.g_00562
OG0001132	Pral.g_01033	Syae.g_00242
OG0001133	Pral.g_01314	Syae.g_00053
OG0001134	Pral.g_00056, Pral.g_00078	Syae.g_00638
OG0001136	Pral.g_01364	Syae.g_00923
OG0001137	Pral.g_01377	Syae.g_00903
OG0001138	Pral.g_01401	Syae.g_00654
OG0001139	Pral.g_01403	Syae.g_00656
OG0001141	Pral.g_01404	Syae.g_00658
OG0001142	Pral.g_01405	Syae.g_00660
OG0001143	Pral.g_01412	Syae.g_00673
OG0001144	Pral.g_01417	Syae.g_00684
OG0001145	Pral.g_01289	Syae.g_00948
OG0001146	Pral.g_01277	Syae.g_00968
OG0001147	Pral.g_01235	Syae.g_02536
OG0001148	Pral.g_01220	Syae.g_02297
OG0001149	Pral.g_01219	Syae.g_02296
OG0001150	Pral.g_01218	Syae.g_02295
OG0001151	Pral.g_01207	Syae.g_02282
OG0001152	Pral.g_01206	Syae.g_02281
OG0001153	Pral.g_01128	Syae.g_02613
OG0001155	Pral.g_01108	Syae.g_01083
OG0001156	Pral.g_01105	Syae.g_01093
OG0001157	Pral.g_01104	Syae.g_01094
OG0001158	Pral.g_01103	Syae.g_01100
OG0001159	Pral.g_01102	Syae.g_01103
OG0001160	Pral.g_01076	Syae.g_01142
OG0001161	Pral.g_00045	Syae.g_01597
OG0001163	Pral.g_00098	Syae.g_01150
OG0001164	Pral.g_00102	Syae.g_01156
OG0001165	Pral.g_00105	Syae.g_01161
OG0001166	Pral.g_00126	Syae.g_01186
OG0001167	Pral.g_00143	Syae.g_01031
OG0001168	Pral.g_00145	Syae.g_01033
OG0001169	Pral.g_00147	Syae.g_01035
OG0001170	Pral.g_00149	Syae.g_01037
OG0001171	Pral.g_00160	Syae.g_01047
OG0001172	Pral.g_00175	Syae.g_02036
OG0001173	Pral.g_00176	Syae.g_02037
OG0001174	Pral.g_00184	Syae.g_02045
OG0001175	Pral.g_00185	Syae.g_02046
OG0001176	Pral.g_00194	Syae.g_02076
