Orthogroup	Pral	Syad
OG0000583	Pral.g_00479	Syad.g_02205
OG0000584	Pral.g_00478	Syad.g_02204
OG0000585	Pral.g_00476	Syad.g_02202
OG0000586	Pral.g_00475	Syad.g_02201
OG0000587	Pral.g_00474	Syad.g_02199
OG0000588	Pral.g_00469	Syad.g_02183
OG0000589	Pral.g_00466	Syad.g_02178
OG0000590	Pral.g_00465	Syad.g_02177
OG0000591	Pral.g_00462	Syad.g_02169
OG0000592	Pral.g_00461	Syad.g_02168
OG0000593	Pral.g_01433	Syad.g_02156
OG0000594	Pral.g_01434	Syad.g_02155
OG0000595	Pral.g_01435	Syad.g_02154
OG0000596	Pral.g_01439	Syad.g_02149
OG0000597	Pral.g_01441	Syad.g_02146
OG0000598	Pral.g_01442	Syad.g_02145
OG0000599	Pral.g_01445	Syad.g_02142
OG0000600	Pral.g_01446	Syad.g_02141
OG0000601	Pral.g_01447	Syad.g_02140
OG0000602	Pral.g_01449	Syad.g_02135
OG0000603	Pral.g_01450	Syad.g_02134
OG0000604	Pral.g_01451	Syad.g_02131
OG0000605	Pral.g_01452	Syad.g_02026
OG0000606	Pral.g_01455	Syad.g_01567
OG0000607	Pral.g_01458	Syad.g_01571
OG0000608	Pral.g_01459	Syad.g_01572
OG0000609	Pral.g_01460	Syad.g_01574
OG0000610	Pral.g_01466	Syad.g_01589
OG0000611	Pral.g_01469	Syad.g_01592
OG0000612	Pral.g_01470	Syad.g_01593
OG0000613	Pral.g_01769	Syad.g_00457
OG0000614	Pral.g_01748	Syad.g_01340
OG0000615	Pral.g_01737	Syad.g_01948
OG0000616	Pral.g_00399	Syad.g_00145
OG0000617	Pral.g_01723	Syad.g_01810
OG0000618	Pral.g_01722	Syad.g_01809
OG0000619	Pral.g_01721	Syad.g_01808
OG0000620	Pral.g_01718	Syad.g_01803
OG0000621	Pral.g_01717	Syad.g_01802
OG0000622	Pral.g_01716	Syad.g_01801
OG0000623	Pral.g_01715	Syad.g_01800
OG0000624	Pral.g_01713	Syad.g_01798
OG0000625	Pral.g_01712	Syad.g_01797
OG0000626	Pral.g_01711	Syad.g_01796
OG0000627	Pral.g_01709	Syad.g_01640
OG0000628	Pral.g_01708	Syad.g_01641
OG0000629	Pral.g_01707	Syad.g_01644
OG0000630	Pral.g_01704	Syad.g_01648
OG0000631	Pral.g_01658	Syad.g_01658
OG0000632	Pral.g_01657	Syad.g_01659
OG0000633	Pral.g_01656	Syad.g_01660
OG0000634	Pral.g_01484	Syad.g_01893
OG0000635	Pral.g_01485	Syad.g_01892
OG0000636	Pral.g_01487	Syad.g_01890
OG0000637	Pral.g_01489	Syad.g_01888
OG0000638	Pral.g_01490	Syad.g_01887
OG0000639	Pral.g_01491	Syad.g_01886
OG0000640	Pral.g_01492	Syad.g_01885
OG0000641	Pral.g_01496	Syad.g_01881
OG0000642	Pral.g_01497	Syad.g_01880
OG0000643	Pral.g_01498	Syad.g_01878
OG0000644	Pral.g_01499	Syad.g_01877
OG0000645	Pral.g_01500	Syad.g_01875
OG0000646	Pral.g_01502	Syad.g_01872
OG0000647	Pral.g_01504	Syad.g_01870
OG0000648	Pral.g_01506	Syad.g_01860
OG0000649	Pral.g_01507	Syad.g_01859
OG0000650	Pral.g_01508	Syad.g_01858
OG0000651	Pral.g_01509	Syad.g_01857
OG0000652	Pral.g_01510	Syad.g_01856
OG0000653	Pral.g_01512	Syad.g_01850
OG0000654	Pral.g_01513	Syad.g_01849
OG0000655	Pral.g_01514	Syad.g_01848
OG0000656	Pral.g_01517	Syad.g_01845
OG0000657	Pral.g_01524	Syad.g_01240
OG0000658	Pral.g_01525	Syad.g_01231
OG0000659	Pral.g_01526	Syad.g_01230
OG0000660	Pral.g_01530	Syad.g_01226
OG0000661	Pral.g_01532	Syad.g_01224
OG0000662	Pral.g_01534	Syad.g_01222
OG0000663	Pral.g_01536	Syad.g_01219
OG0000664	Pral.g_01537	Syad.g_01209
OG0000665	Pral.g_01543	Syad.g_02115
OG0000666	Pral.g_01544	Syad.g_02027
OG0000667	Pral.g_01548	Syad.g_00612
OG0000668	Pral.g_01820	Syad.g_01688
OG0000669	Pral.g_01809	Syad.g_01606
OG0000670	Pral.g_01806	Syad.g_01609
OG0000671	Pral.g_01804	Syad.g_01611
OG0000672	Pral.g_01801	Syad.g_01615
OG0000673	Pral.g_01798	Syad.g_01618
OG0000674	Pral.g_01796	Syad.g_01620
OG0000675	Pral.g_01795	Syad.g_01633
OG0000676	Pral.g_01793	Syad.g_01635
OG0000677	Pral.g_01792	Syad.g_01636
OG0000678	Pral.g_01790	Syad.g_01957
OG0000679	Pral.g_01786	Syad.g_01922
OG0000680	Pral.g_01785	Syad.g_01921
OG0000681	Pral.g_01782	Syad.g_01919
OG0000682	Pral.g_01781	Syad.g_01918
OG0000683	Pral.g_01780	Syad.g_01917
OG0000684	Pral.g_01778	Syad.g_01912
OG0000685	Pral.g_01776	Syad.g_01910
OG0000686	Pral.g_01775	Syad.g_01909
OG0000687	Pral.g_01774	Syad.g_01908
OG0000688	Pral.g_01474	Syad.g_01904
OG0000689	Pral.g_01475	Syad.g_01902
OG0000690	Pral.g_01476	Syad.g_01901
OG0000691	Pral.g_01477	Syad.g_01900
OG0000692	Pral.g_01479	Syad.g_01899
OG0000693	Pral.g_01480	Syad.g_01897
OG0000694	Pral.g_01481	Syad.g_01896
OG0000695	Pral.g_01654	Syad.g_01662
OG0000696	Pral.g_01653	Syad.g_01663
OG0000697	Pral.g_01652	Syad.g_01789
OG0000698	Pral.g_01649	Syad.g_01786
OG0000699	Pral.g_01647	Syad.g_01785
OG0000700	Pral.g_01646	Syad.g_01784
OG0000701	Pral.g_01645	Syad.g_01783
OG0000702	Pral.g_01643	Syad.g_01775
OG0000703	Pral.g_01642	Syad.g_01774
OG0000704	Pral.g_01640	Syad.g_01772
OG0000705	Pral.g_01634	Syad.g_01765
OG0000706	Pral.g_01633	Syad.g_01764
OG0000707	Pral.g_01632	Syad.g_01763
OG0000708	Pral.g_01630	Syad.g_01760
OG0000709	Pral.g_01626	Syad.g_01745
OG0000710	Pral.g_01623	Syad.g_01738
OG0000711	Pral.g_01579	Syad.g_01710
OG0000712	Pral.g_01580	Syad.g_01708
OG0000713	Pral.g_01581	Syad.g_01707
OG0000714	Pral.g_01582	Syad.g_01705
OG0000715	Pral.g_01584	Syad.g_01703
OG0000716	Pral.g_01586	Syad.g_01697
OG0000717	Pral.g_01587	Syad.g_01696
OG0000718	Pral.g_01590	Syad.g_01692
OG0000719	Pral.g_01592	Syad.g_01690
OG0000720	Pral.g_01603	Syad.g_01677
OG0000721	Pral.g_01607	Syad.g_01675
OG0000722	Pral.g_01608	Syad.g_01674
OG0000723	Pral.g_01575	Syad.g_01791
OG0000724	Pral.g_01566	Syad.g_01284
OG0000725	Pral.g_01560	Syad.g_01293
OG0000726	Pral.g_01559	Syad.g_01294
OG0000727	Pral.g_01558	Syad.g_01295
OG0000728	Pral.g_01556	Syad.g_01297
OG0000729	Pral.g_01311	Syad.g_00331
OG0000730	Pral.g_01324	Syad.g_00758
OG0000731	Pral.g_00692	Syad.g_00770
OG0000732	Pral.g_00348	Syad.g_00214
OG0000733	Pral.g_00077	Syad.g_00028
OG0000734	Pral.g_01351	Syad.g_02809
OG0000735	Pral.g_01353	Syad.g_01120
OG0000736	Pral.g_01354	Syad.g_01121
OG0000737	Pral.g_01355	Syad.g_01122
OG0000738	Pral.g_01359	Syad.g_01127
OG0000739	Pral.g_01360	Syad.g_01145
OG0000740	Pral.g_01361	Syad.g_01146
OG0000741	Pral.g_01363	Syad.g_01149
OG0000742	Pral.g_01366	Syad.g_01151
OG0000743	Pral.g_01368	Syad.g_01153
OG0000744	Pral.g_01369	Syad.g_01154
OG0000745	Pral.g_01370	Syad.g_01156
OG0000746	Pral.g_01372	Syad.g_01158
OG0000747	Pral.g_01373	Syad.g_01159
OG0000748	Pral.g_01378	Syad.g_01170
OG0000749	Pral.g_01379	Syad.g_01173
OG0000750	Pral.g_01380	Syad.g_01174
OG0000751	Pral.g_01383	Syad.g_01182
OG0000752	Pral.g_01385	Syad.g_01184
OG0000753	Pral.g_01388	Syad.g_01187
OG0000754	Pral.g_01391	Syad.g_01516
OG0000755	Pral.g_01399	Syad.g_01504
OG0000756	Pral.g_01400	Syad.g_01498
OG0000757	Pral.g_01406	Syad.g_01487
OG0000758	Pral.g_01407	Syad.g_01486
OG0000759	Pral.g_01408	Syad.g_01485
OG0000760	Pral.g_01409	Syad.g_01484
OG0000761	Pral.g_01410	Syad.g_01480
OG0000762	Pral.g_01411	Syad.g_01474
OG0000763	Pral.g_01413	Syad.g_01468
OG0000764	Pral.g_01414	Syad.g_01467
OG0000765	Pral.g_01423	Syad.g_01447
OG0000766	Pral.g_01424	Syad.g_01446
OG0000767	Pral.g_01426	Syad.g_01444
OG0000768	Pral.g_01427	Syad.g_01443
OG0000769	Pral.g_01429	Syad.g_01441
OG0000770	Pral.g_00456	Syad.g_01437
OG0000771	Pral.g_01064	Syad.g_01278
OG0000772	Pral.g_01893	Syad.g_02078
OG0000773	Pral.g_01290	Syad.g_01114
OG0000774	Pral.g_01288	Syad.g_02396
OG0000775	Pral.g_01286	Syad.g_02398
OG0000776	Pral.g_01285	Syad.g_02399
OG0000777	Pral.g_01284	Syad.g_02400
OG0000778	Pral.g_01283	Syad.g_02401
OG0000779	Pral.g_01279	Syad.g_02407
OG0000780	Pral.g_01278	Syad.g_02411
OG0000781	Pral.g_01275	Syad.g_02415
OG0000782	Pral.g_01274	Syad.g_02416
OG0000783	Pral.g_01273	Syad.g_02418
OG0000784	Pral.g_01272	Syad.g_02419
OG0000785	Pral.g_01270	Syad.g_02421
OG0000786	Pral.g_01267	Syad.g_01101
OG0000787	Pral.g_01266	Syad.g_01100
OG0000788	Pral.g_00440	Syad.g_02139
OG0000789	Pral.g_01060	Syad.g_01982
OG0000790	Pral.g_01217	Syad.g_00886
OG0000791	Pral.g_01215	Syad.g_00885
OG0000792	Pral.g_01214	Syad.g_00884
OG0000793	Pral.g_01211	Syad.g_00879
OG0000794	Pral.g_01210	Syad.g_00878
OG0000795	Pral.g_01209	Syad.g_00877
OG0000796	Pral.g_01205	Syad.g_00871
OG0000797	Pral.g_01204	Syad.g_00870
OG0000799	Pral.g_01184	Syad.g_02243
OG0000800	Pral.g_01183	Syad.g_02245
OG0000801	Pral.g_01182	Syad.g_02246
OG0000802	Pral.g_01180	Syad.g_02251
OG0000803	Pral.g_01178	Syad.g_02255
OG0000804	Pral.g_01177	Syad.g_02260
OG0000805	Pral.g_01175	Syad.g_02266
OG0000806	Pral.g_01173	Syad.g_02267
OG0000807	Pral.g_01172	Syad.g_02269
OG0000808	Pral.g_01171	Syad.g_02270
OG0000809	Pral.g_01167	Syad.g_02273
OG0000810	Pral.g_01166	Syad.g_02274
OG0000811	Pral.g_01158	Syad.g_02283
OG0000812	Pral.g_01156	Syad.g_02285
OG0000813	Pral.g_01155	Syad.g_02286
OG0000814	Pral.g_01153	Syad.g_02288
OG0000815	Pral.g_01152	Syad.g_02289
OG0000816	Pral.g_01150	Syad.g_02290
OG0000817	Pral.g_01149	Syad.g_02291
OG0000818	Pral.g_01144	Syad.g_02297
OG0000819	Pral.g_01143	Syad.g_02298
OG0000820	Pral.g_01142	Syad.g_02299
OG0000821	Pral.g_01137	Syad.g_02305
OG0000822	Pral.g_01136	Syad.g_02307
OG0000823	Pral.g_01135	Syad.g_02308
OG0000824	Pral.g_01132	Syad.g_02314
OG0000825	Pral.g_01131	Syad.g_02315
OG0000826	Pral.g_01130	Syad.g_02316
OG0000827	Pral.g_01129	Syad.g_02317
OG0000828	Pral.g_01126	Syad.g_02320
OG0000829	Pral.g_01125	Syad.g_02321
OG0000830	Pral.g_01124	Syad.g_02322
OG0000831	Pral.g_01122	Syad.g_02325
OG0000832	Pral.g_01110	Syad.g_02538
OG0000833	Pral.g_01101	Syad.g_02550
OG0000834	Pral.g_01100	Syad.g_02552
OG0000835	Pral.g_01099	Syad.g_02553
OG0000836	Pral.g_01098	Syad.g_02557
OG0000837	Pral.g_01097	Syad.g_02561
OG0000838	Pral.g_01094	Syad.g_02565
OG0000839	Pral.g_01093	Syad.g_02566
OG0000840	Pral.g_01092	Syad.g_02567
OG0000841	Pral.g_01091	Syad.g_02568
OG0000842	Pral.g_01090	Syad.g_02569
OG0000843	Pral.g_01089	Syad.g_02570
OG0000844	Pral.g_01088	Syad.g_02577
OG0000845	Pral.g_01087	Syad.g_02578
OG0000846	Pral.g_01086	Syad.g_02579
OG0000847	Pral.g_01085	Syad.g_02580
OG0000848	Pral.g_01084	Syad.g_02582
OG0000849	Pral.g_01083	Syad.g_02583
OG0000850	Pral.g_01081	Syad.g_02586
OG0000851	Pral.g_01080	Syad.g_02592
OG0000852	Pral.g_01079	Syad.g_02593
OG0000853	Pral.g_01074	Syad.g_02597
OG0000854	Pral.g_01072	Syad.g_02606
OG0000855	Pral.g_01071	Syad.g_02607
OG0000856	Pral.g_01058	Syad.g_02166
OG0000857	Pral.g_01503	Syad.g_01871
OG0000858	Pral.g_00100	Syad.g_02613
OG0000859	Pral.g_00101	Syad.g_02614
OG0000860	Pral.g_00109	Syad.g_02625
OG0000861	Pral.g_00110	Syad.g_02626
OG0000862	Pral.g_00111	Syad.g_02628
OG0000863	Pral.g_00113	Syad.g_02631
OG0000864	Pral.g_00114	Syad.g_02632
OG0000865	Pral.g_00115	Syad.g_02633
OG0000866	Pral.g_00116	Syad.g_02634
OG0000867	Pral.g_00117	Syad.g_02635
OG0000868	Pral.g_00119	Syad.g_02637
OG0000869	Pral.g_00122	Syad.g_02643
OG0000870	Pral.g_00127	Syad.g_02648
OG0000871	Pral.g_00128	Syad.g_02649
OG0000872	Pral.g_00129	Syad.g_02657
OG0000873	Pral.g_00132	Syad.g_02660
OG0000874	Pral.g_00135	Syad.g_02655
OG0000875	Pral.g_00136	Syad.g_02662
OG0000876	Pral.g_00137	Syad.g_03003
OG0000877	Pral.g_00139	Syad.g_02480
OG0000878	Pral.g_00140	Syad.g_02481
OG0000879	Pral.g_00141	Syad.g_02482
OG0000880	Pral.g_00142	Syad.g_02483
OG0000881	Pral.g_00146	Syad.g_02489
OG0000882	Pral.g_00151	Syad.g_02494
OG0000883	Pral.g_00154	Syad.g_02497
OG0000884	Pral.g_00156	Syad.g_02499
OG0000885	Pral.g_00157	Syad.g_02500
OG0000886	Pral.g_00158	Syad.g_02501
OG0000887	Pral.g_00159	Syad.g_02502
OG0000888	Pral.g_00161	Syad.g_02504
OG0000889	Pral.g_00163	Syad.g_02506
OG0000890	Pral.g_00164	Syad.g_02512
OG0000891	Pral.g_00165	Syad.g_02513
OG0000892	Pral.g_00167	Syad.g_02517
OG0000893	Pral.g_00170	Syad.g_00589
OG0000894	Pral.g_00173	Syad.g_00592
OG0000895	Pral.g_00177	Syad.g_00596
OG0000896	Pral.g_00178	Syad.g_00597
OG0000897	Pral.g_00180	Syad.g_00599
OG0000898	Pral.g_00181	Syad.g_00600
OG0000899	Pral.g_00182	Syad.g_00601
OG0000900	Pral.g_00183	Syad.g_00602
OG0000901	Pral.g_00187	Syad.g_00607
OG0000902	Pral.g_00189	Syad.g_00609
OG0000903	Pral.g_00193	Syad.g_00645
OG0000904	Pral.g_00198	Syad.g_00640
OG0000905	Pral.g_00191	Syad.g_00632
OG0000906	Pral.g_00190	Syad.g_00630
OG0000907	Pral.g_00200	Syad.g_00648
OG0000908	Pral.g_00203	Syad.g_00651
OG0000909	Pral.g_00204	Syad.g_00652
OG0000910	Pral.g_00205	Syad.g_00653
OG0000911	Pral.g_00207	Syad.g_00655
OG0000912	Pral.g_00208	Syad.g_00656
OG0000913	Pral.g_00209	Syad.g_00657
OG0000914	Pral.g_00210	Syad.g_00658
OG0000915	Pral.g_00211	Syad.g_00660
OG0000916	Pral.g_00212	Syad.g_00661
OG0000917	Pral.g_00213	Syad.g_00662
OG0000918	Pral.g_00214	Syad.g_00663
OG0000919	Pral.g_00215	Syad.g_00664
OG0000920	Pral.g_00216	Syad.g_00665
OG0000921	Pral.g_00217	Syad.g_00666
OG0000922	Pral.g_00218	Syad.g_00667
OG0000923	Pral.g_00222	Syad.g_00671
OG0000924	Pral.g_00223	Syad.g_00672
OG0000925	Pral.g_00224	Syad.g_00673
OG0000926	Pral.g_00225	Syad.g_00674
OG0000927	Pral.g_00227	Syad.g_00676
OG0000928	Pral.g_00228	Syad.g_00677
OG0000929	Pral.g_00229	Syad.g_00678
OG0000930	Pral.g_00230	Syad.g_00679
OG0000931	Pral.g_00232	Syad.g_00680
OG0000932	Pral.g_01190	Syad.g_00681
OG0000933	Pral.g_00236	Syad.g_00687
OG0000934	Pral.g_00238	Syad.g_00689
OG0000935	Pral.g_00239	Syad.g_00690
OG0000936	Pral.g_00240	Syad.g_00691
OG0000937	Pral.g_00241	Syad.g_00692
OG0000938	Pral.g_00244	Syad.g_00695
OG0000939	Pral.g_00245	Syad.g_00696
OG0000940	Pral.g_00252	Syad.g_00703
OG0000941	Pral.g_00254	Syad.g_00705
OG0000942	Pral.g_00256	Syad.g_00707
OG0000943	Pral.g_00257	Syad.g_00708
OG0000944	Pral.g_00259	Syad.g_00710
OG0000945	Pral.g_00260	Syad.g_00711
OG0000946	Pral.g_00266	Syad.g_00716
OG0000947	Pral.g_00268	Syad.g_00719
OG0000948	Pral.g_00269	Syad.g_00720
OG0000949	Pral.g_00272	Syad.g_00432
OG0000950	Pral.g_00278	Syad.g_00418
OG0000951	Pral.g_00282	Syad.g_00411
OG0000952	Pral.g_00286	Syad.g_00375
OG0000953	Pral.g_00290	Syad.g_00369
OG0000954	Pral.g_00294	Syad.g_00364
OG0000955	Pral.g_00295	Syad.g_00363
OG0000956	Pral.g_00297	Syad.g_00361
OG0000957	Pral.g_00303	Syad.g_00350
OG0000958	Pral.g_00304	Syad.g_00349
OG0000959	Pral.g_00308	Syad.g_00345
OG0000960	Pral.g_00309	Syad.g_00344
OG0000961	Pral.g_00312	Syad.g_00335
OG0000962	Pral.g_00314	Syad.g_00332
OG0000963	Pral.g_00318	Syad.g_00325
OG0000964	Pral.g_00319	Syad.g_00324
OG0000965	Pral.g_00320	Syad.g_00323
OG0000966	Pral.g_00326	Syad.g_00246
OG0000967	Pral.g_00330	Syad.g_00234
OG0000968	Pral.g_00332	Syad.g_00243
OG0000969	Pral.g_00333	Syad.g_00240
OG0000970	Pral.g_00334	Syad.g_00239
OG0000971	Pral.g_00335	Syad.g_00229
OG0000972	Pral.g_00336	Syad.g_00228
OG0000973	Pral.g_00337	Syad.g_00227
OG0000974	Pral.g_00338	Syad.g_00226
OG0000975	Pral.g_00339	Syad.g_00225
OG0000976	Pral.g_00340	Syad.g_00224
OG0000977	Pral.g_00341	Syad.g_00222
OG0000978	Pral.g_00342	Syad.g_00221
OG0000979	Pral.g_00345	Syad.g_00218
OG0000980	Pral.g_00347	Syad.g_00215
OG0000981	Pral.g_00350	Syad.g_00212
OG0000982	Pral.g_00352	Syad.g_03035
OG0000983	Pral.g_00353	Syad.g_03036
OG0000984	Pral.g_00354	Syad.g_03037
OG0000985	Pral.g_00357	Syad.g_03039
OG0000986	Pral.g_00359	Syad.g_03049
OG0000987	Pral.g_00360	Syad.g_00002
OG0000988	Pral.g_00363	Syad.g_00008
OG0000989	Pral.g_00367	Syad.g_00020
OG0000990	Pral.g_00373	Syad.g_00061
OG0000991	Pral.g_00374	Syad.g_00064
OG0000992	Pral.g_00377	Syad.g_00067
OG0000993	Pral.g_00378	Syad.g_00069
OG0000994	Pral.g_00379	Syad.g_00071
OG0000995	Pral.g_00383	Syad.g_00077
OG0000996	Pral.g_00384	Syad.g_00121
OG0000997	Pral.g_00386	Syad.g_00128
OG0000998	Pral.g_00388	Syad.g_00130
OG0000999	Pral.g_00389	Syad.g_00131
OG0001000	Pral.g_00392	Syad.g_00136
OG0001001	Pral.g_00396	Syad.g_00141
OG0001002	Pral.g_00401	Syad.g_00148
OG0001003	Pral.g_00402	Syad.g_00150
OG0001004	Pral.g_00403	Syad.g_00151
OG0001005	Pral.g_00404	Syad.g_00152
OG0001006	Pral.g_00408	Syad.g_00160
OG0001007	Pral.g_00410	Syad.g_00162
OG0001008	Pral.g_00657	Syad.g_02449
OG0001009	Pral.g_01017	Syad.g_00194
OG0001010	Pral.g_01016	Syad.g_00195
OG0001011	Pral.g_01014	Syad.g_00196
OG0001012	Pral.g_01001	Syad.g_03030
OG0001013	Pral.g_00994	Syad.g_03011
OG0001014	Pral.g_00991	Syad.g_03002
OG0001015	Pral.g_00990	Syad.g_03001
OG0001016	Pral.g_00974	Syad.g_02734
OG0001017	Pral.g_00970	Syad.g_02740
OG0001018	Pral.g_00968	Syad.g_02742
OG0001019	Pral.g_00958	Syad.g_02771
OG0001020	Pral.g_00957	Syad.g_02777
OG0001021	Pral.g_00956	Syad.g_02781
OG0001022	Pral.g_00953	Syad.g_02786
OG0001023	Pral.g_00952	Syad.g_02787
OG0001024	Pral.g_00949	Syad.g_02791
OG0001025	Pral.g_00942	Syad.g_02798
OG0001026	Pral.g_00934	Syad.g_02811
OG0001027	Pral.g_00933	Syad.g_02817
OG0001028	Pral.g_00931	Syad.g_02819
OG0001029	Pral.g_00930	Syad.g_02821
OG0001030	Pral.g_00914	Syad.g_02848
OG0001031	Pral.g_00857	Syad.g_02925
OG0001032	Pral.g_00856	Syad.g_02928
OG0001033	Pral.g_00836	Syad.g_02956
OG0001034	Pral.g_00804	Syad.g_00819
OG0001035	Pral.g_00784	Syad.g_00559
OG0001036	Pral.g_00780	Syad.g_00554
OG0001037	Pral.g_00779	Syad.g_00552
OG0001039	Pral.g_00758	Syad.g_00522
OG0001040	Pral.g_00755	Syad.g_00519
OG0001041	Pral.g_00751	Syad.g_00514
OG0001042	Pral.g_00734	Syad.g_00485
OG0001043	Pral.g_00733	Syad.g_00481
OG0001044	Pral.g_00699	Syad.g_00760
OG0001045	Pral.g_00690	Syad.g_00773
OG0001046	Pral.g_01039	Syad.g_01722
OG0001047	Pral.g_00655	Syad.g_02447
OG0001048	Pral.g_00654	Syad.g_02446
OG0001049	Pral.g_00651	Syad.g_02443
OG0001050	Pral.g_00650	Syad.g_02442
OG0001051	Pral.g_00649	Syad.g_02441
OG0001052	Pral.g_00621	Syad.g_02357
OG0001055	Pral.g_00573	Syad.g_00946
OG0001056	Pral.g_00554	Syad.g_00982
OG0001057	Pral.g_00549	Syad.g_00996
OG0001058	Pral.g_00541	Syad.g_01015
OG0001059	Pral.g_00537	Syad.g_01018
OG0001060	Pral.g_00530	Syad.g_01025
OG0001061	Pral.g_00514	Syad.g_01047
OG0001062	Pral.g_00512	Syad.g_01049
OG0001063	Pral.g_00510	Syad.g_01056
OG0001064	Pral.g_00509	Syad.g_01057
OG0001065	Pral.g_00508	Syad.g_01058
OG0001066	Pral.g_00507	Syad.g_01059
OG0001067	Pral.g_00506	Syad.g_01060
OG0001068	Pral.g_00505	Syad.g_01061
OG0001069	Pral.g_00504	Syad.g_01062
OG0001070	Pral.g_00502	Syad.g_01065
OG0001071	Pral.g_00501	Syad.g_01066
OG0001072	Pral.g_00499	Syad.g_01070
OG0001073	Pral.g_00485	Syad.g_01090
OG0001074	Pral.g_00472	Syad.g_02197
OG0001075	Pral.g_00471	Syad.g_02196
OG0001076	Pral.g_00464	Syad.g_02175
OG0001077	Pral.g_00459	Syad.g_02164
OG0001078	Pral.g_01437	Syad.g_02151
OG0001079	Pral.g_01448	Syad.g_02138
OG0001080	Pral.g_01454	Syad.g_02008
OG0001081	Pral.g_01456	Syad.g_01568
OG0001082	Pral.g_01457	Syad.g_01569
OG0001083	Pral.g_01462	Syad.g_01578
OG0001084	Pral.g_01463	Syad.g_01586
OG0001085	Pral.g_01772	Syad.g_01596
OG0001086	Pral.g_01771	Syad.g_01598
OG0001087	Pral.g_01753	Syad.g_01372
OG0001088	Pral.g_01752	Syad.g_01368
OG0001089	Pral.g_01741	Syad.g_01302
OG0001090	Pral.g_01728	Syad.g_01817
OG0001091	Pral.g_01726	Syad.g_01815
OG0001092	Pral.g_01725	Syad.g_01812
OG0001093	Pral.g_01720	Syad.g_01806
OG0001094	Pral.g_01482	Syad.g_01895
OG0001095	Pral.g_01501	Syad.g_01874
OG0001096	Pral.g_01515	Syad.g_01847
OG0001097	Pral.g_01533	Syad.g_01223
OG0001098	Pral.g_01552	Syad.g_02005, Syad.g_01995
OG0001099	Pral.g_01815	Syad.g_02820
OG0001100	Pral.g_01807	Syad.g_01608
OG0001101	Pral.g_01805	Syad.g_01610
OG0001102	Pral.g_01802	Syad.g_01613
OG0001103	Pral.g_01800	Syad.g_01616
OG0001104	Pral.g_01777	Syad.g_01911
OG0001105	Pral.g_01773	Syad.g_01907
OG0001106	Pral.g_01639	Syad.g_01771
OG0001107	Pral.g_01629	Syad.g_01759
OG0001108	Pral.g_01625	Syad.g_01744
OG0001109	Pral.g_01624	Syad.g_01739
OG0001110	Pral.g_01622	Syad.g_01737
OG0001111	Pral.g_01621	Syad.g_01735
OG0001112	Pral.g_01620	Syad.g_01733
OG0001113	Pral.g_01619	Syad.g_01732
OG0001114	Pral.g_01618	Syad.g_01731
OG0001115	Pral.g_01616	Syad.g_01727
OG0001116	Pral.g_01615	Syad.g_01725
OG0001117	Pral.g_01614	Syad.g_01724
OG0001118	Pral.g_01613	Syad.g_01723
OG0001119	Pral.g_01612	Syad.g_01721
OG0001120	Pral.g_01611	Syad.g_01717
OG0001122	Pral.g_01593	Syad.g_01689
OG0001123	Pral.g_01598	Syad.g_01682
OG0001124	Pral.g_01600	Syad.g_01680
OG0001125	Pral.g_01602	Syad.g_01678
OG0001126	Pral.g_01571	Syad.g_01276
OG0001127	Pral.g_01570	Syad.g_01277
OG0001128	Pral.g_01569	Syad.g_01280
OG0001129	Pral.g_01568	Syad.g_01282
OG0001130	Pral.g_01567	Syad.g_01283
OG0001131	Pral.g_01321	Syad.g_01953
OG0001132	Pral.g_01033	Syad.g_02038
OG0001133	Pral.g_01314	Syad.g_02172
OG0001134	Pral.g_00056, Pral.g_00078	Syad.g_01527
OG0001136	Pral.g_01364	Syad.g_01150
OG0001137	Pral.g_01377	Syad.g_01169
OG0001138	Pral.g_01401	Syad.g_01493
OG0001139	Pral.g_01403	Syad.g_01491
OG0001141	Pral.g_01404	Syad.g_01489
OG0001142	Pral.g_01405	Syad.g_01488
OG0001143	Pral.g_01412	Syad.g_01473
OG0001144	Pral.g_01417	Syad.g_01457
OG0001145	Pral.g_01289	Syad.g_01112
OG0001146	Pral.g_01277	Syad.g_02412
OG0001147	Pral.g_01235	Syad.g_02349
OG0001148	Pral.g_01220	Syad.g_00889
OG0001149	Pral.g_01219	Syad.g_00888
OG0001150	Pral.g_01218	Syad.g_00887
OG0001151	Pral.g_01207	Syad.g_00875
OG0001152	Pral.g_01206	Syad.g_00872
OG0001153	Pral.g_01128	Syad.g_02318
OG0001154	Pral.g_01127	Syad.g_02319
OG0001155	Pral.g_01108	Syad.g_02540
OG0001156	Pral.g_01105	Syad.g_02543
OG0001157	Pral.g_01104	Syad.g_02544
OG0001158	Pral.g_01103	Syad.g_02546
OG0001159	Pral.g_01102	Syad.g_02547
OG0001160	Pral.g_01076	Syad.g_02595
OG0001161	Pral.g_00045	Syad.g_00026
OG0001163	Pral.g_00098	Syad.g_02610
OG0001164	Pral.g_00102	Syad.g_02616
OG0001165	Pral.g_00105	Syad.g_02621
OG0001166	Pral.g_00126	Syad.g_02647
OG0001167	Pral.g_00143	Syad.g_02486
OG0001168	Pral.g_00145	Syad.g_02488
OG0001169	Pral.g_00147	Syad.g_02490
OG0001170	Pral.g_00149	Syad.g_02492
OG0001171	Pral.g_00160	Syad.g_02503
