Orthogroup	Pral	Syan
OG0000590	Pral.g_00465	Syan.g_00015
OG0000591	Pral.g_00462	Syan.g_00003
OG0000592	Pral.g_00461	Syan.g_00002
OG0000593	Pral.g_01433	Syan.g_00820
OG0000594	Pral.g_01434	Syan.g_00819
OG0000595	Pral.g_01435	Syan.g_00818
OG0000596	Pral.g_01439	Syan.g_00813
OG0000597	Pral.g_01441	Syan.g_00810
OG0000598	Pral.g_01442	Syan.g_00809
OG0000599	Pral.g_01445	Syan.g_00802
OG0000600	Pral.g_01446	Syan.g_00801
OG0000601	Pral.g_01447	Syan.g_00800
OG0000602	Pral.g_01449	Syan.g_00796
OG0000603	Pral.g_01450	Syan.g_00795
OG0000604	Pral.g_01451	Syan.g_00792
OG0000605	Pral.g_01452	Syan.g_00783
OG0000606	Pral.g_01455	Syan.g_00780
OG0000607	Pral.g_01458	Syan.g_00777
OG0000608	Pral.g_01459	Syan.g_00776
OG0000609	Pral.g_01460	Syan.g_00774
OG0000610	Pral.g_01466	Syan.g_00766
OG0000611	Pral.g_01469	Syan.g_00763
OG0000612	Pral.g_01470	Syan.g_00762
OG0000613	Pral.g_01769	Syan.g_01965
OG0000614	Pral.g_01748	Syan.g_00184
OG0000615	Pral.g_01737	Syan.g_00728
OG0000616	Pral.g_00399	Syan.g_01694
OG0000617	Pral.g_01723	Syan.g_00324
OG0000618	Pral.g_01722	Syan.g_00325
OG0000619	Pral.g_01721	Syan.g_00326
OG0000620	Pral.g_01718	Syan.g_00331
OG0000621	Pral.g_01717	Syan.g_00332
OG0000622	Pral.g_01716	Syan.g_00334
OG0000623	Pral.g_01715	Syan.g_00335
OG0000624	Pral.g_01713	Syan.g_00337
OG0000625	Pral.g_01712	Syan.g_00338
OG0000626	Pral.g_01711	Syan.g_00339
OG0000627	Pral.g_01709	Syan.g_00465
OG0000628	Pral.g_01708	Syan.g_00466
OG0000629	Pral.g_01707	Syan.g_00469
OG0000630	Pral.g_01704	Syan.g_00474
OG0000631	Pral.g_01658	Syan.g_00484
OG0000632	Pral.g_01657	Syan.g_00485
OG0000633	Pral.g_01656	Syan.g_00489
OG0000634	Pral.g_01484	Syan.g_00694
OG0000635	Pral.g_01485	Syan.g_00693
OG0000636	Pral.g_01487	Syan.g_00691
OG0000637	Pral.g_01489	Syan.g_00689
OG0000638	Pral.g_01490	Syan.g_00688
OG0000639	Pral.g_01491	Syan.g_00687
OG0000640	Pral.g_01492	Syan.g_00686
OG0000641	Pral.g_01496	Syan.g_00682
OG0000642	Pral.g_01497	Syan.g_00681
OG0000643	Pral.g_01498	Syan.g_00679
OG0000644	Pral.g_01499	Syan.g_00678
OG0000645	Pral.g_01500	Syan.g_00676
OG0000646	Pral.g_01502	Syan.g_00673
OG0000647	Pral.g_01504	Syan.g_00671
OG0000648	Pral.g_01506	Syan.g_00669
OG0000649	Pral.g_01507	Syan.g_00668
OG0000650	Pral.g_01508	Syan.g_00667
OG0000651	Pral.g_01509	Syan.g_00666
OG0000652	Pral.g_01510	Syan.g_00665
OG0000653	Pral.g_01512	Syan.g_00663
OG0000654	Pral.g_01513	Syan.g_00661
OG0000655	Pral.g_01514	Syan.g_00660
OG0000656	Pral.g_01517	Syan.g_00656
OG0000657	Pral.g_01524	Syan.g_00375
OG0000658	Pral.g_01525	Syan.g_00378
OG0000659	Pral.g_01526	Syan.g_00379
OG0000660	Pral.g_01530	Syan.g_00383
OG0000661	Pral.g_01532	Syan.g_00385
OG0000662	Pral.g_01534	Syan.g_00392
OG0000663	Pral.g_01536	Syan.g_00395
OG0000664	Pral.g_01537	Syan.g_00397
OG0000665	Pral.g_01543	Syan.g_00788
OG0000666	Pral.g_01544	Syan.g_02100
OG0000667	Pral.g_01548	Syan.g_00044
OG0000668	Pral.g_01820	Syan.g_00365
OG0000669	Pral.g_01809	Syan.g_00751
OG0000670	Pral.g_01806	Syan.g_00748
OG0000671	Pral.g_01804	Syan.g_00746
OG0000672	Pral.g_01801	Syan.g_00743
OG0000673	Pral.g_01798	Syan.g_00740
OG0000674	Pral.g_01796	Syan.g_00738
OG0000675	Pral.g_01795	Syan.g_00737
OG0000676	Pral.g_01793	Syan.g_00735
OG0000677	Pral.g_01792	Syan.g_00734
OG0000678	Pral.g_01790	Syan.g_00732
OG0000679	Pral.g_01786	Syan.g_00724
OG0000680	Pral.g_01785	Syan.g_00723
OG0000681	Pral.g_01782	Syan.g_00720
OG0000682	Pral.g_01781	Syan.g_00719
OG0000683	Pral.g_01780	Syan.g_00718
OG0000684	Pral.g_01778	Syan.g_00715
OG0000685	Pral.g_01776	Syan.g_00713
OG0000686	Pral.g_01775	Syan.g_00712
OG0000687	Pral.g_01774	Syan.g_00711
OG0000688	Pral.g_01474	Syan.g_00706
OG0000689	Pral.g_01475	Syan.g_00704
OG0000690	Pral.g_01476	Syan.g_00703
OG0000691	Pral.g_01477	Syan.g_00702
OG0000692	Pral.g_01479	Syan.g_00700
OG0000693	Pral.g_01480	Syan.g_00698
OG0000694	Pral.g_01481	Syan.g_00697
OG0000695	Pral.g_01654	Syan.g_00492
OG0000696	Pral.g_01653	Syan.g_00493
OG0000697	Pral.g_01652	Syan.g_00495
OG0000698	Pral.g_01649	Syan.g_00498
OG0000699	Pral.g_01647	Syan.g_00500
OG0000700	Pral.g_01646	Syan.g_00501
OG0000701	Pral.g_01645	Syan.g_00502
OG0000702	Pral.g_01643	Syan.g_00534
OG0000703	Pral.g_01642	Syan.g_00546
OG0000704	Pral.g_01640	Syan.g_00550
OG0000705	Pral.g_01634	Syan.g_00557
OG0000706	Pral.g_01633	Syan.g_00558
OG0000707	Pral.g_01632	Syan.g_00559
OG0000708	Pral.g_01630	Syan.g_00562
OG0000709	Pral.g_01626	Syan.g_00570
OG0000710	Pral.g_01623	Syan.g_00574
OG0000711	Pral.g_01579	Syan.g_00607
OG0000712	Pral.g_01580	Syan.g_00609
OG0000713	Pral.g_01581	Syan.g_00610
OG0000714	Pral.g_01582	Syan.g_00624
OG0000715	Pral.g_01584	Syan.g_00626
OG0000716	Pral.g_01586	Syan.g_00630
OG0000717	Pral.g_01587	Syan.g_00631
OG0000718	Pral.g_01590	Syan.g_00651
OG0000719	Pral.g_01592	Syan.g_00367
OG0000720	Pral.g_01603	Syan.g_00354
OG0000721	Pral.g_01607	Syan.g_00352
OG0000722	Pral.g_01608	Syan.g_00351
OG0000723	Pral.g_01575	Syan.g_00341
OG0000724	Pral.g_01566	Syan.g_00299
OG0000725	Pral.g_01560	Syan.g_00194
OG0000726	Pral.g_01559	Syan.g_00193
OG0000727	Pral.g_01558	Syan.g_00192
OG0000728	Pral.g_01556	Syan.g_00190
OG0000729	Pral.g_01311	Syan.g_01885
OG0000730	Pral.g_01324	Syan.g_02147
OG0000731	Pral.g_00692	Syan.g_02135
OG0000732	Pral.g_00348	Syan.g_01726
OG0000733	Pral.g_00077	Syan.g_01147
OG0000734	Pral.g_01351	Syan.g_02982
OG0000735	Pral.g_01353	Syan.g_02713
OG0000736	Pral.g_01354	Syan.g_02712
OG0000737	Pral.g_01355	Syan.g_02711
OG0000738	Pral.g_01359	Syan.g_02705
OG0000739	Pral.g_01360	Syan.g_02704
OG0000740	Pral.g_01361	Syan.g_02703
OG0000741	Pral.g_01363	Syan.g_02700
OG0000742	Pral.g_01366	Syan.g_02697
OG0000743	Pral.g_01368	Syan.g_02694
OG0000744	Pral.g_01369	Syan.g_02693
OG0000745	Pral.g_01370	Syan.g_02690
OG0000746	Pral.g_01372	Syan.g_02687
OG0000747	Pral.g_01373	Syan.g_02685
OG0000748	Pral.g_01378	Syan.g_02669
OG0000749	Pral.g_01379	Syan.g_02668
OG0000750	Pral.g_01380	Syan.g_02667
OG0000751	Pral.g_01383	Syan.g_02661
OG0000752	Pral.g_01385	Syan.g_02659
OG0000753	Pral.g_01388	Syan.g_02656
OG0000754	Pral.g_01391	Syan.g_02650
OG0000755	Pral.g_01399	Syan.g_02641
OG0000756	Pral.g_01400	Syan.g_02640
OG0000757	Pral.g_01406	Syan.g_02623
OG0000758	Pral.g_01407	Syan.g_02622
OG0000759	Pral.g_01408	Syan.g_02621
OG0000760	Pral.g_01409	Syan.g_02620
OG0000761	Pral.g_01410	Syan.g_02619
OG0000762	Pral.g_01411	Syan.g_02617
OG0000763	Pral.g_01413	Syan.g_02615
OG0000764	Pral.g_01414	Syan.g_02614
OG0000765	Pral.g_01423	Syan.g_02587
OG0000766	Pral.g_01424	Syan.g_02586
OG0000767	Pral.g_01426	Syan.g_02584
OG0000768	Pral.g_01427	Syan.g_02583
OG0000769	Pral.g_01429	Syan.g_02581
OG0000770	Pral.g_00456	Syan.g_02561
OG0000771	Pral.g_01064	Syan.g_00305
OG0000772	Pral.g_01893	Syan.g_00436
OG0000773	Pral.g_01290	Syan.g_01199
OG0000774	Pral.g_01288	Syan.g_01205
OG0000775	Pral.g_01286	Syan.g_01207
OG0000776	Pral.g_01285	Syan.g_01208
OG0000777	Pral.g_01284	Syan.g_01209
OG0000778	Pral.g_01283	Syan.g_01210
OG0000779	Pral.g_01279	Syan.g_01215
OG0000780	Pral.g_01278	Syan.g_01218
OG0000781	Pral.g_01275	Syan.g_01222
OG0000782	Pral.g_01274	Syan.g_01223
OG0000783	Pral.g_01273	Syan.g_01224
OG0000784	Pral.g_01272	Syan.g_01225
OG0000785	Pral.g_01270	Syan.g_01228
OG0000786	Pral.g_01267	Syan.g_01243
OG0000787	Pral.g_01266	Syan.g_01244
OG0000788	Pral.g_00440	Syan.g_00843
OG0000789	Pral.g_01060	Syan.g_00075
OG0000790	Pral.g_01217	Syan.g_02778
OG0000791	Pral.g_01215	Syan.g_02780
OG0000792	Pral.g_01214	Syan.g_02781
OG0000793	Pral.g_01211	Syan.g_02879
OG0000794	Pral.g_01210	Syan.g_02881
OG0000795	Pral.g_01209	Syan.g_02882
OG0000796	Pral.g_01205	Syan.g_02886
OG0000797	Pral.g_01204	Syan.g_02888
OG0000799	Pral.g_01184	Syan.g_01310
OG0000800	Pral.g_01183	Syan.g_01308
OG0000801	Pral.g_01182	Syan.g_01307
OG0000802	Pral.g_01180	Syan.g_01303
OG0000803	Pral.g_01178	Syan.g_01294
OG0000804	Pral.g_01177	Syan.g_01291
OG0000805	Pral.g_01175	Syan.g_01289
OG0000806	Pral.g_01173	Syan.g_01287
OG0000807	Pral.g_01172	Syan.g_01286
OG0000808	Pral.g_01171	Syan.g_01285
OG0000809	Pral.g_01167	Syan.g_01281
OG0000810	Pral.g_01166	Syan.g_01280
OG0000811	Pral.g_01158	Syan.g_01272
OG0000812	Pral.g_01156	Syan.g_01270
OG0000813	Pral.g_01155	Syan.g_01269
OG0000814	Pral.g_01153	Syan.g_01267
OG0000815	Pral.g_01152	Syan.g_01249
OG0000816	Pral.g_01150	Syan.g_01247
OG0000817	Pral.g_01149	Syan.g_01328
OG0000818	Pral.g_01144	Syan.g_02807
OG0000819	Pral.g_01143	Syan.g_02808
OG0000820	Pral.g_01142	Syan.g_02809
OG0000821	Pral.g_01137	Syan.g_02815
OG0000822	Pral.g_01136	Syan.g_02817
OG0000823	Pral.g_01135	Syan.g_02818
OG0000824	Pral.g_01132	Syan.g_02824
OG0000825	Pral.g_01131	Syan.g_02825
OG0000826	Pral.g_01130	Syan.g_02826
OG0000827	Pral.g_01129	Syan.g_02827
OG0000828	Pral.g_01126	Syan.g_02830
OG0000829	Pral.g_01125	Syan.g_02831
OG0000830	Pral.g_01124	Syan.g_02832
OG0000831	Pral.g_01122	Syan.g_02834
OG0000832	Pral.g_01110	Syan.g_02408
OG0000833	Pral.g_01101	Syan.g_01343
OG0000834	Pral.g_01100	Syan.g_01345
OG0000835	Pral.g_01099	Syan.g_01346
OG0000836	Pral.g_01098	Syan.g_01349
OG0000837	Pral.g_01097	Syan.g_01351
OG0000838	Pral.g_01094	Syan.g_01355
OG0000839	Pral.g_01093	Syan.g_01356
OG0000840	Pral.g_01092	Syan.g_01357
OG0000841	Pral.g_01091	Syan.g_01358
OG0000842	Pral.g_01090	Syan.g_01359
OG0000843	Pral.g_01089	Syan.g_01360
OG0000844	Pral.g_01088	Syan.g_01362
OG0000845	Pral.g_01087	Syan.g_01363
OG0000846	Pral.g_01086	Syan.g_01364
OG0000847	Pral.g_01085	Syan.g_01365
OG0000848	Pral.g_01084	Syan.g_01367
OG0000849	Pral.g_01083	Syan.g_01368
OG0000850	Pral.g_01081	Syan.g_01371
OG0000851	Pral.g_01080	Syan.g_01374
OG0000852	Pral.g_01079	Syan.g_01375
OG0000853	Pral.g_01074	Syan.g_01379
OG0000854	Pral.g_01072	Syan.g_01381
OG0000855	Pral.g_01071	Syan.g_01382
OG0000856	Pral.g_01058	Syan.g_01136
OG0000857	Pral.g_01503	Syan.g_00672
OG0000858	Pral.g_00100	Syan.g_01389
OG0000859	Pral.g_00101	Syan.g_01390
OG0000860	Pral.g_00109	Syan.g_01402
OG0000861	Pral.g_00110	Syan.g_01403
OG0000862	Pral.g_00111	Syan.g_01412
OG0000863	Pral.g_00113	Syan.g_01414
OG0000864	Pral.g_00114	Syan.g_00969
OG0000865	Pral.g_00115	Syan.g_01415
OG0000866	Pral.g_00116	Syan.g_01416
OG0000867	Pral.g_00117	Syan.g_01417
OG0000868	Pral.g_00119	Syan.g_01421
OG0000869	Pral.g_00122	Syan.g_01426
OG0000870	Pral.g_00127	Syan.g_01431
OG0000871	Pral.g_00128	Syan.g_01432
OG0000872	Pral.g_00129	Syan.g_01438
OG0000873	Pral.g_00132	Syan.g_01441
OG0000874	Pral.g_00135	Syan.g_01443
OG0000875	Pral.g_00136	Syan.g_01445
OG0000876	Pral.g_00137	Syan.g_00391
OG0000877	Pral.g_00139	Syan.g_01449
OG0000878	Pral.g_00140	Syan.g_01450
OG0000879	Pral.g_00141	Syan.g_01451
OG0000880	Pral.g_00142	Syan.g_01452
OG0000881	Pral.g_00146	Syan.g_01457
OG0000882	Pral.g_00151	Syan.g_01462
OG0000883	Pral.g_00154	Syan.g_01464
OG0000884	Pral.g_00156	Syan.g_01466
OG0000885	Pral.g_00157	Syan.g_01467
OG0000886	Pral.g_00158	Syan.g_01468
OG0000887	Pral.g_00159	Syan.g_01469
OG0000888	Pral.g_00161	Syan.g_01471
OG0000889	Pral.g_00163	Syan.g_01473
OG0000890	Pral.g_00164	Syan.g_01476
OG0000891	Pral.g_00165	Syan.g_01477
OG0000892	Pral.g_00167	Syan.g_01480
OG0000893	Pral.g_00170	Syan.g_02103
OG0000894	Pral.g_00173	Syan.g_02108
OG0000895	Pral.g_00177	Syan.g_02112
OG0000896	Pral.g_00178	Syan.g_02113
OG0000897	Pral.g_00180	Syan.g_02115
OG0000898	Pral.g_00181	Syan.g_02116
OG0000899	Pral.g_00182	Syan.g_02117
OG0000900	Pral.g_00183	Syan.g_02118
OG0000901	Pral.g_00187	Syan.g_02123
OG0000902	Pral.g_00189	Syan.g_02125
OG0000903	Pral.g_00193	Syan.g_02252
OG0000904	Pral.g_00198	Syan.g_02258
OG0000905	Pral.g_00191	Syan.g_02129
OG0000906	Pral.g_00190	Syan.g_02127
OG0000907	Pral.g_00200	Syan.g_02245
OG0000908	Pral.g_00203	Syan.g_02242
OG0000909	Pral.g_00204	Syan.g_02241
OG0000910	Pral.g_00205	Syan.g_02240
OG0000911	Pral.g_00207	Syan.g_02238
OG0000912	Pral.g_00208	Syan.g_02237
OG0000913	Pral.g_00209	Syan.g_02236
OG0000914	Pral.g_00210	Syan.g_02235
OG0000915	Pral.g_00211	Syan.g_02233
OG0000916	Pral.g_00212	Syan.g_02232
OG0000917	Pral.g_00213	Syan.g_02231
OG0000918	Pral.g_00214	Syan.g_02230
OG0000919	Pral.g_00215	Syan.g_02229
OG0000920	Pral.g_00216	Syan.g_02228
OG0000921	Pral.g_00217	Syan.g_02227
OG0000922	Pral.g_00218	Syan.g_02226
OG0000923	Pral.g_00222	Syan.g_02222
OG0000924	Pral.g_00223	Syan.g_02221
OG0000925	Pral.g_00224	Syan.g_02220
OG0000926	Pral.g_00225	Syan.g_02219
OG0000927	Pral.g_00227	Syan.g_02217
OG0000928	Pral.g_00228	Syan.g_02216
OG0000929	Pral.g_00229	Syan.g_02215
OG0000930	Pral.g_00230	Syan.g_02214
OG0000931	Pral.g_00232	Syan.g_02213
OG0000932	Pral.g_01190	Syan.g_02212
OG0000933	Pral.g_00236	Syan.g_02206
OG0000934	Pral.g_00238	Syan.g_02204
OG0000935	Pral.g_00239	Syan.g_02203
OG0000936	Pral.g_00240	Syan.g_02202
OG0000937	Pral.g_00241	Syan.g_02201
OG0000938	Pral.g_00244	Syan.g_02198
OG0000939	Pral.g_00245	Syan.g_02197
OG0000940	Pral.g_00252	Syan.g_02188
OG0000941	Pral.g_00254	Syan.g_02186
OG0000942	Pral.g_00256	Syan.g_02184
OG0000943	Pral.g_00257	Syan.g_02183
OG0000944	Pral.g_00259	Syan.g_02181
OG0000945	Pral.g_00260	Syan.g_02180
OG0000946	Pral.g_00266	Syan.g_02167
OG0000947	Pral.g_00268	Syan.g_02164
OG0000948	Pral.g_00269	Syan.g_02163
OG0000949	Pral.g_00272	Syan.g_01951
OG0000950	Pral.g_00278	Syan.g_01940
OG0000951	Pral.g_00282	Syan.g_01932
OG0000952	Pral.g_00286	Syan.g_01927
OG0000953	Pral.g_00290	Syan.g_01922
OG0000954	Pral.g_00294	Syan.g_01916
OG0000955	Pral.g_00295	Syan.g_01915
OG0000956	Pral.g_00297	Syan.g_01913
OG0000957	Pral.g_00303	Syan.g_01898
OG0000958	Pral.g_00304	Syan.g_01897
OG0000959	Pral.g_00308	Syan.g_01893
OG0000960	Pral.g_00309	Syan.g_01892
OG0000961	Pral.g_00312	Syan.g_03024
OG0000962	Pral.g_00314	Syan.g_01887
OG0000963	Pral.g_00318	Syan.g_01881
OG0000964	Pral.g_00319	Syan.g_01880
OG0000965	Pral.g_00320	Syan.g_01879
OG0000966	Pral.g_00326	Syan.g_01812
OG0000967	Pral.g_00330	Syan.g_01804
OG0000968	Pral.g_00332	Syan.g_01706
OG0000969	Pral.g_00333	Syan.g_01708
OG0000970	Pral.g_00334	Syan.g_01709
OG0000971	Pral.g_00335	Syan.g_01711
OG0000972	Pral.g_00336	Syan.g_01712
OG0000973	Pral.g_00337	Syan.g_01713
OG0000974	Pral.g_00338	Syan.g_01714
OG0000975	Pral.g_00339	Syan.g_01715
OG0000976	Pral.g_00340	Syan.g_01716
OG0000977	Pral.g_00341	Syan.g_01718
OG0000978	Pral.g_00342	Syan.g_01719
OG0000979	Pral.g_00345	Syan.g_01722
OG0000980	Pral.g_00347	Syan.g_01725
OG0000981	Pral.g_00350	Syan.g_01728
OG0000982	Pral.g_00352	Syan.g_01566
OG0000983	Pral.g_00353	Syan.g_01567
OG0000984	Pral.g_00354	Syan.g_01568
OG0000985	Pral.g_00357	Syan.g_01572
OG0000986	Pral.g_00359	Syan.g_01574
OG0000987	Pral.g_00360	Syan.g_01576
OG0000988	Pral.g_00363	Syan.g_01581
OG0000989	Pral.g_00367	Syan.g_01587
OG0000990	Pral.g_00373	Syan.g_01615
OG0000991	Pral.g_00374	Syan.g_01618
OG0000992	Pral.g_00377	Syan.g_01622
OG0000993	Pral.g_00378	Syan.g_01623
OG0000994	Pral.g_00379	Syan.g_01625
OG0000995	Pral.g_00383	Syan.g_01629
OG0000996	Pral.g_00384	Syan.g_01653
OG0000997	Pral.g_00386	Syan.g_01677
OG0000998	Pral.g_00388	Syan.g_01679
OG0000999	Pral.g_00389	Syan.g_01680
OG0001000	Pral.g_00392	Syan.g_01684
OG0001001	Pral.g_00396	Syan.g_01690
OG0001002	Pral.g_00401	Syan.g_01697
OG0001003	Pral.g_00402	Syan.g_01699
OG0001004	Pral.g_00403	Syan.g_01700
OG0001005	Pral.g_00404	Syan.g_01701
OG0001006	Pral.g_00408	Syan.g_01794
OG0001007	Pral.g_00410	Syan.g_01796
OG0001008	Pral.g_00657	Syan.g_02397
OG0001009	Pral.g_01017	Syan.g_01748
OG0001010	Pral.g_01016	Syan.g_01747
OG0001011	Pral.g_01014	Syan.g_01745
OG0001012	Pral.g_01001	Syan.g_00281
OG0001013	Pral.g_00994	Syan.g_01542
OG0001014	Pral.g_00991	Syan.g_01535
OG0001015	Pral.g_00990	Syan.g_01534
OG0001016	Pral.g_00974	Syan.g_02912
OG0001017	Pral.g_00970	Syan.g_02918
OG0001018	Pral.g_00968	Syan.g_02920
OG0001019	Pral.g_00958	Syan.g_02947
OG0001020	Pral.g_00957	Syan.g_02951
OG0001021	Pral.g_00956	Syan.g_02958
OG0001022	Pral.g_00953	Syan.g_02964
OG0001023	Pral.g_00952	Syan.g_02965
OG0001024	Pral.g_00949	Syan.g_00968
OG0001025	Pral.g_00942	Syan.g_02971
OG0001026	Pral.g_00934	Syan.g_02984
OG0001027	Pral.g_00933	Syan.g_02308
OG0001028	Pral.g_00931	Syan.g_02305
OG0001029	Pral.g_00930	Syan.g_02303
OG0001030	Pral.g_00914	Syan.g_02281
OG0001031	Pral.g_00857	Syan.g_03060
OG0001032	Pral.g_00856	Syan.g_03063
OG0001033	Pral.g_00836	Syan.g_00970
OG0001034	Pral.g_00804	Syan.g_02425
OG0001035	Pral.g_00784	Syan.g_02062
OG0001036	Pral.g_00780	Syan.g_02056
OG0001037	Pral.g_00779	Syan.g_02054
OG0001038	Pral.g_00761	Syan.g_02025
OG0001039	Pral.g_00758	Syan.g_02022
OG0001040	Pral.g_00755	Syan.g_02019
OG0001041	Pral.g_00751	Syan.g_02015
OG0001042	Pral.g_00734	Syan.g_01992
OG0001043	Pral.g_00733	Syan.g_01988
OG0001044	Pral.g_00699	Syan.g_02145
OG0001045	Pral.g_00690	Syan.g_02132
OG0001046	Pral.g_01039	Syan.g_00591
OG0001047	Pral.g_00655	Syan.g_02399
OG0001048	Pral.g_00654	Syan.g_02400
OG0001049	Pral.g_00651	Syan.g_01340
OG0001050	Pral.g_00650	Syan.g_01339
OG0001051	Pral.g_00649	Syan.g_01338
OG0001052	Pral.g_00621	Syan.g_02850
OG0001053	Pral.g_00608	Syan.g_02761
OG0001055	Pral.g_00573	Syan.g_02721
OG0001056	Pral.g_00554	Syan.g_01161
OG0001057	Pral.g_00549	Syan.g_00832
OG0001058	Pral.g_00541	Syan.g_00851
OG0001059	Pral.g_00537	Syan.g_00855
OG0001060	Pral.g_00530	Syan.g_00861
OG0001061	Pral.g_00514	Syan.g_00880
OG0001063	Pral.g_00510	Syan.g_00945
OG0001064	Pral.g_00509	Syan.g_00946
OG0001065	Pral.g_00508	Syan.g_00947
OG0001066	Pral.g_00507	Syan.g_00948
OG0001067	Pral.g_00506	Syan.g_00949
OG0001068	Pral.g_00505	Syan.g_00950
OG0001069	Pral.g_00504	Syan.g_00951
OG0001070	Pral.g_00502	Syan.g_00955
OG0001071	Pral.g_00501	Syan.g_00956
OG0001072	Pral.g_00499	Syan.g_00960
OG0001073	Pral.g_00485	Syan.g_01012
OG0001074	Pral.g_00472	Syan.g_00202
OG0001075	Pral.g_00471	Syan.g_00200
OG0001076	Pral.g_00464	Syan.g_00012
OG0001077	Pral.g_00459	Syan.g_01140
OG0001078	Pral.g_01437	Syan.g_00815
OG0001079	Pral.g_01448	Syan.g_00799
OG0001080	Pral.g_01454	Syan.g_00781
OG0001081	Pral.g_01456	Syan.g_00779
OG0001082	Pral.g_01457	Syan.g_00778
OG0001083	Pral.g_01462	Syan.g_00771
OG0001084	Pral.g_01463	Syan.g_00770
OG0001086	Pral.g_01771	Syan.g_00757
OG0001087	Pral.g_01753	Syan.g_01159
OG0001088	Pral.g_01752	Syan.g_02688
OG0001089	Pral.g_01741	Syan.g_00185
OG0001090	Pral.g_01728	Syan.g_00317
OG0001091	Pral.g_01726	Syan.g_00320
OG0001092	Pral.g_01725	Syan.g_00322
OG0001093	Pral.g_01720	Syan.g_00328
OG0001094	Pral.g_01482	Syan.g_00696
OG0001095	Pral.g_01501	Syan.g_00675
OG0001096	Pral.g_01515	Syan.g_00659
OG0001097	Pral.g_01533	Syan.g_00386
OG0001099	Pral.g_01815	Syan.g_02304
OG0001100	Pral.g_01807	Syan.g_00749
OG0001101	Pral.g_01805	Syan.g_00747
OG0001102	Pral.g_01802	Syan.g_00744
OG0001103	Pral.g_01800	Syan.g_00742
OG0001104	Pral.g_01777	Syan.g_00714
OG0001106	Pral.g_01639	Syan.g_00551
OG0001107	Pral.g_01629	Syan.g_00563
OG0001108	Pral.g_01625	Syan.g_00571
OG0001109	Pral.g_01624	Syan.g_00573
OG0001110	Pral.g_01622	Syan.g_00575
OG0001111	Pral.g_01621	Syan.g_00577
OG0001112	Pral.g_01620	Syan.g_00579
OG0001113	Pral.g_01619	Syan.g_00580
OG0001114	Pral.g_01618	Syan.g_00581
OG0001115	Pral.g_01616	Syan.g_00586
OG0001116	Pral.g_01615	Syan.g_00588
OG0001117	Pral.g_01614	Syan.g_00589
OG0001118	Pral.g_01613	Syan.g_00590
OG0001119	Pral.g_01612	Syan.g_00592
OG0001120	Pral.g_01611	Syan.g_00597
OG0001122	Pral.g_01593	Syan.g_00366
OG0001123	Pral.g_01598	Syan.g_00359
OG0001124	Pral.g_01600	Syan.g_00357
OG0001125	Pral.g_01602	Syan.g_00355
OG0001126	Pral.g_01571	Syan.g_00307
OG0001127	Pral.g_01570	Syan.g_00306
OG0001128	Pral.g_01569	Syan.g_00303
OG0001129	Pral.g_01568	Syan.g_00301
OG0001130	Pral.g_01567	Syan.g_00300
OG0001131	Pral.g_01321	Syan.g_00079
OG0001132	Pral.g_01033	Syan.g_00100
OG0001133	Pral.g_01314	Syan.g_00006
OG0001134	Pral.g_00056, Pral.g_00078	Syan.g_01146
OG0001135	Pral.g_00075	Syan.g_01150
OG0001136	Pral.g_01364	Syan.g_02699
OG0001137	Pral.g_01377	Syan.g_02670
OG0001138	Pral.g_01401	Syan.g_02638
OG0001139	Pral.g_01403	Syan.g_02636
OG0001141	Pral.g_01404	Syan.g_02625
OG0001142	Pral.g_01405	Syan.g_02624
OG0001143	Pral.g_01412	Syan.g_02616
OG0001144	Pral.g_01417	Syan.g_02596
OG0001145	Pral.g_01289	Syan.g_01200
OG0001146	Pral.g_01277	Syan.g_01219
OG0001147	Pral.g_01235	Syan.g_02842
OG0001148	Pral.g_01220	Syan.g_02775
OG0001149	Pral.g_01219	Syan.g_02776
OG0001150	Pral.g_01218	Syan.g_02777
OG0001151	Pral.g_01207	Syan.g_02884
OG0001152	Pral.g_01206	Syan.g_02885
OG0001153	Pral.g_01128	Syan.g_02828
OG0001154	Pral.g_01127	Syan.g_02829
OG0001156	Pral.g_01105	Syan.g_02404
OG0001157	Pral.g_01104	Syan.g_02403
OG0001158	Pral.g_01103	Syan.g_02402
OG0001159	Pral.g_01102	Syan.g_02401
OG0001160	Pral.g_01076	Syan.g_01377
OG0001161	Pral.g_00045	Syan.g_01594
OG0001163	Pral.g_00098	Syan.g_01385
OG0001164	Pral.g_00102	Syan.g_01392
OG0001165	Pral.g_00105	Syan.g_01397
OG0001166	Pral.g_00126	Syan.g_01430
OG0001167	Pral.g_00143	Syan.g_00992
OG0001168	Pral.g_00145	Syan.g_01456
OG0001169	Pral.g_00147	Syan.g_01458
OG0001170	Pral.g_00149	Syan.g_01460
OG0001171	Pral.g_00160	Syan.g_01470
OG0001172	Pral.g_00175	Syan.g_02110
OG0001173	Pral.g_00176	Syan.g_02111
OG0001174	Pral.g_00184	Syan.g_02119
OG0001175	Pral.g_00185	Syan.g_02120
OG0001176	Pral.g_00194	Syan.g_02253
OG0001177	Pral.g_00196	Syan.g_02256
OG0001179	Pral.g_00226	Syan.g_02218
OG0001180	Pral.g_00249	Syan.g_02191
OG0001181	Pral.g_00253	Syan.g_02187
OG0001182	Pral.g_00261	Syan.g_02179
