Orthogroup	Syah	Syal
OG0000572	Syah.g_01137	Syal.g_02767
OG0000573	Syah.g_01146	Syal.g_02759
OG0000574	Syah.g_01147	Syal.g_02758
OG0000575	Syah.g_01151	Syal.g_02753
OG0000576	Syah.g_01153	Syal.g_02751
OG0000577	Syah.g_01154	Syal.g_02750
OG0000578	Syah.g_01155	Syal.g_02749
OG0000579	Syah.g_01156	Syal.g_02748
OG0000580	Syah.g_01157	Syal.g_02747
OG0000581	Syah.g_01163	Syal.g_02741
OG0000582	Syah.g_01979	Syal.g_02736
OG0000583	Syah.g_01978	Syal.g_02735
OG0000584	Syah.g_01977	Syal.g_02734
OG0000585	Syah.g_01975	Syal.g_02731
OG0000586	Syah.g_01974	Syal.g_02730
OG0000587	Syah.g_01972	Syal.g_02728
OG0000588	Syah.g_01966	Syal.g_02717
OG0000589	Syah.g_01962	Syal.g_02714
OG0000590	Syah.g_01961	Syal.g_02713
OG0000591	Syah.g_01954	Syal.g_02707
OG0000592	Syah.g_01953	Syal.g_02706
OG0000593	Syah.g_01939	Syal.g_02640
OG0000594	Syah.g_01938	Syal.g_02639
OG0000595	Syah.g_01937	Syal.g_02638
OG0000596	Syah.g_01932	Syal.g_02633
OG0000597	Syah.g_01929	Syal.g_02630
OG0000598	Syah.g_01928	Syal.g_02629
OG0000599	Syah.g_01925	Syal.g_02622
OG0000600	Syah.g_01924	Syal.g_02621
OG0000601	Syah.g_01923	Syal.g_02620
OG0000602	Syah.g_01917	Syal.g_02615
OG0000603	Syah.g_01916	Syal.g_02614
OG0000604	Syah.g_01913	Syal.g_02612
OG0000605	Syah.g_01825	Syal.g_02516
OG0000606	Syah.g_01485	Syal.g_02174
OG0000607	Syah.g_01489	Syal.g_02177
OG0000608	Syah.g_01490	Syal.g_02178
OG0000609	Syah.g_01492	Syal.g_02180
OG0000610	Syah.g_01499	Syal.g_02198
OG0000611	Syah.g_01502	Syal.g_02201
OG0000612	Syah.g_01503	Syal.g_02202
OG0000613	Syah.g_00147	Syal.g_01325
OG0000614	Syah.g_02004	Syal.g_01794
OG0000615	Syah.g_01814	Syal.g_02256
OG0000616	Syah.g_00389	Syal.g_00079
OG0000617	Syah.g_01722	Syal.g_01866
OG0000618	Syah.g_01721	Syal.g_01867
OG0000619	Syah.g_01720	Syal.g_02417
OG0000620	Syah.g_01713	Syal.g_02422
OG0000621	Syah.g_01712	Syal.g_02423
OG0000622	Syah.g_01711	Syal.g_02424
OG0000623	Syah.g_01710	Syal.g_02425
OG0000624	Syah.g_01708	Syal.g_02427
OG0000625	Syah.g_01707	Syal.g_02428
OG0000626	Syah.g_01706	Syal.g_02429
OG0000627	Syah.g_01569	Syal.g_02048
OG0000628	Syah.g_01570	Syal.g_02047
OG0000629	Syah.g_01573	Syal.g_02044
OG0000630	Syah.g_01577	Syal.g_02040
OG0000631	Syah.g_01582	Syal.g_02031
OG0000632	Syah.g_01583	Syal.g_02030
OG0000633	Syah.g_01584	Syal.g_02029
OG0000634	Syah.g_01783	Syal.g_02410
OG0000635	Syah.g_01782	Syal.g_02411
OG0000636	Syah.g_01780	Syal.g_02413
OG0000637	Syah.g_01778	Syal.g_02415
OG0000638	Syah.g_01777	Syal.g_02416
OG0000639	Syah.g_01776	Syal.g_01868
OG0000640	Syah.g_01775	Syal.g_01869
OG0000641	Syah.g_01771	Syal.g_01873
OG0000642	Syah.g_01770	Syal.g_01874
OG0000643	Syah.g_01768	Syal.g_01875
OG0000644	Syah.g_01767	Syal.g_01876
OG0000645	Syah.g_01765	Syal.g_01878
OG0000646	Syah.g_01762	Syal.g_01881
OG0000647	Syah.g_01760	Syal.g_01883
OG0000648	Syah.g_01757	Syal.g_02438
OG0000649	Syah.g_01756	Syal.g_02439
OG0000650	Syah.g_01755	Syal.g_02440
OG0000651	Syah.g_01754	Syal.g_02441
OG0000652	Syah.g_01753	Syal.g_02442
OG0000653	Syah.g_01751	Syal.g_02444
OG0000654	Syah.g_01750	Syal.g_02445
OG0000655	Syah.g_01749	Syal.g_02446
OG0000656	Syah.g_01746	Syal.g_02449
OG0000657	Syah.g_02083	Syal.g_02460
OG0000658	Syah.g_02086	Syal.g_02465
OG0000659	Syah.g_02087	Syal.g_02466
OG0000660	Syah.g_02091	Syal.g_02470
OG0000661	Syah.g_02093	Syal.g_02472
OG0000662	Syah.g_02095	Syal.g_02474
OG0000663	Syah.g_02098	Syal.g_02477
OG0000664	Syah.g_02099	Syal.g_02478
OG0000665	Syah.g_01895	Syal.g_02593
OG0000666	Syah.g_01826	Syal.g_02605
OG0000667	Syah.g_00714	Syal.g_02192
OG0000668	Syah.g_01680	Syal.g_01920
OG0000669	Syah.g_01520	Syal.g_02295
OG0000670	Syah.g_02352	Syal.g_02956
OG0000671	Syah.g_01524	Syal.g_02291
OG0000672	Syah.g_01527	Syal.g_02288
OG0000673	Syah.g_01530	Syal.g_02285
OG0000674	Syah.g_01532	Syal.g_02283
OG0000675	Syah.g_01533	Syal.g_02282
OG0000676	Syah.g_01535	Syal.g_02272
OG0000677	Syah.g_01536	Syal.g_02271
OG0000678	Syah.g_01821	Syal.g_02264
OG0000679	Syah.g_01812	Syal.g_02252
OG0000680	Syah.g_01811	Syal.g_02251
OG0000681	Syah.g_01808	Syal.g_02248
OG0000682	Syah.g_01807	Syal.g_02247
OG0000683	Syah.g_01806	Syal.g_02246
OG0000684	Syah.g_01802	Syal.g_02242
OG0000685	Syah.g_01800	Syal.g_02240
OG0000686	Syah.g_01799	Syal.g_02239
OG0000687	Syah.g_01798	Syal.g_02237
OG0000688	Syah.g_01793	Syal.g_02225
OG0000689	Syah.g_01791	Syal.g_02223
OG0000690	Syah.g_01790	Syal.g_02222
OG0000691	Syah.g_01789	Syal.g_02221
OG0000692	Syah.g_01788	Syal.g_02220
OG0000693	Syah.g_01787	Syal.g_02218
OG0000694	Syah.g_01786	Syal.g_02217
OG0000695	Syah.g_01586	Syal.g_02027
OG0000696	Syah.g_01587	Syal.g_02026
OG0000697	Syah.g_01589	Syal.g_02025
OG0000698	Syah.g_01592	Syal.g_02022
OG0000699	Syah.g_01594	Syal.g_02021
OG0000700	Syah.g_01595	Syal.g_02020
OG0000701	Syah.g_01596	Syal.g_02019
OG0000702	Syah.g_01604	Syal.g_02011
OG0000703	Syah.g_01605	Syal.g_02010
OG0000704	Syah.g_01608	Syal.g_02008
OG0000705	Syah.g_01614	Syal.g_01999
OG0000706	Syah.g_01615	Syal.g_01998
OG0000707	Syah.g_01616	Syal.g_01997
OG0000708	Syah.g_01619	Syal.g_01994
OG0000709	Syah.g_01627	Syal.g_01986
OG0000710	Syah.g_01631	Syal.g_01982
OG0000711	Syah.g_01661	Syal.g_01954
OG0000712	Syah.g_01662	Syal.g_01952
OG0000713	Syah.g_01663	Syal.g_01951
OG0000714	Syah.g_01665	Syal.g_01948
OG0000715	Syah.g_01667	Syal.g_01934
OG0000716	Syah.g_01671	Syal.g_01930
OG0000717	Syah.g_01672	Syal.g_01929
OG0000718	Syah.g_01676	Syal.g_01925
OG0000719	Syah.g_01678	Syal.g_01922
OG0000720	Syah.g_01691	Syal.g_01908
OG0000721	Syah.g_01693	Syal.g_01906
OG0000722	Syah.g_01694	Syal.g_01905
OG0000723	Syah.g_01704	Syal.g_02433
OG0000724	Syah.g_02036	Syal.g_01829
OG0000725	Syah.g_02027	Syal.g_01820
OG0000726	Syah.g_02026	Syal.g_01819
OG0000727	Syah.g_02025	Syal.g_01818
OG0000728	Syah.g_02023	Syal.g_01816
OG0000729	Syah.g_00263	Syal.g_01510
OG0000730	Syah.g_00855	Syal.g_00345
OG0000731	Syah.g_00867	Syal.g_00356
OG0000732	Syah.g_00319	Syal.g_00149
OG0000733	Syah.g_00473	Syal.g_01105
OG0000734	Syah.g_02545	Syal.g_00828
OG0000735	Syah.g_02178	Syal.g_01627
OG0000736	Syah.g_02177	Syal.g_01628
OG0000737	Syah.g_02176	Syal.g_01629
OG0000738	Syah.g_02170	Syal.g_01634
OG0000739	Syah.g_02165	Syal.g_01645
OG0000740	Syah.g_02164	Syal.g_01646
OG0000741	Syah.g_02161	Syal.g_01649
OG0000742	Syah.g_02159	Syal.g_01652
OG0000743	Syah.g_02157	Syal.g_01654
OG0000744	Syah.g_02156	Syal.g_01655
OG0000745	Syah.g_02154	Syal.g_01657
OG0000746	Syah.g_02151	Syal.g_01659
OG0000747	Syah.g_02150	Syal.g_01660
OG0000748	Syah.g_02140	Syal.g_01674
OG0000749	Syah.g_02138	Syal.g_01675
OG0000750	Syah.g_02137	Syal.g_01676
OG0000751	Syah.g_02130	Syal.g_01688
OG0000752	Syah.g_02128	Syal.g_01690
OG0000753	Syah.g_02125	Syal.g_01693
OG0000754	Syah.g_01431	Syal.g_01698
OG0000755	Syah.g_01423	Syal.g_01707
OG0000756	Syah.g_01422	Syal.g_01708
OG0000757	Syah.g_01415	Syal.g_01715
OG0000758	Syah.g_01414	Syal.g_01716
OG0000759	Syah.g_01413	Syal.g_01717
OG0000760	Syah.g_01412	Syal.g_01718
OG0000761	Syah.g_01411	Syal.g_01719
OG0000762	Syah.g_01409	Syal.g_01721
OG0000763	Syah.g_01407	Syal.g_01723
OG0000764	Syah.g_01406	Syal.g_01724
OG0000765	Syah.g_01392	Syal.g_01768
OG0000766	Syah.g_01391	Syal.g_01767
OG0000767	Syah.g_01389	Syal.g_01765
OG0000768	Syah.g_01388	Syal.g_01764
OG0000769	Syah.g_01386	Syal.g_01762
OG0000770	Syah.g_01383	Syal.g_01758
OG0000771	Syah.g_02042	Syal.g_01835
OG0000772	Syah.g_01351	Syal.g_01641
OG0000773	Syah.g_02187	Syal.g_01618
OG0000774	Syah.g_02191	Syal.g_01610
OG0000775	Syah.g_02193	Syal.g_01608
OG0000776	Syah.g_02194	Syal.g_01607
OG0000777	Syah.g_02195	Syal.g_01606
OG0000778	Syah.g_02196	Syal.g_01605
OG0000779	Syah.g_02201	Syal.g_01599
OG0000780	Syah.g_02205	Syal.g_01594
OG0000781	Syah.g_02209	Syal.g_01590
OG0000782	Syah.g_02210	Syal.g_01589
OG0000783	Syah.g_02211	Syal.g_01588
OG0000784	Syah.g_02212	Syal.g_01587
OG0000785	Syah.g_02214	Syal.g_01585
OG0000786	Syah.g_01171	Syal.g_01579
OG0000787	Syah.g_01170	Syal.g_01578
OG0000788	Syah.g_01922	Syal.g_02619
OG0000789	Syah.g_01556	Syal.g_02598
OG0000790	Syah.g_00981	Syal.g_02883
OG0000791	Syah.g_00980	Syal.g_02882
OG0000792	Syah.g_00979	Syal.g_02881
OG0000793	Syah.g_00974	Syal.g_02876
OG0000794	Syah.g_00973	Syal.g_02875
OG0000795	Syah.g_00972	Syal.g_02874
OG0000796	Syah.g_00968	Syal.g_02870
OG0000797	Syah.g_00967	Syal.g_02869
OG0000798	Syah.g_00627	Syal.g_01260
OG0000799	Syah.g_01326	Syal.g_01547
OG0000800	Syah.g_01325	Syal.g_01542
OG0000801	Syah.g_01324	Syal.g_01541
OG0000802	Syah.g_01320	Syal.g_01536
OG0000803	Syah.g_01315	Syal.g_00040
OG0000804	Syah.g_01312	Syal.g_00036
OG0000805	Syah.g_01303	Syal.g_00030
OG0000806	Syah.g_01301	Syal.g_00028
OG0000807	Syah.g_01299	Syal.g_00026
OG0000808	Syah.g_01298	Syal.g_00025
OG0000809	Syah.g_01295	Syal.g_00022
OG0000810	Syah.g_01294	Syal.g_00021
OG0000811	Syah.g_01286	Syal.g_00380
OG0000812	Syah.g_01284	Syal.g_00382
OG0000813	Syah.g_01283	Syal.g_00383
OG0000814	Syah.g_01281	Syal.g_00385
OG0000815	Syah.g_01280	Syal.g_00391
OG0000816	Syah.g_01279	Syal.g_00393
OG0000817	Syah.g_01278	Syal.g_00394
OG0000818	Syah.g_01272	Syal.g_00401
OG0000819	Syah.g_01271	Syal.g_00402
OG0000820	Syah.g_01270	Syal.g_00403
OG0000821	Syah.g_01265	Syal.g_00409
OG0000822	Syah.g_01263	Syal.g_00411
OG0000823	Syah.g_01262	Syal.g_00412
OG0000824	Syah.g_01258	Syal.g_00417
OG0000825	Syah.g_01257	Syal.g_00418
OG0000826	Syah.g_01256	Syal.g_00419
OG0000827	Syah.g_01254	Syal.g_00420
OG0000828	Syah.g_01251	Syal.g_00423
OG0000829	Syah.g_01250	Syal.g_00424
OG0000830	Syah.g_01249	Syal.g_00425
OG0000831	Syah.g_01247	Syal.g_00427
OG0000832	Syah.g_02311	Syal.g_02967
OG0000833	Syah.g_02322	Syal.g_02976
OG0000834	Syah.g_02324	Syal.g_02979
OG0000835	Syah.g_02325	Syal.g_02980
OG0000836	Syah.g_02329	Syal.g_02983
OG0000837	Syah.g_02330	Syal.g_02984
OG0000838	Syah.g_02334	Syal.g_02988
OG0000839	Syah.g_02335	Syal.g_02989
OG0000840	Syah.g_02336	Syal.g_02990
OG0000841	Syah.g_02337	Syal.g_02991
OG0000842	Syah.g_02338	Syal.g_02992
OG0000843	Syah.g_02339	Syal.g_02993
OG0000844	Syah.g_02341	Syal.g_02995
OG0000845	Syah.g_02342	Syal.g_02996
OG0000846	Syah.g_02343	Syal.g_02997
OG0000847	Syah.g_02344	Syal.g_02998
OG0000848	Syah.g_02346	Syal.g_03000
OG0000849	Syah.g_02347	Syal.g_03001
OG0000850	Syah.g_02349	Syal.g_03008
OG0000851	Syah.g_02359	Syal.g_00561
OG0000852	Syah.g_02360	Syal.g_00562
OG0000853	Syah.g_02364	Syal.g_00566
OG0000854	Syah.g_02366	Syal.g_00568
OG0000855	Syah.g_02367	Syal.g_00569
OG0000856	Syah.g_01951	Syal.g_02704
OG0000857	Syah.g_01761	Syal.g_01882
OG0000858	Syah.g_02373	Syal.g_00576
OG0000859	Syah.g_02374	Syal.g_00577
OG0000860	Syah.g_02386	Syal.g_00589
OG0000861	Syah.g_02387	Syal.g_00590
OG0000862	Syah.g_02389	Syal.g_00591
OG0000863	Syah.g_02391	Syal.g_00594
OG0000864	Syah.g_02392	Syal.g_00595
OG0000865	Syah.g_02396	Syal.g_00596
OG0000866	Syah.g_02397	Syal.g_00597
OG0000867	Syah.g_02398	Syal.g_00598
OG0000868	Syah.g_02401	Syal.g_00604
OG0000869	Syah.g_02406	Syal.g_00609
OG0000870	Syah.g_02411	Syal.g_00614
OG0000871	Syah.g_02412	Syal.g_00615
OG0000872	Syah.g_02421	Syal.g_00621
OG0000873	Syah.g_02424	Syal.g_00624
OG0000874	Syah.g_02420	Syal.g_00627
OG0000875	Syah.g_02426	Syal.g_00629
OG0000876	Syah.g_02250	Syal.g_00631
OG0000877	Syah.g_02254	Syal.g_00633
OG0000878	Syah.g_02255	Syal.g_00634
OG0000879	Syah.g_02256	Syal.g_00635
OG0000880	Syah.g_02257	Syal.g_00636
OG0000881	Syah.g_02262	Syal.g_00641
OG0000882	Syah.g_02267	Syal.g_00646
OG0000883	Syah.g_02270	Syal.g_00648
OG0000884	Syah.g_02272	Syal.g_00650
OG0000885	Syah.g_02273	Syal.g_00651
OG0000886	Syah.g_02274	Syal.g_00652
OG0000887	Syah.g_02275	Syal.g_00653
OG0000888	Syah.g_02277	Syal.g_00655
OG0000889	Syah.g_02279	Syal.g_00657
OG0000890	Syah.g_02284	Syal.g_00663
OG0000891	Syah.g_02285	Syal.g_00664
OG0000892	Syah.g_02288	Syal.g_00668
OG0000893	Syah.g_00684	Syal.g_00193
OG0000894	Syah.g_00690	Syal.g_00196
OG0000895	Syah.g_00694	Syal.g_00200
OG0000896	Syah.g_00695	Syal.g_00201
OG0000897	Syah.g_00697	Syal.g_00203
OG0000898	Syah.g_00698	Syal.g_00204
OG0000899	Syah.g_00699	Syal.g_00205
OG0000900	Syah.g_00700	Syal.g_00206
OG0000901	Syah.g_00705	Syal.g_00211
OG0000902	Syah.g_00707	Syal.g_00213
OG0000903	Syah.g_00739	Syal.g_00227
OG0000904	Syah.g_00734	Syal.g_00222
OG0000905	Syah.g_00731	Syal.g_00217
OG0000906	Syah.g_00729	Syal.g_00215
OG0000907	Syah.g_00741	Syal.g_00229
OG0000908	Syah.g_00744	Syal.g_00232
OG0000909	Syah.g_00745	Syal.g_00233
OG0000910	Syah.g_00746	Syal.g_00234
OG0000911	Syah.g_00748	Syal.g_00237
OG0000912	Syah.g_00749	Syal.g_00238
OG0000913	Syah.g_00750	Syal.g_00239
OG0000914	Syah.g_00751	Syal.g_00240
OG0000915	Syah.g_00752	Syal.g_00241
OG0000916	Syah.g_00753	Syal.g_00242
OG0000917	Syah.g_00754	Syal.g_00243
OG0000918	Syah.g_00755	Syal.g_00244
OG0000919	Syah.g_00756	Syal.g_00245
OG0000920	Syah.g_00757	Syal.g_00246
OG0000921	Syah.g_00758	Syal.g_00247
OG0000922	Syah.g_00759	Syal.g_00248
OG0000923	Syah.g_00763	Syal.g_00252
OG0000924	Syah.g_00764	Syal.g_00253
OG0000925	Syah.g_00765	Syal.g_00254
OG0000926	Syah.g_00766	Syal.g_00255
OG0000927	Syah.g_00768	Syal.g_00257
OG0000928	Syah.g_00769	Syal.g_00258
OG0000929	Syah.g_00770	Syal.g_00259
OG0000930	Syah.g_00771	Syal.g_00260
OG0000931	Syah.g_00772	Syal.g_00261
OG0000932	Syah.g_00773	Syal.g_00262
OG0000933	Syah.g_00778	Syal.g_00268
OG0000934	Syah.g_00780	Syal.g_00270
OG0000935	Syah.g_00781	Syal.g_00271
OG0000936	Syah.g_00782	Syal.g_00272
OG0000937	Syah.g_00783	Syal.g_00273
OG0000938	Syah.g_00787	Syal.g_00276
OG0000939	Syah.g_00788	Syal.g_00277
OG0000940	Syah.g_00795	Syal.g_00285
OG0000941	Syah.g_00797	Syal.g_00287
OG0000942	Syah.g_00799	Syal.g_00289
OG0000943	Syah.g_00800	Syal.g_00290
OG0000944	Syah.g_00802	Syal.g_00292
OG0000945	Syah.g_00804	Syal.g_00294
OG0000946	Syah.g_00809	Syal.g_00301
OG0000947	Syah.g_00812	Syal.g_00304
OG0000948	Syah.g_00813	Syal.g_00305
OG0000949	Syah.g_00173	Syal.g_01341
OG0000950	Syah.g_00184	Syal.g_01348
OG0000951	Syah.g_00190	Syal.g_01353
OG0000952	Syah.g_00202	Syal.g_01363
OG0000953	Syah.g_00207	Syal.g_01435
OG0000954	Syah.g_00233	Syal.g_01443
OG0000955	Syah.g_00234	Syal.g_01444
OG0000956	Syah.g_00236	Syal.g_01446
OG0000957	Syah.g_00248	Syal.g_01457
OG0000958	Syah.g_00249	Syal.g_01458
OG0000959	Syah.g_00253	Syal.g_01482
OG0000960	Syah.g_00254	Syal.g_01483
OG0000961	Syah.g_00259	Syal.g_01507
OG0000962	Syah.g_00262	Syal.g_01509
OG0000963	Syah.g_00267	Syal.g_01514
OG0000964	Syah.g_00268	Syal.g_01515
OG0000965	Syah.g_00269	Syal.g_01516
OG0000966	Syah.g_00288	Syal.g_00176
OG0000967	Syah.g_00300	Syal.g_00171
OG0000968	Syah.g_00295	Syal.g_00169
OG0000969	Syah.g_00297	Syal.g_00167
OG0000970	Syah.g_00298	Syal.g_00166
OG0000971	Syah.g_00303	Syal.g_00164
OG0000972	Syah.g_00304	Syal.g_00163
OG0000973	Syah.g_00305	Syal.g_00162
OG0000974	Syah.g_00306	Syal.g_00161
OG0000975	Syah.g_00307	Syal.g_00160
OG0000976	Syah.g_00308	Syal.g_00159
OG0000977	Syah.g_00310	Syal.g_00157
OG0000978	Syah.g_00312	Syal.g_00156
OG0000979	Syah.g_00315	Syal.g_00153
OG0000980	Syah.g_00318	Syal.g_00150
OG0000981	Syah.g_00321	Syal.g_00147
OG0000982	Syah.g_00511	Syal.g_01068
OG0000983	Syah.g_00510	Syal.g_01069
OG0000984	Syah.g_00509	Syal.g_01070
OG0000985	Syah.g_00505	Syal.g_01074
OG0000986	Syah.g_00496	Syal.g_01076
OG0000987	Syah.g_00494	Syal.g_01080
OG0000988	Syah.g_00489	Syal.g_01086
OG0000989	Syah.g_00481	Syal.g_01098
OG0000990	Syah.g_00466	Syal.g_01118
OG0000991	Syah.g_00462	Syal.g_01120
OG0000992	Syah.g_00460	Syal.g_01122
OG0000993	Syah.g_00459	Syal.g_01123
OG0000994	Syah.g_00457	Syal.g_01127
OG0000995	Syah.g_00452	Syal.g_01132
OG0000996	Syah.g_00412	Syal.g_01162
OG0000997	Syah.g_00403	Syal.g_01171
OG0000998	Syah.g_00401	Syal.g_01173
OG0000999	Syah.g_00400	Syal.g_01174
OG0001000	Syah.g_00397	Syal.g_01177
OG0001001	Syah.g_00392	Syal.g_01182
OG0001002	Syah.g_00386	Syal.g_00082
OG0001003	Syah.g_00384	Syal.g_00084
OG0001004	Syah.g_00383	Syal.g_00085
OG0001005	Syah.g_00382	Syal.g_00087
OG0001006	Syah.g_00375	Syal.g_00094
OG0001007	Syah.g_00373	Syal.g_00096
OG0001008	Syah.g_02235	Syal.g_00524
OG0001009	Syah.g_00344	Syal.g_00129
OG0001010	Syah.g_00343	Syal.g_00130
OG0001011	Syah.g_00342	Syal.g_00131
OG0001012	Syah.g_00514	Syal.g_01064
OG0001013	Syah.g_00527	Syal.g_01026
OG0001014	Syah.g_00531	Syal.g_01022
OG0001015	Syah.g_00532	Syal.g_01021
OG0001016	Syah.g_02487	Syal.g_00756
OG0001017	Syah.g_02493	Syal.g_00762
OG0001018	Syah.g_02495	Syal.g_00764
OG0001019	Syah.g_02512	Syal.g_00785
OG0001020	Syah.g_02517	Syal.g_00796
OG0001021	Syah.g_02521	Syal.g_00800
OG0001022	Syah.g_02524	Syal.g_00805
OG0001023	Syah.g_02525	Syal.g_00806
OG0001024	Syah.g_02529	Syal.g_00810
OG0001025	Syah.g_02534	Syal.g_00817
OG0001026	Syah.g_02547	Syal.g_00830
OG0001027	Syah.g_00001	Syal.g_00834
OG0001028	Syah.g_00003	Syal.g_00836
OG0001029	Syah.g_00005	Syal.g_00838
OG0001030	Syah.g_00025	Syal.g_00860
OG0001031	Syah.g_00611	Syal.g_00936
OG0001032	Syah.g_00609	Syal.g_00938
OG0001033	Syah.g_00577	Syal.g_00972
OG0001034	Syah.g_00908	Syal.g_00684
OG0001035	Syah.g_00660	Syal.g_01226
OG0001036	Syah.g_00655	Syal.g_01231
OG0001037	Syah.g_00653	Syal.g_01233
OG0001038	Syah.g_00626	Syal.g_01261
OG0001039	Syah.g_00623	Syal.g_01264
OG0001040	Syah.g_00090	Syal.g_01267
OG0001042	Syah.g_00122	Syal.g_01300
OG0001043	Syah.g_00126	Syal.g_01304
OG0001044	Syah.g_00857	Syal.g_00346
OG0001045	Syah.g_00870	Syal.g_00359
OG0001046	Syah.g_01647	Syal.g_01967
OG0001047	Syah.g_02233	Syal.g_00522
OG0001048	Syah.g_02232	Syal.g_00521
OG0001049	Syah.g_02225	Syal.g_00518
OG0001050	Syah.g_02224	Syal.g_00517
OG0001051	Syah.g_02223	Syal.g_00516
OG0001052	Syah.g_01217	Syal.g_00467
OG0001053	Syah.g_01000	Syal.g_02900
OG0001054	Syah.g_01017	Syal.g_02919
OG0001055	Syah.g_01037	Syal.g_02940
OG0001056	Syah.g_01069	Syal.g_02833
OG0001057	Syah.g_01075	Syal.g_01574
OG0001058	Syah.g_01091	Syal.g_02812
OG0001059	Syah.g_01095	Syal.g_02808
OG0001060	Syah.g_01102	Syal.g_02801
OG0001061	Syah.g_01123	Syal.g_02783
OG0001062	Syah.g_01125	Syal.g_02781
OG0001063	Syah.g_01129	Syal.g_02776
OG0001064	Syah.g_01130	Syal.g_02775
OG0001065	Syah.g_01131	Syal.g_02774
OG0001066	Syah.g_01132	Syal.g_02773
OG0001067	Syah.g_01133	Syal.g_02772
OG0001068	Syah.g_01134	Syal.g_02771
OG0001069	Syah.g_01135	Syal.g_02770
OG0001070	Syah.g_01138	Syal.g_02766
OG0001071	Syah.g_01139	Syal.g_02765
OG0001072	Syah.g_01144	Syal.g_02761
OG0001074	Syah.g_01970	Syal.g_02575
OG0001075	Syah.g_01969	Syal.g_02726
OG0001076	Syah.g_01959	Syal.g_02712
OG0001077	Syah.g_01948	Syal.g_02702
OG0001078	Syah.g_01934	Syal.g_02635
OG0001079	Syah.g_01921	Syal.g_02618
OG0001080	Syah.g_01538	Syal.g_02514
OG0001081	Syah.g_01487	Syal.g_02175
OG0001082	Syah.g_01488	Syal.g_02176
OG0001083	Syah.g_01495	Syal.g_02184
OG0001084	Syah.g_01496	Syal.g_02187
OG0001085	Syah.g_01506	Syal.g_02206
OG0001086	Syah.g_01508	Syal.g_02208
OG0001087	Syah.g_01992	Syal.g_01782
OG0001088	Syah.g_01995	Syal.g_01785
OG0001089	Syah.g_02019	Syal.g_01811
OG0001090	Syah.g_01728	Syal.g_01859
OG0001091	Syah.g_01726	Syal.g_01862
OG0001092	Syah.g_01724	Syal.g_01864
OG0001093	Syah.g_01718	Syal.g_02419
OG0001094	Syah.g_01785	Syal.g_02216
OG0001095	Syah.g_01764	Syal.g_01879
OG0001096	Syah.g_01748	Syal.g_02447
OG0001097	Syah.g_02094	Syal.g_02473
OG0001098	Syah.g_01542	Syal.g_02083
OG0001099	Syah.g_00004	Syal.g_00837
OG0001100	Syah.g_01522	Syal.g_02293
OG0001101	Syah.g_01523	Syal.g_02292
OG0001102	Syah.g_01526	Syal.g_02289
OG0001103	Syah.g_01528	Syal.g_02287
OG0001104	Syah.g_01801	Syal.g_02241
OG0001105	Syah.g_01797	Syal.g_02236
OG0001106	Syah.g_01609	Syal.g_02007
OG0001107	Syah.g_01620	Syal.g_01993
OG0001108	Syah.g_01628	Syal.g_01985
OG0001109	Syah.g_01630	Syal.g_01983
OG0001110	Syah.g_01632	Syal.g_01981
OG0001111	Syah.g_01634	Syal.g_01979
OG0001112	Syah.g_01636	Syal.g_01977
OG0001113	Syah.g_01637	Syal.g_02244
OG0001114	Syah.g_01638	Syal.g_01976
OG0001115	Syah.g_01642	Syal.g_01972
OG0001116	Syah.g_01644	Syal.g_01970
OG0001117	Syah.g_01645	Syal.g_01969
OG0001118	Syah.g_01646	Syal.g_01968
OG0001119	Syah.g_01648	Syal.g_01966
OG0001120	Syah.g_01652	Syal.g_01962
OG0001121	Syah.g_02183	Syal.g_02960
OG0001122	Syah.g_01679	Syal.g_01921
OG0001123	Syah.g_01686	Syal.g_01913
OG0001124	Syah.g_01688	Syal.g_01911
OG0001125	Syah.g_01690	Syal.g_01909
OG0001126	Syah.g_02058	Syal.g_01837
OG0001127	Syah.g_02057	Syal.g_01836
OG0001128	Syah.g_02040	Syal.g_01833
OG0001129	Syah.g_02038	Syal.g_01831
OG0001130	Syah.g_02037	Syal.g_01830
OG0001131	Syah.g_01819	Syal.g_02260
OG0001132	Syah.g_01850	Syal.g_02553
OG0001133	Syah.g_01957	Syal.g_02710
OG0001134	Syah.g_01437	Syal.g_02506
OG0001135	Syah.g_01439	Syal.g_02505
OG0001136	Syah.g_02160	Syal.g_01650
OG0001137	Syah.g_02141	Syal.g_01673
OG0001138	Syah.g_01421	Syal.g_01709
OG0001139	Syah.g_01419	Syal.g_01711
OG0001140	Syah.g_01418	Syal.g_01712
OG0001141	Syah.g_01417	Syal.g_01713
OG0001142	Syah.g_01416	Syal.g_01714
OG0001143	Syah.g_01408	Syal.g_01722
OG0001144	Syah.g_01399	Syal.g_01736
OG0001145	Syah.g_02188	Syal.g_01614
OG0001146	Syah.g_02206	Syal.g_01593
OG0001147	Syah.g_01234	Syal.g_00458
OG0001148	Syah.g_00984	Syal.g_02886
OG0001149	Syah.g_00983	Syal.g_02885
OG0001150	Syah.g_00982	Syal.g_02884
OG0001151	Syah.g_00970	Syal.g_02872
OG0001152	Syah.g_00969	Syal.g_02871
OG0001153	Syah.g_01253	Syal.g_00421
OG0001154	Syah.g_01252	Syal.g_00422
OG0001155	Syah.g_02313	Syal.g_02969
