Orthogroup	Syah	Prat
OG0000584	Syah.g_01977	Prat.g_00573
OG0000585	Syah.g_01975	Prat.g_00575
OG0000586	Syah.g_01974	Prat.g_00576
OG0000587	Syah.g_01972	Prat.g_00577
OG0000588	Syah.g_01966	Prat.g_00582
OG0000589	Syah.g_01962	Prat.g_00584
OG0000590	Syah.g_01961	Prat.g_00585
OG0000591	Syah.g_01954	Prat.g_00589
OG0000592	Syah.g_01953	Prat.g_00590
OG0000593	Syah.g_01939	Prat.g_01094
OG0000594	Syah.g_01938	Prat.g_01093
OG0000595	Syah.g_01937	Prat.g_01091
OG0000596	Syah.g_01932	Prat.g_01087
OG0000597	Syah.g_01929	Prat.g_01084
OG0000598	Syah.g_01928	Prat.g_01083
OG0000599	Syah.g_01925	Prat.g_01080
OG0000600	Syah.g_01924	Prat.g_01079
OG0000601	Syah.g_01923	Prat.g_01078
OG0000602	Syah.g_01917	Prat.g_01076
OG0000603	Syah.g_01916	Prat.g_01075
OG0000604	Syah.g_01913	Prat.g_01074
OG0000605	Syah.g_01825	Prat.g_01073
OG0000606	Syah.g_01485	Prat.g_01070
OG0000607	Syah.g_01489	Prat.g_01067
OG0000608	Syah.g_01490	Prat.g_01066
OG0000609	Syah.g_01492	Prat.g_01065
OG0000610	Syah.g_01499	Prat.g_01059
OG0000611	Syah.g_01502	Prat.g_01056
OG0000612	Syah.g_01503	Prat.g_01055
OG0000613	Syah.g_00147	Prat.g_00747
OG0000614	Syah.g_02004	Prat.g_00767
OG0000615	Syah.g_01814	Prat.g_00777
OG0000616	Syah.g_00389	Prat.g_01882
OG0000617	Syah.g_01722	Prat.g_00797
OG0000618	Syah.g_01721	Prat.g_00798
OG0000619	Syah.g_01720	Prat.g_00799
OG0000620	Syah.g_01713	Prat.g_00802
OG0000621	Syah.g_01712	Prat.g_00803
OG0000622	Syah.g_01711	Prat.g_00804
OG0000623	Syah.g_01710	Prat.g_00805
OG0000624	Syah.g_01708	Prat.g_00807
OG0000625	Syah.g_01707	Prat.g_00808
OG0000626	Syah.g_01706	Prat.g_00809
OG0000627	Syah.g_01569	Prat.g_00811
OG0000628	Syah.g_01570	Prat.g_00812
OG0000629	Syah.g_01573	Prat.g_00813
OG0000630	Syah.g_01577	Prat.g_00816
OG0000631	Syah.g_01582	Prat.g_00865
OG0000632	Syah.g_01583	Prat.g_00866
OG0000633	Syah.g_01584	Prat.g_00867
OG0000634	Syah.g_01783	Prat.g_01041
OG0000635	Syah.g_01782	Prat.g_01040
OG0000636	Syah.g_01780	Prat.g_01038
OG0000637	Syah.g_01778	Prat.g_01036
OG0000638	Syah.g_01777	Prat.g_01035
OG0000639	Syah.g_01776	Prat.g_01034
OG0000640	Syah.g_01775	Prat.g_01033
OG0000641	Syah.g_01771	Prat.g_01029
OG0000642	Syah.g_01770	Prat.g_01028
OG0000643	Syah.g_01768	Prat.g_01027
OG0000644	Syah.g_01767	Prat.g_01026
OG0000645	Syah.g_01765	Prat.g_01025
OG0000646	Syah.g_01762	Prat.g_01023
OG0000647	Syah.g_01760	Prat.g_01021
OG0000648	Syah.g_01757	Prat.g_01019
OG0000649	Syah.g_01756	Prat.g_01018
OG0000650	Syah.g_01755	Prat.g_01017
OG0000651	Syah.g_01754	Prat.g_01016
OG0000652	Syah.g_01753	Prat.g_01015
OG0000653	Syah.g_01751	Prat.g_01013
OG0000654	Syah.g_01750	Prat.g_01012
OG0000655	Syah.g_01749	Prat.g_01011
OG0000656	Syah.g_01746	Prat.g_01008
OG0000657	Syah.g_02083	Prat.g_01002
OG0000658	Syah.g_02086	Prat.g_01001
OG0000659	Syah.g_02087	Prat.g_01000
OG0000660	Syah.g_02091	Prat.g_00996
OG0000661	Syah.g_02093	Prat.g_00994
OG0000662	Syah.g_02095	Prat.g_00992
OG0000663	Syah.g_02098	Prat.g_00990
OG0000664	Syah.g_02099	Prat.g_00989
OG0000665	Syah.g_01895	Prat.g_00983
OG0000666	Syah.g_01826	Prat.g_00982
OG0000667	Syah.g_00714	Prat.g_00978
OG0000668	Syah.g_01680	Prat.g_00694
OG0000669	Syah.g_01520	Prat.g_00705
OG0000670	Syah.g_02352	Prat.g_00708
OG0000671	Syah.g_01524	Prat.g_00710
OG0000672	Syah.g_01527	Prat.g_00713
OG0000673	Syah.g_01530	Prat.g_00717
OG0000674	Syah.g_01532	Prat.g_00719
OG0000675	Syah.g_01533	Prat.g_00720
OG0000676	Syah.g_01535	Prat.g_00722
OG0000677	Syah.g_01536	Prat.g_00723
OG0000678	Syah.g_01821	Prat.g_00725
OG0000679	Syah.g_01812	Prat.g_00730
OG0000680	Syah.g_01811	Prat.g_00731
OG0000681	Syah.g_01808	Prat.g_00734
OG0000682	Syah.g_01807	Prat.g_00735
OG0000683	Syah.g_01806	Prat.g_00736
OG0000684	Syah.g_01802	Prat.g_00738
OG0000685	Syah.g_01800	Prat.g_00740
OG0000686	Syah.g_01799	Prat.g_00741
OG0000687	Syah.g_01798	Prat.g_00742
OG0000688	Syah.g_01793	Prat.g_01051
OG0000689	Syah.g_01791	Prat.g_01050
OG0000690	Syah.g_01790	Prat.g_01049
OG0000691	Syah.g_01789	Prat.g_01048
OG0000692	Syah.g_01788	Prat.g_01046
OG0000693	Syah.g_01787	Prat.g_01045
OG0000694	Syah.g_01786	Prat.g_01044
OG0000695	Syah.g_01586	Prat.g_00869
OG0000696	Syah.g_01587	Prat.g_00870
OG0000697	Syah.g_01589	Prat.g_00871
OG0000698	Syah.g_01592	Prat.g_00874
OG0000699	Syah.g_01594	Prat.g_00876
OG0000700	Syah.g_01595	Prat.g_00877
OG0000701	Syah.g_01596	Prat.g_00878
OG0000702	Syah.g_01604	Prat.g_00880
OG0000703	Syah.g_01605	Prat.g_00881
OG0000704	Syah.g_01608	Prat.g_00883
OG0000705	Syah.g_01614	Prat.g_00889
OG0000706	Syah.g_01615	Prat.g_00890
OG0000707	Syah.g_01616	Prat.g_00891
OG0000708	Syah.g_01619	Prat.g_00893
OG0000709	Syah.g_01627	Prat.g_00897
OG0000710	Syah.g_01631	Prat.g_00900
OG0000711	Syah.g_01661	Prat.g_00916
OG0000712	Syah.g_01662	Prat.g_00917
OG0000713	Syah.g_01663	Prat.g_00918
OG0000714	Syah.g_01665	Prat.g_00919
OG0000715	Syah.g_01667	Prat.g_00921
OG0000716	Syah.g_01671	Prat.g_00923
OG0000717	Syah.g_01672	Prat.g_00924
OG0000718	Syah.g_01676	Prat.g_00929
OG0000719	Syah.g_01678	Prat.g_00931
OG0000720	Syah.g_01691	Prat.g_00942
OG0000721	Syah.g_01693	Prat.g_00946
OG0000722	Syah.g_01694	Prat.g_00947
OG0000723	Syah.g_01704	Prat.g_00951
OG0000724	Syah.g_02036	Prat.g_00960
OG0000725	Syah.g_02027	Prat.g_00966
OG0000726	Syah.g_02026	Prat.g_00967
OG0000727	Syah.g_02025	Prat.g_00968
OG0000728	Syah.g_02023	Prat.g_00970
OG0000729	Syah.g_00263	Prat.g_01214
OG0000730	Syah.g_00855	Prat.g_01199
OG0000731	Syah.g_00867	Prat.g_00354
OG0000732	Syah.g_00319	Prat.g_01831
OG0000733	Syah.g_00473	Prat.g_01560
OG0000734	Syah.g_02545	Prat.g_01171
OG0000735	Syah.g_02178	Prat.g_01169
OG0000736	Syah.g_02177	Prat.g_01168
OG0000737	Syah.g_02176	Prat.g_01167
OG0000738	Syah.g_02170	Prat.g_01163
OG0000739	Syah.g_02165	Prat.g_01162
OG0000740	Syah.g_02164	Prat.g_01161
OG0000741	Syah.g_02161	Prat.g_01159
OG0000742	Syah.g_02159	Prat.g_01157
OG0000743	Syah.g_02157	Prat.g_01155
OG0000744	Syah.g_02156	Prat.g_01154
OG0000745	Syah.g_02154	Prat.g_01153
OG0000746	Syah.g_02151	Prat.g_01151
OG0000747	Syah.g_02150	Prat.g_01150
OG0000748	Syah.g_02140	Prat.g_01146
OG0000749	Syah.g_02138	Prat.g_01145
OG0000750	Syah.g_02137	Prat.g_01144
OG0000751	Syah.g_02130	Prat.g_01141
OG0000752	Syah.g_02128	Prat.g_01139
OG0000753	Syah.g_02125	Prat.g_01136
OG0000754	Syah.g_01431	Prat.g_01134
OG0000755	Syah.g_01423	Prat.g_01128
OG0000756	Syah.g_01422	Prat.g_01127
OG0000757	Syah.g_01415	Prat.g_01121
OG0000758	Syah.g_01414	Prat.g_01120
OG0000759	Syah.g_01413	Prat.g_01119
OG0000760	Syah.g_01412	Prat.g_01118
OG0000761	Syah.g_01411	Prat.g_01117
OG0000762	Syah.g_01409	Prat.g_01116
OG0000763	Syah.g_01407	Prat.g_01114
OG0000764	Syah.g_01406	Prat.g_01113
OG0000765	Syah.g_01392	Prat.g_01104
OG0000766	Syah.g_01391	Prat.g_01103
OG0000767	Syah.g_01389	Prat.g_01101
OG0000768	Syah.g_01388	Prat.g_01100
OG0000769	Syah.g_01386	Prat.g_01098
OG0000770	Syah.g_01383	Prat.g_00594
OG0000771	Syah.g_02042	Prat.g_01509
OG0000772	Syah.g_01351	Prat.g_00626
OG0000773	Syah.g_02187	Prat.g_01240
OG0000774	Syah.g_02191	Prat.g_01242
OG0000775	Syah.g_02193	Prat.g_01244
OG0000776	Syah.g_02194	Prat.g_01245
OG0000777	Syah.g_02195	Prat.g_01246
OG0000778	Syah.g_02196	Prat.g_01247
OG0000779	Syah.g_02201	Prat.g_01251
OG0000780	Syah.g_02205	Prat.g_01252
OG0000781	Syah.g_02209	Prat.g_01255
OG0000782	Syah.g_02210	Prat.g_01256
OG0000783	Syah.g_02211	Prat.g_01257
OG0000784	Syah.g_02212	Prat.g_01258
OG0000785	Syah.g_02214	Prat.g_01260
OG0000786	Syah.g_01171	Prat.g_01263
OG0000787	Syah.g_01170	Prat.g_01264
OG0000788	Syah.g_01922	Prat.g_01471
OG0000789	Syah.g_01556	Prat.g_01455
OG0000790	Syah.g_00981	Prat.g_01296
OG0000791	Syah.g_00980	Prat.g_01298
OG0000792	Syah.g_00979	Prat.g_01299
OG0000793	Syah.g_00974	Prat.g_01302
OG0000794	Syah.g_00973	Prat.g_01303
OG0000795	Syah.g_00972	Prat.g_01304
OG0000796	Syah.g_00968	Prat.g_01308
OG0000797	Syah.g_00967	Prat.g_01309
OG0000799	Syah.g_01326	Prat.g_01333
OG0000800	Syah.g_01325	Prat.g_01334
OG0000801	Syah.g_01324	Prat.g_01335
OG0000802	Syah.g_01320	Prat.g_01337
OG0000803	Syah.g_01315	Prat.g_01339
OG0000804	Syah.g_01312	Prat.g_01340
OG0000805	Syah.g_01303	Prat.g_01342
OG0000806	Syah.g_01301	Prat.g_01344
OG0000807	Syah.g_01299	Prat.g_01345
OG0000808	Syah.g_01298	Prat.g_01346
OG0000809	Syah.g_01295	Prat.g_01350
OG0000810	Syah.g_01294	Prat.g_01351
OG0000811	Syah.g_01286	Prat.g_01356
OG0000812	Syah.g_01284	Prat.g_01358
OG0000813	Syah.g_01283	Prat.g_01359
OG0000814	Syah.g_01281	Prat.g_01361
OG0000815	Syah.g_01280	Prat.g_01362
OG0000816	Syah.g_01279	Prat.g_01364
OG0000817	Syah.g_01278	Prat.g_01365
OG0000818	Syah.g_01272	Prat.g_01370
OG0000819	Syah.g_01271	Prat.g_01371
OG0000820	Syah.g_01270	Prat.g_01372
OG0000821	Syah.g_01265	Prat.g_01378
OG0000822	Syah.g_01263	Prat.g_01379
OG0000823	Syah.g_01262	Prat.g_01380
OG0000824	Syah.g_01258	Prat.g_01383
OG0000825	Syah.g_01257	Prat.g_01384
OG0000826	Syah.g_01256	Prat.g_01385
OG0000827	Syah.g_01254	Prat.g_01386
OG0000828	Syah.g_01251	Prat.g_01389
OG0000829	Syah.g_01250	Prat.g_01390
OG0000830	Syah.g_01249	Prat.g_01391
OG0000831	Syah.g_01247	Prat.g_01393
OG0000832	Syah.g_02311	Prat.g_01405
OG0000833	Syah.g_02322	Prat.g_01414
OG0000834	Syah.g_02324	Prat.g_01415
OG0000835	Syah.g_02325	Prat.g_01416
OG0000836	Syah.g_02329	Prat.g_01417
OG0000837	Syah.g_02330	Prat.g_01418
OG0000838	Syah.g_02334	Prat.g_01421
OG0000839	Syah.g_02335	Prat.g_01422
OG0000840	Syah.g_02336	Prat.g_01423
OG0000841	Syah.g_02337	Prat.g_01424
OG0000842	Syah.g_02338	Prat.g_01425
OG0000843	Syah.g_02339	Prat.g_01426
OG0000844	Syah.g_02341	Prat.g_01427
OG0000845	Syah.g_02342	Prat.g_01428
OG0000846	Syah.g_02343	Prat.g_01429
OG0000847	Syah.g_02344	Prat.g_01430
OG0000848	Syah.g_02346	Prat.g_01431
OG0000849	Syah.g_02347	Prat.g_01432
OG0000850	Syah.g_02349	Prat.g_01434
OG0000851	Syah.g_02359	Prat.g_01435
OG0000852	Syah.g_02360	Prat.g_01436
OG0000853	Syah.g_02364	Prat.g_01441
OG0000854	Syah.g_02366	Prat.g_01443
OG0000855	Syah.g_02367	Prat.g_01444
OG0000856	Syah.g_01951	Prat.g_01457
OG0000857	Syah.g_01761	Prat.g_01022
OG0000858	Syah.g_02373	Prat.g_01585
OG0000859	Syah.g_02374	Prat.g_01586
OG0000860	Syah.g_02386	Prat.g_01594
OG0000861	Syah.g_02387	Prat.g_01595
OG0000862	Syah.g_02389	Prat.g_01596
OG0000863	Syah.g_02391	Prat.g_01598
OG0000864	Syah.g_02392	Prat.g_01599
OG0000865	Syah.g_02396	Prat.g_01600
OG0000866	Syah.g_02397	Prat.g_01601
OG0000867	Syah.g_02398	Prat.g_01602
OG0000868	Syah.g_02401	Prat.g_01603
OG0000869	Syah.g_02406	Prat.g_01606
OG0000870	Syah.g_02411	Prat.g_01611
OG0000871	Syah.g_02412	Prat.g_01612
OG0000872	Syah.g_02421	Prat.g_01613
OG0000873	Syah.g_02424	Prat.g_01616
OG0000874	Syah.g_02420	Prat.g_01619
OG0000875	Syah.g_02426	Prat.g_01621
OG0000876	Syah.g_02250	Prat.g_01622
OG0000877	Syah.g_02254	Prat.g_01624
OG0000878	Syah.g_02255	Prat.g_01625
OG0000879	Syah.g_02256	Prat.g_01626
OG0000880	Syah.g_02257	Prat.g_01627
OG0000881	Syah.g_02262	Prat.g_01631
OG0000882	Syah.g_02267	Prat.g_01636
OG0000883	Syah.g_02270	Prat.g_01639
OG0000884	Syah.g_02272	Prat.g_01641
OG0000885	Syah.g_02273	Prat.g_01642
OG0000886	Syah.g_02274	Prat.g_01643
OG0000887	Syah.g_02275	Prat.g_01644
OG0000888	Syah.g_02277	Prat.g_01646
OG0000889	Syah.g_02279	Prat.g_01648
OG0000890	Syah.g_02284	Prat.g_01649
OG0000891	Syah.g_02285	Prat.g_01650
OG0000892	Syah.g_02288	Prat.g_01652
OG0000893	Syah.g_00684	Prat.g_01655
OG0000894	Syah.g_00690	Prat.g_01658
OG0000895	Syah.g_00694	Prat.g_01662
OG0000896	Syah.g_00695	Prat.g_01663
OG0000897	Syah.g_00697	Prat.g_01665
OG0000898	Syah.g_00698	Prat.g_01666
OG0000899	Syah.g_00699	Prat.g_01667
OG0000900	Syah.g_00700	Prat.g_01668
OG0000901	Syah.g_00705	Prat.g_01671
OG0000902	Syah.g_00707	Prat.g_01673
OG0000903	Syah.g_00739	Prat.g_01677
OG0000904	Syah.g_00734	Prat.g_01682
OG0000905	Syah.g_00731	Prat.g_01675
OG0000906	Syah.g_00729	Prat.g_01674
OG0000907	Syah.g_00741	Prat.g_01684
OG0000908	Syah.g_00744	Prat.g_01687
OG0000909	Syah.g_00745	Prat.g_01688
OG0000910	Syah.g_00746	Prat.g_01689
OG0000911	Syah.g_00748	Prat.g_01691
OG0000912	Syah.g_00749	Prat.g_01692
OG0000913	Syah.g_00750	Prat.g_01693
OG0000914	Syah.g_00751	Prat.g_01694
OG0000915	Syah.g_00752	Prat.g_01695
OG0000916	Syah.g_00753	Prat.g_01696
OG0000917	Syah.g_00754	Prat.g_01697
OG0000918	Syah.g_00755	Prat.g_01698
OG0000919	Syah.g_00756	Prat.g_01699
OG0000920	Syah.g_00757	Prat.g_01700
OG0000921	Syah.g_00758	Prat.g_01701
OG0000922	Syah.g_00759	Prat.g_01702
OG0000923	Syah.g_00763	Prat.g_01706
OG0000924	Syah.g_00764	Prat.g_01707
OG0000925	Syah.g_00765	Prat.g_01708
OG0000926	Syah.g_00766	Prat.g_01709
OG0000927	Syah.g_00768	Prat.g_01711
OG0000928	Syah.g_00769	Prat.g_01712
OG0000929	Syah.g_00770	Prat.g_01713
OG0000930	Syah.g_00771	Prat.g_01714
OG0000931	Syah.g_00772	Prat.g_01715
OG0000932	Syah.g_00773	Prat.g_01327
OG0000933	Syah.g_00778	Prat.g_01719
OG0000934	Syah.g_00780	Prat.g_01721
OG0000935	Syah.g_00781	Prat.g_01722
OG0000936	Syah.g_00782	Prat.g_01723
OG0000937	Syah.g_00783	Prat.g_01724
OG0000938	Syah.g_00787	Prat.g_01727
OG0000939	Syah.g_00788	Prat.g_01728
OG0000940	Syah.g_00795	Prat.g_01735
OG0000941	Syah.g_00797	Prat.g_01737
OG0000942	Syah.g_00799	Prat.g_01739
OG0000943	Syah.g_00800	Prat.g_01740
OG0000944	Syah.g_00802	Prat.g_01742
OG0000945	Syah.g_00804	Prat.g_01744
OG0000946	Syah.g_00809	Prat.g_01748
OG0000947	Syah.g_00812	Prat.g_01750
OG0000948	Syah.g_00813	Prat.g_01751
OG0000949	Syah.g_00173	Prat.g_01754
OG0000950	Syah.g_00184	Prat.g_01760
OG0000951	Syah.g_00190	Prat.g_01764
OG0000952	Syah.g_00202	Prat.g_01768
OG0000953	Syah.g_00207	Prat.g_01772
OG0000954	Syah.g_00233	Prat.g_01777
OG0000955	Syah.g_00234	Prat.g_01778
OG0000956	Syah.g_00236	Prat.g_01780
OG0000957	Syah.g_00248	Prat.g_01786
OG0000958	Syah.g_00249	Prat.g_01787
OG0000959	Syah.g_00253	Prat.g_01791
OG0000960	Syah.g_00254	Prat.g_01792
OG0000961	Syah.g_00259	Prat.g_01795
OG0000962	Syah.g_00262	Prat.g_01797
OG0000963	Syah.g_00267	Prat.g_01801
OG0000964	Syah.g_00268	Prat.g_01802
OG0000965	Syah.g_00269	Prat.g_01803
OG0000966	Syah.g_00288	Prat.g_01809
OG0000967	Syah.g_00300	Prat.g_01813
OG0000968	Syah.g_00295	Prat.g_01815
OG0000969	Syah.g_00297	Prat.g_01816
OG0000970	Syah.g_00298	Prat.g_01817
OG0000971	Syah.g_00303	Prat.g_01818
OG0000972	Syah.g_00304	Prat.g_01819
OG0000973	Syah.g_00305	Prat.g_01820
OG0000974	Syah.g_00306	Prat.g_01821
OG0000975	Syah.g_00307	Prat.g_01822
OG0000976	Syah.g_00308	Prat.g_01823
OG0000977	Syah.g_00310	Prat.g_01824
OG0000978	Syah.g_00312	Prat.g_01825
OG0000979	Syah.g_00315	Prat.g_01828
OG0000980	Syah.g_00318	Prat.g_01830
OG0000981	Syah.g_00321	Prat.g_01833
OG0000982	Syah.g_00511	Prat.g_01835
OG0000983	Syah.g_00510	Prat.g_01836
OG0000984	Syah.g_00509	Prat.g_01837
OG0000985	Syah.g_00505	Prat.g_01840
OG0000986	Syah.g_00496	Prat.g_01842
OG0000987	Syah.g_00494	Prat.g_01843
OG0000988	Syah.g_00489	Prat.g_01846
OG0000989	Syah.g_00481	Prat.g_01850
OG0000990	Syah.g_00466	Prat.g_01856
OG0000991	Syah.g_00462	Prat.g_01857
OG0000992	Syah.g_00460	Prat.g_01860
OG0000993	Syah.g_00459	Prat.g_01861
OG0000994	Syah.g_00457	Prat.g_01862
OG0000995	Syah.g_00452	Prat.g_01866
OG0000996	Syah.g_00412	Prat.g_01867
OG0000997	Syah.g_00403	Prat.g_01869
OG0000998	Syah.g_00401	Prat.g_01871
OG0000999	Syah.g_00400	Prat.g_01872
OG0001000	Syah.g_00397	Prat.g_01875
OG0001001	Syah.g_00392	Prat.g_01879
OG0001002	Syah.g_00386	Prat.g_01884
OG0001003	Syah.g_00384	Prat.g_01885
OG0001004	Syah.g_00383	Prat.g_01886
OG0001005	Syah.g_00382	Prat.g_01887
OG0001006	Syah.g_00375	Prat.g_01891
OG0001007	Syah.g_00373	Prat.g_01893
OG0001008	Syah.g_02235	Prat.g_00397
OG0001009	Syah.g_00344	Prat.g_00028
OG0001010	Syah.g_00343	Prat.g_00029
OG0001011	Syah.g_00342	Prat.g_00031
OG0001012	Syah.g_00514	Prat.g_00046
OG0001013	Syah.g_00527	Prat.g_00053
OG0001014	Syah.g_00531	Prat.g_00056
OG0001015	Syah.g_00532	Prat.g_00057
OG0001016	Syah.g_02487	Prat.g_00070
OG0001017	Syah.g_02493	Prat.g_00074
OG0001018	Syah.g_02495	Prat.g_00076
OG0001019	Syah.g_02512	Prat.g_00087
OG0001020	Syah.g_02517	Prat.g_00088
OG0001021	Syah.g_02521	Prat.g_00089
OG0001022	Syah.g_02524	Prat.g_00091
OG0001023	Syah.g_02525	Prat.g_00092
OG0001024	Syah.g_02529	Prat.g_00095
OG0001025	Syah.g_02534	Prat.g_00102
OG0001026	Syah.g_02547	Prat.g_00110
OG0001027	Syah.g_00001	Prat.g_00111
OG0001028	Syah.g_00003	Prat.g_00113
OG0001029	Syah.g_00005	Prat.g_00114
OG0001030	Syah.g_00025	Prat.g_00130
OG0001031	Syah.g_00611	Prat.g_00188
OG0001032	Syah.g_00609	Prat.g_00189
OG0001033	Syah.g_00577	Prat.g_00210
OG0001034	Syah.g_00908	Prat.g_00241
OG0001035	Syah.g_00660	Prat.g_00261
OG0001036	Syah.g_00655	Prat.g_00266
OG0001037	Syah.g_00653	Prat.g_00267
OG0001038	Syah.g_00626	Prat.g_00285
OG0001039	Syah.g_00623	Prat.g_00288
OG0001040	Syah.g_00090	Prat.g_00291
OG0001042	Syah.g_00122	Prat.g_00312
OG0001043	Syah.g_00126	Prat.g_00313
OG0001044	Syah.g_00857	Prat.g_00347
OG0001045	Syah.g_00870	Prat.g_00356
OG0001046	Syah.g_01647	Prat.g_01469
OG0001047	Syah.g_02233	Prat.g_00399
OG0001048	Syah.g_02232	Prat.g_00400
OG0001049	Syah.g_02225	Prat.g_00403
OG0001050	Syah.g_02224	Prat.g_00404
OG0001051	Syah.g_02223	Prat.g_00405
OG0001052	Syah.g_01217	Prat.g_00430
OG0001053	Syah.g_01000	Prat.g_00443
OG0001054	Syah.g_01017	Prat.g_00459
OG0001055	Syah.g_01037	Prat.g_00480
OG0001056	Syah.g_01069	Prat.g_00498
OG0001057	Syah.g_01075	Prat.g_00502
OG0001058	Syah.g_01091	Prat.g_00510
OG0001059	Syah.g_01095	Prat.g_00515
OG0001060	Syah.g_01102	Prat.g_00522
OG0001061	Syah.g_01123	Prat.g_00538
OG0001062	Syah.g_01125	Prat.g_00540
OG0001063	Syah.g_01129	Prat.g_00542
OG0001064	Syah.g_01130	Prat.g_00543
OG0001065	Syah.g_01131	Prat.g_00544
OG0001066	Syah.g_01132	Prat.g_00545
OG0001067	Syah.g_01133	Prat.g_00546
OG0001068	Syah.g_01134	Prat.g_00547
OG0001069	Syah.g_01135	Prat.g_00548
OG0001070	Syah.g_01138	Prat.g_00550
OG0001071	Syah.g_01139	Prat.g_00551
OG0001072	Syah.g_01144	Prat.g_00552
OG0001074	Syah.g_01970	Prat.g_00579
OG0001075	Syah.g_01969	Prat.g_00580
OG0001076	Syah.g_01959	Prat.g_00587
OG0001077	Syah.g_01948	Prat.g_00592
OG0001078	Syah.g_01934	Prat.g_01089
OG0001079	Syah.g_01921	Prat.g_01077
OG0001080	Syah.g_01538	Prat.g_01071
OG0001081	Syah.g_01487	Prat.g_01069
OG0001082	Syah.g_01488	Prat.g_01068
OG0001083	Syah.g_01495	Prat.g_01063
OG0001084	Syah.g_01496	Prat.g_01062
OG0001085	Syah.g_01506	Prat.g_00744
OG0001086	Syah.g_01508	Prat.g_00745
OG0001087	Syah.g_01992	Prat.g_00762
OG0001088	Syah.g_01995	Prat.g_00763
OG0001089	Syah.g_02019	Prat.g_00774
OG0001090	Syah.g_01728	Prat.g_00789
OG0001091	Syah.g_01726	Prat.g_00791
OG0001092	Syah.g_01724	Prat.g_00792
OG0001093	Syah.g_01718	Prat.g_00800
OG0001094	Syah.g_01785	Prat.g_01043
OG0001095	Syah.g_01764	Prat.g_01024
OG0001096	Syah.g_01748	Prat.g_01010
OG0001097	Syah.g_02094	Prat.g_00993
OG0001098	Syah.g_01542	Prat.g_00974
OG0001099	Syah.g_00004	Prat.g_00699
OG0001100	Syah.g_01522	Prat.g_00707
OG0001101	Syah.g_01523	Prat.g_00709
OG0001102	Syah.g_01526	Prat.g_00712
OG0001103	Syah.g_01528	Prat.g_00715
OG0001104	Syah.g_01801	Prat.g_00739
OG0001105	Syah.g_01797	Prat.g_00743
OG0001106	Syah.g_01609	Prat.g_00884
OG0001107	Syah.g_01620	Prat.g_00894
OG0001108	Syah.g_01628	Prat.g_00898
OG0001109	Syah.g_01630	Prat.g_00899
OG0001110	Syah.g_01632	Prat.g_00901
OG0001111	Syah.g_01634	Prat.g_00902
OG0001112	Syah.g_01636	Prat.g_00903
OG0001113	Syah.g_01637	Prat.g_00904
OG0001114	Syah.g_01638	Prat.g_00905
OG0001115	Syah.g_01642	Prat.g_00907
OG0001116	Syah.g_01644	Prat.g_00908
OG0001117	Syah.g_01645	Prat.g_00909
OG0001118	Syah.g_01646	Prat.g_00910
OG0001119	Syah.g_01648	Prat.g_00911
OG0001120	Syah.g_01652	Prat.g_00913
OG0001122	Syah.g_01679	Prat.g_00932
OG0001123	Syah.g_01686	Prat.g_00937
OG0001124	Syah.g_01688	Prat.g_00939
OG0001125	Syah.g_01690	Prat.g_00941
OG0001126	Syah.g_02058	Prat.g_00955
OG0001127	Syah.g_02057	Prat.g_00956
OG0001128	Syah.g_02040	Prat.g_00957
OG0001129	Syah.g_02038	Prat.g_00958
OG0001130	Syah.g_02037	Prat.g_00959
OG0001131	Syah.g_01819	Prat.g_01204
OG0001132	Syah.g_01850	Prat.g_01479
OG0001133	Syah.g_01957	Prat.g_01211
OG0001134	Syah.g_01437	Prat.g_01495, Prat.g_01561
OG0001136	Syah.g_02160	Prat.g_01158
OG0001137	Syah.g_02141	Prat.g_01147
OG0001138	Syah.g_01421	Prat.g_01126
OG0001139	Syah.g_01419	Prat.g_01124
OG0001141	Syah.g_01417	Prat.g_01123
OG0001142	Syah.g_01416	Prat.g_01122
OG0001143	Syah.g_01408	Prat.g_01115
OG0001144	Syah.g_01399	Prat.g_01110
OG0001145	Syah.g_02188	Prat.g_01241
OG0001146	Syah.g_02206	Prat.g_01253
OG0001147	Syah.g_01234	Prat.g_01287
OG0001148	Syah.g_00984	Prat.g_01293
OG0001149	Syah.g_00983	Prat.g_01294
OG0001150	Syah.g_00982	Prat.g_01295
OG0001151	Syah.g_00970	Prat.g_01306
OG0001152	Syah.g_00969	Prat.g_01307
OG0001153	Syah.g_01253	Prat.g_01387
OG0001154	Syah.g_01252	Prat.g_01388
OG0001155	Syah.g_02313	Prat.g_01407
OG0001156	Syah.g_02316	Prat.g_01410
OG0001157	Syah.g_02317	Prat.g_01411
OG0001158	Syah.g_02318	Prat.g_01412
OG0001159	Syah.g_02319	Prat.g_01413
OG0001161	Syah.g_00475	Prat.g_01502
OG0001162	Syah.g_01745	Prat.g_01500
OG0001163	Syah.g_02370	Prat.g_01583
OG0001164	Syah.g_02376	Prat.g_01587
OG0001165	Syah.g_02381	Prat.g_01590
OG0001166	Syah.g_02410	Prat.g_01610
OG0001167	Syah.g_02259	Prat.g_01628
OG0001168	Syah.g_02261	Prat.g_01630
OG0001169	Syah.g_02263	Prat.g_01632
OG0001170	Syah.g_02265	Prat.g_01634
OG0001171	Syah.g_02276	Prat.g_01645
OG0001172	Syah.g_00692	Prat.g_01660
