Orthogroup	Syah	Prbg
OG0000564	Syah.g_01100	Prbg.g_00276
OG0000565	Syah.g_01104	Prbg.g_00278
OG0000566	Syah.g_01108	Prbg.g_00282
OG0000567	Syah.g_01112	Prbg.g_00286
OG0000568	Syah.g_01116	Prbg.g_00287
OG0000569	Syah.g_01117	Prbg.g_00288
OG0000570	Syah.g_01118	Prbg.g_00289
OG0000571	Syah.g_01122	Prbg.g_00291
OG0000572	Syah.g_01137	Prbg.g_00305
OG0000573	Syah.g_01146	Prbg.g_00311
OG0000574	Syah.g_01147	Prbg.g_00312
OG0000575	Syah.g_01151	Prbg.g_00316
OG0000576	Syah.g_01153	Prbg.g_00318
OG0000577	Syah.g_01154	Prbg.g_00319
OG0000578	Syah.g_01155	Prbg.g_00320
OG0000579	Syah.g_01156	Prbg.g_00321
OG0000580	Syah.g_01157	Prbg.g_00322
OG0000581	Syah.g_01163	Prbg.g_00325
OG0000582	Syah.g_01979	Prbg.g_00328
OG0000583	Syah.g_01978	Prbg.g_00329
OG0000584	Syah.g_01977	Prbg.g_00330
OG0000585	Syah.g_01975	Prbg.g_00332
OG0000586	Syah.g_01974	Prbg.g_00333
OG0000587	Syah.g_01972	Prbg.g_00334
OG0000588	Syah.g_01966	Prbg.g_00338
OG0000589	Syah.g_01962	Prbg.g_00340
OG0000590	Syah.g_01961	Prbg.g_00341
OG0000591	Syah.g_01954	Prbg.g_00345
OG0000592	Syah.g_01953	Prbg.g_00346
OG0000593	Syah.g_01939	Prbg.g_01425
OG0000594	Syah.g_01938	Prbg.g_01424
OG0000595	Syah.g_01937	Prbg.g_01423
OG0000596	Syah.g_01932	Prbg.g_01419
OG0000597	Syah.g_01929	Prbg.g_01416
OG0000598	Syah.g_01928	Prbg.g_01415
OG0000599	Syah.g_01925	Prbg.g_01412
OG0000600	Syah.g_01924	Prbg.g_01411
OG0000601	Syah.g_01923	Prbg.g_01410
OG0000602	Syah.g_01917	Prbg.g_01408
OG0000603	Syah.g_01916	Prbg.g_01407
OG0000604	Syah.g_01913	Prbg.g_01406
OG0000605	Syah.g_01825	Prbg.g_01405
OG0000606	Syah.g_01485	Prbg.g_01402
OG0000607	Syah.g_01489	Prbg.g_01399
OG0000608	Syah.g_01490	Prbg.g_01398
OG0000609	Syah.g_01492	Prbg.g_01397
OG0000610	Syah.g_01499	Prbg.g_01391
OG0000611	Syah.g_01502	Prbg.g_01388
OG0000612	Syah.g_01503	Prbg.g_01387
OG0000613	Syah.g_00147	Prbg.g_01114
OG0000614	Syah.g_02004	Prbg.g_01135
OG0000615	Syah.g_01814	Prbg.g_01146
OG0000616	Syah.g_00389	Prbg.g_01939
OG0000617	Syah.g_01722	Prbg.g_01371
OG0000618	Syah.g_01721	Prbg.g_01370
OG0000619	Syah.g_01720	Prbg.g_01369
OG0000620	Syah.g_01713	Prbg.g_01366
OG0000621	Syah.g_01712	Prbg.g_01365
OG0000622	Syah.g_01711	Prbg.g_01364
OG0000623	Syah.g_01710	Prbg.g_01363
OG0000624	Syah.g_01708	Prbg.g_01361
OG0000625	Syah.g_01707	Prbg.g_01360
OG0000626	Syah.g_01706	Prbg.g_01359
OG0000627	Syah.g_01569	Prbg.g_01358
OG0000628	Syah.g_01570	Prbg.g_01357
OG0000629	Syah.g_01573	Prbg.g_01356
OG0000630	Syah.g_01577	Prbg.g_01353
OG0000631	Syah.g_01582	Prbg.g_01260
OG0000632	Syah.g_01583	Prbg.g_01261
OG0000633	Syah.g_01584	Prbg.g_01262
OG0000634	Syah.g_01783	Prbg.g_01155
OG0000635	Syah.g_01782	Prbg.g_01156
OG0000636	Syah.g_01780	Prbg.g_01158
OG0000637	Syah.g_01778	Prbg.g_01160
OG0000638	Syah.g_01777	Prbg.g_01161
OG0000639	Syah.g_01776	Prbg.g_01162
OG0000640	Syah.g_01775	Prbg.g_01163
OG0000641	Syah.g_01771	Prbg.g_01167
OG0000642	Syah.g_01770	Prbg.g_01168
OG0000643	Syah.g_01768	Prbg.g_01169
OG0000644	Syah.g_01767	Prbg.g_01170
OG0000645	Syah.g_01765	Prbg.g_01171
OG0000646	Syah.g_01762	Prbg.g_01173
OG0000647	Syah.g_01760	Prbg.g_01175
OG0000648	Syah.g_01757	Prbg.g_01177
OG0000649	Syah.g_01756	Prbg.g_01178
OG0000650	Syah.g_01755	Prbg.g_01179
OG0000651	Syah.g_01754	Prbg.g_01180
OG0000652	Syah.g_01753	Prbg.g_01181
OG0000653	Syah.g_01751	Prbg.g_01183
OG0000654	Syah.g_01750	Prbg.g_01184
OG0000655	Syah.g_01749	Prbg.g_01185
OG0000656	Syah.g_01746	Prbg.g_01188
OG0000657	Syah.g_02083	Prbg.g_01196
OG0000658	Syah.g_02086	Prbg.g_01198
OG0000659	Syah.g_02087	Prbg.g_01199
OG0000660	Syah.g_02091	Prbg.g_01203
OG0000661	Syah.g_02093	Prbg.g_01205
OG0000662	Syah.g_02095	Prbg.g_01207
OG0000663	Syah.g_02098	Prbg.g_01209
OG0000664	Syah.g_02099	Prbg.g_01210
OG0000665	Syah.g_01895	Prbg.g_01216
OG0000666	Syah.g_01826	Prbg.g_01217
OG0000667	Syah.g_00714	Prbg.g_01221
OG0000668	Syah.g_01680	Prbg.g_01062
OG0000669	Syah.g_01520	Prbg.g_01073
OG0000670	Syah.g_02352	Prbg.g_01076
OG0000671	Syah.g_01524	Prbg.g_01079
OG0000672	Syah.g_01527	Prbg.g_01082
OG0000673	Syah.g_01530	Prbg.g_01085
OG0000674	Syah.g_01532	Prbg.g_01087
OG0000675	Syah.g_01533	Prbg.g_01088
OG0000676	Syah.g_01535	Prbg.g_01090
OG0000677	Syah.g_01536	Prbg.g_01091
OG0000678	Syah.g_01821	Prbg.g_01093
OG0000679	Syah.g_01812	Prbg.g_01097
OG0000680	Syah.g_01811	Prbg.g_01098
OG0000681	Syah.g_01808	Prbg.g_01101
OG0000682	Syah.g_01807	Prbg.g_01102
OG0000683	Syah.g_01806	Prbg.g_01103
OG0000684	Syah.g_01802	Prbg.g_01105
OG0000685	Syah.g_01800	Prbg.g_01107
OG0000686	Syah.g_01799	Prbg.g_01108
OG0000687	Syah.g_01798	Prbg.g_01109
OG0000688	Syah.g_01793	Prbg.g_01383
OG0000689	Syah.g_01791	Prbg.g_01382
OG0000690	Syah.g_01790	Prbg.g_01381
OG0000691	Syah.g_01789	Prbg.g_01380
OG0000692	Syah.g_01788	Prbg.g_01378
OG0000693	Syah.g_01787	Prbg.g_01377
OG0000694	Syah.g_01786	Prbg.g_01376
OG0000695	Syah.g_01586	Prbg.g_01264
OG0000696	Syah.g_01587	Prbg.g_01265
OG0000697	Syah.g_01589	Prbg.g_01266
OG0000698	Syah.g_01592	Prbg.g_01269
OG0000699	Syah.g_01594	Prbg.g_01270
OG0000700	Syah.g_01595	Prbg.g_01271
OG0000701	Syah.g_01596	Prbg.g_01272
OG0000702	Syah.g_01604	Prbg.g_01274
OG0000703	Syah.g_01605	Prbg.g_01275
OG0000704	Syah.g_01608	Prbg.g_01277
OG0000705	Syah.g_01614	Prbg.g_01280
OG0000706	Syah.g_01615	Prbg.g_01281
OG0000707	Syah.g_01616	Prbg.g_01282
OG0000708	Syah.g_01619	Prbg.g_01284
OG0000709	Syah.g_01627	Prbg.g_01288
OG0000710	Syah.g_01631	Prbg.g_01291
OG0000711	Syah.g_01661	Prbg.g_01309
OG0000712	Syah.g_01662	Prbg.g_01310
OG0000713	Syah.g_01663	Prbg.g_01311
OG0000714	Syah.g_01665	Prbg.g_01312
OG0000715	Syah.g_01667	Prbg.g_01314
OG0000716	Syah.g_01671	Prbg.g_01316
OG0000717	Syah.g_01672	Prbg.g_01317
OG0000718	Syah.g_01676	Prbg.g_01321
OG0000719	Syah.g_01678	Prbg.g_01323
OG0000720	Syah.g_01691	Prbg.g_01335
OG0000721	Syah.g_01693	Prbg.g_01339
OG0000722	Syah.g_01694	Prbg.g_01340
OG0000723	Syah.g_01704	Prbg.g_01344
OG0000724	Syah.g_02036	Prbg.g_01239
OG0000725	Syah.g_02027	Prbg.g_01233
OG0000726	Syah.g_02026	Prbg.g_01232
OG0000727	Syah.g_02025	Prbg.g_01231
OG0000728	Syah.g_02023	Prbg.g_01229
OG0000729	Syah.g_00263	Prbg.g_00455
OG0000730	Syah.g_00855	Prbg.g_01528
OG0000731	Syah.g_00867	Prbg.g_00123
OG0000732	Syah.g_00319	Prbg.g_01890
OG0000733	Syah.g_00473	Prbg.g_00750
OG0000734	Syah.g_02545	Prbg.g_01502
OG0000735	Syah.g_02178	Prbg.g_01500
OG0000736	Syah.g_02177	Prbg.g_01499
OG0000737	Syah.g_02176	Prbg.g_01498
OG0000738	Syah.g_02170	Prbg.g_01494
OG0000739	Syah.g_02165	Prbg.g_01493
OG0000740	Syah.g_02164	Prbg.g_01492
OG0000741	Syah.g_02161	Prbg.g_01490
OG0000742	Syah.g_02159	Prbg.g_01487
OG0000743	Syah.g_02157	Prbg.g_01485
OG0000744	Syah.g_02156	Prbg.g_01484
OG0000745	Syah.g_02154	Prbg.g_01483
OG0000746	Syah.g_02151	Prbg.g_01481
OG0000747	Syah.g_02150	Prbg.g_01480
OG0000748	Syah.g_02140	Prbg.g_01476
OG0000749	Syah.g_02138	Prbg.g_01475
OG0000750	Syah.g_02137	Prbg.g_01474
OG0000751	Syah.g_02130	Prbg.g_01471
OG0000752	Syah.g_02128	Prbg.g_01469
OG0000753	Syah.g_02125	Prbg.g_01467
OG0000754	Syah.g_01431	Prbg.g_01464
OG0000755	Syah.g_01423	Prbg.g_01458
OG0000756	Syah.g_01422	Prbg.g_01457
OG0000757	Syah.g_01415	Prbg.g_01450
OG0000758	Syah.g_01414	Prbg.g_01449
OG0000759	Syah.g_01413	Prbg.g_01448
OG0000760	Syah.g_01412	Prbg.g_01447
OG0000761	Syah.g_01411	Prbg.g_01446
OG0000762	Syah.g_01409	Prbg.g_01445
OG0000763	Syah.g_01407	Prbg.g_01443
OG0000764	Syah.g_01406	Prbg.g_01442
OG0000765	Syah.g_01392	Prbg.g_01434
OG0000766	Syah.g_01391	Prbg.g_01433
OG0000767	Syah.g_01389	Prbg.g_01431
OG0000768	Syah.g_01388	Prbg.g_01430
OG0000769	Syah.g_01386	Prbg.g_01428
OG0000770	Syah.g_01383	Prbg.g_00351
OG0000771	Syah.g_02042	Prbg.g_00687
OG0000772	Syah.g_01351	Prbg.g_01576
OG0000773	Syah.g_02187	Prbg.g_00468
OG0000774	Syah.g_02191	Prbg.g_00470
OG0000775	Syah.g_02193	Prbg.g_00472
OG0000776	Syah.g_02194	Prbg.g_00473
OG0000777	Syah.g_02195	Prbg.g_00474
OG0000778	Syah.g_02196	Prbg.g_00475
OG0000779	Syah.g_02201	Prbg.g_00479
OG0000780	Syah.g_02205	Prbg.g_00480
OG0000781	Syah.g_02209	Prbg.g_00484
OG0000782	Syah.g_02210	Prbg.g_00485
OG0000783	Syah.g_02211	Prbg.g_00486
OG0000784	Syah.g_02212	Prbg.g_00487
OG0000785	Syah.g_02214	Prbg.g_00489
OG0000786	Syah.g_01171	Prbg.g_00492
OG0000787	Syah.g_01170	Prbg.g_00493
OG0000788	Syah.g_01922	Prbg.g_00218
OG0000789	Syah.g_01556	Prbg.g_00690
OG0000790	Syah.g_00981	Prbg.g_00534
OG0000791	Syah.g_00980	Prbg.g_00536
OG0000792	Syah.g_00979	Prbg.g_00537
OG0000793	Syah.g_00974	Prbg.g_00540
OG0000794	Syah.g_00973	Prbg.g_00541
OG0000795	Syah.g_00972	Prbg.g_00542
OG0000796	Syah.g_00968	Prbg.g_00546
OG0000797	Syah.g_00967	Prbg.g_00547
OG0000799	Syah.g_01326	Prbg.g_00574
OG0000800	Syah.g_01325	Prbg.g_00575
OG0000801	Syah.g_01324	Prbg.g_00576
OG0000802	Syah.g_01320	Prbg.g_00578
OG0000803	Syah.g_01315	Prbg.g_00580
OG0000804	Syah.g_01312	Prbg.g_00581
OG0000805	Syah.g_01303	Prbg.g_00583
OG0000806	Syah.g_01301	Prbg.g_00585
OG0000807	Syah.g_01299	Prbg.g_00586
OG0000808	Syah.g_01298	Prbg.g_00587
OG0000809	Syah.g_01295	Prbg.g_00589
OG0000810	Syah.g_01294	Prbg.g_00590
OG0000811	Syah.g_01286	Prbg.g_00594
OG0000812	Syah.g_01284	Prbg.g_00596
OG0000813	Syah.g_01283	Prbg.g_00597
OG0000814	Syah.g_01281	Prbg.g_00599
OG0000815	Syah.g_01280	Prbg.g_00600
OG0000816	Syah.g_01279	Prbg.g_00602
OG0000817	Syah.g_01278	Prbg.g_00603
OG0000818	Syah.g_01272	Prbg.g_00608
OG0000819	Syah.g_01271	Prbg.g_00609
OG0000820	Syah.g_01270	Prbg.g_00610
OG0000821	Syah.g_01265	Prbg.g_00614
OG0000822	Syah.g_01263	Prbg.g_00615
OG0000823	Syah.g_01262	Prbg.g_00616
OG0000824	Syah.g_01258	Prbg.g_00619
OG0000825	Syah.g_01257	Prbg.g_00620
OG0000826	Syah.g_01256	Prbg.g_00621
OG0000827	Syah.g_01254	Prbg.g_00622
OG0000828	Syah.g_01251	Prbg.g_00625
OG0000829	Syah.g_01250	Prbg.g_00626
OG0000830	Syah.g_01249	Prbg.g_00627
OG0000831	Syah.g_01247	Prbg.g_00629
OG0000832	Syah.g_02311	Prbg.g_00639
OG0000833	Syah.g_02322	Prbg.g_00648
OG0000834	Syah.g_02324	Prbg.g_00649
OG0000835	Syah.g_02325	Prbg.g_00650
OG0000836	Syah.g_02329	Prbg.g_00651
OG0000837	Syah.g_02330	Prbg.g_00652
OG0000838	Syah.g_02334	Prbg.g_00654
OG0000839	Syah.g_02335	Prbg.g_00655
OG0000840	Syah.g_02336	Prbg.g_00656
OG0000841	Syah.g_02337	Prbg.g_00657
OG0000842	Syah.g_02338	Prbg.g_00658
OG0000843	Syah.g_02339	Prbg.g_00659
OG0000844	Syah.g_02341	Prbg.g_00660
OG0000845	Syah.g_02342	Prbg.g_00661
OG0000846	Syah.g_02343	Prbg.g_00662
OG0000847	Syah.g_02344	Prbg.g_00663
OG0000848	Syah.g_02346	Prbg.g_00664
OG0000849	Syah.g_02347	Prbg.g_00665
OG0000850	Syah.g_02349	Prbg.g_00667
OG0000851	Syah.g_02359	Prbg.g_00668
OG0000852	Syah.g_02360	Prbg.g_00669
OG0000853	Syah.g_02364	Prbg.g_00675
OG0000854	Syah.g_02366	Prbg.g_00677
OG0000855	Syah.g_02367	Prbg.g_00678
OG0000856	Syah.g_01951	Prbg.g_00348
OG0000857	Syah.g_01761	Prbg.g_01174
OG0000858	Syah.g_02373	Prbg.g_01643
OG0000859	Syah.g_02374	Prbg.g_01644
OG0000860	Syah.g_02386	Prbg.g_01652
OG0000861	Syah.g_02387	Prbg.g_01653
OG0000862	Syah.g_02389	Prbg.g_01654
OG0000863	Syah.g_02391	Prbg.g_01656
OG0000864	Syah.g_02392	Prbg.g_01657
OG0000865	Syah.g_02396	Prbg.g_01658
OG0000866	Syah.g_02397	Prbg.g_01659
OG0000867	Syah.g_02398	Prbg.g_01660
OG0000868	Syah.g_02401	Prbg.g_01662
OG0000869	Syah.g_02406	Prbg.g_01665
OG0000870	Syah.g_02411	Prbg.g_01670
OG0000871	Syah.g_02412	Prbg.g_01671
OG0000872	Syah.g_02421	Prbg.g_01672
OG0000873	Syah.g_02424	Prbg.g_01675
OG0000874	Syah.g_02420	Prbg.g_01678
OG0000875	Syah.g_02426	Prbg.g_01679
OG0000876	Syah.g_02250	Prbg.g_01680
OG0000877	Syah.g_02254	Prbg.g_01682
OG0000878	Syah.g_02255	Prbg.g_01683
OG0000879	Syah.g_02256	Prbg.g_01684
OG0000880	Syah.g_02257	Prbg.g_01685
OG0000881	Syah.g_02262	Prbg.g_01689
OG0000882	Syah.g_02267	Prbg.g_01694
OG0000883	Syah.g_02270	Prbg.g_01696
OG0000884	Syah.g_02272	Prbg.g_01698
OG0000885	Syah.g_02273	Prbg.g_01699
OG0000886	Syah.g_02274	Prbg.g_01700
OG0000887	Syah.g_02275	Prbg.g_01701
OG0000888	Syah.g_02277	Prbg.g_01703
OG0000889	Syah.g_02279	Prbg.g_01705
OG0000890	Syah.g_02284	Prbg.g_01706
OG0000891	Syah.g_02285	Prbg.g_01707
OG0000892	Syah.g_02288	Prbg.g_01709
OG0000893	Syah.g_00684	Prbg.g_01713
OG0000894	Syah.g_00690	Prbg.g_01716
OG0000895	Syah.g_00694	Prbg.g_01720
OG0000896	Syah.g_00695	Prbg.g_01721
OG0000897	Syah.g_00697	Prbg.g_01723
OG0000898	Syah.g_00698	Prbg.g_01724
OG0000899	Syah.g_00699	Prbg.g_01725
OG0000900	Syah.g_00700	Prbg.g_01726
OG0000901	Syah.g_00705	Prbg.g_01729
OG0000902	Syah.g_00707	Prbg.g_01731
OG0000903	Syah.g_00739	Prbg.g_01735
OG0000904	Syah.g_00734	Prbg.g_01739
OG0000905	Syah.g_00731	Prbg.g_01733
OG0000906	Syah.g_00729	Prbg.g_01732
OG0000907	Syah.g_00741	Prbg.g_01742
OG0000908	Syah.g_00744	Prbg.g_01745
OG0000909	Syah.g_00745	Prbg.g_01746
OG0000910	Syah.g_00746	Prbg.g_01747
OG0000911	Syah.g_00748	Prbg.g_01749
OG0000912	Syah.g_00749	Prbg.g_01750
OG0000913	Syah.g_00750	Prbg.g_01751
OG0000914	Syah.g_00751	Prbg.g_01752
OG0000915	Syah.g_00752	Prbg.g_01753
OG0000916	Syah.g_00753	Prbg.g_01754
OG0000917	Syah.g_00754	Prbg.g_01755
OG0000918	Syah.g_00755	Prbg.g_01756
OG0000919	Syah.g_00756	Prbg.g_01757
OG0000920	Syah.g_00757	Prbg.g_01758
OG0000921	Syah.g_00758	Prbg.g_01759
OG0000922	Syah.g_00759	Prbg.g_01760
OG0000923	Syah.g_00763	Prbg.g_01764
OG0000924	Syah.g_00764	Prbg.g_01765
OG0000925	Syah.g_00765	Prbg.g_01766
OG0000926	Syah.g_00766	Prbg.g_01767
OG0000927	Syah.g_00768	Prbg.g_01769
OG0000928	Syah.g_00769	Prbg.g_01770
OG0000929	Syah.g_00770	Prbg.g_01771
OG0000930	Syah.g_00771	Prbg.g_01772
OG0000931	Syah.g_00772	Prbg.g_01773
OG0000932	Syah.g_00773	Prbg.g_01774
OG0000933	Syah.g_00778	Prbg.g_01778
OG0000934	Syah.g_00780	Prbg.g_01780
OG0000935	Syah.g_00781	Prbg.g_01781
OG0000936	Syah.g_00782	Prbg.g_01782
OG0000937	Syah.g_00783	Prbg.g_01783
OG0000938	Syah.g_00787	Prbg.g_01786
OG0000939	Syah.g_00788	Prbg.g_01787
OG0000940	Syah.g_00795	Prbg.g_01794
OG0000941	Syah.g_00797	Prbg.g_01796
OG0000942	Syah.g_00799	Prbg.g_01798
OG0000943	Syah.g_00800	Prbg.g_01799
OG0000944	Syah.g_00802	Prbg.g_01801
OG0000945	Syah.g_00804	Prbg.g_01802
OG0000946	Syah.g_00809	Prbg.g_01807
OG0000947	Syah.g_00812	Prbg.g_01809
OG0000948	Syah.g_00813	Prbg.g_01810
OG0000949	Syah.g_00173	Prbg.g_01813
OG0000950	Syah.g_00184	Prbg.g_01820
OG0000951	Syah.g_00190	Prbg.g_01824
OG0000952	Syah.g_00202	Prbg.g_01828
OG0000953	Syah.g_00207	Prbg.g_01832
OG0000954	Syah.g_00233	Prbg.g_01836
OG0000955	Syah.g_00234	Prbg.g_01837
OG0000956	Syah.g_00236	Prbg.g_01839
OG0000957	Syah.g_00248	Prbg.g_01845
OG0000958	Syah.g_00249	Prbg.g_01846
OG0000959	Syah.g_00253	Prbg.g_01850
OG0000960	Syah.g_00254	Prbg.g_01851
OG0000961	Syah.g_00259	Prbg.g_01854
OG0000962	Syah.g_00262	Prbg.g_01856
OG0000963	Syah.g_00267	Prbg.g_01860
OG0000964	Syah.g_00268	Prbg.g_01861
OG0000965	Syah.g_00269	Prbg.g_01862
OG0000966	Syah.g_00288	Prbg.g_01868
OG0000967	Syah.g_00300	Prbg.g_01872
OG0000968	Syah.g_00295	Prbg.g_01874
OG0000969	Syah.g_00297	Prbg.g_01875
OG0000970	Syah.g_00298	Prbg.g_01876
OG0000971	Syah.g_00303	Prbg.g_01877
OG0000972	Syah.g_00304	Prbg.g_01878
OG0000973	Syah.g_00305	Prbg.g_01879
OG0000974	Syah.g_00306	Prbg.g_01880
OG0000975	Syah.g_00307	Prbg.g_01881
OG0000976	Syah.g_00308	Prbg.g_01882
OG0000977	Syah.g_00310	Prbg.g_01883
OG0000978	Syah.g_00312	Prbg.g_01884
OG0000979	Syah.g_00315	Prbg.g_01887
OG0000980	Syah.g_00318	Prbg.g_01889
OG0000981	Syah.g_00321	Prbg.g_01892
OG0000982	Syah.g_00511	Prbg.g_01894
OG0000983	Syah.g_00510	Prbg.g_01895
OG0000984	Syah.g_00509	Prbg.g_01896
OG0000985	Syah.g_00505	Prbg.g_01899
OG0000986	Syah.g_00496	Prbg.g_01901
OG0000987	Syah.g_00494	Prbg.g_01902
OG0000988	Syah.g_00489	Prbg.g_01905
OG0000989	Syah.g_00481	Prbg.g_01909
OG0000990	Syah.g_00466	Prbg.g_01913
OG0000991	Syah.g_00462	Prbg.g_01914
OG0000992	Syah.g_00460	Prbg.g_01917
OG0000993	Syah.g_00459	Prbg.g_01918
OG0000994	Syah.g_00457	Prbg.g_01919
OG0000995	Syah.g_00452	Prbg.g_01923
OG0000996	Syah.g_00412	Prbg.g_01924
OG0000997	Syah.g_00403	Prbg.g_01927
OG0000998	Syah.g_00401	Prbg.g_01929
OG0000999	Syah.g_00400	Prbg.g_01930
OG0001000	Syah.g_00397	Prbg.g_01933
OG0001001	Syah.g_00392	Prbg.g_01936
OG0001002	Syah.g_00386	Prbg.g_00758
OG0001003	Syah.g_00384	Prbg.g_00759
OG0001004	Syah.g_00383	Prbg.g_00760
OG0001005	Syah.g_00382	Prbg.g_00761
OG0001006	Syah.g_00375	Prbg.g_00765
OG0001007	Syah.g_00373	Prbg.g_00767
OG0001008	Syah.g_02235	Prbg.g_00157
OG0001009	Syah.g_00344	Prbg.g_00847
OG0001010	Syah.g_00343	Prbg.g_00846
OG0001011	Syah.g_00342	Prbg.g_00844
OG0001012	Syah.g_00514	Prbg.g_00830
OG0001013	Syah.g_00527	Prbg.g_00823
OG0001014	Syah.g_00531	Prbg.g_00820
OG0001015	Syah.g_00532	Prbg.g_00818
OG0001016	Syah.g_02487	Prbg.g_00796
OG0001017	Syah.g_02493	Prbg.g_00792
OG0001018	Syah.g_02495	Prbg.g_00790
OG0001019	Syah.g_02512	Prbg.g_00781
OG0001020	Syah.g_02517	Prbg.g_00780
OG0001021	Syah.g_02521	Prbg.g_00861
OG0001022	Syah.g_02524	Prbg.g_00864
OG0001023	Syah.g_02525	Prbg.g_00865
OG0001024	Syah.g_02529	Prbg.g_00869
OG0001025	Syah.g_02534	Prbg.g_00876
OG0001026	Syah.g_02547	Prbg.g_00885
OG0001027	Syah.g_00001	Prbg.g_00886
OG0001028	Syah.g_00003	Prbg.g_00888
OG0001029	Syah.g_00005	Prbg.g_00889
OG0001030	Syah.g_00025	Prbg.g_00905
OG0001031	Syah.g_00611	Prbg.g_00965
OG0001032	Syah.g_00609	Prbg.g_00966
OG0001033	Syah.g_00577	Prbg.g_00987
OG0001034	Syah.g_00908	Prbg.g_01018
OG0001035	Syah.g_00660	Prbg.g_01038
OG0001036	Syah.g_00655	Prbg.g_01042
OG0001037	Syah.g_00653	Prbg.g_01043
OG0001038	Syah.g_00626	Prbg.g_00057
OG0001039	Syah.g_00623	Prbg.g_00060
OG0001040	Syah.g_00090	Prbg.g_00062
OG0001042	Syah.g_00122	Prbg.g_00084
OG0001043	Syah.g_00126	Prbg.g_00085
OG0001044	Syah.g_00857	Prbg.g_00116
OG0001045	Syah.g_00870	Prbg.g_00125
OG0001046	Syah.g_01647	Prbg.g_01602
OG0001047	Syah.g_02233	Prbg.g_00159
OG0001048	Syah.g_02232	Prbg.g_00160
OG0001049	Syah.g_02225	Prbg.g_00162
OG0001050	Syah.g_02224	Prbg.g_00163
OG0001051	Syah.g_02223	Prbg.g_00164
OG0001052	Syah.g_01217	Prbg.g_00190
OG0001053	Syah.g_01000	Prbg.g_00202
OG0001054	Syah.g_01017	Prbg.g_00217
OG0001055	Syah.g_01037	Prbg.g_00236
OG0001056	Syah.g_01069	Prbg.g_00253
OG0001057	Syah.g_01075	Prbg.g_00258
OG0001058	Syah.g_01091	Prbg.g_00267
OG0001059	Syah.g_01095	Prbg.g_00271
OG0001060	Syah.g_01102	Prbg.g_00277
OG0001061	Syah.g_01123	Prbg.g_00292
OG0001062	Syah.g_01125	Prbg.g_00294
OG0001063	Syah.g_01129	Prbg.g_00296
OG0001064	Syah.g_01130	Prbg.g_00297
OG0001065	Syah.g_01131	Prbg.g_00298
OG0001066	Syah.g_01132	Prbg.g_00299
OG0001067	Syah.g_01133	Prbg.g_00300
OG0001068	Syah.g_01134	Prbg.g_00301
OG0001069	Syah.g_01135	Prbg.g_00302
OG0001070	Syah.g_01138	Prbg.g_00306
OG0001071	Syah.g_01139	Prbg.g_00307
OG0001072	Syah.g_01144	Prbg.g_00309
OG0001074	Syah.g_01970	Prbg.g_00335
OG0001075	Syah.g_01969	Prbg.g_00336
OG0001076	Syah.g_01959	Prbg.g_00343
OG0001077	Syah.g_01948	Prbg.g_00349
OG0001078	Syah.g_01934	Prbg.g_01421
OG0001079	Syah.g_01921	Prbg.g_01409
OG0001080	Syah.g_01538	Prbg.g_01403
OG0001081	Syah.g_01487	Prbg.g_01401
OG0001082	Syah.g_01488	Prbg.g_01400
OG0001083	Syah.g_01495	Prbg.g_01395
OG0001084	Syah.g_01496	Prbg.g_01394
OG0001085	Syah.g_01506	Prbg.g_01111
OG0001086	Syah.g_01508	Prbg.g_01112
OG0001087	Syah.g_01992	Prbg.g_01130
OG0001088	Syah.g_01995	Prbg.g_01131
OG0001089	Syah.g_02019	Prbg.g_01142
OG0001090	Syah.g_01728	Prbg.g_01152
OG0001091	Syah.g_01726	Prbg.g_01374
OG0001092	Syah.g_01724	Prbg.g_01373
OG0001093	Syah.g_01718	Prbg.g_01368
OG0001094	Syah.g_01785	Prbg.g_01375
OG0001095	Syah.g_01764	Prbg.g_01172
OG0001096	Syah.g_01748	Prbg.g_01186
OG0001097	Syah.g_02094	Prbg.g_01206
OG0001098	Syah.g_01542	Prbg.g_01225
OG0001099	Syah.g_00004	Prbg.g_01067
OG0001100	Syah.g_01522	Prbg.g_01075
OG0001101	Syah.g_01523	Prbg.g_01078
OG0001102	Syah.g_01526	Prbg.g_01081
OG0001103	Syah.g_01528	Prbg.g_01083
OG0001104	Syah.g_01801	Prbg.g_01106
OG0001105	Syah.g_01797	Prbg.g_01110
OG0001106	Syah.g_01609	Prbg.g_01278
OG0001107	Syah.g_01620	Prbg.g_01285
OG0001108	Syah.g_01628	Prbg.g_01289
OG0001109	Syah.g_01630	Prbg.g_01290
OG0001110	Syah.g_01632	Prbg.g_01292
OG0001111	Syah.g_01634	Prbg.g_01293
OG0001112	Syah.g_01636	Prbg.g_01294
OG0001113	Syah.g_01637	Prbg.g_01295
OG0001114	Syah.g_01638	Prbg.g_01296
OG0001115	Syah.g_01642	Prbg.g_01298
OG0001116	Syah.g_01644	Prbg.g_01299
OG0001117	Syah.g_01645	Prbg.g_01300
OG0001118	Syah.g_01646	Prbg.g_01301
OG0001119	Syah.g_01648	Prbg.g_01302
OG0001120	Syah.g_01652	Prbg.g_01304
OG0001122	Syah.g_01679	Prbg.g_01324
OG0001123	Syah.g_01686	Prbg.g_01330
OG0001124	Syah.g_01688	Prbg.g_01332
OG0001125	Syah.g_01690	Prbg.g_01334
OG0001126	Syah.g_02058	Prbg.g_01245
