Orthogroup	Syah	Syas
OG0000616	Syah.g_00389	Syas.g_02011
OG0000617	Syah.g_01722	Syas.g_00180
OG0000618	Syah.g_01721	Syas.g_00181
OG0000619	Syah.g_01720	Syas.g_00182
OG0000620	Syah.g_01713	Syas.g_00188
OG0000621	Syah.g_01712	Syas.g_00189
OG0000622	Syah.g_01711	Syas.g_00190
OG0000623	Syah.g_01710	Syas.g_00191
OG0000624	Syah.g_01708	Syas.g_00192
OG0000625	Syah.g_01707	Syas.g_00193
OG0000626	Syah.g_01706	Syas.g_00194
OG0000627	Syah.g_01569	Syas.g_00372
OG0000628	Syah.g_01570	Syas.g_00373
OG0000629	Syah.g_01573	Syas.g_00376
OG0000630	Syah.g_01577	Syas.g_00397
OG0000631	Syah.g_01582	Syas.g_00405
OG0000632	Syah.g_01583	Syas.g_00406
OG0000633	Syah.g_01584	Syas.g_00407
OG0000634	Syah.g_01783	Syas.g_00600
OG0000635	Syah.g_01782	Syas.g_00599
OG0000636	Syah.g_01780	Syas.g_00597
OG0000637	Syah.g_01778	Syas.g_00595
OG0000638	Syah.g_01777	Syas.g_00594
OG0000639	Syah.g_01776	Syas.g_00593
OG0000640	Syah.g_01775	Syas.g_00592
OG0000641	Syah.g_01771	Syas.g_00587
OG0000642	Syah.g_01770	Syas.g_00586
OG0000643	Syah.g_01768	Syas.g_00585
OG0000644	Syah.g_01767	Syas.g_00584
OG0000645	Syah.g_01765	Syas.g_00583
OG0000646	Syah.g_01762	Syas.g_00580
OG0000647	Syah.g_01760	Syas.g_00578
OG0000648	Syah.g_01757	Syas.g_00576
OG0000649	Syah.g_01756	Syas.g_00575
OG0000650	Syah.g_01755	Syas.g_00574
OG0000651	Syah.g_01754	Syas.g_00573
OG0000652	Syah.g_01753	Syas.g_00572
OG0000653	Syah.g_01751	Syas.g_00570
OG0000654	Syah.g_01750	Syas.g_00569
OG0000655	Syah.g_01749	Syas.g_00568
OG0000656	Syah.g_01746	Syas.g_00565
OG0000657	Syah.g_02083	Syas.g_00232
OG0000658	Syah.g_02086	Syas.g_00235
OG0000659	Syah.g_02087	Syas.g_00236
OG0000660	Syah.g_02091	Syas.g_00240
OG0000662	Syah.g_02095	Syas.g_00281
OG0000663	Syah.g_02098	Syas.g_00284
OG0000664	Syah.g_02099	Syas.g_00287
OG0000665	Syah.g_01895	Syas.g_00385
OG0000666	Syah.g_01826	Syas.g_01362
OG0000667	Syah.g_00714	Syas.g_00088
OG0000668	Syah.g_01680	Syas.g_00221
OG0000669	Syah.g_01520	Syas.g_00684
OG0000670	Syah.g_02352	Syas.g_00681
OG0000671	Syah.g_01524	Syas.g_00679
OG0000672	Syah.g_01527	Syas.g_00676
OG0000673	Syah.g_01530	Syas.g_00673
OG0000674	Syah.g_01532	Syas.g_00671
OG0000675	Syah.g_01533	Syas.g_00670
OG0000676	Syah.g_01535	Syas.g_00668
OG0000677	Syah.g_01536	Syas.g_00667
OG0000678	Syah.g_01821	Syas.g_00660
OG0000679	Syah.g_01812	Syas.g_00629
OG0000680	Syah.g_01811	Syas.g_00628
OG0000681	Syah.g_01808	Syas.g_00625
OG0000682	Syah.g_01807	Syas.g_00624
OG0000683	Syah.g_01806	Syas.g_00623
OG0000684	Syah.g_01802	Syas.g_00621
OG0000685	Syah.g_01800	Syas.g_00187
OG0000686	Syah.g_01799	Syas.g_00619
OG0000687	Syah.g_01798	Syas.g_00618
OG0000688	Syah.g_01793	Syas.g_00612
OG0000689	Syah.g_01791	Syas.g_00610
OG0000690	Syah.g_01790	Syas.g_00609
OG0000691	Syah.g_01789	Syas.g_00608
OG0000692	Syah.g_01788	Syas.g_00606
OG0000693	Syah.g_01787	Syas.g_00604
OG0000694	Syah.g_01786	Syas.g_00603
OG0000695	Syah.g_01586	Syas.g_00410
OG0000696	Syah.g_01587	Syas.g_00411
OG0000697	Syah.g_01589	Syas.g_00413
OG0000698	Syah.g_01592	Syas.g_00417
OG0000699	Syah.g_01594	Syas.g_00419
OG0000700	Syah.g_01595	Syas.g_00420
OG0000701	Syah.g_01596	Syas.g_00421
OG0000702	Syah.g_01604	Syas.g_00437
OG0000703	Syah.g_01605	Syas.g_00438
OG0000704	Syah.g_01608	Syas.g_00446
OG0000705	Syah.g_01614	Syas.g_00453
OG0000706	Syah.g_01615	Syas.g_00454
OG0000707	Syah.g_01616	Syas.g_00455
OG0000708	Syah.g_01619	Syas.g_00458
OG0000709	Syah.g_01627	Syas.g_00466
OG0000710	Syah.g_01631	Syas.g_00497
OG0000711	Syah.g_01661	Syas.g_00546
OG0000712	Syah.g_01662	Syas.g_00548
OG0000713	Syah.g_01663	Syas.g_00549
OG0000714	Syah.g_01665	Syas.g_00551
OG0000715	Syah.g_01667	Syas.g_00553
OG0000716	Syah.g_01671	Syas.g_00556
OG0000717	Syah.g_01672	Syas.g_00557
OG0000718	Syah.g_01676	Syas.g_00561
OG0000719	Syah.g_01678	Syas.g_00223
OG0000720	Syah.g_01691	Syas.g_00209
OG0000721	Syah.g_01693	Syas.g_00207
OG0000722	Syah.g_01694	Syas.g_00206
OG0000723	Syah.g_01704	Syas.g_00196
OG0000724	Syah.g_02036	Syas.g_00999
OG0000725	Syah.g_02027	Syas.g_01024
OG0000726	Syah.g_02026	Syas.g_01025
OG0000727	Syah.g_02025	Syas.g_01026
OG0000728	Syah.g_02023	Syas.g_01028
OG0000729	Syah.g_00263	Syas.g_02145
OG0000730	Syah.g_00855	Syas.g_01544
OG0000731	Syah.g_00867	Syas.g_01532
OG0000732	Syah.g_00319	Syas.g_02086
OG0000733	Syah.g_00473	Syas.g_00096
OG0000734	Syah.g_02545	Syas.g_02414
OG0000735	Syah.g_02178	Syas.g_01201
OG0000736	Syah.g_02177	Syas.g_01200
OG0000737	Syah.g_02176	Syas.g_01199
OG0000738	Syah.g_02170	Syas.g_01193
OG0000739	Syah.g_02165	Syas.g_01192
OG0000740	Syah.g_02164	Syas.g_01191
OG0000741	Syah.g_02161	Syas.g_01188
OG0000742	Syah.g_02159	Syas.g_01185
OG0000743	Syah.g_02157	Syas.g_01182
OG0000744	Syah.g_02156	Syas.g_01181
OG0000745	Syah.g_02154	Syas.g_01178
OG0000746	Syah.g_02151	Syas.g_01176
OG0000747	Syah.g_02150	Syas.g_01174
OG0000748	Syah.g_02140	Syas.g_01146
OG0000749	Syah.g_02138	Syas.g_01144
OG0000750	Syah.g_02137	Syas.g_01143
OG0000751	Syah.g_02130	Syas.g_01138
OG0000752	Syah.g_02128	Syas.g_01136
OG0000753	Syah.g_02125	Syas.g_01133
OG0000754	Syah.g_01431	Syas.g_01128
OG0000755	Syah.g_01423	Syas.g_01117
OG0000756	Syah.g_01422	Syas.g_01116
OG0000757	Syah.g_01415	Syas.g_01108
OG0000758	Syah.g_01414	Syas.g_01107
OG0000759	Syah.g_01413	Syas.g_01106
OG0000760	Syah.g_01412	Syas.g_01105
OG0000761	Syah.g_01411	Syas.g_01104
OG0000762	Syah.g_01409	Syas.g_01102
OG0000763	Syah.g_01407	Syas.g_01091
OG0000764	Syah.g_01406	Syas.g_01090
OG0000765	Syah.g_01392	Syas.g_01076
OG0000766	Syah.g_01391	Syas.g_01075
OG0000767	Syah.g_01389	Syas.g_01073
OG0000768	Syah.g_01388	Syas.g_01072
OG0000769	Syah.g_01386	Syas.g_01070
OG0000770	Syah.g_01383	Syas.g_01067
OG0000771	Syah.g_02042	Syas.g_00993
OG0000772	Syah.g_01351	Syas.g_01461
OG0000773	Syah.g_02187	Syas.g_00002
OG0000774	Syah.g_02191	Syas.g_02862
OG0000775	Syah.g_02193	Syas.g_02860
OG0000776	Syah.g_02194	Syas.g_02859
OG0000777	Syah.g_02195	Syas.g_02858
OG0000778	Syah.g_02196	Syas.g_02857
OG0000779	Syah.g_02201	Syas.g_02852
OG0000780	Syah.g_02205	Syas.g_02847
OG0000781	Syah.g_02209	Syas.g_02842
OG0000782	Syah.g_02210	Syas.g_02841
OG0000783	Syah.g_02211	Syas.g_02840
OG0000784	Syah.g_02212	Syas.g_02839
OG0000785	Syah.g_02214	Syas.g_02837
OG0000786	Syah.g_01171	Syas.g_02833
OG0000787	Syah.g_01170	Syas.g_02832
OG0000788	Syah.g_01922	Syas.g_00782
OG0000789	Syah.g_01556	Syas.g_01507
OG0000790	Syah.g_00981	Syas.g_01266
OG0000791	Syah.g_00980	Syas.g_01268
OG0000792	Syah.g_00979	Syas.g_01269
OG0000793	Syah.g_00974	Syas.g_01359
OG0000794	Syah.g_00973	Syas.g_01361
OG0000795	Syah.g_00972	Syas.g_01363
OG0000796	Syah.g_00968	Syas.g_01368
OG0000797	Syah.g_00967	Syas.g_01369
OG0000798	Syah.g_00627	Syas.g_01750
OG0000799	Syah.g_01326	Syas.g_02789
OG0000800	Syah.g_01325	Syas.g_02790
OG0000801	Syah.g_01324	Syas.g_02791
OG0000802	Syah.g_01320	Syas.g_02797
OG0000803	Syah.g_01315	Syas.g_02800
OG0000804	Syah.g_01312	Syas.g_02803
OG0000805	Syah.g_01303	Syas.g_02805
OG0000806	Syah.g_01301	Syas.g_02807
OG0000807	Syah.g_01299	Syas.g_02808
OG0000808	Syah.g_01298	Syas.g_02809
OG0000809	Syah.g_01295	Syas.g_02811
OG0000810	Syah.g_01294	Syas.g_02813
OG0000811	Syah.g_01286	Syas.g_02822
OG0000812	Syah.g_01284	Syas.g_02824
OG0000813	Syah.g_01283	Syas.g_02825
OG0000814	Syah.g_01281	Syas.g_02827
OG0000815	Syah.g_01280	Syas.g_02829
OG0000816	Syah.g_01279	Syas.g_02831
OG0000817	Syah.g_01278	Syas.g_02753
OG0000818	Syah.g_01272	Syas.g_01282
OG0000819	Syah.g_01271	Syas.g_01283
OG0000820	Syah.g_01270	Syas.g_01284
OG0000821	Syah.g_01265	Syas.g_01289
OG0000822	Syah.g_01263	Syas.g_01291
OG0000823	Syah.g_01262	Syas.g_01292
OG0000824	Syah.g_01258	Syas.g_01297
OG0000825	Syah.g_01257	Syas.g_01298
OG0000826	Syah.g_01256	Syas.g_01299
OG0000827	Syah.g_01254	Syas.g_01300
OG0000828	Syah.g_01251	Syas.g_01303
OG0000829	Syah.g_01250	Syas.g_01304
OG0000830	Syah.g_01249	Syas.g_01305
OG0000831	Syah.g_01247	Syas.g_01308
OG0000832	Syah.g_02311	Syas.g_01476
OG0000833	Syah.g_02322	Syas.g_02738
OG0000834	Syah.g_02324	Syas.g_02737
OG0000835	Syah.g_02325	Syas.g_02736
OG0000836	Syah.g_02329	Syas.g_02732
OG0000837	Syah.g_02330	Syas.g_02731
OG0000838	Syah.g_02334	Syas.g_02727
OG0000839	Syah.g_02335	Syas.g_02726
OG0000840	Syah.g_02336	Syas.g_02725
OG0000841	Syah.g_02337	Syas.g_02724
OG0000842	Syah.g_02338	Syas.g_02723
OG0000843	Syah.g_02339	Syas.g_02722
OG0000844	Syah.g_02341	Syas.g_02720
OG0000845	Syah.g_02342	Syas.g_02719
OG0000846	Syah.g_02343	Syas.g_02718
OG0000847	Syah.g_02344	Syas.g_02717
OG0000848	Syah.g_02346	Syas.g_02715
OG0000849	Syah.g_02347	Syas.g_02714
OG0000850	Syah.g_02349	Syas.g_02711
OG0000851	Syah.g_02359	Syas.g_02708
OG0000852	Syah.g_02360	Syas.g_02707
OG0000853	Syah.g_02364	Syas.g_02703
OG0000854	Syah.g_02366	Syas.g_02701
OG0000855	Syah.g_02367	Syas.g_02700
OG0000856	Syah.g_01951	Syas.g_00103
OG0000857	Syah.g_01761	Syas.g_00579
OG0000858	Syah.g_02373	Syas.g_02693
OG0000859	Syah.g_02374	Syas.g_02692
OG0000860	Syah.g_02386	Syas.g_02679
OG0000861	Syah.g_02387	Syas.g_02678
OG0000862	Syah.g_02389	Syas.g_02677
OG0000863	Syah.g_02391	Syas.g_02675
OG0000864	Syah.g_02392	Syas.g_02674
OG0000865	Syah.g_02396	Syas.g_02673
OG0000866	Syah.g_02397	Syas.g_02672
OG0000867	Syah.g_02398	Syas.g_02671
OG0000868	Syah.g_02401	Syas.g_02667
OG0000869	Syah.g_02406	Syas.g_02662
OG0000870	Syah.g_02411	Syas.g_02657
OG0000871	Syah.g_02412	Syas.g_02656
OG0000872	Syah.g_02421	Syas.g_02650
OG0000873	Syah.g_02424	Syas.g_02647
OG0000874	Syah.g_02420	Syas.g_02645
OG0000875	Syah.g_02426	Syas.g_02644
OG0000876	Syah.g_02250	Syas.g_00280
OG0000877	Syah.g_02254	Syas.g_02603
OG0000878	Syah.g_02255	Syas.g_02602
OG0000879	Syah.g_02256	Syas.g_02601
OG0000880	Syah.g_02257	Syas.g_02600
OG0000881	Syah.g_02262	Syas.g_02596
OG0000882	Syah.g_02267	Syas.g_02591
OG0000883	Syah.g_02270	Syas.g_02586
OG0000884	Syah.g_02272	Syas.g_02584
OG0000885	Syah.g_02273	Syas.g_02583
OG0000886	Syah.g_02274	Syas.g_02582
OG0000887	Syah.g_02275	Syas.g_02581
OG0000888	Syah.g_02277	Syas.g_02579
OG0000889	Syah.g_02279	Syas.g_02577
OG0000890	Syah.g_02284	Syas.g_02574
OG0000891	Syah.g_02285	Syas.g_02573
OG0000892	Syah.g_02288	Syas.g_02571
OG0000893	Syah.g_00684	Syas.g_01677
OG0000894	Syah.g_00690	Syas.g_01667
OG0000895	Syah.g_00694	Syas.g_01663
OG0000896	Syah.g_00695	Syas.g_01662
OG0000897	Syah.g_00697	Syas.g_01660
OG0000898	Syah.g_00698	Syas.g_01659
OG0000899	Syah.g_00699	Syas.g_01658
OG0000900	Syah.g_00700	Syas.g_01657
OG0000901	Syah.g_00705	Syas.g_01652
OG0000902	Syah.g_00707	Syas.g_01651
OG0000903	Syah.g_00739	Syas.g_01637
OG0000904	Syah.g_00734	Syas.g_01642
OG0000905	Syah.g_00731	Syas.g_01647
OG0000906	Syah.g_00729	Syas.g_01649
OG0000907	Syah.g_00741	Syas.g_01635
OG0000908	Syah.g_00744	Syas.g_01632
OG0000909	Syah.g_00745	Syas.g_01631
OG0000910	Syah.g_00746	Syas.g_01630
OG0000911	Syah.g_00748	Syas.g_01628
OG0000912	Syah.g_00749	Syas.g_01627
OG0000913	Syah.g_00750	Syas.g_01626
OG0000914	Syah.g_00751	Syas.g_01625
OG0000915	Syah.g_00752	Syas.g_01623
OG0000916	Syah.g_00753	Syas.g_01622
OG0000917	Syah.g_00754	Syas.g_01621
OG0000918	Syah.g_00755	Syas.g_01620
OG0000919	Syah.g_00756	Syas.g_01619
OG0000920	Syah.g_00757	Syas.g_01618
OG0000921	Syah.g_00758	Syas.g_01617
OG0000922	Syah.g_00759	Syas.g_01616
OG0000923	Syah.g_00763	Syas.g_01612
OG0000924	Syah.g_00764	Syas.g_01611
OG0000925	Syah.g_00765	Syas.g_01610
OG0000926	Syah.g_00766	Syas.g_01609
OG0000927	Syah.g_00768	Syas.g_01607
OG0000928	Syah.g_00769	Syas.g_01606
OG0000929	Syah.g_00770	Syas.g_01605
OG0000930	Syah.g_00771	Syas.g_01604
OG0000931	Syah.g_00772	Syas.g_01603
OG0000932	Syah.g_00773	Syas.g_01602
OG0000933	Syah.g_00778	Syas.g_01596
OG0000934	Syah.g_00780	Syas.g_01594
OG0000935	Syah.g_00781	Syas.g_01593
OG0000936	Syah.g_00782	Syas.g_01592
OG0000937	Syah.g_00783	Syas.g_01591
OG0000938	Syah.g_00787	Syas.g_01588
OG0000939	Syah.g_00788	Syas.g_01587
OG0000940	Syah.g_00795	Syas.g_01580
OG0000941	Syah.g_00797	Syas.g_01578
OG0000942	Syah.g_00799	Syas.g_01576
OG0000943	Syah.g_00800	Syas.g_01575
OG0000944	Syah.g_00802	Syas.g_01573
OG0000945	Syah.g_00804	Syas.g_01572
OG0000946	Syah.g_00809	Syas.g_01565
OG0000947	Syah.g_00812	Syas.g_01562
OG0000948	Syah.g_00813	Syas.g_01561
OG0000949	Syah.g_00173	Syas.g_02213
OG0000950	Syah.g_00184	Syas.g_02197
OG0000951	Syah.g_00190	Syas.g_02190
OG0000952	Syah.g_00202	Syas.g_02186
OG0000953	Syah.g_00207	Syas.g_02182
OG0000954	Syah.g_00233	Syas.g_02174
OG0000955	Syah.g_00234	Syas.g_02173
OG0000956	Syah.g_00236	Syas.g_02171
OG0000957	Syah.g_00248	Syas.g_02158
OG0000958	Syah.g_00249	Syas.g_02157
OG0000959	Syah.g_00253	Syas.g_02154
OG0000960	Syah.g_00254	Syas.g_02153
OG0000961	Syah.g_00259	Syas.g_02345
OG0000962	Syah.g_00262	Syas.g_02146
OG0000963	Syah.g_00267	Syas.g_02143
OG0000964	Syah.g_00268	Syas.g_02142
OG0000965	Syah.g_00269	Syas.g_02141
OG0000966	Syah.g_00288	Syas.g_02112
OG0000967	Syah.g_00300	Syas.g_02108
OG0000968	Syah.g_00295	Syas.g_02106
OG0000969	Syah.g_00297	Syas.g_02104
OG0000970	Syah.g_00298	Syas.g_02103
OG0000971	Syah.g_00303	Syas.g_02101
OG0000972	Syah.g_00304	Syas.g_02100
OG0000973	Syah.g_00305	Syas.g_02099
OG0000974	Syah.g_00306	Syas.g_02098
OG0000975	Syah.g_00307	Syas.g_02097
OG0000976	Syah.g_00308	Syas.g_02096
OG0000977	Syah.g_00310	Syas.g_02094
OG0000978	Syah.g_00312	Syas.g_02093
OG0000979	Syah.g_00315	Syas.g_02090
OG0000980	Syah.g_00318	Syas.g_02087
OG0000981	Syah.g_00321	Syas.g_02084
OG0000982	Syah.g_00511	Syas.g_01882
OG0000983	Syah.g_00510	Syas.g_01883
OG0000984	Syah.g_00509	Syas.g_01884
OG0000985	Syah.g_00505	Syas.g_01888
OG0000986	Syah.g_00496	Syas.g_01891
OG0000987	Syah.g_00494	Syas.g_01897
OG0000988	Syah.g_00489	Syas.g_01902
OG0000989	Syah.g_00481	Syas.g_01908
OG0000990	Syah.g_00466	Syas.g_01937
OG0000991	Syah.g_00462	Syas.g_01939
OG0000992	Syah.g_00460	Syas.g_01943
OG0000993	Syah.g_00459	Syas.g_01945
OG0000994	Syah.g_00457	Syas.g_01948
OG0000995	Syah.g_00452	Syas.g_01955
OG0000996	Syah.g_00412	Syas.g_01977
OG0000997	Syah.g_00403	Syas.g_01993
OG0000998	Syah.g_00401	Syas.g_01995
OG0000999	Syah.g_00400	Syas.g_01996
OG0001000	Syah.g_00397	Syas.g_02000
OG0001001	Syah.g_00392	Syas.g_02006
OG0001002	Syah.g_00386	Syas.g_02014
OG0001003	Syah.g_00384	Syas.g_02016
OG0001004	Syah.g_00383	Syas.g_02017
OG0001005	Syah.g_00382	Syas.g_02018
OG0001006	Syah.g_00375	Syas.g_02032
OG0001007	Syah.g_00373	Syas.g_02034
OG0001008	Syah.g_02235	Syas.g_01496
OG0001009	Syah.g_00344	Syas.g_02065
OG0001010	Syah.g_00343	Syas.g_02066
OG0001011	Syah.g_00342	Syas.g_02068
OG0001012	Syah.g_00514	Syas.g_00152
OG0001013	Syah.g_00527	Syas.g_01866
OG0001014	Syah.g_00531	Syas.g_01857
OG0001015	Syah.g_00532	Syas.g_01856
OG0001016	Syah.g_02487	Syas.g_02517
OG0001017	Syah.g_02493	Syas.g_02511
OG0001018	Syah.g_02495	Syas.g_02509
OG0001019	Syah.g_02512	Syas.g_02469
OG0001020	Syah.g_02517	Syas.g_02443
OG0001021	Syah.g_02521	Syas.g_02437
OG0001022	Syah.g_02524	Syas.g_02434
OG0001023	Syah.g_02525	Syas.g_02433
OG0001024	Syah.g_02529	Syas.g_00135
OG0001025	Syah.g_02534	Syas.g_02424
OG0001026	Syah.g_02547	Syas.g_02412
OG0001027	Syah.g_00001	Syas.g_02408
OG0001028	Syah.g_00003	Syas.g_02405
OG0001029	Syah.g_00005	Syas.g_02403
OG0001030	Syah.g_00025	Syas.g_02384
OG0001031	Syah.g_00611	Syas.g_02293
OG0001032	Syah.g_00609	Syas.g_02290
OG0001033	Syah.g_00577	Syas.g_02239
OG0001034	Syah.g_00908	Syas.g_02556
OG0001035	Syah.g_00660	Syas.g_01704
OG0001036	Syah.g_00655	Syas.g_01709
OG0001037	Syah.g_00653	Syas.g_01711
OG0001038	Syah.g_00626	Syas.g_01751
OG0001039	Syah.g_00623	Syas.g_01754
OG0001042	Syah.g_00122	Syas.g_01821
OG0001043	Syah.g_00126	Syas.g_01817
OG0001044	Syah.g_00857	Syas.g_01542
OG0001045	Syah.g_00870	Syas.g_01529
OG0001046	Syah.g_01647	Syas.g_00532
OG0001047	Syah.g_02233	Syas.g_01494
OG0001048	Syah.g_02232	Syas.g_01493
OG0001049	Syah.g_02225	Syas.g_02742
OG0001050	Syah.g_02224	Syas.g_02743
OG0001051	Syah.g_02223	Syas.g_02744
OG0001052	Syah.g_01217	Syas.g_01337
OG0001053	Syah.g_01000	Syas.g_01250
OG0001054	Syah.g_01017	Syas.g_01231
OG0001055	Syah.g_01037	Syas.g_01210
OG0001056	Syah.g_01069	Syas.g_00068
OG0001057	Syah.g_01075	Syas.g_00763
OG0001058	Syah.g_01091	Syas.g_00787
OG0001059	Syah.g_01095	Syas.g_00791
OG0001060	Syah.g_01102	Syas.g_00797
OG0001061	Syah.g_01123	Syas.g_00816
OG0001062	Syah.g_01125	Syas.g_00819
OG0001063	Syah.g_01129	Syas.g_00830
OG0001064	Syah.g_01130	Syas.g_00831
OG0001065	Syah.g_01131	Syas.g_00832
OG0001066	Syah.g_01132	Syas.g_00833
OG0001067	Syah.g_01133	Syas.g_00834
OG0001068	Syah.g_01134	Syas.g_00835
OG0001069	Syah.g_01135	Syas.g_00836
OG0001070	Syah.g_01138	Syas.g_00840
OG0001071	Syah.g_01139	Syas.g_00841
OG0001072	Syah.g_01144	Syas.g_00844
OG0001074	Syah.g_01970	Syas.g_00157
OG0001075	Syah.g_01969	Syas.g_00163
OG0001076	Syah.g_01959	Syas.g_00113
OG0001077	Syah.g_01948	Syas.g_00101
OG0001078	Syah.g_01934	Syas.g_00745
OG0001079	Syah.g_01921	Syas.g_00729
OG0001080	Syah.g_01538	Syas.g_00717
OG0001081	Syah.g_01487	Syas.g_00715
OG0001082	Syah.g_01488	Syas.g_00714
OG0001083	Syah.g_01495	Syas.g_00707
OG0001084	Syah.g_01496	Syas.g_00706
OG0001085	Syah.g_01506	Syas.g_00693
OG0001086	Syah.g_01508	Syas.g_00691
OG0001087	Syah.g_01992	Syas.g_00071
OG0001088	Syah.g_01995	Syas.g_01060
OG0001089	Syah.g_02019	Syas.g_01039
OG0001090	Syah.g_01728	Syas.g_00980
OG0001091	Syah.g_01726	Syas.g_00979
OG0001092	Syah.g_01724	Syas.g_00178
OG0001093	Syah.g_01718	Syas.g_00184
OG0001095	Syah.g_01764	Syas.g_00582
OG0001097	Syah.g_02094	Syas.g_00243
OG0001098	Syah.g_01542	Syas.g_00880
OG0001099	Syah.g_00004	Syas.g_02404
OG0001100	Syah.g_01522	Syas.g_00682
OG0001101	Syah.g_01523	Syas.g_00680
OG0001102	Syah.g_01526	Syas.g_00677
OG0001103	Syah.g_01528	Syas.g_00675
OG0001104	Syah.g_01801	Syas.g_00620
OG0001105	Syah.g_01797	Syas.g_00617
OG0001106	Syah.g_01609	Syas.g_00447
OG0001107	Syah.g_01620	Syas.g_00459
OG0001108	Syah.g_01628	Syas.g_00494
OG0001109	Syah.g_01630	Syas.g_00496
OG0001110	Syah.g_01632	Syas.g_00498
OG0001111	Syah.g_01634	Syas.g_00500
OG0001112	Syah.g_01636	Syas.g_00503
OG0001113	Syah.g_01637	Syas.g_00504
OG0001114	Syah.g_01638	Syas.g_00505
OG0001115	Syah.g_01642	Syas.g_00527
OG0001116	Syah.g_01644	Syas.g_00529
OG0001117	Syah.g_01645	Syas.g_00530
OG0001118	Syah.g_01646	Syas.g_00531
OG0001119	Syah.g_01648	Syas.g_00533
OG0001120	Syah.g_01652	Syas.g_00539
OG0001122	Syah.g_01679	Syas.g_00222
OG0001123	Syah.g_01686	Syas.g_00214
OG0001124	Syah.g_01688	Syas.g_00212
OG0001125	Syah.g_01690	Syas.g_00210
OG0001126	Syah.g_02058	Syas.g_00991
OG0001127	Syah.g_02057	Syas.g_00992
OG0001128	Syah.g_02040	Syas.g_00995
OG0001129	Syah.g_02038	Syas.g_00997
OG0001130	Syah.g_02037	Syas.g_00998
OG0001131	Syah.g_01819	Syas.g_01401
OG0001132	Syah.g_01850	Syas.g_00525
OG0001133	Syah.g_01957	Syas.g_00109
OG0001136	Syah.g_02160	Syas.g_01187
OG0001138	Syah.g_01421	Syas.g_01114
OG0001139	Syah.g_01419	Syas.g_01112
OG0001140	Syah.g_01418	Syas.g_01111
OG0001141	Syah.g_01417	Syas.g_01110
OG0001142	Syah.g_01416	Syas.g_01109
OG0001143	Syah.g_01408	Syas.g_01092
OG0001144	Syah.g_01399	Syas.g_01084
OG0001145	Syah.g_02188	Syas.g_02867
OG0001146	Syah.g_02206	Syas.g_02846
OG0001147	Syah.g_01234	Syas.g_01329
OG0001148	Syah.g_00984	Syas.g_01263
OG0001149	Syah.g_00983	Syas.g_01264
OG0001150	Syah.g_00982	Syas.g_01265
OG0001151	Syah.g_00970	Syas.g_01366
OG0001152	Syah.g_00969	Syas.g_01367
OG0001153	Syah.g_01253	Syas.g_01301
OG0001154	Syah.g_01252	Syas.g_01302
OG0001155	Syah.g_02313	Syas.g_01478
OG0001156	Syah.g_02316	Syas.g_01489
OG0001157	Syah.g_02317	Syas.g_01490
OG0001158	Syah.g_02318	Syas.g_01491
OG0001159	Syah.g_02319	Syas.g_01492
OG0001161	Syah.g_00475	Syas.g_02030
OG0001162	Syah.g_01745	Syas.g_02473
OG0001163	Syah.g_02370	Syas.g_02697
OG0001164	Syah.g_02376	Syas.g_02691
OG0001165	Syah.g_02381	Syas.g_02686
OG0001166	Syah.g_02410	Syas.g_02658
OG0001167	Syah.g_02259	Syas.g_01046
OG0001168	Syah.g_02261	Syas.g_02597
OG0001169	Syah.g_02263	Syas.g_02595
OG0001170	Syah.g_02265	Syas.g_02593
OG0001171	Syah.g_02276	Syas.g_02580
OG0001172	Syah.g_00692	Syas.g_01665
OG0001173	Syah.g_00693	Syas.g_01664
OG0001174	Syah.g_00701	Syas.g_01656
OG0001175	Syah.g_00702	Syas.g_01655
OG0001176	Syah.g_00738	Syas.g_01638
OG0001177	Syah.g_00736	Syas.g_01640
OG0001178	Syah.g_02390	Syas.g_02676
OG0001179	Syah.g_00767	Syas.g_01608
OG0001180	Syah.g_00792	Syas.g_01583
OG0001181	Syah.g_00796	Syas.g_01579
OG0001182	Syah.g_00805	Syas.g_01571
OG0001183	Syah.g_00810	Syas.g_01564
OG0001184	Syah.g_00192	Syas.g_02188
OG0001185	Syah.g_00244	Syas.g_02162
OG0001186	Syah.g_00294	Syas.g_02113
OG0001187	Syah.g_00289	Syas.g_02111
OG0001189	Syah.g_00316	Syas.g_02089
OG0001190	Syah.g_00512	Syas.g_01881
OG0001191	Syah.g_00491	Syas.g_01900
OG0001193	Syah.g_00456	Syas.g_01952
OG0001194	Syah.g_00454	Syas.g_01953
OG0001195	Syah.g_00453	Syas.g_01954
OG0001196	Syah.g_00390	Syas.g_02010
OG0001197	Syah.g_00388	Syas.g_02012
OG0001198	Syah.g_00376	Syas.g_02031
OG0001199	Syah.g_02488	Syas.g_02516
OG0001200	Syah.g_02490	Syas.g_02514
OG0001201	Syah.g_02538	Syas.g_02419
OG0001202	Syah.g_00594	Syas.g_02270
OG0001203	Syah.g_00909	Syas.g_02557
OG0001204	Syah.g_00676	Syas.g_01687
OG0001205	Syah.g_02222	Syas.g_02745
OG0001207	Syah.g_00987	Syas.g_01260
OG0001208	Syah.g_00999	Syas.g_01251
OG0001209	Syah.g_01067	Syas.g_00065
OG0001210	Syah.g_01074	Syas.g_00761
OG0001211	Syah.g_01092	Syas.g_00788
