Orthogroup	Syah	Prbf
OG0000564	Syah.g_01100	Prbf.g_01839
OG0000565	Syah.g_01104	Prbf.g_01841
OG0000566	Syah.g_01108	Prbf.g_01845
OG0000567	Syah.g_01112	Prbf.g_01849
OG0000568	Syah.g_01116	Prbf.g_01850
OG0000569	Syah.g_01117	Prbf.g_01851
OG0000570	Syah.g_01118	Prbf.g_01852
OG0000571	Syah.g_01122	Prbf.g_01854
OG0000572	Syah.g_01137	Prbf.g_01868
OG0000573	Syah.g_01146	Prbf.g_01874
OG0000574	Syah.g_01147	Prbf.g_01875
OG0000575	Syah.g_01151	Prbf.g_01879
OG0000576	Syah.g_01153	Prbf.g_01881
OG0000577	Syah.g_01154	Prbf.g_01882
OG0000578	Syah.g_01155	Prbf.g_01883
OG0000579	Syah.g_01156	Prbf.g_01884
OG0000580	Syah.g_01157	Prbf.g_01885
OG0000581	Syah.g_01163	Prbf.g_01888
OG0000582	Syah.g_01979	Prbf.g_01891
OG0000583	Syah.g_01978	Prbf.g_01892
OG0000584	Syah.g_01977	Prbf.g_01893
OG0000585	Syah.g_01975	Prbf.g_01895
OG0000586	Syah.g_01974	Prbf.g_01896
OG0000587	Syah.g_01972	Prbf.g_01897
OG0000588	Syah.g_01966	Prbf.g_01901
OG0000589	Syah.g_01962	Prbf.g_01903
OG0000590	Syah.g_01961	Prbf.g_01904
OG0000591	Syah.g_01954	Prbf.g_01908
OG0000592	Syah.g_01953	Prbf.g_01909
OG0000593	Syah.g_01939	Prbf.g_00979
OG0000594	Syah.g_01938	Prbf.g_00980
OG0000595	Syah.g_01937	Prbf.g_00981
OG0000596	Syah.g_01932	Prbf.g_00985
OG0000597	Syah.g_01929	Prbf.g_00988
OG0000598	Syah.g_01928	Prbf.g_00989
OG0000599	Syah.g_01925	Prbf.g_00992
OG0000600	Syah.g_01924	Prbf.g_00993
OG0000601	Syah.g_01923	Prbf.g_00994
OG0000602	Syah.g_01917	Prbf.g_00996
OG0000603	Syah.g_01916	Prbf.g_00997
OG0000604	Syah.g_01913	Prbf.g_00998
OG0000605	Syah.g_01825	Prbf.g_00999
OG0000606	Syah.g_01485	Prbf.g_01002
OG0000607	Syah.g_01489	Prbf.g_01005
OG0000608	Syah.g_01490	Prbf.g_01006
OG0000609	Syah.g_01492	Prbf.g_01007
OG0000610	Syah.g_01499	Prbf.g_01013
OG0000611	Syah.g_01502	Prbf.g_01016
OG0000612	Syah.g_01503	Prbf.g_01017
OG0000613	Syah.g_00147	Prbf.g_01290
OG0000614	Syah.g_02004	Prbf.g_01269
OG0000615	Syah.g_01814	Prbf.g_01258
OG0000616	Syah.g_00389	Prbf.g_00404
OG0000617	Syah.g_01722	Prbf.g_01033
OG0000618	Syah.g_01721	Prbf.g_01034
OG0000619	Syah.g_01720	Prbf.g_01035
OG0000620	Syah.g_01713	Prbf.g_01038
OG0000621	Syah.g_01712	Prbf.g_01039
OG0000622	Syah.g_01711	Prbf.g_01040
OG0000623	Syah.g_01710	Prbf.g_01041
OG0000624	Syah.g_01708	Prbf.g_01043
OG0000625	Syah.g_01707	Prbf.g_01044
OG0000626	Syah.g_01706	Prbf.g_01045
OG0000627	Syah.g_01569	Prbf.g_01046
OG0000628	Syah.g_01570	Prbf.g_01047
OG0000629	Syah.g_01573	Prbf.g_01048
OG0000630	Syah.g_01577	Prbf.g_01051
OG0000631	Syah.g_01582	Prbf.g_01144
OG0000632	Syah.g_01583	Prbf.g_01143
OG0000633	Syah.g_01584	Prbf.g_01142
OG0000634	Syah.g_01783	Prbf.g_01249
OG0000635	Syah.g_01782	Prbf.g_01248
OG0000636	Syah.g_01780	Prbf.g_01246
OG0000637	Syah.g_01778	Prbf.g_01244
OG0000638	Syah.g_01777	Prbf.g_01243
OG0000639	Syah.g_01776	Prbf.g_01242
OG0000640	Syah.g_01775	Prbf.g_01241
OG0000641	Syah.g_01771	Prbf.g_01237
OG0000642	Syah.g_01770	Prbf.g_01236
OG0000643	Syah.g_01768	Prbf.g_01235
OG0000644	Syah.g_01767	Prbf.g_01234
OG0000645	Syah.g_01765	Prbf.g_01233
OG0000646	Syah.g_01762	Prbf.g_01231
OG0000647	Syah.g_01760	Prbf.g_01229
OG0000648	Syah.g_01757	Prbf.g_01227
OG0000649	Syah.g_01756	Prbf.g_01226
OG0000650	Syah.g_01755	Prbf.g_01225
OG0000651	Syah.g_01754	Prbf.g_01224
OG0000652	Syah.g_01753	Prbf.g_01223
OG0000653	Syah.g_01751	Prbf.g_01221
OG0000654	Syah.g_01750	Prbf.g_01220
OG0000655	Syah.g_01749	Prbf.g_01219
OG0000656	Syah.g_01746	Prbf.g_01216
OG0000657	Syah.g_02083	Prbf.g_01208
OG0000658	Syah.g_02086	Prbf.g_01206
OG0000659	Syah.g_02087	Prbf.g_01205
OG0000660	Syah.g_02091	Prbf.g_01201
OG0000661	Syah.g_02093	Prbf.g_01199
OG0000662	Syah.g_02095	Prbf.g_01197
OG0000663	Syah.g_02098	Prbf.g_01195
OG0000664	Syah.g_02099	Prbf.g_01194
OG0000665	Syah.g_01895	Prbf.g_01188
OG0000666	Syah.g_01826	Prbf.g_01187
OG0000667	Syah.g_00714	Prbf.g_01183
OG0000668	Syah.g_01680	Prbf.g_00838
OG0000669	Syah.g_01520	Prbf.g_01331
OG0000670	Syah.g_02352	Prbf.g_01328
OG0000671	Syah.g_01524	Prbf.g_01325
OG0000672	Syah.g_01527	Prbf.g_01322
OG0000673	Syah.g_01530	Prbf.g_01319
OG0000674	Syah.g_01532	Prbf.g_01317
OG0000675	Syah.g_01533	Prbf.g_01316
OG0000676	Syah.g_01535	Prbf.g_01314
OG0000677	Syah.g_01536	Prbf.g_01313
OG0000678	Syah.g_01821	Prbf.g_01311
OG0000679	Syah.g_01812	Prbf.g_01307
OG0000680	Syah.g_01811	Prbf.g_01306
OG0000681	Syah.g_01808	Prbf.g_01303
OG0000682	Syah.g_01807	Prbf.g_01302
OG0000683	Syah.g_01806	Prbf.g_01301
OG0000684	Syah.g_01802	Prbf.g_01299
OG0000685	Syah.g_01800	Prbf.g_01297
OG0000686	Syah.g_01799	Prbf.g_01296
OG0000687	Syah.g_01798	Prbf.g_01295
OG0000688	Syah.g_01793	Prbf.g_01021
OG0000689	Syah.g_01791	Prbf.g_01022
OG0000690	Syah.g_01790	Prbf.g_01023
OG0000691	Syah.g_01789	Prbf.g_01024
OG0000692	Syah.g_01788	Prbf.g_01026
OG0000693	Syah.g_01787	Prbf.g_01027
OG0000694	Syah.g_01786	Prbf.g_01028
OG0000695	Syah.g_01586	Prbf.g_01140
OG0000696	Syah.g_01587	Prbf.g_01139
OG0000697	Syah.g_01589	Prbf.g_01138
OG0000698	Syah.g_01592	Prbf.g_01135
OG0000699	Syah.g_01594	Prbf.g_01134
OG0000700	Syah.g_01595	Prbf.g_01133
OG0000701	Syah.g_01596	Prbf.g_01132
OG0000702	Syah.g_01604	Prbf.g_01130
OG0000703	Syah.g_01605	Prbf.g_01129
OG0000704	Syah.g_01608	Prbf.g_01127
OG0000705	Syah.g_01614	Prbf.g_01124
OG0000706	Syah.g_01615	Prbf.g_01123
OG0000707	Syah.g_01616	Prbf.g_01122
OG0000708	Syah.g_01619	Prbf.g_01120
OG0000709	Syah.g_01627	Prbf.g_01116
OG0000710	Syah.g_01631	Prbf.g_01113
OG0000711	Syah.g_01661	Prbf.g_01095
OG0000712	Syah.g_01662	Prbf.g_01094
OG0000713	Syah.g_01663	Prbf.g_01093
OG0000714	Syah.g_01665	Prbf.g_01092
OG0000715	Syah.g_01667	Prbf.g_01090
OG0000716	Syah.g_01671	Prbf.g_01088
OG0000717	Syah.g_01672	Prbf.g_01087
OG0000718	Syah.g_01676	Prbf.g_01083
OG0000719	Syah.g_01678	Prbf.g_01081
OG0000720	Syah.g_01691	Prbf.g_01069
OG0000721	Syah.g_01693	Prbf.g_01065
OG0000722	Syah.g_01694	Prbf.g_01064
OG0000723	Syah.g_01704	Prbf.g_01060
OG0000724	Syah.g_02036	Prbf.g_01165
OG0000725	Syah.g_02027	Prbf.g_01171
OG0000726	Syah.g_02026	Prbf.g_01172
OG0000727	Syah.g_02025	Prbf.g_01173
OG0000728	Syah.g_02023	Prbf.g_01175
OG0000729	Syah.g_00263	Prbf.g_00048
OG0000730	Syah.g_00855	Prbf.g_00876
OG0000731	Syah.g_00867	Prbf.g_01684
OG0000732	Syah.g_00319	Prbf.g_00453
OG0000733	Syah.g_00473	Prbf.g_00787
OG0000734	Syah.g_02545	Prbf.g_00902
OG0000735	Syah.g_02178	Prbf.g_00904
OG0000736	Syah.g_02177	Prbf.g_00905
OG0000737	Syah.g_02176	Prbf.g_00906
OG0000738	Syah.g_02170	Prbf.g_00910
OG0000739	Syah.g_02165	Prbf.g_00911
OG0000740	Syah.g_02164	Prbf.g_00912
OG0000741	Syah.g_02161	Prbf.g_00914
OG0000742	Syah.g_02159	Prbf.g_00917
OG0000743	Syah.g_02157	Prbf.g_00919
OG0000744	Syah.g_02156	Prbf.g_00920
OG0000745	Syah.g_02154	Prbf.g_00921
OG0000746	Syah.g_02151	Prbf.g_00923
OG0000747	Syah.g_02150	Prbf.g_00924
OG0000748	Syah.g_02140	Prbf.g_00928
OG0000749	Syah.g_02138	Prbf.g_00929
OG0000750	Syah.g_02137	Prbf.g_00930
OG0000751	Syah.g_02130	Prbf.g_00933
OG0000752	Syah.g_02128	Prbf.g_00935
OG0000753	Syah.g_02125	Prbf.g_00937
OG0000754	Syah.g_01431	Prbf.g_00940
OG0000755	Syah.g_01423	Prbf.g_00946
OG0000756	Syah.g_01422	Prbf.g_00947
OG0000757	Syah.g_01415	Prbf.g_00954
OG0000758	Syah.g_01414	Prbf.g_00955
OG0000759	Syah.g_01413	Prbf.g_00956
OG0000760	Syah.g_01412	Prbf.g_00957
OG0000761	Syah.g_01411	Prbf.g_00958
OG0000762	Syah.g_01409	Prbf.g_00959
OG0000763	Syah.g_01407	Prbf.g_00961
OG0000764	Syah.g_01406	Prbf.g_00962
OG0000765	Syah.g_01392	Prbf.g_00970
OG0000766	Syah.g_01391	Prbf.g_00971
OG0000767	Syah.g_01389	Prbf.g_00973
OG0000768	Syah.g_01388	Prbf.g_00974
OG0000769	Syah.g_01386	Prbf.g_00976
OG0000770	Syah.g_01383	Prbf.g_01914
OG0000771	Syah.g_02042	Prbf.g_00253
OG0000772	Syah.g_01351	Prbf.g_00767
OG0000773	Syah.g_02187	Prbf.g_00035
OG0000774	Syah.g_02191	Prbf.g_00033
OG0000775	Syah.g_02193	Prbf.g_00031
OG0000776	Syah.g_02194	Prbf.g_00030
OG0000777	Syah.g_02195	Prbf.g_00029
OG0000778	Syah.g_02196	Prbf.g_00028
OG0000779	Syah.g_02201	Prbf.g_00024
OG0000780	Syah.g_02205	Prbf.g_00023
OG0000781	Syah.g_02209	Prbf.g_00019
OG0000782	Syah.g_02210	Prbf.g_00018
OG0000783	Syah.g_02211	Prbf.g_00017
OG0000784	Syah.g_02212	Prbf.g_00016
OG0000785	Syah.g_02214	Prbf.g_00014
OG0000786	Syah.g_01171	Prbf.g_00011
OG0000787	Syah.g_01170	Prbf.g_00010
OG0000788	Syah.g_01922	Prbf.g_01782
OG0000789	Syah.g_01556	Prbf.g_00256
OG0000790	Syah.g_00981	Prbf.g_00100
OG0000791	Syah.g_00980	Prbf.g_00102
OG0000792	Syah.g_00979	Prbf.g_00103
OG0000793	Syah.g_00974	Prbf.g_00106
OG0000794	Syah.g_00973	Prbf.g_00107
OG0000795	Syah.g_00972	Prbf.g_00108
OG0000796	Syah.g_00968	Prbf.g_00112
OG0000797	Syah.g_00967	Prbf.g_00113
OG0000799	Syah.g_01326	Prbf.g_00140
OG0000800	Syah.g_01325	Prbf.g_00141
OG0000801	Syah.g_01324	Prbf.g_00142
OG0000802	Syah.g_01320	Prbf.g_00144
OG0000803	Syah.g_01315	Prbf.g_00146
OG0000804	Syah.g_01312	Prbf.g_00147
OG0000805	Syah.g_01303	Prbf.g_00149
OG0000806	Syah.g_01301	Prbf.g_00151
OG0000807	Syah.g_01299	Prbf.g_00152
OG0000808	Syah.g_01298	Prbf.g_00153
OG0000809	Syah.g_01295	Prbf.g_00155
OG0000810	Syah.g_01294	Prbf.g_00156
OG0000811	Syah.g_01286	Prbf.g_00160
OG0000812	Syah.g_01284	Prbf.g_00162
OG0000813	Syah.g_01283	Prbf.g_00163
OG0000814	Syah.g_01281	Prbf.g_00165
OG0000815	Syah.g_01280	Prbf.g_00166
OG0000816	Syah.g_01279	Prbf.g_00168
OG0000817	Syah.g_01278	Prbf.g_00169
OG0000818	Syah.g_01272	Prbf.g_00174
OG0000819	Syah.g_01271	Prbf.g_00175
OG0000820	Syah.g_01270	Prbf.g_00176
OG0000821	Syah.g_01265	Prbf.g_00180
OG0000822	Syah.g_01263	Prbf.g_00181
OG0000823	Syah.g_01262	Prbf.g_00182
OG0000824	Syah.g_01258	Prbf.g_00185
OG0000825	Syah.g_01257	Prbf.g_00186
OG0000826	Syah.g_01256	Prbf.g_00187
OG0000827	Syah.g_01254	Prbf.g_00188
OG0000828	Syah.g_01251	Prbf.g_00191
OG0000829	Syah.g_01250	Prbf.g_00192
OG0000830	Syah.g_01249	Prbf.g_00193
OG0000831	Syah.g_01247	Prbf.g_00195
OG0000832	Syah.g_02311	Prbf.g_00205
OG0000833	Syah.g_02322	Prbf.g_00214
OG0000834	Syah.g_02324	Prbf.g_00215
OG0000835	Syah.g_02325	Prbf.g_00216
OG0000836	Syah.g_02329	Prbf.g_00217
OG0000837	Syah.g_02330	Prbf.g_00218
OG0000838	Syah.g_02334	Prbf.g_00220
OG0000839	Syah.g_02335	Prbf.g_00221
OG0000840	Syah.g_02336	Prbf.g_00222
OG0000841	Syah.g_02337	Prbf.g_00223
OG0000842	Syah.g_02338	Prbf.g_00224
OG0000843	Syah.g_02339	Prbf.g_00225
OG0000844	Syah.g_02341	Prbf.g_00226
OG0000845	Syah.g_02342	Prbf.g_00227
OG0000846	Syah.g_02343	Prbf.g_00228
OG0000847	Syah.g_02344	Prbf.g_00229
OG0000848	Syah.g_02346	Prbf.g_00230
OG0000849	Syah.g_02347	Prbf.g_00231
OG0000850	Syah.g_02349	Prbf.g_00233
OG0000851	Syah.g_02359	Prbf.g_00234
OG0000852	Syah.g_02360	Prbf.g_00235
OG0000853	Syah.g_02364	Prbf.g_00241
OG0000854	Syah.g_02366	Prbf.g_00243
OG0000855	Syah.g_02367	Prbf.g_00244
OG0000856	Syah.g_01951	Prbf.g_01911
OG0000857	Syah.g_01761	Prbf.g_01230
OG0000858	Syah.g_02373	Prbf.g_00700
OG0000859	Syah.g_02374	Prbf.g_00699
OG0000860	Syah.g_02386	Prbf.g_00691
OG0000861	Syah.g_02387	Prbf.g_00690
OG0000862	Syah.g_02389	Prbf.g_00689
OG0000863	Syah.g_02391	Prbf.g_00687
OG0000864	Syah.g_02392	Prbf.g_00686
OG0000865	Syah.g_02396	Prbf.g_00685
OG0000866	Syah.g_02397	Prbf.g_00684
OG0000867	Syah.g_02398	Prbf.g_00683
OG0000868	Syah.g_02401	Prbf.g_00681
OG0000869	Syah.g_02406	Prbf.g_00678
OG0000870	Syah.g_02411	Prbf.g_00673
OG0000871	Syah.g_02412	Prbf.g_00672
OG0000872	Syah.g_02421	Prbf.g_00671
OG0000873	Syah.g_02424	Prbf.g_00668
OG0000874	Syah.g_02420	Prbf.g_00665
OG0000875	Syah.g_02426	Prbf.g_00664
OG0000876	Syah.g_02250	Prbf.g_00663
OG0000877	Syah.g_02254	Prbf.g_00661
OG0000878	Syah.g_02255	Prbf.g_00660
OG0000879	Syah.g_02256	Prbf.g_00659
OG0000880	Syah.g_02257	Prbf.g_00658
OG0000881	Syah.g_02262	Prbf.g_00654
OG0000882	Syah.g_02267	Prbf.g_00649
OG0000883	Syah.g_02270	Prbf.g_00647
OG0000884	Syah.g_02272	Prbf.g_00645
OG0000885	Syah.g_02273	Prbf.g_00644
OG0000886	Syah.g_02274	Prbf.g_00643
OG0000887	Syah.g_02275	Prbf.g_00642
OG0000888	Syah.g_02277	Prbf.g_00640
OG0000889	Syah.g_02279	Prbf.g_00638
OG0000890	Syah.g_02284	Prbf.g_00637
OG0000891	Syah.g_02285	Prbf.g_00636
OG0000892	Syah.g_02288	Prbf.g_00634
OG0000893	Syah.g_00684	Prbf.g_00630
OG0000894	Syah.g_00690	Prbf.g_00627
OG0000895	Syah.g_00694	Prbf.g_00623
OG0000896	Syah.g_00695	Prbf.g_00622
OG0000897	Syah.g_00697	Prbf.g_00620
OG0000898	Syah.g_00698	Prbf.g_00619
OG0000899	Syah.g_00699	Prbf.g_00618
OG0000900	Syah.g_00700	Prbf.g_00617
OG0000901	Syah.g_00705	Prbf.g_00614
OG0000902	Syah.g_00707	Prbf.g_00612
OG0000903	Syah.g_00739	Prbf.g_00608
OG0000904	Syah.g_00734	Prbf.g_00604
OG0000905	Syah.g_00731	Prbf.g_00610
OG0000906	Syah.g_00729	Prbf.g_00611
OG0000907	Syah.g_00741	Prbf.g_00601
OG0000908	Syah.g_00744	Prbf.g_00598
OG0000909	Syah.g_00745	Prbf.g_00597
OG0000910	Syah.g_00746	Prbf.g_00596
OG0000911	Syah.g_00748	Prbf.g_00594
OG0000912	Syah.g_00749	Prbf.g_00593
OG0000913	Syah.g_00750	Prbf.g_00592
OG0000914	Syah.g_00751	Prbf.g_00591
OG0000915	Syah.g_00752	Prbf.g_00590
OG0000916	Syah.g_00753	Prbf.g_00589
OG0000917	Syah.g_00754	Prbf.g_00588
OG0000918	Syah.g_00755	Prbf.g_00587
OG0000919	Syah.g_00756	Prbf.g_00586
OG0000920	Syah.g_00757	Prbf.g_00585
OG0000921	Syah.g_00758	Prbf.g_00584
OG0000922	Syah.g_00759	Prbf.g_00583
OG0000923	Syah.g_00763	Prbf.g_00579
OG0000924	Syah.g_00764	Prbf.g_00578
OG0000925	Syah.g_00765	Prbf.g_00577
OG0000926	Syah.g_00766	Prbf.g_00576
OG0000927	Syah.g_00768	Prbf.g_00574
OG0000928	Syah.g_00769	Prbf.g_00573
OG0000929	Syah.g_00770	Prbf.g_00572
OG0000930	Syah.g_00771	Prbf.g_00571
OG0000931	Syah.g_00772	Prbf.g_00570
OG0000932	Syah.g_00773	Prbf.g_00569
OG0000933	Syah.g_00778	Prbf.g_00565
OG0000934	Syah.g_00780	Prbf.g_00563
OG0000935	Syah.g_00781	Prbf.g_00562
OG0000936	Syah.g_00782	Prbf.g_00561
OG0000937	Syah.g_00783	Prbf.g_00560
OG0000938	Syah.g_00787	Prbf.g_00557
OG0000939	Syah.g_00788	Prbf.g_00556
OG0000940	Syah.g_00795	Prbf.g_00549
OG0000941	Syah.g_00797	Prbf.g_00547
OG0000942	Syah.g_00799	Prbf.g_00545
OG0000943	Syah.g_00800	Prbf.g_00544
OG0000944	Syah.g_00802	Prbf.g_00542
OG0000945	Syah.g_00804	Prbf.g_00541
OG0000946	Syah.g_00809	Prbf.g_00536
OG0000947	Syah.g_00812	Prbf.g_00534
OG0000948	Syah.g_00813	Prbf.g_00533
OG0000949	Syah.g_00173	Prbf.g_00530
OG0000950	Syah.g_00184	Prbf.g_00523
OG0000951	Syah.g_00190	Prbf.g_00519
OG0000952	Syah.g_00202	Prbf.g_00515
OG0000953	Syah.g_00207	Prbf.g_00511
OG0000954	Syah.g_00233	Prbf.g_00507
OG0000955	Syah.g_00234	Prbf.g_00506
OG0000956	Syah.g_00236	Prbf.g_00504
OG0000957	Syah.g_00248	Prbf.g_00498
OG0000958	Syah.g_00249	Prbf.g_00497
OG0000959	Syah.g_00253	Prbf.g_00493
OG0000960	Syah.g_00254	Prbf.g_00492
OG0000961	Syah.g_00259	Prbf.g_00488
OG0000962	Syah.g_00262	Prbf.g_00486
OG0000963	Syah.g_00267	Prbf.g_00482
OG0000964	Syah.g_00268	Prbf.g_00481
OG0000965	Syah.g_00269	Prbf.g_00480
OG0000966	Syah.g_00288	Prbf.g_00474
OG0000967	Syah.g_00300	Prbf.g_00470
OG0000968	Syah.g_00295	Prbf.g_00468
OG0000969	Syah.g_00297	Prbf.g_00467
OG0000970	Syah.g_00298	Prbf.g_00466
OG0000971	Syah.g_00303	Prbf.g_00465
OG0000972	Syah.g_00304	Prbf.g_00464
OG0000973	Syah.g_00305	Prbf.g_00463
OG0000974	Syah.g_00306	Prbf.g_00462
OG0000975	Syah.g_00307	Prbf.g_00461
OG0000976	Syah.g_00308	Prbf.g_00460
OG0000977	Syah.g_00310	Prbf.g_00459
OG0000978	Syah.g_00312	Prbf.g_00458
OG0000979	Syah.g_00315	Prbf.g_00456
OG0000980	Syah.g_00318	Prbf.g_00454
OG0000981	Syah.g_00321	Prbf.g_00451
OG0000982	Syah.g_00511	Prbf.g_00449
OG0000983	Syah.g_00510	Prbf.g_00448
OG0000984	Syah.g_00509	Prbf.g_00447
OG0000985	Syah.g_00505	Prbf.g_00444
OG0000986	Syah.g_00496	Prbf.g_00442
OG0000987	Syah.g_00494	Prbf.g_00441
OG0000988	Syah.g_00489	Prbf.g_00438
OG0000989	Syah.g_00481	Prbf.g_00434
OG0000990	Syah.g_00466	Prbf.g_00430
OG0000991	Syah.g_00462	Prbf.g_00429
OG0000992	Syah.g_00460	Prbf.g_00426
OG0000993	Syah.g_00459	Prbf.g_00425
OG0000994	Syah.g_00457	Prbf.g_00424
OG0000995	Syah.g_00452	Prbf.g_00420
OG0000996	Syah.g_00412	Prbf.g_00419
OG0000997	Syah.g_00403	Prbf.g_00416
OG0000998	Syah.g_00401	Prbf.g_00414
OG0000999	Syah.g_00400	Prbf.g_00413
OG0001000	Syah.g_00397	Prbf.g_00410
OG0001001	Syah.g_00392	Prbf.g_00407
OG0001002	Syah.g_00386	Prbf.g_00402
OG0001003	Syah.g_00384	Prbf.g_00401
OG0001004	Syah.g_00383	Prbf.g_00400
OG0001005	Syah.g_00382	Prbf.g_00399
OG0001006	Syah.g_00375	Prbf.g_00395
OG0001007	Syah.g_00373	Prbf.g_00393
OG0001008	Syah.g_02235	Prbf.g_01721
OG0001009	Syah.g_00344	Prbf.g_01349
OG0001010	Syah.g_00343	Prbf.g_01350
OG0001011	Syah.g_00342	Prbf.g_01352
OG0001012	Syah.g_00514	Prbf.g_01366
OG0001013	Syah.g_00527	Prbf.g_01373
OG0001014	Syah.g_00531	Prbf.g_01376
OG0001015	Syah.g_00532	Prbf.g_01378
OG0001016	Syah.g_02487	Prbf.g_01400
OG0001017	Syah.g_02493	Prbf.g_01404
OG0001018	Syah.g_02495	Prbf.g_01406
OG0001019	Syah.g_02512	Prbf.g_01415
OG0001020	Syah.g_02517	Prbf.g_01416
OG0001021	Syah.g_02521	Prbf.g_01417
OG0001022	Syah.g_02524	Prbf.g_01420
OG0001023	Syah.g_02525	Prbf.g_01421
OG0001024	Syah.g_02529	Prbf.g_01425
OG0001025	Syah.g_02534	Prbf.g_01432
OG0001026	Syah.g_02547	Prbf.g_01441
OG0001027	Syah.g_00001	Prbf.g_01442
OG0001028	Syah.g_00003	Prbf.g_01444
OG0001029	Syah.g_00005	Prbf.g_01445
OG0001030	Syah.g_00025	Prbf.g_01461
OG0001031	Syah.g_00611	Prbf.g_01521
OG0001032	Syah.g_00609	Prbf.g_01522
OG0001033	Syah.g_00577	Prbf.g_01543
OG0001034	Syah.g_00908	Prbf.g_01574
OG0001035	Syah.g_00660	Prbf.g_01594
OG0001036	Syah.g_00655	Prbf.g_01598
OG0001037	Syah.g_00653	Prbf.g_01599
OG0001038	Syah.g_00626	Prbf.g_01618
OG0001039	Syah.g_00623	Prbf.g_01621
OG0001040	Syah.g_00090	Prbf.g_01623
OG0001042	Syah.g_00122	Prbf.g_01645
OG0001043	Syah.g_00126	Prbf.g_01646
OG0001044	Syah.g_00857	Prbf.g_01677
OG0001045	Syah.g_00870	Prbf.g_01686
OG0001046	Syah.g_01647	Prbf.g_00741
OG0001047	Syah.g_02233	Prbf.g_01723
OG0001048	Syah.g_02232	Prbf.g_01724
OG0001049	Syah.g_02225	Prbf.g_01726
OG0001050	Syah.g_02224	Prbf.g_01727
OG0001051	Syah.g_02223	Prbf.g_01728
OG0001052	Syah.g_01217	Prbf.g_01754
OG0001053	Syah.g_01000	Prbf.g_01766
OG0001054	Syah.g_01017	Prbf.g_01781
OG0001055	Syah.g_01037	Prbf.g_01800
OG0001056	Syah.g_01069	Prbf.g_01817
OG0001057	Syah.g_01075	Prbf.g_01822
OG0001058	Syah.g_01091	Prbf.g_01830
OG0001059	Syah.g_01095	Prbf.g_01834
OG0001060	Syah.g_01102	Prbf.g_01840
OG0001061	Syah.g_01123	Prbf.g_01855
OG0001062	Syah.g_01125	Prbf.g_01857
OG0001063	Syah.g_01129	Prbf.g_01859
OG0001064	Syah.g_01130	Prbf.g_01860
OG0001065	Syah.g_01131	Prbf.g_01861
OG0001066	Syah.g_01132	Prbf.g_01862
OG0001067	Syah.g_01133	Prbf.g_01863
OG0001068	Syah.g_01134	Prbf.g_01864
OG0001069	Syah.g_01135	Prbf.g_01865
OG0001070	Syah.g_01138	Prbf.g_01869
OG0001071	Syah.g_01139	Prbf.g_01870
OG0001072	Syah.g_01144	Prbf.g_01872
OG0001074	Syah.g_01970	Prbf.g_01898
OG0001075	Syah.g_01969	Prbf.g_01899
OG0001076	Syah.g_01959	Prbf.g_01906
OG0001077	Syah.g_01948	Prbf.g_01912
OG0001078	Syah.g_01934	Prbf.g_00983
OG0001079	Syah.g_01921	Prbf.g_00995
OG0001080	Syah.g_01538	Prbf.g_01001
OG0001081	Syah.g_01487	Prbf.g_01003
OG0001082	Syah.g_01488	Prbf.g_01004
OG0001083	Syah.g_01495	Prbf.g_01009
OG0001084	Syah.g_01496	Prbf.g_01010
OG0001085	Syah.g_01506	Prbf.g_01293
OG0001086	Syah.g_01508	Prbf.g_01292
OG0001087	Syah.g_01992	Prbf.g_01274
OG0001088	Syah.g_01995	Prbf.g_01273
OG0001089	Syah.g_02019	Prbf.g_01262
OG0001090	Syah.g_01728	Prbf.g_01252
OG0001091	Syah.g_01726	Prbf.g_01030
OG0001092	Syah.g_01724	Prbf.g_01031
OG0001093	Syah.g_01718	Prbf.g_01036
OG0001094	Syah.g_01785	Prbf.g_01029
OG0001095	Syah.g_01764	Prbf.g_01232
OG0001096	Syah.g_01748	Prbf.g_01218
OG0001097	Syah.g_02094	Prbf.g_01198
OG0001098	Syah.g_01542	Prbf.g_01179
OG0001099	Syah.g_00004	Prbf.g_00833
OG0001100	Syah.g_01522	Prbf.g_01329
OG0001101	Syah.g_01523	Prbf.g_01326
OG0001102	Syah.g_01526	Prbf.g_01323
OG0001103	Syah.g_01528	Prbf.g_01321
OG0001104	Syah.g_01801	Prbf.g_01298
OG0001105	Syah.g_01797	Prbf.g_01294
OG0001106	Syah.g_01609	Prbf.g_01126
OG0001107	Syah.g_01620	Prbf.g_01119
OG0001108	Syah.g_01628	Prbf.g_01115
OG0001109	Syah.g_01630	Prbf.g_01114
OG0001110	Syah.g_01632	Prbf.g_01112
OG0001111	Syah.g_01634	Prbf.g_01111
OG0001112	Syah.g_01636	Prbf.g_01110
OG0001113	Syah.g_01637	Prbf.g_01109
OG0001114	Syah.g_01638	Prbf.g_01108
OG0001115	Syah.g_01642	Prbf.g_01106
OG0001116	Syah.g_01644	Prbf.g_01105
OG0001117	Syah.g_01645	Prbf.g_01104
OG0001118	Syah.g_01646	Prbf.g_01103
OG0001119	Syah.g_01648	Prbf.g_01102
OG0001120	Syah.g_01652	Prbf.g_01100
OG0001122	Syah.g_01679	Prbf.g_01080
OG0001123	Syah.g_01686	Prbf.g_01074
OG0001124	Syah.g_01688	Prbf.g_01072
OG0001125	Syah.g_01690	Prbf.g_01070
OG0001126	Syah.g_02058	Prbf.g_01159
