Orthogroup	Syah	Prbe
OG0000563	Syah.g_01099	Prbe.g_00578
OG0000564	Syah.g_01100	Prbe.g_00577
OG0000565	Syah.g_01104	Prbe.g_00575
OG0000566	Syah.g_01108	Prbe.g_00571
OG0000567	Syah.g_01112	Prbe.g_00567
OG0000568	Syah.g_01116	Prbe.g_00566
OG0000569	Syah.g_01117	Prbe.g_00565
OG0000570	Syah.g_01118	Prbe.g_00564
OG0000571	Syah.g_01122	Prbe.g_00562
OG0000572	Syah.g_01137	Prbe.g_00548
OG0000573	Syah.g_01146	Prbe.g_00542
OG0000574	Syah.g_01147	Prbe.g_00541
OG0000575	Syah.g_01151	Prbe.g_00537
OG0000576	Syah.g_01153	Prbe.g_00535
OG0000577	Syah.g_01154	Prbe.g_00534
OG0000578	Syah.g_01155	Prbe.g_00533
OG0000579	Syah.g_01156	Prbe.g_00532
OG0000580	Syah.g_01157	Prbe.g_00531
OG0000581	Syah.g_01163	Prbe.g_00528
OG0000582	Syah.g_01979	Prbe.g_00525
OG0000583	Syah.g_01978	Prbe.g_00524
OG0000584	Syah.g_01977	Prbe.g_00523
OG0000585	Syah.g_01975	Prbe.g_00521
OG0000586	Syah.g_01974	Prbe.g_00520
OG0000587	Syah.g_01972	Prbe.g_00519
OG0000588	Syah.g_01966	Prbe.g_00515
OG0000589	Syah.g_01962	Prbe.g_00513
OG0000590	Syah.g_01961	Prbe.g_00512
OG0000591	Syah.g_01954	Prbe.g_00508
OG0000592	Syah.g_01953	Prbe.g_00507
OG0000593	Syah.g_01939	Prbe.g_01488
OG0000594	Syah.g_01938	Prbe.g_01487
OG0000595	Syah.g_01937	Prbe.g_01486
OG0000596	Syah.g_01932	Prbe.g_01482
OG0000597	Syah.g_01929	Prbe.g_01479
OG0000598	Syah.g_01928	Prbe.g_01478
OG0000599	Syah.g_01925	Prbe.g_01475
OG0000600	Syah.g_01924	Prbe.g_01474
OG0000601	Syah.g_01923	Prbe.g_01473
OG0000602	Syah.g_01917	Prbe.g_01471
OG0000603	Syah.g_01916	Prbe.g_01470
OG0000604	Syah.g_01913	Prbe.g_01469
OG0000605	Syah.g_01825	Prbe.g_01468
OG0000606	Syah.g_01485	Prbe.g_01465
OG0000607	Syah.g_01489	Prbe.g_01462
OG0000608	Syah.g_01490	Prbe.g_01461
OG0000609	Syah.g_01492	Prbe.g_01460
OG0000610	Syah.g_01499	Prbe.g_01454
OG0000611	Syah.g_01502	Prbe.g_01451
OG0000612	Syah.g_01503	Prbe.g_01450
OG0000613	Syah.g_00147	Prbe.g_00447
OG0000614	Syah.g_02004	Prbe.g_00468
OG0000615	Syah.g_01814	Prbe.g_01209
OG0000616	Syah.g_00389	Prbe.g_01197
OG0000617	Syah.g_01722	Prbe.g_01434
OG0000618	Syah.g_01721	Prbe.g_01433
OG0000619	Syah.g_01720	Prbe.g_01432
OG0000620	Syah.g_01713	Prbe.g_01429
OG0000621	Syah.g_01712	Prbe.g_01428
OG0000622	Syah.g_01711	Prbe.g_01427
OG0000623	Syah.g_01710	Prbe.g_01426
OG0000624	Syah.g_01708	Prbe.g_01424
OG0000625	Syah.g_01707	Prbe.g_01423
OG0000626	Syah.g_01706	Prbe.g_01422
OG0000627	Syah.g_01569	Prbe.g_01421
OG0000628	Syah.g_01570	Prbe.g_01420
OG0000629	Syah.g_01573	Prbe.g_01419
OG0000630	Syah.g_01577	Prbe.g_01416
OG0000631	Syah.g_01582	Prbe.g_01323
OG0000632	Syah.g_01583	Prbe.g_01324
OG0000633	Syah.g_01584	Prbe.g_01325
OG0000634	Syah.g_01783	Prbe.g_01218
OG0000635	Syah.g_01782	Prbe.g_01219
OG0000636	Syah.g_01780	Prbe.g_01221
OG0000637	Syah.g_01778	Prbe.g_01223
OG0000638	Syah.g_01777	Prbe.g_01224
OG0000639	Syah.g_01776	Prbe.g_01225
OG0000640	Syah.g_01775	Prbe.g_01226
OG0000641	Syah.g_01771	Prbe.g_01230
OG0000642	Syah.g_01770	Prbe.g_01231
OG0000643	Syah.g_01768	Prbe.g_01232
OG0000644	Syah.g_01767	Prbe.g_01233
OG0000645	Syah.g_01765	Prbe.g_01234
OG0000646	Syah.g_01762	Prbe.g_01236
OG0000647	Syah.g_01760	Prbe.g_01238
OG0000648	Syah.g_01757	Prbe.g_01240
OG0000649	Syah.g_01756	Prbe.g_01241
OG0000650	Syah.g_01755	Prbe.g_01242
OG0000651	Syah.g_01754	Prbe.g_01243
OG0000652	Syah.g_01753	Prbe.g_01244
OG0000653	Syah.g_01751	Prbe.g_01246
OG0000654	Syah.g_01750	Prbe.g_01247
OG0000655	Syah.g_01749	Prbe.g_01248
OG0000656	Syah.g_01746	Prbe.g_01251
OG0000657	Syah.g_02083	Prbe.g_01259
OG0000658	Syah.g_02086	Prbe.g_01261
OG0000659	Syah.g_02087	Prbe.g_01262
OG0000660	Syah.g_02091	Prbe.g_01266
OG0000661	Syah.g_02093	Prbe.g_01268
OG0000662	Syah.g_02095	Prbe.g_01270
OG0000663	Syah.g_02098	Prbe.g_01272
OG0000664	Syah.g_02099	Prbe.g_01273
OG0000665	Syah.g_01895	Prbe.g_01279
OG0000666	Syah.g_01826	Prbe.g_01280
OG0000667	Syah.g_00714	Prbe.g_01284
OG0000668	Syah.g_01680	Prbe.g_00105
OG0000669	Syah.g_01520	Prbe.g_00406
OG0000670	Syah.g_02352	Prbe.g_00409
OG0000671	Syah.g_01524	Prbe.g_00412
OG0000672	Syah.g_01527	Prbe.g_00415
OG0000673	Syah.g_01530	Prbe.g_00418
OG0000674	Syah.g_01532	Prbe.g_00420
OG0000675	Syah.g_01533	Prbe.g_00421
OG0000676	Syah.g_01535	Prbe.g_00423
OG0000677	Syah.g_01536	Prbe.g_00424
OG0000678	Syah.g_01821	Prbe.g_00426
OG0000679	Syah.g_01812	Prbe.g_00430
OG0000680	Syah.g_01811	Prbe.g_00431
OG0000681	Syah.g_01808	Prbe.g_00434
OG0000682	Syah.g_01807	Prbe.g_00435
OG0000683	Syah.g_01806	Prbe.g_00436
OG0000684	Syah.g_01802	Prbe.g_00438
OG0000685	Syah.g_01800	Prbe.g_00440
OG0000686	Syah.g_01799	Prbe.g_00441
OG0000687	Syah.g_01798	Prbe.g_00442
OG0000688	Syah.g_01793	Prbe.g_01446
OG0000689	Syah.g_01791	Prbe.g_01445
OG0000690	Syah.g_01790	Prbe.g_01444
OG0000691	Syah.g_01789	Prbe.g_01443
OG0000692	Syah.g_01788	Prbe.g_01441
OG0000693	Syah.g_01787	Prbe.g_01440
OG0000694	Syah.g_01786	Prbe.g_01439
OG0000695	Syah.g_01586	Prbe.g_01327
OG0000696	Syah.g_01587	Prbe.g_01328
OG0000697	Syah.g_01589	Prbe.g_01329
OG0000698	Syah.g_01592	Prbe.g_01332
OG0000699	Syah.g_01594	Prbe.g_01333
OG0000700	Syah.g_01595	Prbe.g_01334
OG0000701	Syah.g_01596	Prbe.g_01335
OG0000702	Syah.g_01604	Prbe.g_01337
OG0000703	Syah.g_01605	Prbe.g_01338
OG0000704	Syah.g_01608	Prbe.g_01340
OG0000705	Syah.g_01614	Prbe.g_01343
OG0000706	Syah.g_01615	Prbe.g_01344
OG0000707	Syah.g_01616	Prbe.g_01345
OG0000708	Syah.g_01619	Prbe.g_01347
OG0000709	Syah.g_01627	Prbe.g_01351
OG0000710	Syah.g_01631	Prbe.g_01354
OG0000711	Syah.g_01661	Prbe.g_01372
OG0000712	Syah.g_01662	Prbe.g_01373
OG0000713	Syah.g_01663	Prbe.g_01374
OG0000714	Syah.g_01665	Prbe.g_01375
OG0000715	Syah.g_01667	Prbe.g_01377
OG0000716	Syah.g_01671	Prbe.g_01379
OG0000717	Syah.g_01672	Prbe.g_01380
OG0000718	Syah.g_01676	Prbe.g_01384
OG0000719	Syah.g_01678	Prbe.g_01386
OG0000720	Syah.g_01691	Prbe.g_01398
OG0000721	Syah.g_01693	Prbe.g_01402
OG0000722	Syah.g_01694	Prbe.g_01403
OG0000723	Syah.g_01704	Prbe.g_01407
OG0000724	Syah.g_02036	Prbe.g_01302
OG0000725	Syah.g_02027	Prbe.g_01296
OG0000726	Syah.g_02026	Prbe.g_01295
OG0000727	Syah.g_02025	Prbe.g_01294
OG0000728	Syah.g_02023	Prbe.g_01292
OG0000729	Syah.g_00263	Prbe.g_00915
OG0000730	Syah.g_00855	Prbe.g_01591
OG0000731	Syah.g_00867	Prbe.g_01898
OG0000732	Syah.g_00319	Prbe.g_01148
OG0000733	Syah.g_00473	Prbe.g_00042
OG0000734	Syah.g_02545	Prbe.g_01565
OG0000735	Syah.g_02178	Prbe.g_01563
OG0000736	Syah.g_02177	Prbe.g_01562
OG0000737	Syah.g_02176	Prbe.g_01561
OG0000738	Syah.g_02170	Prbe.g_01557
OG0000739	Syah.g_02165	Prbe.g_01556
OG0000740	Syah.g_02164	Prbe.g_01555
OG0000741	Syah.g_02161	Prbe.g_01553
OG0000742	Syah.g_02159	Prbe.g_01550
OG0000743	Syah.g_02157	Prbe.g_01548
OG0000744	Syah.g_02156	Prbe.g_01547
OG0000745	Syah.g_02154	Prbe.g_01546
OG0000746	Syah.g_02151	Prbe.g_01544
OG0000747	Syah.g_02150	Prbe.g_01543
OG0000748	Syah.g_02140	Prbe.g_01539
OG0000749	Syah.g_02138	Prbe.g_01538
OG0000750	Syah.g_02137	Prbe.g_01537
OG0000751	Syah.g_02130	Prbe.g_01534
OG0000752	Syah.g_02128	Prbe.g_01532
OG0000753	Syah.g_02125	Prbe.g_01530
OG0000754	Syah.g_01431	Prbe.g_01527
OG0000755	Syah.g_01423	Prbe.g_01521
OG0000756	Syah.g_01422	Prbe.g_01520
OG0000757	Syah.g_01415	Prbe.g_01513
OG0000758	Syah.g_01414	Prbe.g_01512
OG0000759	Syah.g_01413	Prbe.g_01511
OG0000760	Syah.g_01412	Prbe.g_01510
OG0000761	Syah.g_01411	Prbe.g_01509
OG0000762	Syah.g_01409	Prbe.g_01508
OG0000763	Syah.g_01407	Prbe.g_01506
OG0000764	Syah.g_01406	Prbe.g_01505
OG0000765	Syah.g_01392	Prbe.g_01497
OG0000766	Syah.g_01391	Prbe.g_01496
OG0000767	Syah.g_01389	Prbe.g_01494
OG0000768	Syah.g_01388	Prbe.g_01493
OG0000769	Syah.g_01386	Prbe.g_01491
OG0000770	Syah.g_01383	Prbe.g_00502
OG0000771	Syah.g_02042	Prbe.g_00215
OG0000772	Syah.g_01351	Prbe.g_01128
OG0000773	Syah.g_02187	Prbe.g_00902
OG0000774	Syah.g_02191	Prbe.g_00900
OG0000775	Syah.g_02193	Prbe.g_00898
OG0000776	Syah.g_02194	Prbe.g_00897
OG0000777	Syah.g_02195	Prbe.g_00896
OG0000778	Syah.g_02196	Prbe.g_00895
OG0000779	Syah.g_02201	Prbe.g_00891
OG0000780	Syah.g_02205	Prbe.g_00890
OG0000781	Syah.g_02209	Prbe.g_00886
OG0000782	Syah.g_02210	Prbe.g_00885
OG0000783	Syah.g_02211	Prbe.g_00884
OG0000784	Syah.g_02212	Prbe.g_00883
OG0000785	Syah.g_02214	Prbe.g_00881
OG0000786	Syah.g_01171	Prbe.g_00878
OG0000787	Syah.g_01170	Prbe.g_00877
OG0000788	Syah.g_01922	Prbe.g_00634
OG0000789	Syah.g_01556	Prbe.g_00212
OG0000790	Syah.g_00981	Prbe.g_00368
OG0000791	Syah.g_00980	Prbe.g_00366
OG0000792	Syah.g_00979	Prbe.g_00365
OG0000793	Syah.g_00974	Prbe.g_00362
OG0000794	Syah.g_00973	Prbe.g_00361
OG0000795	Syah.g_00972	Prbe.g_00360
OG0000796	Syah.g_00968	Prbe.g_00356
OG0000797	Syah.g_00967	Prbe.g_00355
OG0000799	Syah.g_01326	Prbe.g_00328
OG0000800	Syah.g_01325	Prbe.g_00327
OG0000801	Syah.g_01324	Prbe.g_00326
OG0000802	Syah.g_01320	Prbe.g_00324
OG0000803	Syah.g_01315	Prbe.g_00322
OG0000804	Syah.g_01312	Prbe.g_00321
OG0000805	Syah.g_01303	Prbe.g_00319
OG0000806	Syah.g_01301	Prbe.g_00317
OG0000807	Syah.g_01299	Prbe.g_00316
OG0000808	Syah.g_01298	Prbe.g_00315
OG0000809	Syah.g_01295	Prbe.g_00313
OG0000810	Syah.g_01294	Prbe.g_00312
OG0000811	Syah.g_01286	Prbe.g_00308
OG0000812	Syah.g_01284	Prbe.g_00306
OG0000813	Syah.g_01283	Prbe.g_00305
OG0000814	Syah.g_01281	Prbe.g_00303
OG0000815	Syah.g_01280	Prbe.g_00302
OG0000816	Syah.g_01279	Prbe.g_00300
OG0000817	Syah.g_01278	Prbe.g_00299
OG0000818	Syah.g_01272	Prbe.g_00294
OG0000819	Syah.g_01271	Prbe.g_00293
OG0000820	Syah.g_01270	Prbe.g_00292
OG0000821	Syah.g_01265	Prbe.g_00288
OG0000822	Syah.g_01263	Prbe.g_00287
OG0000823	Syah.g_01262	Prbe.g_00286
OG0000824	Syah.g_01258	Prbe.g_00283
OG0000825	Syah.g_01257	Prbe.g_00282
OG0000826	Syah.g_01256	Prbe.g_00281
OG0000827	Syah.g_01254	Prbe.g_00280
OG0000828	Syah.g_01251	Prbe.g_00277
OG0000829	Syah.g_01250	Prbe.g_00276
OG0000830	Syah.g_01249	Prbe.g_00275
OG0000831	Syah.g_01247	Prbe.g_00273
OG0000832	Syah.g_02311	Prbe.g_00263
OG0000833	Syah.g_02322	Prbe.g_00254
OG0000834	Syah.g_02324	Prbe.g_00253
OG0000835	Syah.g_02325	Prbe.g_00252
OG0000836	Syah.g_02329	Prbe.g_00251
OG0000837	Syah.g_02330	Prbe.g_00250
OG0000838	Syah.g_02334	Prbe.g_00248
OG0000839	Syah.g_02335	Prbe.g_00247
OG0000840	Syah.g_02336	Prbe.g_00246
OG0000841	Syah.g_02337	Prbe.g_00245
OG0000842	Syah.g_02338	Prbe.g_00244
OG0000843	Syah.g_02339	Prbe.g_00243
OG0000844	Syah.g_02341	Prbe.g_00242
OG0000845	Syah.g_02342	Prbe.g_00241
OG0000846	Syah.g_02343	Prbe.g_00240
OG0000847	Syah.g_02344	Prbe.g_00239
OG0000848	Syah.g_02346	Prbe.g_00238
OG0000849	Syah.g_02347	Prbe.g_00237
OG0000850	Syah.g_02349	Prbe.g_00235
OG0000851	Syah.g_02359	Prbe.g_00234
OG0000852	Syah.g_02360	Prbe.g_00233
OG0000853	Syah.g_02364	Prbe.g_00227
OG0000854	Syah.g_02366	Prbe.g_00225
OG0000855	Syah.g_02367	Prbe.g_00224
OG0000856	Syah.g_01951	Prbe.g_00505
OG0000857	Syah.g_01761	Prbe.g_01237
OG0000858	Syah.g_02373	Prbe.g_00992
OG0000859	Syah.g_02374	Prbe.g_00991
OG0000860	Syah.g_02386	Prbe.g_00983
OG0000861	Syah.g_02387	Prbe.g_00982
OG0000862	Syah.g_02389	Prbe.g_00981
OG0000863	Syah.g_02391	Prbe.g_00979
OG0000864	Syah.g_02392	Prbe.g_00978
OG0000865	Syah.g_02396	Prbe.g_00977
OG0000866	Syah.g_02397	Prbe.g_00976
OG0000867	Syah.g_02398	Prbe.g_00975
OG0000868	Syah.g_02401	Prbe.g_00973
OG0000869	Syah.g_02406	Prbe.g_00970
OG0000870	Syah.g_02411	Prbe.g_00965
OG0000871	Syah.g_02412	Prbe.g_00964
OG0000872	Syah.g_02421	Prbe.g_00963
OG0000873	Syah.g_02424	Prbe.g_00960
OG0000874	Syah.g_02420	Prbe.g_00957
OG0000875	Syah.g_02426	Prbe.g_00956
OG0000876	Syah.g_02250	Prbe.g_00955
OG0000877	Syah.g_02254	Prbe.g_00953
OG0000878	Syah.g_02255	Prbe.g_00952
OG0000879	Syah.g_02256	Prbe.g_00951
OG0000880	Syah.g_02257	Prbe.g_00950
OG0000881	Syah.g_02262	Prbe.g_00946
OG0000882	Syah.g_02267	Prbe.g_00941
OG0000883	Syah.g_02270	Prbe.g_00939
OG0000884	Syah.g_02272	Prbe.g_00937
OG0000885	Syah.g_02273	Prbe.g_00936
OG0000886	Syah.g_02274	Prbe.g_00935
OG0000887	Syah.g_02275	Prbe.g_00934
OG0000888	Syah.g_02277	Prbe.g_00932
OG0000889	Syah.g_02279	Prbe.g_00930
OG0000890	Syah.g_02284	Prbe.g_00929
OG0000891	Syah.g_02285	Prbe.g_00928
OG0000892	Syah.g_02288	Prbe.g_00926
OG0000893	Syah.g_00684	Prbe.g_00922
OG0000894	Syah.g_00690	Prbe.g_00919
OG0000895	Syah.g_00694	Prbe.g_01111
OG0000896	Syah.g_00695	Prbe.g_01110
OG0000897	Syah.g_00697	Prbe.g_01108
OG0000898	Syah.g_00698	Prbe.g_01107
OG0000899	Syah.g_00699	Prbe.g_01106
OG0000900	Syah.g_00700	Prbe.g_01105
OG0000901	Syah.g_00705	Prbe.g_01102
OG0000902	Syah.g_00707	Prbe.g_01100
OG0000903	Syah.g_00739	Prbe.g_01096
OG0000904	Syah.g_00734	Prbe.g_01092
OG0000905	Syah.g_00731	Prbe.g_01098
OG0000906	Syah.g_00729	Prbe.g_01099
OG0000907	Syah.g_00741	Prbe.g_01089
OG0000908	Syah.g_00744	Prbe.g_01086
OG0000909	Syah.g_00745	Prbe.g_01085
OG0000910	Syah.g_00746	Prbe.g_01084
OG0000911	Syah.g_00748	Prbe.g_01082
OG0000912	Syah.g_00749	Prbe.g_01081
OG0000913	Syah.g_00750	Prbe.g_01080
OG0000914	Syah.g_00751	Prbe.g_01079
OG0000915	Syah.g_00752	Prbe.g_01078
OG0000916	Syah.g_00753	Prbe.g_00867
OG0000917	Syah.g_00754	Prbe.g_00866
OG0000918	Syah.g_00755	Prbe.g_00865
OG0000919	Syah.g_00756	Prbe.g_00864
OG0000920	Syah.g_00757	Prbe.g_00863
OG0000921	Syah.g_00758	Prbe.g_00862
OG0000922	Syah.g_00759	Prbe.g_00861
OG0000923	Syah.g_00763	Prbe.g_00857
OG0000924	Syah.g_00764	Prbe.g_00856
OG0000925	Syah.g_00765	Prbe.g_00855
OG0000926	Syah.g_00766	Prbe.g_00854
OG0000927	Syah.g_00768	Prbe.g_00852
OG0000928	Syah.g_00769	Prbe.g_00851
OG0000929	Syah.g_00770	Prbe.g_00850
OG0000930	Syah.g_00771	Prbe.g_00849
OG0000931	Syah.g_00772	Prbe.g_00848
OG0000932	Syah.g_00773	Prbe.g_00847
OG0000933	Syah.g_00778	Prbe.g_00843
OG0000934	Syah.g_00780	Prbe.g_00841
OG0000935	Syah.g_00781	Prbe.g_00840
OG0000936	Syah.g_00782	Prbe.g_00839
OG0000937	Syah.g_00783	Prbe.g_00838
OG0000938	Syah.g_00787	Prbe.g_00835
OG0000939	Syah.g_00788	Prbe.g_00834
OG0000940	Syah.g_00795	Prbe.g_00827
OG0000941	Syah.g_00797	Prbe.g_00825
OG0000942	Syah.g_00799	Prbe.g_00823
OG0000943	Syah.g_00800	Prbe.g_00822
OG0000944	Syah.g_00802	Prbe.g_00820
OG0000945	Syah.g_00804	Prbe.g_00819
OG0000946	Syah.g_00809	Prbe.g_00814
OG0000947	Syah.g_00812	Prbe.g_00812
OG0000948	Syah.g_00813	Prbe.g_00811
OG0000949	Syah.g_00173	Prbe.g_00808
OG0000950	Syah.g_00184	Prbe.g_00801
OG0000951	Syah.g_00190	Prbe.g_00797
OG0000952	Syah.g_00202	Prbe.g_00793
OG0000953	Syah.g_00207	Prbe.g_00789
OG0000954	Syah.g_00233	Prbe.g_00785
OG0000955	Syah.g_00234	Prbe.g_00784
OG0000956	Syah.g_00236	Prbe.g_00782
OG0000957	Syah.g_00248	Prbe.g_00776
OG0000958	Syah.g_00249	Prbe.g_00775
OG0000959	Syah.g_00253	Prbe.g_00771
OG0000960	Syah.g_00254	Prbe.g_00770
OG0000961	Syah.g_00259	Prbe.g_00767
OG0000962	Syah.g_00262	Prbe.g_00765
OG0000963	Syah.g_00267	Prbe.g_00761
OG0000964	Syah.g_00268	Prbe.g_00760
OG0000965	Syah.g_00269	Prbe.g_00759
OG0000966	Syah.g_00288	Prbe.g_00749
OG0000967	Syah.g_00300	Prbe.g_00753
OG0000968	Syah.g_00295	Prbe.g_00755
OG0000969	Syah.g_00297	Prbe.g_00756
OG0000970	Syah.g_00298	Prbe.g_01134
OG0000971	Syah.g_00303	Prbe.g_01135
OG0000972	Syah.g_00304	Prbe.g_01136
OG0000973	Syah.g_00305	Prbe.g_01137
OG0000974	Syah.g_00306	Prbe.g_01138
OG0000975	Syah.g_00307	Prbe.g_01139
OG0000976	Syah.g_00308	Prbe.g_01140
OG0000977	Syah.g_00310	Prbe.g_01141
OG0000978	Syah.g_00312	Prbe.g_01142
OG0000979	Syah.g_00315	Prbe.g_01145
OG0000980	Syah.g_00318	Prbe.g_01147
OG0000981	Syah.g_00321	Prbe.g_01150
OG0000982	Syah.g_00511	Prbe.g_01152
OG0000983	Syah.g_00510	Prbe.g_01153
OG0000984	Syah.g_00509	Prbe.g_01154
OG0000985	Syah.g_00505	Prbe.g_01157
OG0000986	Syah.g_00496	Prbe.g_01159
OG0000987	Syah.g_00494	Prbe.g_01160
OG0000988	Syah.g_00489	Prbe.g_01163
OG0000989	Syah.g_00481	Prbe.g_01167
OG0000990	Syah.g_00466	Prbe.g_01171
OG0000991	Syah.g_00462	Prbe.g_01172
OG0000992	Syah.g_00460	Prbe.g_01175
OG0000993	Syah.g_00459	Prbe.g_01176
OG0000994	Syah.g_00457	Prbe.g_01177
OG0000995	Syah.g_00452	Prbe.g_01181
OG0000996	Syah.g_00412	Prbe.g_01182
OG0000997	Syah.g_00403	Prbe.g_01185
OG0000998	Syah.g_00401	Prbe.g_01187
OG0000999	Syah.g_00400	Prbe.g_01188
OG0001000	Syah.g_00397	Prbe.g_01191
OG0001001	Syah.g_00392	Prbe.g_01194
OG0001002	Syah.g_00386	Prbe.g_01056
OG0001003	Syah.g_00384	Prbe.g_01057
OG0001004	Syah.g_00383	Prbe.g_01058
OG0001005	Syah.g_00382	Prbe.g_01059
OG0001006	Syah.g_00375	Prbe.g_01063
OG0001007	Syah.g_00373	Prbe.g_01065
OG0001008	Syah.g_02235	Prbe.g_01935
OG0001009	Syah.g_00344	Prbe.g_00127
OG0001010	Syah.g_00343	Prbe.g_00128
OG0001011	Syah.g_00342	Prbe.g_00130
OG0001012	Syah.g_00514	Prbe.g_00144
OG0001013	Syah.g_00527	Prbe.g_00151
OG0001014	Syah.g_00531	Prbe.g_00154
OG0001015	Syah.g_00532	Prbe.g_00156
OG0001016	Syah.g_02487	Prbe.g_00178
OG0001017	Syah.g_02493	Prbe.g_00182
OG0001018	Syah.g_02495	Prbe.g_00184
OG0001019	Syah.g_02512	Prbe.g_00193
OG0001020	Syah.g_02517	Prbe.g_01630
OG0001021	Syah.g_02521	Prbe.g_01631
OG0001022	Syah.g_02524	Prbe.g_01634
OG0001023	Syah.g_02525	Prbe.g_01635
OG0001024	Syah.g_02529	Prbe.g_01639
OG0001025	Syah.g_02534	Prbe.g_01646
OG0001026	Syah.g_02547	Prbe.g_01655
OG0001027	Syah.g_00001	Prbe.g_01656
OG0001028	Syah.g_00003	Prbe.g_01658
OG0001029	Syah.g_00005	Prbe.g_01659
OG0001030	Syah.g_00025	Prbe.g_01675
OG0001031	Syah.g_00611	Prbe.g_01735
OG0001032	Syah.g_00609	Prbe.g_01736
OG0001033	Syah.g_00577	Prbe.g_01757
OG0001034	Syah.g_00908	Prbe.g_01788
OG0001035	Syah.g_00660	Prbe.g_01808
OG0001036	Syah.g_00655	Prbe.g_01812
OG0001037	Syah.g_00653	Prbe.g_01813
OG0001038	Syah.g_00626	Prbe.g_01832
OG0001039	Syah.g_00623	Prbe.g_01835
OG0001040	Syah.g_00090	Prbe.g_01837
OG0001042	Syah.g_00122	Prbe.g_01859
OG0001043	Syah.g_00126	Prbe.g_01860
OG0001044	Syah.g_00857	Prbe.g_01891
OG0001045	Syah.g_00870	Prbe.g_01900
OG0001046	Syah.g_01647	Prbe.g_01033
OG0001047	Syah.g_02233	Prbe.g_01937
OG0001048	Syah.g_02232	Prbe.g_01938
OG0001049	Syah.g_02225	Prbe.g_01940
OG0001050	Syah.g_02224	Prbe.g_01941
OG0001051	Syah.g_02223	Prbe.g_01942
OG0001052	Syah.g_01217	Prbe.g_00662
OG0001053	Syah.g_01000	Prbe.g_00650
OG0001054	Syah.g_01017	Prbe.g_00635
OG0001055	Syah.g_01037	Prbe.g_00616
OG0001056	Syah.g_01069	Prbe.g_00599
OG0001057	Syah.g_01075	Prbe.g_00594
OG0001058	Syah.g_01091	Prbe.g_00586
OG0001059	Syah.g_01095	Prbe.g_00582
OG0001060	Syah.g_01102	Prbe.g_00576
OG0001061	Syah.g_01123	Prbe.g_00561
OG0001062	Syah.g_01125	Prbe.g_00559
OG0001063	Syah.g_01129	Prbe.g_00557
OG0001064	Syah.g_01130	Prbe.g_00556
OG0001065	Syah.g_01131	Prbe.g_00555
OG0001066	Syah.g_01132	Prbe.g_00554
OG0001067	Syah.g_01133	Prbe.g_00553
OG0001068	Syah.g_01134	Prbe.g_00552
OG0001069	Syah.g_01135	Prbe.g_00551
OG0001070	Syah.g_01138	Prbe.g_00547
OG0001071	Syah.g_01139	Prbe.g_00546
OG0001072	Syah.g_01144	Prbe.g_00544
OG0001074	Syah.g_01970	Prbe.g_00518
OG0001075	Syah.g_01969	Prbe.g_00517
OG0001076	Syah.g_01959	Prbe.g_00510
OG0001077	Syah.g_01948	Prbe.g_00504
OG0001078	Syah.g_01934	Prbe.g_01484
OG0001079	Syah.g_01921	Prbe.g_01472
OG0001080	Syah.g_01538	Prbe.g_01466
OG0001081	Syah.g_01487	Prbe.g_01464
OG0001082	Syah.g_01488	Prbe.g_01463
OG0001083	Syah.g_01495	Prbe.g_01458
OG0001084	Syah.g_01496	Prbe.g_01457
OG0001085	Syah.g_01506	Prbe.g_00444
OG0001086	Syah.g_01508	Prbe.g_00445
OG0001087	Syah.g_01992	Prbe.g_00463
OG0001088	Syah.g_01995	Prbe.g_00464
OG0001089	Syah.g_02019	Prbe.g_01205
OG0001090	Syah.g_01728	Prbe.g_01215
OG0001091	Syah.g_01726	Prbe.g_01437
OG0001092	Syah.g_01724	Prbe.g_01436
OG0001093	Syah.g_01718	Prbe.g_01431
OG0001094	Syah.g_01785	Prbe.g_01438
OG0001095	Syah.g_01764	Prbe.g_01235
OG0001096	Syah.g_01748	Prbe.g_01249
OG0001097	Syah.g_02094	Prbe.g_01269
OG0001098	Syah.g_01542	Prbe.g_01288
OG0001099	Syah.g_00004	Prbe.g_00110
OG0001100	Syah.g_01522	Prbe.g_00408
OG0001101	Syah.g_01523	Prbe.g_00411
OG0001102	Syah.g_01526	Prbe.g_00414
OG0001103	Syah.g_01528	Prbe.g_00416
OG0001104	Syah.g_01801	Prbe.g_00439
OG0001105	Syah.g_01797	Prbe.g_00443
OG0001106	Syah.g_01609	Prbe.g_01341
OG0001107	Syah.g_01620	Prbe.g_01348
OG0001108	Syah.g_01628	Prbe.g_01352
OG0001109	Syah.g_01630	Prbe.g_01353
OG0001110	Syah.g_01632	Prbe.g_01355
OG0001111	Syah.g_01634	Prbe.g_01356
OG0001112	Syah.g_01636	Prbe.g_01357
OG0001113	Syah.g_01637	Prbe.g_01358
OG0001114	Syah.g_01638	Prbe.g_01359
OG0001115	Syah.g_01642	Prbe.g_01361
OG0001116	Syah.g_01644	Prbe.g_01362
OG0001117	Syah.g_01645	Prbe.g_01363
OG0001118	Syah.g_01646	Prbe.g_01364
OG0001119	Syah.g_01648	Prbe.g_01365
OG0001120	Syah.g_01652	Prbe.g_01367
OG0001122	Syah.g_01679	Prbe.g_01387
OG0001123	Syah.g_01686	Prbe.g_01393
OG0001124	Syah.g_01688	Prbe.g_01395
OG0001125	Syah.g_01690	Prbe.g_01397
