Orthogroup	Syah	Syai
OG0000565	Syah.g_01104	Syai.g_00746
OG0000566	Syah.g_01108	Syai.g_00750
OG0000567	Syah.g_01112	Syai.g_00754
OG0000568	Syah.g_01116	Syai.g_00758
OG0000569	Syah.g_01117	Syai.g_00759
OG0000570	Syah.g_01118	Syai.g_00760
OG0000571	Syah.g_01122	Syai.g_00764
OG0000572	Syah.g_01137	Syai.g_00782
OG0000573	Syah.g_01146	Syai.g_00790
OG0000574	Syah.g_01147	Syai.g_00796
OG0000575	Syah.g_01151	Syai.g_00800
OG0000576	Syah.g_01153	Syai.g_00802
OG0000577	Syah.g_01154	Syai.g_00803
OG0000578	Syah.g_01155	Syai.g_00804
OG0000579	Syah.g_01156	Syai.g_00805
OG0000580	Syah.g_01157	Syai.g_00806
OG0000581	Syah.g_01163	Syai.g_00812
OG0000582	Syah.g_01979	Syai.g_01042
OG0000583	Syah.g_01978	Syai.g_01043
OG0000584	Syah.g_01977	Syai.g_01044
OG0000585	Syah.g_01975	Syai.g_01046
OG0000586	Syah.g_01974	Syai.g_01047
OG0000587	Syah.g_01972	Syai.g_01049
OG0000588	Syah.g_01966	Syai.g_01063
OG0000589	Syah.g_01962	Syai.g_01066
OG0000590	Syah.g_01961	Syai.g_01067
OG0000591	Syah.g_01954	Syai.g_01075
OG0000592	Syah.g_01953	Syai.g_01076
OG0000593	Syah.g_01939	Syai.g_01100
OG0000594	Syah.g_01938	Syai.g_01101
OG0000595	Syah.g_01937	Syai.g_01102
OG0000596	Syah.g_01932	Syai.g_01107
OG0000597	Syah.g_01929	Syai.g_01110
OG0000598	Syah.g_01928	Syai.g_01111
OG0000599	Syah.g_01925	Syai.g_01114
OG0000600	Syah.g_01924	Syai.g_01115
OG0000601	Syah.g_01923	Syai.g_01116
OG0000602	Syah.g_01917	Syai.g_01121
OG0000603	Syah.g_01916	Syai.g_01122
OG0000604	Syah.g_01913	Syai.g_01125
OG0000605	Syah.g_01825	Syai.g_01609
OG0000606	Syah.g_01485	Syai.g_01221
OG0000607	Syah.g_01489	Syai.g_01224
OG0000608	Syah.g_01490	Syai.g_01225
OG0000609	Syah.g_01492	Syai.g_01227
OG0000610	Syah.g_01499	Syai.g_01234
OG0000611	Syah.g_01502	Syai.g_01237
OG0000612	Syah.g_01503	Syai.g_01238
OG0000613	Syah.g_00147	Syai.g_00196
OG0000614	Syah.g_02004	Syai.g_01981
OG0000615	Syah.g_01814	Syai.g_01286
OG0000616	Syah.g_00389	Syai.g_02914
OG0000617	Syah.g_01722	Syai.g_01393
OG0000618	Syah.g_01721	Syai.g_01394
OG0000619	Syah.g_01720	Syai.g_01395
OG0000620	Syah.g_01713	Syai.g_01402
OG0000621	Syah.g_01712	Syai.g_01403
OG0000622	Syah.g_01711	Syai.g_01404
OG0000623	Syah.g_01710	Syai.g_01405
OG0000624	Syah.g_01708	Syai.g_01407
OG0000625	Syah.g_01707	Syai.g_01408
OG0000626	Syah.g_01706	Syai.g_01409
OG0000627	Syah.g_01569	Syai.g_01575
OG0000628	Syah.g_01570	Syai.g_01573
OG0000629	Syah.g_01573	Syai.g_01570
OG0000630	Syah.g_01577	Syai.g_01566
OG0000631	Syah.g_01582	Syai.g_01557
OG0000632	Syah.g_01583	Syai.g_01556
OG0000633	Syah.g_01584	Syai.g_01555
OG0000634	Syah.g_01783	Syai.g_01317
OG0000635	Syah.g_01782	Syai.g_01318
OG0000636	Syah.g_01780	Syai.g_01320
OG0000637	Syah.g_01778	Syai.g_01322
OG0000638	Syah.g_01777	Syai.g_01323
OG0000639	Syah.g_01776	Syai.g_01324
OG0000640	Syah.g_01775	Syai.g_01325
OG0000641	Syah.g_01771	Syai.g_01329
OG0000642	Syah.g_01770	Syai.g_01330
OG0000643	Syah.g_01768	Syai.g_01349
OG0000644	Syah.g_01767	Syai.g_01350
OG0000645	Syah.g_01765	Syai.g_01352
OG0000646	Syah.g_01762	Syai.g_01355
OG0000647	Syah.g_01760	Syai.g_01357
OG0000648	Syah.g_01757	Syai.g_01362
OG0000649	Syah.g_01756	Syai.g_01363
OG0000650	Syah.g_01755	Syai.g_01364
OG0000651	Syah.g_01754	Syai.g_01365
OG0000652	Syah.g_01753	Syai.g_01366
OG0000653	Syah.g_01751	Syai.g_01368
OG0000654	Syah.g_01750	Syai.g_01369
OG0000655	Syah.g_01749	Syai.g_01370
OG0000656	Syah.g_01746	Syai.g_01373
OG0000657	Syah.g_02083	Syai.g_02045
OG0000658	Syah.g_02086	Syai.g_02049
OG0000659	Syah.g_02087	Syai.g_02050
OG0000660	Syah.g_02091	Syai.g_02054
OG0000661	Syah.g_02093	Syai.g_02056
OG0000662	Syah.g_02095	Syai.g_02058
OG0000663	Syah.g_02098	Syai.g_02061
OG0000664	Syah.g_02099	Syai.g_02062
OG0000665	Syah.g_01895	Syai.g_02431
OG0000666	Syah.g_01826	Syai.g_01610
OG0000667	Syah.g_00714	Syai.g_01724
OG0000668	Syah.g_01680	Syai.g_01436
OG0000669	Syah.g_01520	Syai.g_01251
OG0000670	Syah.g_02352	Syai.g_00561
OG0000671	Syah.g_01524	Syai.g_01255
OG0000672	Syah.g_01527	Syai.g_01259
OG0000673	Syah.g_01530	Syai.g_01262
OG0000674	Syah.g_01532	Syai.g_01264
OG0000675	Syah.g_01533	Syai.g_01265
OG0000676	Syah.g_01535	Syai.g_01275
OG0000677	Syah.g_01536	Syai.g_01276
OG0000678	Syah.g_01821	Syai.g_01279
OG0000679	Syah.g_01812	Syai.g_01288
OG0000680	Syah.g_01811	Syai.g_01289
OG0000681	Syah.g_01808	Syai.g_01292
OG0000682	Syah.g_01807	Syai.g_01293
OG0000683	Syah.g_01806	Syai.g_01294
OG0000684	Syah.g_01802	Syai.g_01299
OG0000685	Syah.g_01800	Syai.g_01301
OG0000686	Syah.g_01799	Syai.g_01302
OG0000687	Syah.g_01798	Syai.g_01303
OG0000688	Syah.g_01793	Syai.g_01307
OG0000689	Syah.g_01791	Syai.g_01309
OG0000690	Syah.g_01790	Syai.g_01310
OG0000691	Syah.g_01789	Syai.g_01311
OG0000692	Syah.g_01788	Syai.g_01312
OG0000693	Syah.g_01787	Syai.g_01313
OG0000694	Syah.g_01786	Syai.g_01314
OG0000695	Syah.g_01586	Syai.g_01553
OG0000696	Syah.g_01587	Syai.g_01552
OG0000697	Syah.g_01589	Syai.g_01550
OG0000698	Syah.g_01592	Syai.g_01547
OG0000699	Syah.g_01594	Syai.g_01545
OG0000700	Syah.g_01595	Syai.g_01544
OG0000701	Syah.g_01596	Syai.g_01543
OG0000702	Syah.g_01604	Syai.g_01521
OG0000703	Syah.g_01605	Syai.g_01520
OG0000704	Syah.g_01608	Syai.g_01518
OG0000705	Syah.g_01614	Syai.g_01511
OG0000706	Syah.g_01615	Syai.g_01510
OG0000707	Syah.g_01616	Syai.g_01509
OG0000708	Syah.g_01619	Syai.g_01506
OG0000709	Syah.g_01627	Syai.g_01497
OG0000710	Syah.g_01631	Syai.g_01487
OG0000711	Syah.g_01661	Syai.g_01456
OG0000712	Syah.g_01662	Syai.g_01454
OG0000713	Syah.g_01663	Syai.g_01453
OG0000714	Syah.g_01665	Syai.g_01451
OG0000715	Syah.g_01667	Syai.g_01449
OG0000716	Syah.g_01671	Syai.g_01445
OG0000717	Syah.g_01672	Syai.g_01444
OG0000718	Syah.g_01676	Syai.g_01440
OG0000719	Syah.g_01678	Syai.g_01438
OG0000720	Syah.g_01691	Syai.g_01425
OG0000721	Syah.g_01693	Syai.g_01423
OG0000722	Syah.g_01694	Syai.g_01422
OG0000723	Syah.g_01704	Syai.g_01411
OG0000724	Syah.g_02036	Syai.g_02013
OG0000725	Syah.g_02027	Syai.g_02004
OG0000726	Syah.g_02026	Syai.g_02003
OG0000727	Syah.g_02025	Syai.g_02002
OG0000728	Syah.g_02023	Syai.g_02000
OG0000729	Syah.g_00263	Syai.g_00097
OG0000730	Syah.g_00855	Syai.g_00483
OG0000731	Syah.g_00867	Syai.g_00495
OG0000732	Syah.g_00319	Syai.g_00058
OG0000733	Syah.g_00473	Syai.g_02805
OG0000734	Syah.g_02545	Syai.g_02548
OG0000735	Syah.g_02178	Syai.g_02159
OG0000736	Syah.g_02177	Syai.g_02158
OG0000737	Syah.g_02176	Syai.g_02157
OG0000738	Syah.g_02170	Syai.g_02152
OG0000739	Syah.g_02165	Syai.g_02151
OG0000740	Syah.g_02164	Syai.g_02150
OG0000741	Syah.g_02161	Syai.g_02147
OG0000742	Syah.g_02159	Syai.g_02145
OG0000743	Syah.g_02157	Syai.g_02143
OG0000744	Syah.g_02156	Syai.g_02142
OG0000745	Syah.g_02154	Syai.g_02140
OG0000746	Syah.g_02151	Syai.g_02138
OG0000747	Syah.g_02150	Syai.g_02137
OG0000748	Syah.g_02140	Syai.g_02125
OG0000749	Syah.g_02138	Syai.g_02123
OG0000750	Syah.g_02137	Syai.g_02122
OG0000751	Syah.g_02130	Syai.g_02116
OG0000752	Syah.g_02128	Syai.g_02114
OG0000753	Syah.g_02125	Syai.g_02111
OG0000754	Syah.g_01431	Syai.g_01750
OG0000755	Syah.g_01423	Syai.g_01760
OG0000756	Syah.g_01422	Syai.g_01761
OG0000757	Syah.g_01415	Syai.g_01769
OG0000758	Syah.g_01414	Syai.g_01770
OG0000759	Syah.g_01413	Syai.g_01771
OG0000760	Syah.g_01412	Syai.g_01772
OG0000761	Syah.g_01411	Syai.g_01775
OG0000762	Syah.g_01409	Syai.g_01777
OG0000763	Syah.g_01407	Syai.g_01779
OG0000764	Syah.g_01406	Syai.g_01780
OG0000765	Syah.g_01392	Syai.g_01797
OG0000766	Syah.g_01391	Syai.g_01798
OG0000767	Syah.g_01389	Syai.g_01800
OG0000768	Syah.g_01388	Syai.g_01801
OG0000769	Syah.g_01386	Syai.g_01803
OG0000770	Syah.g_01383	Syai.g_01822
OG0000771	Syah.g_02042	Syai.g_02019
OG0000772	Syah.g_01351	Syai.g_01639
OG0000773	Syah.g_02187	Syai.g_02164
OG0000774	Syah.g_02191	Syai.g_02168
OG0000775	Syah.g_02193	Syai.g_02172
OG0000776	Syah.g_02194	Syai.g_02173
OG0000777	Syah.g_02195	Syai.g_02174
OG0000778	Syah.g_02196	Syai.g_02175
OG0000779	Syah.g_02201	Syai.g_02181
OG0000780	Syah.g_02205	Syai.g_02184
OG0000781	Syah.g_02209	Syai.g_02188
OG0000782	Syah.g_02210	Syai.g_02189
OG0000783	Syah.g_02211	Syai.g_02190
OG0000784	Syah.g_02212	Syai.g_02191
OG0000785	Syah.g_02214	Syai.g_02193
OG0000786	Syah.g_01171	Syai.g_00816
OG0000787	Syah.g_01170	Syai.g_00815
OG0000788	Syah.g_01922	Syai.g_01117
OG0000789	Syah.g_01556	Syai.g_01596
OG0000790	Syah.g_00981	Syai.g_00623
OG0000791	Syah.g_00980	Syai.g_00621
OG0000792	Syah.g_00979	Syai.g_00620
OG0000793	Syah.g_00974	Syai.g_00615
OG0000794	Syah.g_00973	Syai.g_00614
OG0000795	Syah.g_00972	Syai.g_00613
OG0000796	Syah.g_00968	Syai.g_00609
OG0000797	Syah.g_00967	Syai.g_00608
OG0000798	Syah.g_00627	Syai.g_00262
OG0000799	Syah.g_01326	Syai.g_00996
OG0000800	Syah.g_01325	Syai.g_00993
OG0000801	Syah.g_01324	Syai.g_00992
OG0000802	Syah.g_01320	Syai.g_00988
OG0000803	Syah.g_01315	Syai.g_00983
OG0000804	Syah.g_01312	Syai.g_00980
OG0000805	Syah.g_01303	Syai.g_00965
OG0000806	Syah.g_01301	Syai.g_00963
OG0000807	Syah.g_01299	Syai.g_00961
OG0000808	Syah.g_01298	Syai.g_00960
OG0000809	Syah.g_01295	Syai.g_00957
OG0000810	Syah.g_01294	Syai.g_00956
OG0000811	Syah.g_01286	Syai.g_00950
OG0000812	Syah.g_01284	Syai.g_00948
OG0000813	Syah.g_01283	Syai.g_00947
OG0000814	Syah.g_01281	Syai.g_00945
OG0000815	Syah.g_01280	Syai.g_00944
OG0000816	Syah.g_01279	Syai.g_00942
OG0000817	Syah.g_01278	Syai.g_00941
OG0000818	Syah.g_01272	Syai.g_00935
OG0000819	Syah.g_01271	Syai.g_00934
OG0000820	Syah.g_01270	Syai.g_00933
OG0000821	Syah.g_01265	Syai.g_00916
OG0000822	Syah.g_01263	Syai.g_00914
OG0000823	Syah.g_01262	Syai.g_00913
OG0000824	Syah.g_01258	Syai.g_00907
OG0000825	Syah.g_01257	Syai.g_00906
OG0000826	Syah.g_01256	Syai.g_00905
OG0000827	Syah.g_01254	Syai.g_00904
OG0000828	Syah.g_01251	Syai.g_00900
OG0000829	Syah.g_01250	Syai.g_00899
OG0000830	Syah.g_01249	Syai.g_00898
OG0000831	Syah.g_01247	Syai.g_00896
OG0000832	Syah.g_02311	Syai.g_02296
OG0000833	Syah.g_02322	Syai.g_02305
OG0000834	Syah.g_02324	Syai.g_02307
OG0000835	Syah.g_02325	Syai.g_02308
OG0000836	Syah.g_02329	Syai.g_02312
OG0000837	Syah.g_02330	Syai.g_02313
OG0000838	Syah.g_02334	Syai.g_02323
OG0000839	Syah.g_02335	Syai.g_02324
OG0000840	Syah.g_02336	Syai.g_02325
OG0000841	Syah.g_02337	Syai.g_02326
OG0000842	Syah.g_02338	Syai.g_02327
OG0000843	Syah.g_02339	Syai.g_02328
OG0000844	Syah.g_02341	Syai.g_02330
OG0000845	Syah.g_02342	Syai.g_02331
OG0000846	Syah.g_02343	Syai.g_02332
OG0000847	Syah.g_02344	Syai.g_02333
OG0000848	Syah.g_02346	Syai.g_02335
OG0000849	Syah.g_02347	Syai.g_02336
OG0000850	Syah.g_02349	Syai.g_02339
OG0000851	Syah.g_02359	Syai.g_02352
OG0000852	Syah.g_02360	Syai.g_02353
OG0000853	Syah.g_02364	Syai.g_02357
OG0000854	Syah.g_02366	Syai.g_02359
OG0000855	Syah.g_02367	Syai.g_02360
OG0000856	Syah.g_01951	Syai.g_01078
OG0000857	Syah.g_01761	Syai.g_01356
OG0000858	Syah.g_02373	Syai.g_02366
OG0000859	Syah.g_02374	Syai.g_02367
OG0000860	Syah.g_02386	Syai.g_02380
OG0000861	Syah.g_02387	Syai.g_02381
OG0000862	Syah.g_02389	Syai.g_02382
OG0000863	Syah.g_02391	Syai.g_02385
OG0000864	Syah.g_02392	Syai.g_02386
OG0000865	Syah.g_02396	Syai.g_02387
OG0000866	Syah.g_02397	Syai.g_02388
OG0000867	Syah.g_02398	Syai.g_02389
OG0000868	Syah.g_02401	Syai.g_02392
OG0000869	Syah.g_02406	Syai.g_02396
OG0000870	Syah.g_02411	Syai.g_02401
OG0000871	Syah.g_02412	Syai.g_02402
OG0000872	Syah.g_02421	Syai.g_02409
OG0000873	Syah.g_02424	Syai.g_02412
OG0000874	Syah.g_02420	Syai.g_02408
OG0000875	Syah.g_02426	Syai.g_02416
OG0000876	Syah.g_02250	Syai.g_02243
OG0000877	Syah.g_02254	Syai.g_02250
OG0000878	Syah.g_02255	Syai.g_02251
OG0000879	Syah.g_02256	Syai.g_02252
OG0000880	Syah.g_02257	Syai.g_02253
OG0000881	Syah.g_02262	Syai.g_02257
OG0000882	Syah.g_02267	Syai.g_02262
OG0000883	Syah.g_02270	Syai.g_02264
OG0000884	Syah.g_02272	Syai.g_02266
OG0000885	Syah.g_02273	Syai.g_02267
OG0000886	Syah.g_02274	Syai.g_02268
OG0000887	Syah.g_02275	Syai.g_02269
OG0000888	Syah.g_02277	Syai.g_02271
OG0000889	Syah.g_02279	Syai.g_02273
OG0000890	Syah.g_02284	Syai.g_02279
OG0000891	Syah.g_02285	Syai.g_02280
OG0000892	Syah.g_02288	Syai.g_02282
OG0000893	Syah.g_00684	Syai.g_00318
OG0000894	Syah.g_00690	Syai.g_00321
OG0000895	Syah.g_00694	Syai.g_00325
OG0000896	Syah.g_00695	Syai.g_00326
OG0000897	Syah.g_00697	Syai.g_00328
OG0000898	Syah.g_00698	Syai.g_00329
OG0000899	Syah.g_00699	Syai.g_00330
OG0000900	Syah.g_00700	Syai.g_00331
OG0000901	Syah.g_00705	Syai.g_00336
OG0000902	Syah.g_00707	Syai.g_00338
OG0000903	Syah.g_00739	Syai.g_00353
OG0000904	Syah.g_00734	Syai.g_00348
OG0000905	Syah.g_00731	Syai.g_00342
OG0000906	Syah.g_00729	Syai.g_00340
OG0000907	Syah.g_00741	Syai.g_00358
OG0000908	Syah.g_00744	Syai.g_00361
OG0000909	Syah.g_00745	Syai.g_00362
OG0000910	Syah.g_00746	Syai.g_00363
OG0000911	Syah.g_00748	Syai.g_00365
OG0000912	Syah.g_00749	Syai.g_00366
OG0000913	Syah.g_00750	Syai.g_00367
OG0000914	Syah.g_00751	Syai.g_00368
OG0000915	Syah.g_00752	Syai.g_00370
OG0000916	Syah.g_00753	Syai.g_00371
OG0000917	Syah.g_00754	Syai.g_00372
OG0000918	Syah.g_00755	Syai.g_00373
OG0000919	Syah.g_00756	Syai.g_00374
OG0000920	Syah.g_00757	Syai.g_00375
OG0000921	Syah.g_00758	Syai.g_00376
OG0000922	Syah.g_00759	Syai.g_00377
OG0000923	Syah.g_00763	Syai.g_00381
OG0000924	Syah.g_00764	Syai.g_00382
OG0000925	Syah.g_00765	Syai.g_00383
OG0000926	Syah.g_00766	Syai.g_00384
OG0000927	Syah.g_00768	Syai.g_00386
OG0000928	Syah.g_00769	Syai.g_00387
OG0000929	Syah.g_00770	Syai.g_00388
OG0000930	Syah.g_00771	Syai.g_00389
OG0000931	Syah.g_00772	Syai.g_00390
OG0000932	Syah.g_00773	Syai.g_00391
OG0000933	Syah.g_00778	Syai.g_00397
OG0000934	Syah.g_00780	Syai.g_00399
OG0000935	Syah.g_00781	Syai.g_00400
OG0000936	Syah.g_00782	Syai.g_00401
OG0000937	Syah.g_00783	Syai.g_00402
OG0000938	Syah.g_00787	Syai.g_00405
OG0000939	Syah.g_00788	Syai.g_00406
OG0000940	Syah.g_00795	Syai.g_00413
OG0000941	Syah.g_00797	Syai.g_00415
OG0000942	Syah.g_00799	Syai.g_00417
OG0000943	Syah.g_00800	Syai.g_00418
OG0000944	Syah.g_00802	Syai.g_00420
OG0000945	Syah.g_00804	Syai.g_00422
OG0000946	Syah.g_00809	Syai.g_00428
OG0000947	Syah.g_00812	Syai.g_00431
OG0000948	Syah.g_00813	Syai.g_00432
OG0000949	Syah.g_00173	Syai.g_00174
OG0000950	Syah.g_00184	Syai.g_00163
OG0000951	Syah.g_00190	Syai.g_00158
OG0000952	Syah.g_00202	Syai.g_00136
OG0000953	Syah.g_00207	Syai.g_00132
OG0000954	Syah.g_00233	Syai.g_00127
OG0000955	Syah.g_00234	Syai.g_00126
OG0000956	Syah.g_00236	Syai.g_00124
OG0000957	Syah.g_00248	Syai.g_00113
OG0000958	Syah.g_00249	Syai.g_00112
OG0000959	Syah.g_00253	Syai.g_00108
OG0000960	Syah.g_00254	Syai.g_00107
OG0000961	Syah.g_00259	Syai.g_00100
OG0000962	Syah.g_00262	Syai.g_00098
OG0000963	Syah.g_00267	Syai.g_00094
OG0000964	Syah.g_00268	Syai.g_00093
OG0000965	Syah.g_00269	Syai.g_00092
OG0000966	Syah.g_00288	Syai.g_00082
OG0000967	Syah.g_00300	Syai.g_00077
OG0000968	Syah.g_00295	Syai.g_00085
OG0000969	Syah.g_00297	Syai.g_00080
OG0000970	Syah.g_00298	Syai.g_00079
OG0000971	Syah.g_00303	Syai.g_00074
OG0000972	Syah.g_00304	Syai.g_00073
OG0000973	Syah.g_00305	Syai.g_00072
OG0000974	Syah.g_00306	Syai.g_00071
OG0000975	Syah.g_00307	Syai.g_00070
OG0000976	Syah.g_00308	Syai.g_00069
OG0000977	Syah.g_00310	Syai.g_00067
OG0000978	Syah.g_00312	Syai.g_00065
OG0000979	Syah.g_00315	Syai.g_00062
OG0000980	Syah.g_00318	Syai.g_00059
OG0000981	Syah.g_00321	Syai.g_00056
OG0000982	Syah.g_00511	Syai.g_02777
OG0000983	Syah.g_00510	Syai.g_02778
OG0000984	Syah.g_00509	Syai.g_02779
OG0000985	Syah.g_00505	Syai.g_02781
OG0000986	Syah.g_00496	Syai.g_02784
OG0000987	Syah.g_00494	Syai.g_02786
OG0000988	Syah.g_00489	Syai.g_02790
OG0000989	Syah.g_00481	Syai.g_02797
OG0000990	Syah.g_00466	Syai.g_02825
OG0000991	Syah.g_00462	Syai.g_02827
OG0000992	Syah.g_00460	Syai.g_02830
OG0000993	Syah.g_00459	Syai.g_02831
OG0000994	Syah.g_00457	Syai.g_02834
OG0000995	Syah.g_00452	Syai.g_02840
OG0000996	Syah.g_00412	Syai.g_02891
OG0000997	Syah.g_00403	Syai.g_02900
OG0000998	Syah.g_00401	Syai.g_02902
OG0000999	Syah.g_00400	Syai.g_02903
OG0001000	Syah.g_00397	Syai.g_02906
OG0001001	Syah.g_00392	Syai.g_02911
OG0001002	Syah.g_00386	Syai.g_02918
OG0001003	Syah.g_00384	Syai.g_02919
OG0001004	Syah.g_00383	Syai.g_02920
OG0001005	Syah.g_00382	Syai.g_02921
OG0001006	Syah.g_00375	Syai.g_02931
OG0001007	Syah.g_00373	Syai.g_02933
OG0001008	Syah.g_02235	Syai.g_02227
OG0001009	Syah.g_00344	Syai.g_00034
OG0001010	Syah.g_00343	Syai.g_00035
OG0001011	Syah.g_00342	Syai.g_00037
OG0001012	Syah.g_00514	Syai.g_02773
OG0001013	Syah.g_00527	Syai.g_02750
OG0001014	Syah.g_00531	Syai.g_02726
OG0001015	Syah.g_00532	Syai.g_02725
OG0001016	Syah.g_02487	Syai.g_02479
OG0001017	Syah.g_02493	Syai.g_02485
OG0001018	Syah.g_02495	Syai.g_02487
OG0001019	Syah.g_02512	Syai.g_02508
OG0001020	Syah.g_02517	Syai.g_02516
OG0001021	Syah.g_02521	Syai.g_02523
OG0001022	Syah.g_02524	Syai.g_02528
OG0001023	Syah.g_02525	Syai.g_02529
OG0001024	Syah.g_02529	Syai.g_02533
OG0001025	Syah.g_02534	Syai.g_02540
OG0001026	Syah.g_02547	Syai.g_02550
OG0001027	Syah.g_00001	Syai.g_02555
OG0001028	Syah.g_00003	Syai.g_02557
OG0001029	Syah.g_00005	Syai.g_02559
OG0001030	Syah.g_00025	Syai.g_02580
OG0001031	Syah.g_00611	Syai.g_02656
OG0001032	Syah.g_00609	Syai.g_02658
OG0001033	Syah.g_00577	Syai.g_02685
OG0001034	Syah.g_00908	Syai.g_00537
OG0001035	Syah.g_00660	Syai.g_00295
OG0001036	Syah.g_00655	Syai.g_00290
OG0001037	Syah.g_00653	Syai.g_00288
OG0001038	Syah.g_00626	Syai.g_00261
OG0001039	Syah.g_00623	Syai.g_00258
OG0001040	Syah.g_00090	Syai.g_00255
OG0001042	Syah.g_00122	Syai.g_00225
OG0001043	Syah.g_00126	Syai.g_00221
OG0001044	Syah.g_00857	Syai.g_00485
OG0001045	Syah.g_00870	Syai.g_00498
OG0001046	Syah.g_01647	Syai.g_01471
OG0001047	Syah.g_02233	Syai.g_02225
OG0001048	Syah.g_02232	Syai.g_02224
OG0001049	Syah.g_02225	Syai.g_02215
OG0001050	Syah.g_02224	Syai.g_02214
OG0001051	Syah.g_02223	Syai.g_02213
OG0001052	Syah.g_01217	Syai.g_00861
OG0001053	Syah.g_01000	Syai.g_00641
OG0001054	Syah.g_01017	Syai.g_00658
OG0001055	Syah.g_01037	Syai.g_00679
OG0001056	Syah.g_01069	Syai.g_00713
OG0001057	Syah.g_01075	Syai.g_00721
OG0001058	Syah.g_01091	Syai.g_00734
OG0001059	Syah.g_01095	Syai.g_00738
OG0001060	Syah.g_01102	Syai.g_00744
OG0001061	Syah.g_01123	Syai.g_00765
OG0001062	Syah.g_01125	Syai.g_00767
OG0001063	Syah.g_01129	Syai.g_00774
OG0001064	Syah.g_01130	Syai.g_00775
OG0001065	Syah.g_01131	Syai.g_00776
OG0001066	Syah.g_01132	Syai.g_00777
OG0001067	Syah.g_01133	Syai.g_00778
OG0001068	Syah.g_01134	Syai.g_00779
OG0001069	Syah.g_01135	Syai.g_00780
OG0001070	Syah.g_01138	Syai.g_00783
OG0001071	Syah.g_01139	Syai.g_00784
OG0001072	Syah.g_01144	Syai.g_00788
OG0001074	Syah.g_01970	Syai.g_01051
OG0001075	Syah.g_01969	Syai.g_01053
OG0001076	Syah.g_01959	Syai.g_01069
OG0001077	Syah.g_01948	Syai.g_01081
OG0001078	Syah.g_01934	Syai.g_01105
OG0001079	Syah.g_01921	Syai.g_01118
OG0001080	Syah.g_01538	Syai.g_01606
OG0001081	Syah.g_01487	Syai.g_01222
OG0001082	Syah.g_01488	Syai.g_01223
OG0001083	Syah.g_01495	Syai.g_01230
OG0001084	Syah.g_01496	Syai.g_01231
OG0001085	Syah.g_01506	Syai.g_01241
OG0001086	Syah.g_01508	Syai.g_01243
OG0001087	Syah.g_01992	Syai.g_01953
OG0001088	Syah.g_01995	Syai.g_01957
OG0001089	Syah.g_02019	Syai.g_01996
OG0001090	Syah.g_01728	Syai.g_01387
OG0001091	Syah.g_01726	Syai.g_01389
OG0001092	Syah.g_01724	Syai.g_01391
OG0001093	Syah.g_01718	Syai.g_01397
OG0001094	Syah.g_01785	Syai.g_01315
OG0001096	Syah.g_01748	Syai.g_01371
OG0001097	Syah.g_02094	Syai.g_02057
OG0001098	Syah.g_01542	Syai.g_01603
OG0001099	Syah.g_00004	Syai.g_02558
OG0001100	Syah.g_01522	Syai.g_01253
OG0001101	Syah.g_01523	Syai.g_01254
OG0001102	Syah.g_01526	Syai.g_01257
OG0001103	Syah.g_01528	Syai.g_01260
OG0001104	Syah.g_01801	Syai.g_01300
OG0001105	Syah.g_01797	Syai.g_01304
OG0001106	Syah.g_01609	Syai.g_01517
OG0001107	Syah.g_01620	Syai.g_01505
OG0001108	Syah.g_01628	Syai.g_01496
OG0001109	Syah.g_01630	Syai.g_01488
OG0001110	Syah.g_01632	Syai.g_01486
OG0001111	Syah.g_01634	Syai.g_01484
OG0001112	Syah.g_01636	Syai.g_01482
OG0001113	Syah.g_01637	Syai.g_01481
OG0001114	Syah.g_01638	Syai.g_01480
OG0001115	Syah.g_01642	Syai.g_01476
OG0001116	Syah.g_01644	Syai.g_01474
OG0001117	Syah.g_01645	Syai.g_01473
OG0001118	Syah.g_01646	Syai.g_01472
OG0001119	Syah.g_01648	Syai.g_01470
OG0001120	Syah.g_01652	Syai.g_01466
OG0001121	Syah.g_00927, Syah.g_02183	Syai.g_01676
OG0001122	Syah.g_01679	Syai.g_01437
OG0001123	Syah.g_01686	Syai.g_01430
OG0001124	Syah.g_01688	Syai.g_01428
OG0001125	Syah.g_01690	Syai.g_01426
OG0001126	Syah.g_02058	Syai.g_02021
OG0001127	Syah.g_02057	Syai.g_02020
OG0001128	Syah.g_02040	Syai.g_02017
OG0001129	Syah.g_02038	Syai.g_02015
OG0001130	Syah.g_02037	Syai.g_02014
OG0001131	Syah.g_01819	Syai.g_01281
OG0001132	Syah.g_01850	Syai.g_01620
OG0001133	Syah.g_01957	Syai.g_01072
OG0001134	Syah.g_01437	Syai.g_01745
OG0001135	Syah.g_01439	Syai.g_01742
OG0001136	Syah.g_02160	Syai.g_02146
OG0001137	Syah.g_02141	Syai.g_02126
OG0001138	Syah.g_01421	Syai.g_01763
OG0001139	Syah.g_01419	Syai.g_01765
OG0001140	Syah.g_01418	Syai.g_01766
OG0001141	Syah.g_01417	Syai.g_01767
OG0001142	Syah.g_01416	Syai.g_01768
OG0001143	Syah.g_01408	Syai.g_01778
OG0001144	Syah.g_01399	Syai.g_01788
OG0001145	Syah.g_02188	Syai.g_02165
OG0001146	Syah.g_02206	Syai.g_02185
OG0001147	Syah.g_01234	Syai.g_00869
OG0001148	Syah.g_00984	Syai.g_00626
OG0001149	Syah.g_00983	Syai.g_00625
