Orthogroup	Syah	Syae
OG0000565	Syah.g_01104	Syae.g_02414
OG0000566	Syah.g_01108	Syae.g_02418
OG0000567	Syah.g_01112	Syae.g_02422
OG0000568	Syah.g_01116	Syae.g_02427
OG0000569	Syah.g_01117	Syae.g_02428
OG0000570	Syah.g_01118	Syae.g_02429
OG0000571	Syah.g_01122	Syae.g_02433
OG0000572	Syah.g_01137	Syae.g_02448
OG0000573	Syah.g_01146	Syae.g_02456
OG0000574	Syah.g_01147	Syae.g_02457
OG0000575	Syah.g_01151	Syae.g_02461
OG0000576	Syah.g_01153	Syae.g_02463
OG0000577	Syah.g_01154	Syae.g_02464
OG0000578	Syah.g_01155	Syae.g_02465
OG0000579	Syah.g_01156	Syae.g_02466
OG0000580	Syah.g_01157	Syae.g_02467
OG0000581	Syah.g_01163	Syae.g_02473
OG0000582	Syah.g_01979	Syae.g_00018
OG0000583	Syah.g_01978	Syae.g_00019
OG0000584	Syah.g_01977	Syae.g_00020
OG0000585	Syah.g_01975	Syae.g_00022
OG0000586	Syah.g_01974	Syae.g_00023
OG0000587	Syah.g_01972	Syae.g_00025
OG0000588	Syah.g_01966	Syae.g_00043
OG0000589	Syah.g_01962	Syae.g_00047
OG0000590	Syah.g_01961	Syae.g_00048
OG0000591	Syah.g_01954	Syae.g_00056
OG0000592	Syah.g_01953	Syae.g_00057
OG0000593	Syah.g_01939	Syae.g_00070
OG0000594	Syah.g_01938	Syae.g_00071
OG0000595	Syah.g_01937	Syae.g_00072
OG0000596	Syah.g_01932	Syae.g_00077
OG0000597	Syah.g_01929	Syae.g_00080
OG0000598	Syah.g_01928	Syae.g_00081
OG0000599	Syah.g_01925	Syae.g_00084
OG0000600	Syah.g_01924	Syae.g_00085
OG0000601	Syah.g_01923	Syae.g_00086
OG0000602	Syah.g_01917	Syae.g_00091
OG0000603	Syah.g_01916	Syae.g_00092
OG0000604	Syah.g_01913	Syae.g_00095
OG0000605	Syah.g_01825	Syae.g_00260
OG0000606	Syah.g_01485	Syae.g_00616
OG0000607	Syah.g_01489	Syae.g_00613
OG0000608	Syah.g_01490	Syae.g_00612
OG0000609	Syah.g_01492	Syae.g_00610
OG0000610	Syah.g_01499	Syae.g_00601
OG0000611	Syah.g_01502	Syae.g_00598
OG0000612	Syah.g_01503	Syae.g_00597
OG0000613	Syah.g_00147	Syae.g_01910
OG0000614	Syah.g_02004	Syae.g_00765
OG0000615	Syah.g_01814	Syae.g_00557
OG0000616	Syah.g_00389	Syae.g_01696
OG0000617	Syah.g_01722	Syae.g_00464
OG0000618	Syah.g_01721	Syae.g_00463
OG0000619	Syah.g_01720	Syae.g_00462
OG0000620	Syah.g_01713	Syae.g_00456
OG0000621	Syah.g_01712	Syae.g_00455
OG0000622	Syah.g_01711	Syae.g_00454
OG0000623	Syah.g_01710	Syae.g_00453
OG0000624	Syah.g_01708	Syae.g_00451
OG0000625	Syah.g_01707	Syae.g_00450
OG0000626	Syah.g_01706	Syae.g_00449
OG0000627	Syah.g_01569	Syae.g_00299
OG0000628	Syah.g_01570	Syae.g_00300
OG0000629	Syah.g_01573	Syae.g_00303
OG0000630	Syah.g_01577	Syae.g_00310
OG0000631	Syah.g_01582	Syae.g_00317
OG0000632	Syah.g_01583	Syae.g_00318
OG0000633	Syah.g_01584	Syae.g_00320
OG0000634	Syah.g_01783	Syae.g_00525
OG0000635	Syah.g_01782	Syae.g_00524
OG0000636	Syah.g_01780	Syae.g_00522
OG0000637	Syah.g_01778	Syae.g_00520
OG0000638	Syah.g_01777	Syae.g_00519
OG0000639	Syah.g_01776	Syae.g_00518
OG0000640	Syah.g_01775	Syae.g_00517
OG0000641	Syah.g_01771	Syae.g_00513
OG0000642	Syah.g_01770	Syae.g_00512
OG0000643	Syah.g_01768	Syae.g_00510
OG0000644	Syah.g_01767	Syae.g_00509
OG0000645	Syah.g_01765	Syae.g_00507
OG0000646	Syah.g_01762	Syae.g_00504
OG0000647	Syah.g_01760	Syae.g_00502
OG0000648	Syah.g_01757	Syae.g_00499
OG0000649	Syah.g_01756	Syae.g_00498
OG0000650	Syah.g_01755	Syae.g_00497
OG0000651	Syah.g_01754	Syae.g_00496
OG0000652	Syah.g_01753	Syae.g_00495
OG0000653	Syah.g_01751	Syae.g_00493
OG0000654	Syah.g_01750	Syae.g_00492
OG0000655	Syah.g_01749	Syae.g_00491
OG0000656	Syah.g_01746	Syae.g_00488
OG0000657	Syah.g_02083	Syae.g_00834
OG0000658	Syah.g_02086	Syae.g_00837
OG0000659	Syah.g_02087	Syae.g_00838
OG0000660	Syah.g_02091	Syae.g_00842
OG0000661	Syah.g_02093	Syae.g_00844
OG0000662	Syah.g_02095	Syae.g_00846
OG0000663	Syah.g_02098	Syae.g_00849
OG0000664	Syah.g_02099	Syae.g_00850
OG0000665	Syah.g_01895	Syae.g_00121
OG0000666	Syah.g_01826	Syae.g_00258
OG0000667	Syah.g_00714	Syae.g_02056
OG0000668	Syah.g_01680	Syae.g_00418
OG0000669	Syah.g_01520	Syae.g_00585
OG0000670	Syah.g_02352	Syae.g_00582
OG0000671	Syah.g_01524	Syae.g_00580
OG0000672	Syah.g_01527	Syae.g_00577
OG0000673	Syah.g_01530	Syae.g_00574
OG0000674	Syah.g_01532	Syae.g_00572
OG0000675	Syah.g_01533	Syae.g_00571
OG0000676	Syah.g_01535	Syae.g_00569
OG0000677	Syah.g_01536	Syae.g_00568
OG0000678	Syah.g_01821	Syae.g_00564
OG0000679	Syah.g_01812	Syae.g_00555
OG0000680	Syah.g_01811	Syae.g_00554
OG0000681	Syah.g_01808	Syae.g_00551
OG0000682	Syah.g_01807	Syae.g_00550
OG0000683	Syah.g_01806	Syae.g_00549
OG0000684	Syah.g_01802	Syae.g_00545
OG0000685	Syah.g_01800	Syae.g_00543
OG0000686	Syah.g_01799	Syae.g_00542
OG0000687	Syah.g_01798	Syae.g_00541
OG0000688	Syah.g_01793	Syae.g_00536
OG0000689	Syah.g_01791	Syae.g_00534
OG0000690	Syah.g_01790	Syae.g_00533
OG0000691	Syah.g_01789	Syae.g_00532
OG0000692	Syah.g_01788	Syae.g_00531
OG0000693	Syah.g_01787	Syae.g_00529
OG0000694	Syah.g_01786	Syae.g_00528
OG0000695	Syah.g_01586	Syae.g_00322
OG0000696	Syah.g_01587	Syae.g_00323
OG0000697	Syah.g_01589	Syae.g_00325
OG0000698	Syah.g_01592	Syae.g_00328
OG0000699	Syah.g_01594	Syae.g_00330
OG0000700	Syah.g_01595	Syae.g_00331
OG0000701	Syah.g_01596	Syae.g_00332
OG0000702	Syah.g_01604	Syae.g_00341
OG0000703	Syah.g_01605	Syae.g_00342
OG0000704	Syah.g_01608	Syae.g_00345
OG0000705	Syah.g_01614	Syae.g_00352
OG0000706	Syah.g_01615	Syae.g_00353
OG0000707	Syah.g_01616	Syae.g_00354
OG0000708	Syah.g_01619	Syae.g_00357
OG0000709	Syah.g_01627	Syae.g_00365
OG0000710	Syah.g_01631	Syae.g_00369
OG0000711	Syah.g_01661	Syae.g_00398
OG0000712	Syah.g_01662	Syae.g_00400
OG0000713	Syah.g_01663	Syae.g_00401
OG0000714	Syah.g_01665	Syae.g_00403
OG0000715	Syah.g_01667	Syae.g_00405
OG0000716	Syah.g_01671	Syae.g_00409
OG0000717	Syah.g_01672	Syae.g_00410
OG0000718	Syah.g_01676	Syae.g_00414
OG0000719	Syah.g_01678	Syae.g_00416
OG0000720	Syah.g_01691	Syae.g_00429
OG0000721	Syah.g_01693	Syae.g_00431
OG0000722	Syah.g_01694	Syae.g_00432
OG0000723	Syah.g_01704	Syae.g_00445
OG0000724	Syah.g_02036	Syae.g_00799
OG0000725	Syah.g_02027	Syae.g_00789
OG0000726	Syah.g_02026	Syae.g_00788
OG0000727	Syah.g_02025	Syae.g_00787
OG0000728	Syah.g_02023	Syae.g_00785
OG0000729	Syah.g_00263	Syae.g_01819
OG0000730	Syah.g_00855	Syae.g_02189
OG0000731	Syah.g_00867	Syae.g_02201
OG0000732	Syah.g_00319	Syae.g_01764
OG0000733	Syah.g_00473	Syae.g_01599
OG0000734	Syah.g_02545	Syae.g_01371
OG0000735	Syah.g_02178	Syae.g_00942
OG0000736	Syah.g_02177	Syae.g_00941
OG0000737	Syah.g_02176	Syae.g_00940
OG0000738	Syah.g_02170	Syae.g_00935
OG0000739	Syah.g_02165	Syae.g_00928
OG0000740	Syah.g_02164	Syae.g_00927
OG0000741	Syah.g_02161	Syae.g_00924
OG0000742	Syah.g_02159	Syae.g_00922
OG0000743	Syah.g_02157	Syae.g_00920
OG0000744	Syah.g_02156	Syae.g_00919
OG0000745	Syah.g_02154	Syae.g_00917
OG0000746	Syah.g_02151	Syae.g_00915
OG0000747	Syah.g_02150	Syae.g_00914
OG0000748	Syah.g_02140	Syae.g_00902
OG0000749	Syah.g_02138	Syae.g_00900
OG0000750	Syah.g_02137	Syae.g_00899
OG0000751	Syah.g_02130	Syae.g_00892
OG0000752	Syah.g_02128	Syae.g_00890
OG0000753	Syah.g_02125	Syae.g_00887
OG0000754	Syah.g_01431	Syae.g_00641
OG0000755	Syah.g_01423	Syae.g_00651
OG0000756	Syah.g_01422	Syae.g_00652
OG0000757	Syah.g_01415	Syae.g_00661
OG0000758	Syah.g_01414	Syae.g_00662
OG0000759	Syah.g_01413	Syae.g_00663
OG0000760	Syah.g_01412	Syae.g_00664
OG0000761	Syah.g_01411	Syae.g_00668
OG0000762	Syah.g_01409	Syae.g_00672
OG0000763	Syah.g_01407	Syae.g_00676
OG0000764	Syah.g_01406	Syae.g_00677
OG0000765	Syah.g_01392	Syae.g_00695
OG0000766	Syah.g_01391	Syae.g_00696
OG0000767	Syah.g_01389	Syae.g_00698
OG0000768	Syah.g_01388	Syae.g_00699
OG0000769	Syah.g_01386	Syae.g_00701
OG0000770	Syah.g_01383	Syae.g_00704
OG0000771	Syah.g_02042	Syae.g_00805
OG0000772	Syah.g_01351	Syae.g_00168
OG0000773	Syah.g_02187	Syae.g_00947
OG0000774	Syah.g_02191	Syae.g_00951
OG0000775	Syah.g_02193	Syae.g_00954
OG0000776	Syah.g_02194	Syae.g_00955
OG0000777	Syah.g_02195	Syae.g_00956
OG0000778	Syah.g_02196	Syae.g_00957
OG0000779	Syah.g_02201	Syae.g_00963
OG0000780	Syah.g_02205	Syae.g_00967
OG0000781	Syah.g_02209	Syae.g_00971
OG0000782	Syah.g_02210	Syae.g_00972
OG0000783	Syah.g_02211	Syae.g_00973
OG0000784	Syah.g_02212	Syae.g_00974
OG0000785	Syah.g_02214	Syae.g_00976
OG0000786	Syah.g_01171	Syae.g_02477
OG0000787	Syah.g_01170	Syae.g_02476
OG0000788	Syah.g_01922	Syae.g_00087
OG0000789	Syah.g_01556	Syae.g_00281
OG0000790	Syah.g_00981	Syae.g_02294
OG0000791	Syah.g_00980	Syae.g_02292
OG0000792	Syah.g_00979	Syae.g_02291
OG0000793	Syah.g_00974	Syae.g_02286
OG0000794	Syah.g_00973	Syae.g_02285
OG0000795	Syah.g_00972	Syae.g_02284
OG0000796	Syah.g_00968	Syae.g_02280
OG0000797	Syah.g_00967	Syae.g_02279
OG0000798	Syah.g_00627	Syae.g_01972
OG0000799	Syah.g_01326	Syae.g_00010
OG0000800	Syah.g_01325	Syae.g_00009
OG0000801	Syah.g_01324	Syae.g_00008
OG0000802	Syah.g_01320	Syae.g_02686
OG0000803	Syah.g_01315	Syae.g_02680
OG0000804	Syah.g_01312	Syae.g_02677
OG0000805	Syah.g_01303	Syae.g_02663
OG0000806	Syah.g_01301	Syae.g_02661
OG0000807	Syah.g_01299	Syae.g_02659
OG0000808	Syah.g_01298	Syae.g_02658
OG0000809	Syah.g_01295	Syae.g_02655
OG0000810	Syah.g_01294	Syae.g_02654
OG0000811	Syah.g_01286	Syae.g_02648
OG0000812	Syah.g_01284	Syae.g_02646
OG0000813	Syah.g_01283	Syae.g_02645
OG0000814	Syah.g_01281	Syae.g_02643
OG0000815	Syah.g_01280	Syae.g_02642
OG0000816	Syah.g_01279	Syae.g_02641
OG0000817	Syah.g_01278	Syae.g_02640
OG0000818	Syah.g_01272	Syae.g_02634
OG0000819	Syah.g_01271	Syae.g_02633
OG0000820	Syah.g_01270	Syae.g_02632
OG0000821	Syah.g_01265	Syae.g_02626
OG0000822	Syah.g_01263	Syae.g_02624
OG0000823	Syah.g_01262	Syae.g_02623
OG0000824	Syah.g_01258	Syae.g_02617
OG0000825	Syah.g_01257	Syae.g_02616
OG0000826	Syah.g_01256	Syae.g_02615
OG0000827	Syah.g_01254	Syae.g_02614
OG0000828	Syah.g_01251	Syae.g_02612
OG0000829	Syah.g_01250	Syae.g_02611
OG0000830	Syah.g_01249	Syae.g_02610
OG0000831	Syah.g_01247	Syae.g_02608
OG0000832	Syah.g_02311	Syae.g_01081
OG0000833	Syah.g_02322	Syae.g_01106
OG0000834	Syah.g_02324	Syae.g_01108
OG0000835	Syah.g_02325	Syae.g_01109
OG0000836	Syah.g_02329	Syae.g_01113
OG0000837	Syah.g_02330	Syae.g_01115
OG0000838	Syah.g_02334	Syae.g_01119
OG0000839	Syah.g_02335	Syae.g_01120
OG0000840	Syah.g_02336	Syae.g_01121
OG0000841	Syah.g_02337	Syae.g_01122
OG0000842	Syah.g_02338	Syae.g_01123
OG0000843	Syah.g_02339	Syae.g_01124
OG0000844	Syah.g_02341	Syae.g_01125
OG0000845	Syah.g_02342	Syae.g_01126
OG0000846	Syah.g_02343	Syae.g_01127
OG0000847	Syah.g_02344	Syae.g_01128
OG0000848	Syah.g_02346	Syae.g_01130
OG0000849	Syah.g_02347	Syae.g_01131
OG0000850	Syah.g_02349	Syae.g_01133
OG0000851	Syah.g_02359	Syae.g_01139
OG0000852	Syah.g_02360	Syae.g_01140
OG0000853	Syah.g_02364	Syae.g_01144
OG0000854	Syah.g_02366	Syae.g_01146
OG0000855	Syah.g_02367	Syae.g_01147
OG0000856	Syah.g_01951	Syae.g_00059
OG0000857	Syah.g_01761	Syae.g_00503
OG0000858	Syah.g_02373	Syae.g_01153
OG0000859	Syah.g_02374	Syae.g_01154
OG0000860	Syah.g_02386	Syae.g_01165
OG0000861	Syah.g_02387	Syae.g_01166
OG0000862	Syah.g_02389	Syae.g_01167
OG0000863	Syah.g_02391	Syae.g_01170
OG0000864	Syah.g_02392	Syae.g_01171
OG0000865	Syah.g_02396	Syae.g_01172
OG0000866	Syah.g_02397	Syae.g_01173
OG0000867	Syah.g_02398	Syae.g_01174
OG0000868	Syah.g_02401	Syae.g_01177
OG0000869	Syah.g_02406	Syae.g_01182
OG0000870	Syah.g_02411	Syae.g_01187
OG0000871	Syah.g_02412	Syae.g_01188
OG0000872	Syah.g_02421	Syae.g_01196
OG0000873	Syah.g_02424	Syae.g_01199
OG0000874	Syah.g_02420	Syae.g_01194
OG0000875	Syah.g_02426	Syae.g_01244
OG0000876	Syah.g_02250	Syae.g_01020
OG0000877	Syah.g_02254	Syae.g_01025
OG0000878	Syah.g_02255	Syae.g_01026
OG0000879	Syah.g_02256	Syae.g_01027
OG0000880	Syah.g_02257	Syae.g_01028
OG0000881	Syah.g_02262	Syae.g_01034
OG0000882	Syah.g_02267	Syae.g_01039
OG0000883	Syah.g_02270	Syae.g_01041
OG0000884	Syah.g_02272	Syae.g_01043
OG0000885	Syah.g_02273	Syae.g_01044
OG0000886	Syah.g_02274	Syae.g_01045
OG0000887	Syah.g_02275	Syae.g_01046
OG0000888	Syah.g_02277	Syae.g_01048
OG0000889	Syah.g_02279	Syae.g_01050
OG0000890	Syah.g_02284	Syae.g_01056
OG0000891	Syah.g_02285	Syae.g_01057
OG0000892	Syah.g_02288	Syae.g_01059
OG0000893	Syah.g_00684	Syae.g_02031
OG0000894	Syah.g_00690	Syae.g_02034
OG0000895	Syah.g_00694	Syae.g_02038
OG0000896	Syah.g_00695	Syae.g_02039
OG0000897	Syah.g_00697	Syae.g_02041
OG0000898	Syah.g_00698	Syae.g_02042
OG0000899	Syah.g_00699	Syae.g_02043
OG0000900	Syah.g_00700	Syae.g_02044
OG0000901	Syah.g_00705	Syae.g_02049
OG0000902	Syah.g_00707	Syae.g_02051
OG0000903	Syah.g_00739	Syae.g_02077
OG0000904	Syah.g_00734	Syae.g_02071
OG0000905	Syah.g_00731	Syae.g_02065
OG0000906	Syah.g_00729	Syae.g_02063
OG0000907	Syah.g_00741	Syae.g_02079
OG0000908	Syah.g_00744	Syae.g_02082
OG0000909	Syah.g_00745	Syae.g_02083
OG0000910	Syah.g_00746	Syae.g_02084
OG0000911	Syah.g_00748	Syae.g_02086
OG0000912	Syah.g_00749	Syae.g_02087
OG0000913	Syah.g_00750	Syae.g_02088
OG0000914	Syah.g_00751	Syae.g_02089
OG0000915	Syah.g_00752	Syae.g_02091
OG0000916	Syah.g_00753	Syae.g_02092
OG0000917	Syah.g_00754	Syae.g_02093
OG0000918	Syah.g_00755	Syae.g_02094
OG0000919	Syah.g_00756	Syae.g_02095
OG0000920	Syah.g_00757	Syae.g_02096
OG0000921	Syah.g_00758	Syae.g_02097
OG0000922	Syah.g_00759	Syae.g_02098
OG0000923	Syah.g_00763	Syae.g_02102
OG0000924	Syah.g_00764	Syae.g_02103
OG0000925	Syah.g_00765	Syae.g_02104
OG0000926	Syah.g_00766	Syae.g_02105
OG0000927	Syah.g_00768	Syae.g_02107
OG0000928	Syah.g_00769	Syae.g_02108
OG0000929	Syah.g_00770	Syae.g_02109
OG0000930	Syah.g_00771	Syae.g_02110
OG0000931	Syah.g_00772	Syae.g_02111
OG0000932	Syah.g_00773	Syae.g_02112
OG0000933	Syah.g_00778	Syae.g_02118
OG0000934	Syah.g_00780	Syae.g_02120
OG0000935	Syah.g_00781	Syae.g_02121
OG0000936	Syah.g_00782	Syae.g_02122
OG0000937	Syah.g_00783	Syae.g_02123
OG0000938	Syah.g_00787	Syae.g_02126
OG0000939	Syah.g_00788	Syae.g_02127
OG0000940	Syah.g_00795	Syae.g_02133
OG0000941	Syah.g_00797	Syae.g_02135
OG0000942	Syah.g_00799	Syae.g_02137
OG0000943	Syah.g_00800	Syae.g_02138
OG0000944	Syah.g_00802	Syae.g_02140
OG0000945	Syah.g_00804	Syae.g_02142
OG0000946	Syah.g_00809	Syae.g_02146
OG0000947	Syah.g_00812	Syae.g_02149
OG0000948	Syah.g_00813	Syae.g_02150
OG0000949	Syah.g_00173	Syae.g_01884
OG0000950	Syah.g_00184	Syae.g_01873
OG0000951	Syah.g_00190	Syae.g_01866
OG0000952	Syah.g_00202	Syae.g_01859
OG0000953	Syah.g_00207	Syae.g_01854
OG0000954	Syah.g_00233	Syae.g_01845
OG0000955	Syah.g_00234	Syae.g_01844
OG0000956	Syah.g_00236	Syae.g_01842
OG0000957	Syah.g_00248	Syae.g_01831
OG0000958	Syah.g_00249	Syae.g_01830
OG0000959	Syah.g_00253	Syae.g_01826
OG0000960	Syah.g_00254	Syae.g_01825
OG0000961	Syah.g_00259	Syae.g_01822
OG0000962	Syah.g_00262	Syae.g_01820
OG0000963	Syah.g_00267	Syae.g_01814
OG0000964	Syah.g_00268	Syae.g_01813
OG0000965	Syah.g_00269	Syae.g_01812
OG0000966	Syah.g_00288	Syae.g_01789
OG0000967	Syah.g_00300	Syae.g_01782
OG0000968	Syah.g_00295	Syae.g_01787
OG0000969	Syah.g_00297	Syae.g_01785
OG0000970	Syah.g_00298	Syae.g_01784
OG0000971	Syah.g_00303	Syae.g_01779
OG0000972	Syah.g_00304	Syae.g_01778
OG0000973	Syah.g_00305	Syae.g_01777
OG0000974	Syah.g_00306	Syae.g_01776
OG0000975	Syah.g_00307	Syae.g_01775
OG0000976	Syah.g_00308	Syae.g_01774
OG0000977	Syah.g_00310	Syae.g_01772
OG0000978	Syah.g_00312	Syae.g_01771
OG0000979	Syah.g_00315	Syae.g_01768
OG0000980	Syah.g_00318	Syae.g_01765
OG0000981	Syah.g_00321	Syae.g_01762
OG0000982	Syah.g_00511	Syae.g_01568
OG0000983	Syah.g_00510	Syae.g_01569
OG0000984	Syah.g_00509	Syae.g_01570
OG0000985	Syah.g_00505	Syae.g_01572
OG0000986	Syah.g_00496	Syae.g_01575
OG0000987	Syah.g_00494	Syae.g_01577
OG0000988	Syah.g_00489	Syae.g_01583
OG0000989	Syah.g_00481	Syae.g_01591
OG0000990	Syah.g_00466	Syae.g_01606
OG0000991	Syah.g_00462	Syae.g_01609
OG0000992	Syah.g_00460	Syae.g_01612
OG0000993	Syah.g_00459	Syae.g_01613
OG0000994	Syah.g_00457	Syae.g_01616
OG0000995	Syah.g_00452	Syae.g_01627
OG0000996	Syah.g_00412	Syae.g_01667
OG0000997	Syah.g_00403	Syae.g_01678
OG0000998	Syah.g_00401	Syae.g_01680
OG0000999	Syah.g_00400	Syae.g_01683
OG0001000	Syah.g_00397	Syae.g_01686
OG0001001	Syah.g_00392	Syae.g_01692
OG0001002	Syah.g_00386	Syae.g_01699
OG0001003	Syah.g_00384	Syae.g_01701
OG0001004	Syah.g_00383	Syae.g_01702
OG0001005	Syah.g_00382	Syae.g_01703
OG0001006	Syah.g_00375	Syae.g_01710
OG0001007	Syah.g_00373	Syae.g_01712
OG0001008	Syah.g_02235	Syae.g_00993
OG0001009	Syah.g_00344	Syae.g_01744
OG0001010	Syah.g_00343	Syae.g_01745
OG0001011	Syah.g_00342	Syae.g_01747
OG0001012	Syah.g_00514	Syae.g_01564
OG0001013	Syah.g_00527	Syae.g_01552
OG0001014	Syah.g_00531	Syae.g_01548
OG0001015	Syah.g_00532	Syae.g_01547
OG0001016	Syah.g_02487	Syae.g_01290
OG0001017	Syah.g_02493	Syae.g_01296
OG0001018	Syah.g_02495	Syae.g_01298
OG0001019	Syah.g_02512	Syae.g_01334
OG0001020	Syah.g_02517	Syae.g_01340
OG0001021	Syah.g_02521	Syae.g_01344
OG0001022	Syah.g_02524	Syae.g_01348
OG0001023	Syah.g_02525	Syae.g_01349
OG0001024	Syah.g_02529	Syae.g_01353
OG0001025	Syah.g_02534	Syae.g_01360
OG0001026	Syah.g_02547	Syae.g_01373
OG0001027	Syah.g_00001	Syae.g_01377
OG0001028	Syah.g_00003	Syae.g_01379
OG0001029	Syah.g_00005	Syae.g_01381
OG0001030	Syah.g_00025	Syae.g_01403
OG0001031	Syah.g_00611	Syae.g_01475
OG0001032	Syah.g_00609	Syae.g_01479
OG0001033	Syah.g_00577	Syae.g_01505
OG0001034	Syah.g_00908	Syae.g_02238
OG0001035	Syah.g_00660	Syae.g_02006
OG0001036	Syah.g_00655	Syae.g_02001
OG0001037	Syah.g_00653	Syae.g_01999
OG0001038	Syah.g_00626	Syae.g_01971
OG0001039	Syah.g_00623	Syae.g_01968
OG0001040	Syah.g_00090	Syae.g_01965
OG0001042	Syah.g_00122	Syae.g_01935
OG0001043	Syah.g_00126	Syae.g_01931
OG0001044	Syah.g_00857	Syae.g_02191
OG0001045	Syah.g_00870	Syae.g_02204
OG0001046	Syah.g_01647	Syae.g_00385
OG0001047	Syah.g_02233	Syae.g_00991
OG0001048	Syah.g_02232	Syae.g_00990
OG0001049	Syah.g_02225	Syae.g_00987
OG0001050	Syah.g_02224	Syae.g_00986
OG0001051	Syah.g_02223	Syae.g_00985
OG0001052	Syah.g_01217	Syae.g_02526
OG0001053	Syah.g_01000	Syae.g_02312
OG0001054	Syah.g_01017	Syae.g_02329
OG0001055	Syah.g_01037	Syae.g_02350
OG0001056	Syah.g_01069	Syae.g_02379
OG0001057	Syah.g_01075	Syae.g_02388
OG0001058	Syah.g_01091	Syae.g_02402
OG0001059	Syah.g_01095	Syae.g_02406
OG0001060	Syah.g_01102	Syae.g_02412
OG0001061	Syah.g_01123	Syae.g_02434
OG0001062	Syah.g_01125	Syae.g_02436
OG0001063	Syah.g_01129	Syae.g_02440
OG0001064	Syah.g_01130	Syae.g_02441
OG0001065	Syah.g_01131	Syae.g_02442
OG0001066	Syah.g_01132	Syae.g_02443
OG0001067	Syah.g_01133	Syae.g_02444
OG0001068	Syah.g_01134	Syae.g_02445
OG0001069	Syah.g_01135	Syae.g_02446
OG0001070	Syah.g_01138	Syae.g_02449
OG0001071	Syah.g_01139	Syae.g_02450
OG0001072	Syah.g_01144	Syae.g_02454
OG0001074	Syah.g_01970	Syae.g_00027
OG0001075	Syah.g_01969	Syae.g_00029
OG0001076	Syah.g_01959	Syae.g_00050
OG0001077	Syah.g_01948	Syae.g_00061
OG0001078	Syah.g_01934	Syae.g_00075
OG0001079	Syah.g_01921	Syae.g_00088
OG0001080	Syah.g_01538	Syae.g_00267
OG0001081	Syah.g_01487	Syae.g_00615
OG0001082	Syah.g_01488	Syae.g_00614
OG0001083	Syah.g_01495	Syae.g_00605
OG0001084	Syah.g_01496	Syae.g_00604
OG0001085	Syah.g_01506	Syae.g_00594
OG0001086	Syah.g_01508	Syae.g_00592
OG0001087	Syah.g_01992	Syae.g_00751
OG0001088	Syah.g_01995	Syae.g_00755
OG0001089	Syah.g_02019	Syae.g_00781
OG0001090	Syah.g_01728	Syae.g_00471
OG0001091	Syah.g_01726	Syae.g_00469
OG0001092	Syah.g_01724	Syae.g_00466
OG0001093	Syah.g_01718	Syae.g_00460
OG0001094	Syah.g_01785	Syae.g_00527
OG0001095	Syah.g_01764	Syae.g_00506
OG0001096	Syah.g_01748	Syae.g_00490
OG0001097	Syah.g_02094	Syae.g_00845
OG0001098	Syah.g_01542	Syae.g_00269
OG0001099	Syah.g_00004	Syae.g_01380
OG0001100	Syah.g_01522	Syae.g_00583
OG0001101	Syah.g_01523	Syae.g_00581
OG0001102	Syah.g_01526	Syae.g_00578
OG0001103	Syah.g_01528	Syae.g_00576
OG0001104	Syah.g_01801	Syae.g_00544
OG0001105	Syah.g_01797	Syae.g_00540
OG0001106	Syah.g_01609	Syae.g_00346
OG0001107	Syah.g_01620	Syae.g_00358
OG0001108	Syah.g_01628	Syae.g_00366
OG0001109	Syah.g_01630	Syae.g_00368
OG0001110	Syah.g_01632	Syae.g_00370
OG0001111	Syah.g_01634	Syae.g_00372
OG0001112	Syah.g_01636	Syae.g_00374
OG0001113	Syah.g_01637	Syae.g_00375
OG0001114	Syah.g_01638	Syae.g_00376
OG0001115	Syah.g_01642	Syae.g_00380
OG0001116	Syah.g_01644	Syae.g_00382
OG0001117	Syah.g_01645	Syae.g_00383
OG0001118	Syah.g_01646	Syae.g_00384
OG0001119	Syah.g_01648	Syae.g_00386
OG0001120	Syah.g_01652	Syae.g_00390
OG0001121	Syah.g_00927, Syah.g_02183	Syae.g_00133
OG0001122	Syah.g_01679	Syae.g_00417
OG0001123	Syah.g_01686	Syae.g_00424
OG0001124	Syah.g_01688	Syae.g_00426
OG0001125	Syah.g_01690	Syae.g_00428
OG0001126	Syah.g_02058	Syae.g_00807
OG0001127	Syah.g_02057	Syae.g_00806
OG0001128	Syah.g_02040	Syae.g_00803
OG0001129	Syah.g_02038	Syae.g_00801
OG0001130	Syah.g_02037	Syae.g_00800
OG0001131	Syah.g_01819	Syae.g_00562
OG0001132	Syah.g_01850	Syae.g_00242
OG0001133	Syah.g_01957	Syae.g_00053
OG0001134	Syah.g_01437	Syae.g_00638
OG0001135	Syah.g_01439	Syae.g_00636
OG0001136	Syah.g_02160	Syae.g_00923
OG0001137	Syah.g_02141	Syae.g_00903
OG0001138	Syah.g_01421	Syae.g_00654
OG0001139	Syah.g_01419	Syae.g_00656
OG0001140	Syah.g_01418	Syae.g_00657
OG0001141	Syah.g_01417	Syae.g_00658
OG0001142	Syah.g_01416	Syae.g_00660
OG0001143	Syah.g_01408	Syae.g_00673
OG0001144	Syah.g_01399	Syae.g_00684
OG0001145	Syah.g_02188	Syae.g_00948
OG0001146	Syah.g_02206	Syae.g_00968
OG0001147	Syah.g_01234	Syae.g_02536
OG0001148	Syah.g_00984	Syae.g_02297
