Orthogroup	Syah	Prbc
OG0000564	Syah.g_01100	Prbc.g_01638
OG0000565	Syah.g_01104	Prbc.g_01641
OG0000566	Syah.g_01108	Prbc.g_01643
OG0000567	Syah.g_01112	Prbc.g_01647
OG0000568	Syah.g_01116	Prbc.g_01648
OG0000569	Syah.g_01117	Prbc.g_01649
OG0000570	Syah.g_01118	Prbc.g_01650
OG0000571	Syah.g_01122	Prbc.g_01652
OG0000572	Syah.g_01137	Prbc.g_01663
OG0000573	Syah.g_01146	Prbc.g_01668
OG0000574	Syah.g_01147	Prbc.g_01670
OG0000575	Syah.g_01151	Prbc.g_01673
OG0000576	Syah.g_01153	Prbc.g_01675
OG0000577	Syah.g_01154	Prbc.g_01676
OG0000578	Syah.g_01155	Prbc.g_01677
OG0000579	Syah.g_01156	Prbc.g_01678
OG0000580	Syah.g_01157	Prbc.g_01679
OG0000581	Syah.g_01163	Prbc.g_01682
OG0000582	Syah.g_01979	Prbc.g_01685
OG0000583	Syah.g_01978	Prbc.g_01686
OG0000584	Syah.g_01977	Prbc.g_01687
OG0000585	Syah.g_01975	Prbc.g_01689
OG0000586	Syah.g_01974	Prbc.g_01690
OG0000587	Syah.g_01972	Prbc.g_01691
OG0000588	Syah.g_01966	Prbc.g_01695
OG0000589	Syah.g_01962	Prbc.g_01698
OG0000590	Syah.g_01961	Prbc.g_01699
OG0000591	Syah.g_01954	Prbc.g_01702
OG0000592	Syah.g_01953	Prbc.g_01703
OG0000593	Syah.g_01939	Prbc.g_01709
OG0000594	Syah.g_01938	Prbc.g_01710
OG0000595	Syah.g_01937	Prbc.g_01711
OG0000596	Syah.g_01932	Prbc.g_01715
OG0000597	Syah.g_01929	Prbc.g_01717
OG0000598	Syah.g_01928	Prbc.g_01718
OG0000599	Syah.g_01925	Prbc.g_01721
OG0000600	Syah.g_01924	Prbc.g_01722
OG0000601	Syah.g_01923	Prbc.g_01723
OG0000602	Syah.g_01917	Prbc.g_01725
OG0000603	Syah.g_01916	Prbc.g_01726
OG0000604	Syah.g_01913	Prbc.g_01727
OG0000605	Syah.g_01825	Prbc.g_01728
OG0000606	Syah.g_01485	Prbc.g_01731
OG0000607	Syah.g_01489	Prbc.g_01734
OG0000608	Syah.g_01490	Prbc.g_01735
OG0000609	Syah.g_01492	Prbc.g_01736
OG0000610	Syah.g_01499	Prbc.g_01742
OG0000611	Syah.g_01502	Prbc.g_01745
OG0000612	Syah.g_01503	Prbc.g_01746
OG0000613	Syah.g_00147	Prbc.g_01752
OG0000614	Syah.g_02004	Prbc.g_01775
OG0000615	Syah.g_01814	Prbc.g_01782
OG0000616	Syah.g_00389	Prbc.g_01055
OG0000617	Syah.g_01722	Prbc.g_01793
OG0000618	Syah.g_01721	Prbc.g_01794
OG0000619	Syah.g_01720	Prbc.g_01795
OG0000620	Syah.g_01713	Prbc.g_01798
OG0000621	Syah.g_01712	Prbc.g_01799
OG0000622	Syah.g_01711	Prbc.g_01800
OG0000623	Syah.g_01710	Prbc.g_01801
OG0000624	Syah.g_01708	Prbc.g_01803
OG0000625	Syah.g_01707	Prbc.g_01804
OG0000626	Syah.g_01706	Prbc.g_01805
OG0000627	Syah.g_01569	Prbc.g_01807
OG0000628	Syah.g_01570	Prbc.g_01808
OG0000629	Syah.g_01573	Prbc.g_01809
OG0000630	Syah.g_01577	Prbc.g_01812
OG0000631	Syah.g_01582	Prbc.g_02007
OG0000632	Syah.g_01583	Prbc.g_02008
OG0000633	Syah.g_01584	Prbc.g_02009
OG0000634	Syah.g_01783	Prbc.g_01854
OG0000635	Syah.g_01782	Prbc.g_01855
OG0000636	Syah.g_01780	Prbc.g_01857
OG0000637	Syah.g_01778	Prbc.g_01859
OG0000638	Syah.g_01777	Prbc.g_01860
OG0000639	Syah.g_01776	Prbc.g_01861
OG0000640	Syah.g_01775	Prbc.g_01862
OG0000641	Syah.g_01771	Prbc.g_01866
OG0000642	Syah.g_01770	Prbc.g_01867
OG0000643	Syah.g_01768	Prbc.g_01868
OG0000644	Syah.g_01767	Prbc.g_01869
OG0000645	Syah.g_01765	Prbc.g_01870
OG0000646	Syah.g_01762	Prbc.g_01873
OG0000647	Syah.g_01760	Prbc.g_01875
OG0000648	Syah.g_01757	Prbc.g_01877
OG0000649	Syah.g_01756	Prbc.g_01878
OG0000650	Syah.g_01755	Prbc.g_01879
OG0000651	Syah.g_01754	Prbc.g_01880
OG0000652	Syah.g_01753	Prbc.g_01881
OG0000653	Syah.g_01751	Prbc.g_01883
OG0000654	Syah.g_01750	Prbc.g_01884
OG0000655	Syah.g_01749	Prbc.g_01885
OG0000656	Syah.g_01746	Prbc.g_01888
OG0000657	Syah.g_02083	Prbc.g_01895
OG0000658	Syah.g_02086	Prbc.g_01897
OG0000659	Syah.g_02087	Prbc.g_01898
OG0000660	Syah.g_02091	Prbc.g_01903
OG0000661	Syah.g_02093	Prbc.g_01905
OG0000662	Syah.g_02095	Prbc.g_01907
OG0000663	Syah.g_02098	Prbc.g_01909
OG0000664	Syah.g_02099	Prbc.g_01910
OG0000665	Syah.g_01895	Prbc.g_01914
OG0000666	Syah.g_01826	Prbc.g_01915
OG0000667	Syah.g_00714	Prbc.g_01919
OG0000668	Syah.g_01680	Prbc.g_01959
OG0000669	Syah.g_01520	Prbc.g_01967
OG0000670	Syah.g_02352	Prbc.g_01970
OG0000671	Syah.g_01524	Prbc.g_01972
OG0000672	Syah.g_01527	Prbc.g_01975
OG0000673	Syah.g_01530	Prbc.g_01978
OG0000674	Syah.g_01532	Prbc.g_01980
OG0000675	Syah.g_01533	Prbc.g_01981
OG0000676	Syah.g_01535	Prbc.g_01983
OG0000677	Syah.g_01536	Prbc.g_01984
OG0000678	Syah.g_01821	Prbc.g_01987
OG0000679	Syah.g_01812	Prbc.g_01991
OG0000680	Syah.g_01811	Prbc.g_01992
OG0000681	Syah.g_01808	Prbc.g_01995
OG0000682	Syah.g_01807	Prbc.g_01996
OG0000683	Syah.g_01806	Prbc.g_01997
OG0000684	Syah.g_01802	Prbc.g_01837
OG0000685	Syah.g_01800	Prbc.g_01839
OG0000686	Syah.g_01799	Prbc.g_01840
OG0000687	Syah.g_01798	Prbc.g_01841
OG0000688	Syah.g_01793	Prbc.g_01844
OG0000689	Syah.g_01791	Prbc.g_01845
OG0000690	Syah.g_01790	Prbc.g_01846
OG0000691	Syah.g_01789	Prbc.g_01847
OG0000692	Syah.g_01788	Prbc.g_01849
OG0000693	Syah.g_01787	Prbc.g_01850
OG0000694	Syah.g_01786	Prbc.g_01851
OG0000695	Syah.g_01586	Prbc.g_02011
OG0000696	Syah.g_01587	Prbc.g_02012
OG0000697	Syah.g_01589	Prbc.g_02013
OG0000698	Syah.g_01592	Prbc.g_02016
OG0000699	Syah.g_01594	Prbc.g_02017
OG0000700	Syah.g_01595	Prbc.g_02018
OG0000701	Syah.g_01596	Prbc.g_02019
OG0000702	Syah.g_01604	Prbc.g_02021
OG0000703	Syah.g_01605	Prbc.g_02022
OG0000704	Syah.g_01608	Prbc.g_02023
OG0000705	Syah.g_01614	Prbc.g_02029
OG0000706	Syah.g_01615	Prbc.g_02030
OG0000707	Syah.g_01616	Prbc.g_02031
OG0000708	Syah.g_01619	Prbc.g_02033
OG0000709	Syah.g_01627	Prbc.g_02037
OG0000710	Syah.g_01631	Prbc.g_02040
OG0000711	Syah.g_01661	Prbc.g_02055
OG0000712	Syah.g_01662	Prbc.g_02057
OG0000713	Syah.g_01663	Prbc.g_02058
OG0000714	Syah.g_01665	Prbc.g_02059
OG0000715	Syah.g_01667	Prbc.g_02061
OG0000716	Syah.g_01671	Prbc.g_02062
OG0000717	Syah.g_01672	Prbc.g_02063
OG0000718	Syah.g_01676	Prbc.g_02079
OG0000719	Syah.g_01678	Prbc.g_02080
OG0000720	Syah.g_01691	Prbc.g_02091
OG0000721	Syah.g_01693	Prbc.g_02092
OG0000722	Syah.g_01694	Prbc.g_02093
OG0000723	Syah.g_01704	Prbc.g_02097
OG0000724	Syah.g_02036	Prbc.g_02108
OG0000725	Syah.g_02027	Prbc.g_01934
OG0000726	Syah.g_02026	Prbc.g_01933
OG0000727	Syah.g_02025	Prbc.g_01932
OG0000728	Syah.g_02023	Prbc.g_01930
OG0000729	Syah.g_00263	Prbc.g_00201
OG0000730	Syah.g_00855	Prbc.g_01244
OG0000731	Syah.g_00867	Prbc.g_01252
OG0000732	Syah.g_00319	Prbc.g_00987
OG0000733	Syah.g_00473	Prbc.g_00897
OG0000734	Syah.g_02545	Prbc.g_01462
OG0000735	Syah.g_02178	Prbc.g_01460
OG0000736	Syah.g_02177	Prbc.g_01459
OG0000737	Syah.g_02176	Prbc.g_01458
OG0000738	Syah.g_02170	Prbc.g_01454
OG0000739	Syah.g_02165	Prbc.g_01453
OG0000740	Syah.g_02164	Prbc.g_01452
OG0000741	Syah.g_02161	Prbc.g_01450
OG0000742	Syah.g_02159	Prbc.g_01447
OG0000743	Syah.g_02157	Prbc.g_01445
OG0000744	Syah.g_02156	Prbc.g_01444
OG0000745	Syah.g_02154	Prbc.g_01442
OG0000746	Syah.g_02151	Prbc.g_01440
OG0000747	Syah.g_02150	Prbc.g_01439
OG0000748	Syah.g_02140	Prbc.g_01435
OG0000749	Syah.g_02138	Prbc.g_01434
OG0000750	Syah.g_02137	Prbc.g_01433
OG0000751	Syah.g_02130	Prbc.g_01430
OG0000752	Syah.g_02128	Prbc.g_01428
OG0000753	Syah.g_02125	Prbc.g_01426
OG0000754	Syah.g_01431	Prbc.g_01422
OG0000755	Syah.g_01423	Prbc.g_01418
OG0000756	Syah.g_01422	Prbc.g_01417
OG0000757	Syah.g_01415	Prbc.g_01410
OG0000758	Syah.g_01414	Prbc.g_01409
OG0000759	Syah.g_01413	Prbc.g_01408
OG0000760	Syah.g_01412	Prbc.g_01407
OG0000761	Syah.g_01411	Prbc.g_01406
OG0000762	Syah.g_01409	Prbc.g_01405
OG0000763	Syah.g_01407	Prbc.g_01403
OG0000764	Syah.g_01406	Prbc.g_01402
OG0000765	Syah.g_01392	Prbc.g_01394
OG0000766	Syah.g_01391	Prbc.g_01393
OG0000767	Syah.g_01389	Prbc.g_01392
OG0000768	Syah.g_01388	Prbc.g_01391
OG0000769	Syah.g_01386	Prbc.g_01389
OG0000770	Syah.g_01383	Prbc.g_01388
OG0000771	Syah.g_02042	Prbc.g_02103
OG0000772	Syah.g_01351	Prbc.g_01320
OG0000773	Syah.g_02187	Prbc.g_00557
OG0000774	Syah.g_02191	Prbc.g_00560
OG0000775	Syah.g_02193	Prbc.g_00561
OG0000776	Syah.g_02194	Prbc.g_00562
OG0000777	Syah.g_02195	Prbc.g_00563
OG0000778	Syah.g_02196	Prbc.g_00564
OG0000779	Syah.g_02201	Prbc.g_00568
OG0000780	Syah.g_02205	Prbc.g_00569
OG0000781	Syah.g_02209	Prbc.g_00571
OG0000782	Syah.g_02210	Prbc.g_00572
OG0000783	Syah.g_02211	Prbc.g_00573
OG0000784	Syah.g_02212	Prbc.g_00574
OG0000785	Syah.g_02214	Prbc.g_00576
OG0000786	Syah.g_01171	Prbc.g_00579
OG0000787	Syah.g_01170	Prbc.g_00580
OG0000788	Syah.g_01922	Prbc.g_01820
OG0000789	Syah.g_01556	Prbc.g_02100
OG0000790	Syah.g_00981	Prbc.g_00662
OG0000791	Syah.g_00980	Prbc.g_00664
OG0000792	Syah.g_00979	Prbc.g_00665
OG0000793	Syah.g_00974	Prbc.g_00668
OG0000794	Syah.g_00973	Prbc.g_00669
OG0000795	Syah.g_00972	Prbc.g_00670
OG0000796	Syah.g_00968	Prbc.g_00674
OG0000797	Syah.g_00967	Prbc.g_00675
OG0000799	Syah.g_01326	Prbc.g_00690
OG0000800	Syah.g_01325	Prbc.g_00691
OG0000801	Syah.g_01324	Prbc.g_00692
OG0000802	Syah.g_01320	Prbc.g_00694
OG0000803	Syah.g_01315	Prbc.g_00696
OG0000804	Syah.g_01312	Prbc.g_00697
OG0000805	Syah.g_01303	Prbc.g_00699
OG0000806	Syah.g_01301	Prbc.g_00701
OG0000807	Syah.g_01299	Prbc.g_00702
OG0000808	Syah.g_01298	Prbc.g_00703
OG0000809	Syah.g_01295	Prbc.g_00707
OG0000810	Syah.g_01294	Prbc.g_00708
OG0000811	Syah.g_01286	Prbc.g_00712
OG0000812	Syah.g_01284	Prbc.g_00714
OG0000813	Syah.g_01283	Prbc.g_00715
OG0000814	Syah.g_01281	Prbc.g_00717
OG0000815	Syah.g_01280	Prbc.g_00718
OG0000816	Syah.g_01279	Prbc.g_00720
OG0000817	Syah.g_01278	Prbc.g_00721
OG0000818	Syah.g_01272	Prbc.g_00725
OG0000819	Syah.g_01271	Prbc.g_00726
OG0000820	Syah.g_01270	Prbc.g_00727
OG0000821	Syah.g_01265	Prbc.g_00730
OG0000822	Syah.g_01263	Prbc.g_00731
OG0000823	Syah.g_01262	Prbc.g_00732
OG0000824	Syah.g_01258	Prbc.g_00735
OG0000825	Syah.g_01257	Prbc.g_00736
OG0000826	Syah.g_01256	Prbc.g_00737
OG0000827	Syah.g_01254	Prbc.g_00738
OG0000828	Syah.g_01251	Prbc.g_00741
OG0000829	Syah.g_01250	Prbc.g_00742
OG0000830	Syah.g_01249	Prbc.g_00743
OG0000831	Syah.g_01247	Prbc.g_00745
OG0000832	Syah.g_02311	Prbc.g_00755
OG0000833	Syah.g_02322	Prbc.g_00763
OG0000834	Syah.g_02324	Prbc.g_00764
OG0000835	Syah.g_02325	Prbc.g_00765
OG0000836	Syah.g_02329	Prbc.g_00766
OG0000837	Syah.g_02330	Prbc.g_00767
OG0000838	Syah.g_02334	Prbc.g_00769
OG0000839	Syah.g_02335	Prbc.g_00770
OG0000840	Syah.g_02336	Prbc.g_00771
OG0000841	Syah.g_02337	Prbc.g_00772
OG0000842	Syah.g_02338	Prbc.g_00773
OG0000843	Syah.g_02339	Prbc.g_00774
OG0000844	Syah.g_02341	Prbc.g_00775
OG0000845	Syah.g_02342	Prbc.g_00776
OG0000846	Syah.g_02343	Prbc.g_00777
OG0000847	Syah.g_02344	Prbc.g_00778
OG0000848	Syah.g_02346	Prbc.g_00779
OG0000849	Syah.g_02347	Prbc.g_00780
OG0000850	Syah.g_02349	Prbc.g_00782
OG0000851	Syah.g_02359	Prbc.g_00783
OG0000852	Syah.g_02360	Prbc.g_00784
OG0000853	Syah.g_02364	Prbc.g_00789
OG0000854	Syah.g_02366	Prbc.g_00791
OG0000855	Syah.g_02367	Prbc.g_00792
OG0000856	Syah.g_01951	Prbc.g_00677
OG0000857	Syah.g_01761	Prbc.g_01874
OG0000858	Syah.g_02373	Prbc.g_00827
OG0000859	Syah.g_02374	Prbc.g_00828
OG0000860	Syah.g_02386	Prbc.g_00834
OG0000861	Syah.g_02387	Prbc.g_00835
OG0000862	Syah.g_02389	Prbc.g_00836
OG0000863	Syah.g_02391	Prbc.g_00837
OG0000864	Syah.g_02392	Prbc.g_00838
OG0000865	Syah.g_02396	Prbc.g_00839
OG0000866	Syah.g_02397	Prbc.g_00840
OG0000867	Syah.g_02398	Prbc.g_00841
OG0000868	Syah.g_02401	Prbc.g_00842
OG0000869	Syah.g_02406	Prbc.g_00845
OG0000870	Syah.g_02411	Prbc.g_00850
OG0000871	Syah.g_02412	Prbc.g_00851
OG0000872	Syah.g_02421	Prbc.g_00852
OG0000873	Syah.g_02424	Prbc.g_00855
OG0000874	Syah.g_02420	Prbc.g_00858
OG0000875	Syah.g_02426	Prbc.g_00860
OG0000876	Syah.g_02250	Prbc.g_00861
OG0000877	Syah.g_02254	Prbc.g_00863
OG0000878	Syah.g_02255	Prbc.g_00864
OG0000879	Syah.g_02256	Prbc.g_00865
OG0000880	Syah.g_02257	Prbc.g_00866
OG0000881	Syah.g_02262	Prbc.g_00869
OG0000882	Syah.g_02267	Prbc.g_00874
OG0000883	Syah.g_02270	Prbc.g_00876
OG0000884	Syah.g_02272	Prbc.g_00878
OG0000885	Syah.g_02273	Prbc.g_00879
OG0000886	Syah.g_02274	Prbc.g_00880
OG0000887	Syah.g_02275	Prbc.g_00881
OG0000888	Syah.g_02277	Prbc.g_00883
OG0000889	Syah.g_02279	Prbc.g_00885
OG0000890	Syah.g_02284	Prbc.g_00886
OG0000891	Syah.g_02285	Prbc.g_00887
OG0000892	Syah.g_02288	Prbc.g_00889
OG0000893	Syah.g_00684	Prbc.g_00933
OG0000894	Syah.g_00690	Prbc.g_00936
OG0000895	Syah.g_00694	Prbc.g_00939
OG0000896	Syah.g_00695	Prbc.g_00940
OG0000897	Syah.g_00697	Prbc.g_00942
OG0000898	Syah.g_00698	Prbc.g_00943
OG0000899	Syah.g_00699	Prbc.g_00944
OG0000900	Syah.g_00700	Prbc.g_00945
OG0000901	Syah.g_00705	Prbc.g_00948
OG0000902	Syah.g_00707	Prbc.g_00950
OG0000903	Syah.g_00739	Prbc.g_00960
OG0000904	Syah.g_00734	Prbc.g_00955
OG0000905	Syah.g_00731	Prbc.g_00952
OG0000906	Syah.g_00729	Prbc.g_00951
OG0000907	Syah.g_00741	Prbc.g_00327
OG0000908	Syah.g_00744	Prbc.g_00324
OG0000909	Syah.g_00745	Prbc.g_00323
OG0000910	Syah.g_00746	Prbc.g_00322
OG0000911	Syah.g_00748	Prbc.g_00320
OG0000912	Syah.g_00749	Prbc.g_00319
OG0000913	Syah.g_00750	Prbc.g_00318
OG0000914	Syah.g_00751	Prbc.g_00317
OG0000915	Syah.g_00752	Prbc.g_00316
OG0000916	Syah.g_00753	Prbc.g_00315
OG0000917	Syah.g_00754	Prbc.g_00314
OG0000918	Syah.g_00755	Prbc.g_00313
OG0000919	Syah.g_00756	Prbc.g_00312
OG0000920	Syah.g_00757	Prbc.g_00311
OG0000921	Syah.g_00758	Prbc.g_00310
OG0000922	Syah.g_00759	Prbc.g_00309
OG0000923	Syah.g_00763	Prbc.g_00305
OG0000924	Syah.g_00764	Prbc.g_00304
OG0000925	Syah.g_00765	Prbc.g_00303
OG0000926	Syah.g_00766	Prbc.g_00302
OG0000927	Syah.g_00768	Prbc.g_00300
OG0000928	Syah.g_00769	Prbc.g_00299
OG0000929	Syah.g_00770	Prbc.g_00298
OG0000930	Syah.g_00771	Prbc.g_00297
OG0000931	Syah.g_00772	Prbc.g_00296
OG0000932	Syah.g_00773	Prbc.g_00295
OG0000933	Syah.g_00778	Prbc.g_00291
OG0000934	Syah.g_00780	Prbc.g_00289
OG0000935	Syah.g_00781	Prbc.g_00288
OG0000936	Syah.g_00782	Prbc.g_00287
OG0000937	Syah.g_00783	Prbc.g_00286
OG0000938	Syah.g_00787	Prbc.g_00283
OG0000939	Syah.g_00788	Prbc.g_00282
OG0000940	Syah.g_00795	Prbc.g_00275
OG0000941	Syah.g_00797	Prbc.g_00273
OG0000942	Syah.g_00799	Prbc.g_00271
OG0000943	Syah.g_00800	Prbc.g_00270
OG0000944	Syah.g_00802	Prbc.g_00268
OG0000945	Syah.g_00804	Prbc.g_00267
OG0000946	Syah.g_00809	Prbc.g_00248
OG0000947	Syah.g_00812	Prbc.g_00246
OG0000948	Syah.g_00813	Prbc.g_00245
OG0000949	Syah.g_00173	Prbc.g_00242
OG0000950	Syah.g_00184	Prbc.g_00237
OG0000951	Syah.g_00190	Prbc.g_00233
OG0000952	Syah.g_00202	Prbc.g_00229
OG0000953	Syah.g_00207	Prbc.g_00225
OG0000954	Syah.g_00233	Prbc.g_00221
OG0000955	Syah.g_00234	Prbc.g_00220
OG0000956	Syah.g_00236	Prbc.g_00218
OG0000957	Syah.g_00248	Prbc.g_00213
OG0000958	Syah.g_00249	Prbc.g_00212
OG0000959	Syah.g_00253	Prbc.g_00208
OG0000960	Syah.g_00254	Prbc.g_00207
OG0000961	Syah.g_00259	Prbc.g_00204
OG0000962	Syah.g_00262	Prbc.g_00202
OG0000963	Syah.g_00267	Prbc.g_00197
OG0000964	Syah.g_00268	Prbc.g_00196
OG0000965	Syah.g_00269	Prbc.g_00195
OG0000966	Syah.g_00288	Prbc.g_00965
OG0000967	Syah.g_00300	Prbc.g_00969
OG0000968	Syah.g_00295	Prbc.g_00971
OG0000969	Syah.g_00297	Prbc.g_00972
OG0000970	Syah.g_00298	Prbc.g_00973
OG0000971	Syah.g_00303	Prbc.g_00974
OG0000972	Syah.g_00304	Prbc.g_00975
OG0000973	Syah.g_00305	Prbc.g_00976
OG0000974	Syah.g_00306	Prbc.g_00977
OG0000975	Syah.g_00307	Prbc.g_00978
OG0000976	Syah.g_00308	Prbc.g_00979
OG0000977	Syah.g_00310	Prbc.g_00980
OG0000978	Syah.g_00312	Prbc.g_00981
OG0000979	Syah.g_00315	Prbc.g_00984
OG0000980	Syah.g_00318	Prbc.g_00986
OG0000981	Syah.g_00321	Prbc.g_00989
OG0000982	Syah.g_00511	Prbc.g_00991
OG0000983	Syah.g_00510	Prbc.g_00992
OG0000984	Syah.g_00509	Prbc.g_00993
OG0000985	Syah.g_00505	Prbc.g_00996
OG0000986	Syah.g_00496	Prbc.g_00998
OG0000987	Syah.g_00494	Prbc.g_00999
OG0000988	Syah.g_00489	Prbc.g_01002
OG0000989	Syah.g_00481	Prbc.g_01006
OG0000990	Syah.g_00466	Prbc.g_01011
OG0000991	Syah.g_00462	Prbc.g_01012
OG0000992	Syah.g_00460	Prbc.g_01015
OG0000993	Syah.g_00459	Prbc.g_01016
OG0000994	Syah.g_00457	Prbc.g_01017
OG0000995	Syah.g_00452	Prbc.g_01021
OG0000996	Syah.g_00412	Prbc.g_01022
OG0000997	Syah.g_00403	Prbc.g_01043
OG0000998	Syah.g_00401	Prbc.g_01045
OG0000999	Syah.g_00400	Prbc.g_01046
OG0001000	Syah.g_00397	Prbc.g_01049
OG0001001	Syah.g_00392	Prbc.g_01052
OG0001002	Syah.g_00386	Prbc.g_01057
OG0001003	Syah.g_00384	Prbc.g_01060
OG0001004	Syah.g_00383	Prbc.g_01061
OG0001005	Syah.g_00382	Prbc.g_01062
OG0001006	Syah.g_00375	Prbc.g_01067
OG0001007	Syah.g_00373	Prbc.g_01069
OG0001008	Syah.g_02235	Prbc.g_01498
OG0001009	Syah.g_00344	Prbc.g_01097
OG0001010	Syah.g_00343	Prbc.g_01098
OG0001011	Syah.g_00342	Prbc.g_01099
OG0001012	Syah.g_00514	Prbc.g_01121
OG0001013	Syah.g_00527	Prbc.g_01126
OG0001014	Syah.g_00531	Prbc.g_01129
OG0001015	Syah.g_00532	Prbc.g_01130
OG0001016	Syah.g_02487	Prbc.g_00500
OG0001017	Syah.g_02493	Prbc.g_00496
OG0001018	Syah.g_02495	Prbc.g_00493
OG0001019	Syah.g_02512	Prbc.g_00484
OG0001020	Syah.g_02517	Prbc.g_00483
OG0001021	Syah.g_02521	Prbc.g_00482
OG0001022	Syah.g_02524	Prbc.g_00479
OG0001023	Syah.g_02525	Prbc.g_00478
OG0001024	Syah.g_02529	Prbc.g_00475
OG0001025	Syah.g_02534	Prbc.g_00468
OG0001026	Syah.g_02547	Prbc.g_00460
OG0001027	Syah.g_00001	Prbc.g_00459
OG0001028	Syah.g_00003	Prbc.g_00457
OG0001029	Syah.g_00005	Prbc.g_00455
OG0001030	Syah.g_00025	Prbc.g_00439
OG0001031	Syah.g_00611	Prbc.g_00385
OG0001032	Syah.g_00609	Prbc.g_00384
OG0001033	Syah.g_00577	Prbc.g_00364
OG0001034	Syah.g_00908	Prbc.g_00334
OG0001035	Syah.g_00660	Prbc.g_01150
OG0001036	Syah.g_00655	Prbc.g_01154
OG0001037	Syah.g_00653	Prbc.g_01155
OG0001038	Syah.g_00626	Prbc.g_01171
OG0001039	Syah.g_00623	Prbc.g_01173
OG0001040	Syah.g_00090	Prbc.g_01176
OG0001042	Syah.g_00122	Prbc.g_01196
OG0001043	Syah.g_00126	Prbc.g_01197
OG0001044	Syah.g_00857	Prbc.g_01245
OG0001045	Syah.g_00870	Prbc.g_01254
OG0001046	Syah.g_01647	Prbc.g_02168
OG0001047	Syah.g_02233	Prbc.g_01500
OG0001048	Syah.g_02232	Prbc.g_01501
OG0001049	Syah.g_02225	Prbc.g_01503
OG0001050	Syah.g_02224	Prbc.g_01504
OG0001051	Syah.g_02223	Prbc.g_01505
OG0001052	Syah.g_01217	Prbc.g_01531
OG0001053	Syah.g_01000	Prbc.g_01543
OG0001054	Syah.g_01017	Prbc.g_01557
OG0001055	Syah.g_01037	Prbc.g_01597
OG0001056	Syah.g_01069	Prbc.g_01615
OG0001057	Syah.g_01075	Prbc.g_01620
OG0001058	Syah.g_01091	Prbc.g_01629
OG0001059	Syah.g_01095	Prbc.g_01633
OG0001060	Syah.g_01102	Prbc.g_01640
OG0001061	Syah.g_01123	Prbc.g_01653
OG0001062	Syah.g_01125	Prbc.g_01655
OG0001063	Syah.g_01129	Prbc.g_01656
OG0001064	Syah.g_01130	Prbc.g_01657
OG0001065	Syah.g_01131	Prbc.g_01658
OG0001066	Syah.g_01132	Prbc.g_01659
OG0001067	Syah.g_01133	Prbc.g_01660
OG0001068	Syah.g_01134	Prbc.g_01661
OG0001069	Syah.g_01135	Prbc.g_01662
OG0001070	Syah.g_01138	Prbc.g_01664
OG0001071	Syah.g_01139	Prbc.g_01665
OG0001072	Syah.g_01144	Prbc.g_01666
OG0001074	Syah.g_01970	Prbc.g_01692
OG0001075	Syah.g_01969	Prbc.g_01693
OG0001076	Syah.g_01959	Prbc.g_01700
OG0001077	Syah.g_01948	Prbc.g_01705
OG0001078	Syah.g_01934	Prbc.g_01713
OG0001079	Syah.g_01921	Prbc.g_01724
OG0001080	Syah.g_01538	Prbc.g_01730
OG0001081	Syah.g_01487	Prbc.g_01732
OG0001082	Syah.g_01488	Prbc.g_01733
OG0001083	Syah.g_01495	Prbc.g_01738
OG0001084	Syah.g_01496	Prbc.g_01739
OG0001085	Syah.g_01506	Prbc.g_01749
OG0001086	Syah.g_01508	Prbc.g_01750
OG0001087	Syah.g_01992	Prbc.g_01770
OG0001088	Syah.g_01995	Prbc.g_01771
OG0001089	Syah.g_02019	Prbc.g_01779
OG0001090	Syah.g_01728	Prbc.g_01788
OG0001091	Syah.g_01726	Prbc.g_01790
OG0001092	Syah.g_01724	Prbc.g_01791
OG0001093	Syah.g_01718	Prbc.g_01796
OG0001094	Syah.g_01785	Prbc.g_01852
OG0001095	Syah.g_01764	Prbc.g_01871
OG0001096	Syah.g_01748	Prbc.g_01886
OG0001097	Syah.g_02094	Prbc.g_01906
OG0001098	Syah.g_01542	Prbc.g_01923
OG0001099	Syah.g_00004	Prbc.g_01962
OG0001100	Syah.g_01522	Prbc.g_01969
OG0001101	Syah.g_01523	Prbc.g_01971
OG0001102	Syah.g_01526	Prbc.g_01974
OG0001103	Syah.g_01528	Prbc.g_01976
OG0001104	Syah.g_01801	Prbc.g_01838
OG0001105	Syah.g_01797	Prbc.g_01842
OG0001106	Syah.g_01609	Prbc.g_02024
OG0001107	Syah.g_01620	Prbc.g_02034
OG0001108	Syah.g_01628	Prbc.g_02038
OG0001109	Syah.g_01630	Prbc.g_02039
OG0001110	Syah.g_01632	Prbc.g_02041
OG0001111	Syah.g_01634	Prbc.g_02042
OG0001112	Syah.g_01636	Prbc.g_02043
OG0001113	Syah.g_01637	Prbc.g_02044
OG0001114	Syah.g_01638	Prbc.g_02045
OG0001115	Syah.g_01642	Prbc.g_02047
OG0001116	Syah.g_01644	Prbc.g_02048
OG0001117	Syah.g_01645	Prbc.g_02049
OG0001118	Syah.g_01646	Prbc.g_02050
OG0001119	Syah.g_01648	Prbc.g_02051
OG0001120	Syah.g_01652	Prbc.g_02052
OG0001121	Syah.g_00927, Syah.g_02183	Prbc.g_00645
OG0001122	Syah.g_01679	Prbc.g_02081
OG0001123	Syah.g_01686	Prbc.g_02086
OG0001124	Syah.g_01688	Prbc.g_02088
OG0001125	Syah.g_01690	Prbc.g_02090
