Orthogroup	Syah	Prap
OG0000587	Syah.g_01972	Prap.g_01153
OG0000588	Syah.g_01966	Prap.g_01149
OG0000589	Syah.g_01962	Prap.g_01147
OG0000590	Syah.g_01961	Prap.g_01146
OG0000591	Syah.g_01954	Prap.g_01142
OG0000592	Syah.g_01953	Prap.g_01141
OG0000593	Syah.g_01939	Prap.g_00395
OG0000594	Syah.g_01938	Prap.g_00394
OG0000595	Syah.g_01937	Prap.g_00393
OG0000596	Syah.g_01932	Prap.g_00389
OG0000597	Syah.g_01929	Prap.g_00386
OG0000598	Syah.g_01928	Prap.g_00385
OG0000599	Syah.g_01925	Prap.g_00382
OG0000600	Syah.g_01924	Prap.g_00381
OG0000601	Syah.g_01923	Prap.g_00380
OG0000602	Syah.g_01917	Prap.g_00378
OG0000603	Syah.g_01916	Prap.g_00377
OG0000604	Syah.g_01913	Prap.g_00376
OG0000605	Syah.g_01825	Prap.g_00375
OG0000606	Syah.g_01485	Prap.g_00372
OG0000607	Syah.g_01489	Prap.g_00369
OG0000608	Syah.g_01490	Prap.g_00368
OG0000609	Syah.g_01492	Prap.g_00367
OG0000610	Syah.g_01499	Prap.g_00361
OG0000611	Syah.g_01502	Prap.g_00358
OG0000612	Syah.g_01503	Prap.g_00357
OG0000613	Syah.g_00147	Prap.g_00828
OG0000614	Syah.g_02004	Prap.g_00807
OG0000615	Syah.g_01814	Prap.g_00796
OG0000616	Syah.g_00389	Prap.g_01489
OG0000617	Syah.g_01722	Prap.g_00341
OG0000618	Syah.g_01721	Prap.g_00340
OG0000619	Syah.g_01720	Prap.g_00339
OG0000620	Syah.g_01713	Prap.g_00336
OG0000621	Syah.g_01712	Prap.g_00335
OG0000622	Syah.g_01711	Prap.g_00334
OG0000623	Syah.g_01710	Prap.g_00333
OG0000624	Syah.g_01708	Prap.g_00331
OG0000625	Syah.g_01707	Prap.g_00330
OG0000626	Syah.g_01706	Prap.g_00329
OG0000627	Syah.g_01569	Prap.g_00328
OG0000628	Syah.g_01570	Prap.g_00327
OG0000629	Syah.g_01573	Prap.g_00326
OG0000630	Syah.g_01577	Prap.g_00323
OG0000631	Syah.g_01582	Prap.g_00683
OG0000632	Syah.g_01583	Prap.g_00682
OG0000633	Syah.g_01584	Prap.g_00681
OG0000634	Syah.g_01783	Prap.g_00787
OG0000635	Syah.g_01782	Prap.g_00786
OG0000636	Syah.g_01780	Prap.g_00784
OG0000637	Syah.g_01778	Prap.g_00782
OG0000638	Syah.g_01777	Prap.g_00781
OG0000639	Syah.g_01776	Prap.g_00780
OG0000640	Syah.g_01775	Prap.g_00779
OG0000641	Syah.g_01771	Prap.g_00775
OG0000642	Syah.g_01770	Prap.g_00774
OG0000643	Syah.g_01768	Prap.g_00773
OG0000644	Syah.g_01767	Prap.g_00772
OG0000645	Syah.g_01765	Prap.g_00771
OG0000646	Syah.g_01762	Prap.g_00769
OG0000647	Syah.g_01760	Prap.g_00767
OG0000648	Syah.g_01757	Prap.g_00765
OG0000649	Syah.g_01756	Prap.g_00764
OG0000650	Syah.g_01755	Prap.g_00763
OG0000651	Syah.g_01754	Prap.g_00762
OG0000652	Syah.g_01753	Prap.g_00761
OG0000653	Syah.g_01751	Prap.g_00759
OG0000654	Syah.g_01750	Prap.g_00758
OG0000655	Syah.g_01749	Prap.g_00757
OG0000656	Syah.g_01746	Prap.g_00754
OG0000657	Syah.g_02083	Prap.g_00746
OG0000658	Syah.g_02086	Prap.g_00744
OG0000659	Syah.g_02087	Prap.g_00743
OG0000660	Syah.g_02091	Prap.g_00739
OG0000661	Syah.g_02093	Prap.g_00737
OG0000662	Syah.g_02095	Prap.g_00735
OG0000663	Syah.g_02098	Prap.g_00733
OG0000664	Syah.g_02099	Prap.g_00732
OG0000665	Syah.g_01895	Prap.g_00726
OG0000666	Syah.g_01826	Prap.g_00725
OG0000667	Syah.g_00714	Prap.g_00721
OG0000668	Syah.g_01680	Prap.g_00660
OG0000669	Syah.g_01520	Prap.g_00869
OG0000670	Syah.g_02352	Prap.g_00866
OG0000671	Syah.g_01524	Prap.g_00863
OG0000672	Syah.g_01527	Prap.g_00860
OG0000673	Syah.g_01530	Prap.g_00857
OG0000674	Syah.g_01532	Prap.g_00855
OG0000675	Syah.g_01533	Prap.g_00854
OG0000676	Syah.g_01535	Prap.g_00852
OG0000677	Syah.g_01536	Prap.g_00851
OG0000678	Syah.g_01821	Prap.g_00849
OG0000679	Syah.g_01812	Prap.g_00845
OG0000680	Syah.g_01811	Prap.g_00844
OG0000681	Syah.g_01808	Prap.g_00841
OG0000682	Syah.g_01807	Prap.g_00840
OG0000683	Syah.g_01806	Prap.g_00839
OG0000684	Syah.g_01802	Prap.g_00837
OG0000685	Syah.g_01800	Prap.g_00835
OG0000686	Syah.g_01799	Prap.g_00834
OG0000687	Syah.g_01798	Prap.g_00833
OG0000688	Syah.g_01793	Prap.g_00353
OG0000689	Syah.g_01791	Prap.g_00352
OG0000690	Syah.g_01790	Prap.g_00351
OG0000691	Syah.g_01789	Prap.g_00350
OG0000692	Syah.g_01788	Prap.g_00348
OG0000693	Syah.g_01787	Prap.g_00347
OG0000694	Syah.g_01786	Prap.g_00346
OG0000695	Syah.g_01586	Prap.g_00679
OG0000696	Syah.g_01587	Prap.g_00678
OG0000697	Syah.g_01589	Prap.g_00677
OG0000698	Syah.g_01592	Prap.g_00239
OG0000699	Syah.g_01594	Prap.g_00240
OG0000700	Syah.g_01595	Prap.g_00241
OG0000701	Syah.g_01596	Prap.g_00242
OG0000702	Syah.g_01604	Prap.g_00244
OG0000703	Syah.g_01605	Prap.g_00245
OG0000704	Syah.g_01608	Prap.g_00247
OG0000705	Syah.g_01614	Prap.g_00250
OG0000706	Syah.g_01615	Prap.g_00251
OG0000707	Syah.g_01616	Prap.g_00252
OG0000708	Syah.g_01619	Prap.g_00254
OG0000709	Syah.g_01627	Prap.g_00258
OG0000710	Syah.g_01631	Prap.g_00261
OG0000711	Syah.g_01661	Prap.g_00279
OG0000712	Syah.g_01662	Prap.g_00280
OG0000713	Syah.g_01663	Prap.g_00281
OG0000714	Syah.g_01665	Prap.g_00282
OG0000715	Syah.g_01667	Prap.g_00284
OG0000716	Syah.g_01671	Prap.g_00286
OG0000717	Syah.g_01672	Prap.g_00287
OG0000718	Syah.g_01676	Prap.g_00291
OG0000719	Syah.g_01678	Prap.g_00293
OG0000720	Syah.g_01691	Prap.g_00305
OG0000721	Syah.g_01693	Prap.g_00309
OG0000722	Syah.g_01694	Prap.g_00310
OG0000723	Syah.g_01704	Prap.g_00314
OG0000724	Syah.g_02036	Prap.g_00703
OG0000725	Syah.g_02027	Prap.g_00709
OG0000726	Syah.g_02026	Prap.g_00710
OG0000727	Syah.g_02025	Prap.g_00711
OG0000728	Syah.g_02023	Prap.g_00713
OG0000729	Syah.g_00263	Prap.g_00539
OG0000730	Syah.g_00855	Prap.g_00498
OG0000731	Syah.g_00867	Prap.g_01366
OG0000732	Syah.g_00319	Prap.g_01538
OG0000733	Syah.g_00473	Prap.g_01882
OG0000734	Syah.g_02545	Prap.g_00472
OG0000735	Syah.g_02178	Prap.g_00470
OG0000736	Syah.g_02177	Prap.g_00469
OG0000737	Syah.g_02176	Prap.g_00468
OG0000738	Syah.g_02170	Prap.g_00464
OG0000739	Syah.g_02165	Prap.g_00463
OG0000740	Syah.g_02164	Prap.g_00462
OG0000741	Syah.g_02161	Prap.g_00460
OG0000742	Syah.g_02159	Prap.g_00457
OG0000743	Syah.g_02157	Prap.g_00455
OG0000744	Syah.g_02156	Prap.g_00454
OG0000745	Syah.g_02154	Prap.g_00453
OG0000746	Syah.g_02151	Prap.g_00451
OG0000747	Syah.g_02150	Prap.g_00450
OG0000748	Syah.g_02140	Prap.g_00446
OG0000749	Syah.g_02138	Prap.g_00445
OG0000750	Syah.g_02137	Prap.g_00444
OG0000751	Syah.g_02130	Prap.g_00441
OG0000752	Syah.g_02128	Prap.g_00439
OG0000753	Syah.g_02125	Prap.g_00437
OG0000754	Syah.g_01431	Prap.g_00434
OG0000755	Syah.g_01423	Prap.g_00428
OG0000756	Syah.g_01422	Prap.g_00427
OG0000757	Syah.g_01415	Prap.g_00420
OG0000758	Syah.g_01414	Prap.g_00419
OG0000759	Syah.g_01413	Prap.g_00418
OG0000760	Syah.g_01412	Prap.g_00417
OG0000761	Syah.g_01411	Prap.g_00416
OG0000762	Syah.g_01409	Prap.g_00415
OG0000763	Syah.g_01407	Prap.g_00413
OG0000764	Syah.g_01406	Prap.g_00412
OG0000765	Syah.g_01392	Prap.g_00404
OG0000766	Syah.g_01391	Prap.g_00403
OG0000767	Syah.g_01389	Prap.g_00401
OG0000768	Syah.g_01388	Prap.g_00400
OG0000769	Syah.g_01386	Prap.g_00398
OG0000770	Syah.g_01383	Prap.g_01136
OG0000771	Syah.g_02042	Prap.g_00217
OG0000772	Syah.g_01351	Prap.g_01853
OG0000773	Syah.g_02187	Prap.g_00552
OG0000774	Syah.g_02191	Prap.g_00554
OG0000775	Syah.g_02193	Prap.g_00556
OG0000776	Syah.g_02194	Prap.g_00557
OG0000777	Syah.g_02195	Prap.g_00558
OG0000778	Syah.g_02196	Prap.g_00559
OG0000779	Syah.g_02201	Prap.g_00563
OG0000780	Syah.g_02205	Prap.g_00564
OG0000781	Syah.g_02209	Prap.g_00568
OG0000782	Syah.g_02210	Prap.g_00569
OG0000783	Syah.g_02211	Prap.g_00570
OG0000784	Syah.g_02212	Prap.g_00571
OG0000785	Syah.g_02214	Prap.g_00573
OG0000786	Syah.g_01171	Prap.g_00576
OG0000787	Syah.g_01170	Prap.g_00577
OG0000788	Syah.g_01922	Prap.g_01268
OG0000789	Syah.g_01556	Prap.g_00220
OG0000790	Syah.g_00981	Prap.g_00064
OG0000791	Syah.g_00980	Prap.g_00066
OG0000792	Syah.g_00979	Prap.g_00067
OG0000793	Syah.g_00974	Prap.g_00070
OG0000794	Syah.g_00973	Prap.g_00071
OG0000795	Syah.g_00972	Prap.g_00072
OG0000796	Syah.g_00968	Prap.g_00076
OG0000797	Syah.g_00967	Prap.g_00077
OG0000799	Syah.g_01326	Prap.g_00104
OG0000800	Syah.g_01325	Prap.g_00105
OG0000801	Syah.g_01324	Prap.g_00106
OG0000802	Syah.g_01320	Prap.g_00108
OG0000803	Syah.g_01315	Prap.g_00110
OG0000804	Syah.g_01312	Prap.g_00111
OG0000805	Syah.g_01303	Prap.g_00113
OG0000806	Syah.g_01301	Prap.g_00115
OG0000807	Syah.g_01299	Prap.g_00116
OG0000808	Syah.g_01298	Prap.g_00117
OG0000809	Syah.g_01295	Prap.g_00119
OG0000810	Syah.g_01294	Prap.g_00120
OG0000811	Syah.g_01286	Prap.g_00124
OG0000812	Syah.g_01284	Prap.g_00126
OG0000813	Syah.g_01283	Prap.g_00127
OG0000814	Syah.g_01281	Prap.g_00129
OG0000815	Syah.g_01280	Prap.g_00130
OG0000816	Syah.g_01279	Prap.g_00132
OG0000817	Syah.g_01278	Prap.g_00133
OG0000818	Syah.g_01272	Prap.g_00138
OG0000819	Syah.g_01271	Prap.g_00139
OG0000820	Syah.g_01270	Prap.g_00140
OG0000821	Syah.g_01265	Prap.g_00144
OG0000822	Syah.g_01263	Prap.g_00145
OG0000823	Syah.g_01262	Prap.g_00146
OG0000824	Syah.g_01258	Prap.g_00149
OG0000825	Syah.g_01257	Prap.g_00150
OG0000826	Syah.g_01256	Prap.g_00151
OG0000827	Syah.g_01254	Prap.g_00152
OG0000828	Syah.g_01251	Prap.g_00155
OG0000829	Syah.g_01250	Prap.g_00156
OG0000830	Syah.g_01249	Prap.g_00157
OG0000831	Syah.g_01247	Prap.g_00159
OG0000832	Syah.g_02311	Prap.g_00169
OG0000833	Syah.g_02322	Prap.g_00178
OG0000834	Syah.g_02324	Prap.g_00179
OG0000835	Syah.g_02325	Prap.g_00180
OG0000836	Syah.g_02329	Prap.g_00181
OG0000837	Syah.g_02330	Prap.g_00182
OG0000838	Syah.g_02334	Prap.g_00184
OG0000839	Syah.g_02335	Prap.g_00185
OG0000840	Syah.g_02336	Prap.g_00186
OG0000841	Syah.g_02337	Prap.g_00187
OG0000842	Syah.g_02338	Prap.g_00188
OG0000843	Syah.g_02339	Prap.g_00189
OG0000844	Syah.g_02341	Prap.g_00190
OG0000845	Syah.g_02342	Prap.g_00191
OG0000846	Syah.g_02343	Prap.g_00192
OG0000847	Syah.g_02344	Prap.g_00193
OG0000848	Syah.g_02346	Prap.g_00194
OG0000849	Syah.g_02347	Prap.g_00195
OG0000850	Syah.g_02349	Prap.g_00197
OG0000851	Syah.g_02359	Prap.g_00198
OG0000852	Syah.g_02360	Prap.g_00199
OG0000853	Syah.g_02364	Prap.g_00205
OG0000854	Syah.g_02366	Prap.g_00207
OG0000855	Syah.g_02367	Prap.g_00208
OG0000856	Syah.g_01951	Prap.g_01139
OG0000857	Syah.g_01761	Prap.g_00768
OG0000858	Syah.g_02373	Prap.g_01786
OG0000859	Syah.g_02374	Prap.g_01785
OG0000860	Syah.g_02386	Prap.g_01777
OG0000861	Syah.g_02387	Prap.g_01776
OG0000862	Syah.g_02389	Prap.g_01775
OG0000863	Syah.g_02391	Prap.g_01773
OG0000864	Syah.g_02392	Prap.g_01772
OG0000865	Syah.g_02396	Prap.g_01771
OG0000866	Syah.g_02397	Prap.g_01770
OG0000867	Syah.g_02398	Prap.g_01769
OG0000868	Syah.g_02401	Prap.g_01767
OG0000869	Syah.g_02406	Prap.g_01764
OG0000870	Syah.g_02411	Prap.g_01759
OG0000871	Syah.g_02412	Prap.g_01758
OG0000872	Syah.g_02421	Prap.g_01757
OG0000873	Syah.g_02424	Prap.g_01753
OG0000874	Syah.g_02420	Prap.g_01750
OG0000875	Syah.g_02426	Prap.g_01749
OG0000876	Syah.g_02250	Prap.g_01748
OG0000877	Syah.g_02254	Prap.g_01746
OG0000878	Syah.g_02255	Prap.g_01745
OG0000879	Syah.g_02256	Prap.g_01744
OG0000880	Syah.g_02257	Prap.g_01743
OG0000881	Syah.g_02262	Prap.g_01739
OG0000882	Syah.g_02267	Prap.g_01734
OG0000883	Syah.g_02270	Prap.g_01732
OG0000884	Syah.g_02272	Prap.g_01730
OG0000885	Syah.g_02273	Prap.g_01729
OG0000886	Syah.g_02274	Prap.g_01728
OG0000887	Syah.g_02275	Prap.g_01727
OG0000888	Syah.g_02277	Prap.g_01725
OG0000889	Syah.g_02279	Prap.g_01723
OG0000890	Syah.g_02284	Prap.g_01722
OG0000891	Syah.g_02285	Prap.g_01721
OG0000892	Syah.g_02288	Prap.g_01719
OG0000893	Syah.g_00684	Prap.g_01715
OG0000894	Syah.g_00690	Prap.g_01712
OG0000895	Syah.g_00694	Prap.g_01708
OG0000896	Syah.g_00695	Prap.g_01707
OG0000897	Syah.g_00697	Prap.g_01705
OG0000898	Syah.g_00698	Prap.g_01704
OG0000899	Syah.g_00699	Prap.g_01703
OG0000900	Syah.g_00700	Prap.g_01702
OG0000901	Syah.g_00705	Prap.g_01699
OG0000902	Syah.g_00707	Prap.g_01697
OG0000903	Syah.g_00739	Prap.g_01693
OG0000904	Syah.g_00734	Prap.g_01689
OG0000905	Syah.g_00731	Prap.g_01695
OG0000906	Syah.g_00729	Prap.g_01696
OG0000907	Syah.g_00741	Prap.g_01686
OG0000908	Syah.g_00744	Prap.g_01683
OG0000909	Syah.g_00745	Prap.g_01682
OG0000910	Syah.g_00746	Prap.g_01681
OG0000911	Syah.g_00748	Prap.g_01679
OG0000912	Syah.g_00749	Prap.g_01678
OG0000913	Syah.g_00750	Prap.g_01677
OG0000914	Syah.g_00751	Prap.g_01676
OG0000915	Syah.g_00752	Prap.g_01675
OG0000916	Syah.g_00753	Prap.g_01674
OG0000917	Syah.g_00754	Prap.g_01673
OG0000918	Syah.g_00755	Prap.g_01672
OG0000919	Syah.g_00756	Prap.g_01671
OG0000920	Syah.g_00757	Prap.g_01670
OG0000921	Syah.g_00758	Prap.g_01669
OG0000922	Syah.g_00759	Prap.g_01668
OG0000923	Syah.g_00763	Prap.g_01664
OG0000924	Syah.g_00764	Prap.g_01663
OG0000925	Syah.g_00765	Prap.g_01662
OG0000926	Syah.g_00766	Prap.g_01661
OG0000927	Syah.g_00768	Prap.g_01659
OG0000928	Syah.g_00769	Prap.g_01658
OG0000929	Syah.g_00770	Prap.g_01657
OG0000930	Syah.g_00771	Prap.g_01656
OG0000931	Syah.g_00772	Prap.g_01655
OG0000932	Syah.g_00773	Prap.g_01654
OG0000933	Syah.g_00778	Prap.g_01650
OG0000934	Syah.g_00780	Prap.g_01647
OG0000935	Syah.g_00781	Prap.g_01646
OG0000936	Syah.g_00782	Prap.g_01645
OG0000937	Syah.g_00783	Prap.g_01644
OG0000938	Syah.g_00787	Prap.g_01641
OG0000939	Syah.g_00788	Prap.g_01640
OG0000940	Syah.g_00795	Prap.g_01633
OG0000941	Syah.g_00797	Prap.g_01631
OG0000942	Syah.g_00799	Prap.g_01629
OG0000943	Syah.g_00800	Prap.g_01628
OG0000944	Syah.g_00802	Prap.g_01626
OG0000945	Syah.g_00804	Prap.g_01625
OG0000946	Syah.g_00809	Prap.g_01620
OG0000947	Syah.g_00812	Prap.g_01618
OG0000948	Syah.g_00813	Prap.g_01617
OG0000949	Syah.g_00173	Prap.g_01614
OG0000950	Syah.g_00184	Prap.g_01607
OG0000951	Syah.g_00190	Prap.g_01603
OG0000952	Syah.g_00202	Prap.g_01599
OG0000953	Syah.g_00207	Prap.g_01595
OG0000954	Syah.g_00233	Prap.g_01591
OG0000955	Syah.g_00234	Prap.g_01590
OG0000956	Syah.g_00236	Prap.g_01588
OG0000957	Syah.g_00248	Prap.g_01582
OG0000958	Syah.g_00249	Prap.g_01581
OG0000959	Syah.g_00253	Prap.g_01577
OG0000960	Syah.g_00254	Prap.g_01576
OG0000961	Syah.g_00259	Prap.g_01573
OG0000962	Syah.g_00262	Prap.g_01571
OG0000963	Syah.g_00267	Prap.g_01567
OG0000964	Syah.g_00268	Prap.g_01566
OG0000965	Syah.g_00269	Prap.g_01565
OG0000966	Syah.g_00288	Prap.g_01559
OG0000967	Syah.g_00300	Prap.g_01555
OG0000968	Syah.g_00295	Prap.g_01553
OG0000969	Syah.g_00297	Prap.g_01552
OG0000970	Syah.g_00298	Prap.g_01551
OG0000971	Syah.g_00303	Prap.g_01550
OG0000972	Syah.g_00304	Prap.g_01549
OG0000973	Syah.g_00305	Prap.g_01548
OG0000974	Syah.g_00306	Prap.g_01547
OG0000975	Syah.g_00307	Prap.g_01546
OG0000976	Syah.g_00308	Prap.g_01545
OG0000977	Syah.g_00310	Prap.g_01544
OG0000978	Syah.g_00312	Prap.g_01543
OG0000979	Syah.g_00315	Prap.g_01541
OG0000980	Syah.g_00318	Prap.g_01539
OG0000981	Syah.g_00321	Prap.g_01536
OG0000982	Syah.g_00511	Prap.g_01534
OG0000983	Syah.g_00510	Prap.g_01533
OG0000984	Syah.g_00509	Prap.g_01532
OG0000985	Syah.g_00505	Prap.g_01529
OG0000986	Syah.g_00496	Prap.g_01527
OG0000987	Syah.g_00494	Prap.g_01526
OG0000988	Syah.g_00489	Prap.g_01523
OG0000989	Syah.g_00481	Prap.g_01519
OG0000990	Syah.g_00466	Prap.g_01515
OG0000991	Syah.g_00462	Prap.g_01514
OG0000992	Syah.g_00460	Prap.g_01511
OG0000993	Syah.g_00459	Prap.g_01510
OG0000994	Syah.g_00457	Prap.g_01509
OG0000995	Syah.g_00452	Prap.g_01505
OG0000996	Syah.g_00412	Prap.g_01504
OG0000997	Syah.g_00403	Prap.g_01501
OG0000998	Syah.g_00401	Prap.g_01499
OG0000999	Syah.g_00400	Prap.g_01498
OG0001000	Syah.g_00397	Prap.g_01495
OG0001001	Syah.g_00392	Prap.g_01492
OG0001002	Syah.g_00386	Prap.g_01874
OG0001003	Syah.g_00384	Prap.g_01873
OG0001004	Syah.g_00383	Prap.g_01872
OG0001005	Syah.g_00382	Prap.g_01871
OG0001006	Syah.g_00375	Prap.g_00056
OG0001007	Syah.g_00373	Prap.g_00054
OG0001008	Syah.g_02235	Prap.g_01329
OG0001009	Syah.g_00344	Prap.g_00928
OG0001010	Syah.g_00343	Prap.g_00927
OG0001011	Syah.g_00342	Prap.g_00925
OG0001012	Syah.g_00514	Prap.g_00911
OG0001013	Syah.g_00527	Prap.g_00904
OG0001014	Syah.g_00531	Prap.g_00901
OG0001015	Syah.g_00532	Prap.g_00899
OG0001016	Syah.g_02487	Prap.g_00877
OG0001017	Syah.g_02493	Prap.g_01100
OG0001018	Syah.g_02495	Prap.g_01098
OG0001019	Syah.g_02512	Prap.g_01089
OG0001020	Syah.g_02517	Prap.g_01088
OG0001021	Syah.g_02521	Prap.g_01087
OG0001022	Syah.g_02524	Prap.g_01084
OG0001023	Syah.g_02525	Prap.g_01083
OG0001024	Syah.g_02529	Prap.g_01079
OG0001025	Syah.g_02534	Prap.g_01072
OG0001026	Syah.g_02547	Prap.g_01063
OG0001027	Syah.g_00001	Prap.g_01062
OG0001028	Syah.g_00003	Prap.g_01060
OG0001029	Syah.g_00005	Prap.g_01059
OG0001030	Syah.g_00025	Prap.g_01043
OG0001031	Syah.g_00611	Prap.g_00983
OG0001032	Syah.g_00609	Prap.g_00982
OG0001033	Syah.g_00577	Prap.g_00961
OG0001034	Syah.g_00908	Prap.g_01476
OG0001035	Syah.g_00660	Prap.g_01456
OG0001036	Syah.g_00655	Prap.g_01452
OG0001037	Syah.g_00653	Prap.g_01451
OG0001038	Syah.g_00626	Prap.g_01432
OG0001039	Syah.g_00623	Prap.g_01429
OG0001040	Syah.g_00090	Prap.g_01427
OG0001042	Syah.g_00122	Prap.g_01405
OG0001043	Syah.g_00126	Prap.g_01404
OG0001044	Syah.g_00857	Prap.g_01373
OG0001045	Syah.g_00870	Prap.g_01364
OG0001046	Syah.g_01647	Prap.g_01827
OG0001047	Syah.g_02233	Prap.g_01327
OG0001048	Syah.g_02232	Prap.g_01326
OG0001049	Syah.g_02225	Prap.g_01324
OG0001050	Syah.g_02224	Prap.g_01323
OG0001051	Syah.g_02223	Prap.g_01322
OG0001052	Syah.g_01217	Prap.g_01296
OG0001053	Syah.g_01000	Prap.g_01284
OG0001054	Syah.g_01017	Prap.g_01269
OG0001055	Syah.g_01037	Prap.g_01250
OG0001056	Syah.g_01069	Prap.g_01233
OG0001057	Syah.g_01075	Prap.g_01228
OG0001058	Syah.g_01091	Prap.g_01220
OG0001059	Syah.g_01095	Prap.g_01216
OG0001060	Syah.g_01102	Prap.g_01210
OG0001061	Syah.g_01123	Prap.g_01195
OG0001062	Syah.g_01125	Prap.g_01193
OG0001063	Syah.g_01129	Prap.g_01191
OG0001064	Syah.g_01130	Prap.g_01190
OG0001065	Syah.g_01131	Prap.g_01189
OG0001066	Syah.g_01132	Prap.g_01188
OG0001067	Syah.g_01133	Prap.g_01187
OG0001068	Syah.g_01134	Prap.g_01186
OG0001069	Syah.g_01135	Prap.g_01185
OG0001070	Syah.g_01138	Prap.g_01181
OG0001071	Syah.g_01139	Prap.g_01180
OG0001072	Syah.g_01144	Prap.g_01178
OG0001074	Syah.g_01970	Prap.g_01152
OG0001075	Syah.g_01969	Prap.g_01151
OG0001076	Syah.g_01959	Prap.g_01144
OG0001077	Syah.g_01948	Prap.g_01138
OG0001078	Syah.g_01934	Prap.g_00391
OG0001079	Syah.g_01921	Prap.g_00379
OG0001080	Syah.g_01538	Prap.g_00373
OG0001081	Syah.g_01487	Prap.g_00371
OG0001082	Syah.g_01488	Prap.g_00370
OG0001083	Syah.g_01495	Prap.g_00365
OG0001084	Syah.g_01496	Prap.g_00364
OG0001085	Syah.g_01506	Prap.g_00831
OG0001086	Syah.g_01508	Prap.g_00830
OG0001087	Syah.g_01992	Prap.g_00812
OG0001088	Syah.g_01995	Prap.g_00811
OG0001089	Syah.g_02019	Prap.g_00800
OG0001090	Syah.g_01728	Prap.g_00790
OG0001091	Syah.g_01726	Prap.g_00344
OG0001092	Syah.g_01724	Prap.g_00343
OG0001093	Syah.g_01718	Prap.g_00338
OG0001094	Syah.g_01785	Prap.g_00345
OG0001095	Syah.g_01764	Prap.g_00770
OG0001096	Syah.g_01748	Prap.g_00756
OG0001097	Syah.g_02094	Prap.g_00736
OG0001098	Syah.g_01542	Prap.g_00717
OG0001099	Syah.g_00004	Prap.g_00655
OG0001100	Syah.g_01522	Prap.g_00867
OG0001101	Syah.g_01523	Prap.g_00864
OG0001102	Syah.g_01526	Prap.g_00861
OG0001103	Syah.g_01528	Prap.g_00859
OG0001104	Syah.g_01801	Prap.g_00836
OG0001105	Syah.g_01797	Prap.g_00832
OG0001106	Syah.g_01609	Prap.g_00248
OG0001107	Syah.g_01620	Prap.g_00255
OG0001108	Syah.g_01628	Prap.g_00259
OG0001109	Syah.g_01630	Prap.g_00260
OG0001110	Syah.g_01632	Prap.g_00262
OG0001111	Syah.g_01634	Prap.g_00263
OG0001112	Syah.g_01636	Prap.g_00264
OG0001113	Syah.g_01637	Prap.g_00265
OG0001114	Syah.g_01638	Prap.g_00266
OG0001115	Syah.g_01642	Prap.g_00268
OG0001116	Syah.g_01644	Prap.g_00269
OG0001117	Syah.g_01645	Prap.g_00270
OG0001118	Syah.g_01646	Prap.g_00271
OG0001119	Syah.g_01648	Prap.g_00272
OG0001120	Syah.g_01652	Prap.g_00274
OG0001122	Syah.g_01679	Prap.g_00294
OG0001123	Syah.g_01686	Prap.g_00300
OG0001124	Syah.g_01688	Prap.g_00302
OG0001125	Syah.g_01690	Prap.g_00304
OG0001126	Syah.g_02058	Prap.g_00697
OG0001127	Syah.g_02057	Prap.g_00698
OG0001128	Syah.g_02040	Prap.g_00700
OG0001129	Syah.g_02038	Prap.g_00701
OG0001130	Syah.g_02037	Prap.g_00702
OG0001131	Syah.g_01819	Prap.g_01345
OG0001132	Syah.g_01850	Prap.g_00020
OG0001133	Syah.g_01957	Prap.g_00058
OG0001134	Syah.g_01437	Prap.g_01883
OG0001136	Syah.g_02160	Prap.g_00459
OG0001137	Syah.g_02141	Prap.g_00447
OG0001138	Syah.g_01421	Prap.g_00426
OG0001139	Syah.g_01419	Prap.g_00424
OG0001140	Syah.g_01418	Prap.g_00423
OG0001141	Syah.g_01417	Prap.g_00422
OG0001142	Syah.g_01416	Prap.g_00421
OG0001143	Syah.g_01408	Prap.g_00414
OG0001144	Syah.g_01399	Prap.g_00409
OG0001145	Syah.g_02188	Prap.g_00553
OG0001146	Syah.g_02206	Prap.g_00565
OG0001147	Syah.g_01234	Prap.g_00585
OG0001148	Syah.g_00984	Prap.g_00061
OG0001149	Syah.g_00983	Prap.g_00062
OG0001150	Syah.g_00982	Prap.g_00063
OG0001151	Syah.g_00970	Prap.g_00074
OG0001152	Syah.g_00969	Prap.g_00075
OG0001153	Syah.g_01253	Prap.g_00153
OG0001154	Syah.g_01252	Prap.g_00154
OG0001155	Syah.g_02313	Prap.g_00171
OG0001156	Syah.g_02316	Prap.g_00174
OG0001157	Syah.g_02317	Prap.g_00175
OG0001158	Syah.g_02318	Prap.g_00176
OG0001159	Syah.g_02319	Prap.g_00177
OG0001161	Syah.g_00475	Prap.g_01836
OG0001162	Syah.g_01745	Prap.g_01907
OG0001163	Syah.g_02370	Prap.g_01788
OG0001164	Syah.g_02376	Prap.g_01784
OG0001165	Syah.g_02381	Prap.g_01781
OG0001166	Syah.g_02410	Prap.g_01760
OG0001167	Syah.g_02259	Prap.g_01742
OG0001168	Syah.g_02261	Prap.g_01740
OG0001169	Syah.g_02263	Prap.g_01738
OG0001170	Syah.g_02265	Prap.g_01736
OG0001171	Syah.g_02276	Prap.g_01726
OG0001172	Syah.g_00692	Prap.g_01710
OG0001173	Syah.g_00693	Prap.g_01709
OG0001174	Syah.g_00701	Prap.g_01701
