Orthogroup	Syah	Syan
OG0000599	Syah.g_01925	Syan.g_00802
OG0000600	Syah.g_01924	Syan.g_00801
OG0000601	Syah.g_01923	Syan.g_00800
OG0000602	Syah.g_01917	Syan.g_00796
OG0000603	Syah.g_01916	Syan.g_00795
OG0000604	Syah.g_01913	Syan.g_00792
OG0000605	Syah.g_01825	Syan.g_00783
OG0000606	Syah.g_01485	Syan.g_00780
OG0000607	Syah.g_01489	Syan.g_00777
OG0000608	Syah.g_01490	Syan.g_00776
OG0000609	Syah.g_01492	Syan.g_00774
OG0000610	Syah.g_01499	Syan.g_00766
OG0000611	Syah.g_01502	Syan.g_00763
OG0000612	Syah.g_01503	Syan.g_00762
OG0000613	Syah.g_00147	Syan.g_01965
OG0000614	Syah.g_02004	Syan.g_00184
OG0000615	Syah.g_01814	Syan.g_00728
OG0000616	Syah.g_00389	Syan.g_01694
OG0000617	Syah.g_01722	Syan.g_00324
OG0000618	Syah.g_01721	Syan.g_00325
OG0000619	Syah.g_01720	Syan.g_00326
OG0000620	Syah.g_01713	Syan.g_00331
OG0000621	Syah.g_01712	Syan.g_00332
OG0000622	Syah.g_01711	Syan.g_00334
OG0000623	Syah.g_01710	Syan.g_00335
OG0000624	Syah.g_01708	Syan.g_00337
OG0000625	Syah.g_01707	Syan.g_00338
OG0000626	Syah.g_01706	Syan.g_00339
OG0000627	Syah.g_01569	Syan.g_00465
OG0000628	Syah.g_01570	Syan.g_00466
OG0000629	Syah.g_01573	Syan.g_00469
OG0000630	Syah.g_01577	Syan.g_00474
OG0000631	Syah.g_01582	Syan.g_00484
OG0000632	Syah.g_01583	Syan.g_00485
OG0000633	Syah.g_01584	Syan.g_00489
OG0000634	Syah.g_01783	Syan.g_00694
OG0000635	Syah.g_01782	Syan.g_00693
OG0000636	Syah.g_01780	Syan.g_00691
OG0000637	Syah.g_01778	Syan.g_00689
OG0000638	Syah.g_01777	Syan.g_00688
OG0000639	Syah.g_01776	Syan.g_00687
OG0000640	Syah.g_01775	Syan.g_00686
OG0000641	Syah.g_01771	Syan.g_00682
OG0000642	Syah.g_01770	Syan.g_00681
OG0000643	Syah.g_01768	Syan.g_00679
OG0000644	Syah.g_01767	Syan.g_00678
OG0000645	Syah.g_01765	Syan.g_00676
OG0000646	Syah.g_01762	Syan.g_00673
OG0000647	Syah.g_01760	Syan.g_00671
OG0000648	Syah.g_01757	Syan.g_00669
OG0000649	Syah.g_01756	Syan.g_00668
OG0000650	Syah.g_01755	Syan.g_00667
OG0000651	Syah.g_01754	Syan.g_00666
OG0000652	Syah.g_01753	Syan.g_00665
OG0000653	Syah.g_01751	Syan.g_00663
OG0000654	Syah.g_01750	Syan.g_00661
OG0000655	Syah.g_01749	Syan.g_00660
OG0000656	Syah.g_01746	Syan.g_00656
OG0000657	Syah.g_02083	Syan.g_00375
OG0000658	Syah.g_02086	Syan.g_00378
OG0000659	Syah.g_02087	Syan.g_00379
OG0000660	Syah.g_02091	Syan.g_00383
OG0000662	Syah.g_02095	Syan.g_00392
OG0000663	Syah.g_02098	Syan.g_00395
OG0000664	Syah.g_02099	Syan.g_00397
OG0000665	Syah.g_01895	Syan.g_00788
OG0000666	Syah.g_01826	Syan.g_02100
OG0000667	Syah.g_00714	Syan.g_00044
OG0000668	Syah.g_01680	Syan.g_00365
OG0000669	Syah.g_01520	Syan.g_00751
OG0000670	Syah.g_02352	Syan.g_00748
OG0000671	Syah.g_01524	Syan.g_00746
OG0000672	Syah.g_01527	Syan.g_00743
OG0000673	Syah.g_01530	Syan.g_00740
OG0000674	Syah.g_01532	Syan.g_00738
OG0000675	Syah.g_01533	Syan.g_00737
OG0000676	Syah.g_01535	Syan.g_00735
OG0000677	Syah.g_01536	Syan.g_00734
OG0000678	Syah.g_01821	Syan.g_00732
OG0000679	Syah.g_01812	Syan.g_00724
OG0000680	Syah.g_01811	Syan.g_00723
OG0000681	Syah.g_01808	Syan.g_00720
OG0000682	Syah.g_01807	Syan.g_00719
OG0000683	Syah.g_01806	Syan.g_00718
OG0000684	Syah.g_01802	Syan.g_00715
OG0000685	Syah.g_01800	Syan.g_00713
OG0000686	Syah.g_01799	Syan.g_00712
OG0000687	Syah.g_01798	Syan.g_00711
OG0000688	Syah.g_01793	Syan.g_00706
OG0000689	Syah.g_01791	Syan.g_00704
OG0000690	Syah.g_01790	Syan.g_00703
OG0000691	Syah.g_01789	Syan.g_00702
OG0000692	Syah.g_01788	Syan.g_00700
OG0000693	Syah.g_01787	Syan.g_00698
OG0000694	Syah.g_01786	Syan.g_00697
OG0000695	Syah.g_01586	Syan.g_00492
OG0000696	Syah.g_01587	Syan.g_00493
OG0000697	Syah.g_01589	Syan.g_00495
OG0000698	Syah.g_01592	Syan.g_00498
OG0000699	Syah.g_01594	Syan.g_00500
OG0000700	Syah.g_01595	Syan.g_00501
OG0000701	Syah.g_01596	Syan.g_00502
OG0000702	Syah.g_01604	Syan.g_00534
OG0000703	Syah.g_01605	Syan.g_00546
OG0000704	Syah.g_01608	Syan.g_00550
OG0000705	Syah.g_01614	Syan.g_00557
OG0000706	Syah.g_01615	Syan.g_00558
OG0000707	Syah.g_01616	Syan.g_00559
OG0000708	Syah.g_01619	Syan.g_00562
OG0000709	Syah.g_01627	Syan.g_00570
OG0000710	Syah.g_01631	Syan.g_00574
OG0000711	Syah.g_01661	Syan.g_00607
OG0000712	Syah.g_01662	Syan.g_00609
OG0000713	Syah.g_01663	Syan.g_00610
OG0000714	Syah.g_01665	Syan.g_00624
OG0000715	Syah.g_01667	Syan.g_00626
OG0000716	Syah.g_01671	Syan.g_00630
OG0000717	Syah.g_01672	Syan.g_00631
OG0000718	Syah.g_01676	Syan.g_00651
OG0000719	Syah.g_01678	Syan.g_00367
OG0000720	Syah.g_01691	Syan.g_00354
OG0000721	Syah.g_01693	Syan.g_00352
OG0000722	Syah.g_01694	Syan.g_00351
OG0000723	Syah.g_01704	Syan.g_00341
OG0000724	Syah.g_02036	Syan.g_00299
OG0000725	Syah.g_02027	Syan.g_00194
OG0000726	Syah.g_02026	Syan.g_00193
OG0000727	Syah.g_02025	Syan.g_00192
OG0000728	Syah.g_02023	Syan.g_00190
OG0000729	Syah.g_00263	Syan.g_01885
OG0000730	Syah.g_00855	Syan.g_02147
OG0000731	Syah.g_00867	Syan.g_02135
OG0000732	Syah.g_00319	Syan.g_01726
OG0000733	Syah.g_00473	Syan.g_01147
OG0000734	Syah.g_02545	Syan.g_02982
OG0000735	Syah.g_02178	Syan.g_02713
OG0000736	Syah.g_02177	Syan.g_02712
OG0000737	Syah.g_02176	Syan.g_02711
OG0000738	Syah.g_02170	Syan.g_02705
OG0000739	Syah.g_02165	Syan.g_02704
OG0000740	Syah.g_02164	Syan.g_02703
OG0000741	Syah.g_02161	Syan.g_02700
OG0000742	Syah.g_02159	Syan.g_02697
OG0000743	Syah.g_02157	Syan.g_02694
OG0000744	Syah.g_02156	Syan.g_02693
OG0000745	Syah.g_02154	Syan.g_02690
OG0000746	Syah.g_02151	Syan.g_02687
OG0000747	Syah.g_02150	Syan.g_02685
OG0000748	Syah.g_02140	Syan.g_02669
OG0000749	Syah.g_02138	Syan.g_02668
OG0000750	Syah.g_02137	Syan.g_02667
OG0000751	Syah.g_02130	Syan.g_02661
OG0000752	Syah.g_02128	Syan.g_02659
OG0000753	Syah.g_02125	Syan.g_02656
OG0000754	Syah.g_01431	Syan.g_02650
OG0000755	Syah.g_01423	Syan.g_02641
OG0000756	Syah.g_01422	Syan.g_02640
OG0000757	Syah.g_01415	Syan.g_02623
OG0000758	Syah.g_01414	Syan.g_02622
OG0000759	Syah.g_01413	Syan.g_02621
OG0000760	Syah.g_01412	Syan.g_02620
OG0000761	Syah.g_01411	Syan.g_02619
OG0000762	Syah.g_01409	Syan.g_02617
OG0000763	Syah.g_01407	Syan.g_02615
OG0000764	Syah.g_01406	Syan.g_02614
OG0000765	Syah.g_01392	Syan.g_02587
OG0000766	Syah.g_01391	Syan.g_02586
OG0000767	Syah.g_01389	Syan.g_02584
OG0000768	Syah.g_01388	Syan.g_02583
OG0000769	Syah.g_01386	Syan.g_02581
OG0000770	Syah.g_01383	Syan.g_02561
OG0000771	Syah.g_02042	Syan.g_00305
OG0000772	Syah.g_01351	Syan.g_00436
OG0000773	Syah.g_02187	Syan.g_01199
OG0000774	Syah.g_02191	Syan.g_01205
OG0000775	Syah.g_02193	Syan.g_01207
OG0000776	Syah.g_02194	Syan.g_01208
OG0000777	Syah.g_02195	Syan.g_01209
OG0000778	Syah.g_02196	Syan.g_01210
OG0000779	Syah.g_02201	Syan.g_01215
OG0000780	Syah.g_02205	Syan.g_01218
OG0000781	Syah.g_02209	Syan.g_01222
OG0000782	Syah.g_02210	Syan.g_01223
OG0000783	Syah.g_02211	Syan.g_01224
OG0000784	Syah.g_02212	Syan.g_01225
OG0000785	Syah.g_02214	Syan.g_01228
OG0000786	Syah.g_01171	Syan.g_01243
OG0000787	Syah.g_01170	Syan.g_01244
OG0000788	Syah.g_01922	Syan.g_00843
OG0000789	Syah.g_01556	Syan.g_00075
OG0000790	Syah.g_00981	Syan.g_02778
OG0000791	Syah.g_00980	Syan.g_02780
OG0000792	Syah.g_00979	Syan.g_02781
OG0000793	Syah.g_00974	Syan.g_02879
OG0000794	Syah.g_00973	Syan.g_02881
OG0000795	Syah.g_00972	Syan.g_02882
OG0000796	Syah.g_00968	Syan.g_02886
OG0000797	Syah.g_00967	Syan.g_02888
OG0000798	Syah.g_00627	Syan.g_02026
OG0000799	Syah.g_01326	Syan.g_01310
OG0000800	Syah.g_01325	Syan.g_01308
OG0000801	Syah.g_01324	Syan.g_01307
OG0000802	Syah.g_01320	Syan.g_01303
OG0000803	Syah.g_01315	Syan.g_01294
OG0000804	Syah.g_01312	Syan.g_01291
OG0000805	Syah.g_01303	Syan.g_01289
OG0000806	Syah.g_01301	Syan.g_01287
OG0000807	Syah.g_01299	Syan.g_01286
OG0000808	Syah.g_01298	Syan.g_01285
OG0000809	Syah.g_01295	Syan.g_01281
OG0000810	Syah.g_01294	Syan.g_01280
OG0000811	Syah.g_01286	Syan.g_01272
OG0000812	Syah.g_01284	Syan.g_01270
OG0000813	Syah.g_01283	Syan.g_01269
OG0000814	Syah.g_01281	Syan.g_01267
OG0000815	Syah.g_01280	Syan.g_01249
OG0000816	Syah.g_01279	Syan.g_01247
OG0000817	Syah.g_01278	Syan.g_01328
OG0000818	Syah.g_01272	Syan.g_02807
OG0000819	Syah.g_01271	Syan.g_02808
OG0000820	Syah.g_01270	Syan.g_02809
OG0000821	Syah.g_01265	Syan.g_02815
OG0000822	Syah.g_01263	Syan.g_02817
OG0000823	Syah.g_01262	Syan.g_02818
OG0000824	Syah.g_01258	Syan.g_02824
OG0000825	Syah.g_01257	Syan.g_02825
OG0000826	Syah.g_01256	Syan.g_02826
OG0000827	Syah.g_01254	Syan.g_02827
OG0000828	Syah.g_01251	Syan.g_02830
OG0000829	Syah.g_01250	Syan.g_02831
OG0000830	Syah.g_01249	Syan.g_02832
OG0000831	Syah.g_01247	Syan.g_02834
OG0000832	Syah.g_02311	Syan.g_02408
OG0000833	Syah.g_02322	Syan.g_01343
OG0000834	Syah.g_02324	Syan.g_01345
OG0000835	Syah.g_02325	Syan.g_01346
OG0000836	Syah.g_02329	Syan.g_01349
OG0000837	Syah.g_02330	Syan.g_01351
OG0000838	Syah.g_02334	Syan.g_01355
OG0000839	Syah.g_02335	Syan.g_01356
OG0000840	Syah.g_02336	Syan.g_01357
OG0000841	Syah.g_02337	Syan.g_01358
OG0000842	Syah.g_02338	Syan.g_01359
OG0000843	Syah.g_02339	Syan.g_01360
OG0000844	Syah.g_02341	Syan.g_01362
OG0000845	Syah.g_02342	Syan.g_01363
OG0000846	Syah.g_02343	Syan.g_01364
OG0000847	Syah.g_02344	Syan.g_01365
OG0000848	Syah.g_02346	Syan.g_01367
OG0000849	Syah.g_02347	Syan.g_01368
OG0000850	Syah.g_02349	Syan.g_01371
OG0000851	Syah.g_02359	Syan.g_01374
OG0000852	Syah.g_02360	Syan.g_01375
OG0000853	Syah.g_02364	Syan.g_01379
OG0000854	Syah.g_02366	Syan.g_01381
OG0000855	Syah.g_02367	Syan.g_01382
OG0000856	Syah.g_01951	Syan.g_01136
OG0000857	Syah.g_01761	Syan.g_00672
OG0000858	Syah.g_02373	Syan.g_01389
OG0000859	Syah.g_02374	Syan.g_01390
OG0000860	Syah.g_02386	Syan.g_01402
OG0000861	Syah.g_02387	Syan.g_01403
OG0000862	Syah.g_02389	Syan.g_01412
OG0000863	Syah.g_02391	Syan.g_01414
OG0000864	Syah.g_02392	Syan.g_00969
OG0000865	Syah.g_02396	Syan.g_01415
OG0000866	Syah.g_02397	Syan.g_01416
OG0000867	Syah.g_02398	Syan.g_01417
OG0000868	Syah.g_02401	Syan.g_01421
OG0000869	Syah.g_02406	Syan.g_01426
OG0000870	Syah.g_02411	Syan.g_01431
OG0000871	Syah.g_02412	Syan.g_01432
OG0000872	Syah.g_02421	Syan.g_01438
OG0000873	Syah.g_02424	Syan.g_01441
OG0000874	Syah.g_02420	Syan.g_01443
OG0000875	Syah.g_02426	Syan.g_01445
OG0000876	Syah.g_02250	Syan.g_00391
OG0000877	Syah.g_02254	Syan.g_01449
OG0000878	Syah.g_02255	Syan.g_01450
OG0000879	Syah.g_02256	Syan.g_01451
OG0000880	Syah.g_02257	Syan.g_01452
OG0000881	Syah.g_02262	Syan.g_01457
OG0000882	Syah.g_02267	Syan.g_01462
OG0000883	Syah.g_02270	Syan.g_01464
OG0000884	Syah.g_02272	Syan.g_01466
OG0000885	Syah.g_02273	Syan.g_01467
OG0000886	Syah.g_02274	Syan.g_01468
OG0000887	Syah.g_02275	Syan.g_01469
OG0000888	Syah.g_02277	Syan.g_01471
OG0000889	Syah.g_02279	Syan.g_01473
OG0000890	Syah.g_02284	Syan.g_01476
OG0000891	Syah.g_02285	Syan.g_01477
OG0000892	Syah.g_02288	Syan.g_01480
OG0000893	Syah.g_00684	Syan.g_02103
OG0000894	Syah.g_00690	Syan.g_02108
OG0000895	Syah.g_00694	Syan.g_02112
OG0000896	Syah.g_00695	Syan.g_02113
OG0000897	Syah.g_00697	Syan.g_02115
OG0000898	Syah.g_00698	Syan.g_02116
OG0000899	Syah.g_00699	Syan.g_02117
OG0000900	Syah.g_00700	Syan.g_02118
OG0000901	Syah.g_00705	Syan.g_02123
OG0000902	Syah.g_00707	Syan.g_02125
OG0000903	Syah.g_00739	Syan.g_02252
OG0000904	Syah.g_00734	Syan.g_02258
OG0000905	Syah.g_00731	Syan.g_02129
OG0000906	Syah.g_00729	Syan.g_02127
OG0000907	Syah.g_00741	Syan.g_02245
OG0000908	Syah.g_00744	Syan.g_02242
OG0000909	Syah.g_00745	Syan.g_02241
OG0000910	Syah.g_00746	Syan.g_02240
OG0000911	Syah.g_00748	Syan.g_02238
OG0000912	Syah.g_00749	Syan.g_02237
OG0000913	Syah.g_00750	Syan.g_02236
OG0000914	Syah.g_00751	Syan.g_02235
OG0000915	Syah.g_00752	Syan.g_02233
OG0000916	Syah.g_00753	Syan.g_02232
OG0000917	Syah.g_00754	Syan.g_02231
OG0000918	Syah.g_00755	Syan.g_02230
OG0000919	Syah.g_00756	Syan.g_02229
OG0000920	Syah.g_00757	Syan.g_02228
OG0000921	Syah.g_00758	Syan.g_02227
OG0000922	Syah.g_00759	Syan.g_02226
OG0000923	Syah.g_00763	Syan.g_02222
OG0000924	Syah.g_00764	Syan.g_02221
OG0000925	Syah.g_00765	Syan.g_02220
OG0000926	Syah.g_00766	Syan.g_02219
OG0000927	Syah.g_00768	Syan.g_02217
OG0000928	Syah.g_00769	Syan.g_02216
OG0000929	Syah.g_00770	Syan.g_02215
OG0000930	Syah.g_00771	Syan.g_02214
OG0000931	Syah.g_00772	Syan.g_02213
OG0000932	Syah.g_00773	Syan.g_02212
OG0000933	Syah.g_00778	Syan.g_02206
OG0000934	Syah.g_00780	Syan.g_02204
OG0000935	Syah.g_00781	Syan.g_02203
OG0000936	Syah.g_00782	Syan.g_02202
OG0000937	Syah.g_00783	Syan.g_02201
OG0000938	Syah.g_00787	Syan.g_02198
OG0000939	Syah.g_00788	Syan.g_02197
OG0000940	Syah.g_00795	Syan.g_02188
OG0000941	Syah.g_00797	Syan.g_02186
OG0000942	Syah.g_00799	Syan.g_02184
OG0000943	Syah.g_00800	Syan.g_02183
OG0000944	Syah.g_00802	Syan.g_02181
OG0000945	Syah.g_00804	Syan.g_02180
OG0000946	Syah.g_00809	Syan.g_02167
OG0000947	Syah.g_00812	Syan.g_02164
OG0000948	Syah.g_00813	Syan.g_02163
OG0000949	Syah.g_00173	Syan.g_01951
OG0000950	Syah.g_00184	Syan.g_01940
OG0000951	Syah.g_00190	Syan.g_01932
OG0000952	Syah.g_00202	Syan.g_01927
OG0000953	Syah.g_00207	Syan.g_01922
OG0000954	Syah.g_00233	Syan.g_01916
OG0000955	Syah.g_00234	Syan.g_01915
OG0000956	Syah.g_00236	Syan.g_01913
OG0000957	Syah.g_00248	Syan.g_01898
OG0000958	Syah.g_00249	Syan.g_01897
OG0000959	Syah.g_00253	Syan.g_01893
OG0000960	Syah.g_00254	Syan.g_01892
OG0000961	Syah.g_00259	Syan.g_03024
OG0000962	Syah.g_00262	Syan.g_01887
OG0000963	Syah.g_00267	Syan.g_01881
OG0000964	Syah.g_00268	Syan.g_01880
OG0000965	Syah.g_00269	Syan.g_01879
OG0000966	Syah.g_00288	Syan.g_01812
OG0000967	Syah.g_00300	Syan.g_01804
OG0000968	Syah.g_00295	Syan.g_01706
OG0000969	Syah.g_00297	Syan.g_01708
OG0000970	Syah.g_00298	Syan.g_01709
OG0000971	Syah.g_00303	Syan.g_01711
OG0000972	Syah.g_00304	Syan.g_01712
OG0000973	Syah.g_00305	Syan.g_01713
OG0000974	Syah.g_00306	Syan.g_01714
OG0000975	Syah.g_00307	Syan.g_01715
OG0000976	Syah.g_00308	Syan.g_01716
OG0000977	Syah.g_00310	Syan.g_01718
OG0000978	Syah.g_00312	Syan.g_01719
OG0000979	Syah.g_00315	Syan.g_01722
OG0000980	Syah.g_00318	Syan.g_01725
OG0000981	Syah.g_00321	Syan.g_01728
OG0000982	Syah.g_00511	Syan.g_01566
OG0000983	Syah.g_00510	Syan.g_01567
OG0000984	Syah.g_00509	Syan.g_01568
OG0000985	Syah.g_00505	Syan.g_01572
OG0000986	Syah.g_00496	Syan.g_01574
OG0000987	Syah.g_00494	Syan.g_01576
OG0000988	Syah.g_00489	Syan.g_01581
OG0000989	Syah.g_00481	Syan.g_01587
OG0000990	Syah.g_00466	Syan.g_01615
OG0000991	Syah.g_00462	Syan.g_01618
OG0000992	Syah.g_00460	Syan.g_01622
OG0000993	Syah.g_00459	Syan.g_01623
OG0000994	Syah.g_00457	Syan.g_01625
OG0000995	Syah.g_00452	Syan.g_01629
OG0000996	Syah.g_00412	Syan.g_01653
OG0000997	Syah.g_00403	Syan.g_01677
OG0000998	Syah.g_00401	Syan.g_01679
OG0000999	Syah.g_00400	Syan.g_01680
OG0001000	Syah.g_00397	Syan.g_01684
OG0001001	Syah.g_00392	Syan.g_01690
OG0001002	Syah.g_00386	Syan.g_01697
OG0001003	Syah.g_00384	Syan.g_01699
OG0001004	Syah.g_00383	Syan.g_01700
OG0001005	Syah.g_00382	Syan.g_01701
OG0001006	Syah.g_00375	Syan.g_01794
OG0001007	Syah.g_00373	Syan.g_01796
OG0001008	Syah.g_02235	Syan.g_02397
OG0001009	Syah.g_00344	Syan.g_01748
OG0001010	Syah.g_00343	Syan.g_01747
OG0001011	Syah.g_00342	Syan.g_01745
OG0001012	Syah.g_00514	Syan.g_00281
OG0001013	Syah.g_00527	Syan.g_01542
OG0001014	Syah.g_00531	Syan.g_01535
OG0001015	Syah.g_00532	Syan.g_01534
OG0001016	Syah.g_02487	Syan.g_02912
OG0001017	Syah.g_02493	Syan.g_02918
OG0001018	Syah.g_02495	Syan.g_02920
OG0001019	Syah.g_02512	Syan.g_02947
OG0001020	Syah.g_02517	Syan.g_02951
OG0001021	Syah.g_02521	Syan.g_02958
OG0001022	Syah.g_02524	Syan.g_02964
OG0001023	Syah.g_02525	Syan.g_02965
OG0001024	Syah.g_02529	Syan.g_00968
OG0001025	Syah.g_02534	Syan.g_02971
OG0001026	Syah.g_02547	Syan.g_02984
OG0001027	Syah.g_00001	Syan.g_02308
OG0001028	Syah.g_00003	Syan.g_02305
OG0001029	Syah.g_00005	Syan.g_02303
OG0001030	Syah.g_00025	Syan.g_02281
OG0001031	Syah.g_00611	Syan.g_03060
OG0001032	Syah.g_00609	Syan.g_03063
OG0001033	Syah.g_00577	Syan.g_00970
OG0001034	Syah.g_00908	Syan.g_02425
OG0001035	Syah.g_00660	Syan.g_02062
OG0001036	Syah.g_00655	Syan.g_02056
OG0001037	Syah.g_00653	Syan.g_02054
OG0001038	Syah.g_00626	Syan.g_02025
OG0001039	Syah.g_00623	Syan.g_02022
OG0001040	Syah.g_00090	Syan.g_02019
OG0001042	Syah.g_00122	Syan.g_01992
OG0001043	Syah.g_00126	Syan.g_01988
OG0001044	Syah.g_00857	Syan.g_02145
OG0001045	Syah.g_00870	Syan.g_02132
OG0001046	Syah.g_01647	Syan.g_00591
OG0001047	Syah.g_02233	Syan.g_02399
OG0001048	Syah.g_02232	Syan.g_02400
OG0001049	Syah.g_02225	Syan.g_01340
OG0001050	Syah.g_02224	Syan.g_01339
OG0001051	Syah.g_02223	Syan.g_01338
OG0001052	Syah.g_01217	Syan.g_02850
OG0001053	Syah.g_01000	Syan.g_02761
OG0001054	Syah.g_01017	Syan.g_02742
OG0001055	Syah.g_01037	Syan.g_02721
OG0001056	Syah.g_01069	Syan.g_01161
OG0001057	Syah.g_01075	Syan.g_00832
OG0001058	Syah.g_01091	Syan.g_00851
OG0001059	Syah.g_01095	Syan.g_00855
OG0001060	Syah.g_01102	Syan.g_00861
OG0001061	Syah.g_01123	Syan.g_00880
OG0001063	Syah.g_01129	Syan.g_00945
OG0001064	Syah.g_01130	Syan.g_00946
OG0001065	Syah.g_01131	Syan.g_00947
OG0001066	Syah.g_01132	Syan.g_00948
OG0001067	Syah.g_01133	Syan.g_00949
OG0001068	Syah.g_01134	Syan.g_00950
OG0001069	Syah.g_01135	Syan.g_00951
OG0001070	Syah.g_01138	Syan.g_00955
OG0001071	Syah.g_01139	Syan.g_00956
OG0001072	Syah.g_01144	Syan.g_00960
OG0001074	Syah.g_01970	Syan.g_00202
OG0001075	Syah.g_01969	Syan.g_00200
OG0001076	Syah.g_01959	Syan.g_00012
OG0001077	Syah.g_01948	Syan.g_01140
OG0001078	Syah.g_01934	Syan.g_00815
OG0001079	Syah.g_01921	Syan.g_00799
OG0001080	Syah.g_01538	Syan.g_00781
OG0001081	Syah.g_01487	Syan.g_00779
OG0001082	Syah.g_01488	Syan.g_00778
OG0001083	Syah.g_01495	Syan.g_00771
OG0001084	Syah.g_01496	Syan.g_00770
OG0001086	Syah.g_01508	Syan.g_00757
OG0001087	Syah.g_01992	Syan.g_01159
OG0001088	Syah.g_01995	Syan.g_02688
OG0001089	Syah.g_02019	Syan.g_00185
OG0001090	Syah.g_01728	Syan.g_00317
OG0001091	Syah.g_01726	Syan.g_00320
OG0001092	Syah.g_01724	Syan.g_00322
OG0001093	Syah.g_01718	Syan.g_00328
OG0001094	Syah.g_01785	Syan.g_00696
OG0001095	Syah.g_01764	Syan.g_00675
OG0001096	Syah.g_01748	Syan.g_00659
OG0001097	Syah.g_02094	Syan.g_00386
OG0001099	Syah.g_00004	Syan.g_02304
OG0001100	Syah.g_01522	Syan.g_00749
OG0001101	Syah.g_01523	Syan.g_00747
OG0001102	Syah.g_01526	Syan.g_00744
OG0001103	Syah.g_01528	Syan.g_00742
OG0001104	Syah.g_01801	Syan.g_00714
OG0001106	Syah.g_01609	Syan.g_00551
OG0001107	Syah.g_01620	Syan.g_00563
OG0001108	Syah.g_01628	Syan.g_00571
OG0001109	Syah.g_01630	Syan.g_00573
OG0001110	Syah.g_01632	Syan.g_00575
OG0001111	Syah.g_01634	Syan.g_00577
OG0001112	Syah.g_01636	Syan.g_00579
OG0001113	Syah.g_01637	Syan.g_00580
OG0001114	Syah.g_01638	Syan.g_00581
OG0001115	Syah.g_01642	Syan.g_00586
OG0001116	Syah.g_01644	Syan.g_00588
OG0001117	Syah.g_01645	Syan.g_00589
OG0001118	Syah.g_01646	Syan.g_00590
OG0001119	Syah.g_01648	Syan.g_00592
OG0001120	Syah.g_01652	Syan.g_00597
OG0001122	Syah.g_01679	Syan.g_00366
OG0001123	Syah.g_01686	Syan.g_00359
OG0001124	Syah.g_01688	Syan.g_00357
OG0001125	Syah.g_01690	Syan.g_00355
OG0001126	Syah.g_02058	Syan.g_00307
OG0001127	Syah.g_02057	Syan.g_00306
OG0001128	Syah.g_02040	Syan.g_00303
OG0001129	Syah.g_02038	Syan.g_00301
OG0001130	Syah.g_02037	Syan.g_00300
OG0001131	Syah.g_01819	Syan.g_00079
OG0001132	Syah.g_01850	Syan.g_00100
OG0001133	Syah.g_01957	Syan.g_00006
OG0001134	Syah.g_01437	Syan.g_01146
OG0001135	Syah.g_01439	Syan.g_02542
OG0001136	Syah.g_02160	Syan.g_02699
OG0001137	Syah.g_02141	Syan.g_02670
OG0001138	Syah.g_01421	Syan.g_02638
OG0001139	Syah.g_01419	Syan.g_02636
OG0001140	Syah.g_01418	Syan.g_02635
OG0001141	Syah.g_01417	Syan.g_02625
OG0001142	Syah.g_01416	Syan.g_02624
OG0001143	Syah.g_01408	Syan.g_02616
OG0001144	Syah.g_01399	Syan.g_02596
OG0001145	Syah.g_02188	Syan.g_01200
OG0001146	Syah.g_02206	Syan.g_01219
OG0001147	Syah.g_01234	Syan.g_02842
OG0001148	Syah.g_00984	Syan.g_02775
OG0001149	Syah.g_00983	Syan.g_02776
OG0001150	Syah.g_00982	Syan.g_02777
OG0001151	Syah.g_00970	Syan.g_02884
OG0001152	Syah.g_00969	Syan.g_02885
OG0001153	Syah.g_01253	Syan.g_02828
OG0001154	Syah.g_01252	Syan.g_02829
OG0001156	Syah.g_02316	Syan.g_02404
OG0001157	Syah.g_02317	Syan.g_02403
OG0001158	Syah.g_02318	Syan.g_02402
OG0001159	Syah.g_02319	Syan.g_02401
OG0001161	Syah.g_00475	Syan.g_01594
OG0001162	Syah.g_01745	Syan.g_02943
OG0001163	Syah.g_02370	Syan.g_01385
OG0001164	Syah.g_02376	Syan.g_01392
OG0001165	Syah.g_02381	Syan.g_01397
OG0001166	Syah.g_02410	Syan.g_01430
OG0001167	Syah.g_02259	Syan.g_00992
OG0001168	Syah.g_02261	Syan.g_01456
OG0001169	Syah.g_02263	Syan.g_01458
OG0001170	Syah.g_02265	Syan.g_01460
OG0001171	Syah.g_02276	Syan.g_01470
OG0001172	Syah.g_00692	Syan.g_02110
OG0001173	Syah.g_00693	Syan.g_02111
OG0001174	Syah.g_00701	Syan.g_02119
OG0001175	Syah.g_00702	Syan.g_02120
OG0001176	Syah.g_00738	Syan.g_02253
OG0001177	Syah.g_00736	Syan.g_02256
OG0001179	Syah.g_00767	Syan.g_02218
OG0001180	Syah.g_00792	Syan.g_02191
OG0001181	Syah.g_00796	Syan.g_02187
OG0001182	Syah.g_00805	Syan.g_02179
OG0001183	Syah.g_00810	Syan.g_02166
OG0001184	Syah.g_00192	Syan.g_01929
OG0001185	Syah.g_00244	Syan.g_01902
OG0001186	Syah.g_00294	Syan.g_01864
OG0001187	Syah.g_00289	Syan.g_01811
OG0001188	Syah.g_00299	Syan.g_01806
OG0001189	Syah.g_00316	Syan.g_01723
OG0001190	Syah.g_00512	Syan.g_01565
OG0001191	Syah.g_00491	Syan.g_01578
