Orthogroup	Syah	Syao
OG0000595	Syah.g_01937	Syao.g_00892
OG0000596	Syah.g_01932	Syao.g_00897
OG0000597	Syah.g_01929	Syao.g_00900
OG0000598	Syah.g_01928	Syao.g_00901
OG0000599	Syah.g_01925	Syao.g_00908
OG0000600	Syah.g_01924	Syao.g_00909
OG0000601	Syah.g_01923	Syao.g_00910
OG0000602	Syah.g_01917	Syao.g_00914
OG0000603	Syah.g_01916	Syao.g_00915
OG0000604	Syah.g_01913	Syao.g_00918
OG0000606	Syah.g_01485	Syao.g_00924
OG0000607	Syah.g_01489	Syao.g_00927
OG0000608	Syah.g_01490	Syao.g_00928
OG0000609	Syah.g_01492	Syao.g_00930
OG0000610	Syah.g_01499	Syao.g_00940
OG0000611	Syah.g_01502	Syao.g_00943
OG0000612	Syah.g_01503	Syao.g_00944
OG0000613	Syah.g_00147	Syao.g_01979
OG0000614	Syah.g_02004	Syao.g_00375
OG0000615	Syah.g_01814	Syao.g_00978
OG0000616	Syah.g_00389	Syao.g_02342
OG0000617	Syah.g_01722	Syao.g_00486
OG0000618	Syah.g_01721	Syao.g_00485
OG0000619	Syah.g_01720	Syao.g_00484
OG0000620	Syah.g_01713	Syao.g_00479
OG0000621	Syah.g_01712	Syao.g_00478
OG0000622	Syah.g_01711	Syao.g_00476
OG0000623	Syah.g_01710	Syao.g_00475
OG0000624	Syah.g_01708	Syao.g_00473
OG0000625	Syah.g_01707	Syao.g_00472
OG0000626	Syah.g_01706	Syao.g_00471
OG0000627	Syah.g_01569	Syao.g_00567
OG0000628	Syah.g_01570	Syao.g_00566
OG0000629	Syah.g_01573	Syao.g_00590
OG0000630	Syah.g_01577	Syao.g_00585
OG0000631	Syah.g_01582	Syao.g_00644
OG0000632	Syah.g_01583	Syao.g_00643
OG0000633	Syah.g_01584	Syao.g_00642
OG0000634	Syah.g_01783	Syao.g_00752
OG0000635	Syah.g_01782	Syao.g_00753
OG0000636	Syah.g_01780	Syao.g_00755
OG0000637	Syah.g_01778	Syao.g_00757
OG0000638	Syah.g_01777	Syao.g_00758
OG0000639	Syah.g_01776	Syao.g_00759
OG0000640	Syah.g_01775	Syao.g_00760
OG0000641	Syah.g_01771	Syao.g_00764
OG0000642	Syah.g_01770	Syao.g_00765
OG0000643	Syah.g_01768	Syao.g_00767
OG0000644	Syah.g_01767	Syao.g_00768
OG0000645	Syah.g_01765	Syao.g_00770
OG0000646	Syah.g_01762	Syao.g_00773
OG0000647	Syah.g_01760	Syao.g_00775
OG0000648	Syah.g_01757	Syao.g_00777
OG0000649	Syah.g_01756	Syao.g_00778
OG0000650	Syah.g_01755	Syao.g_00779
OG0000651	Syah.g_01754	Syao.g_00780
OG0000652	Syah.g_01753	Syao.g_00781
OG0000653	Syah.g_01751	Syao.g_00783
OG0000654	Syah.g_01750	Syao.g_00784
OG0000655	Syah.g_01749	Syao.g_00785
OG0000656	Syah.g_01746	Syao.g_00789
OG0000657	Syah.g_02083	Syao.g_00435
OG0000658	Syah.g_02086	Syao.g_00560
OG0000659	Syah.g_02087	Syao.g_00559
OG0000660	Syah.g_02091	Syao.g_00555
OG0000662	Syah.g_02095	Syao.g_00535
OG0000663	Syah.g_02098	Syao.g_00532
OG0000664	Syah.g_02099	Syao.g_00530
OG0000665	Syah.g_01895	Syao.g_01436
OG0000666	Syah.g_01826	Syao.g_02120
OG0000667	Syah.g_00714	Syao.g_01375
OG0000668	Syah.g_01680	Syao.g_02678
OG0000669	Syah.g_01520	Syao.g_00955
OG0000670	Syah.g_02352	Syao.g_00958
OG0000671	Syah.g_01524	Syao.g_00960
OG0000672	Syah.g_01527	Syao.g_00963
OG0000673	Syah.g_01530	Syao.g_00966
OG0000674	Syah.g_01532	Syao.g_00968
OG0000675	Syah.g_01533	Syao.g_00969
OG0000676	Syah.g_01535	Syao.g_00971
OG0000677	Syah.g_01536	Syao.g_00972
OG0000678	Syah.g_01821	Syao.g_00974
OG0000679	Syah.g_01812	Syao.g_00981
OG0000680	Syah.g_01811	Syao.g_00982
OG0000681	Syah.g_01808	Syao.g_00985
OG0000682	Syah.g_01807	Syao.g_00986
OG0000683	Syah.g_01806	Syao.g_00987
OG0000684	Syah.g_01802	Syao.g_00990
OG0000685	Syah.g_01800	Syao.g_00733
OG0000686	Syah.g_01799	Syao.g_00734
OG0000687	Syah.g_01798	Syao.g_00735
OG0000688	Syah.g_01793	Syao.g_00741
OG0000689	Syah.g_01791	Syao.g_00743
OG0000690	Syah.g_01790	Syao.g_00744
OG0000691	Syah.g_01789	Syao.g_00745
OG0000692	Syah.g_01788	Syao.g_00747
OG0000693	Syah.g_01787	Syao.g_00748
OG0000694	Syah.g_01786	Syao.g_00749
OG0000695	Syah.g_01586	Syao.g_00639
OG0000696	Syah.g_01587	Syao.g_00638
OG0000697	Syah.g_01589	Syao.g_00636
OG0000698	Syah.g_01592	Syao.g_00633
OG0000699	Syah.g_01594	Syao.g_00631
OG0000700	Syah.g_01595	Syao.g_00630
OG0000701	Syah.g_01596	Syao.g_00629
OG0000702	Syah.g_01604	Syao.g_00705
OG0000703	Syah.g_01605	Syao.g_00693
OG0000704	Syah.g_01608	Syao.g_00689
OG0000705	Syah.g_01614	Syao.g_00682
OG0000706	Syah.g_01615	Syao.g_00681
OG0000707	Syah.g_01616	Syao.g_00680
OG0000708	Syah.g_01619	Syao.g_00677
OG0000709	Syah.g_01627	Syao.g_00670
OG0000710	Syah.g_01631	Syao.g_00666
OG0000711	Syah.g_01661	Syao.g_00815
OG0000712	Syah.g_01662	Syao.g_00813
OG0000713	Syah.g_01663	Syao.g_00812
OG0000714	Syah.g_01665	Syao.g_00810
OG0000715	Syah.g_01667	Syao.g_00808
OG0000716	Syah.g_01671	Syao.g_00804
OG0000717	Syah.g_01672	Syao.g_00803
OG0000718	Syah.g_01676	Syao.g_00794
OG0000719	Syah.g_01678	Syao.g_00444
OG0000720	Syah.g_01691	Syao.g_00457
OG0000721	Syah.g_01693	Syao.g_00459
OG0000722	Syah.g_01694	Syao.g_00460
OG0000723	Syah.g_01704	Syao.g_00469
OG0000724	Syah.g_02036	Syao.g_00513
OG0000725	Syah.g_02027	Syao.g_00385
OG0000726	Syah.g_02026	Syao.g_00384
OG0000727	Syah.g_02025	Syao.g_00383
OG0000728	Syah.g_02023	Syao.g_00381
OG0000729	Syah.g_00263	Syao.g_02190
OG0000730	Syah.g_00855	Syao.g_01880
OG0000731	Syah.g_00867	Syao.g_01868
OG0000732	Syah.g_00319	Syao.g_02218
OG0000733	Syah.g_00473	Syao.g_01427
OG0000734	Syah.g_02545	Syao.g_02592
OG0000735	Syah.g_02178	Syao.g_00140
OG0000736	Syah.g_02177	Syao.g_00139
OG0000737	Syah.g_02176	Syao.g_00138
OG0000738	Syah.g_02170	Syao.g_00132
OG0000739	Syah.g_02165	Syao.g_00131
OG0000740	Syah.g_02164	Syao.g_00130
OG0000741	Syah.g_02161	Syao.g_00127
OG0000742	Syah.g_02159	Syao.g_00124
OG0000743	Syah.g_02157	Syao.g_00217
OG0000744	Syah.g_02156	Syao.g_00216
OG0000745	Syah.g_02154	Syao.g_00213
OG0000746	Syah.g_02151	Syao.g_00210
OG0000747	Syah.g_02150	Syao.g_00208
OG0000748	Syah.g_02140	Syao.g_00193
OG0000749	Syah.g_02138	Syao.g_00192
OG0000750	Syah.g_02137	Syao.g_00191
OG0000751	Syah.g_02130	Syao.g_00185
OG0000752	Syah.g_02128	Syao.g_00183
OG0000753	Syah.g_02125	Syao.g_00180
OG0000754	Syah.g_01431	Syao.g_00175
OG0000755	Syah.g_01423	Syao.g_00021
OG0000756	Syah.g_01422	Syao.g_00229
OG0000757	Syah.g_01415	Syao.g_00252
OG0000758	Syah.g_01414	Syao.g_00251
OG0000759	Syah.g_01413	Syao.g_00250
OG0000760	Syah.g_01412	Syao.g_00249
OG0000761	Syah.g_01411	Syao.g_00248
OG0000762	Syah.g_01409	Syao.g_00246
OG0000763	Syah.g_01407	Syao.g_00242
OG0000764	Syah.g_01406	Syao.g_00241
OG0000765	Syah.g_01392	Syao.g_00267
OG0000766	Syah.g_01391	Syao.g_00266
OG0000767	Syah.g_01389	Syao.g_00264
OG0000768	Syah.g_01388	Syao.g_00263
OG0000769	Syah.g_01386	Syao.g_00261
OG0000770	Syah.g_01383	Syao.g_00257
OG0000771	Syah.g_02042	Syao.g_00506
OG0000772	Syah.g_01351	Syao.g_01523
OG0000773	Syah.g_02187	Syao.g_01447
OG0000774	Syah.g_02191	Syao.g_01442
OG0000775	Syah.g_02193	Syao.g_01440
OG0000776	Syah.g_02194	Syao.g_01439
OG0000777	Syah.g_02195	Syao.g_01438
OG0000778	Syah.g_02196	Syao.g_01437
OG0000779	Syah.g_02201	Syao.g_01469
OG0000780	Syah.g_02205	Syao.g_01456
OG0000781	Syah.g_02209	Syao.g_01452
OG0000782	Syah.g_02210	Syao.g_01451
OG0000783	Syah.g_02211	Syao.g_01450
OG0000784	Syah.g_02212	Syao.g_01449
OG0000785	Syah.g_02214	Syao.g_01481
OG0000786	Syah.g_01171	Syao.g_01473
OG0000787	Syah.g_01170	Syao.g_01472
OG0000788	Syah.g_01922	Syao.g_00870
OG0000789	Syah.g_01556	Syao.g_00623
OG0000790	Syah.g_00981	Syao.g_00041, Syao.g_00315
OG0000791	Syah.g_00980	Syao.g_00043
OG0000792	Syah.g_00979	Syao.g_00044
OG0000793	Syah.g_00974	Syao.g_02700
OG0000794	Syah.g_00973	Syao.g_02703
OG0000795	Syah.g_00972	Syao.g_02704
OG0000796	Syah.g_00968	Syao.g_02708
OG0000797	Syah.g_00967	Syao.g_02709
OG0000798	Syah.g_00627	Syao.g_02066
OG0000799	Syah.g_01326	Syao.g_01525
OG0000800	Syah.g_01325	Syao.g_01526
OG0000801	Syah.g_01324	Syao.g_01527
OG0000802	Syah.g_01320	Syao.g_01531
OG0000803	Syah.g_01315	Syao.g_01534
OG0000804	Syah.g_01312	Syao.g_01537
OG0000805	Syah.g_01303	Syao.g_01502
OG0000806	Syah.g_01301	Syao.g_01504
OG0000807	Syah.g_01299	Syao.g_01506
OG0000808	Syah.g_01298	Syao.g_01507
OG0000809	Syah.g_01295	Syao.g_01511
OG0000810	Syah.g_01294	Syao.g_01482
OG0000811	Syah.g_01286	Syao.g_01490
OG0000812	Syah.g_01284	Syao.g_01492
OG0000813	Syah.g_01283	Syao.g_01493
OG0000814	Syah.g_01281	Syao.g_01495
OG0000815	Syah.g_01280	Syao.g_01499
OG0000816	Syah.g_01279	Syao.g_01471
OG0000817	Syah.g_01278	Syao.g_01519
OG0000818	Syah.g_01272	Syao.g_00062
OG0000819	Syah.g_01271	Syao.g_00063
OG0000820	Syah.g_01270	Syao.g_00064
OG0000821	Syah.g_01265	Syao.g_00070
OG0000822	Syah.g_01263	Syao.g_00072
OG0000823	Syah.g_01262	Syao.g_00073
OG0000824	Syah.g_01258	Syao.g_00079
OG0000825	Syah.g_01257	Syao.g_00080
OG0000826	Syah.g_01256	Syao.g_00081
OG0000827	Syah.g_01254	Syao.g_00082
OG0000828	Syah.g_01251	Syao.g_00085
OG0000829	Syah.g_01250	Syao.g_00086
OG0000830	Syah.g_01249	Syao.g_00087
OG0000831	Syah.g_01247	Syao.g_00089
OG0000832	Syah.g_02311	Syao.g_01696
OG0000833	Syah.g_02322	Syao.g_01612
OG0000834	Syah.g_02324	Syao.g_01610
OG0000835	Syah.g_02325	Syao.g_01609
OG0000836	Syah.g_02329	Syao.g_01606
OG0000837	Syah.g_02330	Syao.g_01605
OG0000838	Syah.g_02334	Syao.g_01601
OG0000839	Syah.g_02335	Syao.g_01600
OG0000840	Syah.g_02336	Syao.g_01599
OG0000841	Syah.g_02337	Syao.g_01598
OG0000842	Syah.g_02338	Syao.g_01597
OG0000843	Syah.g_02339	Syao.g_01596
OG0000844	Syah.g_02341	Syao.g_01594
OG0000845	Syah.g_02342	Syao.g_01593
OG0000846	Syah.g_02343	Syao.g_01592
OG0000847	Syah.g_02344	Syao.g_01591
OG0000848	Syah.g_02346	Syao.g_01589
OG0000849	Syah.g_02347	Syao.g_01588
OG0000850	Syah.g_02349	Syao.g_01585
OG0000851	Syah.g_02359	Syao.g_01582
OG0000852	Syah.g_02360	Syao.g_01581
OG0000853	Syah.g_02364	Syao.g_01577
OG0000854	Syah.g_02366	Syao.g_01575
OG0000855	Syah.g_02367	Syao.g_01574
OG0000856	Syah.g_01951	Syao.g_01327
OG0000857	Syah.g_01761	Syao.g_00774
OG0000858	Syah.g_02373	Syao.g_01567
OG0000859	Syah.g_02374	Syao.g_01566
OG0000860	Syah.g_02386	Syao.g_01552
OG0000861	Syah.g_02387	Syao.g_01551
OG0000862	Syah.g_02389	Syao.g_01542
OG0000863	Syah.g_02391	Syao.g_01540
OG0000864	Syah.g_02392	Syao.g_01017
OG0000866	Syah.g_02397	Syao.g_01686
OG0000867	Syah.g_02398	Syao.g_01685
OG0000868	Syah.g_02401	Syao.g_01682
OG0000869	Syah.g_02406	Syao.g_01677
OG0000870	Syah.g_02411	Syao.g_01672
OG0000871	Syah.g_02412	Syao.g_01671
OG0000872	Syah.g_02421	Syao.g_01665
OG0000873	Syah.g_02424	Syao.g_01662
OG0000874	Syah.g_02420	Syao.g_01660
OG0000875	Syah.g_02426	Syao.g_01658
OG0000876	Syah.g_02250	Syao.g_00536
OG0000877	Syah.g_02254	Syao.g_01654
OG0000878	Syah.g_02255	Syao.g_01653
OG0000879	Syah.g_02256	Syao.g_01652
OG0000880	Syah.g_02257	Syao.g_01651
OG0000881	Syah.g_02262	Syao.g_01647
OG0000882	Syah.g_02267	Syao.g_01642
OG0000883	Syah.g_02270	Syao.g_01638
OG0000884	Syah.g_02272	Syao.g_01636
OG0000885	Syah.g_02273	Syao.g_01635
OG0000886	Syah.g_02274	Syao.g_01634
OG0000887	Syah.g_02275	Syao.g_01633
OG0000888	Syah.g_02277	Syao.g_01631
OG0000889	Syah.g_02279	Syao.g_01629
OG0000890	Syah.g_02284	Syao.g_01626
OG0000891	Syah.g_02285	Syao.g_01625
OG0000892	Syah.g_02288	Syao.g_01695
OG0000893	Syah.g_00684	Syao.g_01934
OG0000894	Syah.g_00690	Syao.g_01937
OG0000895	Syah.g_00694	Syao.g_01916
OG0000896	Syah.g_00695	Syao.g_01917
OG0000897	Syah.g_00697	Syao.g_01919
OG0000898	Syah.g_00698	Syao.g_01920
OG0000899	Syah.g_00699	Syao.g_01921
OG0000900	Syah.g_00700	Syao.g_01922
OG0000901	Syah.g_00705	Syao.g_01927
OG0000902	Syah.g_00707	Syao.g_01929
OG0000903	Syah.g_00739	Syao.g_01798
OG0000904	Syah.g_00734	Syao.g_01804
OG0000905	Syah.g_00731	Syao.g_01862
OG0000906	Syah.g_00729	Syao.g_01931
OG0000907	Syah.g_00741	Syao.g_01796
OG0000908	Syah.g_00744	Syao.g_01793
OG0000909	Syah.g_00745	Syao.g_01792
OG0000910	Syah.g_00746	Syao.g_01791
OG0000911	Syah.g_00748	Syao.g_01789
OG0000912	Syah.g_00749	Syao.g_01788
OG0000913	Syah.g_00750	Syao.g_01787
OG0000914	Syah.g_00751	Syao.g_01786
OG0000915	Syah.g_00752	Syao.g_01784
OG0000916	Syah.g_00753	Syao.g_01783
OG0000917	Syah.g_00754	Syao.g_01782
OG0000918	Syah.g_00755	Syao.g_01781
OG0000919	Syah.g_00756	Syao.g_01780
OG0000920	Syah.g_00757	Syao.g_01779
OG0000921	Syah.g_00758	Syao.g_01778
OG0000922	Syah.g_00759	Syao.g_01777
OG0000923	Syah.g_00763	Syao.g_01772
OG0000924	Syah.g_00764	Syao.g_01771
OG0000925	Syah.g_00765	Syao.g_01770
OG0000926	Syah.g_00766	Syao.g_01769
OG0000927	Syah.g_00768	Syao.g_01767
OG0000928	Syah.g_00769	Syao.g_01766
OG0000929	Syah.g_00770	Syao.g_01765
OG0000930	Syah.g_00771	Syao.g_01764
OG0000931	Syah.g_00772	Syao.g_01763
OG0000932	Syah.g_00773	Syao.g_01762
OG0000933	Syah.g_00778	Syao.g_01811
OG0000934	Syah.g_00780	Syao.g_01809
OG0000935	Syah.g_00781	Syao.g_01808
OG0000936	Syah.g_00782	Syao.g_01843
OG0000937	Syah.g_00783	Syao.g_01842
OG0000938	Syah.g_00787	Syao.g_01839
OG0000939	Syah.g_00788	Syao.g_01838
OG0000940	Syah.g_00795	Syao.g_01830
OG0000941	Syah.g_00797	Syao.g_01828
OG0000942	Syah.g_00799	Syao.g_01826
OG0000943	Syah.g_00800	Syao.g_01824
OG0000944	Syah.g_00802	Syao.g_01822
OG0000945	Syah.g_00804	Syao.g_01821
OG0000946	Syah.g_00809	Syao.g_01852
OG0000947	Syah.g_00812	Syao.g_01849
OG0000948	Syah.g_00813	Syao.g_01848
OG0000949	Syah.g_00173	Syao.g_01970
OG0000950	Syah.g_00184	Syao.g_01957
OG0000951	Syah.g_00190	Syao.g_02262
OG0000952	Syah.g_00202	Syao.g_02266
OG0000953	Syah.g_00207	Syao.g_02130
OG0000954	Syah.g_00233	Syao.g_02135
OG0000955	Syah.g_00234	Syao.g_02136
OG0000956	Syah.g_00236	Syao.g_02138
OG0000957	Syah.g_00248	Syao.g_01951
OG0000958	Syah.g_00249	Syao.g_01950
OG0000959	Syah.g_00253	Syao.g_01947
OG0000960	Syah.g_00254	Syao.g_01946
OG0000961	Syah.g_00259	Syao.g_02496
OG0000962	Syah.g_00262	Syao.g_02191
OG0000963	Syah.g_00267	Syao.g_02186
OG0000964	Syah.g_00268	Syao.g_02185
OG0000965	Syah.g_00269	Syao.g_02184
OG0000966	Syah.g_00288	Syao.g_02172
OG0000967	Syah.g_00300	Syao.g_02167
OG0000968	Syah.g_00295	Syao.g_02199
OG0000969	Syah.g_00297	Syao.g_02200
OG0000970	Syah.g_00298	Syao.g_02201
OG0000971	Syah.g_00303	Syao.g_02203
OG0000972	Syah.g_00304	Syao.g_02204
OG0000973	Syah.g_00305	Syao.g_02205
OG0000974	Syah.g_00306	Syao.g_02206
OG0000975	Syah.g_00307	Syao.g_02207
OG0000976	Syah.g_00308	Syao.g_02208
OG0000977	Syah.g_00310	Syao.g_02210
OG0000978	Syah.g_00312	Syao.g_02211
OG0000979	Syah.g_00315	Syao.g_02214
OG0000980	Syah.g_00318	Syao.g_02217
OG0000981	Syah.g_00321	Syao.g_02220
OG0000982	Syah.g_00511	Syao.g_02437
OG0000983	Syah.g_00510	Syao.g_02438
OG0000984	Syah.g_00509	Syao.g_02439
OG0000985	Syah.g_00505	Syao.g_02443
OG0000986	Syah.g_00496	Syao.g_02445
OG0000987	Syah.g_00494	Syao.g_02447
OG0000988	Syah.g_00489	Syao.g_02452
OG0000989	Syah.g_00481	Syao.g_02368
OG0000990	Syah.g_00466	Syao.g_02362
OG0000991	Syah.g_00462	Syao.g_02354
OG0000992	Syah.g_00460	Syao.g_02279
OG0000993	Syah.g_00459	Syao.g_02280
OG0000994	Syah.g_00457	Syao.g_02283
OG0000995	Syah.g_00452	Syao.g_02287
OG0000996	Syah.g_00412	Syao.g_02305
OG0000997	Syah.g_00403	Syao.g_02326
OG0000998	Syah.g_00401	Syao.g_02328
OG0000999	Syah.g_00400	Syao.g_02329
OG0001000	Syah.g_00397	Syao.g_02333
OG0001001	Syah.g_00392	Syao.g_02338
OG0001002	Syah.g_00386	Syao.g_02345
OG0001003	Syah.g_00384	Syao.g_02347
OG0001004	Syah.g_00383	Syao.g_02348
OG0001005	Syah.g_00382	Syao.g_02194
OG0001006	Syah.g_00375	Syao.g_02159
OG0001007	Syah.g_00373	Syao.g_02161
OG0001008	Syah.g_02235	Syao.g_01737
OG0001009	Syah.g_00344	Syao.g_02239
OG0001010	Syah.g_00343	Syao.g_02238
OG0001011	Syah.g_00342	Syao.g_02236
OG0001012	Syah.g_00514	Syao.g_00322
OG0001013	Syah.g_00527	Syao.g_02413
OG0001014	Syah.g_00531	Syao.g_02407
OG0001015	Syah.g_00532	Syao.g_02406
OG0001016	Syah.g_02487	Syao.g_02622
OG0001017	Syah.g_02493	Syao.g_02628
OG0001018	Syah.g_02495	Syao.g_02630
OG0001019	Syah.g_02512	Syao.g_02654
OG0001020	Syah.g_02517	Syao.g_02663
OG0001021	Syah.g_02521	Syao.g_02666
OG0001022	Syah.g_02524	Syao.g_02670
OG0001023	Syah.g_02525	Syao.g_02671
OG0001024	Syah.g_02529	Syao.g_01018
OG0001025	Syah.g_02534	Syao.g_02597
OG0001026	Syah.g_02547	Syao.g_02594
OG0001027	Syah.g_00001	Syao.g_02564
OG0001028	Syah.g_00003	Syao.g_02568
OG0001029	Syah.g_00005	Syao.g_02570
OG0001030	Syah.g_00025	Syao.g_02545
OG0001031	Syah.g_00611	Syao.g_02528
OG0001032	Syah.g_00609	Syao.g_02530
OG0001033	Syah.g_00577	Syao.g_01016
OG0001034	Syah.g_00908	Syao.g_01704
OG0001035	Syah.g_00660	Syao.g_02101
OG0001036	Syah.g_00655	Syao.g_02096
OG0001037	Syah.g_00653	Syao.g_02094
OG0001038	Syah.g_00626	Syao.g_02065
OG0001039	Syah.g_00623	Syao.g_02062
OG0001040	Syah.g_00090	Syao.g_02059
OG0001042	Syah.g_00122	Syao.g_02032
OG0001043	Syah.g_00126	Syao.g_02028
OG0001044	Syah.g_00857	Syao.g_01878
OG0001045	Syah.g_00870	Syao.g_01865
OG0001046	Syah.g_01647	Syao.g_00827
OG0001047	Syah.g_02233	Syao.g_01739
OG0001048	Syah.g_02232	Syao.g_01740
OG0001049	Syah.g_02225	Syao.g_01616
OG0001050	Syah.g_02224	Syao.g_01618
OG0001051	Syah.g_02223	Syao.g_01619
OG0001052	Syah.g_01217	Syao.g_02686
OG0001053	Syah.g_01000	Syao.g_00025
OG0001054	Syah.g_01017	Syao.g_00104
OG0001055	Syah.g_01037	Syao.g_00156
OG0001056	Syah.g_01069	Syao.g_01417
OG0001057	Syah.g_01075	Syao.g_00879
OG0001058	Syah.g_01091	Syao.g_00862
OG0001059	Syah.g_01095	Syao.g_00858
OG0001060	Syah.g_01102	Syao.g_00852
OG0001062	Syah.g_01125	Syao.g_01050
OG0001063	Syah.g_01129	Syao.g_01042
OG0001064	Syah.g_01130	Syao.g_01041
OG0001065	Syah.g_01131	Syao.g_01040
OG0001066	Syah.g_01132	Syao.g_01039
OG0001067	Syah.g_01133	Syao.g_01038
OG0001068	Syah.g_01134	Syao.g_01037
OG0001069	Syah.g_01135	Syao.g_01036
OG0001070	Syah.g_01138	Syao.g_01032
OG0001071	Syah.g_01139	Syao.g_01031
OG0001072	Syah.g_01144	Syao.g_01027
OG0001074	Syah.g_01970	Syao.g_00392
OG0001075	Syah.g_01969	Syao.g_00391
OG0001076	Syah.g_01959	Syao.g_01339
OG0001077	Syah.g_01948	Syao.g_01323
OG0001078	Syah.g_01934	Syao.g_00895
OG0001079	Syah.g_01921	Syao.g_00911
OG0001081	Syah.g_01487	Syao.g_00925
OG0001082	Syah.g_01488	Syao.g_00926
OG0001083	Syah.g_01495	Syao.g_00934
OG0001084	Syah.g_01496	Syao.g_00935
OG0001085	Syah.g_01506	Syao.g_00947
OG0001086	Syah.g_01508	Syao.g_00949
OG0001087	Syah.g_01992	Syao.g_01419
OG0001088	Syah.g_01995	Syao.g_00211
OG0001089	Syah.g_02019	Syao.g_00376
OG0001090	Syah.g_01728	Syao.g_00494
OG0001091	Syah.g_01726	Syao.g_00491
OG0001092	Syah.g_01724	Syao.g_00489
OG0001093	Syah.g_01718	Syao.g_00482
OG0001094	Syah.g_01785	Syao.g_00750
OG0001095	Syah.g_01764	Syao.g_00771
OG0001096	Syah.g_01748	Syao.g_00786
OG0001097	Syah.g_02094	Syao.g_00552
OG0001098	Syah.g_01542	Syao.g_00731
OG0001099	Syah.g_00004	Syao.g_02569
OG0001100	Syah.g_01522	Syao.g_00957
OG0001101	Syah.g_01523	Syao.g_00959
OG0001102	Syah.g_01526	Syao.g_00962
OG0001103	Syah.g_01528	Syao.g_00964
OG0001105	Syah.g_01797	Syao.g_00736
OG0001106	Syah.g_01609	Syao.g_00688
OG0001107	Syah.g_01620	Syao.g_00676
OG0001108	Syah.g_01628	Syao.g_00669
OG0001109	Syah.g_01630	Syao.g_00667
OG0001110	Syah.g_01632	Syao.g_00665
OG0001111	Syah.g_01634	Syao.g_00663
OG0001112	Syah.g_01636	Syao.g_00661
OG0001113	Syah.g_01637	Syao.g_00660
OG0001114	Syah.g_01638	Syao.g_00659
OG0001115	Syah.g_01642	Syao.g_00832
OG0001116	Syah.g_01644	Syao.g_00830
OG0001117	Syah.g_01645	Syao.g_00829
OG0001118	Syah.g_01646	Syao.g_00828
OG0001119	Syah.g_01648	Syao.g_00826
OG0001120	Syah.g_01652	Syao.g_00822
OG0001121	Syah.g_00927, Syah.g_02183	Syao.g_01294
OG0001122	Syah.g_01679	Syao.g_00445
OG0001123	Syah.g_01686	Syao.g_00451
OG0001124	Syah.g_01688	Syao.g_00453
OG0001125	Syah.g_01690	Syao.g_00456
OG0001126	Syah.g_02058	Syao.g_00504
OG0001127	Syah.g_02057	Syao.g_00505
OG0001128	Syah.g_02040	Syao.g_00508
OG0001129	Syah.g_02038	Syao.g_00510
OG0001130	Syah.g_02037	Syao.g_00511
OG0001131	Syah.g_01819	Syao.g_01387
OG0001132	Syah.g_01850	Syao.g_01221
OG0001133	Syah.g_01957	Syao.g_01333
OG0001134	Syah.g_01437	Syao.g_01428
OG0001135	Syah.g_01439	Syao.g_01424
OG0001136	Syah.g_02160	Syao.g_00126
OG0001137	Syah.g_02141	Syao.g_00194
OG0001138	Syah.g_01421	Syao.g_00227
OG0001139	Syah.g_01419	Syao.g_00225
OG0001140	Syah.g_01418	Syao.g_00224
OG0001141	Syah.g_01417	Syao.g_00254
OG0001142	Syah.g_01416	Syao.g_00253
OG0001143	Syah.g_01408	Syao.g_00243
OG0001144	Syah.g_01399	Syao.g_00276
OG0001145	Syah.g_02188	Syao.g_01446
OG0001146	Syah.g_02206	Syao.g_01455
OG0001147	Syah.g_01234	Syao.g_00095
OG0001148	Syah.g_00984	Syao.g_00038
OG0001149	Syah.g_00983	Syao.g_00039
OG0001150	Syah.g_00982	Syao.g_00040
OG0001151	Syah.g_00970	Syao.g_02706
OG0001152	Syah.g_00969	Syao.g_02707
OG0001153	Syah.g_01253	Syao.g_00083
OG0001154	Syah.g_01252	Syao.g_00084
OG0001155	Syah.g_02313	Syao.g_01747
OG0001156	Syah.g_02316	Syao.g_01744
OG0001157	Syah.g_02317	Syao.g_01743
OG0001158	Syah.g_02318	Syao.g_01742
OG0001159	Syah.g_02319	Syao.g_01741
OG0001161	Syah.g_00475	Syao.g_02373
OG0001162	Syah.g_01745	Syao.g_02650
OG0001163	Syah.g_02370	Syao.g_01571
OG0001164	Syah.g_02376	Syao.g_01564
OG0001165	Syah.g_02381	Syao.g_01559
OG0001166	Syah.g_02410	Syao.g_01673
OG0001167	Syah.g_02259	Syao.g_01006
OG0001168	Syah.g_02261	Syao.g_01648
OG0001169	Syah.g_02263	Syao.g_01646
OG0001170	Syah.g_02265	Syao.g_01644
OG0001171	Syah.g_02276	Syao.g_01632
OG0001172	Syah.g_00692	Syao.g_01914
OG0001173	Syah.g_00693	Syao.g_01915
OG0001174	Syah.g_00701	Syao.g_01923
OG0001175	Syah.g_00702	Syao.g_01924
OG0001176	Syah.g_00738	Syao.g_01799
OG0001177	Syah.g_00736	Syao.g_01802
OG0001178	Syah.g_02390	Syao.g_01541
OG0001179	Syah.g_00767	Syao.g_01768
OG0001180	Syah.g_00792	Syao.g_01833
OG0001181	Syah.g_00796	Syao.g_01829
OG0001182	Syah.g_00805	Syao.g_01820
OG0001183	Syah.g_00810	Syao.g_01851
OG0001184	Syah.g_00192	Syao.g_02264
