Orthogroup	Pran	Prbh
OG0000558	Pran.g_01631	Prbh.g_00283
OG0000559	Pran.g_01627	Prbh.g_00279
OG0000560	Pran.g_01624	Prbh.g_00276
OG0000561	Pran.g_01623	Prbh.g_00275
OG0000562	Pran.g_01622	Prbh.g_00274
OG0000563	Pran.g_01621	Prbh.g_00273
OG0000564	Pran.g_01620	Prbh.g_00272
OG0000565	Pran.g_01617	Prbh.g_00269
OG0000566	Pran.g_01614	Prbh.g_00265
OG0000567	Pran.g_01610	Prbh.g_00261
OG0000568	Pran.g_01609	Prbh.g_00260
OG0000569	Pran.g_01608	Prbh.g_00259
OG0000570	Pran.g_01607	Prbh.g_00258
OG0000571	Pran.g_01605	Prbh.g_00256
OG0000572	Pran.g_01592	Prbh.g_00244
OG0000573	Pran.g_01586	Prbh.g_00238
OG0000574	Pran.g_01585	Prbh.g_00237
OG0000575	Pran.g_01581	Prbh.g_00233
OG0000576	Pran.g_01579	Prbh.g_00231
OG0000577	Pran.g_01578	Prbh.g_00230
OG0000578	Pran.g_01577	Prbh.g_00229
OG0000579	Pran.g_01576	Prbh.g_00228
OG0000580	Pran.g_01575	Prbh.g_00227
OG0000581	Pran.g_01573	Prbh.g_00224
OG0000582	Pran.g_01570	Prbh.g_00221
OG0000583	Pran.g_01569	Prbh.g_00220
OG0000584	Pran.g_01568	Prbh.g_00219
OG0000585	Pran.g_01566	Prbh.g_00217
OG0000586	Pran.g_01565	Prbh.g_00216
OG0000587	Pran.g_01564	Prbh.g_00215
OG0000588	Pran.g_01560	Prbh.g_01465
OG0000589	Pran.g_01557	Prbh.g_01462
OG0000590	Pran.g_01556	Prbh.g_01461
OG0000591	Pran.g_01553	Prbh.g_01457
OG0000592	Pran.g_01552	Prbh.g_01456
OG0000593	Pran.g_01546	Prbh.g_01221
OG0000594	Pran.g_01545	Prbh.g_01220
OG0000595	Pran.g_01544	Prbh.g_01219
OG0000596	Pran.g_01540	Prbh.g_01216
OG0000597	Pran.g_01538	Prbh.g_01213
OG0000598	Pran.g_01537	Prbh.g_01212
OG0000599	Pran.g_01534	Prbh.g_01209
OG0000600	Pran.g_01533	Prbh.g_01208
OG0000601	Pran.g_01532	Prbh.g_01207
OG0000602	Pran.g_01530	Prbh.g_01205
OG0000603	Pran.g_01529	Prbh.g_01204
OG0000604	Pran.g_01528	Prbh.g_01203
OG0000605	Pran.g_01527	Prbh.g_01202
OG0000606	Pran.g_01524	Prbh.g_01199
OG0000607	Pran.g_01521	Prbh.g_01196
OG0000608	Pran.g_01520	Prbh.g_01195
OG0000609	Pran.g_01519	Prbh.g_01194
OG0000610	Pran.g_01514	Prbh.g_01188
OG0000611	Pran.g_01511	Prbh.g_01185
OG0000612	Pran.g_01510	Prbh.g_01184
OG0000613	Pran.g_01505	Prbh.g_00907
OG0000614	Pran.g_01486	Prbh.g_00928
OG0000615	Pran.g_01478	Prbh.g_00939
OG0000616	Pran.g_01472	Prbh.g_01487
OG0000617	Pran.g_01454	Prbh.g_01167
OG0000618	Pran.g_01453	Prbh.g_01166
OG0000619	Pran.g_01452	Prbh.g_01165
OG0000620	Pran.g_01449	Prbh.g_01162
OG0000621	Pran.g_01448	Prbh.g_01161
OG0000622	Pran.g_01447	Prbh.g_01160
OG0000623	Pran.g_01446	Prbh.g_01159
OG0000624	Pran.g_01445	Prbh.g_01157
OG0000625	Pran.g_01444	Prbh.g_01156
OG0000626	Pran.g_01443	Prbh.g_01155
OG0000627	Pran.g_01442	Prbh.g_01154
OG0000628	Pran.g_01441	Prbh.g_01153
OG0000629	Pran.g_01440	Prbh.g_01151
OG0000630	Pran.g_01437	Prbh.g_01148
OG0000631	Pran.g_01352	Prbh.g_01056
OG0000632	Pran.g_01351	Prbh.g_01057
OG0000633	Pran.g_01350	Prbh.g_01058
OG0000634	Pran.g_01347	Prbh.g_00949
OG0000635	Pran.g_01346	Prbh.g_00950
OG0000636	Pran.g_01344	Prbh.g_00952
OG0000637	Pran.g_01342	Prbh.g_00954
OG0000638	Pran.g_01341	Prbh.g_00955
OG0000639	Pran.g_01340	Prbh.g_00956
OG0000640	Pran.g_01339	Prbh.g_00957
OG0000641	Pran.g_01335	Prbh.g_00961
OG0000642	Pran.g_01334	Prbh.g_00962
OG0000643	Pran.g_01333	Prbh.g_00963
OG0000644	Pran.g_01332	Prbh.g_00964
OG0000645	Pran.g_01331	Prbh.g_00965
OG0000646	Pran.g_01329	Prbh.g_00967
OG0000647	Pran.g_01328	Prbh.g_00969
OG0000648	Pran.g_01326	Prbh.g_00971
OG0000649	Pran.g_01325	Prbh.g_00972
OG0000650	Pran.g_01324	Prbh.g_00973
OG0000651	Pran.g_01323	Prbh.g_00974
OG0000652	Pran.g_01322	Prbh.g_00975
OG0000653	Pran.g_01320	Prbh.g_00977
OG0000654	Pran.g_01319	Prbh.g_00978
OG0000655	Pran.g_01318	Prbh.g_00979
OG0000656	Pran.g_01315	Prbh.g_00982
OG0000657	Pran.g_01308	Prbh.g_00989
OG0000658	Pran.g_01307	Prbh.g_00991
OG0000659	Pran.g_01306	Prbh.g_00992
OG0000660	Pran.g_01302	Prbh.g_00996
OG0000661	Pran.g_01300	Prbh.g_00998
OG0000662	Pran.g_01298	Prbh.g_01001
OG0000663	Pran.g_01296	Prbh.g_01003
OG0000664	Pran.g_01295	Prbh.g_01004
OG0000665	Pran.g_01291	Prbh.g_01010
OG0000666	Pran.g_01290	Prbh.g_01011
OG0000667	Pran.g_01285	Prbh.g_01015
OG0000668	Pran.g_00413	Prbh.g_00857
OG0000669	Pran.g_00421	Prbh.g_00868
OG0000670	Pran.g_00423	Prbh.g_00871
OG0000671	Pran.g_00425	Prbh.g_00873
OG0000672	Pran.g_00427	Prbh.g_00876
OG0000673	Pran.g_00430	Prbh.g_00879
OG0000674	Pran.g_00432	Prbh.g_00881
OG0000675	Pran.g_00433	Prbh.g_00882
OG0000676	Pran.g_00435	Prbh.g_00884
OG0000677	Pran.g_00436	Prbh.g_00885
OG0000678	Pran.g_00438	Prbh.g_00887
OG0000679	Pran.g_00442	Prbh.g_00891
OG0000680	Pran.g_00443	Prbh.g_00892
OG0000681	Pran.g_00445	Prbh.g_00895
OG0000682	Pran.g_00446	Prbh.g_00896
OG0000683	Pran.g_00447	Prbh.g_00897
OG0000684	Pran.g_00449	Prbh.g_00898
OG0000685	Pran.g_00451	Prbh.g_00900
OG0000686	Pran.g_00452	Prbh.g_00901
OG0000687	Pran.g_00453	Prbh.g_00902
OG0000688	Pran.g_00456	Prbh.g_01179
OG0000689	Pran.g_00457	Prbh.g_01178
OG0000690	Pran.g_00458	Prbh.g_01177
OG0000691	Pran.g_00459	Prbh.g_01176
OG0000692	Pran.g_00461	Prbh.g_01174
OG0000693	Pran.g_00462	Prbh.g_01173
OG0000694	Pran.g_00463	Prbh.g_01172
OG0000695	Pran.g_00465	Prbh.g_01060
OG0000696	Pran.g_00466	Prbh.g_01061
OG0000697	Pran.g_00467	Prbh.g_01062
OG0000698	Pran.g_00470	Prbh.g_01065
OG0000699	Pran.g_00471	Prbh.g_01066
OG0000700	Pran.g_00472	Prbh.g_01067
OG0000701	Pran.g_00473	Prbh.g_01068
OG0000702	Pran.g_00475	Prbh.g_01070
OG0000703	Pran.g_00476	Prbh.g_01071
OG0000704	Pran.g_00477	Prbh.g_01073
OG0000705	Pran.g_00481	Prbh.g_01079
OG0000706	Pran.g_00482	Prbh.g_01080
OG0000707	Pran.g_00483	Prbh.g_01081
OG0000708	Pran.g_00484	Prbh.g_01083
OG0000709	Pran.g_00488	Prbh.g_01087
OG0000710	Pran.g_00491	Prbh.g_01090
OG0000711	Pran.g_00508	Prbh.g_01106
OG0000712	Pran.g_00510	Prbh.g_01107
OG0000713	Pran.g_00511	Prbh.g_01108
OG0000714	Pran.g_00512	Prbh.g_01109
OG0000715	Pran.g_00514	Prbh.g_01111
OG0000716	Pran.g_00516	Prbh.g_01113
OG0000717	Pran.g_00517	Prbh.g_01114
OG0000718	Pran.g_00537	Prbh.g_01116
OG0000719	Pran.g_00539	Prbh.g_01118
OG0000720	Pran.g_00548	Prbh.g_01129
OG0000721	Pran.g_00550	Prbh.g_01133
OG0000722	Pran.g_00551	Prbh.g_01134
OG0000723	Pran.g_00554	Prbh.g_01138
OG0000724	Pran.g_00563	Prbh.g_01036
OG0000725	Pran.g_00569	Prbh.g_01030
OG0000726	Pran.g_00570	Prbh.g_01029
OG0000727	Pran.g_00571	Prbh.g_01028
OG0000728	Pran.g_00573	Prbh.g_01026
OG0000729	Pran.g_00133	Prbh.g_01351
OG0000730	Pran.g_00129	Prbh.g_01325
OG0000731	Pran.g_00125	Prbh.g_00432
OG0000733	Pran.g_00092	Prbh.g_01867
OG0000734	Pran.g_00075	Prbh.g_01299
OG0000735	Pran.g_00073	Prbh.g_01297
OG0000736	Pran.g_00072	Prbh.g_01296
OG0000737	Pran.g_00071	Prbh.g_01295
OG0000738	Pran.g_00067	Prbh.g_01291
OG0000739	Pran.g_00066	Prbh.g_01290
OG0000740	Pran.g_00065	Prbh.g_01289
OG0000741	Pran.g_00064	Prbh.g_01287
OG0000742	Pran.g_00061	Prbh.g_01284
OG0000743	Pran.g_00059	Prbh.g_01282
OG0000744	Pran.g_00058	Prbh.g_01280
OG0000745	Pran.g_00057	Prbh.g_01279
OG0000746	Pran.g_00055	Prbh.g_01277
OG0000747	Pran.g_00054	Prbh.g_01276
OG0000748	Pran.g_00051	Prbh.g_01272
OG0000749	Pran.g_00050	Prbh.g_01271
OG0000750	Pran.g_00049	Prbh.g_01270
OG0000751	Pran.g_00047	Prbh.g_01267
OG0000752	Pran.g_00045	Prbh.g_01265
OG0000753	Pran.g_00042	Prbh.g_01262
OG0000754	Pran.g_00039	Prbh.g_01260
OG0000755	Pran.g_00036	Prbh.g_01254
OG0000756	Pran.g_00035	Prbh.g_01253
OG0000757	Pran.g_00029	Prbh.g_01246
OG0000758	Pran.g_00028	Prbh.g_01245
OG0000759	Pran.g_00027	Prbh.g_01244
OG0000760	Pran.g_00026	Prbh.g_01243
OG0000761	Pran.g_00025	Prbh.g_01242
OG0000762	Pran.g_00024	Prbh.g_01241
OG0000763	Pran.g_00022	Prbh.g_01239
OG0000764	Pran.g_00021	Prbh.g_01238
OG0000765	Pran.g_00012	Prbh.g_01230
OG0000766	Pran.g_00011	Prbh.g_01229
OG0000767	Pran.g_00009	Prbh.g_01227
OG0000768	Pran.g_00008	Prbh.g_01226
OG0000769	Pran.g_00006	Prbh.g_01224
OG0000770	Pran.g_00004	Prbh.g_01451
OG0000771	Pran.g_00918	Prbh.g_01397
OG0000772	Pran.g_00899	Prbh.g_01845
OG0000773	Pran.g_00885	Prbh.g_01364
OG0000774	Pran.g_00883	Prbh.g_01366
OG0000775	Pran.g_00881	Prbh.g_01368
OG0000776	Pran.g_00880	Prbh.g_01369
OG0000777	Pran.g_00879	Prbh.g_01370
OG0000778	Pran.g_00878	Prbh.g_01371
OG0000779	Pran.g_00874	Prbh.g_01375
OG0000780	Pran.g_00873	Prbh.g_01376
OG0000781	Pran.g_00870	Prbh.g_01379
OG0000782	Pran.g_00869	Prbh.g_01380
OG0000783	Pran.g_00868	Prbh.g_01381
OG0000784	Pran.g_00867	Prbh.g_01382
OG0000785	Pran.g_00865	Prbh.g_01384
OG0000786	Pran.g_00863	Prbh.g_01387
OG0000787	Pran.g_00862	Prbh.g_01388
OG0000788	Pran.g_00853	Prbh.g_00206
OG0000789	Pran.g_00850	Prbh.g_00196
OG0000790	Pran.g_00836	Prbh.g_00014
OG0000791	Pran.g_00834	Prbh.g_00016
OG0000792	Pran.g_00833	Prbh.g_00017
OG0000793	Pran.g_00830	Prbh.g_00021
OG0000794	Pran.g_00829	Prbh.g_00022
OG0000795	Pran.g_00828	Prbh.g_00023
OG0000796	Pran.g_00824	Prbh.g_00027
OG0000797	Pran.g_00823	Prbh.g_00028
OG0000798	Pran.g_00789	Prbh.g_00033, Prbh.g_00062
OG0000799	Pran.g_00751	Prbh.g_00079
OG0000800	Pran.g_00750	Prbh.g_00080
OG0000801	Pran.g_00749	Prbh.g_00081
OG0000802	Pran.g_00747	Prbh.g_00083
OG0000803	Pran.g_00745	Prbh.g_00085
OG0000804	Pran.g_00744	Prbh.g_00086
OG0000805	Pran.g_00742	Prbh.g_00088
OG0000806	Pran.g_00740	Prbh.g_00090
OG0000807	Pran.g_00739	Prbh.g_00091
OG0000808	Pran.g_00738	Prbh.g_00092
OG0000809	Pran.g_00735	Prbh.g_00094
OG0000810	Pran.g_00734	Prbh.g_00095
OG0000811	Pran.g_00730	Prbh.g_00102
OG0000812	Pran.g_00728	Prbh.g_00104
OG0000813	Pran.g_00727	Prbh.g_00105
OG0000814	Pran.g_00725	Prbh.g_00107
OG0000815	Pran.g_00724	Prbh.g_00108
OG0000816	Pran.g_00722	Prbh.g_00110
OG0000817	Pran.g_00721	Prbh.g_00111
OG0000818	Pran.g_00716	Prbh.g_00116
OG0000819	Pran.g_00715	Prbh.g_00117
OG0000820	Pran.g_00714	Prbh.g_00118
OG0000821	Pran.g_00710	Prbh.g_00122
OG0000822	Pran.g_00709	Prbh.g_00123
OG0000823	Pran.g_00708	Prbh.g_00124
OG0000824	Pran.g_00705	Prbh.g_00127
OG0000825	Pran.g_00704	Prbh.g_00128
OG0000826	Pran.g_00703	Prbh.g_00129
OG0000827	Pran.g_00702	Prbh.g_00130
OG0000828	Pran.g_00699	Prbh.g_00133
OG0000829	Pran.g_00698	Prbh.g_00134
OG0000830	Pran.g_00697	Prbh.g_00135
OG0000831	Pran.g_00695	Prbh.g_00137
OG0000832	Pran.g_00689	Prbh.g_00147
OG0000833	Pran.g_00681	Prbh.g_00156
OG0000834	Pran.g_00680	Prbh.g_00157
OG0000835	Pran.g_00679	Prbh.g_00158
OG0000836	Pran.g_00678	Prbh.g_00159
OG0000837	Pran.g_00677	Prbh.g_00160
OG0000838	Pran.g_00675	Prbh.g_00163
OG0000839	Pran.g_00674	Prbh.g_00164
OG0000840	Pran.g_00673	Prbh.g_00165
OG0000841	Pran.g_00672	Prbh.g_00166
OG0000842	Pran.g_00671	Prbh.g_00167
OG0000843	Pran.g_00670	Prbh.g_00168
OG0000844	Pran.g_00669	Prbh.g_00169
OG0000845	Pran.g_00668	Prbh.g_00170
OG0000846	Pran.g_00667	Prbh.g_00171
OG0000847	Pran.g_00666	Prbh.g_00172
OG0000848	Pran.g_00665	Prbh.g_00173
OG0000849	Pran.g_00664	Prbh.g_00174
OG0000850	Pran.g_00662	Prbh.g_00176
OG0000851	Pran.g_00661	Prbh.g_00177
OG0000852	Pran.g_00660	Prbh.g_00178
OG0000853	Pran.g_00656	Prbh.g_00183
OG0000854	Pran.g_00654	Prbh.g_00185
OG0000855	Pran.g_00653	Prbh.g_00186
OG0000856	Pran.g_00636	Prbh.g_01454
OG0000857	Pran.g_00598	Prbh.g_00968
OG0000858	Pran.g_00964	Prbh.g_01789
OG0000859	Pran.g_00965	Prbh.g_01788
OG0000860	Pran.g_00972	Prbh.g_01780
OG0000861	Pran.g_00973	Prbh.g_01779
OG0000862	Pran.g_00974	Prbh.g_01778
OG0000863	Pran.g_00976	Prbh.g_01776
OG0000864	Pran.g_00977	Prbh.g_01775
OG0000865	Pran.g_00978	Prbh.g_01774
OG0000866	Pran.g_00979	Prbh.g_01773
OG0000867	Pran.g_00980	Prbh.g_01772
OG0000868	Pran.g_00981	Prbh.g_01770
OG0000869	Pran.g_00985	Prbh.g_01767
OG0000870	Pran.g_00990	Prbh.g_01762
OG0000871	Pran.g_00991	Prbh.g_01761
OG0000872	Pran.g_00992	Prbh.g_01760
OG0000873	Pran.g_00995	Prbh.g_01757
OG0000874	Pran.g_00998	Prbh.g_01754
OG0000875	Pran.g_00999	Prbh.g_01752
OG0000876	Pran.g_01000	Prbh.g_01751
OG0000877	Pran.g_01002	Prbh.g_01749
OG0000878	Pran.g_01003	Prbh.g_01748
OG0000879	Pran.g_01004	Prbh.g_01747
OG0000880	Pran.g_01005	Prbh.g_01746
OG0000881	Pran.g_01009	Prbh.g_01742
OG0000882	Pran.g_01014	Prbh.g_01737
OG0000883	Pran.g_01015	Prbh.g_01735
OG0000884	Pran.g_01017	Prbh.g_01733
OG0000885	Pran.g_01018	Prbh.g_01732
OG0000886	Pran.g_01019	Prbh.g_01731
OG0000887	Pran.g_01020	Prbh.g_01730
OG0000888	Pran.g_01022	Prbh.g_01728
OG0000889	Pran.g_01024	Prbh.g_01726
OG0000890	Pran.g_01025	Prbh.g_01725
OG0000891	Pran.g_01026	Prbh.g_01724
OG0000892	Pran.g_01028	Prbh.g_01723
OG0000893	Pran.g_01032	Prbh.g_01719
OG0000894	Pran.g_01034	Prbh.g_01716
OG0000895	Pran.g_01037	Prbh.g_01712
OG0000896	Pran.g_01038	Prbh.g_01711
OG0000897	Pran.g_01040	Prbh.g_01709
OG0000898	Pran.g_01041	Prbh.g_01708
OG0000899	Pran.g_01042	Prbh.g_01707
OG0000900	Pran.g_01044	Prbh.g_01706
OG0000901	Pran.g_01047	Prbh.g_01703
OG0000902	Pran.g_01049	Prbh.g_01701
OG0000903	Pran.g_01052	Prbh.g_01697
OG0000904	Pran.g_01054	Prbh.g_01692
OG0000905	Pran.g_01058	Prbh.g_01699
OG0000906	Pran.g_01059	Prbh.g_01700
OG0000907	Pran.g_01062	Prbh.g_01687
OG0000908	Pran.g_01065	Prbh.g_01684
OG0000909	Pran.g_01066	Prbh.g_01683
OG0000910	Pran.g_01067	Prbh.g_01682
OG0000911	Pran.g_01070	Prbh.g_01680
OG0000912	Pran.g_01071	Prbh.g_01679
OG0000913	Pran.g_01072	Prbh.g_01678
OG0000914	Pran.g_01073	Prbh.g_01677
OG0000915	Pran.g_01074	Prbh.g_01676
OG0000916	Pran.g_01075	Prbh.g_01675
OG0000917	Pran.g_01076	Prbh.g_01674
OG0000918	Pran.g_01077	Prbh.g_01673
OG0000919	Pran.g_01078	Prbh.g_01672
OG0000920	Pran.g_01079	Prbh.g_01671
OG0000921	Pran.g_01080	Prbh.g_01670
OG0000922	Pran.g_01081	Prbh.g_01669
OG0000923	Pran.g_01085	Prbh.g_01665
OG0000924	Pran.g_01086	Prbh.g_01664
OG0000925	Pran.g_01087	Prbh.g_01663
OG0000926	Pran.g_01088	Prbh.g_01662
OG0000927	Pran.g_01090	Prbh.g_01660
OG0000928	Pran.g_01091	Prbh.g_01659
OG0000929	Pran.g_01092	Prbh.g_01658
OG0000930	Pran.g_01093	Prbh.g_01657
OG0000931	Pran.g_01094	Prbh.g_01656
OG0000932	Pran.g_01095	Prbh.g_01655
OG0000933	Pran.g_01099	Prbh.g_01651
OG0000934	Pran.g_01101	Prbh.g_01649
OG0000935	Pran.g_01102	Prbh.g_01648
OG0000936	Pran.g_01103	Prbh.g_01647
OG0000937	Pran.g_01104	Prbh.g_01646
OG0000938	Pran.g_01106	Prbh.g_01643
OG0000939	Pran.g_01107	Prbh.g_01642
OG0000940	Pran.g_01114	Prbh.g_01635
OG0000941	Pran.g_01116	Prbh.g_01633
OG0000942	Pran.g_01118	Prbh.g_01631
OG0000943	Pran.g_01119	Prbh.g_01630
OG0000944	Pran.g_01120	Prbh.g_01628
OG0000945	Pran.g_01121	Prbh.g_01627
OG0000946	Pran.g_01125	Prbh.g_01621
OG0000947	Pran.g_01127	Prbh.g_01619
OG0000948	Pran.g_01128	Prbh.g_01618
OG0000949	Pran.g_01131	Prbh.g_01615
OG0000950	Pran.g_01136	Prbh.g_01608
OG0000951	Pran.g_01139	Prbh.g_01604
OG0000952	Pran.g_01143	Prbh.g_01600
OG0000953	Pran.g_01146	Prbh.g_01596
OG0000954	Pran.g_01150	Prbh.g_01592
OG0000955	Pran.g_01151	Prbh.g_01591
OG0000956	Pran.g_01153	Prbh.g_01589
OG0000957	Pran.g_01158	Prbh.g_01583
OG0000958	Pran.g_01159	Prbh.g_01582
OG0000959	Pran.g_01163	Prbh.g_01578
OG0000960	Pran.g_01164	Prbh.g_01577
OG0000961	Pran.g_01166	Prbh.g_01574
OG0000962	Pran.g_01168	Prbh.g_01572
OG0000963	Pran.g_01172	Prbh.g_01568
OG0000964	Pran.g_01173	Prbh.g_01567
OG0000965	Pran.g_01174	Prbh.g_01566
OG0000966	Pran.g_01182	Prbh.g_01560
OG0000967	Pran.g_01186	Prbh.g_01556
OG0000968	Pran.g_01188	Prbh.g_01554
OG0000969	Pran.g_01189	Prbh.g_01553
OG0000970	Pran.g_01190	Prbh.g_01552
OG0000971	Pran.g_01191	Prbh.g_01551
OG0000972	Pran.g_01192	Prbh.g_01550
OG0000973	Pran.g_01193	Prbh.g_01549
OG0000974	Pran.g_01194	Prbh.g_01548
OG0000975	Pran.g_01195	Prbh.g_01547
OG0000976	Pran.g_01196	Prbh.g_01546
OG0000977	Pran.g_01197	Prbh.g_01545
OG0000978	Pran.g_01198	Prbh.g_01544
OG0000979	Pran.g_01201	Prbh.g_01541
OG0000980	Pran.g_01202	Prbh.g_01539
OG0000981	Pran.g_01204	Prbh.g_01536
OG0000982	Pran.g_01206	Prbh.g_01534
OG0000983	Pran.g_01207	Prbh.g_01533
OG0000984	Pran.g_01208	Prbh.g_01532
OG0000985	Pran.g_01211	Prbh.g_01529
OG0000986	Pran.g_01213	Prbh.g_01527
OG0000987	Pran.g_01214	Prbh.g_01526
OG0000988	Pran.g_01217	Prbh.g_01523
OG0000989	Pran.g_01221	Prbh.g_01519
OG0000990	Pran.g_01224	Prbh.g_01514
OG0000991	Pran.g_01225	Prbh.g_01513
OG0000992	Pran.g_01227	Prbh.g_01510
OG0000993	Pran.g_01228	Prbh.g_01509
OG0000994	Pran.g_01229	Prbh.g_01508
OG0000995	Pran.g_01233	Prbh.g_01504
OG0000996	Pran.g_01234	Prbh.g_01503
OG0000997	Pran.g_01235	Prbh.g_01501
OG0000998	Pran.g_01237	Prbh.g_01499
OG0000999	Pran.g_01238	Prbh.g_01498
OG0001000	Pran.g_01241	Prbh.g_01495
OG0001001	Pran.g_01243	Prbh.g_01490
OG0001002	Pran.g_01247	Prbh.g_01485
OG0001003	Pran.g_01249	Prbh.g_01484
OG0001004	Pran.g_01250	Prbh.g_01483
OG0001005	Pran.g_01251	Prbh.g_01482
OG0001006	Pran.g_01255	Prbh.g_01478
OG0001007	Pran.g_01257	Prbh.g_01476
OG0001008	Pran.g_01743	Prbh.g_00395
OG0001009	Pran.g_00397	Prbh.g_00753
OG0001010	Pran.g_00396	Prbh.g_00752
OG0001011	Pran.g_00395	Prbh.g_00751
OG0001012	Pran.g_00382	Prbh.g_00739
OG0001013	Pran.g_00377	Prbh.g_00732
OG0001014	Pran.g_00374	Prbh.g_00729
OG0001015	Pran.g_00373	Prbh.g_00728
OG0001016	Pran.g_00359	Prbh.g_00709
OG0001017	Pran.g_00355	Prbh.g_00705
OG0001018	Pran.g_00352	Prbh.g_00703
OG0001019	Pran.g_00343	Prbh.g_00694
OG0001020	Pran.g_00342	Prbh.g_00693
OG0001021	Pran.g_00341	Prbh.g_00692
OG0001022	Pran.g_00339	Prbh.g_00689
OG0001023	Pran.g_00338	Prbh.g_00688
OG0001024	Pran.g_00335	Prbh.g_00685
OG0001025	Pran.g_00329	Prbh.g_00678
OG0001026	Pran.g_00322	Prbh.g_00670
OG0001027	Pran.g_00321	Prbh.g_00669
OG0001028	Pran.g_00319	Prbh.g_00667
OG0001029	Pran.g_00318	Prbh.g_00666
OG0001030	Pran.g_00304	Prbh.g_00650
OG0001031	Pran.g_00246	Prbh.g_00596
OG0001032	Pran.g_00245	Prbh.g_00595
OG0001033	Pran.g_00224	Prbh.g_00574
OG0001034	Pran.g_00196	Prbh.g_00544
OG0001035	Pran.g_01938	Prbh.g_00524
OG0001036	Pran.g_01934	Prbh.g_00520
OG0001037	Pran.g_01933	Prbh.g_00519
OG0001038	Pran.g_01916	Prbh.g_00501
OG0001039	Pran.g_01913	Prbh.g_00498
OG0001040	Pran.g_01911	Prbh.g_00496
OG0001041	Pran.g_01907	Prbh.g_00491
OG0001042	Pran.g_01890	Prbh.g_00474
OG0001043	Pran.g_01889	Prbh.g_00473
OG0001044	Pran.g_01861	Prbh.g_00440
OG0001045	Pran.g_01853	Prbh.g_00430
OG0001046	Pran.g_01816	Prbh.g_01877
OG0001047	Pran.g_01741	Prbh.g_00393
OG0001048	Pran.g_01740	Prbh.g_00392
OG0001049	Pran.g_01738	Prbh.g_00390
OG0001050	Pran.g_01737	Prbh.g_00389
OG0001051	Pran.g_01736	Prbh.g_00388
OG0001052	Pran.g_01707	Prbh.g_00360
OG0001053	Pran.g_01695	Prbh.g_00348
OG0001054	Pran.g_01680	Prbh.g_00333
OG0001055	Pran.g_01661	Prbh.g_00313
OG0001056	Pran.g_01642	Prbh.g_00293
OG0001057	Pran.g_01637	Prbh.g_00289
OG0001058	Pran.g_01629	Prbh.g_00281
OG0001059	Pran.g_01625	Prbh.g_00277
OG0001060	Pran.g_01618	Prbh.g_00270
OG0001061	Pran.g_01604	Prbh.g_00255
OG0001062	Pran.g_01602	Prbh.g_00253
OG0001063	Pran.g_01600	Prbh.g_00251
OG0001064	Pran.g_01599	Prbh.g_00250
OG0001065	Pran.g_01598	Prbh.g_00249
OG0001066	Pran.g_01597	Prbh.g_00248
OG0001067	Pran.g_01596	Prbh.g_00247
OG0001068	Pran.g_01595	Prbh.g_00246
OG0001069	Pran.g_01594	Prbh.g_00245
OG0001070	Pran.g_01591	Prbh.g_00243
OG0001071	Pran.g_01590	Prbh.g_00242
OG0001072	Pran.g_01588	Prbh.g_00240
OG0001073	Pran.g_01574	Prbh.g_00226
OG0001074	Pran.g_01563	Prbh.g_00214
OG0001075	Pran.g_01562	Prbh.g_00213
OG0001076	Pran.g_01554	Prbh.g_01459
OG0001077	Pran.g_01550	Prbh.g_01453
OG0001078	Pran.g_01542	Prbh.g_01217
OG0001079	Pran.g_01531	Prbh.g_01206
OG0001080	Pran.g_01525	Prbh.g_01200
OG0001081	Pran.g_01523	Prbh.g_01198
OG0001082	Pran.g_01522	Prbh.g_01197
OG0001083	Pran.g_01517	Prbh.g_01192
OG0001084	Pran.g_01516	Prbh.g_01191
OG0001085	Pran.g_01508	Prbh.g_00904
OG0001086	Pran.g_01507	Prbh.g_00905
OG0001087	Pran.g_01490	Prbh.g_00923
OG0001088	Pran.g_01489	Prbh.g_00924
OG0001089	Pran.g_01481	Prbh.g_00935
OG0001090	Pran.g_01459	Prbh.g_00946
OG0001091	Pran.g_01457	Prbh.g_01170
OG0001092	Pran.g_01456	Prbh.g_01169
OG0001093	Pran.g_01451	Prbh.g_01164
OG0001094	Pran.g_01349	Prbh.g_01171
OG0001095	Pran.g_01330	Prbh.g_00966
OG0001096	Pran.g_01317	Prbh.g_00980
OG0001097	Pran.g_01299	Prbh.g_00999
OG0001098	Pran.g_01283	Prbh.g_01019
OG0001099	Pran.g_00418	Prbh.g_00861
OG0001100	Pran.g_00422	Prbh.g_00870
OG0001101	Pran.g_00424	Prbh.g_00872
OG0001102	Pran.g_00426	Prbh.g_00875
OG0001103	Pran.g_00428	Prbh.g_00877
OG0001104	Pran.g_00450	Prbh.g_00899
OG0001105	Pran.g_00454	Prbh.g_00903
OG0001106	Pran.g_00478	Prbh.g_01074
OG0001107	Pran.g_00485	Prbh.g_01084
OG0001108	Pran.g_00489	Prbh.g_01088
OG0001109	Pran.g_00490	Prbh.g_01089
OG0001110	Pran.g_00492	Prbh.g_01091
OG0001111	Pran.g_00493	Prbh.g_01092
OG0001112	Pran.g_00494	Prbh.g_01093
OG0001113	Pran.g_00495	Prbh.g_01094
OG0001114	Pran.g_00496	Prbh.g_01095
OG0001115	Pran.g_00498	Prbh.g_01097
OG0001116	Pran.g_00499	Prbh.g_01098
