Orthogroup	Pran	Syas
OG0000592	Pran.g_01552	Syas.g_00105
OG0000593	Pran.g_01546	Syas.g_00750
OG0000594	Pran.g_01545	Syas.g_00749
OG0000595	Pran.g_01544	Syas.g_00748
OG0000596	Pran.g_01540	Syas.g_00743
OG0000597	Pran.g_01538	Syas.g_00740
OG0000598	Pran.g_01537	Syas.g_00739
OG0000599	Pran.g_01534	Syas.g_00732
OG0000600	Pran.g_01533	Syas.g_00731
OG0000601	Pran.g_01532	Syas.g_00730
OG0000602	Pran.g_01530	Syas.g_00725
OG0000603	Pran.g_01529	Syas.g_00724
OG0000604	Pran.g_01528	Syas.g_00721
OG0000605	Pran.g_01527	Syas.g_00719
OG0000606	Pran.g_01524	Syas.g_00716
OG0000607	Pran.g_01521	Syas.g_00713
OG0000608	Pran.g_01520	Syas.g_00712
OG0000609	Pran.g_01519	Syas.g_00710
OG0000610	Pran.g_01514	Syas.g_00702
OG0000611	Pran.g_01511	Syas.g_00699
OG0000612	Pran.g_01510	Syas.g_00698
OG0000613	Pran.g_01505	Syas.g_01825
OG0000614	Pran.g_01486	Syas.g_01044
OG0000615	Pran.g_01478	Syas.g_00650
OG0000616	Pran.g_01472	Syas.g_02011
OG0000617	Pran.g_01454	Syas.g_00180
OG0000618	Pran.g_01453	Syas.g_00181
OG0000619	Pran.g_01452	Syas.g_00182
OG0000620	Pran.g_01449	Syas.g_00188
OG0000621	Pran.g_01448	Syas.g_00189
OG0000622	Pran.g_01447	Syas.g_00190
OG0000623	Pran.g_01446	Syas.g_00191
OG0000624	Pran.g_01445	Syas.g_00192
OG0000625	Pran.g_01444	Syas.g_00193
OG0000626	Pran.g_01443	Syas.g_00194
OG0000627	Pran.g_01442	Syas.g_00372
OG0000628	Pran.g_01441	Syas.g_00373
OG0000629	Pran.g_01440	Syas.g_00376
OG0000630	Pran.g_01437	Syas.g_00397
OG0000631	Pran.g_01352	Syas.g_00405
OG0000632	Pran.g_01351	Syas.g_00406
OG0000633	Pran.g_01350	Syas.g_00407
OG0000634	Pran.g_01347	Syas.g_00600
OG0000635	Pran.g_01346	Syas.g_00599
OG0000636	Pran.g_01344	Syas.g_00597
OG0000637	Pran.g_01342	Syas.g_00595
OG0000638	Pran.g_01341	Syas.g_00594
OG0000639	Pran.g_01340	Syas.g_00593
OG0000640	Pran.g_01339	Syas.g_00592
OG0000641	Pran.g_01335	Syas.g_00587
OG0000642	Pran.g_01334	Syas.g_00586
OG0000643	Pran.g_01333	Syas.g_00585
OG0000644	Pran.g_01332	Syas.g_00584
OG0000645	Pran.g_01331	Syas.g_00583
OG0000646	Pran.g_01329	Syas.g_00580
OG0000647	Pran.g_01328	Syas.g_00578
OG0000648	Pran.g_01326	Syas.g_00576
OG0000649	Pran.g_01325	Syas.g_00575
OG0000650	Pran.g_01324	Syas.g_00574
OG0000651	Pran.g_01323	Syas.g_00573
OG0000652	Pran.g_01322	Syas.g_00572
OG0000653	Pran.g_01320	Syas.g_00570
OG0000654	Pran.g_01319	Syas.g_00569
OG0000655	Pran.g_01318	Syas.g_00568
OG0000656	Pran.g_01315	Syas.g_00565
OG0000657	Pran.g_01308	Syas.g_00232
OG0000658	Pran.g_01307	Syas.g_00235
OG0000659	Pran.g_01306	Syas.g_00236
OG0000660	Pran.g_01302	Syas.g_00240
OG0000661	Pran.g_01300	Syas.g_00242
OG0000662	Pran.g_01298	Syas.g_00281
OG0000663	Pran.g_01296	Syas.g_00284
OG0000664	Pran.g_01295	Syas.g_00287
OG0000665	Pran.g_01291	Syas.g_00385
OG0000666	Pran.g_01290	Syas.g_01362
OG0000667	Pran.g_01285	Syas.g_00088
OG0000668	Pran.g_00413	Syas.g_00221
OG0000669	Pran.g_00421	Syas.g_00684
OG0000670	Pran.g_00423	Syas.g_00681
OG0000671	Pran.g_00425	Syas.g_00679
OG0000672	Pran.g_00427	Syas.g_00676
OG0000673	Pran.g_00430	Syas.g_00673
OG0000674	Pran.g_00432	Syas.g_00671
OG0000675	Pran.g_00433	Syas.g_00670
OG0000676	Pran.g_00435	Syas.g_00668
OG0000677	Pran.g_00436	Syas.g_00667
OG0000678	Pran.g_00438	Syas.g_00660
OG0000679	Pran.g_00442	Syas.g_00629
OG0000680	Pran.g_00443	Syas.g_00628
OG0000681	Pran.g_00445	Syas.g_00625
OG0000682	Pran.g_00446	Syas.g_00624
OG0000683	Pran.g_00447	Syas.g_00623
OG0000684	Pran.g_00449	Syas.g_00621
OG0000685	Pran.g_00451	Syas.g_00187
OG0000686	Pran.g_00452	Syas.g_00619
OG0000687	Pran.g_00453	Syas.g_00618
OG0000688	Pran.g_00456	Syas.g_00612
OG0000689	Pran.g_00457	Syas.g_00610
OG0000690	Pran.g_00458	Syas.g_00609
OG0000691	Pran.g_00459	Syas.g_00608
OG0000692	Pran.g_00461	Syas.g_00606
OG0000693	Pran.g_00462	Syas.g_00604
OG0000694	Pran.g_00463	Syas.g_00603
OG0000695	Pran.g_00465	Syas.g_00410
OG0000696	Pran.g_00466	Syas.g_00411
OG0000697	Pran.g_00467	Syas.g_00413
OG0000698	Pran.g_00470	Syas.g_00417
OG0000699	Pran.g_00471	Syas.g_00419
OG0000700	Pran.g_00472	Syas.g_00420
OG0000701	Pran.g_00473	Syas.g_00421
OG0000702	Pran.g_00475	Syas.g_00437
OG0000703	Pran.g_00476	Syas.g_00438
OG0000704	Pran.g_00477	Syas.g_00446
OG0000705	Pran.g_00481	Syas.g_00453
OG0000706	Pran.g_00482	Syas.g_00454
OG0000707	Pran.g_00483	Syas.g_00455
OG0000708	Pran.g_00484	Syas.g_00458
OG0000709	Pran.g_00488	Syas.g_00466
OG0000710	Pran.g_00491	Syas.g_00497
OG0000711	Pran.g_00508	Syas.g_00546
OG0000712	Pran.g_00510	Syas.g_00548
OG0000713	Pran.g_00511	Syas.g_00549
OG0000714	Pran.g_00512	Syas.g_00551
OG0000715	Pran.g_00514	Syas.g_00553
OG0000716	Pran.g_00516	Syas.g_00556
OG0000717	Pran.g_00517	Syas.g_00557
OG0000718	Pran.g_00537	Syas.g_00561
OG0000719	Pran.g_00539	Syas.g_00223
OG0000720	Pran.g_00548	Syas.g_00209
OG0000721	Pran.g_00550	Syas.g_00207
OG0000722	Pran.g_00551	Syas.g_00206
OG0000723	Pran.g_00554	Syas.g_00196
OG0000724	Pran.g_00563	Syas.g_00999
OG0000725	Pran.g_00569	Syas.g_01024
OG0000726	Pran.g_00570	Syas.g_01025
OG0000727	Pran.g_00571	Syas.g_01026
OG0000728	Pran.g_00573	Syas.g_01028
OG0000729	Pran.g_00133	Syas.g_02145
OG0000730	Pran.g_00129	Syas.g_01544
OG0000731	Pran.g_00125	Syas.g_01532
OG0000732	Pran.g_00115	Syas.g_02086
OG0000733	Pran.g_00092	Syas.g_00096
OG0000734	Pran.g_00075	Syas.g_02414
OG0000735	Pran.g_00073	Syas.g_01201
OG0000736	Pran.g_00072	Syas.g_01200
OG0000737	Pran.g_00071	Syas.g_01199
OG0000738	Pran.g_00067	Syas.g_01193
OG0000739	Pran.g_00066	Syas.g_01192
OG0000740	Pran.g_00065	Syas.g_01191
OG0000741	Pran.g_00064	Syas.g_01188
OG0000742	Pran.g_00061	Syas.g_01185
OG0000743	Pran.g_00059	Syas.g_01182
OG0000744	Pran.g_00058	Syas.g_01181
OG0000745	Pran.g_00057	Syas.g_01178
OG0000746	Pran.g_00055	Syas.g_01176
OG0000747	Pran.g_00054	Syas.g_01174
OG0000748	Pran.g_00051	Syas.g_01146
OG0000749	Pran.g_00050	Syas.g_01144
OG0000750	Pran.g_00049	Syas.g_01143
OG0000751	Pran.g_00047	Syas.g_01138
OG0000752	Pran.g_00045	Syas.g_01136
OG0000753	Pran.g_00042	Syas.g_01133
OG0000754	Pran.g_00039	Syas.g_01128
OG0000755	Pran.g_00036	Syas.g_01117
OG0000756	Pran.g_00035	Syas.g_01116
OG0000757	Pran.g_00029	Syas.g_01108
OG0000758	Pran.g_00028	Syas.g_01107
OG0000759	Pran.g_00027	Syas.g_01106
OG0000760	Pran.g_00026	Syas.g_01105
OG0000761	Pran.g_00025	Syas.g_01104
OG0000762	Pran.g_00024	Syas.g_01102
OG0000763	Pran.g_00022	Syas.g_01091
OG0000764	Pran.g_00021	Syas.g_01090
OG0000765	Pran.g_00012	Syas.g_01076
OG0000766	Pran.g_00011	Syas.g_01075
OG0000767	Pran.g_00009	Syas.g_01073
OG0000768	Pran.g_00008	Syas.g_01072
OG0000769	Pran.g_00006	Syas.g_01070
OG0000770	Pran.g_00004	Syas.g_01067
OG0000771	Pran.g_00918	Syas.g_00993
OG0000772	Pran.g_00899	Syas.g_01461
OG0000773	Pran.g_00885	Syas.g_00002
OG0000774	Pran.g_00883	Syas.g_02862
OG0000775	Pran.g_00881	Syas.g_02860
OG0000776	Pran.g_00880	Syas.g_02859
OG0000777	Pran.g_00879	Syas.g_02858
OG0000778	Pran.g_00878	Syas.g_02857
OG0000779	Pran.g_00874	Syas.g_02852
OG0000780	Pran.g_00873	Syas.g_02847
OG0000781	Pran.g_00870	Syas.g_02842
OG0000782	Pran.g_00869	Syas.g_02841
OG0000783	Pran.g_00868	Syas.g_02840
OG0000784	Pran.g_00867	Syas.g_02839
OG0000785	Pran.g_00865	Syas.g_02837
OG0000786	Pran.g_00863	Syas.g_02833
OG0000787	Pran.g_00862	Syas.g_02832
OG0000788	Pran.g_00853	Syas.g_00782
OG0000789	Pran.g_00850	Syas.g_01507
OG0000790	Pran.g_00836	Syas.g_01266
OG0000791	Pran.g_00834	Syas.g_01268
OG0000792	Pran.g_00833	Syas.g_01269
OG0000793	Pran.g_00830	Syas.g_01359
OG0000794	Pran.g_00829	Syas.g_01361
OG0000795	Pran.g_00828	Syas.g_01363
OG0000796	Pran.g_00824	Syas.g_01368
OG0000797	Pran.g_00823	Syas.g_01369
OG0000798	Pran.g_00789	Syas.g_01750, Syas.g_02134
OG0000799	Pran.g_00751	Syas.g_02789
OG0000800	Pran.g_00750	Syas.g_02790
OG0000801	Pran.g_00749	Syas.g_02791
OG0000802	Pran.g_00747	Syas.g_02797
OG0000803	Pran.g_00745	Syas.g_02800
OG0000804	Pran.g_00744	Syas.g_02803
OG0000805	Pran.g_00742	Syas.g_02805
OG0000806	Pran.g_00740	Syas.g_02807
OG0000807	Pran.g_00739	Syas.g_02808
OG0000808	Pran.g_00738	Syas.g_02809
OG0000809	Pran.g_00735	Syas.g_02811
OG0000810	Pran.g_00734	Syas.g_02813
OG0000811	Pran.g_00730	Syas.g_02822
OG0000812	Pran.g_00728	Syas.g_02824
OG0000813	Pran.g_00727	Syas.g_02825
OG0000814	Pran.g_00725	Syas.g_02827
OG0000815	Pran.g_00724	Syas.g_02829
OG0000816	Pran.g_00722	Syas.g_02831
OG0000817	Pran.g_00721	Syas.g_02753
OG0000818	Pran.g_00716	Syas.g_01282
OG0000819	Pran.g_00715	Syas.g_01283
OG0000820	Pran.g_00714	Syas.g_01284
OG0000821	Pran.g_00710	Syas.g_01289
OG0000822	Pran.g_00709	Syas.g_01291
OG0000823	Pran.g_00708	Syas.g_01292
OG0000824	Pran.g_00705	Syas.g_01297
OG0000825	Pran.g_00704	Syas.g_01298
OG0000826	Pran.g_00703	Syas.g_01299
OG0000827	Pran.g_00702	Syas.g_01300
OG0000828	Pran.g_00699	Syas.g_01303
OG0000829	Pran.g_00698	Syas.g_01304
OG0000830	Pran.g_00697	Syas.g_01305
OG0000831	Pran.g_00695	Syas.g_01308
OG0000832	Pran.g_00689	Syas.g_01476
OG0000833	Pran.g_00681	Syas.g_02738
OG0000834	Pran.g_00680	Syas.g_02737
OG0000835	Pran.g_00679	Syas.g_02736
OG0000836	Pran.g_00678	Syas.g_02732
OG0000837	Pran.g_00677	Syas.g_02731
OG0000838	Pran.g_00675	Syas.g_02727
OG0000839	Pran.g_00674	Syas.g_02726
OG0000840	Pran.g_00673	Syas.g_02725
OG0000841	Pran.g_00672	Syas.g_02724
OG0000842	Pran.g_00671	Syas.g_02723
OG0000843	Pran.g_00670	Syas.g_02722
OG0000844	Pran.g_00669	Syas.g_02720
OG0000845	Pran.g_00668	Syas.g_02719
OG0000846	Pran.g_00667	Syas.g_02718
OG0000847	Pran.g_00666	Syas.g_02717
OG0000848	Pran.g_00665	Syas.g_02715
OG0000849	Pran.g_00664	Syas.g_02714
OG0000850	Pran.g_00662	Syas.g_02711
OG0000851	Pran.g_00661	Syas.g_02708
OG0000852	Pran.g_00660	Syas.g_02707
OG0000853	Pran.g_00656	Syas.g_02703
OG0000854	Pran.g_00654	Syas.g_02701
OG0000855	Pran.g_00653	Syas.g_02700
OG0000856	Pran.g_00636	Syas.g_00103
OG0000857	Pran.g_00598	Syas.g_00579
OG0000858	Pran.g_00964	Syas.g_02693
OG0000859	Pran.g_00965	Syas.g_02692
OG0000860	Pran.g_00972	Syas.g_02679
OG0000861	Pran.g_00973	Syas.g_02678
OG0000862	Pran.g_00974	Syas.g_02677
OG0000863	Pran.g_00976	Syas.g_02675
OG0000864	Pran.g_00977	Syas.g_02674
OG0000865	Pran.g_00978	Syas.g_02673
OG0000866	Pran.g_00979	Syas.g_02672
OG0000867	Pran.g_00980	Syas.g_02671
OG0000868	Pran.g_00981	Syas.g_02667
OG0000869	Pran.g_00985	Syas.g_02662
OG0000870	Pran.g_00990	Syas.g_02657
OG0000871	Pran.g_00991	Syas.g_02656
OG0000872	Pran.g_00992	Syas.g_02650
OG0000873	Pran.g_00995	Syas.g_02647
OG0000874	Pran.g_00998	Syas.g_02645
OG0000875	Pran.g_00999	Syas.g_02644
OG0000876	Pran.g_01000	Syas.g_00280
OG0000877	Pran.g_01002	Syas.g_02603
OG0000878	Pran.g_01003	Syas.g_02602
OG0000879	Pran.g_01004	Syas.g_02601
OG0000880	Pran.g_01005	Syas.g_02600
OG0000881	Pran.g_01009	Syas.g_02596
OG0000882	Pran.g_01014	Syas.g_02591
OG0000883	Pran.g_01015	Syas.g_02586
OG0000884	Pran.g_01017	Syas.g_02584
OG0000885	Pran.g_01018	Syas.g_02583
OG0000886	Pran.g_01019	Syas.g_02582
OG0000887	Pran.g_01020	Syas.g_02581
OG0000888	Pran.g_01022	Syas.g_02579
OG0000889	Pran.g_01024	Syas.g_02577
OG0000890	Pran.g_01025	Syas.g_02574
OG0000891	Pran.g_01026	Syas.g_02573
OG0000892	Pran.g_01028	Syas.g_02571
OG0000893	Pran.g_01032	Syas.g_01677
OG0000894	Pran.g_01034	Syas.g_01667
OG0000895	Pran.g_01037	Syas.g_01663
OG0000896	Pran.g_01038	Syas.g_01662
OG0000897	Pran.g_01040	Syas.g_01660
OG0000898	Pran.g_01041	Syas.g_01659
OG0000899	Pran.g_01042	Syas.g_01658
OG0000900	Pran.g_01044	Syas.g_01657
OG0000901	Pran.g_01047	Syas.g_01652
OG0000902	Pran.g_01049	Syas.g_01651
OG0000903	Pran.g_01052	Syas.g_01637
OG0000904	Pran.g_01054	Syas.g_01642
OG0000905	Pran.g_01058	Syas.g_01647
OG0000906	Pran.g_01059	Syas.g_01649
OG0000907	Pran.g_01062	Syas.g_01635
OG0000908	Pran.g_01065	Syas.g_01632
OG0000909	Pran.g_01066	Syas.g_01631
OG0000910	Pran.g_01067	Syas.g_01630
OG0000911	Pran.g_01070	Syas.g_01628
OG0000912	Pran.g_01071	Syas.g_01627
OG0000913	Pran.g_01072	Syas.g_01626
OG0000914	Pran.g_01073	Syas.g_01625
OG0000915	Pran.g_01074	Syas.g_01623
OG0000916	Pran.g_01075	Syas.g_01622
OG0000917	Pran.g_01076	Syas.g_01621
OG0000918	Pran.g_01077	Syas.g_01620
OG0000919	Pran.g_01078	Syas.g_01619
OG0000920	Pran.g_01079	Syas.g_01618
OG0000921	Pran.g_01080	Syas.g_01617
OG0000922	Pran.g_01081	Syas.g_01616
OG0000923	Pran.g_01085	Syas.g_01612
OG0000924	Pran.g_01086	Syas.g_01611
OG0000925	Pran.g_01087	Syas.g_01610
OG0000926	Pran.g_01088	Syas.g_01609
OG0000927	Pran.g_01090	Syas.g_01607
OG0000928	Pran.g_01091	Syas.g_01606
OG0000929	Pran.g_01092	Syas.g_01605
OG0000930	Pran.g_01093	Syas.g_01604
OG0000931	Pran.g_01094	Syas.g_01603
OG0000932	Pran.g_01095	Syas.g_01602
OG0000933	Pran.g_01099	Syas.g_01596
OG0000934	Pran.g_01101	Syas.g_01594
OG0000935	Pran.g_01102	Syas.g_01593
OG0000936	Pran.g_01103	Syas.g_01592
OG0000937	Pran.g_01104	Syas.g_01591
OG0000938	Pran.g_01106	Syas.g_01588
OG0000939	Pran.g_01107	Syas.g_01587
OG0000940	Pran.g_01114	Syas.g_01580
OG0000941	Pran.g_01116	Syas.g_01578
OG0000942	Pran.g_01118	Syas.g_01576
OG0000943	Pran.g_01119	Syas.g_01575
OG0000944	Pran.g_01120	Syas.g_01573
OG0000945	Pran.g_01121	Syas.g_01572
OG0000946	Pran.g_01125	Syas.g_01565
OG0000947	Pran.g_01127	Syas.g_01562
OG0000948	Pran.g_01128	Syas.g_01561
OG0000949	Pran.g_01131	Syas.g_02213
OG0000950	Pran.g_01136	Syas.g_02197
OG0000951	Pran.g_01139	Syas.g_02190
OG0000952	Pran.g_01143	Syas.g_02186
OG0000953	Pran.g_01146	Syas.g_02182
OG0000954	Pran.g_01150	Syas.g_02174
OG0000955	Pran.g_01151	Syas.g_02173
OG0000956	Pran.g_01153	Syas.g_02171
OG0000957	Pran.g_01158	Syas.g_02158
OG0000958	Pran.g_01159	Syas.g_02157
OG0000959	Pran.g_01163	Syas.g_02154
OG0000960	Pran.g_01164	Syas.g_02153
OG0000961	Pran.g_01166	Syas.g_02345
OG0000962	Pran.g_01168	Syas.g_02146
OG0000963	Pran.g_01172	Syas.g_02143
OG0000964	Pran.g_01173	Syas.g_02142
OG0000965	Pran.g_01174	Syas.g_02141
OG0000966	Pran.g_01182	Syas.g_02112
OG0000967	Pran.g_01186	Syas.g_02108
OG0000968	Pran.g_01188	Syas.g_02106
OG0000969	Pran.g_01189	Syas.g_02104
OG0000970	Pran.g_01190	Syas.g_02103
OG0000971	Pran.g_01191	Syas.g_02101
OG0000972	Pran.g_01192	Syas.g_02100
OG0000973	Pran.g_01193	Syas.g_02099
OG0000974	Pran.g_01194	Syas.g_02098
OG0000975	Pran.g_01195	Syas.g_02097
OG0000976	Pran.g_01196	Syas.g_02096
OG0000977	Pran.g_01197	Syas.g_02094
OG0000978	Pran.g_01198	Syas.g_02093
OG0000979	Pran.g_01201	Syas.g_02090
OG0000980	Pran.g_01202	Syas.g_02087
OG0000981	Pran.g_01204	Syas.g_02084
OG0000982	Pran.g_01206	Syas.g_01882
OG0000983	Pran.g_01207	Syas.g_01883
OG0000984	Pran.g_01208	Syas.g_01884
OG0000985	Pran.g_01211	Syas.g_01888
OG0000986	Pran.g_01213	Syas.g_01891
OG0000987	Pran.g_01214	Syas.g_01897
OG0000988	Pran.g_01217	Syas.g_01902
OG0000989	Pran.g_01221	Syas.g_01908
OG0000990	Pran.g_01224	Syas.g_01937
OG0000991	Pran.g_01225	Syas.g_01939
OG0000992	Pran.g_01227	Syas.g_01943
OG0000993	Pran.g_01228	Syas.g_01945
OG0000994	Pran.g_01229	Syas.g_01948
OG0000995	Pran.g_01233	Syas.g_01955
OG0000996	Pran.g_01234	Syas.g_01977
OG0000997	Pran.g_01235	Syas.g_01993
OG0000998	Pran.g_01237	Syas.g_01995
OG0000999	Pran.g_01238	Syas.g_01996
OG0001000	Pran.g_01241	Syas.g_02000
OG0001001	Pran.g_01243	Syas.g_02006
OG0001002	Pran.g_01247	Syas.g_02014
OG0001003	Pran.g_01249	Syas.g_02016
OG0001004	Pran.g_01250	Syas.g_02017
OG0001005	Pran.g_01251	Syas.g_02018
OG0001006	Pran.g_01255	Syas.g_02032
OG0001007	Pran.g_01257	Syas.g_02034
OG0001008	Pran.g_01743	Syas.g_01496
OG0001009	Pran.g_00397	Syas.g_02065
OG0001010	Pran.g_00396	Syas.g_02066
OG0001011	Pran.g_00395	Syas.g_02068
OG0001012	Pran.g_00382	Syas.g_00152
OG0001013	Pran.g_00377	Syas.g_01866
OG0001014	Pran.g_00374	Syas.g_01857
OG0001015	Pran.g_00373	Syas.g_01856
OG0001016	Pran.g_00359	Syas.g_02517
OG0001017	Pran.g_00355	Syas.g_02511
OG0001018	Pran.g_00352	Syas.g_02509
OG0001019	Pran.g_00343	Syas.g_02469
OG0001020	Pran.g_00342	Syas.g_02443
OG0001021	Pran.g_00341	Syas.g_02437
OG0001022	Pran.g_00339	Syas.g_02434
OG0001023	Pran.g_00338	Syas.g_02433
OG0001024	Pran.g_00335	Syas.g_00135
OG0001025	Pran.g_00329	Syas.g_02424
OG0001026	Pran.g_00322	Syas.g_02412
OG0001027	Pran.g_00321	Syas.g_02408
OG0001028	Pran.g_00319	Syas.g_02405
OG0001029	Pran.g_00318	Syas.g_02403
OG0001030	Pran.g_00304	Syas.g_02384
OG0001031	Pran.g_00246	Syas.g_02293
OG0001032	Pran.g_00245	Syas.g_02290
OG0001033	Pran.g_00224	Syas.g_02239
OG0001034	Pran.g_00196	Syas.g_02556
OG0001035	Pran.g_01938	Syas.g_01704
OG0001036	Pran.g_01934	Syas.g_01709
OG0001037	Pran.g_01933	Syas.g_01711
OG0001038	Pran.g_01916	Syas.g_01751
OG0001039	Pran.g_01913	Syas.g_01754
OG0001041	Pran.g_01907	Syas.g_01761
OG0001042	Pran.g_01890	Syas.g_01821
OG0001043	Pran.g_01889	Syas.g_01817
OG0001044	Pran.g_01861	Syas.g_01542
OG0001045	Pran.g_01853	Syas.g_01529
OG0001046	Pran.g_01816	Syas.g_00532
OG0001047	Pran.g_01741	Syas.g_01494
OG0001048	Pran.g_01740	Syas.g_01493
OG0001049	Pran.g_01738	Syas.g_02742
OG0001050	Pran.g_01737	Syas.g_02743
OG0001051	Pran.g_01736	Syas.g_02744
OG0001052	Pran.g_01707	Syas.g_01337
OG0001053	Pran.g_01695	Syas.g_01250
OG0001054	Pran.g_01680	Syas.g_01231
OG0001055	Pran.g_01661	Syas.g_01210
OG0001056	Pran.g_01642	Syas.g_00068
OG0001057	Pran.g_01637	Syas.g_00763
OG0001058	Pran.g_01629	Syas.g_00787
OG0001059	Pran.g_01625	Syas.g_00791
OG0001060	Pran.g_01618	Syas.g_00797
OG0001061	Pran.g_01604	Syas.g_00816
OG0001062	Pran.g_01602	Syas.g_00819
OG0001063	Pran.g_01600	Syas.g_00830
OG0001064	Pran.g_01599	Syas.g_00831
OG0001065	Pran.g_01598	Syas.g_00832
OG0001066	Pran.g_01597	Syas.g_00833
OG0001067	Pran.g_01596	Syas.g_00834
OG0001068	Pran.g_01595	Syas.g_00835
OG0001069	Pran.g_01594	Syas.g_00836
OG0001070	Pran.g_01591	Syas.g_00840
OG0001071	Pran.g_01590	Syas.g_00841
OG0001072	Pran.g_01588	Syas.g_00844
OG0001073	Pran.g_01574	Syas.g_00855
OG0001074	Pran.g_01563	Syas.g_00157
OG0001075	Pran.g_01562	Syas.g_00163
OG0001076	Pran.g_01554	Syas.g_00113
OG0001077	Pran.g_01550	Syas.g_00101
OG0001078	Pran.g_01542	Syas.g_00745
OG0001079	Pran.g_01531	Syas.g_00729
OG0001080	Pran.g_01525	Syas.g_00717
OG0001081	Pran.g_01523	Syas.g_00715
OG0001082	Pran.g_01522	Syas.g_00714
OG0001083	Pran.g_01517	Syas.g_00707
OG0001084	Pran.g_01516	Syas.g_00706
OG0001085	Pran.g_01508	Syas.g_00693
OG0001086	Pran.g_01507	Syas.g_00691
OG0001087	Pran.g_01490	Syas.g_00071
OG0001088	Pran.g_01489	Syas.g_01060
OG0001089	Pran.g_01481	Syas.g_01039
OG0001090	Pran.g_01459	Syas.g_00980
OG0001091	Pran.g_01457	Syas.g_00979
OG0001092	Pran.g_01456	Syas.g_00178
OG0001093	Pran.g_01451	Syas.g_00184
OG0001095	Pran.g_01330	Syas.g_00582
OG0001097	Pran.g_01299	Syas.g_00243
OG0001098	Pran.g_01283	Syas.g_00880
OG0001099	Pran.g_00418	Syas.g_02404
OG0001100	Pran.g_00422	Syas.g_00682
OG0001101	Pran.g_00424	Syas.g_00680
OG0001102	Pran.g_00426	Syas.g_00677
OG0001103	Pran.g_00428	Syas.g_00675
OG0001104	Pran.g_00450	Syas.g_00620
OG0001105	Pran.g_00454	Syas.g_00617
OG0001106	Pran.g_00478	Syas.g_00447
OG0001107	Pran.g_00485	Syas.g_00459
OG0001108	Pran.g_00489	Syas.g_00494
OG0001109	Pran.g_00490	Syas.g_00496
OG0001110	Pran.g_00492	Syas.g_00498
OG0001111	Pran.g_00493	Syas.g_00500
OG0001112	Pran.g_00494	Syas.g_00503
OG0001113	Pran.g_00495	Syas.g_00504
OG0001114	Pran.g_00496	Syas.g_00505
OG0001115	Pran.g_00498	Syas.g_00527
OG0001116	Pran.g_00499	Syas.g_00529
OG0001117	Pran.g_00500	Syas.g_00530
OG0001118	Pran.g_00501	Syas.g_00531
OG0001119	Pran.g_00502	Syas.g_00533
OG0001120	Pran.g_00504	Syas.g_00539
OG0001122	Pran.g_00540	Syas.g_00222
OG0001123	Pran.g_00544	Syas.g_00214
OG0001124	Pran.g_00546	Syas.g_00212
OG0001125	Pran.g_00547	Syas.g_00210
OG0001126	Pran.g_00557	Syas.g_00991
OG0001127	Pran.g_00558	Syas.g_00992
OG0001128	Pran.g_00560	Syas.g_00995
OG0001129	Pran.g_00561	Syas.g_00997
OG0001130	Pran.g_00562	Syas.g_00998
OG0001131	Pran.g_00154	Syas.g_01401
OG0001132	Pran.g_00144	Syas.g_00525
OG0001133	Pran.g_00110	Syas.g_00109
OG0001136	Pran.g_00063	Syas.g_01187
OG0001138	Pran.g_00034	Syas.g_01114
OG0001139	Pran.g_00033	Syas.g_01112
OG0001140	Pran.g_00032	Syas.g_01111
OG0001141	Pran.g_00031	Syas.g_01110
OG0001142	Pran.g_00030	Syas.g_01109
OG0001143	Pran.g_00023	Syas.g_01092
OG0001144	Pran.g_00018	Syas.g_01084
OG0001145	Pran.g_00884	Syas.g_02867
OG0001146	Pran.g_00872	Syas.g_02846
OG0001147	Pran.g_00854	Syas.g_01329
OG0001148	Pran.g_00839	Syas.g_01263
OG0001149	Pran.g_00838	Syas.g_01264
OG0001150	Pran.g_00837	Syas.g_01265
OG0001151	Pran.g_00826	Syas.g_01366
OG0001152	Pran.g_00825	Syas.g_01367
OG0001153	Pran.g_00701	Syas.g_01301
OG0001154	Pran.g_00700	Syas.g_01302
OG0001155	Pran.g_00688	Syas.g_01478
OG0001156	Pran.g_00685	Syas.g_01489
OG0001157	Pran.g_00684	Syas.g_01490
OG0001158	Pran.g_00683	Syas.g_01491
OG0001159	Pran.g_00682	Syas.g_01492
OG0001160	Pran.g_00658	Syas.g_02705
OG0001161	Pran.g_00646	Syas.g_02030
OG0001162	Pran.g_00632	Syas.g_02473
OG0001163	Pran.g_00962	Syas.g_02697
OG0001164	Pran.g_00966	Syas.g_02691
OG0001165	Pran.g_00969	Syas.g_02686
OG0001166	Pran.g_00989	Syas.g_02658
OG0001167	Pran.g_01006	Syas.g_01046
OG0001168	Pran.g_01008	Syas.g_02597
OG0001169	Pran.g_01010	Syas.g_02595
OG0001170	Pran.g_01012	Syas.g_02593
OG0001171	Pran.g_01021	Syas.g_02580
OG0001172	Pran.g_01035	Syas.g_01665
OG0001173	Pran.g_01036	Syas.g_01664
OG0001174	Pran.g_01045	Syas.g_01656
OG0001175	Pran.g_01046	Syas.g_01655
OG0001176	Pran.g_01053	Syas.g_01638
OG0001177	Pran.g_01055	Syas.g_01640
OG0001178	Pran.g_01060	Syas.g_02676
OG0001179	Pran.g_01089	Syas.g_01608
OG0001180	Pran.g_01111	Syas.g_01583
