Orthogroup	Pran	Syar
OG0000560	Pran.g_01624	Syar.g_02320
OG0000561	Pran.g_01623	Syar.g_02319
OG0000562	Pran.g_01622	Syar.g_02318
OG0000563	Pran.g_01621	Syar.g_02317
OG0000564	Pran.g_01620	Syar.g_02316
OG0000565	Pran.g_01617	Syar.g_02312
OG0000566	Pran.g_01614	Syar.g_02308
OG0000567	Pran.g_01610	Syar.g_02304
OG0000568	Pran.g_01609	Syar.g_02302
OG0000569	Pran.g_01608	Syar.g_02301
OG0000570	Pran.g_01607	Syar.g_02300
OG0000571	Pran.g_01605	Syar.g_02298
OG0000572	Pran.g_01592	Syar.g_02201
OG0000573	Pran.g_01586	Syar.g_02191
OG0000574	Pran.g_01585	Syar.g_02190
OG0000575	Pran.g_01581	Syar.g_03180
OG0000576	Pran.g_01579	Syar.g_02187
OG0000577	Pran.g_01578	Syar.g_02186
OG0000578	Pran.g_01577	Syar.g_02185
OG0000579	Pran.g_01576	Syar.g_02184
OG0000580	Pran.g_01575	Syar.g_02183
OG0000581	Pran.g_01573	Syar.g_02175
OG0000582	Pran.g_01570	Syar.g_02131
OG0000583	Pran.g_01569	Syar.g_02132
OG0000584	Pran.g_01568	Syar.g_02133
OG0000585	Pran.g_01566	Syar.g_02170
OG0000586	Pran.g_01565	Syar.g_02171
OG0000587	Pran.g_01564	Syar.g_02173
OG0000588	Pran.g_01560	Syar.g_02275
OG0000589	Pran.g_01557	Syar.g_02261
OG0000590	Pran.g_01556	Syar.g_02260
OG0000591	Pran.g_01553	Syar.g_02246
OG0000592	Pran.g_01552	Syar.g_02245
OG0000593	Pran.g_01546	Syar.g_02414
OG0000594	Pran.g_01545	Syar.g_02415
OG0000595	Pran.g_01544	Syar.g_02416
OG0000596	Pran.g_01540	Syar.g_02421
OG0000597	Pran.g_01538	Syar.g_02424
OG0000598	Pran.g_01537	Syar.g_02425
OG0000599	Pran.g_01534	Syar.g_02428
OG0000600	Pran.g_01533	Syar.g_02429
OG0000601	Pran.g_01532	Syar.g_02430
OG0000602	Pran.g_01530	Syar.g_02435
OG0000603	Pran.g_01529	Syar.g_02436
OG0000604	Pran.g_01528	Syar.g_02438
OG0000605	Pran.g_01527	Syar.g_02440
OG0000606	Pran.g_01524	Syar.g_02443
OG0000607	Pran.g_01521	Syar.g_02446
OG0000608	Pran.g_01520	Syar.g_02447
OG0000609	Pran.g_01519	Syar.g_02470
OG0000610	Pran.g_01514	Syar.g_01917
OG0000611	Pran.g_01511	Syar.g_01914
OG0000612	Pran.g_01510	Syar.g_01913
OG0000613	Pran.g_01505	Syar.g_00712
OG0000614	Pran.g_01486	Syar.g_02012, Syar.g_01344
OG0000615	Pran.g_01478	Syar.g_02603
OG0000616	Pran.g_01472	Syar.g_00454
OG0000617	Pran.g_01454	Syar.g_01576
OG0000618	Pran.g_01453	Syar.g_01575
OG0000619	Pran.g_01452	Syar.g_01574
OG0000620	Pran.g_01449	Syar.g_01569
OG0000621	Pran.g_01448	Syar.g_01568
OG0000622	Pran.g_01447	Syar.g_01566
OG0000623	Pran.g_01446	Syar.g_01565
OG0000624	Pran.g_01445	Syar.g_01564
OG0000625	Pran.g_01444	Syar.g_01563
OG0000626	Pran.g_01443	Syar.g_01562
OG0000627	Pran.g_01442	Syar.g_01868
OG0000628	Pran.g_01441	Syar.g_01869
OG0000629	Pran.g_01440	Syar.g_01872
OG0000630	Pran.g_01437	Syar.g_02586
OG0000631	Pran.g_01352	Syar.g_02579
OG0000632	Pran.g_01351	Syar.g_02578
OG0000633	Pran.g_01350	Syar.g_02576
OG0000634	Pran.g_01347	Syar.g_02635
OG0000635	Pran.g_01346	Syar.g_02636
OG0000636	Pran.g_01344	Syar.g_02638
OG0000637	Pran.g_01342	Syar.g_02640
OG0000638	Pran.g_01341	Syar.g_02641
OG0000639	Pran.g_01340	Syar.g_02642
OG0000640	Pran.g_01339	Syar.g_02643
OG0000641	Pran.g_01335	Syar.g_02648
OG0000642	Pran.g_01334	Syar.g_02649
OG0000643	Pran.g_01333	Syar.g_02650
OG0000644	Pran.g_01332	Syar.g_02651
OG0000645	Pran.g_01331	Syar.g_02652
OG0000646	Pran.g_01329	Syar.g_02655
OG0000647	Pran.g_01328	Syar.g_02657
OG0000648	Pran.g_01326	Syar.g_02659
OG0000649	Pran.g_01325	Syar.g_02660
OG0000650	Pran.g_01324	Syar.g_02661
OG0000651	Pran.g_01323	Syar.g_02662
OG0000652	Pran.g_01322	Syar.g_02663
OG0000653	Pran.g_01320	Syar.g_02665
OG0000654	Pran.g_01319	Syar.g_02666
OG0000655	Pran.g_01318	Syar.g_02667
OG0000656	Pran.g_01315	Syar.g_02479
OG0000657	Pran.g_01308	Syar.g_01812
OG0000658	Pran.g_01307	Syar.g_01815
OG0000659	Pran.g_01306	Syar.g_01816
OG0000660	Pran.g_01302	Syar.g_01820
OG0000661	Pran.g_01300	Syar.g_03175, Syar.g_01822
OG0000662	Pran.g_01298	Syar.g_01829
OG0000663	Pran.g_01296	Syar.g_01832
OG0000664	Pran.g_01295	Syar.g_01837
OG0000665	Pran.g_01291	Syar.g_02774
OG0000666	Pran.g_01290	Syar.g_01241
OG0000667	Pran.g_01285	Syar.g_02346
OG0000668	Pran.g_00413	Syar.g_01802
OG0000669	Pran.g_00421	Syar.g_01627
OG0000670	Pran.g_00423	Syar.g_01624
OG0000671	Pran.g_00425	Syar.g_01622
OG0000672	Pran.g_00427	Syar.g_01619
OG0000673	Pran.g_00430	Syar.g_01615
OG0000674	Pran.g_00432	Syar.g_01613
OG0000675	Pran.g_00433	Syar.g_01612
OG0000676	Pran.g_00435	Syar.g_01608
OG0000677	Pran.g_00436	Syar.g_01607
OG0000678	Pran.g_00438	Syar.g_02037
OG0000679	Pran.g_00442	Syar.g_02606
OG0000680	Pran.g_00443	Syar.g_02607
OG0000681	Pran.g_00445	Syar.g_02610
OG0000682	Pran.g_00446	Syar.g_02611
OG0000683	Pran.g_00447	Syar.g_02612
OG0000684	Pran.g_00449	Syar.g_02615
OG0000685	Pran.g_00451	Syar.g_02617
OG0000686	Pran.g_00452	Syar.g_02618
OG0000687	Pran.g_00453	Syar.g_02619
OG0000688	Pran.g_00456	Syar.g_02624
OG0000689	Pran.g_00457	Syar.g_02626
OG0000690	Pran.g_00458	Syar.g_02627
OG0000691	Pran.g_00459	Syar.g_02628
OG0000692	Pran.g_00461	Syar.g_02629
OG0000693	Pran.g_00462	Syar.g_02631
OG0000694	Pran.g_00463	Syar.g_02632
OG0000695	Pran.g_00465	Syar.g_02573
OG0000696	Pran.g_00466	Syar.g_02572
OG0000697	Pran.g_00467	Syar.g_02570
OG0000698	Pran.g_00470	Syar.g_02567
OG0000699	Pran.g_00471	Syar.g_02566
OG0000700	Pran.g_00472	Syar.g_02565
OG0000701	Pran.g_00473	Syar.g_02564
OG0000702	Pran.g_00475	Syar.g_02559
OG0000703	Pran.g_00476	Syar.g_02557
OG0000704	Pran.g_00477	Syar.g_02555
OG0000705	Pran.g_00481	Syar.g_02547
OG0000706	Pran.g_00482	Syar.g_02546
OG0000707	Pran.g_00483	Syar.g_02545
OG0000708	Pran.g_00484	Syar.g_02542
OG0000709	Pran.g_00488	Syar.g_02534
OG0000710	Pran.g_00491	Syar.g_02528
OG0000711	Pran.g_00508	Syar.g_02499
OG0000712	Pran.g_00510	Syar.g_02497
OG0000713	Pran.g_00511	Syar.g_02496
OG0000714	Pran.g_00512	Syar.g_02494
OG0000715	Pran.g_00514	Syar.g_02492
OG0000716	Pran.g_00516	Syar.g_02488
OG0000717	Pran.g_00517	Syar.g_02487
OG0000718	Pran.g_00537	Syar.g_02483
OG0000719	Pran.g_00539	Syar.g_01804
OG0000720	Pran.g_00548	Syar.g_01790
OG0000721	Pran.g_00550	Syar.g_01788
OG0000722	Pran.g_00551	Syar.g_01787
OG0000723	Pran.g_00554	Syar.g_01560
OG0000724	Pran.g_00563	Syar.g_01367, Syar.g_02120
OG0000725	Pran.g_00569	Syar.g_01934
OG0000726	Pran.g_00570	Syar.g_01935
OG0000727	Pran.g_00571	Syar.g_01936
OG0000728	Pran.g_00573	Syar.g_01938
OG0000729	Pran.g_00133	Syar.g_00593
OG0000730	Pran.g_00129	Syar.g_01115
OG0000731	Pran.g_00125	Syar.g_01127
OG0000732	Pran.g_00115	Syar.g_00522
OG0000733	Pran.g_00092	Syar.g_02234
OG0000734	Pran.g_00075	Syar.g_03128
OG0000735	Pran.g_00073	Syar.g_01522
OG0000736	Pran.g_00072	Syar.g_01523
OG0000737	Pran.g_00071	Syar.g_01524
OG0000738	Pran.g_00067	Syar.g_01530
OG0000739	Pran.g_00066	Syar.g_01531
OG0000740	Pran.g_00065	Syar.g_01532
OG0000741	Pran.g_00064	Syar.g_01535
OG0000742	Pran.g_00061	Syar.g_01538
OG0000743	Pran.g_00059	Syar.g_01541
OG0000744	Pran.g_00058	Syar.g_01542
OG0000745	Pran.g_00057	Syar.g_01545
OG0000746	Pran.g_00055	Syar.g_01549
OG0000747	Pran.g_00054	Syar.g_01551
OG0000748	Pran.g_00051	Syar.g_01945
OG0000749	Pran.g_00050	Syar.g_01946
OG0000750	Pran.g_00049	Syar.g_01947
OG0000751	Pran.g_00047	Syar.g_01952
OG0000752	Pran.g_00045	Syar.g_01954
OG0000753	Pran.g_00042	Syar.g_01957
OG0000754	Pran.g_00039	Syar.g_01963
OG0000755	Pran.g_00036	Syar.g_01974
OG0000756	Pran.g_00035	Syar.g_01975
OG0000757	Pran.g_00029	Syar.g_01984
OG0000758	Pran.g_00028	Syar.g_01985
OG0000759	Pran.g_00027	Syar.g_01986
OG0000760	Pran.g_00026	Syar.g_01987
OG0000761	Pran.g_00025	Syar.g_01988
OG0000762	Pran.g_00024	Syar.g_01992
OG0000763	Pran.g_00022	Syar.g_01699
OG0000764	Pran.g_00021	Syar.g_01700
OG0000765	Pran.g_00012	Syar.g_01718
OG0000766	Pran.g_00011	Syar.g_01719
OG0000767	Pran.g_00009	Syar.g_01721
OG0000768	Pran.g_00008	Syar.g_01722
OG0000769	Pran.g_00006	Syar.g_01724
OG0000770	Pran.g_00004	Syar.g_01727
OG0000771	Pran.g_00918	Syar.g_01373
OG0000772	Pran.g_00899	Syar.g_00746
OG0000773	Pran.g_00885	Syar.g_02694
OG0000774	Pran.g_00883	Syar.g_02771
OG0000775	Pran.g_00881	Syar.g_02773
OG0000776	Pran.g_00880	Syar.g_01755
OG0000777	Pran.g_00879	Syar.g_01754
OG0000778	Pran.g_00878	Syar.g_01753
OG0000779	Pran.g_00874	Syar.g_02779
OG0000780	Pran.g_00873	Syar.g_02781
OG0000781	Pran.g_00870	Syar.g_02785
OG0000782	Pran.g_00869	Syar.g_02786
OG0000783	Pran.g_00868	Syar.g_02787
OG0000784	Pran.g_00867	Syar.g_02788
OG0000785	Pran.g_00865	Syar.g_02791
OG0000786	Pran.g_00863	Syar.g_02795
OG0000787	Pran.g_00862	Syar.g_02796
OG0000788	Pran.g_00853	Syar.g_02331
OG0000789	Pran.g_00850	Syar.g_02040
OG0000790	Pran.g_00836	Syar.g_01456
OG0000791	Pran.g_00834	Syar.g_01454
OG0000792	Pran.g_00833	Syar.g_01453
OG0000793	Pran.g_00830	Syar.g_01243
OG0000794	Pran.g_00829	Syar.g_01242
OG0000795	Pran.g_00828	Syar.g_01240
OG0000796	Pran.g_00824	Syar.g_01236
OG0000797	Pran.g_00823	Syar.g_01235
OG0000798	Pran.g_00789	Syar.g_00222, Syar.g_02701
OG0000799	Pran.g_00751	Syar.g_02844
OG0000800	Pran.g_00750	Syar.g_02843
OG0000801	Pran.g_00749	Syar.g_02842
OG0000802	Pran.g_00747	Syar.g_02825
OG0000803	Pran.g_00745	Syar.g_02822
OG0000804	Pran.g_00744	Syar.g_02819
OG0000805	Pran.g_00742	Syar.g_02817
OG0000806	Pran.g_00740	Syar.g_02815
OG0000807	Pran.g_00739	Syar.g_02814
OG0000808	Pran.g_00738	Syar.g_02813
OG0000809	Pran.g_00735	Syar.g_02811
OG0000810	Pran.g_00734	Syar.g_02810
OG0000811	Pran.g_00730	Syar.g_02805
OG0000812	Pran.g_00728	Syar.g_02803
OG0000813	Pran.g_00727	Syar.g_02802
OG0000814	Pran.g_00725	Syar.g_02800
OG0000815	Pran.g_00724	Syar.g_02799
OG0000816	Pran.g_00722	Syar.g_02797
OG0000817	Pran.g_00721	Syar.g_02861
OG0000818	Pran.g_00716	Syar.g_01418
OG0000819	Pran.g_00715	Syar.g_01417
OG0000820	Pran.g_00714	Syar.g_01416
OG0000821	Pran.g_00710	Syar.g_01410
OG0000822	Pran.g_00709	Syar.g_01408
OG0000823	Pran.g_00708	Syar.g_00017, Syar.g_01407
OG0000824	Pran.g_00705	Syar.g_01402
OG0000825	Pran.g_00704	Syar.g_01401
OG0000826	Pran.g_00703	Syar.g_01400
OG0000827	Pran.g_00702	Syar.g_01399
OG0000828	Pran.g_00699	Syar.g_01396
OG0000829	Pran.g_00698	Syar.g_01395
OG0000830	Pran.g_00697	Syar.g_01394
OG0000831	Pran.g_00695	Syar.g_01391
OG0000832	Pran.g_00689	Syar.g_01213
OG0000833	Pran.g_00681	Syar.g_02877
OG0000834	Pran.g_00680	Syar.g_02878
OG0000835	Pran.g_00679	Syar.g_02879
OG0000836	Pran.g_00678	Syar.g_02881
OG0000837	Pran.g_00677	Syar.g_02882
OG0000838	Pran.g_00675	Syar.g_02886
OG0000839	Pran.g_00674	Syar.g_02887
OG0000840	Pran.g_00673	Syar.g_02888
OG0000841	Pran.g_00672	Syar.g_02889
OG0000842	Pran.g_00671	Syar.g_02890
OG0000843	Pran.g_00670	Syar.g_02891
OG0000844	Pran.g_00669	Syar.g_02893
OG0000845	Pran.g_00668	Syar.g_02894
OG0000846	Pran.g_00667	Syar.g_02895
OG0000847	Pran.g_00666	Syar.g_02896
OG0000848	Pran.g_00665	Syar.g_02898
OG0000849	Pran.g_00664	Syar.g_02899
OG0000850	Pran.g_00662	Syar.g_02902
OG0000851	Pran.g_00661	Syar.g_02905
OG0000852	Pran.g_00660	Syar.g_02906
OG0000853	Pran.g_00656	Syar.g_02910
OG0000854	Pran.g_00654	Syar.g_02912
OG0000855	Pran.g_00653	Syar.g_02913
OG0000856	Pran.g_00636	Syar.g_02243
OG0000857	Pran.g_00598	Syar.g_02656
OG0000858	Pran.g_00964	Syar.g_02920
OG0000859	Pran.g_00965	Syar.g_02921
OG0000860	Pran.g_00972	Syar.g_02931
OG0000861	Pran.g_00973	Syar.g_02932
OG0000862	Pran.g_00974	Syar.g_02942
OG0000863	Pran.g_00976	Syar.g_02944
OG0000864	Pran.g_00977	Syar.g_02945
OG0000865	Pran.g_00978	Syar.g_02946
OG0000866	Pran.g_00979	Syar.g_02947
OG0000867	Pran.g_00980	Syar.g_02948
OG0000868	Pran.g_00981	Syar.g_02950
OG0000869	Pran.g_00985	Syar.g_02955
OG0000870	Pran.g_00990	Syar.g_02960
OG0000871	Pran.g_00991	Syar.g_02961
OG0000872	Pran.g_00992	Syar.g_02967
OG0000873	Pran.g_00995	Syar.g_02970
OG0000874	Pran.g_00998	Syar.g_02974
OG0000875	Pran.g_00999	Syar.g_02975
OG0000876	Pran.g_01000	Syar.g_01828
OG0000877	Pran.g_01002	Syar.g_02977
OG0000878	Pran.g_01003	Syar.g_02978
OG0000879	Pran.g_01004	Syar.g_02979
OG0000880	Pran.g_01005	Syar.g_02980
OG0000881	Pran.g_01009	Syar.g_02984
OG0000882	Pran.g_01014	Syar.g_02989
OG0000883	Pran.g_01015	Syar.g_02992
OG0000884	Pran.g_01017	Syar.g_02994
OG0000885	Pran.g_01018	Syar.g_02995
OG0000886	Pran.g_01019	Syar.g_02996
OG0000887	Pran.g_01020	Syar.g_02998
OG0000888	Pran.g_01022	Syar.g_03000
OG0000889	Pran.g_01024	Syar.g_03002
OG0000890	Pran.g_01025	Syar.g_03005
OG0000891	Pran.g_01026	Syar.g_03006
OG0000892	Pran.g_01028	Syar.g_03008
OG0000893	Pran.g_01032	Syar.g_00150
OG0000894	Pran.g_01034	Syar.g_00145
OG0000895	Pran.g_01037	Syar.g_00141
OG0000896	Pran.g_01038	Syar.g_00140
OG0000897	Pran.g_01040	Syar.g_00138
OG0000898	Pran.g_01041	Syar.g_00137
OG0000899	Pran.g_01042	Syar.g_00136
OG0000900	Pran.g_01044	Syar.g_00135
OG0000901	Pran.g_01047	Syar.g_00130
OG0000902	Pran.g_01049	Syar.g_01013
OG0000903	Pran.g_01052	Syar.g_01026
OG0000904	Pran.g_01054	Syar.g_01021
OG0000905	Pran.g_01058	Syar.g_01018
OG0000906	Pran.g_01059	Syar.g_01015
OG0000907	Pran.g_01062	Syar.g_01028
OG0000908	Pran.g_01065	Syar.g_01031
OG0000909	Pran.g_01066	Syar.g_01032
OG0000910	Pran.g_01067	Syar.g_01033
OG0000911	Pran.g_01070	Syar.g_01035
OG0000912	Pran.g_01071	Syar.g_01036
OG0000913	Pran.g_01072	Syar.g_01037
OG0000914	Pran.g_01073	Syar.g_01038
OG0000915	Pran.g_01074	Syar.g_01040
OG0000916	Pran.g_01075	Syar.g_01041
OG0000917	Pran.g_01076	Syar.g_01042
OG0000918	Pran.g_01077	Syar.g_01043
OG0000919	Pran.g_01078	Syar.g_01044
OG0000920	Pran.g_01079	Syar.g_01045
OG0000921	Pran.g_01080	Syar.g_01046
OG0000922	Pran.g_01081	Syar.g_01047
OG0000923	Pran.g_01085	Syar.g_01051
OG0000924	Pran.g_01086	Syar.g_01052
OG0000925	Pran.g_01087	Syar.g_01053
OG0000926	Pran.g_01088	Syar.g_01054
OG0000927	Pran.g_01090	Syar.g_01056
OG0000928	Pran.g_01091	Syar.g_01057
OG0000929	Pran.g_01092	Syar.g_01058
OG0000930	Pran.g_01093	Syar.g_01059
OG0000931	Pran.g_01094	Syar.g_01060
OG0000932	Pran.g_01095	Syar.g_01061
OG0000933	Pran.g_01099	Syar.g_01066
OG0000934	Pran.g_01101	Syar.g_01068
OG0000935	Pran.g_01102	Syar.g_01069
OG0000936	Pran.g_01103	Syar.g_01070
OG0000937	Pran.g_01104	Syar.g_01071
OG0000938	Pran.g_01106	Syar.g_01074
OG0000939	Pran.g_01107	Syar.g_01075
OG0000940	Pran.g_01114	Syar.g_01081
OG0000941	Pran.g_01116	Syar.g_01083
OG0000942	Pran.g_01118	Syar.g_01085
OG0000943	Pran.g_01119	Syar.g_01086
OG0000944	Pran.g_01120	Syar.g_01088
OG0000945	Pran.g_01121	Syar.g_01089
OG0000946	Pran.g_01125	Syar.g_01095
OG0000947	Pran.g_01127	Syar.g_01098
OG0000948	Pran.g_01128	Syar.g_01099
OG0000949	Pran.g_01131	Syar.g_00283
OG0000950	Pran.g_01136	Syar.g_00661
OG0000951	Pran.g_01139	Syar.g_00656
OG0000952	Pran.g_01143	Syar.g_00651
OG0000953	Pran.g_01146	Syar.g_00248
OG0000954	Pran.g_01150	Syar.g_00258
OG0000955	Pran.g_01151	Syar.g_00259
OG0000956	Pran.g_01153	Syar.g_00261
OG0000957	Pran.g_01158	Syar.g_00610
OG0000958	Pran.g_01159	Syar.g_00609
OG0000959	Pran.g_01163	Syar.g_00605
OG0000960	Pran.g_01164	Syar.g_00604
OG0000961	Pran.g_01166	Syar.g_00094
OG0000962	Pran.g_01168	Syar.g_00594
OG0000963	Pran.g_01172	Syar.g_00590
OG0000964	Pran.g_01173	Syar.g_00589
OG0000965	Pran.g_01174	Syar.g_00588
OG0000966	Pran.g_01182	Syar.g_00549
OG0000967	Pran.g_01186	Syar.g_00545
OG0000968	Pran.g_01188	Syar.g_00542
OG0000969	Pran.g_01189	Syar.g_00540
OG0000970	Pran.g_01190	Syar.g_00539
OG0000971	Pran.g_01191	Syar.g_00537
OG0000972	Pran.g_01192	Syar.g_00536
OG0000973	Pran.g_01193	Syar.g_00535
OG0000974	Pran.g_01194	Syar.g_00534
OG0000975	Pran.g_01195	Syar.g_00533
OG0000976	Pran.g_01196	Syar.g_00532
OG0000977	Pran.g_01197	Syar.g_00530
OG0000978	Pran.g_01198	Syar.g_00529
OG0000979	Pran.g_01201	Syar.g_00526
OG0000980	Pran.g_01202	Syar.g_00523
OG0000981	Pran.g_01204	Syar.g_00520
OG0000982	Pran.g_01206	Syar.g_00331
OG0000983	Pran.g_01207	Syar.g_00332
OG0000984	Pran.g_01208	Syar.g_00333
OG0000985	Pran.g_01211	Syar.g_00337
OG0000986	Pran.g_01213	Syar.g_00344
OG0000987	Pran.g_01214	Syar.g_00346
OG0000988	Pran.g_01217	Syar.g_00352
OG0000989	Pran.g_01221	Syar.g_00377
OG0000990	Pran.g_01224	Syar.g_00697
OG0000991	Pran.g_01225	Syar.g_00700
OG0000992	Pran.g_01227	Syar.g_00704
OG0000993	Pran.g_01228	Syar.g_00705
OG0000994	Pran.g_01229	Syar.g_00708
OG0000995	Pran.g_01233	Syar.g_03212, Syar.g_00624
OG0000996	Pran.g_01234	Syar.g_00861
OG0000997	Pran.g_01235	Syar.g_00437
OG0000998	Pran.g_01237	Syar.g_00439
OG0000999	Pran.g_01238	Syar.g_00440
OG0001000	Pran.g_01241	Syar.g_00955, Syar.g_00444
OG0001001	Pran.g_01243	Syar.g_00450
OG0001002	Pran.g_01247	Syar.g_00457
OG0001003	Pran.g_01249	Syar.g_00459
OG0001004	Pran.g_01250	Syar.g_00460
OG0001005	Pran.g_01251	Syar.g_00461
OG0001006	Pran.g_01255	Syar.g_00468
OG0001007	Pran.g_01257	Syar.g_00470
OG0001008	Pran.g_01743	Syar.g_01178, Syar.g_03274
OG0001009	Pran.g_00397	Syar.g_00500
OG0001010	Pran.g_00396	Syar.g_00501
OG0001011	Pran.g_00395	Syar.g_00503
OG0001013	Pran.g_00377	Syar.g_00906
OG0001014	Pran.g_00374	Syar.g_00914
OG0001015	Pran.g_00373	Syar.g_00915
OG0001017	Pran.g_00355	Syar.g_03050
OG0001018	Pran.g_00352	Syar.g_03052
OG0001019	Pran.g_00343	Syar.g_03086
OG0001020	Pran.g_00342	Syar.g_03092
OG0001021	Pran.g_00341	Syar.g_03098
OG0001022	Pran.g_00339	Syar.g_03102
OG0001023	Pran.g_00338	Syar.g_03103
OG0001024	Pran.g_00335	Syar.g_02276
OG0001025	Pran.g_00329	Syar.g_03115
OG0001026	Pran.g_00322	Syar.g_03131
OG0001027	Pran.g_00321	Syar.g_00031
OG0001028	Pran.g_00319	Syar.g_00034
OG0001029	Pran.g_00318	Syar.g_00036
OG0001030	Pran.g_00304	Syar.g_00058
OG0001031	Pran.g_00246	Syar.g_00129
OG0001032	Pran.g_00245	Syar.g_01011
OG0001033	Pran.g_00224	Syar.g_00962
OG0001034	Pran.g_00196	Syar.g_03022
OG0001035	Pran.g_01938	Syar.g_00171
OG0001036	Pran.g_01934	Syar.g_00193
OG0001037	Pran.g_01933	Syar.g_00195
OG0001038	Pran.g_01916	Syar.g_00223
OG0001039	Pran.g_01913	Syar.g_00226
OG0001040	Pran.g_01911	Syar.g_00229
OG0001041	Pran.g_01907	Syar.g_00234
OG0001042	Pran.g_01890	Syar.g_00831
OG0001043	Pran.g_01889	Syar.g_00826
OG0001044	Pran.g_01861	Syar.g_01117
OG0001045	Pran.g_01853	Syar.g_01130
OG0001046	Pran.g_01816	Syar.g_02514
OG0001047	Pran.g_01741	Syar.g_01180
OG0001048	Pran.g_01740	Syar.g_01181
OG0001049	Pran.g_01738	Syar.g_02872
OG0001050	Pran.g_01737	Syar.g_02871
OG0001051	Pran.g_01736	Syar.g_02870
OG0001052	Pran.g_01707	Syar.g_01269
OG0001053	Pran.g_01695	Syar.g_01472
OG0001054	Pran.g_01680	Syar.g_01492
OG0001055	Pran.g_01661	Syar.g_01513
OG0001056	Pran.g_01642	Syar.g_02349
OG0001057	Pran.g_01637	Syar.g_02341
OG0001058	Pran.g_01629	Syar.g_02324
OG0001059	Pran.g_01625	Syar.g_00422
OG0001060	Pran.g_01618	Syar.g_02315
OG0001061	Pran.g_01604	Syar.g_02297
OG0001062	Pran.g_01602	Syar.g_02294
OG0001063	Pran.g_01600	Syar.g_02209
OG0001064	Pran.g_01599	Syar.g_02208
OG0001065	Pran.g_01598	Syar.g_02207
OG0001066	Pran.g_01597	Syar.g_02206
OG0001067	Pran.g_01596	Syar.g_02205
OG0001068	Pran.g_01595	Syar.g_02204
OG0001069	Pran.g_01594	Syar.g_02203
OG0001070	Pran.g_01591	Syar.g_02200
OG0001071	Pran.g_01590	Syar.g_02199
OG0001072	Pran.g_01588	Syar.g_02195
OG0001073	Pran.g_01574	Syar.g_02182
OG0001074	Pran.g_01563	Syar.g_02031
OG0001075	Pran.g_01562	Syar.g_02215
OG0001076	Pran.g_01554	Syar.g_02253
OG0001077	Pran.g_01550	Syar.g_02240
OG0001078	Pran.g_01542	Syar.g_02419
OG0001079	Pran.g_01531	Syar.g_02431
OG0001080	Pran.g_01525	Syar.g_02442
OG0001081	Pran.g_01523	Syar.g_02444
OG0001082	Pran.g_01522	Syar.g_02445
OG0001083	Pran.g_01517	Syar.g_02473
OG0001084	Pran.g_01516	Syar.g_02474
OG0001085	Pran.g_01508	Syar.g_01688
OG0001086	Pran.g_01507	Syar.g_01686
OG0001087	Pran.g_01490	Syar.g_02347
OG0001088	Pran.g_01489	Syar.g_00431
OG0001089	Pran.g_01481	Syar.g_01942
OG0001090	Pran.g_01459	Syar.g_01582
OG0001091	Pran.g_01457	Syar.g_01580
OG0001092	Pran.g_01456	Syar.g_01578
OG0001093	Pran.g_01451	Syar.g_01572
OG0001094	Pran.g_01349	Syar.g_02633
OG0001095	Pran.g_01330	Syar.g_02653
OG0001096	Pran.g_01317	Syar.g_02476
OG0001097	Pran.g_01299	Syar.g_01823
OG0001098	Pran.g_01283	Syar.g_01672
OG0001099	Pran.g_00418	Syar.g_00035
OG0001100	Pran.g_00422	Syar.g_01625
OG0001101	Pran.g_00424	Syar.g_01623
OG0001102	Pran.g_00426	Syar.g_01620
OG0001103	Pran.g_00428	Syar.g_01618
OG0001104	Pran.g_00450	Syar.g_02616
OG0001105	Pran.g_00454	Syar.g_02620
OG0001106	Pran.g_00478	Syar.g_02553
OG0001107	Pran.g_00485	Syar.g_02541
OG0001109	Pran.g_00490	Syar.g_02529
OG0001110	Pran.g_00492	Syar.g_02527
OG0001111	Pran.g_00493	Syar.g_02525
OG0001112	Pran.g_00494	Syar.g_02523
OG0001113	Pran.g_00495	Syar.g_02522
OG0001114	Pran.g_00496	Syar.g_02521
OG0001115	Pran.g_00498	Syar.g_02519
OG0001116	Pran.g_00499	Syar.g_02517
OG0001117	Pran.g_00500	Syar.g_02516
OG0001118	Pran.g_00501	Syar.g_02515
OG0001119	Pran.g_00502	Syar.g_02513
OG0001120	Pran.g_00504	Syar.g_02507
OG0001122	Pran.g_00540	Syar.g_01803
OG0001123	Pran.g_00544	Syar.g_01796
OG0001124	Pran.g_00546	Syar.g_01793
OG0001125	Pran.g_00547	Syar.g_01791
OG0001126	Pran.g_00557	Syar.g_01375
OG0001127	Pran.g_00558	Syar.g_01374
OG0001128	Pran.g_00560	Syar.g_01371
OG0001129	Pran.g_00561	Syar.g_01369
OG0001130	Pran.g_00562	Syar.g_01368
OG0001131	Pran.g_00154	Syar.g_02448
OG0001132	Pran.g_00144	Syar.g_00684
OG0001133	Pran.g_00110	Syar.g_02249
OG0001134	Pran.g_00093	Syar.g_02235
OG0001135	Pran.g_00090	Syar.g_02232
OG0001136	Pran.g_00063	Syar.g_01536
OG0001137	Pran.g_00052	Syar.g_01944
OG0001138	Pran.g_00034	Syar.g_01977
OG0001139	Pran.g_00033	Syar.g_01980
OG0001140	Pran.g_00032	Syar.g_01981
OG0001141	Pran.g_00031	Syar.g_01982
OG0001142	Pran.g_00030	Syar.g_01983
