Orthogroup	Pran	Prbk
OG0000570	Pran.g_01607	Prbk.g_01105
OG0000571	Pran.g_01605	Prbk.g_01108
OG0000572	Pran.g_01592	Prbk.g_01124
OG0000573	Pran.g_01586	Prbk.g_01131
OG0000574	Pran.g_01585	Prbk.g_01132
OG0000575	Pran.g_01581	Prbk.g_01141
OG0000576	Pran.g_01579	Prbk.g_01143
OG0000577	Pran.g_01578	Prbk.g_01144
OG0000578	Pran.g_01577	Prbk.g_01145
OG0000579	Pran.g_01576	Prbk.g_01146
OG0000580	Pran.g_01575	Prbk.g_01147
OG0000581	Pran.g_01573	Prbk.g_01151
OG0000582	Pran.g_01570	Prbk.g_01155
OG0000583	Pran.g_01569	Prbk.g_01156
OG0000584	Pran.g_01568	Prbk.g_01157
OG0000585	Pran.g_01566	Prbk.g_01159
OG0000586	Pran.g_01565	Prbk.g_01161
OG0000587	Pran.g_01564	Prbk.g_01163
OG0000588	Pran.g_01560	Prbk.g_02605
OG0000589	Pran.g_01557	Prbk.g_02608
OG0000590	Pran.g_01556	Prbk.g_02609
OG0000591	Pran.g_01553	Prbk.g_02616
OG0000592	Pran.g_01552	Prbk.g_02617
OG0000593	Pran.g_01546	Prbk.g_02627
OG0000594	Pran.g_01545	Prbk.g_02628
OG0000595	Pran.g_01544	Prbk.g_02629
OG0000596	Pran.g_01540	Prbk.g_02634
OG0000597	Pran.g_01538	Prbk.g_02637
OG0000598	Pran.g_01537	Prbk.g_02638
OG0000599	Pran.g_01534	Prbk.g_02648
OG0000600	Pran.g_01533	Prbk.g_02649
OG0000601	Pran.g_01532	Prbk.g_02650
OG0000602	Pran.g_01530	Prbk.g_02654
OG0000603	Pran.g_01529	Prbk.g_02655
OG0000604	Pran.g_01528	Prbk.g_02656
OG0000605	Pran.g_01527	Prbk.g_00740
OG0000606	Pran.g_01524	Prbk.g_00729
OG0000607	Pran.g_01521	Prbk.g_00726
OG0000608	Pran.g_01520	Prbk.g_00725
OG0000609	Pran.g_01519	Prbk.g_00723
OG0000610	Pran.g_01514	Prbk.g_00715
OG0000611	Pran.g_01511	Prbk.g_00712
OG0000612	Pran.g_01510	Prbk.g_00711
OG0000613	Pran.g_01505	Prbk.g_00478
OG0000614	Pran.g_01486	Prbk.g_01802
OG0000615	Pran.g_01478	Prbk.g_02429
OG0000616	Pran.g_01472	Prbk.g_02262
OG0000617	Pran.g_01454	Prbk.g_00613
OG0000618	Pran.g_01453	Prbk.g_00612
OG0000619	Pran.g_01452	Prbk.g_00611
OG0000620	Pran.g_01449	Prbk.g_00607
OG0000621	Pran.g_01448	Prbk.g_00606
OG0000622	Pran.g_01447	Prbk.g_00605
OG0000623	Pran.g_01446	Prbk.g_00604
OG0000624	Pran.g_01445	Prbk.g_00603
OG0000625	Pran.g_01444	Prbk.g_00602
OG0000626	Pran.g_01443	Prbk.g_00601
OG0000627	Pran.g_01442	Prbk.g_02376
OG0000628	Pran.g_01441	Prbk.g_02375
OG0000629	Pran.g_01440	Prbk.g_02372
OG0000630	Pran.g_01437	Prbk.g_02368
OG0000631	Pran.g_01352	Prbk.g_02362
OG0000632	Pran.g_01351	Prbk.g_02361
OG0000633	Pran.g_01350	Prbk.g_02360
OG0000634	Pran.g_01347	Prbk.g_02464
OG0000635	Pran.g_01346	Prbk.g_02465
OG0000636	Pran.g_01344	Prbk.g_02467
OG0000637	Pran.g_01342	Prbk.g_02469
OG0000638	Pran.g_01341	Prbk.g_02470
OG0000639	Pran.g_01340	Prbk.g_02471
OG0000640	Pran.g_01339	Prbk.g_02472
OG0000641	Pran.g_01335	Prbk.g_02476
OG0000642	Pran.g_01334	Prbk.g_02477
OG0000643	Pran.g_01333	Prbk.g_02478
OG0000644	Pran.g_01332	Prbk.g_02479
OG0000645	Pran.g_01331	Prbk.g_02480
OG0000646	Pran.g_01329	Prbk.g_02483
OG0000647	Pran.g_01328	Prbk.g_02486
OG0000648	Pran.g_01326	Prbk.g_02488
OG0000649	Pran.g_01325	Prbk.g_02489
OG0000650	Pran.g_01324	Prbk.g_02490
OG0000651	Pran.g_01323	Prbk.g_02491
OG0000652	Pran.g_01322	Prbk.g_02492
OG0000653	Pran.g_01320	Prbk.g_02494
OG0000654	Pran.g_01319	Prbk.g_02495
OG0000655	Pran.g_01318	Prbk.g_02496
OG0000656	Pran.g_01315	Prbk.g_02499
OG0000657	Pran.g_01308	Prbk.g_02532
OG0000658	Pran.g_01307	Prbk.g_02534
OG0000659	Pran.g_01306	Prbk.g_02535
OG0000660	Pran.g_01302	Prbk.g_02539
OG0000661	Pran.g_01300	Prbk.g_02541
OG0000662	Pran.g_01298	Prbk.g_02543
OG0000663	Pran.g_01296	Prbk.g_02546
OG0000664	Pran.g_01295	Prbk.g_02547
OG0000665	Pran.g_01291	Prbk.g_02560
OG0000666	Pran.g_01290	Prbk.g_02563
OG0000667	Pran.g_01285	Prbk.g_02570
OG0000668	Pran.g_00413	Prbk.g_00582
OG0000669	Pran.g_00421	Prbk.g_02580
OG0000670	Pran.g_00423	Prbk.g_01662
OG0000671	Pran.g_00425	Prbk.g_02391
OG0000672	Pran.g_00427	Prbk.g_02394
OG0000673	Pran.g_00430	Prbk.g_02397
OG0000674	Pran.g_00432	Prbk.g_02399
OG0000675	Pran.g_00433	Prbk.g_02400
OG0000676	Pran.g_00435	Prbk.g_02408
OG0000677	Pran.g_00436	Prbk.g_02410
OG0000678	Pran.g_00438	Prbk.g_02415
OG0000679	Pran.g_00442	Prbk.g_02435
OG0000680	Pran.g_00443	Prbk.g_02436
OG0000681	Pran.g_00445	Prbk.g_02438
OG0000682	Pran.g_00446	Prbk.g_02439
OG0000683	Pran.g_00447	Prbk.g_02440
OG0000684	Pran.g_00449	Prbk.g_02453
OG0000685	Pran.g_00451	Prbk.g_02451
OG0000686	Pran.g_00452	Prbk.g_02450
OG0000687	Pran.g_00453	Prbk.g_02449
OG0000688	Pran.g_00456	Prbk.g_02455
OG0000689	Pran.g_00457	Prbk.g_02456
OG0000690	Pran.g_00458	Prbk.g_02457
OG0000691	Pran.g_00459	Prbk.g_02458
OG0000692	Pran.g_00461	Prbk.g_02459
OG0000693	Pran.g_00462	Prbk.g_02460
OG0000694	Pran.g_00463	Prbk.g_02461
OG0000695	Pran.g_00465	Prbk.g_02358
OG0000696	Pran.g_00466	Prbk.g_02357
OG0000697	Pran.g_00467	Prbk.g_02355
OG0000698	Pran.g_00470	Prbk.g_02352
OG0000699	Pran.g_00471	Prbk.g_02350
OG0000700	Pran.g_00472	Prbk.g_02349
OG0000701	Pran.g_00473	Prbk.g_02348
OG0000702	Pran.g_00475	Prbk.g_02340
OG0000703	Pran.g_00476	Prbk.g_02339
OG0000704	Pran.g_00477	Prbk.g_02337
OG0000705	Pran.g_00481	Prbk.g_02331
OG0000706	Pran.g_00482	Prbk.g_02330
OG0000707	Pran.g_00483	Prbk.g_02329
OG0000708	Pran.g_00484	Prbk.g_02327
OG0000709	Pran.g_00488	Prbk.g_02320
OG0000710	Pran.g_00491	Prbk.g_02316
OG0000711	Pran.g_00508	Prbk.g_02293
OG0000712	Pran.g_00510	Prbk.g_02292
OG0000713	Pran.g_00511	Prbk.g_00562
OG0000714	Pran.g_00512	Prbk.g_00566
OG0000715	Pran.g_00514	Prbk.g_00568
OG0000716	Pran.g_00516	Prbk.g_00572
OG0000717	Pran.g_00517	Prbk.g_00573
OG0000718	Pran.g_00537	Prbk.g_00578
OG0000719	Pran.g_00539	Prbk.g_00580
OG0000720	Pran.g_00548	Prbk.g_00593
OG0000721	Pran.g_00550	Prbk.g_00594
OG0000722	Pran.g_00551	Prbk.g_00595
OG0000723	Pran.g_00554	Prbk.g_00599
OG0000724	Pran.g_00563	Prbk.g_00061
OG0000725	Pran.g_00569	Prbk.g_00054
OG0000726	Pran.g_00570	Prbk.g_00053
OG0000727	Pran.g_00571	Prbk.g_00052
OG0000728	Pran.g_00573	Prbk.g_00051
OG0000729	Pran.g_00133	Prbk.g_01531
OG0000730	Pran.g_00129	Prbk.g_00869
OG0000731	Pran.g_00125	Prbk.g_00879
OG0000732	Pran.g_00115	Prbk.g_01601
OG0000733	Pran.g_00092	Prbk.g_02202
OG0000734	Pran.g_00075	Prbk.g_00004
OG0000735	Pran.g_00073	Prbk.g_01037
OG0000736	Pran.g_00072	Prbk.g_01036
OG0000737	Pran.g_00071	Prbk.g_01035
OG0000738	Pran.g_00067	Prbk.g_01028
OG0000739	Pran.g_00066	Prbk.g_01026
OG0000740	Pran.g_00065	Prbk.g_01025
OG0000741	Pran.g_00064	Prbk.g_01022
OG0000742	Pran.g_00061	Prbk.g_01020
OG0000743	Pran.g_00059	Prbk.g_01018
OG0000744	Pran.g_00058	Prbk.g_01017
OG0000745	Pran.g_00057	Prbk.g_00141
OG0000746	Pran.g_00055	Prbk.g_00143
OG0000747	Pran.g_00054	Prbk.g_00144
OG0000748	Pran.g_00051	Prbk.g_00156
OG0000749	Pran.g_00050	Prbk.g_00157
OG0000750	Pran.g_00049	Prbk.g_00158
OG0000751	Pran.g_00047	Prbk.g_00105
OG0000752	Pran.g_00045	Prbk.g_00103
OG0000753	Pran.g_00042	Prbk.g_00100
OG0000754	Pran.g_00039	Prbk.g_01501
OG0000755	Pran.g_00036	Prbk.g_00139
OG0000756	Pran.g_00035	Prbk.g_00138
OG0000757	Pran.g_00029	Prbk.g_00131
OG0000758	Pran.g_00028	Prbk.g_00130
OG0000759	Pran.g_00027	Prbk.g_00129
OG0000760	Pran.g_00026	Prbk.g_00128
OG0000761	Pran.g_00025	Prbk.g_00127
OG0000762	Pran.g_00024	Prbk.g_01503
OG0000763	Pran.g_00022	Prbk.g_01505
OG0000764	Pran.g_00021	Prbk.g_01506
OG0000765	Pran.g_00012	Prbk.g_00178
OG0000766	Pran.g_00011	Prbk.g_00177
OG0000767	Pran.g_00009	Prbk.g_00175
OG0000768	Pran.g_00008	Prbk.g_00174
OG0000769	Pran.g_00006	Prbk.g_00098
OG0000770	Pran.g_00004	Prbk.g_00122
OG0000771	Pran.g_00918	Prbk.g_00066
OG0000772	Pran.g_00899	Prbk.g_02011
OG0000773	Pran.g_00885	Prbk.g_00162
OG0000774	Pran.g_00883	Prbk.g_01192
OG0000775	Pran.g_00881	Prbk.g_01190
OG0000776	Pran.g_00880	Prbk.g_01189
OG0000777	Pran.g_00879	Prbk.g_01188
OG0000778	Pran.g_00878	Prbk.g_01187
OG0000779	Pran.g_00874	Prbk.g_01182
OG0000780	Pran.g_00873	Prbk.g_01179
OG0000781	Pran.g_00870	Prbk.g_01175
OG0000782	Pran.g_00869	Prbk.g_01174
OG0000783	Pran.g_00868	Prbk.g_01173
OG0000784	Pran.g_00867	Prbk.g_01172
OG0000785	Pran.g_00865	Prbk.g_01170
OG0000786	Pran.g_00863	Prbk.g_01167
OG0000787	Pran.g_00862	Prbk.g_01166
OG0000788	Pran.g_00853	Prbk.g_00334
OG0000789	Pran.g_00850	Prbk.g_01691
OG0000790	Pran.g_00836	Prbk.g_02048
OG0000791	Pran.g_00834	Prbk.g_02046
OG0000792	Pran.g_00833	Prbk.g_02045
OG0000793	Pran.g_00830	Prbk.g_02041
OG0000794	Pran.g_00829	Prbk.g_02040
OG0000795	Pran.g_00828	Prbk.g_02039
OG0000796	Pran.g_00824	Prbk.g_02035
OG0000797	Pran.g_00823	Prbk.g_02034
OG0000798	Pran.g_00789	Prbk.g_00414
OG0000799	Pran.g_00751	Prbk.g_01929
OG0000800	Pran.g_00750	Prbk.g_01930
OG0000801	Pran.g_00749	Prbk.g_01931
OG0000802	Pran.g_00747	Prbk.g_01938
OG0000803	Pran.g_00745	Prbk.g_00244
OG0000804	Pran.g_00744	Prbk.g_00246
OG0000805	Pran.g_00742	Prbk.g_00248
OG0000806	Pran.g_00740	Prbk.g_00250
OG0000807	Pran.g_00739	Prbk.g_00252
OG0000808	Pran.g_00738	Prbk.g_00253
OG0000809	Pran.g_00735	Prbk.g_00257
OG0000810	Pran.g_00734	Prbk.g_00258
OG0000811	Pran.g_00730	Prbk.g_00270
OG0000812	Pran.g_00728	Prbk.g_00272
OG0000813	Pran.g_00727	Prbk.g_00273
OG0000814	Pran.g_00725	Prbk.g_00275
OG0000815	Pran.g_00724	Prbk.g_00276
OG0000816	Pran.g_00722	Prbk.g_00278
OG0000817	Pran.g_00721	Prbk.g_00279
OG0000818	Pran.g_00716	Prbk.g_01237
OG0000819	Pran.g_00715	Prbk.g_01236
OG0000820	Pran.g_00714	Prbk.g_01235
OG0000821	Pran.g_00710	Prbk.g_01228
OG0000822	Pran.g_00709	Prbk.g_01226
OG0000823	Pran.g_00708	Prbk.g_01225
OG0000824	Pran.g_00705	Prbk.g_01221
OG0000825	Pran.g_00704	Prbk.g_01220
OG0000826	Pran.g_00703	Prbk.g_01219
OG0000827	Pran.g_00702	Prbk.g_01218
OG0000828	Pran.g_00699	Prbk.g_01215
OG0000829	Pran.g_00698	Prbk.g_01214
OG0000830	Pran.g_00697	Prbk.g_01213
OG0000831	Pran.g_00695	Prbk.g_01211
OG0000832	Pran.g_00689	Prbk.g_02006
OG0000833	Pran.g_00681	Prbk.g_01998
OG0000834	Pran.g_00680	Prbk.g_01997
OG0000835	Pran.g_00679	Prbk.g_01996
OG0000836	Pran.g_00678	Prbk.g_01994
OG0000837	Pran.g_00677	Prbk.g_01993
OG0000838	Pran.g_00675	Prbk.g_01990
OG0000839	Pran.g_00674	Prbk.g_01989
OG0000840	Pran.g_00673	Prbk.g_01988
OG0000841	Pran.g_00672	Prbk.g_01987
OG0000842	Pran.g_00671	Prbk.g_01986
OG0000843	Pran.g_00670	Prbk.g_01985
OG0000844	Pran.g_00669	Prbk.g_01983
OG0000845	Pran.g_00668	Prbk.g_01982
OG0000846	Pran.g_00667	Prbk.g_01981
OG0000847	Pran.g_00666	Prbk.g_01980
OG0000848	Pran.g_00665	Prbk.g_01979
OG0000849	Pran.g_00664	Prbk.g_01978
OG0000850	Pran.g_00662	Prbk.g_01977
OG0000851	Pran.g_00661	Prbk.g_00937
OG0000852	Pran.g_00660	Prbk.g_00936
OG0000853	Pran.g_00656	Prbk.g_00932
OG0000854	Pran.g_00654	Prbk.g_00930
OG0000855	Pran.g_00653	Prbk.g_00929
OG0000856	Pran.g_00636	Prbk.g_02619
OG0000857	Pran.g_00598	Prbk.g_02485
OG0000858	Pran.g_00964	Prbk.g_00918
OG0000859	Pran.g_00965	Prbk.g_00917
OG0000860	Pran.g_00972	Prbk.g_00905
OG0000861	Pran.g_00973	Prbk.g_00904
OG0000862	Pran.g_00974	Prbk.g_00902
OG0000863	Pran.g_00976	Prbk.g_01451
OG0000864	Pran.g_00977	Prbk.g_01450
OG0000865	Pran.g_00978	Prbk.g_01449
OG0000866	Pran.g_00979	Prbk.g_01448
OG0000867	Pran.g_00980	Prbk.g_01447
OG0000868	Pran.g_00981	Prbk.g_01445
OG0000869	Pran.g_00985	Prbk.g_01442
OG0000870	Pran.g_00990	Prbk.g_01437
OG0000871	Pran.g_00991	Prbk.g_01436
OG0000872	Pran.g_00992	Prbk.g_01434
OG0000873	Pran.g_00995	Prbk.g_01431
OG0000874	Pran.g_00998	Prbk.g_01427
OG0000875	Pran.g_00999	Prbk.g_01426
OG0000876	Pran.g_01000	Prbk.g_01425
OG0000877	Pran.g_01002	Prbk.g_01422
OG0000878	Pran.g_01003	Prbk.g_01421
OG0000879	Pran.g_01004	Prbk.g_01420
OG0000880	Pran.g_01005	Prbk.g_01419
OG0000881	Pran.g_01009	Prbk.g_01414
OG0000882	Pran.g_01014	Prbk.g_01409
OG0000883	Pran.g_01015	Prbk.g_01407
OG0000884	Pran.g_01017	Prbk.g_01405
OG0000885	Pran.g_01018	Prbk.g_01404
OG0000886	Pran.g_01019	Prbk.g_01403
OG0000887	Pran.g_01020	Prbk.g_01402
OG0000888	Pran.g_01022	Prbk.g_01400
OG0000889	Pran.g_01024	Prbk.g_01398
OG0000890	Pran.g_01025	Prbk.g_01384
OG0000891	Pran.g_01026	Prbk.g_01383
OG0000892	Pran.g_01028	Prbk.g_01381
OG0000893	Pran.g_01032	Prbk.g_01901
OG0000894	Pran.g_01034	Prbk.g_01905
OG0000895	Pran.g_01037	Prbk.g_01910
OG0000896	Pran.g_01038	Prbk.g_01911
OG0000897	Pran.g_01040	Prbk.g_01913
OG0000898	Pran.g_01041	Prbk.g_01914
OG0000899	Pran.g_01042	Prbk.g_01915
OG0000900	Pran.g_01044	Prbk.g_01916
OG0000901	Pran.g_01047	Prbk.g_01920
OG0000902	Pran.g_01049	Prbk.g_01922
OG0000903	Pran.g_01052	Prbk.g_00990
OG0000904	Pran.g_01054	Prbk.g_00995
OG0000905	Pran.g_01058	Prbk.g_00997
OG0000906	Pran.g_01059	Prbk.g_01926
OG0000907	Pran.g_01062	Prbk.g_00988
OG0000908	Pran.g_01065	Prbk.g_00985
OG0000909	Pran.g_01066	Prbk.g_00984
OG0000910	Pran.g_01067	Prbk.g_00983
OG0000911	Pran.g_01070	Prbk.g_00981
OG0000912	Pran.g_01071	Prbk.g_00980
OG0000913	Pran.g_01072	Prbk.g_00979
OG0000914	Pran.g_01073	Prbk.g_00978
OG0000915	Pran.g_01074	Prbk.g_00977
OG0000916	Pran.g_01075	Prbk.g_00976
OG0000917	Pran.g_01076	Prbk.g_00975
OG0000918	Pran.g_01077	Prbk.g_00974
OG0000919	Pran.g_01078	Prbk.g_00973
OG0000920	Pran.g_01079	Prbk.g_00972
OG0000921	Pran.g_01080	Prbk.g_00971
OG0000922	Pran.g_01081	Prbk.g_00970
OG0000923	Pran.g_01085	Prbk.g_00966
OG0000924	Pran.g_01086	Prbk.g_00965
OG0000925	Pran.g_01087	Prbk.g_00964
OG0000926	Pran.g_01088	Prbk.g_00963
OG0000927	Pran.g_01090	Prbk.g_00961
OG0000928	Pran.g_01091	Prbk.g_00960
OG0000929	Pran.g_01092	Prbk.g_00959
OG0000930	Pran.g_01093	Prbk.g_00958
OG0000931	Pran.g_01094	Prbk.g_00957
OG0000932	Pran.g_01095	Prbk.g_00956
OG0000933	Pran.g_01099	Prbk.g_00951
OG0000934	Pran.g_01101	Prbk.g_00949
OG0000935	Pran.g_01102	Prbk.g_00948
OG0000936	Pran.g_01103	Prbk.g_00947
OG0000937	Pran.g_01104	Prbk.g_00946
OG0000938	Pran.g_01106	Prbk.g_00797
OG0000939	Pran.g_01107	Prbk.g_00798
OG0000940	Pran.g_01114	Prbk.g_00807
OG0000941	Pran.g_01116	Prbk.g_00809
OG0000942	Pran.g_01118	Prbk.g_00811
OG0000943	Pran.g_01119	Prbk.g_00812
OG0000944	Pran.g_01120	Prbk.g_00814
OG0000945	Pran.g_01121	Prbk.g_00816
OG0000946	Pran.g_01125	Prbk.g_00844
OG0000947	Pran.g_01127	Prbk.g_00847
OG0000948	Pran.g_01128	Prbk.g_00848
OG0000949	Pran.g_01131	Prbk.g_00851
OG0000950	Pran.g_01136	Prbk.g_00513
OG0000951	Pran.g_01139	Prbk.g_00518
OG0000952	Pran.g_01143	Prbk.g_00525
OG0000953	Pran.g_01146	Prbk.g_00529
OG0000954	Pran.g_01150	Prbk.g_00216
OG0000955	Pran.g_01151	Prbk.g_00217
OG0000956	Pran.g_01153	Prbk.g_00219
OG0000957	Pran.g_01158	Prbk.g_00235
OG0000958	Pran.g_01159	Prbk.g_00236
OG0000959	Pran.g_01163	Prbk.g_01482
OG0000960	Pran.g_01164	Prbk.g_01483
OG0000961	Pran.g_01166	Prbk.g_01494
OG0000962	Pran.g_01168	Prbk.g_01530
OG0000963	Pran.g_01172	Prbk.g_01535
OG0000964	Pran.g_01173	Prbk.g_01536
OG0000965	Pran.g_01174	Prbk.g_01537
OG0000966	Pran.g_01182	Prbk.g_01571
OG0000967	Pran.g_01186	Prbk.g_01577
OG0000968	Pran.g_01188	Prbk.g_01580
OG0000969	Pran.g_01189	Prbk.g_01582
OG0000970	Pran.g_01190	Prbk.g_01583
OG0000971	Pran.g_01191	Prbk.g_01585
OG0000972	Pran.g_01192	Prbk.g_01586
OG0000973	Pran.g_01193	Prbk.g_01587
OG0000974	Pran.g_01194	Prbk.g_01588
OG0000975	Pran.g_01195	Prbk.g_01589
OG0000976	Pran.g_01196	Prbk.g_01590
OG0000977	Pran.g_01197	Prbk.g_01592
OG0000978	Pran.g_01198	Prbk.g_01593
OG0000979	Pran.g_01201	Prbk.g_01596
OG0000980	Pran.g_01202	Prbk.g_01600
OG0000981	Pran.g_01204	Prbk.g_01603
OG0000982	Pran.g_01206	Prbk.g_02161
OG0000983	Pran.g_01207	Prbk.g_02162
OG0000984	Pran.g_01208	Prbk.g_02163
OG0000985	Pran.g_01211	Prbk.g_02167
OG0000986	Pran.g_01213	Prbk.g_02169
OG0000987	Pran.g_01214	Prbk.g_02171
OG0000988	Pran.g_01217	Prbk.g_02175
OG0000989	Pran.g_01221	Prbk.g_02185
OG0000990	Pran.g_01224	Prbk.g_02207
OG0000991	Pran.g_01225	Prbk.g_02210
OG0000992	Pran.g_01227	Prbk.g_02213
OG0000993	Pran.g_01228	Prbk.g_02214
OG0000994	Pran.g_01229	Prbk.g_02217
OG0000995	Pran.g_01233	Prbk.g_02226
OG0000996	Pran.g_01234	Prbk.g_02239
OG0000997	Pran.g_01235	Prbk.g_02248
OG0000998	Pran.g_01237	Prbk.g_02250
OG0000999	Pran.g_01238	Prbk.g_02251
OG0001000	Pran.g_01241	Prbk.g_02254
OG0001001	Pran.g_01243	Prbk.g_02258
OG0001002	Pran.g_01247	Prbk.g_02265
OG0001003	Pran.g_01249	Prbk.g_02267
OG0001004	Pran.g_01250	Prbk.g_02268
OG0001005	Pran.g_01251	Prbk.g_02270
OG0001006	Pran.g_01255	Prbk.g_02276
OG0001007	Pran.g_01257	Prbk.g_02278
OG0001008	Pran.g_01743	Prbk.g_00327
OG0001009	Pran.g_00397	Prbk.g_01622
OG0001010	Pran.g_00396	Prbk.g_01621
OG0001011	Pran.g_00395	Prbk.g_01619
OG0001012	Pran.g_00382	Prbk.g_02158
OG0001013	Pran.g_00377	Prbk.g_02133
OG0001014	Pran.g_00374	Prbk.g_02124
OG0001015	Pran.g_00373	Prbk.g_02123
OG0001016	Pran.g_00359	Prbk.g_01315
OG0001017	Pran.g_00355	Prbk.g_01309
OG0001018	Pran.g_00352	Prbk.g_01307
OG0001019	Pran.g_00343	Prbk.g_01294
OG0001020	Pran.g_00342	Prbk.g_00035
OG0001021	Pran.g_00341	Prbk.g_00031
OG0001022	Pran.g_00339	Prbk.g_00026
OG0001023	Pran.g_00338	Prbk.g_00025
OG0001024	Pran.g_00335	Prbk.g_00021
OG0001025	Pran.g_00329	Prbk.g_00014
OG0001026	Pran.g_00322	Prbk.g_00001
OG0001027	Pran.g_00321	Prbk.g_00190
OG0001028	Pran.g_00319	Prbk.g_00192
OG0001029	Pran.g_00318	Prbk.g_00194
OG0001030	Pran.g_00304	Prbk.g_00547
OG0001031	Pran.g_00246	Prbk.g_01275
OG0001032	Pran.g_00245	Prbk.g_01272
OG0001033	Pran.g_00224	Prbk.g_00633
OG0001034	Pran.g_00196	Prbk.g_01521
OG0001035	Pran.g_01938	Prbk.g_00372
OG0001036	Pran.g_01934	Prbk.g_00376
OG0001037	Pran.g_01933	Prbk.g_00378
OG0001038	Pran.g_01916	Prbk.g_00415
OG0001039	Pran.g_01913	Prbk.g_00418
OG0001040	Pran.g_01911	Prbk.g_00421
OG0001041	Pran.g_01907	Prbk.g_00426
OG0001042	Pran.g_01890	Prbk.g_00451
OG0001043	Pran.g_01889	Prbk.g_00453
OG0001044	Pran.g_01861	Prbk.g_00870
OG0001045	Pran.g_01853	Prbk.g_00882
OG0001046	Pran.g_01816	Prbk.g_00924
OG0001047	Pran.g_01741	Prbk.g_00325
OG0001048	Pran.g_01740	Prbk.g_00324
OG0001049	Pran.g_01738	Prbk.g_00321
OG0001050	Pran.g_01737	Prbk.g_00320
OG0001051	Pran.g_01736	Prbk.g_00319
OG0001052	Pran.g_01707	Prbk.g_02109
OG0001053	Pran.g_01695	Prbk.g_02064
OG0001054	Pran.g_01680	Prbk.g_01861
OG0001055	Pran.g_01661	Prbk.g_01056
OG0001056	Pran.g_01642	Prbk.g_01085
OG0001057	Pran.g_01637	Prbk.g_01097
OG0001058	Pran.g_01629	Prbk.g_01893
OG0001059	Pran.g_01625	Prbk.g_01889
OG0001060	Pran.g_01618	Prbk.g_01882
OG0001061	Pran.g_01604	Prbk.g_01109
OG0001062	Pran.g_01602	Prbk.g_01111
OG0001063	Pran.g_01600	Prbk.g_01115
OG0001064	Pran.g_01599	Prbk.g_01116
OG0001065	Pran.g_01598	Prbk.g_01117
OG0001066	Pran.g_01597	Prbk.g_01118
OG0001067	Pran.g_01596	Prbk.g_01119
OG0001068	Pran.g_01595	Prbk.g_01120
OG0001069	Pran.g_01594	Prbk.g_01121
OG0001070	Pran.g_01591	Prbk.g_01125
OG0001071	Pran.g_01590	Prbk.g_01126
OG0001072	Pran.g_01588	Prbk.g_01129
OG0001073	Pran.g_01574	Prbk.g_01148
OG0001074	Pran.g_01563	Prbk.g_02602
OG0001075	Pran.g_01562	Prbk.g_02603
OG0001076	Pran.g_01554	Prbk.g_02611
OG0001077	Pran.g_01550	Prbk.g_02621
OG0001078	Pran.g_01542	Prbk.g_02632
OG0001079	Pran.g_01531	Prbk.g_02651
OG0001080	Pran.g_01525	Prbk.g_00738
OG0001081	Pran.g_01523	Prbk.g_00728
OG0001082	Pran.g_01522	Prbk.g_00727
OG0001083	Pran.g_01517	Prbk.g_00719
OG0001084	Pran.g_01516	Prbk.g_00718
OG0001085	Pran.g_01508	Prbk.g_00708
OG0001086	Pran.g_01507	Prbk.g_00706
OG0001087	Pran.g_01490	Prbk.g_01821
OG0001088	Pran.g_01489	Prbk.g_01817
OG0001089	Pran.g_01481	Prbk.g_01764
OG0001090	Pran.g_01459	Prbk.g_00617
OG0001091	Pran.g_01457	Prbk.g_00615
OG0001092	Pran.g_01456	Prbk.g_00614
OG0001093	Pran.g_01451	Prbk.g_00610
OG0001094	Pran.g_01349	Prbk.g_02462
OG0001095	Pran.g_01330	Prbk.g_02481
OG0001096	Pran.g_01317	Prbk.g_02497
OG0001097	Pran.g_01299	Prbk.g_02542
OG0001098	Pran.g_01283	Prbk.g_02379
OG0001099	Pran.g_00418	Prbk.g_00193
OG0001100	Pran.g_00422	Prbk.g_02389
OG0001101	Pran.g_00424	Prbk.g_02390
OG0001102	Pran.g_00426	Prbk.g_02393
OG0001103	Pran.g_00428	Prbk.g_02395
OG0001104	Pran.g_00450	Prbk.g_02452
OG0001105	Pran.g_00454	Prbk.g_02447
OG0001106	Pran.g_00478	Prbk.g_02336
OG0001107	Pran.g_00485	Prbk.g_02326
OG0001108	Pran.g_00489	Prbk.g_02319
OG0001109	Pran.g_00490	Prbk.g_02317
OG0001110	Pran.g_00492	Prbk.g_02315
OG0001111	Pran.g_00493	Prbk.g_02313
OG0001112	Pran.g_00494	Prbk.g_02311
OG0001113	Pran.g_00495	Prbk.g_02310
OG0001114	Pran.g_00496	Prbk.g_02309
OG0001115	Pran.g_00498	Prbk.g_02307
OG0001116	Pran.g_00499	Prbk.g_02306
OG0001117	Pran.g_00500	Prbk.g_02305
OG0001118	Pran.g_00501	Prbk.g_02304
OG0001119	Pran.g_00502	Prbk.g_02303
OG0001120	Pran.g_00504	Prbk.g_02301
OG0001122	Pran.g_00540	Prbk.g_00581
OG0001123	Pran.g_00544	Prbk.g_00588
OG0001124	Pran.g_00546	Prbk.g_00590
OG0001125	Pran.g_00547	Prbk.g_00592
OG0001126	Pran.g_00557	Prbk.g_00068
OG0001127	Pran.g_00558	Prbk.g_00067
OG0001128	Pran.g_00560	Prbk.g_00064
OG0001129	Pran.g_00561	Prbk.g_00063
