Orthogroup	Prbl	Syao
OG0000565	Prbl.g_01895	Syao.g_00849
OG0000566	Prbl.g_01899	Syao.g_00845
OG0000567	Prbl.g_01903	Syao.g_00841
OG0000568	Prbl.g_01905	Syao.g_00839
OG0000569	Prbl.g_01801	Syao.g_00838
OG0000570	Prbl.g_01800	Syao.g_00837
OG0000571	Prbl.g_01797	Syao.g_00834
OG0000572	Prbl.g_01781	Syao.g_01033
OG0000573	Prbl.g_01774	Syao.g_01022
OG0000574	Prbl.g_01773	Syao.g_01021
OG0000575	Prbl.g_01764	Syao.g_01000
OG0000576	Prbl.g_01762	Syao.g_00996
OG0000577	Prbl.g_01761	Syao.g_00995
OG0000578	Prbl.g_01760	Syao.g_00994
OG0000579	Prbl.g_01759	Syao.g_00993
OG0000580	Prbl.g_01758	Syao.g_00992
OG0000581	Prbl.g_01754	Syao.g_01059
OG0000582	Prbl.g_01750	Syao.g_01204
OG0000583	Prbl.g_01749	Syao.g_01205
OG0000584	Prbl.g_01748	Syao.g_01206
OG0000585	Prbl.g_01746	Syao.g_01054
OG0000586	Prbl.g_01744	Syao.g_01055
OG0000587	Prbl.g_01742	Syao.g_01057
OG0000588	Prbl.g_01613	Syao.g_00406
OG0000589	Prbl.g_01616	Syao.g_01342
OG0000590	Prbl.g_01617	Syao.g_01341
OG0000591	Prbl.g_01624	Syao.g_01330
OG0000592	Prbl.g_01625	Syao.g_01329
OG0000593	Prbl.g_01635	Syao.g_00890
OG0000594	Prbl.g_01636	Syao.g_00891
OG0000595	Prbl.g_01637	Syao.g_00892
OG0000596	Prbl.g_01642	Syao.g_00897
OG0000597	Prbl.g_01645	Syao.g_00900
OG0000598	Prbl.g_01646	Syao.g_00901
OG0000599	Prbl.g_01656	Syao.g_00908
OG0000600	Prbl.g_01657	Syao.g_00909
OG0000601	Prbl.g_01658	Syao.g_00910
OG0000602	Prbl.g_01662	Syao.g_00914
OG0000603	Prbl.g_01663	Syao.g_00915
OG0000604	Prbl.g_01664	Syao.g_00918
OG0000606	Prbl.g_01032	Syao.g_00924
OG0000607	Prbl.g_01412	Syao.g_00927
OG0000608	Prbl.g_01411	Syao.g_00928
OG0000609	Prbl.g_01409	Syao.g_00930
OG0000610	Prbl.g_01401	Syao.g_00940
OG0000611	Prbl.g_01398	Syao.g_00943
OG0000612	Prbl.g_01397	Syao.g_00944
OG0000613	Prbl.g_00891	Syao.g_01979
OG0000614	Prbl.g_01872	Syao.g_00375
OG0000615	Prbl.g_02373	Syao.g_00978
OG0000616	Prbl.g_02137	Syao.g_02342
OG0000617	Prbl.g_02561	Syao.g_00486
OG0000618	Prbl.g_02560	Syao.g_00485
OG0000619	Prbl.g_02559	Syao.g_00484
OG0000620	Prbl.g_02555	Syao.g_00479
OG0000621	Prbl.g_02554	Syao.g_00478
OG0000622	Prbl.g_02553	Syao.g_00476
OG0000623	Prbl.g_02552	Syao.g_00475
OG0000624	Prbl.g_02551	Syao.g_00473
OG0000625	Prbl.g_02550	Syao.g_00472
OG0000626	Prbl.g_02549	Syao.g_00471
OG0000627	Prbl.g_02426	Syao.g_00567
OG0000628	Prbl.g_02427	Syao.g_00566
OG0000629	Prbl.g_02430	Syao.g_00590
OG0000630	Prbl.g_02434	Syao.g_00585
OG0000631	Prbl.g_02440	Syao.g_00644
OG0000632	Prbl.g_02441	Syao.g_00643
OG0000633	Prbl.g_02442	Syao.g_00642
OG0000634	Prbl.g_02339	Syao.g_00752
OG0000635	Prbl.g_02338	Syao.g_00753
OG0000636	Prbl.g_02336	Syao.g_00755
OG0000637	Prbl.g_02334	Syao.g_00757
OG0000638	Prbl.g_02333	Syao.g_00758
OG0000639	Prbl.g_02332	Syao.g_00759
OG0000640	Prbl.g_02331	Syao.g_00760
OG0000641	Prbl.g_02327	Syao.g_00764
OG0000642	Prbl.g_02326	Syao.g_00765
OG0000643	Prbl.g_02325	Syao.g_00767
OG0000644	Prbl.g_02324	Syao.g_00768
OG0000645	Prbl.g_02323	Syao.g_00770
OG0000646	Prbl.g_02320	Syao.g_00773
OG0000647	Prbl.g_02317	Syao.g_00775
OG0000648	Prbl.g_02315	Syao.g_00777
OG0000649	Prbl.g_02314	Syao.g_00778
OG0000650	Prbl.g_02313	Syao.g_00779
OG0000651	Prbl.g_02312	Syao.g_00780
OG0000652	Prbl.g_02311	Syao.g_00781
OG0000653	Prbl.g_02309	Syao.g_00783
OG0000654	Prbl.g_02308	Syao.g_00784
OG0000655	Prbl.g_02307	Syao.g_00785
OG0000656	Prbl.g_02304	Syao.g_00789
OG0000657	Prbl.g_01540	Syao.g_00435
OG0000658	Prbl.g_01542	Syao.g_00560
OG0000659	Prbl.g_01543	Syao.g_00559
OG0000660	Prbl.g_01547	Syao.g_00555
OG0000661	Prbl.g_01549	Syao.g_00553
OG0000662	Prbl.g_01551	Syao.g_00535
OG0000663	Prbl.g_01554	Syao.g_00532
OG0000664	Prbl.g_01555	Syao.g_00530
OG0000665	Prbl.g_01568	Syao.g_01436
OG0000666	Prbl.g_01571	Syao.g_02120
OG0000667	Prbl.g_01579	Syao.g_01375
OG0000668	Prbl.g_02530	Syao.g_02678
OG0000669	Prbl.g_01588	Syao.g_00955
OG0000670	Prbl.g_01078	Syao.g_00958
OG0000671	Prbl.g_02412	Syao.g_00960
OG0000672	Prbl.g_02409	Syao.g_00963
OG0000673	Prbl.g_02406	Syao.g_00966
OG0000674	Prbl.g_02404	Syao.g_00968
OG0000675	Prbl.g_02403	Syao.g_00969
OG0000676	Prbl.g_02395	Syao.g_00971
OG0000677	Prbl.g_02393	Syao.g_00972
OG0000678	Prbl.g_02388	Syao.g_00974
OG0000679	Prbl.g_02368	Syao.g_00981
OG0000680	Prbl.g_02367	Syao.g_00982
OG0000681	Prbl.g_02365	Syao.g_00985
OG0000682	Prbl.g_02364	Syao.g_00986
OG0000683	Prbl.g_02363	Syao.g_00987
OG0000684	Prbl.g_02350	Syao.g_00990
OG0000685	Prbl.g_02352	Syao.g_00733
OG0000686	Prbl.g_02353	Syao.g_00734
OG0000687	Prbl.g_02354	Syao.g_00735
OG0000688	Prbl.g_02348	Syao.g_00741
OG0000689	Prbl.g_02347	Syao.g_00743
OG0000690	Prbl.g_02346	Syao.g_00744
OG0000691	Prbl.g_02345	Syao.g_00745
OG0000692	Prbl.g_02344	Syao.g_00747
OG0000693	Prbl.g_02343	Syao.g_00748
OG0000694	Prbl.g_02342	Syao.g_00749
OG0000695	Prbl.g_02444	Syao.g_00639
OG0000696	Prbl.g_02445	Syao.g_00638
OG0000697	Prbl.g_02447	Syao.g_00636
OG0000698	Prbl.g_02450	Syao.g_00633
OG0000699	Prbl.g_02452	Syao.g_00631
OG0000700	Prbl.g_02453	Syao.g_00630
OG0000701	Prbl.g_02454	Syao.g_00629
OG0000702	Prbl.g_02462	Syao.g_00705
OG0000703	Prbl.g_02463	Syao.g_00693
OG0000704	Prbl.g_02465	Syao.g_00689
OG0000705	Prbl.g_02471	Syao.g_00682
OG0000706	Prbl.g_02472	Syao.g_00681
OG0000707	Prbl.g_02473	Syao.g_00680
OG0000708	Prbl.g_02475	Syao.g_00677
OG0000709	Prbl.g_02482	Syao.g_00670
OG0000710	Prbl.g_02486	Syao.g_00666
OG0000711	Prbl.g_02508	Syao.g_00815
OG0000712	Prbl.g_02509	Syao.g_00813
OG0000713	Prbl.g_02510	Syao.g_00812
OG0000714	Prbl.g_02514	Syao.g_00810
OG0000715	Prbl.g_02516	Syao.g_00808
OG0000716	Prbl.g_02520	Syao.g_00804
OG0000717	Prbl.g_02521	Syao.g_00803
OG0000718	Prbl.g_02526	Syao.g_00794
OG0000719	Prbl.g_02528	Syao.g_00444
OG0000720	Prbl.g_02541	Syao.g_00457
OG0000721	Prbl.g_02542	Syao.g_00459
OG0000722	Prbl.g_02543	Syao.g_00460
OG0000723	Prbl.g_02547	Syao.g_00469
OG0000724	Prbl.g_00932	Syao.g_00513
OG0000725	Prbl.g_00925	Syao.g_00385
OG0000726	Prbl.g_00924	Syao.g_00384
OG0000727	Prbl.g_00923	Syao.g_00383
OG0000728	Prbl.g_00922	Syao.g_00381
OG0000729	Prbl.g_02062	Syao.g_02190
OG0000730	Prbl.g_01199	Syao.g_01880
OG0000731	Prbl.g_01208	Syao.g_01868
OG0000732	Prbl.g_01993	Syao.g_02218
OG0000733	Prbl.g_02197	Syao.g_01427
OG0000734	Prbl.g_00545	Syao.g_02592
OG0000735	Prbl.g_02066	Syao.g_00140
OG0000736	Prbl.g_02067	Syao.g_00139
OG0000737	Prbl.g_02068	Syao.g_00138
OG0000738	Prbl.g_02075	Syao.g_00132
OG0000739	Prbl.g_02077	Syao.g_00131
OG0000740	Prbl.g_02078	Syao.g_00130
OG0000741	Prbl.g_02081	Syao.g_00127
OG0000742	Prbl.g_02083	Syao.g_00124
OG0000743	Prbl.g_02085	Syao.g_00217
OG0000744	Prbl.g_02086	Syao.g_00216
OG0000745	Prbl.g_02088	Syao.g_00213
OG0000746	Prbl.g_02090	Syao.g_00210
OG0000747	Prbl.g_02091	Syao.g_00208
OG0000748	Prbl.g_02103	Syao.g_00193
OG0000749	Prbl.g_02104	Syao.g_00192
OG0000750	Prbl.g_02105	Syao.g_00191
OG0000751	Prbl.g_00179	Syao.g_00185
OG0000752	Prbl.g_00181	Syao.g_00183
OG0000753	Prbl.g_00184	Syao.g_00180
OG0000754	Prbl.g_01379	Syao.g_00175
OG0000755	Prbl.g_01120	Syao.g_00021
OG0000756	Prbl.g_01119	Syao.g_00229
OG0000757	Prbl.g_01112	Syao.g_00252
OG0000758	Prbl.g_01111	Syao.g_00251
OG0000759	Prbl.g_01110	Syao.g_00250
OG0000760	Prbl.g_01109	Syao.g_00249
OG0000761	Prbl.g_01108	Syao.g_00248
OG0000762	Prbl.g_01377	Syao.g_00246
OG0000763	Prbl.g_01375	Syao.g_00242
OG0000764	Prbl.g_01374	Syao.g_00241
OG0000765	Prbl.g_02590	Syao.g_00267
OG0000766	Prbl.g_02591	Syao.g_00266
OG0000767	Prbl.g_02593	Syao.g_00264
OG0000768	Prbl.g_02594	Syao.g_00263
OG0000769	Prbl.g_00186	Syao.g_00261
OG0000770	Prbl.g_01103	Syao.g_00257
OG0000771	Prbl.g_00937	Syao.g_00506
OG0000772	Prbl.g_00461	Syao.g_01523
OG0000773	Prbl.g_00113	Syao.g_01447
OG0000774	Prbl.g_01713	Syao.g_01442
OG0000775	Prbl.g_01715	Syao.g_01440
OG0000776	Prbl.g_01716	Syao.g_01439
OG0000777	Prbl.g_01717	Syao.g_01438
OG0000778	Prbl.g_01718	Syao.g_01437
OG0000779	Prbl.g_01723	Syao.g_01469
OG0000780	Prbl.g_01726	Syao.g_01456
OG0000781	Prbl.g_01730	Syao.g_01452
OG0000782	Prbl.g_01731	Syao.g_01451
OG0000783	Prbl.g_01732	Syao.g_01450
OG0000784	Prbl.g_01733	Syao.g_01449
OG0000785	Prbl.g_01735	Syao.g_01481
OG0000786	Prbl.g_01738	Syao.g_01473
OG0000787	Prbl.g_01739	Syao.g_01472
OG0000788	Prbl.g_00658	Syao.g_00870
OG0000789	Prbl.g_01695	Syao.g_00623
OG0000790	Prbl.g_00498	Syao.g_00041, Syao.g_00315
OG0000791	Prbl.g_00496	Syao.g_00043
OG0000792	Prbl.g_00495	Syao.g_00044
OG0000793	Prbl.g_00491	Syao.g_02700
OG0000794	Prbl.g_00490	Syao.g_02703
OG0000795	Prbl.g_00489	Syao.g_02704
OG0000796	Prbl.g_00485	Syao.g_02708
OG0000797	Prbl.g_00484	Syao.g_02709
OG0000798	Prbl.g_01456	Syao.g_02066
OG0000799	Prbl.g_00152	Syao.g_01525
OG0000800	Prbl.g_00153	Syao.g_01526
OG0000801	Prbl.g_00154	Syao.g_01527
OG0000802	Prbl.g_00161	Syao.g_01531
OG0000803	Prbl.g_00257	Syao.g_01534
OG0000804	Prbl.g_00255	Syao.g_01537
OG0000805	Prbl.g_00253	Syao.g_01502
OG0000806	Prbl.g_00251	Syao.g_01504
OG0000807	Prbl.g_00249	Syao.g_01506
OG0000808	Prbl.g_00248	Syao.g_01507
OG0000809	Prbl.g_00244	Syao.g_01511
OG0000810	Prbl.g_00243	Syao.g_01482
OG0000811	Prbl.g_00231	Syao.g_01490
OG0000812	Prbl.g_00229	Syao.g_01492
OG0000813	Prbl.g_00228	Syao.g_01493
OG0000814	Prbl.g_00226	Syao.g_01495
OG0000815	Prbl.g_00225	Syao.g_01499
OG0000816	Prbl.g_00223	Syao.g_01471
OG0000817	Prbl.g_00222	Syao.g_01519
OG0000818	Prbl.g_00684	Syao.g_00062
OG0000819	Prbl.g_00685	Syao.g_00063
OG0000820	Prbl.g_00686	Syao.g_00064
OG0000821	Prbl.g_00693	Syao.g_00070
OG0000822	Prbl.g_00695	Syao.g_00072
OG0000823	Prbl.g_00696	Syao.g_00073
OG0000824	Prbl.g_00700	Syao.g_00079
OG0000825	Prbl.g_00701	Syao.g_00080
OG0000826	Prbl.g_00702	Syao.g_00081
OG0000827	Prbl.g_00703	Syao.g_00082
OG0000828	Prbl.g_00706	Syao.g_00085
OG0000829	Prbl.g_00707	Syao.g_00086
OG0000830	Prbl.g_00708	Syao.g_00087
OG0000831	Prbl.g_00710	Syao.g_00089
OG0000832	Prbl.g_00456	Syao.g_01696
OG0000833	Prbl.g_00448	Syao.g_01612
OG0000834	Prbl.g_00447	Syao.g_01610
OG0000835	Prbl.g_00446	Syao.g_01609
OG0000836	Prbl.g_00444	Syao.g_01606
OG0000837	Prbl.g_00443	Syao.g_01605
OG0000838	Prbl.g_00440	Syao.g_01601
OG0000839	Prbl.g_00439	Syao.g_01600
OG0000840	Prbl.g_00438	Syao.g_01599
OG0000841	Prbl.g_00437	Syao.g_01598
OG0000842	Prbl.g_00436	Syao.g_01597
OG0000843	Prbl.g_00435	Syao.g_01596
OG0000844	Prbl.g_00433	Syao.g_01594
OG0000845	Prbl.g_00432	Syao.g_01593
OG0000846	Prbl.g_00431	Syao.g_01592
OG0000847	Prbl.g_00430	Syao.g_01591
OG0000848	Prbl.g_00429	Syao.g_01589
OG0000849	Prbl.g_00428	Syao.g_01588
OG0000850	Prbl.g_00427	Syao.g_01585
OG0000851	Prbl.g_00423	Syao.g_01582
OG0000852	Prbl.g_00422	Syao.g_01581
OG0000853	Prbl.g_00418	Syao.g_01577
OG0000854	Prbl.g_00416	Syao.g_01575
OG0000855	Prbl.g_00415	Syao.g_01574
OG0000856	Prbl.g_01627	Syao.g_01327
OG0000857	Prbl.g_02318	Syao.g_00774
OG0000858	Prbl.g_00404	Syao.g_01567
OG0000859	Prbl.g_00403	Syao.g_01566
OG0000860	Prbl.g_00392	Syao.g_01552
OG0000861	Prbl.g_00391	Syao.g_01551
OG0000862	Prbl.g_00389	Syao.g_01542
OG0000863	Prbl.g_00385	Syao.g_01540
OG0000864	Prbl.g_00383	Syao.g_01017
OG0000866	Prbl.g_00381	Syao.g_01686
OG0000867	Prbl.g_00380	Syao.g_01685
OG0000868	Prbl.g_00378	Syao.g_01682
OG0000869	Prbl.g_00375	Syao.g_01677
OG0000870	Prbl.g_00370	Syao.g_01672
OG0000871	Prbl.g_00369	Syao.g_01671
OG0000872	Prbl.g_00367	Syao.g_01665
OG0000873	Prbl.g_00364	Syao.g_01662
OG0000874	Prbl.g_00360	Syao.g_01660
OG0000875	Prbl.g_00359	Syao.g_01658
OG0000876	Prbl.g_00358	Syao.g_00536
OG0000877	Prbl.g_00355	Syao.g_01654
OG0000878	Prbl.g_00354	Syao.g_01653
OG0000879	Prbl.g_00353	Syao.g_01652
OG0000880	Prbl.g_00352	Syao.g_01651
OG0000881	Prbl.g_00347	Syao.g_01647
OG0000882	Prbl.g_00342	Syao.g_01642
OG0000883	Prbl.g_00340	Syao.g_01638
OG0000884	Prbl.g_00338	Syao.g_01636
OG0000885	Prbl.g_00337	Syao.g_01635
OG0000886	Prbl.g_00336	Syao.g_01634
OG0000887	Prbl.g_00335	Syao.g_01633
OG0000888	Prbl.g_00333	Syao.g_01631
OG0000889	Prbl.g_00331	Syao.g_01629
OG0000890	Prbl.g_00317	Syao.g_01626
OG0000891	Prbl.g_00316	Syao.g_01625
OG0000892	Prbl.g_02620	Syao.g_01695
OG0000893	Prbl.g_02680	Syao.g_01934
OG0000894	Prbl.g_02684	Syao.g_01937
OG0000895	Prbl.g_01061	Syao.g_01916
OG0000896	Prbl.g_01060	Syao.g_01917
OG0000897	Prbl.g_01058	Syao.g_01919
OG0000898	Prbl.g_01057	Syao.g_01920
OG0000899	Prbl.g_01056	Syao.g_01921
OG0000900	Prbl.g_01055	Syao.g_01922
OG0000901	Prbl.g_01051	Syao.g_01927
OG0000902	Prbl.g_01049	Syao.g_01929
OG0000903	Prbl.g_00954	Syao.g_01798
OG0000904	Prbl.g_00949	Syao.g_01804
OG0000905	Prbl.g_00947	Syao.g_01862
OG0000906	Prbl.g_01045	Syao.g_01931
OG0000907	Prbl.g_00956	Syao.g_01796
OG0000908	Prbl.g_00959	Syao.g_01793
OG0000909	Prbl.g_00960	Syao.g_01792
OG0000910	Prbl.g_00961	Syao.g_01791
OG0000911	Prbl.g_00963	Syao.g_01789
OG0000912	Prbl.g_00964	Syao.g_01788
OG0000913	Prbl.g_00965	Syao.g_01787
OG0000914	Prbl.g_00966	Syao.g_01786
OG0000915	Prbl.g_00967	Syao.g_01784
OG0000916	Prbl.g_00968	Syao.g_01783
OG0000917	Prbl.g_00969	Syao.g_01782
OG0000918	Prbl.g_00970	Syao.g_01781
OG0000919	Prbl.g_00971	Syao.g_01780
OG0000920	Prbl.g_00972	Syao.g_01779
OG0000921	Prbl.g_00973	Syao.g_01778
OG0000922	Prbl.g_00974	Syao.g_01777
OG0000923	Prbl.g_00978	Syao.g_01772
OG0000924	Prbl.g_00979	Syao.g_01771
OG0000925	Prbl.g_00980	Syao.g_01770
OG0000926	Prbl.g_00981	Syao.g_01769
OG0000927	Prbl.g_00983	Syao.g_01767
OG0000928	Prbl.g_00984	Syao.g_01766
OG0000929	Prbl.g_00985	Syao.g_01765
OG0000930	Prbl.g_00986	Syao.g_01764
OG0000931	Prbl.g_00987	Syao.g_01763
OG0000932	Prbl.g_00988	Syao.g_01762
OG0000933	Prbl.g_00993	Syao.g_01811
OG0000934	Prbl.g_00995	Syao.g_01809
OG0000935	Prbl.g_00996	Syao.g_01808
OG0000936	Prbl.g_00997	Syao.g_01843
OG0000937	Prbl.g_00998	Syao.g_01842
OG0000938	Prbl.g_01127	Syao.g_01839
OG0000939	Prbl.g_01128	Syao.g_01838
OG0000940	Prbl.g_01137	Syao.g_01830
OG0000941	Prbl.g_01139	Syao.g_01828
OG0000942	Prbl.g_01141	Syao.g_01826
OG0000943	Prbl.g_01142	Syao.g_01824
OG0000944	Prbl.g_01144	Syao.g_01822
OG0000945	Prbl.g_01146	Syao.g_01821
OG0000946	Prbl.g_01174	Syao.g_01852
OG0000947	Prbl.g_01177	Syao.g_01849
OG0000948	Prbl.g_01178	Syao.g_01848
OG0000949	Prbl.g_01181	Syao.g_01970
OG0000950	Prbl.g_00856	Syao.g_01957
OG0000951	Prbl.g_00851	Syao.g_02262
OG0000952	Prbl.g_00844	Syao.g_02266
OG0000953	Prbl.g_00840	Syao.g_02130
OG0000954	Prbl.g_01306	Syao.g_02135
OG0000955	Prbl.g_01305	Syao.g_02136
OG0000956	Prbl.g_01303	Syao.g_02138
OG0000957	Prbl.g_01287	Syao.g_01951
OG0000958	Prbl.g_01286	Syao.g_01950
OG0000959	Prbl.g_02638	Syao.g_01947
OG0000960	Prbl.g_02637	Syao.g_01946
OG0000961	Prbl.g_01235	Syao.g_02496
OG0000962	Prbl.g_02063	Syao.g_02191
OG0000963	Prbl.g_02058	Syao.g_02186
OG0000964	Prbl.g_02057	Syao.g_02185
OG0000965	Prbl.g_02056	Syao.g_02184
OG0000966	Prbl.g_02023	Syao.g_02172
OG0000967	Prbl.g_02017	Syao.g_02167
OG0000968	Prbl.g_02014	Syao.g_02199
OG0000969	Prbl.g_02012	Syao.g_02200
OG0000970	Prbl.g_02011	Syao.g_02201
OG0000971	Prbl.g_02009	Syao.g_02203
OG0000972	Prbl.g_02008	Syao.g_02204
OG0000973	Prbl.g_02007	Syao.g_02205
OG0000974	Prbl.g_02006	Syao.g_02206
OG0000975	Prbl.g_02005	Syao.g_02207
OG0000976	Prbl.g_02004	Syao.g_02208
OG0000977	Prbl.g_02002	Syao.g_02210
OG0000978	Prbl.g_02001	Syao.g_02211
OG0000979	Prbl.g_01998	Syao.g_02214
OG0000980	Prbl.g_01994	Syao.g_02217
OG0000981	Prbl.g_01991	Syao.g_02220
OG0000982	Prbl.g_02238	Syao.g_02437
OG0000983	Prbl.g_02237	Syao.g_02438
OG0000984	Prbl.g_02236	Syao.g_02439
OG0000985	Prbl.g_02232	Syao.g_02443
OG0000986	Prbl.g_02230	Syao.g_02445
OG0000987	Prbl.g_02228	Syao.g_02447
OG0000988	Prbl.g_02224	Syao.g_02452
OG0000989	Prbl.g_02214	Syao.g_02368
OG0000990	Prbl.g_02192	Syao.g_02362
OG0000991	Prbl.g_02189	Syao.g_02354
OG0000992	Prbl.g_02186	Syao.g_02279
OG0000993	Prbl.g_02185	Syao.g_02280
OG0000994	Prbl.g_02182	Syao.g_02283
OG0000995	Prbl.g_02173	Syao.g_02287
OG0000996	Prbl.g_02160	Syao.g_02305
OG0000997	Prbl.g_02151	Syao.g_02326
OG0000998	Prbl.g_02149	Syao.g_02328
OG0000999	Prbl.g_02148	Syao.g_02329
OG0001000	Prbl.g_02145	Syao.g_02333
OG0001001	Prbl.g_02141	Syao.g_02338
OG0001002	Prbl.g_02134	Syao.g_02345
OG0001003	Prbl.g_02132	Syao.g_02347
OG0001004	Prbl.g_02131	Syao.g_02348
OG0001005	Prbl.g_02129	Syao.g_02194
OG0001006	Prbl.g_02123	Syao.g_02159
OG0001007	Prbl.g_02121	Syao.g_02161
OG0001008	Prbl.g_00651	Syao.g_01737
OG0001009	Prbl.g_01972	Syao.g_02239
OG0001010	Prbl.g_01973	Syao.g_02238
OG0001011	Prbl.g_01975	Syao.g_02236
OG0001012	Prbl.g_02241	Syao.g_00322
OG0001013	Prbl.g_02266	Syao.g_02413
OG0001014	Prbl.g_02275	Syao.g_02407
OG0001015	Prbl.g_02276	Syao.g_02406
OG0001016	Prbl.g_00603	Syao.g_02622
OG0001017	Prbl.g_00597	Syao.g_02628
OG0001018	Prbl.g_00595	Syao.g_02630
OG0001019	Prbl.g_00582	Syao.g_02654
OG0001020	Prbl.g_00576	Syao.g_02663
OG0001021	Prbl.g_00572	Syao.g_02666
OG0001022	Prbl.g_00567	Syao.g_02670
OG0001023	Prbl.g_00566	Syao.g_02671
OG0001024	Prbl.g_00562	Syao.g_01018
OG0001025	Prbl.g_00555	Syao.g_02597
OG0001026	Prbl.g_00542	Syao.g_02594
OG0001027	Prbl.g_01332	Syao.g_02564
OG0001028	Prbl.g_01330	Syao.g_02568
OG0001029	Prbl.g_01328	Syao.g_02570
OG0001030	Prbl.g_00822	Syao.g_02545
OG0001031	Prbl.g_00074	Syao.g_02528
OG0001032	Prbl.g_00077	Syao.g_02530
OG0001033	Prbl.g_01281	Syao.g_01016
OG0001034	Prbl.g_00199	Syao.g_01704
OG0001035	Prbl.g_01498	Syao.g_02101
OG0001036	Prbl.g_01494	Syao.g_02096
OG0001037	Prbl.g_01492	Syao.g_02094
OG0001038	Prbl.g_01455	Syao.g_02065
OG0001039	Prbl.g_01452	Syao.g_02062
OG0001040	Prbl.g_01449	Syao.g_02059
OG0001041	Prbl.g_01444	Syao.g_02055
OG0001042	Prbl.g_01419	Syao.g_02032
OG0001043	Prbl.g_01417	Syao.g_02028
OG0001044	Prbl.g_01200	Syao.g_01878
OG0001045	Prbl.g_01211	Syao.g_01865
OG0001046	Prbl.g_00410	Syao.g_00827
OG0001047	Prbl.g_00649	Syao.g_01739
OG0001048	Prbl.g_00648	Syao.g_01740
OG0001049	Prbl.g_00645	Syao.g_01616
OG0001050	Prbl.g_00644	Syao.g_01618
OG0001051	Prbl.g_00643	Syao.g_01619
OG0001052	Prbl.g_01344	Syao.g_02686
OG0001053	Prbl.g_00514	Syao.g_00025
OG0001054	Prbl.g_00532	Syao.g_00104
OG0001055	Prbl.g_00790	Syao.g_00156
OG0001056	Prbl.g_00761	Syao.g_01417
OG0001057	Prbl.g_00749	Syao.g_00879
OG0001058	Prbl.g_01883	Syao.g_00862
OG0001059	Prbl.g_01887	Syao.g_00858
OG0001060	Prbl.g_01894	Syao.g_00852
OG0001062	Prbl.g_01794	Syao.g_01050
OG0001063	Prbl.g_01790	Syao.g_01042
OG0001064	Prbl.g_01789	Syao.g_01041
OG0001065	Prbl.g_01788	Syao.g_01040
OG0001066	Prbl.g_01787	Syao.g_01039
OG0001067	Prbl.g_01786	Syao.g_01038
OG0001068	Prbl.g_01785	Syao.g_01037
OG0001069	Prbl.g_01784	Syao.g_01036
OG0001070	Prbl.g_01780	Syao.g_01032
OG0001071	Prbl.g_01779	Syao.g_01031
OG0001072	Prbl.g_01776	Syao.g_01027
OG0001073	Prbl.g_01757	Syao.g_00991
OG0001074	Prbl.g_01610	Syao.g_00392
OG0001075	Prbl.g_01611	Syao.g_00391
OG0001076	Prbl.g_01619	Syao.g_01339
OG0001077	Prbl.g_01629	Syao.g_01323
OG0001078	Prbl.g_01640	Syao.g_00895
OG0001079	Prbl.g_01659	Syao.g_00911
OG0001081	Prbl.g_01031	Syao.g_00925
OG0001082	Prbl.g_01030	Syao.g_00926
OG0001083	Prbl.g_01405	Syao.g_00934
OG0001084	Prbl.g_01404	Syao.g_00935
OG0001085	Prbl.g_01394	Syao.g_00947
OG0001086	Prbl.g_01392	Syao.g_00949
OG0001087	Prbl.g_01853	Syao.g_01419
OG0001088	Prbl.g_01857	Syao.g_00211
OG0001089	Prbl.g_00024	Syao.g_00376
OG0001090	Prbl.g_02565	Syao.g_00494
OG0001091	Prbl.g_02563	Syao.g_00491
OG0001092	Prbl.g_02562	Syao.g_00489
OG0001093	Prbl.g_02558	Syao.g_00482
OG0001094	Prbl.g_02341	Syao.g_00750
OG0001095	Prbl.g_02322	Syao.g_00771
OG0001096	Prbl.g_02306	Syao.g_00786
OG0001097	Prbl.g_01550	Syao.g_00552
OG0001098	Prbl.g_02423	Syao.g_00731
OG0001099	Prbl.g_01329	Syao.g_02569
OG0001100	Prbl.g_02414	Syao.g_00957
OG0001101	Prbl.g_02413	Syao.g_00959
OG0001102	Prbl.g_02410	Syao.g_00962
OG0001103	Prbl.g_02408	Syao.g_00964
OG0001105	Prbl.g_02356	Syao.g_00736
OG0001106	Prbl.g_02466	Syao.g_00688
OG0001107	Prbl.g_02476	Syao.g_00676
OG0001108	Prbl.g_02483	Syao.g_00669
OG0001109	Prbl.g_02485	Syao.g_00667
OG0001110	Prbl.g_02487	Syao.g_00665
OG0001111	Prbl.g_02489	Syao.g_00663
OG0001112	Prbl.g_02491	Syao.g_00661
OG0001113	Prbl.g_02492	Syao.g_00660
OG0001114	Prbl.g_02493	Syao.g_00659
OG0001115	Prbl.g_02495	Syao.g_00832
OG0001116	Prbl.g_02496	Syao.g_00830
OG0001117	Prbl.g_02497	Syao.g_00829
OG0001118	Prbl.g_02498	Syao.g_00828
OG0001119	Prbl.g_02499	Syao.g_00826
OG0001120	Prbl.g_02501	Syao.g_00822
OG0001122	Prbl.g_02529	Syao.g_00445
OG0001123	Prbl.g_02536	Syao.g_00451
OG0001124	Prbl.g_02538	Syao.g_00453
OG0001125	Prbl.g_02540	Syao.g_00456
OG0001126	Prbl.g_00939	Syao.g_00504
OG0001127	Prbl.g_00938	Syao.g_00505
OG0001128	Prbl.g_00935	Syao.g_00508
OG0001129	Prbl.g_00934	Syao.g_00510
