Orthogroup	Prbl	Prbm
OG0000530	Prbl.g_00515	Prbm.g_00510
OG0000531	Prbl.g_00516	Prbm.g_00511
OG0000532	Prbl.g_00519	Prbm.g_00512
OG0000533	Prbl.g_00521	Prbm.g_00513
OG0000534	Prbl.g_00522	Prbm.g_00514
OG0000535	Prbl.g_00523	Prbm.g_00515
OG0000536	Prbl.g_00524	Prbm.g_00516
OG0000537	Prbl.g_00525	Prbm.g_00517
OG0000538	Prbl.g_00536	Prbm.g_00534
OG0000539	Prbl.g_00806	Prbm.g_00535
OG0000540	Prbl.g_00805	Prbm.g_00536
OG0000541	Prbl.g_00804	Prbm.g_00537
OG0000542	Prbl.g_00801	Prbm.g_00539
OG0000543	Prbl.g_00799	Prbm.g_00541
OG0000544	Prbl.g_00798	Prbm.g_00542
OG0000545	Prbl.g_00797	Prbm.g_00544
OG0000546	Prbl.g_00794	Prbm.g_00547
OG0000547	Prbl.g_00792	Prbm.g_00549
OG0000548	Prbl.g_00791	Prbm.g_00550
OG0000549	Prbl.g_00785	Prbm.g_00553
OG0000550	Prbl.g_00780	Prbm.g_00557
OG0000551	Prbl.g_00776	Prbm.g_00560
OG0000552	Prbl.g_00775	Prbm.g_00561
OG0000553	Prbl.g_00770	Prbm.g_00562
OG0000554	Prbl.g_00765	Prbm.g_00567
OG0000555	Prbl.g_00747	Prbm.g_00575
OG0000556	Prbl.g_02645	Prbm.g_00577
OG0000557	Prbl.g_01878	Prbm.g_00578
OG0000558	Prbl.g_01881	Prbm.g_00580
OG0000559	Prbl.g_01885	Prbm.g_00584
OG0000560	Prbl.g_01888	Prbm.g_00587
OG0000561	Prbl.g_01889	Prbm.g_00588
OG0000562	Prbl.g_01890	Prbm.g_00589
OG0000563	Prbl.g_01891	Prbm.g_00590
OG0000564	Prbl.g_01892	Prbm.g_00591
OG0000565	Prbl.g_01895	Prbm.g_00594
OG0000566	Prbl.g_01899	Prbm.g_00596
OG0000567	Prbl.g_01903	Prbm.g_00600
OG0000568	Prbl.g_01905	Prbm.g_00601
OG0000569	Prbl.g_01801	Prbm.g_00602
OG0000570	Prbl.g_01800	Prbm.g_00603
OG0000571	Prbl.g_01797	Prbm.g_00605
OG0000572	Prbl.g_01781	Prbm.g_00616
OG0000573	Prbl.g_01774	Prbm.g_00621
OG0000574	Prbl.g_01773	Prbm.g_00624
OG0000575	Prbl.g_01764	Prbm.g_00627
OG0000576	Prbl.g_01762	Prbm.g_00629
OG0000577	Prbl.g_01761	Prbm.g_00630
OG0000578	Prbl.g_01760	Prbm.g_00631
OG0000579	Prbl.g_01759	Prbm.g_00632
OG0000580	Prbl.g_01758	Prbm.g_00633
OG0000581	Prbl.g_01754	Prbm.g_00636
OG0000582	Prbl.g_01750	Prbm.g_00639
OG0000583	Prbl.g_01749	Prbm.g_00640
OG0000584	Prbl.g_01748	Prbm.g_00641
OG0000585	Prbl.g_01746	Prbm.g_00643
OG0000586	Prbl.g_01744	Prbm.g_00644
OG0000587	Prbl.g_01742	Prbm.g_00645
OG0000588	Prbl.g_01613	Prbm.g_00649
OG0000589	Prbl.g_01616	Prbm.g_00652
OG0000590	Prbl.g_01617	Prbm.g_00653
OG0000591	Prbl.g_01624	Prbm.g_00656
OG0000592	Prbl.g_01625	Prbm.g_00657
OG0000593	Prbl.g_01635	Prbm.g_00663
OG0000594	Prbl.g_01636	Prbm.g_00664
OG0000595	Prbl.g_01637	Prbm.g_00665
OG0000596	Prbl.g_01642	Prbm.g_00669
OG0000597	Prbl.g_01645	Prbm.g_00671
OG0000598	Prbl.g_01646	Prbm.g_00672
OG0000599	Prbl.g_01656	Prbm.g_00675
OG0000600	Prbl.g_01657	Prbm.g_00676
OG0000601	Prbl.g_01658	Prbm.g_00677
OG0000602	Prbl.g_01662	Prbm.g_00679
OG0000603	Prbl.g_01663	Prbm.g_00680
OG0000604	Prbl.g_01664	Prbm.g_00681
OG0000605	Prbl.g_01043	Prbm.g_00682
OG0000606	Prbl.g_01032	Prbm.g_00685
OG0000607	Prbl.g_01412	Prbm.g_00688
OG0000608	Prbl.g_01411	Prbm.g_00689
OG0000609	Prbl.g_01409	Prbm.g_00690
OG0000610	Prbl.g_01401	Prbm.g_00696
OG0000611	Prbl.g_01398	Prbm.g_00699
OG0000612	Prbl.g_01397	Prbm.g_00700
OG0000613	Prbl.g_00891	Prbm.g_00706
OG0000614	Prbl.g_01872	Prbm.g_00730
OG0000615	Prbl.g_02373	Prbm.g_00737
OG0000616	Prbl.g_02137	Prbm.g_02220
OG0000617	Prbl.g_02561	Prbm.g_00748
OG0000618	Prbl.g_02560	Prbm.g_00749
OG0000619	Prbl.g_02559	Prbm.g_00750
OG0000620	Prbl.g_02555	Prbm.g_00753
OG0000621	Prbl.g_02554	Prbm.g_00754
OG0000622	Prbl.g_02553	Prbm.g_00755
OG0000623	Prbl.g_02552	Prbm.g_00756
OG0000624	Prbl.g_02551	Prbm.g_00758
OG0000625	Prbl.g_02550	Prbm.g_00759
OG0000626	Prbl.g_02549	Prbm.g_00760
OG0000627	Prbl.g_02426	Prbm.g_00762
OG0000628	Prbl.g_02427	Prbm.g_00763
OG0000629	Prbl.g_02430	Prbm.g_00764
OG0000630	Prbl.g_02434	Prbm.g_00767
OG0000631	Prbl.g_02440	Prbm.g_00959
OG0000632	Prbl.g_02441	Prbm.g_00960
OG0000633	Prbl.g_02442	Prbm.g_00961
OG0000634	Prbl.g_02339	Prbm.g_00810
OG0000635	Prbl.g_02338	Prbm.g_00811
OG0000636	Prbl.g_02336	Prbm.g_00813
OG0000637	Prbl.g_02334	Prbm.g_00815
OG0000638	Prbl.g_02333	Prbm.g_00816
OG0000639	Prbl.g_02332	Prbm.g_00817
OG0000640	Prbl.g_02331	Prbm.g_00818
OG0000641	Prbl.g_02327	Prbm.g_00822
OG0000642	Prbl.g_02326	Prbm.g_00823
OG0000643	Prbl.g_02325	Prbm.g_00824
OG0000644	Prbl.g_02324	Prbm.g_00825
OG0000645	Prbl.g_02323	Prbm.g_00826
OG0000646	Prbl.g_02320	Prbm.g_00829
OG0000647	Prbl.g_02317	Prbm.g_00831
OG0000648	Prbl.g_02315	Prbm.g_00833
OG0000649	Prbl.g_02314	Prbm.g_00834
OG0000650	Prbl.g_02313	Prbm.g_00835
OG0000651	Prbl.g_02312	Prbm.g_00836
OG0000652	Prbl.g_02311	Prbm.g_00837
OG0000653	Prbl.g_02309	Prbm.g_00839
OG0000654	Prbl.g_02308	Prbm.g_00840
OG0000655	Prbl.g_02307	Prbm.g_00841
OG0000656	Prbl.g_02304	Prbm.g_00844
OG0000657	Prbl.g_01540	Prbm.g_00850
OG0000658	Prbl.g_01542	Prbm.g_00852
OG0000659	Prbl.g_01543	Prbm.g_00853
OG0000660	Prbl.g_01547	Prbm.g_00857
OG0000661	Prbl.g_01549	Prbm.g_00859
OG0000662	Prbl.g_01551	Prbm.g_00861
OG0000663	Prbl.g_01554	Prbm.g_00863
OG0000664	Prbl.g_01555	Prbm.g_00864
OG0000665	Prbl.g_01568	Prbm.g_00868
OG0000666	Prbl.g_01571	Prbm.g_00869
OG0000667	Prbl.g_01579	Prbm.g_00873
OG0000668	Prbl.g_02530	Prbm.g_00911
OG0000669	Prbl.g_01588	Prbm.g_00919
OG0000670	Prbl.g_01078	Prbm.g_00922
OG0000671	Prbl.g_02412	Prbm.g_00924
OG0000672	Prbl.g_02409	Prbm.g_00927
OG0000673	Prbl.g_02406	Prbm.g_00930
OG0000674	Prbl.g_02404	Prbm.g_00932
OG0000675	Prbl.g_02403	Prbm.g_00933
OG0000676	Prbl.g_02395	Prbm.g_00935
OG0000677	Prbl.g_02393	Prbm.g_00936
OG0000678	Prbl.g_02388	Prbm.g_00939
OG0000679	Prbl.g_02368	Prbm.g_00943
OG0000680	Prbl.g_02367	Prbm.g_00944
OG0000681	Prbl.g_02365	Prbm.g_00946
OG0000682	Prbl.g_02364	Prbm.g_00947
OG0000683	Prbl.g_02363	Prbm.g_00948
OG0000684	Prbl.g_02350	Prbm.g_00793
OG0000685	Prbl.g_02352	Prbm.g_00795
OG0000686	Prbl.g_02353	Prbm.g_00796
OG0000687	Prbl.g_02354	Prbm.g_00797
OG0000688	Prbl.g_02348	Prbm.g_00800
OG0000689	Prbl.g_02347	Prbm.g_00801
OG0000690	Prbl.g_02346	Prbm.g_00802
OG0000691	Prbl.g_02345	Prbm.g_00803
OG0000692	Prbl.g_02344	Prbm.g_00805
OG0000693	Prbl.g_02343	Prbm.g_00806
OG0000694	Prbl.g_02342	Prbm.g_00807
OG0000695	Prbl.g_02444	Prbm.g_00963
OG0000696	Prbl.g_02445	Prbm.g_00964
OG0000697	Prbl.g_02447	Prbm.g_00965
OG0000698	Prbl.g_02450	Prbm.g_00968
OG0000699	Prbl.g_02452	Prbm.g_00969
OG0000700	Prbl.g_02453	Prbm.g_00970
OG0000701	Prbl.g_02454	Prbm.g_00971
OG0000702	Prbl.g_02462	Prbm.g_00973
OG0000703	Prbl.g_02463	Prbm.g_00974
OG0000704	Prbl.g_02465	Prbm.g_00975
OG0000705	Prbl.g_02471	Prbm.g_00981
OG0000706	Prbl.g_02472	Prbm.g_00982
OG0000707	Prbl.g_02473	Prbm.g_00983
OG0000708	Prbl.g_02475	Prbm.g_00985
OG0000709	Prbl.g_02482	Prbm.g_00989
OG0000710	Prbl.g_02486	Prbm.g_00992
OG0000711	Prbl.g_02508	Prbm.g_01007
OG0000712	Prbl.g_02509	Prbm.g_01009
OG0000713	Prbl.g_02510	Prbm.g_01010
OG0000714	Prbl.g_02514	Prbm.g_01011
OG0000715	Prbl.g_02516	Prbm.g_01013
OG0000716	Prbl.g_02520	Prbm.g_01014
OG0000717	Prbl.g_02521	Prbm.g_01015
OG0000718	Prbl.g_02526	Prbm.g_01031
OG0000719	Prbl.g_02528	Prbm.g_01032
OG0000720	Prbl.g_02541	Prbm.g_01042
OG0000721	Prbl.g_02542	Prbm.g_01043
OG0000722	Prbl.g_02543	Prbm.g_01044
OG0000723	Prbl.g_02547	Prbm.g_01048
OG0000724	Prbl.g_00932	Prbm.g_01059
OG0000725	Prbl.g_00925	Prbm.g_00887
OG0000726	Prbl.g_00924	Prbm.g_00886
OG0000727	Prbl.g_00923	Prbm.g_00885
OG0000728	Prbl.g_00922	Prbm.g_00883
OG0000729	Prbl.g_02062	Prbm.g_02104
OG0000730	Prbl.g_01199	Prbm.g_00398
OG0000731	Prbl.g_01208	Prbm.g_00406
OG0000732	Prbl.g_01993	Prbm.g_02166
OG0000733	Prbl.g_02197	Prbm.g_01911
OG0000734	Prbl.g_00545	Prbm.g_01565
OG0000735	Prbl.g_02066	Prbm.g_01563
OG0000736	Prbl.g_02067	Prbm.g_01562
OG0000737	Prbl.g_02068	Prbm.g_01561
OG0000738	Prbl.g_02075	Prbm.g_01557
OG0000739	Prbl.g_02077	Prbm.g_01556
OG0000740	Prbl.g_02078	Prbm.g_01555
OG0000741	Prbl.g_02081	Prbm.g_01553
OG0000742	Prbl.g_02083	Prbm.g_01550
OG0000743	Prbl.g_02085	Prbm.g_01548
OG0000744	Prbl.g_02086	Prbm.g_01547
OG0000745	Prbl.g_02088	Prbm.g_01545
OG0000746	Prbl.g_02090	Prbm.g_01543
OG0000747	Prbl.g_02091	Prbm.g_01542
OG0000748	Prbl.g_02103	Prbm.g_01538
OG0000749	Prbl.g_02104	Prbm.g_01537
OG0000750	Prbl.g_02105	Prbm.g_01536
OG0000751	Prbl.g_00179	Prbm.g_01533
OG0000752	Prbl.g_00181	Prbm.g_01531
OG0000753	Prbl.g_00184	Prbm.g_01529
OG0000754	Prbl.g_01379	Prbm.g_01525
OG0000755	Prbl.g_01120	Prbm.g_01520
OG0000756	Prbl.g_01119	Prbm.g_01519
OG0000757	Prbl.g_01112	Prbm.g_01512
OG0000758	Prbl.g_01111	Prbm.g_01511
OG0000759	Prbl.g_01110	Prbm.g_01510
OG0000760	Prbl.g_01109	Prbm.g_01509
OG0000761	Prbl.g_01108	Prbm.g_01508
OG0000762	Prbl.g_01377	Prbm.g_01507
OG0000763	Prbl.g_01375	Prbm.g_01505
OG0000764	Prbl.g_01374	Prbm.g_01504
OG0000765	Prbl.g_02590	Prbm.g_01496
OG0000766	Prbl.g_02591	Prbm.g_01495
OG0000767	Prbl.g_02593	Prbm.g_01494
OG0000768	Prbl.g_02594	Prbm.g_01493
OG0000769	Prbl.g_00186	Prbm.g_01491
OG0000770	Prbl.g_01103	Prbm.g_01490
OG0000771	Prbl.g_00937	Prbm.g_01054
OG0000772	Prbl.g_00461	Prbm.g_01356
OG0000773	Prbl.g_00113	Prbm.g_01602
OG0000774	Prbl.g_01713	Prbm.g_01605
OG0000775	Prbl.g_01715	Prbm.g_01606
OG0000776	Prbl.g_01716	Prbm.g_01607
OG0000777	Prbl.g_01717	Prbm.g_01608
OG0000778	Prbl.g_01718	Prbm.g_01609
OG0000779	Prbl.g_01723	Prbm.g_01613
OG0000780	Prbl.g_01726	Prbm.g_01614
OG0000781	Prbl.g_01730	Prbm.g_01616
OG0000782	Prbl.g_01731	Prbm.g_01617
OG0000783	Prbl.g_01732	Prbm.g_01618
OG0000784	Prbl.g_01733	Prbm.g_01619
OG0000785	Prbl.g_01735	Prbm.g_01621
OG0000786	Prbl.g_01738	Prbm.g_01624
OG0000787	Prbl.g_01739	Prbm.g_01625
OG0000788	Prbl.g_00658	Prbm.g_00777
OG0000789	Prbl.g_01695	Prbm.g_01051
OG0000790	Prbl.g_00498	Prbm.g_01665
OG0000791	Prbl.g_00496	Prbm.g_01667
OG0000792	Prbl.g_00495	Prbm.g_01668
OG0000793	Prbl.g_00491	Prbm.g_01671
OG0000794	Prbl.g_00490	Prbm.g_01672
OG0000795	Prbl.g_00489	Prbm.g_01673
OG0000796	Prbl.g_00485	Prbm.g_01677
OG0000797	Prbl.g_00484	Prbm.g_01678
OG0000799	Prbl.g_00152	Prbm.g_01691
OG0000800	Prbl.g_00153	Prbm.g_01692
OG0000801	Prbl.g_00154	Prbm.g_01693
OG0000802	Prbl.g_00161	Prbm.g_01695
OG0000803	Prbl.g_00257	Prbm.g_01697
OG0000804	Prbl.g_00255	Prbm.g_01698
OG0000805	Prbl.g_00253	Prbm.g_01700
OG0000806	Prbl.g_00251	Prbm.g_01702
OG0000807	Prbl.g_00249	Prbm.g_01703
OG0000808	Prbl.g_00248	Prbm.g_01704
OG0000809	Prbl.g_00244	Prbm.g_01708
OG0000810	Prbl.g_00243	Prbm.g_01709
OG0000811	Prbl.g_00231	Prbm.g_01713
OG0000812	Prbl.g_00229	Prbm.g_01715
OG0000813	Prbl.g_00228	Prbm.g_01716
OG0000814	Prbl.g_00226	Prbm.g_01718
OG0000815	Prbl.g_00225	Prbm.g_01719
OG0000816	Prbl.g_00223	Prbm.g_01721
OG0000817	Prbl.g_00222	Prbm.g_01722
OG0000818	Prbl.g_00684	Prbm.g_01726
OG0000819	Prbl.g_00685	Prbm.g_01727
OG0000820	Prbl.g_00686	Prbm.g_01728
OG0000821	Prbl.g_00693	Prbm.g_01731
OG0000822	Prbl.g_00695	Prbm.g_01732
OG0000823	Prbl.g_00696	Prbm.g_01733
OG0000824	Prbl.g_00700	Prbm.g_01736
OG0000825	Prbl.g_00701	Prbm.g_01737
OG0000826	Prbl.g_00702	Prbm.g_01738
OG0000827	Prbl.g_00703	Prbm.g_01739
OG0000828	Prbl.g_00706	Prbm.g_01742
OG0000829	Prbl.g_00707	Prbm.g_01743
OG0000830	Prbl.g_00708	Prbm.g_01744
OG0000831	Prbl.g_00710	Prbm.g_01746
OG0000832	Prbl.g_00456	Prbm.g_01756
OG0000833	Prbl.g_00448	Prbm.g_01764
OG0000834	Prbl.g_00447	Prbm.g_01765
OG0000835	Prbl.g_00446	Prbm.g_01766
OG0000836	Prbl.g_00444	Prbm.g_01768
OG0000837	Prbl.g_00443	Prbm.g_01769
OG0000838	Prbl.g_00440	Prbm.g_01771
OG0000839	Prbl.g_00439	Prbm.g_01772
OG0000840	Prbl.g_00438	Prbm.g_01773
OG0000841	Prbl.g_00437	Prbm.g_01774
OG0000842	Prbl.g_00436	Prbm.g_01775
OG0000843	Prbl.g_00435	Prbm.g_01776
OG0000844	Prbl.g_00433	Prbm.g_01777
OG0000845	Prbl.g_00432	Prbm.g_01778
OG0000846	Prbl.g_00431	Prbm.g_01779
OG0000847	Prbl.g_00430	Prbm.g_01780
OG0000848	Prbl.g_00429	Prbm.g_01781
OG0000849	Prbl.g_00428	Prbm.g_01782
OG0000850	Prbl.g_00427	Prbm.g_01784
OG0000851	Prbl.g_00423	Prbm.g_01785
OG0000852	Prbl.g_00422	Prbm.g_01786
OG0000853	Prbl.g_00418	Prbm.g_01791
OG0000854	Prbl.g_00416	Prbm.g_01793
OG0000855	Prbl.g_00415	Prbm.g_01794
OG0000856	Prbl.g_01627	Prbm.g_01685
OG0000857	Prbl.g_02318	Prbm.g_00830
OG0000858	Prbl.g_00404	Prbm.g_01835
OG0000859	Prbl.g_00403	Prbm.g_01836
OG0000860	Prbl.g_00392	Prbm.g_01843
OG0000861	Prbl.g_00391	Prbm.g_01844
OG0000862	Prbl.g_00389	Prbm.g_01845
OG0000863	Prbl.g_00385	Prbm.g_01846
OG0000864	Prbl.g_00383	Prbm.g_01847
OG0000865	Prbl.g_00382	Prbm.g_01848
OG0000866	Prbl.g_00381	Prbm.g_01849
OG0000867	Prbl.g_00380	Prbm.g_01850
OG0000868	Prbl.g_00378	Prbm.g_01851
OG0000869	Prbl.g_00375	Prbm.g_01854
OG0000870	Prbl.g_00370	Prbm.g_01859
OG0000871	Prbl.g_00369	Prbm.g_01860
OG0000872	Prbl.g_00367	Prbm.g_01861
OG0000873	Prbl.g_00364	Prbm.g_01864
OG0000874	Prbl.g_00360	Prbm.g_01867
OG0000875	Prbl.g_00359	Prbm.g_01869
OG0000876	Prbl.g_00358	Prbm.g_01870
OG0000877	Prbl.g_00355	Prbm.g_01872
OG0000878	Prbl.g_00354	Prbm.g_01873
OG0000879	Prbl.g_00353	Prbm.g_01874
OG0000880	Prbl.g_00352	Prbm.g_01875
OG0000881	Prbl.g_00347	Prbm.g_01878
OG0000882	Prbl.g_00342	Prbm.g_01883
OG0000883	Prbl.g_00340	Prbm.g_01885
OG0000884	Prbl.g_00338	Prbm.g_01887
OG0000885	Prbl.g_00337	Prbm.g_01888
OG0000886	Prbl.g_00336	Prbm.g_01889
OG0000887	Prbl.g_00335	Prbm.g_01890
OG0000888	Prbl.g_00333	Prbm.g_01892
OG0000889	Prbl.g_00331	Prbm.g_01894
OG0000890	Prbl.g_00317	Prbm.g_01895
OG0000891	Prbl.g_00316	Prbm.g_01896
OG0000892	Prbl.g_02620	Prbm.g_01898
OG0000893	Prbl.g_02680	Prbm.g_01948
OG0000894	Prbl.g_02684	Prbm.g_01951
OG0000895	Prbl.g_01061	Prbm.g_01954
OG0000896	Prbl.g_01060	Prbm.g_01955
OG0000897	Prbl.g_01058	Prbm.g_01957
OG0000898	Prbl.g_01057	Prbm.g_01958
OG0000899	Prbl.g_01056	Prbm.g_01959
OG0000900	Prbl.g_01055	Prbm.g_01960
OG0000901	Prbl.g_01051	Prbm.g_01963
OG0000902	Prbl.g_01049	Prbm.g_01965
OG0000903	Prbl.g_00954	Prbm.g_01975
OG0000904	Prbl.g_00949	Prbm.g_01970
OG0000905	Prbl.g_00947	Prbm.g_01967
OG0000906	Prbl.g_01045	Prbm.g_01966
OG0000907	Prbl.g_00956	Prbm.g_01990
OG0000908	Prbl.g_00959	Prbm.g_01993
OG0000909	Prbl.g_00960	Prbm.g_01994
OG0000910	Prbl.g_00961	Prbm.g_01995
OG0000911	Prbl.g_00963	Prbm.g_01997
OG0000912	Prbl.g_00964	Prbm.g_01998
OG0000913	Prbl.g_00965	Prbm.g_01999
OG0000914	Prbl.g_00966	Prbm.g_02000
OG0000915	Prbl.g_00967	Prbm.g_02001
OG0000916	Prbl.g_00968	Prbm.g_02002
OG0000917	Prbl.g_00969	Prbm.g_02003
OG0000918	Prbl.g_00970	Prbm.g_02004
OG0000919	Prbl.g_00971	Prbm.g_02005
OG0000920	Prbl.g_00972	Prbm.g_02006
OG0000921	Prbl.g_00973	Prbm.g_02007
OG0000922	Prbl.g_00974	Prbm.g_02008
OG0000923	Prbl.g_00978	Prbm.g_02012
OG0000924	Prbl.g_00979	Prbm.g_02013
OG0000925	Prbl.g_00980	Prbm.g_02014
OG0000926	Prbl.g_00981	Prbm.g_02015
OG0000927	Prbl.g_00983	Prbm.g_02017
OG0000928	Prbl.g_00984	Prbm.g_02018
OG0000929	Prbl.g_00985	Prbm.g_02019
OG0000930	Prbl.g_00986	Prbm.g_02020
OG0000931	Prbl.g_00987	Prbm.g_02021
OG0000932	Prbl.g_00988	Prbm.g_02022
OG0000933	Prbl.g_00993	Prbm.g_02026
OG0000934	Prbl.g_00995	Prbm.g_02028
OG0000935	Prbl.g_00996	Prbm.g_02029
OG0000936	Prbl.g_00997	Prbm.g_02030
OG0000937	Prbl.g_00998	Prbm.g_02031
OG0000938	Prbl.g_01127	Prbm.g_02034
OG0000939	Prbl.g_01128	Prbm.g_02035
OG0000940	Prbl.g_01137	Prbm.g_02042
OG0000941	Prbl.g_01139	Prbm.g_02044
OG0000942	Prbl.g_01141	Prbm.g_02046
OG0000943	Prbl.g_01142	Prbm.g_02048
OG0000944	Prbl.g_01144	Prbm.g_02050
OG0000945	Prbl.g_01146	Prbm.g_02051
OG0000946	Prbl.g_01174	Prbm.g_02057
OG0000947	Prbl.g_01177	Prbm.g_02059
OG0000948	Prbl.g_01178	Prbm.g_02060
OG0000949	Prbl.g_01181	Prbm.g_02063
OG0000950	Prbl.g_00856	Prbm.g_02068
OG0000951	Prbl.g_00851	Prbm.g_02072
OG0000952	Prbl.g_00844	Prbm.g_02076
OG0000953	Prbl.g_00840	Prbm.g_02080
OG0000954	Prbl.g_01306	Prbm.g_02084
OG0000955	Prbl.g_01305	Prbm.g_02085
OG0000956	Prbl.g_01303	Prbm.g_02087
OG0000957	Prbl.g_01287	Prbm.g_02092
OG0000958	Prbl.g_01286	Prbm.g_02093
OG0000959	Prbl.g_02638	Prbm.g_02097
OG0000960	Prbl.g_02637	Prbm.g_02098
OG0000961	Prbl.g_01235	Prbm.g_02101
OG0000962	Prbl.g_02063	Prbm.g_02103
OG0000963	Prbl.g_02058	Prbm.g_02107
OG0000964	Prbl.g_02057	Prbm.g_02108
OG0000965	Prbl.g_02056	Prbm.g_02109
OG0000966	Prbl.g_02023	Prbm.g_02144
OG0000967	Prbl.g_02017	Prbm.g_02148
OG0000968	Prbl.g_02014	Prbm.g_02150
OG0000969	Prbl.g_02012	Prbm.g_02151
OG0000970	Prbl.g_02011	Prbm.g_02152
OG0000971	Prbl.g_02009	Prbm.g_02153
OG0000972	Prbl.g_02008	Prbm.g_02154
OG0000973	Prbl.g_02007	Prbm.g_02155
OG0000974	Prbl.g_02006	Prbm.g_02156
OG0000975	Prbl.g_02005	Prbm.g_02157
OG0000976	Prbl.g_02004	Prbm.g_02158
OG0000977	Prbl.g_02002	Prbm.g_02159
OG0000978	Prbl.g_02001	Prbm.g_02160
OG0000979	Prbl.g_01998	Prbm.g_02163
OG0000980	Prbl.g_01994	Prbm.g_02165
OG0000981	Prbl.g_01991	Prbm.g_02168
OG0000982	Prbl.g_02238	Prbm.g_02170
OG0000983	Prbl.g_02237	Prbm.g_02171
OG0000984	Prbl.g_02236	Prbm.g_02172
OG0000985	Prbl.g_02232	Prbm.g_02175
OG0000986	Prbl.g_02230	Prbm.g_02177
OG0000987	Prbl.g_02228	Prbm.g_02178
OG0000988	Prbl.g_02224	Prbm.g_02181
OG0000989	Prbl.g_02214	Prbm.g_02185
OG0000990	Prbl.g_02192	Prbm.g_02190
OG0000991	Prbl.g_02189	Prbm.g_02191
OG0000992	Prbl.g_02186	Prbm.g_02194
OG0000993	Prbl.g_02185	Prbm.g_02195
OG0000994	Prbl.g_02182	Prbm.g_02196
OG0000995	Prbl.g_02173	Prbm.g_02200
OG0000996	Prbl.g_02160	Prbm.g_02201
OG0000997	Prbl.g_02151	Prbm.g_02208
OG0000998	Prbl.g_02149	Prbm.g_02210
OG0000999	Prbl.g_02148	Prbm.g_02211
OG0001000	Prbl.g_02145	Prbm.g_02214
OG0001001	Prbl.g_02141	Prbm.g_02217
OG0001002	Prbl.g_02134	Prbm.g_02222
OG0001003	Prbl.g_02132	Prbm.g_02225
OG0001004	Prbl.g_02131	Prbm.g_02226
OG0001005	Prbl.g_02129	Prbm.g_02227
OG0001006	Prbl.g_02123	Prbm.g_02231
OG0001007	Prbl.g_02121	Prbm.g_02233
OG0001008	Prbl.g_00651	Prbm.g_00447
OG0001009	Prbl.g_01972	Prbm.g_00027
OG0001010	Prbl.g_01973	Prbm.g_00028
OG0001011	Prbl.g_01975	Prbm.g_00029
OG0001012	Prbl.g_02241	Prbm.g_00052
OG0001013	Prbl.g_02266	Prbm.g_00057
OG0001014	Prbl.g_02275	Prbm.g_00060
OG0001015	Prbl.g_02276	Prbm.g_00061
OG0001016	Prbl.g_00603	Prbm.g_00130
OG0001017	Prbl.g_00597	Prbm.g_00134
OG0001018	Prbl.g_00595	Prbm.g_00137
OG0001019	Prbl.g_00582	Prbm.g_00146
OG0001020	Prbl.g_00576	Prbm.g_00147
OG0001021	Prbl.g_00572	Prbm.g_00148
OG0001022	Prbl.g_00567	Prbm.g_00151
OG0001023	Prbl.g_00566	Prbm.g_00152
OG0001024	Prbl.g_00562	Prbm.g_00155
OG0001025	Prbl.g_00555	Prbm.g_00162
OG0001026	Prbl.g_00542	Prbm.g_00170
OG0001027	Prbl.g_01332	Prbm.g_00171
OG0001028	Prbl.g_01330	Prbm.g_00173
OG0001029	Prbl.g_01328	Prbm.g_00175
OG0001030	Prbl.g_00822	Prbm.g_00191
OG0001031	Prbl.g_00074	Prbm.g_00246
OG0001032	Prbl.g_00077	Prbm.g_00247
OG0001033	Prbl.g_01281	Prbm.g_00267
OG0001034	Prbl.g_00199	Prbm.g_00296
OG0001035	Prbl.g_01498	Prbm.g_00313
OG0001036	Prbl.g_01494	Prbm.g_00318
OG0001037	Prbl.g_01492	Prbm.g_00319
OG0001038	Prbl.g_01455	Prbm.g_00335
OG0001039	Prbl.g_01452	Prbm.g_00337
OG0001040	Prbl.g_01449	Prbm.g_00340
OG0001041	Prbl.g_01444	Prbm.g_00344
OG0001042	Prbl.g_01419	Prbm.g_00360
OG0001043	Prbl.g_01417	Prbm.g_00361
OG0001044	Prbl.g_01200	Prbm.g_00399
OG0001045	Prbl.g_01211	Prbm.g_00408
OG0001046	Prbl.g_00410	Prbm.g_01121
OG0001047	Prbl.g_00649	Prbm.g_00449
OG0001048	Prbl.g_00648	Prbm.g_00450
OG0001049	Prbl.g_00645	Prbm.g_00452
OG0001050	Prbl.g_00644	Prbm.g_00453
OG0001051	Prbl.g_00643	Prbm.g_00454
OG0001052	Prbl.g_01344	Prbm.g_00497
OG0001053	Prbl.g_00514	Prbm.g_00509
OG0001054	Prbl.g_00532	Prbm.g_00523
OG0001055	Prbl.g_00790	Prbm.g_00551
OG0001056	Prbl.g_00761	Prbm.g_00569
OG0001057	Prbl.g_00749	Prbm.g_00574
OG0001058	Prbl.g_01883	Prbm.g_00582
OG0001059	Prbl.g_01887	Prbm.g_00586
OG0001060	Prbl.g_01894	Prbm.g_00593
OG0001061	Prbl.g_01796	Prbm.g_00606
OG0001062	Prbl.g_01794	Prbm.g_00608
OG0001063	Prbl.g_01790	Prbm.g_00609
OG0001064	Prbl.g_01789	Prbm.g_00610
OG0001065	Prbl.g_01788	Prbm.g_00611
OG0001066	Prbl.g_01787	Prbm.g_00612
OG0001067	Prbl.g_01786	Prbm.g_00613
