Orthogroup	Prbl	Syaq
OG0000549	Prbl.g_00785	Syaq.g_01819
OG0000550	Prbl.g_00780	Syaq.g_01824
OG0000551	Prbl.g_00776	Syaq.g_01829
OG0000552	Prbl.g_00775	Syaq.g_01830
OG0000553	Prbl.g_00770	Syaq.g_01834
OG0000554	Prbl.g_00765	Syaq.g_01839
OG0000555	Prbl.g_00747	Syaq.g_01857
OG0000556	Prbl.g_02645	Syaq.g_01925
OG0000557	Prbl.g_01878	Syaq.g_01927
OG0000558	Prbl.g_01881	Syaq.g_01929
OG0000559	Prbl.g_01885	Syaq.g_01933
OG0000560	Prbl.g_01888	Syaq.g_01936
OG0000561	Prbl.g_01889	Syaq.g_01937
OG0000562	Prbl.g_01890	Syaq.g_01938
OG0000563	Prbl.g_01891	Syaq.g_01939
OG0000564	Prbl.g_01892	Syaq.g_01940
OG0000565	Prbl.g_01895	Syaq.g_01943
OG0000566	Prbl.g_01899	Syaq.g_01947
OG0000567	Prbl.g_01903	Syaq.g_01951
OG0000568	Prbl.g_01905	Syaq.g_01954
OG0000569	Prbl.g_01801	Syaq.g_01955
OG0000570	Prbl.g_01800	Syaq.g_01956
OG0000571	Prbl.g_01797	Syaq.g_01960
OG0000572	Prbl.g_01781	Syaq.g_01977
OG0000573	Prbl.g_01774	Syaq.g_01985
OG0000574	Prbl.g_01773	Syaq.g_01986
OG0000575	Prbl.g_01764	Syaq.g_01991
OG0000576	Prbl.g_01762	Syaq.g_01993
OG0000577	Prbl.g_01761	Syaq.g_01994
OG0000578	Prbl.g_01760	Syaq.g_01995
OG0000579	Prbl.g_01759	Syaq.g_01996
OG0000580	Prbl.g_01758	Syaq.g_01997
OG0000581	Prbl.g_01754	Syaq.g_02003
OG0000582	Prbl.g_01750	Syaq.g_02012
OG0000583	Prbl.g_01749	Syaq.g_02013
OG0000584	Prbl.g_01748	Syaq.g_02014
OG0000585	Prbl.g_01746	Syaq.g_02017
OG0000586	Prbl.g_01744	Syaq.g_02018
OG0000587	Prbl.g_01742	Syaq.g_02020
OG0000588	Prbl.g_01613	Syaq.g_02043
OG0000589	Prbl.g_01616	Syaq.g_02057
OG0000590	Prbl.g_01617	Syaq.g_02058
OG0000591	Prbl.g_01624	Syaq.g_02066
OG0000592	Prbl.g_01625	Syaq.g_02067
OG0000593	Prbl.g_01635	Syaq.g_02078
OG0000594	Prbl.g_01636	Syaq.g_02079
OG0000595	Prbl.g_01637	Syaq.g_02080
OG0000596	Prbl.g_01642	Syaq.g_02085
OG0000597	Prbl.g_01645	Syaq.g_02088
OG0000598	Prbl.g_01646	Syaq.g_02089
OG0000599	Prbl.g_01656	Syaq.g_02096
OG0000600	Prbl.g_01657	Syaq.g_02097
OG0000601	Prbl.g_01658	Syaq.g_02098
OG0000602	Prbl.g_01662	Syaq.g_02104
OG0000603	Prbl.g_01663	Syaq.g_02105
OG0000604	Prbl.g_01664	Syaq.g_02107
OG0000605	Prbl.g_01043	Syaq.g_02151
OG0000606	Prbl.g_01032	Syaq.g_02231
OG0000607	Prbl.g_01412	Syaq.g_02234
OG0000608	Prbl.g_01411	Syaq.g_02235
OG0000609	Prbl.g_01409	Syaq.g_02237
OG0000610	Prbl.g_01401	Syaq.g_02244
OG0000611	Prbl.g_01398	Syaq.g_02247
OG0000612	Prbl.g_01397	Syaq.g_02248
OG0000613	Prbl.g_00891	Syaq.g_00885
OG0000614	Prbl.g_01872	Syaq.g_02588
OG0000615	Prbl.g_02373	Syaq.g_02302
OG0000616	Prbl.g_02137	Syaq.g_01168
OG0000617	Prbl.g_02561	Syaq.g_00031
OG0000618	Prbl.g_02560	Syaq.g_00032
OG0000619	Prbl.g_02559	Syaq.g_00033
OG0000620	Prbl.g_02555	Syaq.g_00038
OG0000621	Prbl.g_02554	Syaq.g_00039
OG0000622	Prbl.g_02553	Syaq.g_00040
OG0000623	Prbl.g_02552	Syaq.g_00041
OG0000624	Prbl.g_02551	Syaq.g_00042
OG0000625	Prbl.g_02550	Syaq.g_00043
OG0000626	Prbl.g_02549	Syaq.g_00044
OG0000627	Prbl.g_02426	Syaq.g_02425
OG0000628	Prbl.g_02427	Syaq.g_02426
OG0000629	Prbl.g_02430	Syaq.g_02429
OG0000630	Prbl.g_02434	Syaq.g_02433
OG0000631	Prbl.g_02440	Syaq.g_02441
OG0000632	Prbl.g_02441	Syaq.g_02442
OG0000633	Prbl.g_02442	Syaq.g_02444
OG0000634	Prbl.g_02339	Syaq.g_02336
OG0000635	Prbl.g_02338	Syaq.g_02337
OG0000636	Prbl.g_02336	Syaq.g_02339
OG0000637	Prbl.g_02334	Syaq.g_02341
OG0000638	Prbl.g_02333	Syaq.g_02342
OG0000639	Prbl.g_02332	Syaq.g_02343
OG0000640	Prbl.g_02331	Syaq.g_02344
OG0000641	Prbl.g_02327	Syaq.g_02348
OG0000642	Prbl.g_02326	Syaq.g_02349
OG0000643	Prbl.g_02325	Syaq.g_02350
OG0000644	Prbl.g_02324	Syaq.g_02351
OG0000645	Prbl.g_02323	Syaq.g_02353
OG0000646	Prbl.g_02320	Syaq.g_02356
OG0000647	Prbl.g_02317	Syaq.g_02358
OG0000648	Prbl.g_02315	Syaq.g_02360
OG0000649	Prbl.g_02314	Syaq.g_02361
OG0000650	Prbl.g_02313	Syaq.g_02362
OG0000651	Prbl.g_02312	Syaq.g_02363
OG0000652	Prbl.g_02311	Syaq.g_02364
OG0000653	Prbl.g_02309	Syaq.g_02367
OG0000654	Prbl.g_02308	Syaq.g_02368
OG0000655	Prbl.g_02307	Syaq.g_02369
OG0000656	Prbl.g_02304	Syaq.g_02372
OG0000657	Prbl.g_01540	Syaq.g_02382
OG0000658	Prbl.g_01542	Syaq.g_02385
OG0000659	Prbl.g_01543	Syaq.g_02386
OG0000660	Prbl.g_01547	Syaq.g_02390
OG0000661	Prbl.g_01549	Syaq.g_02392
OG0000662	Prbl.g_01551	Syaq.g_02394
OG0000663	Prbl.g_01554	Syaq.g_02397
OG0000664	Prbl.g_01555	Syaq.g_02400
OG0000665	Prbl.g_01568	Syaq.g_02124
OG0000666	Prbl.g_01571	Syaq.g_02117
OG0000667	Prbl.g_01579	Syaq.g_02222
OG0000668	Prbl.g_02530	Syaq.g_00068
OG0000669	Prbl.g_01588	Syaq.g_02260
OG0000670	Prbl.g_01078	Syaq.g_00079
OG0000671	Prbl.g_02412	Syaq.g_02264
OG0000672	Prbl.g_02409	Syaq.g_02267
OG0000673	Prbl.g_02406	Syaq.g_02270
OG0000674	Prbl.g_02404	Syaq.g_02272
OG0000675	Prbl.g_02403	Syaq.g_02273
OG0000676	Prbl.g_02395	Syaq.g_02275
OG0000677	Prbl.g_02393	Syaq.g_02276
OG0000678	Prbl.g_02388	Syaq.g_02282
OG0000679	Prbl.g_02368	Syaq.g_02305
OG0000680	Prbl.g_02367	Syaq.g_02306
OG0000681	Prbl.g_02365	Syaq.g_02309
OG0000682	Prbl.g_02364	Syaq.g_02310
OG0000683	Prbl.g_02363	Syaq.g_02311
OG0000684	Prbl.g_02350	Syaq.g_02315
OG0000685	Prbl.g_02352	Syaq.g_02317
OG0000686	Prbl.g_02353	Syaq.g_02318
OG0000687	Prbl.g_02354	Syaq.g_02319
OG0000688	Prbl.g_02348	Syaq.g_02325
OG0000689	Prbl.g_02347	Syaq.g_02327
OG0000690	Prbl.g_02346	Syaq.g_02328
OG0000691	Prbl.g_02345	Syaq.g_02329
OG0000692	Prbl.g_02344	Syaq.g_02330
OG0000693	Prbl.g_02343	Syaq.g_02332
OG0000694	Prbl.g_02342	Syaq.g_02333
OG0000695	Prbl.g_02444	Syaq.g_02446
OG0000696	Prbl.g_02445	Syaq.g_02447
OG0000697	Prbl.g_02447	Syaq.g_02448
OG0000698	Prbl.g_02450	Syaq.g_02451
OG0000699	Prbl.g_02452	Syaq.g_02452
OG0000700	Prbl.g_02453	Syaq.g_02453
OG0000701	Prbl.g_02454	Syaq.g_02454
OG0000702	Prbl.g_02462	Syaq.g_02467
OG0000703	Prbl.g_02463	Syaq.g_02468
OG0000704	Prbl.g_02465	Syaq.g_02470
OG0000705	Prbl.g_02471	Syaq.g_02477
OG0000706	Prbl.g_02472	Syaq.g_02478
OG0000707	Prbl.g_02473	Syaq.g_02479
OG0000708	Prbl.g_02475	Syaq.g_02482
OG0000709	Prbl.g_02482	Syaq.g_02490
OG0000710	Prbl.g_02486	Syaq.g_02494
OG0000711	Prbl.g_02508	Syaq.g_02521
OG0000712	Prbl.g_02509	Syaq.g_02523
OG0000713	Prbl.g_02510	Syaq.g_02524
OG0000714	Prbl.g_02514	Syaq.g_02527
OG0000715	Prbl.g_02516	Syaq.g_02529
OG0000716	Prbl.g_02520	Syaq.g_02533
OG0000717	Prbl.g_02521	Syaq.g_02534
OG0000718	Prbl.g_02526	Syaq.g_00072
OG0000719	Prbl.g_02528	Syaq.g_00070
OG0000720	Prbl.g_02541	Syaq.g_00057
OG0000721	Prbl.g_02542	Syaq.g_00055
OG0000722	Prbl.g_02543	Syaq.g_00054
OG0000723	Prbl.g_02547	Syaq.g_00046
OG0000724	Prbl.g_00932	Syaq.g_02685
OG0000725	Prbl.g_00925	Syaq.g_02676
OG0000726	Prbl.g_00924	Syaq.g_02675
OG0000727	Prbl.g_00923	Syaq.g_02674
OG0000728	Prbl.g_00922	Syaq.g_02672
OG0000729	Prbl.g_02062	Syaq.g_01046
OG0000730	Prbl.g_01199	Syaq.g_00561
OG0000731	Prbl.g_01208	Syaq.g_00550
OG0000732	Prbl.g_01993	Syaq.g_01098
OG0000733	Prbl.g_02197	Syaq.g_01232
OG0000734	Prbl.g_00545	Syaq.g_01479
OG0000735	Prbl.g_02066	Syaq.g_00266
OG0000736	Prbl.g_02067	Syaq.g_00265
OG0000737	Prbl.g_02068	Syaq.g_00264
OG0000738	Prbl.g_02075	Syaq.g_00258
OG0000739	Prbl.g_02077	Syaq.g_00257
OG0000740	Prbl.g_02078	Syaq.g_00256
OG0000741	Prbl.g_02081	Syaq.g_00253
OG0000742	Prbl.g_02083	Syaq.g_00250
OG0000743	Prbl.g_02085	Syaq.g_00248
OG0000744	Prbl.g_02086	Syaq.g_00247
OG0000745	Prbl.g_02088	Syaq.g_00245
OG0000746	Prbl.g_02090	Syaq.g_00242
OG0000747	Prbl.g_02091	Syaq.g_00241
OG0000748	Prbl.g_02103	Syaq.g_00227
OG0000749	Prbl.g_02104	Syaq.g_00226
OG0000750	Prbl.g_02105	Syaq.g_00225
OG0000751	Prbl.g_00179	Syaq.g_00219
OG0000752	Prbl.g_00181	Syaq.g_00217
OG0000753	Prbl.g_00184	Syaq.g_00214
OG0000754	Prbl.g_01379	Syaq.g_00209
OG0000755	Prbl.g_01120	Syaq.g_00198
OG0000756	Prbl.g_01119	Syaq.g_00197
OG0000757	Prbl.g_01112	Syaq.g_00190
OG0000758	Prbl.g_01111	Syaq.g_00189
OG0000759	Prbl.g_01110	Syaq.g_00188
OG0000760	Prbl.g_01109	Syaq.g_00187
OG0000761	Prbl.g_01108	Syaq.g_00186
OG0000762	Prbl.g_01377	Syaq.g_00183
OG0000763	Prbl.g_01375	Syaq.g_00181
OG0000764	Prbl.g_01374	Syaq.g_00180
OG0000765	Prbl.g_02590	Syaq.g_00157
OG0000766	Prbl.g_02591	Syaq.g_00156
OG0000767	Prbl.g_02593	Syaq.g_00154
OG0000768	Prbl.g_02594	Syaq.g_00153
OG0000769	Prbl.g_00186	Syaq.g_00151
OG0000770	Prbl.g_01103	Syaq.g_00148
OG0000771	Prbl.g_00937	Syaq.g_02691
OG0000772	Prbl.g_00461	Syaq.g_01887
OG0000773	Prbl.g_00113	Syaq.g_00283
OG0000774	Prbl.g_01713	Syaq.g_00288
OG0000775	Prbl.g_01715	Syaq.g_00290
OG0000776	Prbl.g_01716	Syaq.g_00291
OG0000777	Prbl.g_01717	Syaq.g_00292
OG0000778	Prbl.g_01718	Syaq.g_00293
OG0000779	Prbl.g_01723	Syaq.g_00299
OG0000780	Prbl.g_01726	Syaq.g_00304
OG0000781	Prbl.g_01730	Syaq.g_00308
OG0000782	Prbl.g_01731	Syaq.g_00309
OG0000783	Prbl.g_01732	Syaq.g_00310
OG0000784	Prbl.g_01733	Syaq.g_00311
OG0000785	Prbl.g_01735	Syaq.g_00313
OG0000786	Prbl.g_01738	Syaq.g_00328
OG0000787	Prbl.g_01739	Syaq.g_00329
OG0000788	Prbl.g_00658	Syaq.g_02099
OG0000789	Prbl.g_01695	Syaq.g_02123
OG0000790	Prbl.g_00498	Syaq.g_01758
OG0000791	Prbl.g_00496	Syaq.g_01756
OG0000792	Prbl.g_00495	Syaq.g_01755
OG0000793	Prbl.g_00491	Syaq.g_01750
OG0000794	Prbl.g_00490	Syaq.g_01749
OG0000795	Prbl.g_00489	Syaq.g_01748
OG0000796	Prbl.g_00485	Syaq.g_01744
OG0000797	Prbl.g_00484	Syaq.g_01743
OG0000798	Prbl.g_01456	Syaq.g_00760
OG0000799	Prbl.g_00152	Syaq.g_00341
OG0000800	Prbl.g_00153	Syaq.g_00342
OG0000801	Prbl.g_00154	Syaq.g_00343
OG0000802	Prbl.g_00161	Syaq.g_00350
OG0000803	Prbl.g_00257	Syaq.g_00353
OG0000804	Prbl.g_00255	Syaq.g_00358
OG0000805	Prbl.g_00253	Syaq.g_00360
OG0000806	Prbl.g_00251	Syaq.g_00362
OG0000807	Prbl.g_00249	Syaq.g_00364
OG0000808	Prbl.g_00248	Syaq.g_00365
OG0000809	Prbl.g_00244	Syaq.g_00369
OG0000810	Prbl.g_00243	Syaq.g_00370
OG0000811	Prbl.g_00231	Syaq.g_00378
OG0000812	Prbl.g_00229	Syaq.g_00380
OG0000813	Prbl.g_00228	Syaq.g_00381
OG0000814	Prbl.g_00226	Syaq.g_00383
OG0000815	Prbl.g_00225	Syaq.g_00384
OG0000816	Prbl.g_00223	Syaq.g_00386
OG0000817	Prbl.g_00222	Syaq.g_00387
OG0000818	Prbl.g_00684	Syaq.g_00392
OG0000819	Prbl.g_00685	Syaq.g_00393
OG0000820	Prbl.g_00686	Syaq.g_00394
OG0000821	Prbl.g_00693	Syaq.g_00400
OG0000822	Prbl.g_00695	Syaq.g_00402
OG0000823	Prbl.g_00696	Syaq.g_00403
OG0000824	Prbl.g_00700	Syaq.g_00409
OG0000825	Prbl.g_00701	Syaq.g_00410
OG0000826	Prbl.g_00702	Syaq.g_00411
OG0000827	Prbl.g_00703	Syaq.g_00412
OG0000828	Prbl.g_00706	Syaq.g_00415
OG0000829	Prbl.g_00707	Syaq.g_00416
OG0000830	Prbl.g_00708	Syaq.g_00417
OG0000831	Prbl.g_00710	Syaq.g_00419
OG0000832	Prbl.g_00456	Syaq.g_01737
OG0000833	Prbl.g_00448	Syaq.g_01725
OG0000834	Prbl.g_00447	Syaq.g_01724
OG0000835	Prbl.g_00446	Syaq.g_01723
OG0000836	Prbl.g_00444	Syaq.g_01720
OG0000837	Prbl.g_00443	Syaq.g_01719
OG0000838	Prbl.g_00440	Syaq.g_01715
OG0000839	Prbl.g_00439	Syaq.g_01714
OG0000840	Prbl.g_00438	Syaq.g_01713
OG0000841	Prbl.g_00437	Syaq.g_01712
OG0000842	Prbl.g_00436	Syaq.g_01711
OG0000843	Prbl.g_00435	Syaq.g_01710
OG0000844	Prbl.g_00433	Syaq.g_01708
OG0000845	Prbl.g_00432	Syaq.g_01707
OG0000846	Prbl.g_00431	Syaq.g_01706
OG0000847	Prbl.g_00430	Syaq.g_01705
OG0000848	Prbl.g_00429	Syaq.g_01703
OG0000849	Prbl.g_00428	Syaq.g_01702
OG0000850	Prbl.g_00427	Syaq.g_01699
OG0000851	Prbl.g_00423	Syaq.g_01696
OG0000852	Prbl.g_00422	Syaq.g_01695
OG0000853	Prbl.g_00418	Syaq.g_01691
OG0000854	Prbl.g_00416	Syaq.g_01689
OG0000855	Prbl.g_00415	Syaq.g_01688
OG0000856	Prbl.g_01627	Syaq.g_02069
OG0000857	Prbl.g_02318	Syaq.g_02357
OG0000858	Prbl.g_00404	Syaq.g_01682
OG0000859	Prbl.g_00403	Syaq.g_01681
OG0000860	Prbl.g_00392	Syaq.g_01671
OG0000861	Prbl.g_00391	Syaq.g_01670
OG0000862	Prbl.g_00389	Syaq.g_01668
OG0000863	Prbl.g_00385	Syaq.g_01665
OG0000864	Prbl.g_00383	Syaq.g_01664
OG0000865	Prbl.g_00382	Syaq.g_01663
OG0000866	Prbl.g_00381	Syaq.g_01662
OG0000867	Prbl.g_00380	Syaq.g_01661
OG0000868	Prbl.g_00378	Syaq.g_01659
OG0000869	Prbl.g_00375	Syaq.g_01656
OG0000870	Prbl.g_00370	Syaq.g_01651
OG0000871	Prbl.g_00369	Syaq.g_01650
OG0000872	Prbl.g_00367	Syaq.g_01644
OG0000873	Prbl.g_00364	Syaq.g_01641
OG0000874	Prbl.g_00360	Syaq.g_01637
OG0000875	Prbl.g_00359	Syaq.g_01633
OG0000876	Prbl.g_00358	Syaq.g_01631
OG0000877	Prbl.g_00355	Syaq.g_01628
OG0000878	Prbl.g_00354	Syaq.g_01627
OG0000879	Prbl.g_00353	Syaq.g_01626
OG0000880	Prbl.g_00352	Syaq.g_01625
OG0000881	Prbl.g_00347	Syaq.g_01621
OG0000882	Prbl.g_00342	Syaq.g_01616
OG0000883	Prbl.g_00340	Syaq.g_01613
OG0000884	Prbl.g_00338	Syaq.g_01611
OG0000885	Prbl.g_00337	Syaq.g_01610
OG0000886	Prbl.g_00336	Syaq.g_01609
OG0000887	Prbl.g_00335	Syaq.g_01608
OG0000888	Prbl.g_00333	Syaq.g_01606
OG0000889	Prbl.g_00331	Syaq.g_01604
OG0000890	Prbl.g_00317	Syaq.g_01597
OG0000891	Prbl.g_00316	Syaq.g_01596
OG0000892	Prbl.g_02620	Syaq.g_01594
OG0000893	Prbl.g_02680	Syaq.g_00695
OG0000894	Prbl.g_02684	Syaq.g_00692
OG0000895	Prbl.g_01061	Syaq.g_00688
OG0000896	Prbl.g_01060	Syaq.g_00687
OG0000897	Prbl.g_01058	Syaq.g_00685
OG0000898	Prbl.g_01057	Syaq.g_00684
OG0000899	Prbl.g_01056	Syaq.g_00683
OG0000900	Prbl.g_01055	Syaq.g_00682
OG0000901	Prbl.g_01051	Syaq.g_00677
OG0000902	Prbl.g_01049	Syaq.g_00671
OG0000903	Prbl.g_00954	Syaq.g_00655
OG0000904	Prbl.g_00949	Syaq.g_00660
OG0000905	Prbl.g_00947	Syaq.g_00666
OG0000906	Prbl.g_01045	Syaq.g_00669
OG0000907	Prbl.g_00956	Syaq.g_00653
OG0000908	Prbl.g_00959	Syaq.g_00650
OG0000909	Prbl.g_00960	Syaq.g_00649
OG0000910	Prbl.g_00961	Syaq.g_00648
OG0000911	Prbl.g_00963	Syaq.g_00646
OG0000912	Prbl.g_00964	Syaq.g_00645
OG0000913	Prbl.g_00965	Syaq.g_00644
OG0000914	Prbl.g_00966	Syaq.g_00643
OG0000915	Prbl.g_00967	Syaq.g_00641
OG0000916	Prbl.g_00968	Syaq.g_00640
OG0000917	Prbl.g_00969	Syaq.g_00639
OG0000918	Prbl.g_00970	Syaq.g_00638
OG0000919	Prbl.g_00971	Syaq.g_00637
OG0000920	Prbl.g_00972	Syaq.g_00636
OG0000921	Prbl.g_00973	Syaq.g_00635
OG0000922	Prbl.g_00974	Syaq.g_00634
OG0000923	Prbl.g_00978	Syaq.g_00630
OG0000924	Prbl.g_00979	Syaq.g_00629
OG0000925	Prbl.g_00980	Syaq.g_00628
OG0000926	Prbl.g_00981	Syaq.g_00627
OG0000927	Prbl.g_00983	Syaq.g_00625
OG0000928	Prbl.g_00984	Syaq.g_00624
OG0000929	Prbl.g_00985	Syaq.g_00623
OG0000930	Prbl.g_00986	Syaq.g_00622
OG0000931	Prbl.g_00987	Syaq.g_00621
OG0000932	Prbl.g_00988	Syaq.g_00620
OG0000933	Prbl.g_00993	Syaq.g_00614
OG0000934	Prbl.g_00995	Syaq.g_00612
OG0000935	Prbl.g_00996	Syaq.g_00611
OG0000936	Prbl.g_00997	Syaq.g_00610
OG0000937	Prbl.g_00998	Syaq.g_00609
OG0000938	Prbl.g_01127	Syaq.g_00606
OG0000939	Prbl.g_01128	Syaq.g_00604
OG0000940	Prbl.g_01137	Syaq.g_00597
OG0000941	Prbl.g_01139	Syaq.g_00595
OG0000942	Prbl.g_01141	Syaq.g_00593
OG0000943	Prbl.g_01142	Syaq.g_00592
OG0000944	Prbl.g_01144	Syaq.g_00590
OG0000945	Prbl.g_01146	Syaq.g_00588
OG0000946	Prbl.g_01174	Syaq.g_00580
OG0000947	Prbl.g_01177	Syaq.g_00577
OG0000948	Prbl.g_01178	Syaq.g_00576
OG0000949	Prbl.g_01181	Syaq.g_00971
OG0000950	Prbl.g_00856	Syaq.g_00984
OG0000951	Prbl.g_00851	Syaq.g_00991
OG0000952	Prbl.g_00844	Syaq.g_01002
OG0000953	Prbl.g_00840	Syaq.g_01006
OG0000954	Prbl.g_01306	Syaq.g_01012
OG0000955	Prbl.g_01305	Syaq.g_01013
OG0000956	Prbl.g_01303	Syaq.g_01015
OG0000957	Prbl.g_01287	Syaq.g_01026
OG0000958	Prbl.g_01286	Syaq.g_01027
OG0000959	Prbl.g_02638	Syaq.g_01031
OG0000960	Prbl.g_02637	Syaq.g_01032
OG0000961	Prbl.g_01235	Syaq.g_01043
OG0000962	Prbl.g_02063	Syaq.g_01045
OG0000963	Prbl.g_02058	Syaq.g_01049
OG0000964	Prbl.g_02057	Syaq.g_01050
OG0000965	Prbl.g_02056	Syaq.g_01051
OG0000966	Prbl.g_02023	Syaq.g_01060
OG0000967	Prbl.g_02017	Syaq.g_01067
OG0000968	Prbl.g_02014	Syaq.g_01071
OG0000969	Prbl.g_02012	Syaq.g_01078
OG0000970	Prbl.g_02011	Syaq.g_01079
OG0000971	Prbl.g_02009	Syaq.g_01081
OG0000972	Prbl.g_02008	Syaq.g_01082
OG0000973	Prbl.g_02007	Syaq.g_01083
OG0000974	Prbl.g_02006	Syaq.g_01084
OG0000975	Prbl.g_02005	Syaq.g_01085
OG0000976	Prbl.g_02004	Syaq.g_01086
OG0000977	Prbl.g_02002	Syaq.g_01088
OG0000978	Prbl.g_02001	Syaq.g_01091
OG0000979	Prbl.g_01998	Syaq.g_01094
OG0000980	Prbl.g_01994	Syaq.g_01097
OG0000981	Prbl.g_01991	Syaq.g_01100
OG0000982	Prbl.g_02238	Syaq.g_01263
OG0000983	Prbl.g_02237	Syaq.g_01262
OG0000984	Prbl.g_02236	Syaq.g_01261
OG0000985	Prbl.g_02232	Syaq.g_01257
OG0000986	Prbl.g_02230	Syaq.g_01253
OG0000987	Prbl.g_02228	Syaq.g_01251
OG0000988	Prbl.g_02224	Syaq.g_01245
OG0000989	Prbl.g_02214	Syaq.g_01239
OG0000990	Prbl.g_02192	Syaq.g_01229
OG0000991	Prbl.g_02189	Syaq.g_01225
OG0000992	Prbl.g_02186	Syaq.g_01222
OG0000993	Prbl.g_02185	Syaq.g_01221
OG0000994	Prbl.g_02182	Syaq.g_01218
OG0000995	Prbl.g_02173	Syaq.g_01212
OG0000996	Prbl.g_02160	Syaq.g_01193
OG0000997	Prbl.g_02151	Syaq.g_01184
OG0000998	Prbl.g_02149	Syaq.g_01182
OG0000999	Prbl.g_02148	Syaq.g_01181
OG0001000	Prbl.g_02145	Syaq.g_01177
OG0001001	Prbl.g_02141	Syaq.g_01172
OG0001002	Prbl.g_02134	Syaq.g_01165
OG0001003	Prbl.g_02132	Syaq.g_01163
OG0001004	Prbl.g_02131	Syaq.g_01162
OG0001005	Prbl.g_02129	Syaq.g_01161
OG0001006	Prbl.g_02123	Syaq.g_01152
OG0001007	Prbl.g_02121	Syaq.g_01150
OG0001008	Prbl.g_00651	Syaq.g_00500
OG0001009	Prbl.g_01972	Syaq.g_01118
OG0001010	Prbl.g_01973	Syaq.g_01117
OG0001011	Prbl.g_01975	Syaq.g_01115
OG0001012	Prbl.g_02241	Syaq.g_01267
OG0001013	Prbl.g_02266	Syaq.g_01289
OG0001014	Prbl.g_02275	Syaq.g_01295
OG0001015	Prbl.g_02276	Syaq.g_01296
OG0001016	Prbl.g_00603	Syaq.g_01554
OG0001017	Prbl.g_00597	Syaq.g_01548
OG0001018	Prbl.g_00595	Syaq.g_01546
OG0001019	Prbl.g_00582	Syaq.g_01524
OG0001020	Prbl.g_00576	Syaq.g_01510
OG0001021	Prbl.g_00572	Syaq.g_01506
OG0001022	Prbl.g_00567	Syaq.g_01501
OG0001023	Prbl.g_00566	Syaq.g_01500
OG0001024	Prbl.g_00562	Syaq.g_01496
OG0001025	Prbl.g_00555	Syaq.g_01490
OG0001026	Prbl.g_00542	Syaq.g_01477
OG0001027	Prbl.g_01332	Syaq.g_01474
OG0001028	Prbl.g_01330	Syaq.g_01472
OG0001029	Prbl.g_01328	Syaq.g_01470
OG0001030	Prbl.g_00822	Syaq.g_01450
OG0001031	Prbl.g_00074	Syaq.g_01378
OG0001032	Prbl.g_00077	Syaq.g_01376
OG0001033	Prbl.g_01281	Syaq.g_01344
OG0001034	Prbl.g_00199	Syaq.g_01579
OG0001035	Prbl.g_01498	Syaq.g_00726
OG0001036	Prbl.g_01494	Syaq.g_00731
OG0001037	Prbl.g_01492	Syaq.g_00733
OG0001038	Prbl.g_01455	Syaq.g_00761
OG0001039	Prbl.g_01452	Syaq.g_00764
OG0001040	Prbl.g_01449	Syaq.g_00767
OG0001041	Prbl.g_01444	Syaq.g_00772
OG0001042	Prbl.g_01419	Syaq.g_00858
OG0001044	Prbl.g_01200	Syaq.g_00560
OG0001045	Prbl.g_01211	Syaq.g_00547
OG0001046	Prbl.g_00410	Syaq.g_02509
OG0001047	Prbl.g_00649	Syaq.g_00498
OG0001048	Prbl.g_00648	Syaq.g_00497
OG0001049	Prbl.g_00645	Syaq.g_00494
OG0001050	Prbl.g_00644	Syaq.g_00493
OG0001051	Prbl.g_00643	Syaq.g_00492
OG0001052	Prbl.g_01344	Syaq.g_00446
OG0001053	Prbl.g_00514	Syaq.g_01775
OG0001054	Prbl.g_00532	Syaq.g_01794
OG0001055	Prbl.g_00790	Syaq.g_01815
OG0001056	Prbl.g_00761	Syaq.g_01843
OG0001057	Prbl.g_00749	Syaq.g_00334
OG0001058	Prbl.g_01883	Syaq.g_01931
OG0001059	Prbl.g_01887	Syaq.g_01935
OG0001060	Prbl.g_01894	Syaq.g_01941
OG0001061	Prbl.g_01796	Syaq.g_01961
OG0001062	Prbl.g_01794	Syaq.g_01963
OG0001063	Prbl.g_01790	Syaq.g_01968
OG0001064	Prbl.g_01789	Syaq.g_01969
OG0001065	Prbl.g_01788	Syaq.g_01970
OG0001066	Prbl.g_01787	Syaq.g_01971
OG0001067	Prbl.g_01786	Syaq.g_01972
OG0001068	Prbl.g_01785	Syaq.g_01973
OG0001069	Prbl.g_01784	Syaq.g_01974
OG0001070	Prbl.g_01780	Syaq.g_01978
OG0001071	Prbl.g_01779	Syaq.g_01979
OG0001072	Prbl.g_01776	Syaq.g_01983
OG0001073	Prbl.g_01757	Syaq.g_01998
OG0001074	Prbl.g_01610	Syaq.g_02132
OG0001075	Prbl.g_01611	Syaq.g_02025
OG0001076	Prbl.g_01619	Syaq.g_02060
OG0001077	Prbl.g_01629	Syaq.g_02071
OG0001078	Prbl.g_01640	Syaq.g_02083
OG0001079	Prbl.g_01659	Syaq.g_02100
OG0001080	Prbl.g_01041	Syaq.g_02161
OG0001081	Prbl.g_01031	Syaq.g_02232
OG0001082	Prbl.g_01030	Syaq.g_02233
OG0001083	Prbl.g_01405	Syaq.g_02240
OG0001084	Prbl.g_01404	Syaq.g_02241
OG0001085	Prbl.g_01394	Syaq.g_02251
OG0001086	Prbl.g_01392	Syaq.g_02253
