Orthogroup	Prbl	Syar
OG0000542	Prbl.g_00801	Syar.g_01502
OG0000543	Prbl.g_00799	Syar.g_01504
OG0000544	Prbl.g_00798	Syar.g_01505
OG0000545	Prbl.g_00797	Syar.g_01507
OG0000546	Prbl.g_00794	Syar.g_01509
OG0000547	Prbl.g_00792	Syar.g_01511
OG0000548	Prbl.g_00791	Syar.g_01512
OG0000549	Prbl.g_00785	Syar.g_02693
OG0000550	Prbl.g_00780	Syar.g_02689
OG0000551	Prbl.g_00776	Syar.g_02684
OG0000552	Prbl.g_00775	Syar.g_02683
OG0000553	Prbl.g_00770	Syar.g_02679
OG0000554	Prbl.g_00765	Syar.g_02352
OG0000555	Prbl.g_00747	Syar.g_02336
OG0000556	Prbl.g_02645	Syar.g_02332
OG0000557	Prbl.g_01878	Syar.g_02328
OG0000558	Prbl.g_01881	Syar.g_02326
OG0000559	Prbl.g_01885	Syar.g_02322
OG0000560	Prbl.g_01888	Syar.g_02320
OG0000561	Prbl.g_01889	Syar.g_02319
OG0000562	Prbl.g_01890	Syar.g_02318
OG0000563	Prbl.g_01891	Syar.g_02317
OG0000564	Prbl.g_01892	Syar.g_02316
OG0000565	Prbl.g_01895	Syar.g_02312
OG0000566	Prbl.g_01899	Syar.g_02308
OG0000567	Prbl.g_01903	Syar.g_02304
OG0000568	Prbl.g_01905	Syar.g_02302
OG0000569	Prbl.g_01801	Syar.g_02301
OG0000570	Prbl.g_01800	Syar.g_02300
OG0000571	Prbl.g_01797	Syar.g_02298
OG0000572	Prbl.g_01781	Syar.g_02201
OG0000573	Prbl.g_01774	Syar.g_02191
OG0000574	Prbl.g_01773	Syar.g_02190
OG0000575	Prbl.g_01764	Syar.g_03180
OG0000576	Prbl.g_01762	Syar.g_02187
OG0000577	Prbl.g_01761	Syar.g_02186
OG0000578	Prbl.g_01760	Syar.g_02185
OG0000579	Prbl.g_01759	Syar.g_02184
OG0000580	Prbl.g_01758	Syar.g_02183
OG0000581	Prbl.g_01754	Syar.g_02175
OG0000582	Prbl.g_01750	Syar.g_02131
OG0000583	Prbl.g_01749	Syar.g_02132
OG0000584	Prbl.g_01748	Syar.g_02133
OG0000585	Prbl.g_01746	Syar.g_02170
OG0000586	Prbl.g_01744	Syar.g_02171
OG0000587	Prbl.g_01742	Syar.g_02173
OG0000588	Prbl.g_01613	Syar.g_02275
OG0000589	Prbl.g_01616	Syar.g_02261
OG0000590	Prbl.g_01617	Syar.g_02260
OG0000591	Prbl.g_01624	Syar.g_02246
OG0000592	Prbl.g_01625	Syar.g_02245
OG0000593	Prbl.g_01635	Syar.g_02414
OG0000594	Prbl.g_01636	Syar.g_02415
OG0000595	Prbl.g_01637	Syar.g_02416
OG0000596	Prbl.g_01642	Syar.g_02421
OG0000597	Prbl.g_01645	Syar.g_02424
OG0000598	Prbl.g_01646	Syar.g_02425
OG0000599	Prbl.g_01656	Syar.g_02428
OG0000600	Prbl.g_01657	Syar.g_02429
OG0000601	Prbl.g_01658	Syar.g_02430
OG0000602	Prbl.g_01662	Syar.g_02435
OG0000603	Prbl.g_01663	Syar.g_02436
OG0000604	Prbl.g_01664	Syar.g_02438
OG0000605	Prbl.g_01043	Syar.g_02440
OG0000606	Prbl.g_01032	Syar.g_02443
OG0000607	Prbl.g_01412	Syar.g_02446
OG0000608	Prbl.g_01411	Syar.g_02447
OG0000609	Prbl.g_01409	Syar.g_02470
OG0000610	Prbl.g_01401	Syar.g_01917
OG0000611	Prbl.g_01398	Syar.g_01914
OG0000612	Prbl.g_01397	Syar.g_01913
OG0000613	Prbl.g_00891	Syar.g_00712
OG0000614	Prbl.g_01872	Syar.g_02012, Syar.g_01344
OG0000615	Prbl.g_02373	Syar.g_02603
OG0000616	Prbl.g_02137	Syar.g_00454
OG0000617	Prbl.g_02561	Syar.g_01576
OG0000618	Prbl.g_02560	Syar.g_01575
OG0000619	Prbl.g_02559	Syar.g_01574
OG0000620	Prbl.g_02555	Syar.g_01569
OG0000621	Prbl.g_02554	Syar.g_01568
OG0000622	Prbl.g_02553	Syar.g_01566
OG0000623	Prbl.g_02552	Syar.g_01565
OG0000624	Prbl.g_02551	Syar.g_01564
OG0000625	Prbl.g_02550	Syar.g_01563
OG0000626	Prbl.g_02549	Syar.g_01562
OG0000627	Prbl.g_02426	Syar.g_01868
OG0000628	Prbl.g_02427	Syar.g_01869
OG0000629	Prbl.g_02430	Syar.g_01872
OG0000630	Prbl.g_02434	Syar.g_02586
OG0000631	Prbl.g_02440	Syar.g_02579
OG0000632	Prbl.g_02441	Syar.g_02578
OG0000633	Prbl.g_02442	Syar.g_02576
OG0000634	Prbl.g_02339	Syar.g_02635
OG0000635	Prbl.g_02338	Syar.g_02636
OG0000636	Prbl.g_02336	Syar.g_02638
OG0000637	Prbl.g_02334	Syar.g_02640
OG0000638	Prbl.g_02333	Syar.g_02641
OG0000639	Prbl.g_02332	Syar.g_02642
OG0000640	Prbl.g_02331	Syar.g_02643
OG0000641	Prbl.g_02327	Syar.g_02648
OG0000642	Prbl.g_02326	Syar.g_02649
OG0000643	Prbl.g_02325	Syar.g_02650
OG0000644	Prbl.g_02324	Syar.g_02651
OG0000645	Prbl.g_02323	Syar.g_02652
OG0000646	Prbl.g_02320	Syar.g_02655
OG0000647	Prbl.g_02317	Syar.g_02657
OG0000648	Prbl.g_02315	Syar.g_02659
OG0000649	Prbl.g_02314	Syar.g_02660
OG0000650	Prbl.g_02313	Syar.g_02661
OG0000651	Prbl.g_02312	Syar.g_02662
OG0000652	Prbl.g_02311	Syar.g_02663
OG0000653	Prbl.g_02309	Syar.g_02665
OG0000654	Prbl.g_02308	Syar.g_02666
OG0000655	Prbl.g_02307	Syar.g_02667
OG0000656	Prbl.g_02304	Syar.g_02479
OG0000657	Prbl.g_01540	Syar.g_01812
OG0000658	Prbl.g_01542	Syar.g_01815
OG0000659	Prbl.g_01543	Syar.g_01816
OG0000660	Prbl.g_01547	Syar.g_01820
OG0000661	Prbl.g_01549	Syar.g_03175, Syar.g_01822
OG0000662	Prbl.g_01551	Syar.g_01829
OG0000663	Prbl.g_01554	Syar.g_01832
OG0000664	Prbl.g_01555	Syar.g_01837
OG0000665	Prbl.g_01568	Syar.g_02774
OG0000666	Prbl.g_01571	Syar.g_01241
OG0000667	Prbl.g_01579	Syar.g_02346
OG0000668	Prbl.g_02530	Syar.g_01802
OG0000669	Prbl.g_01588	Syar.g_01627
OG0000670	Prbl.g_01078	Syar.g_01624
OG0000671	Prbl.g_02412	Syar.g_01622
OG0000672	Prbl.g_02409	Syar.g_01619
OG0000673	Prbl.g_02406	Syar.g_01615
OG0000674	Prbl.g_02404	Syar.g_01613
OG0000675	Prbl.g_02403	Syar.g_01612
OG0000676	Prbl.g_02395	Syar.g_01608
OG0000677	Prbl.g_02393	Syar.g_01607
OG0000678	Prbl.g_02388	Syar.g_02037
OG0000679	Prbl.g_02368	Syar.g_02606
OG0000680	Prbl.g_02367	Syar.g_02607
OG0000681	Prbl.g_02365	Syar.g_02610
OG0000682	Prbl.g_02364	Syar.g_02611
OG0000683	Prbl.g_02363	Syar.g_02612
OG0000684	Prbl.g_02350	Syar.g_02615
OG0000685	Prbl.g_02352	Syar.g_02617
OG0000686	Prbl.g_02353	Syar.g_02618
OG0000687	Prbl.g_02354	Syar.g_02619
OG0000688	Prbl.g_02348	Syar.g_02624
OG0000689	Prbl.g_02347	Syar.g_02626
OG0000690	Prbl.g_02346	Syar.g_02627
OG0000691	Prbl.g_02345	Syar.g_02628
OG0000692	Prbl.g_02344	Syar.g_02629
OG0000693	Prbl.g_02343	Syar.g_02631
OG0000694	Prbl.g_02342	Syar.g_02632
OG0000695	Prbl.g_02444	Syar.g_02573
OG0000696	Prbl.g_02445	Syar.g_02572
OG0000697	Prbl.g_02447	Syar.g_02570
OG0000698	Prbl.g_02450	Syar.g_02567
OG0000699	Prbl.g_02452	Syar.g_02566
OG0000700	Prbl.g_02453	Syar.g_02565
OG0000701	Prbl.g_02454	Syar.g_02564
OG0000702	Prbl.g_02462	Syar.g_02559
OG0000703	Prbl.g_02463	Syar.g_02557
OG0000704	Prbl.g_02465	Syar.g_02555
OG0000705	Prbl.g_02471	Syar.g_02547
OG0000706	Prbl.g_02472	Syar.g_02546
OG0000707	Prbl.g_02473	Syar.g_02545
OG0000708	Prbl.g_02475	Syar.g_02542
OG0000709	Prbl.g_02482	Syar.g_02534
OG0000710	Prbl.g_02486	Syar.g_02528
OG0000711	Prbl.g_02508	Syar.g_02499
OG0000712	Prbl.g_02509	Syar.g_02497
OG0000713	Prbl.g_02510	Syar.g_02496
OG0000714	Prbl.g_02514	Syar.g_02494
OG0000715	Prbl.g_02516	Syar.g_02492
OG0000716	Prbl.g_02520	Syar.g_02488
OG0000717	Prbl.g_02521	Syar.g_02487
OG0000718	Prbl.g_02526	Syar.g_02483
OG0000719	Prbl.g_02528	Syar.g_01804
OG0000720	Prbl.g_02541	Syar.g_01790
OG0000721	Prbl.g_02542	Syar.g_01788
OG0000722	Prbl.g_02543	Syar.g_01787
OG0000723	Prbl.g_02547	Syar.g_01560
OG0000724	Prbl.g_00932	Syar.g_01367, Syar.g_02120
OG0000725	Prbl.g_00925	Syar.g_01934
OG0000726	Prbl.g_00924	Syar.g_01935
OG0000727	Prbl.g_00923	Syar.g_01936
OG0000728	Prbl.g_00922	Syar.g_01938
OG0000729	Prbl.g_02062	Syar.g_00593
OG0000730	Prbl.g_01199	Syar.g_01115
OG0000731	Prbl.g_01208	Syar.g_01127
OG0000732	Prbl.g_01993	Syar.g_00522
OG0000733	Prbl.g_02197	Syar.g_02234
OG0000734	Prbl.g_00545	Syar.g_03128
OG0000735	Prbl.g_02066	Syar.g_01522
OG0000736	Prbl.g_02067	Syar.g_01523
OG0000737	Prbl.g_02068	Syar.g_01524
OG0000738	Prbl.g_02075	Syar.g_01530
OG0000739	Prbl.g_02077	Syar.g_01531
OG0000740	Prbl.g_02078	Syar.g_01532
OG0000741	Prbl.g_02081	Syar.g_01535
OG0000742	Prbl.g_02083	Syar.g_01538
OG0000743	Prbl.g_02085	Syar.g_01541
OG0000744	Prbl.g_02086	Syar.g_01542
OG0000745	Prbl.g_02088	Syar.g_01545
OG0000746	Prbl.g_02090	Syar.g_01549
OG0000747	Prbl.g_02091	Syar.g_01551
OG0000748	Prbl.g_02103	Syar.g_01945
OG0000749	Prbl.g_02104	Syar.g_01946
OG0000750	Prbl.g_02105	Syar.g_01947
OG0000751	Prbl.g_00179	Syar.g_01952
OG0000752	Prbl.g_00181	Syar.g_01954
OG0000753	Prbl.g_00184	Syar.g_01957
OG0000754	Prbl.g_01379	Syar.g_01963
OG0000755	Prbl.g_01120	Syar.g_01974
OG0000756	Prbl.g_01119	Syar.g_01975
OG0000757	Prbl.g_01112	Syar.g_01984
OG0000758	Prbl.g_01111	Syar.g_01985
OG0000759	Prbl.g_01110	Syar.g_01986
OG0000760	Prbl.g_01109	Syar.g_01987
OG0000761	Prbl.g_01108	Syar.g_01988
OG0000762	Prbl.g_01377	Syar.g_01992
OG0000763	Prbl.g_01375	Syar.g_01699
OG0000764	Prbl.g_01374	Syar.g_01700
OG0000765	Prbl.g_02590	Syar.g_01718
OG0000766	Prbl.g_02591	Syar.g_01719
OG0000767	Prbl.g_02593	Syar.g_01721
OG0000768	Prbl.g_02594	Syar.g_01722
OG0000769	Prbl.g_00186	Syar.g_01724
OG0000770	Prbl.g_01103	Syar.g_01727
OG0000771	Prbl.g_00937	Syar.g_01373
OG0000772	Prbl.g_00461	Syar.g_00746
OG0000773	Prbl.g_00113	Syar.g_02694
OG0000774	Prbl.g_01713	Syar.g_02771
OG0000775	Prbl.g_01715	Syar.g_02773
OG0000776	Prbl.g_01716	Syar.g_01755
OG0000777	Prbl.g_01717	Syar.g_01754
OG0000778	Prbl.g_01718	Syar.g_01753
OG0000779	Prbl.g_01723	Syar.g_02779
OG0000780	Prbl.g_01726	Syar.g_02781
OG0000781	Prbl.g_01730	Syar.g_02785
OG0000782	Prbl.g_01731	Syar.g_02786
OG0000783	Prbl.g_01732	Syar.g_02787
OG0000784	Prbl.g_01733	Syar.g_02788
OG0000785	Prbl.g_01735	Syar.g_02791
OG0000786	Prbl.g_01738	Syar.g_02795
OG0000787	Prbl.g_01739	Syar.g_02796
OG0000788	Prbl.g_00658	Syar.g_02331
OG0000789	Prbl.g_01695	Syar.g_02040
OG0000790	Prbl.g_00498	Syar.g_01456
OG0000791	Prbl.g_00496	Syar.g_01454
OG0000792	Prbl.g_00495	Syar.g_01453
OG0000793	Prbl.g_00491	Syar.g_01243
OG0000794	Prbl.g_00490	Syar.g_01242
OG0000795	Prbl.g_00489	Syar.g_01240
OG0000796	Prbl.g_00485	Syar.g_01236
OG0000797	Prbl.g_00484	Syar.g_01235
OG0000798	Prbl.g_01456	Syar.g_00222
OG0000799	Prbl.g_00152	Syar.g_02844
OG0000800	Prbl.g_00153	Syar.g_02843
OG0000801	Prbl.g_00154	Syar.g_02842
OG0000802	Prbl.g_00161	Syar.g_02825
OG0000803	Prbl.g_00257	Syar.g_02822
OG0000804	Prbl.g_00255	Syar.g_02819
OG0000805	Prbl.g_00253	Syar.g_02817
OG0000806	Prbl.g_00251	Syar.g_02815
OG0000807	Prbl.g_00249	Syar.g_02814
OG0000808	Prbl.g_00248	Syar.g_02813
OG0000809	Prbl.g_00244	Syar.g_02811
OG0000810	Prbl.g_00243	Syar.g_02810
OG0000811	Prbl.g_00231	Syar.g_02805
OG0000812	Prbl.g_00229	Syar.g_02803
OG0000813	Prbl.g_00228	Syar.g_02802
OG0000814	Prbl.g_00226	Syar.g_02800
OG0000815	Prbl.g_00225	Syar.g_02799
OG0000816	Prbl.g_00223	Syar.g_02797
OG0000817	Prbl.g_00222	Syar.g_02861
OG0000818	Prbl.g_00684	Syar.g_01418
OG0000819	Prbl.g_00685	Syar.g_01417
OG0000820	Prbl.g_00686	Syar.g_01416
OG0000821	Prbl.g_00693	Syar.g_01410
OG0000822	Prbl.g_00695	Syar.g_01408
OG0000823	Prbl.g_00696	Syar.g_00017, Syar.g_01407
OG0000824	Prbl.g_00700	Syar.g_01402
OG0000825	Prbl.g_00701	Syar.g_01401
OG0000826	Prbl.g_00702	Syar.g_01400
OG0000827	Prbl.g_00703	Syar.g_01399
OG0000828	Prbl.g_00706	Syar.g_01396
OG0000829	Prbl.g_00707	Syar.g_01395
OG0000830	Prbl.g_00708	Syar.g_01394
OG0000831	Prbl.g_00710	Syar.g_01391
OG0000832	Prbl.g_00456	Syar.g_01213
OG0000833	Prbl.g_00448	Syar.g_02877
OG0000834	Prbl.g_00447	Syar.g_02878
OG0000835	Prbl.g_00446	Syar.g_02879
OG0000836	Prbl.g_00444	Syar.g_02881
OG0000837	Prbl.g_00443	Syar.g_02882
OG0000838	Prbl.g_00440	Syar.g_02886
OG0000839	Prbl.g_00439	Syar.g_02887
OG0000840	Prbl.g_00438	Syar.g_02888
OG0000841	Prbl.g_00437	Syar.g_02889
OG0000842	Prbl.g_00436	Syar.g_02890
OG0000843	Prbl.g_00435	Syar.g_02891
OG0000844	Prbl.g_00433	Syar.g_02893
OG0000845	Prbl.g_00432	Syar.g_02894
OG0000846	Prbl.g_00431	Syar.g_02895
OG0000847	Prbl.g_00430	Syar.g_02896
OG0000848	Prbl.g_00429	Syar.g_02898
OG0000849	Prbl.g_00428	Syar.g_02899
OG0000850	Prbl.g_00427	Syar.g_02902
OG0000851	Prbl.g_00423	Syar.g_02905
OG0000852	Prbl.g_00422	Syar.g_02906
OG0000853	Prbl.g_00418	Syar.g_02910
OG0000854	Prbl.g_00416	Syar.g_02912
OG0000855	Prbl.g_00415	Syar.g_02913
OG0000856	Prbl.g_01627	Syar.g_02243
OG0000857	Prbl.g_02318	Syar.g_02656
OG0000858	Prbl.g_00404	Syar.g_02920
OG0000859	Prbl.g_00403	Syar.g_02921
OG0000860	Prbl.g_00392	Syar.g_02931
OG0000861	Prbl.g_00391	Syar.g_02932
OG0000862	Prbl.g_00389	Syar.g_02942
OG0000863	Prbl.g_00385	Syar.g_02944
OG0000864	Prbl.g_00383	Syar.g_02945
OG0000865	Prbl.g_00382	Syar.g_02946
OG0000866	Prbl.g_00381	Syar.g_02947
OG0000867	Prbl.g_00380	Syar.g_02948
OG0000868	Prbl.g_00378	Syar.g_02950
OG0000869	Prbl.g_00375	Syar.g_02955
OG0000870	Prbl.g_00370	Syar.g_02960
OG0000871	Prbl.g_00369	Syar.g_02961
OG0000872	Prbl.g_00367	Syar.g_02967
OG0000873	Prbl.g_00364	Syar.g_02970
OG0000874	Prbl.g_00360	Syar.g_02974
OG0000875	Prbl.g_00359	Syar.g_02975
OG0000876	Prbl.g_00358	Syar.g_01828
OG0000877	Prbl.g_00355	Syar.g_02977
OG0000878	Prbl.g_00354	Syar.g_02978
OG0000879	Prbl.g_00353	Syar.g_02979
OG0000880	Prbl.g_00352	Syar.g_02980
OG0000881	Prbl.g_00347	Syar.g_02984
OG0000882	Prbl.g_00342	Syar.g_02989
OG0000883	Prbl.g_00340	Syar.g_02992
OG0000884	Prbl.g_00338	Syar.g_02994
OG0000885	Prbl.g_00337	Syar.g_02995
OG0000886	Prbl.g_00336	Syar.g_02996
OG0000887	Prbl.g_00335	Syar.g_02998
OG0000888	Prbl.g_00333	Syar.g_03000
OG0000889	Prbl.g_00331	Syar.g_03002
OG0000890	Prbl.g_00317	Syar.g_03005
OG0000891	Prbl.g_00316	Syar.g_03006
OG0000892	Prbl.g_02620	Syar.g_03008
OG0000893	Prbl.g_02680	Syar.g_00150
OG0000894	Prbl.g_02684	Syar.g_00145
OG0000895	Prbl.g_01061	Syar.g_00141
OG0000896	Prbl.g_01060	Syar.g_00140
OG0000897	Prbl.g_01058	Syar.g_00138
OG0000898	Prbl.g_01057	Syar.g_00137
OG0000899	Prbl.g_01056	Syar.g_00136
OG0000900	Prbl.g_01055	Syar.g_00135
OG0000901	Prbl.g_01051	Syar.g_00130
OG0000902	Prbl.g_01049	Syar.g_01013
OG0000903	Prbl.g_00954	Syar.g_01026
OG0000904	Prbl.g_00949	Syar.g_01021
OG0000905	Prbl.g_00947	Syar.g_01018
OG0000906	Prbl.g_01045	Syar.g_01015
OG0000907	Prbl.g_00956	Syar.g_01028
OG0000908	Prbl.g_00959	Syar.g_01031
OG0000909	Prbl.g_00960	Syar.g_01032
OG0000910	Prbl.g_00961	Syar.g_01033
OG0000911	Prbl.g_00963	Syar.g_01035
OG0000912	Prbl.g_00964	Syar.g_01036
OG0000913	Prbl.g_00965	Syar.g_01037
OG0000914	Prbl.g_00966	Syar.g_01038
OG0000915	Prbl.g_00967	Syar.g_01040
OG0000916	Prbl.g_00968	Syar.g_01041
OG0000917	Prbl.g_00969	Syar.g_01042
OG0000918	Prbl.g_00970	Syar.g_01043
OG0000919	Prbl.g_00971	Syar.g_01044
OG0000920	Prbl.g_00972	Syar.g_01045
OG0000921	Prbl.g_00973	Syar.g_01046
OG0000922	Prbl.g_00974	Syar.g_01047
OG0000923	Prbl.g_00978	Syar.g_01051
OG0000924	Prbl.g_00979	Syar.g_01052
OG0000925	Prbl.g_00980	Syar.g_01053
OG0000926	Prbl.g_00981	Syar.g_01054
OG0000927	Prbl.g_00983	Syar.g_01056
OG0000928	Prbl.g_00984	Syar.g_01057
OG0000929	Prbl.g_00985	Syar.g_01058
OG0000930	Prbl.g_00986	Syar.g_01059
OG0000931	Prbl.g_00987	Syar.g_01060
OG0000932	Prbl.g_00988	Syar.g_01061
OG0000933	Prbl.g_00993	Syar.g_01066
OG0000934	Prbl.g_00995	Syar.g_01068
OG0000935	Prbl.g_00996	Syar.g_01069
OG0000936	Prbl.g_00997	Syar.g_01070
OG0000937	Prbl.g_00998	Syar.g_01071
OG0000938	Prbl.g_01127	Syar.g_01074
OG0000939	Prbl.g_01128	Syar.g_01075
OG0000940	Prbl.g_01137	Syar.g_01081
OG0000941	Prbl.g_01139	Syar.g_01083
OG0000942	Prbl.g_01141	Syar.g_01085
OG0000943	Prbl.g_01142	Syar.g_01086
OG0000944	Prbl.g_01144	Syar.g_01088
OG0000945	Prbl.g_01146	Syar.g_01089
OG0000946	Prbl.g_01174	Syar.g_01095
OG0000947	Prbl.g_01177	Syar.g_01098
OG0000948	Prbl.g_01178	Syar.g_01099
OG0000949	Prbl.g_01181	Syar.g_00283
OG0000950	Prbl.g_00856	Syar.g_00661
OG0000951	Prbl.g_00851	Syar.g_00656
OG0000952	Prbl.g_00844	Syar.g_00651
OG0000953	Prbl.g_00840	Syar.g_00248
OG0000954	Prbl.g_01306	Syar.g_00258
OG0000955	Prbl.g_01305	Syar.g_00259
OG0000956	Prbl.g_01303	Syar.g_00261
OG0000957	Prbl.g_01287	Syar.g_00610
OG0000958	Prbl.g_01286	Syar.g_00609
OG0000959	Prbl.g_02638	Syar.g_00605
OG0000960	Prbl.g_02637	Syar.g_00604
OG0000961	Prbl.g_01235	Syar.g_00094
OG0000962	Prbl.g_02063	Syar.g_00594
OG0000963	Prbl.g_02058	Syar.g_00590
OG0000964	Prbl.g_02057	Syar.g_00589
OG0000965	Prbl.g_02056	Syar.g_00588
OG0000966	Prbl.g_02023	Syar.g_00549
OG0000967	Prbl.g_02017	Syar.g_00545
OG0000968	Prbl.g_02014	Syar.g_00542
OG0000969	Prbl.g_02012	Syar.g_00540
OG0000970	Prbl.g_02011	Syar.g_00539
OG0000971	Prbl.g_02009	Syar.g_00537
OG0000972	Prbl.g_02008	Syar.g_00536
OG0000973	Prbl.g_02007	Syar.g_00535
OG0000974	Prbl.g_02006	Syar.g_00534
OG0000975	Prbl.g_02005	Syar.g_00533
OG0000976	Prbl.g_02004	Syar.g_00532
OG0000977	Prbl.g_02002	Syar.g_00530
OG0000978	Prbl.g_02001	Syar.g_00529
OG0000979	Prbl.g_01998	Syar.g_00526
OG0000980	Prbl.g_01994	Syar.g_00523
OG0000981	Prbl.g_01991	Syar.g_00520
OG0000982	Prbl.g_02238	Syar.g_00331
OG0000983	Prbl.g_02237	Syar.g_00332
OG0000984	Prbl.g_02236	Syar.g_00333
OG0000985	Prbl.g_02232	Syar.g_00337
OG0000986	Prbl.g_02230	Syar.g_00344
OG0000987	Prbl.g_02228	Syar.g_00346
OG0000988	Prbl.g_02224	Syar.g_00352
OG0000989	Prbl.g_02214	Syar.g_00377
OG0000990	Prbl.g_02192	Syar.g_00697
OG0000991	Prbl.g_02189	Syar.g_00700
OG0000992	Prbl.g_02186	Syar.g_00704
OG0000993	Prbl.g_02185	Syar.g_00705
OG0000994	Prbl.g_02182	Syar.g_00708
OG0000995	Prbl.g_02173	Syar.g_03212, Syar.g_00624
OG0000996	Prbl.g_02160	Syar.g_00861
OG0000997	Prbl.g_02151	Syar.g_00437
OG0000998	Prbl.g_02149	Syar.g_00439
OG0000999	Prbl.g_02148	Syar.g_00440
OG0001000	Prbl.g_02145	Syar.g_00955, Syar.g_00444
OG0001001	Prbl.g_02141	Syar.g_00450
OG0001002	Prbl.g_02134	Syar.g_00457
OG0001003	Prbl.g_02132	Syar.g_00459
OG0001004	Prbl.g_02131	Syar.g_00460
OG0001005	Prbl.g_02129	Syar.g_00461
OG0001006	Prbl.g_02123	Syar.g_00468
OG0001007	Prbl.g_02121	Syar.g_00470
OG0001008	Prbl.g_00651	Syar.g_01178, Syar.g_03274
OG0001009	Prbl.g_01972	Syar.g_00500
OG0001010	Prbl.g_01973	Syar.g_00501
OG0001011	Prbl.g_01975	Syar.g_00503
OG0001013	Prbl.g_02266	Syar.g_00906
OG0001014	Prbl.g_02275	Syar.g_00914
OG0001015	Prbl.g_02276	Syar.g_00915
OG0001017	Prbl.g_00597	Syar.g_03050
OG0001018	Prbl.g_00595	Syar.g_03052
OG0001019	Prbl.g_00582	Syar.g_03086
OG0001020	Prbl.g_00576	Syar.g_03092
OG0001021	Prbl.g_00572	Syar.g_03098
OG0001022	Prbl.g_00567	Syar.g_03102
OG0001023	Prbl.g_00566	Syar.g_03103
OG0001024	Prbl.g_00562	Syar.g_02276
OG0001025	Prbl.g_00555	Syar.g_03115
OG0001026	Prbl.g_00542	Syar.g_03131
OG0001027	Prbl.g_01332	Syar.g_00031
OG0001028	Prbl.g_01330	Syar.g_00034
OG0001029	Prbl.g_01328	Syar.g_00036
OG0001030	Prbl.g_00822	Syar.g_00058
OG0001031	Prbl.g_00074	Syar.g_00129
OG0001032	Prbl.g_00077	Syar.g_01011
OG0001033	Prbl.g_01281	Syar.g_00962
OG0001034	Prbl.g_00199	Syar.g_03022
OG0001035	Prbl.g_01498	Syar.g_00171
OG0001036	Prbl.g_01494	Syar.g_00193
OG0001037	Prbl.g_01492	Syar.g_00195
OG0001038	Prbl.g_01455	Syar.g_00223
OG0001039	Prbl.g_01452	Syar.g_00226
OG0001040	Prbl.g_01449	Syar.g_00229
OG0001041	Prbl.g_01444	Syar.g_00234
OG0001042	Prbl.g_01419	Syar.g_00831
OG0001043	Prbl.g_01417	Syar.g_00826
OG0001044	Prbl.g_01200	Syar.g_01117
OG0001045	Prbl.g_01211	Syar.g_01130
OG0001046	Prbl.g_00410	Syar.g_02514
OG0001047	Prbl.g_00649	Syar.g_01180
OG0001048	Prbl.g_00648	Syar.g_01181
OG0001049	Prbl.g_00645	Syar.g_02872
OG0001050	Prbl.g_00644	Syar.g_02871
OG0001051	Prbl.g_00643	Syar.g_02870
OG0001052	Prbl.g_01344	Syar.g_01269
OG0001053	Prbl.g_00514	Syar.g_01472
OG0001054	Prbl.g_00532	Syar.g_01492
OG0001055	Prbl.g_00790	Syar.g_01513
OG0001056	Prbl.g_00761	Syar.g_02349
OG0001057	Prbl.g_00749	Syar.g_02341
OG0001058	Prbl.g_01883	Syar.g_02324
OG0001059	Prbl.g_01887	Syar.g_00422
OG0001060	Prbl.g_01894	Syar.g_02315
OG0001061	Prbl.g_01796	Syar.g_02297
OG0001062	Prbl.g_01794	Syar.g_02294
OG0001063	Prbl.g_01790	Syar.g_02209
OG0001064	Prbl.g_01789	Syar.g_02208
OG0001065	Prbl.g_01788	Syar.g_02207
OG0001066	Prbl.g_01787	Syar.g_02206
OG0001067	Prbl.g_01786	Syar.g_02205
OG0001068	Prbl.g_01785	Syar.g_02204
OG0001069	Prbl.g_01784	Syar.g_02203
OG0001070	Prbl.g_01780	Syar.g_02200
OG0001071	Prbl.g_01779	Syar.g_02199
OG0001072	Prbl.g_01776	Syar.g_02195
OG0001073	Prbl.g_01757	Syar.g_02182
OG0001074	Prbl.g_01610	Syar.g_02031
OG0001075	Prbl.g_01611	Syar.g_02215
OG0001076	Prbl.g_01619	Syar.g_02253
OG0001077	Prbl.g_01629	Syar.g_02240
OG0001078	Prbl.g_01640	Syar.g_02419
OG0001079	Prbl.g_01659	Syar.g_02431
OG0001080	Prbl.g_01041	Syar.g_02442
OG0001081	Prbl.g_01031	Syar.g_02444
OG0001082	Prbl.g_01030	Syar.g_02445
OG0001083	Prbl.g_01405	Syar.g_02473
OG0001084	Prbl.g_01404	Syar.g_02474
OG0001085	Prbl.g_01394	Syar.g_01688
OG0001086	Prbl.g_01392	Syar.g_01686
OG0001087	Prbl.g_01853	Syar.g_02347
OG0001088	Prbl.g_01857	Syar.g_00431
OG0001089	Prbl.g_00024	Syar.g_01942
OG0001090	Prbl.g_02565	Syar.g_01582
OG0001091	Prbl.g_02563	Syar.g_01580
OG0001092	Prbl.g_02562	Syar.g_01578
OG0001093	Prbl.g_02558	Syar.g_01572
OG0001094	Prbl.g_02341	Syar.g_02633
OG0001095	Prbl.g_02322	Syar.g_02653
OG0001096	Prbl.g_02306	Syar.g_02476
OG0001097	Prbl.g_01550	Syar.g_01823
OG0001098	Prbl.g_02423	Syar.g_01672
OG0001099	Prbl.g_01329	Syar.g_00035
