Orthogroup	Syac	Prah
OG0000591	Syac.g_00961	Prah.g_00518
OG0000592	Syac.g_00962	Prah.g_00517
OG0000593	Syac.g_00975	Prah.g_00505
OG0000594	Syac.g_00976	Prah.g_00504
OG0000595	Syac.g_00977	Prah.g_00503
OG0000596	Syac.g_00982	Prah.g_00498
OG0000597	Syac.g_00985	Prah.g_00495
OG0000598	Syac.g_00986	Prah.g_00494
OG0000599	Syac.g_00989	Prah.g_00485
OG0000600	Syac.g_00990	Prah.g_00484
OG0000601	Syac.g_00991	Prah.g_00483
OG0000602	Syac.g_00996	Prah.g_00478
OG0000603	Syac.g_00997	Prah.g_00477
OG0000604	Syac.g_01001	Prah.g_00476
OG0000605	Syac.g_01089	Prah.g_00474
OG0000606	Syac.g_01434	Prah.g_00466
OG0000607	Syac.g_01430	Prah.g_00463
OG0000608	Syac.g_01429	Prah.g_00462
OG0000609	Syac.g_01427	Prah.g_00460
OG0000610	Syac.g_01419	Prah.g_00452
OG0000611	Syac.g_01416	Prah.g_00449
OG0000612	Syac.g_01415	Prah.g_00448
OG0000613	Syac.g_00231	Prah.g_02193
OG0000614	Syac.g_00911	Prah.g_00985
OG0000615	Syac.g_01377	Prah.g_00706
OG0000616	Syac.g_02478	Prah.g_02588
OG0000617	Syac.g_01280	Prah.g_00881
OG0000618	Syac.g_01279	Prah.g_00880
OG0000619	Syac.g_01278	Prah.g_00879
OG0000620	Syac.g_01270	Prah.g_00875
OG0000621	Syac.g_01269	Prah.g_00874
OG0000622	Syac.g_01268	Prah.g_00873
OG0000623	Syac.g_01267	Prah.g_00872
OG0000624	Syac.g_01265	Prah.g_00871
OG0000625	Syac.g_01264	Prah.g_00870
OG0000626	Syac.g_01263	Prah.g_00869
OG0000627	Syac.g_01126	Prah.g_00746
OG0000628	Syac.g_01127	Prah.g_00747
OG0000629	Syac.g_01130	Prah.g_00750
OG0000630	Syac.g_01134	Prah.g_00754
OG0000631	Syac.g_01139	Prah.g_00758
OG0000632	Syac.g_01140	Prah.g_00759
OG0000633	Syac.g_01141	Prah.g_00760
OG0000634	Syac.g_01345	Prah.g_00671
OG0000635	Syac.g_01344	Prah.g_00670
OG0000636	Syac.g_01342	Prah.g_00668
OG0000637	Syac.g_01340	Prah.g_00666
OG0000638	Syac.g_01339	Prah.g_00665
OG0000639	Syac.g_01338	Prah.g_00664
OG0000640	Syac.g_01337	Prah.g_00663
OG0000641	Syac.g_01333	Prah.g_00659
OG0000642	Syac.g_01332	Prah.g_00658
OG0000643	Syac.g_01330	Prah.g_00657
OG0000644	Syac.g_01329	Prah.g_00656
OG0000645	Syac.g_01327	Prah.g_00655
OG0000646	Syac.g_01324	Prah.g_00652
OG0000647	Syac.g_01322	Prah.g_00650
OG0000648	Syac.g_01319	Prah.g_00648
OG0000649	Syac.g_01318	Prah.g_00647
OG0000650	Syac.g_01317	Prah.g_00646
OG0000651	Syac.g_01316	Prah.g_00645
OG0000652	Syac.g_01315	Prah.g_00644
OG0000653	Syac.g_01313	Prah.g_00640
OG0000654	Syac.g_01312	Prah.g_00639
OG0000655	Syac.g_01311	Prah.g_00638
OG0000656	Syac.g_01308	Prah.g_00635
OG0000657	Syac.g_00846	Prah.g_00603
OG0000658	Syac.g_00842	Prah.g_00601
OG0000659	Syac.g_00841	Prah.g_00600
OG0000660	Syac.g_00837	Prah.g_00596
OG0000661	Syac.g_00835	Prah.g_00594
OG0000662	Syac.g_00833	Prah.g_00592
OG0000663	Syac.g_00830	Prah.g_00589
OG0000664	Syac.g_00829	Prah.g_00588
OG0000665	Syac.g_01018	Prah.g_00574
OG0000666	Syac.g_01088	Prah.g_00572
OG0000667	Syac.g_02165	Prah.g_00564
OG0000668	Syac.g_01239	Prah.g_00850
OG0000669	Syac.g_01404	Prah.g_00558
OG0000670	Syac.g_00580	Prah.g_01212
OG0000671	Syac.g_01400	Prah.g_00738
OG0000672	Syac.g_01396	Prah.g_00735
OG0000673	Syac.g_01393	Prah.g_00732
OG0000674	Syac.g_01391	Prah.g_00730
OG0000675	Syac.g_01390	Prah.g_00729
OG0000676	Syac.g_01388	Prah.g_00726
OG0000677	Syac.g_01387	Prah.g_00724
OG0000678	Syac.g_01384	Prah.g_00721
OG0000679	Syac.g_01375	Prah.g_00702
OG0000680	Syac.g_01374	Prah.g_00701
OG0000681	Syac.g_01371	Prah.g_00699
OG0000682	Syac.g_01370	Prah.g_00698
OG0000683	Syac.g_01369	Prah.g_00697
OG0000684	Syac.g_01365	Prah.g_00683
OG0000685	Syac.g_01363	Prah.g_00685
OG0000686	Syac.g_01362	Prah.g_00686
OG0000687	Syac.g_01361	Prah.g_00687
OG0000688	Syac.g_01356	Prah.g_00681
OG0000689	Syac.g_01354	Prah.g_00680
OG0000690	Syac.g_01353	Prah.g_00679
OG0000691	Syac.g_01352	Prah.g_00678
OG0000692	Syac.g_01351	Prah.g_00677
OG0000693	Syac.g_01349	Prah.g_00675
OG0000694	Syac.g_01348	Prah.g_00674
OG0000695	Syac.g_01143	Prah.g_00762
OG0000696	Syac.g_01144	Prah.g_00763
OG0000697	Syac.g_01146	Prah.g_00765
OG0000698	Syac.g_01149	Prah.g_00768
OG0000699	Syac.g_01151	Prah.g_00770
OG0000700	Syac.g_01152	Prah.g_00771
OG0000701	Syac.g_01153	Prah.g_00772
OG0000702	Syac.g_01161	Prah.g_00780
OG0000703	Syac.g_01162	Prah.g_00781
OG0000704	Syac.g_01165	Prah.g_00783
OG0000705	Syac.g_01174	Prah.g_00789
OG0000706	Syac.g_01175	Prah.g_00790
OG0000707	Syac.g_01176	Prah.g_00791
OG0000708	Syac.g_01179	Prah.g_00793
OG0000709	Syac.g_01187	Prah.g_00800
OG0000710	Syac.g_01191	Prah.g_00805
OG0000711	Syac.g_01220	Prah.g_00828
OG0000712	Syac.g_01221	Prah.g_00829
OG0000713	Syac.g_01222	Prah.g_00830
OG0000714	Syac.g_01224	Prah.g_00833
OG0000715	Syac.g_01226	Prah.g_00835
OG0000716	Syac.g_01230	Prah.g_00839
OG0000717	Syac.g_01231	Prah.g_00840
OG0000718	Syac.g_01235	Prah.g_00846
OG0000719	Syac.g_01237	Prah.g_00848
OG0000720	Syac.g_01250	Prah.g_00861
OG0000721	Syac.g_01252	Prah.g_00862
OG0000722	Syac.g_01253	Prah.g_00863
OG0000723	Syac.g_01261	Prah.g_00867
OG0000724	Syac.g_00879	Prah.g_00910
OG0000725	Syac.g_00887	Prah.g_00919
OG0000726	Syac.g_00888	Prah.g_00920
OG0000727	Syac.g_00889	Prah.g_00921
OG0000728	Syac.g_00891	Prah.g_00922
OG0000729	Syac.g_00144	Prah.g_00133
OG0000730	Syac.g_02024	Prah.g_01942
OG0000731	Syac.g_02011	Prah.g_01932
OG0000732	Syac.g_00051	Prah.g_00054
OG0000733	Syac.g_02386	Prah.g_02532
OG0000734	Syac.g_00388	Prah.g_01905
OG0000735	Syac.g_00750	Prah.g_01340
OG0000736	Syac.g_00751	Prah.g_01339
OG0000737	Syac.g_00752	Prah.g_01338
OG0000738	Syac.g_00757	Prah.g_01331
OG0000739	Syac.g_00762	Prah.g_01329
OG0000740	Syac.g_00763	Prah.g_01328
OG0000741	Syac.g_00766	Prah.g_01325
OG0000742	Syac.g_00768	Prah.g_01323
OG0000743	Syac.g_00770	Prah.g_01321
OG0000744	Syac.g_00771	Prah.g_01320
OG0000745	Syac.g_00773	Prah.g_01318
OG0000746	Syac.g_00776	Prah.g_01316
OG0000747	Syac.g_00777	Prah.g_01315
OG0000748	Syac.g_00787	Prah.g_01304
OG0000749	Syac.g_00789	Prah.g_01303
OG0000750	Syac.g_00790	Prah.g_01302
OG0000751	Syac.g_00797	Prah.g_01297
OG0000752	Syac.g_00799	Prah.g_01295
OG0000753	Syac.g_00802	Prah.g_01292
OG0000754	Syac.g_01471	Prah.g_01262
OG0000755	Syac.g_01479	Prah.g_01255
OG0000756	Syac.g_01480	Prah.g_01254
OG0000757	Syac.g_01492	Prah.g_01247
OG0000758	Syac.g_01493	Prah.g_01246
OG0000759	Syac.g_01494	Prah.g_01245
OG0000760	Syac.g_01495	Prah.g_01244
OG0000761	Syac.g_01496	Prah.g_01243
OG0000762	Syac.g_01498	Prah.g_01263
OG0000763	Syac.g_01500	Prah.g_01265
OG0000764	Syac.g_01501	Prah.g_01266
OG0000765	Syac.g_01515	Prah.g_01282
OG0000766	Syac.g_01516	Prah.g_01283
OG0000767	Syac.g_01518	Prah.g_01285
OG0000768	Syac.g_01519	Prah.g_01286
OG0000769	Syac.g_01521	Prah.g_01290
OG0000770	Syac.g_01524	Prah.g_01239
OG0000771	Syac.g_00873	Prah.g_00905
OG0000772	Syac.g_01569	Prah.g_01610
OG0000773	Syac.g_00741	Prah.g_01351
OG0000774	Syac.g_00737	Prah.g_01355
OG0000775	Syac.g_00735	Prah.g_01357
OG0000776	Syac.g_00734	Prah.g_01358
OG0000777	Syac.g_00733	Prah.g_01359
OG0000778	Syac.g_00732	Prah.g_01360
OG0000779	Syac.g_00727	Prah.g_01365
OG0000780	Syac.g_00723	Prah.g_01368
OG0000781	Syac.g_00719	Prah.g_01372
OG0000782	Syac.g_00718	Prah.g_01373
OG0000783	Syac.g_00717	Prah.g_01374
OG0000784	Syac.g_00716	Prah.g_01375
OG0000785	Syac.g_00714	Prah.g_01377
OG0000786	Syac.g_01730	Prah.g_01380
OG0000787	Syac.g_01731	Prah.g_01381
OG0000788	Syac.g_00992	Prah.g_00224
OG0000789	Syac.g_01111	Prah.g_01183
OG0000790	Syac.g_01921	Prah.g_01580
OG0000791	Syac.g_01922	Prah.g_01582
OG0000792	Syac.g_01923	Prah.g_01583
OG0000793	Syac.g_01928	Prah.g_01587
OG0000794	Syac.g_01929	Prah.g_01588
OG0000795	Syac.g_01930	Prah.g_01589
OG0000796	Syac.g_01934	Prah.g_01593
OG0000797	Syac.g_01935	Prah.g_01594
OG0000798	Syac.g_02250	Prah.g_02131
OG0000799	Syac.g_01602	Prah.g_00435
OG0000800	Syac.g_01603	Prah.g_00434
OG0000801	Syac.g_01604	Prah.g_00433
OG0000802	Syac.g_01608	Prah.g_00427
OG0000803	Syac.g_01613	Prah.g_00423
OG0000804	Syac.g_01616	Prah.g_00421
OG0000805	Syac.g_01620	Prah.g_00419
OG0000806	Syac.g_01622	Prah.g_00417
OG0000807	Syac.g_01624	Prah.g_00415
OG0000808	Syac.g_01625	Prah.g_00414
OG0000809	Syac.g_01628	Prah.g_00410
OG0000810	Syac.g_01629	Prah.g_00409
OG0000811	Syac.g_01637	Prah.g_00403
OG0000812	Syac.g_01639	Prah.g_00401
OG0000813	Syac.g_01640	Prah.g_00400
OG0000814	Syac.g_01642	Prah.g_00398
OG0000815	Syac.g_01643	Prah.g_00397
OG0000816	Syac.g_01645	Prah.g_00395
OG0000817	Syac.g_01646	Prah.g_00394
OG0000818	Syac.g_01652	Prah.g_00386
OG0000819	Syac.g_01653	Prah.g_00385
OG0000820	Syac.g_01654	Prah.g_00384
OG0000821	Syac.g_01659	Prah.g_00379
OG0000822	Syac.g_01661	Prah.g_00376
OG0000823	Syac.g_01662	Prah.g_00374
OG0000824	Syac.g_01666	Prah.g_00370
OG0000825	Syac.g_01667	Prah.g_00369
OG0000826	Syac.g_01668	Prah.g_00368
OG0000827	Syac.g_01669	Prah.g_00367
OG0000828	Syac.g_01672	Prah.g_00364
OG0000829	Syac.g_01673	Prah.g_00363
OG0000830	Syac.g_01674	Prah.g_00362
OG0000831	Syac.g_01676	Prah.g_00360
OG0000832	Syac.g_00623	Prah.g_01615
OG0000833	Syac.g_00613	Prah.g_01623
OG0000834	Syac.g_00610	Prah.g_01624
OG0000835	Syac.g_00609	Prah.g_01625
OG0000836	Syac.g_00605	Prah.g_01627
OG0000837	Syac.g_00604	Prah.g_01628
OG0000838	Syac.g_00600	Prah.g_01632
OG0000839	Syac.g_00599	Prah.g_01633
OG0000840	Syac.g_00598	Prah.g_01634
OG0000841	Syac.g_00597	Prah.g_01635
OG0000842	Syac.g_00596	Prah.g_01636
OG0000843	Syac.g_00595	Prah.g_01637
OG0000844	Syac.g_00593	Prah.g_01639
OG0000845	Syac.g_00592	Prah.g_01640
OG0000846	Syac.g_00591	Prah.g_01641
OG0000847	Syac.g_00590	Prah.g_01642
OG0000848	Syac.g_00588	Prah.g_01643
OG0000849	Syac.g_00587	Prah.g_01644
OG0000850	Syac.g_00585	Prah.g_01645
OG0000851	Syac.g_00573	Prah.g_01648
OG0000852	Syac.g_00572	Prah.g_01649
OG0000853	Syac.g_00568	Prah.g_01653
OG0000854	Syac.g_00566	Prah.g_01655
OG0000855	Syac.g_00565	Prah.g_01656
OG0000856	Syac.g_00964	Prah.g_00515
OG0000857	Syac.g_01323	Prah.g_00651
OG0000858	Syac.g_00559	Prah.g_01667
OG0000859	Syac.g_00558	Prah.g_01668
OG0000860	Syac.g_00542	Prah.g_01678
OG0000861	Syac.g_00541	Prah.g_01679
OG0000862	Syac.g_00540	Prah.g_01681
OG0000863	Syac.g_00538	Prah.g_01685
OG0000864	Syac.g_00537	Prah.g_01687
OG0000865	Syac.g_00533	Prah.g_01688
OG0000866	Syac.g_00532	Prah.g_01689
OG0000867	Syac.g_00531	Prah.g_01690
OG0000868	Syac.g_00529	Prah.g_01692
OG0000869	Syac.g_00524	Prah.g_01695
OG0000870	Syac.g_00519	Prah.g_01700
OG0000871	Syac.g_00518	Prah.g_01701
OG0000872	Syac.g_00510	Prah.g_01703
OG0000873	Syac.g_00507	Prah.g_01707
OG0000874	Syac.g_00512	Prah.g_01711
OG0000875	Syac.g_00505	Prah.g_01713
OG0000876	Syac.g_00675	Prah.g_01714
OG0000877	Syac.g_00671	Prah.g_01717
OG0000878	Syac.g_00670	Prah.g_01718
OG0000879	Syac.g_00669	Prah.g_01719
OG0000880	Syac.g_00668	Prah.g_01720
OG0000881	Syac.g_00664	Prah.g_01728
OG0000882	Syac.g_00659	Prah.g_01733
OG0000883	Syac.g_00656	Prah.g_01736
OG0000884	Syac.g_00654	Prah.g_01738
OG0000885	Syac.g_00653	Prah.g_01739
OG0000886	Syac.g_00652	Prah.g_01740
OG0000887	Syac.g_00651	Prah.g_01741
OG0000888	Syac.g_00649	Prah.g_01743
OG0000889	Syac.g_00647	Prah.g_01745
OG0000890	Syac.g_00642	Prah.g_01759
OG0000891	Syac.g_00641	Prah.g_01760
OG0000892	Syac.g_00638	Prah.g_01762
OG0000893	Syac.g_02193	Prah.g_02073
OG0000894	Syac.g_02189	Prah.g_02070
OG0000895	Syac.g_02185	Prah.g_02066
OG0000896	Syac.g_02184	Prah.g_02065
OG0000897	Syac.g_02182	Prah.g_02063
OG0000898	Syac.g_02181	Prah.g_02062
OG0000899	Syac.g_02180	Prah.g_02061
OG0000900	Syac.g_02179	Prah.g_02060
OG0000901	Syac.g_02174	Prah.g_02056
OG0000902	Syac.g_02172	Prah.g_02054
OG0000903	Syac.g_02140	Prah.g_02041
OG0000904	Syac.g_02145	Prah.g_02046
OG0000905	Syac.g_02148	Prah.g_02048
OG0000906	Syac.g_02150	Prah.g_02050
OG0000907	Syac.g_02138	Prah.g_02039
OG0000908	Syac.g_02135	Prah.g_02036
OG0000909	Syac.g_02134	Prah.g_02035
OG0000910	Syac.g_02133	Prah.g_02034
OG0000911	Syac.g_02131	Prah.g_02032
OG0000912	Syac.g_02130	Prah.g_02031
OG0000913	Syac.g_02129	Prah.g_02030
OG0000914	Syac.g_02128	Prah.g_02029
OG0000915	Syac.g_02127	Prah.g_02028
OG0000916	Syac.g_02126	Prah.g_02027
OG0000917	Syac.g_02125	Prah.g_02026
OG0000918	Syac.g_02124	Prah.g_02025
OG0000919	Syac.g_02123	Prah.g_02024
OG0000920	Syac.g_02122	Prah.g_02023
OG0000921	Syac.g_02121	Prah.g_02022
OG0000922	Syac.g_02120	Prah.g_02021
OG0000923	Syac.g_02116	Prah.g_02017
OG0000924	Syac.g_02115	Prah.g_02016
OG0000925	Syac.g_02114	Prah.g_02015
OG0000926	Syac.g_02113	Prah.g_02014
OG0000927	Syac.g_02111	Prah.g_02012
OG0000928	Syac.g_02110	Prah.g_02011
OG0000929	Syac.g_02109	Prah.g_02010
OG0000930	Syac.g_02108	Prah.g_02009
OG0000931	Syac.g_02107	Prah.g_02008
OG0000932	Syac.g_02106	Prah.g_02007
OG0000933	Syac.g_02101	Prah.g_02002
OG0000934	Syac.g_02099	Prah.g_02000
OG0000935	Syac.g_02098	Prah.g_01999
OG0000936	Syac.g_02097	Prah.g_01998
OG0000937	Syac.g_02096	Prah.g_01997
OG0000938	Syac.g_02092	Prah.g_01994
OG0000939	Syac.g_02091	Prah.g_01993
OG0000940	Syac.g_02084	Prah.g_01985
OG0000941	Syac.g_02082	Prah.g_01983
OG0000942	Syac.g_02080	Prah.g_01981
OG0000943	Syac.g_02079	Prah.g_01980
OG0000944	Syac.g_02077	Prah.g_01978
OG0000945	Syac.g_02075	Prah.g_01977
OG0000946	Syac.g_02071	Prah.g_01966
OG0000947	Syac.g_02068	Prah.g_01963
OG0000948	Syac.g_02067	Prah.g_01962
OG0000949	Syac.g_00205	Prah.g_01958
OG0000950	Syac.g_00193	Prah.g_02231
OG0000951	Syac.g_00188	Prah.g_02236
OG0000952	Syac.g_00183	Prah.g_02241
OG0000953	Syac.g_00177	Prah.g_02245
OG0000954	Syac.g_00172	Prah.g_00167
OG0000955	Syac.g_00171	Prah.g_00166
OG0000956	Syac.g_00169	Prah.g_00164
OG0000957	Syac.g_00158	Prah.g_00152
OG0000958	Syac.g_00157	Prah.g_00151
OG0000959	Syac.g_00153	Prah.g_00146
OG0000960	Syac.g_00152	Prah.g_00145
OG0000961	Syac.g_00147	Prah.g_00136
OG0000962	Syac.g_00145	Prah.g_00134
OG0000963	Syac.g_00140	Prah.g_00129
OG0000964	Syac.g_00139	Prah.g_00128
OG0000965	Syac.g_00138	Prah.g_00127
OG0000966	Syac.g_00107	Prah.g_00086
OG0000967	Syac.g_00075	Prah.g_00079
OG0000968	Syac.g_00080	Prah.g_00076
OG0000969	Syac.g_00078	Prah.g_00074
OG0000970	Syac.g_00077	Prah.g_00073
OG0000971	Syac.g_00067	Prah.g_00071
OG0000972	Syac.g_00066	Prah.g_00070
OG0000973	Syac.g_00065	Prah.g_00068
OG0000974	Syac.g_00064	Prah.g_00067
OG0000975	Syac.g_00063	Prah.g_00066
OG0000976	Syac.g_00062	Prah.g_00065
OG0000977	Syac.g_00059	Prah.g_00063
OG0000978	Syac.g_00058	Prah.g_00062
OG0000979	Syac.g_00055	Prah.g_00059
OG0000980	Syac.g_00052	Prah.g_00055
OG0000981	Syac.g_00049	Prah.g_00052
OG0000982	Syac.g_02354	Prah.g_02491
OG0000983	Syac.g_02355	Prah.g_02492
OG0000984	Syac.g_02356	Prah.g_02493
OG0000985	Syac.g_02359	Prah.g_02497
OG0000986	Syac.g_02363	Prah.g_02499
OG0000987	Syac.g_02365	Prah.g_02501
OG0000988	Syac.g_02370	Prah.g_02505
OG0000989	Syac.g_02379	Prah.g_02513
OG0000990	Syac.g_02397	Prah.g_02536
OG0000991	Syac.g_02400	Prah.g_02540
OG0000992	Syac.g_02402	Prah.g_02543
OG0000993	Syac.g_02403	Prah.g_02544
OG0000994	Syac.g_02405	Prah.g_02547
OG0000995	Syac.g_02410	Prah.g_02552
OG0000996	Syac.g_02454	Prah.g_02565
OG0000997	Syac.g_02464	Prah.g_02574
OG0000998	Syac.g_02466	Prah.g_02576
OG0000999	Syac.g_02467	Prah.g_02577
OG0001000	Syac.g_02470	Prah.g_02580
OG0001001	Syac.g_02475	Prah.g_02584
OG0001002	Syac.g_02481	Prah.g_02591
OG0001003	Syac.g_02483	Prah.g_02593
OG0001004	Syac.g_02484	Prah.g_02594
OG0001005	Syac.g_02485	Prah.g_02596
OG0001006	Syac.g_02492	Prah.g_02602
OG0001007	Syac.g_02494	Prah.g_02604
OG0001008	Syac.g_00693	Prah.g_00231
OG0001009	Syac.g_00030	Prah.g_00033
OG0001010	Syac.g_00031	Prah.g_00034
OG0001011	Syac.g_00032	Prah.g_00036
OG0001012	Syac.g_02351	Prah.g_02488
OG0001013	Syac.g_02337	Prah.g_02466
OG0001014	Syac.g_02333	Prah.g_02454
OG0001015	Syac.g_02332	Prah.g_02453
OG0001016	Syac.g_00446	Prah.g_01843
OG0001017	Syac.g_00440	Prah.g_01849
OG0001018	Syac.g_00438	Prah.g_01851
OG0001019	Syac.g_00422	Prah.g_01867
OG0001020	Syac.g_00417	Prah.g_01873
OG0001021	Syac.g_00413	Prah.g_01877
OG0001022	Syac.g_00410	Prah.g_01882
OG0001023	Syac.g_00409	Prah.g_01883
OG0001024	Syac.g_00405	Prah.g_01887
OG0001025	Syac.g_00399	Prah.g_01894
OG0001026	Syac.g_00386	Prah.g_01908
OG0001027	Syac.g_00380	Prah.g_00195
OG0001028	Syac.g_00378	Prah.g_00193
OG0001029	Syac.g_00376	Prah.g_00191
OG0001030	Syac.g_00356	Prah.g_02257
OG0001031	Syac.g_02266	Prah.g_02336
OG0001032	Syac.g_02268	Prah.g_02339
OG0001033	Syac.g_02298	Prah.g_02372
OG0001034	Syac.g_01968	Prah.g_01779
OG0001036	Syac.g_02221	Prah.g_02103
OG0001037	Syac.g_02223	Prah.g_02105
OG0001038	Syac.g_02251	Prah.g_02132
OG0001039	Syac.g_02254	Prah.g_02135
OG0001040	Syac.g_00292	Prah.g_02138
OG0001041	Syac.g_00287	Prah.g_02143
OG0001042	Syac.g_00258	Prah.g_02168
OG0001043	Syac.g_00254	Prah.g_02170
OG0001044	Syac.g_02021	Prah.g_01941
OG0001045	Syac.g_02008	Prah.g_01929
OG0001046	Syac.g_01207	Prah.g_01661
OG0001047	Syac.g_00695	Prah.g_00233
OG0001048	Syac.g_00696	Prah.g_00234
OG0001049	Syac.g_00703	Prah.g_00237
OG0001050	Syac.g_00704	Prah.g_00238
OG0001051	Syac.g_00705	Prah.g_00239
OG0001052	Syac.g_01704	Prah.g_00308
OG0001053	Syac.g_01901	Prah.g_01563
OG0001054	Syac.g_01884	Prah.g_01545
OG0001055	Syac.g_01863	Prah.g_01524
OG0001056	Syac.g_01831	Prah.g_01496
OG0001057	Syac.g_01825	Prah.g_01482
OG0001058	Syac.g_01810	Prah.g_01468
OG0001059	Syac.g_01806	Prah.g_01464
OG0001060	Syac.g_01799	Prah.g_01458
OG0001061	Syac.g_01779	Prah.g_01440
OG0001062	Syac.g_01777	Prah.g_01438
OG0001063	Syac.g_01773	Prah.g_01434
OG0001064	Syac.g_01772	Prah.g_01433
OG0001065	Syac.g_01771	Prah.g_01432
OG0001066	Syac.g_01770	Prah.g_01431
OG0001067	Syac.g_01769	Prah.g_01430
OG0001068	Syac.g_01768	Prah.g_01429
OG0001069	Syac.g_01767	Prah.g_01428
OG0001070	Syac.g_01764	Prah.g_01424
OG0001071	Syac.g_01763	Prah.g_01423
OG0001072	Syac.g_01758	Prah.g_01418
OG0001074	Syac.g_00945	Prah.g_00532
OG0001075	Syac.g_00946	Prah.g_00531
OG0001076	Syac.g_00956	Prah.g_00523
OG0001077	Syac.g_00967	Prah.g_00513
OG0001078	Syac.g_00980	Prah.g_00500
OG0001079	Syac.g_00993	Prah.g_00482
OG0001080	Syac.g_01092	Prah.g_00472
OG0001081	Syac.g_01432	Prah.g_00465
OG0001082	Syac.g_01431	Prah.g_00464
OG0001083	Syac.g_01424	Prah.g_00456
OG0001084	Syac.g_01423	Prah.g_00455
OG0001085	Syac.g_01412	Prah.g_00444
OG0001086	Syac.g_01410	Prah.g_00442
OG0001087	Syac.g_00923	Prah.g_00968
OG0001088	Syac.g_00920	Prah.g_00972
OG0001089	Syac.g_00896	Prah.g_01025
OG0001090	Syac.g_01286	Prah.g_00886
OG0001091	Syac.g_01284	Prah.g_00884
OG0001092	Syac.g_01282	Prah.g_00882
OG0001093	Syac.g_01276	Prah.g_00878
OG0001094	Syac.g_01347	Prah.g_00673
OG0001095	Syac.g_01326	Prah.g_00654
OG0001096	Syac.g_01310	Prah.g_00637
OG0001097	Syac.g_00834	Prah.g_00593
OG0001098	Syac.g_01096	Prah.g_00743
OG0001099	Syac.g_00377	Prah.g_00192
OG0001100	Syac.g_01402	Prah.g_00740
OG0001101	Syac.g_01401	Prah.g_00739
OG0001102	Syac.g_01398	Prah.g_00736
OG0001103	Syac.g_01395	Prah.g_00734
OG0001104	Syac.g_01364	Prah.g_00684
OG0001105	Syac.g_01360	Prah.g_00689
OG0001106	Syac.g_01166	Prah.g_00784
OG0001107	Syac.g_01180	Prah.g_00794
OG0001108	Syac.g_01188	Prah.g_00801
OG0001109	Syac.g_01190	Prah.g_00803
OG0001110	Syac.g_01192	Prah.g_00806
OG0001111	Syac.g_01194	Prah.g_00808
OG0001112	Syac.g_01196	Prah.g_00810
OG0001113	Syac.g_01197	Prah.g_00811
OG0001114	Syac.g_01198	Prah.g_00812
OG0001115	Syac.g_01202	Prah.g_00814
OG0001116	Syac.g_01204	Prah.g_00815
OG0001117	Syac.g_01205	Prah.g_00816
OG0001118	Syac.g_01206	Prah.g_00817
OG0001119	Syac.g_01208	Prah.g_00818
OG0001120	Syac.g_01213	Prah.g_00821
OG0001122	Syac.g_01238	Prah.g_00849
OG0001123	Syac.g_01245	Prah.g_00856
OG0001124	Syac.g_01247	Prah.g_00858
OG0001125	Syac.g_01249	Prah.g_00860
OG0001126	Syac.g_00870	Prah.g_00903
OG0001127	Syac.g_00871	Prah.g_00904
OG0001128	Syac.g_00875	Prah.g_00907
OG0001129	Syac.g_00877	Prah.g_00908
OG0001130	Syac.g_00878	Prah.g_00909
OG0001131	Syac.g_01382	Prah.g_00893
OG0001132	Syac.g_01062	Prah.g_00539
OG0001133	Syac.g_00958	Prah.g_00521
OG0001134	Syac.g_01466	Prah.g_02524
OG0001135	Syac.g_01464	Prah.g_02526
OG0001136	Syac.g_00767	Prah.g_01324
OG0001137	Syac.g_00786	Prah.g_01305
OG0001138	Syac.g_01486	Prah.g_01253
OG0001139	Syac.g_01488	Prah.g_01251
OG0001140	Syac.g_01489	Prah.g_01250
OG0001141	Syac.g_01490	Prah.g_01249
OG0001142	Syac.g_01491	Prah.g_01248
OG0001143	Syac.g_01499	Prah.g_01264
OG0001144	Syac.g_01508	Prah.g_01273
OG0001145	Syac.g_00740	Prah.g_01353
OG0001146	Syac.g_00722	Prah.g_01369
OG0001147	Syac.g_01689	Prah.g_00323
OG0001148	Syac.g_01918	Prah.g_01577
OG0001149	Syac.g_01919	Prah.g_01578
OG0001150	Syac.g_01920	Prah.g_01579
OG0001151	Syac.g_01932	Prah.g_01591
OG0001152	Syac.g_01933	Prah.g_01592
OG0001153	Syac.g_01670	Prah.g_00366
OG0001154	Syac.g_01671	Prah.g_00365
OG0001155	Syac.g_00621	Prah.g_01617
OG0001156	Syac.g_00618	Prah.g_01620
OG0001157	Syac.g_00617	Prah.g_00538
OG0001158	Syac.g_00616	Prah.g_01621
OG0001159	Syac.g_00615	Prah.g_01622
OG0001160	Syac.g_00570	Prah.g_01651
OG0001161	Syac.g_02385	Prah.g_00541
OG0001162	Syac.g_01307	Prah.g_01050
OG0001163	Syac.g_00562	Prah.g_01665
OG0001164	Syac.g_00556	Prah.g_01670
OG0001165	Syac.g_00551	Prah.g_01673
OG0001166	Syac.g_00520	Prah.g_01699
OG0001167	Syac.g_00667	Prah.g_01725
OG0001168	Syac.g_00665	Prah.g_01727
OG0001169	Syac.g_00663	Prah.g_01729
OG0001170	Syac.g_00661	Prah.g_01731
OG0001171	Syac.g_00650	Prah.g_01742
OG0001172	Syac.g_02187	Prah.g_02068
OG0001173	Syac.g_02186	Prah.g_02067
OG0001174	Syac.g_02178	Prah.g_02059
OG0001175	Syac.g_02177	Prah.g_02058
