Orthogroup	Syac	Syat
OG0000607	Syac.g_01430	Syat.g_00364
OG0000608	Syac.g_01429	Syat.g_00363
OG0000609	Syac.g_01427	Syat.g_00344
OG0000610	Syac.g_01419	Syat.g_00399
OG0000611	Syac.g_01416	Syat.g_00402
OG0000612	Syac.g_01415	Syat.g_00403
OG0000613	Syac.g_00231	Syat.g_02129
OG0000614	Syac.g_00911	Syat.g_01084
OG0000615	Syac.g_01377	Syat.g_00442
OG0000616	Syac.g_02478	Syat.g_02397
OG0000617	Syac.g_01280	Syat.g_00665
OG0000618	Syac.g_01279	Syat.g_00666
OG0000619	Syac.g_01278	Syat.g_00667
OG0000620	Syac.g_01270	Syat.g_02591
OG0000621	Syac.g_01269	Syat.g_02590
OG0000622	Syac.g_01268	Syat.g_02572
OG0000623	Syac.g_01267	Syat.g_00672
OG0000624	Syac.g_01265	Syat.g_00673
OG0000625	Syac.g_01264	Syat.g_00674
OG0000626	Syac.g_01263	Syat.g_00675
OG0000627	Syac.g_01126	Syat.g_00641
OG0000628	Syac.g_01127	Syat.g_00640
OG0000629	Syac.g_01130	Syat.g_00637
OG0000630	Syac.g_01134	Syat.g_00631
OG0000631	Syac.g_01139	Syat.g_00624
OG0000632	Syac.g_01140	Syat.g_00623
OG0000633	Syac.g_01141	Syat.g_00622
OG0000634	Syac.g_01345	Syat.g_00475
OG0000635	Syac.g_01344	Syat.g_00476
OG0000636	Syac.g_01342	Syat.g_00478
OG0000637	Syac.g_01340	Syat.g_00480
OG0000638	Syac.g_01339	Syat.g_00481
OG0000639	Syac.g_01338	Syat.g_00482
OG0000640	Syac.g_01337	Syat.g_00483
OG0000641	Syac.g_01333	Syat.g_00488
OG0000642	Syac.g_01332	Syat.g_00489
OG0000643	Syac.g_01330	Syat.g_00494
OG0000644	Syac.g_01329	Syat.g_00495
OG0000645	Syac.g_01327	Syat.g_00496
OG0000646	Syac.g_01324	Syat.g_00499
OG0000647	Syac.g_01322	Syat.g_00501
OG0000648	Syac.g_01319	Syat.g_00504
OG0000649	Syac.g_01318	Syat.g_00505
OG0000650	Syac.g_01317	Syat.g_00506
OG0000651	Syac.g_01316	Syat.g_00507
OG0000652	Syac.g_01315	Syat.g_00508
OG0000653	Syac.g_01313	Syat.g_00510
OG0000654	Syac.g_01312	Syat.g_00514
OG0000655	Syac.g_01311	Syat.g_00515
OG0000656	Syac.g_01308	Syat.g_00518
OG0000657	Syac.g_00846	Syat.g_00720
OG0000658	Syac.g_00842	Syat.g_00723
OG0000659	Syac.g_00841	Syat.g_00724
OG0000660	Syac.g_00837	Syat.g_00740
OG0000662	Syac.g_00833	Syat.g_00746
OG0000663	Syac.g_00830	Syat.g_00749
OG0000664	Syac.g_00829	Syat.g_00752
OG0000665	Syac.g_01018	Syat.g_03302
OG0000666	Syac.g_01088	Syat.g_01415
OG0000667	Syac.g_02165	Syat.g_00958, Syat.g_03278
OG0000668	Syac.g_01239	Syat.g_00710
OG0000669	Syac.g_01404	Syat.g_00416
OG0000670	Syac.g_00580	Syat.g_00419
OG0000671	Syac.g_01400	Syat.g_00421
OG0000672	Syac.g_01396	Syat.g_00424
OG0000673	Syac.g_01393	Syat.g_00430
OG0000674	Syac.g_01391	Syat.g_00432
OG0000675	Syac.g_01390	Syat.g_00433
OG0000676	Syac.g_01388	Syat.g_00436
OG0000677	Syac.g_01387	Syat.g_00437
OG0000678	Syac.g_01384	Syat.g_00439
OG0000679	Syac.g_01375	Syat.g_00448
OG0000680	Syac.g_01374	Syat.g_00449
OG0000681	Syac.g_01371	Syat.g_00452
OG0000682	Syac.g_01370	Syat.g_00453
OG0000683	Syac.g_01369	Syat.g_00454
OG0000684	Syac.g_01365	Syat.g_00457
OG0000685	Syac.g_01363	Syat.g_02571
OG0000686	Syac.g_01362	Syat.g_00459
OG0000687	Syac.g_01361	Syat.g_00460
OG0000688	Syac.g_01356	Syat.g_00463
OG0000689	Syac.g_01354	Syat.g_00465
OG0000690	Syac.g_01353	Syat.g_00466
OG0000691	Syac.g_01352	Syat.g_00467
OG0000692	Syac.g_01351	Syat.g_00469
OG0000693	Syac.g_01349	Syat.g_00471
OG0000694	Syac.g_01348	Syat.g_00472
OG0000695	Syac.g_01143	Syat.g_00619
OG0000696	Syac.g_01144	Syat.g_00618
OG0000697	Syac.g_01146	Syat.g_00616
OG0000698	Syac.g_01149	Syat.g_00613
OG0000699	Syac.g_01151	Syat.g_00611
OG0000700	Syac.g_01152	Syat.g_00610
OG0000701	Syac.g_01153	Syat.g_00609
OG0000702	Syac.g_01161	Syat.g_00606
OG0000703	Syac.g_01162	Syat.g_00601
OG0000704	Syac.g_01165	Syat.g_00599
OG0000705	Syac.g_01174	Syat.g_00592
OG0000706	Syac.g_01175	Syat.g_00591
OG0000707	Syac.g_01176	Syat.g_00590
OG0000708	Syac.g_01179	Syat.g_00587
OG0000709	Syac.g_01187	Syat.g_00573
OG0000710	Syac.g_01191	Syat.g_00567
OG0000711	Syac.g_01220	Syat.g_00539
OG0000712	Syac.g_01221	Syat.g_00537
OG0000713	Syac.g_01222	Syat.g_00536
OG0000714	Syac.g_01224	Syat.g_00532
OG0000715	Syac.g_01226	Syat.g_00530
OG0000716	Syac.g_01230	Syat.g_00527
OG0000717	Syac.g_01231	Syat.g_00526
OG0000718	Syac.g_01235	Syat.g_00522
OG0000719	Syac.g_01237	Syat.g_00712
OG0000720	Syac.g_01250	Syat.g_00699
OG0000721	Syac.g_01252	Syat.g_00697
OG0000722	Syac.g_01253	Syat.g_00696
OG0000723	Syac.g_01261	Syat.g_00686
OG0000724	Syac.g_00879	Syat.g_00782
OG0000725	Syac.g_00887	Syat.g_00810
OG0000726	Syac.g_00888	Syat.g_00811
OG0000727	Syac.g_00889	Syat.g_00812
OG0000728	Syac.g_00891	Syat.g_00814
OG0000729	Syac.g_00144	Syat.g_02224
OG0000730	Syac.g_02024	Syat.g_01617
OG0000731	Syac.g_02011	Syat.g_01605
OG0000732	Syac.g_00051	Syat.g_02290
OG0000733	Syac.g_02386	Syat.g_03285
OG0000734	Syac.g_00388	Syat.g_01579
OG0000735	Syac.g_00750	Syat.g_03235
OG0000736	Syac.g_00751	Syat.g_03236
OG0000737	Syac.g_00752	Syat.g_03237
OG0000738	Syac.g_00757	Syat.g_03251
OG0000739	Syac.g_00762	Syat.g_03252
OG0000740	Syac.g_00763	Syat.g_03253
OG0000741	Syac.g_00766	Syat.g_03256
OG0000742	Syac.g_00768	Syat.g_03259
OG0000743	Syac.g_00770	Syat.g_03262
OG0000744	Syac.g_00771	Syat.g_03263
OG0000745	Syac.g_00773	Syat.g_03266
OG0000746	Syac.g_00776	Syat.g_00314
OG0000747	Syac.g_00777	Syat.g_00313
OG0000748	Syac.g_00787	Syat.g_00305
OG0000749	Syac.g_00789	Syat.g_00303
OG0000750	Syac.g_00790	Syat.g_00302
OG0000751	Syac.g_00797	Syat.g_00296
OG0000752	Syac.g_00799	Syat.g_00294
OG0000753	Syac.g_00802	Syat.g_00291
OG0000754	Syac.g_01471	Syat.g_00250
OG0000755	Syac.g_01479	Syat.g_00217
OG0000756	Syac.g_01480	Syat.g_00216
OG0000757	Syac.g_01492	Syat.g_00205
OG0000758	Syac.g_01493	Syat.g_00204
OG0000759	Syac.g_01494	Syat.g_00203
OG0000760	Syac.g_01495	Syat.g_00202
OG0000761	Syac.g_01496	Syat.g_00201
OG0000762	Syac.g_01498	Syat.g_00199
OG0000763	Syac.g_01500	Syat.g_00924
OG0000764	Syac.g_01501	Syat.g_00923
OG0000765	Syac.g_01515	Syat.g_00897
OG0000766	Syac.g_01516	Syat.g_00896
OG0000767	Syac.g_01518	Syat.g_00894
OG0000768	Syac.g_01519	Syat.g_00893
OG0000769	Syac.g_01521	Syat.g_00891
OG0000770	Syac.g_01524	Syat.g_00886
OG0000771	Syac.g_00873	Syat.g_00788
OG0000772	Syac.g_01569	Syat.g_01768
OG0000773	Syac.g_00741	Syat.g_01114
OG0000774	Syac.g_00737	Syat.g_01146
OG0000775	Syac.g_00735	Syat.g_01148
OG0000776	Syac.g_00734	Syat.g_01149
OG0000777	Syac.g_00733	Syat.g_01150
OG0000778	Syac.g_00732	Syat.g_01151
OG0000779	Syac.g_00727	Syat.g_01154
OG0000780	Syac.g_00723	Syat.g_01157
OG0000781	Syac.g_00719	Syat.g_01161
OG0000782	Syac.g_00718	Syat.g_01162
OG0000783	Syac.g_00717	Syat.g_01163
OG0000784	Syac.g_00716	Syat.g_01164
OG0000785	Syac.g_00714	Syat.g_01166
OG0000786	Syac.g_01730	Syat.g_01170
OG0000787	Syac.g_01731	Syat.g_01171
OG0000788	Syac.g_00992	Syat.g_00087
OG0000789	Syac.g_01111	Syat.g_00845
OG0000790	Syac.g_01921	Syat.g_01300
OG0000791	Syac.g_01922	Syat.g_01302
OG0000792	Syac.g_01923	Syat.g_01303
OG0000793	Syac.g_01928	Syat.g_01412
OG0000794	Syac.g_01929	Syat.g_01414
OG0000795	Syac.g_01930	Syat.g_01416
OG0000796	Syac.g_01934	Syat.g_01422
OG0000797	Syac.g_01935	Syat.g_01423
OG0000798	Syac.g_02250	Syat.g_02057
OG0000799	Syac.g_01602	Syat.g_01256
OG0000800	Syac.g_01603	Syat.g_01255
OG0000801	Syac.g_01604	Syat.g_01253
OG0000802	Syac.g_01608	Syat.g_01245
OG0000803	Syac.g_01613	Syat.g_01241
OG0000804	Syac.g_01616	Syat.g_01238
OG0000805	Syac.g_01620	Syat.g_01236
OG0000806	Syac.g_01622	Syat.g_01234
OG0000807	Syac.g_01624	Syat.g_01233
OG0000808	Syac.g_01625	Syat.g_01232
OG0000809	Syac.g_01628	Syat.g_01229
OG0000810	Syac.g_01629	Syat.g_01228
OG0000811	Syac.g_01637	Syat.g_01186
OG0000812	Syac.g_01639	Syat.g_01182
OG0000813	Syac.g_01640	Syat.g_01181
OG0000814	Syac.g_01642	Syat.g_01179
OG0000815	Syac.g_01643	Syat.g_01177
OG0000816	Syac.g_01645	Syat.g_01175
OG0000817	Syac.g_01646	Syat.g_01279
OG0000818	Syac.g_01652	Syat.g_01325
OG0000819	Syac.g_01653	Syat.g_01326
OG0000820	Syac.g_01654	Syat.g_01327
OG0000821	Syac.g_01659	Syat.g_01333
OG0000822	Syac.g_01661	Syat.g_01335
OG0000823	Syac.g_01662	Syat.g_01336
OG0000824	Syac.g_01666	Syat.g_01342
OG0000825	Syac.g_01667	Syat.g_01343
OG0000826	Syac.g_01668	Syat.g_01344
OG0000827	Syac.g_01669	Syat.g_01345
OG0000828	Syac.g_01672	Syat.g_01348
OG0000829	Syac.g_01673	Syat.g_01349
OG0000830	Syac.g_01674	Syat.g_01350
OG0000831	Syac.g_01676	Syat.g_01353
OG0000832	Syac.g_00623	Syat.g_02982
OG0000833	Syac.g_00613	Syat.g_03072
OG0000834	Syac.g_00610	Syat.g_03073
OG0000835	Syac.g_00609	Syat.g_03075
OG0000836	Syac.g_00605	Syat.g_03078
OG0000837	Syac.g_00604	Syat.g_03079
OG0000838	Syac.g_00600	Syat.g_03083
OG0000839	Syac.g_00599	Syat.g_03084
OG0000840	Syac.g_00598	Syat.g_03085
OG0000841	Syac.g_00597	Syat.g_03086
OG0000842	Syac.g_00596	Syat.g_03087
OG0000843	Syac.g_00595	Syat.g_03088
OG0000844	Syac.g_00593	Syat.g_03090
OG0000845	Syac.g_00592	Syat.g_03091
OG0000846	Syac.g_00591	Syat.g_03092
OG0000847	Syac.g_00590	Syat.g_03093
OG0000848	Syac.g_00588	Syat.g_03095
OG0000849	Syac.g_00587	Syat.g_03096
OG0000850	Syac.g_00585	Syat.g_03098
OG0000851	Syac.g_00573	Syat.g_03101
OG0000852	Syac.g_00572	Syat.g_03102
OG0000853	Syac.g_00568	Syat.g_03106
OG0000854	Syac.g_00566	Syat.g_03108
OG0000855	Syac.g_00565	Syat.g_03109
OG0000856	Syac.g_00964	Syat.g_03305
OG0000857	Syac.g_01323	Syat.g_00500
OG0000858	Syac.g_00559	Syat.g_03114
OG0000859	Syac.g_00558	Syat.g_03115
OG0000860	Syac.g_00542	Syat.g_03126
OG0000861	Syac.g_00541	Syat.g_03127
OG0000862	Syac.g_00540	Syat.g_03136
OG0000863	Syac.g_00538	Syat.g_03138
OG0000864	Syac.g_00537	Syat.g_03139
OG0000865	Syac.g_00533	Syat.g_03140
OG0000866	Syac.g_00532	Syat.g_03141
OG0000867	Syac.g_00531	Syat.g_03142
OG0000868	Syac.g_00529	Syat.g_03067
OG0000869	Syac.g_00524	Syat.g_03054
OG0000870	Syac.g_00519	Syat.g_03049
OG0000871	Syac.g_00518	Syat.g_03048
OG0000872	Syac.g_00510	Syat.g_03042
OG0000873	Syac.g_00507	Syat.g_03039
OG0000874	Syac.g_00512	Syat.g_03037
OG0000875	Syac.g_00505	Syat.g_03035
OG0000876	Syac.g_00675	Syat.g_00745
OG0000877	Syac.g_00671	Syat.g_03024
OG0000878	Syac.g_00670	Syat.g_03023
OG0000879	Syac.g_00669	Syat.g_03022
OG0000880	Syac.g_00668	Syat.g_03021
OG0000881	Syac.g_00664	Syat.g_03016
OG0000882	Syac.g_00659	Syat.g_03011
OG0000883	Syac.g_00656	Syat.g_03007
OG0000884	Syac.g_00654	Syat.g_03005
OG0000885	Syac.g_00653	Syat.g_03004
OG0000886	Syac.g_00652	Syat.g_03003
OG0000887	Syac.g_00651	Syat.g_03002
OG0000888	Syac.g_00649	Syat.g_03000
OG0000889	Syac.g_00647	Syat.g_02997
OG0000890	Syac.g_00642	Syat.g_02994
OG0000891	Syac.g_00641	Syat.g_02993
OG0000892	Syac.g_00638	Syat.g_02992
OG0000893	Syac.g_02193	Syat.g_01864
OG0000894	Syac.g_02189	Syat.g_01860
OG0000895	Syac.g_02185	Syat.g_01856
OG0000896	Syac.g_02184	Syat.g_01855
OG0000897	Syac.g_02182	Syat.g_01853
OG0000898	Syac.g_02181	Syat.g_01852
OG0000899	Syac.g_02180	Syat.g_01851
OG0000900	Syac.g_02179	Syat.g_01850
OG0000901	Syac.g_02174	Syat.g_01845
OG0000902	Syac.g_02172	Syat.g_01843
OG0000903	Syac.g_02140	Syat.g_01830
OG0000904	Syac.g_02145	Syat.g_01834
OG0000905	Syac.g_02148	Syat.g_01839
OG0000906	Syac.g_02150	Syat.g_01841
OG0000907	Syac.g_02138	Syat.g_01828
OG0000908	Syac.g_02135	Syat.g_01825
OG0000909	Syac.g_02134	Syat.g_01824
OG0000910	Syac.g_02133	Syat.g_01823
OG0000911	Syac.g_02131	Syat.g_01821
OG0000912	Syac.g_02130	Syat.g_01820
OG0000913	Syac.g_02129	Syat.g_01819
OG0000914	Syac.g_02128	Syat.g_01818
OG0000915	Syac.g_02127	Syat.g_01816
OG0000916	Syac.g_02126	Syat.g_01815
OG0000917	Syac.g_02125	Syat.g_01814
OG0000918	Syac.g_02124	Syat.g_01813
OG0000919	Syac.g_02123	Syat.g_01812
OG0000920	Syac.g_02122	Syat.g_01811
OG0000921	Syac.g_02121	Syat.g_01810
OG0000922	Syac.g_02120	Syat.g_01809
OG0000923	Syac.g_02116	Syat.g_01805
OG0000924	Syac.g_02115	Syat.g_01804
OG0000925	Syac.g_02114	Syat.g_01803
OG0000926	Syac.g_02113	Syat.g_01802
OG0000927	Syac.g_02111	Syat.g_01800
OG0000928	Syac.g_02110	Syat.g_01799
OG0000929	Syac.g_02109	Syat.g_01798
OG0000930	Syac.g_02108	Syat.g_01797
OG0000931	Syac.g_02107	Syat.g_01796
OG0000932	Syac.g_02106	Syat.g_01794
OG0000933	Syac.g_02101	Syat.g_01788
OG0000934	Syac.g_02099	Syat.g_01786
OG0000935	Syac.g_02098	Syat.g_01665
OG0000936	Syac.g_02097	Syat.g_01664
OG0000937	Syac.g_02096	Syat.g_01663
OG0000938	Syac.g_02092	Syat.g_01659
OG0000939	Syac.g_02091	Syat.g_01658
OG0000940	Syac.g_02084	Syat.g_01651
OG0000941	Syac.g_02082	Syat.g_01649
OG0000942	Syac.g_02080	Syat.g_01647
OG0000943	Syac.g_02079	Syat.g_01646
OG0000944	Syac.g_02077	Syat.g_01644
OG0000945	Syac.g_02075	Syat.g_01643
OG0000946	Syac.g_02071	Syat.g_01633
OG0000947	Syac.g_02068	Syat.g_01630
OG0000948	Syac.g_02067	Syat.g_01629
OG0000949	Syac.g_00205	Syat.g_02142
OG0000950	Syac.g_00193	Syat.g_02152
OG0000951	Syac.g_00188	Syat.g_02157
OG0000952	Syac.g_00183	Syat.g_02162
OG0000953	Syac.g_00177	Syat.g_02166
OG0000954	Syac.g_00172	Syat.g_02187
OG0000955	Syac.g_00171	Syat.g_02188
OG0000956	Syac.g_00169	Syat.g_02191
OG0000957	Syac.g_00158	Syat.g_02204
OG0000958	Syac.g_00157	Syat.g_02205
OG0000959	Syac.g_00153	Syat.g_02212
OG0000960	Syac.g_00152	Syat.g_02213
OG0000961	Syac.g_00147	Syat.g_02873
OG0000962	Syac.g_00145	Syat.g_02223
OG0000963	Syac.g_00140	Syat.g_02226
OG0000964	Syac.g_00139	Syat.g_02227
OG0000965	Syac.g_00138	Syat.g_02228
OG0000966	Syac.g_00107	Syat.g_02259
OG0000967	Syac.g_00075	Syat.g_02263
OG0000968	Syac.g_00080	Syat.g_02269
OG0000969	Syac.g_00078	Syat.g_02271
OG0000970	Syac.g_00077	Syat.g_02272
OG0000971	Syac.g_00067	Syat.g_02274
OG0000972	Syac.g_00066	Syat.g_02275
OG0000973	Syac.g_00065	Syat.g_02276
OG0000974	Syac.g_00064	Syat.g_02277
OG0000975	Syac.g_00063	Syat.g_02278
OG0000976	Syac.g_00062	Syat.g_02279
OG0000977	Syac.g_00059	Syat.g_02281
OG0000978	Syac.g_00058	Syat.g_02283
OG0000979	Syac.g_00055	Syat.g_02286
OG0000980	Syac.g_00052	Syat.g_02289
OG0000981	Syac.g_00049	Syat.g_02292
OG0000982	Syac.g_02354	Syat.g_02691
OG0000983	Syac.g_02355	Syat.g_02690
OG0000984	Syac.g_02356	Syat.g_02689
OG0000985	Syac.g_02359	Syat.g_02685
OG0000986	Syac.g_02363	Syat.g_02680
OG0000987	Syac.g_02365	Syat.g_02678
OG0000988	Syac.g_02370	Syat.g_02672
OG0000989	Syac.g_02379	Syat.g_02657
OG0000990	Syac.g_02397	Syat.g_02500
OG0000991	Syac.g_02400	Syat.g_02503
OG0000992	Syac.g_02402	Syat.g_02507
OG0000993	Syac.g_02403	Syat.g_02508
OG0000994	Syac.g_02405	Syat.g_02512
OG0000995	Syac.g_02410	Syat.g_02517
OG0000996	Syac.g_02454	Syat.g_02446
OG0000997	Syac.g_02464	Syat.g_02417
OG0000998	Syac.g_02466	Syat.g_02415
OG0000999	Syac.g_02467	Syat.g_02414
OG0001001	Syac.g_02475	Syat.g_02400
OG0001002	Syac.g_02481	Syat.g_02394
OG0001003	Syac.g_02483	Syat.g_02392
OG0001004	Syac.g_02484	Syat.g_02391
OG0001005	Syac.g_02485	Syat.g_02390
OG0001006	Syac.g_02492	Syat.g_02378
OG0001007	Syac.g_02494	Syat.g_02376
OG0001008	Syac.g_00693	Syat.g_02971
OG0001009	Syac.g_00030	Syat.g_02311
OG0001010	Syac.g_00031	Syat.g_02310
OG0001011	Syac.g_00032	Syat.g_02308
OG0001012	Syac.g_02351	Syat.g_01004
OG0001013	Syac.g_02337	Syat.g_02716
OG0001014	Syac.g_02333	Syat.g_02721
OG0001015	Syac.g_02332	Syat.g_02722
OG0001016	Syac.g_00446	Syat.g_01474
OG0001017	Syac.g_00440	Syat.g_01480
OG0001018	Syac.g_00438	Syat.g_01482
OG0001019	Syac.g_00422	Syat.g_01532
OG0001020	Syac.g_00417	Syat.g_01539
OG0001021	Syac.g_00413	Syat.g_01552
OG0001022	Syac.g_00410	Syat.g_01555
OG0001023	Syac.g_00409	Syat.g_01556
OG0001024	Syac.g_00405	Syat.g_01560
OG0001025	Syac.g_00399	Syat.g_01566
OG0001026	Syac.g_00386	Syat.g_01582
OG0001027	Syac.g_00380	Syat.g_02947
OG0001028	Syac.g_00378	Syat.g_02944
OG0001029	Syac.g_00376	Syat.g_02942
OG0001030	Syac.g_00356	Syat.g_02922
OG0001031	Syac.g_02266	Syat.g_02836
OG0001032	Syac.g_02268	Syat.g_02834
OG0001033	Syac.g_02298	Syat.g_02784
OG0001034	Syac.g_01968	Syat.g_01448
OG0001036	Syac.g_02221	Syat.g_01939
OG0001037	Syac.g_02223	Syat.g_01941
OG0001038	Syac.g_02251	Syat.g_02058
OG0001039	Syac.g_02254	Syat.g_02061
OG0001040	Syac.g_00292	Syat.g_02064
OG0001041	Syac.g_00287	Syat.g_02070
OG0001042	Syac.g_00258	Syat.g_02100
OG0001043	Syac.g_00254	Syat.g_02103
OG0001044	Syac.g_02021	Syat.g_01615
OG0001045	Syac.g_02008	Syat.g_01602
OG0001046	Syac.g_01207	Syat.g_00552
OG0001047	Syac.g_00695	Syat.g_02973
OG0001048	Syac.g_00696	Syat.g_02974
OG0001049	Syac.g_00703	Syat.g_01290
OG0001050	Syac.g_00704	Syat.g_01289
OG0001051	Syac.g_00705	Syat.g_01288
OG0001052	Syac.g_01704	Syat.g_01375
OG0001053	Syac.g_01901	Syat.g_03173
OG0001054	Syac.g_01884	Syat.g_03192
OG0001055	Syac.g_01863	Syat.g_03224
OG0001056	Syac.g_01831	Syat.g_03275
OG0001057	Syac.g_01825	Syat.g_00102
OG0001058	Syac.g_01810	Syat.g_00079
OG0001059	Syac.g_01806	Syat.g_00075
OG0001061	Syac.g_01779	Syat.g_00051
OG0001062	Syac.g_01777	Syat.g_00048
OG0001063	Syac.g_01773	Syat.g_00042
OG0001064	Syac.g_01772	Syat.g_00041
OG0001065	Syac.g_01771	Syat.g_00040
OG0001066	Syac.g_01770	Syat.g_00039
OG0001067	Syac.g_01769	Syat.g_00038
OG0001068	Syac.g_01768	Syat.g_00037
OG0001069	Syac.g_01767	Syat.g_00036
OG0001070	Syac.g_01764	Syat.g_00032
OG0001071	Syac.g_01763	Syat.g_00031
OG0001072	Syac.g_01758	Syat.g_00028
OG0001074	Syac.g_00945	Syat.g_01015
OG0001075	Syac.g_00946	Syat.g_01037
OG0001076	Syac.g_00956	Syat.g_03315
OG0001077	Syac.g_00967	Syat.g_03290
OG0001078	Syac.g_00980	Syat.g_00118
OG0001079	Syac.g_00993	Syat.g_00378
OG0001080	Syac.g_01092	Syat.g_00368
OG0001081	Syac.g_01432	Syat.g_00366
OG0001082	Syac.g_01431	Syat.g_00365
OG0001083	Syac.g_01424	Syat.g_00390
OG0001084	Syac.g_01423	Syat.g_00391
OG0001085	Syac.g_01412	Syat.g_00408
OG0001086	Syac.g_01410	Syat.g_00410
OG0001087	Syac.g_00923	Syat.g_03277
OG0001088	Syac.g_00920	Syat.g_02496
OG0001089	Syac.g_00896	Syat.g_00818
OG0001090	Syac.g_01286	Syat.g_00659
OG0001091	Syac.g_01284	Syat.g_00661
OG0001092	Syac.g_01282	Syat.g_00663
OG0001093	Syac.g_01276	Syat.g_00669
OG0001094	Syac.g_01347	Syat.g_00473
OG0001095	Syac.g_01326	Syat.g_00497
OG0001096	Syac.g_01310	Syat.g_00516
OG0001097	Syac.g_00834	Syat.g_00743
OG0001098	Syac.g_01096	Syat.g_01672
OG0001099	Syac.g_00377	Syat.g_02943
OG0001100	Syac.g_01402	Syat.g_00418
OG0001101	Syac.g_01401	Syat.g_00420
OG0001102	Syac.g_01398	Syat.g_00423
OG0001103	Syac.g_01395	Syat.g_00425
OG0001104	Syac.g_01364	Syat.g_00458
OG0001105	Syac.g_01360	Syat.g_00461
OG0001106	Syac.g_01166	Syat.g_00598
OG0001107	Syac.g_01180	Syat.g_00580
OG0001108	Syac.g_01188	Syat.g_00570
OG0001109	Syac.g_01190	Syat.g_00568
OG0001110	Syac.g_01192	Syat.g_00566
OG0001111	Syac.g_01194	Syat.g_00564
OG0001112	Syac.g_01196	Syat.g_00562
OG0001113	Syac.g_01197	Syat.g_00561
OG0001114	Syac.g_01198	Syat.g_00560
OG0001115	Syac.g_01202	Syat.g_00557
OG0001116	Syac.g_01204	Syat.g_00555
OG0001117	Syac.g_01205	Syat.g_00554
OG0001118	Syac.g_01206	Syat.g_00553
OG0001119	Syac.g_01208	Syat.g_00551
OG0001120	Syac.g_01213	Syat.g_00546
OG0001122	Syac.g_01238	Syat.g_00711
OG0001123	Syac.g_01245	Syat.g_00704
OG0001124	Syac.g_01247	Syat.g_00702
OG0001125	Syac.g_01249	Syat.g_00700
OG0001126	Syac.g_00870	Syat.g_00790
OG0001127	Syac.g_00871	Syat.g_00789
OG0001128	Syac.g_00875	Syat.g_00786
OG0001129	Syac.g_00877	Syat.g_00784
OG0001130	Syac.g_00878	Syat.g_00783
OG0001131	Syac.g_01382	Syat.g_01674
OG0001132	Syac.g_01062	Syat.g_00965
OG0001133	Syac.g_00958	Syat.g_03311
OG0001136	Syac.g_00767	Syat.g_03257
OG0001137	Syac.g_00786	Syat.g_00306
OG0001138	Syac.g_01486	Syat.g_00214
OG0001139	Syac.g_01488	Syat.g_00209
OG0001140	Syac.g_01489	Syat.g_00208
OG0001141	Syac.g_01490	Syat.g_00207
OG0001142	Syac.g_01491	Syat.g_00206
OG0001143	Syac.g_01499	Syat.g_00925
OG0001144	Syac.g_01508	Syat.g_00906
OG0001145	Syac.g_00740	Syat.g_01117
OG0001146	Syac.g_00722	Syat.g_01158
OG0001147	Syac.g_01689	Syat.g_01368
OG0001148	Syac.g_01918	Syat.g_01297
OG0001149	Syac.g_01919	Syat.g_01298
OG0001150	Syac.g_01920	Syat.g_01299
OG0001151	Syac.g_01932	Syat.g_01420
OG0001152	Syac.g_01933	Syat.g_01421
OG0001153	Syac.g_01670	Syat.g_01346
OG0001154	Syac.g_01671	Syat.g_01347
OG0001155	Syac.g_00621	Syat.g_02774
OG0001156	Syac.g_00618	Syat.g_02978
OG0001157	Syac.g_00617	Syat.g_02977
OG0001158	Syac.g_00616	Syat.g_02976
OG0001159	Syac.g_00615	Syat.g_02975
OG0001160	Syac.g_00570	Syat.g_03104
OG0001161	Syac.g_02385	Syat.g_02384
OG0001162	Syac.g_01307	Syat.g_01528
OG0001163	Syac.g_00562	Syat.g_03112
OG0001164	Syac.g_00556	Syat.g_03116
OG0001165	Syac.g_00551	Syat.g_03121
OG0001166	Syac.g_00520	Syat.g_03050
OG0001167	Syac.g_00667	Syat.g_03019
OG0001168	Syac.g_00665	Syat.g_03017
OG0001169	Syac.g_00663	Syat.g_03015
OG0001170	Syac.g_00661	Syat.g_03013
OG0001171	Syac.g_00650	Syat.g_03001
OG0001172	Syac.g_02187	Syat.g_01858
OG0001173	Syac.g_02186	Syat.g_01857
OG0001174	Syac.g_02178	Syat.g_01849
OG0001175	Syac.g_02177	Syat.g_01848
OG0001176	Syac.g_02141	Syat.g_01831
OG0001178	Syac.g_00539	Syat.g_03137
OG0001180	Syac.g_02087	Syat.g_01654
OG0001181	Syac.g_02083	Syat.g_01650
OG0001182	Syac.g_02074	Syat.g_01642
OG0001183	Syac.g_02070	Syat.g_01632
OG0001184	Syac.g_00186	Syat.g_02160
OG0001185	Syac.g_00162	Syat.g_02200
OG0001186	Syac.g_00082	Syat.g_02235
OG0001187	Syac.g_00085	Syat.g_02256
OG0001188	Syac.g_00076	Syat.g_02261
OG0001189	Syac.g_00054	Syat.g_02287
OG0001190	Syac.g_02353	Syat.g_02692
OG0001191	Syac.g_02368	Syat.g_02675
OG0001192	Syac.g_02374	Syat.g_02663
OG0001193	Syac.g_02406	Syat.g_02513
OG0001194	Syac.g_02408	Syat.g_02515
OG0001195	Syac.g_02409	Syat.g_02516
OG0001196	Syac.g_02477	Syat.g_02398
OG0001197	Syac.g_02479	Syat.g_02396
OG0001199	Syac.g_00445	Syat.g_01475
