Orthogroup	Syac	Praq
OG0000588	Syac.g_00949	Praq.g_00984
OG0000589	Syac.g_00953	Praq.g_00981
OG0000590	Syac.g_00954	Praq.g_00980
OG0000591	Syac.g_00961	Praq.g_00977
OG0000592	Syac.g_00962	Praq.g_00976
OG0000593	Syac.g_00975	Praq.g_00970
OG0000594	Syac.g_00976	Praq.g_00969
OG0000595	Syac.g_00977	Praq.g_00968
OG0000596	Syac.g_00982	Praq.g_00964
OG0000597	Syac.g_00985	Praq.g_00962
OG0000598	Syac.g_00986	Praq.g_00961
OG0000599	Syac.g_00989	Praq.g_00958
OG0000600	Syac.g_00990	Praq.g_00957
OG0000601	Syac.g_00991	Praq.g_00775
OG0000602	Syac.g_00996	Praq.g_00777
OG0000603	Syac.g_00997	Praq.g_00778
OG0000604	Syac.g_01001	Praq.g_00779
OG0000605	Syac.g_01089	Praq.g_00780
OG0000606	Syac.g_01434	Praq.g_00783
OG0000607	Syac.g_01430	Praq.g_00786
OG0000608	Syac.g_01429	Praq.g_00787
OG0000609	Syac.g_01427	Praq.g_00788
OG0000610	Syac.g_01419	Praq.g_00793
OG0000611	Syac.g_01416	Praq.g_00796
OG0000612	Syac.g_01415	Praq.g_00797
OG0000613	Syac.g_00231	Praq.g_00802
OG0000614	Syac.g_00911	Praq.g_00821
OG0000615	Syac.g_01377	Praq.g_00829
OG0000616	Syac.g_02478	Praq.g_00833
OG0000617	Syac.g_01280	Praq.g_00589
OG0000618	Syac.g_01279	Praq.g_00590
OG0000619	Syac.g_01278	Praq.g_00591
OG0000620	Syac.g_01270	Praq.g_00594
OG0000621	Syac.g_01269	Praq.g_00595
OG0000622	Syac.g_01268	Praq.g_00596
OG0000623	Syac.g_01267	Praq.g_00597
OG0000624	Syac.g_01265	Praq.g_00598
OG0000625	Syac.g_01264	Praq.g_00599
OG0000626	Syac.g_01263	Praq.g_00600
OG0000627	Syac.g_01126	Praq.g_00601
OG0000628	Syac.g_01127	Praq.g_00602
OG0000629	Syac.g_01130	Praq.g_00603
OG0000630	Syac.g_01134	Praq.g_00606
OG0000631	Syac.g_01139	Praq.g_00661
OG0000632	Syac.g_01140	Praq.g_00662
OG0000633	Syac.g_01141	Praq.g_00663
OG0000634	Syac.g_01345	Praq.g_00666
OG0000635	Syac.g_01344	Praq.g_00667
OG0000636	Syac.g_01342	Praq.g_00669
OG0000637	Syac.g_01340	Praq.g_00671
OG0000638	Syac.g_01339	Praq.g_00672
OG0000639	Syac.g_01338	Praq.g_00673
OG0000640	Syac.g_01337	Praq.g_00674
OG0000641	Syac.g_01333	Praq.g_00678
OG0000642	Syac.g_01332	Praq.g_01407
OG0000643	Syac.g_01330	Praq.g_01408
OG0000644	Syac.g_01329	Praq.g_01409
OG0000645	Syac.g_01327	Praq.g_01410
OG0000646	Syac.g_01324	Praq.g_01412
OG0000647	Syac.g_01322	Praq.g_01413
OG0000648	Syac.g_01319	Praq.g_01415
OG0000649	Syac.g_01318	Praq.g_01416
OG0000650	Syac.g_01317	Praq.g_01417
OG0000651	Syac.g_01316	Praq.g_01418
OG0000652	Syac.g_01315	Praq.g_01419
OG0000653	Syac.g_01313	Praq.g_01421
OG0000654	Syac.g_01312	Praq.g_01422
OG0000655	Syac.g_01311	Praq.g_01423
OG0000656	Syac.g_01308	Praq.g_01426
OG0000657	Syac.g_00846	Praq.g_01433
OG0000658	Syac.g_00842	Praq.g_01434
OG0000659	Syac.g_00841	Praq.g_01435
OG0000660	Syac.g_00837	Praq.g_01439
OG0000661	Syac.g_00835	Praq.g_01441
OG0000662	Syac.g_00833	Praq.g_01443
OG0000663	Syac.g_00830	Praq.g_01445
OG0000664	Syac.g_00829	Praq.g_01446
OG0000665	Syac.g_01018	Praq.g_01450
OG0000666	Syac.g_01088	Praq.g_01451
OG0000667	Syac.g_02165	Praq.g_01456
OG0000668	Syac.g_01239	Praq.g_01473
OG0000669	Syac.g_01404	Praq.g_01481
OG0000670	Syac.g_00580	Praq.g_01483
OG0000671	Syac.g_01400	Praq.g_01485
OG0000672	Syac.g_01396	Praq.g_01488
OG0000673	Syac.g_01393	Praq.g_01491
OG0000674	Syac.g_01391	Praq.g_01493
OG0000675	Syac.g_01390	Praq.g_01494
OG0000676	Syac.g_01388	Praq.g_01496
OG0000677	Syac.g_01387	Praq.g_01497
OG0000678	Syac.g_01384	Praq.g_01499
OG0000679	Syac.g_01375	Praq.g_01503
OG0000680	Syac.g_01374	Praq.g_01504
OG0000681	Syac.g_01371	Praq.g_01506
OG0000682	Syac.g_01370	Praq.g_01507
OG0000683	Syac.g_01369	Praq.g_01508
OG0000684	Syac.g_01365	Praq.g_01510
OG0000685	Syac.g_01363	Praq.g_01512
OG0000686	Syac.g_01362	Praq.g_01513
OG0000687	Syac.g_01361	Praq.g_01514
OG0000688	Syac.g_01356	Praq.g_01517
OG0000689	Syac.g_01354	Praq.g_01518
OG0000690	Syac.g_01353	Praq.g_01519
OG0000691	Syac.g_01352	Praq.g_01520
OG0000692	Syac.g_01351	Praq.g_01522
OG0000693	Syac.g_01349	Praq.g_01523
OG0000694	Syac.g_01348	Praq.g_01524
OG0000695	Syac.g_01143	Praq.g_01526
OG0000696	Syac.g_01144	Praq.g_01527
OG0000697	Syac.g_01146	Praq.g_01528
OG0000698	Syac.g_01149	Praq.g_01531
OG0000699	Syac.g_01151	Praq.g_01532
OG0000700	Syac.g_01152	Praq.g_01533
OG0000701	Syac.g_01153	Praq.g_01534
OG0000702	Syac.g_01161	Praq.g_01536
OG0000703	Syac.g_01162	Praq.g_01537
OG0000704	Syac.g_01165	Praq.g_01538
OG0000705	Syac.g_01174	Praq.g_01542
OG0000706	Syac.g_01175	Praq.g_01543
OG0000707	Syac.g_01176	Praq.g_01544
OG0000708	Syac.g_01179	Praq.g_01545
OG0000709	Syac.g_01187	Praq.g_01549
OG0000710	Syac.g_01191	Praq.g_01552
OG0000711	Syac.g_01220	Praq.g_01568
OG0000712	Syac.g_01221	Praq.g_01570
OG0000713	Syac.g_01222	Praq.g_01571
OG0000714	Syac.g_01224	Praq.g_01572
OG0000715	Syac.g_01226	Praq.g_01574
OG0000716	Syac.g_01230	Praq.g_01576
OG0000717	Syac.g_01231	Praq.g_01577
OG0000718	Syac.g_01235	Praq.g_01588
OG0000719	Syac.g_01237	Praq.g_01590
OG0000720	Syac.g_01250	Praq.g_01599
OG0000721	Syac.g_01252	Praq.g_01601
OG0000722	Syac.g_01253	Praq.g_01602
OG0000723	Syac.g_01261	Praq.g_01605
OG0000724	Syac.g_00879	Praq.g_01614
OG0000725	Syac.g_00887	Praq.g_01620
OG0000726	Syac.g_00888	Praq.g_01621
OG0000727	Syac.g_00889	Praq.g_01622
OG0000728	Syac.g_00891	Praq.g_01624
OG0000729	Syac.g_00144	Praq.g_01669
OG0000730	Syac.g_02024	Praq.g_01273
OG0000731	Syac.g_02011	Praq.g_01276
OG0000732	Syac.g_00051	Praq.g_01282
OG0000733	Syac.g_02386	Praq.g_01301
OG0000734	Syac.g_00388	Praq.g_01318
OG0000735	Syac.g_00750	Praq.g_01320
OG0000736	Syac.g_00751	Praq.g_01321
OG0000737	Syac.g_00752	Praq.g_01322
OG0000738	Syac.g_00757	Praq.g_01326
OG0000739	Syac.g_00762	Praq.g_01327
OG0000740	Syac.g_00763	Praq.g_01328
OG0000741	Syac.g_00766	Praq.g_01329
OG0000742	Syac.g_00768	Praq.g_01332
OG0000743	Syac.g_00770	Praq.g_01334
OG0000744	Syac.g_00771	Praq.g_01335
OG0000745	Syac.g_00773	Praq.g_01336
OG0000746	Syac.g_00776	Praq.g_01338
OG0000747	Syac.g_00777	Praq.g_01339
OG0000748	Syac.g_00787	Praq.g_01342
OG0000749	Syac.g_00789	Praq.g_01343
OG0000750	Syac.g_00790	Praq.g_01344
OG0000751	Syac.g_00797	Praq.g_01346
OG0000752	Syac.g_00799	Praq.g_01348
OG0000753	Syac.g_00802	Praq.g_01351
OG0000754	Syac.g_01471	Praq.g_01354
OG0000755	Syac.g_01479	Praq.g_01357
OG0000756	Syac.g_01480	Praq.g_01358
OG0000757	Syac.g_01492	Praq.g_01364
OG0000758	Syac.g_01493	Praq.g_01365
OG0000759	Syac.g_01494	Praq.g_01366
OG0000760	Syac.g_01495	Praq.g_01367
OG0000761	Syac.g_01496	Praq.g_01368
OG0000762	Syac.g_01498	Praq.g_01369
OG0000763	Syac.g_01500	Praq.g_01371
OG0000764	Syac.g_01501	Praq.g_01372
OG0000765	Syac.g_01515	Praq.g_01381
OG0000766	Syac.g_01516	Praq.g_01382
OG0000767	Syac.g_01518	Praq.g_01384
OG0000768	Syac.g_01519	Praq.g_01385
OG0000769	Syac.g_01521	Praq.g_01387
OG0000770	Syac.g_01524	Praq.g_01389
OG0000771	Syac.g_00873	Praq.g_00257
OG0000772	Syac.g_01569	Praq.g_00112
OG0000773	Syac.g_00741	Praq.g_00124
OG0000774	Syac.g_00737	Praq.g_00126
OG0000775	Syac.g_00735	Praq.g_00128
OG0000776	Syac.g_00734	Praq.g_00129
OG0000777	Syac.g_00733	Praq.g_00130
OG0000778	Syac.g_00732	Praq.g_00131
OG0000779	Syac.g_00727	Praq.g_00135
OG0000780	Syac.g_00723	Praq.g_00136
OG0000781	Syac.g_00719	Praq.g_00139
OG0000782	Syac.g_00718	Praq.g_00140
OG0000783	Syac.g_00717	Praq.g_00141
OG0000784	Syac.g_00716	Praq.g_00142
OG0000785	Syac.g_00714	Praq.g_00144
OG0000786	Syac.g_01730	Praq.g_00146
OG0000787	Syac.g_01731	Praq.g_00147
OG0000788	Syac.g_00992	Praq.g_00162
OG0000789	Syac.g_01111	Praq.g_00165
OG0000790	Syac.g_01921	Praq.g_00182
OG0000791	Syac.g_01922	Praq.g_00184
OG0000792	Syac.g_01923	Praq.g_00185
OG0000793	Syac.g_01928	Praq.g_00188
OG0000794	Syac.g_01929	Praq.g_00189
OG0000795	Syac.g_01930	Praq.g_00190
OG0000796	Syac.g_01934	Praq.g_00194
OG0000797	Syac.g_01935	Praq.g_00195
OG0000798	Syac.g_02250	Praq.g_00222
OG0000799	Syac.g_01602	Praq.g_00276
OG0000800	Syac.g_01603	Praq.g_00277
OG0000801	Syac.g_01604	Praq.g_00278
OG0000802	Syac.g_01608	Praq.g_00280
OG0000803	Syac.g_01613	Praq.g_00282
OG0000804	Syac.g_01616	Praq.g_00283
OG0000805	Syac.g_01620	Praq.g_00285
OG0000806	Syac.g_01622	Praq.g_00287
OG0000807	Syac.g_01624	Praq.g_00288
OG0000808	Syac.g_01625	Praq.g_00289
OG0000809	Syac.g_01628	Praq.g_00292
OG0000810	Syac.g_01629	Praq.g_00293
OG0000811	Syac.g_01637	Praq.g_00297
OG0000812	Syac.g_01639	Praq.g_00299
OG0000813	Syac.g_01640	Praq.g_00300
OG0000814	Syac.g_01642	Praq.g_00302
OG0000815	Syac.g_01643	Praq.g_00303
OG0000816	Syac.g_01645	Praq.g_00305
OG0000817	Syac.g_01646	Praq.g_00306
OG0000818	Syac.g_01652	Praq.g_00311
OG0000819	Syac.g_01653	Praq.g_00312
OG0000820	Syac.g_01654	Praq.g_00313
OG0000821	Syac.g_01659	Praq.g_00317
OG0000822	Syac.g_01661	Praq.g_00318
OG0000823	Syac.g_01662	Praq.g_00319
OG0000824	Syac.g_01666	Praq.g_00322
OG0000825	Syac.g_01667	Praq.g_00323
OG0000826	Syac.g_01668	Praq.g_00324
OG0000827	Syac.g_01669	Praq.g_00325
OG0000828	Syac.g_01672	Praq.g_00328
OG0000829	Syac.g_01673	Praq.g_00329
OG0000830	Syac.g_01674	Praq.g_00330
OG0000831	Syac.g_01676	Praq.g_00332
OG0000832	Syac.g_00623	Praq.g_00338
OG0000833	Syac.g_00613	Praq.g_00346
OG0000834	Syac.g_00610	Praq.g_00347
OG0000835	Syac.g_00609	Praq.g_00348
OG0000836	Syac.g_00605	Praq.g_00349
OG0000837	Syac.g_00604	Praq.g_00350
OG0000838	Syac.g_00600	Praq.g_00352
OG0000839	Syac.g_00599	Praq.g_00353
OG0000840	Syac.g_00598	Praq.g_00354
OG0000841	Syac.g_00597	Praq.g_00355
OG0000842	Syac.g_00596	Praq.g_00356
OG0000843	Syac.g_00595	Praq.g_00357
OG0000844	Syac.g_00593	Praq.g_00358
OG0000845	Syac.g_00592	Praq.g_00359
OG0000846	Syac.g_00591	Praq.g_00360
OG0000847	Syac.g_00590	Praq.g_00361
OG0000848	Syac.g_00588	Praq.g_00362
OG0000849	Syac.g_00587	Praq.g_00363
OG0000850	Syac.g_00585	Praq.g_00365
OG0000851	Syac.g_00573	Praq.g_00366
OG0000852	Syac.g_00572	Praq.g_00367
OG0000853	Syac.g_00568	Praq.g_00371
OG0000854	Syac.g_00566	Praq.g_00373
OG0000855	Syac.g_00565	Praq.g_00374
OG0000856	Syac.g_00964	Praq.g_00001
OG0000857	Syac.g_01323	Praq.g_00030
OG0000858	Syac.g_00559	Praq.g_01953
OG0000859	Syac.g_00558	Praq.g_01952
OG0000860	Syac.g_00542	Praq.g_00495
OG0000861	Syac.g_00541	Praq.g_00494
OG0000862	Syac.g_00540	Praq.g_00493
OG0000863	Syac.g_00538	Praq.g_00491
OG0000864	Syac.g_00537	Praq.g_00490
OG0000865	Syac.g_00533	Praq.g_00489
OG0000866	Syac.g_00532	Praq.g_00488
OG0000867	Syac.g_00531	Praq.g_00487
OG0000868	Syac.g_00529	Praq.g_00486
OG0000869	Syac.g_00524	Praq.g_00482
OG0000870	Syac.g_00519	Praq.g_00477
OG0000871	Syac.g_00518	Praq.g_00476
OG0000872	Syac.g_00510	Praq.g_00475
OG0000873	Syac.g_00507	Praq.g_00472
OG0000874	Syac.g_00512	Praq.g_00469
OG0000875	Syac.g_00505	Praq.g_00468
OG0000876	Syac.g_00675	Praq.g_00467
OG0000877	Syac.g_00671	Praq.g_00465
OG0000878	Syac.g_00670	Praq.g_00464
OG0000879	Syac.g_00669	Praq.g_00463
OG0000880	Syac.g_00668	Praq.g_00462
OG0000881	Syac.g_00664	Praq.g_00458
OG0000882	Syac.g_00659	Praq.g_00453
OG0000883	Syac.g_00656	Praq.g_00452
OG0000884	Syac.g_00654	Praq.g_00450
OG0000885	Syac.g_00653	Praq.g_00449
OG0000886	Syac.g_00652	Praq.g_00448
OG0000887	Syac.g_00651	Praq.g_00447
OG0000888	Syac.g_00649	Praq.g_00445
OG0000889	Syac.g_00647	Praq.g_00443
OG0000890	Syac.g_00642	Praq.g_00442
OG0000891	Syac.g_00641	Praq.g_00441
OG0000892	Syac.g_00638	Praq.g_00956
OG0000893	Syac.g_02193	Praq.g_00951
OG0000894	Syac.g_02189	Praq.g_00949
OG0000895	Syac.g_02185	Praq.g_00946
OG0000896	Syac.g_02184	Praq.g_00945
OG0000897	Syac.g_02182	Praq.g_00943
OG0000898	Syac.g_02181	Praq.g_00942
OG0000899	Syac.g_02180	Praq.g_00941
OG0000900	Syac.g_02179	Praq.g_00940
OG0000901	Syac.g_02174	Praq.g_00937
OG0000902	Syac.g_02172	Praq.g_00935
OG0000903	Syac.g_02140	Praq.g_00932
OG0000904	Syac.g_02145	Praq.g_00930
OG0000905	Syac.g_02148	Praq.g_00925
OG0000906	Syac.g_02150	Praq.g_00924
OG0000907	Syac.g_02138	Praq.g_00921
OG0000908	Syac.g_02135	Praq.g_00918
OG0000909	Syac.g_02134	Praq.g_00917
OG0000910	Syac.g_02133	Praq.g_00916
OG0000911	Syac.g_02131	Praq.g_00914
OG0000912	Syac.g_02130	Praq.g_00913
OG0000913	Syac.g_02129	Praq.g_00912
OG0000914	Syac.g_02128	Praq.g_00911
OG0000915	Syac.g_02127	Praq.g_00910
OG0000916	Syac.g_02126	Praq.g_00909
OG0000917	Syac.g_02125	Praq.g_00908
OG0000918	Syac.g_02124	Praq.g_00907
OG0000919	Syac.g_02123	Praq.g_00906
OG0000920	Syac.g_02122	Praq.g_00905
OG0000921	Syac.g_02121	Praq.g_00904
OG0000922	Syac.g_02120	Praq.g_00903
OG0000923	Syac.g_02116	Praq.g_00899
OG0000924	Syac.g_02115	Praq.g_00898
OG0000925	Syac.g_02114	Praq.g_00897
OG0000926	Syac.g_02113	Praq.g_00896
OG0000927	Syac.g_02111	Praq.g_00894
OG0000928	Syac.g_02110	Praq.g_00893
OG0000929	Syac.g_02109	Praq.g_00892
OG0000930	Syac.g_02108	Praq.g_00891
OG0000931	Syac.g_02107	Praq.g_00890
OG0000932	Syac.g_02106	Praq.g_00889
OG0000933	Syac.g_02101	Praq.g_00885
OG0000934	Syac.g_02099	Praq.g_00883
OG0000935	Syac.g_02098	Praq.g_00882
OG0000936	Syac.g_02097	Praq.g_00881
OG0000937	Syac.g_02096	Praq.g_00880
OG0000938	Syac.g_02092	Praq.g_00878
OG0000939	Syac.g_02091	Praq.g_00877
OG0000940	Syac.g_02084	Praq.g_00871
OG0000941	Syac.g_02082	Praq.g_00869
OG0000942	Syac.g_02080	Praq.g_00867
OG0000943	Syac.g_02079	Praq.g_00866
OG0000944	Syac.g_02077	Praq.g_00865
OG0000945	Syac.g_02075	Praq.g_00864
OG0000946	Syac.g_02071	Praq.g_00727
OG0000947	Syac.g_02068	Praq.g_00729
OG0000948	Syac.g_02067	Praq.g_00730
OG0000949	Syac.g_00205	Praq.g_00733
OG0000950	Syac.g_00193	Praq.g_00738
OG0000951	Syac.g_00188	Praq.g_00742
OG0000952	Syac.g_00183	Praq.g_00746
OG0000953	Syac.g_00177	Praq.g_00749
OG0000954	Syac.g_00172	Praq.g_00753
OG0000955	Syac.g_00171	Praq.g_00754
OG0000956	Syac.g_00169	Praq.g_00756
OG0000957	Syac.g_00158	Praq.g_00761
OG0000958	Syac.g_00157	Praq.g_00762
OG0000959	Syac.g_00153	Praq.g_00766
OG0000960	Syac.g_00152	Praq.g_00767
OG0000961	Syac.g_00147	Praq.g_00769
OG0000962	Syac.g_00145	Praq.g_00771
OG0000963	Syac.g_00140	Praq.g_00774
OG0000964	Syac.g_00139	Praq.g_00679
OG0000965	Syac.g_00138	Praq.g_00680
OG0000966	Syac.g_00107	Praq.g_00687
OG0000967	Syac.g_00075	Praq.g_00691
OG0000968	Syac.g_00080	Praq.g_00693
OG0000969	Syac.g_00078	Praq.g_00694
OG0000970	Syac.g_00077	Praq.g_00695
OG0000971	Syac.g_00067	Praq.g_00696
OG0000972	Syac.g_00066	Praq.g_00697
OG0000973	Syac.g_00065	Praq.g_00698
OG0000974	Syac.g_00064	Praq.g_00699
OG0000975	Syac.g_00063	Praq.g_00700
OG0000976	Syac.g_00062	Praq.g_00701
OG0000977	Syac.g_00059	Praq.g_00702
OG0000978	Syac.g_00058	Praq.g_00703
OG0000979	Syac.g_00055	Praq.g_00706
OG0000980	Syac.g_00052	Praq.g_00708
OG0000981	Syac.g_00049	Praq.g_00710
OG0000982	Syac.g_02354	Praq.g_00712
OG0000983	Syac.g_02355	Praq.g_00713
OG0000984	Syac.g_02356	Praq.g_00714
OG0000985	Syac.g_02359	Praq.g_00717
OG0000986	Syac.g_02363	Praq.g_00719
OG0000987	Syac.g_02365	Praq.g_00720
OG0000988	Syac.g_02370	Praq.g_00723
OG0000989	Syac.g_02379	Praq.g_00391
OG0000990	Syac.g_02397	Praq.g_00394
OG0000991	Syac.g_02400	Praq.g_00395
OG0000992	Syac.g_02402	Praq.g_00397
OG0000993	Syac.g_02403	Praq.g_00398
OG0000994	Syac.g_02405	Praq.g_00399
OG0000995	Syac.g_02410	Praq.g_00403
OG0000996	Syac.g_02454	Praq.g_00404
OG0000997	Syac.g_02464	Praq.g_00405
OG0000998	Syac.g_02466	Praq.g_00407
OG0000999	Syac.g_02467	Praq.g_00408
OG0001000	Syac.g_02470	Praq.g_00411
OG0001001	Syac.g_02475	Praq.g_00413
OG0001002	Syac.g_02481	Praq.g_00417
OG0001003	Syac.g_02483	Praq.g_00418
OG0001004	Syac.g_02484	Praq.g_00419
OG0001005	Syac.g_02485	Praq.g_00420
OG0001006	Syac.g_02492	Praq.g_00424
OG0001007	Syac.g_02494	Praq.g_00426
OG0001008	Syac.g_00693	Praq.g_01120
OG0001009	Syac.g_00030	Praq.g_01230
OG0001010	Syac.g_00031	Praq.g_01231
OG0001011	Syac.g_00032	Praq.g_01232
OG0001012	Syac.g_02351	Praq.g_01258
OG0001013	Syac.g_02337	Praq.g_01264
OG0001014	Syac.g_02333	Praq.g_01267
OG0001015	Syac.g_02332	Praq.g_01268
OG0001016	Syac.g_00446	Praq.g_01930
OG0001017	Syac.g_00440	Praq.g_01926
OG0001018	Syac.g_00438	Praq.g_01923
OG0001019	Syac.g_00422	Praq.g_01914
OG0001020	Syac.g_00417	Praq.g_01913
OG0001021	Syac.g_00413	Praq.g_01912
OG0001022	Syac.g_00410	Praq.g_01909
OG0001023	Syac.g_00409	Praq.g_01908
OG0001024	Syac.g_00405	Praq.g_01905
OG0001025	Syac.g_00399	Praq.g_01899
OG0001026	Syac.g_00386	Praq.g_01892
OG0001027	Syac.g_00380	Praq.g_01891
OG0001028	Syac.g_00378	Praq.g_01889
OG0001029	Syac.g_00376	Praq.g_01888
OG0001030	Syac.g_00356	Praq.g_01873
OG0001031	Syac.g_02266	Praq.g_01816
OG0001032	Syac.g_02268	Praq.g_01815
OG0001033	Syac.g_02298	Praq.g_01794
OG0001034	Syac.g_01968	Praq.g_01766
OG0001036	Syac.g_02221	Praq.g_01744
OG0001037	Syac.g_02223	Praq.g_01743
OG0001038	Syac.g_02251	Praq.g_01725
OG0001039	Syac.g_02254	Praq.g_01722
OG0001040	Syac.g_00292	Praq.g_01719
OG0001041	Syac.g_00287	Praq.g_01715
OG0001042	Syac.g_00258	Praq.g_01698
OG0001043	Syac.g_00254	Praq.g_01697
OG0001044	Syac.g_02021	Praq.g_01212
OG0001045	Syac.g_02008	Praq.g_01203
OG0001046	Syac.g_01207	Praq.g_01164
OG0001047	Syac.g_00695	Praq.g_01118
OG0001048	Syac.g_00696	Praq.g_01117
OG0001049	Syac.g_00703	Praq.g_01115
OG0001050	Syac.g_00704	Praq.g_01114
OG0001051	Syac.g_00705	Praq.g_01113
OG0001052	Syac.g_01704	Praq.g_00522
OG0001053	Syac.g_01901	Praq.g_00534
OG0001054	Syac.g_01884	Praq.g_01104
OG0001055	Syac.g_01863	Praq.g_01085
OG0001056	Syac.g_01831	Praq.g_01066
OG0001057	Syac.g_01825	Praq.g_01061
OG0001058	Syac.g_01810	Praq.g_01053
OG0001059	Syac.g_01806	Praq.g_01049
OG0001060	Syac.g_01799	Praq.g_01042
OG0001061	Syac.g_01779	Praq.g_01029
OG0001062	Syac.g_01777	Praq.g_01027
OG0001063	Syac.g_01773	Praq.g_01025
OG0001064	Syac.g_01772	Praq.g_01024
OG0001065	Syac.g_01771	Praq.g_01023
OG0001066	Syac.g_01770	Praq.g_01022
OG0001067	Syac.g_01769	Praq.g_01021
OG0001068	Syac.g_01768	Praq.g_01020
OG0001069	Syac.g_01767	Praq.g_01019
OG0001070	Syac.g_01764	Praq.g_01016
OG0001071	Syac.g_01763	Praq.g_01015
OG0001072	Syac.g_01758	Praq.g_01013
OG0001074	Syac.g_00945	Praq.g_00987
OG0001075	Syac.g_00946	Praq.g_00986
OG0001076	Syac.g_00956	Praq.g_00978
OG0001077	Syac.g_00967	Praq.g_00974
OG0001078	Syac.g_00980	Praq.g_00966
OG0001079	Syac.g_00993	Praq.g_00776
OG0001080	Syac.g_01092	Praq.g_00782
OG0001081	Syac.g_01432	Praq.g_00784
OG0001082	Syac.g_01431	Praq.g_00785
OG0001083	Syac.g_01424	Praq.g_00790
OG0001084	Syac.g_01423	Praq.g_00791
OG0001085	Syac.g_01412	Praq.g_00799
OG0001086	Syac.g_01410	Praq.g_00800
OG0001087	Syac.g_00923	Praq.g_00817
OG0001088	Syac.g_00920	Praq.g_00818
OG0001089	Syac.g_00896	Praq.g_00826
OG0001090	Syac.g_01286	Praq.g_00584
OG0001091	Syac.g_01284	Praq.g_00586
OG0001092	Syac.g_01282	Praq.g_00587
OG0001093	Syac.g_01276	Praq.g_00592
OG0001094	Syac.g_01347	Praq.g_00664
OG0001095	Syac.g_01326	Praq.g_01411
OG0001096	Syac.g_01310	Praq.g_01424
OG0001097	Syac.g_00834	Praq.g_01442
OG0001098	Syac.g_01096	Praq.g_01458
OG0001099	Syac.g_00377	Praq.g_01478
OG0001100	Syac.g_01402	Praq.g_01482
OG0001101	Syac.g_01401	Praq.g_01484
OG0001102	Syac.g_01398	Praq.g_01487
OG0001103	Syac.g_01395	Praq.g_01489
OG0001104	Syac.g_01364	Praq.g_01511
OG0001105	Syac.g_01360	Praq.g_01515
OG0001106	Syac.g_01166	Praq.g_01539
OG0001107	Syac.g_01180	Praq.g_01546
OG0001108	Syac.g_01188	Praq.g_01550
OG0001109	Syac.g_01190	Praq.g_01551
OG0001110	Syac.g_01192	Praq.g_01553
OG0001111	Syac.g_01194	Praq.g_01554
OG0001112	Syac.g_01196	Praq.g_01555
OG0001113	Syac.g_01197	Praq.g_01556
OG0001114	Syac.g_01198	Praq.g_01557
OG0001115	Syac.g_01202	Praq.g_01559
OG0001116	Syac.g_01204	Praq.g_01560
OG0001117	Syac.g_01205	Praq.g_01561
OG0001118	Syac.g_01206	Praq.g_01562
OG0001119	Syac.g_01208	Praq.g_01563
OG0001120	Syac.g_01213	Praq.g_01565
OG0001121	Syac.g_01949, Syac.g_01170	Praq.g_01298
OG0001122	Syac.g_01238	Praq.g_01591
OG0001123	Syac.g_01245	Praq.g_01595
OG0001124	Syac.g_01247	Praq.g_01597
OG0001125	Syac.g_01249	Praq.g_01598
OG0001126	Syac.g_00870	Praq.g_01608
OG0001127	Syac.g_00871	Praq.g_01609
OG0001128	Syac.g_00875	Praq.g_01611
OG0001129	Syac.g_00877	Praq.g_01612
OG0001130	Syac.g_00878	Praq.g_01613
OG0001131	Syac.g_01382	Praq.g_01649
OG0001132	Syac.g_01062	Praq.g_01658
OG0001133	Syac.g_00958	Praq.g_01287
OG0001134	Syac.g_01466	Praq.g_01300
OG0001135	Syac.g_01464	Praq.g_01303
OG0001136	Syac.g_00767	Praq.g_01330
OG0001137	Syac.g_00786	Praq.g_01341
OG0001138	Syac.g_01486	Praq.g_01359
OG0001139	Syac.g_01488	Praq.g_01360
OG0001140	Syac.g_01489	Praq.g_01361
OG0001141	Syac.g_01490	Praq.g_01362
OG0001142	Syac.g_01491	Praq.g_01363
OG0001143	Syac.g_01499	Praq.g_01370
OG0001144	Syac.g_01508	Praq.g_01375
OG0001145	Syac.g_00740	Praq.g_00125
OG0001146	Syac.g_00722	Praq.g_00137
OG0001147	Syac.g_01689	Praq.g_00161
OG0001148	Syac.g_01918	Praq.g_00179
OG0001149	Syac.g_01919	Praq.g_00180
OG0001150	Syac.g_01920	Praq.g_00181
OG0001151	Syac.g_01932	Praq.g_00192
OG0001152	Syac.g_01933	Praq.g_00193
OG0001153	Syac.g_01670	Praq.g_00326
OG0001154	Syac.g_01671	Praq.g_00327
OG0001155	Syac.g_00621	Praq.g_00339
OG0001156	Syac.g_00618	Praq.g_00342
OG0001157	Syac.g_00617	Praq.g_00343
OG0001158	Syac.g_00616	Praq.g_00344
OG0001159	Syac.g_00615	Praq.g_00345
OG0001160	Syac.g_00570	Praq.g_00369
OG0001161	Syac.g_02385	Praq.g_00382
OG0001162	Syac.g_01307	Praq.g_00005
OG0001165	Syac.g_00551	Praq.g_00498
OG0001166	Syac.g_00520	Praq.g_00478
OG0001167	Syac.g_00667	Praq.g_00461
OG0001168	Syac.g_00665	Praq.g_00459
OG0001169	Syac.g_00663	Praq.g_00457
OG0001170	Syac.g_00661	Praq.g_00455
OG0001171	Syac.g_00650	Praq.g_00446
OG0001172	Syac.g_02187	Praq.g_00948
OG0001173	Syac.g_02186	Praq.g_00947
